"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2016","direct migration background","general elemantary","55","0.0960919552899816","0.0759323440194857","0.116251566560478","5"
"5 on scale 1-7","2016","direct migration background","middle vocational","60","0.0776774745429002","0.0588934024666586","0.0964615466191418","5"
"5 on scale 1-7","2016","direct migration background","vocational + Abi","13","","","","5"
"5 on scale 1-7","2016","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2016","direct migration background","higher education","75","0.117603774856989","0.094791102766684","0.140416446947294","5"
"5 on scale 1-7","2016","no migration background","middle vocational","1","","","","5"
"5 on scale 1-7","2016","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2016","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2016","no migration background","higher education","","","","","5"
"6 on scale 1-7","2016","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2016","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2016","indirect migration background","general elemantary","1","","","","6"
"6 on scale 1-7","2016","indirect migration background","middle vocational","1","","","","6"
"6 on scale 1-7","2016","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2016","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2016","direct migration background","in school","4","","","","6"
"6 on scale 1-7","2016","direct migration background","inadequately","168","0.129814155180031","0.112889929516534","0.146738380843528","6"
"6 on scale 1-7","2016","direct migration background","higher vocational","1","","","","6"
"6 on scale 1-7","2016","direct migration background","higher education","104","0.180669718192623","0.153423521158465","0.207915915226781","6"
"6 on scale 1-7","2016","indirect migration background","vocational + Abi","1","","","","6"
"6 on scale 1-7","2016","no migration background","higher education","2","","","","6"
"6 on scale 1-7","2016","no migration background","in school","","","","","6"
"6 on scale 1-7","2016","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2016","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2016","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2016","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2016","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2016","direct migration background","general elemantary","108","0.12238735432197","0.0999693875045108","0.144805321139428","6"
"6 on scale 1-7","2016","direct migration background","middle vocational","94","0.186321832083074","0.158996906091341","0.213646758074807","6"
"6 on scale 1-7","2016","direct migration background","vocational + Abi","26","","","","6"
"7 Strongly agree","2016","no migration background","in school","","","","","7"
"7 Strongly agree","2016","no migration background","inadequately","1","","","","7"
"7 Strongly agree","2016","no migration background","general elemantary","1","","","","7"
"7 Strongly agree","2016","no migration background","middle vocational","2","","","","7"
"7 Strongly agree","2016","no migration background","vocational + Abi","1","","","","7"
"7 Strongly agree","2016","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2016","no migration background","higher education","1","","","","7"
"7 Strongly agree","2016","direct migration background","in school","19","","","","7"
"7 Strongly agree","2016","direct migration background","inadequately","1153","0.659714229895984","0.635855814558494","0.683572645233474","7"
"7 Strongly agree","2016","direct migration background","general elemantary","611","0.677752429072328","0.645785061111323","0.709719797033334","7"
"7 Strongly agree","2016","direct migration background","middle vocational","569","0.568414955482388","0.533655998889819","0.603173912074958","7"
"7 Strongly agree","2016","direct migration background","vocational + Abi","64","0.279970316184784","0.195682260394027","0.36425837197554","7"
"7 Strongly agree","2016","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2016","direct migration background","higher education","535","0.563016558944279","0.527890713960574","0.598142403927984","7"
"7 Strongly agree","2016","indirect migration background","in school","2","","","","7"
"7 Strongly agree","2016","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2016","indirect migration background","general elemantary","3","","","","7"
"7 Strongly agree","2016","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2016","indirect migration background","vocational + Abi","1","","","","7"
"7 Strongly agree","2016","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2016","indirect migration background","higher education","","","","","7"
"1 Strongly disagree","2017","direct migration background","in school","","","","","1"
"1 Strongly disagree","2017","direct migration background","inadequately","17","","","","1"
"1 Strongly disagree","2017","direct migration background","general elemantary","10","","","","1"
"1 Strongly disagree","2017","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2017","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2017","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2017","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2017","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2017","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2017","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2017","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2017","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2017","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2017","direct migration background","middle vocational","5","","","","1"
"1 Strongly disagree","2017","direct migration background","vocational + Abi","1","","","","1"
"1 Strongly disagree","2017","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2017","direct migration background","higher education","5","","","","1"
"1 Strongly disagree","2017","no migration background","higher education","","","","","1"
"1 Strongly disagree","2017","no migration background","in school","","","","","1"
"2 on scale 1-7 ","2017","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","higher education","2","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2017","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","inadequately","7","","","","2"
"2 on scale 1-7 ","2017","direct migration background","general elemantary","2","","","","2"
"2 on scale 1-7 ","2017","direct migration background","middle vocational","4","","","","2"
"2 on scale 1-7 ","2017","direct migration background","vocational + Abi","1","","","","2"
"2 on scale 1-7 ","2017","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2017","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","in school","2","","","","2"
"2 on scale 1-7 ","2017","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2017","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","no migration background","vocational + Abi","","","","","2"
"3 on scale 1-7 ","2017","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","inadequately","11","","","","3"
"3 on scale 1-7 ","2017","direct migration background","general elemantary","3","","","","3"
"3 on scale 1-7 ","2017","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","higher education","4","","","","3"
"3 on scale 1-7 ","2017","direct migration background","middle vocational","7","","","","3"
"3 on scale 1-7 ","2017","direct migration background","vocational + Abi","2","","","","3"
"3 on scale 1-7 ","2017","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2017","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2017","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","no migration background","higher education","","","","","3"
"4 on scale 1-7","2017","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2017","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2017","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2017","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2017","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2017","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2017","direct migration background","general elemantary","23","","","","4"
"4 on scale 1-7","2017","direct migration background","middle vocational","15","","","","4"
"4 on scale 1-7","2017","direct migration background","vocational + Abi","2","","","","4"
"4 on scale 1-7","2017","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2017","direct migration background","higher education","18","","","","4"
"4 on scale 1-7","2017","no migration background","in school","","","","","4"
"4 on scale 1-7","2017","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2017","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2017","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2017","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2017","no migration background","higher education","","","","","4"
"4 on scale 1-7","2017","direct migration background","in school","1","","","","4"
"4 on scale 1-7","2017","direct migration background","inadequately","59","0.0624591210959404","0.0487332799453609","0.0761849622465199","4"
"5 on scale 1-7","2017","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2017","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2017","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2017","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2017","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2017","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2017","no migration background","in school","","","","","5"
"5 on scale 1-7","2017","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2017","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2017","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2017","direct migration background","in school","2","","","","5"
"5 on scale 1-7","2017","direct migration background","inadequately","95","0.0732121121657474","0.0584371094114205","0.0879871149200744","5"
"5 on scale 1-7","2017","direct migration background","general elemantary","49","0.14332828306706","0.114175852937562","0.172480713196557","5"
"5 on scale 1-7","2017","direct migration background","middle vocational","37","0.104587542405632","0.0760260865088473","0.133148998302416","5"
"5 on scale 1-7","2017","direct migration background","vocational + Abi","7","","","","5"
"5 on scale 1-7","2017","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2017","direct migration background","higher education","44","0.0718051809714531","0.0478187547751683","0.095791607167738","5"
"5 on scale 1-7","2017","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2017","no migration background","higher education","","","","","5"
"6 on scale 1-7","2017","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2017","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2017","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2017","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2017","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2017","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2017","no migration background","in school","","","","","6"
"6 on scale 1-7","2017","direct migration background","in school","2","","","","6"
"6 on scale 1-7","2017","direct migration background","inadequately","119","0.101255868865115","0.0841449211732294","0.118366816557002","6"
"6 on scale 1-7","2017","direct migration background","general elemantary","72","0.132203698567508","0.104024262381269","0.160383134753747","6"
"6 on scale 1-7","2017","direct migration background","higher education","55","0.129766898604688","0.0985443861516823","0.160989411057694","6"
"6 on scale 1-7","2017","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2017","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2017","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2017","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2017","direct migration background","middle vocational","58","0.158734069598729","0.124628090444884","0.192840048752574","6"
"6 on scale 1-7","2017","direct migration background","vocational + Abi","9","","","","6"
"6 on scale 1-7","2017","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2017","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2017","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2017","no migration background","higher education","","","","","6"
"7 Strongly agree","2017","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2017","direct migration background","higher education","317","0.713690614177432","0.671691428410094","0.75568979994477","7"
"7 Strongly agree","2017","indirect migration background","in school","","","","","7"
"7 Strongly agree","2017","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2017","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2017","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2017","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2017","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2017","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2017","no migration background","in school","","","","","7"
"7 Strongly agree","2017","no migration background","inadequately","","","","","7"
"7 Strongly agree","2017","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2017","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2017","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2017","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2017","no migration background","higher education","","","","","7"
"7 Strongly agree","2017","direct migration background","in school","13","","","","7"
"7 Strongly agree","2017","direct migration background","inadequately","886","0.726997985848177","0.701728555188","0.752267416508355","7"
"7 Strongly agree","2017","direct migration background","general elemantary","396","0.646124823465046","0.606342983842769","0.685906663087324","7"
"7 Strongly agree","2017","direct migration background","middle vocational","315","0.667195545659858","0.623216081814049","0.711175009505668","7"
"7 Strongly agree","2017","direct migration background","vocational + Abi","46","0.648435330222741","0.534952650704971","0.76191800974051","7"
"1 Strongly disagree","2018","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2018","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2018","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2018","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2018","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2018","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2018","direct migration background","in school","","","","","1"
"1 Strongly disagree","2018","direct migration background","inadequately","3","","","","1"
"1 Strongly disagree","2018","direct migration background","general elemantary","4","","","","1"
"1 Strongly disagree","2018","direct migration background","middle vocational","1","","","","1"
"1 Strongly disagree","2018","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2018","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2018","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2018","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2018","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2018","no migration background","higher education","","","","","1"
"1 Strongly disagree","2018","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2018","no migration background","in school","","","","","1"
"2 on scale 1-7 ","2018","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","higher education","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2018","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","general elemantary","1","","","","2"
"2 on scale 1-7 ","2018","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2018","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2018","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2018","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2018","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","inadequately","6","","","","2"
"2 on scale 1-7 ","2018","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2018","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2018","no migration background","higher vocational","","","","","2"
"3 on scale 1-7 ","2018","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2018","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2018","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","inadequately","1","","","","3"
"3 on scale 1-7 ","2018","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2018","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2018","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2018","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2018","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2018","no migration background","higher vocational","","","","","3"
"4 on scale 1-7","2018","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2018","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2018","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2018","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2018","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2018","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2018","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2018","direct migration background","general elemantary","4","","","","4"
"4 on scale 1-7","2018","direct migration background","middle vocational","7","","","","4"
"4 on scale 1-7","2018","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2018","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2018","direct migration background","higher education","3","","","","4"
"4 on scale 1-7","2018","no migration background","in school","","","","","4"
"4 on scale 1-7","2018","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2018","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2018","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2018","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2018","no migration background","higher education","","","","","4"
"4 on scale 1-7","2018","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2018","direct migration background","inadequately","10","","","","4"
"4 on scale 1-7","2018","direct migration background","in school","","","","","4"
"5 on scale 1-7","2018","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2018","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2018","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2018","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2018","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2018","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2018","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2018","direct migration background","general elemantary","9","","","","5"
"5 on scale 1-7","2018","direct migration background","middle vocational","6","","","","5"
"5 on scale 1-7","2018","no migration background","in school","","","","","5"
"5 on scale 1-7","2018","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2018","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2018","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2018","direct migration background","in school","","","","","5"
"5 on scale 1-7","2018","direct migration background","inadequately","11","","","","5"
"5 on scale 1-7","2018","direct migration background","vocational + Abi","1","","","","5"
"5 on scale 1-7","2018","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2018","direct migration background","higher education","3","","","","5"
"5 on scale 1-7","2018","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2018","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2018","no migration background","higher education","","","","","5"
"6 on scale 1-7","2018","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2018","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2018","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2018","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2018","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2018","direct migration background","in school","3","","","","6"
"6 on scale 1-7","2018","direct migration background","inadequately","11","","","","6"
"6 on scale 1-7","2018","direct migration background","higher education","7","","","","6"
"6 on scale 1-7","2018","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2018","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2018","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2018","direct migration background","general elemantary","13","","","","6"
"6 on scale 1-7","2018","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2018","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2018","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2018","direct migration background","middle vocational","9","","","","6"
"6 on scale 1-7","2018","no migration background","in school","","","","","6"
"6 on scale 1-7","2018","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2018","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2018","no migration background","higher education","","","","","6"
"6 on scale 1-7","2018","no migration background","higher vocational","","","","","6"
"7 Strongly agree","2018","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2018","direct migration background","higher education","36","0.760947785132088","0.641528665393657","0.880366904870519","7"
"7 Strongly agree","2018","indirect migration background","in school","","","","","7"
"7 Strongly agree","2018","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2018","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2018","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2018","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2018","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2018","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2018","no migration background","in school","","","","","7"
"7 Strongly agree","2018","no migration background","inadequately","","","","","7"
"7 Strongly agree","2018","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2018","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2018","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2018","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2018","no migration background","higher education","","","","","7"
"7 Strongly agree","2018","direct migration background","in school","6","","","","7"
"7 Strongly agree","2018","direct migration background","inadequately","119","0.730561827971771","0.662029860046946","0.799093795896597","7"
"7 Strongly agree","2018","direct migration background","general elemantary","68","0.80553571011208","0.72757194153576","0.8834994786884","7"
"7 Strongly agree","2018","direct migration background","middle vocational","33","0.705510439205328","0.586127916513279","0.824892961897376","7"
"7 Strongly agree","2018","direct migration background","vocational + Abi","5","","","","7"
"1 Strongly disagree","2019","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2019","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2019","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2019","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2019","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2019","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2019","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2019","direct migration background","in school","","","","","1"
"1 Strongly disagree","2019","direct migration background","inadequately","4","","","","1"
"1 Strongly disagree","2019","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2019","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2019","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2019","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2019","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2019","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2019","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2019","no migration background","in school","","","","","1"
"1 Strongly disagree","2019","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2019","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2019","no migration background","higher education","","","","","1"
"1 Strongly disagree","2019","no migration background","higher vocational","","","","","1"
"2 on scale 1-7 ","2019","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","inadequately","3","","","","2"
"2 on scale 1-7 ","2019","direct migration background","general elemantary","1","","","","2"
"2 on scale 1-7 ","2019","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","higher education","","","","","2"
"2 on scale 1-7 ","2019","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2019","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2019","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2019","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2019","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2019","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2019","no migration background","higher vocational","","","","","2"
"3 on scale 1-7 ","2019","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","inadequately","5","","","","3"
"3 on scale 1-7 ","2019","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","middle vocational","1","","","","3"
"3 on scale 1-7 ","2019","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","higher education","2","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","higher education","","","","","3"
