"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2013","no migration background","vocational + Abi","28","","",""
"Min 1x per week","2013","no migration background","higher vocational","18","","",""
"Min 1x per week","2013","no migration background","higher education","80","0.0201607361516646","0.0162969004739327","0.0240245718293964"
"Min 1x per week","2013","direct migration background","in school","1","","",""
"Min 1x per week","2013","direct migration background","inadequately","1","","",""
"Min 1x per week","2013","direct migration background","general elemantary","12","","",""
"Min 1x per week","2013","direct migration background","middle vocational","18","","",""
"Min 1x per week","2013","direct migration background","vocational + Abi","4","","",""
"Min 1x per week","2013","direct migration background","higher vocational","1","","",""
"Min 1x per week","2013","direct migration background","higher education","6","","",""
"Min 1x per week","2013","indirect migration background","in school","14","","",""
"Min 1x per week","2013","indirect migration background","inadequately","","","",""
"Min 1x per week","2013","indirect migration background","general elemantary","13","","",""
"Min 1x per week","2013","indirect migration background","middle vocational","16","","",""
"Min 1x per week","2013","indirect migration background","vocational + Abi","3","","",""
"Min 1x per week","2013","indirect migration background","higher vocational","","","",""
"Min 1x per week","2013","indirect migration background","higher education","9","","",""
"Min 1x per month","2013","no migration background","in school","177","0.492490536754372","0.438468474462866","0.546512599045879"
"Min 1x per month","2013","no migration background","inadequately","17","","",""
"Min 1x per month","2013","no migration background","general elemantary","294","0.145998943679647","0.130007662374796","0.161990224984498"
"Min 1x per month","2013","no migration background","middle vocational","1645","0.151789533571152","0.145075892358094","0.15850317478421"
"Min 1x per month","2013","no migration background","vocational + Abi","307","0.223193741529257","0.201304129958032","0.245083353100481"
"Min 1x per month","2013","no migration background","higher vocational","227","0.144006450086578","0.126390866209642","0.161622033963514"
"Min 1x per month","2013","no migration background","higher education","1167","0.249241663710373","0.237349840653112","0.261133486767634"
"Min 1x per month","2013","direct migration background","in school","8","","",""
"Min 1x per month","2013","direct migration background","inadequately","10","","",""
"Min 1x per month","2013","direct migration background","general elemantary","48","0.0764410595714565","0.0535377376708209","0.0993443814720921"
"Min 1x per month","2013","direct migration background","middle vocational","112","0.120928534862158","0.100463039070218","0.141394030654099"
"Min 1x per month","2013","direct migration background","vocational + Abi","53","0.223014802395368","0.176825222579744","0.269204382210992"
"Min 1x per month","2013","direct migration background","higher vocational","17","","",""
"Min 1x per month","2013","direct migration background","higher education","131","0.287499870789482","0.249980677863259","0.325019063715704"
"Min 1x per month","2013","indirect migration background","in school","50","0.53049602761653","0.430139184360521","0.630852870872539"
"Min 1x per month","2013","indirect migration background","inadequately","5","","",""
"Min 1x per month","2013","indirect migration background","general elemantary","55","0.233497806699415","0.175585713280652","0.291409900118178"
"Min 1x per month","2013","indirect migration background","middle vocational","144","0.27570900612439","0.235437345391071","0.31598066685771"
"Min 1x per month","2013","indirect migration background","vocational + Abi","18","","",""
"Min 1x per month","2013","indirect migration background","higher vocational","11","","",""
"Min 1x per month","2013","indirect migration background","higher education","51","0.42352252691592","0.351932590896617","0.495112462935223"
"Rarely","2013","no migration background","in school","97","0.332625245983801","0.281714128086166","0.383536363881435"
"Rarely","2013","no migration background","inadequately","55","0.279100687494049","0.21301929034255","0.345182084645549"
"Rarely","2013","no migration background","general elemantary","584","0.264292945526473","0.244323111834385","0.284262779218562"
"Rarely","2013","no migration background","middle vocational","5132","0.425428153486778","0.416177536796013","0.434678770177544"
"Rarely","2013","no migration background","vocational + Abi","812","0.554115353911982","0.527984593869028","0.580246113954937"
"Rarely","2013","no migration background","higher vocational","848","0.547270678892035","0.522296499568051","0.57224485821602"
"Rarely","2013","no migration background","higher education","2843","0.524662095828818","0.510933405640043","0.538390786017593"
"Rarely","2013","direct migration background","in school","10","","",""
"Rarely","2013","direct migration background","inadequately","27","","",""
"Rarely","2013","direct migration background","general elemantary","147","0.248047617366084","0.210819976191186","0.285275258540982"
"Rarely","2013","direct migration background","middle vocational","407","0.377149539134758","0.346727069316679","0.407572008952836"
"Rarely","2013","direct migration background","vocational + Abi","137","0.379097140300812","0.325262988073469","0.432931292528154"
"Rarely","2013","direct migration background","higher vocational","44","0.420837276780105","0.323587660748169","0.518086892812041"
"Rarely","2013","direct migration background","higher education","256","0.429175401850087","0.388144511777817","0.470206291922356"
"Rarely","2013","indirect migration background","in school","26","","",""
"Rarely","2013","indirect migration background","inadequately","11","","",""
"Rarely","2013","indirect migration background","general elemantary","93","0.44724358642345","0.379180738619218","0.515306434227683"
"Rarely","2013","indirect migration background","middle vocational","218","0.460480059732724","0.415561410781989","0.505398708683459"
"Rarely","2013","indirect migration background","vocational + Abi","44","0.475677835410452","0.362653223208713","0.588702447612191"
"Rarely","2013","indirect migration background","higher vocational","33","0.642188179083449","0.511900029869061","0.772476328297836"
"Rarely","2013","indirect migration background","higher education","107","0.430203723161442","0.358470650837587","0.501936795485296"
"Never","2013","no migration background","in school","9","","",""
"Never","2013","no migration background","inadequately","100","0.588289613008382","0.515787116677051","0.660792109339713"
"Never","2013","no migration background","general elemantary","925","0.557211286444129","0.534716212461411","0.579706360426847"
"Never","2013","no migration background","middle vocational","3992","0.398270457034836","0.389110886425937","0.407430027643735"
"Never","2013","no migration background","vocational + Abi","243","0.186119375284459","0.165658847189482","0.206579903379435"
"Never","2013","no migration background","higher vocational","433","0.295807210354187","0.272907974559498","0.318706446148877"
"Never","2013","no migration background","higher education","992","0.205850329242109","0.194735187654239","0.216965470829978"
"Never","2013","direct migration background","in school","1","","",""
"Never","2013","direct migration background","inadequately","86","0.737958422184759","0.660558896702825","0.815357947666693"
"Never","2013","direct migration background","general elemantary","310","0.657499860305437","0.616594424084085","0.698405296526789"
"Never","2013","direct migration background","middle vocational","437","0.46745359246349","0.436135610927533","0.498771573999446"
"Never","2013","direct migration background","vocational + Abi","117","0.365002773881894","0.311582662332804","0.418422885430983"
"Never","2013","direct migration background","higher vocational","37","0.378324239597023","0.282793191009691","0.473855288184356"
"Never","2013","direct migration background","higher education","166","0.273532782540319","0.236579341161827","0.310486223918811"
"Never","2013","indirect migration background","in school","5","","",""
"Never","2013","indirect migration background","inadequately","11","","",""
"Never","2013","indirect migration background","general elemantary","43","0.241991585560071","0.183363149900421","0.300620021219721"
"Never","2013","indirect migration background","middle vocational","94","0.221981284618444","0.184529654727016","0.259432914509873"
"Never","2013","indirect migration background","vocational + Abi","10","","",""
"Never","2013","indirect migration background","higher vocational","8","","",""
"Never","2013","indirect migration background","higher education","16","","",""
"Daily","2014","no migration background","in school","","","",""
"Daily","2014","no migration background","inadequately","","","",""
"Daily","2014","no migration background","general elemantary","","","",""
"Daily","2014","no migration background","middle vocational","","","",""
"Daily","2014","no migration background","vocational + Abi","","","",""
"Daily","2014","no migration background","higher vocational","","","",""
"Daily","2014","no migration background","higher education","","","",""
"Daily","2014","direct migration background","in school","","","",""
"Daily","2014","direct migration background","inadequately","","","",""
"Daily","2014","direct migration background","general elemantary","","","",""
"Daily","2014","direct migration background","middle vocational","","","",""
"Daily","2014","direct migration background","vocational + Abi","","","",""
"Daily","2014","direct migration background","higher vocational","","","",""
"Daily","2014","direct migration background","higher education","","","",""
"Daily","2014","indirect migration background","in school","","","",""
"Daily","2014","indirect migration background","inadequately","","","",""
"Daily","2014","indirect migration background","general elemantary","","","",""
"Daily","2014","indirect migration background","middle vocational","","","",""
"Daily","2014","indirect migration background","vocational + Abi","","","",""
"Daily","2014","indirect migration background","higher vocational","","","",""
"Daily","2014","indirect migration background","higher education","","","",""
"Min 1x per week","2014","no migration background","in school","","","",""
"Min 1x per week","2014","no migration background","inadequately","","","",""
"Min 1x per week","2014","no migration background","general elemantary","","","",""
"Min 1x per week","2014","no migration background","middle vocational","","","",""
"Min 1x per week","2014","no migration background","vocational + Abi","","","",""
"Min 1x per week","2014","no migration background","higher vocational","","","",""
"Min 1x per week","2014","no migration background","higher education","","","",""
"Min 1x per week","2014","direct migration background","in school","","","",""
"Min 1x per week","2014","direct migration background","inadequately","","","",""
"Min 1x per week","2014","direct migration background","general elemantary","","","",""
"Min 1x per week","2014","direct migration background","middle vocational","","","",""
"Min 1x per week","2014","direct migration background","vocational + Abi","","","",""
"Min 1x per week","2014","direct migration background","higher vocational","","","",""
"Min 1x per week","2014","direct migration background","higher education","","","",""
"Min 1x per week","2014","indirect migration background","in school","","","",""
"Min 1x per week","2014","indirect migration background","inadequately","","","",""
"Min 1x per week","2014","indirect migration background","general elemantary","","","",""
"Min 1x per week","2014","indirect migration background","middle vocational","","","",""
"Min 1x per week","2014","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","2014","indirect migration background","higher vocational","","","",""
"Min 1x per week","2014","indirect migration background","higher education","","","",""
"Min 1x per month","2014","no migration background","in school","","","",""
"Min 1x per month","2014","no migration background","inadequately","","","",""
"Min 1x per month","2014","no migration background","general elemantary","","","",""
"Min 1x per month","2014","no migration background","middle vocational","","","",""
"Min 1x per month","2014","no migration background","vocational + Abi","","","",""
"Min 1x per month","2014","no migration background","higher vocational","","","",""
"Min 1x per month","2014","no migration background","higher education","","","",""
"Min 1x per month","2014","direct migration background","in school","","","",""
"Min 1x per month","2014","direct migration background","inadequately","","","",""
"Min 1x per month","2014","direct migration background","general elemantary","","","",""
"Min 1x per month","2014","direct migration background","middle vocational","","","",""
"Min 1x per month","2014","direct migration background","vocational + Abi","","","",""
"Min 1x per month","2014","direct migration background","higher vocational","","","",""
"Min 1x per month","2014","direct migration background","higher education","","","",""
"Min 1x per month","2014","indirect migration background","in school","","","",""
"Min 1x per month","2014","indirect migration background","inadequately","","","",""
"Min 1x per month","2014","indirect migration background","general elemantary","","","",""
"Min 1x per month","2014","indirect migration background","middle vocational","","","",""
"Min 1x per month","2014","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","2014","indirect migration background","higher vocational","","","",""
"Min 1x per month","2014","indirect migration background","higher education","","","",""
"Rarely","2014","no migration background","in school","","","",""
"Rarely","2014","no migration background","inadequately","","","",""
"Rarely","2014","no migration background","general elemantary","","","",""
"Rarely","2014","no migration background","middle vocational","","","",""
"Rarely","2014","no migration background","vocational + Abi","","","",""
"Rarely","2014","no migration background","higher vocational","","","",""
"Rarely","2014","no migration background","higher education","","","",""
"Rarely","2014","direct migration background","in school","","","",""
"Rarely","2014","direct migration background","inadequately","","","",""
"Rarely","2014","direct migration background","general elemantary","","","",""
"Rarely","2014","direct migration background","middle vocational","","","",""
"Rarely","2014","direct migration background","vocational + Abi","","","",""
"Rarely","2014","direct migration background","higher vocational","","","",""
"Rarely","2014","direct migration background","higher education","","","",""
"Rarely","2014","indirect migration background","in school","","","",""
"Rarely","2014","indirect migration background","inadequately","","","",""
"Rarely","2014","indirect migration background","general elemantary","","","",""
"Rarely","2014","indirect migration background","middle vocational","","","",""
"Rarely","2014","indirect migration background","vocational + Abi","","","",""
"Rarely","2014","indirect migration background","higher vocational","","","",""
"Rarely","2014","indirect migration background","higher education","","","",""
"Never","2014","no migration background","in school","","","",""
"Never","2014","no migration background","inadequately","","","",""
"Never","2014","no migration background","general elemantary","","","",""
"Never","2014","no migration background","middle vocational","","","",""
"Never","2014","no migration background","vocational + Abi","","","",""
"Never","2014","no migration background","higher vocational","","","",""
"Never","2014","no migration background","higher education","","","",""
"Never","2014","direct migration background","in school","","","",""
"Never","2014","direct migration background","inadequately","","","",""
"Never","2014","direct migration background","general elemantary","","","",""
"Never","2014","direct migration background","middle vocational","","","",""
"Never","2014","direct migration background","vocational + Abi","","","",""
"Never","2014","direct migration background","higher vocational","","","",""
"Never","2014","direct migration background","higher education","","","",""
"Never","2014","indirect migration background","in school","","","",""
"Never","2014","indirect migration background","inadequately","","","",""
"Never","2014","indirect migration background","general elemantary","","","",""
"Never","2014","indirect migration background","middle vocational","","","",""
"Never","2014","indirect migration background","vocational + Abi","","","",""
"Never","2014","indirect migration background","higher vocational","","","",""
"Never","2014","indirect migration background","higher education","","","",""
"Daily","2015","no migration background","in school","","","",""
"Daily","2015","no migration background","inadequately","","","",""
"Daily","2015","no migration background","general elemantary","","","",""
"Daily","2015","no migration background","middle vocational","","","",""
"Daily","2015","no migration background","vocational + Abi","","","",""
"Daily","2015","no migration background","higher vocational","","","",""
"Daily","2015","no migration background","higher education","","","",""
"Daily","2015","direct migration background","in school","","","",""
"Daily","2015","direct migration background","inadequately","","","",""
"Daily","2015","direct migration background","general elemantary","","","",""
"Daily","2015","direct migration background","middle vocational","","","",""
"Daily","2015","direct migration background","vocational + Abi","","","",""
"Daily","2015","direct migration background","higher vocational","","","",""
"Daily","2015","direct migration background","higher education","","","",""
"Daily","2015","indirect migration background","in school","","","",""
"Daily","2015","indirect migration background","inadequately","","","",""
"Daily","2015","indirect migration background","general elemantary","","","",""
"Daily","2015","indirect migration background","middle vocational","","","",""
"Daily","2015","indirect migration background","vocational + Abi","","","",""
"Daily","2015","indirect migration background","higher vocational","","","",""
"Daily","2015","indirect migration background","higher education","","","",""
"Min 1x per week","2015","no migration background","in school","32","0.128619567087778","0.0841792378554113","0.173059896320144"
"Min 1x per week","2015","no migration background","inadequately","4","","",""
"Min 1x per week","2015","no migration background","general elemantary","63","0.0297281927944137","0.0214450950107912","0.0380112905780361"
"Min 1x per week","2015","no migration background","middle vocational","320","0.0350921569458683","0.0314029310555742","0.0387813828361624"
"Min 1x per week","2015","no migration background","vocational + Abi","59","0.0679570386660324","0.0539321820629567","0.0819818952691082"
"Min 1x per week","2015","no migration background","higher vocational","30","0.0249965656269673","0.0167509257123785","0.033242205541556"
"Min 1x per week","2015","no migration background","higher education","161","0.0360528399558968","0.0307226618270567","0.0413830180847369"
"Min 1x per week","2015","direct migration background","in school","7","","",""
"Min 1x per week","2015","direct migration background","inadequately","4","","",""
"Min 1x per week","2015","direct migration background","general elemantary","33","0.0231487215358567","0.0140226542439536","0.0322747888277597"
"Min 1x per week","2015","direct migration background","middle vocational","56","0.0318075907540456","0.0240206713353337","0.0395945101727574"
"Min 1x per week","2015","direct migration background","vocational + Abi","26","","",""
"Min 1x per week","2015","direct migration background","higher vocational","1","","",""
"Min 1x per week","2015","direct migration background","higher education","68","0.0583457293290804","0.0464200969605551","0.0702713616976057"
"Min 1x per week","2015","indirect migration background","in school","14","","",""
"Min 1x per week","2015","indirect migration background","inadequately","1","","",""
"Min 1x per week","2015","indirect migration background","general elemantary","26","","",""
"Min 1x per week","2015","indirect migration background","middle vocational","37","0.0600934040730993","0.0423218472664334","0.0778649608797653"
"Min 1x per week","2015","indirect migration background","vocational + Abi","2","","",""
"Min 1x per week","2015","indirect migration background","higher vocational","2","","",""
"Min 1x per week","2015","indirect migration background","higher education","8","","",""
"Min 1x per month","2015","no migration background","in school","103","0.499536958236007","0.433164231110137","0.565909685361876"
"Min 1x per month","2015","no migration background","inadequately","10","","",""
"Min 1x per month","2015","no migration background","general elemantary","239","0.13267207152727","0.116127967646244","0.149216175408296"
"Min 1x per month","2015","no migration background","middle vocational","1470","0.152878154120663","0.14566321029678","0.160093097944545"
"Min 1x per month","2015","no migration background","vocational + Abi","282","0.248608380335761","0.224522956293148","0.272693804378374"
"Min 1x per month","2015","no migration background","higher vocational","226","0.155906770841946","0.136746183509577","0.175067358174316"
"Min 1x per month","2015","no migration background","higher education","1103","0.261832422547488","0.249262443222352","0.274402401872623"
"Min 1x per month","2015","direct migration background","in school","27","","",""
"Min 1x per month","2015","direct migration background","inadequately","24","","",""
"Min 1x per month","2015","direct migration background","general elemantary","124","0.109081323742523","0.0901622370104462","0.1280004104746"
"Min 1x per month","2015","direct migration background","middle vocational","295","0.154685370789215","0.138639870222969","0.170730871355461"
"Min 1x per month","2015","direct migration background","vocational + Abi","115","0.154715450824324","0.129795789301954","0.179635112346695"
"Min 1x per month","2015","direct migration background","higher vocational","13","","",""
"Min 1x per month","2015","direct migration background","higher education","303","0.226997642964287","0.205685249594066","0.248310036334508"
"Min 1x per month","2015","indirect migration background","in school","51","0.49540084258306","0.397406789208366","0.593394895957754"
"Min 1x per month","2015","indirect migration background","inadequately","3","","",""
"Min 1x per month","2015","indirect migration background","general elemantary","77","0.254578146259771","0.206923286570768","0.302233005948775"
"Min 1x per month","2015","indirect migration background","middle vocational","217","0.345127925813725","0.30957805648295","0.380677795144499"
"Min 1x per month","2015","indirect migration background","vocational + Abi","31","0.309583784029181","0.226167338307149","0.393000229751214"
"Min 1x per month","2015","indirect migration background","higher vocational","19","","",""
"Min 1x per month","2015","indirect migration background","higher education","78","0.371720191228389","0.313203188565027","0.430237193891752"
"Rarely","2015","no migration background","in school","73","0.305006139226369","0.243888774654944","0.366123503797794"
"Rarely","2015","no migration background","inadequately","65","0.333883401809066","0.261925471822507","0.405841331795625"
"Rarely","2015","no migration background","general elemantary","562","0.325969254494046","0.303108529418343","0.34882997956975"
"Rarely","2015","no migration background","middle vocational","4847","0.474180187357894","0.464169187089425","0.484191187626363"
"Rarely","2015","no migration background","vocational + Abi","724","0.513143341114111","0.485289624856322","0.5409970573719"
"Rarely","2015","no migration background","higher vocational","802","0.572254722590346","0.546122976766796","0.598386468413897"
"Rarely","2015","no migration background","higher education","2625","0.524370445230473","0.510091409249286","0.53864948121166"
"Rarely","2015","direct migration background","in school","18","","",""
"Rarely","2015","direct migration background","inadequately","99","0.274600248339635","0.226735693766695","0.322464802912575"
"Rarely","2015","direct migration background","general elemantary","336","0.286736315662057","0.259290740063611","0.314181891260502"
"Rarely","2015","direct migration background","middle vocational","793","0.382717591462593","0.361150051122972","0.404285131802214"
"Rarely","2015","direct migration background","vocational + Abi","369","0.40448046710946","0.370660700008111","0.438300234210808"
"Rarely","2015","direct migration background","higher vocational","45","0.493879520722297","0.395888663847688","0.591870377596907"
"Rarely","2015","direct migration background","higher education","730","0.46287537701341","0.437506531085582","0.488244222941238"
"Rarely","2015","indirect migration background","in school","33","0.336206490046447","0.24361573229564","0.428797247797255"
"Rarely","2015","indirect migration background","inadequately","20","","",""
"Rarely","2015","indirect migration background","general elemantary","151","0.44387968267664","0.389528050655785","0.498231314697494"
"Rarely","2015","indirect migration background","middle vocational","332","0.445017638926071","0.407855737653411","0.48217954019873"
"Rarely","2015","indirect migration background","vocational + Abi","66","0.490317918219429","0.400120178929177","0.580515657509681"
"Rarely","2015","indirect migration background","higher vocational","31","0.49597753165882","0.368398872014392","0.623556191303249"
"Rarely","2015","indirect migration background","higher education","147","0.511394215270835","0.450866448136015","0.571921982405655"
"Never","2015","no migration background","in school","10","","",""
"Never","2015","no migration background","inadequately","86","0.564643258589454","0.488992057163276","0.640294460015632"
"Never","2015","no migration background","general elemantary","751","0.51163048118427","0.487251569849394","0.536009392519147"
"Never","2015","no migration background","middle vocational","2920","0.337849501575575","0.328366904564017","0.347332098587133"
"Never","2015","no migration background","vocational + Abi","172","0.170291239884095","0.149344220591348","0.191238259176843"
"Never","2015","no migration background","higher vocational","319","0.24684194094074","0.224068237498313","0.269615644383167"
"Never","2015","no migration background","higher education","810","0.177744292266143","0.166813625647004","0.188674958885281"
"Never","2015","direct migration background","in school","6","","",""
"Never","2015","direct migration background","inadequately","207","0.651865107332129","0.600776095576372","0.702954119087886"
"Never","2015","direct migration background","general elemantary","550","0.581033639059564","0.551090580996905","0.610976697122223"
"Never","2015","direct migration background","middle vocational","807","0.430789446994147","0.408816492521964","0.45276240146633"
"Never","2015","direct migration background","vocational + Abi","299","0.377844359314667","0.344434101781285","0.411254616848049"
"Never","2015","direct migration background","higher vocational","41","0.402449376630537","0.306334398285078","0.498564354975997"
"Never","2015","direct migration background","higher education","383","0.251781250693223","0.229698298756712","0.273864202629734"
"Never","2015","indirect migration background","in school","2","","",""
"Never","2015","indirect migration background","inadequately","15","","",""
"Never","2015","indirect migration background","general elemantary","67","0.235364470902402","0.188956426892429","0.281772514912374"
"Never","2015","indirect migration background","middle vocational","101","0.149761031187105","0.12307772520469","0.176444337169521"
"Never","2015","indirect migration background","vocational + Abi","19","","",""
"Never","2015","indirect migration background","higher vocational","7","","",""
"Never","2015","indirect migration background","higher education","29","","",""
"Daily","2016","no migration background","in school","","","",""
"Daily","2016","no migration background","inadequately","","","",""
"Daily","2016","no migration background","general elemantary","","","",""
"Daily","2016","no migration background","middle vocational","","","",""
"Daily","2016","no migration background","vocational + Abi","","","",""
"Daily","2016","no migration background","higher vocational","","","",""
"Daily","2016","no migration background","higher education","","","",""
"Daily","2016","direct migration background","in school","","","",""
"Daily","2016","direct migration background","inadequately","","","",""
"Daily","2016","direct migration background","general elemantary","","","",""
"Daily","2016","direct migration background","middle vocational","","","",""
"Daily","2016","direct migration background","vocational + Abi","","","",""
"Daily","2016","direct migration background","higher vocational","","","",""
"Daily","2016","direct migration background","higher education","","","",""
"Daily","2016","indirect migration background","in school","","","",""
"Daily","2016","indirect migration background","inadequately","","","",""
"Daily","2016","indirect migration background","general elemantary","","","",""
"Daily","2016","indirect migration background","middle vocational","","","",""
"Daily","2016","indirect migration background","vocational + Abi","","","",""
"Daily","2016","indirect migration background","higher vocational","","","",""
"Daily","2016","indirect migration background","higher education","","","",""
"Min 1x per week","2016","no migration background","in school","","","",""
"Min 1x per week","2016","no migration background","inadequately","","","",""
"Min 1x per week","2016","no migration background","general elemantary","","","",""
"Min 1x per week","2016","no migration background","middle vocational","","","",""
"Min 1x per week","2016","no migration background","vocational + Abi","","","",""
"Min 1x per week","2016","no migration background","higher vocational","","","",""
"Min 1x per week","2016","no migration background","higher education","","","",""
"Min 1x per week","2016","direct migration background","in school","","","",""
"Min 1x per week","2016","direct migration background","inadequately","","","",""
"Min 1x per week","2016","direct migration background","general elemantary","","","",""
"Min 1x per week","2016","direct migration background","middle vocational","","","",""
"Min 1x per week","2016","direct migration background","vocational + Abi","","","",""
"Min 1x per week","2016","direct migration background","higher vocational","","","",""
"Min 1x per week","2016","direct migration background","higher education","","","",""
"Min 1x per week","2016","indirect migration background","in school","","","",""
"Min 1x per week","2016","indirect migration background","inadequately","","","",""
"Min 1x per week","2016","indirect migration background","general elemantary","","","",""
"Min 1x per week","2016","indirect migration background","middle vocational","","","",""
"Min 1x per week","2016","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","2016","indirect migration background","higher vocational","","","",""
"Min 1x per week","2016","indirect migration background","higher education","","","",""
"Min 1x per month","2016","no migration background","in school","","","",""
"Min 1x per month","2016","no migration background","inadequately","","","",""
"Min 1x per month","2016","no migration background","general elemantary","","","",""
"Min 1x per month","2016","no migration background","middle vocational","","","",""
"Min 1x per month","2016","no migration background","vocational + Abi","","","",""
"Min 1x per month","2016","no migration background","higher vocational","","","",""
"Min 1x per month","2016","no migration background","higher education","","","",""
"Min 1x per month","2016","direct migration background","in school","","","",""
"Min 1x per month","2016","direct migration background","inadequately","","","",""
"Min 1x per month","2016","direct migration background","general elemantary","","","",""
"Min 1x per month","2016","direct migration background","middle vocational","","","",""
"Min 1x per month","2016","direct migration background","vocational + Abi","","","",""
"Min 1x per month","2016","direct migration background","higher vocational","","","",""
"Min 1x per month","2016","direct migration background","higher education","","","",""
"Min 1x per month","2016","indirect migration background","in school","","","",""
"Min 1x per month","2016","indirect migration background","inadequately","","","",""
"Min 1x per month","2016","indirect migration background","general elemantary","","","",""
"Min 1x per month","2016","indirect migration background","middle vocational","","","",""
"Min 1x per month","2016","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","2016","indirect migration background","higher vocational","","","",""
"Min 1x per month","2016","indirect migration background","higher education","","","",""
"Rarely","2016","no migration background","in school","","","",""
"Rarely","2016","no migration background","inadequately","","","",""
"Rarely","2016","no migration background","general elemantary","","","",""
"Rarely","2016","no migration background","middle vocational","","","",""
"Rarely","2016","no migration background","vocational + Abi","","","",""
"Rarely","2016","no migration background","higher vocational","","","",""
"Rarely","2016","no migration background","higher education","","","",""
"Rarely","2016","direct migration background","in school","","","",""
"Rarely","2016","direct migration background","inadequately","","","",""
"Rarely","2016","direct migration background","general elemantary","","","",""
"Rarely","2016","direct migration background","middle vocational","","","",""
"Rarely","2016","direct migration background","vocational + Abi","","","",""
"Rarely","2016","direct migration background","higher vocational","","","",""
"Rarely","2016","direct migration background","higher education","","","",""
"Rarely","2016","indirect migration background","in school","","","",""
"Rarely","2016","indirect migration background","inadequately","","","",""
"Rarely","2016","indirect migration background","general elemantary","","","",""
"Rarely","2016","indirect migration background","middle vocational","","","",""
"Rarely","2016","indirect migration background","vocational + Abi","","","",""
"Rarely","2016","indirect migration background","higher vocational","","","",""
"Rarely","2016","indirect migration background","higher education","","","",""
"Never","2016","no migration background","in school","","","",""
"Never","2016","no migration background","inadequately","","","",""
"Never","2016","no migration background","general elemantary","","","",""
"Never","2016","no migration background","middle vocational","","","",""
"Never","2016","no migration background","vocational + Abi","","","",""
"Never","2016","no migration background","higher vocational","","","",""
"Never","2016","no migration background","higher education","","","",""
"Never","2016","direct migration background","in school","","","",""
"Never","2016","direct migration background","inadequately","","","",""
"Never","2016","direct migration background","general elemantary","","","",""
"Never","2016","direct migration background","middle vocational","","","",""
"Never","2016","direct migration background","vocational + Abi","","","",""
"Never","2016","direct migration background","higher vocational","","","",""
"Never","2016","direct migration background","higher education","","","",""
"Never","2016","indirect migration background","in school","","","",""
"Never","2016","indirect migration background","inadequately","","","",""
"Never","2016","indirect migration background","general elemantary","","","",""
"Never","2016","indirect migration background","middle vocational","","","",""
"Never","2016","indirect migration background","vocational + Abi","","","",""
"Never","2016","indirect migration background","higher vocational","","","",""
"Never","2016","indirect migration background","higher education","","","",""
"Daily","2017","no migration background","in school","","","",""
"Daily","2017","no migration background","inadequately","","","",""
"Daily","2017","no migration background","general elemantary","","","",""
"Daily","2017","no migration background","middle vocational","","","",""
"Daily","2017","no migration background","vocational + Abi","","","",""
"Daily","2017","no migration background","higher vocational","","","",""
"Daily","2017","no migration background","higher education","","","",""
"Daily","2017","direct migration background","in school","","","",""
"Daily","2017","direct migration background","inadequately","1","","",""
"Daily","2017","direct migration background","general elemantary","1","","",""
"Daily","2017","direct migration background","middle vocational","2","","",""
"Daily","2017","direct migration background","vocational + Abi","","","",""
"Daily","2017","direct migration background","higher vocational","","","",""
"Daily","2017","direct migration background","higher education","1","","",""
"Daily","2017","indirect migration background","in school","","","",""
"Daily","2017","indirect migration background","inadequately","","","",""
"Daily","2017","indirect migration background","general elemantary","","","",""
"Daily","2017","indirect migration background","middle vocational","","","",""
"Daily","2017","indirect migration background","vocational + Abi","","","",""
"Daily","2017","indirect migration background","higher vocational","","","",""
"Daily","2017","indirect migration background","higher education","","","",""
"Min 1x per week","2017","no migration background","in school","34","0.111472464140394","0.0752508050757067","0.147694123205081"
"Min 1x per week","2017","no migration background","inadequately","3","","",""
"Min 1x per week","2017","no migration background","general elemantary","71","0.0359414803568571","0.0271239718008248","0.0447589889128894"
"Min 1x per week","2017","no migration background","middle vocational","386","0.0392340713932307","0.035399520053716","0.0430686227327454"
"Min 1x per week","2017","no migration background","vocational + Abi","80","0.0657166256490287","0.052923017676806","0.0785102336212513"
"Min 1x per week","2017","no migration background","higher vocational","52","0.0313660963725978","0.0222126929846498","0.0405194997605458"
"Min 1x per week","2017","no migration background","higher education","203","0.0442256943473897","0.038564766174895","0.0498866225198844"
"Min 1x per week","2017","direct migration background","in school","8","","",""
"Min 1x per week","2017","direct migration background","inadequately","43","0.0184715372011354","0.0130867994386853","0.0238562749635855"
"Min 1x per week","2017","direct migration background","general elemantary","31","0.00683397040932766","0.00308287719391339","0.0105850636247419"
"Min 1x per week","2017","direct migration background","middle vocational","74","0.0384817070963303","0.0308524684229806","0.0461109457696799"
"Min 1x per week","2017","direct migration background","vocational + Abi","18","","",""
"Min 1x per week","2017","direct migration background","higher vocational","3","","",""
"Min 1x per week","2017","direct migration background","higher education","56","0.0395323970167148","0.0312377464510558","0.0478270475823738"
"Min 1x per week","2017","indirect migration background","in school","11","","",""
"Min 1x per week","2017","indirect migration background","inadequately","","","",""
"Min 1x per week","2017","indirect migration background","general elemantary","16","","",""
