"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"10","2012","Employed","in school","","","",""
"10","2012","Employed","inadequately","","","",""
"10","2012","Employed","general elemantary","3","","",""
"10","2012","Employed","middle vocational","15","","",""
"10","2012","Employed","vocational + Abi","5","","",""
"10","2012","Employed","higher vocational","4","","",""
"10","2012","Employed","higher education","16","","",""
"11","2012","Not Employed","in school","","","",""
"11","2012","Not Employed","inadequately","","","",""
"11","2012","Not Employed","general elemantary","","","",""
"11","2012","Not Employed","middle vocational","2","","",""
"11","2012","Not Employed","vocational + Abi","1","","",""
"11","2012","Not Employed","higher vocational","1","","",""
"11","2012","Not Employed","higher education","1","","",""
"11","2012","Employed","in school","","","",""
"11","2012","Employed","inadequately","","","",""
"11","2012","Employed","general elemantary","","","",""
"11","2012","Employed","middle vocational","6","","",""
"11","2012","Employed","vocational + Abi","4","","",""
"11","2012","Employed","higher vocational","1","","",""
"11","2012","Employed","higher education","14","","",""
"12","2012","Not Employed","in school","","","",""
"12","2012","Not Employed","inadequately","","","",""
"12","2012","Not Employed","general elemantary","","","",""
"12","2012","Not Employed","middle vocational","","","",""
"12","2012","Not Employed","vocational + Abi","","","",""
"12","2012","Not Employed","higher vocational","","","",""
"12","2012","Not Employed","higher education","","","",""
"12","2012","Employed","in school","","","",""
"12","2012","Employed","inadequately","","","",""
"12","2012","Employed","general elemantary","","","",""
"12","2012","Employed","middle vocational","","","",""
"12","2012","Employed","vocational + Abi","","","",""
"12","2012","Employed","higher vocational","","","",""
"12","2012","Employed","higher education","","","",""
"13","2012","Not Employed","in school","","","",""
"13","2012","Not Employed","inadequately","","","",""
"13","2012","Not Employed","general elemantary","1","","",""
"13","2012","Not Employed","middle vocational","1","","",""
"13","2012","Not Employed","vocational + Abi","2","","",""
"13","2012","Not Employed","higher vocational","","","",""
"13","2012","Not Employed","higher education","","","",""
"13","2012","Employed","in school","","","",""
"13","2012","Employed","inadequately","","","",""
"13","2012","Employed","general elemantary","4","","",""
"13","2012","Employed","middle vocational","","","",""
"13","2012","Employed","vocational + Abi","","","",""
"13","2012","Employed","higher vocational","","","",""
"13","2012","Employed","higher education","4","","",""
"14","2012","Not Employed","in school","","","",""
"14","2012","Not Employed","inadequately","","","",""
"14","2012","Not Employed","general elemantary","2","","",""
"14","2012","Not Employed","middle vocational","3","","",""
"14","2012","Not Employed","vocational + Abi","1","","",""
"14","2012","Not Employed","higher vocational","1","","",""
"14","2012","Not Employed","higher education","4","","",""
"14","2012","Employed","in school","","","",""
"14","2012","Employed","inadequately","","","",""
"14","2012","Employed","general elemantary","2","","",""
"14","2012","Employed","middle vocational","6","","",""
"14","2012","Employed","vocational + Abi","3","","",""
"14","2012","Employed","higher vocational","","","",""
"14","2012","Employed","higher education","8","","",""
"15","2012","Not Employed","in school","","","",""
"15","2012","Not Employed","inadequately","","","",""
"15","2012","Not Employed","general elemantary","","","",""
"15","2012","Not Employed","middle vocational","","","",""
"15","2012","Not Employed","vocational + Abi","","","",""
"15","2012","Not Employed","higher vocational","","","",""
"15","2012","Not Employed","higher education","2","","",""
"15","2012","Employed","in school","","","",""
"15","2012","Employed","inadequately","","","",""
"15","2012","Employed","general elemantary","","","",""
"15","2012","Employed","middle vocational","","","",""
"15","2012","Employed","vocational + Abi","1","","",""
"15","2012","Employed","higher vocational","","","",""
"15","2012","Employed","higher education","2","","",""
"16","2012","Not Employed","in school","","","",""
"16","2012","Not Employed","inadequately","","","",""
"16","2012","Not Employed","general elemantary","","","",""
"16","2012","Not Employed","middle vocational","","","",""
"16","2012","Not Employed","vocational + Abi","","","",""
"16","2012","Not Employed","higher vocational","","","",""
"16","2012","Not Employed","higher education","","","",""
"16","2012","Employed","in school","","","",""
"16","2012","Employed","inadequately","","","",""
"16","2012","Employed","general elemantary","","","",""
"16","2012","Employed","middle vocational","","","",""
"16","2012","Employed","vocational + Abi","1","","",""
"16","2012","Employed","higher vocational","","","",""
"16","2012","Employed","higher education","","","",""
"17","2012","Not Employed","in school","","","",""
"17","2012","Not Employed","inadequately","","","",""
"17","2012","Not Employed","general elemantary","","","",""
"17","2012","Not Employed","middle vocational","2","","",""
"17","2012","Not Employed","vocational + Abi","1","","",""
"17","2012","Not Employed","higher vocational","","","",""
"17","2012","Not Employed","higher education","","","",""
"17","2012","Employed","in school","","","",""
"17","2012","Employed","inadequately","","","",""
"17","2012","Employed","general elemantary","","","",""
"17","2012","Employed","middle vocational","","","",""
"17","2012","Employed","vocational + Abi","1","","",""
"17","2012","Employed","higher vocational","","","",""
"17","2012","Employed","higher education","2","","",""
"18","2012","Not Employed","in school","","","",""
"18","2012","Not Employed","inadequately","","","",""
"18","2012","Not Employed","general elemantary","","","",""
"18","2012","Not Employed","middle vocational","2","","",""
"18","2012","Not Employed","vocational + Abi","","","",""
"18","2012","Not Employed","higher vocational","1","","",""
"18","2012","Not Employed","higher education","4","","",""
"18","2012","Employed","in school","","","",""
"18","2012","Employed","inadequately","","","",""
"18","2012","Employed","general elemantary","","","",""
"18","2012","Employed","middle vocational","8","","",""
"18","2012","Employed","vocational + Abi","2","","",""
"18","2012","Employed","higher vocational","","","",""
"18","2012","Employed","higher education","14","","",""
"19","2012","Not Employed","in school","1","","",""
"19","2012","Not Employed","inadequately","","","",""
"19","2012","Not Employed","general elemantary","","","",""
"19","2012","Not Employed","middle vocational","1","","",""
"19","2012","Not Employed","vocational + Abi","4","","",""
"19","2012","Not Employed","higher vocational","","","",""
"19","2012","Not Employed","higher education","1","","",""
"19","2012","Employed","in school","","","",""
"19","2012","Employed","inadequately","","","",""
"19","2012","Employed","general elemantary","","","",""
"19","2012","Employed","middle vocational","2","","",""
"19","2012","Employed","vocational + Abi","1","","",""
"19","2012","Employed","higher vocational","","","",""
"19","2012","Employed","higher education","6","","",""
"20","2012","Not Employed","in school","","","",""
"20","2012","Not Employed","inadequately","","","",""
"20","2012","Not Employed","general elemantary","1","","",""
"20","2012","Not Employed","middle vocational","","","",""
"20","2012","Not Employed","vocational + Abi","1","","",""
"20","2012","Not Employed","higher vocational","","","",""
"20","2012","Not Employed","higher education","","","",""
"20","2012","Employed","in school","","","",""
"20","2012","Employed","inadequately","","","",""
"20","2012","Employed","general elemantary","","","",""
"20","2012","Employed","middle vocational","","","",""
"20","2012","Employed","vocational + Abi","","","",""
"20","2012","Employed","higher vocational","","","",""
"20","2012","Employed","higher education","","","",""
"21","2012","Not Employed","in school","","","",""
"21","2012","Not Employed","inadequately","","","",""
"21","2012","Not Employed","general elemantary","1","","",""
"21","2012","Not Employed","middle vocational","3","","",""
"21","2012","Not Employed","vocational + Abi","1","","",""
"21","2012","Not Employed","higher vocational","","","",""
"21","2012","Not Employed","higher education","4","","",""
"21","2012","Employed","in school","","","",""
"21","2012","Employed","inadequately","","","",""
"21","2012","Employed","general elemantary","2","","",""
"21","2012","Employed","middle vocational","7","","",""
"21","2012","Employed","vocational + Abi","7","","",""
"21","2012","Employed","higher vocational","","","",""
"21","2012","Employed","higher education","1","","",""
"22","2012","Not Employed","in school","3","","",""
"22","2012","Not Employed","inadequately","2","","",""
"22","2012","Not Employed","general elemantary","2","","",""
"22","2012","Not Employed","middle vocational","5","","",""
"22","2012","Not Employed","vocational + Abi","3","","",""
"22","2012","Not Employed","higher vocational","","","",""
"22","2012","Not Employed","higher education","4","","",""
"22","2012","Employed","in school","","","",""
"22","2012","Employed","inadequately","1","","",""
"22","2012","Employed","general elemantary","3","","",""
"22","2012","Employed","middle vocational","16","","",""
"22","2012","Employed","vocational + Abi","13","","",""
"22","2012","Employed","higher vocational","1","","",""
"22","2012","Employed","higher education","5","","",""
"23","2012","Not Employed","in school","","","",""
"23","2012","Not Employed","inadequately","","","",""
"23","2012","Not Employed","general elemantary","","","",""
"23","2012","Not Employed","middle vocational","","","",""
"23","2012","Not Employed","vocational + Abi","","","",""
"23","2012","Not Employed","higher vocational","","","",""
"23","2012","Not Employed","higher education","","","",""
"23","2012","Employed","in school","","","",""
"23","2012","Employed","inadequately","","","",""
"23","2012","Employed","general elemantary","","","",""
"23","2012","Employed","middle vocational","","","",""
"23","2012","Employed","vocational + Abi","1","","",""
"23","2012","Employed","higher vocational","","","",""
"23","2012","Employed","higher education","","","",""
"24","2012","Not Employed","in school","","","",""
"24","2012","Not Employed","inadequately","","","",""
"24","2012","Not Employed","general elemantary","","","",""
"24","2012","Not Employed","middle vocational","1","","",""
"24","2012","Not Employed","vocational + Abi","1","","",""
"24","2012","Not Employed","higher vocational","","","",""
"24","2012","Not Employed","higher education","1","","",""
"24","2012","Employed","in school","","","",""
"24","2012","Employed","inadequately","","","",""
"24","2012","Employed","general elemantary","","","",""
"24","2012","Employed","middle vocational","1","","",""
"24","2012","Employed","vocational + Abi","","","",""
"24","2012","Employed","higher vocational","","","",""
"24","2012","Employed","higher education","4","","",""
"25","2012","Not Employed","in school","","","",""
"25","2012","Not Employed","inadequately","","","",""
"25","2012","Not Employed","general elemantary","","","",""
"25","2012","Not Employed","middle vocational","1","","",""
"25","2012","Not Employed","vocational + Abi","1","","",""
"25","2012","Not Employed","higher vocational","","","",""
"25","2012","Not Employed","higher education","","","",""
"25","2012","Employed","in school","","","",""
"25","2012","Employed","inadequately","","","",""
"25","2012","Employed","general elemantary","","","",""
"25","2012","Employed","middle vocational","1","","",""
"25","2012","Employed","vocational + Abi","","","",""
"25","2012","Employed","higher vocational","","","",""
"25","2012","Employed","higher education","1","","",""
"26","2012","Not Employed","in school","","","",""
"26","2012","Not Employed","inadequately","","","",""
"26","2012","Not Employed","general elemantary","","","",""
"26","2012","Not Employed","middle vocational","1","","",""
"26","2012","Not Employed","vocational + Abi","1","","",""
"26","2012","Not Employed","higher vocational","","","",""
"26","2012","Not Employed","higher education","2","","",""
"26","2012","Employed","in school","","","",""
"26","2012","Employed","inadequately","","","",""
"26","2012","Employed","general elemantary","1","","",""
"26","2012","Employed","middle vocational","5","","",""
"26","2012","Employed","vocational + Abi","2","","",""
"26","2012","Employed","higher vocational","1","","",""
"26","2012","Employed","higher education","3","","",""
"27","2012","Not Employed","in school","","","",""
"27","2012","Not Employed","inadequately","","","",""
"27","2012","Not Employed","general elemantary","","","",""
"27","2012","Not Employed","middle vocational","","","",""
"27","2012","Not Employed","vocational + Abi","","","",""
"27","2012","Not Employed","higher vocational","","","",""
"27","2012","Not Employed","higher education","","","",""
"27","2012","Employed","in school","","","",""
"27","2012","Employed","inadequately","","","",""
"27","2012","Employed","general elemantary","","","",""
"27","2012","Employed","middle vocational","","","",""
"27","2012","Employed","vocational + Abi","","","",""
"27","2012","Employed","higher vocational","","","",""
"27","2012","Employed","higher education","","","",""
"28","2012","Not Employed","in school","","","",""
"28","2012","Not Employed","inadequately","","","",""
"28","2012","Not Employed","general elemantary","","","",""
"28","2012","Not Employed","middle vocational","1","","",""
"28","2012","Not Employed","vocational + Abi","","","",""
"28","2012","Not Employed","higher vocational","","","",""
"28","2012","Not Employed","higher education","","","",""
"28","2012","Employed","in school","","","",""
"28","2012","Employed","inadequately","3","","",""
"28","2012","Employed","general elemantary","6","","",""
"28","2012","Employed","middle vocational","4","","",""
"28","2012","Employed","vocational + Abi","","","",""
"28","2012","Employed","higher vocational","1","","",""
"28","2012","Employed","higher education","3","","",""
"29","2012","Not Employed","in school","","","",""
"29","2012","Not Employed","inadequately","","","",""
"29","2012","Not Employed","general elemantary","2","","",""
"29","2012","Not Employed","middle vocational","1","","",""
"29","2012","Not Employed","vocational + Abi","","","",""
"29","2012","Not Employed","higher vocational","","","",""
"29","2012","Not Employed","higher education","1","","",""
"29","2012","Employed","in school","","","",""
"29","2012","Employed","inadequately","","","",""
"29","2012","Employed","general elemantary","2","","",""
"29","2012","Employed","middle vocational","1","","",""
"29","2012","Employed","vocational + Abi","","","",""
"29","2012","Employed","higher vocational","","","",""
"29","2012","Employed","higher education","4","","",""
"30","2012","Not Employed","in school","","","",""
"30","2012","Not Employed","inadequately","","","",""
"30","2012","Not Employed","general elemantary","","","",""
"30","2012","Not Employed","middle vocational","1","","",""
"30","2012","Not Employed","vocational + Abi","","","",""
"30","2012","Not Employed","higher vocational","","","",""
"30","2012","Not Employed","higher education","1","","",""
"30","2012","Employed","in school","","","",""
"30","2012","Employed","inadequately","","","",""
"30","2012","Employed","general elemantary","","","",""
"30","2012","Employed","middle vocational","","","",""
"30","2012","Employed","vocational + Abi","","","",""
"30","2012","Employed","higher vocational","","","",""
"30","2012","Employed","higher education","2","","",""
"31","2012","Not Employed","in school","1","","",""
"31","2012","Not Employed","inadequately","","","",""
"31","2012","Not Employed","general elemantary","1","","",""
"31","2012","Not Employed","middle vocational","3","","",""
"31","2012","Not Employed","vocational + Abi","","","",""
"31","2012","Not Employed","higher vocational","","","",""
"31","2012","Not Employed","higher education","","","",""
"31","2012","Employed","in school","","","",""
"31","2012","Employed","inadequately","","","",""
"31","2012","Employed","general elemantary","2","","",""
"31","2012","Employed","middle vocational","3","","",""
"31","2012","Employed","vocational + Abi","1","","",""
"31","2012","Employed","higher vocational","","","",""
"31","2012","Employed","higher education","3","","",""
"32","2012","Not Employed","in school","2","","",""
"32","2012","Not Employed","inadequately","","","",""
"32","2012","Not Employed","general elemantary","2","","",""
"32","2012","Not Employed","middle vocational","5","","",""
"32","2012","Not Employed","vocational + Abi","2","","",""
"32","2012","Not Employed","higher vocational","","","",""
"32","2012","Not Employed","higher education","13","","",""
"32","2012","Employed","in school","","","",""
"32","2012","Employed","inadequately","","","",""
"32","2012","Employed","general elemantary","4","","",""
"32","2012","Employed","middle vocational","8","","",""
"32","2012","Employed","vocational + Abi","5","","",""
"32","2012","Employed","higher vocational","","","",""
"32","2012","Employed","higher education","12","","",""
"34","2012","Not Employed","in school","","","",""
"34","2012","Not Employed","inadequately","","","",""
"34","2012","Not Employed","general elemantary","","","",""
"34","2012","Not Employed","middle vocational","","","",""
"34","2012","Not Employed","vocational + Abi","","","",""
"34","2012","Not Employed","higher vocational","","","",""
"34","2012","Not Employed","higher education","","","",""
"34","2012","Employed","in school","","","",""
"34","2012","Employed","inadequately","","","",""
"34","2012","Employed","general elemantary","1","","",""
"34","2012","Employed","middle vocational","","","",""
"34","2012","Employed","vocational + Abi","","","",""
"34","2012","Employed","higher vocational","","","",""
"34","2012","Employed","higher education","2","","",""
"35","2012","Not Employed","in school","","","",""
"35","2012","Not Employed","inadequately","","","",""
"35","2012","Not Employed","general elemantary","","","",""
"35","2012","Not Employed","middle vocational","","","",""
"35","2012","Not Employed","vocational + Abi","","","",""
"35","2012","Not Employed","higher vocational","","","",""
"35","2012","Not Employed","higher education","","","",""
"35","2012","Employed","in school","","","",""
"35","2012","Employed","inadequately","","","",""
"35","2012","Employed","general elemantary","","","",""
"35","2012","Employed","middle vocational","1","","",""
"35","2012","Employed","vocational + Abi","","","",""
"35","2012","Employed","higher vocational","","","",""
"35","2012","Employed","higher education","","","",""
"36","2012","Not Employed","in school","","","",""
"36","2012","Not Employed","inadequately","","","",""
"36","2012","Not Employed","general elemantary","","","",""
"36","2012","Not Employed","middle vocational","","","",""
"36","2012","Not Employed","vocational + Abi","","","",""
"36","2012","Not Employed","higher vocational","","","",""
"36","2012","Not Employed","higher education","","","",""
"36","2012","Employed","in school","","","",""
"36","2012","Employed","inadequately","","","",""
"36","2012","Employed","general elemantary","","","",""
"36","2012","Employed","middle vocational","","","",""
"36","2012","Employed","vocational + Abi","","","",""
"36","2012","Employed","higher vocational","","","",""
"36","2012","Employed","higher education","","","",""
"37","2012","Not Employed","in school","","","",""
"37","2012","Not Employed","inadequately","","","",""
"37","2012","Not Employed","general elemantary","","","",""
"37","2012","Not Employed","middle vocational","","","",""
"37","2012","Not Employed","vocational + Abi","","","",""
"37","2012","Not Employed","higher vocational","","","",""
"37","2012","Not Employed","higher education","","","",""
"37","2012","Employed","in school","","","",""
"37","2012","Employed","inadequately","","","",""
"37","2012","Employed","general elemantary","","","",""
"37","2012","Employed","middle vocational","","","",""
"37","2012","Employed","vocational + Abi","","","",""
"37","2012","Employed","higher vocational","","","",""
"37","2012","Employed","higher education","","","",""
"38","2012","Not Employed","in school","","","",""
"38","2012","Not Employed","inadequately","","","",""
"38","2012","Not Employed","general elemantary","","","",""
"38","2012","Not Employed","middle vocational","1","","",""
"38","2012","Not Employed","vocational + Abi","1","","",""
"38","2012","Not Employed","higher vocational","","","",""
"38","2012","Not Employed","higher education","","","",""
"38","2012","Employed","in school","","","",""
"38","2012","Employed","inadequately","1","","",""
"38","2012","Employed","general elemantary","","","",""
"38","2012","Employed","middle vocational","","","",""
"38","2012","Employed","vocational + Abi","","","",""
"38","2012","Employed","higher vocational","","","",""
"38","2012","Employed","higher education","2","","",""
"39","2012","Not Employed","in school","","","",""
"39","2012","Not Employed","inadequately","","","",""
"39","2012","Not Employed","general elemantary","","","",""
"39","2012","Not Employed","middle vocational","","","",""
"39","2012","Not Employed","vocational + Abi","","","",""
"39","2012","Not Employed","higher vocational","","","",""
"39","2012","Not Employed","higher education","","","",""
"39","2012","Employed","in school","","","",""
"39","2012","Employed","inadequately","","","",""
"39","2012","Employed","general elemantary","","","",""
"39","2012","Employed","middle vocational","","","",""
"39","2012","Employed","vocational + Abi","","","",""
"39","2012","Employed","higher vocational","","","",""
"39","2012","Employed","higher education","","","",""
"40","2012","Not Employed","in school","","","",""
"40","2012","Not Employed","inadequately","","","",""
"40","2012","Not Employed","general elemantary","","","",""
"40","2012","Not Employed","middle vocational","","","",""
"40","2012","Not Employed","vocational + Abi","","","",""
"40","2012","Not Employed","higher vocational","","","",""
"40","2012","Not Employed","higher education","1","","",""
"40","2012","Employed","in school","","","",""
"40","2012","Employed","inadequately","","","",""
"40","2012","Employed","general elemantary","","","",""
"40","2012","Employed","middle vocational","1","","",""
"40","2012","Employed","vocational + Abi","","","",""
"40","2012","Employed","higher vocational","","","",""
"40","2012","Employed","higher education","2","","",""
"41","2012","Not Employed","in school","","","",""
"41","2012","Not Employed","inadequately","","","",""
"41","2012","Not Employed","general elemantary","","","",""
"41","2012","Not Employed","middle vocational","","","",""
"41","2012","Not Employed","vocational + Abi","","","",""
"41","2012","Not Employed","higher vocational","","","",""
"41","2012","Not Employed","higher education","","","",""
"41","2012","Employed","in school","","","",""
"41","2012","Employed","inadequately","","","",""
"41","2012","Employed","general elemantary","","","",""
"41","2012","Employed","middle vocational","","","",""
"41","2012","Employed","vocational + Abi","","","",""
"41","2012","Employed","higher vocational","","","",""
"41","2012","Employed","higher education","","","",""
"42","2012","Not Employed","in school","","","",""
"42","2012","Not Employed","inadequately","","","",""
"42","2012","Not Employed","general elemantary","","","",""
"42","2012","Not Employed","middle vocational","","","",""
"42","2012","Not Employed","vocational + Abi","","","",""
"42","2012","Not Employed","higher vocational","","","",""
"42","2012","Not Employed","higher education","2","","",""
"42","2012","Employed","in school","","","",""
"42","2012","Employed","inadequately","","","",""
"42","2012","Employed","general elemantary","1","","",""
"42","2012","Employed","middle vocational","","","",""
"42","2012","Employed","vocational + Abi","","","",""
"42","2012","Employed","higher vocational","","","",""
"42","2012","Employed","higher education","3","","",""
"43","2012","Not Employed","in school","","","",""
"43","2012","Not Employed","inadequately","1","","",""
"43","2012","Not Employed","general elemantary","1","","",""
"43","2012","Not Employed","middle vocational","","","",""
"43","2012","Not Employed","vocational + Abi","","","",""
"43","2012","Not Employed","higher vocational","","","",""
"43","2012","Not Employed","higher education","","","",""
"43","2012","Employed","in school","","","",""
"43","2012","Employed","inadequately","1","","",""
"43","2012","Employed","general elemantary","","","",""
"43","2012","Employed","middle vocational","","","",""
"43","2012","Employed","vocational + Abi","","","",""
"43","2012","Employed","higher vocational","","","",""
"43","2012","Employed","higher education","","","",""
"44","2012","Not Employed","in school","","","",""
"44","2012","Not Employed","inadequately","","","",""
"44","2012","Not Employed","general elemantary","1","","",""
"44","2012","Not Employed","middle vocational","2","","",""
"44","2012","Not Employed","vocational + Abi","","","",""
"44","2012","Not Employed","higher vocational","","","",""
"44","2012","Not Employed","higher education","1","","",""
"44","2012","Employed","in school","","","",""
"44","2012","Employed","inadequately","","","",""
"44","2012","Employed","general elemantary","4","","",""
"44","2012","Employed","middle vocational","1","","",""
"44","2012","Employed","vocational + Abi","1","","",""
"44","2012","Employed","higher vocational","","","",""
"44","2012","Employed","higher education","3","","",""
"45","2012","Not Employed","in school","","","",""
"45","2012","Not Employed","inadequately","","","",""
"45","2012","Not Employed","general elemantary","","","",""
"45","2012","Not Employed","middle vocational","","","",""
"45","2012","Not Employed","vocational + Abi","","","",""
"45","2012","Not Employed","higher vocational","","","",""
"45","2012","Not Employed","higher education","","","",""
"45","2012","Employed","in school","","","",""
"45","2012","Employed","inadequately","","","",""
"45","2012","Employed","general elemantary","","","",""
"45","2012","Employed","middle vocational","1","","",""
"45","2012","Employed","vocational + Abi","","","",""
"45","2012","Employed","higher vocational","","","",""
"45","2012","Employed","higher education","","","",""
"46","2012","Not Employed","in school","","","",""
"46","2012","Not Employed","inadequately","","","",""
"46","2012","Not Employed","general elemantary","","","",""
"46","2012","Not Employed","middle vocational","","","",""
"46","2012","Not Employed","vocational + Abi","","","",""
"46","2012","Not Employed","higher vocational","","","",""
"46","2012","Not Employed","higher education","","","",""
"46","2012","Employed","in school","","","",""
"46","2012","Employed","inadequately","","","",""
"46","2012","Employed","general elemantary","","","",""
"46","2012","Employed","middle vocational","","","",""
"46","2012","Employed","vocational + Abi","","","",""
"46","2012","Employed","higher vocational","","","",""
"46","2012","Employed","higher education","","","",""
"47","2012","Not Employed","in school","","","",""
"47","2012","Not Employed","inadequately","","","",""
"47","2012","Not Employed","general elemantary","","","",""
"47","2012","Not Employed","middle vocational","","","",""
"47","2012","Not Employed","vocational + Abi","","","",""
"47","2012","Not Employed","higher vocational","","","",""
"47","2012","Not Employed","higher education","","","",""
"47","2012","Employed","in school","","","",""
"47","2012","Employed","inadequately","","","",""
"47","2012","Employed","general elemantary","1","","",""
"47","2012","Employed","middle vocational","","","",""
"47","2012","Employed","vocational + Abi","","","",""
"47","2012","Employed","higher vocational","","","",""
"47","2012","Employed","higher education","","","",""
"48","2012","Not Employed","in school","","","",""
"48","2012","Not Employed","inadequately","","","",""
"48","2012","Not Employed","general elemantary","","","",""
"48","2012","Not Employed","middle vocational","","","",""
"48","2012","Not Employed","vocational + Abi","","","",""
"48","2012","Not Employed","higher vocational","","","",""
"48","2012","Not Employed","higher education","1","","",""
"48","2012","Employed","in school","","","",""
"48","2012","Employed","inadequately","","","",""
"48","2012","Employed","general elemantary","","","",""
"48","2012","Employed","middle vocational","","","",""
"48","2012","Employed","vocational + Abi","","","",""
"48","2012","Employed","higher vocational","","","",""
"48","2012","Employed","higher education","","","",""
"49","2012","Not Employed","in school","","","",""
"49","2012","Not Employed","inadequately","","","",""
"49","2012","Not Employed","general elemantary","1","","",""
"49","2012","Not Employed","middle vocational","","","",""
"49","2012","Not Employed","vocational + Abi","1","","",""
"49","2012","Not Employed","higher vocational","","","",""
"49","2012","Not Employed","higher education","","","",""
"49","2012","Employed","in school","","","",""
"49","2012","Employed","inadequately","","","",""
"49","2012","Employed","general elemantary","","","",""
"49","2012","Employed","middle vocational","1","","",""
"49","2012","Employed","vocational + Abi","","","",""
"49","2012","Employed","higher vocational","","","",""
"49","2012","Employed","higher education","1","","",""
"50","2012","Not Employed","in school","","","",""
"50","2012","Not Employed","inadequately","","","",""
"50","2012","Not Employed","general elemantary","","","",""
"50","2012","Not Employed","middle vocational","1","","",""
"50","2012","Not Employed","vocational + Abi","","","",""
"50","2012","Not Employed","higher vocational","","","",""
"50","2012","Not Employed","higher education","","","",""
"50","2012","Employed","in school","","","",""
"50","2012","Employed","inadequately","","","",""
"50","2012","Employed","general elemantary","","","",""
"50","2012","Employed","middle vocational","","","",""
"50","2012","Employed","vocational + Abi","","","",""
"50","2012","Employed","higher vocational","","","",""
"50","2012","Employed","higher education","1","","",""
"51","2012","Not Employed","in school","","","",""
"51","2012","Not Employed","inadequately","","","",""
"51","2012","Not Employed","general elemantary","","","",""
"51","2012","Not Employed","middle vocational","","","",""
"51","2012","Not Employed","vocational + Abi","","","",""
"51","2012","Not Employed","higher vocational","","","",""
"51","2012","Not Employed","higher education","","","",""
"51","2012","Employed","in school","","","",""
"51","2012","Employed","inadequately","","","",""
"51","2012","Employed","general elemantary","","","",""
"51","2012","Employed","middle vocational","","","",""
"51","2012","Employed","vocational + Abi","","","",""
"51","2012","Employed","higher vocational","","","",""
"51","2012","Employed","higher education","","","",""
"52","2012","Not Employed","in school","","","",""
"52","2012","Not Employed","inadequately","1","","",""
"52","2012","Not Employed","general elemantary","","","",""
"52","2012","Not Employed","middle vocational","1","","",""
"52","2012","Not Employed","vocational + Abi","1","","",""
"52","2012","Not Employed","higher vocational","","","",""
"52","2012","Not Employed","higher education","","","",""
"52","2012","Employed","in school","","","",""
"52","2012","Employed","inadequately","1","","",""
"52","2012","Employed","general elemantary","","","",""
"52","2012","Employed","middle vocational","1","","",""
"52","2012","Employed","vocational + Abi","1","","",""
"52","2012","Employed","higher vocational","","","",""
"52","2012","Employed","higher education","","","",""
"53","2012","Not Employed","in school","","","",""
"53","2012","Not Employed","inadequately","","","",""
"53","2012","Not Employed","general elemantary","","","",""
"53","2012","Not Employed","middle vocational","","","",""
"53","2012","Not Employed","vocational + Abi","","","",""
"53","2012","Not Employed","higher vocational","","","",""
"53","2012","Not Employed","higher education","","","",""
"53","2012","Employed","in school","","","",""
"53","2012","Employed","inadequately","","","",""
"53","2012","Employed","general elemantary","","","",""
"53","2012","Employed","middle vocational","","","",""
"53","2012","Employed","vocational + Abi","","","",""
"53","2012","Employed","higher vocational","","","",""
"53","2012","Employed","higher education","","","",""
"54","2012","Not Employed","in school","","","",""
"54","2012","Not Employed","inadequately","","","",""
"54","2012","Not Employed","general elemantary","","","",""
"54","2012","Not Employed","middle vocational","","","",""
"54","2012","Not Employed","vocational + Abi","1","","",""
"54","2012","Not Employed","higher vocational","","","",""
"54","2012","Not Employed","higher education","","","",""
"54","2012","Employed","in school","","","",""
"54","2012","Employed","inadequately","","","",""
"54","2012","Employed","general elemantary","","","",""
"54","2012","Employed","middle vocational","","","",""
"54","2012","Employed","vocational + Abi","","","",""
"54","2012","Employed","higher vocational","","","",""
"54","2012","Employed","higher education","1","","",""
"55","2012","Not Employed","in school","","","",""
"55","2012","Not Employed","inadequately","","","",""
"55","2012","Not Employed","general elemantary","","","",""
"55","2012","Not Employed","middle vocational","","","",""
"55","2012","Not Employed","vocational + Abi","","","",""
"55","2012","Not Employed","higher vocational","","","",""
"55","2012","Not Employed","higher education","1","","",""
"55","2012","Employed","in school","","","",""
"55","2012","Employed","inadequately","","","",""
"55","2012","Employed","general elemantary","","","",""
"55","2012","Employed","middle vocational","","","",""
"55","2012","Employed","vocational + Abi","1","","",""
"55","2012","Employed","higher vocational","","","",""
"55","2012","Employed","higher education","1","","",""
"56","2012","Not Employed","in school","","","",""
"56","2012","Not Employed","inadequately","","","",""
"56","2012","Not Employed","general elemantary","","","",""
"56","2012","Not Employed","middle vocational","","","",""
"56","2012","Not Employed","vocational + Abi","","","",""
"56","2012","Not Employed","higher vocational","","","",""
"56","2012","Not Employed","higher education","","","",""
"56","2012","Employed","in school","","","",""
"56","2012","Employed","inadequately","","","",""
"56","2012","Employed","general elemantary","","","",""
"56","2012","Employed","middle vocational","","","",""
"56","2012","Employed","vocational + Abi","","","",""
"56","2012","Employed","higher vocational","","","",""
"56","2012","Employed","higher education","","","",""
"59","2012","Not Employed","in school","","","",""
"59","2012","Not Employed","inadequately","","","",""
"59","2012","Not Employed","general elemantary","","","",""
"59","2012","Not Employed","middle vocational","","","",""
"59","2012","Not Employed","vocational + Abi","1","","",""
"59","2012","Not Employed","higher vocational","","","",""
