"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"142","2009","direct migration background","","","",""
"142","2009","indirect migration background","","","",""
"143","2009","no migration background","","","",""
"143","2009","direct migration background","","","",""
"143","2009","indirect migration background","","","",""
"144","2009","no migration background","","","",""
"144","2009","direct migration background","","","",""
"144","2009","indirect migration background","","","",""
"145","2009","no migration background","","","",""
"145","2009","direct migration background","","","",""
"145","2009","indirect migration background","","","",""
"146","2009","no migration background","","","",""
"146","2009","direct migration background","3","","",""
"146","2009","indirect migration background","","","",""
"147","2009","no migration background","","","",""
"147","2009","direct migration background","","","",""
"147","2009","indirect migration background","","","",""
"148","2009","no migration background","","","",""
"148","2009","direct migration background","","","",""
"148","2009","indirect migration background","","","",""
"149","2009","no migration background","","","",""
"149","2009","direct migration background","","","",""
"149","2009","indirect migration background","","","",""
"151","2009","no migration background","","","",""
"151","2009","direct migration background","","","",""
"151","2009","indirect migration background","","","",""
"152","2009","no migration background","","","",""
"152","2009","direct migration background","","","",""
"152","2009","indirect migration background","","","",""
"154","2009","no migration background","","","",""
"154","2009","direct migration background","1","","",""
"154","2009","indirect migration background","","","",""
"155","2009","no migration background","","","",""
"155","2009","direct migration background","","","",""
"155","2009","indirect migration background","","","",""
"156","2009","no migration background","","","",""
"156","2009","direct migration background","","","",""
"156","2009","indirect migration background","","","",""
"158","2009","no migration background","","","",""
"158","2009","direct migration background","","","",""
"158","2009","indirect migration background","","","",""
"162","2009","no migration background","","","",""
"162","2009","direct migration background","","","",""
"162","2009","indirect migration background","","","",""
"164","2009","no migration background","","","",""
"164","2009","direct migration background","","","",""
"164","2009","indirect migration background","","","",""
"165","2009","no migration background","","","",""
"165","2009","direct migration background","","","",""
"165","2009","indirect migration background","","","",""
"166","2009","no migration background","","","",""
"166","2009","direct migration background","","","",""
"166","2009","indirect migration background","","","",""
"167","2009","no migration background","","","",""
"167","2009","direct migration background","","","",""
"167","2009","indirect migration background","","","",""
"168","2009","no migration background","","","",""
"168","2009","direct migration background","","","",""
"168","2009","indirect migration background","","","",""
"169","2009","no migration background","","","",""
"169","2009","direct migration background","","","",""
"169","2009","indirect migration background","","","",""
"172","2009","no migration background","","","",""
"172","2009","direct migration background","","","",""
"172","2009","indirect migration background","","","",""
"173","2009","no migration background","","","",""
"173","2009","direct migration background","","","",""
"173","2009","indirect migration background","","","",""
"178","2009","no migration background","","","",""
"178","2009","direct migration background","","","",""
"178","2009","indirect migration background","","","",""
"181","2009","no migration background","","","",""
"181","2009","direct migration background","","","",""
"181","2009","indirect migration background","","","",""
"183","2009","no migration background","","","",""
"183","2009","direct migration background","","","",""
"183","2009","indirect migration background","","","",""
"188","2009","no migration background","","","",""
"188","2009","direct migration background","","","",""
"188","2009","indirect migration background","","","",""
"195","2009","no migration background","","","",""
"195","2009","direct migration background","","","",""
"195","2009","indirect migration background","","","",""
"196","2009","no migration background","","","",""
"196","2009","direct migration background","","","",""
"196","2009","indirect migration background","","","",""
"999","2009","no migration background","","","",""
"999","2009","direct migration background","","","",""
"999","2009","indirect migration background","","","",""
"1","2010","no migration background","20278","0.999502291640486","0.999195346077125","0.999809237203846"
"1","2010","direct migration background","1569","0.444808427259205","0.426786955792615","0.462829898725795"
"1","2010","indirect migration background","910","0.709070895458271","0.683667760085186","0.734474030831356"
"2","2010","no migration background","","","",""
"2","2010","direct migration background","284","0.108131779296821","0.0968699398431494","0.119393618750493"
"2","2010","indirect migration background","126","0.101380226311749","0.0844986295960527","0.118261823027446"
"3","2010","no migration background","","","",""
"3","2010","direct migration background","34","0.00816815896046951","0.00490405918015554","0.0114322587407835"
"3","2010","indirect migration background","5","","",""
"4","2010","no migration background","1","","",""
"4","2010","direct migration background","68","0.0207781507335296","0.015605343358908","0.0259509581081511"
"4","2010","indirect migration background","28","","",""
"5","2010","no migration background","","","",""
"5","2010","direct migration background","134","0.060337492213682","0.0517025012002975","0.0689724832270665"
"5","2010","indirect migration background","69","0.0636155029365715","0.0499647219922466","0.0772662838808965"
"6","2010","no migration background","","","",""
"6","2010","direct migration background","30","0.00917985707671341","0.00572127819077258","0.0126384359626542"
"6","2010","indirect migration background","14","","",""
"10","2010","no migration background","2","","",""
"10","2010","direct migration background","35","0.0295398781461026","0.023399777226778","0.0356799790654272"
"10","2010","indirect migration background","6","","",""
"11","2010","no migration background","","","",""
"11","2010","direct migration background","24","","",""
"11","2010","indirect migration background","2","","",""
"12","2010","no migration background","","","",""
"12","2010","direct migration background","","","",""
"12","2010","indirect migration background","","","",""
"13","2010","no migration background","","","",""
"13","2010","direct migration background","8","","",""
"13","2010","indirect migration background","3","","",""
"14","2010","no migration background","","","",""
"14","2010","direct migration background","21","","",""
"14","2010","indirect migration background","2","","",""
"15","2010","no migration background","","","",""
"15","2010","direct migration background","2","","",""
"15","2010","indirect migration background","","","",""
"16","2010","no migration background","","","",""
"16","2010","direct migration background","2","","",""
"16","2010","indirect migration background","","","",""
"17","2010","no migration background","","","",""
"17","2010","direct migration background","3","","",""
"17","2010","indirect migration background","","","",""
"18","2010","no migration background","","","",""
"18","2010","direct migration background","29","","",""
"18","2010","indirect migration background","2","","",""
"19","2010","no migration background","","","",""
"19","2010","direct migration background","10","","",""
"19","2010","indirect migration background","","","",""
"20","2010","no migration background","","","",""
"20","2010","direct migration background","2","","",""
"20","2010","indirect migration background","","","",""
"21","2010","no migration background","","","",""
"21","2010","direct migration background","24","","",""
"21","2010","indirect migration background","","","",""
"22","2010","no migration background","","","",""
"22","2010","direct migration background","50","0.0193286297852205","0.0143358248970659","0.024321434673375"
"22","2010","indirect migration background","","","",""
"23","2010","no migration background","","","",""
"23","2010","direct migration background","1","","",""
"23","2010","indirect migration background","","","",""
"24","2010","no migration background","","","",""
"24","2010","direct migration background","7","","",""
"24","2010","indirect migration background","","","",""
"25","2010","no migration background","","","",""
"25","2010","direct migration background","2","","",""
"25","2010","indirect migration background","","","",""
"26","2010","no migration background","","","",""
"26","2010","direct migration background","13","","",""
"26","2010","indirect migration background","","","",""
"27","2010","no migration background","","","",""
"27","2010","direct migration background","2","","",""
"27","2010","indirect migration background","","","",""
"28","2010","no migration background","","","",""
"28","2010","direct migration background","15","","",""
"28","2010","indirect migration background","5","","",""
"29","2010","no migration background","","","",""
"29","2010","direct migration background","6","","",""
"29","2010","indirect migration background","","","",""
"30","2010","no migration background","","","",""
"30","2010","direct migration background","7","","",""
"30","2010","indirect migration background","","","",""
"31","2010","no migration background","","","",""
"31","2010","direct migration background","10","","",""
"31","2010","indirect migration background","","","",""
"32","2010","no migration background","","","",""
"32","2010","direct migration background","52","0.0181413184726259","0.013301364534175","0.0229812724110768"
"32","2010","indirect migration background","","","",""
"34","2010","no migration background","","","",""
"34","2010","direct migration background","2","","",""
"34","2010","indirect migration background","","","",""
"35","2010","no migration background","","","",""
"35","2010","direct migration background","1","","",""
"35","2010","indirect migration background","","","",""
"36","2010","no migration background","","","",""
"36","2010","direct migration background","","","",""
"36","2010","indirect migration background","","","",""
"37","2010","no migration background","","","",""
"37","2010","direct migration background","","","",""
"37","2010","indirect migration background","","","",""
"38","2010","no migration background","","","",""
"38","2010","direct migration background","4","","",""
"38","2010","indirect migration background","","","",""
"39","2010","no migration background","","","",""
"39","2010","direct migration background","","","",""
"39","2010","indirect migration background","","","",""
"40","2010","no migration background","","","",""
"40","2010","direct migration background","3","","",""
"40","2010","indirect migration background","","","",""
"41","2010","no migration background","","","",""
"41","2010","direct migration background","","","",""
"41","2010","indirect migration background","","","",""
"42","2010","no migration background","","","",""
"42","2010","direct migration background","5","","",""
"42","2010","indirect migration background","","","",""
"43","2010","no migration background","","","",""
"43","2010","direct migration background","6","","",""
"43","2010","indirect migration background","","","",""
"44","2010","no migration background","","","",""
"44","2010","direct migration background","10","","",""
"44","2010","indirect migration background","","","",""
"45","2010","no migration background","","","",""
"45","2010","direct migration background","1","","",""
"45","2010","indirect migration background","","","",""
"46","2010","no migration background","","","",""
"46","2010","direct migration background","","","",""
"46","2010","indirect migration background","","","",""
"47","2010","no migration background","","","",""
"47","2010","direct migration background","1","","",""
"47","2010","indirect migration background","","","",""
"48","2010","no migration background","","","",""
"48","2010","direct migration background","2","","",""
"48","2010","indirect migration background","","","",""
"49","2010","no migration background","","","",""
"49","2010","direct migration background","7","","",""
"49","2010","indirect migration background","","","",""
"50","2010","no migration background","","","",""
"50","2010","direct migration background","2","","",""
"50","2010","indirect migration background","","","",""
"51","2010","no migration background","","","",""
"51","2010","direct migration background","","","",""
"51","2010","indirect migration background","","","",""
"52","2010","no migration background","","","",""
"52","2010","direct migration background","5","","",""
"52","2010","indirect migration background","","","",""
"53","2010","no migration background","","","",""
"53","2010","direct migration background","","","",""
"53","2010","indirect migration background","","","",""
"54","2010","no migration background","","","",""
"54","2010","direct migration background","9","","",""
"54","2010","indirect migration background","","","",""
"55","2010","no migration background","","","",""
"55","2010","direct migration background","2","","",""
"55","2010","indirect migration background","","","",""
"56","2010","no migration background","","","",""
"56","2010","direct migration background","","","",""
"56","2010","indirect migration background","","","",""
"59","2010","no migration background","","","",""
"59","2010","direct migration background","2","","",""
"59","2010","indirect migration background","","","",""
"60","2010","no migration background","","","",""
"60","2010","direct migration background","8","","",""
"60","2010","indirect migration background","","","",""
"61","2010","no migration background","","","",""
"61","2010","direct migration background","10","","",""
"61","2010","indirect migration background","","","",""
"64","2010","no migration background","","","",""
"64","2010","direct migration background","3","","",""
"64","2010","indirect migration background","","","",""
"65","2010","no migration background","","","",""
"65","2010","direct migration background","6","","",""
"65","2010","indirect migration background","","","",""
"66","2010","no migration background","","","",""
"66","2010","direct migration background","","","",""
"66","2010","indirect migration background","","","",""
"67","2010","no migration background","","","",""
"67","2010","direct migration background","10","","",""
"67","2010","indirect migration background","","","",""
"68","2010","no migration background","","","",""
"68","2010","direct migration background","5","","",""
"68","2010","indirect migration background","","","",""
"71","2010","no migration background","","","",""
"71","2010","direct migration background","1","","",""
"71","2010","indirect migration background","","","",""
"72","2010","no migration background","","","",""
"72","2010","direct migration background","","","",""
"72","2010","indirect migration background","","","",""
"73","2010","no migration background","","","",""
"73","2010","direct migration background","2","","",""
"73","2010","indirect migration background","","","",""
"74","2010","no migration background","","","",""
"74","2010","direct migration background","14","","",""
"74","2010","indirect migration background","","","",""
"75","2010","no migration background","","","",""
"75","2010","direct migration background","14","","",""
"75","2010","indirect migration background","","","",""
"76","2010","no migration background","","","",""
"76","2010","direct migration background","6","","",""
"76","2010","indirect migration background","3","","",""
"77","2010","no migration background","","","",""
"77","2010","direct migration background","3","","",""
"77","2010","indirect migration background","","","",""
"78","2010","no migration background","","","",""
"78","2010","direct migration background","25","","",""
"78","2010","indirect migration background","","","",""
"79","2010","no migration background","","","",""
"79","2010","direct migration background","4","","",""
"79","2010","indirect migration background","","","",""
"80","2010","no migration background","","","",""
"80","2010","direct migration background","","","",""
"80","2010","indirect migration background","","","",""
"81","2010","no migration background","","","",""
"81","2010","direct migration background","","","",""
"81","2010","indirect migration background","","","",""
"82","2010","no migration background","","","",""
"82","2010","direct migration background","","","",""
"82","2010","indirect migration background","","","",""
"83","2010","no migration background","","","",""
"83","2010","direct migration background","4","","",""
"83","2010","indirect migration background","","","",""
"84","2010","no migration background","","","",""
"84","2010","direct migration background","","","",""
"84","2010","indirect migration background","","","",""
"85","2010","no migration background","","","",""
"85","2010","direct migration background","7","","",""
"85","2010","indirect migration background","","","",""
"86","2010","no migration background","","","",""
"86","2010","direct migration background","","","",""
"86","2010","indirect migration background","","","",""
"89","2010","no migration background","","","",""
"89","2010","direct migration background","","","",""
"89","2010","indirect migration background","","","",""
"90","2010","no migration background","","","",""
"90","2010","direct migration background","","","",""
"90","2010","indirect migration background","","","",""
"92","2010","no migration background","","","",""
"92","2010","direct migration background","","","",""
"92","2010","indirect migration background","","","",""
"94","2010","no migration background","","","",""
"94","2010","direct migration background","","","",""
"94","2010","indirect migration background","","","",""
"95","2010","no migration background","","","",""
"95","2010","direct migration background","","","",""
"95","2010","indirect migration background","","","",""
"96","2010","no migration background","","","",""
"96","2010","direct migration background","1","","",""
"96","2010","indirect migration background","","","",""
"97","2010","no migration background","","","",""
"97","2010","direct migration background","","","",""
"97","2010","indirect migration background","","","",""
"98","2010","no migration background","","","",""
"98","2010","direct migration background","13","","",""
"98","2010","indirect migration background","1","","",""
"101","2010","no migration background","","","",""
"101","2010","direct migration background","","","",""
"101","2010","indirect migration background","","","",""
"102","2010","no migration background","","","",""
"102","2010","direct migration background","5","","",""
"102","2010","indirect migration background","","","",""
"103","2010","no migration background","","","",""
"103","2010","direct migration background","2","","",""
"103","2010","indirect migration background","","","",""
"105","2010","no migration background","","","",""
"105","2010","direct migration background","","","",""
"105","2010","indirect migration background","","","",""
"108","2010","no migration background","","","",""
"108","2010","direct migration background","1","","",""
"108","2010","indirect migration background","","","",""
"110","2010","no migration background","","","",""
"110","2010","direct migration background","","","",""
"110","2010","indirect migration background","","","",""
"111","2010","no migration background","","","",""
"111","2010","direct migration background","","","",""
"111","2010","indirect migration background","","","",""
"113","2010","no migration background","","","",""
"113","2010","direct migration background","","","",""
"113","2010","indirect migration background","","","",""
"116","2010","no migration background","","","",""
"116","2010","direct migration background","5","","",""
"116","2010","indirect migration background","","","",""
"117","2010","no migration background","","","",""
"117","2010","direct migration background","5","","",""
"117","2010","indirect migration background","","","",""
"118","2010","no migration background","2","","",""
"118","2010","direct migration background","26","","",""
"118","2010","indirect migration background","7","","",""
"119","2010","no migration background","","","",""
"119","2010","direct migration background","55","0.0345369191954599","0.0279148769760048","0.0411589614149149"
"119","2010","indirect migration background","14","","",""
"120","2010","no migration background","","","",""
"120","2010","direct migration background","22","","",""
"120","2010","indirect migration background","4","","",""
"121","2010","no migration background","","","",""
"121","2010","direct migration background","17","","",""
"121","2010","indirect migration background","8","","",""
"122","2010","no migration background","","","",""
"122","2010","direct migration background","6","","",""
"122","2010","indirect migration background","1","","",""
"123","2010","no migration background","","","",""
"123","2010","direct migration background","7","","",""
"123","2010","indirect migration background","","","",""
"124","2010","no migration background","","","",""
"124","2010","direct migration background","","","",""
"124","2010","indirect migration background","","","",""
"125","2010","no migration background","","","",""
"125","2010","direct migration background","","","",""
"125","2010","indirect migration background","","","",""
"127","2010","no migration background","","","",""
"127","2010","direct migration background","","","",""
"127","2010","indirect migration background","","","",""
"128","2010","no migration background","","","",""
"128","2010","direct migration background","","","",""
"128","2010","indirect migration background","","","",""
"129","2010","no migration background","","","",""
"129","2010","direct migration background","","","",""
"129","2010","indirect migration background","","","",""
"130","2010","no migration background","","","",""
"130","2010","direct migration background","6","","",""
"130","2010","indirect migration background","1","","",""
"131","2010","no migration background","","","",""
"131","2010","direct migration background","","","",""
"131","2010","indirect migration background","","","",""
"132","2010","no migration background","","","",""
"132","2010","direct migration background","6","","",""
"132","2010","indirect migration background","","","",""
"133","2010","no migration background","","","",""
"133","2010","direct migration background","","","",""
"133","2010","indirect migration background","","","",""
"135","2010","no migration background","","","",""
"135","2010","direct migration background","1","","",""
"135","2010","indirect migration background","","","",""
"138","2010","no migration background","","","",""
"138","2010","direct migration background","","","",""
"138","2010","indirect migration background","","","",""
"139","2010","no migration background","","","",""
"139","2010","direct migration background","2","","",""
"139","2010","indirect migration background","","","",""
"140","2010","no migration background","","","",""
"140","2010","direct migration background","53","0.0194998624420718","0.0144854284840561","0.0245142964000875"
"140","2010","indirect migration background","1","","",""
"141","2010","no migration background","","","",""
"141","2010","direct migration background","1","","",""
"141","2010","indirect migration background","","","",""
"142","2010","no migration background","","","",""
"142","2010","direct migration background","","","",""
"142","2010","indirect migration background","","","",""
"143","2010","no migration background","","","",""
"143","2010","direct migration background","2","","",""
"143","2010","indirect migration background","","","",""
"144","2010","no migration background","","","",""
"144","2010","direct migration background","4","","",""
"144","2010","indirect migration background","","","",""
"145","2010","no migration background","","","",""
"145","2010","direct migration background","1","","",""
"145","2010","indirect migration background","","","",""
"146","2010","no migration background","","","",""
"146","2010","direct migration background","11","","",""
"146","2010","indirect migration background","","","",""
"147","2010","no migration background","","","",""
"147","2010","direct migration background","","","",""
"147","2010","indirect migration background","","","",""
"148","2010","no migration background","","","",""
"148","2010","direct migration background","","","",""
"148","2010","indirect migration background","","","",""
"149","2010","no migration background","","","",""
"149","2010","direct migration background","","","",""
"149","2010","indirect migration background","","","",""
"151","2010","no migration background","","","",""
"151","2010","direct migration background","","","",""
"151","2010","indirect migration background","","","",""
"152","2010","no migration background","","","",""
"152","2010","direct migration background","3","","",""
"152","2010","indirect migration background","","","",""
"154","2010","no migration background","","","",""
"154","2010","direct migration background","2","","",""
"154","2010","indirect migration background","","","",""
"155","2010","no migration background","","","",""
"155","2010","direct migration background","","","",""
"155","2010","indirect migration background","","","",""
"156","2010","no migration background","","","",""
"156","2010","direct migration background","","","",""
"156","2010","indirect migration background","","","",""
"158","2010","no migration background","","","",""
"158","2010","direct migration background","1","","",""
"158","2010","indirect migration background","","","",""
"162","2010","no migration background","","","",""
"162","2010","direct migration background","","","",""
"162","2010","indirect migration background","","","",""
"164","2010","no migration background","","","",""
"164","2010","direct migration background","1","","",""
"164","2010","indirect migration background","","","",""
"165","2010","no migration background","","","",""
"165","2010","direct migration background","30","0.0111176894102908","0.00731525365389031","0.0149201251666913"
"165","2010","indirect migration background","16","","",""
"166","2010","no migration background","","","",""
"166","2010","direct migration background","3","","",""
"166","2010","indirect migration background","","","",""
"167","2010","no migration background","","","",""
"167","2010","direct migration background","1","","",""
"167","2010","indirect migration background","","","",""
"168","2010","no migration background","","","",""
"168","2010","direct migration background","","","",""
"168","2010","indirect migration background","","","",""
"169","2010","no migration background","","","",""
"169","2010","direct migration background","","","",""
"169","2010","indirect migration background","","","",""
"172","2010","no migration background","","","",""
"172","2010","direct migration background","","","",""
"172","2010","indirect migration background","","","",""
"173","2010","no migration background","","","",""
"173","2010","direct migration background","","","",""
"173","2010","indirect migration background","","","",""
"178","2010","no migration background","","","",""
"178","2010","direct migration background","","","",""
"178","2010","indirect migration background","","","",""
"181","2010","no migration background","","","",""
"181","2010","direct migration background","","","",""
"181","2010","indirect migration background","","","",""
"183","2010","no migration background","","","",""
"183","2010","direct migration background","","","",""
"183","2010","indirect migration background","","","",""
"188","2010","no migration background","","","",""
"188","2010","direct migration background","","","",""
"188","2010","indirect migration background","","","",""
"195","2010","no migration background","","","",""
"195","2010","direct migration background","","","",""
"195","2010","indirect migration background","","","",""
"196","2010","no migration background","","","",""
"196","2010","direct migration background","","","",""
"196","2010","indirect migration background","","","",""
"999","2010","no migration background","","","",""
"999","2010","direct migration background","","","",""
"999","2010","indirect migration background","","","",""
"1","2011","no migration background","24312","0.999430023305877","0.999130088814138","0.999729957797616"
"1","2011","direct migration background","1876","0.482766635053018","0.465662966478597","0.499870303627439"
"1","2011","indirect migration background","1089","0.731753962264896","0.708620438346387","0.754887486183405"
"2","2011","no migration background","","","",""
"2","2011","direct migration background","260","0.0942852656184468","0.0842830776093299","0.104287453627564"
"2","2011","indirect migration background","120","0.102975800263813","0.0871063361318863","0.118845264395739"
"3","2011","no migration background","","","",""
"3","2011","direct migration background","18","","",""
"3","2011","indirect migration background","2","","",""
"4","2011","no migration background","1","","",""
"4","2011","direct migration background","69","0.0154666183241669","0.0112429453003601","0.0196902913479736"
"4","2011","indirect migration background","30","0.0144669723072064","0.00823225148982705","0.0207016931245857"
"5","2011","no migration background","1","","",""
"5","2011","direct migration background","131","0.0539214743540949","0.0461907203450415","0.0616522283631484"
"5","2011","indirect migration background","68","0.0515716094561885","0.0400237840268321","0.0631194348855448"
"6","2011","no migration background","","","",""
"6","2011","direct migration background","34","0.0112873899364353","0.00767155011345812","0.0149032297594124"
"6","2011","indirect migration background","15","","",""
"10","2011","no migration background","3","","",""
"10","2011","direct migration background","43","0.0266939666275064","0.0211768946869776","0.0322110385680352"
"10","2011","indirect migration background","8","","",""
"11","2011","no migration background","","","",""
"11","2011","direct migration background","31","0.0135358995671146","0.00958076206222771","0.0174910370720014"
"11","2011","indirect migration background","2","","",""
"12","2011","no migration background","","","",""
"12","2011","direct migration background","","","",""
"12","2011","indirect migration background","","","",""
"13","2011","no migration background","","","",""
"13","2011","direct migration background","10","","",""
"13","2011","indirect migration background","3","","",""
"14","2011","no migration background","1","","",""
"14","2011","direct migration background","25","","",""
"14","2011","indirect migration background","5","","",""
"15","2011","no migration background","","","",""
"15","2011","direct migration background","3","","",""
"15","2011","indirect migration background","","","",""
"16","2011","no migration background","","","",""
"16","2011","direct migration background","2","","",""
"16","2011","indirect migration background","","","",""
"17","2011","no migration background","","","",""
"17","2011","direct migration background","4","","",""
"17","2011","indirect migration background","","","",""
"18","2011","no migration background","","","",""
"18","2011","direct migration background","28","","",""
"18","2011","indirect migration background","2","","",""
"19","2011","no migration background","","","",""
"19","2011","direct migration background","15","","",""
"19","2011","indirect migration background","","","",""
"20","2011","no migration background","","","",""
"20","2011","direct migration background","2","","",""
"20","2011","indirect migration background","","","",""
"21","2011","no migration background","","","",""
"21","2011","direct migration background","24","","",""
"21","2011","indirect migration background","","","",""
"22","2011","no migration background","","","",""
"22","2011","direct migration background","54","0.0212050130714602","0.0162739276815468","0.0261360984613736"
"22","2011","indirect migration background","","","",""
"23","2011","no migration background","","","",""
"23","2011","direct migration background","1","","",""
"23","2011","indirect migration background","","","",""
"24","2011","no migration background","","","",""
"24","2011","direct migration background","7","","",""
"24","2011","indirect migration background","","","",""
"25","2011","no migration background","","","",""
"25","2011","direct migration background","4","","",""
"25","2011","indirect migration background","1","","",""
"26","2011","no migration background","","","",""
"26","2011","direct migration background","14","","",""
"26","2011","indirect migration background","","","",""
"27","2011","no migration background","","","",""
"27","2011","direct migration background","1","","",""
"27","2011","indirect migration background","","","",""
"28","2011","no migration background","1","","",""
"28","2011","direct migration background","17","","",""
"28","2011","indirect migration background","6","","",""
"29","2011","no migration background","","","",""
"29","2011","direct migration background","10","","",""
"29","2011","indirect migration background","","","",""
"30","2011","no migration background","","","",""
"30","2011","direct migration background","6","","",""
"30","2011","indirect migration background","","","",""
"31","2011","no migration background","","","",""
"31","2011","direct migration background","12","","",""
"31","2011","indirect migration background","","","",""
"32","2011","no migration background","","","",""
"32","2011","direct migration background","59","0.0197530262537416","0.0149902304944627","0.0245158220130205"
"32","2011","indirect migration background","","","",""
"34","2011","no migration background","","","",""
"34","2011","direct migration background","4","","",""
"34","2011","indirect migration background","","","",""
"35","2011","no migration background","","","",""
"35","2011","direct migration background","2","","",""
"35","2011","indirect migration background","","","",""
"36","2011","no migration background","","","",""
"36","2011","direct migration background","","","",""
"36","2011","indirect migration background","","","",""
"37","2011","no migration background","","","",""
"37","2011","direct migration background","","","",""
"37","2011","indirect migration background","","","",""
"38","2011","no migration background","","","",""
"38","2011","direct migration background","6","","",""
"38","2011","indirect migration background","","","",""
"39","2011","no migration background","","","",""
"39","2011","direct migration background","","","",""
"39","2011","indirect migration background","","","",""
"40","2011","no migration background","","","",""
"40","2011","direct migration background","5","","",""
"40","2011","indirect migration background","","","",""
"41","2011","no migration background","","","",""
"41","2011","direct migration background","1","","",""
"41","2011","indirect migration background","","","",""
"42","2011","no migration background","1","","",""
"42","2011","direct migration background","7","","",""
"42","2011","indirect migration background","","","",""
"43","2011","no migration background","","","",""
"43","2011","direct migration background","7","","",""
"43","2011","indirect migration background","","","",""
"44","2011","no migration background","","","",""
"44","2011","direct migration background","14","","",""
"44","2011","indirect migration background","","","",""
"45","2011","no migration background","","","",""
"45","2011","direct migration background","1","","",""
"45","2011","indirect migration background","","","",""
"46","2011","no migration background","","","",""
"46","2011","direct migration background","","","",""
"46","2011","indirect migration background","","","",""
"47","2011","no migration background","","","",""
"47","2011","direct migration background","1","","",""
"47","2011","indirect migration background","","","",""
"48","2011","no migration background","","","",""
"48","2011","direct migration background","1","","",""
"48","2011","indirect migration background","","","",""
"49","2011","no migration background","","","",""
"49","2011","direct migration background","4","","",""
"49","2011","indirect migration background","","","",""
"50","2011","no migration background","","","",""
"50","2011","direct migration background","2","","",""
"50","2011","indirect migration background","","","",""
"51","2011","no migration background","","","",""
"51","2011","direct migration background","","","",""
"51","2011","indirect migration background","","","",""
"52","2011","no migration background","","","",""
"52","2011","direct migration background","6","","",""
"52","2011","indirect migration background","","","",""
"53","2011","no migration background","","","",""
"53","2011","direct migration background","","","",""
"53","2011","indirect migration background","","","",""
"54","2011","no migration background","","","",""
"54","2011","direct migration background","5","","",""
"54","2011","indirect migration background","","","",""
"55","2011","no migration background","","","",""
"55","2011","direct migration background","3","","",""
"55","2011","indirect migration background","1","","",""
"56","2011","no migration background","","","",""
"56","2011","direct migration background","","","",""
"56","2011","indirect migration background","","","",""
"59","2011","no migration background","","","",""
"59","2011","direct migration background","4","","",""
"59","2011","indirect migration background","","","",""
"60","2011","no migration background","","","",""
"60","2011","direct migration background","9","","",""
"60","2011","indirect migration background","","","",""
"61","2011","no migration background","","","",""
"61","2011","direct migration background","8","","",""
"61","2011","indirect migration background","","","",""
"64","2011","no migration background","","","",""
"64","2011","direct migration background","3","","",""
"64","2011","indirect migration background","","","",""
"65","2011","no migration background","","","",""
"65","2011","direct migration background","3","","",""
"65","2011","indirect migration background","","","",""
"66","2011","no migration background","","","",""
"66","2011","direct migration background","","","",""
"66","2011","indirect migration background","","","",""
"67","2011","no migration background","","","",""
"67","2011","direct migration background","12","","",""
"67","2011","indirect migration background","1","","",""
"68","2011","no migration background","","","",""
"68","2011","direct migration background","2","","",""
"68","2011","indirect migration background","","","",""
"71","2011","no migration background","","","",""
"71","2011","direct migration background","3","","",""
"71","2011","indirect migration background","","","",""
"72","2011","no migration background","","","",""
"72","2011","direct migration background","","","",""
"72","2011","indirect migration background","","","",""
"73","2011","no migration background","","","",""
"73","2011","direct migration background","2","","",""
"73","2011","indirect migration background","","","",""
"74","2011","no migration background","","","",""
"74","2011","direct migration background","14","","",""
"74","2011","indirect migration background","","","",""
"75","2011","no migration background","","","",""
"75","2011","direct migration background","8","","",""
"75","2011","indirect migration background","1","","",""
"76","2011","no migration background","","","",""
"76","2011","direct migration background","9","","",""
"76","2011","indirect migration background","2","","",""
"77","2011","no migration background","","","",""
"77","2011","direct migration background","4","","",""
"77","2011","indirect migration background","","","",""
"78","2011","no migration background","","","",""
"78","2011","direct migration background","29","","",""
"78","2011","indirect migration background","","","",""
"79","2011","no migration background","","","",""
"79","2011","direct migration background","4","","",""
"79","2011","indirect migration background","","","",""
"80","2011","no migration background","","","",""
"80","2011","direct migration background","","","",""
"80","2011","indirect migration background","","","",""
"81","2011","no migration background","","","",""
"81","2011","direct migration background","","","",""
"81","2011","indirect migration background","","","",""
"82","2011","no migration background","","","",""
"82","2011","direct migration background","","","",""
"82","2011","indirect migration background","","","",""
"83","2011","no migration background","","","",""
"83","2011","direct migration background","7","","",""
"83","2011","indirect migration background","","","",""
"84","2011","no migration background","","","",""
"84","2011","direct migration background","","","",""
"84","2011","indirect migration background","","","",""
"85","2011","no migration background","","","",""
"85","2011","direct migration background","4","","",""
"85","2011","indirect migration background","","","",""
"86","2011","no migration background","","","",""
"86","2011","direct migration background","","","",""
"86","2011","indirect migration background","","","",""
"89","2011","no migration background","","","",""
"89","2011","direct migration background","1","","",""
"89","2011","indirect migration background","","","",""
"90","2011","no migration background","","","",""
"90","2011","direct migration background","","","",""
"90","2011","indirect migration background","","","",""
"92","2011","no migration background","","","",""
"92","2011","direct migration background","","","",""
"92","2011","indirect migration background","","","",""
"94","2011","no migration background","","","",""
"94","2011","direct migration background","","","",""
"94","2011","indirect migration background","","","",""
"95","2011","no migration background","","","",""
"95","2011","direct migration background","","","",""
"95","2011","indirect migration background","","","",""
"96","2011","no migration background","","","",""
"96","2011","direct migration background","1","","",""
"96","2011","indirect migration background","","","",""
"97","2011","no migration background","","","",""
