"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"45","2013","no migration background","Urban Area","","","",""
"45","2013","no migration background","Rural Area","","","",""
"45","2013","direct migration background","Urban Area","","","",""
"45","2013","direct migration background","Rural Area","1","","",""
"45","2013","indirect migration background","Urban Area","","","",""
"45","2013","indirect migration background","Rural Area","","","",""
"46","2013","no migration background","Urban Area","","","",""
"46","2013","no migration background","Rural Area","","","",""
"46","2013","direct migration background","Urban Area","","","",""
"46","2013","direct migration background","Rural Area","","","",""
"46","2013","indirect migration background","Urban Area","","","",""
"46","2013","indirect migration background","Rural Area","","","",""
"47","2013","no migration background","Urban Area","","","",""
"47","2013","no migration background","Rural Area","","","",""
"47","2013","direct migration background","Urban Area","5","","",""
"47","2013","direct migration background","Rural Area","1","","",""
"47","2013","indirect migration background","Urban Area","","","",""
"47","2013","indirect migration background","Rural Area","","","",""
"48","2013","no migration background","Urban Area","","","",""
"48","2013","no migration background","Rural Area","","","",""
"48","2013","direct migration background","Urban Area","4","","",""
"48","2013","direct migration background","Rural Area","","","",""
"48","2013","indirect migration background","Urban Area","","","",""
"48","2013","indirect migration background","Rural Area","","","",""
"49","2013","no migration background","Urban Area","","","",""
"49","2013","no migration background","Rural Area","","","",""
"49","2013","direct migration background","Urban Area","8","","",""
"49","2013","direct migration background","Rural Area","1","","",""
"49","2013","indirect migration background","Urban Area","","","",""
"49","2013","indirect migration background","Rural Area","","","",""
"50","2013","no migration background","Urban Area","","","",""
"50","2013","no migration background","Rural Area","","","",""
"50","2013","direct migration background","Urban Area","1","","",""
"50","2013","direct migration background","Rural Area","","","",""
"50","2013","indirect migration background","Urban Area","","","",""
"50","2013","indirect migration background","Rural Area","","","",""
"51","2013","no migration background","Urban Area","","","",""
"51","2013","no migration background","Rural Area","","","",""
"51","2013","direct migration background","Urban Area","","","",""
"51","2013","direct migration background","Rural Area","","","",""
"51","2013","indirect migration background","Urban Area","","","",""
"51","2013","indirect migration background","Rural Area","","","",""
"52","2013","no migration background","Urban Area","","","",""
"52","2013","no migration background","Rural Area","","","",""
"52","2013","direct migration background","Urban Area","9","","",""
"52","2013","direct migration background","Rural Area","2","","",""
"52","2013","indirect migration background","Urban Area","","","",""
"52","2013","indirect migration background","Rural Area","","","",""
"53","2013","no migration background","Urban Area","","","",""
"53","2013","no migration background","Rural Area","","","",""
"53","2013","direct migration background","Urban Area","","","",""
"53","2013","direct migration background","Rural Area","","","",""
"53","2013","indirect migration background","Urban Area","","","",""
"53","2013","indirect migration background","Rural Area","","","",""
"54","2013","no migration background","Urban Area","","","",""
"54","2013","no migration background","Rural Area","","","",""
"54","2013","direct migration background","Urban Area","7","","",""
"54","2013","direct migration background","Rural Area","2","","",""
"54","2013","indirect migration background","Urban Area","","","",""
"54","2013","indirect migration background","Rural Area","","","",""
"55","2013","no migration background","Urban Area","","","",""
"55","2013","no migration background","Rural Area","","","",""
"55","2013","direct migration background","Urban Area","3","","",""
"55","2013","direct migration background","Rural Area","","","",""
"55","2013","indirect migration background","Urban Area","1","","",""
"55","2013","indirect migration background","Rural Area","","","",""
"56","2013","no migration background","Urban Area","","","",""
"56","2013","no migration background","Rural Area","","","",""
"56","2013","direct migration background","Urban Area","2","","",""
"56","2013","direct migration background","Rural Area","1","","",""
"56","2013","indirect migration background","Urban Area","","","",""
"56","2013","indirect migration background","Rural Area","","","",""
"59","2013","no migration background","Urban Area","","","",""
"59","2013","no migration background","Rural Area","","","",""
"59","2013","direct migration background","Urban Area","6","","",""
"59","2013","direct migration background","Rural Area","","","",""
"59","2013","indirect migration background","Urban Area","","","",""
"59","2013","indirect migration background","Rural Area","","","",""
"60","2013","no migration background","Urban Area","","","",""
"60","2013","no migration background","Rural Area","","","",""
"60","2013","direct migration background","Urban Area","33","0.00512323745998397","0.00311811686918658","0.00712835805078135"
"60","2013","direct migration background","Rural Area","7","","",""
"60","2013","indirect migration background","Urban Area","","","",""
"60","2013","indirect migration background","Rural Area","","","",""
"61","2013","no migration background","Urban Area","","","",""
"61","2013","no migration background","Rural Area","","","",""
"61","2013","direct migration background","Urban Area","9","","",""
"61","2013","direct migration background","Rural Area","2","","",""
"61","2013","indirect migration background","Urban Area","","","",""
"61","2013","indirect migration background","Rural Area","","","",""
"64","2013","no migration background","Urban Area","","","",""
"64","2013","no migration background","Rural Area","","","",""
"64","2013","direct migration background","Urban Area","4","","",""
"64","2013","direct migration background","Rural Area","1","","",""
"64","2013","indirect migration background","Urban Area","","","",""
"64","2013","indirect migration background","Rural Area","","","",""
"65","2013","no migration background","Urban Area","","","",""
"65","2013","no migration background","Rural Area","","","",""
"65","2013","direct migration background","Urban Area","9","","",""
"65","2013","direct migration background","Rural Area","2","","",""
"65","2013","indirect migration background","Urban Area","","","",""
"65","2013","indirect migration background","Rural Area","","","",""
"66","2013","no migration background","Urban Area","","","",""
"66","2013","no migration background","Rural Area","","","",""
"66","2013","direct migration background","Urban Area","1","","",""
"66","2013","direct migration background","Rural Area","","","",""
"66","2013","indirect migration background","Urban Area","","","",""
"66","2013","indirect migration background","Rural Area","","","",""
"67","2013","no migration background","Urban Area","","","",""
"67","2013","no migration background","Rural Area","","","",""
"67","2013","direct migration background","Urban Area","28","","",""
"67","2013","direct migration background","Rural Area","2","","",""
"67","2013","indirect migration background","Urban Area","2","","",""
"67","2013","indirect migration background","Rural Area","1","","",""
"68","2013","no migration background","Urban Area","","","",""
"68","2013","no migration background","Rural Area","","","",""
"68","2013","direct migration background","Urban Area","10","","",""
"68","2013","direct migration background","Rural Area","2","","",""
"68","2013","indirect migration background","Urban Area","","","",""
"68","2013","indirect migration background","Rural Area","","","",""
"71","2013","no migration background","Urban Area","","","",""
"71","2013","no migration background","Rural Area","","","",""
"71","2013","direct migration background","Urban Area","5","","",""
"71","2013","direct migration background","Rural Area","1","","",""
"71","2013","indirect migration background","Urban Area","","","",""
"71","2013","indirect migration background","Rural Area","","","",""
"72","2013","no migration background","Urban Area","","","",""
"72","2013","no migration background","Rural Area","","","",""
"72","2013","direct migration background","Urban Area","","","",""
"72","2013","direct migration background","Rural Area","","","",""
"72","2013","indirect migration background","Urban Area","","","",""
"72","2013","indirect migration background","Rural Area","","","",""
"73","2013","no migration background","Urban Area","","","",""
"73","2013","no migration background","Rural Area","","","",""
"73","2013","direct migration background","Urban Area","6","","",""
"73","2013","direct migration background","Rural Area","2","","",""
"73","2013","indirect migration background","Urban Area","","","",""
"73","2013","indirect migration background","Rural Area","","","",""
"74","2013","no migration background","Urban Area","","","",""
"74","2013","no migration background","Rural Area","","","",""
"74","2013","direct migration background","Urban Area","36","0.00311924239628819","0.00155310528956567","0.0046853795030107"
"74","2013","direct migration background","Rural Area","25","","",""
"74","2013","indirect migration background","Urban Area","","","",""
"74","2013","indirect migration background","Rural Area","","","",""
"75","2013","no migration background","Urban Area","","","",""
"75","2013","no migration background","Rural Area","","","",""
"75","2013","direct migration background","Urban Area","8","","",""
"75","2013","direct migration background","Rural Area","6","","",""
"75","2013","indirect migration background","Urban Area","1","","",""
"75","2013","indirect migration background","Rural Area","1","","",""
"76","2013","no migration background","Urban Area","","","",""
"76","2013","no migration background","Rural Area","","","",""
"76","2013","direct migration background","Urban Area","24","","",""
"76","2013","direct migration background","Rural Area","2","","",""
"76","2013","indirect migration background","Urban Area","1","","",""
"76","2013","indirect migration background","Rural Area","","","",""
"77","2013","no migration background","Urban Area","","","",""
"77","2013","no migration background","Rural Area","","","",""
"77","2013","direct migration background","Urban Area","10","","",""
"77","2013","direct migration background","Rural Area","4","","",""
"77","2013","indirect migration background","Urban Area","1","","",""
"77","2013","indirect migration background","Rural Area","","","",""
"78","2013","no migration background","Urban Area","","","",""
"78","2013","no migration background","Rural Area","","","",""
"78","2013","direct migration background","Urban Area","99","0.0123012629759954","0.00920547855003221","0.0153970474019586"
"78","2013","direct migration background","Rural Area","26","","",""
"78","2013","indirect migration background","Urban Area","1","","",""
"78","2013","indirect migration background","Rural Area","","","",""
"79","2013","no migration background","Urban Area","","","",""
"79","2013","no migration background","Rural Area","","","",""
"79","2013","direct migration background","Urban Area","3","","",""
"79","2013","direct migration background","Rural Area","2","","",""
"79","2013","indirect migration background","Urban Area","","","",""
"79","2013","indirect migration background","Rural Area","","","",""
"80","2013","no migration background","Urban Area","","","",""
"80","2013","no migration background","Rural Area","","","",""
"80","2013","direct migration background","Urban Area","","","",""
"80","2013","direct migration background","Rural Area","","","",""
"80","2013","indirect migration background","Urban Area","","","",""
"80","2013","indirect migration background","Rural Area","","","",""
"81","2013","no migration background","Urban Area","","","",""
"81","2013","no migration background","Rural Area","","","",""
"81","2013","direct migration background","Urban Area","","","",""
"81","2013","direct migration background","Rural Area","","","",""
"81","2013","indirect migration background","Urban Area","","","",""
"81","2013","indirect migration background","Rural Area","","","",""
"82","2013","no migration background","Urban Area","","","",""
"82","2013","no migration background","Rural Area","","","",""
"82","2013","direct migration background","Urban Area","","","",""
"82","2013","direct migration background","Rural Area","","","",""
"82","2013","indirect migration background","Urban Area","","","",""
"82","2013","indirect migration background","Rural Area","","","",""
"83","2013","no migration background","Urban Area","","","",""
"83","2013","no migration background","Rural Area","","","",""
"83","2013","direct migration background","Urban Area","7","","",""
"83","2013","direct migration background","Rural Area","3","","",""
"83","2013","indirect migration background","Urban Area","1","","",""
"83","2013","indirect migration background","Rural Area","","","",""
"84","2013","no migration background","Urban Area","","","",""
"84","2013","no migration background","Rural Area","","","",""
"84","2013","direct migration background","Urban Area","","","",""
"84","2013","direct migration background","Rural Area","","","",""
"84","2013","indirect migration background","Urban Area","","","",""
"84","2013","indirect migration background","Rural Area","","","",""
"85","2013","no migration background","Urban Area","","","",""
"85","2013","no migration background","Rural Area","","","",""
"85","2013","direct migration background","Urban Area","8","","",""
"85","2013","direct migration background","Rural Area","5","","",""
"85","2013","indirect migration background","Urban Area","1","","",""
"85","2013","indirect migration background","Rural Area","","","",""
"86","2013","no migration background","Urban Area","","","",""
"86","2013","no migration background","Rural Area","","","",""
"86","2013","direct migration background","Urban Area","2","","",""
"86","2013","direct migration background","Rural Area","","","",""
"86","2013","indirect migration background","Urban Area","","","",""
"86","2013","indirect migration background","Rural Area","","","",""
"89","2013","no migration background","Urban Area","","","",""
"89","2013","no migration background","Rural Area","","","",""
"89","2013","direct migration background","Urban Area","3","","",""
"89","2013","direct migration background","Rural Area","","","",""
"89","2013","indirect migration background","Urban Area","","","",""
"89","2013","indirect migration background","Rural Area","","","",""
"90","2013","no migration background","Urban Area","","","",""
"90","2013","no migration background","Rural Area","","","",""
"90","2013","direct migration background","Urban Area","3","","",""
"90","2013","direct migration background","Rural Area","1","","",""
"90","2013","indirect migration background","Urban Area","","","",""
"90","2013","indirect migration background","Rural Area","","","",""
"92","2013","no migration background","Urban Area","","","",""
"92","2013","no migration background","Rural Area","","","",""
"92","2013","direct migration background","Urban Area","","","",""
"92","2013","direct migration background","Rural Area","","","",""
"92","2013","indirect migration background","Urban Area","","","",""
"92","2013","indirect migration background","Rural Area","","","",""
"94","2013","no migration background","Urban Area","","","",""
"94","2013","no migration background","Rural Area","","","",""
"94","2013","direct migration background","Urban Area","","","",""
"94","2013","direct migration background","Rural Area","","","",""
"94","2013","indirect migration background","Urban Area","","","",""
"94","2013","indirect migration background","Rural Area","","","",""
"95","2013","no migration background","Urban Area","","","",""
"95","2013","no migration background","Rural Area","","","",""
"95","2013","direct migration background","Urban Area","","","",""
"95","2013","direct migration background","Rural Area","","","",""
"95","2013","indirect migration background","Urban Area","","","",""
"95","2013","indirect migration background","Rural Area","","","",""
"96","2013","no migration background","Urban Area","","","",""
"96","2013","no migration background","Rural Area","","","",""
"96","2013","direct migration background","Urban Area","2","","",""
"96","2013","direct migration background","Rural Area","","","",""
"96","2013","indirect migration background","Urban Area","","","",""
"96","2013","indirect migration background","Rural Area","","","",""
"97","2013","no migration background","Urban Area","","","",""
"97","2013","no migration background","Rural Area","","","",""
"97","2013","direct migration background","Urban Area","2","","",""
"97","2013","direct migration background","Rural Area","2","","",""
"97","2013","indirect migration background","Urban Area","","","",""
"97","2013","indirect migration background","Rural Area","","","",""
"98","2013","no migration background","Urban Area","","","",""
"98","2013","no migration background","Rural Area","","","",""
"98","2013","direct migration background","Urban Area","8","","",""
"98","2013","direct migration background","Rural Area","12","","",""
"98","2013","indirect migration background","Urban Area","1","","",""
"98","2013","indirect migration background","Rural Area","","","",""
"101","2013","no migration background","Urban Area","","","",""
"101","2013","no migration background","Rural Area","","","",""
"101","2013","direct migration background","Urban Area","","","",""
"101","2013","direct migration background","Rural Area","1","","",""
"101","2013","indirect migration background","Urban Area","","","",""
"101","2013","indirect migration background","Rural Area","","","",""
"102","2013","no migration background","Urban Area","","","",""
"102","2013","no migration background","Rural Area","","","",""
"102","2013","direct migration background","Urban Area","7","","",""
"102","2013","direct migration background","Rural Area","","","",""
"102","2013","indirect migration background","Urban Area","1","","",""
"102","2013","indirect migration background","Rural Area","","","",""
"103","2013","no migration background","Urban Area","","","",""
"103","2013","no migration background","Rural Area","","","",""
"103","2013","direct migration background","Urban Area","2","","",""
"103","2013","direct migration background","Rural Area","","","",""
"103","2013","indirect migration background","Urban Area","","","",""
"103","2013","indirect migration background","Rural Area","","","",""
"105","2013","no migration background","Urban Area","","","",""
"105","2013","no migration background","Rural Area","","","",""
"105","2013","direct migration background","Urban Area","1","","",""
"105","2013","direct migration background","Rural Area","","","",""
"105","2013","indirect migration background","Urban Area","","","",""
"105","2013","indirect migration background","Rural Area","","","",""
"108","2013","no migration background","Urban Area","","","",""
"108","2013","no migration background","Rural Area","","","",""
"108","2013","direct migration background","Urban Area","1","","",""
"108","2013","direct migration background","Rural Area","","","",""
"108","2013","indirect migration background","Urban Area","","","",""
"108","2013","indirect migration background","Rural Area","","","",""
"110","2013","no migration background","Urban Area","","","",""
"110","2013","no migration background","Rural Area","","","",""
"110","2013","direct migration background","Urban Area","2","","",""
"110","2013","direct migration background","Rural Area","1","","",""
"110","2013","indirect migration background","Urban Area","","","",""
"110","2013","indirect migration background","Rural Area","","","",""
"111","2013","no migration background","Urban Area","","","",""
"111","2013","no migration background","Rural Area","","","",""
"111","2013","direct migration background","Urban Area","","","",""
"111","2013","direct migration background","Rural Area","","","",""
"111","2013","indirect migration background","Urban Area","","","",""
"111","2013","indirect migration background","Rural Area","","","",""
"113","2013","no migration background","Urban Area","","","",""
"113","2013","no migration background","Rural Area","","","",""
"113","2013","direct migration background","Urban Area","","","",""
"113","2013","direct migration background","Rural Area","","","",""
"113","2013","indirect migration background","Urban Area","","","",""
"113","2013","indirect migration background","Rural Area","","","",""
"116","2013","no migration background","Urban Area","1","","",""
"116","2013","no migration background","Rural Area","","","",""
"116","2013","direct migration background","Urban Area","2","","",""
"116","2013","direct migration background","Rural Area","1","","",""
"116","2013","indirect migration background","Urban Area","1","","",""
"116","2013","indirect migration background","Rural Area","","","",""
"117","2013","no migration background","Urban Area","","","",""
"117","2013","no migration background","Rural Area","","","",""
"117","2013","direct migration background","Urban Area","3","","",""
"117","2013","direct migration background","Rural Area","1","","",""
"117","2013","indirect migration background","Urban Area","","","",""
"117","2013","indirect migration background","Rural Area","","","",""
"118","2013","no migration background","Urban Area","3","","",""
"118","2013","no migration background","Rural Area","","","",""
"118","2013","direct migration background","Urban Area","27","","",""
"118","2013","direct migration background","Rural Area","11","","",""
"118","2013","indirect migration background","Urban Area","7","","",""
"118","2013","indirect migration background","Rural Area","","","",""
"119","2013","no migration background","Urban Area","1","","",""
"119","2013","no migration background","Rural Area","","","",""
"119","2013","direct migration background","Urban Area","74","0.0212178538598253","0.01717044240245","0.0252652653172005"
"119","2013","direct migration background","Rural Area","19","","",""
"119","2013","indirect migration background","Urban Area","25","","",""
"119","2013","indirect migration background","Rural Area","3","","",""
"120","2013","no migration background","Urban Area","","","",""
"120","2013","no migration background","Rural Area","","","",""
"120","2013","direct migration background","Urban Area","55","0.011942731754354","0.00889184204607995","0.0149936214626281"
"120","2013","direct migration background","Rural Area","11","","",""
"120","2013","indirect migration background","Urban Area","12","","",""
"120","2013","indirect migration background","Rural Area","2","","",""
"121","2013","no migration background","Urban Area","","","",""
"121","2013","no migration background","Rural Area","","","",""
"121","2013","direct migration background","Urban Area","33","0.00573960813347956","0.00361795295826992","0.0078612633086892"
"121","2013","direct migration background","Rural Area","5","","",""
"121","2013","indirect migration background","Urban Area","5","","",""
"121","2013","indirect migration background","Rural Area","","","",""
"122","2013","no migration background","Urban Area","","","",""
"122","2013","no migration background","Rural Area","","","",""
"122","2013","direct migration background","Urban Area","10","","",""
"122","2013","direct migration background","Rural Area","","","",""
"122","2013","indirect migration background","Urban Area","4","","",""
"122","2013","indirect migration background","Rural Area","1","","",""
"123","2013","no migration background","Urban Area","","","",""
"123","2013","no migration background","Rural Area","","","",""
"123","2013","direct migration background","Urban Area","12","","",""
"123","2013","direct migration background","Rural Area","4","","",""
"123","2013","indirect migration background","Urban Area","","","",""
"123","2013","indirect migration background","Rural Area","","","",""
"124","2013","no migration background","Urban Area","","","",""
"124","2013","no migration background","Rural Area","","","",""
"124","2013","direct migration background","Urban Area","","","",""
"124","2013","direct migration background","Rural Area","","","",""
"124","2013","indirect migration background","Urban Area","","","",""
"124","2013","indirect migration background","Rural Area","","","",""
"125","2013","no migration background","Urban Area","","","",""
"125","2013","no migration background","Rural Area","","","",""
"125","2013","direct migration background","Urban Area","","","",""
"125","2013","direct migration background","Rural Area","","","",""
"125","2013","indirect migration background","Urban Area","","","",""
"125","2013","indirect migration background","Rural Area","","","",""
"127","2013","no migration background","Urban Area","","","",""
"127","2013","no migration background","Rural Area","","","",""
"127","2013","direct migration background","Urban Area","","","",""
"127","2013","direct migration background","Rural Area","","","",""
"127","2013","indirect migration background","Urban Area","","","",""
"127","2013","indirect migration background","Rural Area","","","",""
"128","2013","no migration background","Urban Area","","","",""
"128","2013","no migration background","Rural Area","","","",""
"128","2013","direct migration background","Urban Area","2","","",""
"128","2013","direct migration background","Rural Area","","","",""
"128","2013","indirect migration background","Urban Area","","","",""
"128","2013","indirect migration background","Rural Area","","","",""
"129","2013","no migration background","Urban Area","","","",""
"129","2013","no migration background","Rural Area","","","",""
"129","2013","direct migration background","Urban Area","","","",""
"129","2013","direct migration background","Rural Area","","","",""
"129","2013","indirect migration background","Urban Area","","","",""
"129","2013","indirect migration background","Rural Area","","","",""
"130","2013","no migration background","Urban Area","","","",""
"130","2013","no migration background","Rural Area","","","",""
"130","2013","direct migration background","Urban Area","16","","",""
"130","2013","direct migration background","Rural Area","7","","",""
"130","2013","indirect migration background","Urban Area","","","",""
"130","2013","indirect migration background","Rural Area","","","",""
"131","2013","no migration background","Urban Area","","","",""
"131","2013","no migration background","Rural Area","","","",""
"131","2013","direct migration background","Urban Area","","","",""
"131","2013","direct migration background","Rural Area","","","",""
"131","2013","indirect migration background","Urban Area","","","",""
"131","2013","indirect migration background","Rural Area","1","","",""
"132","2013","no migration background","Urban Area","","","",""
"132","2013","no migration background","Rural Area","","","",""
"132","2013","direct migration background","Urban Area","13","","",""
"132","2013","direct migration background","Rural Area","7","","",""
"132","2013","indirect migration background","Urban Area","","","",""
"132","2013","indirect migration background","Rural Area","","","",""
"133","2013","no migration background","Urban Area","","","",""
"133","2013","no migration background","Rural Area","","","",""
"133","2013","direct migration background","Urban Area","1","","",""
"133","2013","direct migration background","Rural Area","","","",""
"133","2013","indirect migration background","Urban Area","","","",""
"133","2013","indirect migration background","Rural Area","","","",""
"135","2013","no migration background","Urban Area","","","",""
"135","2013","no migration background","Rural Area","","","",""
"135","2013","direct migration background","Urban Area","","","",""
"135","2013","direct migration background","Rural Area","","","",""
"135","2013","indirect migration background","Urban Area","","","",""
"135","2013","indirect migration background","Rural Area","","","",""
"138","2013","no migration background","Urban Area","","","",""
"138","2013","no migration background","Rural Area","","","",""
"138","2013","direct migration background","Urban Area","","","",""
"138","2013","direct migration background","Rural Area","","","",""
"138","2013","indirect migration background","Urban Area","","","",""
"138","2013","indirect migration background","Rural Area","","","",""
"139","2013","no migration background","Urban Area","","","",""
"139","2013","no migration background","Rural Area","","","",""
"139","2013","direct migration background","Urban Area","6","","",""
"139","2013","direct migration background","Rural Area","","","",""
"139","2013","indirect migration background","Urban Area","","","",""
"139","2013","indirect migration background","Rural Area","","","",""
"140","2013","no migration background","Urban Area","","","",""
"140","2013","no migration background","Rural Area","","","",""
"140","2013","direct migration background","Urban Area","130","0.0176386291831456","0.0139416103433186","0.0213356480229727"
"140","2013","direct migration background","Rural Area","50","0.0192050103011988","0.0123900903977102","0.0260199302046875"
"140","2013","indirect migration background","Urban Area","17","","",""
"140","2013","indirect migration background","Rural Area","3","","",""
"141","2013","no migration background","Urban Area","","","",""
"141","2013","no migration background","Rural Area","","","",""
"141","2013","direct migration background","Urban Area","6","","",""
"141","2013","direct migration background","Rural Area","","","",""
"141","2013","indirect migration background","Urban Area","","","",""
"141","2013","indirect migration background","Rural Area","","","",""
"142","2013","no migration background","Urban Area","","","",""
"142","2013","no migration background","Rural Area","","","",""
"142","2013","direct migration background","Urban Area","1","","",""
"142","2013","direct migration background","Rural Area","","","",""
"142","2013","indirect migration background","Urban Area","","","",""
"142","2013","indirect migration background","Rural Area","","","",""
"143","2013","no migration background","Urban Area","","","",""
"143","2013","no migration background","Rural Area","","","",""
"143","2013","direct migration background","Urban Area","6","","",""
"143","2013","direct migration background","Rural Area","","","",""
"143","2013","indirect migration background","Urban Area","1","","",""
"143","2013","indirect migration background","Rural Area","","","",""
"144","2013","no migration background","Urban Area","","","",""
"144","2013","no migration background","Rural Area","","","",""
"144","2013","direct migration background","Urban Area","8","","",""
"144","2013","direct migration background","Rural Area","2","","",""
"144","2013","indirect migration background","Urban Area","","","",""
"144","2013","indirect migration background","Rural Area","1","","",""
"145","2013","no migration background","Urban Area","","","",""
"145","2013","no migration background","Rural Area","","","",""
"145","2013","direct migration background","Urban Area","","","",""
"145","2013","direct migration background","Rural Area","","","",""
"145","2013","indirect migration background","Urban Area","","","",""
"145","2013","indirect migration background","Rural Area","","","",""
"146","2013","no migration background","Urban Area","","","",""
"146","2013","no migration background","Rural Area","","","",""
"146","2013","direct migration background","Urban Area","9","","",""
"146","2013","direct migration background","Rural Area","1","","",""
"146","2013","indirect migration background","Urban Area","","","",""
"146","2013","indirect migration background","Rural Area","","","",""
"147","2013","no migration background","Urban Area","","","",""
"147","2013","no migration background","Rural Area","","","",""
"147","2013","direct migration background","Urban Area","","","",""
"147","2013","direct migration background","Rural Area","","","",""
"147","2013","indirect migration background","Urban Area","","","",""
"147","2013","indirect migration background","Rural Area","","","",""
"148","2013","no migration background","Urban Area","","","",""
"148","2013","no migration background","Rural Area","","","",""
"148","2013","direct migration background","Urban Area","4","","",""
"148","2013","direct migration background","Rural Area","5","","",""
"148","2013","indirect migration background","Urban Area","1","","",""
"148","2013","indirect migration background","Rural Area","","","",""
"149","2013","no migration background","Urban Area","","","",""
"149","2013","no migration background","Rural Area","","","",""
"149","2013","direct migration background","Urban Area","3","","",""
"149","2013","direct migration background","Rural Area","1","","",""
"149","2013","indirect migration background","Urban Area","","","",""
"149","2013","indirect migration background","Rural Area","","","",""
"151","2013","no migration background","Urban Area","","","",""
"151","2013","no migration background","Rural Area","","","",""
"151","2013","direct migration background","Urban Area","","","",""
"151","2013","direct migration background","Rural Area","","","",""
"151","2013","indirect migration background","Urban Area","","","",""
"151","2013","indirect migration background","Rural Area","","","",""
"152","2013","no migration background","Urban Area","","","",""
"152","2013","no migration background","Rural Area","","","",""
"152","2013","direct migration background","Urban Area","6","","",""
"152","2013","direct migration background","Rural Area","","","",""
"152","2013","indirect migration background","Urban Area","","","",""
"152","2013","indirect migration background","Rural Area","","","",""
"154","2013","no migration background","Urban Area","","","",""
"154","2013","no migration background","Rural Area","","","",""
"154","2013","direct migration background","Urban Area","5","","",""
"154","2013","direct migration background","Rural Area","1","","",""
"154","2013","indirect migration background","Urban Area","","","",""
"154","2013","indirect migration background","Rural Area","","","",""
"155","2013","no migration background","Urban Area","","","",""
"155","2013","no migration background","Rural Area","","","",""
"155","2013","direct migration background","Urban Area","","","",""
"155","2013","direct migration background","Rural Area","","","",""
"155","2013","indirect migration background","Urban Area","","","",""
"155","2013","indirect migration background","Rural Area","","","",""
"156","2013","no migration background","Urban Area","","","",""
"156","2013","no migration background","Rural Area","","","",""
"156","2013","direct migration background","Urban Area","","","",""
"156","2013","direct migration background","Rural Area","","","",""
"156","2013","indirect migration background","Urban Area","","","",""
"156","2013","indirect migration background","Rural Area","","","",""
"158","2013","no migration background","Urban Area","","","",""
"158","2013","no migration background","Rural Area","","","",""
"158","2013","direct migration background","Urban Area","","","",""
"158","2013","direct migration background","Rural Area","","","",""
"158","2013","indirect migration background","Urban Area","","","",""
"158","2013","indirect migration background","Rural Area","","","",""
"162","2013","no migration background","Urban Area","","","",""
"162","2013","no migration background","Rural Area","","","",""
"162","2013","direct migration background","Urban Area","","","",""
"162","2013","direct migration background","Rural Area","","","",""
"162","2013","indirect migration background","Urban Area","","","",""
"162","2013","indirect migration background","Rural Area","","","",""
"164","2013","no migration background","Urban Area","","","",""
"164","2013","no migration background","Rural Area","","","",""
"164","2013","direct migration background","Urban Area","","","",""
"164","2013","direct migration background","Rural Area","","","",""
"164","2013","indirect migration background","Urban Area","","","",""
"164","2013","indirect migration background","Rural Area","","","",""
"165","2013","no migration background","Urban Area","","","",""
"165","2013","no migration background","Rural Area","","","",""
"165","2013","direct migration background","Urban Area","110","0.0142643358038775","0.0109339877614542","0.0175946838463008"
"165","2013","direct migration background","Rural Area","8","","",""
"165","2013","indirect migration background","Urban Area","26","","",""
"165","2013","indirect migration background","Rural Area","2","","",""
"166","2013","no migration background","Urban Area","","","",""
"166","2013","no migration background","Rural Area","","","",""
"166","2013","direct migration background","Urban Area","5","","",""
"166","2013","direct migration background","Rural Area","","","",""
"166","2013","indirect migration background","Urban Area","","","",""
"166","2013","indirect migration background","Rural Area","","","",""
"167","2013","no migration background","Urban Area","","","",""
"167","2013","no migration background","Rural Area","","","",""
"167","2013","direct migration background","Urban Area","1","","",""
"167","2013","direct migration background","Rural Area","","","",""
"167","2013","indirect migration background","Urban Area","","","",""
"167","2013","indirect migration background","Rural Area","","","",""
"168","2013","no migration background","Urban Area","","","",""
"168","2013","no migration background","Rural Area","","","",""
"168","2013","direct migration background","Urban Area","4","","",""
"168","2013","direct migration background","Rural Area","1","","",""
"168","2013","indirect migration background","Urban Area","1","","",""
"168","2013","indirect migration background","Rural Area","","","",""
"169","2013","no migration background","Urban Area","","","",""
"169","2013","no migration background","Rural Area","","","",""
"169","2013","direct migration background","Urban Area","1","","",""
"169","2013","direct migration background","Rural Area","","","",""
"169","2013","indirect migration background","Urban Area","","","",""
"169","2013","indirect migration background","Rural Area","","","",""
"172","2013","no migration background","Urban Area","","","",""
"172","2013","no migration background","Rural Area","","","",""
"172","2013","direct migration background","Urban Area","","","",""
"172","2013","direct migration background","Rural Area","","","",""
"172","2013","indirect migration background","Urban Area","","","",""
"172","2013","indirect migration background","Rural Area","","","",""
"173","2013","no migration background","Urban Area","","","",""
"173","2013","no migration background","Rural Area","","","",""
"173","2013","direct migration background","Urban Area","","","",""
"173","2013","direct migration background","Rural Area","1","","",""
"173","2013","indirect migration background","Urban Area","","","",""
"173","2013","indirect migration background","Rural Area","","","",""
"178","2013","no migration background","Urban Area","","","",""
"178","2013","no migration background","Rural Area","","","",""
"178","2013","direct migration background","Urban Area","","","",""
"178","2013","direct migration background","Rural Area","","","",""
"178","2013","indirect migration background","Urban Area","","","",""
"178","2013","indirect migration background","Rural Area","","","",""
"181","2013","no migration background","Urban Area","","","",""
"181","2013","no migration background","Rural Area","","","",""
"181","2013","direct migration background","Urban Area","","","",""
