"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"74","2011","no migration background","West Germany","","","",""
"74","2011","no migration background","East Germany","","","",""
"74","2011","direct migration background","West Germany","13","","",""
"74","2011","direct migration background","East Germany","1","","",""
"74","2011","indirect migration background","West Germany","","","",""
"74","2011","indirect migration background","East Germany","","","",""
"75","2011","no migration background","West Germany","","","",""
"75","2011","no migration background","East Germany","","","",""
"75","2011","direct migration background","West Germany","8","","",""
"75","2011","direct migration background","East Germany","","","",""
"75","2011","indirect migration background","West Germany","1","","",""
"75","2011","indirect migration background","East Germany","","","",""
"76","2011","no migration background","West Germany","","","",""
"76","2011","no migration background","East Germany","","","",""
"76","2011","direct migration background","West Germany","9","","",""
"76","2011","direct migration background","East Germany","","","",""
"76","2011","indirect migration background","West Germany","2","","",""
"76","2011","indirect migration background","East Germany","","","",""
"77","2011","no migration background","West Germany","","","",""
"77","2011","no migration background","East Germany","","","",""
"77","2011","direct migration background","West Germany","4","","",""
"77","2011","direct migration background","East Germany","","","",""
"77","2011","indirect migration background","West Germany","","","",""
"77","2011","indirect migration background","East Germany","","","",""
"78","2011","no migration background","West Germany","","","",""
"78","2011","no migration background","East Germany","","","",""
"78","2011","direct migration background","West Germany","28","","",""
"78","2011","direct migration background","East Germany","1","","",""
"78","2011","indirect migration background","West Germany","","","",""
"78","2011","indirect migration background","East Germany","","","",""
"79","2011","no migration background","West Germany","","","",""
"79","2011","no migration background","East Germany","","","",""
"79","2011","direct migration background","West Germany","3","","",""
"79","2011","direct migration background","East Germany","1","","",""
"79","2011","indirect migration background","West Germany","","","",""
"79","2011","indirect migration background","East Germany","","","",""
"80","2011","no migration background","West Germany","","","",""
"80","2011","no migration background","East Germany","","","",""
"80","2011","direct migration background","West Germany","","","",""
"80","2011","direct migration background","East Germany","","","",""
"80","2011","indirect migration background","West Germany","","","",""
"80","2011","indirect migration background","East Germany","","","",""
"81","2011","no migration background","West Germany","","","",""
"81","2011","no migration background","East Germany","","","",""
"81","2011","direct migration background","West Germany","","","",""
"81","2011","direct migration background","East Germany","","","",""
"81","2011","indirect migration background","West Germany","","","",""
"81","2011","indirect migration background","East Germany","","","",""
"82","2011","no migration background","West Germany","","","",""
"82","2011","no migration background","East Germany","","","",""
"82","2011","direct migration background","West Germany","","","",""
"82","2011","direct migration background","East Germany","","","",""
"82","2011","indirect migration background","West Germany","","","",""
"82","2011","indirect migration background","East Germany","","","",""
"83","2011","no migration background","West Germany","","","",""
"83","2011","no migration background","East Germany","","","",""
"83","2011","direct migration background","West Germany","6","","",""
"83","2011","direct migration background","East Germany","1","","",""
"83","2011","indirect migration background","West Germany","","","",""
"83","2011","indirect migration background","East Germany","","","",""
"84","2011","no migration background","West Germany","","","",""
"84","2011","no migration background","East Germany","","","",""
"84","2011","direct migration background","West Germany","","","",""
"84","2011","direct migration background","East Germany","","","",""
"84","2011","indirect migration background","West Germany","","","",""
"84","2011","indirect migration background","East Germany","","","",""
"85","2011","no migration background","West Germany","","","",""
"85","2011","no migration background","East Germany","","","",""
"85","2011","direct migration background","West Germany","4","","",""
"85","2011","direct migration background","East Germany","","","",""
"85","2011","indirect migration background","West Germany","","","",""
"85","2011","indirect migration background","East Germany","","","",""
"86","2011","no migration background","West Germany","","","",""
"86","2011","no migration background","East Germany","","","",""
"86","2011","direct migration background","West Germany","","","",""
"86","2011","direct migration background","East Germany","","","",""
"86","2011","indirect migration background","West Germany","","","",""
"86","2011","indirect migration background","East Germany","","","",""
"89","2011","no migration background","West Germany","","","",""
"89","2011","no migration background","East Germany","","","",""
"89","2011","direct migration background","West Germany","1","","",""
"89","2011","direct migration background","East Germany","","","",""
"89","2011","indirect migration background","West Germany","","","",""
"89","2011","indirect migration background","East Germany","","","",""
"90","2011","no migration background","West Germany","","","",""
"90","2011","no migration background","East Germany","","","",""
"90","2011","direct migration background","West Germany","","","",""
"90","2011","direct migration background","East Germany","","","",""
"90","2011","indirect migration background","West Germany","","","",""
"90","2011","indirect migration background","East Germany","","","",""
"92","2011","no migration background","West Germany","","","",""
"92","2011","no migration background","East Germany","","","",""
"92","2011","direct migration background","West Germany","","","",""
"92","2011","direct migration background","East Germany","","","",""
"92","2011","indirect migration background","West Germany","","","",""
"92","2011","indirect migration background","East Germany","","","",""
"94","2011","no migration background","West Germany","","","",""
"94","2011","no migration background","East Germany","","","",""
"94","2011","direct migration background","West Germany","","","",""
"94","2011","direct migration background","East Germany","","","",""
"94","2011","indirect migration background","West Germany","","","",""
"94","2011","indirect migration background","East Germany","","","",""
"95","2011","no migration background","West Germany","","","",""
"95","2011","no migration background","East Germany","","","",""
"95","2011","direct migration background","West Germany","","","",""
"95","2011","direct migration background","East Germany","","","",""
"95","2011","indirect migration background","West Germany","","","",""
"95","2011","indirect migration background","East Germany","","","",""
"96","2011","no migration background","West Germany","","","",""
"96","2011","no migration background","East Germany","","","",""
"96","2011","direct migration background","West Germany","1","","",""
"96","2011","direct migration background","East Germany","","","",""
"96","2011","indirect migration background","West Germany","","","",""
"96","2011","indirect migration background","East Germany","","","",""
"97","2011","no migration background","West Germany","","","",""
"97","2011","no migration background","East Germany","","","",""
"97","2011","direct migration background","West Germany","","","",""
"97","2011","direct migration background","East Germany","","","",""
"97","2011","indirect migration background","West Germany","","","",""
"97","2011","indirect migration background","East Germany","","","",""
"98","2011","no migration background","West Germany","1","","",""
"98","2011","no migration background","East Germany","","","",""
"98","2011","direct migration background","West Germany","9","","",""
"98","2011","direct migration background","East Germany","3","","",""
"98","2011","indirect migration background","West Germany","2","","",""
"98","2011","indirect migration background","East Germany","","","",""
"101","2011","no migration background","West Germany","","","",""
"101","2011","no migration background","East Germany","","","",""
"101","2011","direct migration background","West Germany","1","","",""
"101","2011","direct migration background","East Germany","","","",""
"101","2011","indirect migration background","West Germany","","","",""
"101","2011","indirect migration background","East Germany","","","",""
"102","2011","no migration background","West Germany","","","",""
"102","2011","no migration background","East Germany","","","",""
"102","2011","direct migration background","West Germany","4","","",""
"102","2011","direct migration background","East Germany","","","",""
"102","2011","indirect migration background","West Germany","","","",""
"102","2011","indirect migration background","East Germany","","","",""
"103","2011","no migration background","West Germany","","","",""
"103","2011","no migration background","East Germany","","","",""
"103","2011","direct migration background","West Germany","1","","",""
"103","2011","direct migration background","East Germany","","","",""
"103","2011","indirect migration background","West Germany","","","",""
"103","2011","indirect migration background","East Germany","","","",""
"105","2011","no migration background","West Germany","","","",""
"105","2011","no migration background","East Germany","","","",""
"105","2011","direct migration background","West Germany","1","","",""
"105","2011","direct migration background","East Germany","","","",""
"105","2011","indirect migration background","West Germany","","","",""
"105","2011","indirect migration background","East Germany","","","",""
"108","2011","no migration background","West Germany","","","",""
"108","2011","no migration background","East Germany","","","",""
"108","2011","direct migration background","West Germany","1","","",""
"108","2011","direct migration background","East Germany","","","",""
"108","2011","indirect migration background","West Germany","","","",""
"108","2011","indirect migration background","East Germany","","","",""
"110","2011","no migration background","West Germany","","","",""
"110","2011","no migration background","East Germany","","","",""
"110","2011","direct migration background","West Germany","2","","",""
"110","2011","direct migration background","East Germany","","","",""
"110","2011","indirect migration background","West Germany","","","",""
"110","2011","indirect migration background","East Germany","","","",""
"111","2011","no migration background","West Germany","","","",""
"111","2011","no migration background","East Germany","","","",""
"111","2011","direct migration background","West Germany","","","",""
"111","2011","direct migration background","East Germany","","","",""
"111","2011","indirect migration background","West Germany","","","",""
"111","2011","indirect migration background","East Germany","","","",""
"113","2011","no migration background","West Germany","","","",""
"113","2011","no migration background","East Germany","","","",""
"113","2011","direct migration background","West Germany","","","",""
"113","2011","direct migration background","East Germany","","","",""
"113","2011","indirect migration background","West Germany","","","",""
"113","2011","indirect migration background","East Germany","","","",""
"116","2011","no migration background","West Germany","1","","",""
"116","2011","no migration background","East Germany","","","",""
"116","2011","direct migration background","West Germany","4","","",""
"116","2011","direct migration background","East Germany","","","",""
"116","2011","indirect migration background","West Germany","","","",""
"116","2011","indirect migration background","East Germany","","","",""
"117","2011","no migration background","West Germany","","","",""
"117","2011","no migration background","East Germany","","","",""
"117","2011","direct migration background","West Germany","6","","",""
"117","2011","direct migration background","East Germany","","","",""
"117","2011","indirect migration background","West Germany","","","",""
"117","2011","indirect migration background","East Germany","","","",""
"118","2011","no migration background","West Germany","3","","",""
"118","2011","no migration background","East Germany","","","",""
"118","2011","direct migration background","West Germany","34","0.0209839746484771","0.0159546511566454","0.0260132981403089"
"118","2011","direct migration background","East Germany","1","","",""
"118","2011","indirect migration background","West Germany","6","","",""
"118","2011","indirect migration background","East Germany","","","",""
"119","2011","no migration background","West Germany","","","",""
"119","2011","no migration background","East Germany","","","",""
"119","2011","direct migration background","West Germany","65","0.0348285714493861","0.0283951670250538","0.0412619758737183"
"119","2011","direct migration background","East Germany","","","",""
"119","2011","indirect migration background","West Germany","15","","",""
"119","2011","indirect migration background","East Germany","1","","",""
"120","2011","no migration background","West Germany","","","",""
"120","2011","no migration background","East Germany","","","",""
"120","2011","direct migration background","West Germany","33","0.0147880230953395","0.010552659537807","0.019023386652872"
"120","2011","direct migration background","East Germany","","","",""
"120","2011","indirect migration background","West Germany","4","","",""
"120","2011","indirect migration background","East Germany","1","","",""
"121","2011","no migration background","West Germany","","","",""
"121","2011","no migration background","East Germany","","","",""
"121","2011","direct migration background","West Germany","16","","",""
"121","2011","direct migration background","East Germany","","","",""
"121","2011","indirect migration background","West Germany","9","","",""
"121","2011","indirect migration background","East Germany","","","",""
"122","2011","no migration background","West Germany","","","",""
"122","2011","no migration background","East Germany","","","",""
"122","2011","direct migration background","West Germany","6","","",""
"122","2011","direct migration background","East Germany","","","",""
"122","2011","indirect migration background","West Germany","1","","",""
"122","2011","indirect migration background","East Germany","","","",""
"123","2011","no migration background","West Germany","","","",""
"123","2011","no migration background","East Germany","","","",""
"123","2011","direct migration background","West Germany","8","","",""
"123","2011","direct migration background","East Germany","1","","",""
"123","2011","indirect migration background","West Germany","","","",""
"123","2011","indirect migration background","East Germany","","","",""
"124","2011","no migration background","West Germany","","","",""
"124","2011","no migration background","East Germany","","","",""
"124","2011","direct migration background","West Germany","","","",""
"124","2011","direct migration background","East Germany","","","",""
"124","2011","indirect migration background","West Germany","","","",""
"124","2011","indirect migration background","East Germany","","","",""
"125","2011","no migration background","West Germany","","","",""
"125","2011","no migration background","East Germany","","","",""
"125","2011","direct migration background","West Germany","","","",""
"125","2011","direct migration background","East Germany","","","",""
"125","2011","indirect migration background","West Germany","","","",""
"125","2011","indirect migration background","East Germany","","","",""
"127","2011","no migration background","West Germany","","","",""
"127","2011","no migration background","East Germany","","","",""
"127","2011","direct migration background","West Germany","","","",""
"127","2011","direct migration background","East Germany","","","",""
"127","2011","indirect migration background","West Germany","","","",""
"127","2011","indirect migration background","East Germany","","","",""
"128","2011","no migration background","West Germany","","","",""
"128","2011","no migration background","East Germany","","","",""
"128","2011","direct migration background","West Germany","","","",""
"128","2011","direct migration background","East Germany","","","",""
"128","2011","indirect migration background","West Germany","","","",""
"128","2011","indirect migration background","East Germany","","","",""
"129","2011","no migration background","West Germany","","","",""
"129","2011","no migration background","East Germany","","","",""
"129","2011","direct migration background","West Germany","","","",""
"129","2011","direct migration background","East Germany","","","",""
"129","2011","indirect migration background","West Germany","","","",""
"129","2011","indirect migration background","East Germany","","","",""
"130","2011","no migration background","West Germany","","","",""
"130","2011","no migration background","East Germany","","","",""
"130","2011","direct migration background","West Germany","4","","",""
"130","2011","direct migration background","East Germany","","","",""
"130","2011","indirect migration background","West Germany","","","",""
"130","2011","indirect migration background","East Germany","","","",""
"131","2011","no migration background","West Germany","","","",""
"131","2011","no migration background","East Germany","","","",""
"131","2011","direct migration background","West Germany","","","",""
"131","2011","direct migration background","East Germany","","","",""
"131","2011","indirect migration background","West Germany","","","",""
"131","2011","indirect migration background","East Germany","","","",""
"132","2011","no migration background","West Germany","","","",""
"132","2011","no migration background","East Germany","","","",""
"132","2011","direct migration background","West Germany","6","","",""
"132","2011","direct migration background","East Germany","","","",""
"132","2011","indirect migration background","West Germany","","","",""
"132","2011","indirect migration background","East Germany","","","",""
"133","2011","no migration background","West Germany","","","",""
"133","2011","no migration background","East Germany","","","",""
"133","2011","direct migration background","West Germany","","","",""
"133","2011","direct migration background","East Germany","","","",""
"133","2011","indirect migration background","West Germany","","","",""
"133","2011","indirect migration background","East Germany","","","",""
"135","2011","no migration background","West Germany","","","",""
"135","2011","no migration background","East Germany","","","",""
"135","2011","direct migration background","West Germany","1","","",""
"135","2011","direct migration background","East Germany","","","",""
"135","2011","indirect migration background","West Germany","","","",""
"135","2011","indirect migration background","East Germany","","","",""
"138","2011","no migration background","West Germany","","","",""
"138","2011","no migration background","East Germany","","","",""
"138","2011","direct migration background","West Germany","","","",""
"138","2011","direct migration background","East Germany","","","",""
"138","2011","indirect migration background","West Germany","","","",""
"138","2011","indirect migration background","East Germany","","","",""
"139","2011","no migration background","West Germany","","","",""
"139","2011","no migration background","East Germany","","","",""
"139","2011","direct migration background","West Germany","3","","",""
"139","2011","direct migration background","East Germany","1","","",""
"139","2011","indirect migration background","West Germany","","","",""
"139","2011","indirect migration background","East Germany","","","",""
"140","2011","no migration background","West Germany","","","",""
"140","2011","no migration background","East Germany","","","",""
"140","2011","direct migration background","West Germany","47","0.00835718121766824","0.00516286181552156","0.0115515006198149"
"140","2011","direct migration background","East Germany","2","","",""
"140","2011","indirect migration background","West Germany","1","","",""
"140","2011","indirect migration background","East Germany","","","",""
"141","2011","no migration background","West Germany","","","",""
"141","2011","no migration background","East Germany","","","",""
"141","2011","direct migration background","West Germany","","","",""
"141","2011","direct migration background","East Germany","","","",""
"141","2011","indirect migration background","West Germany","","","",""
"141","2011","indirect migration background","East Germany","","","",""
"142","2011","no migration background","West Germany","","","",""
"142","2011","no migration background","East Germany","","","",""
"142","2011","direct migration background","West Germany","","","",""
"142","2011","direct migration background","East Germany","","","",""
"142","2011","indirect migration background","West Germany","","","",""
"142","2011","indirect migration background","East Germany","","","",""
"143","2011","no migration background","West Germany","","","",""
"143","2011","no migration background","East Germany","","","",""
"143","2011","direct migration background","West Germany","4","","",""
"143","2011","direct migration background","East Germany","","","",""
"143","2011","indirect migration background","West Germany","1","","",""
"143","2011","indirect migration background","East Germany","","","",""
"144","2011","no migration background","West Germany","","","",""
"144","2011","no migration background","East Germany","","","",""
"144","2011","direct migration background","West Germany","3","","",""
"144","2011","direct migration background","East Germany","","","",""
"144","2011","indirect migration background","West Germany","","","",""
"144","2011","indirect migration background","East Germany","","","",""
"145","2011","no migration background","West Germany","","","",""
"145","2011","no migration background","East Germany","","","",""
"145","2011","direct migration background","West Germany","1","","",""
"145","2011","direct migration background","East Germany","","","",""
"145","2011","indirect migration background","West Germany","","","",""
"145","2011","indirect migration background","East Germany","","","",""
"146","2011","no migration background","West Germany","","","",""
"146","2011","no migration background","East Germany","","","",""
"146","2011","direct migration background","West Germany","9","","",""
"146","2011","direct migration background","East Germany","1","","",""
"146","2011","indirect migration background","West Germany","","","",""
"146","2011","indirect migration background","East Germany","","","",""
"147","2011","no migration background","West Germany","","","",""
"147","2011","no migration background","East Germany","","","",""
"147","2011","direct migration background","West Germany","","","",""
"147","2011","direct migration background","East Germany","","","",""
"147","2011","indirect migration background","West Germany","","","",""
"147","2011","indirect migration background","East Germany","","","",""
"148","2011","no migration background","West Germany","","","",""
"148","2011","no migration background","East Germany","","","",""
"148","2011","direct migration background","West Germany","1","","",""
"148","2011","direct migration background","East Germany","","","",""
"148","2011","indirect migration background","West Germany","","","",""
"148","2011","indirect migration background","East Germany","","","",""
"149","2011","no migration background","West Germany","","","",""
"149","2011","no migration background","East Germany","","","",""
"149","2011","direct migration background","West Germany","1","","",""
"149","2011","direct migration background","East Germany","","","",""
"149","2011","indirect migration background","West Germany","","","",""
"149","2011","indirect migration background","East Germany","","","",""
"151","2011","no migration background","West Germany","","","",""
"151","2011","no migration background","East Germany","","","",""
"151","2011","direct migration background","West Germany","","","",""
"151","2011","direct migration background","East Germany","","","",""
"151","2011","indirect migration background","West Germany","","","",""
"151","2011","indirect migration background","East Germany","","","",""
"152","2011","no migration background","West Germany","","","",""
"152","2011","no migration background","East Germany","","","",""
"152","2011","direct migration background","West Germany","3","","",""
"152","2011","direct migration background","East Germany","","","",""
"152","2011","indirect migration background","West Germany","","","",""
"152","2011","indirect migration background","East Germany","","","",""
"154","2011","no migration background","West Germany","","","",""
"154","2011","no migration background","East Germany","","","",""
"154","2011","direct migration background","West Germany","","","",""
"154","2011","direct migration background","East Germany","1","","",""
"154","2011","indirect migration background","West Germany","","","",""
"154","2011","indirect migration background","East Germany","","","",""
"155","2011","no migration background","West Germany","","","",""
"155","2011","no migration background","East Germany","","","",""
"155","2011","direct migration background","West Germany","","","",""
"155","2011","direct migration background","East Germany","","","",""
"155","2011","indirect migration background","West Germany","","","",""
"155","2011","indirect migration background","East Germany","","","",""
"156","2011","no migration background","West Germany","","","",""
"156","2011","no migration background","East Germany","","","",""
"156","2011","direct migration background","West Germany","","","",""
"156","2011","direct migration background","East Germany","","","",""
"156","2011","indirect migration background","West Germany","","","",""
"156","2011","indirect migration background","East Germany","","","",""
"158","2011","no migration background","West Germany","","","",""
"158","2011","no migration background","East Germany","","","",""
"158","2011","direct migration background","West Germany","","","",""
"158","2011","direct migration background","East Germany","","","",""
"158","2011","indirect migration background","West Germany","","","",""
"158","2011","indirect migration background","East Germany","","","",""
"162","2011","no migration background","West Germany","","","",""
"162","2011","no migration background","East Germany","","","",""
"162","2011","direct migration background","West Germany","","","",""
"162","2011","direct migration background","East Germany","","","",""
"162","2011","indirect migration background","West Germany","","","",""
"162","2011","indirect migration background","East Germany","","","",""
"164","2011","no migration background","West Germany","","","",""
"164","2011","no migration background","East Germany","","","",""
"164","2011","direct migration background","West Germany","1","","",""
"164","2011","direct migration background","East Germany","","","",""
"164","2011","indirect migration background","West Germany","","","",""
"164","2011","indirect migration background","East Germany","","","",""
"165","2011","no migration background","West Germany","","","",""
"165","2011","no migration background","East Germany","","","",""
"165","2011","direct migration background","West Germany","33","0.0108260805934418","0.00719494262598026","0.0144572185609033"
"165","2011","direct migration background","East Germany","","","",""
"165","2011","indirect migration background","West Germany","12","","",""
"165","2011","indirect migration background","East Germany","","","",""
"166","2011","no migration background","West Germany","","","",""
"166","2011","no migration background","East Germany","","","",""
"166","2011","direct migration background","West Germany","","","",""
"166","2011","direct migration background","East Germany","","","",""
"166","2011","indirect migration background","West Germany","","","",""
"166","2011","indirect migration background","East Germany","","","",""
"167","2011","no migration background","West Germany","","","",""
"167","2011","no migration background","East Germany","","","",""
"167","2011","direct migration background","West Germany","1","","",""
"167","2011","direct migration background","East Germany","","","",""
"167","2011","indirect migration background","West Germany","","","",""
"167","2011","indirect migration background","East Germany","","","",""
"168","2011","no migration background","West Germany","","","",""
"168","2011","no migration background","East Germany","","","",""
"168","2011","direct migration background","West Germany","3","","",""
"168","2011","direct migration background","East Germany","","","",""
"168","2011","indirect migration background","West Germany","","","",""
"168","2011","indirect migration background","East Germany","","","",""
"169","2011","no migration background","West Germany","","","",""
"169","2011","no migration background","East Germany","","","",""
"169","2011","direct migration background","West Germany","1","","",""
"169","2011","direct migration background","East Germany","","","",""
"169","2011","indirect migration background","West Germany","","","",""
"169","2011","indirect migration background","East Germany","","","",""
"172","2011","no migration background","West Germany","","","",""
"172","2011","no migration background","East Germany","","","",""
"172","2011","direct migration background","West Germany","","","",""
"172","2011","direct migration background","East Germany","","","",""
"172","2011","indirect migration background","West Germany","","","",""
"172","2011","indirect migration background","East Germany","","","",""
"173","2011","no migration background","West Germany","","","",""
"173","2011","no migration background","East Germany","","","",""
"173","2011","direct migration background","West Germany","","","",""
"173","2011","direct migration background","East Germany","","","",""
"173","2011","indirect migration background","West Germany","","","",""
"173","2011","indirect migration background","East Germany","","","",""
"178","2011","no migration background","West Germany","","","",""
"178","2011","no migration background","East Germany","","","",""
"178","2011","direct migration background","West Germany","","","",""
"178","2011","direct migration background","East Germany","","","",""
"178","2011","indirect migration background","West Germany","","","",""
"178","2011","indirect migration background","East Germany","","","",""
"181","2011","no migration background","West Germany","","","",""
"181","2011","no migration background","East Germany","","","",""
"181","2011","direct migration background","West Germany","","","",""
"181","2011","direct migration background","East Germany","","","",""
"181","2011","indirect migration background","West Germany","","","",""
"181","2011","indirect migration background","East Germany","","","",""
"183","2011","no migration background","West Germany","","","",""
"183","2011","no migration background","East Germany","","","",""
"183","2011","direct migration background","West Germany","","","",""
"183","2011","direct migration background","East Germany","","","",""
"183","2011","indirect migration background","West Germany","","","",""
"183","2011","indirect migration background","East Germany","","","",""
"188","2011","no migration background","West Germany","","","",""
"188","2011","no migration background","East Germany","","","",""
"188","2011","direct migration background","West Germany","","","",""
"188","2011","direct migration background","East Germany","","","",""
"188","2011","indirect migration background","West Germany","","","",""
"188","2011","indirect migration background","East Germany","","","",""
"195","2011","no migration background","West Germany","","","",""
"195","2011","no migration background","East Germany","","","",""
"195","2011","direct migration background","West Germany","","","",""
"195","2011","direct migration background","East Germany","","","",""
"195","2011","indirect migration background","West Germany","","","",""
"195","2011","indirect migration background","East Germany","","","",""
"196","2011","no migration background","West Germany","","","",""
"196","2011","no migration background","East Germany","","","",""
"196","2011","direct migration background","West Germany","","","",""
"196","2011","direct migration background","East Germany","","","",""
"196","2011","indirect migration background","West Germany","","","",""
"196","2011","indirect migration background","East Germany","","","",""
"999","2011","no migration background","West Germany","","","",""
"999","2011","no migration background","East Germany","","","",""
"999","2011","direct migration background","West Germany","","","",""
"999","2011","direct migration background","East Germany","","","",""
"999","2011","indirect migration background","West Germany","","","",""
"999","2011","indirect migration background","East Germany","","","",""
"1","2012","no migration background","West Germany","17775","0.999047611592758","0.998594312683785","0.999500910501731"
"1","2012","no migration background","East Germany","6042","1","1","1"
"1","2012","direct migration background","West Germany","1669","0.477200540795354","0.459065382709401","0.495335698881307"
"1","2012","direct migration background","East Germany","103","0.664762224471924","0.590683169540303","0.738841279403545"
"1","2012","indirect migration background","West Germany","1002","0.731738520524364","0.707579798826476","0.755897242222253"
"1","2012","indirect migration background","East Germany","80","0.978132951188401","0.946478470224899","1.0097874321519"
"2","2012","no migration background","West Germany","2","","",""
"2","2012","no migration background","East Germany","","","",""
"2","2012","direct migration background","West Germany","214","0.0896106315325785","0.0792402036662967","0.0999810593988602"
"2","2012","direct migration background","East Germany","","","",""
"2","2012","indirect migration background","West Germany","102","0.10022778299224","0.0838529384479012","0.116602627536578"
"2","2012","indirect migration background","East Germany","","","",""
"3","2012","no migration background","West Germany","","","",""
"3","2012","no migration background","East Germany","","","",""
"3","2012","direct migration background","West Germany","8","","",""
"3","2012","direct migration background","East Germany","2","","",""
"3","2012","indirect migration background","West Germany","1","","",""
"3","2012","indirect migration background","East Germany","","","",""
"4","2012","no migration background","West Germany","1","","",""
"4","2012","no migration background","East Germany","","","",""
"4","2012","direct migration background","West Germany","63","0.0137739529768951","0.00954219472729154","0.0180057112264988"
"4","2012","direct migration background","East Germany","","","",""
"4","2012","indirect migration background","West Germany","33","0.0177408460901474","0.0105427599316981","0.0249389322485968"
"4","2012","indirect migration background","East Germany","1","","",""
"5","2012","no migration background","West Germany","1","","",""
"5","2012","no migration background","East Germany","","","",""
"5","2012","direct migration background","West Germany","119","0.0567596546457646","0.0483585890872694","0.0651607202042599"
"5","2012","direct migration background","East Germany","3","","",""
"5","2012","indirect migration background","West Germany","58","0.0522432702152403","0.0401099279190089","0.0643766125114717"
"5","2012","indirect migration background","East Germany","","","",""
"6","2012","no migration background","West Germany","","","",""
"6","2012","no migration background","East Germany","","","",""
"6","2012","direct migration background","West Germany","28","","",""
"6","2012","direct migration background","East Germany","","","",""
"6","2012","indirect migration background","West Germany","15","","",""
"6","2012","indirect migration background","East Germany","","","",""
"10","2012","no migration background","West Germany","4","","",""
"10","2012","no migration background","East Germany","","","",""
"10","2012","direct migration background","West Germany","52","0.0321976662327512","0.0257883921064935","0.0386069403590089"
"10","2012","direct migration background","East Germany","","","",""
"10","2012","indirect migration background","West Germany","8","","",""
"10","2012","indirect migration background","East Germany","","","",""
"11","2012","no migration background","West Germany","","","",""
"11","2012","no migration background","East Germany","","","",""
"11","2012","direct migration background","West Germany","27","","",""
"11","2012","direct migration background","East Germany","1","","",""
"11","2012","indirect migration background","West Germany","2","","",""
"11","2012","indirect migration background","East Germany","","","",""
"12","2012","no migration background","West Germany","","","",""
"12","2012","no migration background","East Germany","","","",""
"12","2012","direct migration background","West Germany","","","",""
"12","2012","direct migration background","East Germany","","","",""
"12","2012","indirect migration background","West Germany","","","",""
"12","2012","indirect migration background","East Germany","","","",""
"13","2012","no migration background","West Germany","","","",""
"13","2012","no migration background","East Germany","","","",""
"13","2012","direct migration background","West Germany","9","","",""
"13","2012","direct migration background","East Germany","","","",""
"13","2012","indirect migration background","West Germany","3","","",""
"13","2012","indirect migration background","East Germany","","","",""
"14","2012","no migration background","West Germany","","","",""
"14","2012","no migration background","East Germany","","","",""
"14","2012","direct migration background","West Germany","23","","",""
"14","2012","direct migration background","East Germany","2","","",""
"14","2012","indirect migration background","West Germany","5","","",""
"14","2012","indirect migration background","East Germany","","","",""
"15","2012","no migration background","West Germany","","","",""
"15","2012","no migration background","East Germany","","","",""
"15","2012","direct migration background","West Germany","5","","",""
"15","2012","direct migration background","East Germany","","","",""
"15","2012","indirect migration background","West Germany","","","",""
"15","2012","indirect migration background","East Germany","","","",""
"16","2012","no migration background","West Germany","","","",""
"16","2012","no migration background","East Germany","","","",""
"16","2012","direct migration background","West Germany","1","","",""
"16","2012","direct migration background","East Germany","","","",""
"16","2012","indirect migration background","West Germany","","","",""
"16","2012","indirect migration background","East Germany","","","",""
"17","2012","no migration background","West Germany","","","",""
"17","2012","no migration background","East Germany","","","",""
"17","2012","direct migration background","West Germany","6","","",""
"17","2012","direct migration background","East Germany","","","",""
"17","2012","indirect migration background","West Germany","","","",""
"17","2012","indirect migration background","East Germany","","","",""
"18","2012","no migration background","West Germany","","","",""
"18","2012","no migration background","East Germany","","","",""
"18","2012","direct migration background","West Germany","25","","",""
"18","2012","direct migration background","East Germany","2","","",""
"18","2012","indirect migration background","West Germany","4","","",""
"18","2012","indirect migration background","East Germany","","","",""
"19","2012","no migration background","West Germany","","","",""
"19","2012","no migration background","East Germany","","","",""
"19","2012","direct migration background","West Germany","14","","",""
"19","2012","direct migration background","East Germany","1","","",""
"19","2012","indirect migration background","West Germany","1","","",""
"19","2012","indirect migration background","East Germany","","","",""
"20","2012","no migration background","West Germany","","","",""
"20","2012","no migration background","East Germany","","","",""
"20","2012","direct migration background","West Germany","2","","",""
"20","2012","direct migration background","East Germany","","","",""
"20","2012","indirect migration background","West Germany","","","",""
"20","2012","indirect migration background","East Germany","","","",""
"21","2012","no migration background","West Germany","","","",""
"21","2012","no migration background","East Germany","","","",""
"21","2012","direct migration background","West Germany","25","","",""
"21","2012","direct migration background","East Germany","2","","",""
"21","2012","indirect migration background","West Germany","","","",""
"21","2012","indirect migration background","East Germany","","","",""
"22","2012","no migration background","West Germany","","","",""
"22","2012","no migration background","East Germany","","","",""
"22","2012","direct migration background","West Germany","57","0.0249280841270238","0.0192674368771604","0.0305887313768872"
"22","2012","direct migration background","East Germany","2","","",""
"22","2012","indirect migration background","West Germany","","","",""
"22","2012","indirect migration background","East Germany","","","",""
"23","2012","no migration background","West Germany","","","",""
"23","2012","no migration background","East Germany","","","",""
"23","2012","direct migration background","West Germany","1","","",""
"23","2012","direct migration background","East Germany","","","",""
"23","2012","indirect migration background","West Germany","","","",""
"23","2012","indirect migration background","East Germany","","","",""
"24","2012","no migration background","West Germany","","","",""
"24","2012","no migration background","East Germany","","","",""
"24","2012","direct migration background","West Germany","7","","",""
"24","2012","direct migration background","East Germany","2","","",""
