"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"37","2015","general elemantary","Rural Area","","","",""
"37","2015","middle vocational","Urban Area","1","","",""
"37","2015","middle vocational","Rural Area","","","",""
"37","2015","vocational + Abi","Urban Area","","","",""
"37","2015","vocational + Abi","Rural Area","","","",""
"37","2015","higher vocational","Urban Area","","","",""
"37","2015","higher vocational","Rural Area","","","",""
"37","2015","higher education","Urban Area","","","",""
"37","2015","higher education","Rural Area","","","",""
"38","2015","in school","Urban Area","","","",""
"38","2015","in school","Rural Area","","","",""
"38","2015","inadequately","Urban Area","","","",""
"38","2015","inadequately","Rural Area","","","",""
"38","2015","general elemantary","Urban Area","1","","",""
"38","2015","general elemantary","Rural Area","","","",""
"38","2015","middle vocational","Urban Area","1","","",""
"38","2015","middle vocational","Rural Area","","","",""
"38","2015","vocational + Abi","Urban Area","","","",""
"38","2015","vocational + Abi","Rural Area","","","",""
"38","2015","higher vocational","Urban Area","","","",""
"38","2015","higher vocational","Rural Area","","","",""
"38","2015","higher education","Urban Area","3","","",""
"38","2015","higher education","Rural Area","1","","",""
"39","2015","in school","Urban Area","","","",""
"39","2015","in school","Rural Area","","","",""
"39","2015","inadequately","Urban Area","","","",""
"39","2015","inadequately","Rural Area","","","",""
"39","2015","general elemantary","Urban Area","","","",""
"39","2015","general elemantary","Rural Area","","","",""
"39","2015","middle vocational","Urban Area","1","","",""
"39","2015","middle vocational","Rural Area","","","",""
"39","2015","vocational + Abi","Urban Area","","","",""
"39","2015","vocational + Abi","Rural Area","","","",""
"39","2015","higher vocational","Urban Area","","","",""
"39","2015","higher vocational","Rural Area","","","",""
"39","2015","higher education","Urban Area","1","","",""
"39","2015","higher education","Rural Area","","","",""
"40","2015","in school","Urban Area","","","",""
"40","2015","in school","Rural Area","","","",""
"40","2015","inadequately","Urban Area","","","",""
"40","2015","inadequately","Rural Area","","","",""
"40","2015","general elemantary","Urban Area","","","",""
"40","2015","general elemantary","Rural Area","","","",""
"40","2015","middle vocational","Urban Area","1","","",""
"40","2015","middle vocational","Rural Area","","","",""
"40","2015","vocational + Abi","Urban Area","","","",""
"40","2015","vocational + Abi","Rural Area","","","",""
"40","2015","higher vocational","Urban Area","","","",""
"40","2015","higher vocational","Rural Area","","","",""
"40","2015","higher education","Urban Area","5","","",""
"40","2015","higher education","Rural Area","1","","",""
"41","2015","in school","Urban Area","","","",""
"41","2015","in school","Rural Area","","","",""
"41","2015","inadequately","Urban Area","","","",""
"41","2015","inadequately","Rural Area","","","",""
"41","2015","general elemantary","Urban Area","","","",""
"41","2015","general elemantary","Rural Area","","","",""
"41","2015","middle vocational","Urban Area","","","",""
"41","2015","middle vocational","Rural Area","","","",""
"41","2015","vocational + Abi","Urban Area","","","",""
"41","2015","vocational + Abi","Rural Area","","","",""
"41","2015","higher vocational","Urban Area","","","",""
"41","2015","higher vocational","Rural Area","","","",""
"41","2015","higher education","Urban Area","1","","",""
"41","2015","higher education","Rural Area","","","",""
"42","2015","in school","Urban Area","","","",""
"42","2015","in school","Rural Area","","","",""
"42","2015","inadequately","Urban Area","","","",""
"42","2015","inadequately","Rural Area","1","","",""
"42","2015","general elemantary","Urban Area","","","",""
"42","2015","general elemantary","Rural Area","2","","",""
"42","2015","middle vocational","Urban Area","3","","",""
"42","2015","middle vocational","Rural Area","","","",""
"42","2015","vocational + Abi","Urban Area","","","",""
"42","2015","vocational + Abi","Rural Area","","","",""
"42","2015","higher vocational","Urban Area","","","",""
"42","2015","higher vocational","Rural Area","","","",""
"42","2015","higher education","Urban Area","26","","",""
"42","2015","higher education","Rural Area","1","","",""
"43","2015","in school","Urban Area","2","","",""
"43","2015","in school","Rural Area","3","","",""
"43","2015","inadequately","Urban Area","4","","",""
"43","2015","inadequately","Rural Area","2","","",""
"43","2015","general elemantary","Urban Area","3","","",""
"43","2015","general elemantary","Rural Area","3","","",""
"43","2015","middle vocational","Urban Area","7","","",""
"43","2015","middle vocational","Rural Area","3","","",""
"43","2015","vocational + Abi","Urban Area","","","",""
"43","2015","vocational + Abi","Rural Area","1","","",""
"43","2015","higher vocational","Urban Area","","","",""
"43","2015","higher vocational","Rural Area","","","",""
"43","2015","higher education","Urban Area","5","","",""
"43","2015","higher education","Rural Area","2","","",""
"44","2015","in school","Urban Area","","","",""
"44","2015","in school","Rural Area","","","",""
"44","2015","inadequately","Urban Area","","","",""
"44","2015","inadequately","Rural Area","","","",""
"44","2015","general elemantary","Urban Area","6","","",""
"44","2015","general elemantary","Rural Area","1","","",""
"44","2015","middle vocational","Urban Area","3","","",""
"44","2015","middle vocational","Rural Area","","","",""
"44","2015","vocational + Abi","Urban Area","1","","",""
"44","2015","vocational + Abi","Rural Area","1","","",""
"44","2015","higher vocational","Urban Area","","","",""
"44","2015","higher vocational","Rural Area","","","",""
"44","2015","higher education","Urban Area","3","","",""
"44","2015","higher education","Rural Area","4","","",""
"45","2015","in school","Urban Area","","","",""
"45","2015","in school","Rural Area","","","",""
"45","2015","inadequately","Urban Area","","","",""
"45","2015","inadequately","Rural Area","","","",""
"45","2015","general elemantary","Urban Area","","","",""
"45","2015","general elemantary","Rural Area","","","",""
"45","2015","middle vocational","Urban Area","","","",""
"45","2015","middle vocational","Rural Area","","","",""
"45","2015","vocational + Abi","Urban Area","1","","",""
"45","2015","vocational + Abi","Rural Area","","","",""
"45","2015","higher vocational","Urban Area","","","",""
"45","2015","higher vocational","Rural Area","","","",""
"45","2015","higher education","Urban Area","","","",""
"45","2015","higher education","Rural Area","","","",""
"46","2015","in school","Urban Area","","","",""
"46","2015","in school","Rural Area","","","",""
"46","2015","inadequately","Urban Area","","","",""
"46","2015","inadequately","Rural Area","","","",""
"46","2015","general elemantary","Urban Area","","","",""
"46","2015","general elemantary","Rural Area","","","",""
"46","2015","middle vocational","Urban Area","","","",""
"46","2015","middle vocational","Rural Area","","","",""
"46","2015","vocational + Abi","Urban Area","","","",""
"46","2015","vocational + Abi","Rural Area","","","",""
"46","2015","higher vocational","Urban Area","","","",""
"46","2015","higher vocational","Rural Area","","","",""
"46","2015","higher education","Urban Area","","","",""
"46","2015","higher education","Rural Area","","","",""
"47","2015","in school","Urban Area","","","",""
"47","2015","in school","Rural Area","","","",""
"47","2015","inadequately","Urban Area","","","",""
"47","2015","inadequately","Rural Area","","","",""
"47","2015","general elemantary","Urban Area","","","",""
"47","2015","general elemantary","Rural Area","1","","",""
"47","2015","middle vocational","Urban Area","1","","",""
"47","2015","middle vocational","Rural Area","","","",""
"47","2015","vocational + Abi","Urban Area","","","",""
"47","2015","vocational + Abi","Rural Area","","","",""
"47","2015","higher vocational","Urban Area","","","",""
"47","2015","higher vocational","Rural Area","","","",""
"47","2015","higher education","Urban Area","1","","",""
"47","2015","higher education","Rural Area","","","",""
"48","2015","in school","Urban Area","","","",""
"48","2015","in school","Rural Area","","","",""
"48","2015","inadequately","Urban Area","","","",""
"48","2015","inadequately","Rural Area","","","",""
"48","2015","general elemantary","Urban Area","","","",""
"48","2015","general elemantary","Rural Area","","","",""
"48","2015","middle vocational","Urban Area","3","","",""
"48","2015","middle vocational","Rural Area","","","",""
"48","2015","vocational + Abi","Urban Area","1","","",""
"48","2015","vocational + Abi","Rural Area","","","",""
"48","2015","higher vocational","Urban Area","","","",""
"48","2015","higher vocational","Rural Area","","","",""
"48","2015","higher education","Urban Area","2","","",""
"48","2015","higher education","Rural Area","1","","",""
"49","2015","in school","Urban Area","","","",""
"49","2015","in school","Rural Area","","","",""
"49","2015","inadequately","Urban Area","1","","",""
"49","2015","inadequately","Rural Area","","","",""
"49","2015","general elemantary","Urban Area","1","","",""
"49","2015","general elemantary","Rural Area","","","",""
"49","2015","middle vocational","Urban Area","3","","",""
"49","2015","middle vocational","Rural Area","1","","",""
"49","2015","vocational + Abi","Urban Area","2","","",""
"49","2015","vocational + Abi","Rural Area","","","",""
"49","2015","higher vocational","Urban Area","","","",""
"49","2015","higher vocational","Rural Area","","","",""
"49","2015","higher education","Urban Area","1","","",""
"49","2015","higher education","Rural Area","","","",""
"50","2015","in school","Urban Area","","","",""
"50","2015","in school","Rural Area","","","",""
"50","2015","inadequately","Urban Area","","","",""
"50","2015","inadequately","Rural Area","","","",""
"50","2015","general elemantary","Urban Area","","","",""
"50","2015","general elemantary","Rural Area","","","",""
"50","2015","middle vocational","Urban Area","3","","",""
"50","2015","middle vocational","Rural Area","","","",""
"50","2015","vocational + Abi","Urban Area","1","","",""
"50","2015","vocational + Abi","Rural Area","","","",""
"50","2015","higher vocational","Urban Area","","","",""
"50","2015","higher vocational","Rural Area","","","",""
"50","2015","higher education","Urban Area","","","",""
"50","2015","higher education","Rural Area","","","",""
"51","2015","in school","Urban Area","","","",""
"51","2015","in school","Rural Area","","","",""
"51","2015","inadequately","Urban Area","","","",""
"51","2015","inadequately","Rural Area","","","",""
"51","2015","general elemantary","Urban Area","","","",""
"51","2015","general elemantary","Rural Area","","","",""
"51","2015","middle vocational","Urban Area","","","",""
"51","2015","middle vocational","Rural Area","","","",""
"51","2015","vocational + Abi","Urban Area","","","",""
"51","2015","vocational + Abi","Rural Area","","","",""
"51","2015","higher vocational","Urban Area","","","",""
"51","2015","higher vocational","Rural Area","","","",""
"51","2015","higher education","Urban Area","","","",""
"51","2015","higher education","Rural Area","1","","",""
"52","2015","in school","Urban Area","","","",""
"52","2015","in school","Rural Area","","","",""
"52","2015","inadequately","Urban Area","1","","",""
"52","2015","inadequately","Rural Area","","","",""
"52","2015","general elemantary","Urban Area","1","","",""
"52","2015","general elemantary","Rural Area","2","","",""
"52","2015","middle vocational","Urban Area","5","","",""
"52","2015","middle vocational","Rural Area","2","","",""
"52","2015","vocational + Abi","Urban Area","1","","",""
"52","2015","vocational + Abi","Rural Area","","","",""
"52","2015","higher vocational","Urban Area","","","",""
"52","2015","higher vocational","Rural Area","","","",""
"52","2015","higher education","Urban Area","5","","",""
"52","2015","higher education","Rural Area","1","","",""
"53","2015","in school","Urban Area","","","",""
"53","2015","in school","Rural Area","","","",""
"53","2015","inadequately","Urban Area","","","",""
"53","2015","inadequately","Rural Area","","","",""
"53","2015","general elemantary","Urban Area","","","",""
"53","2015","general elemantary","Rural Area","","","",""
"53","2015","middle vocational","Urban Area","","","",""
"53","2015","middle vocational","Rural Area","","","",""
"53","2015","vocational + Abi","Urban Area","","","",""
"53","2015","vocational + Abi","Rural Area","","","",""
"53","2015","higher vocational","Urban Area","","","",""
"53","2015","higher vocational","Rural Area","","","",""
"53","2015","higher education","Urban Area","","","",""
"53","2015","higher education","Rural Area","","","",""
"54","2015","in school","Urban Area","","","",""
"54","2015","in school","Rural Area","","","",""
"54","2015","inadequately","Urban Area","","","",""
"54","2015","inadequately","Rural Area","","","",""
"54","2015","general elemantary","Urban Area","1","","",""
"54","2015","general elemantary","Rural Area","","","",""
"54","2015","middle vocational","Urban Area","2","","",""
"54","2015","middle vocational","Rural Area","","","",""
"54","2015","vocational + Abi","Urban Area","1","","",""
"54","2015","vocational + Abi","Rural Area","2","","",""
"54","2015","higher vocational","Urban Area","","","",""
"54","2015","higher vocational","Rural Area","","","",""
"54","2015","higher education","Urban Area","8","","",""
"54","2015","higher education","Rural Area","","","",""
"55","2015","in school","Urban Area","","","",""
"55","2015","in school","Rural Area","","","",""
"55","2015","inadequately","Urban Area","","","",""
"55","2015","inadequately","Rural Area","","","",""
"55","2015","general elemantary","Urban Area","","","",""
"55","2015","general elemantary","Rural Area","","","",""
"55","2015","middle vocational","Urban Area","","","",""
"55","2015","middle vocational","Rural Area","","","",""
"55","2015","vocational + Abi","Urban Area","1","","",""
"55","2015","vocational + Abi","Rural Area","","","",""
"55","2015","higher vocational","Urban Area","","","",""
"55","2015","higher vocational","Rural Area","","","",""
"55","2015","higher education","Urban Area","2","","",""
"55","2015","higher education","Rural Area","","","",""
"56","2015","in school","Urban Area","","","",""
"56","2015","in school","Rural Area","","","",""
"56","2015","inadequately","Urban Area","","","",""
"56","2015","inadequately","Rural Area","","","",""
"56","2015","general elemantary","Urban Area","","","",""
"56","2015","general elemantary","Rural Area","","","",""
"56","2015","middle vocational","Urban Area","1","","",""
"56","2015","middle vocational","Rural Area","","","",""
"56","2015","vocational + Abi","Urban Area","","","",""
"56","2015","vocational + Abi","Rural Area","","","",""
"56","2015","higher vocational","Urban Area","","","",""
"56","2015","higher vocational","Rural Area","","","",""
"56","2015","higher education","Urban Area","2","","",""
"56","2015","higher education","Rural Area","1","","",""
"59","2015","in school","Urban Area","","","",""
"59","2015","in school","Rural Area","","","",""
"59","2015","inadequately","Urban Area","2","","",""
"59","2015","inadequately","Rural Area","","","",""
"59","2015","general elemantary","Urban Area","","","",""
"59","2015","general elemantary","Rural Area","","","",""
"59","2015","middle vocational","Urban Area","","","",""
"59","2015","middle vocational","Rural Area","1","","",""
"59","2015","vocational + Abi","Urban Area","","","",""
"59","2015","vocational + Abi","Rural Area","","","",""
"59","2015","higher vocational","Urban Area","","","",""
"59","2015","higher vocational","Rural Area","","","",""
"59","2015","higher education","Urban Area","1","","",""
"59","2015","higher education","Rural Area","","","",""
"60","2015","in school","Urban Area","6","","",""
"60","2015","in school","Rural Area","1","","",""
"60","2015","inadequately","Urban Area","9","","",""
"60","2015","inadequately","Rural Area","4","","",""
"60","2015","general elemantary","Urban Area","9","","",""
"60","2015","general elemantary","Rural Area","4","","",""
"60","2015","middle vocational","Urban Area","11","","",""
"60","2015","middle vocational","Rural Area","1","","",""
"60","2015","vocational + Abi","Urban Area","3","","",""
"60","2015","vocational + Abi","Rural Area","","","",""
"60","2015","higher vocational","Urban Area","","","",""
"60","2015","higher vocational","Rural Area","","","",""
"60","2015","higher education","Urban Area","9","","",""
"60","2015","higher education","Rural Area","","","",""
"61","2015","in school","Urban Area","2","","",""
"61","2015","in school","Rural Area","","","",""
"61","2015","inadequately","Urban Area","1","","",""
"61","2015","inadequately","Rural Area","","","",""
"61","2015","general elemantary","Urban Area","","","",""
"61","2015","general elemantary","Rural Area","1","","",""
"61","2015","middle vocational","Urban Area","5","","",""
"61","2015","middle vocational","Rural Area","","","",""
"61","2015","vocational + Abi","Urban Area","2","","",""
"61","2015","vocational + Abi","Rural Area","","","",""
"61","2015","higher vocational","Urban Area","","","",""
"61","2015","higher vocational","Rural Area","","","",""
"61","2015","higher education","Urban Area","8","","",""
"61","2015","higher education","Rural Area","","","",""
"64","2015","in school","Urban Area","","","",""
"64","2015","in school","Rural Area","","","",""
"64","2015","inadequately","Urban Area","","","",""
"64","2015","inadequately","Rural Area","","","",""
"64","2015","general elemantary","Urban Area","","","",""
"64","2015","general elemantary","Rural Area","1","","",""
"64","2015","middle vocational","Urban Area","3","","",""
"64","2015","middle vocational","Rural Area","1","","",""
"64","2015","vocational + Abi","Urban Area","1","","",""
"64","2015","vocational + Abi","Rural Area","","","",""
"64","2015","higher vocational","Urban Area","","","",""
"64","2015","higher vocational","Rural Area","","","",""
"64","2015","higher education","Urban Area","1","","",""
"64","2015","higher education","Rural Area","","","",""
"65","2015","in school","Urban Area","","","",""
"65","2015","in school","Rural Area","","","",""
"65","2015","inadequately","Urban Area","3","","",""
"65","2015","inadequately","Rural Area","","","",""
"65","2015","general elemantary","Urban Area","1","","",""
"65","2015","general elemantary","Rural Area","1","","",""
"65","2015","middle vocational","Urban Area","3","","",""
"65","2015","middle vocational","Rural Area","1","","",""
"65","2015","vocational + Abi","Urban Area","","","",""
"65","2015","vocational + Abi","Rural Area","","","",""
"65","2015","higher vocational","Urban Area","","","",""
"65","2015","higher vocational","Rural Area","","","",""
"65","2015","higher education","Urban Area","1","","",""
"65","2015","higher education","Rural Area","","","",""
"66","2015","in school","Urban Area","","","",""
"66","2015","in school","Rural Area","","","",""
"66","2015","inadequately","Urban Area","","","",""
"66","2015","inadequately","Rural Area","","","",""
"66","2015","general elemantary","Urban Area","","","",""
"66","2015","general elemantary","Rural Area","","","",""
"66","2015","middle vocational","Urban Area","","","",""
"66","2015","middle vocational","Rural Area","1","","",""
"66","2015","vocational + Abi","Urban Area","1","","",""
"66","2015","vocational + Abi","Rural Area","","","",""
"66","2015","higher vocational","Urban Area","","","",""
"66","2015","higher vocational","Rural Area","","","",""
"66","2015","higher education","Urban Area","2","","",""
"66","2015","higher education","Rural Area","","","",""
"67","2015","in school","Urban Area","","","",""
"67","2015","in school","Rural Area","","","",""
"67","2015","inadequately","Urban Area","6","","",""
"67","2015","inadequately","Rural Area","","","",""
"67","2015","general elemantary","Urban Area","4","","",""
"67","2015","general elemantary","Rural Area","2","","",""
"67","2015","middle vocational","Urban Area","7","","",""
"67","2015","middle vocational","Rural Area","1","","",""
"67","2015","vocational + Abi","Urban Area","2","","",""
"67","2015","vocational + Abi","Rural Area","","","",""
"67","2015","higher vocational","Urban Area","","","",""
"67","2015","higher vocational","Rural Area","","","",""
"67","2015","higher education","Urban Area","3","","",""
"67","2015","higher education","Rural Area","1","","",""
"68","2015","in school","Urban Area","","","",""
"68","2015","in school","Rural Area","","","",""
"68","2015","inadequately","Urban Area","","","",""
"68","2015","inadequately","Rural Area","","","",""
"68","2015","general elemantary","Urban Area","","","",""
"68","2015","general elemantary","Rural Area","","","",""
"68","2015","middle vocational","Urban Area","1","","",""
"68","2015","middle vocational","Rural Area","","","",""
"68","2015","vocational + Abi","Urban Area","","","",""
"68","2015","vocational + Abi","Rural Area","","","",""
"68","2015","higher vocational","Urban Area","","","",""
"68","2015","higher vocational","Rural Area","","","",""
"68","2015","higher education","Urban Area","13","","",""
"68","2015","higher education","Rural Area","2","","",""
"71","2015","in school","Urban Area","","","",""
"71","2015","in school","Rural Area","","","",""
"71","2015","inadequately","Urban Area","","","",""
"71","2015","inadequately","Rural Area","","","",""
"71","2015","general elemantary","Urban Area","","","",""
"71","2015","general elemantary","Rural Area","","","",""
"71","2015","middle vocational","Urban Area","","","",""
"71","2015","middle vocational","Rural Area","","","",""
"71","2015","vocational + Abi","Urban Area","","","",""
"71","2015","vocational + Abi","Rural Area","","","",""
"71","2015","higher vocational","Urban Area","","","",""
"71","2015","higher vocational","Rural Area","","","",""
"71","2015","higher education","Urban Area","6","","",""
"71","2015","higher education","Rural Area","","","",""
"73","2015","in school","Urban Area","","","",""
"73","2015","in school","Rural Area","","","",""
"73","2015","inadequately","Urban Area","","","",""
"73","2015","inadequately","Rural Area","","","",""
"73","2015","general elemantary","Urban Area","","","",""
"73","2015","general elemantary","Rural Area","","","",""
"73","2015","middle vocational","Urban Area","1","","",""
"73","2015","middle vocational","Rural Area","","","",""
"73","2015","vocational + Abi","Urban Area","1","","",""
"73","2015","vocational + Abi","Rural Area","","","",""
"73","2015","higher vocational","Urban Area","","","",""
"73","2015","higher vocational","Rural Area","","","",""
"73","2015","higher education","Urban Area","1","","",""
"73","2015","higher education","Rural Area","","","",""
"74","2015","in school","Urban Area","2","","",""
"74","2015","in school","Rural Area","","","",""
"74","2015","inadequately","Urban Area","2","","",""
"74","2015","inadequately","Rural Area","","","",""
"74","2015","general elemantary","Urban Area","2","","",""
"74","2015","general elemantary","Rural Area","5","","",""
"74","2015","middle vocational","Urban Area","12","","",""
"74","2015","middle vocational","Rural Area","10","","",""
"74","2015","vocational + Abi","Urban Area","2","","",""
"74","2015","vocational + Abi","Rural Area","1","","",""
"74","2015","higher vocational","Urban Area","","","",""
"74","2015","higher vocational","Rural Area","","","",""
"74","2015","higher education","Urban Area","12","","",""
"74","2015","higher education","Rural Area","3","","",""
"75","2015","in school","Urban Area","1","","",""
"75","2015","in school","Rural Area","1","","",""
"75","2015","inadequately","Urban Area","4","","",""
"75","2015","inadequately","Rural Area","1","","",""
"75","2015","general elemantary","Urban Area","7","","",""
"75","2015","general elemantary","Rural Area","3","","",""
"75","2015","middle vocational","Urban Area","6","","",""
"75","2015","middle vocational","Rural Area","","","",""
"75","2015","vocational + Abi","Urban Area","","","",""
"75","2015","vocational + Abi","Rural Area","","","",""
"75","2015","higher vocational","Urban Area","","","",""
"75","2015","higher vocational","Rural Area","","","",""
"75","2015","higher education","Urban Area","","","",""
"75","2015","higher education","Rural Area","","","",""
"76","2015","in school","Urban Area","","","",""
"76","2015","in school","Rural Area","","","",""
"76","2015","inadequately","Urban Area","8","","",""
"76","2015","inadequately","Rural Area","","","",""
"76","2015","general elemantary","Urban Area","6","","",""
"76","2015","general elemantary","Rural Area","","","",""
"76","2015","middle vocational","Urban Area","5","","",""
"76","2015","middle vocational","Rural Area","1","","",""
"76","2015","vocational + Abi","Urban Area","1","","",""
"76","2015","vocational + Abi","Rural Area","","","",""
"76","2015","higher vocational","Urban Area","","","",""
"76","2015","higher vocational","Rural Area","","","",""
"76","2015","higher education","Urban Area","5","","",""
"76","2015","higher education","Rural Area","1","","",""
"77","2015","in school","Urban Area","","","",""
"77","2015","in school","Rural Area","","","",""
"77","2015","inadequately","Urban Area","","","",""
"77","2015","inadequately","Rural Area","","","",""
"77","2015","general elemantary","Urban Area","","","",""
"77","2015","general elemantary","Rural Area","","","",""
"77","2015","middle vocational","Urban Area","","","",""
"77","2015","middle vocational","Rural Area","1","","",""
"77","2015","vocational + Abi","Urban Area","1","","",""
"77","2015","vocational + Abi","Rural Area","1","","",""
"77","2015","higher vocational","Urban Area","","","",""
"77","2015","higher vocational","Rural Area","","","",""
"77","2015","higher education","Urban Area","3","","",""
"77","2015","higher education","Rural Area","1","","",""
"78","2015","in school","Urban Area","4","","",""
"78","2015","in school","Rural Area","","","",""
"78","2015","inadequately","Urban Area","","","",""
"78","2015","inadequately","Rural Area","","","",""
"78","2015","general elemantary","Urban Area","4","","",""
"78","2015","general elemantary","Rural Area","2","","",""
"78","2015","middle vocational","Urban Area","32","0.00183912305541523","0.000867639786223127","0.00281060632460734"
"78","2015","middle vocational","Rural Area","5","","",""
"78","2015","vocational + Abi","Urban Area","13","","",""
"78","2015","vocational + Abi","Rural Area","4","","",""
"78","2015","higher vocational","Urban Area","1","","",""
"78","2015","higher vocational","Rural Area","","","",""
"78","2015","higher education","Urban Area","33","0.00369215563524851","0.00196004985065372","0.0054242614198433"
"78","2015","higher education","Rural Area","13","","",""
"79","2015","in school","Urban Area","","","",""
"79","2015","in school","Rural Area","","","",""
"79","2015","inadequately","Urban Area","1","","",""
"79","2015","inadequately","Rural Area","","","",""
"79","2015","general elemantary","Urban Area","","","",""
"79","2015","general elemantary","Rural Area","","","",""
"79","2015","middle vocational","Urban Area","1","","",""
"79","2015","middle vocational","Rural Area","","","",""
"79","2015","vocational + Abi","Urban Area","","","",""
"79","2015","vocational + Abi","Rural Area","1","","",""
"79","2015","higher vocational","Urban Area","","","",""
"79","2015","higher vocational","Rural Area","","","",""
"79","2015","higher education","Urban Area","","","",""
"79","2015","higher education","Rural Area","","","",""
"80","2015","in school","Urban Area","","","",""
"80","2015","in school","Rural Area","","","",""
"80","2015","inadequately","Urban Area","","","",""
"80","2015","inadequately","Rural Area","","","",""
"80","2015","general elemantary","Urban Area","","","",""
"80","2015","general elemantary","Rural Area","","","",""
"80","2015","middle vocational","Urban Area","","","",""
"80","2015","middle vocational","Rural Area","","","",""
"80","2015","vocational + Abi","Urban Area","","","",""
"80","2015","vocational + Abi","Rural Area","","","",""
"80","2015","higher vocational","Urban Area","","","",""
"80","2015","higher vocational","Rural Area","","","",""
"80","2015","higher education","Urban Area","","","",""
"80","2015","higher education","Rural Area","","","",""
"81","2015","in school","Urban Area","","","",""
"81","2015","in school","Rural Area","","","",""
"81","2015","inadequately","Urban Area","","","",""
"81","2015","inadequately","Rural Area","","","",""
"81","2015","general elemantary","Urban Area","","","",""
"81","2015","general elemantary","Rural Area","","","",""
"81","2015","middle vocational","Urban Area","1","","",""
"81","2015","middle vocational","Rural Area","","","",""
"81","2015","vocational + Abi","Urban Area","","","",""
"81","2015","vocational + Abi","Rural Area","","","",""
"81","2015","higher vocational","Urban Area","","","",""
"81","2015","higher vocational","Rural Area","","","",""
"81","2015","higher education","Urban Area","4","","",""
"81","2015","higher education","Rural Area","5","","",""
"82","2015","in school","Urban Area","","","",""
"82","2015","in school","Rural Area","","","",""
"82","2015","inadequately","Urban Area","","","",""
"82","2015","inadequately","Rural Area","1","","",""
"82","2015","general elemantary","Urban Area","","","",""
"82","2015","general elemantary","Rural Area","","","",""
"82","2015","middle vocational","Urban Area","","","",""
"82","2015","middle vocational","Rural Area","","","",""
"82","2015","vocational + Abi","Urban Area","","","",""
"82","2015","vocational + Abi","Rural Area","","","",""
"82","2015","higher vocational","Urban Area","","","",""
"82","2015","higher vocational","Rural Area","","","",""
"82","2015","higher education","Urban Area","","","",""
"82","2015","higher education","Rural Area","","","",""
"83","2015","in school","Urban Area","","","",""
"83","2015","in school","Rural Area","","","",""
"83","2015","inadequately","Urban Area","","","",""
"83","2015","inadequately","Rural Area","","","",""
"83","2015","general elemantary","Urban Area","1","","",""
"83","2015","general elemantary","Rural Area","2","","",""
"83","2015","middle vocational","Urban Area","1","","",""
"83","2015","middle vocational","Rural Area","1","","",""
"83","2015","vocational + Abi","Urban Area","","","",""
"83","2015","vocational + Abi","Rural Area","","","",""
"83","2015","higher vocational","Urban Area","","","",""
"83","2015","higher vocational","Rural Area","","","",""
"83","2015","higher education","Urban Area","1","","",""
"83","2015","higher education","Rural Area","","","",""
"84","2015","in school","Urban Area","","","",""
"84","2015","in school","Rural Area","","","",""
"84","2015","inadequately","Urban Area","1","","",""
"84","2015","inadequately","Rural Area","","","",""
"84","2015","general elemantary","Urban Area","1","","",""
"84","2015","general elemantary","Rural Area","","","",""
"84","2015","middle vocational","Urban Area","1","","",""
"84","2015","middle vocational","Rural Area","","","",""
"84","2015","vocational + Abi","Urban Area","","","",""
"84","2015","vocational + Abi","Rural Area","","","",""
"84","2015","higher vocational","Urban Area","","","",""
"84","2015","higher vocational","Rural Area","","","",""
"84","2015","higher education","Urban Area","","","",""
"84","2015","higher education","Rural Area","","","",""
"85","2015","in school","Urban Area","","","",""
"85","2015","in school","Rural Area","","","",""
"85","2015","inadequately","Urban Area","2","","",""
"85","2015","inadequately","Rural Area","","","",""
"85","2015","general elemantary","Urban Area","3","","",""
"85","2015","general elemantary","Rural Area","","","",""
"85","2015","middle vocational","Urban Area","3","","",""
"85","2015","middle vocational","Rural Area","1","","",""
"85","2015","vocational + Abi","Urban Area","2","","",""
"85","2015","vocational + Abi","Rural Area","1","","",""
"85","2015","higher vocational","Urban Area","","","",""
"85","2015","higher vocational","Rural Area","","","",""
"85","2015","higher education","Urban Area","5","","",""
"85","2015","higher education","Rural Area","2","","",""
"86","2015","in school","Urban Area","","","",""
"86","2015","in school","Rural Area","","","",""
"86","2015","inadequately","Urban Area","","","",""
"86","2015","inadequately","Rural Area","","","",""
"86","2015","general elemantary","Urban Area","","","",""
"86","2015","general elemantary","Rural Area","","","",""
"86","2015","middle vocational","Urban Area","1","","",""
"86","2015","middle vocational","Rural Area","","","",""
"86","2015","vocational + Abi","Urban Area","","","",""
"86","2015","vocational + Abi","Rural Area","","","",""
"86","2015","higher vocational","Urban Area","","","",""
"86","2015","higher vocational","Rural Area","","","",""
"86","2015","higher education","Urban Area","2","","",""
"86","2015","higher education","Rural Area","","","",""
"89","2015","in school","Urban Area","","","",""
"89","2015","in school","Rural Area","","","",""
"89","2015","inadequately","Urban Area","","","",""
"89","2015","inadequately","Rural Area","","","",""
"89","2015","general elemantary","Urban Area","1","","",""
"89","2015","general elemantary","Rural Area","","","",""
"89","2015","middle vocational","Urban Area","","","",""
"89","2015","middle vocational","Rural Area","","","",""
"89","2015","vocational + Abi","Urban Area","","","",""
"89","2015","vocational + Abi","Rural Area","","","",""
"89","2015","higher vocational","Urban Area","","","",""
"89","2015","higher vocational","Rural Area","","","",""
"89","2015","higher education","Urban Area","","","",""
"89","2015","higher education","Rural Area","","","",""
"90","2015","in school","Urban Area","","","",""
