"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2012","Hamburg","general elemantary","15","","","","1"
"Very low transfer dependency","2012","Hamburg","middle vocational","68","0.214612201409983","0.154299696011011","0.274924706808955","1"
"Very low transfer dependency","2012","Hamburg","vocational + Abi","23","","","","1"
"Very low transfer dependency","2012","Hamburg","higher vocational","8","","","","1"
"Very low transfer dependency","2012","Hamburg","higher education","71","0.384087625851803","0.301427341838878","0.466747909864727","1"
"Very low transfer dependency","2012","Lower Saxony","in school","70","0.773662009727773","0.689514619374942","0.857809400080605","1"
"Very low transfer dependency","2012","Lower Saxony","inadequately","5","","","","1"
"Very low transfer dependency","2012","Lower Saxony","general elemantary","113","0.305731995514588","0.256396475685193","0.355067515343983","1"
"Very low transfer dependency","2012","Lower Saxony","middle vocational","583","0.36063723100895","0.33468383663645","0.38659062538145","1"
"Very low transfer dependency","2012","Lower Saxony","vocational + Abi","99","0.452804506032865","0.377757846640906","0.527851165424824","1"
"Very low transfer dependency","2012","Lower Saxony","higher vocational","73","0.40744256440301","0.326625635452116","0.488259493353905","1"
"Very low transfer dependency","2012","Lower Saxony","higher education","228","0.315951799855435","0.274448909690837","0.357454690020033","1"
"Very low transfer dependency","2012","Bremen","in school","1","","","","1"
"Very low transfer dependency","2012","Bremen","inadequately","1","","","","1"
"Very low transfer dependency","2012","Bremen","general elemantary","2","","","","1"
"Very low transfer dependency","2012","Bremen","middle vocational","36","0.522907117167022","0.416724757195638","0.629089477138405","1"
"Very low transfer dependency","2012","Berlin","vocational + Abi","39","0.479928935855167","0.356562326274371","0.603295545435963","1"
"Very low transfer dependency","2012","Berlin","higher vocational","15","","","","1"
"Very low transfer dependency","2012","Berlin","higher education","143","0.256230644202663","0.212163785743467","0.300297502661858","1"
"Very low transfer dependency","2012","Brandenburg","in school","15","","","","1"
"Very low transfer dependency","2012","Brandenburg","inadequately","2","","","","1"
"Very low transfer dependency","2012","Brandenburg","general elemantary","17","","","","1"
"Very low transfer dependency","2012","Brandenburg","middle vocational","181","0.310062128729912","0.271443073419934","0.348681184039891","1"
"Very low transfer dependency","2012","Brandenburg","vocational + Abi","22","","","","1"
"Very low transfer dependency","2012","Brandenburg","higher vocational","27","","","","1"
"Very low transfer dependency","2012","Brandenburg","higher education","103","0.288997222986126","0.236091089890919","0.341903356081333","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","in school","10","","","","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","general elemantary","8","","","","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","middle vocational","105","0.269574259337651","0.222407517463357","0.316741001211944","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","vocational + Abi","18","","","","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","higher vocational","24","","","","1"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","higher education","53","0.335640595131697","0.258513738818216","0.412767451445179","1"
"Very low transfer dependency","2012","Saxony","in school","20","","","","1"
"Very low transfer dependency","2012","Saxony","inadequately","","","","","1"
"Very low transfer dependency","2012","Saxony","general elemantary","28","","","","1"
"Very low transfer dependency","2012","Saxony","middle vocational","347","0.306461589636839","0.27772910193099","0.335194077342687","1"
"Very low transfer dependency","2012","Saxony","vocational + Abi","40","0.415461258455584","0.310697626923658","0.520224889987511","1"
"Very low transfer dependency","2012","Saxony","higher vocational","59","0.350240942641331","0.273124133543925","0.427357751738738","1"
"Very low transfer dependency","2012","Saxony","higher education","177","0.286322928324639","0.245147651158582","0.327498205490697","1"
"Very low transfer dependency","2012","Saxony-Anhalt","in school","14","","","","1"
"Very low transfer dependency","2012","Saxony-Anhalt","inadequately","3","","","","1"
"Very low transfer dependency","2012","Saxony-Anhalt","general elemantary","12","","","","1"
"Very low transfer dependency","2012","Saxony-Anhalt","middle vocational","179","0.241982932352172","0.206026077274775","0.277939787429568","1"
"Very low transfer dependency","2012","Saxony-Anhalt","vocational + Abi","22","","","","1"
"Very low transfer dependency","2012","Saxony-Anhalt","higher vocational","34","0.256597492159538","0.163197538089699","0.349997446229376","1"
"Very low transfer dependency","2012","Saxony-Anhalt","higher education","96","0.368890989922245","0.30706922826472","0.430712751579769","1"
"Very low transfer dependency","2012","Thuringia","in school","9","","","","1"
"Very low transfer dependency","2012","Thuringia","inadequately","2","","","","1"
"Very low transfer dependency","2012","Thuringia","general elemantary","14","","","","1"
"Very low transfer dependency","2012","Thuringia","middle vocational","232","0.318659638232467","0.282727966795803","0.354591309669131","1"
"Very low transfer dependency","2012","Thuringia","vocational + Abi","27","","","","1"
"Very low transfer dependency","2012","Thuringia","higher vocational","28","","","","1"
"Very low transfer dependency","2012","Thuringia","higher education","100","0.34045528915848","0.277838771045451","0.403071807271508","1"
"Very low transfer dependency","2012","Bremen","vocational + Abi","9","","","","1"
"Very low transfer dependency","2012","Bremen","higher vocational","","","","","1"
"Very low transfer dependency","2012","Bremen","higher education","31","0.322773757982059","0.202450358706491","0.443097157257628","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","in school","184","0.849307014224358","0.803664352410379","0.894949676038337","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","inadequately","29","","","","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","general elemantary","249","0.303131311459228","0.26913197746156","0.337130645456895","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","middle vocational","1052","0.349685825110483","0.330717701373361","0.368653948847605","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","vocational + Abi","351","0.447205315119457","0.405727682579298","0.488682947659616","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","higher vocational","156","0.394920466384292","0.340765664099063","0.449075268669521","1"
"Very low transfer dependency","2012","North Rhine-Westphalia","higher education","612","0.409079577000506","0.38062613690873","0.437533017092282","1"
"Very low transfer dependency","2012","Hesse","in school","67","0.905287568952373","0.842292607386544","0.968282530518202","1"
"Very low transfer dependency","2012","Hesse","inadequately","6","","","","1"
"Very low transfer dependency","2012","Hesse","general elemantary","59","0.210746370722245","0.153795112428549","0.267697629015941","1"
"Very low transfer dependency","2012","Hesse","middle vocational","360","0.333420675716716","0.300954751945317","0.365886599488114","1"
"Very low transfer dependency","2012","Hesse","vocational + Abi","98","0.503140044943107","0.425908167379101","0.580371922507112","1"
"Very low transfer dependency","2012","Hesse","higher vocational","56","0.462665452018929","0.365425816574739","0.55990508746312","1"
"Very low transfer dependency","2012","Hesse","higher education","287","0.435943774090585","0.392991165053084","0.478896383128086","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","in school","43","0.8691966395536","0.775735395213168","0.962657883894031","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","inadequately","9","","","","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","general elemantary","80","0.411118609276836","0.347110846861265","0.475126371692407","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","middle vocational","360","0.362200736649578","0.328578241939716","0.395823231359441","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","vocational + Abi","58","0.348958782169629","0.257790294588407","0.440127269750852","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","higher vocational","55","0.387418888810282","0.293337942976252","0.481499834644312","1"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","higher education","137","0.36962321096743","0.311724061379312","0.427522360555548","1"
"Very low transfer dependency","2012","Baden-Württemberg","in school","98","0.867585910734641","0.806431127436066","0.928740694033216","1"
"Very low transfer dependency","2012","Baden-Württemberg","inadequately","15","","","","1"
"Very low transfer dependency","2012","Baden-Württemberg","general elemantary","171","0.433760459077575","0.385730577753588","0.481790340401561","1"
"Very low transfer dependency","2012","Baden-Württemberg","middle vocational","754","0.371135394495035","0.346983237650799","0.395287551339271","1"
"Very low transfer dependency","2012","Baden-Württemberg","vocational + Abi","148","0.576482676662888","0.512062399104749","0.640902954221027","1"
"Very low transfer dependency","2012","Baden-Württemberg","higher vocational","127","0.395686107149087","0.333165836382497","0.458206377915677","1"
"Very low transfer dependency","2012","Baden-Württemberg","higher education","441","0.441287455715939","0.405869000336379","0.4767059110955","1"
"Very low transfer dependency","2012","Bavaria","in school","117","0.937247634952086","0.895718329395952","0.97877694050822","1"
"Very low transfer dependency","2012","Bavaria","inadequately","15","","","","1"
"Very low transfer dependency","2012","Bavaria","general elemantary","186","0.276378975690387","0.236455103039034","0.31630284834174","1"
"Very low transfer dependency","2012","Bavaria","middle vocational","1117","0.337742798427083","0.318300179384567","0.357185417469599","1"
"Very low transfer dependency","2012","Bavaria","vocational + Abi","150","0.500194929230734","0.439065336735523","0.561324521725946","1"
"Very low transfer dependency","2012","Bavaria","higher vocational","172","0.340475175607241","0.287206782144385","0.393743569070096","1"
"Very low transfer dependency","2012","Bavaria","higher education","446","0.341336887552237","0.309720335738917","0.372953439365558","1"
"Very low transfer dependency","2012","Berlin","in school","14","","","","1"
"Very low transfer dependency","2012","Berlin","inadequately","","","","","1"
"Very low transfer dependency","2012","Berlin","general elemantary","21","","","","1"
"Very low transfer dependency","2012","Berlin","middle vocational","126","0.240844283589942","0.199999119245671","0.281689447934213","1"
"Complete transfer dependency","2013","Schleswig-Holstein","in school","2","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","inadequately","3","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","general elemantary","10","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","middle vocational","8","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","vocational + Abi","1","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","higher vocational","1","","","","5"
"Complete transfer dependency","2013","Schleswig-Holstein","higher education","2","","","","5"
"Complete transfer dependency","2013","Hamburg","in school","","","","","5"
"Complete transfer dependency","2013","Hamburg","inadequately","2","","","","5"
"Complete transfer dependency","2013","Hamburg","general elemantary","3","","","","5"
"Complete transfer dependency","2013","Hamburg","middle vocational","4","","","","5"
"Complete transfer dependency","2013","Hamburg","vocational + Abi","1","","","","5"
"Complete transfer dependency","2013","Hamburg","higher vocational","1","","","","5"
"Complete transfer dependency","2013","Hamburg","higher education","4","","","","5"
"Complete transfer dependency","2013","Lower Saxony","in school","3","","","","5"
"Complete transfer dependency","2013","Lower Saxony","inadequately","10","","","","5"
"Complete transfer dependency","2013","Lower Saxony","general elemantary","14","","","","5"
"Complete transfer dependency","2013","Lower Saxony","middle vocational","25","","","","5"
"Complete transfer dependency","2013","Lower Saxony","vocational + Abi","1","","","","5"
"Complete transfer dependency","2013","Lower Saxony","higher vocational","","","","","5"
"Complete transfer dependency","2013","Lower Saxony","higher education","6","","","","5"
"Complete transfer dependency","2013","Bremen","in school","","","","","5"
"Complete transfer dependency","2013","Bremen","inadequately","6","","","","5"
"Complete transfer dependency","2013","Bremen","general elemantary","4","","","","5"
"Complete transfer dependency","2013","Bremen","middle vocational","4","","","","5"
"Complete transfer dependency","2013","Bremen","vocational + Abi","2","","","","5"
"Complete transfer dependency","2013","Bremen","higher vocational","1","","","","5"
"Complete transfer dependency","2013","Bremen","higher education","","","","","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","in school","6","","","","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","inadequately","25","","","","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","general elemantary","54","0.0583949141956067","0.0433243841610324","0.0734654442301809","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","middle vocational","58","0.0170012975745098","0.0120474033656695","0.0219551917833501","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","vocational + Abi","13","","","","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","higher vocational","2","","","","5"
"Complete transfer dependency","2013","North Rhine-Westphalia","higher education","11","","","","5"
"Complete transfer dependency","2013","Hesse","in school","4","","","","5"
"Complete transfer dependency","2013","Hesse","inadequately","5","","","","5"
"Complete transfer dependency","2013","Hesse","general elemantary","10","","","","5"
"Complete transfer dependency","2013","Hesse","middle vocational","14","","","","5"
"Complete transfer dependency","2013","Hesse","vocational + Abi","6","","","","5"
"Complete transfer dependency","2013","Hesse","higher vocational","","","","","5"
"Complete transfer dependency","2013","Hesse","higher education","3","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","in school","1","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","inadequately","3","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","general elemantary","11","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","middle vocational","2","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","in school","2","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","inadequately","7","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","general elemantary","12","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","middle vocational","17","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","vocational + Abi","4","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","higher vocational","","","","","5"
"Complete transfer dependency","2013","Baden-Württemberg","higher education","3","","","","5"
"Complete transfer dependency","2013","Bavaria","in school","1","","","","5"
"Complete transfer dependency","2013","Bavaria","inadequately","6","","","","5"
"Complete transfer dependency","2013","Bavaria","general elemantary","13","","","","5"
"Complete transfer dependency","2013","Bavaria","middle vocational","20","","","","5"
"Complete transfer dependency","2013","Bavaria","vocational + Abi","5","","","","5"
"Complete transfer dependency","2013","Bavaria","higher vocational","","","","","5"
"Complete transfer dependency","2013","Bavaria","higher education","5","","","","5"
"Complete transfer dependency","2013","Berlin","in school","4","","","","5"
"Complete transfer dependency","2013","Berlin","inadequately","3","","","","5"
"Complete transfer dependency","2013","Berlin","general elemantary","10","","","","5"
"Complete transfer dependency","2013","Berlin","middle vocational","11","","","","5"
"Complete transfer dependency","2013","Berlin","vocational + Abi","5","","","","5"
"Complete transfer dependency","2013","Berlin","higher vocational","","","","","5"
"Complete transfer dependency","2013","Berlin","higher education","5","","","","5"
"Complete transfer dependency","2013","Brandenburg","in school","2","","","","5"
"Complete transfer dependency","2013","Brandenburg","inadequately","","","","","5"
"Complete transfer dependency","2013","Brandenburg","general elemantary","8","","","","5"
"Complete transfer dependency","2013","Brandenburg","middle vocational","14","","","","5"
"Complete transfer dependency","2013","Brandenburg","vocational + Abi","3","","","","5"
"Complete transfer dependency","2013","Brandenburg","higher vocational","","","","","5"
"Complete transfer dependency","2013","Brandenburg","higher education","1","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","in school","2","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","inadequately","1","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","general elemantary","1","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","middle vocational","10","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","higher education","1","","","","5"
"Complete transfer dependency","2013","Saxony","in school","1","","","","5"
"Complete transfer dependency","2013","Saxony","inadequately","3","","","","5"
"Complete transfer dependency","2013","Saxony","general elemantary","9","","","","5"
"Complete transfer dependency","2013","Saxony","middle vocational","21","","","","5"
"Complete transfer dependency","2013","Saxony","vocational + Abi","1","","","","5"
"Complete transfer dependency","2013","Saxony","higher vocational","","","","","5"
"Complete transfer dependency","2013","Saxony","higher education","1","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","in school","","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","inadequately","4","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","general elemantary","15","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","middle vocational","19","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","vocational + Abi","","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","higher vocational","","","","","5"
"Complete transfer dependency","2013","Saxony-Anhalt","higher education","4","","","","5"
"Complete transfer dependency","2013","Thuringia","in school","","","","","5"
"Complete transfer dependency","2013","Thuringia","inadequately","2","","","","5"
"Complete transfer dependency","2013","Thuringia","general elemantary","10","","","","5"
"Complete transfer dependency","2013","Thuringia","middle vocational","12","","","","5"
"Complete transfer dependency","2013","Thuringia","vocational + Abi","1","","","","5"
"Complete transfer dependency","2013","Thuringia","higher vocational","","","","","5"
"Complete transfer dependency","2013","Thuringia","higher education","","","","","5"
"High transfer dependency","2013","Schleswig-Holstein","in school","2","","","","3"
"High transfer dependency","2013","Schleswig-Holstein","inadequately","3","","","","3"
"High transfer dependency","2013","Schleswig-Holstein","general elemantary","21","","","","3"
"High transfer dependency","2013","Schleswig-Holstein","middle vocational","30","0.0356765957012376","0.019547155604056","0.0518060357984191","3"
"High transfer dependency","2013","Schleswig-Holstein","vocational + Abi","5","","","","3"
"High transfer dependency","2013","Schleswig-Holstein","higher vocational","2","","","","3"
"High transfer dependency","2013","Schleswig-Holstein","higher education","3","","","","3"
"High transfer dependency","2013","Hamburg","in school","3","","","","3"
"High transfer dependency","2013","Hamburg","inadequately","2","","","","3"
"High transfer dependency","2013","Hamburg","general elemantary","6","","","","3"
"High transfer dependency","2013","Hamburg","middle vocational","10","","","","3"
"High transfer dependency","2013","Hamburg","vocational + Abi","2","","","","3"
"High transfer dependency","2013","Hamburg","higher vocational","1","","","","3"
"High transfer dependency","2013","Hamburg","higher education","5","","","","3"
"High transfer dependency","2013","Lower Saxony","in school","13","","","","3"
"High transfer dependency","2013","Lower Saxony","inadequately","13","","","","3"
"High transfer dependency","2013","Lower Saxony","general elemantary","39","0.0640881670757589","0.0408586303793728","0.087317703772145","3"
"High transfer dependency","2013","Lower Saxony","middle vocational","57","0.0368445958230202","0.026919947485896","0.0467692441601444","3"
"High transfer dependency","2013","Bavaria","inadequately","10","","","","3"
"High transfer dependency","2013","Bavaria","general elemantary","26","","","","3"
"High transfer dependency","2013","Bavaria","middle vocational","49","0.0137077961192015","0.00908185797620608","0.0183337342621969","3"
"High transfer dependency","2013","Bavaria","vocational + Abi","11","","","","3"
"High transfer dependency","2013","Bavaria","higher vocational","","","","","3"
"High transfer dependency","2013","Bavaria","higher education","13","","","","3"
"High transfer dependency","2013","Berlin","in school","5","","","","3"
"High transfer dependency","2013","Berlin","inadequately","4","","","","3"
"High transfer dependency","2013","Berlin","general elemantary","18","","","","3"
"High transfer dependency","2013","Berlin","middle vocational","38","0.0466333080551425","0.0267731709465324","0.0664934451637526","3"
"High transfer dependency","2013","Berlin","vocational + Abi","3","","","","3"
"High transfer dependency","2013","Berlin","higher vocational","4","","","","3"
"High transfer dependency","2013","Berlin","higher education","17","","","","3"
"High transfer dependency","2013","Brandenburg","in school","4","","","","3"
"High transfer dependency","2013","Brandenburg","inadequately","","","","","3"
"High transfer dependency","2013","Brandenburg","general elemantary","10","","","","3"
"High transfer dependency","2013","Brandenburg","middle vocational","30","0.0297194053354464","0.0154101119246318","0.044028698746261","3"
"High transfer dependency","2013","Brandenburg","vocational + Abi","8","","","","3"
"High transfer dependency","2013","Lower Saxony","vocational + Abi","5","","","","3"
"High transfer dependency","2013","Lower Saxony","higher vocational","3","","","","3"
"High transfer dependency","2013","Lower Saxony","higher education","12","","","","3"
"High transfer dependency","2013","Bremen","in school","3","","","","3"
"High transfer dependency","2013","Bremen","inadequately","1","","","","3"
"High transfer dependency","2013","Bremen","general elemantary","8","","","","3"
"High transfer dependency","2013","Bremen","middle vocational","6","","","","3"
"High transfer dependency","2013","Bremen","vocational + Abi","3","","","","3"
"High transfer dependency","2013","Bremen","higher vocational","","","","","3"
"High transfer dependency","2013","Bremen","higher education","3","","","","3"
"High transfer dependency","2013","North Rhine-Westphalia","in school","25","","","","3"
"High transfer dependency","2013","North Rhine-Westphalia","inadequately","20","","","","3"
"High transfer dependency","2013","North Rhine-Westphalia","general elemantary","82","0.0715151296142708","0.0549538840243821","0.0880763752041594","3"
"High transfer dependency","2013","North Rhine-Westphalia","middle vocational","124","0.0219475626961356","0.0163331615414352","0.027561963850836","3"
"High transfer dependency","2013","North Rhine-Westphalia","vocational + Abi","19","","","","3"
"High transfer dependency","2013","North Rhine-Westphalia","higher vocational","2","","","","3"
"High transfer dependency","2013","North Rhine-Westphalia","higher education","22","","","","3"
"High transfer dependency","2013","Hesse","in school","7","","","","3"
"High transfer dependency","2013","Hesse","inadequately","14","","","","3"
"High transfer dependency","2013","Hesse","general elemantary","21","","","","3"
"High transfer dependency","2013","Hesse","middle vocational","35","0.0234203232227273","0.0135067637824075","0.033333882663047","3"
"High transfer dependency","2013","Hesse","vocational + Abi","6","","","","3"
"High transfer dependency","2013","Hesse","higher vocational","2","","","","3"
"High transfer dependency","2013","Hesse","higher education","10","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","in school","1","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","inadequately","5","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","general elemantary","18","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","middle vocational","21","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","vocational + Abi","4","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","higher education","1","","","","3"
"High transfer dependency","2013","Baden-Württemberg","in school","9","","","","3"
"High transfer dependency","2013","Baden-Württemberg","inadequately","6","","","","3"
"High transfer dependency","2013","Baden-Württemberg","general elemantary","29","","","","3"
"High transfer dependency","2013","Baden-Württemberg","middle vocational","50","0.0190203729447765","0.0124354427972771","0.025605303092276","3"
"High transfer dependency","2013","Baden-Württemberg","vocational + Abi","8","","","","3"
"High transfer dependency","2013","Baden-Württemberg","higher vocational","1","","","","3"
"High transfer dependency","2013","Baden-Württemberg","higher education","7","","","","3"
"High transfer dependency","2013","Bavaria","in school","6","","","","3"
"High transfer dependency","2013","Brandenburg","higher vocational","","","","","3"
"High transfer dependency","2013","Brandenburg","higher education","5","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","in school","1","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","inadequately","2","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","general elemantary","6","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","middle vocational","20","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","higher education","5","","","","3"
"High transfer dependency","2013","Saxony","in school","","","","","3"
"High transfer dependency","2013","Saxony","inadequately","1","","","","3"
"High transfer dependency","2013","Saxony","general elemantary","5","","","","3"
"High transfer dependency","2013","Saxony","middle vocational","52","0.0537265446833118","0.0392584929418129","0.0681945964248107","3"
"High transfer dependency","2013","Saxony","vocational + Abi","5","","","","3"
"High transfer dependency","2013","Saxony","higher vocational","2","","","","3"
"High transfer dependency","2013","Saxony","higher education","10","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","in school","3","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","inadequately","5","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","general elemantary","14","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","middle vocational","41","0.0830933949867342","0.0600461990526926","0.106140590920776","3"
"High transfer dependency","2013","Saxony-Anhalt","vocational + Abi","5","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","higher vocational","3","","","","3"
"High transfer dependency","2013","Saxony-Anhalt","higher education","5","","","","3"
"High transfer dependency","2013","Thuringia","in school","4","","","","3"
"High transfer dependency","2013","Thuringia","inadequately","2","","","","3"
"High transfer dependency","2013","Thuringia","general elemantary","10","","","","3"
"High transfer dependency","2013","Thuringia","middle vocational","43","0.0438329973398685","0.0275868407789038","0.0600791539008332","3"
"High transfer dependency","2013","Thuringia","vocational + Abi","","","","","3"
"High transfer dependency","2013","Thuringia","higher vocational","","","","","3"
"High transfer dependency","2013","Thuringia","higher education","2","","","","3"
"Low transfer dependency","2013","Schleswig-Holstein","in school","2","","","","2"
"Low transfer dependency","2013","Schleswig-Holstein","inadequately","4","","","","2"
"Low transfer dependency","2013","Schleswig-Holstein","general elemantary","18","","","","2"
"Low transfer dependency","2013","Schleswig-Holstein","middle vocational","51","0.0682108201402934","0.0462877334059269","0.0901339068746598","2"
"Low transfer dependency","2013","Schleswig-Holstein","vocational + Abi","10","","","","2"
"Low transfer dependency","2013","Schleswig-Holstein","higher vocational","3","","","","2"
"Low transfer dependency","2013","Schleswig-Holstein","higher education","7","","","","2"
"Low transfer dependency","2013","Hamburg","in school","1","","","","2"
"Low transfer dependency","2013","Hamburg","inadequately","1","","","","2"
"Low transfer dependency","2013","Hamburg","general elemantary","10","","","","2"
"Low transfer dependency","2013","Hamburg","middle vocational","16","","","","2"
"Low transfer dependency","2013","Hamburg","vocational + Abi","5","","","","2"
"Low transfer dependency","2013","Hamburg","higher vocational","","","","","2"
"Low transfer dependency","2013","Hamburg","higher education","6","","","","2"
"Low transfer dependency","2013","Lower Saxony","in school","12","","","","2"
"Low transfer dependency","2013","Lower Saxony","inadequately","5","","","","2"
"Low transfer dependency","2013","Lower Saxony","general elemantary","49","0.0824933373982593","0.056398884015947","0.108587790780572","2"
"Low transfer dependency","2013","Lower Saxony","middle vocational","94","0.0430221587213146","0.0323321739635595","0.0537121434790697","2"
"Low transfer dependency","2013","Lower Saxony","vocational + Abi","21","","","","2"
"Low transfer dependency","2013","Lower Saxony","higher vocational","5","","","","2"
"Low transfer dependency","2013","Lower Saxony","higher education","20","","","","2"
"Low transfer dependency","2013","Bremen","in school","","","","","2"
"Low transfer dependency","2013","Bremen","inadequately","","","","","2"
"Low transfer dependency","2013","Bremen","general elemantary","1","","","","2"
"Low transfer dependency","2013","Bremen","middle vocational","12","","","","2"
"Low transfer dependency","2013","Bremen","vocational + Abi","4","","","","2"
"Low transfer dependency","2013","Bremen","higher vocational","","","","","2"
"Low transfer dependency","2013","Bremen","higher education","3","","","","2"
"Low transfer dependency","2013","North Rhine-Westphalia","in school","35","0.0968209185324021","0.0612840785194619","0.132357758545342","2"
"Low transfer dependency","2013","North Rhine-Westphalia","inadequately","42","0.215563862456433","0.156783001747073","0.274344723165793","2"
"Low transfer dependency","2013","North Rhine-Westphalia","general elemantary","155","0.104553248315018","0.0848881888256353","0.1242183078044","2"
"Low transfer dependency","2013","North Rhine-Westphalia","middle vocational","217","0.0448543711944519","0.0369226689251222","0.0527860734637816","2"
"Low transfer dependency","2013","North Rhine-Westphalia","vocational + Abi","49","0.055237729683412","0.0378881020889263","0.0725873572778977","2"
"Low transfer dependency","2013","North Rhine-Westphalia","higher vocational","12","","","","2"
"Low transfer dependency","2013","North Rhine-Westphalia","higher education","52","0.0338688132603595","0.0240918663922029","0.0436457601285162","2"
"Low transfer dependency","2013","Hesse","in school","8","","","","2"
"Low transfer dependency","2013","Hesse","inadequately","10","","","","2"
"Low transfer dependency","2013","Hesse","general elemantary","43","0.141849335219919","0.0994404515110328","0.184258218928804","2"
"Low transfer dependency","2013","Hesse","middle vocational","65","0.0421832208016929","0.0290070134649885","0.0553594281383972","2"
"Low transfer dependency","2013","Hesse","vocational + Abi","15","","","","2"
