"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2011","North Rhine-Westphalia","Male","56","0.0183750441531003","0.0132275100146629","0.0235225782915377"
"Very high transfer dependency","2011","North Rhine-Westphalia","Female","109","0.0208938997310615","0.0158767591178973","0.0259110403442256"
"Very high transfer dependency","2011","Hesse","Male","22","","",""
"Very high transfer dependency","2011","Hesse","Female","31","0.0113023331105133","0.00500655129481976","0.0175981149262069"
"Very high transfer dependency","2011","Rhineland-Palatinate,Saarland","Male","17","","",""
"Very high transfer dependency","2011","Rhineland-Palatinate,Saarland","Female","27","","",""
"Very high transfer dependency","2011","Baden-Württemberg","Male","13","","",""
"Very high transfer dependency","2011","Baden-Württemberg","Female","32","0.00976459336969937","0.00538554656270456","0.0141436401766942"
"Very high transfer dependency","2011","Bavaria","Male","19","","",""
"Very high transfer dependency","2011","Bavaria","Female","40","0.0122846377081819","0.00792287405036017","0.0166464013660035"
"Very high transfer dependency","2011","Berlin","Male","11","","",""
"Very high transfer dependency","2011","Berlin","Female","28","","",""
"Very high transfer dependency","2011","Brandenburg","Male","18","","",""
"Very high transfer dependency","2011","Brandenburg","Female","32","0.0282437895106448","0.015255611630317","0.0412319673909727"
"Very high transfer dependency","2011","Mecklenburg-Western Pomerania","Male","9","","",""
"Very high transfer dependency","2011","Mecklenburg-Western Pomerania","Female","27","","",""
"Very high transfer dependency","2011","Saxony","Male","34","0.0190645184467557","0.00996703298515958","0.0281620039083517"
"Very high transfer dependency","2011","Saxony","Female","53","0.0291176066950039","0.018503810978888","0.0397314024111198"
"Very high transfer dependency","2011","Saxony-Anhalt","Male","20","","",""
"Very high transfer dependency","2011","Saxony-Anhalt","Female","38","0.0338028874376838","0.0193182620950119","0.0482875127803556"
"Very high transfer dependency","2011","Thuringia","Male","13","","",""
"Very high transfer dependency","2011","Thuringia","Female","27","","",""
"Complete transfer dependency","2011","Schleswig-Holstein","Male","6","","",""
"Complete transfer dependency","2011","Schleswig-Holstein","Female","10","","",""
"Complete transfer dependency","2011","Hamburg","Male","1","","",""
"Complete transfer dependency","2011","Hamburg","Female","5","","",""
"Complete transfer dependency","2011","Lower Saxony","Male","12","","",""
"Complete transfer dependency","2011","Lower Saxony","Female","25","","",""
"Complete transfer dependency","2011","Bremen","Male","2","","",""
"Complete transfer dependency","2011","Bremen","Female","1","","",""
"Complete transfer dependency","2011","North Rhine-Westphalia","Male","50","0.0196925034173757","0.0143672059636429","0.0250178008711086"
"Complete transfer dependency","2011","North Rhine-Westphalia","Female","75","0.0163494187914322","0.0119010249857013","0.020797812597163"
"Complete transfer dependency","2011","Hesse","Male","14","","",""
"Complete transfer dependency","2011","Hesse","Female","26","","",""
"Complete transfer dependency","2011","Rhineland-Palatinate,Saarland","Male","9","","",""
"Complete transfer dependency","2011","Rhineland-Palatinate,Saarland","Female","21","","",""
"Complete transfer dependency","2011","Baden-Württemberg","Male","15","","",""
"Complete transfer dependency","2011","Baden-Württemberg","Female","24","","",""
"Complete transfer dependency","2011","Bavaria","Male","15","","",""
"Complete transfer dependency","2011","Bavaria","Female","26","","",""
"Complete transfer dependency","2011","Berlin","Male","13","","",""
"Complete transfer dependency","2011","Berlin","Female","18","","",""
"Complete transfer dependency","2011","Brandenburg","Male","14","","",""
"Complete transfer dependency","2011","Brandenburg","Female","14","","",""
"Complete transfer dependency","2011","Mecklenburg-Western Pomerania","Male","7","","",""
"Complete transfer dependency","2011","Mecklenburg-Western Pomerania","Female","13","","",""
"Complete transfer dependency","2011","Saxony","Male","11","","",""
"Complete transfer dependency","2011","Saxony","Female","16","","",""
"Complete transfer dependency","2011","Saxony-Anhalt","Male","17","","",""
"Complete transfer dependency","2011","Saxony-Anhalt","Female","21","","",""
"Complete transfer dependency","2011","Thuringia","Male","8","","",""
"Complete transfer dependency","2011","Thuringia","Female","12","","",""
"No transfer dependency","2012","Schleswig-Holstein","Male","152","0.496957932984567","0.450398445182287","0.543517420786847"
"No transfer dependency","2012","Schleswig-Holstein","Female","180","0.532731911169057","0.490882515860682","0.574581306477431"
"No transfer dependency","2012","Hamburg","Male","85","0.627258029019226","0.558684157310311","0.69583190072814"
"No transfer dependency","2012","Hamburg","Female","97","0.622149168575501","0.561313171340944","0.682985165810058"
"No transfer dependency","2012","Lower Saxony","Male","475","0.525034554428292","0.496745009142524","0.55332409971406"
"No transfer dependency","2012","Lower Saxony","Female","514","0.524546513584333","0.49852599835809","0.550567028810577"
"No transfer dependency","2012","Bremen","Male","27","","",""
"No transfer dependency","2012","Bremen","Female","32","0.41410010663175","0.322051730971511","0.506148482291989"
"No transfer dependency","2012","North Rhine-Westphalia","Male","950","0.487951206514401","0.46855791044635","0.507344502582451"
"No transfer dependency","2012","North Rhine-Westphalia","Female","1026","0.504742202327871","0.486983758219775","0.522500646435967"
"No transfer dependency","2012","Hesse","Male","328","0.480520957389187","0.447302582246618","0.513739332531756"
"No transfer dependency","2012","Hesse","Female","377","0.503784650471282","0.473571376852078","0.533997924090486"
"No transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","295","0.514192975247168","0.477558494954588","0.550827455539749"
"No transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","336","0.541791198543571","0.508796533468401","0.574785863618741"
"No transfer dependency","2012","Baden-Württemberg","Male","572","0.498144764984204","0.473213124032156","0.523076405936253"
"No transfer dependency","2012","Baden-Württemberg","Female","649","0.514194484838119","0.491232611099268","0.53715635857697"
"No transfer dependency","2012","Bavaria","Male","838","0.571431941859826","0.549727370439623","0.593136513280029"
"No transfer dependency","2012","Bavaria","Female","908","0.57261951741508","0.552901631086363","0.592337403743797"
"No transfer dependency","2012","Berlin","Male","208","0.512314452878667","0.466784642449304","0.55784426330803"
"No transfer dependency","2012","Berlin","Female","229","0.526390509930386","0.48589509148182","0.566885928378952"
"No transfer dependency","2012","Brandenburg","Male","218","0.50631911345459","0.462713969986224","0.549924256922955"
"No transfer dependency","2012","Brandenburg","Female","247","0.561038182645733","0.521196787005731","0.600879578285735"
"No transfer dependency","2012","Mecklenburg-Western Pomerania","Male","118","0.512568064483221","0.455138653972343","0.5699974749941"
"No transfer dependency","2012","Mecklenburg-Western Pomerania","Female","117","0.434282957593436","0.382576264556044","0.485989650630829"
"No transfer dependency","2012","Saxony","Male","364","0.494895864237539","0.461843614315193","0.527948114159886"
"No transfer dependency","2012","Saxony","Female","392","0.528054436326832","0.496573703785064","0.559535168868599"
"No transfer dependency","2012","Saxony-Anhalt","Male","200","0.541175106691772","0.495932509863807","0.586417703519738"
"No transfer dependency","2012","Saxony-Anhalt","Female","215","0.525407728148321","0.48426922982112","0.566546226475522"
"No transfer dependency","2012","Thuringia","Male","216","0.499030444522578","0.454759454019584","0.543301435025572"
"No transfer dependency","2012","Thuringia","Female","237","0.495667019150563","0.45552689999463","0.535807138306496"
"Very low transfer dependency","2012","Schleswig-Holstein","Male","209","0.366454476488146","0.321585603938743","0.411323349037548"
"Very low transfer dependency","2012","Schleswig-Holstein","Female","240","0.334916346273793","0.295328846035261","0.374503846512326"
"Very low transfer dependency","2012","Hamburg","Male","92","0.29763598635499","0.232794157872856","0.362477814837124"
"Very low transfer dependency","2012","Hamburg","Female","104","0.251031327826706","0.196625056165171","0.305437599488242"
"Very low transfer dependency","2012","Lower Saxony","Male","546","0.37289482023417","0.345500256713601","0.40028938375474"
"Very low transfer dependency","2012","Lower Saxony","Female","644","0.356386164967464","0.331432003853433","0.381340326081495"
"Very low transfer dependency","2012","Bremen","Male","34","0.44057591473193","0.33440894932794","0.54674288013592"
"Very low transfer dependency","2012","Bremen","Female","49","0.406965517251824","0.315159630881277","0.498771403622371"
"Very low transfer dependency","2012","North Rhine-Westphalia","Male","1239","0.398328813827435","0.379335172859269","0.417322454795601"
"Very low transfer dependency","2012","North Rhine-Westphalia","Female","1454","0.367871418851414","0.350743477005888","0.38499936069694"
"Very low transfer dependency","2012","Hesse","Male","435","0.391503160128055","0.359051643209834","0.423954677046277"
"Very low transfer dependency","2012","Hesse","Female","516","0.378880225436593","0.349565969942539","0.408194480930647"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","344","0.406898383535522","0.370890084529966","0.442906682541077"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","413","0.366792307340931","0.334878454474202","0.39870616020766"
"Very low transfer dependency","2012","Baden-Württemberg","Male","838","0.443619134337314","0.418846335441339","0.468391933233288"
"Very low transfer dependency","2012","Baden-Württemberg","Female","946","0.409238493314478","0.38664898748839","0.431827999140566"
"Very low transfer dependency","2012","Bavaria","Male","1005","0.361262179956925","0.340193776638521","0.382330583275328"
"Very low transfer dependency","2012","Bavaria","Female","1237","0.349164144693801","0.330163405441984","0.368164883945617"
"Very low transfer dependency","2012","Berlin","Male","153","0.280158283359887","0.239253147909602","0.321063418810171"
"Very low transfer dependency","2012","Berlin","Female","208","0.2824329155818","0.245921339819199","0.318944491344401"
"Very low transfer dependency","2012","Brandenburg","Male","173","0.30466128260809","0.264518336618824","0.344804228597357"
"Very low transfer dependency","2012","Brandenburg","Female","202","0.294134403140048","0.257553124541518","0.330715681738577"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","Male","98","0.303566816434271","0.250738292950592","0.35639533991795"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","Female","122","0.319658279733186","0.271010024470823","0.368306534995549"
"Very low transfer dependency","2012","Saxony","Male","331","0.331327367506152","0.300210986342087","0.362443748670217"
"Very low transfer dependency","2012","Saxony","Female","345","0.297202146644491","0.268381699672705","0.326022593616276"
"Very low transfer dependency","2012","Saxony-Anhalt","Male","159","0.254531960264459","0.21498247749178","0.294081443037137"
"Very low transfer dependency","2012","Saxony-Anhalt","Female","207","0.301877051113611","0.264057107053808","0.339696995173413"
"Very low transfer dependency","2012","Thuringia","Male","194","0.329900537662263","0.288270078839193","0.371530996485333"
"Very low transfer dependency","2012","Thuringia","Female","221","0.312483603686476","0.275271852506729","0.349695354866222"
"Low transfer dependency","2012","Schleswig-Holstein","Male","46","0.0739542969622078","0.0495849357779787","0.0983236581464369"
"Low transfer dependency","2012","Schleswig-Holstein","Female","70","0.0632483070558303","0.0428314698615274","0.0836651442501331"
"Low transfer dependency","2012","Hamburg","Male","9","","",""
"Low transfer dependency","2012","Hamburg","Female","19","","",""
"Low transfer dependency","2012","Lower Saxony","Male","81","0.0402518959394016","0.029117342143491","0.0513864497353122"
"Low transfer dependency","2012","Lower Saxony","Female","123","0.0458020659404925","0.034909463803585","0.0566946680774"
"Low transfer dependency","2012","Bremen","Male","13","","",""
"Low transfer dependency","2012","Bremen","Female","13","","",""
"Low transfer dependency","2012","North Rhine-Westphalia","Male","181","0.0548974001328946","0.0460600283966258","0.0637347718691634"
"Low transfer dependency","2012","North Rhine-Westphalia","Female","236","0.0576258440540725","0.0493488093520124","0.0659028787561326"
"Low transfer dependency","2012","Hesse","Male","55","0.0567800839761598","0.0413934827200396","0.0721666852322801"
"Low transfer dependency","2012","Hesse","Female","69","0.0525362661610167","0.0390543655685218","0.0660181667535116"
"Low transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","39","0.039640295623064","0.0253388322869427","0.0539417589591853"
"Low transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","59","0.0407415529490199","0.0276502569193501","0.0538328489786897"
"Low transfer dependency","2012","Baden-Württemberg","Male","93","0.0374063533012136","0.0279444603490108","0.0468682462534164"
"Low transfer dependency","2012","Baden-Württemberg","Female","118","0.0432671880334977","0.0339198689778346","0.0526145070891608"
"Low transfer dependency","2012","Bavaria","Male","99","0.0326284843595329","0.0248363908334366","0.0404205778856292"
"Low transfer dependency","2012","Bavaria","Female","167","0.0456846031003046","0.0373621599687402","0.0540070462318689"
"Low transfer dependency","2012","Berlin","Male","47","0.0840262728533706","0.0587561906890432","0.109296355017698"
"Low transfer dependency","2012","Berlin","Female","60","0.0883338726687981","0.0653182243744114","0.111349520963185"
"Low transfer dependency","2012","Brandenburg","Male","55","0.0625185164942364","0.0414036624709575","0.0836333705175152"
"Low transfer dependency","2012","Brandenburg","Female","66","0.0603435236218764","0.0412262986949617","0.0794607485487912"
"Low transfer dependency","2012","Mecklenburg-Western Pomerania","Male","37","0.0780868542651061","0.04725954891723","0.108914159612982"
"Low transfer dependency","2012","Mecklenburg-Western Pomerania","Female","46","0.123214283010939","0.0889266110542755","0.157501954967603"
"Low transfer dependency","2012","Saxony","Male","102","0.080914209378713","0.0628863535265046","0.0989420652309214"
"Low transfer dependency","2012","Saxony","Female","113","0.0698819591640851","0.0538047338608771","0.085959184467293"
"Low transfer dependency","2012","Saxony-Anhalt","Male","46","0.0881887933153052","0.0624425247248003","0.11393506190581"
"Low transfer dependency","2012","Saxony-Anhalt","Female","56","0.0743307618914877","0.0527208954212908","0.0959406283616846"
"Low transfer dependency","2012","Thuringia","Male","44","0.0812236529760565","0.0570358616636728","0.10541144428844"
"Low transfer dependency","2012","Thuringia","Female","65","0.0809752996304452","0.0590742547593846","0.102876344501506"
"High transfer dependency","2012","Schleswig-Holstein","Male","15","","",""
"High transfer dependency","2012","Schleswig-Holstein","Female","31","0.0421512762216933","0.0252971750599274","0.0590053773834593"
"High transfer dependency","2012","Hamburg","Male","1","","",""
"High transfer dependency","2012","Hamburg","Female","10","","",""
"High transfer dependency","2012","Lower Saxony","Male","49","0.037908285681289","0.0270895546073781","0.0487270167551999"
"High transfer dependency","2012","Lower Saxony","Female","72","0.0408417678209017","0.0305291893451805","0.0511543462966228"
"High transfer dependency","2012","Bremen","Male","7","","",""
"High transfer dependency","2012","Bremen","Female","6","","",""
"High transfer dependency","2012","North Rhine-Westphalia","Male","85","0.0292518212407319","0.0227139328320572","0.0357897096494066"
"High transfer dependency","2012","North Rhine-Westphalia","Female","157","0.0332814967983213","0.0269105220593233","0.0396524715373193"
"High transfer dependency","2012","Hesse","Male","31","0.047267861139687","0.0331585248064267","0.0613771974729472"
"High transfer dependency","2012","Hesse","Female","47","0.0380877901560137","0.0265213203709637","0.0496542599410636"
"High transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","20","","",""
"High transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","37","0.0202597490351759","0.0109300304561251","0.0295894676142266"
"High transfer dependency","2012","Baden-Württemberg","Male","23","","",""
"High transfer dependency","2012","Baden-Württemberg","Female","60","0.0166275035529358","0.0107528136061942","0.0225021934996775"
"High transfer dependency","2012","Bavaria","Male","28","","",""
"High transfer dependency","2012","Bavaria","Female","64","0.0180423507167619","0.0127370148658238","0.0233476865677"
"High transfer dependency","2012","Berlin","Male","20","","",""
"High transfer dependency","2012","Berlin","Female","32","0.0432372467290105","0.0267414683605352","0.0597330250974858"
"High transfer dependency","2012","Brandenburg","Male","28","","",""
"High transfer dependency","2012","Brandenburg","Female","43","0.0339145419049868","0.0193825311274172","0.0484465526825564"
"High transfer dependency","2012","Mecklenburg-Western Pomerania","Male","19","","",""
"High transfer dependency","2012","Mecklenburg-Western Pomerania","Female","27","","",""
"High transfer dependency","2012","Saxony","Male","38","0.0403656205792127","0.0273545698686249","0.0533766712898005"
"High transfer dependency","2012","Saxony","Female","50","0.0603025763034008","0.0452911665616215","0.07531398604518"
"High transfer dependency","2012","Saxony-Anhalt","Male","27","","",""
"High transfer dependency","2012","Saxony-Anhalt","Female","39","0.0390772540070598","0.0231130918245994","0.0550414161895202"
"High transfer dependency","2012","Thuringia","Male","17","","",""
"High transfer dependency","2012","Thuringia","Female","35","0.0489287817673759","0.0316101458598066","0.0662474176749451"
"Very high transfer dependency","2012","Schleswig-Holstein","Male","14","","",""
"Very high transfer dependency","2012","Schleswig-Holstein","Female","22","","",""
"Very high transfer dependency","2012","Hamburg","Male","2","","",""
"Very high transfer dependency","2012","Hamburg","Female","7","","",""
"Very high transfer dependency","2012","Lower Saxony","Male","34","0.0174382994290431","0.0100229265037482","0.0248536723543381"
"Very high transfer dependency","2012","Lower Saxony","Female","42","0.0195565457484892","0.0123416971677861","0.0267713943291924"
"Very high transfer dependency","2012","Bremen","Male","2","","",""
"Very high transfer dependency","2012","Bremen","Female","5","","",""
"Very high transfer dependency","2012","North Rhine-Westphalia","Male","55","0.0122226981499114","0.00795964428179497","0.0164857520180278"
"Very high transfer dependency","2012","North Rhine-Westphalia","Female","104","0.0209022699067935","0.0158210944686192","0.0259834453449678"
"Very high transfer dependency","2012","Hesse","Male","12","","",""
"Very high transfer dependency","2012","Hesse","Female","27","","",""
"Very high transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","6","","",""
"Very high transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","14","","",""
"Very high transfer dependency","2012","Baden-Württemberg","Male","11","","",""
"Very high transfer dependency","2012","Baden-Württemberg","Female","30","0.00926650414670941","0.00486451687541584","0.013668491418003"
"Very high transfer dependency","2012","Bavaria","Male","12","","",""
"Very high transfer dependency","2012","Bavaria","Female","27","","",""
"Very high transfer dependency","2012","Berlin","Male","19","","",""
"Very high transfer dependency","2012","Berlin","Female","32","0.0362759648812787","0.02111148570623","0.0514404440563274"
"Very high transfer dependency","2012","Brandenburg","Male","15","","",""
"Very high transfer dependency","2012","Brandenburg","Female","25","","",""
"Very high transfer dependency","2012","Mecklenburg-Western Pomerania","Male","13","","",""
"Very high transfer dependency","2012","Mecklenburg-Western Pomerania","Female","27","","",""
"Very high transfer dependency","2012","Saxony","Male","27","","",""
"Very high transfer dependency","2012","Saxony","Female","51","0.0311672106738203","0.0202091699404054","0.0421252514072352"
"Very high transfer dependency","2012","Saxony-Anhalt","Male","18","","",""
"Very high transfer dependency","2012","Saxony-Anhalt","Female","34","0.0402297970529016","0.0240416393113759","0.0564179547944273"
"Very high transfer dependency","2012","Thuringia","Male","10","","",""
"Very high transfer dependency","2012","Thuringia","Female","22","","",""
"Complete transfer dependency","2012","Schleswig-Holstein","Male","7","","",""
"Complete transfer dependency","2012","Schleswig-Holstein","Female","3","","",""
"Complete transfer dependency","2012","Hamburg","Male","2","","",""
"Complete transfer dependency","2012","Hamburg","Female","7","","",""
"Complete transfer dependency","2012","Lower Saxony","Male","12","","",""
"Complete transfer dependency","2012","Lower Saxony","Female","20","","",""
"Complete transfer dependency","2012","Bremen","Male","1","","",""
"Complete transfer dependency","2012","Bremen","Female","5","","",""
"Complete transfer dependency","2012","North Rhine-Westphalia","Male","42","0.0173480601346263","0.0122824347049876","0.0224136855642651"
"Complete transfer dependency","2012","North Rhine-Westphalia","Female","68","0.0155767680615277","0.0111784761850882","0.0199750599379671"
"Complete transfer dependency","2012","Hesse","Male","8","","",""
"Complete transfer dependency","2012","Hesse","Female","16","","",""
"Complete transfer dependency","2012","Rhineland-Palatinate,Saarland","Male","11","","",""
"Complete transfer dependency","2012","Rhineland-Palatinate,Saarland","Female","17","","",""
"Complete transfer dependency","2012","Baden-Württemberg","Male","8","","",""
"Complete transfer dependency","2012","Baden-Württemberg","Female","17","","",""
"Complete transfer dependency","2012","Bavaria","Male","15","","",""
"Complete transfer dependency","2012","Bavaria","Female","15","","",""
"Complete transfer dependency","2012","Berlin","Male","16","","",""
"Complete transfer dependency","2012","Berlin","Female","23","","",""
"Complete transfer dependency","2012","Brandenburg","Male","16","","",""
"Complete transfer dependency","2012","Brandenburg","Female","13","","",""
"Complete transfer dependency","2012","Mecklenburg-Western Pomerania","Male","6","","",""
"Complete transfer dependency","2012","Mecklenburg-Western Pomerania","Female","14","","",""
"Complete transfer dependency","2012","Saxony","Male","17","","",""
"Complete transfer dependency","2012","Saxony","Female","15","","",""
"Complete transfer dependency","2012","Saxony-Anhalt","Male","16","","",""
"Complete transfer dependency","2012","Saxony-Anhalt","Female","15","","",""
"Complete transfer dependency","2012","Thuringia","Male","9","","",""
"Complete transfer dependency","2012","Thuringia","Female","16","","",""
"No transfer dependency","2013","Schleswig-Holstein","Male","148","0.488256309946273","0.443538795824333","0.532973824068212"
"No transfer dependency","2013","Schleswig-Holstein","Female","174","0.499201973931844","0.458822570830334","0.539581377033354"
"No transfer dependency","2013","Hamburg","Male","96","0.604218595496469","0.544197663197346","0.664239527795592"
"No transfer dependency","2013","Hamburg","Female","108","0.644605127977525","0.59123831007981","0.697971945875241"
"No transfer dependency","2013","Lower Saxony","Male","470","0.491062730658306","0.464414992021239","0.517710469295374"
"No transfer dependency","2013","Lower Saxony","Female","521","0.520360036618642","0.495749715415917","0.544970357821367"
"No transfer dependency","2013","Bremen","Male","30","0.447470289438767","0.351906944706935","0.543033634170598"
"No transfer dependency","2013","Bremen","Female","35","0.494682001676385","0.410029240154098","0.579334763198671"
"No transfer dependency","2013","North Rhine-Westphalia","Male","1039","0.504591304578632","0.486582678489503","0.52259993066776"
"No transfer dependency","2013","North Rhine-Westphalia","Female","1095","0.505833352956316","0.489207894504428","0.522458811408204"
"No transfer dependency","2013","Hesse","Male","378","0.530461034872116","0.49969758216143","0.561224487582803"
"No transfer dependency","2013","Hesse","Female","407","0.509235287368842","0.480974011364663","0.537496563373021"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","306","0.518968193423704","0.484686656890202","0.553249729957206"
"No transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","338","0.530494630366174","0.499200593696702","0.561788667035647"
"No transfer dependency","2013","Baden-Württemberg","Male","626","0.520462050378678","0.497048934669533","0.543875166087823"
"No transfer dependency","2013","Baden-Württemberg","Female","711","0.536909532281315","0.515397733714977","0.558421330847652"
"No transfer dependency","2013","Bavaria","Male","905","0.573593973003023","0.553150066103503","0.594037879902542"
"No transfer dependency","2013","Bavaria","Female","947","0.552713877214594","0.533993855763078","0.57143389866611"
"No transfer dependency","2013","Berlin","Male","230","0.539828301347342","0.496782355614523","0.58287424708016"
"No transfer dependency","2013","Berlin","Female","241","0.552472972302915","0.514129010369924","0.590816934235907"
"No transfer dependency","2013","Brandenburg","Male","206","0.486971724152373","0.444011262199451","0.529932186105294"
"No transfer dependency","2013","Brandenburg","Female","237","0.578342668470922","0.539440374463329","0.617244962478514"
"No transfer dependency","2013","Mecklenburg-Western Pomerania","Male","110","0.524820925857212","0.465144036707444","0.584497815006979"
"No transfer dependency","2013","Mecklenburg-Western Pomerania","Female","114","0.477596246429747","0.424424388125544","0.530768104733949"
"No transfer dependency","2013","Saxony","Male","354","0.527275752873107","0.493613546654313","0.5609379590919"
"No transfer dependency","2013","Saxony","Female","381","0.550543787121824","0.518811474742443","0.582276099501205"
"No transfer dependency","2013","Saxony-Anhalt","Male","193","0.49940222145226","0.454811528691441","0.543992914213078"
"No transfer dependency","2013","Saxony-Anhalt","Female","225","0.52150841080695","0.480889540794297","0.562127280819602"
"No transfer dependency","2013","Thuringia","Male","221","0.556908356670115","0.51232964136876","0.60148707197147"
"No transfer dependency","2013","Thuringia","Female","246","0.548229162584772","0.507831710265304","0.588626614904239"
"Very low transfer dependency","2013","Schleswig-Holstein","Male","233","0.366570798669281","0.323463039736787","0.409678557601775"
"Very low transfer dependency","2013","Schleswig-Holstein","Female","278","0.361219885555856","0.322427010924179","0.400012760187533"
"Very low transfer dependency","2013","Hamburg","Male","121","0.290678326956053","0.234946158438729","0.346410495473376"
"Very low transfer dependency","2013","Hamburg","Female","140","0.240707559792911","0.193040512093414","0.288374607492409"
"Very low transfer dependency","2013","Lower Saxony","Male","647","0.387888781588471","0.361915398304255","0.413862164872687"
"Very low transfer dependency","2013","Lower Saxony","Female","752","0.355356910599865","0.331779305901528","0.378934515298203"
"Very low transfer dependency","2013","Bremen","Male","41","0.228651472015542","0.147938423706906","0.309364520324177"
"Very low transfer dependency","2013","Bremen","Female","47","0.173023308264241","0.108976921708781","0.237069694819701"
"Very low transfer dependency","2013","North Rhine-Westphalia","Male","1405","0.378813571896054","0.361341169153534","0.396285974638573"
"Very low transfer dependency","2013","North Rhine-Westphalia","Female","1638","0.361537572212024","0.345561221884159","0.377513922539889"
"Very low transfer dependency","2013","Hesse","Male","486","0.367592289686174","0.337871914470447","0.397312664901901"
"Very low transfer dependency","2013","Hesse","Female","579","0.373854567166487","0.346502836516813","0.401206297816161"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","420","0.40041415735247","0.366795264370019","0.434033050334922"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","490","0.372905968682366","0.342583342631432","0.4032285947333"
"Very low transfer dependency","2013","Baden-Württemberg","Male","941","0.400438196251134","0.377474705179582","0.423401687322687"
"Very low transfer dependency","2013","Baden-Württemberg","Female","1083","0.382246787005825","0.361282858362225","0.403210715649425"
"Very low transfer dependency","2013","Bavaria","Male","1136","0.348631175272044","0.328932068597443","0.368330281946645"
"Very low transfer dependency","2013","Bavaria","Female","1413","0.356963515349354","0.338925316597522","0.375001714101187"
"Very low transfer dependency","2013","Berlin","Male","164","0.234300283480205","0.197718899954549","0.270881667005861"
"Very low transfer dependency","2013","Berlin","Female","228","0.256745896919798","0.223059679635869","0.290432114203728"
"Very low transfer dependency","2013","Brandenburg","Male","188","0.322569117358739","0.282390932945413","0.362747301772064"
"Very low transfer dependency","2013","Brandenburg","Female","226","0.269279538185475","0.234334937848903","0.304224138522047"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","Male","95","0.315009459873801","0.259498845249131","0.37052007449847"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","Female","126","0.310028766444132","0.260794810774453","0.359262722113811"
"Very low transfer dependency","2013","Saxony","Male","338","0.32626660590754","0.294654743273352","0.357878468541728"
"Very low transfer dependency","2013","Saxony","Female","361","0.300884422333497","0.271626974774911","0.330141869892083"
"Very low transfer dependency","2013","Saxony-Anhalt","Male","178","0.27450100554311","0.234702670583244","0.314299340502975"
"Very low transfer dependency","2013","Saxony-Anhalt","Female","203","0.289982037213874","0.2530859560336","0.326878118394149"
"Very low transfer dependency","2013","Thuringia","Male","179","0.302082023639105","0.260876680527947","0.343287366750263"
"Very low transfer dependency","2013","Thuringia","Female","212","0.279013694133339","0.242606259266941","0.315421128999736"
"Low transfer dependency","2013","Schleswig-Holstein","Male","41","0.0687050620177383","0.0460760568557458","0.0913340671797307"
"Low transfer dependency","2013","Schleswig-Holstein","Female","60","0.0800556163281501","0.0581393215823503","0.10197191107395"
"Low transfer dependency","2013","Hamburg","Male","15","","",""
"Low transfer dependency","2013","Hamburg","Female","25","","",""
"Low transfer dependency","2013","Lower Saxony","Male","91","0.0480818757232377","0.0366780586067586","0.0594856928397168"
"Low transfer dependency","2013","Lower Saxony","Female","124","0.0507494476482236","0.0399372563063161","0.061561638990131"
"Low transfer dependency","2013","Bremen","Male","9","","",""
"Low transfer dependency","2013","Bremen","Female","13","","",""
"Low transfer dependency","2013","North Rhine-Westphalia","Male","253","0.0517631397329009","0.0437832367846686","0.0597430426811332"
"Low transfer dependency","2013","North Rhine-Westphalia","Female","334","0.0600957652220001","0.0521926753269511","0.0679988551170491"
"Low transfer dependency","2013","Hesse","Male","73","0.047291505514492","0.0342073980673294","0.0603756129616546"
"Low transfer dependency","2013","Hesse","Female","103","0.0613392107561897","0.0477742267127684","0.0749041947996111"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","Male","55","0.0522147927873086","0.0369512708888493","0.0674783146857679"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","Female","75","0.0515030425943312","0.0376439363753467","0.0653621488133157"
"Low transfer dependency","2013","Baden-Württemberg","Male","106","0.0481376682695955","0.0381057778062802","0.0581695587329107"
"Low transfer dependency","2013","Baden-Württemberg","Female","142","0.0444302608316001","0.0355410364249942","0.0533194852382059"
"Low transfer dependency","2013","Bavaria","Male","120","0.0430073880486019","0.0346209843594874","0.0513937917377163"
"Low transfer dependency","2013","Bavaria","Female","207","0.0553572227605542","0.0467475945727767","0.0639668509483317"
