"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2014","Single parent ","(3a) lower tertiary education","3","","",""
"Complete transfer dependency","2014","Single parent ","(3b) higher tertiary education","6","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(1b) general elementary school","40","0.0597563737391729","0.0393043844468258","0.08020836303152"
"Complete transfer dependency","2014","Couple + C. LE 16 ","(1c) basic vocational qualification","17","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(2a) intermediate vocational","7","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2014","Couple + C. LE 16 ","(3b) higher tertiary education","10","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(0) in school","","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2014","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(0) in school","6","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(1c) basic vocational qualification","4","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2014","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No transfer dependency","2015","1-pers.-HH","(0) in school","1","","",""
"No transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","25","","",""
"No transfer dependency","2015","1-pers.-HH","(1b) general elementary school","258","0.650133109201816","0.602860205752962","0.697406012650669"
"No transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","751","0.815915104668348","0.790993741269627","0.840836468067069"
"No transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","46","0.719032714932959","0.615925545672694","0.822139884193224"
"No transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","561","0.778207080969801","0.747986611404432","0.80842755053517"
"No transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","114","0.581046803478958","0.511796911916819","0.650296695041098"
"No transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","223","0.812151213489715","0.767952451043648","0.856349975935782"
"No transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","260","0.861998357753345","0.82290456166412","0.90109215384257"
"No transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","491","0.807126893633177","0.776044853758024","0.83820893350833"
"No transfer dependency","2015","(Married) couple without C. ","(0) in school","1","","",""
"No transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","63","0.732034773516346","0.641036642913341","0.823032904119351"
"No transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","418","0.831516892535303","0.800121530905263","0.862912254165342"
"No transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","1885","0.846369288062439","0.831369311748026","0.861369264376852"
"No transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","95","0.824705588061646","0.756677075924232","0.892734100199059"
"No transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","1472","0.843005049990722","0.825906620193891","0.860103479787554"
"No transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","146","0.656841526375961","0.595617799119922","0.718065253632"
"No transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","506","0.834569814295018","0.80536922516155","0.863770403428486"
"No transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","643","0.878390226112237","0.854713560623796","0.902066891600679"
"No transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","1273","0.85857238388726","0.840932210777469","0.87621255699705"
"No transfer dependency","2015","Single parent ","(0) in school","3","","",""
"No transfer dependency","2015","Single parent ","(1a) inadequately completed","2","","",""
"No transfer dependency","2015","Single parent ","(1b) general elementary school","29","","",""
"No transfer dependency","2015","Single parent ","(1c) basic vocational qualification","66","0.299872506465353","0.252073636498769","0.347671376431937"
"No transfer dependency","2015","Single parent ","(2b) intermediate general qualification","6","","",""
"No transfer dependency","2015","Single parent ","(2a) intermediate vocational","37","0.128961924672699","0.100641075180634","0.157282774164763"
"No transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","11","","",""
"No transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","14","","",""
"No transfer dependency","2015","Single parent ","(3a) lower tertiary education","11","","",""
"No transfer dependency","2015","Single parent ","(3b) higher tertiary education","23","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(0) in school","","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","9","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","10","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","17","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","9","","",""
"No transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","38","0.0268862512839798","0.0186231872755435","0.0351493152924161"
"No transfer dependency","2015","Couple + C. GT 16 ","(0) in school","1","","",""
"No transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"No transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","43","0.28197811519917","0.221408236639542","0.342547993758797"
"No transfer dependency","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","200","0.451040460104353","0.409937621784876","0.492143298423831"
"No transfer dependency","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"No transfer dependency","2015","Couple + C. GT 16 ","(2a) intermediate vocational","184","0.391242134748829","0.353924809402522","0.428559460095137"
"No transfer dependency","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","24","","",""
"No transfer dependency","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","57","0.248094421432941","0.196092988983026","0.300095853882855"
"No transfer dependency","2015","Couple + C. GT 16 ","(3a) lower tertiary education","54","0.338214870482817","0.270041137039511","0.406388603926124"
"No transfer dependency","2015","Couple + C. GT 16 ","(3b) higher tertiary education","90","0.362789124120163","0.310992338001458","0.414585910238868"
"No transfer dependency","2015","Couple + C. LE and GT 16","(0) in school","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No transfer dependency","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very low transfer dependency","2015","1-pers.-HH","(0) in school","1","","",""
"Very low transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","5","","",""
"Very low transfer dependency","2015","1-pers.-HH","(1b) general elementary school","42","0.10537309245086","0.0749400372800899","0.135806147621629"
"Very low transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","70","0.0762332864890328","0.0591687808956146","0.093297792082451"
"Very low transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"Very low transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","69","0.0905297372483492","0.069657468295659","0.111402006201039"
"Very low transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","23","","",""
"Very low transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","27","","",""
"Very low transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","21","","",""
"Very low transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","56","0.0776172563664089","0.056538863500903","0.0986956492319148"
"Very low transfer dependency","2015","(Married) couple without C. ","(0) in school","","","",""
"Very low transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Very low transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","55","0.0822538431731031","0.059208076724961","0.105299609621245"
"Very low transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","189","0.0868351517935993","0.0751214549440529","0.0985488486431457"
"Very low transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","13","","",""
"Very low transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","205","0.121727732164668","0.106360075457375","0.137095388871961"
"Very low transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","42","0.154093406177148","0.107535297061597","0.200651515292699"
"Very low transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","78","0.123876280060093","0.0979864204448366","0.14976613967535"
"Very low transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","80","0.109970903644629","0.0873070608204268","0.13263474646883"
"Very low transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","175","0.118165048080364","0.101823791587457","0.13450630457327"
"Very low transfer dependency","2015","Single parent ","(0) in school","122","0.617202109290479","0.551145710669548","0.68325850791141"
"Very low transfer dependency","2015","Single parent ","(1a) inadequately completed","10","","",""
"Very low transfer dependency","2015","Single parent ","(1b) general elementary school","55","0.247994338495952","0.192424960342882","0.303563716649021"
"Very low transfer dependency","2015","Single parent ","(1c) basic vocational qualification","154","0.381042849796905","0.330381362115799","0.43170433747801"
"Very low transfer dependency","2015","Single parent ","(2b) intermediate general qualification","78","0.485109034031669","0.409309388859958","0.560908679203381"
"Very low transfer dependency","2015","Single parent ","(2a) intermediate vocational","312","0.575930856256363","0.534170858815418","0.617690853697307"
"Very low transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","112","0.601378547734185","0.53265824170627","0.6700988537621"
"Very low transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","132","0.54304524130613","0.476918906360565","0.609171576251696"
"Very low transfer dependency","2015","Single parent ","(3a) lower tertiary education","87","0.750083570155696","0.671964094817714","0.828203045493679"
"Very low transfer dependency","2015","Single parent ","(3b) higher tertiary education","148","0.612304058348525","0.54878221859541","0.675825898101639"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Very low transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","56","0.409078697884772","0.337052609262412","0.481104786507132"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","249","0.561202773656858","0.518302666914765","0.604102880398951"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","764","0.802547028583354","0.777674632548658","0.82741942461805"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","67","0.681961127049459","0.592021850172563","0.771900403926354"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","1354","0.859657522184356","0.84257389261869","0.876741151750022"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","228","0.725777918631694","0.678565731713219","0.772990105550169"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","745","0.843389771387354","0.819619499501279","0.867160043273429"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","440","0.833458000032355","0.800436453505673","0.866479546559037"
"Very low transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","1270","0.855008670171115","0.837022012796072","0.872995327546158"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(0) in school","175","0.94176256390589","0.908976303030711","0.97454882478107"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","24","","",""
"Very low transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","124","0.566036691560714","0.499320851594963","0.632752531526465"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","312","0.495352341940521","0.454052809499018","0.536651874382024"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","117","0.868411180630984","0.813005758176756","0.923816603085212"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(2a) intermediate vocational","440","0.57996074832804","0.542220074917045","0.617701421739036"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","232","0.804685390182539","0.758496737232651","0.850874043132426"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","185","0.699786142265407","0.644600869861474","0.75497141466934"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(3a) lower tertiary education","125","0.643951187135935","0.574952079834798","0.712950294437073"
"Very low transfer dependency","2015","Couple + C. GT 16 ","(3b) higher tertiary education","232","0.606796983340395","0.554175362476485","0.659418604204305"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(0) in school","240","0.815764311600829","0.773354650070597","0.85817397313106"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(1a) inadequately completed","25","","",""
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(1b) general elementary school","157","0.712949073898554","0.655475481549109","0.770422666248"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","249","0.823021379546547","0.780941885344491","0.865100873748603"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","129","0.763971343172028","0.700138449548647","0.827804236795409"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","341","0.918387138972766","0.891215991130246","0.945558286815287"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","191","0.85751079866618","0.81272390544448","0.90229769188788"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","191","0.921766595312318","0.886441918110482","0.957091272514153"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","98","0.970035360677392","0.936949204504838","1.00312151684995"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","202","0.941656456545426","0.910823565436911","0.972489347653942"
"Low transfer dependency","2015","1-pers.-HH","(0) in school","","","",""
"Low transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","9","","",""
"Low transfer dependency","2015","1-pers.-HH","(1b) general elementary school","27","","",""
"Low transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","32","0.0280166930111935","0.0174051613813827","0.0386282246410042"
"Low transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Low transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","22","","",""
"Low transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"Low transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"Low transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Low transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","27","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(0) in school","","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","40","0.0531208559878439","0.0343090029443815","0.0719327090313063"
"Low transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","72","0.0406059513260858","0.0323955391737072","0.0488163634784644"
"Low transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","37","0.0270318833016265","0.0194095882391952","0.0346541783640577"
"Low transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","13","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","17","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","6","","",""
"Low transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","20","","",""
"Low transfer dependency","2015","Single parent ","(0) in school","24","","",""
"Low transfer dependency","2015","Single parent ","(1a) inadequately completed","11","","",""
"Low transfer dependency","2015","Single parent ","(1b) general elementary school","37","0.150825784119394","0.104774653846856","0.196876914391933"
"Low transfer dependency","2015","Single parent ","(1c) basic vocational qualification","40","0.0985814170101693","0.0674842003122078","0.129678633708131"
"Low transfer dependency","2015","Single parent ","(2b) intermediate general qualification","28","","",""
"Low transfer dependency","2015","Single parent ","(2a) intermediate vocational","79","0.12466316196078","0.0967497050067377","0.152576618914822"
"Low transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","30","0.119056819363392","0.0736017973528839","0.164511841373901"
"Low transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","22","","",""
"Low transfer dependency","2015","Single parent ","(3a) lower tertiary education","10","","",""
"Low transfer dependency","2015","Single parent ","(3b) higher tertiary education","26","","",""
"Low transfer dependency","2015","Couple + C. LE 16 ","(0) in school","","","",""
"Low transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","32","0.19528388245599","0.137210633213611","0.253357131698369"
"Low transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","98","0.190176735056181","0.156250134173552","0.22410333593881"
"Low transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","116","0.118229884809595","0.0980558919450921","0.138403877674099"
"Low transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","150","0.078437127262496","0.0652136349645041","0.0916606195604879"
"Low transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","38","0.0846523227218208","0.055193627151692","0.11411101829195"
"Low transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","87","0.0965246673890475","0.0772100001927592","0.115839334585336"
"Low transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","32","0.13176127807141","0.101782968764077","0.161739587378744"
"Low transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","98","0.0797917110001169","0.0659491595796617","0.0936342624205722"
"Low transfer dependency","2015","Couple + C. GT 16 ","(0) in school","6","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","27","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","30","0.0339160461000155","0.0189638860742672","0.0488682061257639"
"Low transfer dependency","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(2a) intermediate vocational","21","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","12","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"Low transfer dependency","2015","Couple + C. GT 16 ","(3b) higher tertiary education","4","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(0) in school","37","0.0787219316737415","0.0492615199356413","0.108182343411842"
"Low transfer dependency","2015","Couple + C. LE and GT 16","(1a) inadequately completed","12","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(1b) general elementary school","26","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","41","0.089630653901299","0.0581356515573086","0.121125656245289"
"Low transfer dependency","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","21","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","36","0.0612730994984767","0.0374707217083548","0.0850754772885986"
"Low transfer dependency","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","25","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","21","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Low transfer dependency","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","9","","",""
"High transfer dependency","2015","1-pers.-HH","(0) in school","2","","",""
"High transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","8","","",""
"High transfer dependency","2015","1-pers.-HH","(1b) general elementary school","20","","",""
"High transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","18","","",""
"High transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"High transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","19","","",""
"High transfer dependency","2015","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"High transfer dependency","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"High transfer dependency","2015","1-pers.-HH","(3a) lower tertiary education","4","","",""
"High transfer dependency","2015","1-pers.-HH","(3b) higher tertiary education","18","","",""
"High transfer dependency","2015","(Married) couple without C. ","(0) in school","1","","",""
"High transfer dependency","2015","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"High transfer dependency","2015","(Married) couple without C. ","(1b) general elementary school","14","","",""
"High transfer dependency","2015","(Married) couple without C. ","(1c) basic vocational qualification","35","0.0128336866910045","0.00815156730226979","0.0175158060797392"
"High transfer dependency","2015","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"High transfer dependency","2015","(Married) couple without C. ","(2a) intermediate vocational","13","","",""
"High transfer dependency","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"High transfer dependency","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","12","","",""
"High transfer dependency","2015","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"High transfer dependency","2015","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"High transfer dependency","2015","Single parent ","(0) in school","22","","",""
"High transfer dependency","2015","Single parent ","(1a) inadequately completed","12","","",""
"High transfer dependency","2015","Single parent ","(1b) general elementary school","36","0.151260085637835","0.105154495755365","0.197365675520305"
"High transfer dependency","2015","Single parent ","(1c) basic vocational qualification","42","0.0820279069578293","0.0534021952808515","0.110653618634807"
"High transfer dependency","2015","Single parent ","(2b) intermediate general qualification","19","","",""
"High transfer dependency","2015","Single parent ","(2a) intermediate vocational","54","0.0738833366620092","0.0517797346311475","0.0959869386928709"
"High transfer dependency","2015","Single parent ","(2c_gen) general maturity certificate","16","","",""
"High transfer dependency","2015","Single parent ","(2c_voc) vocational maturity certificate","25","","",""
"High transfer dependency","2015","Single parent ","(3a) lower tertiary education","5","","",""
"High transfer dependency","2015","Single parent ","(3b) higher tertiary education","12","","",""
"High transfer dependency","2015","Couple + C. LE 16 ","(0) in school","1","","",""
"High transfer dependency","2015","Couple + C. LE 16 ","(1a) inadequately completed","38","0.146897019987671","0.0950374635530898","0.198756576422251"
"High transfer dependency","2015","Couple + C. LE 16 ","(1b) general elementary school","72","0.122603128096059","0.0942490619716781","0.150957194220441"
"High transfer dependency","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","58","0.0418518458424486","0.0293399193591044","0.0543637723257928"
"High transfer dependency","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"High transfer dependency","2015","Couple + C. LE 16 ","(2a) intermediate vocational","45","0.0235549377508978","0.0160958154288703","0.0310140600729252"
"High transfer dependency","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","36","0.111775329081748","0.0784299679303425","0.145120690233153"
"High transfer dependency","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","22","","",""
"High transfer dependency","2015","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"High transfer dependency","2015","Couple + C. LE 16 ","(3b) higher tertiary education","26","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(0) in school","8","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(1b) general elementary school","10","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","14","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"High transfer dependency","2015","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(0) in school","14","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","9","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","10","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"High transfer dependency","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","2015","1-pers.-HH","(0) in school","1","","",""
"Very high transfer dependency","2015","1-pers.-HH","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2015","1-pers.-HH","(1b) general elementary school","9","","",""
"Very high transfer dependency","2015","1-pers.-HH","(1c) basic vocational qualification","17","","",""
"Very high transfer dependency","2015","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","2015","1-pers.-HH","(2a) intermediate vocational","24","","",""
