"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2011","Employed","lower secondary degree","1866","0.397173819060842","0.381721583822204","0.41262605429948"
"Very low transfer dependency","2011","Employed","secondary school degree","3641","0.480066755727282","0.467750468584518","0.492383042870045"
"Very low transfer dependency","2011","Employed","college entrance qualification","3692","0.465348499590912","0.452703144852498","0.477993854329326"
"Very low transfer dependency","2011","Employed","Other degree","551","0.49668651969339","0.466894844225483","0.526478195161296"
"Very low transfer dependency","2011","Employed","no degree/no degree yet","137","0.470230793503763","0.410586233471699","0.529875353535828"
"Low transfer dependency","2011","Not Employed","lower secondary degree","264","0.0402349106090395","0.0343290336544773","0.0461407875636017"
"Low transfer dependency","2011","Not Employed","secondary school degree","232","0.0563852111143022","0.0469150819326074","0.065855340295997"
"Low transfer dependency","2011","Not Employed","college entrance qualification","142","0.0437150074063354","0.0345069704859478","0.0529230443267231"
"Low transfer dependency","2011","Not Employed","Other degree","99","0.132041417679518","0.107780798415185","0.156302036943851"
"Low transfer dependency","2011","Not Employed","no degree/no degree yet","126","0.0810873085912977","0.0643845586844285","0.0977900584981669"
"Low transfer dependency","2011","Employed","lower secondary degree","441","0.0690359132675297","0.0610300355400509","0.0770417909950086"
"Low transfer dependency","2011","Employed","secondary school degree","601","0.0553979894863377","0.0497586708973016","0.0610373080753738"
"Low transfer dependency","2011","Employed","college entrance qualification","410","0.0409390649756625","0.0359156561585755","0.0459624737927495"
"Low transfer dependency","2011","Employed","Other degree","172","0.0889424856502353","0.0719810742125024","0.105903897087968"
"Low transfer dependency","2011","Employed","no degree/no degree yet","52","0.118971107769729","0.0802820833133134","0.157660132226145"
"High transfer dependency","2011","Not Employed","lower secondary degree","170","0.0244591479650529","0.0198167347673565","0.0291015611627493"
"High transfer dependency","2011","Not Employed","secondary school degree","126","0.0397427207300856","0.0317222745309292","0.047763166929242"
"High transfer dependency","2011","Not Employed","college entrance qualification","66","0.0359003041373592","0.0275217681278568","0.0442788401468617"
"High transfer dependency","2011","Not Employed","Other degree","57","0.071311354651324","0.0528691981491156","0.0897535111535323"
"High transfer dependency","2011","Not Employed","no degree/no degree yet","73","0.0648584254412014","0.049789013887196","0.0799278369952068"
"High transfer dependency","2011","Employed","lower secondary degree","189","0.0376944673894243","0.0316799574244371","0.0437089773544114"
"High transfer dependency","2011","Employed","secondary school degree","247","0.0240690826866312","0.0202907995180423","0.02784736585522"
"High transfer dependency","2011","Employed","college entrance qualification","110","0.0169066546525162","0.0136382736158131","0.0201750356892192"
"High transfer dependency","2011","Employed","Other degree","77","0.0509458631612039","0.0378439590601969","0.0640477672622108"
"High transfer dependency","2011","Employed","no degree/no degree yet","27","","",""
"Very high transfer dependency","2011","Not Employed","lower secondary degree","148","0.0142658236512898","0.0107018972048102","0.0178297500977695"
"Very high transfer dependency","2011","Not Employed","secondary school degree","155","0.0365839145341464","0.0288761584648085","0.0442916706034843"
"Very high transfer dependency","2011","Not Employed","college entrance qualification","60","0.0212205667870157","0.014730053983847","0.0277110795901844"
"Very high transfer dependency","2011","Not Employed","Other degree","63","0.0594864855735748","0.0425357336410816","0.0764372375060679"
"Very high transfer dependency","2011","Not Employed","no degree/no degree yet","68","0.050941179440995","0.0374870539692944","0.0643953049126956"
"Very high transfer dependency","2011","Employed","lower secondary degree","94","0.0146720338838969","0.0108750345835418","0.018469033184252"
"Very high transfer dependency","2011","Employed","secondary school degree","98","0.0105163497376914","0.00800161594670771","0.0130310835286752"
"Very high transfer dependency","2011","Employed","college entrance qualification","38","0.00484884968192903","0.00308780510944357","0.00660989425441448"
"Very high transfer dependency","2011","Employed","Other degree","55","0.0298510906660597","0.0197111885579816","0.0399909927741379"
"Very high transfer dependency","2011","Employed","no degree/no degree yet","16","","",""
"Complete transfer dependency","2011","Not Employed","lower secondary degree","182","0.0358148838171457","0.0302300226113787","0.0413997450229126"
"Complete transfer dependency","2011","Not Employed","secondary school degree","92","0.0432465294224906","0.0348952775548455","0.0515977812901357"
"Complete transfer dependency","2011","Not Employed","college entrance qualification","48","0.0271428613348529","0.0198245572214911","0.0344611654482147"
"Complete transfer dependency","2011","Not Employed","Other degree","86","0.0823587159925089","0.0626577034439808","0.102059728541037"
"Complete transfer dependency","2011","Not Employed","no degree/no degree yet","64","0.0593237753665272","0.044869081933108","0.0737784687999464"
"Complete transfer dependency","2011","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2011","Employed","secondary school degree","","","",""
"Complete transfer dependency","2011","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2011","Employed","Other degree","","","",""
"Complete transfer dependency","2011","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2012","Not Employed","lower secondary degree","2846","0.745194152014684","0.731906143181289","0.758482160848078"
"No transfer dependency","2012","Not Employed","secondary school degree","1144","0.641387947645623","0.621606459490454","0.661169435800791"
"No transfer dependency","2012","Not Employed","college entrance qualification","945","0.603904073506013","0.581422054058794","0.626386092953233"
"No transfer dependency","2012","Not Employed","Other degree","272","0.508835874438228","0.471880925274292","0.545790823602163"
"No transfer dependency","2012","Not Employed","no degree/no degree yet","80","0.164967291981546","0.142256876646924","0.187677707316167"
"No transfer dependency","2012","Employed","lower secondary degree","1265","0.482134327596875","0.466158539472319","0.498110115721431"
"No transfer dependency","2012","Employed","secondary school degree","1808","0.44838731813035","0.435967892348561","0.460806743912139"
"No transfer dependency","2012","Employed","college entrance qualification","1806","0.485890564013791","0.473177167664828","0.498603960362753"
"No transfer dependency","2012","Employed","Other degree","240","0.339565758238253","0.311719439017325","0.367412077459181"
"No transfer dependency","2012","Employed","no degree/no degree yet","38","0.256536672125948","0.205922798260638","0.307150545991259"
"Very low transfer dependency","2012","Not Employed","lower secondary degree","622","0.139708446405649","0.129136507258633","0.150280385552666"
"Very low transfer dependency","2012","Not Employed","secondary school degree","564","0.182812062768781","0.16686981625234","0.198754309285221"
"Very low transfer dependency","2012","Not Employed","college entrance qualification","593","0.272509553503786","0.252042483975636","0.292976623031935"
"Very low transfer dependency","2012","Not Employed","Other degree","168","0.194161776652875","0.164921853366127","0.223401699939623"
"Very low transfer dependency","2012","Not Employed","no degree/no degree yet","646","0.592044762319718","0.5619730651689","0.622116459470536"
"Very low transfer dependency","2012","Employed","lower secondary degree","1862","0.413042855544183","0.397300473168611","0.428785237919756"
"Very low transfer dependency","2012","Employed","secondary school degree","3524","0.468318060769681","0.455857025010897","0.480779096528466"
"Very low transfer dependency","2012","Employed","college entrance qualification","3658","0.453867707055378","0.441203496078707","0.46653191803205"
"Very low transfer dependency","2012","Employed","Other degree","620","0.507075678507867","0.47767769273234","0.536473664283395"
"Very low transfer dependency","2012","Employed","no degree/no degree yet","156","0.490718816258789","0.432781250378347","0.548656382139232"
"Low transfer dependency","2012","Not Employed","lower secondary degree","232","0.0396159868690346","0.0336678877898542","0.045564085948215"
"Low transfer dependency","2012","Not Employed","secondary school degree","195","0.0513082143987568","0.0422081986748983","0.0604082301226154"
"Low transfer dependency","2012","Not Employed","college entrance qualification","140","0.0620290012590184","0.0509412557018172","0.0731167468162196"
"Low transfer dependency","2012","Not Employed","Other degree","76","0.0810610870627099","0.0608857889126142","0.101236385212806"
"Low transfer dependency","2012","Not Employed","no degree/no degree yet","114","0.0876568904240165","0.0703528891277394","0.104960891720294"
"Low transfer dependency","2012","Employed","lower secondary degree","348","0.057711440184434","0.0502556681879285","0.0651672121809395"
"Low transfer dependency","2012","Employed","secondary school degree","520","0.0522652580409801","0.0467073969901062","0.0578231190918541"
"Low transfer dependency","2012","Employed","college entrance qualification","343","0.0419238157448977","0.0368258725645894","0.047021758925206"
"Low transfer dependency","2012","Employed","Other degree","140","0.083659856883055","0.0673789730892431","0.0999407406768669"
"Low transfer dependency","2012","Employed","no degree/no degree yet","41","0.114630971706033","0.0777095662864511","0.151552377125616"
"High transfer dependency","2012","Not Employed","lower secondary degree","155","0.0284637183384463","0.0233926925160568","0.0335347441608359"
"High transfer dependency","2012","Not Employed","secondary school degree","110","0.0360081731502403","0.0283235364199443","0.0436928098805363"
"High transfer dependency","2012","Not Employed","college entrance qualification","58","0.023658865625626","0.0166725387115177","0.0306451925397342"
"High transfer dependency","2012","Not Employed","Other degree","63","0.102502888555265","0.0800818869227678","0.124923890187763"
"High transfer dependency","2012","Not Employed","no degree/no degree yet","84","0.0668851159445036","0.0515986634428184","0.0821715684461889"
"High transfer dependency","2012","Employed","lower secondary degree","180","0.0301052492412106","0.0246419734946228","0.0355685249877984"
"High transfer dependency","2012","Employed","secondary school degree","226","0.0204251750933569","0.0168928600032417","0.0239574901834722"
"High transfer dependency","2012","Employed","college entrance qualification","87","0.0139395211840638","0.0109572971150511","0.0169217452530765"
"High transfer dependency","2012","Employed","Other degree","65","0.0391614011717508","0.0277550853245531","0.0505677170189486"
"High transfer dependency","2012","Employed","no degree/no degree yet","33","0.0755959137913045","0.0449589895062586","0.10623283807635"
"Very high transfer dependency","2012","Not Employed","lower secondary degree","123","0.0150492803084465","0.0113366166222191","0.0187619439946739"
"Very high transfer dependency","2012","Not Employed","secondary school degree","137","0.0411086506079948","0.0329195268730746","0.049297774342915"
"Very high transfer dependency","2012","Not Employed","college entrance qualification","49","0.0174878501215061","0.0114624162059337","0.0235132840370785"
"Very high transfer dependency","2012","Not Employed","Other degree","47","0.0321500355158091","0.0191104082840483","0.04518966274757"
"Very high transfer dependency","2012","Not Employed","no degree/no degree yet","43","0.0259830787379564","0.0162488181944593","0.0357173392814536"
"Very high transfer dependency","2012","Employed","lower secondary degree","103","0.0170061274332975","0.0128723430234669","0.021139911843128"
"Very high transfer dependency","2012","Employed","secondary school degree","82","0.0106041879656314","0.0080463002427718","0.0131620756884911"
"Very high transfer dependency","2012","Employed","college entrance qualification","43","0.00437839200186949","0.00269893440103432","0.00605784960270467"
"Very high transfer dependency","2012","Employed","Other degree","46","0.0305373051990743","0.020419834220407","0.0406547761777417"
"Very high transfer dependency","2012","Employed","no degree/no degree yet","18","","",""
"Complete transfer dependency","2012","Not Employed","lower secondary degree","153","0.0319684160637397","0.0266039584692534","0.0373328736582261"
"Complete transfer dependency","2012","Not Employed","secondary school degree","108","0.0473749514286048","0.0386125830080842","0.0561373198491253"
"Complete transfer dependency","2012","Not Employed","college entrance qualification","33","0.0204106559840506","0.0139108310562869","0.0269104809118144"
"Complete transfer dependency","2012","Not Employed","Other degree","77","0.0812883377751133","0.0610872774898652","0.101489398060361"
"Complete transfer dependency","2012","Not Employed","no degree/no degree yet","59","0.0624628605922595","0.0476554340844323","0.0772702871000868"
"Complete transfer dependency","2012","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2012","Employed","secondary school degree","","","",""
"Complete transfer dependency","2012","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2012","Employed","Other degree","","","",""
"Complete transfer dependency","2012","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2013","Not Employed","lower secondary degree","2689","0.735736900312026","0.722528354444993","0.74894544617906"
"No transfer dependency","2013","Not Employed","secondary school degree","1232","0.604987058406395","0.586409613707499","0.62356450310529"
"No transfer dependency","2013","Not Employed","college entrance qualification","1122","0.596708911534145","0.576669451923763","0.616748371144527"
"No transfer dependency","2013","Not Employed","Other degree","865","0.442136544851996","0.424605673960117","0.459667415743874"
"No transfer dependency","2013","Not Employed","no degree/no degree yet","117","0.148250509281076","0.130004312538769","0.166496706023384"
"No transfer dependency","2013","Employed","lower secondary degree","1166","0.504908598692183","0.488210554931494","0.521606642452872"
"No transfer dependency","2013","Employed","secondary school degree","1724","0.465731710392175","0.452888636701474","0.478574784082876"
"No transfer dependency","2013","Employed","college entrance qualification","1766","0.501283417082754","0.488310107524394","0.514256726641114"
"No transfer dependency","2013","Employed","Other degree","203","0.396816346964269","0.366340902189295","0.427291791739242"
"No transfer dependency","2013","Employed","no degree/no degree yet","31","0.232689063824383","0.182748271956737","0.282629855692029"
"Very low transfer dependency","2013","Not Employed","lower secondary degree","801","0.138267448132949","0.12792742047968","0.148607475786217"
"Very low transfer dependency","2013","Not Employed","secondary school degree","825","0.218222534806013","0.202526185872774","0.233918883739252"
"Very low transfer dependency","2013","Not Employed","college entrance qualification","837","0.274292224789986","0.256066573026684","0.292517876553287"
"Very low transfer dependency","2013","Not Employed","Other degree","1308","0.303798035782625","0.28756418941663","0.320031882148619"
"Very low transfer dependency","2013","Not Employed","no degree/no degree yet","806","0.560487310967562","0.535002177252406","0.585972444682717"
"Very low transfer dependency","2013","Employed","lower secondary degree","1734","0.392892370213035","0.376581160832789","0.409203579593282"
"Very low transfer dependency","2013","Employed","secondary school degree","3357","0.457556667431504","0.444729788290676","0.470383546572332"
"Very low transfer dependency","2013","Employed","college entrance qualification","3540","0.443847145169987","0.43095586615589","0.456738424184085"
"Very low transfer dependency","2013","Employed","Other degree","558","0.460284534428821","0.429237071541213","0.491331997316429"
"Very low transfer dependency","2013","Employed","no degree/no degree yet","153","0.518983735648425","0.459931207052918","0.578036264243933"
"Low transfer dependency","2013","Not Employed","lower secondary degree","289","0.0487661369707482","0.0423143754595842","0.0552178984819123"
"Low transfer dependency","2013","Not Employed","secondary school degree","231","0.0593292252267313","0.0503516213918941","0.0683068290615686"
"Low transfer dependency","2013","Not Employed","college entrance qualification","150","0.0570374195111203","0.0475636547808424","0.0665111842413982"
"Low transfer dependency","2013","Not Employed","Other degree","353","0.0928956308696754","0.0826488463792133","0.103142415360137"
"Low transfer dependency","2013","Not Employed","no degree/no degree yet","170","0.0974294222145253","0.082202786252688","0.112656058176363"
"Low transfer dependency","2013","Employed","lower secondary degree","299","0.0586519521563824","0.0508044242528145","0.0664994800599503"
"Low transfer dependency","2013","Employed","secondary school degree","419","0.046678676074562","0.0412474198750174","0.0521099322741066"
"Low transfer dependency","2013","Employed","college entrance qualification","302","0.0380240068118654","0.0330615897206915","0.0429864239030392"
"Low transfer dependency","2013","Employed","Other degree","125","0.0803500698552573","0.0634170314200858","0.0972831082904287"
"Low transfer dependency","2013","Employed","no degree/no degree yet","41","0.127456475047874","0.0880419546999636","0.166870995395785"
"High transfer dependency","2013","Not Employed","lower secondary degree","176","0.0269896868275904","0.022135314074386","0.0318440595807948"
"High transfer dependency","2013","Not Employed","secondary school degree","154","0.0349780939501042","0.0279961890562077","0.0419599988440007"
"High transfer dependency","2013","Not Employed","college entrance qualification","93","0.0336440273973911","0.0262782602080241","0.0410097945867581"
"High transfer dependency","2013","Not Employed","Other degree","213","0.0497482772425649","0.0420734309851684","0.0574231234999613"
"High transfer dependency","2013","Not Employed","no degree/no degree yet","151","0.0747182005268135","0.0612171200209643","0.0882192810326627"
"High transfer dependency","2013","Employed","lower secondary degree","168","0.0309222466724188","0.0251408688564368","0.0367036244884007"
"High transfer dependency","2013","Employed","secondary school degree","200","0.0191591759472327","0.0156297095579149","0.0226886423365506"
"High transfer dependency","2013","Employed","college entrance qualification","68","0.0105234150893368","0.00787574835642846","0.0131710818222451"
"High transfer dependency","2013","Employed","Other degree","57","0.0373090293493151","0.0255036236039976","0.0491144350946326"
"High transfer dependency","2013","Employed","no degree/no degree yet","29","","",""
"Very high transfer dependency","2013","Not Employed","lower secondary degree","162","0.0199562581125264","0.01576699378908","0.0241455224359727"
"Very high transfer dependency","2013","Not Employed","secondary school degree","113","0.0323633075722054","0.0256383447588982","0.0390882703855127"
"Very high transfer dependency","2013","Not Employed","college entrance qualification","53","0.0181958374242865","0.0127358217453034","0.0236558531032696"
"Very high transfer dependency","2013","Not Employed","Other degree","138","0.0386720518950189","0.0318659927185978","0.04547811107144"
"Very high transfer dependency","2013","Not Employed","no degree/no degree yet","111","0.0501346002905498","0.0389294386051651","0.0613397619759344"
"Very high transfer dependency","2013","Employed","lower secondary degree","77","0.0126248322659807","0.0088960207746385","0.0163536437573229"
"Very high transfer dependency","2013","Employed","secondary school degree","95","0.0108737701545259","0.00820361003821417","0.0135439302708376"
"Very high transfer dependency","2013","Employed","college entrance qualification","30","0.00632201584605682","0.0042654963489265","0.00837853534318714"
"Very high transfer dependency","2013","Employed","Other degree","47","0.0252400194023378","0.0154693530960391","0.0350106857086365"
"Very high transfer dependency","2013","Employed","no degree/no degree yet","21","","",""
"Complete transfer dependency","2013","Not Employed","lower secondary degree","164","0.0302835696441596","0.0251502136049609","0.0354169256833584"
"Complete transfer dependency","2013","Not Employed","secondary school degree","105","0.0501197800385515","0.0418280286353226","0.0584115314417805"
"Complete transfer dependency","2013","Not Employed","college entrance qualification","47","0.0201215793430716","0.0143855341961483","0.0258576244899949"
"Complete transfer dependency","2013","Not Employed","Other degree","206","0.0727494593581207","0.0635814560494053","0.0819174626668361"
"Complete transfer dependency","2013","Not Employed","no degree/no degree yet","102","0.0689799567194738","0.0559675002625846","0.0819924131763629"
"Complete transfer dependency","2013","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2013","Employed","secondary school degree","","","",""
"Complete transfer dependency","2013","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2013","Employed","Other degree","","","",""
"Complete transfer dependency","2013","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2014","Not Employed","lower secondary degree","2421","0.747410036267264","0.733102988644078","0.761717083890449"
"No transfer dependency","2014","Not Employed","secondary school degree","1123","0.636777213031872","0.616054426857264","0.65749999920648"
"No transfer dependency","2014","Not Employed","college entrance qualification","922","0.625270925899004","0.602388452548061","0.648153399249947"
"No transfer dependency","2014","Not Employed","Other degree","288","0.462095015318179","0.431953494635906","0.492236536000452"
"No transfer dependency","2014","Not Employed","no degree/no degree yet","53","0.104503339056493","0.0861393697743549","0.122867308338631"
"No transfer dependency","2014","Employed","lower secondary degree","1144","0.505381921726352","0.488423527551912","0.522340315900792"
"No transfer dependency","2014","Employed","secondary school degree","1681","0.466911733087783","0.453671138750043","0.480152327425523"
"No transfer dependency","2014","Employed","college entrance qualification","1814","0.485971004376319","0.472931725431642","0.499010283320995"
"No transfer dependency","2014","Employed","Other degree","512","0.377853848273907","0.357561284963365","0.398146411584449"
"No transfer dependency","2014","Employed","no degree/no degree yet","51","0.224319082904401","0.180302815900432","0.26833534990837"
"Very low transfer dependency","2014","Not Employed","lower secondary degree","520","0.12453087625454","0.113658575593784","0.135403176915296"
"Very low transfer dependency","2014","Not Employed","secondary school degree","516","0.195199513212447","0.178120950215376","0.212278076209518"
"Very low transfer dependency","2014","Not Employed","college entrance qualification","570","0.260697823719128","0.239944395470869","0.281451251967386"
"Very low transfer dependency","2014","Not Employed","Other degree","265","0.192984432661623","0.16912561995585","0.216843245367396"
"Very low transfer dependency","2014","Not Employed","no degree/no degree yet","637","0.59337314297796","0.563886083806051","0.622860202149869"
"Very low transfer dependency","2014","Employed","lower secondary degree","1665","0.382032294029308","0.365551701962065","0.398512886096551"
"Very low transfer dependency","2014","Employed","secondary school degree","3156","0.456473835059831","0.44325452782007","0.469693142299591"
"Very low transfer dependency","2014","Employed","college entrance qualification","3399","0.44704757477558","0.434076518496303","0.460018631054858"
"Very low transfer dependency","2014","Employed","Other degree","1223","0.449415043777597","0.428595809677733","0.47023427787746"
"Very low transfer dependency","2014","Employed","no degree/no degree yet","158","0.416511505206061","0.364491763294061","0.468531247118061"
"Low transfer dependency","2014","Not Employed","lower secondary degree","229","0.048455882567962","0.041385380830978","0.055526384304946"
"Low transfer dependency","2014","Not Employed","secondary school degree","168","0.0521163262557123","0.0425392650198776","0.061693387491547"
"Low transfer dependency","2014","Not Employed","college entrance qualification","92","0.0397875142519339","0.0305476151101963","0.0490274133936715"
"Low transfer dependency","2014","Not Employed","Other degree","140","0.0919170599221427","0.0744504929421858","0.1093836269021"
"Low transfer dependency","2014","Not Employed","no degree/no degree yet","132","0.0985008808728688","0.0806124519712625","0.116389309774475"
"Low transfer dependency","2014","Employed","lower secondary degree","296","0.0656908205027256","0.0572877591860381","0.0740938818194132"
"Low transfer dependency","2014","Employed","secondary school degree","399","0.0489468990907069","0.0432208443061073","0.0546729538753066"
"Low transfer dependency","2014","Employed","college entrance qualification","291","0.0470471410354415","0.0415230997491808","0.0525711823217022"
"Low transfer dependency","2014","Employed","Other degree","246","0.0870775646637147","0.0752771069634986","0.0988780223639309"
"Low transfer dependency","2014","Employed","no degree/no degree yet","64","0.181999550839855","0.141284922695024","0.222714178984685"
"High transfer dependency","2014","Not Employed","lower secondary degree","134","0.0259839633092945","0.020745568037909","0.03122235858068"
"High transfer dependency","2014","Not Employed","secondary school degree","108","0.0410422354421887","0.0324938698149468","0.0495906010694306"
"High transfer dependency","2014","Not Employed","college entrance qualification","52","0.0272676316557288","0.0195686985561407","0.0349665647553169"
"High transfer dependency","2014","Not Employed","Other degree","110","0.0592278411399429","0.0449569230760331","0.0734987592038527"
"High transfer dependency","2014","Not Employed","no degree/no degree yet","90","0.0683842964714979","0.0532324318769916","0.0835361610660042"
"High transfer dependency","2014","Employed","lower secondary degree","147","0.0304670658164264","0.0246374963743199","0.0362966352585328"
"High transfer dependency","2014","Employed","secondary school degree","149","0.0177831270470964","0.0142756221584941","0.0212906319356988"
"High transfer dependency","2014","Employed","college entrance qualification","101","0.0142781270129834","0.0111830788916748","0.017373175134292"
"High transfer dependency","2014","Employed","Other degree","126","0.0551386162551354","0.0455855947240215","0.0646916377862493"
"High transfer dependency","2014","Employed","no degree/no degree yet","37","0.098412714704062","0.0669810025481179","0.129844426860006"
"Very high transfer dependency","2014","Not Employed","lower secondary degree","110","0.0184527796864638","0.0140212974589912","0.0228842619139364"
"Very high transfer dependency","2014","Not Employed","secondary school degree","75","0.0297250501300483","0.0224073172373663","0.0370427830227303"
"Very high transfer dependency","2014","Not Employed","college entrance qualification","35","0.0180732168697317","0.0117757276073229","0.0243707061321405"
"Very high transfer dependency","2014","Not Employed","Other degree","101","0.0807555686496181","0.06428348736813","0.0972276499311062"
"Very high transfer dependency","2014","Not Employed","no degree/no degree yet","88","0.0633033321685035","0.048685523879736","0.077921140457271"
"Very high transfer dependency","2014","Employed","lower secondary degree","87","0.0164278979251882","0.0121163424306883","0.0207394534196881"
"Very high transfer dependency","2014","Employed","secondary school degree","69","0.00988440571458276","0.0072589254619544","0.0125098859672111"
"Very high transfer dependency","2014","Employed","college entrance qualification","39","0.00565615279967585","0.00369963658934579","0.00761266901000591"
"Very high transfer dependency","2014","Employed","Other degree","86","0.0305149270296465","0.023316203304248","0.0377136507550451"
"Very high transfer dependency","2014","Employed","no degree/no degree yet","35","0.0787571463456217","0.0503341018266289","0.107180190864615"
"Complete transfer dependency","2014","Not Employed","lower secondary degree","129","0.0351664619144754","0.0291011512724427","0.0412317725565082"
"Complete transfer dependency","2014","Not Employed","secondary school degree","79","0.0451396619277318","0.0361939084904719","0.0540854153649918"
"Complete transfer dependency","2014","Not Employed","college entrance qualification","48","0.0289028876044739","0.0209831261436178","0.0368226490653299"
"Complete transfer dependency","2014","Not Employed","Other degree","147","0.113020082308494","0.0938783412878141","0.132161823329174"
"Complete transfer dependency","2014","Not Employed","no degree/no degree yet","66","0.0719350084526766","0.0564244000462795","0.0874456168590738"
"Complete transfer dependency","2014","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2014","Employed","secondary school degree","","","",""
"Complete transfer dependency","2014","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2014","Employed","Other degree","","","",""
"Complete transfer dependency","2014","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2015","Not Employed","lower secondary degree","2296","0.744153777225637","0.729378129185292","0.758929425265981"
"No transfer dependency","2015","Not Employed","secondary school degree","1139","0.662441605982516","0.641799638773141","0.68308357319189"
"No transfer dependency","2015","Not Employed","college entrance qualification","954","0.645252560055515","0.622791828328502","0.667713291782529"
"No transfer dependency","2015","Not Employed","Other degree","756","0.485759512101448","0.464578998396156","0.506940025806739"
"No transfer dependency","2015","Not Employed","no degree/no degree yet","63","0.113743824568398","0.0945669664040447","0.132920682732752"
"No transfer dependency","2015","Employed","lower secondary degree","1124","0.539283718680509","0.5215326751568","0.557034762204218"
"No transfer dependency","2015","Employed","secondary school degree","1703","0.490454020492323","0.476849576215605","0.504058464769042"
"No transfer dependency","2015","Employed","college entrance qualification","1751","0.491089981637117","0.477804123859841","0.504375839414393"
"No transfer dependency","2015","Employed","Other degree","476","0.409374879787832","0.387311326401796","0.431438433173868"
"No transfer dependency","2015","Employed","no degree/no degree yet","47","0.257521190233831","0.206485727825262","0.308556652642401"
"Very low transfer dependency","2015","Not Employed","lower secondary degree","496","0.122539171200534","0.111435233261161","0.133643109139907"
"Very low transfer dependency","2015","Not Employed","secondary school degree","458","0.170734799709036","0.15430960327043","0.187159996147643"
"Very low transfer dependency","2015","Not Employed","college entrance qualification","547","0.237341990740587","0.217368608859353","0.257315372621821"
"Very low transfer dependency","2015","Not Employed","Other degree","644","0.234726559546276","0.216765492424998","0.252687626667554"
"Very low transfer dependency","2015","Not Employed","no degree/no degree yet","560","0.548942232053479","0.518887468848953","0.578996995258005"
"Very low transfer dependency","2015","Employed","lower secondary degree","1469","0.356594166720104","0.339536168347412","0.373652165092795"
"Very low transfer dependency","2015","Employed","secondary school degree","2981","0.443992007255841","0.430470719345027","0.457513295166655"
"Very low transfer dependency","2015","Employed","college entrance qualification","3321","0.443474348034766","0.43027156741178","0.456677128657753"
"Very low transfer dependency","2015","Employed","Other degree","1095","0.437710181720146","0.415449813696636","0.459970549743657"
"Very low transfer dependency","2015","Employed","no degree/no degree yet","145","0.402092890217792","0.344865545883127","0.459320234552457"
"Low transfer dependency","2015","Not Employed","lower secondary degree","205","0.0495229247416814","0.0421761004465146","0.0568697490368483"
"Low transfer dependency","2015","Not Employed","secondary school degree","152","0.051709266061897","0.0420430217544974","0.0613755103692967"
"Low transfer dependency","2015","Not Employed","college entrance qualification","107","0.043800731503546","0.0341931454552109","0.0534083175518812"
"Low transfer dependency","2015","Not Employed","Other degree","223","0.0809007694478923","0.0693449638777257","0.0924565750180589"
"Low transfer dependency","2015","Not Employed","no degree/no degree yet","122","0.113542277314156","0.0943802383172181","0.132704316311094"
"Low transfer dependency","2015","Employed","lower secondary degree","246","0.0552543816417483","0.0471178510983527","0.0633909121851438"
"Low transfer dependency","2015","Employed","secondary school degree","305","0.0357016462893276","0.0306522459934878","0.0407510465851674"
"Low transfer dependency","2015","Employed","college entrance qualification","256","0.0479247634370964","0.0422479557071246","0.0536015711670683"
"Low transfer dependency","2015","Employed","Other degree","165","0.0752440350621758","0.0634079380786562","0.0870801320456953"
"Low transfer dependency","2015","Employed","no degree/no degree yet","43","0.142696186126858","0.101873921126139","0.183518451127577"
"High transfer dependency","2015","Not Employed","lower secondary degree","113","0.0191339128461394","0.014494826640141","0.0237729990521379"
"High transfer dependency","2015","Not Employed","secondary school degree","86","0.0297273436400031","0.0223137671096602","0.037140920170346"
"High transfer dependency","2015","Not Employed","college entrance qualification","58","0.0272507816177264","0.0196073334576478","0.034894229777805"
"High transfer dependency","2015","Not Employed","Other degree","162","0.0598601986679086","0.0498069136509096","0.0699134836849076"
"High transfer dependency","2015","Not Employed","no degree/no degree yet","98","0.0882682437961797","0.071133812705161","0.105402674887198"
"High transfer dependency","2015","Employed","lower secondary degree","136","0.0349815165603937","0.0284383859883688","0.0415246471324185"
"High transfer dependency","2015","Employed","secondary school degree","134","0.0175662957928019","0.013991249338665","0.0211413422469388"
"High transfer dependency","2015","Employed","college entrance qualification","79","0.0131117072569107","0.0100886095611116","0.0161348049527097"
"High transfer dependency","2015","Employed","Other degree","104","0.045045638019125","0.0357393479386568","0.0543519280995932"
"High transfer dependency","2015","Employed","no degree/no degree yet","35","0.164192040899627","0.120955311108931","0.207428770690323"
"Very high transfer dependency","2015","Not Employed","lower secondary degree","86","0.0159697070953382","0.0117247002300833","0.020214713960593"
"Very high transfer dependency","2015","Not Employed","secondary school degree","89","0.0367714997724898","0.028556204811106","0.0449867947338737"
