"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2012","inadequately","Urban Area","49","0.137848228106402","0.0955355555254455","0.180160900687359","2"
"Low transfer dependency","2012","inadequately","Rural Area","21","","","","2"
"No transfer dependency","2012","general elemantary","Urban Area","667","0.479001014778254","0.45651484010462","0.501487189451888","0"
"No transfer dependency","2012","general elemantary","Rural Area","404","0.501116545616739","0.470888111227895","0.531344980005583","0"
"No transfer dependency","2012","middle vocational","Urban Area","3360","0.554129644538231","0.543230693720797","0.565028595355665","0"
"No transfer dependency","2012","middle vocational","Rural Area","2120","0.531757376716613","0.518465656254858","0.545049097178367","0"
"No transfer dependency","2012","higher education","Rural Area","795","0.57212809880363","0.548880559579174","0.595375638028087","0"
"No transfer dependency","2012","vocational + Abi","Urban Area","371","0.448551381866128","0.422517872841816","0.47458489089044","0"
"No transfer dependency","2012","in school","Urban Area","6","","","","0"
"No transfer dependency","2012","inadequately","Rural Area","27","","","","0"
"No transfer dependency","2012","higher education","Urban Area","1832","0.570790044333676","0.55608633713811","0.585493751529242","0"
"No transfer dependency","2012","vocational + Abi","Rural Area","132","0.44209982898328","0.400250559712378","0.483949098254182","0"
"No transfer dependency","2012","higher vocational","Urban Area","480","0.599029714110365","0.56963679343818","0.62842263478255","0"
"No transfer dependency","2012","in school","Rural Area","2","","","","0"
"No transfer dependency","2012","inadequately","Urban Area","50","0.334999261637765","0.277068266419825","0.392930256855705","0"
"No transfer dependency","2012","higher vocational","Rural Area","309","0.560231746215525","0.524420807517062","0.596042684913988","0"
"Very high transfer dependency","2012","general elemantary","Urban Area","128","0.038213561279433","0.0295842327042135","0.0468428898546526","4"
"Very high transfer dependency","2012","general elemantary","Rural Area","35","0.0114917045843082","0.0050480964859903","0.0179353126826261","4"
"Very high transfer dependency","2012","middle vocational","Urban Area","203","0.0172621334085818","0.0144062479775412","0.0201180188396225","4"
"Very high transfer dependency","2012","middle vocational","Rural Area","159","0.0188242613830344","0.0152041549595773","0.0224443678064915","4"
"Very high transfer dependency","2012","higher education","Rural Area","13","","","","4"
"Very high transfer dependency","2012","in school","Rural Area","4","","","","4"
"Very high transfer dependency","2012","inadequately","Urban Area","28","","","","4"
"Very high transfer dependency","2012","inadequately","Rural Area","16","","","","4"
"Very high transfer dependency","2012","in school","Urban Area","17","","","","4"
"Very high transfer dependency","2012","higher education","Urban Area","37","0.00652028408279007","0.00412935596935503","0.00891121219622512","4"
"Very high transfer dependency","2012","vocational + Abi","Urban Area","35","0.0157450910688299","0.00922880011505127","0.0222613820226085","4"
"Very high transfer dependency","2012","higher vocational","Rural Area","6","","","","4"
"Very high transfer dependency","2012","higher vocational","Urban Area","5","","","","4"
"Very high transfer dependency","2012","vocational + Abi","Rural Area","12","","","","4"
"Very low transfer dependency","2012","higher vocational","Urban Area","506","0.352163502633413","0.323517281328616","0.38080972393821","1"
"Very low transfer dependency","2012","in school","Urban Area","469","0.811229136637398","0.780200211092819","0.842258062181977","1"
"Very low transfer dependency","2012","in school","Rural Area","225","0.864343575300714","0.824306871175467","0.904380279425961","1"
"Very low transfer dependency","2012","inadequately","Urban Area","64","0.198704537956863","0.149729110503335","0.247679965410391","1"
"Very low transfer dependency","2012","inadequately","Rural Area","25","","","","1"
"Very low transfer dependency","2012","general elemantary","Urban Area","665","0.329210741312029","0.308058374327396","0.350363108296662","1"
"Very low transfer dependency","2012","higher vocational","Rural Area","367","0.391051356202966","0.355844508460599","0.426258203945334","1"
"Very low transfer dependency","2012","higher education","Urban Area","2201","0.367252142037298","0.352931870005725","0.381572414068871","1"
"Very low transfer dependency","2012","higher education","Rural Area","805","0.367378970448282","0.34472718572473","0.390030755171834","1"
"Very low transfer dependency","2012","middle vocational","Rural Area","2313","0.341737272624262","0.329103450086191","0.354371095162333","1"
"Very low transfer dependency","2012","general elemantary","Rural Area","349","0.303696991029242","0.275895626418667","0.331498355639817","1"
"Very low transfer dependency","2012","middle vocational","Urban Area","3393","0.332997275818041","0.322663504524776","0.343331047111305","1"
"Very low transfer dependency","2012","vocational + Abi","Rural Area","312","0.468888991694233","0.426837914201255","0.510940069187211","1"
"Very low transfer dependency","2012","vocational + Abi","Urban Area","839","0.460045274287455","0.433956537905648","0.486134010669263","1"
"Complete transfer dependency","2013","in school","Urban Area","20","","","","5"
"Complete transfer dependency","2013","in school","Rural Area","8","","","","5"
"Complete transfer dependency","2013","inadequately","Urban Area","61","0.142933292635235","0.110155096652164","0.175711488618306","5"
"Complete transfer dependency","2013","inadequately","Rural Area","19","","","","5"
"Complete transfer dependency","2013","general elemantary","Urban Area","131","0.0455587700562389","0.0374684007358178","0.05364913937666","5"
"Complete transfer dependency","2013","general elemantary","Rural Area","53","0.0422684236816461","0.0308608293818718","0.0536760179814205","5"
"Complete transfer dependency","2013","middle vocational","Urban Area","160","0.0164605560640093","0.0137710810583729","0.0191500310696456","5"
"Complete transfer dependency","2013","middle vocational","Rural Area","79","0.0135206471698519","0.0104426197144218","0.0165986746252819","5"
"Complete transfer dependency","2013","vocational + Abi","Urban Area","34","0.0213698844254839","0.0145533917999597","0.0281863770510082","5"
"Complete transfer dependency","2013","vocational + Abi","Rural Area","11","","","","5"
"Complete transfer dependency","2013","higher vocational","Urban Area","4","","","","5"
"Complete transfer dependency","2013","higher vocational","Rural Area","1","","","","5"
"Complete transfer dependency","2013","higher education","Urban Area","40","0.00591161477411739","0.00378484799034457","0.00803838155789021","5"
"Complete transfer dependency","2013","higher education","Rural Area","6","","","","5"
"High transfer dependency","2013","in school","Urban Area","62","0.0618805531908835","0.0440573524681721","0.079703753913595","3"
"High transfer dependency","2013","in school","Rural Area","24","","","","3"
"High transfer dependency","2013","inadequately","Urban Area","63","0.0910453559482673","0.0641045216156829","0.117986190280852","3"
"High transfer dependency","2013","inadequately","Rural Area","25","","","","3"
"High transfer dependency","2013","general elemantary","Urban Area","216","0.0510340299705355","0.0424958951618183","0.0595721647792528","3"
"High transfer dependency","2013","general elemantary","Rural Area","97","0.0442738512407691","0.0326110057163713","0.0559366967651668","3"
"High transfer dependency","2013","higher vocational","Urban Area","13","","","","3"
"High transfer dependency","2013","higher vocational","Rural Area","7","","","","3"
"High transfer dependency","2013","higher education","Urban Area","94","0.0137038788396997","0.010478507490703","0.0169292501886965","3"
"High transfer dependency","2013","higher education","Rural Area","26","","","","3"
"High transfer dependency","2013","vocational + Abi","Urban Area","58","0.0143529643973315","0.00874658985344387","0.0199593389412191","3"
"High transfer dependency","2013","middle vocational","Rural Area","216","0.0315051078243607","0.0268495802637613","0.0361606353849601","3"
"High transfer dependency","2013","middle vocational","Urban Area","390","0.026861881732474","0.0234444108013662","0.0302793526635818","3"
"High transfer dependency","2013","vocational + Abi","Rural Area","26","","","","3"
"Low transfer dependency","2013","middle vocational","Rural Area","470","0.0580473986492271","0.0518152808259623","0.0642795164724919","2"
"Low transfer dependency","2013","general elemantary","Urban Area","339","0.084751080259889","0.0739454528190152","0.0955567077007627","2"
"Low transfer dependency","2013","general elemantary","Rural Area","124","0.0895742436237502","0.0733830830078332","0.105765404239667","2"
"Low transfer dependency","2013","middle vocational","Urban Area","681","0.0536223705827113","0.0488607519561505","0.0583839892092721","2"
"Low transfer dependency","2013","higher education","Rural Area","65","0.0289419119214703","0.0212421139217339","0.0366417099212066","2"
"Low transfer dependency","2013","vocational + Abi","Urban Area","155","0.0662108581621836","0.0544905342971634","0.0779311820272038","2"
"Low transfer dependency","2013","in school","Urban Area","69","0.0703030599496692","0.051391064713388","0.0892150551859503","2"
"Low transfer dependency","2013","in school","Rural Area","33","0.0608355466003335","0.035793858653272","0.0858772345473951","2"
"Low transfer dependency","2013","vocational + Abi","Rural Area","67","0.0589274135635315","0.0403159389544822","0.0775388881725809","2"
"Low transfer dependency","2013","higher vocational","Urban Area","38","0.0284459847969558","0.0183714219359202","0.0385205476579914","2"
"Low transfer dependency","2013","higher education","Urban Area","216","0.0295707677357245","0.0248710958154242","0.0342704396560248","2"
"Low transfer dependency","2013","inadequately","Urban Area","78","0.179970235289807","0.143993132570608","0.215947338009007","2"
"Low transfer dependency","2013","inadequately","Rural Area","29","","","","2"
"Low transfer dependency","2013","higher vocational","Rural Area","43","0.0504316254605321","0.0339352190647725","0.0669280318562916","2"
"No transfer dependency","2013","general elemantary","Urban Area","710","0.464037428236053","0.444688741520775","0.483386114951332","0"
"No transfer dependency","2013","general elemantary","Rural Area","381","0.495220978655448","0.466873508674363","0.523568448636534","0"
"No transfer dependency","2013","middle vocational","Urban Area","3475","0.56992697110839","0.559462191669112","0.580391750547667","0"
"No transfer dependency","2013","middle vocational","Rural Area","2084","0.540238435415924","0.526955660294779","0.553521210537068","0"
"No transfer dependency","2013","inadequately","Rural Area","31","0.284751028141118","0.217887338462368","0.351614717819868","0"
"No transfer dependency","2013","higher education","Rural Area","834","0.622854181094975","0.600593371299058","0.645114990890892","0"
"No transfer dependency","2013","vocational + Abi","Urban Area","493","0.479455576488251","0.455907595275027","0.503003557701474","0"
"No transfer dependency","2013","in school","Rural Area","2","","","","0"
"No transfer dependency","2013","inadequately","Urban Area","66","0.282486531037727","0.240324168576561","0.324648893498894","0"
"No transfer dependency","2013","in school","Urban Area","11","","","","0"
"No transfer dependency","2013","vocational + Abi","Rural Area","154","0.442536817341695","0.403281966438408","0.481791668244983","0"
"No transfer dependency","2013","higher education","Urban Area","2060","0.581664823874459","0.567979568735569","0.595350079013348","0"
"No transfer dependency","2013","higher vocational","Rural Area","272","0.515284005292518","0.477610003904961","0.552958006680074","0"
"No transfer dependency","2013","higher vocational","Urban Area","457","0.585042373662868","0.555183199954417","0.614901547371319","0"
"Very high transfer dependency","2013","middle vocational","Rural Area","167","0.0217514279118097","0.017863678655062","0.0256391771685574","4"
"Very high transfer dependency","2013","higher education","Rural Area","15","","","","4"
"Very high transfer dependency","2013","general elemantary","Urban Area","158","0.0367025849190523","0.0294074004262947","0.04399776941181","4"
"Very high transfer dependency","2013","in school","Rural Area","23","","","","4"
"Very high transfer dependency","2013","general elemantary","Rural Area","71","0.0317476448738979","0.0218070087625886","0.0416882809852072","4"
"Very high transfer dependency","2013","in school","Urban Area","36","0.030972066931996","0.0181566488885905","0.0437874849754015","4"
"Very high transfer dependency","2013","middle vocational","Urban Area","200","0.0155448686891356","0.0129300543189705","0.0181596830593007","4"
"Very high transfer dependency","2013","vocational + Abi","Urban Area","35","0.0172626959968836","0.0111233285573542","0.023402063436413","4"
"Very high transfer dependency","2013","higher vocational","Rural Area","5","","","","4"
"Very high transfer dependency","2013","vocational + Abi","Rural Area","15","","","","4"
"Very high transfer dependency","2013","higher vocational","Urban Area","9","","","","4"
"Very high transfer dependency","2013","higher education","Urban Area","56","0.00815273260093049","0.005657975279735","0.010647489922126","4"
"Very high transfer dependency","2013","inadequately","Rural Area","18","","","","4"
"Very high transfer dependency","2013","inadequately","Urban Area","51","0.079025040484137","0.053760156377821","0.104289924590453","4"
"Very low transfer dependency","2013","in school","Urban Area","504","0.795330062079915","0.765484465591685","0.825175658568146","1"
"Very low transfer dependency","2013","in school","Rural Area","260","0.829712605058506","0.790333198810309","0.869092011306702","1"
"Very low transfer dependency","2013","inadequately","Urban Area","119","0.224539544604826","0.185461098848552","0.263617990361099","1"
"Very low transfer dependency","2013","inadequately","Rural Area","53","0.260894247553985","0.195834165061271","0.325954330046699","1"
"Very low transfer dependency","2013","general elemantary","Urban Area","998","0.317916106558231","0.299849236595542","0.335982976520921","1"
"Very low transfer dependency","2013","middle vocational","Rural Area","2392","0.334936983028827","0.322358081984042","0.347515884073612","1"
"Very low transfer dependency","2013","vocational + Abi","Urban Area","954","0.401348020529867","0.378243425087945","0.424452615971788","1"
"Very low transfer dependency","2013","vocational + Abi","Rural Area","342","0.44816324772437","0.408859500048804","0.487466995399936","1"
"Very low transfer dependency","2013","higher vocational","Urban Area","525","0.363906452502185","0.334749802610848","0.393063102393522","1"
"Very low transfer dependency","2013","general elemantary","Rural Area","469","0.296914857924489","0.271009830053441","0.322819885795536","1"
"Very low transfer dependency","2013","middle vocational","Urban Area","3692","0.31758335182328","0.307743171856953","0.327423531789608","1"
"Very low transfer dependency","2013","higher education","Rural Area","875","0.323322168450279","0.301838826854005","0.344805510046554","1"
"Very low transfer dependency","2013","higher vocational","Rural Area","348","0.424152337483678","0.386896916131644","0.461407758835712","1"
"Very low transfer dependency","2013","higher education","Urban Area","2525","0.360996182175069","0.347671485330457","0.374320879019682","1"
"Complete transfer dependency","2014","in school","Urban Area","10","","","","5"
"Complete transfer dependency","2014","in school","Rural Area","3","","","","5"
"Complete transfer dependency","2014","inadequately","Urban Area","45","0.12707721388222","0.0918814312326607","0.162272996531779","5"
"Complete transfer dependency","2014","inadequately","Rural Area","11","","","","5"
"Complete transfer dependency","2014","general elemantary","Urban Area","97","0.0431233583397666","0.0344722972794033","0.05177441940013","5"
"Complete transfer dependency","2014","general elemantary","Rural Area","35","0.0328437052456208","0.0220941490040783","0.0435932614871633","5"
"Complete transfer dependency","2014","middle vocational","Urban Area","121","0.0175827695358053","0.0146273532981255","0.0205381857734852","5"
"Complete transfer dependency","2014","middle vocational","Rural Area","71","0.0143062866081338","0.0109597583130481","0.0176528149032195","5"
"Complete transfer dependency","2014","vocational + Abi","Urban Area","24","","","","5"
"Complete transfer dependency","2014","vocational + Abi","Rural Area","9","","","","5"
"Complete transfer dependency","2014","higher vocational","Urban Area","2","","","","5"
"Complete transfer dependency","2014","higher vocational","Rural Area","1","","","","5"
"Complete transfer dependency","2014","higher education","Urban Area","31","0.00474990213687054","0.00273857953594377","0.00676122473779731","5"
"Complete transfer dependency","2014","higher education","Rural Area","11","","","","5"
"High transfer dependency","2014","higher vocational","Urban Area","14","","","","3"
"High transfer dependency","2014","higher vocational","Rural Area","12","","","","3"
"High transfer dependency","2014","higher education","Urban Area","79","0.0138781279758337","0.0104559386838601","0.0173003172678073","3"
"High transfer dependency","2014","higher education","Rural Area","14","","","","3"
"High transfer dependency","2014","general elemantary","Urban Area","177","0.0509583313881066","0.0415927368300909","0.0603239259461223","3"
"High transfer dependency","2014","general elemantary","Rural Area","87","0.0427092988907694","0.0305138083647126","0.0549047894168263","3"
"High transfer dependency","2014","in school","Urban Area","35","0.0458496052369441","0.0288714683342424","0.0628277421396457","3"
"High transfer dependency","2014","in school","Rural Area","20","","","","3"
"High transfer dependency","2014","inadequately","Urban Area","47","0.109679107057303","0.0766570513859322","0.142701162728673","3"
"High transfer dependency","2014","inadequately","Rural Area","18","","","","3"
"High transfer dependency","2014","middle vocational","Urban Area","295","0.0303379093414406","0.0264810832105732","0.034194735472308","3"
"High transfer dependency","2014","middle vocational","Rural Area","195","0.0324067884503728","0.0274165137752406","0.0373970631255051","3"
"High transfer dependency","2014","vocational + Abi","Urban Area","49","0.0178128985346974","0.0110649878977489","0.0245608091716459","3"
"High transfer dependency","2014","vocational + Abi","Rural Area","27","","","","3"
"Low transfer dependency","2014","general elemantary","Urban Area","260","0.0829543063608757","0.0712080339312911","0.0947005787904603","2"
"Low transfer dependency","2014","general elemantary","Rural Area","142","0.0857399399196917","0.0688533252583453","0.102626554581038","2"
"Low transfer dependency","2014","middle vocational","Urban Area","569","0.0581227763535374","0.052861424444474","0.0633841282626008","2"
"Low transfer dependency","2014","middle vocational","Rural Area","415","0.0624137298842","0.0555965345930003","0.0692309251753996","2"
"Low transfer dependency","2014","higher education","Rural Area","78","0.0251140828368429","0.0176162512693786","0.0326119144043071","2"
"Low transfer dependency","2014","inadequately","Rural Area","32","0.249543150329572","0.178114207185937","0.320972093473207","2"
"Low transfer dependency","2014","vocational + Abi","Urban Area","113","0.0510063855680357","0.0397823552246182","0.0622304159114531","2"
"Low transfer dependency","2014","higher education","Urban Area","177","0.0317955795680786","0.0266629468065032","0.0369282123296541","2"
"Low transfer dependency","2014","vocational + Abi","Rural Area","54","0.0589184083454526","0.0391492134892776","0.0786876032016277","2"
"Low transfer dependency","2014","higher vocational","Urban Area","51","0.0449368078303161","0.0318183585803958","0.0580552570802363","2"
"Low transfer dependency","2014","inadequately","Urban Area","78","0.201290890903924","0.158919253270418","0.24366252853743","2"
"Low transfer dependency","2014","higher vocational","Rural Area","29","","","","2"
"Low transfer dependency","2014","in school","Rural Area","36","0.0927591567363135","0.0589608793468434","0.126557434125784","2"
"Low transfer dependency","2014","in school","Urban Area","50","0.0606889676784475","0.0413080917936215","0.0800698435632735","2"
"No transfer dependency","2014","general elemantary","Urban Area","592","0.459132886687449","0.437910237185174","0.480355536189723","0"
"No transfer dependency","2014","general elemantary","Rural Area","339","0.481732926536065","0.451596197959009","0.51186965511312","0"
"No transfer dependency","2014","middle vocational","Urban Area","3163","0.553411225227051","0.542232174904167","0.564590275549934","0"
"No transfer dependency","2014","inadequately","Rural Area","26","","","","0"
"No transfer dependency","2014","middle vocational","Rural Area","1980","0.566053141272356","0.55208601935072","0.580020263193992","0"
"No transfer dependency","2014","higher education","Rural Area","791","0.607236455631628","0.583834905614811","0.630638005648446","0"
"No transfer dependency","2014","inadequately","Urban Area","44","0.233505935712082","0.188799275210369","0.278212596213794","0"
"No transfer dependency","2014","higher education","Urban Area","1917","0.579676202265266","0.565236507473846","0.594115897056685","0"
"No transfer dependency","2014","higher vocational","Rural Area","261","0.533871708938808","0.49482490376039","0.572918514117226","0"
"No transfer dependency","2014","in school","Urban Area","3","","","","0"
"No transfer dependency","2014","in school","Rural Area","","","","","0"
"No transfer dependency","2014","vocational + Abi","Urban Area","436","0.477066711903254","0.451585644687199","0.502547779119309","0"
"No transfer dependency","2014","higher vocational","Urban Area","425","0.572483898849979","0.541156581057674","0.603811216642284","0"
"No transfer dependency","2014","vocational + Abi","Rural Area","149","0.475224299065766","0.433298049226846","0.517150548904685","0"
"Very high transfer dependency","2014","general elemantary","Urban Area","144","0.0443703749772943","0.035600842012488","0.0531399079421007","4"
"Very high transfer dependency","2014","general elemantary","Rural Area","49","0.0288022406122828","0.0187147508984008","0.0388897303261648","4"
"Very high transfer dependency","2014","middle vocational","Urban Area","183","0.0184558399706579","0.015429282971222","0.0214823969700937","4"
"Very high transfer dependency","2014","middle vocational","Rural Area","110","0.0181881029747854","0.0144222106824733","0.0219539952670975","4"
"Very high transfer dependency","2014","higher education","Rural Area","10","","","","4"
"Very high transfer dependency","2014","vocational + Abi","Urban Area","41","0.0151281226217347","0.00890100170885108","0.0213552435346182","4"
"Very high transfer dependency","2014","inadequately","Rural Area","18","","","","4"
"Very high transfer dependency","2014","higher education","Urban Area","58","0.0101217666403861","0.00719362327981919","0.0130499100009529","4"
"Very high transfer dependency","2014","higher vocational","Rural Area","4","","","","4"
"Very high transfer dependency","2014","vocational + Abi","Rural Area","8","","","","4"
"Very high transfer dependency","2014","higher vocational","Urban Area","6","","","","4"
"Very high transfer dependency","2014","in school","Rural Area","9","","","","4"
"Very high transfer dependency","2014","in school","Urban Area","50","0.0738867171857012","0.052652851995937","0.0951205823754654","4"
"Very high transfer dependency","2014","inadequately","Urban Area","44","0.0861730169147354","0.0565187967614802","0.115827237067991","4"
"Very low transfer dependency","2014","general elemantary","Urban Area","848","0.319460742246508","0.29960343055165","0.339318053941366","1"
"Very low transfer dependency","2014","general elemantary","Rural Area","404","0.328171888795571","0.299851715519265","0.356492062071877","1"
"Very low transfer dependency","2014","middle vocational","Urban Area","3266","0.322089479571508","0.311581929105697","0.332597030037318","1"
"Very low transfer dependency","2014","middle vocational","Rural Area","2066","0.306631950810152","0.293637717417976","0.319626184202328","1"
"Very low transfer dependency","2014","vocational + Abi","Urban Area","813","0.419229460640996","0.394056569461507","0.444402351820484","1"
"Very low transfer dependency","2014","vocational + Abi","Rural Area","298","0.416071467271485","0.374689259629191","0.457453674913779","1"
"Very low transfer dependency","2014","higher vocational","Urban Area","460","0.361234893299329","0.33081688488643","0.391652901712229","1"
"Very low transfer dependency","2014","higher vocational","Rural Area","320","0.408671065507128","0.370192769547988","0.447149361466268","1"
"Very low transfer dependency","2014","higher education","Urban Area","2227","0.359778421413565","0.345738780562296","0.373818062264835","1"
"Very low transfer dependency","2014","higher education","Rural Area","769","0.344400750171517","0.321631360537021","0.367170139806013","1"
"Very low transfer dependency","2014","inadequately","Urban Area","86","0.242273835529736","0.196996770291704","0.287550900767768","1"
"Very low transfer dependency","2014","in school","Urban Area","435","0.789283761861328","0.756179843687574","0.822387680035082","1"
"Very low transfer dependency","2014","in school","Rural Area","215","0.834077712650825","0.790735558280423","0.877419867021227","1"
"Very low transfer dependency","2014","inadequately","Rural Area","36","0.272605165286525","0.199104599640371","0.346105730932679","1"
"Complete transfer dependency","2015","in school","Urban Area","21","","","","5"
"Complete transfer dependency","2015","in school","Rural Area","7","","","","5"
"Complete transfer dependency","2015","inadequately","Urban Area","68","0.121814976000488","0.0884884085853199","0.155141543415655","5"
"Complete transfer dependency","2015","inadequately","Rural Area","18","","","","5"
"Complete transfer dependency","2015","general elemantary","Urban Area","117","0.0484433983790031","0.0391082579918135","0.0577785387661927","5"
"Complete transfer dependency","2015","higher vocational","Urban Area","4","","","","5"
"Complete transfer dependency","2015","higher vocational","Rural Area","1","","","","5"
"Complete transfer dependency","2015","higher education","Urban Area","46","0.00687155253126338","0.00450047622994142","0.00924262883258533","5"
"Complete transfer dependency","2015","higher education","Rural Area","9","","","","5"
"Complete transfer dependency","2015","general elemantary","Rural Area","58","0.0527031884413025","0.0389504052572403","0.0664559716253647","5"
"Complete transfer dependency","2015","middle vocational","Urban Area","149","0.0219708456031475","0.0186277967283823","0.0253138944779127","5"
"Complete transfer dependency","2015","middle vocational","Rural Area","71","0.0171866890258068","0.0134722586175029","0.0209011194341107","5"
"Complete transfer dependency","2015","vocational + Abi","Urban Area","30","0.0194232877112128","0.0126097581643978","0.0262368172580278","5"
"Complete transfer dependency","2015","vocational + Abi","Rural Area","8","","","","5"
"High transfer dependency","2015","higher vocational","Urban Area","11","","","","3"
"High transfer dependency","2015","higher vocational","Rural Area","8","","","","3"
"High transfer dependency","2015","higher education","Urban Area","73","0.0154377427194845","0.0118991638944014","0.0189763215445675","3"
"High transfer dependency","2015","higher education","Rural Area","25","","","","3"
"High transfer dependency","2015","vocational + Abi","Urban Area","62","0.0270727250265331","0.0190600752652919","0.0350853747877744","3"
"High transfer dependency","2015","in school","Urban Area","35","0.0814866319212618","0.0577661468743046","0.105207116968219","3"
"High transfer dependency","2015","in school","Rural Area","16","","","","3"
"High transfer dependency","2015","inadequately","Urban Area","51","0.108953844797848","0.0772056812060819","0.140702008389614","3"
"High transfer dependency","2015","inadequately","Rural Area","22","","","","3"
"High transfer dependency","2015","middle vocational","Urban Area","273","0.0241442404730618","0.0206436361225751","0.0276448448235486","3"
"High transfer dependency","2015","middle vocational","Rural Area","185","0.0258928856725141","0.0213539483453767","0.0304318229996515","3"
"High transfer dependency","2015","vocational + Abi","Rural Area","18","","","","3"
"High transfer dependency","2015","general elemantary","Urban Area","174","0.0662951260820866","0.055477502818","0.0771127493461733","3"
"High transfer dependency","2015","general elemantary","Rural Area","66","0.0343344887980571","0.023127014108521","0.0455419634875933","3"
"Low transfer dependency","2015","general elemantary","Urban Area","237","0.0716049313729102","0.0603944536988834","0.082815409046937","2"
"Low transfer dependency","2015","general elemantary","Rural Area","122","0.0837130683754169","0.0666663223757883","0.100759814375046","2"
"Low transfer dependency","2015","middle vocational","Urban Area","505","0.0509449059374564","0.0459302685532475","0.0559595433216654","2"
"Low transfer dependency","2015","middle vocational","Rural Area","351","0.0510893964847485","0.0447966731548761","0.057382119814621","2"
"Low transfer dependency","2015","higher education","Rural Area","68","0.0343132311021491","0.0257255354724729","0.0429009267318253","2"
"Low transfer dependency","2015","inadequately","Rural Area","25","","","","2"
"Low transfer dependency","2015","vocational + Abi","Urban Area","106","0.0372683564121161","0.0279166098674235","0.0466201029568088","2"
"Low transfer dependency","2015","vocational + Abi","Rural Area","55","0.0898004363581057","0.0663916814250697","0.113209191291142","2"
"Low transfer dependency","2015","higher vocational","Urban Area","36","0.0448028025984442","0.0314569491616239","0.0581486560352645","2"
"Low transfer dependency","2015","higher education","Urban Area","187","0.0397067994793072","0.0341021332880085","0.0453114656706059","2"
"Low transfer dependency","2015","inadequately","Urban Area","64","0.197634374531066","0.157058804657572","0.23820994440456","2"
"Low transfer dependency","2015","higher vocational","Rural Area","23","","","","2"
"Low transfer dependency","2015","in school","Urban Area","41","0.0468480832885136","0.0285264318213775","0.0651697347556497","2"
"Low transfer dependency","2015","in school","Rural Area","30","0.105659713180094","0.0674780775792885","0.1438413487809","2"
"No transfer dependency","2015","general elemantary","Urban Area","589","0.469830475355056","0.448130251648434","0.491530699061677","0"
"No transfer dependency","2015","general elemantary","Rural Area","338","0.499811182400047","0.469036109746007","0.530586255054087","0"
"No transfer dependency","2015","middle vocational","Urban Area","3173","0.575864006896021","0.564593175026044","0.587134838765997","0"
"No transfer dependency","2015","middle vocational","Rural Area","1994","0.575105626126537","0.560977814356013","0.589233437897062","0"
"No transfer dependency","2015","higher education","Rural Area","838","0.630391240420375","0.607619097130761","0.653163383709989","0"
"No transfer dependency","2015","inadequately","Rural Area","22","","","","0"
"No transfer dependency","2015","vocational + Abi","Urban Area","499","0.484928261160893","0.460254088880186","0.509602433441599","0"
"No transfer dependency","2015","higher education","Urban Area","2080","0.587045227899864","0.57291326759462","0.601177188205109","0"
"No transfer dependency","2015","vocational + Abi","Rural Area","147","0.448752276324187","0.408028549373256","0.489476003275117","0"
"No transfer dependency","2015","in school","Urban Area","5","","","","0"
"No transfer dependency","2015","inadequately","Urban Area","51","0.262070870241487","0.217262006461178","0.306879734021796","0"
"No transfer dependency","2015","higher vocational","Urban Area","434","0.59678570983936","0.565139303082149","0.628432116596571","0"
"No transfer dependency","2015","higher vocational","Rural Area","262","0.571674432614565","0.532046988337727","0.611301876891403","0"
"No transfer dependency","2015","in school","Rural Area","1","","","","0"
"Very high transfer dependency","2015","higher education","Rural Area","19","","","","4"
"Very high transfer dependency","2015","general elemantary","Urban Area","122","0.0324663716981799","0.0247602448815227","0.0401724985148372","4"
"Very high transfer dependency","2015","general elemantary","Rural Area","42","0.0271700007010252","0.0171632653157228","0.0371767360863276","4"
"Very high transfer dependency","2015","middle vocational","Urban Area","176","0.0176451235487663","0.0146425753076247","0.0206476717899078","4"
"Very high transfer dependency","2015","middle vocational","Rural Area","99","0.0210979982104752","0.0169907510737055","0.0252052453472448","4"
"Very high transfer dependency","2015","vocational + Abi","Urban Area","41","0.0144004503188892","0.00851867718585549","0.0202822234519229","4"
"Very high transfer dependency","2015","higher education","Urban Area","61","0.00985083355095688","0.00701616564390774","0.012685501458006","4"
"Very high transfer dependency","2015","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2015","inadequately","Rural Area","15","","","","4"
"Very high transfer dependency","2015","vocational + Abi","Rural Area","20","","","","4"
"Very high transfer dependency","2015","higher vocational","Urban Area","6","","","","4"
"Very high transfer dependency","2015","inadequately","Urban Area","40","0.0759601684190605","0.0489650314955908","0.10295530534253","4"
"Very high transfer dependency","2015","in school","Rural Area","11","","","","4"
"Very high transfer dependency","2015","in school","Urban Area","43","0.0453996220064075","0.0273497319700899","0.0634495120427251","4"
"Very low transfer dependency","2015","higher vocational","Urban Area","432","0.340939409009872","0.310358632121283","0.371520185898461","1"
"Very low transfer dependency","2015","higher vocational","Rural Area","302","0.398455452129504","0.359248916924495","0.437661987334513","1"
"Very low transfer dependency","2015","higher education","Urban Area","2216","0.341087843819124","0.327480847601716","0.354694840036532","1"
"Very low transfer dependency","2015","higher education","Rural Area","767","0.313896331647115","0.292002806912186","0.335789856382045","1"
"Very low transfer dependency","2015","general elemantary","Urban Area","793","0.311359697112765","0.291226457816268","0.331492936409262","1"
