"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2010","Hesse","Employed","44","0.0390728121950275","0.0277850603496635","0.0503605640403914","3"
"High transfer dependency","2010","Rhineland-Palatinate,Saarland","Not Employed","18","","","","3"
"High transfer dependency","2010","Hesse","Not Employed","26","","","","3"
"High transfer dependency","2010","Rhineland-Palatinate,Saarland","Employed","35","0.0303978533604003","0.018963611165922","0.0418320955548786","3"
"High transfer dependency","2010","Baden-Württemberg","Not Employed","39","0.0278440798368386","0.0174365689874241","0.0382515906862531","3"
"High transfer dependency","2010","Baden-Württemberg","Employed","40","0.0127990476992626","0.00779839221854513","0.0177997031799802","3"
"High transfer dependency","2010","Bavaria","Not Employed","52","0.0198050410111408","0.0118821446305056","0.0277279373917759","3"
"High transfer dependency","2010","Bavaria","Employed","60","0.019999257377261","0.0144249421923391","0.0255735725621829","3"
"High transfer dependency","2010","Berlin","Not Employed","6","","","","3"
"High transfer dependency","2010","Berlin","Employed","12","","","","3"
"High transfer dependency","2010","Brandenburg","Not Employed","27","","","","3"
"High transfer dependency","2010","Brandenburg","Employed","37","0.0284220211765295","0.014559415721976","0.042284626631083","3"
"High transfer dependency","2010","Mecklenburg-Western Pomerania","Not Employed","12","","","","3"
"High transfer dependency","2010","Mecklenburg-Western Pomerania","Employed","33","0.0788871952289614","0.0516041951260211","0.106170195331902","3"
"High transfer dependency","2010","Saxony","Not Employed","31","0.0360760220280583","0.0208603584276992","0.0512916856284174","3"
"High transfer dependency","2010","Saxony","Employed","39","0.0255478203408442","0.0160717019163002","0.0350239387653881","3"
"High transfer dependency","2010","Saxony-Anhalt","Employed","28","","","","3"
"High transfer dependency","2010","Saxony-Anhalt","Not Employed","20","","","","3"
"High transfer dependency","2010","Thuringia","Not Employed","22","","","","3"
"High transfer dependency","2010","Thuringia","Employed","20","","","","3"
"Low transfer dependency","2010","Bremen","Employed","13","","","","2"
"Low transfer dependency","2010","North Rhine-Westphalia","Not Employed","157","0.0717819364511571","0.0600795069571332","0.083484365945181","2"
"Low transfer dependency","2010","Schleswig-Holstein","Employed","48","0.0547529738516519","0.0335921232017337","0.07591382450157","2"
"Low transfer dependency","2010","Hamburg","Not Employed","9","","","","2"
"Low transfer dependency","2010","Hamburg","Employed","16","","","","2"
"Low transfer dependency","2010","Lower Saxony","Not Employed","53","0.0302153658615887","0.0184050122322873","0.0420257194908901","2"
"Low transfer dependency","2010","Lower Saxony","Employed","121","0.0472985343912377","0.0361590972859991","0.0584379714964762","2"
"Low transfer dependency","2010","Bremen","Not Employed","11","","","","2"
"Low transfer dependency","2010","North Rhine-Westphalia","Employed","237","0.0504458309160751","0.0427376836965401","0.0581539781356101","2"
"Low transfer dependency","2010","Hesse","Not Employed","53","0.0812137652492498","0.0584053897373869","0.104022140761113","2"
"Low transfer dependency","2010","Hesse","Employed","79","0.0664452197400316","0.051936581498293","0.0809538579817703","2"
"Low transfer dependency","2010","Rhineland-Palatinate,Saarland","Not Employed","41","0.0553328834414683","0.034794055119008","0.0758717117639285","2"
"Low transfer dependency","2010","Rhineland-Palatinate,Saarland","Employed","68","0.0715061455042377","0.0543448390796963","0.0886674519287791","2"
"Low transfer dependency","2010","Baden-Württemberg","Not Employed","84","0.0525943182752258","0.038473824553298","0.0667148119971536","2"
"Low transfer dependency","2010","Baden-Württemberg","Employed","145","0.0422200732841692","0.0332740982852293","0.051166048283109","2"
"Low transfer dependency","2010","Schleswig-Holstein","Not Employed","33","0.0853049874837348","0.0528746828424767","0.117735292124993","2"
"Low transfer dependency","2010","Bavaria","Not Employed","120","0.0653888015748936","0.0513313353150137","0.0794462678347736","2"
"Low transfer dependency","2010","Bavaria","Employed","220","0.0486888246418596","0.0401194855453706","0.0572581637383487","2"
"Low transfer dependency","2010","Berlin","Not Employed","26","","","","2"
"Low transfer dependency","2010","Berlin","Employed","50","0.0496313424652159","0.0320320899834407","0.0672305949469911","2"
"Low transfer dependency","2010","Brandenburg","Not Employed","41","0.0681073591040876","0.0436017762977891","0.0926129419103861","2"
"Low transfer dependency","2010","Brandenburg","Employed","65","0.0979050026744295","0.0731132556809339","0.122696749667925","2"
"Low transfer dependency","2010","Mecklenburg-Western Pomerania","Not Employed","16","","","","2"
"Low transfer dependency","2010","Mecklenburg-Western Pomerania","Employed","52","0.117079121296096","0.0845379577382751","0.149620284853917","2"
"Low transfer dependency","2010","Saxony","Not Employed","73","0.0930421309341702","0.0693396631329358","0.116744598735405","2"
"Low transfer dependency","2010","Saxony","Employed","135","0.0863207682694717","0.06945415790927","0.103187378629673","2"
"Low transfer dependency","2010","Saxony-Anhalt","Not Employed","35","0.0730158015121261","0.0455233502527943","0.100508252771458","2"
"Low transfer dependency","2010","Saxony-Anhalt","Employed","74","0.0640596889870792","0.0435587241344991","0.0845606538396592","2"
"Low transfer dependency","2010","Thuringia","Not Employed","44","0.108767136984516","0.0767824692306814","0.14075180473835","2"
"Low transfer dependency","2010","Thuringia","Employed","84","0.0911226700936734","0.0676411591601304","0.114604181027216","2"
"No transfer dependency","2010","Schleswig-Holstein","Not Employed","127","0.646208983684241","0.590697152072567","0.701720815295916","0"
"No transfer dependency","2010","Schleswig-Holstein","Employed","97","0.482954244895236","0.436473392025426","0.529435097765047","0"
"No transfer dependency","2010","Hamburg","Not Employed","69","0.695508622471011","0.618728764125862","0.772288480816161","0"
"No transfer dependency","2010","Hamburg","Employed","100","0.624176129004326","0.56413845682146","0.684213801187192","0"
"No transfer dependency","2010","Lower Saxony","Not Employed","386","0.639734356708932","0.606611896657911","0.672856816759953","0"
"No transfer dependency","2010","Lower Saxony","Employed","328","0.404132664762542","0.378381448049008","0.429883881476076","0"
"No transfer dependency","2010","Bremen","Not Employed","27","","","","0"
"No transfer dependency","2010","Bremen","Employed","31","0.574255368398843","0.479225846667314","0.669284890130373","0"
"No transfer dependency","2010","North Rhine-Westphalia","Not Employed","767","0.544905846079585","0.522329440300674","0.567482251858496","0"
"No transfer dependency","2010","North Rhine-Westphalia","Employed","768","0.363309386321801","0.346370688473216","0.380248084170386","0"
"No transfer dependency","2010","Hesse","Not Employed","252","0.635854571291331","0.595676542861126","0.676032599721536","0"
"No transfer dependency","2010","Hesse","Employed","334","0.392366878098932","0.363922806272099","0.420810949925766","0"
"No transfer dependency","2010","Rhineland-Palatinate,Saarland","Not Employed","247","0.634582356666398","0.59132267020007","0.677842043132727","0"
"No transfer dependency","2010","Berlin","Employed","198","0.494836423243404","0.454321315115252","0.535351531371557","0"
"No transfer dependency","2010","Brandenburg","Not Employed","202","0.567107236649103","0.518911587771982","0.615302885526224","0"
"No transfer dependency","2010","Brandenburg","Employed","134","0.339931068373387","0.300415464095714","0.37944667265106","0"
"No transfer dependency","2010","Mecklenburg-Western Pomerania","Not Employed","106","0.652215182043404","0.589137344632321","0.715293019454486","0"
"No transfer dependency","2010","Mecklenburg-Western Pomerania","Employed","108","0.411236062404933","0.36143384798399","0.461038276825877","0"
"No transfer dependency","2010","Saxony","Not Employed","298","0.59513177567522","0.555079831660866","0.635183719689574","0"
"No transfer dependency","2010","Saxony","Employed","284","0.401924362980517","0.37247855274411","0.431370173216924","0"
"No transfer dependency","2010","Bavaria","Not Employed","540","0.628225864097679","0.600744558390404","0.655707169804953","0"
"No transfer dependency","2010","Bavaria","Employed","625","0.449359457597571","0.429553200167802","0.469165715027341","0"
"No transfer dependency","2010","Berlin","Not Employed","142","0.481896483367675","0.42740457992228","0.536388386813071","0"
"No transfer dependency","2010","Rhineland-Palatinate,Saarland","Employed","224","0.431016083722057","0.398033408497577","0.463998758946536","0"
"No transfer dependency","2010","Baden-Württemberg","Not Employed","407","0.575731384633648","0.544467504269151","0.606995264998145","0"
"No transfer dependency","2010","Baden-Württemberg","Employed","476","0.388030050107414","0.366351359273819","0.409708740941008","0"
"No transfer dependency","2010","Saxony-Anhalt","Not Employed","169","0.610876479350175","0.559354882746149","0.6623980759542","0"
"No transfer dependency","2010","Saxony-Anhalt","Employed","147","0.324362472894692","0.285167533702868","0.363557412086515","0"
"No transfer dependency","2010","Thuringia","Not Employed","198","0.600360957926543","0.550041312202783","0.650680603650303","0"
"No transfer dependency","2010","Thuringia","Employed","146","0.438014033439334","0.397531569995681","0.478496496882988","0"
"Very high transfer dependency","2010","Bavaria","Employed","14","","","","4"
"Very high transfer dependency","2010","Schleswig-Holstein","Not Employed","21","","","","4"
"Very high transfer dependency","2010","Schleswig-Holstein","Employed","10","","","","4"
"Very high transfer dependency","2010","Hamburg","Employed","2","","","","4"
"Very high transfer dependency","2010","Lower Saxony","Not Employed","51","0.0355656238002958","0.0227876239175786","0.0483436236830131","4"
"Very high transfer dependency","2010","Lower Saxony","Employed","35","0.025385184311405","0.0171311237272953","0.0336392448955146","4"
"Very high transfer dependency","2010","Bremen","Not Employed","4","","","","4"
"Very high transfer dependency","2010","Bremen","Employed","2","","","","4"
"Very high transfer dependency","2010","North Rhine-Westphalia","Not Employed","85","0.0243360396610829","0.0173502014378773","0.0313218778842885","4"
"Very high transfer dependency","2010","North Rhine-Westphalia","Employed","68","0.0156982208270495","0.0113203107141212","0.0200761309399778","4"
"Very high transfer dependency","2010","Hesse","Not Employed","29","","","","4"
"Very high transfer dependency","2010","Hesse","Employed","16","","","","4"
"Very high transfer dependency","2010","Rhineland-Palatinate,Saarland","Not Employed","25","","","","4"
"Very high transfer dependency","2010","Rhineland-Palatinate,Saarland","Employed","15","","","","4"
"Very high transfer dependency","2010","Baden-Württemberg","Not Employed","29","","","","4"
"Very high transfer dependency","2010","Bavaria","Not Employed","33","0.00656711949112264","0.00197411790908006","0.0111601210731652","4"
"Very high transfer dependency","2010","Berlin","Not Employed","30","0.0619164261526526","0.0356336923829959","0.0881991599223093","4"
"Very high transfer dependency","2010","Berlin","Employed","16","","","","4"
"Very high transfer dependency","2010","Brandenburg","Not Employed","33","0.0668311072661616","0.0425395963149855","0.0911226182173378","4"
"Very high transfer dependency","2010","Brandenburg","Employed","14","","","","4"
"Very high transfer dependency","2010","Mecklenburg-Western Pomerania","Not Employed","19","","","","4"
"Very high transfer dependency","2010","Mecklenburg-Western Pomerania","Employed","11","","","","4"
"Very high transfer dependency","2010","Baden-Württemberg","Employed","20","","","","4"
"Very high transfer dependency","2010","Hamburg","Not Employed","1","","","","4"
"Very high transfer dependency","2010","Saxony","Not Employed","40","0.0403548505643392","0.0242978880902901","0.0564118130383883","4"
"Very high transfer dependency","2010","Saxony","Employed","30","0.0239926344827536","0.0148021415890948","0.0331831273764124","4"
"Very high transfer dependency","2010","Saxony-Anhalt","Not Employed","19","","","","4"
"Very high transfer dependency","2010","Saxony-Anhalt","Employed","19","","","","4"
"Very high transfer dependency","2010","Thuringia","Not Employed","20","","","","4"
"Very high transfer dependency","2010","Thuringia","Employed","14","","","","4"
"Very low transfer dependency","2010","Schleswig-Holstein","Not Employed","76","0.181952206159109","0.137160906634234","0.226743505683984","1"
"Very low transfer dependency","2010","Lower Saxony","Employed","863","0.507226902174789","0.480991627103254","0.533462177246323","1"
"Very low transfer dependency","2010","Bremen","Not Employed","17","","","","1"
"Very low transfer dependency","2010","North Rhine-Westphalia","Not Employed","642","0.272859244120081","0.252665259561317","0.293053228678845","1"
"Very low transfer dependency","2010","Schleswig-Holstein","Employed","271","0.426881158870803","0.380873255503973","0.472889062237633","1"
"Very low transfer dependency","2010","Hamburg","Not Employed","47","0.201624362412223","0.134684673560757","0.268564051263688","1"
"Very low transfer dependency","2010","Hamburg","Employed","127","0.325406702007636","0.267328609458292","0.383484794556981","1"
"Very low transfer dependency","2010","Lower Saxony","Not Employed","251","0.25005183959115","0.22017449660734","0.27992918257496","1"
"Very low transfer dependency","2010","Bremen","Employed","46","0.298767694323771","0.210798787109686","0.386736601537855","1"
"Very low transfer dependency","2010","Hesse","Employed","659","0.49447586502899","0.46535070137125","0.523601028686731","1"
"Very low transfer dependency","2010","Rhineland-Palatinate,Saarland","Not Employed","133","0.219870654940625","0.182664777002998","0.257076532878252","1"
"Very low transfer dependency","2010","Rhineland-Palatinate,Saarland","Employed","524","0.460424823986867","0.427228156305809","0.493621491667925","1"
"Very low transfer dependency","2010","Baden-Württemberg","Not Employed","383","0.314845316927429","0.285465072219756","0.344225561635102","1"
"Very low transfer dependency","2010","Baden-Württemberg","Employed","1260","0.544226247175227","0.5220698204642","0.566382673886253","1"
"Very low transfer dependency","2010","North Rhine-Westphalia","Employed","1918","0.547899646399572","0.530371119406042","0.565428173393103","1"
"Very low transfer dependency","2010","Hesse","Not Employed","165","0.184360522113237","0.151982122764004","0.21673892146247","1"
"Very low transfer dependency","2010","Bavaria","Not Employed","413","0.246231033817478","0.221733047293386","0.27072902034157","1"
"Very low transfer dependency","2010","Bavaria","Employed","1504","0.478198305921797","0.458308610029269","0.498088001814326","1"
"Very low transfer dependency","2010","Berlin","Not Employed","78","0.274268668239545","0.225614184885103","0.322923151593987","1"
"Very low transfer dependency","2010","Berlin","Employed","309","0.399411063752593","0.359722181593793","0.439099945911393","1"
"Very low transfer dependency","2010","Brandenburg","Not Employed","82","0.226423770450643","0.185714094874844","0.267133446026443","1"
"Very low transfer dependency","2010","Brandenburg","Employed","302","0.496257908981609","0.454548273623895","0.537967544339324","1"
"Very low transfer dependency","2010","Saxony","Not Employed","101","0.186112877707105","0.154356534637807","0.217869220776402","1"
"Very low transfer dependency","2010","Mecklenburg-Western Pomerania","Employed","171","0.369176938370153","0.320333804649515","0.418020072090792","1"
"Very low transfer dependency","2010","Saxony","Employed","577","0.462214413926413","0.43227111758738","0.492157710265446","1"
"Very low transfer dependency","2010","Saxony-Anhalt","Employed","280","0.493417450627269","0.451558322631224","0.535276578623314","1"
"Very low transfer dependency","2010","Thuringia","Not Employed","72","0.13737958356177","0.102015015065514","0.172744152058027","1"
"Very low transfer dependency","2010","Mecklenburg-Western Pomerania","Not Employed","48","0.194559773394346","0.142131057912245","0.246988488876447","1"
"Very low transfer dependency","2010","Saxony-Anhalt","Not Employed","74","0.200134669811021","0.157854329845907","0.242415009776135","1"
"Very low transfer dependency","2010","Thuringia","Employed","313","0.416748227247708","0.376520536877259","0.456975917618156","1"
"Complete transfer dependency","2011","Schleswig-Holstein","Not Employed","16","","","","5"
"Complete transfer dependency","2011","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","2011","Hamburg","Not Employed","6","","","","5"
"Complete transfer dependency","2011","Hamburg","Employed","","","","","5"
"Complete transfer dependency","2011","Lower Saxony","Not Employed","37","0.0227683650683948","0.0134860365069466","0.0320506936298431","5"
"Complete transfer dependency","2011","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","2011","Bremen","Not Employed","3","","","","5"
"Complete transfer dependency","2011","Bremen","Employed","","","","","5"
"Complete transfer dependency","2011","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","2011","Hesse","Not Employed","40","0.0570378233248394","0.0395164086841048","0.074559237965574","5"
"Complete transfer dependency","2011","Hesse","Employed","","","","","5"
"Complete transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","30","0.0476581774996668","0.0304677281566391","0.0648486268426944","5"
"Complete transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","2011","North Rhine-Westphalia","Not Employed","125","0.045247463038876","0.036544454096956","0.053950471980796","5"
"Complete transfer dependency","2011","Baden-Württemberg","Not Employed","39","0.0281256885556868","0.018836892340317","0.0374144847710567","5"
"Complete transfer dependency","2011","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","2011","Bavaria","Not Employed","41","0.0274525964047906","0.0192731461472819","0.0356320466622993","5"
"Complete transfer dependency","2011","Bavaria","Employed","","","","","5"
"Complete transfer dependency","2011","Berlin","Not Employed","31","0.0742672501110504","0.0480758200228659","0.100458680199235","5"
"Complete transfer dependency","2011","Berlin","Employed","","","","","5"
"Complete transfer dependency","2011","Brandenburg","Not Employed","28","","","","5"
"Complete transfer dependency","2011","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","20","","","","5"
"Complete transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","2011","Saxony","Not Employed","27","","","","5"
"Complete transfer dependency","2011","Saxony","Employed","","","","","5"
"Complete transfer dependency","2011","Saxony-Anhalt","Not Employed","38","0.065244888364552","0.0423255101052117","0.0881642666238924","5"
"Complete transfer dependency","2011","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","2011","Thuringia","Not Employed","20","","","","5"
"Complete transfer dependency","2011","Thuringia","Employed","","","","","5"
"High transfer dependency","2011","Schleswig-Holstein","Not Employed","30","0.0813534737307608","0.053647427194129","0.109059520267392","3"
"High transfer dependency","2011","Schleswig-Holstein","Employed","34","0.0442435512800535","0.0280831735869995","0.0604039289731074","3"
"High transfer dependency","2011","Hamburg","Not Employed","4","","","","3"
"High transfer dependency","2011","Hamburg","Employed","6","","","","3"
"High transfer dependency","2011","Lower Saxony","Not Employed","46","0.0262133933647499","0.0162711182644706","0.0361556684650292","3"
"High transfer dependency","2011","Lower Saxony","Employed","78","0.0306467526529667","0.0223678221209701","0.0389256831849633","3"
"High transfer dependency","2011","Bremen","Not Employed","8","","","","3"
"High transfer dependency","2011","Bremen","Employed","5","","","","3"
"High transfer dependency","2011","North Rhine-Westphalia","Not Employed","106","0.0389511377176887","0.0308497445305788","0.0470525309047986","3"
"High transfer dependency","2011","North Rhine-Westphalia","Employed","128","0.0256849001044108","0.0204781422298879","0.0308916579789336","3"
"High transfer dependency","2011","Hesse","Employed","43","0.0292041335764023","0.0201241972180974","0.0382840699347073","3"
"High transfer dependency","2011","Hesse","Not Employed","42","0.0499075686729387","0.0334560234874544","0.066359113858423","3"
"High transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","33","0.0492950837431187","0.0318269399029686","0.0667632275832687","3"
"High transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","35","0.0335801522634974","0.0225571813490164","0.0446031231779785","3"
"High transfer dependency","2011","Baden-Württemberg","Not Employed","45","0.0286275852488843","0.019258697334182","0.0379964731635866","3"
"High transfer dependency","2011","Baden-Württemberg","Employed","54","0.0147748178791325","0.00990818128407693","0.019641454474188","3"
"High transfer dependency","2011","Bavaria","Not Employed","43","0.0222790786711332","0.0148909732921923","0.0296671840500742","3"
"High transfer dependency","2011","Bavaria","Employed","71","0.018973979162025","0.0140355869270828","0.0239123713969672","3"
"High transfer dependency","2011","Berlin","Not Employed","18","","","","3"
"High transfer dependency","2011","Berlin","Employed","34","0.0275672879522587","0.0148326081507113","0.0403019677538062","3"
"High transfer dependency","2011","Brandenburg","Not Employed","38","0.0481559308878976","0.0288617957520925","0.0674500660237028","3"
"High transfer dependency","2011","Brandenburg","Employed","44","0.0385155525973666","0.0239875020842377","0.0530436031104954","3"
"High transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","25","","","","3"
"High transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","22","","","","3"
"High transfer dependency","2011","Saxony-Anhalt","Employed","41","0.0629163488267666","0.0442498722779399","0.0815828253755932","3"
"High transfer dependency","2011","Thuringia","Not Employed","20","","","","3"
"High transfer dependency","2011","Saxony","Not Employed","38","0.0392166942794825","0.0245405602282664","0.0538928283306987","3"
"High transfer dependency","2011","Saxony","Employed","64","0.0563847966943785","0.0431109263703271","0.0696586670184298","3"
"High transfer dependency","2011","Saxony-Anhalt","Not Employed","23","","","","3"
"High transfer dependency","2011","Thuringia","Employed","29","","","","3"
"Low transfer dependency","2011","Bremen","Employed","12","","","","2"
"Low transfer dependency","2011","Hesse","Not Employed","56","0.0473180614187174","0.0312771885596099","0.063358934277825","2"
"Low transfer dependency","2011","Hesse","Employed","101","0.0371075390526418","0.0269141957292625","0.0473008823760212","2"
"Low transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","40","0.0530060605716164","0.0349277247619201","0.0710843963813127","2"
"Low transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","90","0.0689296996389609","0.0534283739717145","0.0844310253062073","2"
"Low transfer dependency","2011","Schleswig-Holstein","Employed","90","0.090176733445091","0.0676665689987981","0.112686897891384","2"
"Low transfer dependency","2011","Hamburg","Not Employed","18","","","","2"
"Low transfer dependency","2011","Lower Saxony","Not Employed","77","0.0359267074214756","0.0243454426792209","0.0475079721637304","2"
"Low transfer dependency","2011","Lower Saxony","Employed","156","0.0532331145816392","0.04244977107038","0.0640164580928984","2"
"Low transfer dependency","2011","Bremen","Not Employed","6","","","","2"
"Low transfer dependency","2011","North Rhine-Westphalia","Not Employed","186","0.0565076884744872","0.0468393942999501","0.0661759826490243","2"
"Low transfer dependency","2011","North Rhine-Westphalia","Employed","314","0.0572214192243915","0.0495766761967834","0.0648661622519996","2"
"Low transfer dependency","2011","Baden-Württemberg","Not Employed","108","0.0481114013154628","0.0360882069556664","0.0601345956752591","2"
"Low transfer dependency","2011","Baden-Württemberg","Employed","189","0.0451715967634577","0.0367944623566002","0.0535487311703153","2"
"Low transfer dependency","2011","Bavaria","Not Employed","120","0.0612044383411444","0.049205191543563","0.0732036851387257","2"
"Low transfer dependency","2011","Bavaria","Employed","235","0.0415922312340022","0.0343654088641897","0.0488190536038146","2"
"Low transfer dependency","2011","Berlin","Not Employed","35","0.066363249566486","0.0414992770373166","0.0912272220956554","2"
"Low transfer dependency","2011","Berlin","Employed","75","0.0953840495046507","0.0725369419013518","0.11823115710795","2"
"Low transfer dependency","2011","Schleswig-Holstein","Not Employed","43","0.0485821298167926","0.0267931840867476","0.0703710755468376","2"
"Low transfer dependency","2011","Hamburg","Employed","28","","","","2"
"Low transfer dependency","2011","Brandenburg","Not Employed","31","0.0298984592681256","0.0145505040905361","0.0452464144457151","2"
"Low transfer dependency","2011","Brandenburg","Employed","77","0.0587741699219582","0.0410176311752722","0.0765307086686443","2"
"Low transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","26","","","","2"
"Low transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","68","0.137643909270444","0.103796270936434","0.171491547604453","2"
"Low transfer dependency","2011","Saxony","Not Employed","83","0.0843750441274425","0.0633600500700985","0.105390038184787","2"
"Low transfer dependency","2011","Saxony","Employed","169","0.0813003385267329","0.0655731152818094","0.0970275617716563","2"
"Low transfer dependency","2011","Saxony-Anhalt","Not Employed","44","0.0672407005175953","0.0439982684596254","0.0904831325755652","2"
"Low transfer dependency","2011","Saxony-Anhalt","Employed","84","0.0778508804718678","0.0572529420724362","0.0984488188712995","2"
"Low transfer dependency","2011","Thuringia","Not Employed","28","","","","2"
"Low transfer dependency","2011","Thuringia","Employed","71","0.0876496138206934","0.0664728965280742","0.108826331113313","2"
"No transfer dependency","2011","Schleswig-Holstein","Not Employed","171","0.589229329239573","0.539369110264532","0.639089548214615","0"
"No transfer dependency","2011","Schleswig-Holstein","Employed","149","0.480844316594631","0.441579466054873","0.520109167134389","0"
"No transfer dependency","2011","Hamburg","Not Employed","87","0.739272716390358","0.671874272742059","0.806671160038657","0"
"No transfer dependency","2011","Hamburg","Employed","86","0.575081700384336","0.516118139874279","0.634045260894394","0"
"No transfer dependency","2011","Lower Saxony","Not Employed","509","0.659201628532317","0.629706509977968","0.688696747086665","0"
"No transfer dependency","2011","Lower Saxony","Employed","457","0.438238828346217","0.41440618257951","0.462071474112923","0"
"No transfer dependency","2011","Bremen","Not Employed","29","","","","0"
"No transfer dependency","2011","Bremen","Employed","34","0.539350545716588","0.448250202619872","0.630450888813304","0"
"No transfer dependency","2011","North Rhine-Westphalia","Not Employed","1013","0.593178906395087","0.572609513049711","0.613748299740464","0"
"No transfer dependency","2011","North Rhine-Westphalia","Employed","960","0.411465610833116","0.3952687287803","0.427662492885931","0"
"No transfer dependency","2011","Hesse","Not Employed","307","0.631896639643871","0.595459147970176","0.668334131317566","0"
"No transfer dependency","2011","Hesse","Employed","381","0.423606103191372","0.39695976881903","0.450252437563715","0"
"No transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","322","0.628373559001502","0.589380766428804","0.667366351574201","0"
"No transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","121","0.52630055807047","0.466070333925171","0.586530782215768","0"
"No transfer dependency","2011","Mecklenburg-Western Pomerania","Employed","109","0.418141405754611","0.369682135575874","0.466600675933348","0"
"No transfer dependency","2011","Saxony","Not Employed","358","0.618178341695118","0.581445829890095","0.65491085350014","0"
"No transfer dependency","2011","Saxony","Employed","324","0.383099626427407","0.355123828827294","0.411075424027519","0"
"No transfer dependency","2011","Berlin","Employed","225","0.507815589257825","0.468930941442738","0.546700237072912","0"
"No transfer dependency","2011","Brandenburg","Not Employed","259","0.612401843236611","0.568495565852738","0.656308120620484","0"
"No transfer dependency","2011","Brandenburg","Employed","199","0.416516881247126","0.379299261490102","0.45373450100415","0"
"No transfer dependency","2011","Bavaria","Not Employed","827","0.65697857122845","0.633214916071908","0.680742226384992","0"
"No transfer dependency","2011","Bavaria","Employed","862","0.494673471446174","0.476576268052001","0.512770674840347","0"
"No transfer dependency","2011","Berlin","Not Employed","198","0.575908742265623","0.526543164780124","0.625274319751123","0"
"No transfer dependency","2011","Saxony-Anhalt","Not Employed","232","0.648124893096352","0.603804430492284","0.692445355700421","0"
"No transfer dependency","2011","Saxony-Anhalt","Employed","181","0.356084451889859","0.319273048552441","0.392895855227277","0"
"No transfer dependency","2011","Thuringia","Not Employed","258","0.697910889935964","0.65357381831879","0.742247961553137","0"
"No transfer dependency","2011","Thuringia","Employed","197","0.425067083072888","0.388046766367366","0.46208739977841","0"
"No transfer dependency","2011","Baden-Württemberg","Employed","661","0.446565896097581","0.426513058663959","0.466618733531202","0"
"No transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","292","0.466354428249767","0.435829200136878","0.496879656362657","0"
"No transfer dependency","2011","Baden-Württemberg","Not Employed","576","0.632099614803429","0.605006390905578","0.659192838701279","0"
"Very high transfer dependency","2011","Schleswig-Holstein","Not Employed","24","","","","4"
"Very high transfer dependency","2011","Schleswig-Holstein","Employed","21","","","","4"
"Very high transfer dependency","2011","Hamburg","Employed","4","","","","4"
"Very high transfer dependency","2011","Lower Saxony","Not Employed","57","0.0341447249955944","0.0228439014810673","0.0454455485101215","4"
"Very high transfer dependency","2011","Lower Saxony","Employed","32","0.0128474913030784","0.00743817639449655","0.0182568062116602","4"
"Very high transfer dependency","2011","Bremen","Not Employed","10","","","","4"
"Very high transfer dependency","2011","Bremen","Employed","5","","","","4"
"Very high transfer dependency","2011","North Rhine-Westphalia","Not Employed","111","0.0332995873155695","0.0257869524773268","0.0408122221538123","4"
"Very high transfer dependency","2011","North Rhine-Westphalia","Employed","54","0.0106605354484204","0.00728034709244251","0.0140407238043984","4"
"Very high transfer dependency","2011","Hesse","Not Employed","34","0.023615190730974","0.0121429884845885","0.0350873929773594","4"
"Very high transfer dependency","2011","Hesse","Employed","19","","","","4"
"Very high transfer dependency","2011","Rhineland-Palatinate,Saarland","Not Employed","21","","","","4"
"Very high transfer dependency","2011","Rhineland-Palatinate,Saarland","Employed","23","","","","4"
"Very high transfer dependency","2011","Baden-Württemberg","Not Employed","24","","","","4"
"Very high transfer dependency","2011","Bavaria","Not Employed","39","0.0222119901299297","0.0148347638748343","0.0295892163850251","4"
"Very high transfer dependency","2011","Bavaria","Employed","20","","","","4"
"Very high transfer dependency","2011","Berlin","Not Employed","23","","","","4"
"Very high transfer dependency","2011","Berlin","Employed","16","","","","4"
"Very high transfer dependency","2011","Brandenburg","Not Employed","28","","","","4"
"Very high transfer dependency","2011","Brandenburg","Employed","22","","","","4"
"Very high transfer dependency","2011","Mecklenburg-Western Pomerania","Not Employed","25","","","","4"
