"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2015","higher vocational","Male","9","","","","3"
"High transfer dependency","2015","higher vocational","Female","10","","","","3"
"High transfer dependency","2015","higher education","Male","46","0.0125267762514542","0.00866299886880055","0.0163905536341078","3"
"High transfer dependency","2015","higher education","Female","52","0.0171891968278293","0.0126900612018606","0.0216883324537979","3"
"High transfer dependency","2015","middle vocational","Female","284","0.0264439136262017","0.0225843330706636","0.0303034941817398","3"
"High transfer dependency","2015","vocational + Abi","Male","21","","","","3"
"High transfer dependency","2015","inadequately","Female","50","0.171514677184856","0.129278905609775","0.213750448759936","3"
"High transfer dependency","2015","general elemantary","Female","137","0.0457841492722997","0.0361814509638763","0.055386847580723","3"
"High transfer dependency","2015","middle vocational","Male","174","0.0229105963461253","0.0189383590161422","0.0268828336761084","3"
"High transfer dependency","2015","vocational + Abi","Female","59","0.0326025353132907","0.0230937760736104","0.042111294552971","3"
"High transfer dependency","2015","inadequately","Male","23","","","","3"
"High transfer dependency","2015","in school","Male","27","","","","3"
"High transfer dependency","2015","in school","Female","24","","","","3"
"High transfer dependency","2015","general elemantary","Male","103","0.0710849758838381","0.0567009730580318","0.0854689787096444","3"
"Low transfer dependency","2015","general elemantary","Male","137","0.0659947548493922","0.052097397545506","0.0798921121532785","2"
"Low transfer dependency","2015","general elemantary","Female","222","0.081850790615149","0.0692563040149535","0.0944452772153444","2"
"Low transfer dependency","2015","middle vocational","Male","380","0.0531865893177988","0.0472288278556323","0.0591443507799654","2"
"Low transfer dependency","2015","middle vocational","Female","476","0.0490083806173008","0.0438153572388633","0.0542014039957384","2"
"Low transfer dependency","2015","higher education","Female","160","0.045339246414964","0.0381376626721821","0.0525408301577459","2"
"Low transfer dependency","2015","inadequately","Female","62","0.202448241572164","0.157426341398296","0.247470141746032","2"
"Low transfer dependency","2015","vocational + Abi","Male","68","0.049319125647581","0.0343980925750288","0.0642401587201332","2"
"Low transfer dependency","2015","vocational + Abi","Female","93","0.0485132314875856","0.0370098063487889","0.0600166566263823","2"
"Low transfer dependency","2015","higher vocational","Male","32","0.0231120383558883","0.0135012990166999","0.0327227776950767","2"
"Low transfer dependency","2015","higher education","Male","95","0.0323146425998775","0.0261714160012132","0.0384578691985418","2"
"Low transfer dependency","2015","in school","Male","35","0.0787703541903477","0.0504271656677105","0.107113542712985","2"
"Low transfer dependency","2015","inadequately","Male","27","","","","2"
"Low transfer dependency","2015","higher vocational","Female","27","","","","2"
"Low transfer dependency","2015","in school","Female","36","0.0547368132977842","0.0327992093125989","0.0766744172829696","2"
"No transfer dependency","2015","general elemantary","Male","275","0.36844443536649","0.341442515764195","0.395446354968785","0"
"No transfer dependency","2015","general elemantary","Female","652","0.552261954132499","0.529416649192771","0.575107259072227","0"
"No transfer dependency","2015","middle vocational","Male","2412","0.574976914879787","0.561852459107124","0.588101370652449","0"
"No transfer dependency","2015","middle vocational","Female","2755","0.576157045862853","0.564270116572479","0.588043975153228","0"
"No transfer dependency","2015","higher education","Female","1354","0.573854346425869","0.556736615266508","0.590972077585231","0"
"No transfer dependency","2015","vocational + Abi","Male","273","0.483674475260418","0.449238513860381","0.518110436660456","0"
"No transfer dependency","2015","higher education","Male","1564","0.618287793245452","0.601410875562648","0.635164710928256","0"
"No transfer dependency","2015","inadequately","Female","38","0.225453061731147","0.178632209188862","0.272273914273432","0"
"No transfer dependency","2015","in school","Female","4","","","","0"
"No transfer dependency","2015","higher vocational","Female","245","0.539324168338832","0.498863181669401","0.579785155008262","0"
"No transfer dependency","2015","vocational + Abi","Female","373","0.471552583896555","0.44482488034789","0.498280287445219","0"
"No transfer dependency","2015","higher vocational","Male","451","0.614663180311722","0.583534970247586","0.645791390375857","0"
"No transfer dependency","2015","in school","Male","2","","","","0"
"No transfer dependency","2015","inadequately","Male","35","0.301919989848974","0.239227861229309","0.364612118468639","0"
"Very high transfer dependency","2015","higher education","Female","46","0.00849167779281011","0.00531545273681453","0.0116679028488057","4"
"Very high transfer dependency","2015","general elemantary","Male","68","0.0393486823775384","0.0284656268651705","0.0502317378899063","4"
"Very high transfer dependency","2015","general elemantary","Female","96","0.0250965805422164","0.017910361183241","0.0322827999011918","4"
"Very high transfer dependency","2015","middle vocational","Male","98","0.0182587652116854","0.0147042198723026","0.0218133105510682","4"
"Very high transfer dependency","2015","middle vocational","Female","177","0.0194189241039856","0.0160995890474582","0.0227382591605131","4"
"Very high transfer dependency","2015","vocational + Abi","Male","22","","","","4"
"Very high transfer dependency","2015","higher education","Male","34","0.00904045353924147","0.00575229428111654","0.0123286127973664","4"
"Very high transfer dependency","2015","vocational + Abi","Female","39","0.0138932372758406","0.00762624171776409","0.0201602328339171","4"
"Very high transfer dependency","2015","higher vocational","Male","7","","","","4"
"Very high transfer dependency","2015","higher vocational","Female","2","","","","4"
"Very high transfer dependency","2015","inadequately","Female","33","0.0471667009491253","0.0234139677122557","0.070919434185995","4"
"Very high transfer dependency","2015","in school","Female","27","","","","4"
"Very high transfer dependency","2015","inadequately","Male","22","","","","4"
"Very high transfer dependency","2015","in school","Male","27","","","","4"
"Very low transfer dependency","2015","higher vocational","Male","437","0.344670125671716","0.314271979474365","0.375068271869066","1"
"Very low transfer dependency","2015","higher vocational","Female","297","0.390595882189962","0.350992676982607","0.430199087397318","1"
"Very low transfer dependency","2015","higher education","Male","1417","0.322743520654865","0.306501684610294","0.338985356699435","1"
"Very low transfer dependency","2015","higher education","Female","1566","0.347933972526886","0.331446255055278","0.364421689998493","1"
"Very low transfer dependency","2015","in school","Male","241","0.754710735924502","0.709440486457974","0.79998098539103","1"
"Very low transfer dependency","2015","in school","Female","309","0.839442179664822","0.804035582421963","0.87484877690768","1"
"Very low transfer dependency","2015","inadequately","Male","58","0.228062851261768","0.170765740054368","0.285359962469167","1"
"Very low transfer dependency","2015","inadequately","Female","78","0.24063005734077","0.192735185387135","0.288524929294405","1"
"Very low transfer dependency","2015","general elemantary","Male","563","0.383737612086406","0.356516687554929","0.410958536617882","1"
"Very low transfer dependency","2015","general elemantary","Female","618","0.25921062461283","0.239078659515802","0.279342589709857","1"
"Very low transfer dependency","2015","middle vocational","Male","2282","0.304441943890208","0.292224825693294","0.316659062087121","1"
"Very low transfer dependency","2015","middle vocational","Female","2831","0.314090374094957","0.302925405162392","0.325255343027522","1"
"Very low transfer dependency","2015","vocational + Abi","Male","407","0.401744588679245","0.367962059087279","0.435527118271211","1"
"Very low transfer dependency","2015","vocational + Abi","Female","756","0.427417604158404","0.400930108999345","0.453905099317464","1"
"Complete transfer dependency","2016","in school","Male","10","","","","5"
"Complete transfer dependency","2016","in school","Female","11","","","","5"
"Complete transfer dependency","2016","inadequately","Male","23","","","","5"
"Complete transfer dependency","2016","inadequately","Female","22","","","","5"
"Complete transfer dependency","2016","general elemantary","Male","57","0.0615751206573332","0.0470973229761336","0.0760529183385329","5"
"Complete transfer dependency","2016","higher vocational","Male","4","","","","5"
"Complete transfer dependency","2016","higher vocational","Female","","","","","5"
"Complete transfer dependency","2016","higher education","Male","14","","","","5"
"Complete transfer dependency","2016","higher education","Female","23","","","","5"
"Complete transfer dependency","2016","general elemantary","Female","70","0.0322492958966931","0.0236783277649492","0.040820264028437","5"
"Complete transfer dependency","2016","middle vocational","Male","89","0.0227917189170511","0.0186160873562409","0.0269673504778613","5"
"Complete transfer dependency","2016","middle vocational","Female","83","0.0101684117302344","0.00763264263127127","0.0127041808291975","5"
"Complete transfer dependency","2016","vocational + Abi","Male","14","","","","5"
"Complete transfer dependency","2016","vocational + Abi","Female","23","","","","5"
"High transfer dependency","2016","general elemantary","Female","126","0.0473214396932577","0.0370201835972038","0.0576226957893117","3"
"High transfer dependency","2016","middle vocational","Male","130","0.0237735322809413","0.0195110537142839","0.0280360108475986","3"
"High transfer dependency","2016","middle vocational","Female","217","0.025160516432062","0.0212020331049829","0.029118999759141","3"
"High transfer dependency","2016","vocational + Abi","Male","17","","","","3"
"High transfer dependency","2016","vocational + Abi","Female","32","0.01688805159687","0.00976207269634102","0.0240140304973989","3"
"High transfer dependency","2016","higher vocational","Male","8","","","","3"
"High transfer dependency","2016","in school","Male","19","","","","3"
"High transfer dependency","2016","in school","Female","25","","","","3"
"High transfer dependency","2016","inadequately","Female","37","0.172098253362835","0.123209610603624","0.220986896122046","3"
"High transfer dependency","2016","general elemantary","Male","89","0.0716667555484091","0.0561317671064021","0.0872017439904162","3"
"High transfer dependency","2016","higher vocational","Female","12","","","","3"
"High transfer dependency","2016","higher education","Male","29","","","","3"
"High transfer dependency","2016","higher education","Female","36","0.0156385183057525","0.0111620182593449","0.0201150183521601","3"
"High transfer dependency","2016","inadequately","Male","17","","","","3"
"Low transfer dependency","2016","general elemantary","Male","136","0.0836019620366976","0.0669313931194366","0.100272530953959","2"
"Low transfer dependency","2016","general elemantary","Female","190","0.0805380386510365","0.0673355615841177","0.0937405157179554","2"
"Low transfer dependency","2016","middle vocational","Male","362","0.0655005647755607","0.0585782378527606","0.0724228916983608","2"
"Low transfer dependency","2016","middle vocational","Female","472","0.0558306578729277","0.0500275077041995","0.0616338080416559","2"
"Low transfer dependency","2016","inadequately","Female","41","0.17409591366476","0.124983707204443","0.223208120125077","2"
"Low transfer dependency","2016","higher education","Female","145","0.0431428094060995","0.0358121800803939","0.0504734387318052","2"
"Low transfer dependency","2016","inadequately","Male","27","","","","2"
"Low transfer dependency","2016","vocational + Abi","Male","67","0.0625030998759221","0.0451904390346873","0.079815760717157","2"
"Low transfer dependency","2016","in school","Male","27","","","","2"
"Low transfer dependency","2016","in school","Female","41","0.0469087412049327","0.0256493694986755","0.06816811291119","2"
"Low transfer dependency","2016","vocational + Abi","Female","103","0.0593627496367295","0.046294381428709","0.0724311178447499","2"
"Low transfer dependency","2016","higher vocational","Male","27","","","","2"
"Low transfer dependency","2016","higher education","Male","100","0.0269455853832797","0.0210633911177933","0.0328277796487661","2"
"Low transfer dependency","2016","higher vocational","Female","24","","","","2"
"No transfer dependency","2016","general elemantary","Male","240","0.361607508839472","0.332669895051475","0.390545122627468","0"
"No transfer dependency","2016","general elemantary","Female","593","0.544517060769583","0.520355231187042","0.568678890352123","0"
"No transfer dependency","2016","middle vocational","Male","2171","0.551293711371562","0.53737776778877","0.565209654954355","0"
"No transfer dependency","2016","inadequately","Female","38","0.280679617437099","0.222483103420084","0.338876131454115","0"
"No transfer dependency","2016","middle vocational","Female","2577","0.577722115123096","0.56523790257185","0.590206327674343","0"
"No transfer dependency","2016","higher education","Female","1231","0.559228749345136","0.541315892251769","0.577141606438504","0"
"No transfer dependency","2016","vocational + Abi","Male","264","0.491072238729949","0.455317888906573","0.526826588553325","0"
"No transfer dependency","2016","in school","Male","3","","","","0"
"No transfer dependency","2016","in school","Female","3","","","","0"
"No transfer dependency","2016","inadequately","Male","30","0.31233268561365","0.242666579130726","0.381998792096575","0"
"No transfer dependency","2016","higher education","Male","1437","0.607166403469075","0.589425114645225","0.624907692292925","0"
"No transfer dependency","2016","vocational + Abi","Female","351","0.466040029181067","0.438452091769677","0.493627966592457","0"
"No transfer dependency","2016","higher vocational","Male","422","0.588227492925731","0.555238704434522","0.62121628141694","0"
"No transfer dependency","2016","higher vocational","Female","249","0.618081044346171","0.577402431854841","0.6587596568375","0"
"Very high transfer dependency","2016","general elemantary","Male","53","0.0298457152358395","0.0195971868223109","0.0400942436493681","4"
"Very high transfer dependency","2016","general elemantary","Female","93","0.0258609154009936","0.0181603884555388","0.0335614423464484","4"
"Very high transfer dependency","2016","middle vocational","Male","98","0.0174490766335517","0.0137855123103228","0.0211126409567807","4"
"Very high transfer dependency","2016","middle vocational","Female","155","0.0165343961538182","0.0133112778522843","0.019757514455352","4"
"Very high transfer dependency","2016","higher education","Female","35","0.00864734039662933","0.00530678366372347","0.0119878971295352","4"
"Very high transfer dependency","2016","vocational + Abi","Male","15","","","","4"
"Very high transfer dependency","2016","higher education","Male","34","0.012179323573124","0.00819478873096081","0.0161638584152871","4"
"Very high transfer dependency","2016","inadequately","Female","38","0.114583697153878","0.0733297486153047","0.155837645692452","4"
"Very high transfer dependency","2016","vocational + Abi","Female","37","0.0194560691999524","0.0118174589655149","0.0270946794343899","4"
"Very high transfer dependency","2016","higher vocational","Male","6","","","","4"
"Very high transfer dependency","2016","in school","Female","28","","","","4"
"Very high transfer dependency","2016","higher vocational","Female","2","","","","4"
"Very high transfer dependency","2016","in school","Male","7","","","","4"
"Very high transfer dependency","2016","inadequately","Male","33","0.144853750901696","0.0919472912654893","0.197760210537903","4"
"Very low transfer dependency","2016","in school","Male","259","0.765999431241298","0.719970690814926","0.812028171667669","1"
"Very low transfer dependency","2016","in school","Female","272","0.847209372651757","0.811035081842156","0.883383663461358","1"
"Very low transfer dependency","2016","inadequately","Male","40","0.206230104834325","0.145410026742905","0.267050182925746","1"
"Very low transfer dependency","2016","inadequately","Female","53","0.208452329254215","0.15584184931911","0.26106280918932","1"
"Very low transfer dependency","2016","general elemantary","Male","484","0.391702937682249","0.362303678643441","0.421102196721057","1"
"Very low transfer dependency","2016","general elemantary","Female","560","0.269513249588437","0.247986213166967","0.291040286009906","1"
"Very low transfer dependency","2016","middle vocational","Male","2057","0.319191396021333","0.306148375788856","0.33223441625381","1"
"Very low transfer dependency","2016","middle vocational","Female","2509","0.314583902687861","0.302847151795176","0.326320653580547","1"
"Very low transfer dependency","2016","vocational + Abi","Male","374","0.389804699546256","0.354923927647881","0.42468547144463","1"
"Very low transfer dependency","2016","vocational + Abi","Female","710","0.428817449558574","0.401447313159592","0.456187585957556","1"
"Very low transfer dependency","2016","higher vocational","Male","388","0.34315806325683","0.311334956614717","0.374981169898944","1"
"Very low transfer dependency","2016","higher vocational","Female","261","0.339303030038983","0.299661278214668","0.378944781863297","1"
"Very low transfer dependency","2016","higher education","Male","1297","0.340612300117615","0.323396485691308","0.357828114543922","1"
"Very low transfer dependency","2016","higher education","Female","1481","0.367042130129433","0.349651759152396","0.384432501106471","1"
"Complete transfer dependency","2017","in school","Male","10","","","","5"
"Complete transfer dependency","2017","in school","Female","13","","","","5"
"Complete transfer dependency","2017","inadequately","Male","373","0.202605323559107","0.171416438931826","0.233794208186389","5"
"Complete transfer dependency","2017","inadequately","Female","272","0.12932753270958","0.101559854861129","0.15709521055803","5"
"Complete transfer dependency","2017","general elemantary","Male","266","0.075022992592291","0.0611794517416587","0.0888665334429233","5"
"Complete transfer dependency","2017","general elemantary","Female","182","0.0298400105897549","0.0221117916150341","0.0375682295644756","5"
"Complete transfer dependency","2017","middle vocational","Male","236","0.0228144004511176","0.0189286667035123","0.026700134198723","5"
"Complete transfer dependency","2017","middle vocational","Female","173","0.00990067971907918","0.00752444345579176","0.0122769159823666","5"
"Complete transfer dependency","2017","vocational + Abi","Male","42","0.0312225973176449","0.0195306959728011","0.0429144986624887","5"
"Complete transfer dependency","2017","vocational + Abi","Female","32","0.0148589423095191","0.00852356942605266","0.0211943151929856","5"
"Complete transfer dependency","2017","higher vocational","Male","3","","","","5"
"Complete transfer dependency","2017","higher vocational","Female","1","","","","5"
"Complete transfer dependency","2017","higher education","Male","201","0.00706919276531088","0.00429477135478996","0.00984361417583179","5"
"Complete transfer dependency","2017","higher education","Female","122","0.00665938267380667","0.00391461238911038","0.00940415295850296","5"
"High transfer dependency","2017","inadequately","Female","50","0.101239661106215","0.0762785478154626","0.126200774396968","3"
"High transfer dependency","2017","general elemantary","Male","119","0.0641148453841169","0.0512419836416004","0.0769877071266334","3"
"High transfer dependency","2017","general elemantary","Female","141","0.0426201907316475","0.0334451483458239","0.0517952331174712","3"
"High transfer dependency","2017","middle vocational","Male","181","0.0240375295656518","0.0200514913835169","0.0280235677477867","3"
"High transfer dependency","2017","middle vocational","Female","255","0.0275155986938849","0.0235896145823626","0.0314415828054073","3"
"High transfer dependency","2017","vocational + Abi","Male","25","","","","3"
"High transfer dependency","2017","in school","Male","23","","","","3"
"High transfer dependency","2017","in school","Female","26","","","","3"
"High transfer dependency","2017","inadequately","Male","50","0.0875575261140652","0.0656250714913497","0.109489980736781","3"
"High transfer dependency","2017","vocational + Abi","Female","47","0.0386847398452447","0.0285868231890561","0.0487826565014333","3"
"High transfer dependency","2017","higher vocational","Male","10","","","","3"
"High transfer dependency","2017","higher vocational","Female","7","","","","3"
"High transfer dependency","2017","higher education","Male","47","0.00988104368078128","0.00660557750047735","0.0131565098610852","3"
"High transfer dependency","2017","higher education","Female","55","0.0127596284939566","0.00897197371683966","0.0165472832710735","3"
"Low transfer dependency","2017","general elemantary","Male","155","0.104742464900432","0.088650098455132","0.120834831345732","2"
"Low transfer dependency","2017","general elemantary","Female","205","0.0831492889339615","0.0706081541444405","0.0956904237234826","2"
"Low transfer dependency","2017","inadequately","Female","46","0.129031623880769","0.101291018452816","0.156772229308722","2"
"Low transfer dependency","2017","middle vocational","Male","366","0.0494954067395888","0.0438507239831275","0.0551400894960502","2"
"Low transfer dependency","2017","higher education","Female","155","0.0465235713992121","0.0394158331826989","0.0536313096157252","2"
"Low transfer dependency","2017","inadequately","Male","43","0.0933675308399618","0.0707913059431224","0.115943755736801","2"
"Low transfer dependency","2017","middle vocational","Female","450","0.0464949093412726","0.0414415295070366","0.0515482891755087","2"
"Low transfer dependency","2017","vocational + Abi","Female","91","0.0450818270114503","0.03421724914895","0.0559464048739505","2"
"Low transfer dependency","2017","higher education","Male","120","0.027431462930723","0.0220225173135845","0.0328404085478615","2"
"Low transfer dependency","2017","in school","Male","35","0.0824826446203813","0.0544896365878212","0.110475652652941","2"
"Low transfer dependency","2017","in school","Female","38","0.0628755790807243","0.0396331932550575","0.0861179649063912","2"
"Low transfer dependency","2017","higher vocational","Male","23","","","","2"
"Low transfer dependency","2017","vocational + Abi","Male","52","0.0534490392519984","0.0383280369309872","0.0685700415730095","2"
"Low transfer dependency","2017","higher vocational","Female","28","","","","2"
"No transfer dependency","2017","general elemantary","Male","281","0.364957593484182","0.339658375805483","0.390256811162881","0"
"No transfer dependency","2017","general elemantary","Female","628","0.535503033085661","0.512849775596543","0.55815629057478","0"
"No transfer dependency","2017","middle vocational","Male","2481","0.57046784224103","0.557585542328973","0.583350142153086","0"
"No transfer dependency","2017","higher education","Female","1390","0.566027574579287","0.549301663542663","0.582753485615911","0"
"No transfer dependency","2017","middle vocational","Female","2894","0.593541272592711","0.581752966052501","0.60532957913292","0"
"No transfer dependency","2017","higher education","Male","1623","0.595566696369633","0.579314327149901","0.611819065589365","0"
"No transfer dependency","2017","inadequately","Female","42","0.211080077359022","0.177311968090628","0.244848186627417","0"
"No transfer dependency","2017","in school","Male","2","","","","0"
"No transfer dependency","2017","in school","Female","3","","","","0"
"No transfer dependency","2017","vocational + Abi","Female","394","0.432237593092791","0.406297375894376","0.458177810291205","0"
"No transfer dependency","2017","higher vocational","Male","477","0.601367269780313","0.570150457163098","0.632584082397528","0"
"No transfer dependency","2017","inadequately","Male","61","0.290875149478989","0.255633809442524","0.326116489515454","0"
"No transfer dependency","2017","vocational + Abi","Male","293","0.499706647154437","0.46609354791176","0.533319746397115","0"
"No transfer dependency","2017","higher vocational","Female","288","0.6368834042531","0.598177808221858","0.675589000284342","0"
"Very high transfer dependency","2017","general elemantary","Male","72","0.0359214826332677","0.0261419555089467","0.0457010097575887","4"
"Very high transfer dependency","2017","general elemantary","Female","98","0.0307134881093897","0.0228765050451463","0.038550471173633","4"
"Very high transfer dependency","2017","middle vocational","Male","134","0.0194564263399127","0.0158618727238612","0.0230509799559642","4"
"Very high transfer dependency","2017","middle vocational","Female","145","0.0126261693738143","0.00994641897645415","0.0153059197711745","4"
"Very high transfer dependency","2017","inadequately","Female","82","0.17308296608934","0.141777166982867","0.204388765195814","4"
"Very high transfer dependency","2017","higher education","Female","43","0.00523582569847371","0.00280030077242334","0.00767135062452408","4"
"Very high transfer dependency","2017","in school","Female","14","","","","4"
"Very high transfer dependency","2017","vocational + Abi","Male","21","","","","4"
"Very high transfer dependency","2017","in school","Male","14","","","","4"
"Very high transfer dependency","2017","inadequately","Male","57","0.0897994361315109","0.0676152701178426","0.111983602145179","4"
"Very high transfer dependency","2017","vocational + Abi","Female","34","0.0155938488863088","0.00910611775272903","0.0220815800198886","4"
"Very high transfer dependency","2017","higher education","Male","45","0.00660712824038215","0.0039242873921932","0.0092899690885711","4"
"Very high transfer dependency","2017","higher vocational","Male","4","","","","4"
"Very high transfer dependency","2017","higher vocational","Female","2","","","","4"
"Very low transfer dependency","2017","in school","Male","287","0.790512580627706","0.749103603523213","0.831921557732199","1"
"Very low transfer dependency","2017","in school","Female","325","0.848120595436342","0.813755359712161","0.882485831160523","1"
"Very low transfer dependency","2017","inadequately","Male","54","0.235795033876366","0.202856064496465","0.268734003256267","1"
"Very low transfer dependency","2017","inadequately","Female","69","0.256238138855073","0.220113334945249","0.292362942764897","1"
"Very low transfer dependency","2017","general elemantary","Male","498","0.35524062100571","0.330090234100767","0.380391007910653","1"
"Very low transfer dependency","2017","general elemantary","Female","608","0.278173988549585","0.257820785018607","0.298527192080563","1"
"Very low transfer dependency","2017","middle vocational","Male","2274","0.313728394662699","0.301652900601877","0.325803888723522","1"
"Very low transfer dependency","2017","middle vocational","Female","2752","0.309921370279238","0.298822142009489","0.321020598548987","1"
"Very low transfer dependency","2017","vocational + Abi","Male","417","0.382722877997118","0.350047476653533","0.415398279340702","1"
"Very low transfer dependency","2017","vocational + Abi","Female","803","0.453543048854686","0.427474535885445","0.479611561823928","1"
"Very low transfer dependency","2017","higher vocational","Male","428","0.354351252359671","0.323854939860404","0.384847564858939","1"
"Very low transfer dependency","2017","higher vocational","Female","267","0.322805850874913","0.285174653102242","0.360437048647583","1"
"Very low transfer dependency","2017","higher education","Male","1467","0.35344447601317","0.337614088910171","0.369274863116169","1"
"Very low transfer dependency","2017","higher education","Female","1608","0.362794017155264","0.346568075834146","0.379019958476382","1"
"Complete transfer dependency","2018","in school","Male","12","","","","5"
"Complete transfer dependency","2018","in school","Female","7","","","","5"
"Complete transfer dependency","2018","inadequately","Male","503","0.282667748327663","0.253617787646125","0.3117177090092","5"
"Complete transfer dependency","2018","inadequately","Female","424","0.154172266684805","0.129242130016726","0.179102403352883","5"
"Complete transfer dependency","2018","general elemantary","Male","307","0.0589359079759626","0.0471121590749262","0.070759656876999","5"
"Complete transfer dependency","2018","general elemantary","Female","223","0.0235793513808044","0.0167204655946346","0.0304382371669742","5"
"Complete transfer dependency","2018","middle vocational","Male","313","0.0185890999143189","0.0150133032951445","0.0221648965334933","5"
"Complete transfer dependency","2018","middle vocational","Female","225","0.0117830808024196","0.00915147388534331","0.0144146877194959","5"
"Complete transfer dependency","2018","vocational + Abi","Male","31","0.0141636447930647","0.00605603310914245","0.0222712564769869","5"
"Complete transfer dependency","2018","vocational + Abi","Female","34","0.0142678588188399","0.00791813914918741","0.0206175784884923","5"
"Complete transfer dependency","2018","higher vocational","Male","2","","","","5"
"Complete transfer dependency","2018","higher vocational","Female","2","","","","5"
"Complete transfer dependency","2018","higher education","Male","255","0.00777952038256536","0.00487712039086425","0.0106819203742665","5"
"Complete transfer dependency","2018","higher education","Female","148","0.0110370551412439","0.00749653845243928","0.0145775718300484","5"
"High transfer dependency","2018","general elemantary","Male","151","0.0821323502872879","0.0683474774375081","0.0959172231370677","3"
"High transfer dependency","2018","general elemantary","Female","171","0.0412701344164283","0.0322785704905312","0.0502616983423255","3"
"High transfer dependency","2018","middle vocational","Male","198","0.0285647725340218","0.0241547531417833","0.0329747919262603","3"
"High transfer dependency","2018","middle vocational","Female","263","0.0238389522565618","0.020118722453771","0.0275591820593527","3"
"High transfer dependency","2018","vocational + Abi","Male","25","","","","3"
"High transfer dependency","2018","vocational + Abi","Female","38","0.0201523089158562","0.0126285064543655","0.027676111377347","3"
"High transfer dependency","2018","higher vocational","Male","6","","","","3"
"High transfer dependency","2018","higher vocational","Female","6","","","","3"
"High transfer dependency","2018","higher education","Male","75","0.00867670988959697","0.00561289902073559","0.0117405207584584","3"
"High transfer dependency","2018","higher education","Female","65","0.0144570575895229","0.0104119715680473","0.0185021436109985","3"
"High transfer dependency","2018","in school","Female","29","","","","3"
"High transfer dependency","2018","inadequately","Male","101","0.130619356849405","0.108879534332718","0.152359179366091","3"
"High transfer dependency","2018","in school","Male","18","","","","3"
"High transfer dependency","2018","inadequately","Female","103","0.149986173448489","0.125336045503383","0.174636301393595","3"
"Low transfer dependency","2018","general elemantary","Male","161","0.0838944347292707","0.0699758542695394","0.0978130151890019","2"
"Low transfer dependency","2018","general elemantary","Female","197","0.0841751027756123","0.0716244239221964","0.0967257816290282","2"
"Low transfer dependency","2018","inadequately","Female","63","0.151512788438934","0.126759787054539","0.17626578982333","2"
"Low transfer dependency","2018","middle vocational","Male","339","0.0471426615852948","0.0415316756425516","0.052753647528038","2"
"Low transfer dependency","2018","higher education","Female","144","0.0305748785270496","0.0247405680730669","0.0364091889810323","2"
"Low transfer dependency","2018","vocational + Abi","Male","66","0.0511366087916719","0.0360229080389033","0.0662503095444404","2"
"Low transfer dependency","2018","middle vocational","Female","424","0.0501182692597318","0.0447972081242652","0.0554393303951985","2"
"Low transfer dependency","2018","inadequately","Male","69","0.111884435631707","0.0915483754295286","0.132220495833885","2"
"Low transfer dependency","2018","vocational + Abi","Female","99","0.0510662924461575","0.0392799028443471","0.0628526820479679","2"
"Low transfer dependency","2018","higher education","Male","109","0.0245940748757569","0.0194774367871555","0.0297107129643582","2"
"Low transfer dependency","2018","in school","Male","35","0.0849862101639251","0.0550350240821186","0.114937396245732","2"
"Low transfer dependency","2018","higher vocational","Female","14","","","","2"
"Low transfer dependency","2018","higher vocational","Male","31","0.0364292314963177","0.0239867837215232","0.0488716792711122","2"
"Low transfer dependency","2018","in school","Female","32","0.0569169906287871","0.0322176325706651","0.081616348686909","2"
"No transfer dependency","2018","general elemantary","Male","312","0.379554185288199","0.355190418736979","0.403917951839419","0"
"No transfer dependency","2018","general elemantary","Female","594","0.548966922525259","0.52647397078304","0.571459874267477","0"
"No transfer dependency","2018","middle vocational","Male","2383","0.572028921129678","0.558930034174322","0.585127808085034","0"
"No transfer dependency","2018","higher education","Female","1392","0.582979150499437","0.566269959406558","0.599688341592315","0"
"No transfer dependency","2018","middle vocational","Female","2763","0.578560467120094","0.566518222021522","0.590602712218665","0"
"No transfer dependency","2018","higher education","Male","1607","0.605552340564141","0.589406996868996","0.621697684259287","0"
"No transfer dependency","2018","inadequately","Female","46","0.201106155501757","0.173434331331067","0.228777979672447","0"
"No transfer dependency","2018","vocational + Abi","Female","369","0.420318803150335","0.393889865406471","0.446747740894199","0"
"No transfer dependency","2018","higher vocational","Male","465","0.623757188214691","0.591584977762088","0.655929398667294","0"
"No transfer dependency","2018","higher vocational","Female","290","0.646009103541702","0.606647577524552","0.685370629558853","0"
"No transfer dependency","2018","vocational + Abi","Male","278","0.488196629209945","0.453899957938373","0.522493300481517","0"
"No transfer dependency","2018","inadequately","Male","70","0.206043756617888","0.17995068211487","0.232136831120905","0"
"No transfer dependency","2018","in school","Male","3","","","","0"
"No transfer dependency","2018","in school","Female","1","","","","0"
"Very high transfer dependency","2018","general elemantary","Male","94","0.0248525727939839","0.0170367190415088","0.032668426546459","4"
"Very high transfer dependency","2018","general elemantary","Female","124","0.0387275859546642","0.0300058563297143","0.0474493155796141","4"
"Very high transfer dependency","2018","middle vocational","Male","144","0.0188238874365038","0.0152260102734386","0.022421764599569","4"
"Very high transfer dependency","2018","inadequately","Female","108","0.10344827225507","0.0824235693857378","0.124472975124402","4"
"Very high transfer dependency","2018","middle vocational","Female","153","0.0137394432938414","0.0109005710467664","0.0165783155409164","4"
"Very high transfer dependency","2018","higher education","Female","67","0.00873943068594306","0.0055852576367089","0.0118936037351772","4"
