"transab_cat","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2013","Employed","Part Time","437","0.0469513156224041","0.0420250151634325","0.0518776160813756","3"
"High transfer dependency","2013","Employed","Not Working","","","","","3"
"Low transfer dependency","2013","Not Employed","Not Working","1242","0.0641153058365608","0.0600760647119912","0.0681545469611304","2"
"Low transfer dependency","2013","Employed","Full Time","501","0.0280413031713697","0.0247436646195997","0.0313389417231397","2"
"Low transfer dependency","2013","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2013","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2013","Employed","Part Time","734","0.0880661725938858","0.0814664498051456","0.0946658953826261","2"
"Low transfer dependency","2013","Employed","Not Working","","","","","2"
"No transfer dependency","2013","Not Employed","Part Time","","","","","0"
"No transfer dependency","2013","Not Employed","Not Working","6080","0.593091772878981","0.58499117762592","0.601192368132041","0"
"No transfer dependency","2013","Employed","Not Working","","","","","0"
"No transfer dependency","2013","Not Employed","Full Time","","","","","0"
"No transfer dependency","2013","Employed","Part Time","1529","0.344758649451147","0.333689921742901","0.355827377159394","0"
"No transfer dependency","2013","Employed","Full Time","3483","0.55251940450447","0.542587308211839","0.562451500797102","0"
"Very high transfer dependency","2013","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2013","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2013","Employed","Part Time","265","0.027099613435945","0.0233181909180162","0.0308810359538738","4"
"Very high transfer dependency","2013","Employed","Not Working","","","","","4"
"Very high transfer dependency","2013","Employed","Full Time","22","","","","4"
"Very high transfer dependency","2013","Not Employed","Not Working","604","0.0281370762312169","0.0254102984996937","0.0308638539627401","4"
"Very low transfer dependency","2013","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2013","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2013","Not Employed","Not Working","4719","0.235220480647112","0.228226676939163","0.24221428435506","1"
"Very low transfer dependency","2013","Employed","Full Time","5511","0.41113473458714","0.401306396126249","0.420963073048031","1"
"Very low transfer dependency","2013","Employed","Part Time","4118","0.493124248896618","0.481481154803545","0.50476734298969","1"
"Very low transfer dependency","2013","Employed","Not Working","","","","","1"
"Complete transfer dependency","2014","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2014","Employed","Full Time","","","","","5"
"Complete transfer dependency","2014","Employed","Part Time","","","","","5"
"Complete transfer dependency","2014","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2014","Not Employed","Not Working","486","0.0460283719939892","0.0418719968201385","0.0501847471678398","5"
"Complete transfer dependency","2014","Employed","Not Working","","","","","5"
"High transfer dependency","2014","Not Employed","Full Time","","","","","3"
"High transfer dependency","2014","Not Employed","Part Time","","","","","3"
"High transfer dependency","2014","Not Employed","Not Working","532","0.0370208691123292","0.0332757472956939","0.0407659909289646","3"
"High transfer dependency","2014","Employed","Full Time","127","0.0079251624536511","0.00619913280479495","0.00965119210250725","3"
"High transfer dependency","2014","Employed","Part Time","478","0.0531529371723555","0.0480567137327265","0.0582491606119845","3"
"High transfer dependency","2014","Employed","Not Working","","","","","3"
"Low transfer dependency","2014","Not Employed","Not Working","820","0.0587829108689878","0.0541173414938854","0.0634484802440903","2"
"Low transfer dependency","2014","Employed","Full Time","532","0.0309788605576015","0.0276062104102122","0.0343515107049907","2"
"Low transfer dependency","2014","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2014","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2014","Employed","Part Time","831","0.103363847945065","0.0964481285133026","0.110279567376828","2"
"Low transfer dependency","2014","Employed","Not Working","","","","","2"
"No transfer dependency","2014","Not Employed","Not Working","4853","0.617800985628559","0.608162622478406","0.627439348778711","0"
"No transfer dependency","2014","Not Employed","Part Time","","","","","0"
"No transfer dependency","2014","Employed","Not Working","","","","","0"
"No transfer dependency","2014","Employed","Part Time","1679","0.349614453879963","0.338782045140397","0.360446862619529","0"
"No transfer dependency","2014","Not Employed","Full Time","","","","","0"
"No transfer dependency","2014","Employed","Full Time","3664","0.53936631233591","0.529663632419383","0.549068992252437","0"
"Very high transfer dependency","2014","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2014","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2014","Employed","Part Time","306","0.0315751660301412","0.0276027869221524","0.0355475451381301","4"
"Very high transfer dependency","2014","Employed","Not Working","","","","","4"
"Very high transfer dependency","2014","Employed","Full Time","29","","","","4"
"Very high transfer dependency","2014","Not Employed","Not Working","446","0.0311377534950406","0.0276925977460778","0.0345829092440033","4"
"Very low transfer dependency","2014","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2014","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2014","Not Employed","Not Working","2627","0.209229108901095","0.201161021477536","0.217297196324654","1"
"Very low transfer dependency","2014","Employed","Full Time","5786","0.419612053515902","0.410005776255515","0.429218330776289","1"
"Very low transfer dependency","2014","Employed","Part Time","4150","0.462293594972475","0.450967597722575","0.473619592222375","1"
"Very low transfer dependency","2014","Employed","Not Working","","","","","1"
"Complete transfer dependency","2015","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2015","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2015","Not Employed","Not Working","639","0.053498701840282","0.0492245859001889","0.0577728177803752","5"
"Complete transfer dependency","2015","Employed","Full Time","","","","","5"
"Complete transfer dependency","2015","Employed","Part Time","","","","","5"
"Complete transfer dependency","2015","Employed","Not Working","","","","","5"
"High transfer dependency","2015","Not Employed","Full Time","","","","","3"
"High transfer dependency","2015","Not Employed","Part Time","","","","","3"
"High transfer dependency","2015","Not Employed","Not Working","538","0.0330023953743028","0.0296092731761559","0.0363955175724496","3"
"High transfer dependency","2015","Employed","Part Time","437","0.0537196284453974","0.0484566699091295","0.0589825869816652","3"
"High transfer dependency","2015","Employed","Not Working","","","","","3"
"High transfer dependency","2015","Employed","Full Time","91","0.00640376459786508","0.00479209531965235","0.0080154338760778","3"
"Low transfer dependency","2015","Not Employed","Not Working","851","0.0590897727050959","0.0546111515820986","0.0635683938280932","2"
"Low transfer dependency","2015","Employed","Full Time","419","0.0259247190507845","0.0227139684698126","0.0291354696317564","2"
"Low transfer dependency","2015","Employed","Not Working","","","","","2"
"Low transfer dependency","2015","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2015","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2015","Employed","Part Time","657","0.0871323176335475","0.0805489655574366","0.0937156697096584","2"
"No transfer dependency","2015","Not Employed","Full Time","","","","","0"
"No transfer dependency","2015","Not Employed","Part Time","","","","","0"
"No transfer dependency","2015","Not Employed","Not Working","5266","0.624665561281683","0.615468542807497","0.633862579755869","0"
"No transfer dependency","2015","Employed","Full Time","3521","0.557691300464084","0.547656402637617","0.567726198290552","0"
"No transfer dependency","2015","Employed","Part Time","1725","0.374873531034916","0.363573494046789","0.386173568023044","0"
"No transfer dependency","2015","Employed","Not Working","","","","","0"
"Very high transfer dependency","2015","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2015","Employed","Part Time","231","0.0307837666953581","0.0267517274396021","0.0348158059511142","4"
"Very high transfer dependency","2015","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2015","Employed","Not Working","","","","","4"
"Very high transfer dependency","2015","Employed","Full Time","22","","","","4"
"Very high transfer dependency","2015","Not Employed","Not Working","503","0.028672758329582","0.0255029602975941","0.0318425563615698","4"
"Very low transfer dependency","2015","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2015","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2015","Employed","Full Time","5357","0.407999809525756","0.398069925352718","0.417929693698794","1"
"Very low transfer dependency","2015","Employed","Part Time","4000","0.453490756190781","0.441869943313444","0.465111569068117","1"
"Very low transfer dependency","2015","Employed","Not Working","","","","","1"
"Very low transfer dependency","2015","Not Employed","Not Working","2851","0.201070810469055","0.19345804012758","0.20868358081053","1"
"Complete transfer dependency","2016","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2016","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2016","Not Employed","Not Working","470","0.047749031149277","0.0432460134820153","0.0522520488165388","5"
"Complete transfer dependency","2016","Employed","Full Time","","","","","5"
"Complete transfer dependency","2016","Employed","Part Time","","","","","5"
"Complete transfer dependency","2016","Employed","Not Working","","","","","5"
"High transfer dependency","2016","Not Employed","Not Working","404","0.0354520870734348","0.0315470203051749","0.0393571538416946","3"
"High transfer dependency","2016","Not Employed","Full Time","","","","","3"
"High transfer dependency","2016","Not Employed","Part Time","","","","","3"
"High transfer dependency","2016","Employed","Full Time","88","0.00789105962903439","0.00607274007380661","0.00970937918426216","3"
"High transfer dependency","2016","Employed","Part Time","344","0.0462648559929966","0.041296598825493","0.0512331131605002","3"
"High transfer dependency","2016","Employed","Not Working","","","","","3"
"Low transfer dependency","2016","Not Employed","Not Working","696","0.0651625602809546","0.0599504598457138","0.0703746607161955","2"
"Low transfer dependency","2016","Employed","Full Time","438","0.0290521017530072","0.0256005880140628","0.0325036154919516","2"
"Low transfer dependency","2016","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2016","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2016","Employed","Not Working","","","","","2"
"Low transfer dependency","2016","Employed","Part Time","710","0.0933415687435978","0.0864610058756129","0.100222131611583","2"
"No transfer dependency","2016","Not Employed","Full Time","","","","","0"
"No transfer dependency","2016","Not Employed","Part Time","","","","","0"
"No transfer dependency","2016","Not Employed","Not Working","4438","0.617214343950541","0.606949756711016","0.627478931190067","0"
"No transfer dependency","2016","Employed","Full Time","3491","0.550407639936167","0.540184729562793","0.560630550309541","0"
"No transfer dependency","2016","Employed","Part Time","1740","0.377995114120965","0.366526668530254","0.389463559711677","0"
"No transfer dependency","2016","Employed","Not Working","","","","","0"
"Very high transfer dependency","2016","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2016","Employed","Full Time","18","","","","4"
"Very high transfer dependency","2016","Employed","Part Time","240","0.0299052908656626","0.0258767696910612","0.033933812040264","4"
"Very high transfer dependency","2016","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2016","Not Employed","Not Working","421","0.0292251652828805","0.0256681690918761","0.0327821614738849","4"
"Very high transfer dependency","2016","Employed","Not Working","","","","","4"
"Very low transfer dependency","2016","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2016","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2016","Employed","Full Time","5061","0.411102566491399","0.400991015180518","0.421214117802279","1"
"Very low transfer dependency","2016","Employed","Part Time","3833","0.452493170276778","0.440720761004176","0.464265579549379","1"
"Very low transfer dependency","2016","Employed","Not Working","","","","","1"
"Very low transfer dependency","2016","Not Employed","Not Working","2185","0.205196812262912","0.196668545779973","0.213725078745851","1"
"Complete transfer dependency","2017","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2017","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2017","Not Employed","Not Working","2071","0.0562616308837415","0.05194018608646","0.060583075681023","5"
"Complete transfer dependency","2017","Employed","Full Time","","","","","5"
"Complete transfer dependency","2017","Employed","Part Time","","","","","5"
"Complete transfer dependency","2017","Employed","Not Working","","","","","5"
"High transfer dependency","2017","Not Employed","Not Working","568","0.0384091575669422","0.0348049519827612","0.0420133631511231","3"
"High transfer dependency","2017","Employed","Not Working","","","","","3"
"High transfer dependency","2017","Not Employed","Part Time","","","","","3"
"High transfer dependency","2017","Not Employed","Full Time","","","","","3"
"High transfer dependency","2017","Employed","Full Time","105","0.0071292497684941","0.00551088709863909","0.00874761243834911","3"
"High transfer dependency","2017","Employed","Part Time","426","0.0449730159982983","0.0403428198484852","0.0496032121481115","3"
"Low transfer dependency","2017","Not Employed","Not Working","748","0.0591386754268379","0.0547148741486647","0.0635624767050111","2"
"Low transfer dependency","2017","Employed","Full Time","439","0.0259966107918298","0.0229357316713255","0.0290574899123341","2"
"Low transfer dependency","2017","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2017","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2017","Employed","Part Time","697","0.0793771498516933","0.0733376053319498","0.0854166943714368","2"
"Low transfer dependency","2017","Employed","Not Working","","","","","2"
"No transfer dependency","2017","Not Employed","Full Time","","","","","0"
"No transfer dependency","2017","Not Employed","Part Time","","","","","0"
"No transfer dependency","2017","Not Employed","Not Working","4658","0.615843615867583","0.606721695970371","0.624965535764796","0"
"No transfer dependency","2017","Employed","Full Time","4192","0.551301290844904","0.541734208907644","0.560868372782164","0"
"No transfer dependency","2017","Employed","Not Working","","","","","0"
"No transfer dependency","2017","Employed","Part Time","2087","0.394855404351095","0.383934359660102","0.405776449042089","0"
"Very high transfer dependency","2017","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2017","Employed","Full Time","21","","","","4"
"Very high transfer dependency","2017","Employed","Part Time","261","0.0265865612837347","0.022992418593541","0.0301807039739284","4"
"Very high transfer dependency","2017","Not Employed","Not Working","527","0.0306452978774779","0.0274129336697444","0.0338776620852114","4"
"Very high transfer dependency","2017","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2017","Employed","Not Working","","","","","4"
"Very low transfer dependency","2017","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2017","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2017","Employed","Full Time","5625","0.413931751225445","0.404457474927877","0.423406027523013","1"
"Very low transfer dependency","2017","Employed","Part Time","4225","0.454207868515178","0.443083982670752","0.465331754359604","1"
"Very low transfer dependency","2017","Employed","Not Working","","","","","1"
"Very low transfer dependency","2017","Not Employed","Not Working","2350","0.199701622377417","0.192204169070558","0.207199075684276","1"
"Complete transfer dependency","2018","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2018","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2018","Not Employed","Not Working","2646","0.0581512988955024","0.0538715817959073","0.0624310159950975","5"
"Complete transfer dependency","2018","Employed","Full Time","","","","","5"
"Complete transfer dependency","2018","Employed","Part Time","","","","","5"
"Complete transfer dependency","2018","Employed","Not Working","","","","","5"
"High transfer dependency","2018","Not Employed","Full Time","","","","","3"
"High transfer dependency","2018","Not Employed","Part Time","","","","","3"
"High transfer dependency","2018","Not Employed","Not Working","698","0.0379308131865566","0.0344374478235111","0.041424178549602","3"
"High transfer dependency","2018","Employed","Full Time","123","0.00769712031577459","0.00598129167418854","0.00941294895736064","3"
"High transfer dependency","2018","Employed","Part Time","517","0.0459782485831869","0.0413264772932064","0.0506300198731675","3"
"High transfer dependency","2018","Employed","Not Working","","","","","3"
"Low transfer dependency","2018","Not Employed","Not Working","743","0.0569775989507482","0.0527386532139299","0.0612165446875664","2"
"Low transfer dependency","2018","Employed","Not Working","","","","","2"
"Low transfer dependency","2018","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2018","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2018","Employed","Full Time","392","0.024895083572685","0.0218361495004677","0.0279540176449022","2"
"Low transfer dependency","2018","Employed","Part Time","751","0.0771428152149692","0.071216592150367","0.0830690382795715","2"
"No transfer dependency","2018","Not Employed","Full Time","","","","","0"
"No transfer dependency","2018","Not Employed","Part Time","","","","","0"
"No transfer dependency","2018","Not Employed","Not Working","4562","0.625918806208118","0.61706995854827","0.634767653867965","0"
"No transfer dependency","2018","Employed","Full Time","4080","0.546139591526041","0.536364954705806","0.555914228346275","0"
"No transfer dependency","2018","Employed","Part Time","2108","0.396097098012817","0.385234157725962","0.406960038299672","0"
"No transfer dependency","2018","Employed","Not Working","","","","","0"
"Very high transfer dependency","2018","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2018","Employed","Full Time","34","0.00199149425615696","0.00111621970782829","0.00286676880448563","4"
"Very high transfer dependency","2018","Employed","Part Time","296","0.0256786482371004","0.0221654699278072","0.0291918265463936","4"
"Very high transfer dependency","2018","Not Employed","Not Working","731","0.0306741061705988","0.0275208035926632","0.0338274087485343","4"
"Very high transfer dependency","2018","Employed","Not Working","","","","","4"
"Very high transfer dependency","2018","Not Employed","Part Time","","","","","4"
"Very low transfer dependency","2018","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2018","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2018","Employed","Full Time","5337","0.419276710329343","0.409588966619217","0.428964454039468","1"
"Very low transfer dependency","2018","Employed","Part Time","4115","0.455103189951926","0.444042681901213","0.466163698002639","1"
"Very low transfer dependency","2018","Not Employed","Not Working","2107","0.190347376588476","0.183168316439941","0.197526436737011","1"
"Very low transfer dependency","2018","Employed","Not Working","","","","","1"
"Complete transfer dependency","2019","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2019","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2019","Not Employed","Not Working","2447","0.0541579303847382","0.0499057261103756","0.0584101346591009","5"
"Complete transfer dependency","2019","Employed","Full Time","","","","","5"
"Complete transfer dependency","2019","Employed","Part Time","","","","","5"
"Complete transfer dependency","2019","Employed","Not Working","","","","","5"
"High transfer dependency","2019","Not Employed","Full Time","","","","","3"
"High transfer dependency","2019","Not Employed","Part Time","","","","","3"
"High transfer dependency","2019","Not Employed","Not Working","539","0.0376272638983162","0.0340520934522109","0.0412024343444215","3"
"High transfer dependency","2019","Employed","Full Time","132","0.00663203693606136","0.00509554869375054","0.00816852517837218","3"
"High transfer dependency","2019","Employed","Part Time","463","0.0419692824955203","0.0374679549047041","0.0464706100863366","3"
"High transfer dependency","2019","Employed","Not Working","","","","","3"
"Low transfer dependency","2019","Not Employed","Not Working","668","0.0625043161038015","0.0579563897985099","0.0670522424090931","2"
"Low transfer dependency","2019","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2019","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2019","Employed","Not Working","","","","","2"
"Low transfer dependency","2019","Employed","Full Time","394","0.0276621982512532","0.024557619875222","0.0307667766272843","2"
"Low transfer dependency","2019","Employed","Part Time","623","0.0812560972169729","0.0751225693099402","0.0873896251240055","2"
"No transfer dependency","2019","Not Employed","Full Time","","","","","0"
"No transfer dependency","2019","Not Employed","Part Time","","","","","0"
"No transfer dependency","2019","Not Employed","Not Working","4590","0.625328273418524","0.616234308597239","0.63442223823981","0"
"No transfer dependency","2019","Employed","Full Time","4623","0.547935183875145","0.538513779463773","0.557356588286518","0"
"No transfer dependency","2019","Employed","Part Time","2283","0.382491699946757","0.371581881120319","0.393401518773194","0"
"No transfer dependency","2019","Employed","Not Working","","","","","0"
"Very high transfer dependency","2019","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2019","Employed","Full Time","34","0.00138937013934206","0.000684258682917636","0.00209448159576648","4"
"Very high transfer dependency","2019","Employed","Part Time","324","0.0218852246222947","0.0186008283916072","0.0251696208529822","4"
"Very high transfer dependency","2019","Not Employed","Not Working","522","0.030154458539267","0.0269415317438301","0.0333673853347038","4"
"Very high transfer dependency","2019","Employed","Not Working","","","","","4"
"Very high transfer dependency","2019","Not Employed","Part Time","","","","","4"
"Very low transfer dependency","2019","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2019","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2019","Employed","Full Time","5537","0.416381210798198","0.407049508125133","0.425712913471264","1"
"Very low transfer dependency","2019","Employed","Part Time","3930","0.472397695718456","0.461190618656873","0.483604772780038","1"
"Very low transfer dependency","2019","Employed","Not Working","","","","","1"
"Very low transfer dependency","2019","Not Employed","Not Working","2117","0.190227757655353","0.182853943909325","0.19760157140138","1"
