"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2013","(2b) intermediate general qualification","general elemantary","61","0.0364777248070071","0.0248464431803927","0.0481090064336214"
"Very high transfer dependency","2013","(2b) intermediate general qualification","middle vocational","","","",""
"Very high transfer dependency","2013","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very high transfer dependency","2013","(2b) intermediate general qualification","higher vocational","","","",""
"Very high transfer dependency","2013","(2b) intermediate general qualification","higher education","","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","in school","","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","inadequately","","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","general elemantary","","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","middle vocational","133","0.0173355338151694","0.0140338524766321","0.0206372151537067"
"Very high transfer dependency","2013","(2a) intermediate vocational","vocational + Abi","","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","higher vocational","6","","",""
"Very high transfer dependency","2013","(2a) intermediate vocational","higher education","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","in school","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","inadequately","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","middle vocational","67","0.0331608592233822","0.0243263060113518","0.0419954124354125"
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","higher education","","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","in school","","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","vocational + Abi","50","0.0166193469480838","0.0114440283045888","0.0217946655915789"
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","higher vocational","5","","",""
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","in school","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","inadequately","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","general elemantary","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","middle vocational","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","higher vocational","","","",""
"Very high transfer dependency","2013","(3a) lower tertiary education","higher education","14","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","in school","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","inadequately","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","general elemantary","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","middle vocational","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","higher vocational","","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","higher education","57","0.00965945355944611","0.00683915125156133","0.0124797558673309"
"Complete transfer dependency","2013","(0) in school","in school","28","","",""
"Complete transfer dependency","2013","(0) in school","inadequately","","","",""
"Complete transfer dependency","2013","(0) in school","general elemantary","","","",""
"Complete transfer dependency","2013","(0) in school","middle vocational","","","",""
"Complete transfer dependency","2013","(0) in school","vocational + Abi","","","",""
"Complete transfer dependency","2013","(0) in school","higher vocational","","","",""
"Complete transfer dependency","2013","(0) in school","higher education","","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","in school","","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","inadequately","67","0.119438811148319","0.092211651006166","0.146665971290472"
"Complete transfer dependency","2013","(1a) inadequately completed","general elemantary","","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","middle vocational","6","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","vocational + Abi","","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","higher vocational","","","",""
"Complete transfer dependency","2013","(1a) inadequately completed","higher education","","","",""
"Complete transfer dependency","2013","(1b) general elementary school","in school","","","",""
"Complete transfer dependency","2013","(1b) general elementary school","inadequately","13","","",""
"Complete transfer dependency","2013","(1b) general elementary school","general elemantary","151","0.0438291412519703","0.03617652468438","0.0514817578195605"
"Complete transfer dependency","2013","(1b) general elementary school","middle vocational","","","",""
"Complete transfer dependency","2013","(1b) general elementary school","vocational + Abi","","","",""
"Complete transfer dependency","2013","(1b) general elementary school","higher vocational","","","",""
"Complete transfer dependency","2013","(1b) general elementary school","higher education","","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","in school","","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","inadequately","","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","general elemantary","","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","middle vocational","117","0.0149977437342433","0.0119511331204006","0.0180443543480861"
"Complete transfer dependency","2013","(1c) basic vocational qualification","vocational + Abi","","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","higher vocational","2","","",""
"Complete transfer dependency","2013","(1c) basic vocational qualification","higher education","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","in school","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","inadequately","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","general elemantary","33","0.0466284024825371","0.0335474552619844","0.0597093497030898"
"Complete transfer dependency","2013","(2b) intermediate general qualification","middle vocational","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","vocational + Abi","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","higher vocational","","","",""
"Complete transfer dependency","2013","(2b) intermediate general qualification","higher education","","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","in school","","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","inadequately","","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","general elemantary","","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","middle vocational","71","0.0142984849680695","0.0112953030326063","0.0173016669035327"
"Complete transfer dependency","2013","(2a) intermediate vocational","vocational + Abi","","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","higher vocational","1","","",""
"Complete transfer dependency","2013","(2a) intermediate vocational","higher education","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","in school","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","inadequately","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","general elemantary","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","middle vocational","43","0.0200705202262853","0.0131510743309254","0.0269899661216451"
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","higher vocational","","","",""
"Complete transfer dependency","2013","(2c_gen) general maturity certificate","higher education","","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","in school","","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","vocational + Abi","45","0.0196838538902272","0.0140603444113119","0.0253073633691425"
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","higher vocational","2","","",""
"Complete transfer dependency","2013","(2c_voc) vocational maturity certificate","higher education","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","in school","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","inadequately","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","general elemantary","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","middle vocational","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","higher vocational","","","",""
"Complete transfer dependency","2013","(3a) lower tertiary education","higher education","2","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","in school","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","inadequately","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","general elemantary","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","middle vocational","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","higher vocational","","","",""
"Complete transfer dependency","2013","(3b) higher tertiary education","higher education","44","0.00781754437541639","0.0052779868636595","0.0103571018871733"
"No transfer dependency","2014","(0) in school","in school","3","","",""
"No transfer dependency","2014","(0) in school","inadequately","","","",""
"No transfer dependency","2014","(0) in school","general elemantary","","","",""
"No transfer dependency","2014","(0) in school","middle vocational","","","",""
"No transfer dependency","2014","(0) in school","vocational + Abi","","","",""
"No transfer dependency","2014","(0) in school","higher vocational","","","",""
"No transfer dependency","2014","(0) in school","higher education","","","",""
"No transfer dependency","2014","(1a) inadequately completed","in school","","","",""
"No transfer dependency","2014","(1a) inadequately completed","inadequately","64","0.246017642169085","0.20507108949631","0.28696419484186"
"No transfer dependency","2014","(1a) inadequately completed","general elemantary","","","",""
"No transfer dependency","2014","(1a) inadequately completed","middle vocational","32","0.440141694827304","0.341860512722822","0.538422876931787"
"No transfer dependency","2014","(1a) inadequately completed","vocational + Abi","","","",""
"No transfer dependency","2014","(1a) inadequately completed","higher vocational","1","","",""
"No transfer dependency","2014","(1a) inadequately completed","higher education","","","",""
"No transfer dependency","2014","(1b) general elementary school","in school","","","",""
"No transfer dependency","2014","(1b) general elementary school","inadequately","6","","",""
"No transfer dependency","2014","(1b) general elementary school","general elemantary","778","0.51245426981932","0.492110428795559","0.53279811084308"
"No transfer dependency","2014","(1b) general elementary school","middle vocational","","","",""
"No transfer dependency","2014","(1b) general elementary school","vocational + Abi","","","",""
"No transfer dependency","2014","(1b) general elementary school","higher vocational","","","",""
"No transfer dependency","2014","(1b) general elementary school","higher education","","","",""
"No transfer dependency","2014","(1c) basic vocational qualification","in school","","","",""
"No transfer dependency","2014","(1c) basic vocational qualification","inadequately","","","",""
"No transfer dependency","2014","(1c) basic vocational qualification","general elemantary","","","",""
"No transfer dependency","2014","(1c) basic vocational qualification","middle vocational","2797","0.652352872929913","0.639638217029253","0.665067528830573"
"No transfer dependency","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"No transfer dependency","2014","(1c) basic vocational qualification","higher vocational","219","0.627790510150598","0.580595437164539","0.674985583136658"
"No transfer dependency","2014","(1c) basic vocational qualification","higher education","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","in school","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","inadequately","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","general elemantary","153","0.325545229492166","0.294136735210619","0.356953723773713"
"No transfer dependency","2014","(2b) intermediate general qualification","middle vocational","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","higher vocational","","","",""
"No transfer dependency","2014","(2b) intermediate general qualification","higher education","","","",""
"No transfer dependency","2014","(2a) intermediate vocational","in school","","","",""
"No transfer dependency","2014","(2a) intermediate vocational","inadequately","","","",""
"No transfer dependency","2014","(2a) intermediate vocational","general elemantary","","","",""
"No transfer dependency","2014","(2a) intermediate vocational","middle vocational","1981","0.528779122089475","0.515365635276601","0.542192608902348"
"No transfer dependency","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"No transfer dependency","2014","(2a) intermediate vocational","higher vocational","277","0.515522736906347","0.478179282943301","0.552866190869392"
"No transfer dependency","2014","(2a) intermediate vocational","higher education","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","in school","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","middle vocational","272","0.263308817120143","0.240576646980764","0.286040987259521"
"No transfer dependency","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"No transfer dependency","2014","(2c_gen) general maturity certificate","higher education","","","",""
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","vocational + Abi","585","0.476641245843988","0.454866129141885","0.498416362546091"
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","higher vocational","181","0.562093256155296","0.51675506603544","0.607431446275153"
"No transfer dependency","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","in school","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","inadequately","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","general elemantary","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","middle vocational","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","higher vocational","","","",""
"No transfer dependency","2014","(3a) lower tertiary education","higher education","1000","0.608629455672797","0.587372252235606","0.629886659109987"
"No transfer dependency","2014","(3b) higher tertiary education","in school","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","inadequately","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","general elemantary","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","middle vocational","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","higher vocational","","","",""
"No transfer dependency","2014","(3b) higher tertiary education","higher education","1708","0.573635623261433","0.558565602757676","0.58870564376519"
"Very low transfer dependency","2014","(0) in school","in school","650","0.803433605039487","0.776965748145328","0.829901461933647"
"Very low transfer dependency","2014","(0) in school","inadequately","","","",""
"Very low transfer dependency","2014","(0) in school","general elemantary","","","",""
"Very low transfer dependency","2014","(0) in school","middle vocational","7","","",""
"Very low transfer dependency","2014","(0) in school","vocational + Abi","","","",""
"Very low transfer dependency","2014","(0) in school","higher vocational","","","",""
"Very low transfer dependency","2014","(0) in school","higher education","","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","in school","","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","inadequately","109","0.243644300749191","0.202831650605016","0.284456950893365"
"Very low transfer dependency","2014","(1a) inadequately completed","general elemantary","","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","middle vocational","25","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","higher vocational","2","","",""
"Very low transfer dependency","2014","(1a) inadequately completed","higher education","","","",""
"Very low transfer dependency","2014","(1b) general elementary school","in school","","","",""
"Very low transfer dependency","2014","(1b) general elementary school","inadequately","13","","",""
"Very low transfer dependency","2014","(1b) general elementary school","general elemantary","783","0.270407170221337","0.25232930696567","0.288485033477003"
"Very low transfer dependency","2014","(1b) general elementary school","middle vocational","","","",""
"Very low transfer dependency","2014","(1b) general elementary school","vocational + Abi","","","",""
"Very low transfer dependency","2014","(1b) general elementary school","higher vocational","","","",""
"Very low transfer dependency","2014","(1b) general elementary school","higher education","","","",""
"Very low transfer dependency","2014","(1c) basic vocational qualification","in school","","","",""
"Very low transfer dependency","2014","(1c) basic vocational qualification","inadequately","","","",""
"Very low transfer dependency","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Very low transfer dependency","2014","(1c) basic vocational qualification","middle vocational","1793","0.234789568958125","0.2234727637855","0.24610637413075"
"Very low transfer dependency","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very low transfer dependency","2014","(1c) basic vocational qualification","higher vocational","156","0.310353565497504","0.265184907741972","0.355522223253037"
"Very low transfer dependency","2014","(1c) basic vocational qualification","higher education","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","in school","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","inadequately","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","general elemantary","469","0.481696446889767","0.448204233612622","0.515188660166912"
"Very low transfer dependency","2014","(2b) intermediate general qualification","middle vocational","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","higher vocational","","","",""
"Very low transfer dependency","2014","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","2014","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","2014","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","2014","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","2014","(2a) intermediate vocational","middle vocational","2612","0.367819542493915","0.354861774252516","0.380777310735313"
"Very low transfer dependency","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","2014","(2a) intermediate vocational","higher vocational","361","0.426635474820801","0.389678385159778","0.463592564481824"
"Very low transfer dependency","2014","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","middle vocational","815","0.487672424073984","0.461873391175598","0.51347145697237"
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","vocational + Abi","1111","0.418500189238422","0.396992807057403","0.440007571419441"
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","higher vocational","245","0.37758272873717","0.333281471315167","0.421883986159173"
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","2014","(3a) lower tertiary education","higher education","927","0.351835994160028","0.331036720651581","0.372635267668475"
"Very low transfer dependency","2014","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","2014","(3b) higher tertiary education","higher education","2069","0.358418569671566","0.34380600405065","0.373031135292482"
"Low transfer dependency","2014","(0) in school","in school","86","0.070819535263237","0.0537345064122069","0.0879045641142671"
"Low transfer dependency","2014","(0) in school","inadequately","","","",""
"Low transfer dependency","2014","(0) in school","general elemantary","","","",""
"Low transfer dependency","2014","(0) in school","middle vocational","","","",""
"Low transfer dependency","2014","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","2014","(0) in school","higher vocational","","","",""
"Low transfer dependency","2014","(0) in school","higher education","","","",""
"Low transfer dependency","2014","(1a) inadequately completed","in school","","","",""
"Low transfer dependency","2014","(1a) inadequately completed","inadequately","94","0.215002695030272","0.175944725637616","0.254060664422928"
"Low transfer dependency","2014","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","2014","(1a) inadequately completed","middle vocational","16","","",""
"Low transfer dependency","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","2014","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","2014","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","2014","(1b) general elementary school","in school","","","",""
"Low transfer dependency","2014","(1b) general elementary school","inadequately","16","","",""
"Low transfer dependency","2014","(1b) general elementary school","general elemantary","307","0.0884602972466228","0.076902908844696","0.10001768564855"
"Low transfer dependency","2014","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","2014","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","2014","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","2014","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","middle vocational","372","0.0520711055502337","0.0461393905115391","0.0580028205889282"
"Low transfer dependency","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","higher vocational","19","","",""
"Low transfer dependency","2014","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","general elemantary","95","0.0697626333589323","0.0526871362123713","0.0868381305054934"
"Low transfer dependency","2014","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","2014","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","2014","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","2014","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","2014","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","2014","(2a) intermediate vocational","middle vocational","415","0.0525237680062195","0.0465292485487512","0.0585182874636877"
"Low transfer dependency","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","2014","(2a) intermediate vocational","higher vocational","32","0.0307601469189712","0.0178579488065275","0.043662345031415"
"Low transfer dependency","2014","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","middle vocational","165","0.116668657242427","0.100099348863675","0.133237965621179"
"Low transfer dependency","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","2014","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","vocational + Abi","167","0.0528334989507896","0.0430806210826138","0.0625863768189654"
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","higher vocational","25","","",""
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","higher education","67","0.0260530571804098","0.0191150846992513","0.0329910296615684"
"Low transfer dependency","2014","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","2014","(3b) higher tertiary education","higher education","188","0.0325246588303341","0.0271192112796049","0.0379301063810633"
"High transfer dependency","2014","(0) in school","in school","55","0.0426864550241434","0.0292228521948567","0.0561500578534302"
"High transfer dependency","2014","(0) in school","inadequately","","","",""
"High transfer dependency","2014","(0) in school","general elemantary","","","",""
"High transfer dependency","2014","(0) in school","middle vocational","2","","",""
"High transfer dependency","2014","(0) in school","vocational + Abi","","","",""
"High transfer dependency","2014","(0) in school","higher vocational","","","",""
"High transfer dependency","2014","(0) in school","higher education","","","",""
"High transfer dependency","2014","(1a) inadequately completed","in school","","","",""
"High transfer dependency","2014","(1a) inadequately completed","inadequately","55","0.103362005189601","0.0744190642787024","0.132304946100499"
"High transfer dependency","2014","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","2014","(1a) inadequately completed","middle vocational","13","","",""
"High transfer dependency","2014","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","2014","(1a) inadequately completed","higher vocational","2","","",""
"High transfer dependency","2014","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","2014","(1b) general elementary school","in school","","","",""
"High transfer dependency","2014","(1b) general elementary school","inadequately","10","","",""
"High transfer dependency","2014","(1b) general elementary school","general elemantary","183","0.0461654616732459","0.0376247741969421","0.0547061491495497"
"High transfer dependency","2014","(1b) general elementary school","middle vocational","","","",""
"High transfer dependency","2014","(1b) general elementary school","vocational + Abi","","","",""
"High transfer dependency","2014","(1b) general elementary school","higher vocational","","","",""
"High transfer dependency","2014","(1b) general elementary school","higher education","","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","in school","","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","inadequately","","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","general elemantary","","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","middle vocational","213","0.0289291187407689","0.0244541802830711","0.0334040571984668"
"High transfer dependency","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","higher vocational","6","","",""
"High transfer dependency","2014","(1c) basic vocational qualification","higher education","","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","in school","","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","general elemantary","81","0.054675095796755","0.0394363101685502","0.0699138814249598"
"High transfer dependency","2014","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
