"transab_cat","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2008","66 and older","Urban Area","304","0.0986114421051446","0.0876905757490428","0.109532308461246","1"
"Very low transfer dependency","2008","35-65 y.","Rural Area","1894","0.476272763795486","0.459894313046433","0.492651214544538","1"
"Very low transfer dependency","2008","66 and older","Rural Area","167","0.111774106726471","0.0956777901642096","0.127870423288732","1"
"Very low transfer dependency","2008","35-65 y.","Urban Area","3794","0.479470228924148","0.467742763544333","0.491197694303964","1"
"Complete transfer dependency","2009","16-34 y.","Urban Area","34","0.015956633372669","0.0113061126250803","0.0206071541202578","5"
"Complete transfer dependency","2009","16-34 y.","Rural Area","32","0.033984248096321","0.0244591023917359","0.0435093938009061","5"
"Complete transfer dependency","2009","35-65 y.","Urban Area","69","0.0204587613966547","0.016980452398","0.0239370703953093","5"
"Complete transfer dependency","2009","35-65 y.","Rural Area","37","0.0137033387151364","0.00979674799410845","0.0176099294361644","5"
"Complete transfer dependency","2009","66 and older","Urban Area","1","","","","5"
"Complete transfer dependency","2009","66 and older","Rural Area","","","","","5"
"High transfer dependency","2009","35-65 y.","Urban Area","104","0.0198231100719495","0.0163981520335053","0.0232480681103937","3"
"High transfer dependency","2009","16-34 y.","Urban Area","95","0.0303208837015848","0.0239571971141594","0.0366845702890101","3"
"High transfer dependency","2009","16-34 y.","Rural Area","48","0.03588090824202","0.0261031848695513","0.0456586316144886","3"
"High transfer dependency","2009","35-65 y.","Rural Area","78","0.0291766814772704","0.0235212078292783","0.0348321551252625","3"
"High transfer dependency","2009","66 and older","Urban Area","10","","","","3"
"High transfer dependency","2009","66 and older","Rural Area","4","","","","3"
"Low transfer dependency","2009","16-34 y.","Urban Area","217","0.0903777379398855","0.0797366726509136","0.101018803228857","2"
"Low transfer dependency","2009","16-34 y.","Rural Area","162","0.117979615649577","0.101021269704136","0.134937961595018","2"
"Low transfer dependency","2009","35-65 y.","Urban Area","287","0.0550742559595399","0.0494690665939968","0.0606794453250831","2"
"Low transfer dependency","2009","35-65 y.","Rural Area","237","0.0706755853698766","0.0620636786541","0.0792874920856533","2"
"Low transfer dependency","2009","66 and older","Urban Area","56","0.0260254089714434","0.0200813777840428","0.0319694401588441","2"
"Low transfer dependency","2009","66 and older","Rural Area","43","0.0271499198529484","0.0187645511940382","0.0355352885118585","2"
"No transfer dependency","2009","16-34 y.","Urban Area","787","0.302760052142657","0.285708486924985","0.319811617360329","0"
"No transfer dependency","2009","16-34 y.","Rural Area","318","0.265435542092898","0.242222332970531","0.288648751215265","0"
"No transfer dependency","2009","35-65 y.","Urban Area","2415","0.412435662937593","0.400340187357613","0.424531138517573","0"
"No transfer dependency","2009","35-65 y.","Rural Area","1270","0.429526232579181","0.41289235035649","0.446160114801873","0"
"No transfer dependency","2009","66 and older","Urban Area","2402","0.86484909543768","0.852085056201029","0.877613134674331","0"
"No transfer dependency","2009","66 and older","Rural Area","1251","0.869734352805619","0.852367417426173","0.887101288185064","0"
"Very high transfer dependency","2009","16-34 y.","Urban Area","74","0.0356647345862951","0.0287820580972","0.0425474110753902","4"
"Very high transfer dependency","2009","16-34 y.","Rural Area","46","0.0351652352174438","0.0254819231996747","0.0448485472352129","4"
"Very high transfer dependency","2009","66 and older","Rural Area","","","","","4"
"Very high transfer dependency","2009","35-65 y.","Urban Area","78","0.0139104934690587","0.0110327865143063","0.0167882004238111","4"
"Very high transfer dependency","2009","35-65 y.","Rural Area","65","0.01793588457362","0.0134761166695704","0.0223956524776695","4"
"Very high transfer dependency","2009","66 and older","Urban Area","8","","","","4"
"Very low transfer dependency","2009","16-34 y.","Rural Area","784","0.511554450701741","0.485276305804528","0.537832595598953","1"
"Very low transfer dependency","2009","16-34 y.","Urban Area","1582","0.524919958256908","0.506386614988313","0.543453301525503","1"
"Very low transfer dependency","2009","35-65 y.","Rural Area","1715","0.438982277284915","0.422306245261861","0.455658309307969","1"
"Very low transfer dependency","2009","66 and older","Urban Area","279","0.0975266097884397","0.0864505000256006","0.108602719551279","1"
"Very low transfer dependency","2009","35-65 y.","Urban Area","3410","0.478297716165204","0.46602395545688","0.490571476873528","1"
"Very low transfer dependency","2009","66 and older","Rural Area","145","0.0995301910921618","0.08408380370291","0.114976578481414","1"
"Complete transfer dependency","2010","16-34 y.","Urban Area","136","0.0246754419434873","0.0201081868916919","0.0292426969952827","5"
"Complete transfer dependency","2010","16-34 y.","Rural Area","70","0.0167413837997536","0.0115104686542876","0.0219722989452196","5"
"Complete transfer dependency","2010","35-65 y.","Urban Area","151","0.023184961554777","0.0200058459525222","0.0263640771570317","5"
"Complete transfer dependency","2010","35-65 y.","Rural Area","52","0.00981632391130443","0.00694184423884854","0.0126908035837603","5"
"Complete transfer dependency","2010","66 and older","Urban Area","2","","","","5"
"Complete transfer dependency","2010","66 and older","Rural Area","","","","","5"
"High transfer dependency","2010","35-65 y.","Urban Area","281","0.0234144337939359","0.0202199996254492","0.0266088679624227","3"
"High transfer dependency","2010","16-34 y.","Urban Area","276","0.050552000581166","0.0441021005906162","0.0570019005717157","3"
"High transfer dependency","2010","16-34 y.","Rural Area","170","0.0417964229396749","0.0336372418963126","0.0499556039830372","3"
"High transfer dependency","2010","35-65 y.","Rural Area","202","0.0307948469728009","0.0257578254940896","0.0358318684515122","3"
"High transfer dependency","2010","66 and older","Urban Area","11","","","","3"
"High transfer dependency","2010","66 and older","Rural Area","5","","","","3"
"Low transfer dependency","2010","16-34 y.","Urban Area","566","0.0929208717532321","0.084373601422136","0.101468142084328","2"
"Low transfer dependency","2010","16-34 y.","Rural Area","354","0.082352655845304","0.0711447408337956","0.0935605708568125","2"
"Low transfer dependency","2010","35-65 y.","Urban Area","708","0.0611779395116103","0.0561151948103841","0.0662406842128365","2"
"Low transfer dependency","2010","35-65 y.","Rural Area","484","0.0670786395120973","0.0597850458960421","0.0743722331281526","2"
"Low transfer dependency","2010","66 and older","Urban Area","58","0.024469011492866","0.0186141726537857","0.0303238503319463","2"
"Low transfer dependency","2010","66 and older","Rural Area","33","0.0281297615932195","0.0194124767582136","0.0368470464282255","2"
"No transfer dependency","2010","16-34 y.","Urban Area","844","0.313358786143867","0.299702453499006","0.327015118788728","0"
"No transfer dependency","2010","16-34 y.","Rural Area","321","0.257454447945126","0.239628203053231","0.27528069283702","0"
"No transfer dependency","2010","35-65 y.","Urban Area","2202","0.397001211328962","0.386665244719498","0.407337177938427","0"
"No transfer dependency","2010","35-65 y.","Rural Area","1165","0.421063773062815","0.406668622142284","0.435458923983346","0"
"No transfer dependency","2010","66 and older","Urban Area","2251","0.83210961997351","0.817945507218012","0.846273732729008","0"
"No transfer dependency","2010","66 and older","Rural Area","1154","0.841586857759477","0.822336484877659","0.860837230641295","0"
"Very high transfer dependency","2010","16-34 y.","Urban Area","246","0.0387565108635988","0.0330740394885522","0.0444389822386454","4"
"Very high transfer dependency","2010","16-34 y.","Rural Area","140","0.0396499896236049","0.0316941791254839","0.0476058001217258","4"
"Very high transfer dependency","2010","66 and older","Urban Area","1","","","","4"
"Very high transfer dependency","2010","66 and older","Rural Area","2","","","","4"
"Very high transfer dependency","2010","35-65 y.","Rural Area","124","0.0217026332493313","0.0174542999822127","0.0259509665164499","4"
"Very high transfer dependency","2010","35-65 y.","Urban Area","212","0.0203187918383307","0.0173382975682801","0.0232992861083813","4"
"Very low transfer dependency","2010","16-34 y.","Rural Area","1256","0.562005099846537","0.541777107835544","0.58223309185753","1"
"Very low transfer dependency","2010","16-34 y.","Urban Area","2364","0.479736388714649","0.465028129622574","0.494444647806724","1"
"Very low transfer dependency","2010","35-65 y.","Rural Area","2492","0.449543783291651","0.435040233544817","0.464047333038485","1"
"Very low transfer dependency","2010","66 and older","Urban Area","352","0.134952251849551","0.122004442211757","0.147900061487344","1"
"Very low transfer dependency","2010","35-65 y.","Urban Area","5054","0.474902661972384","0.464353470570004","0.485451853374763","1"
"Very low transfer dependency","2010","66 and older","Rural Area","188","0.12524192546003","0.107791222852667","0.142692628067394","1"
"Complete transfer dependency","2011","16-34 y.","Urban Area","133","0.0226286319425632","0.0183596834786837","0.0268975804064426","5"
"Complete transfer dependency","2011","16-34 y.","Rural Area","75","0.0268942499481579","0.0205730065885248","0.033215493307791","5"
"Complete transfer dependency","2011","35-65 y.","Urban Area","197","0.0207803133531313","0.0180370396566062","0.0235235870496563","5"
"Complete transfer dependency","2011","35-65 y.","Rural Area","93","0.0168775508899156","0.013552145283909","0.0202029564959223","5"
"Complete transfer dependency","2011","66 and older","Urban Area","3","","","","5"
"Complete transfer dependency","2011","66 and older","Rural Area","","","","","5"
"High transfer dependency","2011","16-34 y.","Urban Area","306","0.0542593782025262","0.0477568029867509","0.0607619534183015","3"
"High transfer dependency","2011","16-34 y.","Rural Area","224","0.0612243015153408","0.0518565446236252","0.0705920584070565","3"
"High transfer dependency","2011","35-65 y.","Urban Area","399","0.0324548040733313","0.0290469722709175","0.035862635875745","3"
"High transfer dependency","2011","35-65 y.","Rural Area","232","0.0300157180578488","0.0256107494066188","0.0344206867090787","3"
"High transfer dependency","2011","66 and older","Urban Area","28","","","","3"
"High transfer dependency","2011","66 and older","Rural Area","18","","","","3"
"Low transfer dependency","2011","35-65 y.","Rural Area","583","0.0583345585805716","0.0522839734038049","0.0643851437573383","2"
"Low transfer dependency","2011","35-65 y.","Urban Area","898","0.0555235456303946","0.0511196482676394","0.0599274429931499","2"
"Low transfer dependency","2011","16-34 y.","Urban Area","626","0.0834734481126661","0.0755336646414514","0.0914132315838809","2"
"Low transfer dependency","2011","16-34 y.","Rural Area","437","0.119995465092227","0.107297981964628","0.132692948219827","2"
"Low transfer dependency","2011","66 and older","Urban Area","66","0.0203669753256454","0.015613457284773","0.0251204933665178","2"
"Low transfer dependency","2011","66 and older","Rural Area","50","0.0377880972743638","0.0289742377973307","0.0466019567513968","2"
"No transfer dependency","2011","16-34 y.","Urban Area","905","0.343041640573089","0.329414513732109","0.35666876741407","0"
"No transfer dependency","2011","16-34 y.","Rural Area","342","0.258759967785309","0.241647180581551","0.275872754989066","0"
"No transfer dependency","2011","35-65 y.","Urban Area","2861","0.427567631998233","0.418053536050231","0.437081727946235","0"
"No transfer dependency","2011","35-65 y.","Rural Area","1711","0.456242423459863","0.443384033329781","0.469100813589946","0"
"No transfer dependency","2011","66 and older","Urban Area","3012","0.872496200739473","0.861271791195989","0.883720610282958","0"
"No transfer dependency","2011","66 and older","Rural Area","1553","0.857172264482891","0.840999153092126","0.873345375873656","0"
"Very high transfer dependency","2011","16-34 y.","Urban Area","258","0.0321060682491513","0.0270458482092093","0.0371662882890933","4"
"Very high transfer dependency","2011","16-34 y.","Rural Area","144","0.0305718060239288","0.0238449653201905","0.0372986467276671","4"
"Very high transfer dependency","2011","66 and older","Urban Area","9","","","","4"
"Very high transfer dependency","2011","66 and older","Rural Area","","","","","4"
"Very high transfer dependency","2011","35-65 y.","Rural Area","162","0.0167129683479893","0.0134035394413162","0.0200223972546623","4"
"Very high transfer dependency","2011","35-65 y.","Urban Area","259","0.018957821873026","0.0163351673590875","0.0215804763869645","4"
"Very low transfer dependency","2011","16-34 y.","Rural Area","1294","0.502554209635037","0.483017244106138","0.522091175163935","1"
"Very low transfer dependency","2011","16-34 y.","Urban Area","2434","0.464490832920004","0.450174427618043","0.478807238221964","1"
"Very low transfer dependency","2011","66 and older","Urban Area","274","0.0886317386897584","0.0790672500924712","0.0981962272870456","1"
"Very low transfer dependency","2011","35-65 y.","Urban Area","5773","0.444715883071884","0.435159314702668","0.4542724514411","1"
"Very low transfer dependency","2011","35-65 y.","Rural Area","2983","0.421816780663811","0.409067644109346","0.434565917218277","1"
"Very low transfer dependency","2011","66 and older","Rural Area","177","0.0927335555897187","0.0793263234962085","0.106140787683229","1"
"Complete transfer dependency","2012","16-34 y.","Urban Area","113","0.017200483515296","0.0133635669375","0.021037400093092","5"
"Complete transfer dependency","2012","16-34 y.","Rural Area","59","0.0260946351642308","0.0196202677663311","0.0325690025621306","5"
"Complete transfer dependency","2012","35-65 y.","Urban Area","189","0.023223835066299","0.0202789200004635","0.0261687501321344","5"
"Complete transfer dependency","2012","35-65 y.","Rural Area","88","0.0152039347950814","0.01206618387039","0.0183416857197727","5"
"Complete transfer dependency","2012","66 and older","Urban Area","1","","","","5"
"Complete transfer dependency","2012","66 and older","Rural Area","","","","","5"
"High transfer dependency","2012","16-34 y.","Urban Area","294","0.0471110055285496","0.0408583874128178","0.0533636236442814","3"
"High transfer dependency","2012","16-34 y.","Rural Area","195","0.0615188305403515","0.0517603957633733","0.0712772653173297","3"
"High transfer dependency","2012","35-65 y.","Urban Area","345","0.0250250761900766","0.0219709097201998","0.0280792426599535","3"
"High transfer dependency","2012","35-65 y.","Rural Area","238","0.0312530911405015","0.0267912000157574","0.0357149822652456","3"
"High transfer dependency","2012","66 and older","Urban Area","26","","","","3"
"High transfer dependency","2012","66 and older","Rural Area","20","","","","3"
"Low transfer dependency","2012","35-65 y.","Urban Area","746","0.0534914426323167","0.0490918475740501","0.0578910376905832","2"
"Low transfer dependency","2012","35-65 y.","Rural Area","539","0.061536312347984","0.0553740272841566","0.0676985974118114","2"
"Low transfer dependency","2012","66 and older","Urban Area","50","0.0139321903277103","0.00998602390718291","0.0178783567482378","2"
"Low transfer dependency","2012","16-34 y.","Rural Area","311","0.0892788173586216","0.0776982381840047","0.100859396533238","2"
"Low transfer dependency","2012","66 and older","Rural Area","55","0.027919917829028","0.020422974564125","0.0354168610939309","2"
"Low transfer dependency","2012","16-34 y.","Urban Area","526","0.0884873676802257","0.0801062575785686","0.0968684777818829","2"
"No transfer dependency","2012","16-34 y.","Urban Area","914","0.349500388590116","0.335429325368544","0.363571451811688","0"
"No transfer dependency","2012","16-34 y.","Rural Area","356","0.26434716808037","0.246437516648645","0.282256819512094","0"
"No transfer dependency","2012","35-65 y.","Urban Area","2873","0.435388947542728","0.425694531237784","0.445083363847673","0"
"No transfer dependency","2012","35-65 y.","Rural Area","1824","0.464468844484163","0.451679803488757","0.47725788547957","0"
"No transfer dependency","2012","66 and older","Urban Area","3010","0.875420595740895","0.864302156901759","0.886539034580031","0"
"No transfer dependency","2012","66 and older","Rural Area","1625","0.866363773007197","0.850879587033584","0.88184795898081","0"
"Very high transfer dependency","2012","16-34 y.","Urban Area","214","0.0303363234904596","0.0252749125538927","0.0353977344270266","4"
"Very high transfer dependency","2012","16-34 y.","Rural Area","105","0.0215992879116694","0.0156953545955758","0.027503221227763","4"
"Very high transfer dependency","2012","66 and older","Urban Area","11","","","","4"
"Very high transfer dependency","2012","66 and older","Rural Area","","","","","4"
"Very high transfer dependency","2012","35-65 y.","Rural Area","144","0.0175104598723975","0.0141470479568739","0.0208738717879211","4"
"Very high transfer dependency","2012","35-65 y.","Urban Area","245","0.0187246256982814","0.0160742325486572","0.0213750188479056","4"
"Very low transfer dependency","2012","16-34 y.","Urban Area","2350","0.467364431195353","0.452640544282957","0.482088318107749","1"
"Very low transfer dependency","2012","16-34 y.","Rural Area","1303","0.537161260944757","0.516911003915268","0.557411517974246","1"
"Very low transfer dependency","2012","66 and older","Urban Area","291","0.0921100800923591","0.0823740370839728","0.101846123100745","1"
"Very low transfer dependency","2012","35-65 y.","Rural Area","3009","0.410027357359872","0.397415191640112","0.422639523079633","1"
"Very low transfer dependency","2012","35-65 y.","Urban Area","5650","0.444146072870298","0.434430877687519","0.453861268053078","1"
"Very low transfer dependency","2012","66 and older","Rural Area","155","0.0851079099041613","0.0724095967501985","0.0978062230581242","1"
"Complete transfer dependency","2013","66 and older","Urban Area","6","","","","5"
"Complete transfer dependency","2013","16-34 y.","Urban Area","175","0.024450926873583","0.0204404390231698","0.0284614147239961","5"
"Complete transfer dependency","2013","35-65 y.","Rural Area","119","0.0173451353607071","0.0140635352904472","0.0206267354309671","5"
"Complete transfer dependency","2013","35-65 y.","Urban Area","287","0.0271951683810376","0.0242108512366812","0.0301794855253939","5"
"Complete transfer dependency","2013","16-34 y.","Rural Area","63","0.0254611651548958","0.0193544680633876","0.0315678622464039","5"
"Complete transfer dependency","2013","66 and older","Rural Area","1","","","","5"
"High transfer dependency","2013","16-34 y.","Rural Area","185","0.0531287386755283","0.044433572492236","0.0618239048588206","3"
"High transfer dependency","2013","35-65 y.","Urban Area","498","0.0273802290093304","0.0243860599155255","0.0303743981031354","3"
"High transfer dependency","2013","16-34 y.","Urban Area","413","0.0486034903603232","0.043019566505872","0.0541874142147744","3"
"High transfer dependency","2013","35-65 y.","Rural Area","246","0.0313880271412433","0.0270052112503382","0.0357708430321484","3"
"High transfer dependency","2013","66 and older","Urban Area","26","","","","3"
"High transfer dependency","2013","66 and older","Rural Area","12","","","","3"
"Low transfer dependency","2013","35-65 y.","Rural Area","495","0.0593277177717484","0.053389661674076","0.0652657738694208","2"
"Low transfer dependency","2013","35-65 y.","Urban Area","878","0.0557312166936638","0.0515221741370073","0.0599402592503204","2"
"Low transfer dependency","2013","16-34 y.","Urban Area","679","0.0891087622139914","0.0817106919963671","0.0965068324316158","2"
"Low transfer dependency","2013","16-34 y.","Rural Area","303","0.0936900056888862","0.0823932773899289","0.104986733987844","2"
"Low transfer dependency","2013","66 and older","Urban Area","61","0.015715453542703","0.0114892979383494","0.0199416091470566","2"
"Low transfer dependency","2013","66 and older","Rural Area","61","0.0346374296263474","0.0261137912329935","0.0431610680197013","2"
"No transfer dependency","2013","16-34 y.","Urban Area","1247","0.352963008231979","0.340553512540411","0.365372503923547","0"
"No transfer dependency","2013","16-34 y.","Rural Area","399","0.265101634176773","0.247990156716784","0.282213111636762","0"
"No transfer dependency","2013","35-65 y.","Urban Area","3142","0.441990675192122","0.43287867919992","0.451102671184324","0"
"No transfer dependency","2013","35-65 y.","Rural Area","1840","0.473553068656203","0.461002658235321","0.486103479077085","0"
"No transfer dependency","2013","66 and older","Urban Area","2930","0.885500657209644","0.874680897111317","0.896320417307971","0"
"No transfer dependency","2013","66 and older","Rural Area","1534","0.870934345908026","0.855306287962299","0.886562403853753","0"
"Very high transfer dependency","2013","16-34 y.","Urban Area","260","0.0301487031273639","0.0257084076153465","0.0345889986393814","4"
"Very high transfer dependency","2013","16-34 y.","Rural Area","140","0.038810347191873","0.0313226896400667","0.0462980047436794","4"
"Very high transfer dependency","2013","66 and older","Urban Area","19","","","","4"
"Very high transfer dependency","2013","66 and older","Rural Area","2","","","","4"
"Very high transfer dependency","2013","35-65 y.","Urban Area","288","0.0172784736383614","0.0148876135602445","0.0196693337164782","4"
"Very high transfer dependency","2013","35-65 y.","Rural Area","182","0.0214768330536085","0.0178329286230951","0.0251207374841219","4"
"Very low transfer dependency","2013","16-34 y.","Urban Area","2923","0.454725109192759","0.441794850941292","0.467655367444226","1"
"Very low transfer dependency","2013","16-34 y.","Rural Area","1466","0.523808109112044","0.504446351774807","0.54316986644928","1"
"Very low transfer dependency","2013","35-65 y.","Urban Area","6318","0.430424237085485","0.421339542159799","0.439508932011172","1"
"Very low transfer dependency","2013","35-65 y.","Rural Area","3198","0.396909218016489","0.384611253396811","0.409207182636168","1"
"Very low transfer dependency","2013","66 and older","Urban Area","285","0.0846953313838187","0.0752343918870212","0.0941562708806161","1"
"Very low transfer dependency","2013","66 and older","Rural Area","158","0.0854073040085871","0.0723795865372449","0.0984350214799293","1"
"Complete transfer dependency","2014","16-34 y.","Urban Area","127","0.0220426437482262","0.0178851959451773","0.0262000915512752","5"
"Complete transfer dependency","2014","66 and older","Urban Area","4","","","","5"
"Complete transfer dependency","2014","35-65 y.","Rural Area","96","0.0181360040135611","0.0145758535654156","0.0216961544617066","5"
"Complete transfer dependency","2014","16-34 y.","Rural Area","50","0.0248699369006088","0.0184006840531412","0.0313391897480764","5"
"Complete transfer dependency","2014","35-65 y.","Urban Area","205","0.0259112082425883","0.0227886493459323","0.0290337671392442","5"
"Complete transfer dependency","2014","66 and older","Rural Area","4","","","","5"
"High transfer dependency","2014","16-34 y.","Urban Area","322","0.0506867607985842","0.0444753959010167","0.0568981256961516","3"
"High transfer dependency","2014","16-34 y.","Rural Area","190","0.0647737414829433","0.0545492115924726","0.074998271373414","3"
"High transfer dependency","2014","35-65 y.","Urban Area","384","0.0283856451026744","0.0251215419210319","0.031649748284317","3"
"High transfer dependency","2014","35-65 y.","Rural Area","201","0.0279291018312568","0.0235331863130588","0.0323250173494548","3"
"High transfer dependency","2014","66 and older","Urban Area","28","","","","3"
"High transfer dependency","2014","66 and older","Rural Area","12","","","","3"
"Low transfer dependency","2014","35-65 y.","Urban Area","725","0.0554580289055289","0.0509596049997451","0.0599564528113127","2"
"Low transfer dependency","2014","35-65 y.","Rural Area","480","0.063231502684142","0.0567383626061956","0.0697246427620883","2"
"Low transfer dependency","2014","16-34 y.","Urban Area","581","0.101217399788319","0.0926767695081554","0.109758030068483","2"
"Low transfer dependency","2014","16-34 y.","Rural Area","289","0.0962540859994747","0.084001767673602","0.108506404325347","2"
"Low transfer dependency","2014","66 and older","Urban Area","54","0.0146546768223689","0.0105118691918419","0.0187974844528958","2"
"Low transfer dependency","2014","66 and older","Rural Area","54","0.0318290429800166","0.0236184664988659","0.0400396194611673","2"
"No transfer dependency","2014","16-34 y.","Rural Area","330","0.260724680909105","0.242486576944802","0.278962784873409","0"
"No transfer dependency","2014","35-65 y.","Urban Area","2775","0.429730529722054","0.420000689724458","0.439460369719649","0"
"No transfer dependency","2014","66 and older","Rural Area","1542","0.883634391057293","0.868636352573437","0.898632429541149","0"
"No transfer dependency","2014","16-34 y.","Urban Area","1042","0.348418284092461","0.334926483339473","0.361910084845449","0"
"No transfer dependency","2014","66 and older","Urban Area","2815","0.879384468930674","0.868156442475706","0.890612495385643","0"
"No transfer dependency","2014","35-65 y.","Rural Area","1692","0.484264440106317","0.470931475989005","0.497597404223629","0"
"Very high transfer dependency","2014","16-34 y.","Urban Area","242","0.0400489817666628","0.0344969073082634","0.0456010562250622","4"
"Very high transfer dependency","2014","16-34 y.","Rural Area","95","0.0300694876161596","0.0229750359250038","0.0371639393073155","4"
"Very high transfer dependency","2014","66 and older","Urban Area","20","","","","4"
"Very high transfer dependency","2014","66 and older","Rural Area","2","","","","4"
"Very high transfer dependency","2014","35-65 y.","Rural Area","129","0.0209633131825871","0.0171412195124994","0.0247854068526747","4"
"Very high transfer dependency","2014","35-65 y.","Urban Area","293","0.0198975356747828","0.0171527848781478","0.0226422864714179","4"
"Very low transfer dependency","2014","16-34 y.","Urban Area","2477","0.437585929805747","0.423538567986164","0.451633291625329","1"
"Very low transfer dependency","2014","16-34 y.","Rural Area","1272","0.523308067091708","0.502559738033987","0.544056396149429","1"
"Very low transfer dependency","2014","35-65 y.","Urban Area","5562","0.440617052352372","0.430859232518016","0.450374872186728","1"
"Very low transfer dependency","2014","35-65 y.","Rural Area","2799","0.385475638182136","0.372490699525579","0.398460576838694","1"
"Very low transfer dependency","2014","66 and older","Urban Area","311","0.0907809478318203","0.0808761860426451","0.100685709620995","1"
"Very low transfer dependency","2014","66 and older","Rural Area","142","0.0773591210085843","0.0648634971161091","0.0898547449010595","1"
"Complete transfer dependency","2015","16-34 y.","Urban Area","170","0.0254949518034844","0.0210914677232012","0.0298984358837677","5"
"Complete transfer dependency","2015","16-34 y.","Rural Area","76","0.0435580814165581","0.0350212718166519","0.0520948910164643","5"
"Complete transfer dependency","2015","35-65 y.","Urban Area","274","0.0296498728668176","0.0262868330190715","0.0330129127145637","5"
"Complete transfer dependency","2015","35-65 y.","Rural Area","107","0.0175770987896674","0.0140278985733679","0.021126299005967","5"
"Complete transfer dependency","2015","66 and older","Urban Area","10","","","","5"
"Complete transfer dependency","2015","66 and older","Rural Area","2","","","","5"
"High transfer dependency","2015","16-34 y.","Urban Area","352","0.0556438936421268","0.0492398550752731","0.0620479322089805","3"
"High transfer dependency","2015","16-34 y.","Rural Area","152","0.0527265884399282","0.0433793260737748","0.0620738508060816","3"
"High transfer dependency","2015","35-65 y.","Urban Area","336","0.0264039391804672","0.023225015307838","0.0295828630530964","3"
"High transfer dependency","2015","66 and older","Urban Area","20","","","","3"
"High transfer dependency","2015","66 and older","Rural Area","16","","","","3"
"High transfer dependency","2015","35-65 y.","Rural Area","190","0.0241038786806908","0.0199614701640733","0.0282462871973083","3"
"Low transfer dependency","2015","35-65 y.","Urban Area","670","0.056678079919809","0.0520935597301377","0.0612626001094804","2"
"Low transfer dependency","2015","35-65 y.","Rural Area","396","0.0565565488111474","0.0503176628004856","0.0627954348218091","2"
"Low transfer dependency","2015","16-34 y.","Rural Area","260","0.0912466465626935","0.0792028505104214","0.103290442614966","2"
"Low transfer dependency","2015","66 and older","Rural Area","50","0.0264779853575251","0.0189962984178928","0.0339596722971574","2"
"Low transfer dependency","2015","16-34 y.","Urban Area","489","0.0750067353129563","0.0676481097787225","0.0823653608471901","2"
"Low transfer dependency","2015","66 and older","Urban Area","62","0.0189092533949044","0.0141775059929668","0.0236410007968419","2"
"No transfer dependency","2015","35-65 y.","Urban Area","2875","0.450968052411664","0.441102348931856","0.460833755891473","0"
"No transfer dependency","2015","16-34 y.","Rural Area","405","0.307453903641844","0.288154394131942","0.326753413151745","0"
"No transfer dependency","2015","66 and older","Urban Area","2751","0.875692608275695","0.864230774901852","0.887154441649538","0"
"No transfer dependency","2015","66 and older","Rural Area","1551","0.890640317582041","0.876096983848861","0.905183651315222","0"
"No transfer dependency","2015","16-34 y.","Urban Area","1256","0.376538642360612","0.363002751843377","0.390074532877848","0"
"No transfer dependency","2015","35-65 y.","Rural Area","1674","0.485168751283219","0.47167021979736","0.498667282769079","0"
"Very high transfer dependency","2015","16-34 y.","Urban Area","248","0.0332254853208255","0.0282185088596422","0.0382324617820088","4"
"Very high transfer dependency","2015","66 and older","Urban Area","19","","","","4"
"Very high transfer dependency","2015","16-34 y.","Rural Area","91","0.0257399357906554","0.0191166559760755","0.0323632156052353","4"
"Very high transfer dependency","2015","66 and older","Rural Area","5","","","","4"
"Very high transfer dependency","2015","35-65 y.","Rural Area","135","0.0254359502523006","0.0211835235112041","0.0296883769933972","4"
"Very high transfer dependency","2015","35-65 y.","Urban Area","258","0.0192337440244828","0.0165105973412016","0.021956890707764","4"
"Very low transfer dependency","2015","16-34 y.","Urban Area","2407","0.434090291559995","0.42024376334233","0.44793681977766","1"
"Very low transfer dependency","2015","35-65 y.","Rural Area","2764","0.391157772182974","0.377977146434363","0.404338397931585","1"
"Very low transfer dependency","2015","16-34 y.","Rural Area","1212","0.479274844148321","0.458380510770958","0.500169177525684","1"
"Very low transfer dependency","2015","35-65 y.","Urban Area","5359","0.417066311596759","0.407290147231114","0.426842475962404","1"
"Very low transfer dependency","2015","66 and older","Urban Area","321","0.0910692743282167","0.0810743133703861","0.101064235286047","1"
"Very low transfer dependency","2015","66 and older","Rural Area","145","0.0756236337515841","0.0633028776075485","0.0879443898956196","1"
"Complete transfer dependency","2016","16-34 y.","Urban Area","114","0.0226271226970429","0.0181010046083941","0.0271532407856917","5"
"Complete transfer dependency","2016","16-34 y.","Rural Area","52","0.0398502961119727","0.0310756344563947","0.0486249577675507","5"
"Complete transfer dependency","2016","35-65 y.","Urban Area","208","0.0245748748454134","0.0213579233206962","0.0277918263701307","5"
"Complete transfer dependency","2016","35-65 y.","Rural Area","88","0.0136695034965497","0.0104039888187212","0.0169350181743783","5"
"Complete transfer dependency","2016","66 and older","Urban Area","7","","","","5"
"Complete transfer dependency","2016","66 and older","Rural Area","1","","","","5"
"High transfer dependency","2016","35-65 y.","Urban Area","321","0.0292472382434455","0.0257461856157744","0.0327482908711166","3"
"High transfer dependency","2016","16-34 y.","Urban Area","280","0.0605555128024384","0.0532962339801877","0.0678147916246891","3"
"High transfer dependency","2016","16-34 y.","Rural Area","66","0.0238668625975365","0.0170199099967023","0.0307138151983707","3"
