"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2012","secondary school degree","Female","456","0.0582977175443547","0.0518328883451012","0.0647625467436082"
"Low transfer dependency","2012","college entrance qualification","Male","181","0.0378572001733386","0.0316960124924239","0.0440183878542533"
"Low transfer dependency","2012","college entrance qualification","Female","302","0.056431372229151","0.0493412895761358","0.0635214548821663"
"Low transfer dependency","2012","Other degree","Male","107","0.0916466633103649","0.0716406553102742","0.111652671310456"
"Low transfer dependency","2012","Other degree","Female","109","0.0750855521776725","0.0588732742188978","0.0912978301364473"
"Low transfer dependency","2012","no degree/no degree yet","Male","71","0.0999610211697609","0.0762743660836077","0.123647676255914"
"Low transfer dependency","2012","no degree/no degree yet","Female","84","0.0893703976968426","0.0681764821953832","0.110564313198302"
"High transfer dependency","2012","lower secondary degree","Male","122","0.0297751805466165","0.0244139858156947","0.0351363752775382"
"High transfer dependency","2012","lower secondary degree","Female","213","0.028646586297217","0.0234951488153537","0.0337980237790802"
"High transfer dependency","2012","secondary school degree","Male","102","0.0197342372807536","0.0150397691168889","0.0244287054446183"
"High transfer dependency","2012","secondary school degree","Female","234","0.0287953513507298","0.0241812085072717","0.033409494194188"
"High transfer dependency","2012","college entrance qualification","Male","56","0.0167198649520689","0.0125805788922507","0.0208591510118871"
"High transfer dependency","2012","college entrance qualification","Female","89","0.0158722812060969","0.0120321182596658","0.019712444152528"
"High transfer dependency","2012","Other degree","Male","55","0.0626212212899828","0.0458218500789493","0.0794205925010162"
"High transfer dependency","2012","Other degree","Female","73","0.0654095850820033","0.0501989821861723","0.0806201879778342"
"High transfer dependency","2012","no degree/no degree yet","Male","45","0.0604467660840465","0.0416274010478661","0.079266131120227"
"High transfer dependency","2012","no degree/no degree yet","Female","72","0.0771299430657195","0.057308957090035","0.096950929041404"
"Very high transfer dependency","2012","lower secondary degree","Male","70","0.012874840858145","0.00931889421714878","0.0164307874991413"
"Very high transfer dependency","2012","lower secondary degree","Female","156","0.0188524247371049","0.0146523778818511","0.0230524715923587"
"Very high transfer dependency","2012","secondary school degree","Male","61","0.016680167592298","0.0123574992825374","0.0210028359020586"
"Very high transfer dependency","2012","secondary school degree","Female","158","0.0208247174705139","0.016884735377969","0.0247646995630589"
"Very high transfer dependency","2012","college entrance qualification","Male","31","0.00564600478451935","0.00322714018823998","0.00806486938079872"
"Very high transfer dependency","2012","college entrance qualification","Female","61","0.00964267467170015","0.00664006442369505","0.0126452849197052"
"Very high transfer dependency","2012","Other degree","Male","40","0.0343621603447049","0.0217316159617749","0.0469927047276349"
"Very high transfer dependency","2012","Other degree","Female","53","0.0285016903508572","0.0182647209938594","0.0387386597078551"
"Very high transfer dependency","2012","no degree/no degree yet","Male","30","0.0377386313319955","0.0226899885543638","0.0527872741096273"
"Very high transfer dependency","2012","no degree/no degree yet","Female","31","0.0328738226032265","0.0196270480802593","0.0461205971261937"
"Complete transfer dependency","2012","lower secondary degree","Male","77","0.0231185018484086","0.0183782766364339","0.0278587270603834"
"Complete transfer dependency","2012","lower secondary degree","Female","76","0.0123983137909979","0.00898107298790635","0.0158155545940894"
"Complete transfer dependency","2012","secondary school degree","Male","37","0.0160756849251935","0.0118307611374048","0.0203206087129822"
"Complete transfer dependency","2012","secondary school degree","Female","71","0.0103633603309296","0.0075691271193823","0.0131575935424768"
"Complete transfer dependency","2012","college entrance qualification","Male","12","","",""
"Complete transfer dependency","2012","college entrance qualification","Female","21","","",""
"Complete transfer dependency","2012","Other degree","Male","36","0.0395867800897429","0.0260667127305969","0.053106847448889"
"Complete transfer dependency","2012","Other degree","Female","41","0.0257432448519992","0.0160004529502708","0.0354860367537275"
"Complete transfer dependency","2012","no degree/no degree yet","Male","17","","",""
"Complete transfer dependency","2012","no degree/no degree yet","Female","42","0.0705806067720413","0.0515526555199792","0.0896085580241034"
"No transfer dependency","2013","lower secondary degree","Male","1809","0.593906698564441","0.578290135154435","0.609523261974446"
"No transfer dependency","2013","lower secondary degree","Female","2046","0.6826700146103","0.66811093526224","0.69722909395836"
"No transfer dependency","2013","secondary school degree","Male","1295","0.514305508107855","0.497486036575172","0.531124979640537"
"No transfer dependency","2013","secondary school degree","Female","1661","0.504328957749146","0.490556931118966","0.518100984379327"
"No transfer dependency","2013","college entrance qualification","Male","1552","0.558102517294419","0.542372718685014","0.573832315903825"
"No transfer dependency","2013","college entrance qualification","Female","1336","0.495213862779493","0.480055160897378","0.510372564661608"
"No transfer dependency","2013","Other degree","Male","498","0.424817683007227","0.402182218442111","0.447453147572343"
"No transfer dependency","2013","Other degree","Female","570","0.430071374387524","0.409573554792871","0.450569193982178"
"No transfer dependency","2013","no degree/no degree yet","Male","70","0.167860066059483","0.142403208091188","0.193316924027777"
"No transfer dependency","2013","no degree/no degree yet","Female","78","0.161275479579323","0.13730052921206","0.185250429946586"
"Very low transfer dependency","2013","lower secondary degree","Male","1412","0.284678233958377","0.270328584375443","0.299027883541311"
"Very low transfer dependency","2013","lower secondary degree","Female","1123","0.206418484330268","0.193758213170273","0.219078755490263"
"Very low transfer dependency","2013","secondary school degree","Male","1654","0.388612081061942","0.372208572695243","0.405015589428641"
"Very low transfer dependency","2013","secondary school degree","Female","2528","0.379466063847662","0.366099697281331","0.392832430413993"
"Very low transfer dependency","2013","college entrance qualification","Male","1995","0.378343894838759","0.362982739725314","0.393705049952205"
"Very low transfer dependency","2013","college entrance qualification","Female","2382","0.415754602127072","0.400811936162251","0.430697268091893"
"Very low transfer dependency","2013","Other degree","Male","826","0.338663640776093","0.316992546427904","0.360334735124282"
"Very low transfer dependency","2013","Other degree","Female","1040","0.368906584550228","0.348929496182176","0.38888367291828"
"Very low transfer dependency","2013","no degree/no degree yet","Male","476","0.557146023191902","0.523312461827682","0.590979584556122"
"Very low transfer dependency","2013","no degree/no degree yet","Female","483","0.548054632935102","0.515611799873098","0.580497465997105"
"Low transfer dependency","2013","lower secondary degree","Male","271","0.0553398563505289","0.0480692563164848","0.0626104563845729"
"Low transfer dependency","2013","lower secondary degree","Female","317","0.0505606592713774","0.0437071513510368","0.057414167191718"
"Low transfer dependency","2013","secondary school degree","Male","244","0.0444357884116068","0.0375012660613114","0.0513703107619021"
"Low transfer dependency","2013","secondary school degree","Female","406","0.0555663960245694","0.0492563001496143","0.0618764918995246"
"Low transfer dependency","2013","college entrance qualification","Male","172","0.0345447785272385","0.0287603203946799","0.040329236659797"
"Low transfer dependency","2013","college entrance qualification","Female","280","0.0530437070020106","0.0462486390137905","0.0598387749902306"
"Low transfer dependency","2013","Other degree","Male","219","0.0942821773811236","0.0809009295232126","0.107663425239035"
"Low transfer dependency","2013","Other degree","Female","259","0.0837433808326882","0.0722747659252593","0.095211995740117"
"Low transfer dependency","2013","no degree/no degree yet","Male","92","0.0960889860778868","0.0760150486026114","0.116162923553162"
"Low transfer dependency","2013","no degree/no degree yet","Female","119","0.110022883633332","0.08962454452127","0.130421222745393"
"High transfer dependency","2013","lower secondary degree","Male","150","0.0312905736136226","0.0257543073452899","0.0368268398819553"
"High transfer dependency","2013","lower secondary degree","Female","194","0.0260894743958158","0.0211033267073914","0.0310756220842402"
"High transfer dependency","2013","secondary school degree","Male","102","0.0185583039880024","0.0140165713594177","0.0231000366165871"
"High transfer dependency","2013","secondary school degree","Female","252","0.0284909922740375","0.0239082932981333","0.0330736912499417"
"High transfer dependency","2013","college entrance qualification","Male","62","0.0166063052070142","0.0125586302917955","0.0206539801222328"
"High transfer dependency","2013","college entrance qualification","Female","99","0.0174783366230754","0.0135052043614113","0.0214514688847394"
"High transfer dependency","2013","Other degree","Male","112","0.043818599951725","0.0344454675728914","0.0531917323305585"
"High transfer dependency","2013","Other degree","Female","158","0.0475426811332771","0.0387323595793719","0.0563530026871824"
"High transfer dependency","2013","no degree/no degree yet","Male","83","0.0749202704680753","0.0569885412010915","0.0928519997350591"
"High transfer dependency","2013","no degree/no degree yet","Female","97","0.0736163227689784","0.0565929196713673","0.0906397258665896"
"Very high transfer dependency","2013","lower secondary degree","Male","81","0.0141575059867191","0.0104007707507616","0.0179142412226765"
"Very high transfer dependency","2013","lower secondary degree","Female","158","0.019509695756746","0.0151833637601151","0.0238360277533769"
"Very high transfer dependency","2013","secondary school degree","Male","59","0.0164481614703689","0.0121678292642498","0.0207284936764879"
"Very high transfer dependency","2013","secondary school degree","Female","149","0.0183835587866918","0.0146833193000839","0.0220837982732996"
"Very high transfer dependency","2013","college entrance qualification","Male","25","","",""
"Very high transfer dependency","2013","college entrance qualification","Female","58","0.0139913436406777","0.0104302615845465","0.0175524256968089"
"Very high transfer dependency","2013","Other degree","Male","80","0.0345322267804266","0.0261710666795704","0.0428933868812828"
"Very high transfer dependency","2013","Other degree","Female","105","0.0341622126597608","0.0266416167352109","0.0416828085843107"
"Very high transfer dependency","2013","no degree/no degree yet","Male","54","0.0482391026519025","0.033644359315994","0.0628338459878109"
"Very high transfer dependency","2013","no degree/no degree yet","Female","78","0.0513583274848633","0.0369696654709404","0.0657469894987862"
"Complete transfer dependency","2013","lower secondary degree","Male","76","0.0206271315263114","0.0161074597452542","0.0251468033073685"
"Complete transfer dependency","2013","lower secondary degree","Female","88","0.0147516716354923","0.0109805858229869","0.0185227574479976"
"Complete transfer dependency","2013","secondary school degree","Male","38","0.0176401569602252","0.013210126704693","0.0220701872157573"
"Complete transfer dependency","2013","secondary school degree","Female","67","0.0137640313178935","0.0105547530729295","0.0169733095628576"
"Complete transfer dependency","2013","college entrance qualification","Male","23","","",""
"Complete transfer dependency","2013","college entrance qualification","Female","24","","",""
"Complete transfer dependency","2013","Other degree","Male","97","0.0638856721034051","0.0526873865770509","0.0750839576297593"
"Complete transfer dependency","2013","Other degree","Female","109","0.0355737664365215","0.0279049808565923","0.0432425520164507"
"Complete transfer dependency","2013","no degree/no degree yet","Male","53","0.0557455515507506","0.0401183018804794","0.0713728012210217"
"Complete transfer dependency","2013","no degree/no degree yet","Female","49","0.0556723535984015","0.0407256638826597","0.0706190433141432"
"No transfer dependency","2014","lower secondary degree","Male","1694","0.603406601688165","0.586941592964886","0.619871610411444"
"No transfer dependency","2014","lower secondary degree","Female","1871","0.675920153134277","0.660394607330038","0.691445698938516"
"No transfer dependency","2014","secondary school degree","Male","1219","0.520204362757289","0.502537776925934","0.537870948588645"
"No transfer dependency","2014","secondary school degree","Female","1585","0.513790218838826","0.499106905870737","0.528473531806915"
"No transfer dependency","2014","college entrance qualification","Male","1481","0.55323023816738","0.536864529651616","0.569595946683145"
"No transfer dependency","2014","college entrance qualification","Female","1255","0.483040592569566","0.46718982985499","0.498891355284142"
"No transfer dependency","2014","Other degree","Male","353","0.381360768184511","0.356513891816933","0.406207644552089"
"No transfer dependency","2014","Other degree","Female","447","0.438175691500015","0.415100197157454","0.461251185842575"
"No transfer dependency","2014","no degree/no degree yet","Male","46","0.129469722654618","0.103857210801194","0.155082234508041"
"No transfer dependency","2014","no degree/no degree yet","Female","58","0.139841889758512","0.11503707952335","0.164646699993675"
"Very low transfer dependency","2014","lower secondary degree","Male","1220","0.276747010543694","0.261688889496242","0.291805131591147"
"Very low transfer dependency","2014","lower secondary degree","Female","965","0.201557469480785","0.188250031634822","0.214864907326749"
"Very low transfer dependency","2014","secondary school degree","Male","1484","0.381444227506007","0.364267420307663","0.398621034704351"
"Very low transfer dependency","2014","secondary school degree","Female","2188","0.378674191547614","0.364424290646492","0.392924092448736"
"Very low transfer dependency","2014","college entrance qualification","Male","1800","0.379710664842024","0.363734831329701","0.395686498354347"
"Very low transfer dependency","2014","college entrance qualification","Female","2169","0.426570673849891","0.410882746251185","0.442258601448597"
"Very low transfer dependency","2014","Other degree","Male","675","0.35078960260953","0.326377726752492","0.375201478466567"
"Very low transfer dependency","2014","Other degree","Female","813","0.350621206746872","0.328429293230268","0.372813120263476"
"Very low transfer dependency","2014","no degree/no degree yet","Male","369","0.524574355985585","0.486474708883498","0.562674003087671"
"Very low transfer dependency","2014","no degree/no degree yet","Female","426","0.570160569698117","0.53475432729475","0.605566812101483"
"Low transfer dependency","2014","lower secondary degree","Male","239","0.0527687435291107","0.0452438461262029","0.0602936409320185"
"Low transfer dependency","2014","lower secondary degree","Female","286","0.0593241219011289","0.0514878620344115","0.0671603817678463"
"Low transfer dependency","2014","secondary school degree","Male","208","0.0441394062590519","0.0368758716914445","0.0514029408266593"
"Low transfer dependency","2014","secondary school degree","Female","359","0.0545815759449652","0.0479080652607715","0.061255086629159"
"Low transfer dependency","2014","college entrance qualification","Male","158","0.0375626385704072","0.0313036486248957","0.0438216285159188"
"Low transfer dependency","2014","college entrance qualification","Female","225","0.0536432642237677","0.0464964060086246","0.0607901224389108"
"Low transfer dependency","2014","Other degree","Male","184","0.0953689447585003","0.0803436051048343","0.110394284412166"
"Low transfer dependency","2014","Other degree","Female","202","0.0827403933756245","0.0699279624977315","0.0955528242535175"
"Low transfer dependency","2014","no degree/no degree yet","Male","96","0.148579583595803","0.12144471506867","0.175714452122935"
"Low transfer dependency","2014","no degree/no degree yet","Female","100","0.0935114804540237","0.0726885550653493","0.114334405842698"
"High transfer dependency","2014","lower secondary degree","Male","112","0.0283037600148651","0.0227219953269876","0.0338855247027426"
"High transfer dependency","2014","lower secondary degree","Female","169","0.027646152863709","0.0222073578896933","0.0330849478377246"
"High transfer dependency","2014","secondary school degree","Male","85","0.021492968915382","0.0163647368962978","0.0266212009344661"
"High transfer dependency","2014","secondary school degree","Female","172","0.0271451907365282","0.0223711100167528","0.0319192714563035"
"High transfer dependency","2014","college entrance qualification","Male","57","0.0153380955068446","0.0112926229627579","0.0193835680509312"
"High transfer dependency","2014","college entrance qualification","Female","96","0.0196212760500653","0.0152219039956556","0.0240206481044749"
"High transfer dependency","2014","Other degree","Male","105","0.0647254897813377","0.0521393576966769","0.0773116218659985"
"High transfer dependency","2014","Other degree","Female","131","0.0489846061045362","0.0389465367078085","0.0590226755012639"
"High transfer dependency","2014","no degree/no degree yet","Male","61","0.0757462095582625","0.0555601199904086","0.0959322991261164"
"High transfer dependency","2014","no degree/no degree yet","Female","66","0.0762396635690233","0.0572595737370493","0.0952197534009974"
"Very high transfer dependency","2014","lower secondary degree","Male","68","0.016250061935233","0.0119945279280706","0.0205055959423954"
"Very high transfer dependency","2014","lower secondary degree","Female","129","0.0188250218667347","0.0143167080037759","0.0233333357296935"
"Very high transfer dependency","2014","secondary school degree","Male","45","0.0169786682117103","0.0124101983176724","0.0215471381057482"
"Very high transfer dependency","2014","secondary school degree","Female","99","0.0146464909647128","0.011117243416686","0.0181757385127397"
"Very high transfer dependency","2014","college entrance qualification","Male","27","","",""
"Very high transfer dependency","2014","college entrance qualification","Female","47","0.0129739035095781","0.00938443805086684","0.0165633689682894"
"Very high transfer dependency","2014","Other degree","Male","84","0.0523903329708987","0.0409924187603456","0.0637882471814517"
"Very high transfer dependency","2014","Other degree","Female","103","0.0474091545479149","0.037525651116971","0.0572926579788587"
"Very high transfer dependency","2014","no degree/no degree yet","Male","59","0.0754529831945657","0.0553028077578021","0.0956031586313292"
"Very high transfer dependency","2014","no degree/no degree yet","Female","64","0.0597688110768593","0.0428143980958711","0.0767232240578475"
"Complete transfer dependency","2014","lower secondary degree","Male","58","0.022523822288932","0.0175297096522893","0.0275179349255748"
"Complete transfer dependency","2014","lower secondary degree","Female","71","0.0167270807533649","0.0124728574469943","0.0209813040597356"
"Complete transfer dependency","2014","secondary school degree","Male","31","0.0157403663505595","0.0113388761372723","0.0201418565638467"
"Complete transfer dependency","2014","secondary school degree","Female","48","0.0111623319673542","0.00807588185342983","0.0142487820812786"
"Complete transfer dependency","2014","college entrance qualification","Male","22","","",""
"Complete transfer dependency","2014","college entrance qualification","Female","26","","",""
"Complete transfer dependency","2014","Other degree","Male","67","0.0553648616952231","0.0436662528250239","0.0670634705654224"
"Complete transfer dependency","2014","Other degree","Female","80","0.0320689477250377","0.0238750379692518","0.0402628574808237"
"Complete transfer dependency","2014","no degree/no degree yet","Male","29","","",""
"Complete transfer dependency","2014","no degree/no degree yet","Female","37","0.0604775854434645","0.0434293703073897","0.0775258005795393"
"No transfer dependency","2015","lower secondary degree","Male","1626","0.61944568390509","0.602525369187565","0.636365998622615"
"No transfer dependency","2015","lower secondary degree","Female","1794","0.687713408945721","0.671696803194094","0.703730014697348"
"No transfer dependency","2015","secondary school degree","Male","1247","0.567928043582003","0.550052396171729","0.585803690992277"
"No transfer dependency","2015","secondary school degree","Female","1595","0.519308278108559","0.50429255179306","0.534324004424057"
"No transfer dependency","2015","college entrance qualification","Male","1453","0.550337236790858","0.533740086627592","0.566934386954123"
"No transfer dependency","2015","college entrance qualification","Female","1252","0.505380623118028","0.489337817450227","0.521423428785828"
"No transfer dependency","2015","Other degree","Male","578","0.427053290562748","0.404585705027705","0.449520876097792"
"No transfer dependency","2015","Other degree","Female","654","0.464496574032149","0.443584613298847","0.485408534765452"
"No transfer dependency","2015","no degree/no degree yet","Male","52","0.154358602280373","0.125230453316493","0.183486751244253"
"No transfer dependency","2015","no degree/no degree yet","Female","58","0.14973127144099","0.124092572494697","0.175369970387284"
"Very low transfer dependency","2015","lower secondary degree","Male","1112","0.260277898278787","0.24498635077841","0.275569445779164"
"Very low transfer dependency","2015","lower secondary degree","Female","853","0.191643108927786","0.178039997759651","0.205246220095922"
"Very low transfer dependency","2015","secondary school degree","Male","1376","0.342782963062762","0.325655181963587","0.359910744161937"
"Very low transfer dependency","2015","secondary school degree","Female","2063","0.380029703795021","0.365441742164159","0.394617665425882"
"Very low transfer dependency","2015","college entrance qualification","Male","1749","0.37549990768468","0.359343426390888","0.391656388978472"
"Very low transfer dependency","2015","college entrance qualification","Female","2119","0.412321447795327","0.396526312505232","0.428116583085422"
"Very low transfer dependency","2015","Other degree","Male","791","0.346253664941265","0.324643400776294","0.367863929106237"
"Very low transfer dependency","2015","Other degree","Female","948","0.333462614685184","0.313694820864409","0.35323040850596"
"Very low transfer dependency","2015","no degree/no degree yet","Male","312","0.504433543273436","0.464124055357479","0.544743031189394"
"Very low transfer dependency","2015","no degree/no degree yet","Female","393","0.514688489404552","0.478776112771148","0.550600866037956"
"Low transfer dependency","2015","lower secondary degree","Male","216","0.0471940355686627","0.0398040381555018","0.0545840329818236"
"Low transfer dependency","2015","lower secondary degree","Female","235","0.0567826878970972","0.0487842730422502","0.0647811027519442"
"Low transfer dependency","2015","secondary school degree","Male","161","0.0354719764928322","0.0287971927098333","0.0421467602758311"
"Low transfer dependency","2015","secondary school degree","Female","296","0.0445475761470335","0.0383472151978246","0.0507479370962425"
"Low transfer dependency","2015","college entrance qualification","Male","142","0.042298299074779","0.0355832035886356","0.0490133945609223"
"Low transfer dependency","2015","college entrance qualification","Female","221","0.051871175322073","0.044755236825451","0.058987113818695"
"Low transfer dependency","2015","Other degree","Male","174","0.0778786004795755","0.0657066164945779","0.0900505844645731"
"Low transfer dependency","2015","Other degree","Female","214","0.0780676739258876","0.0668188398288432","0.0893165080229321"
"Low transfer dependency","2015","no degree/no degree yet","Male","68","0.11792316381841","0.0919211418681901","0.14392518576863"
"Low transfer dependency","2015","no degree/no degree yet","Female","97","0.124027281369197","0.100342710207378","0.147711852531017"
"High transfer dependency","2015","lower secondary degree","Male","89","0.0237964066384586","0.018484818567714","0.0291079947092033"
"High transfer dependency","2015","lower secondary degree","Female","160","0.0283667265536989","0.0226289204061114","0.0341045327012863"
"High transfer dependency","2015","secondary school degree","Male","71","0.0164207148897233","0.0118346752937232","0.0210067544857234"
"High transfer dependency","2015","secondary school degree","Female","149","0.0250905998730117","0.0203901648780659","0.0297910348679576"
"High transfer dependency","2015","college entrance qualification","Male","60","0.0140387272764077","0.0101134584214873","0.017963996131328"
"High transfer dependency","2015","college entrance qualification","Female","77","0.0192494789787346","0.0148406400798353","0.023658317877634"
"High transfer dependency","2015","Other degree","Male","120","0.0545038888541533","0.0441928631070822","0.0648149146012243"
"High transfer dependency","2015","Other degree","Female","146","0.0500112062078814","0.0408718569060743","0.0591505555096885"
"High transfer dependency","2015","no degree/no degree yet","Male","57","0.111165898452593","0.0858233377118418","0.136508459193345"
"High transfer dependency","2015","no degree/no degree yet","Female","76","0.106072459713268","0.0839458894176566","0.12819903000888"
"Very high transfer dependency","2015","lower secondary degree","Male","51","0.0139219563447878","0.00983872230462473","0.0180051903849509"
"Very high transfer dependency","2015","lower secondary degree","Female","89","0.0161568625958108","0.011799421579321","0.0205143036123007"
"Very high transfer dependency","2015","secondary school degree","Male","56","0.0208830560429599","0.0157230359454235","0.0260430761404963"
"Very high transfer dependency","2015","secondary school degree","Female","97","0.0184081453685073","0.014368242809065","0.0224480479279497"
"Very high transfer dependency","2015","college entrance qualification","Male","25","","",""
"Very high transfer dependency","2015","college entrance qualification","Female","51","0.00824578497069808","0.00534407837686082","0.0111474915645353"
"Very high transfer dependency","2015","Other degree","Male","96","0.0466306828033303","0.0370537878134836","0.056207577793177"
"Very high transfer dependency","2015","Other degree","Female","111","0.0343726726583002","0.0267337204075773","0.0420116249090231"
"Very high transfer dependency","2015","no degree/no degree yet","Male","48","0.0577496646046618","0.0389429803139534","0.0765563488953703"
"Very high transfer dependency","2015","no degree/no degree yet","Female","64","0.0395802339824517","0.0255704529773628","0.0535900149875405"
"Complete transfer dependency","2015","lower secondary degree","Male","69","0.0353640192642135","0.0289273523939899","0.0418006861344372"
"Complete transfer dependency","2015","lower secondary degree","Female","85","0.0193372050798859","0.014577864632426","0.0240965455273457"
"Complete transfer dependency","2015","secondary school degree","Male","39","0.0165132459297199","0.0119145196051232","0.0211119722543167"
"Complete transfer dependency","2015","secondary school degree","Female","53","0.0126156967078681","0.00926141812747256","0.0159699752882636"
"Complete transfer dependency","2015","college entrance qualification","Male","22","","",""
"Complete transfer dependency","2015","college entrance qualification","Female","11","","",""
"Complete transfer dependency","2015","Other degree","Male","103","0.0476798723589271","0.0380011668379214","0.0573585778799328"
"Complete transfer dependency","2015","Other degree","Female","112","0.0395892584905974","0.0314132834226576","0.0477652335585373"
"Complete transfer dependency","2015","no degree/no degree yet","Male","54","0.0543691275705253","0.0360884893522985","0.0726497657887522"
"Complete transfer dependency","2015","no degree/no degree yet","Female","56","0.0659002640895403","0.0480722969307983","0.0837282312482823"
"No transfer dependency","2016","lower secondary degree","Male","1486","0.597584262269304","0.579742553702423","0.615425970836184"
"No transfer dependency","2016","lower secondary degree","Female","1665","0.693114022676847","0.676451382159689","0.709776663194004"
"No transfer dependency","2016","secondary school degree","Male","1177","0.54042951768793","0.52161408108135","0.559244954294509"
"No transfer dependency","2016","secondary school degree","Female","1536","0.523110063333854","0.507516316108214","0.538703810559495"
"No transfer dependency","2016","college entrance qualification","Male","1383","0.542586286195049","0.525384469321697","0.559788103068401"
"No transfer dependency","2016","college entrance qualification","Female","1210","0.492089440262673","0.475585631818668","0.508593248706679"
"No transfer dependency","2016","Other degree","Male","421","0.44502673957756","0.419775906676058","0.470277572479062"
"No transfer dependency","2016","Other degree","Female","502","0.469895249932899","0.446683494522213","0.493107005343586"
"No transfer dependency","2016","no degree/no degree yet","Male","45","0.150128872990284","0.119861143095745","0.180396602884823"
"No transfer dependency","2016","no degree/no degree yet","Female","56","0.172911020658232","0.143771432803845","0.202050608512618"
"Very low transfer dependency","2016","lower secondary degree","Male","1030","0.276874846734094","0.260595091435102","0.293154602033086"
"Very low transfer dependency","2016","lower secondary degree","Female","766","0.198790764753688","0.184372133489878","0.213209396017498"
"Very low transfer dependency","2016","secondary school degree","Male","1219","0.353248442464088","0.33520258279918","0.371294302128997"
"Very low transfer dependency","2016","secondary school degree","Female","1873","0.373900508933133","0.358794679481034","0.389006338385231"
"Very low transfer dependency","2016","college entrance qualification","Male","1629","0.390191315828617","0.373348258568843","0.40703437308839"
"Very low transfer dependency","2016","college entrance qualification","Female","2011","0.427495663373495","0.411164249779924","0.443827076967066"
"Very low transfer dependency","2016","Other degree","Male","648","0.325398131633138","0.301592597916415","0.349203665349862"
"Very low transfer dependency","2016","Other degree","Female","788","0.323744031526829","0.301982820967865","0.345505242085792"
"Very low transfer dependency","2016","no degree/no degree yet","Male","318","0.528466235289187","0.486166639190842","0.570765831387532"
"Very low transfer dependency","2016","no degree/no degree yet","Female","336","0.529319859099875","0.490859088439909","0.567780629759841"
"Low transfer dependency","2016","lower secondary degree","Male","189","0.056759446786311","0.0483410440979106","0.0651778494747114"
"Low transfer dependency","2016","lower secondary degree","Female","227","0.0498925510653924","0.0420264924786811","0.0577586096521037"
"Low transfer dependency","2016","secondary school degree","Male","173","0.0546662151358684","0.0460835770608998","0.0632488532108371"
"Low transfer dependency","2016","secondary school degree","Female","282","0.0545546568274843","0.047464121890955","0.0616451917640135"
"Low transfer dependency","2016","college entrance qualification","Male","130","0.0385373687037646","0.0318908756267883","0.0451838617807408"
"Low transfer dependency","2016","college entrance qualification","Female","193","0.0497658899443462","0.0425871251260038","0.0569446547626886"
"Low transfer dependency","2016","Other degree","Male","179","0.0960216518143492","0.0810520507731899","0.110991252855508"
"Low transfer dependency","2016","Other degree","Female","209","0.0880325148331858","0.0748548686753447","0.101210160991027"
"Low transfer dependency","2016","no degree/no degree yet","Male","60","0.098279796901885","0.0730543293112108","0.123505264492559"
"Low transfer dependency","2016","no degree/no degree yet","Female","86","0.106615969047078","0.0828351848065964","0.130396753287559"
"High transfer dependency","2016","lower secondary degree","Male","85","0.0283587310034524","0.0223193036754385","0.0343981583314663"
"High transfer dependency","2016","lower secondary degree","Female","125","0.0265558494442269","0.0207470206203897","0.0323646782680642"
"High transfer dependency","2016","secondary school degree","Male","61","0.0199698066366914","0.0146880867600785","0.0252515265133042"
"High transfer dependency","2016","secondary school degree","Female","118","0.0237860310532335","0.0190285356946477","0.0285435264118194"
"High transfer dependency","2016","college entrance qualification","Male","34","0.0142996460868603","0.0102002448890708","0.0183990472846499"
"High transfer dependency","2016","college entrance qualification","Female","61","0.0176249659550582","0.0132811508402803","0.0219687810698361"
"High transfer dependency","2016","Other degree","Male","85","0.0403250499654173","0.0303297424101841","0.0503203575206505"
"High transfer dependency","2016","Other degree","Female","110","0.0513848625867765","0.0411167827838586","0.0616529423896944"
"High transfer dependency","2016","no degree/no degree yet","Male","41","0.0843370124660223","0.0607893318798365","0.107884693052208"
"High transfer dependency","2016","no degree/no degree yet","Female","64","0.0850740156181675","0.0635765433203056","0.106571487916029"
"Very high transfer dependency","2016","lower secondary degree","Male","60","0.0165654833657456","0.0119216763118679","0.0212092904196232"
"Very high transfer dependency","2016","lower secondary degree","Female","94","0.0140673474996727","0.00981251279562825","0.0183221822037171"
"Very high transfer dependency","2016","secondary school degree","Male","34","0.012011603473174","0.0078987321550115","0.0161244747913365"
"Very high transfer dependency","2016","secondary school degree","Female","96","0.0168374425090143","0.012820500131997","0.0208543848860315"
"Very high transfer dependency","2016","college entrance qualification","Male","32","0.00739941324193323","0.00444023429865244","0.010358592185214"
"Very high transfer dependency","2016","college entrance qualification","Female","36","0.00988963870792208","0.00662300419603899","0.0131562732198052"
"Very high transfer dependency","2016","Other degree","Male","77","0.0473736087134118","0.0365797640390431","0.0581674533877805"
"Very high transfer dependency","2016","Other degree","Female","90","0.0364596104341839","0.0277425996289189","0.0451766212394489"
"Very high transfer dependency","2016","no degree/no degree yet","Male","37","0.0588757307407233","0.0389294080065507","0.0788220534748959"
"Very high transfer dependency","2016","no degree/no degree yet","Female","69","0.0729837978634506","0.0529412540084928","0.0930263417184083"
"Complete transfer dependency","2016","lower secondary degree","Male","52","0.0238572298410932","0.0183050175234764","0.02940944215871"
"Complete transfer dependency","2016","lower secondary degree","Female","66","0.0175794645601733","0.012831532482373","0.0223273966379735"
"Complete transfer dependency","2016","secondary school degree","Male","31","0.019674414602248","0.0144311136660667","0.0249177155384292"
