"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2016","Couple + C. GT 16 ","higher education","346","0.677015889242956","0.635399228389094","0.718632550096818"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","in school","225","0.795303669143611","0.749416487080251","0.84119085120697"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","inadequately","14","","",""
"Very low transfer dependency","2016","Couple + C. LE and GT 16","general elemantary","244","0.730310910413335","0.685980341047059","0.774641479779611"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","middle vocational","638","0.84505872716184","0.819826153448691","0.87029130087499"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","vocational + Abi","140","0.899204117021835","0.854080845843231","0.944327388200438"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","higher vocational","99","0.881318702266332","0.819751021413155","0.942886383119509"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","higher education","308","0.927988147687689","0.9001812681839","0.955795027191478"
"Low transfer dependency","2016","1-pers.-HH","in school","","","",""
"Low transfer dependency","2016","1-pers.-HH","inadequately","4","","",""
"Low transfer dependency","2016","1-pers.-HH","general elemantary","31","0.0616240111397185","0.0385158785561282","0.0847321437233087"
"Low transfer dependency","2016","1-pers.-HH","middle vocational","84","0.0524975837821818","0.0417133540714016","0.0632818134929619"
"Low transfer dependency","2016","1-pers.-HH","vocational + Abi","12","","",""
"Low transfer dependency","2016","1-pers.-HH","higher vocational","5","","",""
"Low transfer dependency","2016","1-pers.-HH","higher education","18","","",""
"Low transfer dependency","2016","(Married) couple without C. ","in school","","","",""
"Low transfer dependency","2016","(Married) couple without C. ","inadequately","1","","",""
"Low transfer dependency","2016","(Married) couple without C. ","general elemantary","30","0.0304916270010631","0.0164989704171522","0.0444842835849739"
"Low transfer dependency","2016","(Married) couple without C. ","middle vocational","117","0.0351045392845324","0.0291042002835619","0.0411048782855029"
"Low transfer dependency","2016","(Married) couple without C. ","vocational + Abi","22","","",""
"Low transfer dependency","2016","(Married) couple without C. ","higher vocational","3","","",""
"Low transfer dependency","2016","(Married) couple without C. ","higher education","37","0.0244711891916799","0.017799096543555","0.0311432818398048"
"Low transfer dependency","2016","Single parent ","in school","20","","",""
"Low transfer dependency","2016","Single parent ","inadequately","8","","",""
"Low transfer dependency","2016","Single parent ","general elemantary","58","0.120531202177664","0.0867104661973972","0.15435193815793"
"Low transfer dependency","2016","Single parent ","middle vocational","151","0.120677942294914","0.10029337395909","0.141062510630738"
"Low transfer dependency","2016","Single parent ","vocational + Abi","21","","",""
"Low transfer dependency","2016","Single parent ","higher vocational","8","","",""
"Low transfer dependency","2016","Single parent ","higher education","26","","",""
"Low transfer dependency","2016","Couple + C. LE 16 ","in school","","","",""
"Low transfer dependency","2016","Couple + C. LE 16 ","inadequately","31","0.231088068161201","0.157486023430804","0.304690112891598"
"Low transfer dependency","2016","Couple + C. LE 16 ","general elemantary","89","0.223620589571764","0.186228322216861","0.261012856926666"
"Low transfer dependency","2016","Couple + C. LE 16 ","middle vocational","299","0.134367134726673","0.120504365009868","0.148229904443478"
"Low transfer dependency","2016","Couple + C. LE 16 ","vocational + Abi","78","0.12715986864967","0.102301882943043","0.152017854356298"
"Low transfer dependency","2016","Couple + C. LE 16 ","higher vocational","17","","",""
"Low transfer dependency","2016","Couple + C. LE 16 ","higher education","134","0.0740550360522997","0.0617652382828229","0.0863448338217765"
"Low transfer dependency","2016","Couple + C. GT 16 ","in school","6","","",""
"Low transfer dependency","2016","Couple + C. GT 16 ","inadequately","3","","",""
"Low transfer dependency","2016","Couple + C. GT 16 ","general elemantary","18","","",""
"Low transfer dependency","2016","Couple + C. GT 16 ","middle vocational","47","0.0372085278172998","0.026867917346932","0.0475491382876676"
"Low transfer dependency","2016","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Low transfer dependency","2016","Couple + C. GT 16 ","higher vocational","9","","",""
"Low transfer dependency","2016","Couple + C. GT 16 ","higher education","9","","",""
"Low transfer dependency","2016","Couple + C. LE and GT 16","in school","39","0.0841835264114871","0.052605306190192","0.115761746632782"
"Low transfer dependency","2016","Couple + C. LE and GT 16","inadequately","15","","",""
"Low transfer dependency","2016","Couple + C. LE and GT 16","general elemantary","70","0.1511642542635","0.115383119534727","0.186945388992272"
"Low transfer dependency","2016","Couple + C. LE and GT 16","middle vocational","95","0.103475207083317","0.082236217612953","0.12471419655368"
"Low transfer dependency","2016","Couple + C. LE and GT 16","vocational + Abi","23","","",""
"Low transfer dependency","2016","Couple + C. LE and GT 16","higher vocational","6","","",""
"Low transfer dependency","2016","Couple + C. LE and GT 16","higher education","12","","",""
"High transfer dependency","2016","1-pers.-HH","in school","","","",""
"High transfer dependency","2016","1-pers.-HH","inadequately","3","","",""
"High transfer dependency","2016","1-pers.-HH","general elemantary","27","","",""
"High transfer dependency","2016","1-pers.-HH","middle vocational","52","0.0310354338286684","0.0226502581218672","0.0394206095354695"
"High transfer dependency","2016","1-pers.-HH","vocational + Abi","5","","",""
"High transfer dependency","2016","1-pers.-HH","higher vocational","2","","",""
"High transfer dependency","2016","1-pers.-HH","higher education","12","","",""
"High transfer dependency","2016","(Married) couple without C. ","in school","","","",""
"High transfer dependency","2016","(Married) couple without C. ","inadequately","5","","",""
"High transfer dependency","2016","(Married) couple without C. ","general elemantary","22","","",""
"High transfer dependency","2016","(Married) couple without C. ","middle vocational","45","0.00918748549707392","0.00607685739034636","0.0122981136038015"
"High transfer dependency","2016","(Married) couple without C. ","vocational + Abi","5","","",""
"High transfer dependency","2016","(Married) couple without C. ","higher vocational","4","","",""
"High transfer dependency","2016","(Married) couple without C. ","higher education","9","","",""
"High transfer dependency","2016","Single parent ","in school","19","","",""
"High transfer dependency","2016","Single parent ","inadequately","12","","",""
"High transfer dependency","2016","Single parent ","general elemantary","68","0.136479468989325","0.100818504253085","0.172140433725566"
"High transfer dependency","2016","Single parent ","middle vocational","115","0.0943549437684743","0.0760623652541393","0.112647522282809"
"High transfer dependency","2016","Single parent ","vocational + Abi","14","","",""
"High transfer dependency","2016","Single parent ","higher vocational","5","","",""
"High transfer dependency","2016","Single parent ","higher education","14","","",""
"High transfer dependency","2016","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","2016","Couple + C. LE 16 ","inadequately","19","","",""
"High transfer dependency","2016","Couple + C. LE 16 ","general elemantary","42","0.0615467244938989","0.0399793290582425","0.0831141199295554"
"High transfer dependency","2016","Couple + C. LE 16 ","middle vocational","74","0.0271633045490526","0.0205556415412436","0.0337709675568615"
"High transfer dependency","2016","Couple + C. LE 16 ","vocational + Abi","17","","",""
"High transfer dependency","2016","Couple + C. LE 16 ","higher vocational","4","","",""
"High transfer dependency","2016","Couple + C. LE 16 ","higher education","21","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","in school","7","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","inadequately","6","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","general elemantary","13","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","middle vocational","29","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","vocational + Abi","3","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","higher vocational","3","","",""
"High transfer dependency","2016","Couple + C. GT 16 ","higher education","4","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","in school","17","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","inadequately","4","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","general elemantary","32","0.0511967004748769","0.0291812890667337","0.0732121118830201"
"High transfer dependency","2016","Couple + C. LE and GT 16","middle vocational","19","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","higher education","2","","",""
"Very high transfer dependency","2016","1-pers.-HH","in school","","","",""
"Very high transfer dependency","2016","1-pers.-HH","inadequately","6","","",""
"Very high transfer dependency","2016","1-pers.-HH","general elemantary","11","","",""
"Very high transfer dependency","2016","1-pers.-HH","middle vocational","45","0.028199577053575","0.0201949860119102","0.0362041680952399"
"Very high transfer dependency","2016","1-pers.-HH","vocational + Abi","9","","",""
"Very high transfer dependency","2016","1-pers.-HH","higher vocational","3","","",""
"Very high transfer dependency","2016","1-pers.-HH","higher education","22","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","inadequately","1","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","general elemantary","9","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","middle vocational","28","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","vocational + Abi","7","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","higher vocational","1","","",""
"Very high transfer dependency","2016","(Married) couple without C. ","higher education","12","","",""
"Very high transfer dependency","2016","Single parent ","in school","17","","",""
"Very high transfer dependency","2016","Single parent ","inadequately","12","","",""
"Very high transfer dependency","2016","Single parent ","general elemantary","43","0.0911924110066393","0.0612877823750735","0.121097039638205"
"Very high transfer dependency","2016","Single parent ","middle vocational","79","0.0697156136318014","0.0537793509227806","0.0856518763408222"
"Very high transfer dependency","2016","Single parent ","vocational + Abi","16","","",""
"Very high transfer dependency","2016","Single parent ","higher vocational","1","","",""
"Very high transfer dependency","2016","Single parent ","higher education","10","","",""
"Very high transfer dependency","2016","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","2016","Couple + C. LE 16 ","inadequately","23","","",""
"Very high transfer dependency","2016","Couple + C. LE 16 ","general elemantary","44","0.0475324071382064","0.0284378799191526","0.0666269343572602"
"Very high transfer dependency","2016","Couple + C. LE 16 ","middle vocational","54","0.0139891938500081","0.00921528861376667","0.0187630990862494"
"Very high transfer dependency","2016","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Very high transfer dependency","2016","Couple + C. LE 16 ","higher vocational","2","","",""
"Very high transfer dependency","2016","Couple + C. LE 16 ","higher education","8","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","in school","1","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","inadequately","1","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","general elemantary","4","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","middle vocational","4","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","higher education","2","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","in school","13","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","inadequately","17","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","general elemantary","25","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","middle vocational","28","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","higher vocational","1","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","higher education","10","","",""
"Complete transfer dependency","2016","1-pers.-HH","in school","","","",""
"Complete transfer dependency","2016","1-pers.-HH","inadequately","6","","",""
"Complete transfer dependency","2016","1-pers.-HH","general elemantary","31","0.0768743606739282","0.051275384807637","0.102473336540219"
"Complete transfer dependency","2016","1-pers.-HH","middle vocational","73","0.0442600644623999","0.0343150550833366","0.0542050738414632"
"Complete transfer dependency","2016","1-pers.-HH","vocational + Abi","14","","",""
"Complete transfer dependency","2016","1-pers.-HH","higher vocational","2","","",""
"Complete transfer dependency","2016","1-pers.-HH","higher education","12","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","inadequately","3","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","general elemantary","6","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","middle vocational","18","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","vocational + Abi","3","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","higher vocational","1","","",""
"Complete transfer dependency","2016","(Married) couple without C. ","higher education","6","","",""
"Complete transfer dependency","2016","Single parent ","in school","14","","",""
"Complete transfer dependency","2016","Single parent ","inadequately","5","","",""
"Complete transfer dependency","2016","Single parent ","general elemantary","28","","",""
"Complete transfer dependency","2016","Single parent ","middle vocational","31","0.0386743269545891","0.026608412555965","0.0507402413532133"
"Complete transfer dependency","2016","Single parent ","vocational + Abi","9","","",""
"Complete transfer dependency","2016","Single parent ","higher vocational","","","",""
"Complete transfer dependency","2016","Single parent ","higher education","6","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","in school","","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","inadequately","21","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","general elemantary","33","0.0542477378307292","0.0339209660035186","0.0745745096579399"
"Complete transfer dependency","2016","Couple + C. LE 16 ","middle vocational","32","0.00934543125442216","0.00543434486085793","0.0132565176479864"
"Complete transfer dependency","2016","Couple + C. LE 16 ","vocational + Abi","6","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","higher vocational","1","","",""
"Complete transfer dependency","2016","Couple + C. LE 16 ","higher education","11","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","in school","2","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","inadequately","2","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","general elemantary","7","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","middle vocational","7","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","2016","Couple + C. GT 16 ","higher education","1","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","in school","3","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","inadequately","7","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","general elemantary","14","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","middle vocational","10","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Complete transfer dependency","2016","Couple + C. LE and GT 16","higher education","","","",""
"No transfer dependency","2017","1-pers.-HH","in school","","","",""
"No transfer dependency","2017","1-pers.-HH","inadequately","22","","",""
"No transfer dependency","2017","1-pers.-HH","general elemantary","294","0.661105127327296","0.62161883885665","0.700591415797942"
"No transfer dependency","2017","1-pers.-HH","middle vocational","1384","0.788939099005117","0.770672290821538","0.807205907188695"
"No transfer dependency","2017","1-pers.-HH","vocational + Abi","217","0.763080461487461","0.715976055865955","0.810184867108966"
"No transfer dependency","2017","1-pers.-HH","higher vocational","192","0.838746669118805","0.791010186137652","0.886483152099957"
"No transfer dependency","2017","1-pers.-HH","higher education","813","0.838208117590167","0.816101424401295","0.86031481077904"
"No transfer dependency","2017","(Married) couple without C. ","in school","1","","",""
"No transfer dependency","2017","(Married) couple without C. ","inadequately","54","0.74374614578618","0.655019475462727","0.832472816109633"
"No transfer dependency","2017","(Married) couple without C. ","general elemantary","478","0.799822097238658","0.768700204966515","0.830943989510801"
"No transfer dependency","2017","(Married) couple without C. ","middle vocational","3398","0.84826456766894","0.837254742948325","0.859274392389556"
"No transfer dependency","2017","(Married) couple without C. ","vocational + Abi","403","0.801265293800959","0.766495840894567","0.836034746707352"
"No transfer dependency","2017","(Married) couple without C. ","higher vocational","503","0.850391534043017","0.821536832318521","0.879246235767513"
"No transfer dependency","2017","(Married) couple without C. ","higher education","1971","0.851553806440079","0.837051846375867","0.866055766504291"
"No transfer dependency","2017","Single parent ","in school","2","","",""
"No transfer dependency","2017","Single parent ","inadequately","5","","",""
"No transfer dependency","2017","Single parent ","general elemantary","27","","",""
"No transfer dependency","2017","Single parent ","middle vocational","115","0.174295585592079","0.15128363998531","0.197307531198848"
"No transfer dependency","2017","Single parent ","vocational + Abi","14","","",""
"No transfer dependency","2017","Single parent ","higher vocational","7","","",""
"No transfer dependency","2017","Single parent ","higher education","38","0.231044471435216","0.186822939865272","0.27526600300516"
"No transfer dependency","2017","Couple + C. LE 16 ","in school","","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","inadequately","5","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","general elemantary","10","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","middle vocational","17","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","6","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","higher vocational","4","","",""
"No transfer dependency","2017","Couple + C. LE 16 ","higher education","33","0.0198848930035805","0.013857780946878","0.0259120050602829"
"No transfer dependency","2017","Couple + C. GT 16 ","in school","2","","",""
"No transfer dependency","2017","Couple + C. GT 16 ","inadequately","8","","",""
"No transfer dependency","2017","Couple + C. GT 16 ","general elemantary","68","0.18943418602814","0.151596653901791","0.227271718154489"
"No transfer dependency","2017","Couple + C. GT 16 ","middle vocational","351","0.305297050518925","0.2820608911334","0.32853320990445"
"No transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","41","0.245914030974219","0.193059760206133","0.298768301742306"
"No transfer dependency","2017","Couple + C. GT 16 ","higher vocational","48","0.300273393134953","0.238129627242671","0.362417159027235"
"No transfer dependency","2017","Couple + C. GT 16 ","higher education","122","0.277925034671021","0.241277300960706","0.314572768381336"
"No transfer dependency","2017","Couple + C. LE and GT 16","in school","","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","inadequately","2","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","middle vocational","","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","higher vocational","","","",""
"No transfer dependency","2017","Couple + C. LE and GT 16","higher education","1","","",""
"Very low transfer dependency","2017","1-pers.-HH","in school","","","",""
"Very low transfer dependency","2017","1-pers.-HH","inadequately","10","","",""
"Very low transfer dependency","2017","1-pers.-HH","general elemantary","51","0.0981663168432059","0.0733451024079331","0.122987531278479"
"Very low transfer dependency","2017","1-pers.-HH","middle vocational","162","0.0669085656041098","0.0557234623991235","0.0780936688090961"
"Very low transfer dependency","2017","1-pers.-HH","vocational + Abi","40","0.0964326778405243","0.0637311311734238","0.129134224507625"
"Very low transfer dependency","2017","1-pers.-HH","higher vocational","23","","",""
"Very low transfer dependency","2017","1-pers.-HH","higher education","99","0.0791723408419099","0.0629637443999665","0.0953809372838533"
"Very low transfer dependency","2017","(Married) couple without C. ","in school","2","","",""
"Very low transfer dependency","2017","(Married) couple without C. ","inadequately","6","","",""
"Very low transfer dependency","2017","(Married) couple without C. ","general elemantary","79","0.130420470699126","0.104227258351352","0.1566136830469"
"Very low transfer dependency","2017","(Married) couple without C. ","middle vocational","449","0.108204899260853","0.098671950868078","0.117737847653627"
"Very low transfer dependency","2017","(Married) couple without C. ","vocational + Abi","64","0.122680179945074","0.0940951267201383","0.151265233170009"
"Very low transfer dependency","2017","(Married) couple without C. ","higher vocational","76","0.140880996726179","0.112737250184248","0.16902474326811"
"Very low transfer dependency","2017","(Married) couple without C. ","higher education","269","0.121331071765724","0.108013201620506","0.134648941910942"
"Very low transfer dependency","2017","Single parent ","in school","124","0.682567056505275","0.616205609246529","0.748928503764021"
"Very low transfer dependency","2017","Single parent ","inadequately","11","","",""
"Very low transfer dependency","2017","Single parent ","general elemantary","108","0.292432479466575","0.246697020612306","0.338167938320844"
"Very low transfer dependency","2017","Single parent ","middle vocational","549","0.546315943493376","0.516116667032073","0.576515219954679"
"Very low transfer dependency","2017","Single parent ","vocational + Abi","128","0.586076943094512","0.518322590560886","0.653831295628137"
"Very low transfer dependency","2017","Single parent ","higher vocational","44","0.64928964560684","0.535027013956605","0.763552277257075"
"Very low transfer dependency","2017","Single parent ","higher education","228","0.628857342437755","0.578172058686184","0.679542626189326"
"Very low transfer dependency","2017","Couple + C. LE 16 ","in school","1","","",""
"Very low transfer dependency","2017","Couple + C. LE 16 ","inadequately","41","0.304123929968903","0.262310782263208","0.345937077674597"
"Very low transfer dependency","2017","Couple + C. LE 16 ","general elemantary","274","0.538769130748769","0.500476241823836","0.577062019673702"
"Very low transfer dependency","2017","Couple + C. LE 16 ","middle vocational","1865","0.819395547249463","0.804122301032882","0.834668793466043"
"Very low transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","620","0.881315847210155","0.85816965176256","0.90446204265775"
"Very low transfer dependency","2017","Couple + C. LE 16 ","higher vocational","281","0.89395321726709","0.859788570210002","0.928117864324178"
"Very low transfer dependency","2017","Couple + C. LE 16 ","higher education","1668","0.889210612964094","0.875659951556104","0.902761274372084"
"Very low transfer dependency","2017","Couple + C. GT 16 ","in school","203","0.893498444961831","0.853191330656196","0.933805559267466"
"Very low transfer dependency","2017","Couple + C. GT 16 ","inadequately","21","","",""
"Very low transfer dependency","2017","Couple + C. GT 16 ","general elemantary","280","0.67317047258958","0.627878351986751","0.71846259319241"
"Very low transfer dependency","2017","Couple + C. GT 16 ","middle vocational","1069","0.647870944620685","0.623771965042455","0.671969924198915"
"Very low transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","198","0.714052276983666","0.658591451890134","0.769513102077198"
"Very low transfer dependency","2017","Couple + C. GT 16 ","higher vocational","151","0.63477159958119","0.569493731482012","0.700049467680368"
"Very low transfer dependency","2017","Couple + C. GT 16 ","higher education","436","0.697743028454766","0.660174164633112","0.735311892276421"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","in school","268","0.840196274422111","0.801418323493148","0.878974225351073"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","inadequately","22","","",""
"Very low transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","251","0.760557984948345","0.720129026682593","0.800986943214098"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","middle vocational","744","0.844820701250814","0.821723398873509","0.867918003628118"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","vocational + Abi","142","0.868992895303398","0.81856865024178","0.919417140365017"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","higher vocational","107","0.999607937015961","0.995874326752584","1.00334154727934"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","higher education","335","0.939500746659886","0.916019342143208","0.962982151176565"
"Low transfer dependency","2017","1-pers.-HH","in school","2","","",""
"Low transfer dependency","2017","1-pers.-HH","inadequately","17","","",""
"Low transfer dependency","2017","1-pers.-HH","general elemantary","52","0.0888136302666502","0.0650823061651195","0.112544954368181"
"Low transfer dependency","2017","1-pers.-HH","middle vocational","97","0.0397978060717619","0.0310470022607218","0.048548609882802"
"Low transfer dependency","2017","1-pers.-HH","vocational + Abi","13","","",""
"Low transfer dependency","2017","1-pers.-HH","higher vocational","3","","",""
"Low transfer dependency","2017","1-pers.-HH","higher education","35","0.0370260440167985","0.0256908119463367","0.0483612760872603"
"Low transfer dependency","2017","(Married) couple without C. ","in school","","","",""
"Low transfer dependency","2017","(Married) couple without C. ","inadequately","7","","",""
"Low transfer dependency","2017","(Married) couple without C. ","general elemantary","28","","",""
"Low transfer dependency","2017","(Married) couple without C. ","middle vocational","108","0.0232475014531113","0.0186231413509875","0.0278718615552351"
"Low transfer dependency","2017","(Married) couple without C. ","vocational + Abi","18","","",""
"Low transfer dependency","2017","(Married) couple without C. ","higher vocational","5","","",""
"Low transfer dependency","2017","(Married) couple without C. ","higher education","33","0.0204100924881203","0.0146426833403064","0.0261775016359342"
"Low transfer dependency","2017","Single parent ","in school","21","","",""
"Low transfer dependency","2017","Single parent ","inadequately","10","","",""
"Low transfer dependency","2017","Single parent ","general elemantary","75","0.167152448591788","0.129638271798922","0.204666625384654"
"Low transfer dependency","2017","Single parent ","middle vocational","154","0.124914189650217","0.104858894858819","0.144969484441615"
"Low transfer dependency","2017","Single parent ","vocational + Abi","25","","",""
"Low transfer dependency","2017","Single parent ","higher vocational","11","","",""
"Low transfer dependency","2017","Single parent ","higher education","31","0.0694000830958038","0.0427378281116382","0.0960623380799693"
"Low transfer dependency","2017","Couple + C. LE 16 ","in school","1","","",""
"Low transfer dependency","2017","Couple + C. LE 16 ","inadequately","32","0.103707570528833","0.0759966017571138","0.131418539300552"
"Low transfer dependency","2017","Couple + C. LE 16 ","general elemantary","99","0.243386616700281","0.210422385379669","0.276350848020892"
"Low transfer dependency","2017","Couple + C. LE 16 ","middle vocational","263","0.10930828587288","0.0969200183733274","0.121696553372433"
"Low transfer dependency","2017","Couple + C. LE 16 ","vocational + Abi","56","0.0584015199986523","0.0416187976791652","0.0751842423181393"
"Low transfer dependency","2017","Couple + C. LE 16 ","higher vocational","24","","",""
"Low transfer dependency","2017","Couple + C. LE 16 ","higher education","139","0.0684922521034152","0.0575873177838419","0.0793971864229885"
"Low transfer dependency","2017","Couple + C. GT 16 ","in school","6","","",""
"Low transfer dependency","2017","Couple + C. GT 16 ","inadequately","5","","",""
"Low transfer dependency","2017","Couple + C. GT 16 ","general elemantary","22","","",""
"Low transfer dependency","2017","Couple + C. GT 16 ","middle vocational","55","0.0315563530667397","0.0227360389551443","0.0403766671783351"
"Low transfer dependency","2017","Couple + C. GT 16 ","vocational + Abi","8","","",""
"Low transfer dependency","2017","Couple + C. GT 16 ","higher vocational","6","","",""
"Low transfer dependency","2017","Couple + C. GT 16 ","higher education","7","","",""
"Low transfer dependency","2017","Couple + C. LE and GT 16","in school","41","0.091446912732578","0.0609426376051069","0.121951187860049"
"Low transfer dependency","2017","Couple + C. LE and GT 16","inadequately","13","","",""
"Low transfer dependency","2017","Couple + C. LE and GT 16","general elemantary","53","0.0928705370449549","0.0653726184857495","0.12036845560416"
"Low transfer dependency","2017","Couple + C. LE and GT 16","middle vocational","96","0.0884536080141316","0.070339820942037","0.106567395086226"
"Low transfer dependency","2017","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Low transfer dependency","2017","Couple + C. LE and GT 16","higher vocational","1","","",""
"Low transfer dependency","2017","Couple + C. LE and GT 16","higher education","17","","",""
"High transfer dependency","2017","1-pers.-HH","in school","1","","",""
"High transfer dependency","2017","1-pers.-HH","inadequately","13","","",""
"High transfer dependency","2017","1-pers.-HH","general elemantary","24","","",""
"High transfer dependency","2017","1-pers.-HH","middle vocational","71","0.0299516301485631","0.0223212888884165","0.0375819714087097"
"High transfer dependency","2017","1-pers.-HH","vocational + Abi","10","","",""
"High transfer dependency","2017","1-pers.-HH","higher vocational","4","","",""
"High transfer dependency","2017","1-pers.-HH","higher education","29","","",""
"High transfer dependency","2017","(Married) couple without C. ","in school","","","",""
"High transfer dependency","2017","(Married) couple without C. ","inadequately","1","","",""
"High transfer dependency","2017","(Married) couple without C. ","general elemantary","26","","",""
"High transfer dependency","2017","(Married) couple without C. ","middle vocational","67","0.0127101850167318","0.00927247291508279","0.0161478971183809"
"High transfer dependency","2017","(Married) couple without C. ","vocational + Abi","10","","",""
"High transfer dependency","2017","(Married) couple without C. ","higher vocational","3","","",""
"High transfer dependency","2017","(Married) couple without C. ","higher education","13","","",""
"High transfer dependency","2017","Single parent ","in school","25","","",""
"High transfer dependency","2017","Single parent ","inadequately","16","","",""
"High transfer dependency","2017","Single parent ","general elemantary","61","0.11399603118911","0.0820424902134889","0.145949572164731"
"High transfer dependency","2017","Single parent ","middle vocational","116","0.093724730425875","0.0760458399113252","0.111403620940425"
"High transfer dependency","2017","Single parent ","vocational + Abi","11","","",""
"High transfer dependency","2017","Single parent ","higher vocational","4","","",""
"High transfer dependency","2017","Single parent ","higher education","15","","",""
"High transfer dependency","2017","Couple + C. LE 16 ","in school","","","",""
