"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2013","Not Employed","higher education","116","0.0355100600447118","0.028196899763855","0.0428232203255685"
"Low transfer dependency","2013","Employed","in school","9","","",""
"Low transfer dependency","2013","Employed","inadequately","32","0.208297642818995","0.142426558915039","0.274168726722952"
"Low transfer dependency","2013","Employed","general elemantary","152","0.071384588860377","0.0570599931020361","0.085709184618718"
"Low transfer dependency","2013","Employed","middle vocational","683","0.0579264625623623","0.0527972070405244","0.0630557180842003"
"Low transfer dependency","2013","Employed","vocational + Abi","110","0.0504552044838608","0.039074693396389","0.0618357155713326"
"Low transfer dependency","2013","Employed","higher vocational","54","0.0348422803120477","0.0244494238131855","0.0452351368109099"
"Low transfer dependency","2013","Employed","higher education","165","0.0263590294859304","0.0215994588562067","0.0311186001156541"
"High transfer dependency","2013","Not Employed","in school","82","0.06343449793364","0.0479349825254193","0.0789340133418607"
"High transfer dependency","2013","Not Employed","inadequately","69","0.0911798454959846","0.0650715781287965","0.117288112863173"
"High transfer dependency","2013","Not Employed","general elemantary","204","0.0442838299273518","0.0362292181682079","0.0523384416864957"
"High transfer dependency","2013","Not Employed","middle vocational","296","0.0340395921720545","0.0294658321528218","0.0386133521912872"
"High transfer dependency","2013","Not Employed","vocational + Abi","55","0.0364616443541925","0.0243695961582692","0.0485536925501158"
"High transfer dependency","2013","Not Employed","higher vocational","13","","",""
"High transfer dependency","2013","Not Employed","higher education","71","0.0211788222470714","0.0154892041184944","0.0268684403756484"
"High transfer dependency","2013","Employed","in school","4","","",""
"High transfer dependency","2013","Employed","inadequately","19","","",""
"High transfer dependency","2013","Employed","general elemantary","109","0.0573581427195472","0.0444211569456962","0.0702951284933982"
"High transfer dependency","2013","Employed","middle vocational","310","0.0243354856177324","0.0209521608214769","0.0277188104139879"
"High transfer dependency","2013","Employed","vocational + Abi","29","","",""
"High transfer dependency","2013","Employed","higher vocational","7","","",""
"High transfer dependency","2013","Employed","higher education","49","0.0105953017753669","0.00755338521486231","0.0136372183358715"
"Very high transfer dependency","2013","Not Employed","in school","57","0.0375049483719951","0.0254231988685816","0.0495866978754086"
"Very high transfer dependency","2013","Not Employed","inadequately","51","0.0787532464967057","0.0543238989013402","0.103182594092071"
"Very high transfer dependency","2013","Not Employed","general elemantary","159","0.0373119930398669","0.0298916401027114","0.0447323459770223"
"Very high transfer dependency","2013","Not Employed","middle vocational","227","0.0259123010626412","0.0219049853744837","0.0299196167507988"
"Very high transfer dependency","2013","Not Employed","vocational + Abi","29","","",""
"Very high transfer dependency","2013","Not Employed","higher vocational","10","","",""
"Very high transfer dependency","2013","Not Employed","higher education","50","0.0179984382463398","0.0127448741184926","0.023252002374187"
"Very high transfer dependency","2013","Employed","in school","2","","",""
"Very high transfer dependency","2013","Employed","inadequately","18","","",""
"Very high transfer dependency","2013","Employed","general elemantary","70","0.0311685683500275","0.0215003881235509","0.0408367485765041"
"Very high transfer dependency","2013","Employed","middle vocational","140","0.0115742811278812","0.00922577087619485","0.0139227913795675"
"Very high transfer dependency","2013","Employed","vocational + Abi","21","","",""
"Very high transfer dependency","2013","Employed","higher vocational","4","","",""
"Very high transfer dependency","2013","Employed","higher education","21","","",""
"Complete transfer dependency","2013","Not Employed","in school","28","","",""
"Complete transfer dependency","2013","Not Employed","inadequately","80","0.172094837283756","0.137860346913774","0.206329327653737"
"Complete transfer dependency","2013","Not Employed","general elemantary","184","0.0688508974586979","0.0589375124116919","0.0787642825057039"
"Complete transfer dependency","2013","Not Employed","middle vocational","239","0.0354367678983144","0.0307734616183625","0.0401000741782663"
"Complete transfer dependency","2013","Not Employed","vocational + Abi","45","0.0603857268999852","0.045018723321599","0.0757527304783715"
"Complete transfer dependency","2013","Not Employed","higher vocational","5","","",""
"Complete transfer dependency","2013","Not Employed","higher education","46","0.0150588528233461","0.0102462322601128","0.0198714733865794"
"Complete transfer dependency","2013","Employed","in school","","","",""
"Complete transfer dependency","2013","Employed","inadequately","","","",""
"Complete transfer dependency","2013","Employed","general elemantary","","","",""
"Complete transfer dependency","2013","Employed","middle vocational","","","",""
"Complete transfer dependency","2013","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2013","Employed","higher vocational","","","",""
"Complete transfer dependency","2013","Employed","higher education","","","",""
"No transfer dependency","2014","Not Employed","in school","1","","",""
"No transfer dependency","2014","Not Employed","inadequately","36","0.242268427153459","0.19068249818852","0.293854356118398"
"No transfer dependency","2014","Not Employed","general elemantary","626","0.565048584337636","0.540665641982785","0.589431526692486"
"No transfer dependency","2014","Not Employed","middle vocational","2646","0.67854811343253","0.664829228093219","0.69226699877184"
"No transfer dependency","2014","Not Employed","vocational + Abi","129","0.541065917474955","0.492109818994237","0.590022015955672"
"No transfer dependency","2014","Not Employed","higher vocational","333","0.764964635213783","0.725787820742807","0.804141449684759"
"No transfer dependency","2014","Not Employed","higher education","1058","0.749833710709906","0.728382634480892","0.771284786938921"
"No transfer dependency","2014","Employed","in school","2","","",""
"No transfer dependency","2014","Employed","inadequately","34","0.221714956283233","0.166823647208781","0.276606265357685"
"No transfer dependency","2014","Employed","general elemantary","305","0.35094231638423","0.327453776725823","0.374430856042637"
"No transfer dependency","2014","Employed","middle vocational","2497","0.476697695033298","0.465740734959386","0.48765465510721"
"No transfer dependency","2014","Employed","vocational + Abi","456","0.459759760458511","0.435513332035611","0.484006188881411"
"No transfer dependency","2014","Employed","higher vocational","353","0.459063089123814","0.430072325432031","0.488053852815598"
"No transfer dependency","2014","Employed","higher education","1650","0.527227453667363","0.512793569557498","0.541661337777228"
"Very low transfer dependency","2014","Not Employed","in school","591","0.801697165665592","0.773840421239788","0.829553910091396"
"Very low transfer dependency","2014","Not Employed","inadequately","45","0.18926876302559","0.142105583108225","0.236431942942956"
"Very low transfer dependency","2014","Not Employed","general elemantary","405","0.203771347063533","0.183960032161111","0.223582661965955"
"Very low transfer dependency","2014","Not Employed","middle vocational","941","0.161013915607765","0.150217499916238","0.171810331299292"
"Very low transfer dependency","2014","Not Employed","vocational + Abi","132","0.251310805069045","0.208695763303721","0.293925846834369"
"Very low transfer dependency","2014","Not Employed","higher vocational","80","0.144924418888145","0.112399601262087","0.177449236514202"
"Very low transfer dependency","2014","Not Employed","higher education","333","0.178408425356009","0.159446262128088","0.19737058858393"
"Very low transfer dependency","2014","Employed","in school","59","0.821918350898638","0.737554097349995","0.90628260444728"
"Very low transfer dependency","2014","Employed","inadequately","77","0.328244749923033","0.266194836547104","0.390294663298962"
"Very low transfer dependency","2014","Employed","general elemantary","847","0.461412960580698","0.436878905085732","0.485947016075663"
"Very low transfer dependency","2014","Employed","middle vocational","4391","0.421316753943806","0.410484544503233","0.432148963384378"
"Very low transfer dependency","2014","Employed","vocational + Abi","979","0.462309572724757","0.438053447474675","0.486565697974838"
"Very low transfer dependency","2014","Employed","higher vocational","700","0.490844072527525","0.46176052779376","0.519927617261291"
"Very low transfer dependency","2014","Employed","higher education","2663","0.42035304278","0.406082287493639","0.43462379806636"
"Low transfer dependency","2014","Not Employed","in school","79","0.0723599857447814","0.0542591053747207","0.0904608661148421"
"Low transfer dependency","2014","Not Employed","inadequately","54","0.182708832607312","0.136183088454337","0.229234576760287"
"Low transfer dependency","2014","Not Employed","general elemantary","181","0.0703764429780666","0.0577961701871703","0.082956715768963"
"Low transfer dependency","2014","Not Employed","middle vocational","315","0.0542748867574988","0.0476198196822451","0.0609299538327524"
"Low transfer dependency","2014","Not Employed","vocational + Abi","49","0.0592540445432734","0.0360586515680025","0.0824494375185444"
"Low transfer dependency","2014","Not Employed","higher vocational","24","","",""
"Low transfer dependency","2014","Not Employed","higher education","66","0.0199272504105514","0.0130056733517252","0.0268488274693776"
"Low transfer dependency","2014","Employed","in school","7","","",""
"Low transfer dependency","2014","Employed","inadequately","56","0.253933087424205","0.196417536113591","0.311448638734819"
"Low transfer dependency","2014","Employed","general elemantary","221","0.0996965142673225","0.0849519836231018","0.114441044911543"
"Low transfer dependency","2014","Employed","middle vocational","669","0.0632490730297092","0.0579091945047789","0.0685889515546394"
"Low transfer dependency","2014","Employed","vocational + Abi","118","0.0511510946196171","0.040433068093894","0.0618691211453403"
"Low transfer dependency","2014","Employed","higher vocational","56","0.035597811376944","0.0248185028469662","0.0463771199069217"
"Low transfer dependency","2014","Employed","higher education","189","0.0338662243216306","0.0286367250849539","0.0390957235583072"
"High transfer dependency","2014","Not Employed","in school","50","0.0434630796876587","0.0292177717517481","0.0577083876235693"
"High transfer dependency","2014","Not Employed","inadequately","40","0.113316060223545","0.0751519353256299","0.15148018512146"
"High transfer dependency","2014","Not Employed","general elemantary","140","0.0484912876514964","0.0379264923959374","0.0590560829070555"
"High transfer dependency","2014","Not Employed","middle vocational","207","0.0381604693187705","0.0325327986070174","0.0437881400305237"
"High transfer dependency","2014","Not Employed","vocational + Abi","26","","",""
"High transfer dependency","2014","Not Employed","higher vocational","6","","",""
"High transfer dependency","2014","Not Employed","higher education","28","","",""
"High transfer dependency","2014","Employed","in school","5","","",""
"High transfer dependency","2014","Employed","inadequately","25","","",""
"High transfer dependency","2014","Employed","general elemantary","124","0.0479799499477147","0.0374615557629324","0.058498344132497"
"High transfer dependency","2014","Employed","middle vocational","283","0.0262985140203677","0.0227879996875292","0.0298090283532062"
"High transfer dependency","2014","Employed","vocational + Abi","50","0.0202827021152161","0.0134246287725364","0.0271407754578957"
"High transfer dependency","2014","Employed","higher vocational","20","","",""
"High transfer dependency","2014","Employed","higher education","65","0.0133560227479714","0.0100372547730208","0.016674790722922"
"Very high transfer dependency","2014","Not Employed","in school","53","0.0598892823782984","0.0433115630926132","0.0764670016639836"
"Very high transfer dependency","2014","Not Employed","inadequately","34","0.0804055385625176","0.0476664707014584","0.113144606423577"
"Very high transfer dependency","2014","Not Employed","general elemantary","104","0.0386756372588212","0.029191964596491","0.0481593099211515"
"Very high transfer dependency","2014","Not Employed","middle vocational","151","0.0271653023852191","0.0223900392154457","0.0319405655549926"
"Very high transfer dependency","2014","Not Employed","vocational + Abi","29","","",""
"Very high transfer dependency","2014","Not Employed","higher vocational","4","","",""
"Very high transfer dependency","2014","Not Employed","higher education","39","0.0183102584533461","0.0116699756526492","0.0249505412540429"
"Very high transfer dependency","2014","Employed","in school","6","","",""
"Very high transfer dependency","2014","Employed","inadequately","28","","",""
"Very high transfer dependency","2014","Employed","general elemantary","89","0.0399682588200352","0.0303278176185356","0.0496087000215348"
"Very high transfer dependency","2014","Employed","middle vocational","142","0.0124379639728194","0.0100066050801253","0.0148693228655135"
"Very high transfer dependency","2014","Employed","vocational + Abi","20","","",""
"Very high transfer dependency","2014","Employed","higher vocational","6","","",""
"Very high transfer dependency","2014","Employed","higher education","29","","",""
"Complete transfer dependency","2014","Not Employed","in school","13","","",""
"Complete transfer dependency","2014","Not Employed","inadequately","56","0.192032378427577","0.144607157452409","0.239457599402744"
"Complete transfer dependency","2014","Not Employed","general elemantary","132","0.073636700710447","0.0607909149917785","0.0864824864291156"
"Complete transfer dependency","2014","Not Employed","middle vocational","192","0.040837312498217","0.0350237114183368","0.0466509135780971"
"Complete transfer dependency","2014","Not Employed","vocational + Abi","33","0.0839331932511849","0.0566913178903888","0.111175068611981"
"Complete transfer dependency","2014","Not Employed","higher vocational","3","","",""
"Complete transfer dependency","2014","Not Employed","higher education","42","0.0240201524237078","0.0164368126209327","0.0316034922264829"
"Complete transfer dependency","2014","Employed","in school","","","",""
"Complete transfer dependency","2014","Employed","inadequately","","","",""
"Complete transfer dependency","2014","Employed","general elemantary","","","",""
"Complete transfer dependency","2014","Employed","middle vocational","","","",""
"Complete transfer dependency","2014","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2014","Employed","higher vocational","","","",""
"Complete transfer dependency","2014","Employed","higher education","","","",""
"No transfer dependency","2015","Not Employed","in school","5","","",""
"No transfer dependency","2015","Not Employed","inadequately","39","0.206393273465126","0.163749023407856","0.249037523522395"
"No transfer dependency","2015","Not Employed","general elemantary","653","0.564686662693386","0.541242147138388","0.588131178248384"
"No transfer dependency","2015","Not Employed","middle vocational","2677","0.683905739420216","0.670476862200117","0.697334616640315"
"No transfer dependency","2015","Not Employed","vocational + Abi","200","0.523007934953993","0.481113003339674","0.564902866568311"
"No transfer dependency","2015","Not Employed","higher vocational","322","0.774056570030549","0.734801924895873","0.813311215165225"
"No transfer dependency","2015","Not Employed","higher education","1338","0.759533225375986","0.740914765020771","0.778151685731201"
"No transfer dependency","2015","Employed","in school","1","","",""
"No transfer dependency","2015","Employed","inadequately","34","0.334485374661335","0.262712322429168","0.406258426893501"
"No transfer dependency","2015","Employed","general elemantary","274","0.368238667565899","0.342297455189488","0.39417987994231"
"No transfer dependency","2015","Employed","middle vocational","2490","0.502180343764514","0.49085250453347","0.513508182995558"
"No transfer dependency","2015","Employed","vocational + Abi","446","0.463737021888826","0.439324866705597","0.488149177072055"
"No transfer dependency","2015","Employed","higher vocational","374","0.501809734083935","0.472072515992098","0.531546952175772"
"No transfer dependency","2015","Employed","higher education","1580","0.531378244727813","0.516574585642224","0.546181903813403"
"Very low transfer dependency","2015","Not Employed","in school","489","0.791832060370536","0.761450540512987","0.822213580228084"
"Very low transfer dependency","2015","Not Employed","inadequately","70","0.191853723252931","0.150364037470996","0.233343409034866"
"Very low transfer dependency","2015","Not Employed","general elemantary","461","0.202936664534325","0.183918737079686","0.221954591988964"
"Very low transfer dependency","2015","Not Employed","middle vocational","1009","0.157372940222344","0.146855355863194","0.167890524581495"
"Very low transfer dependency","2015","Not Employed","vocational + Abi","164","0.243341671827088","0.207349345175967","0.27933399847821"
"Very low transfer dependency","2015","Not Employed","higher vocational","79","0.157838175390382","0.123615918443586","0.192060432337177"
"Very low transfer dependency","2015","Not Employed","higher education","451","0.154137125501582","0.138406483529308","0.169867767473856"
"Very low transfer dependency","2015","Employed","in school","61","0.866252109524273","0.788699243127346","0.9438049759212"
"Very low transfer dependency","2015","Employed","inadequately","66","0.30493161938897","0.23489760141359","0.374965637364349"
"Very low transfer dependency","2015","Employed","general elemantary","720","0.446645058316236","0.419906855295462","0.473383261337011"
"Very low transfer dependency","2015","Employed","middle vocational","4104","0.412616225580774","0.401462618902403","0.423769832259146"
"Very low transfer dependency","2015","Employed","vocational + Abi","999","0.465489009478922","0.441070769065775","0.48990724989207"
"Very low transfer dependency","2015","Employed","higher vocational","655","0.455060872540248","0.425443814119274","0.484677930961221"
"Very low transfer dependency","2015","Employed","higher education","2532","0.408151921996603","0.393571435642483","0.422732408350722"
"Low transfer dependency","2015","Not Employed","in school","64","0.0679210680647645","0.0490926153390641","0.0867495207904649"
"Low transfer dependency","2015","Not Employed","inadequately","55","0.193338678614965","0.151727019566069","0.234950337663861"
"Low transfer dependency","2015","Not Employed","general elemantary","194","0.0701863510594134","0.058106521630944","0.0822661804878828"
"Low transfer dependency","2015","Not Employed","middle vocational","335","0.0570228523881983","0.0503254201755147","0.0637202846008819"
"Low transfer dependency","2015","Not Employed","vocational + Abi","63","0.0668313412708843","0.0458843365583146","0.0877783459834539"
"Low transfer dependency","2015","Not Employed","higher vocational","20","","",""
"Low transfer dependency","2015","Not Employed","higher education","80","0.0248640351308392","0.0180804195427065","0.0316476507189719"
"Low transfer dependency","2015","Employed","in school","7","","",""
"Low transfer dependency","2015","Employed","inadequately","34","0.209416871121184","0.147519293747146","0.271314448495223"
"Low transfer dependency","2015","Employed","general elemantary","165","0.0826815266627998","0.0678695381418802","0.0974935151837194"
"Low transfer dependency","2015","Employed","middle vocational","521","0.046910912401428","0.0421203677758936","0.0517014570269624"
"Low transfer dependency","2015","Employed","vocational + Abi","98","0.0437249624652503","0.033714884453355","0.0537350404771456"
"Low transfer dependency","2015","Employed","higher vocational","39","0.0309667373680645","0.0206640565314351","0.0412694182046939"
"Low transfer dependency","2015","Employed","higher education","175","0.0439312654722477","0.0378514922274232","0.0500110387170722"
"High transfer dependency","2015","Not Employed","in school","46","0.0715569634547173","0.0522688560269044","0.0908450708825301"
"High transfer dependency","2015","Not Employed","inadequately","50","0.122742497230502","0.0881667905968106","0.157318203864194"
"High transfer dependency","2015","Not Employed","general elemantary","126","0.042175980639151","0.0326718594008142","0.0516801018774877"
"High transfer dependency","2015","Not Employed","middle vocational","210","0.0264649218259215","0.0218289116158494","0.0311009320359936"
"High transfer dependency","2015","Not Employed","vocational + Abi","41","0.0516842559127564","0.0331144491630062","0.0702540626625065"
"High transfer dependency","2015","Not Employed","higher vocational","7","","",""
"High transfer dependency","2015","Not Employed","higher education","43","0.0208790938305258","0.0146501154748759","0.0271080721861757"
"High transfer dependency","2015","Employed","in school","5","","",""
"High transfer dependency","2015","Employed","inadequately","23","","",""
"High transfer dependency","2015","Employed","general elemantary","114","0.073602700461159","0.0595585792823466","0.0876468216399715"
"High transfer dependency","2015","Employed","middle vocational","248","0.0236094691768796","0.0201696462053876","0.0270492921483716"
"High transfer dependency","2015","Employed","vocational + Abi","39","0.0179304675842861","0.0114344340786909","0.0244265010898813"
"High transfer dependency","2015","Employed","higher vocational","12","","",""
"High transfer dependency","2015","Employed","higher education","55","0.0121871929283631","0.00893223682216803","0.0154421490345581"
"Very high transfer dependency","2015","Not Employed","in school","54","0.039805303802202","0.0251755790257564","0.0544350285786476"
"Very high transfer dependency","2015","Not Employed","inadequately","46","0.101428972885685","0.0696187097846501","0.13323923598672"
"Very high transfer dependency","2015","Not Employed","general elemantary","109","0.0321637081361959","0.0238207412632677","0.040506675009124"
"Very high transfer dependency","2015","Not Employed","middle vocational","154","0.0250396460798766","0.0205269005500185","0.0295523916097346"
"Very high transfer dependency","2015","Not Employed","vocational + Abi","40","0.0361323781513365","0.0204789761408975","0.0517857801617754"
"Very high transfer dependency","2015","Not Employed","higher vocational","3","","",""
"Very high transfer dependency","2015","Not Employed","higher education","57","0.0196428455394728","0.0135972763061981","0.0256884147727476"
"Very high transfer dependency","2015","Employed","in school","","","",""
"Very high transfer dependency","2015","Employed","inadequately","9","","",""
"Very high transfer dependency","2015","Employed","general elemantary","55","0.0288320469939062","0.0198322240907453","0.0378318698970671"
"Very high transfer dependency","2015","Employed","middle vocational","121","0.0146830490764041","0.0119579813273952","0.017408116825413"
"Very high transfer dependency","2015","Employed","vocational + Abi","21","","",""
"Very high transfer dependency","2015","Employed","higher vocational","6","","",""
"Very high transfer dependency","2015","Employed","higher education","23","","",""
"Complete transfer dependency","2015","Not Employed","in school","28","","",""
"Complete transfer dependency","2015","Not Employed","inadequately","86","0.184242854550791","0.143393442340254","0.225092266761328"
"Complete transfer dependency","2015","Not Employed","general elemantary","175","0.0878506329375286","0.0744649066819478","0.101236359193109"
"Complete transfer dependency","2015","Not Employed","middle vocational","220","0.0501939000634432","0.0438875769047952","0.0565002232220911"
"Complete transfer dependency","2015","Not Employed","vocational + Abi","38","0.0790024178839418","0.0563767605066436","0.10162807526124"
"Complete transfer dependency","2015","Not Employed","higher vocational","5","","",""
"Complete transfer dependency","2015","Not Employed","higher education","55","0.0209436746215943","0.0147052760731263","0.0271820731700623"
"Complete transfer dependency","2015","Employed","in school","","","",""
"Complete transfer dependency","2015","Employed","inadequately","","","",""
"Complete transfer dependency","2015","Employed","general elemantary","","","",""
"Complete transfer dependency","2015","Employed","middle vocational","","","",""
"Complete transfer dependency","2015","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2015","Employed","higher vocational","","","",""
"Complete transfer dependency","2015","Employed","higher education","","","",""
"No transfer dependency","2016","Not Employed","in school","6","","",""
"No transfer dependency","2016","Not Employed","inadequately","36","0.285490880419306","0.226079230698355","0.344902530140256"
"No transfer dependency","2016","Not Employed","general elemantary","549","0.55630606387075","0.530046023733605","0.582566104007895"
"No transfer dependency","2016","Not Employed","middle vocational","2344","0.684248578313039","0.669568075151303","0.698929081474776"
"No transfer dependency","2016","Not Employed","vocational + Abi","114","0.449827017481359","0.399409124981813","0.500244909980904"
"No transfer dependency","2016","Not Employed","higher vocational","309","0.739515083404853","0.696979612470585","0.782050554339121"
"No transfer dependency","2016","Not Employed","higher education","1057","0.757460537113372","0.735769831857983","0.779151242368762"
"No transfer dependency","2016","Employed","in school","","","",""
"No transfer dependency","2016","Employed","inadequately","32","0.305412502038748","0.237559612912823","0.373265391164673"
"No transfer dependency","2016","Employed","general elemantary","284","0.3736026744016","0.347466014783687","0.399739334019513"
"No transfer dependency","2016","Employed","middle vocational","2404","0.492164869723193","0.480510580923649","0.503819158522737"
"No transfer dependency","2016","Employed","vocational + Abi","501","0.484237193001789","0.459998506548752","0.508475879454825"
"No transfer dependency","2016","Employed","higher vocational","362","0.53391987642332","0.502908343488266","0.564931409358374"
"No transfer dependency","2016","Employed","higher education","1611","0.520822232744226","0.505997108295872","0.535647357192579"
"Very low transfer dependency","2016","Not Employed","in school","475","0.802960451608371","0.772022966459775","0.833897936756966"
"Very low transfer dependency","2016","Not Employed","inadequately","39","0.163525145380585","0.114874307883631","0.212175982877539"
"Very low transfer dependency","2016","Not Employed","general elemantary","345","0.220330277473704","0.198422961749355","0.242237593198052"
"Very low transfer dependency","2016","Not Employed","middle vocational","758","0.151656623367086","0.14032798118949","0.162985265544681"
"Very low transfer dependency","2016","Not Employed","vocational + Abi","116","0.309118421569711","0.262282772859797","0.355954070279625"
"Very low transfer dependency","2016","Not Employed","higher vocational","66","0.143708025997006","0.109711238106004","0.177704813888008"
"Very low transfer dependency","2016","Not Employed","higher education","273","0.149623826288665","0.131572530546227","0.167675122031103"
"Very low transfer dependency","2016","Employed","in school","56","0.873268590918099","0.795336716346927","0.95120046548927"
"Very low transfer dependency","2016","Employed","inadequately","54","0.266253720130444","0.201138538504379","0.331368901756508"
"Very low transfer dependency","2016","Employed","general elemantary","699","0.43248556786489","0.405718893756456","0.459252241973324"
"Very low transfer dependency","2016","Employed","middle vocational","3808","0.41767541555342","0.406178770595223","0.429172060511617"
"Very low transfer dependency","2016","Employed","vocational + Abi","968","0.438182153802943","0.414117472930969","0.462246834674917"
"Very low transfer dependency","2016","Employed","higher vocational","583","0.43359638103377","0.402788577718512","0.464404184349029"
"Very low transfer dependency","2016","Employed","higher education","2505","0.42804815089304","0.413364592750411","0.44273170903567"
"Low transfer dependency","2016","Not Employed","in school","61","0.0760152482308139","0.0554021159854191","0.0966283804762087"
"Low transfer dependency","2016","Not Employed","inadequately","27","","",""
"Low transfer dependency","2016","Not Employed","general elemantary","154","0.0747639602001561","0.0608622202158201","0.0886657001844922"
"Low transfer dependency","2016","Not Employed","middle vocational","276","0.0628535008307191","0.0551881892756787","0.0705188123857595"
"Low transfer dependency","2016","Not Employed","vocational + Abi","57","0.0937715538628308","0.0642277309524036","0.123315376773258"
"Low transfer dependency","2016","Not Employed","higher vocational","16","","",""
"Low transfer dependency","2016","Not Employed","higher education","70","0.0353301244650259","0.0259875965634036","0.0446726523666483"
"Low transfer dependency","2016","Employed","in school","7","","",""
"Low transfer dependency","2016","Employed","inadequately","41","0.133448346295677","0.0833509351455976","0.183545757445756"
"Low transfer dependency","2016","Employed","general elemantary","172","0.0899885639031358","0.0745275762979318","0.10544955150834"
"Low transfer dependency","2016","Employed","middle vocational","558","0.0590375158254704","0.0535431282425371","0.0645319034084036"
"Low transfer dependency","2016","Employed","vocational + Abi","113","0.0521620638638251","0.0413775785009602","0.0629465492266901"
"Low transfer dependency","2016","Employed","higher vocational","35","0.0211126190546643","0.0121756074967492","0.0300496306125794"
"Low transfer dependency","2016","Employed","higher education","175","0.0343241912519366","0.0289213638608281","0.0397270186430452"
"High transfer dependency","2016","Not Employed","in school","38","0.047614311673923","0.0310514103737633","0.0641772129740826"
"High transfer dependency","2016","Not Employed","inadequately","30","0.135511165320636","0.0904877083192683","0.180534622322003"
"High transfer dependency","2016","Not Employed","general elemantary","105","0.0378287808303023","0.0277447516128991","0.0479128100477055"
"High transfer dependency","2016","Not Employed","middle vocational","161","0.0335112615668409","0.0278272478212575","0.0391952753124243"
"High transfer dependency","2016","Not Employed","vocational + Abi","22","","",""
"High transfer dependency","2016","Not Employed","higher vocational","11","","",""
"High transfer dependency","2016","Not Employed","higher education","18","","",""
"High transfer dependency","2016","Employed","in school","6","","",""
"High transfer dependency","2016","Employed","inadequately","24","","",""
"High transfer dependency","2016","Employed","general elemantary","110","0.0794301230076148","0.064820428197623","0.0940398178176066"
"High transfer dependency","2016","Employed","middle vocational","186","0.0189844423973273","0.0158031325450587","0.0221657522495958"
"High transfer dependency","2016","Employed","vocational + Abi","27","","",""
"High transfer dependency","2016","Employed","higher vocational","9","","",""
"High transfer dependency","2016","Employed","higher education","47","0.0106125333549809","0.00757166235567675","0.013653404354285"
"Very high transfer dependency","2016","Not Employed","in school","34","0.0346054681154574","0.0203891867652834","0.0488217494656313"
"Very high transfer dependency","2016","Not Employed","inadequately","45","0.124730253390952","0.0812663762060073","0.168194130575897"
"Very high transfer dependency","2016","Not Employed","general elemantary","95","0.0299140847727228","0.0209099973813793","0.0389181721640663"
"Very high transfer dependency","2016","Not Employed","middle vocational","140","0.0248932024008982","0.0199724919702319","0.0298139128315645"
"Very high transfer dependency","2016","Not Employed","vocational + Abi","28","","",""
"Very high transfer dependency","2016","Not Employed","higher vocational","3","","",""
"Very high transfer dependency","2016","Not Employed","higher education","45","0.0222340247322012","0.0147724762722595","0.0296955731921428"
"Very high transfer dependency","2016","Employed","in school","1","","",""
"Very high transfer dependency","2016","Employed","inadequately","26","","",""
"Very high transfer dependency","2016","Employed","general elemantary","51","0.0244930708227597","0.0161417158280595","0.0328444258174598"
"Very high transfer dependency","2016","Employed","middle vocational","113","0.0121377565005895","0.00958513452383464","0.0146903784773444"
"Very high transfer dependency","2016","Employed","vocational + Abi","24","","",""
"Very high transfer dependency","2016","Employed","higher vocational","5","","",""
"Very high transfer dependency","2016","Employed","higher education","24","","",""
"Complete transfer dependency","2016","Not Employed","in school","21","","",""
"Complete transfer dependency","2016","Not Employed","inadequately","45","0.13373161467014","0.0889587502041559","0.178504479136123"
"Complete transfer dependency","2016","Not Employed","general elemantary","127","0.0808568328523651","0.0664474066706782","0.095266259034052"
"Complete transfer dependency","2016","Not Employed","middle vocational","172","0.0428368335214172","0.0364415029061091","0.0492321641367253"
"Complete transfer dependency","2016","Not Employed","vocational + Abi","37","0.0762130429083757","0.049321677511606","0.103104408305145"
"Complete transfer dependency","2016","Not Employed","higher vocational","4","","",""
"Complete transfer dependency","2016","Not Employed","higher education","37","0.0195397059826123","0.0125352166364473","0.0265441953287773"
"Complete transfer dependency","2016","Employed","in school","","","",""
"Complete transfer dependency","2016","Employed","inadequately","","","",""
"Complete transfer dependency","2016","Employed","general elemantary","","","",""
"Complete transfer dependency","2016","Employed","middle vocational","","","",""
"Complete transfer dependency","2016","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2016","Employed","higher vocational","","","",""
"Complete transfer dependency","2016","Employed","higher education","","","",""
"No transfer dependency","2017","Not Employed","in school","4","","",""
"No transfer dependency","2017","Not Employed","inadequately","46","0.196291380141135","0.171073906932586","0.221508853349684"
"No transfer dependency","2017","Not Employed","general elemantary","556","0.549130774876186","0.526002384935854","0.572259164816518"
"No transfer dependency","2017","Not Employed","middle vocational","2458","0.69715609146743","0.683462118392528","0.710850064542331"
"No transfer dependency","2017","Not Employed","vocational + Abi","133","0.509798483507204","0.462382938332483","0.557214028681925"
"No transfer dependency","2017","Not Employed","higher vocational","322","0.773411328351314","0.733517816561361","0.813304840141267"
"No transfer dependency","2017","Not Employed","higher education","1107","0.748666806400447","0.729213177750552","0.768120435050342"
"No transfer dependency","2017","Employed","in school","1","","",""
"No transfer dependency","2017","Employed","inadequately","57","0.323648928149796","0.265182883310092","0.3821149729895"
"No transfer dependency","2017","Employed","general elemantary","353","0.373580727676751","0.348893241598515","0.398268213754987"
