"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2015","Part Time","lower secondary degree","46","0.029371064838992","0.0202138592331786","0.0385282704448055"
"Very high transfer dependency","2015","Part Time","secondary school degree","58","0.0325881913046204","0.0251467078547777","0.0400296747544632"
"Very high transfer dependency","2015","Part Time","college entrance qualification","30","0.0119800364722797","0.00742969642037474","0.0165303765241847"
"Very high transfer dependency","2015","Part Time","Other degree","67","0.0691832296748384","0.0523207678106016","0.0860456915390752"
"Very high transfer dependency","2015","Part Time","no degree/no degree yet","12","","",""
"Very high transfer dependency","2015","Not Working","lower secondary degree","86","0.0159697070953382","0.0117247002300833","0.020214713960593"
"Very high transfer dependency","2015","Not Working","secondary school degree","89","0.0367714997724898","0.028556204811106","0.0449867947338737"
"Very high transfer dependency","2015","Not Working","college entrance qualification","44","0.0179615449575251","0.0117265588593434","0.0241965310557069"
"Very high transfer dependency","2015","Not Working","Other degree","139","0.0486076726007802","0.0394943879705267","0.0577209572310337"
"Very high transfer dependency","2015","Not Working","no degree/no degree yet","100","0.052959559307517","0.0394329063113984","0.0664862123036356"
"Complete transfer dependency","2015","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2015","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2015","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2015","Full Time","Other degree","","","",""
"Complete transfer dependency","2015","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2015","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2015","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2015","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2015","Part Time","Other degree","","","",""
"Complete transfer dependency","2015","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2015","Not Working","lower secondary degree","154","0.0486805068906704","0.0413932105395479","0.0559678032417929"
"Complete transfer dependency","2015","Not Working","secondary school degree","92","0.0486154848340579","0.0392275908395721","0.0580033788285436"
"Complete transfer dependency","2015","Not Working","college entrance qualification","33","0.0283923911251003","0.020595062548605","0.0361897197015956"
"Complete transfer dependency","2015","Not Working","Other degree","215","0.0901452876356954","0.078008598240797","0.102281977030594"
"Complete transfer dependency","2015","Not Working","no degree/no degree yet","110","0.0825438629602704","0.0659224111337731","0.0991653147867676"
"No transfer dependency","2016","Full Time","lower secondary degree","573","0.529802094301911","0.505152771485968","0.554451417117853"
"No transfer dependency","2016","Full Time","secondary school degree","1159","0.567703841630247","0.54931834191136","0.586089341349133"
"No transfer dependency","2016","Full Time","college entrance qualification","1200","0.568447046643506","0.550932474236691","0.585961619050321"
"No transfer dependency","2016","Full Time","Other degree","440","0.506227744597691","0.478522897997492","0.533932591197889"
"No transfer dependency","2016","Full Time","no degree/no degree yet","24","","",""
"No transfer dependency","2016","Part Time","lower secondary degree","474","0.51966041482491","0.491930478555951","0.547390351093869"
"No transfer dependency","2016","Part Time","secondary school degree","466","0.32848162514282","0.307715699029983","0.349247551255658"
"No transfer dependency","2016","Part Time","college entrance qualification","488","0.340498857859886","0.320346009337229","0.360651706382543"
"No transfer dependency","2016","Part Time","Other degree","244","0.393565727167807","0.363816977441352","0.423314476894262"
"No transfer dependency","2016","Part Time","no degree/no degree yet","22","","",""
"No transfer dependency","2016","Not Working","lower secondary degree","2104","0.74998486126363","0.734548731555405","0.765420990971855"
"No transfer dependency","2016","Not Working","secondary school degree","1088","0.640302485163384","0.618620472495579","0.66198449783119"
"No transfer dependency","2016","Not Working","college entrance qualification","905","0.626441765258907","0.602367019930418","0.650516510587397"
"No transfer dependency","2016","Not Working","Other degree","239","0.460928070997166","0.429671542114023","0.492184599880308"
"No transfer dependency","2016","Not Working","no degree/no degree yet","55","0.124505951416972","0.102679893251838","0.146332009582105"
"Very low transfer dependency","2016","Full Time","lower secondary degree","887","0.421427397716696","0.397040973335411","0.445813822097981"
"Very low transfer dependency","2016","Full Time","secondary school degree","1475","0.397840056301279","0.379675114158026","0.416004998444532"
"Very low transfer dependency","2016","Full Time","college entrance qualification","1794","0.410973040098178","0.393574542867983","0.428371537328374"
"Very low transfer dependency","2016","Full Time","Other degree","690","0.430340239337811","0.402903456474553","0.457777022201069"
"Very low transfer dependency","2016","Full Time","no degree/no degree yet","51","0.416474913896004","0.322628140036578","0.510321687755429"
"Very low transfer dependency","2016","Part Time","lower secondary degree","484","0.313955564146532","0.288196796618579","0.339714331674484"
"Very low transfer dependency","2016","Part Time","secondary school degree","1185","0.514561100712094","0.492463120684493","0.536659080739694"
"Very low transfer dependency","2016","Part Time","college entrance qualification","1403","0.534243987885585","0.513030118459801","0.55545785731137"
"Very low transfer dependency","2016","Part Time","Other degree","496","0.345324655526955","0.316371560239749","0.374277750814162"
"Very low transfer dependency","2016","Part Time","no degree/no degree yet","89","0.408857614744737","0.340206582284857","0.477508647204617"
"Very low transfer dependency","2016","Not Working","lower secondary degree","425","0.118075556667974","0.106572196753308","0.129578916582639"
"Very low transfer dependency","2016","Not Working","secondary school degree","432","0.19165645055162","0.173873738737339","0.209439162365901"
"Very low transfer dependency","2016","Not Working","college entrance qualification","443","0.253973422064616","0.232310677566733","0.275636166562499"
"Very low transfer dependency","2016","Not Working","Other degree","250","0.200750168350525","0.175633036524348","0.225867300176702"
"Very low transfer dependency","2016","Not Working","no degree/no degree yet","514","0.569692783158604","0.536961477681219","0.602424088635989"
"Low transfer dependency","2016","Full Time","lower secondary degree","86","0.032304147278133","0.0235722947433229","0.0410359998129431"
"Low transfer dependency","2016","Full Time","secondary school degree","132","0.0289793491842448","0.0227537324484878","0.0352049659200018"
"Low transfer dependency","2016","Full Time","college entrance qualification","66","0.0163732373318275","0.0118855774740956","0.0208608971895594"
"Low transfer dependency","2016","Full Time","Other degree","101","0.0496965423086338","0.0376541248697391","0.0617389597475285"
"Low transfer dependency","2016","Full Time","no degree/no degree yet","21","","",""
"Low transfer dependency","2016","Part Time","lower secondary degree","147","0.0822405302171946","0.0669922012696478","0.0974888591647414"
"Low transfer dependency","2016","Part Time","secondary school degree","188","0.0885584297005977","0.0759967943114742","0.101120065089721"
"Low transfer dependency","2016","Part Time","college entrance qualification","158","0.0843983038473335","0.0725763029376496","0.0962203047570174"
"Low transfer dependency","2016","Part Time","Other degree","144","0.136751309085886","0.115829370461334","0.157673247710437"
"Low transfer dependency","2016","Part Time","no degree/no degree yet","32","0.0981038672233936","0.0565667546021823","0.139640979844605"
"Low transfer dependency","2016","Not Working","lower secondary degree","183","0.0529222127946141","0.0449415154686447","0.0609029101205835"
"Low transfer dependency","2016","Not Working","secondary school degree","135","0.0658183519377183","0.0546155295936043","0.0770211742818323"
"Low transfer dependency","2016","Not Working","college entrance qualification","99","0.0519089845469456","0.0408684913561701","0.0629494777377211"
"Low transfer dependency","2016","Not Working","Other degree","143","0.0982270203083556","0.079564731620738","0.116889308995973"
"Low transfer dependency","2016","Not Working","no degree/no degree yet","93","0.102799658761443","0.0827228720582841","0.122876445464602"
"High transfer dependency","2016","Full Time","lower secondary degree","24","","",""
"High transfer dependency","2016","Full Time","secondary school degree","20","","",""
"High transfer dependency","2016","Full Time","college entrance qualification","9","","",""
"High transfer dependency","2016","Full Time","Other degree","17","","",""
"High transfer dependency","2016","Full Time","no degree/no degree yet","9","","",""
"High transfer dependency","2016","Part Time","lower secondary degree","84","0.0538035982984716","0.0412805178321019","0.0663266787648413"
"High transfer dependency","2016","Part Time","secondary school degree","72","0.0418080015476291","0.0329584189350181","0.05065758416024"
"High transfer dependency","2016","Part Time","college entrance qualification","50","0.0280457949447488","0.0210243319143896","0.0350672579751079"
"High transfer dependency","2016","Part Time","Other degree","89","0.0644163078295174","0.0494674693573862","0.0793651463016486"
"High transfer dependency","2016","Part Time","no degree/no degree yet","28","","",""
"High transfer dependency","2016","Not Working","lower secondary degree","102","0.0240455596711787","0.018584697258413","0.0295064220839444"
"High transfer dependency","2016","Not Working","secondary school degree","87","0.0314293569665591","0.0235467171972245","0.0393119967358936"
"High transfer dependency","2016","Not Working","college entrance qualification","36","0.026705926054712","0.0186823485378057","0.0347295035716184"
"High transfer dependency","2016","Not Working","Other degree","89","0.0657942906565441","0.0502483798283294","0.0813402014847587"
"High transfer dependency","2016","Not Working","no degree/no degree yet","68","0.0732089259962428","0.0559891858880472","0.0904286661044385"
"Very high transfer dependency","2016","Full Time","lower secondary degree","5","","",""
"Very high transfer dependency","2016","Full Time","secondary school degree","3","","",""
"Very high transfer dependency","2016","Full Time","college entrance qualification","3","","",""
"Very high transfer dependency","2016","Full Time","Other degree","3","","",""
"Very high transfer dependency","2016","Full Time","no degree/no degree yet","1","","",""
"Very high transfer dependency","2016","Part Time","lower secondary degree","58","0.0303398925128919","0.0208200087085814","0.0398597763172024"
"Very high transfer dependency","2016","Part Time","secondary school degree","54","0.0265908428968592","0.0194773880447797","0.0337042977489387"
"Very high transfer dependency","2016","Part Time","college entrance qualification","25","","",""
"Very high transfer dependency","2016","Part Time","Other degree","63","0.0599420003898341","0.045487231440099","0.0743967693395692"
"Very high transfer dependency","2016","Part Time","no degree/no degree yet","26","","",""
"Very high transfer dependency","2016","Not Working","lower secondary degree","91","0.0163192971416069","0.011802747183382","0.0208358470998318"
"Very high transfer dependency","2016","Not Working","secondary school degree","73","0.0267657286690869","0.0194738990247736","0.0340575583134001"
"Very high transfer dependency","2016","Not Working","college entrance qualification","40","0.0194750976518357","0.0125979028212577","0.0263522924824138"
"Very high transfer dependency","2016","Not Working","Other degree","101","0.0671268933656043","0.0514355411824668","0.0828182455487417"
"Very high transfer dependency","2016","Not Working","no degree/no degree yet","79","0.0557492137202232","0.0405816193994139","0.0709168080410325"
"Complete transfer dependency","2016","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2016","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2016","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2016","Full Time","Other degree","","","",""
"Complete transfer dependency","2016","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2016","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2016","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2016","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2016","Part Time","Other degree","","","",""
"Complete transfer dependency","2016","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2016","Not Working","lower secondary degree","118","0.0386525124609967","0.0317809091596003","0.045524115762393"
"Complete transfer dependency","2016","Not Working","secondary school degree","67","0.0440276267116316","0.0347588250251453","0.0532964283981178"
"Complete transfer dependency","2016","Not Working","college entrance qualification","28","","",""
"Complete transfer dependency","2016","Not Working","Other degree","155","0.107173556321805","0.0877768427564411","0.12657026988717"
"Complete transfer dependency","2016","Not Working","no degree/no degree yet","70","0.0740434669465153","0.0567336559313854","0.0913532779616452"
"No transfer dependency","2017","Full Time","lower secondary degree","670","0.545344000026532","0.521770752565475","0.568917247487589"
"No transfer dependency","2017","Full Time","secondary school degree","1461","0.581162956896911","0.564405910231584","0.597920003562238"
"No transfer dependency","2017","Full Time","college entrance qualification","1507","0.571613541499667","0.555513621119009","0.587713461880324"
"No transfer dependency","2017","Full Time","Other degree","397","0.452969247255802","0.42518447874617","0.480754015765433"
"No transfer dependency","2017","Full Time","no degree/no degree yet","38","0.378749887426824","0.294386166384859","0.463113608468789"
"No transfer dependency","2017","Part Time","lower secondary degree","556","0.571062402991081","0.544729604930509","0.597395201051653"
"No transfer dependency","2017","Part Time","secondary school degree","635","0.386209492872041","0.365956315803645","0.406462669940437"
"No transfer dependency","2017","Part Time","college entrance qualification","580","0.331380554453241","0.312943822551772","0.349817286354709"
"No transfer dependency","2017","Part Time","Other degree","233","0.354029458422583","0.325321947045229","0.382736969799937"
"No transfer dependency","2017","Part Time","no degree/no degree yet","34","0.211361194053747","0.161152036881853","0.26157035122564"
"No transfer dependency","2017","Not Working","lower secondary degree","2087","0.747820193670144","0.732301222630324","0.763339164709965"
"No transfer dependency","2017","Not Working","secondary school degree","1218","0.67860981101893","0.6584477247006","0.698771897337259"
"No transfer dependency","2017","Not Working","college entrance qualification","982","0.639797741931286","0.617247911914363","0.662347571948208"
"No transfer dependency","2017","Not Working","Other degree","248","0.434627572079014","0.412552139117978","0.456703005040049"
"No transfer dependency","2017","Not Working","no degree/no degree yet","70","0.113148503401568","0.0980278985356186","0.128269108267518"
"Very low transfer dependency","2017","Full Time","lower secondary degree","912","0.403613529105338","0.380386726379062","0.426840331831614"
"Very low transfer dependency","2017","Full Time","secondary school degree","1706","0.388404074833475","0.371850181416683","0.404957968250267"
"Very low transfer dependency","2017","Full Time","college entrance qualification","2049","0.41459860241097","0.398570009414945","0.430627195406995"
"Very low transfer dependency","2017","Full Time","Other degree","705","0.478522364722405","0.450639620388096","0.506405109056714"
"Very low transfer dependency","2017","Full Time","no degree/no degree yet","56","0.45838634637005","0.371728704043235","0.545043988696864"
"Very low transfer dependency","2017","Part Time","lower secondary degree","492","0.266169528180312","0.242655057591922","0.289683998768701"
"Very low transfer dependency","2017","Part Time","secondary school degree","1270","0.490443892192338","0.469648731781682","0.511239052602994"
"Very low transfer dependency","2017","Part Time","college entrance qualification","1680","0.566514794075101","0.547104876250209","0.585924711899993"
"Very low transfer dependency","2017","Part Time","Other degree","501","0.404726723464788","0.375261575767416","0.434191871162161"
"Very low transfer dependency","2017","Part Time","no degree/no degree yet","106","0.364992156941064","0.305786590088878","0.424197723793251"
"Very low transfer dependency","2017","Not Working","lower secondary degree","423","0.119761690748318","0.108158744850239","0.131364636646398"
"Very low transfer dependency","2017","Not Working","secondary school degree","442","0.169531368132636","0.153332086903393","0.185730649361879"
"Very low transfer dependency","2017","Not Working","college entrance qualification","520","0.239911592338839","0.21985272636427","0.259970458313409"
"Very low transfer dependency","2017","Not Working","Other degree","244","0.171972229890939","0.155167370109807","0.18877708967207"
"Very low transfer dependency","2017","Not Working","no degree/no degree yet","592","0.560043046024566","0.536349224996763","0.583736867052369"
"Low transfer dependency","2017","Full Time","lower secondary degree","104","0.0397882506384215","0.0305348021300395","0.0490416991468036"
"Low transfer dependency","2017","Full Time","secondary school degree","127","0.0217035932853709","0.0167544842199459","0.0266527023507959"
"Low transfer dependency","2017","Full Time","college entrance qualification","64","0.0117885468371044","0.0082769092808753","0.0153001843933334"
"Low transfer dependency","2017","Full Time","Other degree","99","0.0526754335901522","0.040206766999326","0.0651441001809785"
"Low transfer dependency","2017","Full Time","no degree/no degree yet","23","","",""
"Low transfer dependency","2017","Part Time","lower secondary degree","153","0.0841350363771747","0.0693656540387728","0.0989044187155766"
"Low transfer dependency","2017","Part Time","secondary school degree","184","0.0737882883420993","0.0629135089384864","0.0846630677457122"
"Low transfer dependency","2017","Part Time","college entrance qualification","160","0.0647390822993871","0.0551012227868072","0.074376941811967"
"Low transfer dependency","2017","Part Time","Other degree","128","0.108727352147184","0.0900401542884079","0.12741455000596"
"Low transfer dependency","2017","Part Time","no degree/no degree yet","44","0.137574161790639","0.0952137132403586","0.17993461034092"
"Low transfer dependency","2017","Not Working","lower secondary degree","166","0.0431961955178455","0.0359310658340262","0.0504613252016648"
"Low transfer dependency","2017","Not Working","secondary school degree","155","0.0537503953637598","0.0440138972916652","0.0634868934358545"
"Low transfer dependency","2017","Not Working","college entrance qualification","100","0.04843987244023","0.0383550485452163","0.0585246963352436"
"Low transfer dependency","2017","Not Working","Other degree","164","0.118275183768002","0.103893934016032","0.132656433519973"
"Low transfer dependency","2017","Not Working","no degree/no degree yet","115","0.0881533814212143","0.0746202066722613","0.101686556170167"
"High transfer dependency","2017","Full Time","lower secondary degree","26","","",""
"High transfer dependency","2017","Full Time","secondary school degree","30","0.00761419326306482","0.00466177288425324","0.0105666136418764"
"High transfer dependency","2017","Full Time","college entrance qualification","8","","",""
"High transfer dependency","2017","Full Time","Other degree","24","","",""
"High transfer dependency","2017","Full Time","no degree/no degree yet","9","","",""
"High transfer dependency","2017","Part Time","lower secondary degree","96","0.0509728789355932","0.0392706912130395","0.0626750666581469"
"High transfer dependency","2017","Part Time","secondary school degree","88","0.0305666731666124","0.0234059866194574","0.0377273597137673"
"High transfer dependency","2017","Part Time","college entrance qualification","60","0.0276030056001481","0.0211860221470054","0.0340199890532908"
"High transfer dependency","2017","Part Time","Other degree","128","0.0954081078436494","0.0777725794876362","0.113043636199663"
"High transfer dependency","2017","Part Time","no degree/no degree yet","25","","",""
"High transfer dependency","2017","Not Working","lower secondary degree","121","0.0293484865342877","0.0233168703460251","0.0353801027225504"
"High transfer dependency","2017","Not Working","secondary school degree","85","0.0264893791522249","0.0195564728319227","0.0334222854725271"
"High transfer dependency","2017","Not Working","college entrance qualification","54","0.0283412196390165","0.0205462421899169","0.0361361970881162"
"High transfer dependency","2017","Not Working","Other degree","147","0.0724194110007954","0.0608772640124191","0.0839615579891716"
"High transfer dependency","2017","Not Working","no degree/no degree yet","119","0.0674228956830329","0.0554536886066319","0.0793921027594339"
"Very high transfer dependency","2017","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","2017","Full Time","secondary school degree","6","","",""
"Very high transfer dependency","2017","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","2017","Full Time","Other degree","8","","",""
"Very high transfer dependency","2017","Full Time","no degree/no degree yet","1","","",""
"Very high transfer dependency","2017","Part Time","lower secondary degree","60","0.0276601535158395","0.0189345695510581","0.0363857374806209"
"Very high transfer dependency","2017","Part Time","secondary school degree","43","0.0189916534269092","0.0133137324590178","0.0246695743948006"
"Very high transfer dependency","2017","Part Time","college entrance qualification","24","","",""
"Very high transfer dependency","2017","Part Time","Other degree","76","0.0371083581217948","0.0257610181496357","0.048455698093954"
"Very high transfer dependency","2017","Part Time","no degree/no degree yet","45","0.197288317615589","0.148348571820927","0.246228063410251"
"Very high transfer dependency","2017","Not Working","lower secondary degree","77","0.0193245324857887","0.0144049717277459","0.0242440932438314"
"Very high transfer dependency","2017","Not Working","secondary school degree","73","0.0274130734847993","0.0203636731629191","0.0344624738066795"
"Very high transfer dependency","2017","Not Working","college entrance qualification","39","0.0153884922499735","0.00960647751363888","0.0211705069863082"
"Very high transfer dependency","2017","Not Working","Other degree","177","0.0664914661426534","0.055396515321282","0.0775864169640249"
"Very high transfer dependency","2017","Not Working","no degree/no degree yet","119","0.0576644300288836","0.046537480964006","0.0687913790937613"
"Complete transfer dependency","2017","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2017","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2017","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2017","Full Time","Other degree","","","",""
"Complete transfer dependency","2017","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2017","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2017","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2017","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2017","Part Time","Other degree","","","",""
"Complete transfer dependency","2017","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2017","Not Working","lower secondary degree","134","0.0405489010436154","0.0335001829522682","0.0475976191349626"
"Complete transfer dependency","2017","Not Working","secondary school degree","88","0.0442059728476502","0.0353317214516716","0.0530802242436288"
"Complete transfer dependency","2017","Not Working","college entrance qualification","46","0.0281210814006549","0.0203555568847252","0.0358866059165846"
"Complete transfer dependency","2017","Not Working","Other degree","957","0.136214137118597","0.120938567339457","0.151489706897737"
"Complete transfer dependency","2017","Not Working","no degree/no degree yet","671","0.113567743440735","0.0984227329044142","0.128712753977055"
"No transfer dependency","2018","Full Time","lower secondary degree","621","0.539194435621218","0.51449867093669","0.563890200305746"
"No transfer dependency","2018","Full Time","secondary school degree","1375","0.573859193431946","0.55645409669318","0.591264290170711"
"No transfer dependency","2018","Full Time","college entrance qualification","1440","0.557444075228643","0.540958395860438","0.573929754596847"
"No transfer dependency","2018","Full Time","Other degree","401","0.466083017855738","0.437740194031728","0.494425841679748"
"No transfer dependency","2018","Full Time","no degree/no degree yet","44","0.335805328139406","0.25757492681007","0.414035729468741"
"No transfer dependency","2018","Part Time","lower secondary degree","525","0.536273467537602","0.50903928855533","0.563507646519873"
"No transfer dependency","2018","Part Time","secondary school degree","612","0.402249730314777","0.381580323297283","0.422919137332271"
"No transfer dependency","2018","Part Time","college entrance qualification","601","0.360777223901224","0.341730471426404","0.379823976376044"
"No transfer dependency","2018","Part Time","Other degree","246","0.373906176200682","0.345708207909492","0.402104144491871"
"No transfer dependency","2018","Part Time","no degree/no degree yet","41","0.17011047288781","0.128879040985565","0.211341904790056"
"No transfer dependency","2018","Not Working","lower secondary degree","1989","0.759801399070111","0.744171994833722","0.775430803306499"
"No transfer dependency","2018","Not Working","secondary school degree","1209","0.698368126879072","0.678228219839333","0.718508033918811"
"No transfer dependency","2018","Not Working","college entrance qualification","978","0.648102278564315","0.62532702253727","0.670877534591359"
"No transfer dependency","2018","Not Working","Other degree","248","0.460377136563397","0.440233796850244","0.480520476276549"
"No transfer dependency","2018","Not Working","no degree/no degree yet","72","0.118991877331407","0.104794799489817","0.133188955172997"
"Very low transfer dependency","2018","Full Time","lower secondary degree","828","0.404717011959223","0.380398982187159","0.429035041731286"
"Very low transfer dependency","2018","Full Time","secondary school degree","1592","0.398694216051505","0.381461058193799","0.41592737390921"
"Very low transfer dependency","2018","Full Time","college entrance qualification","1966","0.425410703920315","0.409000835846667","0.441820571993962"
"Very low transfer dependency","2018","Full Time","Other degree","657","0.480348060517725","0.451961752736097","0.508734368299353"
"Very low transfer dependency","2018","Full Time","no degree/no degree yet","58","0.479012272066104","0.396261674258777","0.561762869873431"
"Very low transfer dependency","2018","Part Time","lower secondary degree","474","0.296211838231995","0.271276667633974","0.321147008830016"
"Very low transfer dependency","2018","Part Time","secondary school degree","1226","0.470074313591011","0.449035996719886","0.491112630462135"
"Very low transfer dependency","2018","Part Time","college entrance qualification","1586","0.546078004736769","0.526331364357031","0.565824645116507"
"Very low transfer dependency","2018","Part Time","Other degree","481","0.390694854686506","0.362259866168641","0.41912984320437"
"Very low transfer dependency","2018","Part Time","no degree/no degree yet","99","0.417737367009053","0.36361660883308","0.471858125185026"
"Very low transfer dependency","2018","Not Working","lower secondary degree","382","0.113484125153052","0.10187985159867","0.125088398707434"
"Very low transfer dependency","2018","Not Working","secondary school degree","425","0.177685052019571","0.160911649064982","0.19445845497416"
"Very low transfer dependency","2018","Not Working","college entrance qualification","477","0.232861492280312","0.212704812516808","0.253018172043816"
"Very low transfer dependency","2018","Not Working","Other degree","196","0.15201549569054","0.137505498764811","0.166525492616269"
"Very low transfer dependency","2018","Not Working","no degree/no degree yet","492","0.475999464344243","0.454100708247614","0.497898220440872"
"Low transfer dependency","2018","Full Time","lower secondary degree","85","0.0373984194548465","0.0279981385977541","0.046798700311939"
"Low transfer dependency","2018","Full Time","secondary school degree","112","0.0227626993319499","0.0175133061049049","0.0280120925589949"
"Low transfer dependency","2018","Full Time","college entrance qualification","66","0.014671333677724","0.0106806484480295","0.0186620189074186"
"Low transfer dependency","2018","Full Time","Other degree","83","0.0319766078123001","0.0219804355511789","0.0419727800734214"
"Low transfer dependency","2018","Full Time","no degree/no degree yet","23","","",""
"Low transfer dependency","2018","Part Time","lower secondary degree","134","0.0833298012703415","0.0682360604323011","0.0984235421083818"
"Low transfer dependency","2018","Part Time","secondary school degree","192","0.0704920905957243","0.0597022013611552","0.0812819798302933"
"Low transfer dependency","2018","Part Time","college entrance qualification","166","0.0555854307827602","0.0464980842785443","0.0646727772869761"
"Low transfer dependency","2018","Part Time","Other degree","154","0.101304963558537","0.0837201275557111","0.118889799561362"
"Low transfer dependency","2018","Part Time","no degree/no degree yet","51","0.144848118864531","0.106226470370248","0.183469767358814"
"Low transfer dependency","2018","Not Working","lower secondary degree","171","0.0522499804030685","0.0441086175807426","0.0603913432253945"
"Low transfer dependency","2018","Not Working","secondary school degree","121","0.0404094027881094","0.0317684655860638","0.0490503399901551"
"Low transfer dependency","2018","Not Working","college entrance qualification","94","0.0457014610503482","0.0357418945004276","0.0556610276002687"
"Low transfer dependency","2018","Not Working","Other degree","171","0.0854914817855193","0.0741913181582768","0.0967916454127619"
"Low transfer dependency","2018","Not Working","no degree/no degree yet","131","0.09006225613209","0.0775098321469908","0.102614680117189"
"High transfer dependency","2018","Full Time","lower secondary degree","24","","",""
"High transfer dependency","2018","Full Time","secondary school degree","19","","",""
"High transfer dependency","2018","Full Time","college entrance qualification","10","","",""
"High transfer dependency","2018","Full Time","Other degree","41","0.0207702508432937","0.0126674011930526","0.0288731004935348"
"High transfer dependency","2018","Full Time","no degree/no degree yet","11","","",""
"High transfer dependency","2018","Part Time","lower secondary degree","101","0.0526412378050404","0.0404454335844264","0.0648370420256544"
"High transfer dependency","2018","Part Time","secondary school degree","91","0.0319005268088523","0.0244928987907973","0.0393081548269074"
"High transfer dependency","2018","Part Time","college entrance qualification","72","0.0309580851748055","0.0240884513576956","0.0378277189919153"
"High transfer dependency","2018","Part Time","Other degree","145","0.0845099718292031","0.0682994283221873","0.100720515336219"
"High transfer dependency","2018","Part Time","no degree/no degree yet","71","0.139027857104989","0.101061562457733","0.176994151752244"
"High transfer dependency","2018","Not Working","lower secondary degree","122","0.028022464325957","0.0219845295270562","0.0340603991248577"
"High transfer dependency","2018","Not Working","secondary school degree","85","0.0256672443142909","0.0187278763821673","0.0326066122464144"
"High transfer dependency","2018","Not Working","college entrance qualification","57","0.021640585323828","0.0147012642520759","0.0285799063955801"
"High transfer dependency","2018","Not Working","Other degree","212","0.0781101591457584","0.0672653301530819","0.0889549881384348"
"High transfer dependency","2018","Not Working","no degree/no degree yet","168","0.0816708329900288","0.0696624914736647","0.093679174506393"
"Very high transfer dependency","2018","Full Time","lower secondary degree","7","","",""
"Very high transfer dependency","2018","Full Time","secondary school degree","3","","",""
"Very high transfer dependency","2018","Full Time","college entrance qualification","5","","",""
"Very high transfer dependency","2018","Full Time","Other degree","8","","",""
"Very high transfer dependency","2018","Full Time","no degree/no degree yet","4","","",""
"Very high transfer dependency","2018","Part Time","lower secondary degree","54","0.0315436551550216","0.0219984296717898","0.0410888806382534"
"Very high transfer dependency","2018","Part Time","secondary school degree","41","0.0252833386896362","0.0186661022554479","0.0319005751238245"
"Very high transfer dependency","2018","Part Time","college entrance qualification","17","","",""
"Very high transfer dependency","2018","Part Time","Other degree","105","0.0495840337250732","0.0369324592180927","0.0622356082320536"
"Very high transfer dependency","2018","Part Time","no degree/no degree yet","57","0.128276184133617","0.0915804803587333","0.164971887908501"
"Very high transfer dependency","2018","Not Working","lower secondary degree","84","0.017257916180631","0.0124933748634636","0.0220224574977985"
"Very high transfer dependency","2018","Not Working","secondary school degree","72","0.0230285921037241","0.0164466923779401","0.0296104918295081"
"Very high transfer dependency","2018","Not Working","college entrance qualification","37","0.0230501918463524","0.015893593159921","0.0302067905327838"
"Very high transfer dependency","2018","Not Working","Other degree","279","0.0736585017336818","0.0631018442054326","0.084215159261931"
"Very high transfer dependency","2018","Not Working","no degree/no degree yet","201","0.065537738751078","0.054686558968929","0.076388918533227"
"Complete transfer dependency","2018","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2018","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2018","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2018","Full Time","Other degree","","","",""
"Complete transfer dependency","2018","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2018","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2018","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2018","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2018","Part Time","Other degree","","","",""
"Complete transfer dependency","2018","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2018","Not Working","lower secondary degree","122","0.0291841148671804","0.0230259850107814","0.0353422447235794"
