"transab_cat","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","10","","",""
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","73","0.10062266203964","0.0750836932147038","0.126161630864576"
"Low transfer dependency","2013","Saxony","Urban Area","70","0.0544962864880696","0.0398043684348536","0.0691882045412855"
"Low transfer dependency","2013","Saxony","Rural Area","88","0.0682716363163774","0.0515316667996703","0.0850116058330845"
"Low transfer dependency","2013","Saxony-Anhalt","Urban Area","37","0.0938038713736727","0.0624892289627643","0.125118513784581"
"Low transfer dependency","2013","Saxony-Anhalt","Rural Area","49","0.0627056228441701","0.045131216997053","0.0802800286912873"
"Low transfer dependency","2013","Thuringia","Urban Area","31","0.0891534309517721","0.0583611552945963","0.119945706608948"
"Low transfer dependency","2013","Thuringia","Rural Area","53","0.0614575683942956","0.0440473569711221","0.0788677798174691"
"High transfer dependency","2013","Schleswig-Holstein","Urban Area","27","","",""
"High transfer dependency","2013","Schleswig-Holstein","Rural Area","43","0.0307240500537928","0.0183239675791565","0.0431241325284291"
"High transfer dependency","2013","Hamburg","Urban Area","30","0.0295698936356466","0.0155896238942962","0.043550163376997"
"High transfer dependency","2013","Hamburg","Rural Area","","","",""
"High transfer dependency","2013","Lower Saxony","Urban Area","68","0.0326258974731225","0.0230853248769409","0.042166470069304"
"High transfer dependency","2013","Lower Saxony","Rural Area","84","0.0413736393229326","0.0316244641125024","0.0511228145333628"
"High transfer dependency","2013","Bremen","Urban Area","28","","",""
"High transfer dependency","2013","Bremen","Rural Area","","","",""
"High transfer dependency","2013","North Rhine-Westphalia","Urban Area","309","0.0276056005402173","0.0235605056322307","0.0316506954482039"
"High transfer dependency","2013","North Rhine-Westphalia","Rural Area","2","","",""
"High transfer dependency","2013","Hesse","Urban Area","77","0.025382468961125","0.0181604612780885","0.0326044766441615"
"High transfer dependency","2013","Hesse","Rural Area","19","","",""
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","43","0.0194510237901453","0.0120649105374236","0.026837137042867"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"High transfer dependency","2013","Baden-Württemberg","Urban Area","99","0.0161531663841179","0.0119169950626799","0.0203893377055559"
"High transfer dependency","2013","Baden-Württemberg","Rural Area","13","","",""
"High transfer dependency","2013","Bavaria","Urban Area","46","0.00910214944633986","0.00513367877813679","0.0130706201145429"
"High transfer dependency","2013","Bavaria","Rural Area","71","0.0201398678314187","0.014897091718145","0.0253826439446923"
"High transfer dependency","2013","Berlin","Urban Area","91","0.050551273623854","0.0379494385857581","0.0631531086619498"
"High transfer dependency","2013","Berlin","Rural Area","","","",""
"High transfer dependency","2013","Brandenburg","Urban Area","5","","",""
"High transfer dependency","2013","Brandenburg","Rural Area","58","0.0368141884346837","0.0254080824187012","0.0482202944506661"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","31","0.0373624743427696","0.021262184474271","0.0534627642112683"
"High transfer dependency","2013","Saxony","Urban Area","48","0.0413929286794332","0.0285001414677666","0.0542857158910998"
"High transfer dependency","2013","Saxony","Rural Area","31","0.0373458138078668","0.0247610240601832","0.0499306035555504"
"High transfer dependency","2013","Saxony-Anhalt","Urban Area","31","0.0959779805220767","0.0643405443114865","0.127615416732667"
"High transfer dependency","2013","Saxony-Anhalt","Rural Area","47","0.0503346264557251","0.0344853978688051","0.0661838550426451"
"High transfer dependency","2013","Thuringia","Urban Area","30","0.0697935457135951","0.0422609316273309","0.0973261597998594"
"High transfer dependency","2013","Thuringia","Rural Area","35","0.037999408020569","0.02413933597865","0.051859480062488"
"Very high transfer dependency","2013","Schleswig-Holstein","Urban Area","18","","",""
"Very high transfer dependency","2013","Schleswig-Holstein","Rural Area","18","","",""
"Very high transfer dependency","2013","Hamburg","Urban Area","14","","",""
"Very high transfer dependency","2013","Hamburg","Rural Area","","","",""
"Very high transfer dependency","2013","Lower Saxony","Urban Area","47","0.0149463571163792","0.00843016925228798","0.0214625449804704"
"Very high transfer dependency","2013","Lower Saxony","Rural Area","70","0.0359673326731274","0.0268518153418101","0.0450828500044446"
"Very high transfer dependency","2013","Bremen","Urban Area","18","","",""
"Very high transfer dependency","2013","Bremen","Rural Area","","","",""
"Very high transfer dependency","2013","North Rhine-Westphalia","Urban Area","176","0.016448921779066","0.0133085861345832","0.0195892574235488"
"Very high transfer dependency","2013","North Rhine-Westphalia","Rural Area","6","","",""
"Very high transfer dependency","2013","Hesse","Urban Area","35","0.0116007904560429","0.00668397519917895","0.0165176057129068"
"Very high transfer dependency","2013","Hesse","Rural Area","11","","",""
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","33","0.0142831303363728","0.00793716232052612","0.0206290983522196"
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","4","","",""
"Very high transfer dependency","2013","Baden-Württemberg","Urban Area","40","0.00831984877599325","0.00526756812913402","0.0113721294228525"
"Very high transfer dependency","2013","Baden-Württemberg","Rural Area","3","","",""
"Very high transfer dependency","2013","Bavaria","Urban Area","32","0.0124901511881799","0.0078493676049802","0.0171309347713797"
"Very high transfer dependency","2013","Bavaria","Rural Area","31","0.00588578362392578","0.00303101280703203","0.00874055444081954"
"Very high transfer dependency","2013","Berlin","Urban Area","58","0.0431952460544949","0.0315012856362475","0.0548892064727422"
"Very high transfer dependency","2013","Berlin","Rural Area","","","",""
"Very high transfer dependency","2013","Brandenburg","Urban Area","4","","",""
"Very high transfer dependency","2013","Brandenburg","Rural Area","76","0.0509349239588587","0.0376171825645852","0.0642526653531321"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","22","","",""
"Very high transfer dependency","2013","Saxony","Urban Area","54","0.0380475965997173","0.0256652251093689","0.0504299680900657"
"Very high transfer dependency","2013","Saxony","Rural Area","28","","",""
"Very high transfer dependency","2013","Saxony-Anhalt","Urban Area","20","","",""
"Very high transfer dependency","2013","Saxony-Anhalt","Rural Area","39","0.0391646739916412","0.0251022191308766","0.0532271288524058"
"Very high transfer dependency","2013","Thuringia","Urban Area","12","","",""
"Very high transfer dependency","2013","Thuringia","Rural Area","16","","",""
"Complete transfer dependency","2013","Schleswig-Holstein","Urban Area","17","","",""
"Complete transfer dependency","2013","Schleswig-Holstein","Rural Area","12","","",""
"Complete transfer dependency","2013","Hamburg","Urban Area","15","","",""
"Complete transfer dependency","2013","Hamburg","Rural Area","","","",""
"Complete transfer dependency","2013","Lower Saxony","Urban Area","27","","",""
"Complete transfer dependency","2013","Lower Saxony","Rural Area","34","0.0098758042086256","0.00503505701592171","0.0147165514013295"
"Complete transfer dependency","2013","Bremen","Urban Area","17","","",""
"Complete transfer dependency","2013","Bremen","Rural Area","","","",""
"Complete transfer dependency","2013","North Rhine-Westphalia","Urban Area","178","0.0256747474802989","0.0217698111116953","0.0295796838489025"
"Complete transfer dependency","2013","North Rhine-Westphalia","Rural Area","","","",""
"Complete transfer dependency","2013","Hesse","Urban Area","41","0.0191686111008449","0.0128725866521995","0.0254646355494903"
"Complete transfer dependency","2013","Hesse","Rural Area","4","","",""
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"Complete transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Complete transfer dependency","2013","Baden-Württemberg","Urban Area","48","0.0114798964182615","0.00790022903884065","0.0150595637976824"
"Complete transfer dependency","2013","Baden-Württemberg","Rural Area","1","","",""
"Complete transfer dependency","2013","Bavaria","Urban Area","22","","",""
"Complete transfer dependency","2013","Bavaria","Rural Area","28","","",""
"Complete transfer dependency","2013","Berlin","Urban Area","39","0.0351722305890027","0.0245758674217783","0.045768593756227"
"Complete transfer dependency","2013","Berlin","Rural Area","","","",""
"Complete transfer dependency","2013","Brandenburg","Urban Area","1","","",""
"Complete transfer dependency","2013","Brandenburg","Rural Area","28","","",""
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Complete transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","12","","",""
"Complete transfer dependency","2013","Saxony","Urban Area","18","","",""
"Complete transfer dependency","2013","Saxony","Rural Area","18","","",""
"Complete transfer dependency","2013","Saxony-Anhalt","Urban Area","12","","",""
"Complete transfer dependency","2013","Saxony-Anhalt","Rural Area","30","0.0386446874258212","0.0246721182858994","0.052617256565743"
"Complete transfer dependency","2013","Thuringia","Urban Area","14","","",""
"Complete transfer dependency","2013","Thuringia","Rural Area","11","","",""
"No transfer dependency","2014","Schleswig-Holstein","Urban Area","95","0.545015442473642","0.486583715588267","0.603447169359017"
"No transfer dependency","2014","Schleswig-Holstein","Rural Area","224","0.555549182429039","0.517582009941126","0.593516354916952"
"No transfer dependency","2014","Hamburg","Urban Area","175","0.594831296260162","0.54957346647274","0.640089126047584"
"No transfer dependency","2014","Hamburg","Rural Area","","","",""
"No transfer dependency","2014","Lower Saxony","Urban Area","422","0.513002836413029","0.484337980130327","0.54166769269573"
"No transfer dependency","2014","Lower Saxony","Rural Area","500","0.497379018449968","0.471705679618239","0.523052357281696"
"No transfer dependency","2014","Bremen","Urban Area","63","0.519756608146298","0.451531349702956","0.587981866589639"
"No transfer dependency","2014","Bremen","Rural Area","","","",""
"No transfer dependency","2014","North Rhine-Westphalia","Urban Area","1891","0.494527386267205","0.481409164136766","0.507645608397643"
"No transfer dependency","2014","North Rhine-Westphalia","Rural Area","40","0.450032150272512","0.361020287554393","0.53904401299063"
"No transfer dependency","2014","Hesse","Urban Area","547","0.481604514643734","0.456857199309991","0.506351829977477"
"No transfer dependency","2014","Hesse","Rural Area","121","0.549452962789228","0.496798357707419","0.602107567871038"
"No transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","446","0.519038912477948","0.490979448110201","0.547098376845695"
"No transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","143","0.565754528969721","0.517301968421876","0.614207089517567"
"No transfer dependency","2014","Baden-Württemberg","Urban Area","1026","0.535759464453006","0.517595724839519","0.553923204066493"
"No transfer dependency","2014","Baden-Württemberg","Rural Area","126","0.539242923253198","0.488246080064003","0.590239766442394"
"No transfer dependency","2014","Bavaria","Urban Area","825","0.5636950304445","0.541960499299957","0.585429561589043"
"No transfer dependency","2014","Bavaria","Rural Area","881","0.533276995674662","0.513546411752577","0.553007579596746"
"No transfer dependency","2014","Berlin","Urban Area","428","0.537518332157738","0.506584998794282","0.568451665521194"
"No transfer dependency","2014","Berlin","Rural Area","","","",""
"No transfer dependency","2014","Brandenburg","Urban Area","45","0.73984449509891","0.646024548510996","0.833664441686824"
"No transfer dependency","2014","Brandenburg","Rural Area","405","0.541425457834472","0.509639419657859","0.573211496011086"
"No transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","31","0.552248164827575","0.431361821564626","0.673134508090523"
"No transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","209","0.542855836995796","0.499059403873524","0.586652270118069"
"No transfer dependency","2014","Saxony","Urban Area","372","0.531792587040084","0.497866180539119","0.565718993541049"
"No transfer dependency","2014","Saxony","Rural Area","330","0.512226818464964","0.477260220646707","0.547193416283222"
"No transfer dependency","2014","Saxony-Anhalt","Urban Area","141","0.533327458326725","0.477702211967925","0.588952704685525"
"No transfer dependency","2014","Saxony-Anhalt","Rural Area","256","0.526181454047741","0.487972076088214","0.564390832007268"
"No transfer dependency","2014","Thuringia","Urban Area","125","0.496408757495112","0.441194451728908","0.551623063261316"
"No transfer dependency","2014","Thuringia","Rural Area","329","0.578174727693273","0.541432608151822","0.614916847234723"
"Very low transfer dependency","2014","Schleswig-Holstein","Urban Area","122","0.305583541627892","0.251530396090225","0.359636687165559"
"Very low transfer dependency","2014","Schleswig-Holstein","Rural Area","275","0.281211797973449","0.246859769834174","0.315563826112724"
"Very low transfer dependency","2014","Hamburg","Urban Area","213","0.289076654760617","0.24728430675187","0.330869002769363"
"Very low transfer dependency","2014","Hamburg","Rural Area","","","",""
"Very low transfer dependency","2014","Lower Saxony","Urban Area","540","0.369973510647265","0.342285523176815","0.397661498117715"
"Very low transfer dependency","2014","Lower Saxony","Rural Area","665","0.352561918165885","0.32802979504384","0.377094041287929"
"Very low transfer dependency","2014","Bremen","Urban Area","74","0.156006103793393","0.106454817922293","0.205557389664494"
"Very low transfer dependency","2014","Bremen","Rural Area","","","",""
"Very low transfer dependency","2014","North Rhine-Westphalia","Urban Area","2663","0.376827043043021","0.364112337056595","0.389541749029446"
"Very low transfer dependency","2014","North Rhine-Westphalia","Rural Area","62","0.466843207088354","0.377580415783344","0.556105998393364"
"Very low transfer dependency","2014","Hesse","Urban Area","768","0.386482193139648","0.362364790011596","0.4105995962677"
"Very low transfer dependency","2014","Hesse","Rural Area","174","0.35679838741273","0.306100946850835","0.407495827974626"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","581","0.359509607061316","0.332561019543755","0.386458194578877"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","203","0.366298346147797","0.319201159678148","0.413395532617447"
"Very low transfer dependency","2014","Baden-Württemberg","Urban Area","1560","0.388074447912874","0.370326194109186","0.405822701716562"
"Very low transfer dependency","2014","Baden-Württemberg","Rural Area","195","0.391623316278994","0.341684802881164","0.441561829676824"
"Very low transfer dependency","2014","Bavaria","Urban Area","972","0.358613820800697","0.337595094092531","0.379632547508863"
"Very low transfer dependency","2014","Bavaria","Rural Area","1291","0.374229978494325","0.355091360502039","0.39336859648661"
"Very low transfer dependency","2014","Berlin","Urban Area","339","0.24009469101256","0.213594205039479","0.266595176985641"
"Very low transfer dependency","2014","Berlin","Rural Area","","","",""
"Very low transfer dependency","2014","Brandenburg","Urban Area","23","","",""
"Very low transfer dependency","2014","Brandenburg","Rural Area","326","0.276080584440392","0.247562185567184","0.304598983313601"
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","14","","",""
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","176","0.296070882014407","0.255935055531026","0.336206708497789"
"Very low transfer dependency","2014","Saxony","Urban Area","289","0.28979522622782","0.258950211193624","0.320640241262017"
"Very low transfer dependency","2014","Saxony","Rural Area","340","0.376030808978967","0.342145882283782","0.409915735674153"
"Very low transfer dependency","2014","Saxony-Anhalt","Urban Area","75","0.218112895028336","0.17206799357932","0.264157796477351"
"Very low transfer dependency","2014","Saxony-Anhalt","Rural Area","257","0.287834023741451","0.253187645170463","0.322480402312438"
"Very low transfer dependency","2014","Thuringia","Urban Area","117","0.267467081795107","0.218585915832148","0.316348247758066"
"Very low transfer dependency","2014","Thuringia","Rural Area","249","0.278924362628504","0.245558528095672","0.312290197161336"
"Low transfer dependency","2014","Schleswig-Holstein","Urban Area","22","","",""
"Low transfer dependency","2014","Schleswig-Holstein","Rural Area","88","0.0769409544667973","0.0565785682636887","0.0973033406699058"
"Low transfer dependency","2014","Hamburg","Urban Area","27","","",""
"Low transfer dependency","2014","Hamburg","Rural Area","","","",""
"Low transfer dependency","2014","Lower Saxony","Urban Area","83","0.056128633374061","0.0429285914841748","0.0693286752639473"
"Low transfer dependency","2014","Lower Saxony","Rural Area","141","0.0778117553395339","0.0640570683307254","0.0915664423483424"
"Low transfer dependency","2014","Bremen","Urban Area","17","","",""
"Low transfer dependency","2014","Bremen","Rural Area","","","",""
"Low transfer dependency","2014","North Rhine-Westphalia","Urban Area","480","0.0614328268413303","0.0551324877870303","0.0677331658956303"
"Low transfer dependency","2014","North Rhine-Westphalia","Rural Area","10","","",""
"Low transfer dependency","2014","Hesse","Urban Area","113","0.0458420910869096","0.035483646448359","0.0562005357254603"
"Low transfer dependency","2014","Hesse","Rural Area","23","","",""
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","88","0.0583964120055963","0.045227448891213","0.0715653751199797"
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","33","0.0399749519228768","0.0208248838663984","0.0591250199793552"
"Low transfer dependency","2014","Baden-Württemberg","Urban Area","163","0.0386514483597769","0.0316308821943448","0.0456720145252091"
"Low transfer dependency","2014","Baden-Württemberg","Rural Area","34","0.0597713721394318","0.0355176494879395","0.0840250947909241"
"Low transfer dependency","2014","Bavaria","Urban Area","113","0.0419452694133749","0.0331597033840116","0.0507308354427383"
"Low transfer dependency","2014","Bavaria","Rural Area","168","0.0556700210167928","0.0466021258426589","0.0647379161909267"
"Low transfer dependency","2014","Berlin","Urban Area","98","0.102899671983727","0.084049716743939","0.121749627223516"
"Low transfer dependency","2014","Berlin","Rural Area","","","",""
"Low transfer dependency","2014","Brandenburg","Urban Area","9","","",""
"Low transfer dependency","2014","Brandenburg","Rural Area","94","0.0653640765753309","0.0495969376715609","0.081131215479101"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","54","0.0692635744875386","0.0469414409274966","0.0915857080475805"
"Low transfer dependency","2014","Saxony","Urban Area","63","0.0544503326860934","0.0390230292726661","0.0698776360995207"
"Low transfer dependency","2014","Saxony","Rural Area","59","0.0496218838073255","0.0344304732793041","0.0648132943353469"
"Low transfer dependency","2014","Saxony-Anhalt","Urban Area","44","0.102211011075506","0.0684352743455075","0.135986747805505"
"Low transfer dependency","2014","Saxony-Anhalt","Rural Area","63","0.0644314596935019","0.045643355440631","0.0832195639463728"
"Low transfer dependency","2014","Thuringia","Urban Area","36","0.10264182162853","0.0691269236065482","0.136156719650512"
"Low transfer dependency","2014","Thuringia","Rural Area","56","0.0780733454226125","0.0581130053588218","0.0980336854864033"
"High transfer dependency","2014","Schleswig-Holstein","Urban Area","12","","",""
"High transfer dependency","2014","Schleswig-Holstein","Rural Area","40","0.0548183218578158","0.0374260762535746","0.0722105674620571"
"High transfer dependency","2014","Hamburg","Urban Area","21","","",""
"High transfer dependency","2014","Hamburg","Rural Area","","","",""
"High transfer dependency","2014","Lower Saxony","Urban Area","54","0.0262804126660657","0.0171063920232743","0.0354544333088572"
"High transfer dependency","2014","Lower Saxony","Rural Area","92","0.0347216574883313","0.025321290242487","0.0441220247341757"
"High transfer dependency","2014","Bremen","Urban Area","22","","",""
"High transfer dependency","2014","Bremen","Rural Area","","","",""
"High transfer dependency","2014","North Rhine-Westphalia","Urban Area","238","0.0254711801412052","0.0213373477037823","0.0296050125786281"
"High transfer dependency","2014","North Rhine-Westphalia","Rural Area","5","","",""
"High transfer dependency","2014","Hesse","Urban Area","52","0.0251441308892208","0.0173898642276253","0.0328983975508163"
"High transfer dependency","2014","Hesse","Rural Area","15","","",""
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","45","0.0238493313078447","0.0152805121301439","0.0324181504855454"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"High transfer dependency","2014","Baden-Württemberg","Urban Area","72","0.0168142525217118","0.0121314549751332","0.0214970500682904"
"High transfer dependency","2014","Baden-Württemberg","Rural Area","7","","",""
"High transfer dependency","2014","Bavaria","Urban Area","44","0.0128530013660562","0.00791642016850839","0.0177895825636041"
"High transfer dependency","2014","Bavaria","Rural Area","53","0.0163950858973193","0.0113728038015752","0.0214173679930634"
"High transfer dependency","2014","Berlin","Urban Area","68","0.0641408413425694","0.0489404281343749","0.0793412545507639"
"High transfer dependency","2014","Berlin","Rural Area","","","",""
"High transfer dependency","2014","Brandenburg","Urban Area","3","","",""
"High transfer dependency","2014","Brandenburg","Rural Area","59","0.0511698465277075","0.0371137933980933","0.0652258996573216"
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","25","","",""
"High transfer dependency","2014","Saxony","Urban Area","59","0.0687240361713065","0.0515235348473237","0.0859245374952892"
"High transfer dependency","2014","Saxony","Rural Area","27","","",""
"High transfer dependency","2014","Saxony-Anhalt","Urban Area","25","","",""
"High transfer dependency","2014","Saxony-Anhalt","Rural Area","39","0.0629348117998455","0.0443513532911505","0.0815182703085404"
"High transfer dependency","2014","Thuringia","Urban Area","10","","",""
"High transfer dependency","2014","Thuringia","Rural Area","34","0.0294615721549081","0.0168809336676379","0.0420422106421783"
"Very high transfer dependency","2014","Schleswig-Holstein","Urban Area","15","","",""
"Very high transfer dependency","2014","Schleswig-Holstein","Rural Area","20","","",""
"Very high transfer dependency","2014","Hamburg","Urban Area","7","","",""
"Very high transfer dependency","2014","Hamburg","Rural Area","","","",""
"Very high transfer dependency","2014","Lower Saxony","Urban Area","48","0.0226172782972598","0.0140906139123603","0.0311439426821593"
"Very high transfer dependency","2014","Lower Saxony","Rural Area","48","0.0313231386559484","0.0223789610481542","0.0402673162637427"
"Very high transfer dependency","2014","Bremen","Urban Area","22","","",""
"Very high transfer dependency","2014","Bremen","Rural Area","","","",""
"Very high transfer dependency","2014","North Rhine-Westphalia","Urban Area","174","0.0171137590670621","0.0137108109622864","0.0205167071718378"
"Very high transfer dependency","2014","North Rhine-Westphalia","Rural Area","3","","",""
"Very high transfer dependency","2014","Hesse","Urban Area","62","0.0369197799242178","0.027580508537366","0.0462590513110697"
"Very high transfer dependency","2014","Hesse","Rural Area","8","","",""
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","32","0.0176341885723332","0.0102425826118613","0.0250257945328051"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"Very high transfer dependency","2014","Baden-Württemberg","Urban Area","51","0.0133137845909011","0.00913943222753503","0.0174881369542673"
"Very high transfer dependency","2014","Baden-Württemberg","Rural Area","4","","",""
"Very high transfer dependency","2014","Bavaria","Urban Area","20","","",""
"Very high transfer dependency","2014","Bavaria","Rural Area","43","0.0135610462855426","0.00898684137420188","0.0181352511968833"
"Very high transfer dependency","2014","Berlin","Urban Area","50","0.0390695624397075","0.0270483556213693","0.0510907692580458"
"Very high transfer dependency","2014","Berlin","Rural Area","","","",""
"Very high transfer dependency","2014","Brandenburg","Urban Area","3","","",""
"Very high transfer dependency","2014","Brandenburg","Rural Area","28","","",""
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Very high transfer dependency","2014","Saxony","Urban Area","33","0.03435548097527","0.0219716722482353","0.0467392897023046"
"Very high transfer dependency","2014","Saxony","Rural Area","12","","",""
"Very high transfer dependency","2014","Saxony-Anhalt","Urban Area","15","","",""
"Very high transfer dependency","2014","Saxony-Anhalt","Rural Area","19","","",""
"Very high transfer dependency","2014","Thuringia","Urban Area","18","","",""
"Very high transfer dependency","2014","Thuringia","Rural Area","14","","",""
"Complete transfer dependency","2014","Schleswig-Holstein","Urban Area","13","","",""
"Complete transfer dependency","2014","Schleswig-Holstein","Rural Area","11","","",""
"Complete transfer dependency","2014","Hamburg","Urban Area","9","","",""
"Complete transfer dependency","2014","Hamburg","Rural Area","","","",""
"Complete transfer dependency","2014","Lower Saxony","Urban Area","21","","",""
"Complete transfer dependency","2014","Lower Saxony","Rural Area","11","","",""
"Complete transfer dependency","2014","Bremen","Urban Area","8","","",""
"Complete transfer dependency","2014","Bremen","Rural Area","","","",""
"Complete transfer dependency","2014","North Rhine-Westphalia","Urban Area","134","0.024627804640177","0.020561227386866","0.028694381893488"
"Complete transfer dependency","2014","North Rhine-Westphalia","Rural Area","","","",""
"Complete transfer dependency","2014","Hesse","Urban Area","24","","",""
"Complete transfer dependency","2014","Hesse","Rural Area","2","","",""
"Complete transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","26","","",""
"Complete transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Complete transfer dependency","2014","Baden-Württemberg","Urban Area","24","","",""
"Complete transfer dependency","2014","Baden-Württemberg","Rural Area","1","","",""
"Complete transfer dependency","2014","Bavaria","Urban Area","26","","",""
"Complete transfer dependency","2014","Bavaria","Rural Area","20","","",""
"Complete transfer dependency","2014","Berlin","Urban Area","15","","",""
"Complete transfer dependency","2014","Berlin","Rural Area","","","",""
"Complete transfer dependency","2014","Brandenburg","Urban Area","1","","",""
"Complete transfer dependency","2014","Brandenburg","Rural Area","32","0.0409562269572461","0.0283134848442085","0.0535989690702837"
"Complete transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Complete transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","13","","",""
"Complete transfer dependency","2014","Saxony","Urban Area","15","","",""
"Complete transfer dependency","2014","Saxony","Rural Area","17","","",""
"Complete transfer dependency","2014","Saxony-Anhalt","Urban Area","9","","",""
"Complete transfer dependency","2014","Saxony-Anhalt","Rural Area","22","","",""
"Complete transfer dependency","2014","Thuringia","Urban Area","9","","",""
"Complete transfer dependency","2014","Thuringia","Rural Area","12","","",""
"No transfer dependency","2015","Schleswig-Holstein","Urban Area","81","0.494653017920815","0.43139906952525","0.557906966316379"
"No transfer dependency","2015","Schleswig-Holstein","Rural Area","215","0.51921397622811","0.480951194052481","0.557476758403739"
"No transfer dependency","2015","Hamburg","Urban Area","188","0.646953100968802","0.603467878044882","0.690438323892721"
"No transfer dependency","2015","Hamburg","Rural Area","","","",""
"No transfer dependency","2015","Lower Saxony","Urban Area","446","0.569579785991097","0.540962872908984","0.59819669907321"
"No transfer dependency","2015","Lower Saxony","Rural Area","521","0.503586064570756","0.478215945029867","0.528956184111645"
"No transfer dependency","2015","Bremen","Urban Area","61","0.496332078250934","0.42523862516827","0.567425531333598"
"No transfer dependency","2015","Bremen","Rural Area","","","",""
"No transfer dependency","2015","North Rhine-Westphalia","Urban Area","1925","0.509820726212439","0.496651037977016","0.522990414447862"
"No transfer dependency","2015","North Rhine-Westphalia","Rural Area","32","0.416495257340977","0.324785862649128","0.508204652032826"
"No transfer dependency","2015","Hesse","Urban Area","593","0.516948830034701","0.492031345540263","0.541866314529139"
"No transfer dependency","2015","Hesse","Rural Area","124","0.587039220519169","0.535749016998855","0.638329424039483"
"No transfer dependency","2015","Rhineland-Palatinate,Saarland","Urban Area","465","0.536594256161708","0.508285963337471","0.564902548985945"
"No transfer dependency","2015","Rhineland-Palatinate,Saarland","Rural Area","174","0.639581831394957","0.594720397607513","0.6844432651824"
"No transfer dependency","2015","Baden-Württemberg","Urban Area","1091","0.549428010965224","0.531406132862545","0.567449889067903"
"No transfer dependency","2015","Baden-Württemberg","Rural Area","127","0.57413409584072","0.521497069456304","0.626771122225135"
"No transfer dependency","2015","Bavaria","Urban Area","891","0.568311984933505","0.546881212929689","0.589742756937321"
"No transfer dependency","2015","Bavaria","Rural Area","894","0.570085917254722","0.550308433425612","0.589863401083831"
"No transfer dependency","2015","Berlin","Urban Area","430","0.534450813669928","0.503550156940768","0.565351470399087"
"No transfer dependency","2015","Berlin","Rural Area","","","",""
"No transfer dependency","2015","Brandenburg","Urban Area","43","0.766304968868019","0.672988111334636","0.859621826401403"
"No transfer dependency","2015","Brandenburg","Rural Area","406","0.551522169977749","0.519745728819632","0.583298611135865"
"No transfer dependency","2015","Mecklenburg-Western Pomerania","Urban Area","30","0.563688650139644","0.443126964027753","0.684250336251534"
"No transfer dependency","2015","Mecklenburg-Western Pomerania","Rural Area","211","0.528493004614268","0.484606237662702","0.572379771565834"
"No transfer dependency","2015","Saxony","Urban Area","378","0.550702420518811","0.516963561975156","0.584441279062466"
"No transfer dependency","2015","Saxony","Rural Area","328","0.527604780513867","0.491087958318853","0.56412160270888"
