"plb0195_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Not paid","2014","66 and older","Part Time","7","","","","4"
"Not paid","2014","66 and older","Not Working","","","","","4"
"Paid","2014","16-34 y.","Not Working","20","","","","3"
"Paid","2014","66 and older","Full Time","2","","","","3"
"Paid","2014","16-34 y.","Full Time","183","0.0901932847841316","0.076552069624575","0.103834499943688","3"
"Paid","2014","16-34 y.","Part Time","134","0.180976902717423","0.152374460190511","0.209579345244336","3"
"Paid","2014","35-65 y.","Not Working","23","","","","3"
"Paid","2014","35-65 y.","Part Time","278","0.129372911225453","0.115396393195378","0.143349429255529","3"
"Paid","2014","66 and older","Not Working","1","","","","3"
"Paid","2014","35-65 y.","Full Time","546","0.100812926818399","0.0926193579922796","0.109006495644519","3"
"Paid","2014","66 and older","Part Time","11","","","","3"
"Partly, partly","2014","35-65 y.","Not Working","27","","","","2"
"Partly, partly","2014","66 and older","Full Time","3","","","","2"
"Partly, partly","2014","16-34 y.","Full Time","401","0.232954885367135","0.212825164465801","0.253084606268468","2"
"Partly, partly","2014","35-65 y.","Part Time","442","0.200404902456903","0.183734332137998","0.217075472775808","2"
"Partly, partly","2014","66 and older","Not Working","","","","","2"
"Partly, partly","2014","16-34 y.","Part Time","148","0.232912350536713","0.201509995057532","0.264314706015895","2"
"Partly, partly","2014","16-34 y.","Not Working","19","","","","2"
"Partly, partly","2014","35-65 y.","Full Time","1126","0.223507996607667","0.212170817867463","0.234845175347871","2"
"Partly, partly","2014","66 and older","Part Time","3","","","","2"
"Acclaimed","2015","16-34 y.","Full Time","","","","","1"
"Acclaimed","2015","16-34 y.","Part Time","","","","","1"
"Acclaimed","2015","16-34 y.","Not Working","","","","","1"
"Acclaimed","2015","35-65 y.","Full Time","","","","","1"
"Acclaimed","2015","66 and older","Part Time","","","","","1"
"Acclaimed","2015","35-65 y.","Part Time","","","","","1"
"Acclaimed","2015","35-65 y.","Not Working","","","","","1"
"Acclaimed","2015","66 and older","Full Time","","","","","1"
"Acclaimed","2015","66 and older","Not Working","","","","","1"
"Not paid","2015","16-34 y.","Full Time","","","","","4"
"Not paid","2015","16-34 y.","Part Time","","","","","4"
"Not paid","2015","16-34 y.","Not Working","","","","","4"
"Not paid","2015","35-65 y.","Full Time","","","","","4"
"Not paid","2015","35-65 y.","Part Time","","","","","4"
"Not paid","2015","35-65 y.","Not Working","","","","","4"
"Not paid","2015","66 and older","Full Time","","","","","4"
"Not paid","2015","66 and older","Part Time","","","","","4"
"Not paid","2015","66 and older","Not Working","","","","","4"
"Paid","2015","16-34 y.","Not Working","","","","","3"
"Paid","2015","35-65 y.","Not Working","","","","","3"
"Paid","2015","66 and older","Full Time","","","","","3"
"Paid","2015","16-34 y.","Full Time","","","","","3"
"Paid","2015","16-34 y.","Part Time","","","","","3"
"Paid","2015","35-65 y.","Full Time","","","","","3"
"Paid","2015","35-65 y.","Part Time","","","","","3"
"Paid","2015","66 and older","Part Time","","","","","3"
"Paid","2015","66 and older","Not Working","","","","","3"
"Partly, partly","2015","16-34 y.","Full Time","","","","","2"
"Partly, partly","2015","16-34 y.","Part Time","","","","","2"
"Partly, partly","2015","16-34 y.","Not Working","","","","","2"
"Partly, partly","2015","35-65 y.","Not Working","","","","","2"
"Partly, partly","2015","66 and older","Full Time","","","","","2"
"Partly, partly","2015","66 and older","Not Working","","","","","2"
"Partly, partly","2015","35-65 y.","Full Time","","","","","2"
"Partly, partly","2015","66 and older","Part Time","","","","","2"
"Partly, partly","2015","35-65 y.","Part Time","","","","","2"
"Acclaimed","2016","16-34 y.","Full Time","","","","","1"
"Acclaimed","2016","16-34 y.","Part Time","","","","","1"
"Acclaimed","2016","16-34 y.","Not Working","","","","","1"
"Acclaimed","2016","35-65 y.","Full Time","","","","","1"
"Acclaimed","2016","66 and older","Part Time","","","","","1"
"Acclaimed","2016","35-65 y.","Part Time","","","","","1"
"Acclaimed","2016","35-65 y.","Not Working","","","","","1"
"Acclaimed","2016","66 and older","Full Time","","","","","1"
"Acclaimed","2016","66 and older","Not Working","","","","","1"
"Not paid","2016","16-34 y.","Full Time","","","","","4"
"Not paid","2016","16-34 y.","Part Time","","","","","4"
"Not paid","2016","16-34 y.","Not Working","","","","","4"
"Not paid","2016","35-65 y.","Full Time","","","","","4"
"Not paid","2016","35-65 y.","Part Time","","","","","4"
"Not paid","2016","35-65 y.","Not Working","","","","","4"
"Not paid","2016","66 and older","Full Time","","","","","4"
"Not paid","2016","66 and older","Part Time","","","","","4"
"Not paid","2016","66 and older","Not Working","","","","","4"
"Paid","2016","16-34 y.","Not Working","","","","","3"
"Paid","2016","35-65 y.","Not Working","","","","","3"
"Paid","2016","66 and older","Full Time","","","","","3"
"Paid","2016","16-34 y.","Full Time","","","","","3"
"Paid","2016","35-65 y.","Part Time","","","","","3"
"Paid","2016","66 and older","Not Working","","","","","3"
"Paid","2016","16-34 y.","Part Time","","","","","3"
"Paid","2016","35-65 y.","Full Time","","","","","3"
"Paid","2016","66 and older","Part Time","","","","","3"
"Partly, partly","2016","16-34 y.","Full Time","","","","","2"
"Partly, partly","2016","16-34 y.","Part Time","","","","","2"
"Partly, partly","2016","16-34 y.","Not Working","","","","","2"
"Partly, partly","2016","35-65 y.","Not Working","","","","","2"
"Partly, partly","2016","66 and older","Full Time","","","","","2"
"Partly, partly","2016","35-65 y.","Full Time","","","","","2"
"Partly, partly","2016","35-65 y.","Part Time","","","","","2"
"Partly, partly","2016","66 and older","Not Working","","","","","2"
"Partly, partly","2016","66 and older","Part Time","","","","","2"
"Acclaimed","2017","16-34 y.","Full Time","","","","","1"
"Acclaimed","2017","16-34 y.","Part Time","","","","","1"
"Acclaimed","2017","16-34 y.","Not Working","","","","","1"
"Acclaimed","2017","35-65 y.","Full Time","","","","","1"
"Acclaimed","2017","66 and older","Part Time","","","","","1"
"Acclaimed","2017","35-65 y.","Not Working","","","","","1"
"Acclaimed","2017","66 and older","Full Time","","","","","1"
"Acclaimed","2017","35-65 y.","Part Time","","","","","1"
"Acclaimed","2017","66 and older","Not Working","","","","","1"
"Not paid","2017","16-34 y.","Full Time","","","","","4"
"Not paid","2017","16-34 y.","Part Time","","","","","4"
"Not paid","2017","16-34 y.","Not Working","","","","","4"
"Not paid","2017","35-65 y.","Full Time","","","","","4"
"Not paid","2017","35-65 y.","Part Time","","","","","4"
"Not paid","2017","35-65 y.","Not Working","","","","","4"
"Not paid","2017","66 and older","Full Time","","","","","4"
"Not paid","2017","66 and older","Part Time","","","","","4"
"Not paid","2017","66 and older","Not Working","","","","","4"
"Paid","2017","16-34 y.","Not Working","","","","","3"
"Paid","2017","35-65 y.","Not Working","","","","","3"
"Paid","2017","16-34 y.","Full Time","","","","","3"
"Paid","2017","35-65 y.","Full Time","","","","","3"
"Paid","2017","66 and older","Not Working","","","","","3"
"Paid","2017","35-65 y.","Part Time","","","","","3"
"Paid","2017","66 and older","Full Time","","","","","3"
"Paid","2017","66 and older","Part Time","","","","","3"
"Paid","2017","16-34 y.","Part Time","","","","","3"
"Partly, partly","2017","16-34 y.","Full Time","","","","","2"
"Partly, partly","2017","16-34 y.","Part Time","","","","","2"
"Partly, partly","2017","35-65 y.","Not Working","","","","","2"
"Partly, partly","2017","16-34 y.","Not Working","","","","","2"
"Partly, partly","2017","66 and older","Full Time","","","","","2"
"Partly, partly","2017","35-65 y.","Part Time","","","","","2"
"Partly, partly","2017","35-65 y.","Full Time","","","","","2"
"Partly, partly","2017","66 and older","Part Time","","","","","2"
"Partly, partly","2017","66 and older","Not Working","","","","","2"
"Acclaimed","2018","16-34 y.","Full Time","837","0.54880764959152","0.524271269559481","0.573344029623559","1"
"Acclaimed","2018","16-34 y.","Part Time","346","0.486825480583305","0.449798502947388","0.523852458219221","1"
"Acclaimed","2018","16-34 y.","Not Working","15","","","","1"
"Acclaimed","2018","35-65 y.","Full Time","2609","0.514415332935725","0.500676977283903","0.528153688587547","1"
"Acclaimed","2018","66 and older","Part Time","17","","","","1"
"Acclaimed","2018","35-65 y.","Part Time","1410","0.613615878555113","0.593844904758856","0.633386852351369","1"
"Acclaimed","2018","35-65 y.","Not Working","30","0.523296921260916","0.401877130281969","0.644716712239864","1"
"Acclaimed","2018","66 and older","Full Time","6","","","","1"
"Acclaimed","2018","66 and older","Not Working","","","","","1"
"Not paid","2018","16-34 y.","Full Time","158","0.101094287388742","0.0862301426568689","0.115958432120614","4"
"Not paid","2018","16-34 y.","Part Time","76","0.108658489730543","0.0856041350991699","0.131712844361916","4"
"Not paid","2018","16-34 y.","Not Working","13","","","","4"
"Not paid","2018","35-65 y.","Full Time","819","0.163381128117586","0.153218404992541","0.173543851242631","4"
"Not paid","2018","35-65 y.","Part Time","195","0.0874868909240656","0.0760143087225197","0.0989594731256116","4"
"Not paid","2018","35-65 y.","Not Working","9","","","","4"
"Not paid","2018","66 and older","Full Time","2","","","","4"
"Not paid","2018","66 and older","Part Time","8","","","","4"
"Not paid","2018","66 and older","Not Working","","","","","4"
"Paid","2018","35-65 y.","Not Working","13","","","","3"
"Paid","2018","16-34 y.","Full Time","158","0.0760206503816947","0.0629524293764224","0.0890888713869671","3"
"Paid","2018","16-34 y.","Part Time","129","0.152915691114639","0.126253955623911","0.179577426605366","3"
"Paid","2018","16-34 y.","Not Working","16","","","","3"
"Paid","2018","35-65 y.","Full Time","526","0.101332706017866","0.0930376445533275","0.109627767482404","3"
"Paid","2018","35-65 y.","Part Time","330","0.13652006355827","0.122579045272306","0.150461081844234","3"
"Paid","2018","66 and older","Full Time","5","","","","3"
"Paid","2018","66 and older","Part Time","16","","","","3"
"Paid","2018","66 and older","Not Working","","","","","3"
"Partly, partly","2018","16-34 y.","Full Time","427","0.274077412638043","0.252083559267137","0.29607126600895","2"
"Partly, partly","2018","16-34 y.","Part Time","149","0.251600338571514","0.219454743273513","0.283745933869515","2"
"Partly, partly","2018","35-65 y.","Not Working","13","","","","2"
"Partly, partly","2018","66 and older","Not Working","","","","","2"
"Partly, partly","2018","35-65 y.","Full Time","1130","0.220870832928823","0.20946782999941","0.232273835858236","2"
"Partly, partly","2018","66 and older","Part Time","11","","","","2"
"Partly, partly","2018","16-34 y.","Not Working","14","","","","2"
"Partly, partly","2018","35-65 y.","Part Time","395","0.162377166962552","0.147402510629656","0.177351823295448","2"
"Partly, partly","2018","66 and older","Full Time","6","","","","2"
