"plb0195_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","2011","middle vocational","East Germany","178","0.137625540632023","0.117825973504326","0.157425107759719"
"Paid","2011","vocational + Abi","West Germany","86","0.10582600977103","0.0839560229208339","0.127695996621225"
"Paid","2011","vocational + Abi","East Germany","12","","",""
"Paid","2011","higher vocational","West Germany","57","0.102291350819292","0.0788690385796766","0.125713663058907"
"Paid","2011","higher vocational","East Germany","14","","",""
"Paid","2011","higher education","West Germany","95","0.0465681058925175","0.0375344389908093","0.0556017727942257"
"Paid","2011","higher education","East Germany","34","0.0398226363723349","0.0252111429269662","0.0544341298177035"
"Not paid","2011","in school","West Germany","2","","",""
"Not paid","2011","in school","East Germany","","","",""
"Not paid","2011","inadequately","West Germany","9","","",""
"Not paid","2011","inadequately","East Germany","","","",""
"Not paid","2011","general elemantary","West Germany","50","0.1030121848824","0.0765787375267335","0.129445632238067"
"Not paid","2011","general elemantary","East Germany","10","","",""
"Not paid","2011","middle vocational","West Germany","436","0.126206635305301","0.115475920252637","0.136937350357965"
"Not paid","2011","middle vocational","East Germany","132","0.107856706072191","0.0900288500629341","0.125684562081449"
"Not paid","2011","vocational + Abi","West Germany","113","0.156058999552332","0.130257690117251","0.181860308987413"
"Not paid","2011","vocational + Abi","East Germany","19","","",""
"Not paid","2011","higher vocational","West Germany","137","0.242465888855353","0.209339886703266","0.275591891007439"
"Not paid","2011","higher vocational","East Germany","27","","",""
"Not paid","2011","higher education","West Germany","797","0.361202395263871","0.34060881303075","0.381795977496992"
"Not paid","2011","higher education","East Germany","205","0.271512595426639","0.238280334725226","0.304744856128051"
"Acclaimed","2012","in school","West Germany","3","","",""
"Acclaimed","2012","in school","East Germany","","","",""
"Acclaimed","2012","inadequately","West Germany","17","","",""
"Acclaimed","2012","inadequately","East Germany","3","","",""
"Acclaimed","2012","general elemantary","West Germany","257","0.460582878798168","0.418306895180136","0.5028588624162"
"Acclaimed","2012","general elemantary","East Germany","34","0.615652637123481","0.497397167386834","0.733908106860128"
"Acclaimed","2012","middle vocational","West Germany","2009","0.515923798138159","0.500044898373786","0.531802697902532"
"Acclaimed","2012","middle vocational","East Germany","624","0.555892197114014","0.527650118695534","0.584134275532495"
"Acclaimed","2012","vocational + Abi","West Germany","434","0.545358825499972","0.511110004024304","0.579607646975639"
"Acclaimed","2012","vocational + Abi","East Germany","88","0.655593722702783","0.57798335027264","0.733204095132926"
"Acclaimed","2012","higher vocational","West Germany","344","0.531996105122534","0.493368477476596","0.570623732768471"
"Acclaimed","2012","higher vocational","East Germany","108","0.478700324923484","0.406520675599082","0.550879974247887"
"Acclaimed","2012","higher education","West Germany","972","0.455005095081332","0.434033898278744","0.475976291883919"
"Acclaimed","2012","higher education","East Germany","361","0.566415055243299","0.528521103531504","0.604309006955094"
"Partly, partly","2012","in school","West Germany","","","",""
"Partly, partly","2012","in school","East Germany","","","",""
"Partly, partly","2012","inadequately","West Germany","17","","",""
"Partly, partly","2012","inadequately","East Germany","2","","",""
"Partly, partly","2012","general elemantary","West Germany","99","0.229069259738233","0.193426727567215","0.264711791909251"
"Partly, partly","2012","general elemantary","East Germany","16","","",""
"Partly, partly","2012","middle vocational","West Germany","845","0.235293707909351","0.221815776275044","0.248771639543658"
"Partly, partly","2012","middle vocational","East Germany","306","0.244896782350104","0.220453931164343","0.269339633535864"
"Partly, partly","2012","vocational + Abi","West Germany","172","0.210169197557515","0.182145744845575","0.238192650269455"
"Partly, partly","2012","vocational + Abi","East Germany","31","0.154584140640945","0.0955389528403749","0.213629328441515"
"Partly, partly","2012","higher vocational","West Germany","122","0.18764564299818","0.157421007244801","0.217870278751559"
"Partly, partly","2012","higher vocational","East Germany","38","0.251461690896774","0.18877402333911","0.314149358454438"
"Partly, partly","2012","higher education","West Germany","301","0.15236576511861","0.137231309372424","0.167500220864796"
"Partly, partly","2012","higher education","East Germany","98","0.151066856124998","0.123683495456408","0.178450216793589"
"Paid","2012","in school","West Germany","8","","",""
"Paid","2012","in school","East Germany","","","",""
"Paid","2012","inadequately","West Germany","27","","",""
"Paid","2012","inadequately","East Germany","1","","",""
"Paid","2012","general elemantary","West Germany","130","0.214219543614499","0.17942127638732","0.249017810841679"
"Paid","2012","general elemantary","East Germany","10","","",""
"Paid","2012","middle vocational","West Germany","556","0.145335254136891","0.13413690141337","0.156533606860411"
"Paid","2012","middle vocational","East Germany","153","0.112371182035151","0.0944196989095481","0.130322665160754"
"Paid","2012","vocational + Abi","West Germany","86","0.100990368421741","0.0802654787646797","0.121715258078802"
"Paid","2012","vocational + Abi","East Germany","11","","",""
"Paid","2012","higher vocational","West Germany","59","0.101970061670525","0.0785439167887929","0.125396206552257"
"Paid","2012","higher vocational","East Germany","13","","",""
"Paid","2012","higher education","West Germany","111","0.0494808579368378","0.0403477643240157","0.05861395154966"
"Paid","2012","higher education","East Germany","27","","",""
"Not paid","2012","in school","West Germany","1","","",""
"Not paid","2012","in school","East Germany","","","",""
"Not paid","2012","inadequately","West Germany","8","","",""
"Not paid","2012","inadequately","East Germany","1","","",""
"Not paid","2012","general elemantary","West Germany","48","0.0961283178490992","0.0711273671311398","0.121129268567059"
"Not paid","2012","general elemantary","East Germany","5","","",""
"Not paid","2012","middle vocational","West Germany","395","0.103447239815599","0.0937707433999189","0.113123736231279"
"Not paid","2012","middle vocational","East Germany","106","0.0868398385007309","0.070833568245854","0.102846108755608"
"Not paid","2012","vocational + Abi","West Germany","120","0.143481608520773","0.119369424961691","0.167593792079854"
"Not paid","2012","vocational + Abi","East Germany","14","","",""
"Not paid","2012","higher vocational","West Germany","116","0.178388190208762","0.148751106787632","0.208025273629892"
"Not paid","2012","higher vocational","East Germany","25","","",""
"Not paid","2012","higher education","West Germany","782","0.343148281863221","0.323154569064498","0.363141994661944"
"Not paid","2012","higher education","East Germany","171","0.248367082688341","0.215328963160856","0.281405202215825"
"Acclaimed","2013","in school","West Germany","5","","",""
"Acclaimed","2013","in school","East Germany","","","",""
"Acclaimed","2013","inadequately","West Germany","30","0.32820279176311","0.233279148820126","0.423126434706094"
"Acclaimed","2013","inadequately","East Germany","3","","",""
"Acclaimed","2013","general elemantary","West Germany","333","0.466881600947773","0.430935859475167","0.502827342420379"
"Acclaimed","2013","general elemantary","East Germany","42","0.618276903358884","0.509767229256932","0.726786577460837"
"Acclaimed","2013","middle vocational","West Germany","2084","0.531295369713992","0.515836670984237","0.546754068443748"
"Acclaimed","2013","middle vocational","East Germany","572","0.495525573008781","0.466204887583878","0.524846258433685"
"Acclaimed","2013","vocational + Abi","West Germany","522","0.556272935706545","0.525071790316044","0.587474081097046"
"Acclaimed","2013","vocational + Abi","East Germany","97","0.620457816844707","0.54092136222588","0.699994271463535"
"Acclaimed","2013","higher vocational","West Germany","305","0.525985323844951","0.48572872703331","0.566241920656591"
"Acclaimed","2013","higher vocational","East Germany","108","0.625172867297994","0.552829380237442","0.697516354358546"
"Acclaimed","2013","higher education","West Germany","1097","0.439771604159157","0.419733139151423","0.45981006916689"
"Acclaimed","2013","higher education","East Germany","353","0.605493189294034","0.567745789474917","0.64324058911315"
"Partly, partly","2013","in school","West Germany","1","","",""
"Partly, partly","2013","in school","East Germany","1","","",""
"Partly, partly","2013","inadequately","West Germany","24","","",""
"Partly, partly","2013","inadequately","East Germany","4","","",""
"Partly, partly","2013","general elemantary","West Germany","160","0.227937789446505","0.197712773045011","0.258162805847999"
"Partly, partly","2013","general elemantary","East Germany","16","","",""
"Partly, partly","2013","middle vocational","West Germany","919","0.234841385499278","0.221709764221387","0.24797300677717"
"Partly, partly","2013","middle vocational","East Germany","264","0.260003130302624","0.234279886491158","0.28572637411409"
"Partly, partly","2013","vocational + Abi","West Germany","196","0.214124391371322","0.188362449960591","0.239886332782052"
"Partly, partly","2013","vocational + Abi","East Germany","22","","",""
"Partly, partly","2013","higher vocational","West Germany","134","0.207035591831089","0.174369009181645","0.239702174480532"
"Partly, partly","2013","higher vocational","East Germany","24","","",""
"Partly, partly","2013","higher education","West Germany","342","0.151343357426774","0.136875107930872","0.165811606922676"
"Partly, partly","2013","higher education","East Germany","84","0.14306494603556","0.116022515095428","0.170107376975693"
"Paid","2013","in school","West Germany","10","","",""
"Paid","2013","in school","East Germany","1","","",""
"Paid","2013","inadequately","West Germany","35","0.366197352253904","0.268806360420836","0.463588344086972"
"Paid","2013","inadequately","East Germany","","","",""
"Paid","2013","general elemantary","West Germany","183","0.194492496243681","0.165974536502884","0.223010455984478"
"Paid","2013","general elemantary","East Germany","12","","",""
"Paid","2013","middle vocational","West Germany","622","0.138398745761741","0.127701436922516","0.149096054600966"
"Paid","2013","middle vocational","East Germany","173","0.14073545191108","0.120342189508578","0.161128714313582"
"Paid","2013","vocational + Abi","West Germany","128","0.0951996293422425","0.0767680467689255","0.113631211915559"
"Paid","2013","vocational + Abi","East Germany","9","","",""
"Paid","2013","higher vocational","West Germany","39","0.0814200850298352","0.0593716078745838","0.103468562185087"
"Paid","2013","higher vocational","East Germany","15","","",""
"Paid","2013","higher education","West Germany","133","0.055657349490963","0.0464019671889279","0.064912731792998"
"Paid","2013","higher education","East Germany","27","","",""
"Not paid","2013","in school","West Germany","3","","",""
"Not paid","2013","in school","East Germany","","","",""
"Not paid","2013","inadequately","West Germany","5","","",""
"Not paid","2013","inadequately","East Germany","","","",""
"Not paid","2013","general elemantary","West Germany","64","0.110688113362041","0.08808283952905","0.133293387195031"
"Not paid","2013","general elemantary","East Germany","7","","",""
"Not paid","2013","middle vocational","West Germany","378","0.0954644990249881","0.0863614044834598","0.104567593566516"
"Not paid","2013","middle vocational","East Germany","108","0.103735844777515","0.0858543449700489","0.121617344584981"
"Not paid","2013","vocational + Abi","West Germany","128","0.134403043579891","0.112982473506337","0.155823613653445"
"Not paid","2013","vocational + Abi","East Germany","15","","",""
"Not paid","2013","higher vocational","West Germany","113","0.185558999294125","0.154217109739231","0.21690088884902"
"Not paid","2013","higher vocational","East Germany","25","","",""
"Not paid","2013","higher education","West Germany","785","0.353227688923107","0.333931507255624","0.372523870590589"
"Not paid","2013","higher education","East Germany","180","0.226633909081075","0.194299854637768","0.258967963524381"
"Acclaimed","2014","in school","West Germany","2","","",""
"Acclaimed","2014","in school","East Germany","","","",""
"Acclaimed","2014","inadequately","West Germany","22","","",""
"Acclaimed","2014","inadequately","East Germany","2","","",""
"Acclaimed","2014","general elemantary","West Germany","271","0.424164838879467","0.385845846167858","0.462483831591077"
"Acclaimed","2014","general elemantary","East Germany","32","0.608683666925987","0.488169631790829","0.729197702061146"
"Acclaimed","2014","middle vocational","West Germany","1853","0.522551270697163","0.506196196755048","0.538906344639279"
"Acclaimed","2014","middle vocational","East Germany","511","0.502481292163225","0.471842267889529","0.533120316436922"
"Acclaimed","2014","vocational + Abi","West Germany","461","0.526310987708174","0.493488984438712","0.559132990977635"
"Acclaimed","2014","vocational + Abi","East Germany","91","0.487745735184763","0.407486597637985","0.568004872731541"
"Acclaimed","2014","higher vocational","West Germany","288","0.483192530513889","0.441238437483038","0.525146623544741"
"Acclaimed","2014","higher vocational","East Germany","86","0.553434216602974","0.47466108689913","0.632207346306818"
"Acclaimed","2014","higher education","West Germany","1075","0.488307464348767","0.46746248565971","0.509152443037824"
"Acclaimed","2014","higher education","East Germany","328","0.600513766982284","0.561224555007064","0.639802978957503"
"Partly, partly","2014","in school","West Germany","1","","",""
"Partly, partly","2014","in school","East Germany","","","",""
"Partly, partly","2014","inadequately","West Germany","9","","",""
"Partly, partly","2014","inadequately","East Germany","1","","",""
"Partly, partly","2014","general elemantary","West Germany","147","0.274223689110621","0.23963361114516","0.308813767076081"
"Partly, partly","2014","general elemantary","East Germany","14","","",""
"Partly, partly","2014","middle vocational","West Germany","856","0.239269323898306","0.225299733807779","0.253238913988833"
"Partly, partly","2014","middle vocational","East Germany","292","0.269818421000786","0.242618884176985","0.297017957824587"
"Partly, partly","2014","vocational + Abi","West Germany","220","0.28187288821026","0.252297903766336","0.311447872654184"
"Partly, partly","2014","vocational + Abi","East Germany","25","","",""
"Partly, partly","2014","higher vocational","West Germany","118","0.211044693693223","0.176786594762786","0.24530279262366"
"Partly, partly","2014","higher vocational","East Germany","38","0.188035664237693","0.126121364278657","0.249949964196729"
"Partly, partly","2014","higher education","West Germany","341","0.151581335067496","0.136626617888402","0.166536052246591"
"Partly, partly","2014","higher education","East Germany","81","0.135688406190449","0.108217849189759","0.16315896319114"
"Paid","2014","in school","West Germany","6","","",""
"Paid","2014","in school","East Germany","1","","",""
"Paid","2014","inadequately","West Germany","27","","",""
"Paid","2014","inadequately","East Germany","","","",""
"Paid","2014","general elemantary","West Germany","154","0.195145401604236","0.164417313611955","0.225873489596517"
"Paid","2014","general elemantary","East Germany","9","","",""
"Paid","2014","middle vocational","West Germany","536","0.136852506643132","0.125598852289896","0.148106160996369"
"Paid","2014","middle vocational","East Germany","138","0.130965657816139","0.110292469628128","0.15163884600415"
"Paid","2014","vocational + Abi","West Germany","95","0.0839875164892757","0.065754636375467","0.102220396603084"
"Paid","2014","vocational + Abi","East Germany","11","","",""
"Paid","2014","higher vocational","West Germany","41","0.0981515391805693","0.0731731066693178","0.123129971691821"
"Paid","2014","higher vocational","East Germany","12","","",""
"Paid","2014","higher education","West Germany","127","0.0621909166108245","0.0521199552568608","0.0722618779647882"
"Paid","2014","higher education","East Germany","20","","",""
"Not paid","2014","in school","West Germany","2","","",""
"Not paid","2014","in school","East Germany","","","",""
"Not paid","2014","inadequately","West Germany","4","","",""
"Not paid","2014","inadequately","East Germany","1","","",""
"Not paid","2014","general elemantary","West Germany","67","0.106466070405676","0.0825517084330032","0.130380432378348"
"Not paid","2014","general elemantary","East Germany","8","","",""
"Not paid","2014","middle vocational","West Germany","338","0.101326898761399","0.0914461937489417","0.111207603773856"
"Not paid","2014","middle vocational","East Germany","82","0.0967346290198495","0.0786208552330691","0.11484840280663"
"Not paid","2014","vocational + Abi","West Germany","113","0.107828607592291","0.0874399629838122","0.128217252200769"
"Not paid","2014","vocational + Abi","East Germany","22","","",""
"Not paid","2014","higher vocational","West Germany","98","0.207611236612318","0.173559095716677","0.24166337750796"
"Not paid","2014","higher vocational","East Germany","17","","",""
"Not paid","2014","higher education","West Germany","666","0.297920283972912","0.278848404975422","0.316992162970403"
"Not paid","2014","higher education","East Germany","168","0.230127018870081","0.19636298942526","0.263891048314903"
"Acclaimed","2015","in school","West Germany","","","",""
"Acclaimed","2015","in school","East Germany","","","",""
"Acclaimed","2015","inadequately","West Germany","","","",""
"Acclaimed","2015","inadequately","East Germany","","","",""
"Acclaimed","2015","general elemantary","West Germany","","","",""
"Acclaimed","2015","general elemantary","East Germany","","","",""
"Acclaimed","2015","middle vocational","West Germany","","","",""
"Acclaimed","2015","middle vocational","East Germany","","","",""
"Acclaimed","2015","vocational + Abi","West Germany","","","",""
"Acclaimed","2015","vocational + Abi","East Germany","","","",""
"Acclaimed","2015","higher vocational","West Germany","","","",""
"Acclaimed","2015","higher vocational","East Germany","","","",""
"Acclaimed","2015","higher education","West Germany","","","",""
"Acclaimed","2015","higher education","East Germany","","","",""
"Partly, partly","2015","in school","West Germany","","","",""
"Partly, partly","2015","in school","East Germany","","","",""
"Partly, partly","2015","inadequately","West Germany","","","",""
"Partly, partly","2015","inadequately","East Germany","","","",""
"Partly, partly","2015","general elemantary","West Germany","","","",""
"Partly, partly","2015","general elemantary","East Germany","","","",""
"Partly, partly","2015","middle vocational","West Germany","","","",""
"Partly, partly","2015","middle vocational","East Germany","","","",""
"Partly, partly","2015","vocational + Abi","West Germany","","","",""
"Partly, partly","2015","vocational + Abi","East Germany","","","",""
"Partly, partly","2015","higher vocational","West Germany","","","",""
"Partly, partly","2015","higher vocational","East Germany","","","",""
"Partly, partly","2015","higher education","West Germany","","","",""
"Partly, partly","2015","higher education","East Germany","","","",""
"Paid","2015","in school","West Germany","","","",""
"Paid","2015","in school","East Germany","","","",""
"Paid","2015","inadequately","West Germany","","","",""
"Paid","2015","inadequately","East Germany","","","",""
"Paid","2015","general elemantary","West Germany","","","",""
"Paid","2015","general elemantary","East Germany","","","",""
"Paid","2015","middle vocational","West Germany","","","",""
"Paid","2015","middle vocational","East Germany","","","",""
"Paid","2015","vocational + Abi","West Germany","","","",""
"Paid","2015","vocational + Abi","East Germany","","","",""
"Paid","2015","higher vocational","West Germany","","","",""
"Paid","2015","higher vocational","East Germany","","","",""
"Paid","2015","higher education","West Germany","","","",""
"Paid","2015","higher education","East Germany","","","",""
"Not paid","2015","in school","West Germany","","","",""
"Not paid","2015","in school","East Germany","","","",""
"Not paid","2015","inadequately","West Germany","","","",""
"Not paid","2015","inadequately","East Germany","","","",""
"Not paid","2015","general elemantary","West Germany","","","",""
"Not paid","2015","general elemantary","East Germany","","","",""
"Not paid","2015","middle vocational","West Germany","","","",""
"Not paid","2015","middle vocational","East Germany","","","",""
"Not paid","2015","vocational + Abi","West Germany","","","",""
"Not paid","2015","vocational + Abi","East Germany","","","",""
"Not paid","2015","higher vocational","West Germany","","","",""
"Not paid","2015","higher vocational","East Germany","","","",""
"Not paid","2015","higher education","West Germany","","","",""
"Not paid","2015","higher education","East Germany","","","",""
"Acclaimed","2016","in school","West Germany","","","",""
"Acclaimed","2016","in school","East Germany","","","",""
"Acclaimed","2016","inadequately","West Germany","","","",""
"Acclaimed","2016","inadequately","East Germany","","","",""
"Acclaimed","2016","general elemantary","West Germany","","","",""
"Acclaimed","2016","general elemantary","East Germany","","","",""
"Acclaimed","2016","middle vocational","West Germany","","","",""
"Acclaimed","2016","middle vocational","East Germany","","","",""
"Acclaimed","2016","vocational + Abi","West Germany","","","",""
"Acclaimed","2016","vocational + Abi","East Germany","","","",""
"Acclaimed","2016","higher vocational","West Germany","","","",""
"Acclaimed","2016","higher vocational","East Germany","","","",""
"Acclaimed","2016","higher education","West Germany","","","",""
"Acclaimed","2016","higher education","East Germany","","","",""
"Partly, partly","2016","in school","West Germany","","","",""
"Partly, partly","2016","in school","East Germany","","","",""
"Partly, partly","2016","inadequately","West Germany","","","",""
"Partly, partly","2016","inadequately","East Germany","","","",""
"Partly, partly","2016","general elemantary","West Germany","","","",""
"Partly, partly","2016","general elemantary","East Germany","","","",""
"Partly, partly","2016","middle vocational","West Germany","","","",""
"Partly, partly","2016","middle vocational","East Germany","","","",""
"Partly, partly","2016","vocational + Abi","West Germany","","","",""
"Partly, partly","2016","vocational + Abi","East Germany","","","",""
"Partly, partly","2016","higher vocational","West Germany","","","",""
"Partly, partly","2016","higher vocational","East Germany","","","",""
"Partly, partly","2016","higher education","West Germany","","","",""
"Partly, partly","2016","higher education","East Germany","","","",""
"Paid","2016","in school","West Germany","","","",""
"Paid","2016","in school","East Germany","","","",""
"Paid","2016","inadequately","West Germany","","","",""
"Paid","2016","inadequately","East Germany","","","",""
"Paid","2016","general elemantary","West Germany","","","",""
"Paid","2016","general elemantary","East Germany","","","",""
"Paid","2016","middle vocational","West Germany","","","",""
"Paid","2016","middle vocational","East Germany","","","",""
"Paid","2016","vocational + Abi","West Germany","","","",""
"Paid","2016","vocational + Abi","East Germany","","","",""
"Paid","2016","higher vocational","West Germany","","","",""
"Paid","2016","higher vocational","East Germany","","","",""
"Paid","2016","higher education","West Germany","","","",""
"Paid","2016","higher education","East Germany","","","",""
"Not paid","2016","in school","West Germany","","","",""
"Not paid","2016","in school","East Germany","","","",""
"Not paid","2016","inadequately","West Germany","","","",""
"Not paid","2016","inadequately","East Germany","","","",""
"Not paid","2016","general elemantary","West Germany","","","",""
"Not paid","2016","general elemantary","East Germany","","","",""
"Not paid","2016","middle vocational","West Germany","","","",""
"Not paid","2016","middle vocational","East Germany","","","",""
"Not paid","2016","vocational + Abi","West Germany","","","",""
"Not paid","2016","vocational + Abi","East Germany","","","",""
"Not paid","2016","higher vocational","West Germany","","","",""
"Not paid","2016","higher vocational","East Germany","","","",""
"Not paid","2016","higher education","West Germany","","","",""
"Not paid","2016","higher education","East Germany","","","",""
"Acclaimed","2017","in school","West Germany","","","",""
"Acclaimed","2017","in school","East Germany","","","",""
"Acclaimed","2017","inadequately","West Germany","","","",""
"Acclaimed","2017","inadequately","East Germany","","","",""
"Acclaimed","2017","general elemantary","West Germany","","","",""
"Acclaimed","2017","general elemantary","East Germany","","","",""
"Acclaimed","2017","middle vocational","West Germany","","","",""
"Acclaimed","2017","middle vocational","East Germany","","","",""
"Acclaimed","2017","vocational + Abi","West Germany","","","",""
"Acclaimed","2017","vocational + Abi","East Germany","","","",""
"Acclaimed","2017","higher vocational","West Germany","","","",""
"Acclaimed","2017","higher vocational","East Germany","","","",""
"Acclaimed","2017","higher education","West Germany","","","",""
"Acclaimed","2017","higher education","East Germany","","","",""
"Partly, partly","2017","in school","West Germany","","","",""
"Partly, partly","2017","in school","East Germany","","","",""
"Partly, partly","2017","inadequately","West Germany","","","",""
"Partly, partly","2017","inadequately","East Germany","","","",""
"Partly, partly","2017","general elemantary","West Germany","","","",""
"Partly, partly","2017","general elemantary","East Germany","","","",""
"Partly, partly","2017","middle vocational","West Germany","","","",""
"Partly, partly","2017","middle vocational","East Germany","","","",""
"Partly, partly","2017","vocational + Abi","West Germany","","","",""
"Partly, partly","2017","vocational + Abi","East Germany","","","",""
"Partly, partly","2017","higher vocational","West Germany","","","",""
"Partly, partly","2017","higher vocational","East Germany","","","",""
"Partly, partly","2017","higher education","West Germany","","","",""
"Partly, partly","2017","higher education","East Germany","","","",""
"Paid","2017","in school","West Germany","","","",""
"Paid","2017","in school","East Germany","","","",""
"Paid","2017","inadequately","West Germany","","","",""
"Paid","2017","inadequately","East Germany","","","",""
"Paid","2017","general elemantary","West Germany","","","",""
"Paid","2017","general elemantary","East Germany","","","",""
"Paid","2017","middle vocational","West Germany","","","",""
"Paid","2017","middle vocational","East Germany","","","",""
"Paid","2017","vocational + Abi","West Germany","","","",""
"Paid","2017","vocational + Abi","East Germany","","","",""
"Paid","2017","higher vocational","West Germany","","","",""
"Paid","2017","higher vocational","East Germany","","","",""
"Paid","2017","higher education","West Germany","","","",""
"Paid","2017","higher education","East Germany","","","",""
"Not paid","2017","in school","West Germany","","","",""
"Not paid","2017","in school","East Germany","","","",""
"Not paid","2017","inadequately","West Germany","","","",""
"Not paid","2017","inadequately","East Germany","","","",""
"Not paid","2017","general elemantary","West Germany","","","",""
"Not paid","2017","general elemantary","East Germany","","","",""
"Not paid","2017","middle vocational","West Germany","","","",""
"Not paid","2017","middle vocational","East Germany","","","",""
"Not paid","2017","vocational + Abi","West Germany","","","",""
"Not paid","2017","vocational + Abi","East Germany","","","",""
"Not paid","2017","higher vocational","West Germany","","","",""
"Not paid","2017","higher vocational","East Germany","","","",""
"Not paid","2017","higher education","West Germany","","","",""
"Not paid","2017","higher education","East Germany","","","",""
"Acclaimed","2018","in school","West Germany","1","","",""
"Acclaimed","2018","in school","East Germany","","","",""
"Acclaimed","2018","inadequately","West Germany","22","","",""
"Acclaimed","2018","inadequately","East Germany","","","",""
"Acclaimed","2018","general elemantary","West Germany","214","0.440749224901264","0.397786829833357","0.483711619969171"
"Acclaimed","2018","general elemantary","East Germany","36","0.491288660135216","0.378894078726144","0.603683241544288"
"Acclaimed","2018","middle vocational","West Germany","1775","0.531988959232947","0.515084565731428","0.548893352734466"
"Acclaimed","2018","middle vocational","East Germany","529","0.539082143823267","0.508476590257783","0.569687697388751"
"Acclaimed","2018","vocational + Abi","West Germany","528","0.582935265217531","0.550775259661907","0.615095270773154"
"Acclaimed","2018","vocational + Abi","East Germany","114","0.684507188940213","0.613384215050631","0.755630162829795"
"Acclaimed","2018","higher vocational","West Germany","309","0.612204679746666","0.569875602191906","0.654533757301425"
"Acclaimed","2018","higher vocational","East Germany","92","0.643118185924205","0.565672536152755","0.720563835695655"
"Acclaimed","2018","higher education","West Germany","1196","0.498108477584178","0.477823965687859","0.518392989480497"
"Acclaimed","2018","higher education","East Germany","330","0.586835315121967","0.546376638318439","0.627293991925495"
"Partly, partly","2018","in school","West Germany","","","",""
"Partly, partly","2018","in school","East Germany","","","",""
"Partly, partly","2018","inadequately","West Germany","14","","",""
"Partly, partly","2018","inadequately","East Germany","1","","",""
"Partly, partly","2018","general elemantary","West Germany","148","0.312151671390601","0.272054052480966","0.352249290300237"
"Partly, partly","2018","general elemantary","East Germany","21","","",""
"Partly, partly","2018","middle vocational","West Germany","820","0.250045632638595","0.235375052406044","0.264716212871146"
"Partly, partly","2018","middle vocational","East Germany","281","0.253947300487393","0.227222310426209","0.280672290548577"
"Partly, partly","2018","vocational + Abi","West Germany","192","0.238869812717509","0.211058958800932","0.266680666634087"
"Partly, partly","2018","vocational + Abi","East Germany","33","0.202704092385951","0.141176886533146","0.264231298238756"
"Partly, partly","2018","higher vocational","West Germany","100","0.208573224643637","0.173277358217948","0.243869091069326"
"Partly, partly","2018","higher vocational","East Germany","25","","",""
"Partly, partly","2018","higher education","West Germany","375","0.169491643141797","0.154270621145244","0.184712665138349"
"Partly, partly","2018","higher education","East Germany","90","0.147833092973757","0.11866956086599","0.176996625081525"
"Paid","2018","in school","West Germany","2","","",""
"Paid","2018","in school","East Germany","","","",""
"Paid","2018","inadequately","West Germany","23","","",""
"Paid","2018","inadequately","East Germany","","","",""
"Paid","2018","general elemantary","West Germany","121","0.199141589723037","0.164583616508199","0.233699562937876"
"Paid","2018","general elemantary","East Germany","11","","",""
"Paid","2018","middle vocational","West Germany","515","0.142672039295193","0.130823545013887","0.154520533576499"
"Paid","2018","middle vocational","East Germany","146","0.134427087901971","0.113483252179711","0.155370923624231"
"Paid","2018","vocational + Abi","West Germany","100","0.102474156631028","0.0826937655664848","0.122254547695571"
"Paid","2018","vocational + Abi","East Germany","10","","",""
"Paid","2018","higher vocational","West Germany","36","0.0594341197649176","0.038894058835093","0.0799741806947422"
"Paid","2018","higher vocational","East Germany","12","","",""
"Paid","2018","higher education","West Germany","147","0.0578691327905415","0.0483963676762502","0.0673418979048327"
"Paid","2018","higher education","East Germany","33","0.0607805107026034","0.0411488211276189","0.0804122002775879"
"Not paid","2018","in school","West Germany","","","",""
"Not paid","2018","in school","East Germany","","","",""
"Not paid","2018","inadequately","West Germany","4","","",""
"Not paid","2018","inadequately","East Germany","2","","",""
"Not paid","2018","general elemantary","West Germany","30","0.047957513985098","0.0294671310965537","0.0664478968736423"
"Not paid","2018","general elemantary","East Germany","8","","",""
"Not paid","2018","middle vocational","West Germany","237","0.0752933688332649","0.0663541290789522","0.0842326085875776"
"Not paid","2018","middle vocational","East Germany","63","0.0725434677873693","0.0566174595017396","0.0884694760729991"
"Not paid","2018","vocational + Abi","West Germany","83","0.0757207654339322","0.0584658310710334","0.092975699796831"
"Not paid","2018","vocational + Abi","East Germany","7","","",""
"Not paid","2018","higher vocational","West Germany","64","0.119787975844779","0.0915788608327481","0.147997090856811"
"Not paid","2018","higher vocational","East Germany","18","","",""
"Not paid","2018","higher education","West Germany","616","0.274530746483484","0.25642557401596","0.292635918951009"
"Not paid","2018","higher education","East Germany","116","0.204551081201672","0.171407533363325","0.237694629040019"
