"plb0195_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","2014","Part Time","indirect migration background","100","0.587056053535711","0.517949995159749","0.656162111911674","1"
"Not paid","2014","Full Time","no migration background","1034","0.180824531110317","0.170456070382926","0.191192991837709","4"
"Not paid","2014","Full Time","direct migration background","171","0.181389475006358","0.158791672518744","0.203987277493972","4"
"Not paid","2014","Full Time","indirect migration background","80","0.156195419533117","0.123785372733376","0.188605466332857","4"
"Not paid","2014","Part Time","no migration background","230","0.106522297625444","0.0939197730381165","0.119124822212772","4"
"Not paid","2014","Part Time","direct migration background","42","0.118661327176622","0.0886485159943035","0.14867413835894","4"
"Not paid","2014","Part Time","indirect migration background","23","","","","4"
"Not paid","2014","Not Working","no migration background","26","","","","4"
"Not paid","2014","Not Working","direct migration background","4","","","","4"
"Not paid","2014","Not Working","indirect migration background","4","","","","4"
"Paid","2014","Full Time","indirect migration background","61","0.134329619210716","0.103886668618316","0.164772569803116","3"
"Paid","2014","Not Working","no migration background","21","","","","3"
"Paid","2014","Full Time","no migration background","450","0.0864292988890606","0.0788592493680979","0.0939993484100232","3"
"Paid","2014","Full Time","direct migration background","220","0.162730228890086","0.141083696880739","0.184376760899433","3"
"Paid","2014","Part Time","indirect migration background","32","0.155239455561102","0.104411966972564","0.206066944149641","3"
"Paid","2014","Part Time","direct migration background","111","0.258999521632807","0.218342141824275","0.299656901441339","3"
"Paid","2014","Not Working","indirect migration background","5","","","","3"
"Paid","2014","Part Time","no migration background","280","0.128430726054224","0.114763484948968","0.14209796715948","3"
"Paid","2014","Not Working","direct migration background","18","","","","3"
"Partly, partly","2014","Part Time","indirect migration background","40","0.180531699737848","0.126546638288905","0.234516761186791","2"
"Partly, partly","2014","Not Working","no migration background","28","","","","2"
"Partly, partly","2014","Full Time","no migration background","1143","0.228519894634667","0.217208360324241","0.239831428945093","2"
"Partly, partly","2014","Part Time","direct migration background","80","0.211966863846354","0.174036510488253","0.249897217204454","2"
"Partly, partly","2014","Not Working","indirect migration background","4","","","","2"
"Partly, partly","2014","Full Time","direct migration background","274","0.21953216260505","0.195257785880465","0.243806539329635","2"
"Partly, partly","2014","Full Time","indirect migration background","113","0.212092634831152","0.175598342574375","0.248586927087929","2"
"Partly, partly","2014","Part Time","no migration background","473","0.209531356049604","0.192906332590699","0.226156379508508","2"
"Partly, partly","2014","Not Working","direct migration background","14","","","","2"
"Acclaimed","2015","Full Time","no migration background","","","","","1"
"Acclaimed","2015","Full Time","direct migration background","","","","","1"
"Acclaimed","2015","Full Time","indirect migration background","","","","","1"
"Acclaimed","2015","Part Time","no migration background","","","","","1"
"Acclaimed","2015","Not Working","direct migration background","","","","","1"
"Acclaimed","2015","Part Time","direct migration background","","","","","1"
"Acclaimed","2015","Part Time","indirect migration background","","","","","1"
"Acclaimed","2015","Not Working","no migration background","","","","","1"
"Acclaimed","2015","Not Working","indirect migration background","","","","","1"
"Not paid","2015","Full Time","no migration background","","","","","4"
"Not paid","2015","Full Time","direct migration background","","","","","4"
"Not paid","2015","Full Time","indirect migration background","","","","","4"
"Not paid","2015","Part Time","no migration background","","","","","4"
"Not paid","2015","Part Time","direct migration background","","","","","4"
"Not paid","2015","Part Time","indirect migration background","","","","","4"
"Not paid","2015","Not Working","no migration background","","","","","4"
"Not paid","2015","Not Working","direct migration background","","","","","4"
"Not paid","2015","Not Working","indirect migration background","","","","","4"
"Paid","2015","Full Time","indirect migration background","","","","","3"
"Paid","2015","Part Time","indirect migration background","","","","","3"
"Paid","2015","Not Working","no migration background","","","","","3"
"Paid","2015","Full Time","no migration background","","","","","3"
"Paid","2015","Full Time","direct migration background","","","","","3"
"Paid","2015","Part Time","no migration background","","","","","3"
"Paid","2015","Part Time","direct migration background","","","","","3"
"Paid","2015","Not Working","direct migration background","","","","","3"
"Paid","2015","Not Working","indirect migration background","","","","","3"
"Partly, partly","2015","Full Time","no migration background","","","","","2"
"Partly, partly","2015","Full Time","direct migration background","","","","","2"
"Partly, partly","2015","Full Time","indirect migration background","","","","","2"
"Partly, partly","2015","Part Time","indirect migration background","","","","","2"
"Partly, partly","2015","Not Working","no migration background","","","","","2"
"Partly, partly","2015","Not Working","indirect migration background","","","","","2"
"Partly, partly","2015","Part Time","no migration background","","","","","2"
"Partly, partly","2015","Not Working","direct migration background","","","","","2"
"Partly, partly","2015","Part Time","direct migration background","","","","","2"
"Acclaimed","2016","Full Time","no migration background","","","","","1"
"Acclaimed","2016","Full Time","direct migration background","","","","","1"
"Acclaimed","2016","Full Time","indirect migration background","","","","","1"
"Acclaimed","2016","Part Time","no migration background","","","","","1"
"Acclaimed","2016","Not Working","direct migration background","","","","","1"
"Acclaimed","2016","Part Time","direct migration background","","","","","1"
"Acclaimed","2016","Part Time","indirect migration background","","","","","1"
"Acclaimed","2016","Not Working","no migration background","","","","","1"
"Acclaimed","2016","Not Working","indirect migration background","","","","","1"
"Not paid","2016","Full Time","no migration background","","","","","4"
"Not paid","2016","Full Time","direct migration background","","","","","4"
"Not paid","2016","Full Time","indirect migration background","","","","","4"
"Not paid","2016","Part Time","no migration background","","","","","4"
"Not paid","2016","Part Time","direct migration background","","","","","4"
"Not paid","2016","Part Time","indirect migration background","","","","","4"
"Not paid","2016","Not Working","no migration background","","","","","4"
"Not paid","2016","Not Working","direct migration background","","","","","4"
"Not paid","2016","Not Working","indirect migration background","","","","","4"
"Paid","2016","Full Time","indirect migration background","","","","","3"
"Paid","2016","Part Time","indirect migration background","","","","","3"
"Paid","2016","Not Working","no migration background","","","","","3"
"Paid","2016","Full Time","no migration background","","","","","3"
"Paid","2016","Part Time","direct migration background","","","","","3"
"Paid","2016","Not Working","indirect migration background","","","","","3"
"Paid","2016","Full Time","direct migration background","","","","","3"
"Paid","2016","Part Time","no migration background","","","","","3"
"Paid","2016","Not Working","direct migration background","","","","","3"
"Partly, partly","2016","Full Time","no migration background","","","","","2"
"Partly, partly","2016","Full Time","direct migration background","","","","","2"
"Partly, partly","2016","Full Time","indirect migration background","","","","","2"
"Partly, partly","2016","Part Time","indirect migration background","","","","","2"
"Partly, partly","2016","Not Working","no migration background","","","","","2"
"Partly, partly","2016","Part Time","no migration background","","","","","2"
"Partly, partly","2016","Part Time","direct migration background","","","","","2"
"Partly, partly","2016","Not Working","indirect migration background","","","","","2"
"Partly, partly","2016","Not Working","direct migration background","","","","","2"
"Acclaimed","2017","Full Time","no migration background","","","","","1"
"Acclaimed","2017","Full Time","direct migration background","","","","","1"
"Acclaimed","2017","Full Time","indirect migration background","","","","","1"
"Acclaimed","2017","Part Time","no migration background","","","","","1"
"Acclaimed","2017","Not Working","direct migration background","","","","","1"
"Acclaimed","2017","Part Time","indirect migration background","","","","","1"
"Acclaimed","2017","Not Working","no migration background","","","","","1"
"Acclaimed","2017","Part Time","direct migration background","","","","","1"
"Acclaimed","2017","Not Working","indirect migration background","","","","","1"
"Not paid","2017","Full Time","no migration background","","","","","4"
"Not paid","2017","Full Time","direct migration background","","","","","4"
"Not paid","2017","Full Time","indirect migration background","","","","","4"
"Not paid","2017","Part Time","no migration background","","","","","4"
"Not paid","2017","Part Time","direct migration background","","","","","4"
"Not paid","2017","Part Time","indirect migration background","","","","","4"
"Not paid","2017","Not Working","no migration background","","","","","4"
"Not paid","2017","Not Working","direct migration background","","","","","4"
"Not paid","2017","Not Working","indirect migration background","","","","","4"
"Paid","2017","Full Time","indirect migration background","","","","","3"
"Paid","2017","Part Time","indirect migration background","","","","","3"
"Paid","2017","Full Time","no migration background","","","","","3"
"Paid","2017","Part Time","no migration background","","","","","3"
"Paid","2017","Not Working","indirect migration background","","","","","3"
"Paid","2017","Part Time","direct migration background","","","","","3"
"Paid","2017","Not Working","no migration background","","","","","3"
"Paid","2017","Not Working","direct migration background","","","","","3"
"Paid","2017","Full Time","direct migration background","","","","","3"
"Partly, partly","2017","Full Time","no migration background","","","","","2"
"Partly, partly","2017","Full Time","direct migration background","","","","","2"
"Partly, partly","2017","Part Time","indirect migration background","","","","","2"
"Partly, partly","2017","Full Time","indirect migration background","","","","","2"
"Partly, partly","2017","Not Working","no migration background","","","","","2"
"Partly, partly","2017","Part Time","direct migration background","","","","","2"
"Partly, partly","2017","Part Time","no migration background","","","","","2"
"Partly, partly","2017","Not Working","direct migration background","","","","","2"
"Partly, partly","2017","Not Working","indirect migration background","","","","","2"
"Acclaimed","2018","Full Time","no migration background","2833","0.538424771048425","0.524955117294075","0.551894424802775","1"
"Acclaimed","2018","Full Time","direct migration background","407","0.446499844666111","0.415548409352905","0.477451279979317","1"
"Acclaimed","2018","Full Time","indirect migration background","212","0.488194176000355","0.440948423334789","0.53543992866592","1"
"Acclaimed","2018","Part Time","no migration background","1447","0.583056956644464","0.563392435275075","0.602721478013854","1"
"Acclaimed","2018","Not Working","direct migration background","7","","","","1"
"Acclaimed","2018","Part Time","direct migration background","213","0.495755386012952","0.449814777086601","0.541695994939303","1"
"Acclaimed","2018","Part Time","indirect migration background","113","0.58607291287732","0.519772244125141","0.652373581629499","1"
"Acclaimed","2018","Not Working","no migration background","36","0.464463932419556","0.356516696861654","0.572411167977457","1"
"Acclaimed","2018","Not Working","indirect migration background","2","","","","1"
"Not paid","2018","Full Time","no migration background","792","0.149933977622971","0.14028793827368","0.159580016972262","4"
"Not paid","2018","Full Time","direct migration background","125","0.136108600252382","0.114759301091853","0.157457899412912","4"
"Not paid","2018","Full Time","indirect migration background","62","0.116258989315415","0.0859626860496177","0.146555292581213","4"
"Not paid","2018","Part Time","no migration background","220","0.0960989219580977","0.0843442846467829","0.107853559269413","4"
"Not paid","2018","Part Time","direct migration background","33","0.0819922067576173","0.0567834246549497","0.107200988860285","4"
"Not paid","2018","Part Time","indirect migration background","26","","","","4"
"Not paid","2018","Not Working","no migration background","10","","","","4"
"Not paid","2018","Not Working","direct migration background","7","","","","4"
"Not paid","2018","Not Working","indirect migration background","5","","","","4"
"Paid","2018","Part Time","indirect migration background","35","0.137779333593701","0.091383240138335","0.184175427049068","3"
"Paid","2018","Full Time","no migration background","452","0.0819778919259613","0.0745656836803574","0.0893901001715652","3"
"Paid","2018","Full Time","direct migration background","179","0.158303142403204","0.135576572941683","0.181029711864725","3"
"Paid","2018","Full Time","indirect migration background","58","0.12531218443944","0.094019915653579","0.156604453225302","3"
"Paid","2018","Part Time","no migration background","327","0.133815537370572","0.120237156408259","0.147393918332886","3"
"Paid","2018","Part Time","direct migration background","113","0.214083702452952","0.176394031696957","0.251773373208948","3"
"Paid","2018","Not Working","no migration background","15","","","","3"
"Paid","2018","Not Working","direct migration background","8","","","","3"
"Paid","2018","Not Working","indirect migration background","6","","","","3"
"Partly, partly","2018","Full Time","no migration background","1185","0.229663359402643","0.218298637749006","0.24102808105628","2"
"Partly, partly","2018","Full Time","direct migration background","280","0.259088412678303","0.231810040381502","0.286366784975103","2"
"Partly, partly","2018","Part Time","indirect migration background","38","0.159424247077471","0.110147074948905","0.208701419206037","2"
"Partly, partly","2018","Not Working","indirect migration background","2","","","","2"
"Partly, partly","2018","Part Time","no migration background","421","0.187028584026866","0.171476766409449","0.202580401644282","2"
"Partly, partly","2018","Not Working","direct migration background","4","","","","2"
"Partly, partly","2018","Full Time","indirect migration background","98","0.27023465024479","0.228261071464981","0.312208229024598","2"
"Partly, partly","2018","Part Time","direct migration background","96","0.208168704776478","0.170863756359331","0.245473653193625","2"
"Partly, partly","2018","Not Working","no migration background","21","","","","2"
