"plh0206i01","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","no migration background","","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","no migration background","","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","indirect migration background","","","","","5"
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"5 on scale 1-7","2017","Hesse","indirect migration background","","","","","5"
"5 on scale 1-7","2017","Baden-Württemberg","direct migration background","7","","","","5"
"5 on scale 1-7","2017","Bavaria","direct migration background","9","","","","5"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","no migration background","","","","","6"
"6 on scale 1-7","2017","Brandenburg","direct migration background","3","","","","6"
"6 on scale 1-7","2017","Saxony","direct migration background","9","","","","6"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","direct migration background","1","","","","6"
"6 on scale 1-7","2017","Brandenburg","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Saxony","no migration background","","","","","6"
"6 on scale 1-7","2017","Saxony","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","no migration background","","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","direct migration background","1","","","","6"
"6 on scale 1-7","2017","Saxony-Anhalt","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","no migration background","","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","direct migration background","6","","","","6"
"6 on scale 1-7","2017","Schleswig-Holstein","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Hamburg","no migration background","","","","","6"
"6 on scale 1-7","2017","Hamburg","direct migration background","22","","","","6"
"6 on scale 1-7","2017","Hamburg","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Lower Saxony","no migration background","","","","","6"
"6 on scale 1-7","2017","Lower Saxony","direct migration background","21","","","","6"
"6 on scale 1-7","2017","Lower Saxony","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Bremen","no migration background","","","","","6"
"6 on scale 1-7","2017","Bremen","direct migration background","12","","","","6"
"6 on scale 1-7","2017","Bremen","indirect migration background","","","","","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","no migration background","","","","","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","direct migration background","52","0.0747800576483764","0.0568637581815363","0.0926963571152165","6"
"6 on scale 1-7","2017","North Rhine-Westphalia","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Hesse","no migration background","","","","","6"
"6 on scale 1-7","2017","Hesse","direct migration background","13","","","","6"
"6 on scale 1-7","2017","Hesse","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","no migration background","","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","direct migration background","22","","","","6"
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Bavaria","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Berlin","no migration background","","","","","6"
"6 on scale 1-7","2017","Berlin","direct migration background","1","","","","6"
"6 on scale 1-7","2017","Berlin","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Brandenburg","no migration background","","","","","6"
"6 on scale 1-7","2017","Thuringia","no migration background","","","","","6"
"6 on scale 1-7","2017","Thuringia","direct migration background","3","","","","6"
"6 on scale 1-7","2017","Thuringia","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Bavaria","direct migration background","33","0.100560493578094","0.0687794211863026","0.132341565969886","6"
"6 on scale 1-7","2017","Baden-Württemberg","no migration background","","","","","6"
"6 on scale 1-7","2017","Baden-Württemberg","direct migration background","26","","","","6"
"6 on scale 1-7","2017","Baden-Württemberg","indirect migration background","","","","","6"
"6 on scale 1-7","2017","Bavaria","no migration background","","","","","6"
"7 Strongly agree","2017","Schleswig-Holstein","no migration background","","","","","7"
"7 Strongly agree","2017","Schleswig-Holstein","direct migration background","110","0.902434555260193","0.850417117392862","0.954451993127523","7"
"7 Strongly agree","2017","Schleswig-Holstein","indirect migration background","","","","","7"
"7 Strongly agree","2017","Hamburg","no migration background","","","","","7"
"7 Strongly agree","2017","Hamburg","direct migration background","77","0.75424654236536","0.670282394159888","0.838210690570832","7"
"7 Strongly agree","2017","Hamburg","indirect migration background","","","","","7"
"7 Strongly agree","2017","Lower Saxony","no migration background","","","","","7"
"7 Strongly agree","2017","Lower Saxony","direct migration background","342","0.938719502253295","0.914411943043855","0.963027061462735","7"
"7 Strongly agree","2017","Lower Saxony","indirect migration background","","","","","7"
"7 Strongly agree","2017","Bremen","no migration background","","","","","7"
"7 Strongly agree","2017","Bremen","direct migration background","16","","","","7"
"7 Strongly agree","2017","Bremen","indirect migration background","","","","","7"
"7 Strongly agree","2017","North Rhine-Westphalia","no migration background","","","","","7"
"7 Strongly agree","2017","North Rhine-Westphalia","direct migration background","753","0.869890185672493","0.846975169572876","0.89280520177211","7"
"7 Strongly agree","2017","North Rhine-Westphalia","indirect migration background","","","","","7"
"7 Strongly agree","2017","Hesse","no migration background","","","","","7"
"7 Strongly agree","2017","Hesse","direct migration background","330","0.940966766692516","0.916380297440527","0.965553235944505","7"
"7 Strongly agree","2017","Hesse","indirect migration background","","","","","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","no migration background","","","","","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","direct migration background","129","0.859339386934323","0.80442876756293","0.914250006305715","7"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","indirect migration background","","","","","7"
"7 Strongly agree","2017","Baden-Württemberg","no migration background","","","","","7"
"7 Strongly agree","2017","Baden-Württemberg","direct migration background","230","0.892596714602303","0.85531794419867","0.929875485005937","7"
"7 Strongly agree","2017","Baden-Württemberg","indirect migration background","","","","","7"
"7 Strongly agree","2017","Bavaria","no migration background","","","","","7"
"7 Strongly agree","2017","Bavaria","direct migration background","292","0.835602337009832","0.796435679310608","0.874768994709057","7"
"7 Strongly agree","2017","Bavaria","indirect migration background","","","","","7"
"7 Strongly agree","2017","Berlin","no migration background","","","","","7"
"7 Strongly agree","2017","Berlin","direct migration background","41","0.818250553653135","0.705577118194345","0.930923989111925","7"
"7 Strongly agree","2017","Berlin","indirect migration background","","","","","7"
"7 Strongly agree","2017","Brandenburg","no migration background","","","","","7"
"7 Strongly agree","2017","Brandenburg","direct migration background","54","0.923042981751043","0.853852597637358","0.992233365864728","7"
"7 Strongly agree","2017","Brandenburg","indirect migration background","","","","","7"
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","no migration background","","","","","7"
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","direct migration background","14","","","","7"
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","indirect migration background","","","","","7"
"7 Strongly agree","2017","Saxony","no migration background","","","","","7"
"7 Strongly agree","2017","Saxony","direct migration background","65","0.896318188664638","0.827781410085342","0.964854967243934","7"
"7 Strongly agree","2017","Saxony","indirect migration background","","","","","7"
"7 Strongly agree","2017","Saxony-Anhalt","no migration background","","","","","7"
"7 Strongly agree","2017","Saxony-Anhalt","direct migration background","34","0.969518753979432","0.912566812441365","1.0264706955175","7"
"7 Strongly agree","2017","Saxony-Anhalt","indirect migration background","","","","","7"
"7 Strongly agree","2017","Thuringia","no migration background","","","","","7"
"7 Strongly agree","2017","Thuringia","direct migration background","55","0.883108059473001","0.802480710234328","0.963735408711674","7"
"7 Strongly agree","2017","Thuringia","indirect migration background","","","","","7"
"1 Strongly disagree","2018","Bavaria","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Berlin","no migration background","","","","","1"
"1 Strongly disagree","2018","Berlin","direct migration background","","","","","1"
"1 Strongly disagree","2018","Berlin","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Schleswig-Holstein","no migration background","","","","","1"
"1 Strongly disagree","2018","Schleswig-Holstein","direct migration background","1","","","","1"
"1 Strongly disagree","2018","Schleswig-Holstein","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Hamburg","no migration background","","","","","1"
"1 Strongly disagree","2018","Hamburg","direct migration background","","","","","1"
"1 Strongly disagree","2018","Hamburg","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Lower Saxony","no migration background","","","","","1"
"1 Strongly disagree","2018","Lower Saxony","direct migration background","","","","","1"
"1 Strongly disagree","2018","Lower Saxony","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Bremen","no migration background","","","","","1"
"1 Strongly disagree","2018","Bremen","direct migration background","","","","","1"
"1 Strongly disagree","2018","Bremen","indirect migration background","","","","","1"
"1 Strongly disagree","2018","North Rhine-Westphalia","no migration background","","","","","1"
"1 Strongly disagree","2018","North Rhine-Westphalia","direct migration background","","","","","1"
"1 Strongly disagree","2018","North Rhine-Westphalia","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Hesse","no migration background","","","","","1"
"1 Strongly disagree","2018","Hesse","direct migration background","","","","","1"
"1 Strongly disagree","2018","Hesse","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Baden-Württemberg","no migration background","","","","","1"
"1 Strongly disagree","2018","Baden-Württemberg","direct migration background","","","","","1"
"1 Strongly disagree","2018","Baden-Württemberg","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Bavaria","no migration background","","","","","1"
"1 Strongly disagree","2018","Bavaria","direct migration background","","","","","1"
"1 Strongly disagree","2018","Brandenburg","no migration background","","","","","1"
"1 Strongly disagree","2018","Brandenburg","direct migration background","","","","","1"
"1 Strongly disagree","2018","Brandenburg","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Saxony","no migration background","","","","","1"
"1 Strongly disagree","2018","Saxony","direct migration background","","","","","1"
"1 Strongly disagree","2018","Saxony","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Saxony-Anhalt","no migration background","","","","","1"
"1 Strongly disagree","2018","Saxony-Anhalt","direct migration background","","","","","1"
"1 Strongly disagree","2018","Saxony-Anhalt","indirect migration background","","","","","1"
"1 Strongly disagree","2018","Thuringia","no migration background","","","","","1"
"1 Strongly disagree","2018","Thuringia","direct migration background","","","","","1"
"1 Strongly disagree","2018","Thuringia","indirect migration background","","","","","1"
"2 on scale 1-7 ","2018","Brandenburg","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Brandenburg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Schleswig-Holstein","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Schleswig-Holstein","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Schleswig-Holstein","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Hamburg","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Bavaria","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Berlin","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Berlin","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Berlin","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Brandenburg","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony-Anhalt","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony-Anhalt","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Saxony-Anhalt","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Thuringia","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Thuringia","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Thuringia","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Hamburg","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Hamburg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Lower Saxony","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Baden-Württemberg","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Lower Saxony","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Lower Saxony","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Bremen","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Bremen","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Bremen","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","North Rhine-Westphalia","no migration background","","","","","2"
"2 on scale 1-7 ","2018","North Rhine-Westphalia","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","North Rhine-Westphalia","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Hesse","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Hesse","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Hesse","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"2 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Baden-Württemberg","direct migration background","1","","","","2"
"2 on scale 1-7 ","2018","Baden-Württemberg","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","Bavaria","no migration background","","","","","2"
"2 on scale 1-7 ","2018","Bavaria","direct migration background","","","","","2"
"3 on scale 1-7 ","2018","Brandenburg","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Brandenburg","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Schleswig-Holstein","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Schleswig-Holstein","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Schleswig-Holstein","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Hamburg","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Hamburg","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Hamburg","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Lower Saxony","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Lower Saxony","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Bavaria","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Berlin","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Berlin","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Berlin","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Brandenburg","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Lower Saxony","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Bremen","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Bremen","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Hesse","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony-Anhalt","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony-Anhalt","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Saxony-Anhalt","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Thuringia","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Thuringia","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Thuringia","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","North Rhine-Westphalia","no migration background","","","","","3"
"3 on scale 1-7 ","2018","North Rhine-Westphalia","direct migration background","1","","","","3"
"3 on scale 1-7 ","2018","North Rhine-Westphalia","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Hesse","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Hesse","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Baden-Württemberg","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Baden-Württemberg","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Baden-Württemberg","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","Bavaria","no migration background","","","","","3"
"3 on scale 1-7 ","2018","Bavaria","direct migration background","","","","","3"
"3 on scale 1-7 ","2018","Bremen","indirect migration background","","","","","3"
"4 on scale 1-7","2018","Schleswig-Holstein","no migration background","","","","","4"
"4 on scale 1-7","2018","Schleswig-Holstein","direct migration background","","","","","4"
"4 on scale 1-7","2018","Schleswig-Holstein","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Hamburg","no migration background","","","","","4"
"4 on scale 1-7","2018","Hamburg","direct migration background","","","","","4"
"4 on scale 1-7","2018","Hamburg","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Lower Saxony","no migration background","","","","","4"
"4 on scale 1-7","2018","Lower Saxony","direct migration background","","","","","4"
"4 on scale 1-7","2018","Lower Saxony","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Bremen","no migration background","","","","","4"
"4 on scale 1-7","2018","Bremen","direct migration background","","","","","4"
"4 on scale 1-7","2018","Bremen","indirect migration background","","","","","4"
"4 on scale 1-7","2018","North Rhine-Westphalia","no migration background","","","","","4"
"4 on scale 1-7","2018","Bavaria","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Berlin","no migration background","","","","","4"
"4 on scale 1-7","2018","Berlin","direct migration background","","","","","4"
"4 on scale 1-7","2018","Berlin","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Brandenburg","no migration background","","","","","4"
"4 on scale 1-7","2018","Brandenburg","direct migration background","","","","","4"
"4 on scale 1-7","2018","Brandenburg","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"4 on scale 1-7","2018","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"4 on scale 1-7","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Saxony","no migration background","","","","","4"
"4 on scale 1-7","2018","Saxony","direct migration background","","","","","4"
"4 on scale 1-7","2018","Saxony","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Saxony-Anhalt","no migration background","","","","","4"
"4 on scale 1-7","2018","Saxony-Anhalt","direct migration background","","","","","4"
"4 on scale 1-7","2018","Saxony-Anhalt","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Thuringia","no migration background","","","","","4"
"4 on scale 1-7","2018","North Rhine-Westphalia","direct migration background","1","","","","4"
"4 on scale 1-7","2018","North Rhine-Westphalia","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Baden-Württemberg","no migration background","","","","","4"
"4 on scale 1-7","2018","Baden-Württemberg","direct migration background","","","","","4"
"4 on scale 1-7","2018","Baden-Württemberg","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Bavaria","no migration background","","","","","4"
"4 on scale 1-7","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"4 on scale 1-7","2018","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"4 on scale 1-7","2018","Bavaria","direct migration background","","","","","4"
"4 on scale 1-7","2018","Hesse","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Thuringia","indirect migration background","","","","","4"
"4 on scale 1-7","2018","Hesse","no migration background","","","","","4"
"4 on scale 1-7","2018","Thuringia","direct migration background","","","","","4"
"4 on scale 1-7","2018","Hesse","direct migration background","","","","","4"
"5 on scale 1-7","2018","Brandenburg","direct migration background","","","","","5"
"5 on scale 1-7","2018","Brandenburg","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"5 on scale 1-7","2018","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"5 on scale 1-7","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Saxony","no migration background","","","","","5"
"5 on scale 1-7","2018","Saxony","direct migration background","1","","","","5"
"5 on scale 1-7","2018","Saxony","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Saxony-Anhalt","no migration background","","","","","5"
"5 on scale 1-7","2018","Saxony-Anhalt","direct migration background","","","","","5"
"5 on scale 1-7","2018","Saxony-Anhalt","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Thuringia","no migration background","","","","","5"
"5 on scale 1-7","2018","Thuringia","direct migration background","","","","","5"
"5 on scale 1-7","2018","Thuringia","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Schleswig-Holstein","no migration background","","","","","5"
"5 on scale 1-7","2018","Schleswig-Holstein","direct migration background","1","","","","5"
"5 on scale 1-7","2018","Schleswig-Holstein","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Hamburg","no migration background","","","","","5"
"5 on scale 1-7","2018","Hamburg","direct migration background","","","","","5"
"5 on scale 1-7","2018","Hamburg","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Lower Saxony","no migration background","","","","","5"
"5 on scale 1-7","2018","Lower Saxony","direct migration background","5","","","","5"
"5 on scale 1-7","2018","Lower Saxony","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Bremen","no migration background","","","","","5"
"5 on scale 1-7","2018","Bremen","direct migration background","","","","","5"
"5 on scale 1-7","2018","Bremen","indirect migration background","","","","","5"
"5 on scale 1-7","2018","North Rhine-Westphalia","no migration background","","","","","5"
"5 on scale 1-7","2018","North Rhine-Westphalia","direct migration background","3","","","","5"
"5 on scale 1-7","2018","North Rhine-Westphalia","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Hesse","no migration background","","","","","5"
"5 on scale 1-7","2018","Hesse","direct migration background","","","","","5"
"5 on scale 1-7","2018","Bavaria","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Berlin","no migration background","","","","","5"
"5 on scale 1-7","2018","Berlin","direct migration background","1","","","","5"
"5 on scale 1-7","2018","Berlin","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Brandenburg","no migration background","","","","","5"
"5 on scale 1-7","2018","Rhineland-Palatinate,Saarland","direct migration background","","","","","5"
"5 on scale 1-7","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Hesse","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Bavaria","no migration background","","","","","5"
"5 on scale 1-7","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","5"
"5 on scale 1-7","2018","Baden-Württemberg","no migration background","","","","","5"
"5 on scale 1-7","2018","Baden-Württemberg","direct migration background","2","","","","5"
"5 on scale 1-7","2018","Baden-Württemberg","indirect migration background","","","","","5"
"5 on scale 1-7","2018","Bavaria","direct migration background","","","","","5"
"6 on scale 1-7","2018","Schleswig-Holstein","no migration background","","","","","6"
"6 on scale 1-7","2018","Brandenburg","direct migration background","","","","","6"
"6 on scale 1-7","2018","Brandenburg","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Mecklenburg-Western Pomerania","no migration background","","","","","6"
"6 on scale 1-7","2018","Mecklenburg-Western Pomerania","direct migration background","1","","","","6"
"6 on scale 1-7","2018","Mecklenburg-Western Pomerania","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Saxony","no migration background","","","","","6"
"6 on scale 1-7","2018","Saxony","direct migration background","1","","","","6"
"6 on scale 1-7","2018","Saxony","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Saxony-Anhalt","no migration background","","","","","6"
"6 on scale 1-7","2018","Saxony-Anhalt","direct migration background","","","","","6"
"6 on scale 1-7","2018","Saxony-Anhalt","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Thuringia","no migration background","","","","","6"
"6 on scale 1-7","2018","Thuringia","direct migration background","4","","","","6"
"6 on scale 1-7","2018","Thuringia","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Schleswig-Holstein","direct migration background","","","","","6"
"6 on scale 1-7","2018","Schleswig-Holstein","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Hamburg","no migration background","","","","","6"
"6 on scale 1-7","2018","Hamburg","direct migration background","","","","","6"
"6 on scale 1-7","2018","Hamburg","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Lower Saxony","no migration background","","","","","6"
"6 on scale 1-7","2018","Lower Saxony","direct migration background","9","","","","6"
"6 on scale 1-7","2018","Lower Saxony","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Bremen","no migration background","","","","","6"
"6 on scale 1-7","2018","Bremen","direct migration background","3","","","","6"
"6 on scale 1-7","2018","Bremen","indirect migration background","","","","","6"
"6 on scale 1-7","2018","North Rhine-Westphalia","no migration background","","","","","6"
"6 on scale 1-7","2018","North Rhine-Westphalia","direct migration background","8","","","","6"
"6 on scale 1-7","2018","North Rhine-Westphalia","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Hesse","no migration background","","","","","6"
"6 on scale 1-7","2018","Hesse","direct migration background","5","","","","6"
"6 on scale 1-7","2018","Hesse","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Rhineland-Palatinate,Saarland","no migration background","","","","","6"
"6 on scale 1-7","2018","Rhineland-Palatinate,Saarland","direct migration background","1","","","","6"
"6 on scale 1-7","2018","Rhineland-Palatinate,Saarland","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Bavaria","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Berlin","no migration background","","","","","6"
"6 on scale 1-7","2018","Berlin","direct migration background","1","","","","6"
"6 on scale 1-7","2018","Berlin","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Brandenburg","no migration background","","","","","6"
"6 on scale 1-7","2018","Baden-Württemberg","no migration background","","","","","6"
"6 on scale 1-7","2018","Baden-Württemberg","direct migration background","3","","","","6"
"6 on scale 1-7","2018","Baden-Württemberg","indirect migration background","","","","","6"
"6 on scale 1-7","2018","Bavaria","direct migration background","3","","","","6"
"6 on scale 1-7","2018","Bavaria","no migration background","","","","","6"
"7 Strongly agree","2018","Schleswig-Holstein","no migration background","","","","","7"
"7 Strongly agree","2018","Schleswig-Holstein","direct migration background","16","","","","7"
"7 Strongly agree","2018","Schleswig-Holstein","indirect migration background","","","","","7"
"7 Strongly agree","2018","Hamburg","no migration background","","","","","7"
"7 Strongly agree","2018","Hamburg","direct migration background","9","","","","7"
"7 Strongly agree","2018","Hamburg","indirect migration background","","","","","7"
"7 Strongly agree","2018","Lower Saxony","no migration background","","","","","7"
"7 Strongly agree","2018","Lower Saxony","direct migration background","91","0.924127531987589","0.873479625152047","0.97477543882313","7"
"7 Strongly agree","2018","Lower Saxony","indirect migration background","","","","","7"
