"plh0206i01","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2017","inadequately","West Germany","3","","","","3"
"3 on scale 1-7 ","2017","inadequately","East Germany","","","","","3"
"3 on scale 1-7 ","2017","general elemantary","West Germany","","","","","3"
"3 on scale 1-7 ","2017","general elemantary","East Germany","","","","","3"
"3 on scale 1-7 ","2017","middle vocational","West Germany","2","","","","3"
"3 on scale 1-7 ","2017","middle vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2017","vocational + Abi","West Germany","","","","","3"
"3 on scale 1-7 ","2017","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2017","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2017","higher vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2017","higher education","West Germany","","","","","3"
"3 on scale 1-7 ","2017","higher education","East Germany","","","","","3"
"4 on scale 1-7","2017","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2017","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2017","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2017","higher education","West Germany","1","","","","4"
"4 on scale 1-7","2017","higher education","East Germany","","","","","4"
"4 on scale 1-7","2017","in school","West Germany","","","","","4"
"4 on scale 1-7","2017","in school","East Germany","","","","","4"
"4 on scale 1-7","2017","inadequately","West Germany","12","","","","4"
"4 on scale 1-7","2017","inadequately","East Germany","1","","","","4"
"4 on scale 1-7","2017","general elemantary","West Germany","5","","","","4"
"4 on scale 1-7","2017","general elemantary","East Germany","","","","","4"
"4 on scale 1-7","2017","vocational + Abi","West Germany","2","","","","4"
"4 on scale 1-7","2017","middle vocational","West Germany","3","","","","4"
"4 on scale 1-7","2017","middle vocational","East Germany","1","","","","4"
"5 on scale 1-7","2017","in school","West Germany","3","","","","5"
"5 on scale 1-7","2017","in school","East Germany","","","","","5"
"5 on scale 1-7","2017","inadequately","West Germany","31","0.0340639902052081","0.0234025067972655","0.0447254736131507","5"
"5 on scale 1-7","2017","inadequately","East Germany","2","","","","5"
"5 on scale 1-7","2017","higher education","East Germany","","","","","5"
"5 on scale 1-7","2017","general elemantary","West Germany","9","","","","5"
"5 on scale 1-7","2017","general elemantary","East Germany","2","","","","5"
"5 on scale 1-7","2017","middle vocational","West Germany","7","","","","5"
"5 on scale 1-7","2017","middle vocational","East Germany","1","","","","5"
"5 on scale 1-7","2017","vocational + Abi","West Germany","","","","","5"
"5 on scale 1-7","2017","vocational + Abi","East Germany","","","","","5"
"5 on scale 1-7","2017","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2017","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2017","higher education","West Germany","9","","","","5"
"6 on scale 1-7","2017","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2017","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2017","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2017","higher education","West Germany","28","","","","6"
"6 on scale 1-7","2017","higher education","East Germany","6","","","","6"
"6 on scale 1-7","2017","in school","West Germany","2","","","","6"
"6 on scale 1-7","2017","vocational + Abi","West Germany","4","","","","6"
"6 on scale 1-7","2017","inadequately","West Germany","90","0.0782162655175776","0.0624343848268211","0.0939981462083342","6"
"6 on scale 1-7","2017","inadequately","East Germany","8","","","","6"
"6 on scale 1-7","2017","middle vocational","West Germany","33","0.0867434583084521","0.0590917913692255","0.114395125247679","6"
"6 on scale 1-7","2017","in school","East Germany","","","","","6"
"6 on scale 1-7","2017","general elemantary","West Germany","41","0.0855221021771453","0.0610584089037322","0.109985795450558","6"
"6 on scale 1-7","2017","general elemantary","East Germany","","","","","6"
"6 on scale 1-7","2017","middle vocational","East Germany","3","","","","6"
"7 Strongly agree","2017","inadequately","West Germany","973","0.865851003562573","0.84581961784021","0.885882389284935","7"
"7 Strongly agree","2017","inadequately","East Germany","91","0.896869121439043","0.837848075741303","0.955890167136782","7"
"7 Strongly agree","2017","in school","West Germany","10","","","","7"
"7 Strongly agree","2017","in school","East Germany","4","","","","7"
"7 Strongly agree","2017","general elemantary","West Germany","442","0.854266761812938","0.82340133446054","0.885132189165336","7"
"7 Strongly agree","2017","general elemantary","East Germany","49","0.976502327133717","0.934929259587791","1.01807539467964","7"
"7 Strongly agree","2017","middle vocational","West Germany","352","0.877743041121541","0.845560002473765","0.909926079769318","7"
"7 Strongly agree","2017","middle vocational","East Germany","41","0.858284154446262","0.757499611948329","0.959068696944195","7"
"7 Strongly agree","2017","vocational + Abi","West Germany","60","0.869989067055394","0.788851317460147","0.95112681665064","7"
"7 Strongly agree","2017","vocational + Abi","East Germany","3","","","","7"
"7 Strongly agree","2017","higher vocational","West Germany","","","","","7"
"7 Strongly agree","2017","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2017","higher education","West Germany","368","0.889940941948442","0.859535986197568","0.920345897699315","7"
"7 Strongly agree","2017","higher education","East Germany","36","0.859390679133768","0.754260883380243","0.964520474887292","7"
"1 Strongly disagree","2018","vocational + Abi","East Germany","","","","","1"
"1 Strongly disagree","2018","higher vocational","West Germany","","","","","1"
"1 Strongly disagree","2018","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2018","higher education","West Germany","","","","","1"
"1 Strongly disagree","2018","higher education","East Germany","","","","","1"
"1 Strongly disagree","2018","inadequately","West Germany","1","","","","1"
"1 Strongly disagree","2018","inadequately","East Germany","","","","","1"
"1 Strongly disagree","2018","general elemantary","West Germany","","","","","1"
"1 Strongly disagree","2018","general elemantary","East Germany","","","","","1"
"1 Strongly disagree","2018","in school","West Germany","","","","","1"
"1 Strongly disagree","2018","in school","East Germany","","","","","1"
"1 Strongly disagree","2018","middle vocational","West Germany","","","","","1"
"1 Strongly disagree","2018","middle vocational","East Germany","","","","","1"
"1 Strongly disagree","2018","vocational + Abi","West Germany","","","","","1"
"2 on scale 1-7 ","2018","higher vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2018","higher vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2018","higher education","West Germany","1","","","","2"
"2 on scale 1-7 ","2018","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2018","in school","East Germany","","","","","2"
"2 on scale 1-7 ","2018","inadequately","West Germany","","","","","2"
"2 on scale 1-7 ","2018","inadequately","East Germany","","","","","2"
"2 on scale 1-7 ","2018","general elemantary","West Germany","","","","","2"
"2 on scale 1-7 ","2018","general elemantary","East Germany","","","","","2"
"2 on scale 1-7 ","2018","middle vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2018","middle vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2018","vocational + Abi","West Germany","","","","","2"
"2 on scale 1-7 ","2018","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2018","higher education","East Germany","","","","","2"
"3 on scale 1-7 ","2018","in school","West Germany","","","","","3"
"3 on scale 1-7 ","2018","in school","East Germany","","","","","3"
"3 on scale 1-7 ","2018","inadequately","West Germany","1","","","","3"
"3 on scale 1-7 ","2018","inadequately","East Germany","","","","","3"
"3 on scale 1-7 ","2018","general elemantary","West Germany","","","","","3"
"3 on scale 1-7 ","2018","general elemantary","East Germany","","","","","3"
"3 on scale 1-7 ","2018","middle vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2018","middle vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2018","vocational + Abi","West Germany","","","","","3"
"3 on scale 1-7 ","2018","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2018","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2018","higher vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2018","higher education","West Germany","","","","","3"
"3 on scale 1-7 ","2018","higher education","East Germany","","","","","3"
"4 on scale 1-7","2018","inadequately","West Germany","","","","","4"
"4 on scale 1-7","2018","inadequately","East Germany","","","","","4"
"4 on scale 1-7","2018","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2018","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2018","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2018","general elemantary","West Germany","1","","","","4"
"4 on scale 1-7","2018","general elemantary","East Germany","","","","","4"
"4 on scale 1-7","2018","middle vocational","West Germany","","","","","4"
"4 on scale 1-7","2018","vocational + Abi","West Germany","","","","","4"
"4 on scale 1-7","2018","higher education","West Germany","","","","","4"
"4 on scale 1-7","2018","higher education","East Germany","","","","","4"
"4 on scale 1-7","2018","in school","West Germany","","","","","4"
"4 on scale 1-7","2018","in school","East Germany","","","","","4"
"4 on scale 1-7","2018","middle vocational","East Germany","","","","","4"
"5 on scale 1-7","2018","in school","West Germany","1","","","","5"
"5 on scale 1-7","2018","in school","East Germany","","","","","5"
"5 on scale 1-7","2018","inadequately","West Germany","4","","","","5"
"5 on scale 1-7","2018","inadequately","East Germany","","","","","5"
"5 on scale 1-7","2018","general elemantary","West Germany","4","","","","5"
"5 on scale 1-7","2018","general elemantary","East Germany","1","","","","5"
"5 on scale 1-7","2018","middle vocational","West Germany","","","","","5"
"5 on scale 1-7","2018","middle vocational","East Germany","","","","","5"
"5 on scale 1-7","2018","vocational + Abi","West Germany","1","","","","5"
"5 on scale 1-7","2018","vocational + Abi","East Germany","","","","","5"
"5 on scale 1-7","2018","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2018","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2018","higher education","West Germany","2","","","","5"
"5 on scale 1-7","2018","higher education","East Germany","","","","","5"
"6 on scale 1-7","2018","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2018","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2018","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2018","higher education","West Germany","2","","","","6"
"6 on scale 1-7","2018","higher education","East Germany","1","","","","6"
"6 on scale 1-7","2018","general elemantary","West Germany","6","","","","6"
"6 on scale 1-7","2018","general elemantary","East Germany","3","","","","6"
"6 on scale 1-7","2018","middle vocational","West Germany","6","","","","6"
"6 on scale 1-7","2018","inadequately","West Germany","12","","","","6"
"6 on scale 1-7","2018","inadequately","East Germany","","","","","6"
"6 on scale 1-7","2018","middle vocational","East Germany","2","","","","6"
"6 on scale 1-7","2018","vocational + Abi","West Germany","","","","","6"
"6 on scale 1-7","2018","in school","East Germany","","","","","6"
"6 on scale 1-7","2018","in school","West Germany","3","","","","6"
"7 Strongly agree","2018","in school","West Germany","4","","","","7"
"7 Strongly agree","2018","in school","East Germany","","","","","7"
"7 Strongly agree","2018","inadequately","West Germany","133","0.85775695033663","0.802043857585595","0.913470043087664","7"
"7 Strongly agree","2018","inadequately","East Germany","12","","","","7"
"7 Strongly agree","2018","vocational + Abi","West Germany","6","","","","7"
"7 Strongly agree","2018","vocational + Abi","East Germany","","","","","7"
"7 Strongly agree","2018","higher vocational","West Germany","","","","","7"
"7 Strongly agree","2018","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2018","higher education","West Germany","34","0.903188445921004","0.810384045342013","0.995992846499995","7"
"7 Strongly agree","2018","higher education","East Germany","9","","","","7"
"7 Strongly agree","2018","general elemantary","West Germany","70","0.903540810334703","0.839249648708654","0.967831971960753","7"
"7 Strongly agree","2018","general elemantary","East Germany","14","","","","7"
"7 Strongly agree","2018","middle vocational","West Germany","47","0.947996783732298","0.888220530447535","1.00777303701706","7"
"7 Strongly agree","2018","middle vocational","East Germany","3","","","","7"
"1 Strongly disagree","2019","vocational + Abi","East Germany","","","","","1"
"1 Strongly disagree","2019","higher vocational","West Germany","","","","","1"
"1 Strongly disagree","2019","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2019","higher education","West Germany","","","","","1"
"1 Strongly disagree","2019","higher education","East Germany","","","","","1"
"1 Strongly disagree","2019","general elemantary","West Germany","","","","","1"
"1 Strongly disagree","2019","general elemantary","East Germany","","","","","1"
"1 Strongly disagree","2019","middle vocational","West Germany","","","","","1"
"1 Strongly disagree","2019","middle vocational","East Germany","","","","","1"
"1 Strongly disagree","2019","vocational + Abi","West Germany","","","","","1"
"1 Strongly disagree","2019","inadequately","West Germany","1","","","","1"
"1 Strongly disagree","2019","in school","East Germany","","","","","1"
"1 Strongly disagree","2019","in school","West Germany","","","","","1"
"1 Strongly disagree","2019","inadequately","East Germany","","","","","1"
"2 on scale 1-7 ","2019","inadequately","West Germany","1","","","","2"
"2 on scale 1-7 ","2019","inadequately","East Germany","","","","","2"
"2 on scale 1-7 ","2019","general elemantary","West Germany","","","","","2"
"2 on scale 1-7 ","2019","general elemantary","East Germany","","","","","2"
"2 on scale 1-7 ","2019","middle vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2019","middle vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2019","vocational + Abi","West Germany","","","","","2"
"2 on scale 1-7 ","2019","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2019","higher vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2019","higher vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2019","higher education","West Germany","","","","","2"
"2 on scale 1-7 ","2019","higher education","East Germany","","","","","2"
"2 on scale 1-7 ","2019","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2019","in school","East Germany","","","","","2"
"3 on scale 1-7 ","2019","general elemantary","West Germany","","","","","3"
"3 on scale 1-7 ","2019","general elemantary","East Germany","","","","","3"
"3 on scale 1-7 ","2019","middle vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2019","middle vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2019","vocational + Abi","West Germany","","","","","3"
"3 on scale 1-7 ","2019","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2019","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2019","higher vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2019","higher education","West Germany","","","","","3"
"3 on scale 1-7 ","2019","higher education","East Germany","","","","","3"
"3 on scale 1-7 ","2019","in school","West Germany","","","","","3"
"3 on scale 1-7 ","2019","in school","East Germany","","","","","3"
"3 on scale 1-7 ","2019","inadequately","West Germany","","","","","3"
"3 on scale 1-7 ","2019","inadequately","East Germany","","","","","3"
"4 on scale 1-7","2019","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2019","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2019","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2019","in school","East Germany","","","","","4"
"4 on scale 1-7","2019","inadequately","West Germany","4","","","","4"
"4 on scale 1-7","2019","inadequately","East Germany","","","","","4"
"4 on scale 1-7","2019","general elemantary","West Germany","1","","","","4"
"4 on scale 1-7","2019","higher education","West Germany","","","","","4"
"4 on scale 1-7","2019","higher education","East Germany","","","","","4"
"4 on scale 1-7","2019","general elemantary","East Germany","","","","","4"
"4 on scale 1-7","2019","middle vocational","West Germany","","","","","4"
"4 on scale 1-7","2019","in school","West Germany","","","","","4"
"4 on scale 1-7","2019","vocational + Abi","West Germany","","","","","4"
"4 on scale 1-7","2019","middle vocational","East Germany","","","","","4"
"5 on scale 1-7","2019","in school","West Germany","","","","","5"
"5 on scale 1-7","2019","in school","East Germany","","","","","5"
"5 on scale 1-7","2019","inadequately","West Germany","8","","","","5"
"5 on scale 1-7","2019","inadequately","East Germany","","","","","5"
"5 on scale 1-7","2019","general elemantary","West Germany","2","","","","5"
"5 on scale 1-7","2019","general elemantary","East Germany","","","","","5"
"5 on scale 1-7","2019","middle vocational","West Germany","","","","","5"
"5 on scale 1-7","2019","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2019","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2019","higher education","West Germany","1","","","","5"
"5 on scale 1-7","2019","higher education","East Germany","","","","","5"
"5 on scale 1-7","2019","middle vocational","East Germany","","","","","5"
"5 on scale 1-7","2019","vocational + Abi","West Germany","","","","","5"
"5 on scale 1-7","2019","vocational + Abi","East Germany","","","","","5"
"6 on scale 1-7","2019","general elemantary","West Germany","5","","","","6"
"6 on scale 1-7","2019","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2019","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2019","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2019","higher education","West Germany","5","","","","6"
"6 on scale 1-7","2019","higher education","East Germany","","","","","6"
"6 on scale 1-7","2019","in school","West Germany","","","","","6"
"6 on scale 1-7","2019","in school","East Germany","","","","","6"
"6 on scale 1-7","2019","inadequately","West Germany","16","","","","6"
"6 on scale 1-7","2019","inadequately","East Germany","","","","","6"
"6 on scale 1-7","2019","general elemantary","East Germany","","","","","6"
"6 on scale 1-7","2019","middle vocational","West Germany","3","","","","6"
"6 on scale 1-7","2019","middle vocational","East Germany","","","","","6"
"6 on scale 1-7","2019","vocational + Abi","West Germany","","","","","6"
"7 Strongly agree","2019","in school","West Germany","2","","","","7"
"7 Strongly agree","2019","in school","East Germany","","","","","7"
"7 Strongly agree","2019","inadequately","West Germany","90","0.750371191201629","0.672935193880457","0.827807188522801","7"
"7 Strongly agree","2019","inadequately","East Germany","12","","","","7"
"7 Strongly agree","2019","general elemantary","West Germany","42","0.858665214105337","0.762104702932436","0.955225725278238","7"
"7 Strongly agree","2019","general elemantary","East Germany","3","","","","7"
"7 Strongly agree","2019","middle vocational","West Germany","29","","","","7"
"7 Strongly agree","2019","middle vocational","East Germany","1","","","","7"
"7 Strongly agree","2019","vocational + Abi","West Germany","","","","","7"
"7 Strongly agree","2019","vocational + Abi","East Germany","2","","","","7"
"7 Strongly agree","2019","higher vocational","West Germany","","","","","7"
"7 Strongly agree","2019","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2019","higher education","West Germany","19","","","","7"
"7 Strongly agree","2019","higher education","East Germany","2","","","","7"
