"plh0206i01","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2015","Rhineland-Palatinate,Saarland","secondary school degree","15","","",""
"4 on scale 1-7","2015","Rhineland-Palatinate,Saarland","college entrance qualification","20","","",""
"4 on scale 1-7","2015","Rhineland-Palatinate,Saarland","Other degree","21","","",""
"4 on scale 1-7","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"4 on scale 1-7","2015","Baden-Württemberg","lower secondary degree","28","","",""
"4 on scale 1-7","2015","Baden-Württemberg","secondary school degree","21","","",""
"4 on scale 1-7","2015","Baden-Württemberg","college entrance qualification","15","","",""
"4 on scale 1-7","2015","Baden-Württemberg","Other degree","29","","",""
"4 on scale 1-7","2015","Baden-Württemberg","no degree/no degree yet","2","","",""
"4 on scale 1-7","2015","Bavaria","lower secondary degree","55","0.0457778904772738","0.034269557767974","0.0572862231865736"
"4 on scale 1-7","2015","Bavaria","secondary school degree","32","0.0263445193292047","0.0165206400748194","0.03616839858359"
"4 on scale 1-7","2015","Bavaria","college entrance qualification","21","","",""
"4 on scale 1-7","2015","Bavaria","Other degree","34","0.0592021708503049","0.0427138020033479","0.0756905396972619"
"4 on scale 1-7","2015","Bavaria","no degree/no degree yet","5","","",""
"4 on scale 1-7","2015","Berlin","lower secondary degree","7","","",""
"4 on scale 1-7","2015","Berlin","secondary school degree","5","","",""
"4 on scale 1-7","2015","Berlin","college entrance qualification","8","","",""
"4 on scale 1-7","2015","Berlin","Other degree","1","","",""
"4 on scale 1-7","2015","Berlin","no degree/no degree yet","1","","",""
"4 on scale 1-7","2015","Brandenburg","lower secondary degree","4","","",""
"4 on scale 1-7","2015","Brandenburg","secondary school degree","7","","",""
"4 on scale 1-7","2015","Brandenburg","college entrance qualification","5","","",""
"4 on scale 1-7","2015","Brandenburg","Other degree","6","","",""
"4 on scale 1-7","2015","Brandenburg","no degree/no degree yet","1","","",""
"4 on scale 1-7","2015","Mecklenburg-Western Pomerania","lower secondary degree","1","","",""
"4 on scale 1-7","2015","Mecklenburg-Western Pomerania","secondary school degree","10","","",""
"4 on scale 1-7","2015","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"4 on scale 1-7","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"4 on scale 1-7","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"4 on scale 1-7","2015","Saxony","lower secondary degree","13","","",""
"4 on scale 1-7","2015","Saxony","secondary school degree","23","","",""
"4 on scale 1-7","2015","Saxony","college entrance qualification","7","","",""
"4 on scale 1-7","2015","Saxony","Other degree","3","","",""
"4 on scale 1-7","2015","Saxony","no degree/no degree yet","2","","",""
"4 on scale 1-7","2015","Saxony-Anhalt","lower secondary degree","9","","",""
"4 on scale 1-7","2015","Saxony-Anhalt","secondary school degree","7","","",""
"4 on scale 1-7","2015","Saxony-Anhalt","college entrance qualification","5","","",""
"4 on scale 1-7","2015","Saxony-Anhalt","Other degree","6","","",""
"4 on scale 1-7","2015","Saxony-Anhalt","no degree/no degree yet","4","","",""
"4 on scale 1-7","2015","Thuringia","lower secondary degree","7","","",""
"4 on scale 1-7","2015","Thuringia","secondary school degree","12","","",""
"4 on scale 1-7","2015","Thuringia","college entrance qualification","3","","",""
"4 on scale 1-7","2015","Thuringia","Other degree","1","","",""
"4 on scale 1-7","2015","Thuringia","no degree/no degree yet","3","","",""
"5 on scale 1-7","2015","Schleswig-Holstein","lower secondary degree","22","","",""
"5 on scale 1-7","2015","Schleswig-Holstein","secondary school degree","11","","",""
"5 on scale 1-7","2015","Schleswig-Holstein","college entrance qualification","13","","",""
"5 on scale 1-7","2015","Schleswig-Holstein","Other degree","18","","",""
"5 on scale 1-7","2015","Schleswig-Holstein","no degree/no degree yet","4","","",""
"5 on scale 1-7","2015","Hamburg","lower secondary degree","7","","",""
"5 on scale 1-7","2015","Hamburg","secondary school degree","5","","",""
"5 on scale 1-7","2015","Hamburg","college entrance qualification","15","","",""
"5 on scale 1-7","2015","Hamburg","Other degree","11","","",""
"5 on scale 1-7","2015","Hamburg","no degree/no degree yet","2","","",""
"5 on scale 1-7","2015","Lower Saxony","lower secondary degree","51","0.0883165609769105","0.0661590525119412","0.11047406944188"
"5 on scale 1-7","2015","Lower Saxony","secondary school degree","48","0.0564685613087723","0.039573099675164","0.0733640229423806"
"5 on scale 1-7","2015","Lower Saxony","college entrance qualification","37","0.04755970445769","0.0314799647953516","0.0636394441200284"
"5 on scale 1-7","2015","Lower Saxony","Other degree","26","","",""
"5 on scale 1-7","2015","Lower Saxony","no degree/no degree yet","12","","",""
"5 on scale 1-7","2015","Bremen","lower secondary degree","4","","",""
"5 on scale 1-7","2015","Bremen","secondary school degree","1","","",""
"5 on scale 1-7","2015","Bremen","college entrance qualification","4","","",""
"5 on scale 1-7","2015","Bremen","Other degree","1","","",""
"5 on scale 1-7","2015","Bremen","no degree/no degree yet","2","","",""
"5 on scale 1-7","2015","North Rhine-Westphalia","lower secondary degree","106","0.0852894082964547","0.0703232808570135","0.100255535735896"
"5 on scale 1-7","2015","North Rhine-Westphalia","secondary school degree","71","0.0851710251956151","0.0685156944383306","0.1018263559529"
"5 on scale 1-7","2015","North Rhine-Westphalia","college entrance qualification","112","0.0623679551578112","0.0508318596420684","0.073904050673554"
"5 on scale 1-7","2015","North Rhine-Westphalia","Other degree","96","0.117163157446314","0.0966360383247319","0.137690276567895"
"5 on scale 1-7","2015","North Rhine-Westphalia","no degree/no degree yet","21","","",""
"5 on scale 1-7","2015","Hesse","lower secondary degree","31","0.0847391283552079","0.0558907754604257","0.11358748124999"
"5 on scale 1-7","2015","Hesse","secondary school degree","26","","",""
"5 on scale 1-7","2015","Hesse","college entrance qualification","50","0.0642378109823867","0.0447173579792866","0.0837582639854868"
"5 on scale 1-7","2015","Hesse","Other degree","21","","",""
"5 on scale 1-7","2015","Hesse","no degree/no degree yet","10","","",""
"5 on scale 1-7","2015","Rhineland-Palatinate,Saarland","lower secondary degree","41","0.0838887200285115","0.0597102786571599","0.108067161399863"
"5 on scale 1-7","2015","Rhineland-Palatinate,Saarland","secondary school degree","30","0.11282226149573","0.0785838279075661","0.147060695083894"
"5 on scale 1-7","2015","Rhineland-Palatinate,Saarland","college entrance qualification","20","","",""
"5 on scale 1-7","2015","Rhineland-Palatinate,Saarland","Other degree","24","","",""
"5 on scale 1-7","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"5 on scale 1-7","2015","Baden-Württemberg","lower secondary degree","86","0.130913600150045","0.106853442136904","0.154973758163186"
"5 on scale 1-7","2015","Baden-Württemberg","secondary school degree","47","0.0647561464013807","0.0473512913629464","0.082161001439815"
"5 on scale 1-7","2015","Baden-Württemberg","college entrance qualification","76","0.0914236916825159","0.0726151595511022","0.11023222381393"
"5 on scale 1-7","2015","Baden-Württemberg","Other degree","43","0.0836094078609573","0.0612552492308257","0.105963566491089"
"5 on scale 1-7","2015","Baden-Württemberg","no degree/no degree yet","7","","",""
"5 on scale 1-7","2015","Bavaria","lower secondary degree","109","0.0689595359793787","0.0550073830798511","0.0829116888789062"
"5 on scale 1-7","2015","Bavaria","secondary school degree","77","0.0693119251595424","0.0537328642449857","0.0848909860740991"
"5 on scale 1-7","2015","Bavaria","college entrance qualification","93","0.0896568037871124","0.0721927228568322","0.107120884717393"
"5 on scale 1-7","2015","Bavaria","Other degree","48","0.0633186404241989","0.0463040125845712","0.0803332682638266"
"5 on scale 1-7","2015","Bavaria","no degree/no degree yet","12","","",""
"5 on scale 1-7","2015","Berlin","lower secondary degree","10","","",""
"5 on scale 1-7","2015","Berlin","secondary school degree","15","","",""
"5 on scale 1-7","2015","Berlin","college entrance qualification","32","0.0854661991984354","0.0570177751879963","0.113914623208875"
"5 on scale 1-7","2015","Berlin","Other degree","22","","",""
"5 on scale 1-7","2015","Berlin","no degree/no degree yet","4","","",""
"5 on scale 1-7","2015","Brandenburg","lower secondary degree","12","","",""
"5 on scale 1-7","2015","Brandenburg","secondary school degree","27","","",""
"5 on scale 1-7","2015","Brandenburg","college entrance qualification","12","","",""
"5 on scale 1-7","2015","Brandenburg","Other degree","12","","",""
"5 on scale 1-7","2015","Brandenburg","no degree/no degree yet","3","","",""
"5 on scale 1-7","2015","Mecklenburg-Western Pomerania","lower secondary degree","13","","",""
"5 on scale 1-7","2015","Mecklenburg-Western Pomerania","secondary school degree","25","","",""
"5 on scale 1-7","2015","Mecklenburg-Western Pomerania","college entrance qualification","7","","",""
"5 on scale 1-7","2015","Mecklenburg-Western Pomerania","Other degree","2","","",""
"5 on scale 1-7","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"5 on scale 1-7","2015","Saxony","lower secondary degree","23","","",""
"5 on scale 1-7","2015","Saxony","secondary school degree","67","0.114471327139529","0.0914069238411999","0.137535730437858"
"5 on scale 1-7","2015","Saxony","college entrance qualification","26","","",""
"5 on scale 1-7","2015","Saxony","Other degree","8","","",""
"5 on scale 1-7","2015","Saxony","no degree/no degree yet","2","","",""
"5 on scale 1-7","2015","Saxony-Anhalt","lower secondary degree","29","","",""
"5 on scale 1-7","2015","Saxony-Anhalt","secondary school degree","50","0.101671901175407","0.0716779450480948","0.131665857302719"
"5 on scale 1-7","2015","Saxony-Anhalt","college entrance qualification","6","","",""
"5 on scale 1-7","2015","Saxony-Anhalt","Other degree","4","","",""
"5 on scale 1-7","2015","Saxony-Anhalt","no degree/no degree yet","2","","",""
"5 on scale 1-7","2015","Thuringia","lower secondary degree","36","0.151676702520141","0.106482727175431","0.196870677864851"
"5 on scale 1-7","2015","Thuringia","secondary school degree","46","0.10299239652092","0.0737139139531141","0.132270879088726"
"5 on scale 1-7","2015","Thuringia","college entrance qualification","17","","",""
"5 on scale 1-7","2015","Thuringia","Other degree","9","","",""
"5 on scale 1-7","2015","Thuringia","no degree/no degree yet","1","","",""
"6 on scale 1-7","2015","Schleswig-Holstein","lower secondary degree","53","0.20613317441891","0.152799718421052","0.259466630416768"
"6 on scale 1-7","2015","Schleswig-Holstein","secondary school degree","76","0.316825901470182","0.259835181409477","0.373816621530888"
"6 on scale 1-7","2015","Schleswig-Holstein","college entrance qualification","71","0.337189694989934","0.275002155120773","0.399377234859095"
"6 on scale 1-7","2015","Schleswig-Holstein","Other degree","32","0.373417622413636","0.279545962382458","0.467289282444814"
"6 on scale 1-7","2015","Schleswig-Holstein","no degree/no degree yet","16","","",""
"6 on scale 1-7","2015","Hamburg","lower secondary degree","24","","",""
"6 on scale 1-7","2015","Hamburg","secondary school degree","24","","",""
"6 on scale 1-7","2015","Hamburg","college entrance qualification","53","0.298689629659525","0.229686316866686","0.367692942452364"
"6 on scale 1-7","2015","Hamburg","Other degree","26","","",""
"6 on scale 1-7","2015","Hamburg","no degree/no degree yet","4","","",""
"6 on scale 1-7","2015","Lower Saxony","lower secondary degree","174","0.295557903959283","0.259927417186292","0.331188390732275"
"6 on scale 1-7","2015","Lower Saxony","secondary school degree","182","0.272370223272862","0.2397847856258","0.304955660919923"
"6 on scale 1-7","2015","Lower Saxony","college entrance qualification","211","0.308996695089403","0.274086076972945","0.343907313205861"
"6 on scale 1-7","2015","Lower Saxony","Other degree","76","0.242035651981138","0.197913380120233","0.286157923842044"
"6 on scale 1-7","2015","Lower Saxony","no degree/no degree yet","27","","",""
"6 on scale 1-7","2015","Bremen","lower secondary degree","11","","",""
"6 on scale 1-7","2015","Bremen","secondary school degree","11","","",""
"6 on scale 1-7","2015","Bremen","college entrance qualification","9","","",""
"6 on scale 1-7","2015","Bremen","Other degree","15","","",""
"6 on scale 1-7","2015","Bremen","no degree/no degree yet","1","","",""
"6 on scale 1-7","2015","North Rhine-Westphalia","lower secondary degree","315","0.23866436855265","0.21582406323311","0.26150467387219"
"6 on scale 1-7","2015","North Rhine-Westphalia","secondary school degree","299","0.288295242712078","0.261267732440683","0.315322752983472"
"6 on scale 1-7","2015","North Rhine-Westphalia","college entrance qualification","492","0.31072971337053","0.288652307556946","0.332807119184114"
"6 on scale 1-7","2015","North Rhine-Westphalia","Other degree","209","0.211494343497871","0.185430165703116","0.237558521292626"
"6 on scale 1-7","2015","North Rhine-Westphalia","no degree/no degree yet","64","0.281429919621158","0.228472367183696","0.334387472058621"
"6 on scale 1-7","2015","Hesse","lower secondary degree","96","0.250524206171186","0.205638275903462","0.295410136438911"
"6 on scale 1-7","2015","Hesse","secondary school degree","113","0.268201547757676","0.225832390182585","0.310570705332768"
"6 on scale 1-7","2015","Hesse","college entrance qualification","191","0.344315274828967","0.306485177641569","0.382145372016365"
"6 on scale 1-7","2015","Hesse","Other degree","86","0.217765483468091","0.175424136624744","0.260106830311437"
"6 on scale 1-7","2015","Hesse","no degree/no degree yet","12","","",""
"6 on scale 1-7","2015","Rhineland-Palatinate,Saarland","lower secondary degree","125","0.25751868551185","0.219381420942106","0.295655950081594"
"6 on scale 1-7","2015","Rhineland-Palatinate,Saarland","secondary school degree","78","0.262821261099199","0.215186080382211","0.310456441816187"
"6 on scale 1-7","2015","Rhineland-Palatinate,Saarland","college entrance qualification","121","0.37703161892361","0.326758495122719","0.427304742724501"
"6 on scale 1-7","2015","Rhineland-Palatinate,Saarland","Other degree","71","0.280613460507623","0.228812886396112","0.332414034619134"
"6 on scale 1-7","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","15","","",""
"6 on scale 1-7","2015","Baden-Württemberg","lower secondary degree","202","0.268148939534974","0.236549890682757","0.29974798838719"
"6 on scale 1-7","2015","Baden-Württemberg","secondary school degree","231","0.300357562557001","0.267936679571236","0.332778445542766"
"6 on scale 1-7","2015","Baden-Württemberg","college entrance qualification","266","0.289803007275218","0.260196601942168","0.319409412608268"
"6 on scale 1-7","2015","Baden-Württemberg","Other degree","116","0.201961660802059","0.169539885739139","0.234383435864979"
"6 on scale 1-7","2015","Baden-Württemberg","no degree/no degree yet","20","","",""
"6 on scale 1-7","2015","Bavaria","lower secondary degree","320","0.229512136869674","0.206357098082081","0.252667175657267"
"6 on scale 1-7","2015","Bavaria","secondary school degree","301","0.281321009029714","0.253740404703316","0.308901613356111"
"6 on scale 1-7","2015","Bavaria","college entrance qualification","324","0.317457731907868","0.289002687751567","0.345912776064168"
"6 on scale 1-7","2015","Bavaria","Other degree","148","0.195685371391954","0.16796794588104","0.223402796902869"
"6 on scale 1-7","2015","Bavaria","no degree/no degree yet","34","0.305066579136768","0.224988223646805","0.38514493462673"
"6 on scale 1-7","2015","Berlin","lower secondary degree","44","0.335678100047997","0.259854265133618","0.411501934962375"
"6 on scale 1-7","2015","Berlin","secondary school degree","85","0.368193218301018","0.310556136362632","0.425830300239404"
"6 on scale 1-7","2015","Berlin","college entrance qualification","114","0.288802355289495","0.242685821603664","0.334918888975326"
"6 on scale 1-7","2015","Berlin","Other degree","37","0.250696802723985","0.179410332778927","0.321983272669042"
"6 on scale 1-7","2015","Berlin","no degree/no degree yet","8","","",""
"6 on scale 1-7","2015","Brandenburg","lower secondary degree","52","0.258032493762189","0.200345009870959","0.31571997765342"
"6 on scale 1-7","2015","Brandenburg","secondary school degree","117","0.317970102249039","0.27278316986965","0.363157034628428"
"6 on scale 1-7","2015","Brandenburg","college entrance qualification","85","0.303328277910623","0.245169802752411","0.361486753068834"
"6 on scale 1-7","2015","Brandenburg","Other degree","20","","",""
"6 on scale 1-7","2015","Brandenburg","no degree/no degree yet","5","","",""
"6 on scale 1-7","2015","Mecklenburg-Western Pomerania","lower secondary degree","28","","",""
"6 on scale 1-7","2015","Mecklenburg-Western Pomerania","secondary school degree","56","0.232713185829613","0.182027908907872","0.283398462751354"
"6 on scale 1-7","2015","Mecklenburg-Western Pomerania","college entrance qualification","44","0.409672277554397","0.323804999553798","0.495539555554996"
"6 on scale 1-7","2015","Mecklenburg-Western Pomerania","Other degree","4","","",""
"6 on scale 1-7","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","4","","",""
"6 on scale 1-7","2015","Saxony","lower secondary degree","84","0.271752190310765","0.220639620508571","0.32286476011296"
"6 on scale 1-7","2015","Saxony","secondary school degree","212","0.26889185903792","0.236772106749894","0.301011611325946"
"6 on scale 1-7","2015","Saxony","college entrance qualification","115","0.288253231050287","0.243357033895915","0.333149428204658"
"6 on scale 1-7","2015","Saxony","Other degree","17","","",""
"6 on scale 1-7","2015","Saxony","no degree/no degree yet","4","","",""
"6 on scale 1-7","2015","Saxony-Anhalt","lower secondary degree","67","0.321464077229936","0.257531265150031","0.385396889309841"
"6 on scale 1-7","2015","Saxony-Anhalt","secondary school degree","98","0.297996505346959","0.252603283332799","0.343389727361118"
"6 on scale 1-7","2015","Saxony-Anhalt","college entrance qualification","65","0.362082667665982","0.295475776696508","0.428689558635457"
"6 on scale 1-7","2015","Saxony-Anhalt","Other degree","12","","",""
"6 on scale 1-7","2015","Saxony-Anhalt","no degree/no degree yet","10","","",""
"6 on scale 1-7","2015","Thuringia","lower secondary degree","77","0.3172032347687","0.258568503472027","0.375837966065373"
"6 on scale 1-7","2015","Thuringia","secondary school degree","126","0.311531333095111","0.266920444177499","0.356142222012723"
"6 on scale 1-7","2015","Thuringia","college entrance qualification","79","0.337096084271749","0.270916779359789","0.403275389183709"
"6 on scale 1-7","2015","Thuringia","Other degree","15","","",""
"6 on scale 1-7","2015","Thuringia","no degree/no degree yet","2","","",""
"7 Strongly agree","2015","Schleswig-Holstein","lower secondary degree","140","0.690846721911199","0.629916924697316","0.751776519125081"
"7 Strongly agree","2015","Schleswig-Holstein","secondary school degree","158","0.623874171553365","0.564534766170177","0.683213576936552"
"7 Strongly agree","2015","Schleswig-Holstein","college entrance qualification","130","0.532966155954619","0.467337184764224","0.598595127145014"
"7 Strongly agree","2015","Schleswig-Holstein","Other degree","47","0.367541218588105","0.273975416682517","0.461107020493692"
"7 Strongly agree","2015","Schleswig-Holstein","no degree/no degree yet","31","0.438430612912116","0.30356582708699","0.573295398737243"
"7 Strongly agree","2015","Hamburg","lower secondary degree","33","0.556938951265808","0.436177869532252","0.677700032999363"
"7 Strongly agree","2015","Hamburg","secondary school degree","66","0.646960679375767","0.551853630418381","0.742067728333152"
"7 Strongly agree","2015","Hamburg","college entrance qualification","98","0.594343867477152","0.520314735929806","0.668372999024498"
"7 Strongly agree","2015","Hamburg","Other degree","44","0.613282230583507","0.510949227431641","0.715615233735374"
"7 Strongly agree","2015","Hamburg","no degree/no degree yet","11","","",""
"7 Strongly agree","2015","Lower Saxony","lower secondary degree","377","0.575634678683338","0.537040550540059","0.614228806826618"
"7 Strongly agree","2015","Lower Saxony","secondary school degree","461","0.622782771386043","0.587305307381985","0.658260235390101"
"7 Strongly agree","2015","Lower Saxony","college entrance qualification","410","0.629140986474954","0.592647196545536","0.665634776404373"
"7 Strongly agree","2015","Lower Saxony","Other degree","235","0.597967068511296","0.547458710101611","0.648475426920981"
"7 Strongly agree","2015","Lower Saxony","no degree/no degree yet","78","0.50487851867879","0.415047992964303","0.594709044393278"
"7 Strongly agree","2015","Bremen","lower secondary degree","24","","",""
"7 Strongly agree","2015","Bremen","secondary school degree","25","","",""
"7 Strongly agree","2015","Bremen","college entrance qualification","29","","",""
"7 Strongly agree","2015","Bremen","Other degree","16","","",""
"7 Strongly agree","2015","Bremen","no degree/no degree yet","9","","",""
"7 Strongly agree","2015","North Rhine-Westphalia","lower secondary degree","854","0.632393094776684","0.60655827571627","0.658227913837097"
"7 Strongly agree","2015","North Rhine-Westphalia","secondary school degree","668","0.598100681667042","0.568846823452012","0.627354539882072"
"7 Strongly agree","2015","North Rhine-Westphalia","college entrance qualification","1034","0.597084139320365","0.573685703863926","0.620482574776804"
"7 Strongly agree","2015","North Rhine-Westphalia","Other degree","593","0.631049907073708","0.60025294272757","0.661846871419846"
"7 Strongly agree","2015","North Rhine-Westphalia","no degree/no degree yet","175","0.633895033198005","0.5771641308551","0.69062593554091"
"7 Strongly agree","2015","Hesse","lower secondary degree","219","0.626475464616542","0.576366182809305","0.676584746423779"
"7 Strongly agree","2015","Hesse","secondary school degree","271","0.634033559007326","0.587965469729014","0.680101648285638"
"7 Strongly agree","2015","Hesse","college entrance qualification","348","0.555061764326514","0.515494839394777","0.594628689258251"
"7 Strongly agree","2015","Hesse","Other degree","229","0.628028743518341","0.578444223897004","0.677613263139678"
"7 Strongly agree","2015","Hesse","no degree/no degree yet","49","0.682129885252317","0.578123233304084","0.78613653720055"
"7 Strongly agree","2015","Rhineland-Palatinate,Saarland","lower secondary degree","304","0.595329306306871","0.552520619079374","0.638137993534368"
"7 Strongly agree","2015","Rhineland-Palatinate,Saarland","secondary school degree","202","0.597754008524358","0.544687773003679","0.650820244045037"
"7 Strongly agree","2015","Rhineland-Palatinate,Saarland","college entrance qualification","194","0.513110349137039","0.461262034755217","0.564958663518861"
"7 Strongly agree","2015","Rhineland-Palatinate,Saarland","Other degree","169","0.567228115223762","0.510105568239739","0.624350662207784"
"7 Strongly agree","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","26","","",""
"7 Strongly agree","2015","Baden-Württemberg","lower secondary degree","417","0.526775626297958","0.491161605840819","0.562389646755097"
"7 Strongly agree","2015","Baden-Württemberg","secondary school degree","451","0.57812377833585","0.543196043517828","0.613051513153871"
"7 Strongly agree","2015","Baden-Württemberg","college entrance qualification","534","0.590657990010351","0.558569001872011","0.622746978148692"
"7 Strongly agree","2015","Baden-Württemberg","Other degree","367","0.580206905204008","0.540350370602331","0.620063439805684"
"7 Strongly agree","2015","Baden-Württemberg","no degree/no degree yet","51","0.563373052962095","0.45667356199169","0.6700725439325"
"7 Strongly agree","2015","Bavaria","lower secondary degree","763","0.647176638667199","0.620864880663554","0.673488396670844"
"7 Strongly agree","2015","Bavaria","secondary school degree","598","0.610052308788584","0.580135040630142","0.639969576947027"
"7 Strongly agree","2015","Bavaria","college entrance qualification","580","0.565903782677378","0.535605652106319","0.596201913248437"
"7 Strongly agree","2015","Bavaria","Other degree","539","0.654494257353805","0.621271071163217","0.687717443544393"
"7 Strongly agree","2015","Bavaria","no degree/no degree yet","72","0.378119373140628","0.293783138146236","0.46245560813502"
"7 Strongly agree","2015","Berlin","lower secondary degree","87","0.555236061357718","0.475444204278035","0.6350279184374"
"7 Strongly agree","2015","Berlin","secondary school degree","161","0.5519957414254","0.4925691411142","0.611422341736599"
"7 Strongly agree","2015","Berlin","college entrance qualification","213","0.604386956404251","0.554629980322308","0.654143932486194"
"7 Strongly agree","2015","Berlin","Other degree","79","0.531447482493337","0.449372039831067","0.613522925155608"
"7 Strongly agree","2015","Berlin","no degree/no degree yet","20","","",""
"7 Strongly agree","2015","Brandenburg","lower secondary degree","150","0.625745219297655","0.561943203150983","0.689547235444327"
"7 Strongly agree","2015","Brandenburg","secondary school degree","252","0.59377357689784","0.546118132083195","0.641429021712485"
"7 Strongly agree","2015","Brandenburg","college entrance qualification","135","0.575196258743432","0.512658161575866","0.637734355910999"
"7 Strongly agree","2015","Brandenburg","Other degree","55","0.586664263448211","0.488668225167767","0.684660301728655"
"7 Strongly agree","2015","Brandenburg","no degree/no degree yet","9","","",""
"7 Strongly agree","2015","Mecklenburg-Western Pomerania","lower secondary degree","64","0.674577476423344","0.585383632485939","0.76377132036075"
"7 Strongly agree","2015","Mecklenburg-Western Pomerania","secondary school degree","174","0.652616633787795","0.595504808633994","0.709728458941596"
"7 Strongly agree","2015","Mecklenburg-Western Pomerania","college entrance qualification","71","0.520847949699181","0.433620138812132","0.60807576058623"
"7 Strongly agree","2015","Mecklenburg-Western Pomerania","Other degree","12","","",""
"7 Strongly agree","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","19","","",""
"7 Strongly agree","2015","Saxony","lower secondary degree","163","0.571883417128681","0.515032644222441","0.628734190034921"
"7 Strongly agree","2015","Saxony","secondary school degree","422","0.587055864396387","0.551387933436547","0.622723795356227"
"7 Strongly agree","2015","Saxony","college entrance qualification","239","0.622720702965841","0.574676847510114","0.670764558421568"
"7 Strongly agree","2015","Saxony","Other degree","42","0.557556867385397","0.442027543789518","0.673086190981275"
"7 Strongly agree","2015","Saxony","no degree/no degree yet","12","","",""
"7 Strongly agree","2015","Saxony-Anhalt","lower secondary degree","93","0.458929651605243","0.390716033260777","0.527143269949709"
"7 Strongly agree","2015","Saxony-Anhalt","secondary school degree","233","0.571986538354599","0.522880216537696","0.621092860171503"
"7 Strongly agree","2015","Saxony-Anhalt","college entrance qualification","124","0.571122658965839","0.502532100411006","0.639713217520672"
"7 Strongly agree","2015","Saxony-Anhalt","Other degree","26","","",""
"7 Strongly agree","2015","Saxony-Anhalt","no degree/no degree yet","8","","",""
"7 Strongly agree","2015","Thuringia","lower secondary degree","113","0.467461335974543","0.404599244218572","0.530323427730514"
"7 Strongly agree","2015","Thuringia","secondary school degree","222","0.542002228246072","0.494008980613661","0.589995475878482"
"7 Strongly agree","2015","Thuringia","college entrance qualification","93","0.530961076321383","0.461096691366045","0.60082546127672"
"7 Strongly agree","2015","Thuringia","Other degree","60","0.588853253751597","0.486049559020483","0.691656948482711"
"7 Strongly agree","2015","Thuringia","no degree/no degree yet","7","","",""
"1 Strongly disagree","2016","Schleswig-Holstein","lower secondary degree","","","",""
"1 Strongly disagree","2016","Schleswig-Holstein","secondary school degree","","","",""
"1 Strongly disagree","2016","Schleswig-Holstein","college entrance qualification","","","",""
"1 Strongly disagree","2016","Schleswig-Holstein","Other degree","1","","",""
"1 Strongly disagree","2016","Schleswig-Holstein","no degree/no degree yet","2","","",""
"1 Strongly disagree","2016","Hamburg","lower secondary degree","","","",""
"1 Strongly disagree","2016","Hamburg","secondary school degree","","","",""
"1 Strongly disagree","2016","Hamburg","college entrance qualification","","","",""
"1 Strongly disagree","2016","Hamburg","Other degree","","","",""
"1 Strongly disagree","2016","Hamburg","no degree/no degree yet","","","",""
"1 Strongly disagree","2016","Lower Saxony","lower secondary degree","","","",""
"1 Strongly disagree","2016","Lower Saxony","secondary school degree","","","",""
"1 Strongly disagree","2016","Lower Saxony","college entrance qualification","","","",""
"1 Strongly disagree","2016","Lower Saxony","Other degree","1","","",""
"1 Strongly disagree","2016","Lower Saxony","no degree/no degree yet","1","","",""
"1 Strongly disagree","2016","Bremen","lower secondary degree","","","",""
"1 Strongly disagree","2016","Bremen","secondary school degree","","","",""
"1 Strongly disagree","2016","Bremen","college entrance qualification","","","",""
"1 Strongly disagree","2016","Bremen","Other degree","","","",""
"1 Strongly disagree","2016","Bremen","no degree/no degree yet","","","",""
"1 Strongly disagree","2016","North Rhine-Westphalia","lower secondary degree","","","",""
"1 Strongly disagree","2016","North Rhine-Westphalia","secondary school degree","","","",""
"1 Strongly disagree","2016","North Rhine-Westphalia","college entrance qualification","","","",""
"1 Strongly disagree","2016","North Rhine-Westphalia","Other degree","1","","",""
"1 Strongly disagree","2016","North Rhine-Westphalia","no degree/no degree yet","","","",""
"1 Strongly disagree","2016","Hesse","lower secondary degree","","","",""
"1 Strongly disagree","2016","Hesse","secondary school degree","","","",""
"1 Strongly disagree","2016","Hesse","college entrance qualification","","","",""
"1 Strongly disagree","2016","Hesse","Other degree","1","","",""
"1 Strongly disagree","2016","Hesse","no degree/no degree yet","","","",""
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","Other degree","","","",""
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"1 Strongly disagree","2016","Baden-Württemberg","lower secondary degree","","","",""
"1 Strongly disagree","2016","Baden-Württemberg","secondary school degree","","","",""
