"plh0206i01","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2016","Couple + C. LE 16 ","higher education","310","0.739578816306378","0.692722998051695","0.786434634561061","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","in school","","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","inadequately","23","","","","7"
"7 Strongly agree","2016","Single parent ","middle vocational","66","0.710300790774244","0.604785908039996","0.815815673508492","7"
"7 Strongly agree","2016","Single parent ","vocational + Abi","9","","","","7"
"7 Strongly agree","2016","Single parent ","higher vocational","","","","","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","middle vocational","295","0.685583341932022","0.634714013539627","0.736452670324418","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","vocational + Abi","42","0.904718337898788","0.819872501745567","0.98956417405201","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","higher vocational","1","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","general elemantary","22","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","middle vocational","16","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","vocational + Abi","","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","higher vocational","","","","","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","higher education","13","","","","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","in school","2","","","","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","inadequately","146","0.860641802637019","0.805585914189039","0.915697691085","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","general elemantary","78","0.893463022141247","0.827874611638494","0.959051432644","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","middle vocational","71","0.972528406956095","0.935536175535186","1.009520638377","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","vocational + Abi","6","","","","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","higher vocational","","","","","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","higher education","54","0.986588862897487","0.95646192563946","1.01671580015551","7"
"1 Strongly disagree","2017","Couple + C. LE 16 ","general elemantary","1","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","middle vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","in school","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","inadequately","1","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","general elemantary","1","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","middle vocational","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","higher vocational","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","higher education","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","in school","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","inadequately","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","general elemantary","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","middle vocational","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","higher vocational","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","higher education","","","","","1"
"1 Strongly disagree","2017","Single parent ","in school","","","","","1"
"1 Strongly disagree","2017","Single parent ","inadequately","","","","","1"
"1 Strongly disagree","2017","Single parent ","general elemantary","","","","","1"
"1 Strongly disagree","2017","Single parent ","middle vocational","","","","","1"
"1 Strongly disagree","2017","Single parent ","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","Single parent ","higher vocational","","","","","1"
"1 Strongly disagree","2017","Single parent ","higher education","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","in school","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","inadequately","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","higher vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","higher education","1","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","in school","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","inadequately","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","general elemantary","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","middle vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","higher vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","higher education","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","in school","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","inadequately","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","general elemantary","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","middle vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","higher education","","","","","1"
"2 on scale 1-7 ","2017","1-pers.-HH","in school","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","inadequately","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","general elemantary","1","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","higher education","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","in school","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","inadequately","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","in school","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","inadequately","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","higher education","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","in school","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","inadequately","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","in school","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","inadequately","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","higher education","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","general elemantary","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","middle vocational","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","higher vocational","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","higher education","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","in school","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","inadequately","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","higher education","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","higher education","","","","","2"
"3 on scale 1-7 ","2017","1-pers.-HH","in school","","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","inadequately","1","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","middle vocational","1","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","higher education","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","in school","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","inadequately","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","middle vocational","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","higher education","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","in school","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","inadequately","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","middle vocational","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","higher education","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","in school","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","inadequately","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","middle vocational","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","higher education","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","in school","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","inadequately","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","middle vocational","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","higher education","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","in school","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","inadequately","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","general elemantary","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","higher education","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","higher vocational","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","middle vocational","","","","","3"
"4 on scale 1-7","2017","1-pers.-HH","in school","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","inadequately","1","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","inadequately","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","general elemantary","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","middle vocational","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","higher vocational","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","higher education","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","in school","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","inadequately","1","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","general elemantary","1","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","middle vocational","1","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","higher vocational","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","higher education","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","general elemantary","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","middle vocational","1","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","higher vocational","","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","higher education","1","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","in school","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","inadequately","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","general elemantary","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","middle vocational","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","higher vocational","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","higher education","","","","","4"
"4 on scale 1-7","2017","Single parent ","in school","","","","","4"
"4 on scale 1-7","2017","Single parent ","inadequately","1","","","","4"
"4 on scale 1-7","2017","Single parent ","general elemantary","","","","","4"
"4 on scale 1-7","2017","Single parent ","middle vocational","","","","","4"
"4 on scale 1-7","2017","Single parent ","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","Single parent ","higher vocational","","","","","4"
"4 on scale 1-7","2017","Single parent ","higher education","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","general elemantary","2","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","middle vocational","2","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","higher vocational","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","higher education","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","in school","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","in school","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","inadequately","7","","","","4"
"5 on scale 1-7","2017","Couple + C. GT 16 ","inadequately","","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","in school","","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","inadequately","10","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","general elemantary","4","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","middle vocational","1","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","in school","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","inadequately","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","general elemantary","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","middle vocational","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","higher vocational","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","higher education","1","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","higher vocational","","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","higher education","1","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","higher vocational","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","higher education","","","","","5"
"5 on scale 1-7","2017","Single parent ","in school","","","","","5"
"5 on scale 1-7","2017","Single parent ","inadequately","2","","","","5"
"5 on scale 1-7","2017","Single parent ","general elemantary","1","","","","5"
"5 on scale 1-7","2017","Single parent ","middle vocational","1","","","","5"
"5 on scale 1-7","2017","Single parent ","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","Single parent ","higher vocational","","","","","5"
"5 on scale 1-7","2017","Single parent ","higher education","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","in school","2","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","inadequately","13","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","general elemantary","5","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","middle vocational","2","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","in school","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","general elemantary","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","middle vocational","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","higher vocational","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","higher education","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","in school","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","inadequately","4","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","general elemantary","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","middle vocational","1","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","higher vocational","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","higher education","1","","","","5"
"6 on scale 1-7","2017","1-pers.-HH","in school","","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","inadequately","3","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","general elemantary","","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","middle vocational","1","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","vocational + Abi","","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","higher vocational","","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","higher education","1","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","in school","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","inadequately","16","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","general elemantary","3","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","middle vocational","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","higher vocational","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","higher education","","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","inadequately","11","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","general elemantary","8","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","middle vocational","3","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","vocational + Abi","1","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","higher vocational","","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","higher education","8","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","general elemantary","19","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","middle vocational","20","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","vocational + Abi","3","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","higher vocational","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","higher education","13","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","in school","","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","inadequately","7","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","general elemantary","1","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","middle vocational","2","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","vocational + Abi","","","","","6"
"6 on scale 1-7","2017","Single parent ","higher vocational","","","","","6"
"6 on scale 1-7","2017","Single parent ","higher education","3","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","in school","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","inadequately","39","0.108649486124969","0.0796704240067305","0.137628548243207","6"
"6 on scale 1-7","2017","(Married) couple without C. ","in school","","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","higher vocational","","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","higher education","2","","","","6"
"6 on scale 1-7","2017","Single parent ","in school","","","","","6"
"6 on scale 1-7","2017","Single parent ","inadequately","8","","","","6"
"6 on scale 1-7","2017","Single parent ","general elemantary","3","","","","6"
"6 on scale 1-7","2017","Single parent ","middle vocational","3","","","","6"
"6 on scale 1-7","2017","Single parent ","vocational + Abi","","","","","6"
"7 Strongly agree","2017","(Married) couple without C. ","middle vocational","15","","","","7"
"7 Strongly agree","2017","(Married) couple without C. ","in school","1","","","","7"
"7 Strongly agree","2017","(Married) couple without C. ","inadequately","46","0.867447534589712","0.776157016950297","0.958738052229128","7"
"7 Strongly agree","2017","(Married) couple without C. ","general elemantary","19","","","","7"
"7 Strongly agree","2017","1-pers.-HH","in school","3","","","","7"
"7 Strongly agree","2017","1-pers.-HH","inadequately","197","0.899371441867626","0.859708755509307","0.939034128225945","7"
"7 Strongly agree","2017","1-pers.-HH","general elemantary","89","0.895083085346118","0.835612469542255","0.954553701149981","7"
"7 Strongly agree","2017","1-pers.-HH","middle vocational","85","0.919143149104065","0.863131625851637","0.975154672356492","7"
"7 Strongly agree","2017","1-pers.-HH","vocational + Abi","14","","","","7"
"7 Strongly agree","2017","1-pers.-HH","higher vocational","","","","","7"
"7 Strongly agree","2017","1-pers.-HH","higher education","105","0.875333319951641","0.814957770223822","0.935708869679459","7"
"7 Strongly agree","2017","(Married) couple without C. ","vocational + Abi","6","","","","7"
"7 Strongly agree","2017","(Married) couple without C. ","higher vocational","","","","","7"
"7 Strongly agree","2017","(Married) couple without C. ","higher education","22","","","","7"
"7 Strongly agree","2017","Single parent ","in school","1","","","","7"
"7 Strongly agree","2017","Single parent ","inadequately","67","0.783993807905179","0.692668697390739","0.875318918419619","7"
"7 Strongly agree","2017","Single parent ","general elemantary","26","","","","7"
"7 Strongly agree","2017","Single parent ","middle vocational","19","","","","7"
"7 Strongly agree","2017","Single parent ","vocational + Abi","5","","","","7"
"7 Strongly agree","2017","Single parent ","higher vocational","","","","","7"
"7 Strongly agree","2017","Single parent ","higher education","24","","","","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","in school","3","","","","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","inadequately","384","0.84568939443979","0.812049892443545","0.879328896436034","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","general elemantary","178","0.809011547480232","0.755333662417263","0.862689432543201","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","middle vocational","156","0.876820494558125","0.828942783680926","0.924698205435325","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","vocational + Abi","22","","","","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","higher vocational","","","","","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","higher education","141","0.90691427046808","0.861319979855027","0.952508561081132","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","in school","1","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","inadequately","24","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","general elemantary","12","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","middle vocational","6","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","vocational + Abi","2","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","higher vocational","","","","","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","higher education","6","","","","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","in school","3","","","","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","inadequately","134","0.830710817249442","0.771863681563708","0.889557952935176","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","general elemantary","67","0.967012310239232","0.925468065428372","1.00855655505009","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","middle vocational","34","0.954534622837899","0.886483846736555","1.02258539893924","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","vocational + Abi","3","","","","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","higher vocational","","","","","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","higher education","23","","","","7"
"1 Strongly disagree","2018","Couple + C. GT 16 ","inadequately","","","","","1"
"1 Strongly disagree","2018","Couple + C. GT 16 ","general elemantary","","","","","1"
"1 Strongly disagree","2018","Couple + C. GT 16 ","middle vocational","","","","","1"
"1 Strongly disagree","2018","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","Couple + C. GT 16 ","higher vocational","","","","","1"
"1 Strongly disagree","2018","Couple + C. GT 16 ","higher education","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","in school","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","inadequately","1","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","general elemantary","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","middle vocational","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","higher education","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","general elemantary","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","middle vocational","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","higher vocational","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","higher education","","","","","1"
"1 Strongly disagree","2018","Single parent ","in school","","","","","1"
"1 Strongly disagree","2018","Single parent ","inadequately","","","","","1"
"1 Strongly disagree","2018","Single parent ","general elemantary","","","","","1"
"1 Strongly disagree","2018","Single parent ","middle vocational","","","","","1"
"1 Strongly disagree","2018","Single parent ","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","Single parent ","higher vocational","","","","","1"
"1 Strongly disagree","2018","Single parent ","higher education","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","in school","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","inadequately","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","general elemantary","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","in school","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","inadequately","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","general elemantary","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","middle vocational","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","vocational + Abi","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","higher vocational","","","","","1"
"1 Strongly disagree","2018","1-pers.-HH","higher education","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","in school","","","","","1"
"1 Strongly disagree","2018","(Married) couple without C. ","inadequately","","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","middle vocational","","","","","1"
