"plh0206i01","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2017","1-pers.-HH","West Germany","464","0.890639866543234","0.863711883728212","0.917567849358256"
"7 Strongly agree","2017","1-pers.-HH","East Germany","52","0.925035324877862","0.85726468523156","0.992805964524164"
"7 Strongly agree","2017","(Married) couple without C. ","West Germany","108","0.866249219443967","0.805347849952453","0.927150588935481"
"7 Strongly agree","2017","(Married) couple without C. ","East Germany","5","","",""
"7 Strongly agree","2017","Single parent ","West Germany","135","0.77116398231784","0.705453625697347","0.836874338938332"
"7 Strongly agree","2017","Single parent ","East Germany","18","","",""
"7 Strongly agree","2017","Couple + C. LE 16 ","West Germany","828","0.844049930134493","0.821051616046364","0.867048244222622"
"7 Strongly agree","2017","Couple + C. LE 16 ","East Germany","107","0.908099779185169","0.855976449643713","0.960223108726625"
"7 Strongly agree","2017","Couple + C. GT 16 ","West Germany","46","0.91600525788683","0.840613919538425","0.991396596235235"
"7 Strongly agree","2017","Couple + C. GT 16 ","East Germany","5","","",""
"7 Strongly agree","2017","Couple + C. LE and GT 16","West Germany","245","0.895160843675676","0.858821333872748","0.931500353478604"
"7 Strongly agree","2017","Couple + C. LE and GT 16","East Germany","27","","",""
"1 Strongly disagree","2018","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2018","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2018","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2018","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2018","Single parent ","West Germany","","","",""
"1 Strongly disagree","2018","Single parent ","East Germany","","","",""
"1 Strongly disagree","2018","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2018","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2018","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2018","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2018","Couple + C. LE and GT 16","West Germany","1","","",""
"1 Strongly disagree","2018","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2018","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2018","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2018","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2018","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2018","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2018","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","West Germany","1","","",""
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2018","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2018","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2018","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2018","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2018","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2018","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","West Germany","1","","",""
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2018","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2018","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2018","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2018","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2018","Single parent ","West Germany","","","",""
"4 on scale 1-7","2018","Single parent ","East Germany","","","",""
"4 on scale 1-7","2018","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2018","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2018","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2018","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2018","Couple + C. LE and GT 16","West Germany","1","","",""
"4 on scale 1-7","2018","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2018","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2018","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2018","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2018","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2018","Single parent ","West Germany","1","","",""
"5 on scale 1-7","2018","Single parent ","East Germany","","","",""
"5 on scale 1-7","2018","Couple + C. LE 16 ","West Germany","4","","",""
"5 on scale 1-7","2018","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2018","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2018","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2018","Couple + C. LE and GT 16","West Germany","1","","",""
"5 on scale 1-7","2018","Couple + C. LE and GT 16","East Germany","1","","",""
"6 on scale 1-7","2018","1-pers.-HH","West Germany","1","","",""
"6 on scale 1-7","2018","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2018","(Married) couple without C. ","West Germany","2","","",""
"6 on scale 1-7","2018","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2018","Single parent ","West Germany","1","","",""
"6 on scale 1-7","2018","Single parent ","East Germany","1","","",""
"6 on scale 1-7","2018","Couple + C. LE 16 ","West Germany","14","","",""
"6 on scale 1-7","2018","Couple + C. LE 16 ","East Germany","1","","",""
"6 on scale 1-7","2018","Couple + C. GT 16 ","West Germany","3","","",""
"6 on scale 1-7","2018","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2018","Couple + C. LE and GT 16","West Germany","7","","",""
"6 on scale 1-7","2018","Couple + C. LE and GT 16","East Germany","3","","",""
"7 Strongly agree","2018","1-pers.-HH","West Germany","5","","",""
"7 Strongly agree","2018","1-pers.-HH","East Germany","1","","",""
"7 Strongly agree","2018","(Married) couple without C. ","West Germany","17","","",""
"7 Strongly agree","2018","(Married) couple without C. ","East Germany","2","","",""
"7 Strongly agree","2018","Single parent ","West Germany","21","","",""
"7 Strongly agree","2018","Single parent ","East Germany","1","","",""
"7 Strongly agree","2018","Couple + C. LE 16 ","West Germany","111","0.857731889551228","0.797682862506045","0.917780916596412"
"7 Strongly agree","2018","Couple + C. LE 16 ","East Germany","20","","",""
"7 Strongly agree","2018","Couple + C. GT 16 ","West Germany","16","","",""
"7 Strongly agree","2018","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2018","Couple + C. LE and GT 16","West Germany","75","0.832834451027929","0.75397539106185","0.911693510994008"
"7 Strongly agree","2018","Couple + C. LE and GT 16","East Germany","17","","",""
"1 Strongly disagree","2019","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2019","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2019","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2019","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2019","Single parent ","West Germany","","","",""
"1 Strongly disagree","2019","Single parent ","East Germany","","","",""
"1 Strongly disagree","2019","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2019","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2019","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2019","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2019","Couple + C. LE and GT 16","West Germany","1","","",""
"1 Strongly disagree","2019","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2019","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2019","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2019","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2019","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2019","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2019","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","West Germany","1","","",""
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2019","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2019","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2019","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2019","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2019","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2019","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2019","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2019","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2019","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2019","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2019","Single parent ","West Germany","1","","",""
"4 on scale 1-7","2019","Single parent ","East Germany","","","",""
"4 on scale 1-7","2019","Couple + C. LE 16 ","West Germany","3","","",""
"4 on scale 1-7","2019","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2019","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2019","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2019","Couple + C. LE and GT 16","West Germany","1","","",""
"4 on scale 1-7","2019","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2019","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2019","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2019","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2019","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2019","Single parent ","West Germany","","","",""
"5 on scale 1-7","2019","Single parent ","East Germany","","","",""
"5 on scale 1-7","2019","Couple + C. LE 16 ","West Germany","5","","",""
"5 on scale 1-7","2019","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2019","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2019","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2019","Couple + C. LE and GT 16","West Germany","3","","",""
"5 on scale 1-7","2019","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2019","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2019","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2019","(Married) couple without C. ","West Germany","3","","",""
"6 on scale 1-7","2019","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2019","Single parent ","West Germany","1","","",""
"6 on scale 1-7","2019","Single parent ","East Germany","","","",""
"6 on scale 1-7","2019","Couple + C. LE 16 ","West Germany","12","","",""
"6 on scale 1-7","2019","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2019","Couple + C. GT 16 ","West Germany","3","","",""
"6 on scale 1-7","2019","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2019","Couple + C. LE and GT 16","West Germany","5","","",""
"6 on scale 1-7","2019","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2019","1-pers.-HH","West Germany","4","","",""
"7 Strongly agree","2019","1-pers.-HH","East Germany","1","","",""
"7 Strongly agree","2019","(Married) couple without C. ","West Germany","13","","",""
"7 Strongly agree","2019","(Married) couple without C. ","East Germany","1","","",""
"7 Strongly agree","2019","Single parent ","West Germany","15","","",""
"7 Strongly agree","2019","Single parent ","East Germany","2","","",""
"7 Strongly agree","2019","Couple + C. LE 16 ","West Germany","76","0.83030117680202","0.75560137217591","0.905000981428129"
"7 Strongly agree","2019","Couple + C. LE 16 ","East Germany","10","","",""
"7 Strongly agree","2019","Couple + C. GT 16 ","West Germany","16","","",""
"7 Strongly agree","2019","Couple + C. GT 16 ","East Germany","1","","",""
"7 Strongly agree","2019","Couple + C. LE and GT 16","West Germany","50","0.667048954502333","0.547803588416436","0.786294320588229"
"7 Strongly agree","2019","Couple + C. LE and GT 16","East Germany","6","","",""
