"plh0206i01","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2017","Thuringia","vocational + Abi","","","",""
"4 on scale 1-7","2017","Thuringia","higher vocational","","","",""
"4 on scale 1-7","2017","Thuringia","higher education","","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","in school","","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","inadequately","3","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","general elemantary","1","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","middle vocational","","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","vocational + Abi","","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","higher vocational","","","",""
"5 on scale 1-7","2017","Schleswig-Holstein","higher education","","","",""
"5 on scale 1-7","2017","Hamburg","in school","","","",""
"5 on scale 1-7","2017","Hamburg","inadequately","2","","",""
"5 on scale 1-7","2017","Hamburg","general elemantary","","","",""
"5 on scale 1-7","2017","Hamburg","middle vocational","","","",""
"5 on scale 1-7","2017","Hamburg","vocational + Abi","","","",""
"5 on scale 1-7","2017","Hamburg","higher vocational","","","",""
"5 on scale 1-7","2017","Hamburg","higher education","","","",""
"5 on scale 1-7","2017","Lower Saxony","in school","","","",""
"5 on scale 1-7","2017","Lower Saxony","inadequately","2","","",""
"5 on scale 1-7","2017","Lower Saxony","general elemantary","","","",""
"5 on scale 1-7","2017","Lower Saxony","middle vocational","1","","",""
"5 on scale 1-7","2017","Lower Saxony","vocational + Abi","","","",""
"5 on scale 1-7","2017","Lower Saxony","higher vocational","","","",""
"5 on scale 1-7","2017","Lower Saxony","higher education","3","","",""
"5 on scale 1-7","2017","Bremen","in school","3","","",""
"5 on scale 1-7","2017","Bremen","inadequately","5","","",""
"5 on scale 1-7","2017","Bremen","general elemantary","2","","",""
"5 on scale 1-7","2017","Bremen","middle vocational","","","",""
"5 on scale 1-7","2017","Bremen","vocational + Abi","","","",""
"5 on scale 1-7","2017","Bremen","higher vocational","","","",""
"5 on scale 1-7","2017","Bremen","higher education","1","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","in school","","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","inadequately","8","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","general elemantary","4","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","middle vocational","3","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","vocational + Abi","","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","higher vocational","","","",""
"5 on scale 1-7","2017","North Rhine-Westphalia","higher education","","","",""
"5 on scale 1-7","2017","Hesse","in school","","","",""
"5 on scale 1-7","2017","Hesse","inadequately","2","","",""
"5 on scale 1-7","2017","Hesse","general elemantary","","","",""
"5 on scale 1-7","2017","Hesse","middle vocational","","","",""
"5 on scale 1-7","2017","Hesse","vocational + Abi","","","",""
"5 on scale 1-7","2017","Hesse","higher vocational","","","",""
"5 on scale 1-7","2017","Hesse","higher education","2","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","in school","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","inadequately","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"5 on scale 1-7","2017","Rhineland-Palatinate,Saarland","higher education","1","","",""
"5 on scale 1-7","2017","Baden-Württemberg","in school","","","",""
"5 on scale 1-7","2017","Baden-Württemberg","inadequately","4","","",""
"5 on scale 1-7","2017","Baden-Württemberg","general elemantary","1","","",""
"5 on scale 1-7","2017","Baden-Württemberg","middle vocational","1","","",""
"5 on scale 1-7","2017","Baden-Württemberg","vocational + Abi","","","",""
"5 on scale 1-7","2017","Baden-Württemberg","higher vocational","","","",""
"5 on scale 1-7","2017","Baden-Württemberg","higher education","1","","",""
"5 on scale 1-7","2017","Bavaria","in school","","","",""
"5 on scale 1-7","2017","Bavaria","inadequately","5","","",""
"5 on scale 1-7","2017","Bavaria","general elemantary","1","","",""
"5 on scale 1-7","2017","Bavaria","middle vocational","2","","",""
"5 on scale 1-7","2017","Bavaria","vocational + Abi","","","",""
"5 on scale 1-7","2017","Bavaria","higher vocational","","","",""
"5 on scale 1-7","2017","Bavaria","higher education","1","","",""
"5 on scale 1-7","2017","Berlin","in school","","","",""
"5 on scale 1-7","2017","Berlin","inadequately","","","",""
"5 on scale 1-7","2017","Berlin","general elemantary","","","",""
"5 on scale 1-7","2017","Berlin","middle vocational","","","",""
"5 on scale 1-7","2017","Berlin","vocational + Abi","","","",""
"5 on scale 1-7","2017","Berlin","higher vocational","","","",""
"5 on scale 1-7","2017","Berlin","higher education","","","",""
"5 on scale 1-7","2017","Brandenburg","in school","","","",""
"5 on scale 1-7","2017","Brandenburg","inadequately","","","",""
"5 on scale 1-7","2017","Brandenburg","general elemantary","","","",""
"5 on scale 1-7","2017","Brandenburg","middle vocational","","","",""
"5 on scale 1-7","2017","Brandenburg","vocational + Abi","","","",""
"5 on scale 1-7","2017","Brandenburg","higher vocational","","","",""
"5 on scale 1-7","2017","Brandenburg","higher education","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","in school","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","inadequately","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","middle vocational","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","higher vocational","","","",""
"5 on scale 1-7","2017","Mecklenburg-Western Pomerania","higher education","","","",""
"5 on scale 1-7","2017","Saxony","in school","","","",""
"5 on scale 1-7","2017","Saxony","inadequately","1","","",""
"5 on scale 1-7","2017","Saxony","general elemantary","","","",""
"5 on scale 1-7","2017","Saxony","middle vocational","","","",""
"5 on scale 1-7","2017","Saxony","vocational + Abi","","","",""
"5 on scale 1-7","2017","Saxony","higher vocational","","","",""
"5 on scale 1-7","2017","Saxony","higher education","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","in school","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","inadequately","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","general elemantary","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","middle vocational","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","vocational + Abi","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","higher vocational","","","",""
"5 on scale 1-7","2017","Saxony-Anhalt","higher education","","","",""
"5 on scale 1-7","2017","Thuringia","in school","","","",""
"5 on scale 1-7","2017","Thuringia","inadequately","1","","",""
"5 on scale 1-7","2017","Thuringia","general elemantary","1","","",""
"5 on scale 1-7","2017","Thuringia","middle vocational","1","","",""
"5 on scale 1-7","2017","Thuringia","vocational + Abi","","","",""
"5 on scale 1-7","2017","Thuringia","higher vocational","","","",""
"5 on scale 1-7","2017","Thuringia","higher education","","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","in school","","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","inadequately","2","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","general elemantary","3","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","middle vocational","","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","vocational + Abi","","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","higher vocational","","","",""
"6 on scale 1-7","2017","Schleswig-Holstein","higher education","1","","",""
"6 on scale 1-7","2017","Hamburg","in school","","","",""
"6 on scale 1-7","2017","Hamburg","inadequately","16","","",""
"6 on scale 1-7","2017","Hamburg","general elemantary","4","","",""
"6 on scale 1-7","2017","Hamburg","middle vocational","","","",""
"6 on scale 1-7","2017","Hamburg","vocational + Abi","","","",""
"6 on scale 1-7","2017","Hamburg","higher vocational","","","",""
"6 on scale 1-7","2017","Hamburg","higher education","2","","",""
"6 on scale 1-7","2017","Lower Saxony","in school","","","",""
"6 on scale 1-7","2017","Lower Saxony","inadequately","10","","",""
"6 on scale 1-7","2017","Lower Saxony","general elemantary","3","","",""
"6 on scale 1-7","2017","Lower Saxony","middle vocational","3","","",""
"6 on scale 1-7","2017","Lower Saxony","vocational + Abi","","","",""
"6 on scale 1-7","2017","Lower Saxony","higher vocational","","","",""
"6 on scale 1-7","2017","Lower Saxony","higher education","3","","",""
"6 on scale 1-7","2017","Bremen","in school","","","",""
"6 on scale 1-7","2017","Bremen","inadequately","7","","",""
"6 on scale 1-7","2017","Bremen","general elemantary","","","",""
"6 on scale 1-7","2017","Bremen","middle vocational","3","","",""
"6 on scale 1-7","2017","Bremen","vocational + Abi","","","",""
"6 on scale 1-7","2017","Bremen","higher vocational","","","",""
"6 on scale 1-7","2017","Bremen","higher education","","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","in school","","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","inadequately","16","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","general elemantary","13","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","middle vocational","10","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","vocational + Abi","3","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","higher vocational","","","",""
"6 on scale 1-7","2017","North Rhine-Westphalia","higher education","6","","",""
"6 on scale 1-7","2017","Hesse","in school","","","",""
"6 on scale 1-7","2017","Hesse","inadequately","4","","",""
"6 on scale 1-7","2017","Hesse","general elemantary","2","","",""
"6 on scale 1-7","2017","Hesse","middle vocational","4","","",""
"6 on scale 1-7","2017","Hesse","vocational + Abi","","","",""
"6 on scale 1-7","2017","Hesse","higher vocational","","","",""
"6 on scale 1-7","2017","Hesse","higher education","2","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","in school","","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","inadequately","9","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","general elemantary","4","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","middle vocational","3","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"6 on scale 1-7","2017","Rhineland-Palatinate,Saarland","higher education","5","","",""
"6 on scale 1-7","2017","Baden-Württemberg","in school","","","",""
"6 on scale 1-7","2017","Baden-Württemberg","inadequately","9","","",""
"6 on scale 1-7","2017","Baden-Württemberg","general elemantary","7","","",""
"6 on scale 1-7","2017","Baden-Württemberg","middle vocational","6","","",""
"6 on scale 1-7","2017","Baden-Württemberg","vocational + Abi","","","",""
"6 on scale 1-7","2017","Baden-Württemberg","higher vocational","","","",""
"6 on scale 1-7","2017","Baden-Württemberg","higher education","4","","",""
"6 on scale 1-7","2017","Bavaria","in school","2","","",""
"6 on scale 1-7","2017","Bavaria","inadequately","17","","",""
"6 on scale 1-7","2017","Bavaria","general elemantary","5","","",""
"6 on scale 1-7","2017","Bavaria","middle vocational","4","","",""
"6 on scale 1-7","2017","Bavaria","vocational + Abi","","","",""
"6 on scale 1-7","2017","Bavaria","higher vocational","","","",""
"6 on scale 1-7","2017","Bavaria","higher education","4","","",""
"6 on scale 1-7","2017","Berlin","in school","","","",""
"6 on scale 1-7","2017","Berlin","inadequately","","","",""
"6 on scale 1-7","2017","Berlin","general elemantary","","","",""
"6 on scale 1-7","2017","Berlin","middle vocational","","","",""
"6 on scale 1-7","2017","Berlin","vocational + Abi","","","",""
"6 on scale 1-7","2017","Berlin","higher vocational","","","",""
"6 on scale 1-7","2017","Berlin","higher education","1","","",""
"6 on scale 1-7","2017","Brandenburg","in school","","","",""
"6 on scale 1-7","2017","Brandenburg","inadequately","1","","",""
"6 on scale 1-7","2017","Brandenburg","general elemantary","","","",""
"6 on scale 1-7","2017","Brandenburg","middle vocational","1","","",""
"6 on scale 1-7","2017","Brandenburg","vocational + Abi","","","",""
"6 on scale 1-7","2017","Brandenburg","higher vocational","","","",""
"6 on scale 1-7","2017","Brandenburg","higher education","1","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","in school","","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","inadequately","","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","general elemantary","","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","middle vocational","1","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","higher vocational","","","",""
"6 on scale 1-7","2017","Mecklenburg-Western Pomerania","higher education","","","",""
"6 on scale 1-7","2017","Saxony","in school","","","",""
"6 on scale 1-7","2017","Saxony","inadequately","4","","",""
"6 on scale 1-7","2017","Saxony","general elemantary","","","",""
"6 on scale 1-7","2017","Saxony","middle vocational","","","",""
"6 on scale 1-7","2017","Saxony","vocational + Abi","","","",""
"6 on scale 1-7","2017","Saxony","higher vocational","","","",""
"6 on scale 1-7","2017","Saxony","higher education","5","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","in school","","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","inadequately","","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","general elemantary","","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","middle vocational","1","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","vocational + Abi","","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","higher vocational","","","",""
"6 on scale 1-7","2017","Saxony-Anhalt","higher education","","","",""
"6 on scale 1-7","2017","Thuringia","in school","","","",""
"6 on scale 1-7","2017","Thuringia","inadequately","3","","",""
"6 on scale 1-7","2017","Thuringia","general elemantary","","","",""
"6 on scale 1-7","2017","Thuringia","middle vocational","","","",""
"6 on scale 1-7","2017","Thuringia","vocational + Abi","","","",""
"6 on scale 1-7","2017","Thuringia","higher vocational","","","",""
"6 on scale 1-7","2017","Thuringia","higher education","","","",""
"7 Strongly agree","2017","Schleswig-Holstein","in school","","","",""
"7 Strongly agree","2017","Schleswig-Holstein","inadequately","54","0.871361422909485","0.787344271698905","0.955378574120065"
"7 Strongly agree","2017","Schleswig-Holstein","general elemantary","17","","",""
"7 Strongly agree","2017","Schleswig-Holstein","middle vocational","11","","",""
"7 Strongly agree","2017","Schleswig-Holstein","vocational + Abi","3","","",""
"7 Strongly agree","2017","Schleswig-Holstein","higher vocational","","","",""
"7 Strongly agree","2017","Schleswig-Holstein","higher education","21","","",""
"7 Strongly agree","2017","Hamburg","in school","","","",""
"7 Strongly agree","2017","Hamburg","inadequately","31","0.674042416639925","0.542800002882969","0.805284830396881"
"7 Strongly agree","2017","Hamburg","general elemantary","18","","",""
"7 Strongly agree","2017","Hamburg","middle vocational","6","","",""
"7 Strongly agree","2017","Hamburg","vocational + Abi","2","","",""
"7 Strongly agree","2017","Hamburg","higher vocational","","","",""
"7 Strongly agree","2017","Hamburg","higher education","11","","",""
"7 Strongly agree","2017","Lower Saxony","in school","2","","",""
"7 Strongly agree","2017","Lower Saxony","inadequately","141","0.907006961375688","0.861722409217251","0.952291513534124"
"7 Strongly agree","2017","Lower Saxony","general elemantary","84","0.990290810640791","0.969686346474817","1.01089527480677"
"7 Strongly agree","2017","Lower Saxony","middle vocational","51","0.935633997916898","0.870778318857233","1.00048967697656"
"7 Strongly agree","2017","Lower Saxony","vocational + Abi","9","","",""
"7 Strongly agree","2017","Lower Saxony","higher vocational","","","",""
"7 Strongly agree","2017","Lower Saxony","higher education","44","0.926966439198861","0.854846337245464","0.999086541152259"
"7 Strongly agree","2017","Bremen","in school","3","","",""
"7 Strongly agree","2017","Bremen","inadequately","6","","",""
"7 Strongly agree","2017","Bremen","general elemantary","1","","",""
"7 Strongly agree","2017","Bremen","middle vocational","4","","",""
"7 Strongly agree","2017","Bremen","vocational + Abi","","","",""
"7 Strongly agree","2017","Bremen","higher vocational","","","",""
"7 Strongly agree","2017","Bremen","higher education","","","",""
"7 Strongly agree","2017","North Rhine-Westphalia","in school","","","",""
"7 Strongly agree","2017","North Rhine-Westphalia","inadequately","305","0.889109119181065","0.855384160741404","0.922834077620727"
"7 Strongly agree","2017","North Rhine-Westphalia","general elemantary","130","0.807190406534732","0.743416688255214","0.870964124814249"
"7 Strongly agree","2017","North Rhine-Westphalia","middle vocational","113","0.865806811352101","0.806756955534732","0.924856667169471"
"7 Strongly agree","2017","North Rhine-Westphalia","vocational + Abi","23","","",""
"7 Strongly agree","2017","North Rhine-Westphalia","higher vocational","","","",""
"7 Strongly agree","2017","North Rhine-Westphalia","higher education","146","0.944026041004454","0.907482443662603","0.980569638346306"
"7 Strongly agree","2017","Hesse","in school","1","","",""
"7 Strongly agree","2017","Hesse","inadequately","154","0.964706518519595","0.936292318015237","0.993120719023952"
"7 Strongly agree","2017","Hesse","general elemantary","46","0.887641778568147","0.800968684884975","0.97431487225132"
"7 Strongly agree","2017","Hesse","middle vocational","60","0.928308933420173","0.865106050321748","0.991511816518597"
"7 Strongly agree","2017","Hesse","vocational + Abi","7","","",""
"7 Strongly agree","2017","Hesse","higher vocational","","","",""
"7 Strongly agree","2017","Hesse","higher education","48","0.933825044201909","0.866259386652234","1.00139070175158"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","in school","1","","",""
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","inadequately","47","0.840519540794008","0.745472563646342","0.935566517941675"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","general elemantary","31","0.883418462776774","0.777099142025082","0.989737783528466"
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","middle vocational","24","","",""
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"7 Strongly agree","2017","Rhineland-Palatinate,Saarland","higher education","20","","",""
"7 Strongly agree","2017","Baden-Württemberg","in school","1","","",""
"7 Strongly agree","2017","Baden-Württemberg","inadequately","96","0.954448457457038","0.915304689665931","0.993592225248146"
"7 Strongly agree","2017","Baden-Württemberg","general elemantary","56","0.864505434104232","0.781302964837539","0.947707903370926"
"7 Strongly agree","2017","Baden-Württemberg","middle vocational","28","","",""
"7 Strongly agree","2017","Baden-Württemberg","vocational + Abi","4","","",""
"7 Strongly agree","2017","Baden-Württemberg","higher vocational","","","",""
"7 Strongly agree","2017","Baden-Württemberg","higher education","41","0.817109543175293","0.70539625401058","0.928822832340005"
"7 Strongly agree","2017","Bavaria","in school","2","","",""
"7 Strongly agree","2017","Bavaria","inadequately","132","0.795409315792165","0.732308274104321","0.85851035748001"
"7 Strongly agree","2017","Bavaria","general elemantary","54","0.852513011524283","0.766310727175306","0.938715295873259"
"7 Strongly agree","2017","Bavaria","middle vocational","51","0.842235117315742","0.748423648366807","0.936046586264676"
"7 Strongly agree","2017","Bavaria","vocational + Abi","7","","",""
"7 Strongly agree","2017","Bavaria","higher vocational","","","",""
"7 Strongly agree","2017","Bavaria","higher education","31","0.870550487726768","0.762383578623111","0.978717396830425"
"7 Strongly agree","2017","Berlin","in school","","","",""
"7 Strongly agree","2017","Berlin","inadequately","16","","",""
"7 Strongly agree","2017","Berlin","general elemantary","8","","",""
"7 Strongly agree","2017","Berlin","middle vocational","7","","",""
"7 Strongly agree","2017","Berlin","vocational + Abi","1","","",""
"7 Strongly agree","2017","Berlin","higher vocational","","","",""
"7 Strongly agree","2017","Berlin","higher education","9","","",""
"7 Strongly agree","2017","Brandenburg","in school","1","","",""
"7 Strongly agree","2017","Brandenburg","inadequately","24","","",""
"7 Strongly agree","2017","Brandenburg","general elemantary","6","","",""
"7 Strongly agree","2017","Brandenburg","middle vocational","8","","",""
"7 Strongly agree","2017","Brandenburg","vocational + Abi","1","","",""
"7 Strongly agree","2017","Brandenburg","higher vocational","","","",""
"7 Strongly agree","2017","Brandenburg","higher education","8","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","in school","","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","inadequately","3","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","middle vocational","3","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","higher vocational","","","",""
"7 Strongly agree","2017","Mecklenburg-Western Pomerania","higher education","6","","",""
"7 Strongly agree","2017","Saxony","in school","1","","",""
"7 Strongly agree","2017","Saxony","inadequately","25","","",""
"7 Strongly agree","2017","Saxony","general elemantary","22","","",""
"7 Strongly agree","2017","Saxony","middle vocational","6","","",""
"7 Strongly agree","2017","Saxony","vocational + Abi","1","","",""
"7 Strongly agree","2017","Saxony","higher vocational","","","",""
"7 Strongly agree","2017","Saxony","higher education","8","","",""
"7 Strongly agree","2017","Saxony-Anhalt","in school","2","","",""
"7 Strongly agree","2017","Saxony-Anhalt","inadequately","14","","",""
"7 Strongly agree","2017","Saxony-Anhalt","general elemantary","8","","",""
"7 Strongly agree","2017","Saxony-Anhalt","middle vocational","8","","",""
"7 Strongly agree","2017","Saxony-Anhalt","vocational + Abi","","","",""
"7 Strongly agree","2017","Saxony-Anhalt","higher vocational","","","",""
"7 Strongly agree","2017","Saxony-Anhalt","higher education","2","","",""
"7 Strongly agree","2017","Thuringia","in school","","","",""
"7 Strongly agree","2017","Thuringia","inadequately","16","","",""
"7 Strongly agree","2017","Thuringia","general elemantary","9","","",""
"7 Strongly agree","2017","Thuringia","middle vocational","13","","",""
"7 Strongly agree","2017","Thuringia","vocational + Abi","1","","",""
"7 Strongly agree","2017","Thuringia","higher vocational","","","",""
"7 Strongly agree","2017","Thuringia","higher education","9","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","in school","","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","inadequately","1","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","general elemantary","","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","middle vocational","","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","vocational + Abi","","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","higher vocational","","","",""
"1 Strongly disagree","2018","Schleswig-Holstein","higher education","","","",""
"1 Strongly disagree","2018","Hamburg","in school","","","",""
"1 Strongly disagree","2018","Hamburg","inadequately","","","",""
"1 Strongly disagree","2018","Hamburg","general elemantary","","","",""
"1 Strongly disagree","2018","Hamburg","middle vocational","","","",""
"1 Strongly disagree","2018","Hamburg","vocational + Abi","","","",""
"1 Strongly disagree","2018","Hamburg","higher vocational","","","",""
"1 Strongly disagree","2018","Hamburg","higher education","","","",""
"1 Strongly disagree","2018","Lower Saxony","in school","","","",""
"1 Strongly disagree","2018","Lower Saxony","inadequately","","","",""
"1 Strongly disagree","2018","Lower Saxony","general elemantary","","","",""
"1 Strongly disagree","2018","Lower Saxony","middle vocational","","","",""
"1 Strongly disagree","2018","Lower Saxony","vocational + Abi","","","",""
"1 Strongly disagree","2018","Lower Saxony","higher vocational","","","",""
"1 Strongly disagree","2018","Lower Saxony","higher education","","","",""
"1 Strongly disagree","2018","Bremen","in school","","","",""
"1 Strongly disagree","2018","Bremen","inadequately","","","",""
"1 Strongly disagree","2018","Bremen","general elemantary","","","",""
"1 Strongly disagree","2018","Bremen","middle vocational","","","",""
"1 Strongly disagree","2018","Bremen","vocational + Abi","","","",""
"1 Strongly disagree","2018","Bremen","higher vocational","","","",""
"1 Strongly disagree","2018","Bremen","higher education","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","in school","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","inadequately","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","general elemantary","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","middle vocational","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","vocational + Abi","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","higher vocational","","","",""
"1 Strongly disagree","2018","North Rhine-Westphalia","higher education","","","",""
"1 Strongly disagree","2018","Hesse","in school","","","",""
"1 Strongly disagree","2018","Hesse","inadequately","","","",""
"1 Strongly disagree","2018","Hesse","general elemantary","","","",""
"1 Strongly disagree","2018","Hesse","middle vocational","","","",""
"1 Strongly disagree","2018","Hesse","vocational + Abi","","","",""
"1 Strongly disagree","2018","Hesse","higher vocational","","","",""
"1 Strongly disagree","2018","Hesse","higher education","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"1 Strongly disagree","2018","Rhineland-Palatinate,Saarland","higher education","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","in school","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","inadequately","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","general elemantary","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","middle vocational","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","vocational + Abi","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","higher vocational","","","",""
"1 Strongly disagree","2018","Baden-Württemberg","higher education","","","",""
"1 Strongly disagree","2018","Bavaria","in school","","","",""
"1 Strongly disagree","2018","Bavaria","inadequately","","","",""
"1 Strongly disagree","2018","Bavaria","general elemantary","","","",""
"1 Strongly disagree","2018","Bavaria","middle vocational","","","",""
"1 Strongly disagree","2018","Bavaria","vocational + Abi","","","",""
"1 Strongly disagree","2018","Bavaria","higher vocational","","","",""
"1 Strongly disagree","2018","Bavaria","higher education","","","",""
"1 Strongly disagree","2018","Berlin","in school","","","",""
"1 Strongly disagree","2018","Berlin","inadequately","","","",""
"1 Strongly disagree","2018","Berlin","general elemantary","","","",""
"1 Strongly disagree","2018","Berlin","middle vocational","","","",""
"1 Strongly disagree","2018","Berlin","vocational + Abi","","","",""
"1 Strongly disagree","2018","Berlin","higher vocational","","","",""
"1 Strongly disagree","2018","Berlin","higher education","","","",""
"1 Strongly disagree","2018","Brandenburg","in school","","","",""
"1 Strongly disagree","2018","Brandenburg","inadequately","","","",""
"1 Strongly disagree","2018","Brandenburg","general elemantary","","","",""
"1 Strongly disagree","2018","Brandenburg","middle vocational","","","",""
"1 Strongly disagree","2018","Brandenburg","vocational + Abi","","","",""
"1 Strongly disagree","2018","Brandenburg","higher vocational","","","",""
"1 Strongly disagree","2018","Brandenburg","higher education","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","in school","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"1 Strongly disagree","2018","Mecklenburg-Western Pomerania","higher education","","","",""
"1 Strongly disagree","2018","Saxony","in school","","","",""
"1 Strongly disagree","2018","Saxony","inadequately","","","",""
"1 Strongly disagree","2018","Saxony","general elemantary","","","",""
