"plh0206i01","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2013","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2013","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2013","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2013","16-34 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2013","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2013","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2013","66 and older","Couple + C. GT 16 ","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2013","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2013","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2013","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2013","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2013","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2013","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2013","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2013","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2013","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2013","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2013","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2013","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2013","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2013","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Single parent ","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2013","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2013","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2013","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2013","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2013","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Single parent ","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2013","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2013","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2013","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2013","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2013","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Single parent ","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2013","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2013","35-65 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2013","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2013","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2013","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2013","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2013","16-34 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2013","16-34 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Single parent ","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2013","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2013","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2013","66 and older","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2013","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2013","66 and older","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2013","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2013","16-34 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2013","16-34 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2013","16-34 y.","Single parent ","","","","","7"
"7 Strongly agree","2013","16-34 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2013","16-34 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2013","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2013","35-65 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2013","35-65 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2013","35-65 y.","Single parent ","","","","","7"
"7 Strongly agree","2013","35-65 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2013","35-65 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2013","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2013","66 and older","1-pers.-HH","","","","","7"
"7 Strongly agree","2013","66 and older","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2014","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2014","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2014","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2014","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2014","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2014","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2014","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2014","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2014","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2014","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2014","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2014","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2014","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2014","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2014","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2014","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2014","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2014","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2014","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2014","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Single parent ","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2014","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2014","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2014","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2014","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2014","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Single parent ","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2014","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2014","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2014","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Single parent ","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2014","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2014","66 and older","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2014","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2014","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2014","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2014","35-65 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2014","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2014","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2014","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2014","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2014","16-34 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2014","16-34 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Single parent ","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2014","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2014","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2014","66 and older","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2014","66 and older","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2014","16-34 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2014","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2014","35-65 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2014","35-65 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2014","35-65 y.","Single parent ","","","","","7"
"7 Strongly agree","2014","35-65 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2014","35-65 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2014","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2014","66 and older","1-pers.-HH","","","","","7"
"7 Strongly agree","2014","66 and older","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2014","16-34 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2014","16-34 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2014","16-34 y.","Single parent ","","","","","7"
"7 Strongly agree","2014","16-34 y.","Couple + C. LE 16 ","","","","","7"
"1 Strongly disagree","2015","16-34 y.","Couple + C. GT 16 ","1","","","","1"
"1 Strongly disagree","2015","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2015","35-65 y.","1-pers.-HH","6","","","","1"
"1 Strongly disagree","2015","35-65 y.","(Married) couple without C. ","13","","","","1"
"1 Strongly disagree","2015","35-65 y.","Single parent ","11","","","","1"
"1 Strongly disagree","2015","35-65 y.","Couple + C. LE 16 ","9","","","","1"
"1 Strongly disagree","2015","35-65 y.","Couple + C. GT 16 ","9","","","","1"
"1 Strongly disagree","2015","35-65 y.","Couple + C. LE and GT 16","7","","","","1"
"1 Strongly disagree","2015","66 and older","1-pers.-HH","6","","","","1"
"1 Strongly disagree","2015","66 and older","(Married) couple without C. ","9","","","","1"
"1 Strongly disagree","2015","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2015","66 and older","Couple + C. GT 16 ","1","","","","1"
"1 Strongly disagree","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2015","16-34 y.","1-pers.-HH","7","","","","1"
"1 Strongly disagree","2015","16-34 y.","Single parent ","8","","","","1"
"1 Strongly disagree","2015","16-34 y.","Couple + C. LE 16 ","4","","","","1"
"1 Strongly disagree","2015","16-34 y.","(Married) couple without C. ","1","","","","1"
"2 on scale 1-7 ","2015","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2015","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2015","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2015","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2015","66 and older","(Married) couple without C. ","14","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Couple + C. LE and GT 16","3","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","1-pers.-HH","6","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","(Married) couple without C. ","18","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Single parent ","7","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Couple + C. LE 16 ","23","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Couple + C. GT 16 ","11","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Couple + C. LE and GT 16","17","","","","2"
"2 on scale 1-7 ","2015","66 and older","1-pers.-HH","4","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Couple + C. GT 16 ","2","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","1-pers.-HH","1","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Single parent ","4","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","(Married) couple without C. ","3","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Couple + C. LE 16 ","9","","","","2"
"3 on scale 1-7 ","2015","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2015","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","(Married) couple without C. ","18","","","","3"
"3 on scale 1-7 ","2015","66 and older","(Married) couple without C. ","22","","","","3"
"3 on scale 1-7 ","2015","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2015","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Couple + C. LE and GT 16","6","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","1-pers.-HH","18","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Single parent ","17","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Couple + C. LE 16 ","43","0.0081123258790667","0.00559479008449611","0.0106298616736373","3"
"3 on scale 1-7 ","2015","35-65 y.","Couple + C. LE and GT 16","19","","","","3"
"3 on scale 1-7 ","2015","66 and older","1-pers.-HH","9","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","1-pers.-HH","2","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Couple + C. GT 16 ","8","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Couple + C. GT 16 ","17","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","(Married) couple without C. ","6","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Single parent ","6","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Couple + C. LE 16 ","11","","","","3"
"4 on scale 1-7","2015","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2015","66 and older","Couple + C. GT 16 ","8","","","","4"
"4 on scale 1-7","2015","35-65 y.","(Married) couple without C. ","100","0.0239383384919705","0.018970561753014","0.0289061152309269","4"
"4 on scale 1-7","2015","35-65 y.","Single parent ","41","0.0327953796162214","0.0237308968431322","0.0418598623893105","4"
"4 on scale 1-7","2015","66 and older","Single parent ","3","","","","4"
"4 on scale 1-7","2015","66 and older","(Married) couple without C. ","98","0.0291755174532077","0.0233297544393675","0.0350212804670479","4"
"4 on scale 1-7","2015","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2015","16-34 y.","1-pers.-HH","17","","","","4"
"4 on scale 1-7","2015","16-34 y.","Couple + C. LE and GT 16","22","","","","4"
"4 on scale 1-7","2015","35-65 y.","1-pers.-HH","43","0.0238629773554825","0.0162353822694071","0.0314905724415579","4"
"4 on scale 1-7","2015","35-65 y.","Couple + C. LE 16 ","150","0.0289662374220874","0.0242593379656519","0.033673136878523","4"
"4 on scale 1-7","2015","66 and older","1-pers.-HH","41","0.029735901367169","0.0207806123961391","0.038691190338199","4"
"4 on scale 1-7","2015","16-34 y.","Couple + C. GT 16 ","39","0.0474024188540104","0.0340709448203724","0.0607338928876485","4"
"4 on scale 1-7","2015","35-65 y.","Couple + C. GT 16 ","47","0.024099134458093","0.0169728411888038","0.0312254277273822","4"
"4 on scale 1-7","2015","35-65 y.","Couple + C. LE and GT 16","53","0.0295695348823544","0.0209567590470618","0.038182310717647","4"
"4 on scale 1-7","2015","16-34 y.","(Married) couple without C. ","19","","","","4"
"4 on scale 1-7","2015","16-34 y.","Single parent ","32","0.0366613420992847","0.0239374564990894","0.04938522769948","4"
"4 on scale 1-7","2015","16-34 y.","Couple + C. LE 16 ","61","0.0208720354599746","0.0143151162346829","0.0274289546852664","4"
"5 on scale 1-7","2015","66 and older","Single parent ","7","","","","5"
"5 on scale 1-7","2015","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2015","66 and older","Couple + C. GT 16 ","23","","","","5"
"5 on scale 1-7","2015","35-65 y.","1-pers.-HH","128","0.0867549647789266","0.0726876646885873","0.100822264869266","5"
"5 on scale 1-7","2015","35-65 y.","(Married) couple without C. ","325","0.0904325651643286","0.0811116980372915","0.0997534322913657","5"
"5 on scale 1-7","2015","35-65 y.","Single parent ","95","0.0507438140980674","0.0395736182645345","0.0619140099316002","5"
"5 on scale 1-7","2015","35-65 y.","Couple + C. LE 16 ","359","0.0642067939945069","0.0573273688462722","0.0710862191427417","5"
"5 on scale 1-7","2015","35-65 y.","Couple + C. GT 16 ","156","0.0922093428025962","0.0787649734646082","0.105653712140584","5"
"5 on scale 1-7","2015","35-65 y.","Couple + C. LE and GT 16","103","0.0698884680865227","0.0569253653981803","0.0828515707748651","5"
"5 on scale 1-7","2015","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2015","16-34 y.","Couple + C. LE and GT 16","55","0.0834948586483102","0.0635368489280492","0.103452868368571","5"
"5 on scale 1-7","2015","66 and older","(Married) couple without C. ","311","0.0909181228233928","0.080932198013268","0.100904047633518","5"
"5 on scale 1-7","2015","16-34 y.","1-pers.-HH","56","0.0741025470213458","0.0560304172626941","0.0921746767799976","5"
"5 on scale 1-7","2015","16-34 y.","Couple + C. GT 16 ","77","0.0953956629669757","0.0769660238853833","0.113825302048568","5"
"5 on scale 1-7","2015","16-34 y.","Couple + C. LE 16 ","118","0.0482869653872211","0.0384544265710193","0.0581195042034229","5"
"5 on scale 1-7","2015","66 and older","1-pers.-HH","124","0.0925117518190837","0.0772356330312437","0.107787870606924","5"
"5 on scale 1-7","2015","16-34 y.","(Married) couple without C. ","78","0.0869107000292684","0.0702784676360625","0.103542932422474","5"
"5 on scale 1-7","2015","16-34 y.","Single parent ","83","0.113674484872386","0.0921836045841993","0.135165365160573","5"
"6 on scale 1-7","2015","66 and older","Couple + C. LE 16 ","5","","","","6"
"6 on scale 1-7","2015","66 and older","Couple + C. GT 16 ","55","0.272813986094474","0.210930093016173","0.334697879172776","6"
"6 on scale 1-7","2015","16-34 y.","Couple + C. LE and GT 16","212","0.32441939265994","0.290643106076522","0.358195679243358","6"
