"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2012","indirect migration background","(1b) general elementary school","12","","",""
"No","2012","indirect migration background","(1c) basic vocational qualification","22","","",""
"No","2012","indirect migration background","(2b) intermediate general qualification","10","","",""
"No","2012","indirect migration background","(2a) intermediate vocational","34","0.196741208375466","0.125316245823848","0.268166170927085"
"No","2012","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"No","2012","indirect migration background","(2c_voc) vocational maturity certificate","19","","",""
"No","2012","indirect migration background","(3a) lower tertiary education","7","","",""
"No","2012","indirect migration background","(3b) higher tertiary education","12","","",""
"Yes","2013","no migration background","(0) in school","11","","",""
"Yes","2013","no migration background","(1a) inadequately completed","18","","",""
"Yes","2013","no migration background","(1b) general elementary school","129","0.72541230066696","0.662930569739318","0.787894031594602"
"Yes","2013","no migration background","(1c) basic vocational qualification","940","0.664776546649355","0.639824752184762","0.689728341113948"
"Yes","2013","no migration background","(2b) intermediate general qualification","122","0.702662996487585","0.634941415461882","0.770384577513289"
"Yes","2013","no migration background","(2a) intermediate vocational","2040","0.716564515413429","0.699978206983075","0.733150823843782"
"Yes","2013","no migration background","(2c_gen) general maturity certificate","127","0.750375788446732","0.686973587399372","0.813777989494091"
"Yes","2013","no migration background","(2c_voc) vocational maturity certificate","707","0.756629059893048","0.729182294925552","0.784075824860544"
"Yes","2013","no migration background","(3a) lower tertiary education","686","0.768151448596078","0.740347781749638","0.795955115442518"
"Yes","2013","no migration background","(3b) higher tertiary education","1095","0.779903826240817","0.758316609949166","0.801491042532468"
"Yes","2013","direct migration background","(0) in school","2","","",""
"Yes","2013","direct migration background","(1a) inadequately completed","48","0.81216249187364","0.720003828133882","0.904321155613397"
"Yes","2013","direct migration background","(1b) general elementary school","186","0.634610166149665","0.578899431546323","0.690320900753007"
"Yes","2013","direct migration background","(1c) basic vocational qualification","284","0.651317631961538","0.605903677688508","0.696731586234568"
"Yes","2013","direct migration background","(2b) intermediate general qualification","28","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","109","0.73021776905446","0.66056816351917","0.79986737458975"
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","127","0.745077595308562","0.681586391866324","0.808568798750799"
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","235","0.71730770744901","0.668722858853776","0.765892556044243"
"Yes","2013","direct migration background","(3a) lower tertiary education","57","0.810938933085858","0.719212564796713","0.902665301375003"
"Yes","2013","direct migration background","(3b) higher tertiary education","320","0.693242732030345","0.649857360644657","0.736628103416034"
"Yes","2013","indirect migration background","(0) in school","3","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","7","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","46","0.617518659970721","0.501148707071005","0.733888612870437"
"Yes","2013","indirect migration background","(1c) basic vocational qualification","95","0.795191802167851","0.725279641996009","0.865103962339693"
"Yes","2013","indirect migration background","(2b) intermediate general qualification","45","0.740698174834442","0.630719977304414","0.850676372364471"
"Yes","2013","indirect migration background","(2a) intermediate vocational","125","0.761778067261622","0.695770579499475","0.827785555023768"
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","35","0.8390666381157","0.732874969789798","0.945258306441602"
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","70","0.747094305513471","0.659222169921472","0.83496644110547"
"Yes","2013","indirect migration background","(3a) lower tertiary education","43","0.738400229169547","0.62430295891049","0.852497499428603"
"Yes","2013","indirect migration background","(3b) higher tertiary education","91","0.808575807379492","0.740420153341058","0.876731461417926"
"No","2013","no migration background","(0) in school","3","","",""
"No","2013","no migration background","(1a) inadequately completed","18","","",""
"No","2013","no migration background","(1b) general elementary school","67","0.27458769933304","0.212105968405398","0.337069430260682"
"No","2013","no migration background","(1c) basic vocational qualification","435","0.335223453350645","0.310271658886052","0.360175247815238"
"No","2013","no migration background","(2b) intermediate general qualification","53","0.297337003512415","0.229615422486711","0.365058584538118"
"No","2013","no migration background","(2a) intermediate vocational","796","0.283435484586571","0.266849176156218","0.300021793016925"
"No","2013","no migration background","(2c_gen) general maturity certificate","52","0.249624211553268","0.186222010505909","0.313026412600628"
"No","2013","no migration background","(2c_voc) vocational maturity certificate","232","0.243370940106952","0.215924175139456","0.270817705074448"
"No","2013","no migration background","(3a) lower tertiary education","199","0.231848551403922","0.204044884557482","0.259652218250362"
"No","2013","no migration background","(3b) higher tertiary education","320","0.220096173759183","0.198508957467532","0.241683390050834"
"No","2013","direct migration background","(0) in school","1","","",""
"No","2013","direct migration background","(1a) inadequately completed","21","","",""
"No","2013","direct migration background","(1b) general elementary school","101","0.365389833850335","0.309679099246993","0.421100568453677"
"No","2013","direct migration background","(1c) basic vocational qualification","139","0.348682368038462","0.303268413765432","0.394096322311493"
"No","2013","direct migration background","(2b) intermediate general qualification","13","","",""
"No","2013","direct migration background","(2a) intermediate vocational","47","0.26978223094554","0.20013262541025","0.339431836480831"
"No","2013","direct migration background","(2c_gen) general maturity certificate","54","0.254922404691438","0.191431201249201","0.318413608133676"
"No","2013","direct migration background","(2c_voc) vocational maturity certificate","95","0.28269229255099","0.234107443955757","0.331277141146224"
"No","2013","direct migration background","(3a) lower tertiary education","13","","",""
"No","2013","direct migration background","(3b) higher tertiary education","114","0.306757267969654","0.263371896583966","0.350142639355343"
"No","2013","indirect migration background","(0) in school","1","","",""
"No","2013","indirect migration background","(1a) inadequately completed","4","","",""
"No","2013","indirect migration background","(1b) general elementary school","21","","",""
"No","2013","indirect migration background","(1c) basic vocational qualification","33","0.204808197832149","0.134896037660307","0.274720358003991"
"No","2013","indirect migration background","(2b) intermediate general qualification","16","","",""
"No","2013","indirect migration background","(2a) intermediate vocational","35","0.238221932738378","0.172214444976232","0.304229420500525"
"No","2013","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"No","2013","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"No","2013","indirect migration background","(3a) lower tertiary education","14","","",""
"No","2013","indirect migration background","(3b) higher tertiary education","37","0.191424192620508","0.123268538582074","0.259579846658942"
"Yes","2014","no migration background","(0) in school","8","","",""
"Yes","2014","no migration background","(1a) inadequately completed","25","","",""
"Yes","2014","no migration background","(1b) general elementary school","124","0.671507348689898","0.604725335866417","0.73828936151338"
"Yes","2014","no migration background","(1c) basic vocational qualification","845","0.649366080922941","0.622839315948163","0.675892845897719"
"Yes","2014","no migration background","(2b) intermediate general qualification","125","0.62174182580363","0.551092502462442","0.692391149144818"
"Yes","2014","no migration background","(2a) intermediate vocational","1832","0.72865055955696","0.71141236480929","0.745888754304629"
"Yes","2014","no migration background","(2c_gen) general maturity certificate","129","0.697490207275356","0.631829139236522","0.763151275314191"
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","690","0.775136033202445","0.747980767053354","0.802291299351537"
"Yes","2014","no migration background","(3a) lower tertiary education","647","0.778394007459869","0.750407197326665","0.806380817593072"
"Yes","2014","no migration background","(3b) higher tertiary education","1003","0.76687937471011","0.744316418807226","0.789442330612994"
"Yes","2014","direct migration background","(0) in school","1","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","25","","",""
"Yes","2014","direct migration background","(1b) general elementary school","128","0.641317824033332","0.575502873325283","0.707132774741382"
"Yes","2014","direct migration background","(1c) basic vocational qualification","240","0.695422341628008","0.647412079233644","0.743432604022373"
"Yes","2014","direct migration background","(2b) intermediate general qualification","19","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","90","0.707074628849441","0.627609985232115","0.786539272466768"
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","101","0.746783342294944","0.67526007164088","0.818306612949008"
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","185","0.696592628143852","0.641552023601262","0.751633232686441"
"Yes","2014","direct migration background","(3a) lower tertiary education","45","0.763400105637708","0.654956121139372","0.871844090136043"
"Yes","2014","direct migration background","(3b) higher tertiary education","273","0.790167395711058","0.748451306595337","0.831883484826779"
"Yes","2014","indirect migration background","(0) in school","4","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","3","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","37","0.788168841524597","0.677110554426231","0.899227128622963"
"Yes","2014","indirect migration background","(1c) basic vocational qualification","79","0.72611140608927","0.6412160838639","0.811006728314641"
"Yes","2014","indirect migration background","(2b) intermediate general qualification","36","0.642875203881175","0.513877049581134","0.771873358181217"
"Yes","2014","indirect migration background","(2a) intermediate vocational","115","0.796039888726534","0.732809503588473","0.859270273864595"
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","29","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","63","0.824782702539262","0.74299889877241","0.906566506306113"
"Yes","2014","indirect migration background","(3a) lower tertiary education","38","0.82998319857716","0.725860920824667","0.934105476329653"
"Yes","2014","indirect migration background","(3b) higher tertiary education","86","0.869063470331291","0.803917787655772","0.934209153006811"
"No","2014","no migration background","(0) in school","","","",""
"No","2014","no migration background","(1a) inadequately completed","9","","",""
"No","2014","no migration background","(1b) general elementary school","66","0.328492651310102","0.26171063848662","0.395274664133583"
"No","2014","no migration background","(1c) basic vocational qualification","398","0.350633919077059","0.324107154102281","0.377160684051837"
"No","2014","no migration background","(2b) intermediate general qualification","56","0.37825817419637","0.307608850855182","0.448907497537558"
"No","2014","no migration background","(2a) intermediate vocational","724","0.27134944044304","0.254111245695371","0.28858763519071"
"No","2014","no migration background","(2c_gen) general maturity certificate","59","0.302509792724644","0.236848724685809","0.368170860763478"
"No","2014","no migration background","(2c_voc) vocational maturity certificate","218","0.224863966797555","0.197708700648463","0.252019232946646"
"No","2014","no migration background","(3a) lower tertiary education","199","0.221605992540131","0.193619182406928","0.249592802673335"
"No","2014","no migration background","(3b) higher tertiary education","346","0.23312062528989","0.210557669387006","0.255683581192774"
"No","2014","direct migration background","(0) in school","","","",""
"No","2014","direct migration background","(1a) inadequately completed","18","","",""
"No","2014","direct migration background","(1b) general elementary school","76","0.358682175966667","0.292867225258618","0.424497126674716"
"No","2014","direct migration background","(1c) basic vocational qualification","113","0.304577658371992","0.256567395977627","0.352587920766356"
"No","2014","direct migration background","(2b) intermediate general qualification","6","","",""
"No","2014","direct migration background","(2a) intermediate vocational","36","0.292925371150558","0.213460727533232","0.372390014767885"
"No","2014","direct migration background","(2c_gen) general maturity certificate","41","0.253216657705056","0.181693387050992","0.32473992835912"
"No","2014","direct migration background","(2c_voc) vocational maturity certificate","83","0.303407371856148","0.248366767313559","0.358447976398738"
"No","2014","direct migration background","(3a) lower tertiary education","14","","",""
"No","2014","direct migration background","(3b) higher tertiary education","93","0.209832604288942","0.168116515173221","0.251548693404663"
"No","2014","indirect migration background","(0) in school","2","","",""
"No","2014","indirect migration background","(1a) inadequately completed","1","","",""
"No","2014","indirect migration background","(1b) general elementary school","15","","",""
"No","2014","indirect migration background","(1c) basic vocational qualification","27","","",""
"No","2014","indirect migration background","(2b) intermediate general qualification","17","","",""
"No","2014","indirect migration background","(2a) intermediate vocational","41","0.203960111273466","0.140729726135405","0.267190496411527"
"No","2014","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"No","2014","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"No","2014","indirect migration background","(3a) lower tertiary education","12","","",""
"No","2014","indirect migration background","(3b) higher tertiary education","17","","",""
"Yes","2015","no migration background","(0) in school","4","","",""
"Yes","2015","no migration background","(1a) inadequately completed","20","","",""
"Yes","2015","no migration background","(1b) general elementary school","117","0.749780578384407","0.681371249186555","0.818189907582258"
"Yes","2015","no migration background","(1c) basic vocational qualification","809","0.697633113804416","0.670638547500362","0.72462768010847"
"Yes","2015","no migration background","(2b) intermediate general qualification","116","0.736231014526713","0.667734503969272","0.804727525084155"
"Yes","2015","no migration background","(2a) intermediate vocational","1817","0.758143772783175","0.741030031049821","0.775257514516529"
"Yes","2015","no migration background","(2c_gen) general maturity certificate","131","0.667313045753881","0.59848038913183","0.736145702375932"
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","691","0.771204698624298","0.743260181302714","0.799149215945881"
"Yes","2015","no migration background","(3a) lower tertiary education","625","0.808707681419762","0.780908662392649","0.836506700446876"
"Yes","2015","no migration background","(3b) higher tertiary education","1046","0.834849287917453","0.814371139721423","0.855327436113482"
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","38","0.757230184700946","0.646887029824411","0.867573339577481"
"Yes","2015","direct migration background","(1b) general elementary school","148","0.764220302473741","0.708381757574825","0.820058847372657"
"Yes","2015","direct migration background","(1c) basic vocational qualification","245","0.741628779301917","0.694256255250682","0.789001303353153"
"Yes","2015","direct migration background","(2b) intermediate general qualification","17","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","94","0.782808111993944","0.711653558965852","0.853962665022036"
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","101","0.700572685467762","0.624974592063764","0.776170778871761"
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","194","0.696389872023898","0.642240608144191","0.750539135903604"
"Yes","2015","direct migration background","(3a) lower tertiary education","47","0.845414419719935","0.753941660053928","0.936887179385941"
"Yes","2015","direct migration background","(3b) higher tertiary education","396","0.802760058599379","0.768259355055675","0.837260762143084"
"Yes","2015","indirect migration background","(0) in school","","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","5","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","38","0.696236275911321","0.571241259691959","0.821231292130684"
"Yes","2015","indirect migration background","(1c) basic vocational qualification","66","0.740207775549185","0.652940358956525","0.827475192141845"
"Yes","2015","indirect migration background","(2b) intermediate general qualification","28","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","95","0.738485965216687","0.66205579017578","0.814916140257595"
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","24","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","58","0.875724141796719","0.800560246688981","0.950888036904457"
"Yes","2015","indirect migration background","(3a) lower tertiary education","31","0.720966649964029","0.585319994440995","0.856613305487063"
"Yes","2015","indirect migration background","(3b) higher tertiary education","86","0.843481740064789","0.773983502757453","0.912979977372125"
"No","2015","no migration background","(0) in school","2","","",""
"No","2015","no migration background","(1a) inadequately completed","8","","",""
"No","2015","no migration background","(1b) general elementary school","37","0.250219421615593","0.181810092417742","0.318628750813445"
"No","2015","no migration background","(1c) basic vocational qualification","303","0.302366886195584","0.27537231989153","0.329361452499638"
"No","2015","no migration background","(2b) intermediate general qualification","43","0.263768985473287","0.195272474915845","0.332265496030728"
"No","2015","no migration background","(2a) intermediate vocational","588","0.241856227216825","0.224742485483471","0.258969968950179"
"No","2015","no migration background","(2c_gen) general maturity certificate","49","0.332686954246119","0.263854297624068","0.40151961086817"
"No","2015","no migration background","(2c_voc) vocational maturity certificate","177","0.228795301375702","0.200850784054119","0.256739818697286"
"No","2015","no migration background","(3a) lower tertiary education","144","0.191292318580238","0.163493299553124","0.219091337607351"
"No","2015","no migration background","(3b) higher tertiary education","217","0.165150712082547","0.144672563886518","0.185628860278577"
"No","2015","direct migration background","(0) in school","1","","",""
"No","2015","direct migration background","(1a) inadequately completed","20","","",""
"No","2015","direct migration background","(1b) general elementary school","74","0.235779697526259","0.179941152627343","0.291618242425174"
"No","2015","direct migration background","(1c) basic vocational qualification","83","0.258371220698083","0.210998696646847","0.305743744749318"
"No","2015","direct migration background","(2b) intermediate general qualification","5","","",""
"No","2015","direct migration background","(2a) intermediate vocational","35","0.217191888006056","0.146037334977964","0.288346441034148"
"No","2015","direct migration background","(2c_gen) general maturity certificate","40","0.299427314532238","0.223829221128239","0.375025407936236"
"No","2015","direct migration background","(2c_voc) vocational maturity certificate","83","0.303610127976102","0.249460864096396","0.357759391855809"
"No","2015","direct migration background","(3a) lower tertiary education","13","","",""
"No","2015","direct migration background","(3b) higher tertiary education","115","0.197239941400621","0.162739237856916","0.231740644944325"
"No","2015","indirect migration background","(0) in school","2","","",""
"No","2015","indirect migration background","(1a) inadequately completed","2","","",""
"No","2015","indirect migration background","(1b) general elementary school","14","","",""
"No","2015","indirect migration background","(1c) basic vocational qualification","31","0.259792224450815","0.172524807858155","0.347059641043475"
"No","2015","indirect migration background","(2b) intermediate general qualification","11","","",""
"No","2015","indirect migration background","(2a) intermediate vocational","32","0.261514034783313","0.185083859742405","0.33794420982422"
"No","2015","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"No","2015","indirect migration background","(2c_voc) vocational maturity certificate","16","","",""
"No","2015","indirect migration background","(3a) lower tertiary education","11","","",""
"No","2015","indirect migration background","(3b) higher tertiary education","19","","",""
"Yes","2016","no migration background","(0) in school","4","","",""
"Yes","2016","no migration background","(1a) inadequately completed","20","","",""
"Yes","2016","no migration background","(1b) general elementary school","114","0.571306009117276","0.497130910937121","0.645481107297432"
"Yes","2016","no migration background","(1c) basic vocational qualification","763","0.716807524166946","0.689411821117729","0.744203227216163"
"Yes","2016","no migration background","(2b) intermediate general qualification","111","0.72901030012868","0.658582260516841","0.79943833974052"
"Yes","2016","no migration background","(2a) intermediate vocational","1712","0.755886702884056","0.738281579230973","0.773491826537138"
"Yes","2016","no migration background","(2c_gen) general maturity certificate","139","0.774570732206407","0.714839034573639","0.834302429839175"
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","684","0.793359928031248","0.766140372408014","0.820579483654483"
"Yes","2016","no migration background","(3a) lower tertiary education","591","0.816276636997559","0.788203543050568","0.844349730944551"
"Yes","2016","no migration background","(3b) higher tertiary education","1019","0.80899546581794","0.787443963655738","0.830546967980142"
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","36","0.685799232376153","0.560827360638247","0.810771104114059"
"Yes","2016","direct migration background","(1b) general elementary school","117","0.694155999724655","0.624063335064385","0.764248664384924"
"Yes","2016","direct migration background","(1c) basic vocational qualification","228","0.722780947729101","0.672212487657591","0.773349407800611"
"Yes","2016","direct migration background","(2b) intermediate general qualification","13","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","83","0.774650231924778","0.697614847415418","0.851685616434137"
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","78","0.667724284921032","0.578055136592712","0.757393433249351"
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","203","0.717560585462965","0.665294785725284","0.769826385200647"
"Yes","2016","direct migration background","(3a) lower tertiary education","47","0.901012158113138","0.822793505394267","0.97923081083201"
"Yes","2016","direct migration background","(3b) higher tertiary education","323","0.808642454187977","0.771287831258525","0.845997077117428"
"Yes","2016","indirect migration background","(0) in school","3","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","4","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","23","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","70","0.762068014293665","0.677328590753714","0.846807437833615"
"Yes","2016","indirect migration background","(2b) intermediate general qualification","21","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","95","0.752943658522428","0.675775753349178","0.830111563695678"
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","33","0.764109891275951","0.637214269142782","0.891005513409119"
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","63","0.83953221400338","0.758595203666766","0.920469224339993"
"Yes","2016","indirect migration background","(3a) lower tertiary education","33","0.83505319496746","0.722811951153142","0.947294438781777"
"Yes","2016","indirect migration background","(3b) higher tertiary education","81","0.826715950195114","0.751394325905125","0.902037574485103"
"No","2016","no migration background","(0) in school","","","",""
"No","2016","no migration background","(1a) inadequately completed","7","","",""
"No","2016","no migration background","(1b) general elementary school","57","0.428693990882724","0.354518892702568","0.502869089062879"
"No","2016","no migration background","(1c) basic vocational qualification","276","0.283192475833054","0.255796772783837","0.310588178882271"
"No","2016","no migration background","(2b) intermediate general qualification","42","0.27098969987132","0.20056166025948","0.341417739483159"
"No","2016","no migration background","(2a) intermediate vocational","575","0.244113297115944","0.226508173462862","0.261718420769027"
"No","2016","no migration background","(2c_gen) general maturity certificate","49","0.225429267793593","0.165697570160825","0.285160965426361"
"No","2016","no migration background","(2c_voc) vocational maturity certificate","166","0.206640071968752","0.179420516345517","0.233859627591987"
"No","2016","no migration background","(3a) lower tertiary education","140","0.183723363002441","0.155650269055449","0.211796456949432"
"No","2016","no migration background","(3b) higher tertiary education","259","0.19100453418206","0.169453032019858","0.212556036344262"
"No","2016","direct migration background","(0) in school","1","","",""
"No","2016","direct migration background","(1a) inadequately completed","17","","",""
"No","2016","direct migration background","(1b) general elementary school","49","0.305844000275345","0.235751335615076","0.375936664935615"
"No","2016","direct migration background","(1c) basic vocational qualification","73","0.277219052270899","0.226650592199389","0.327787512342408"
"No","2016","direct migration background","(2b) intermediate general qualification","5","","",""
"No","2016","direct migration background","(2a) intermediate vocational","30","0.225349768075222","0.148314383565863","0.302385152584582"
"No","2016","direct migration background","(2c_gen) general maturity certificate","28","","",""
"No","2016","direct migration background","(2c_voc) vocational maturity certificate","82","0.282439414537035","0.230173614799354","0.334705214274716"
"No","2016","direct migration background","(3a) lower tertiary education","9","","",""
"No","2016","direct migration background","(3b) higher tertiary education","103","0.191357545812023","0.154002922882572","0.228712168741475"
"No","2016","indirect migration background","(0) in school","3","","",""
"No","2016","indirect migration background","(1a) inadequately completed","3","","",""
"No","2016","indirect migration background","(1b) general elementary school","11","","",""
"No","2016","indirect migration background","(1c) basic vocational qualification","27","","",""
"No","2016","indirect migration background","(2b) intermediate general qualification","14","","",""
"No","2016","indirect migration background","(2a) intermediate vocational","25","","",""
"No","2016","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"No","2016","indirect migration background","(2c_voc) vocational maturity certificate","16","","",""
"No","2016","indirect migration background","(3a) lower tertiary education","9","","",""
"No","2016","indirect migration background","(3b) higher tertiary education","16","","",""
"Yes","2017","no migration background","(0) in school","2","","",""
"Yes","2017","no migration background","(1a) inadequately completed","21","","",""
"Yes","2017","no migration background","(1b) general elementary school","133","0.636551811621084","0.569214125522098","0.703889497720071"
"Yes","2017","no migration background","(1c) basic vocational qualification","769","0.689257535596022","0.66174539493273","0.716769676259315"
"Yes","2017","no migration background","(2b) intermediate general qualification","136","0.73223252148426","0.667545782200775","0.796919260767746"
"Yes","2017","no migration background","(2a) intermediate vocational","1884","0.765568374807232","0.749021334697396","0.782115414917068"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","165","0.752813441216431","0.69541840527481","0.810208477158052"
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","770","0.77211385675284","0.745944735033988","0.798282978471692"
"Yes","2017","no migration background","(3a) lower tertiary education","679","0.815051562829677","0.788795698285459","0.841307427373895"
"Yes","2017","no migration background","(3b) higher tertiary education","1141","0.810361395818609","0.789870630581774","0.830852161055443"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","50","0.698679811269763","0.596854908937321","0.800504713602204"
"Yes","2017","direct migration background","(1b) general elementary school","125","0.723245601536317","0.657520955424973","0.788970247647661"
"Yes","2017","direct migration background","(1c) basic vocational qualification","206","0.704459199355472","0.651853134647379","0.757065264063565"
"Yes","2017","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","96","0.850820095942149","0.786265199096928","0.91537499278737"
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","100","0.702354972100363","0.627676660290599","0.777033283910128"
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","148","0.750892429721483","0.693215313077952","0.808569546365014"
"Yes","2017","direct migration background","(3a) lower tertiary education","35","0.898446161224121","0.810191828611039","0.986700493837204"
"Yes","2017","direct migration background","(3b) higher tertiary education","335","0.820006090742403","0.783307914087068","0.856704267397738"
"Yes","2017","indirect migration background","(0) in school","2","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","7","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","26","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","66","0.824245422590368","0.743803867127778","0.904686978052958"
"Yes","2017","indirect migration background","(2b) intermediate general qualification","20","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","102","0.801604417951898","0.733314200961331","0.869894634942464"
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","36","0.533116082248162","0.406878747986319","0.659353416510005"
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","61","0.601311214360165","0.495335140368206","0.707287288352124"
"Yes","2017","indirect migration background","(3a) lower tertiary education","33","0.759725407749517","0.623882007840792","0.895568807658242"
"Yes","2017","indirect migration background","(3b) higher tertiary education","82","0.824538667872046","0.750359214463155","0.898718121280936"
"No","2017","no migration background","(0) in school","3","","",""
"No","2017","no migration background","(1a) inadequately completed","16","","",""
"No","2017","no migration background","(1b) general elementary school","63","0.363448188378916","0.296110502279929","0.430785874477902"
"No","2017","no migration background","(1c) basic vocational qualification","318","0.310742464403978","0.283230323740685","0.33825460506727"
"No","2017","no migration background","(2b) intermediate general qualification","44","0.26776747851574","0.203080739232254","0.332454217799225"
"No","2017","no migration background","(2a) intermediate vocational","634","0.234431625192768","0.217884585082932","0.250978665302604"
"No","2017","no migration background","(2c_gen) general maturity certificate","52","0.247186558783569","0.189791522841948","0.304581594725189"
"No","2017","no migration background","(2c_voc) vocational maturity certificate","217","0.22788614324716","0.201717021528308","0.254055264966012"
"No","2017","no migration background","(3a) lower tertiary education","161","0.184948437170323","0.158692572626105","0.211204301714541"
"No","2017","no migration background","(3b) higher tertiary education","265","0.189638604181391","0.169147838944556","0.210129369418226"
"No","2017","direct migration background","(0) in school","","","",""
"No","2017","direct migration background","(1a) inadequately completed","28","","",""
"No","2017","direct migration background","(1b) general elementary school","53","0.276754398463683","0.21102975235234","0.342479044575027"
"No","2017","direct migration background","(1c) basic vocational qualification","83","0.295540800644528","0.242934735936434","0.348146865352621"
"No","2017","direct migration background","(2b) intermediate general qualification","4","","",""
"No","2017","direct migration background","(2a) intermediate vocational","21","","",""
"No","2017","direct migration background","(2c_gen) general maturity certificate","44","0.297645027899637","0.222966716089872","0.372323339709402"
"No","2017","direct migration background","(2c_voc) vocational maturity certificate","68","0.249107570278517","0.191430453634986","0.306784686922048"
"No","2017","direct migration background","(3a) lower tertiary education","10","","",""
"No","2017","direct migration background","(3b) higher tertiary education","86","0.179993909257597","0.143295732602262","0.216692085912932"
"No","2017","indirect migration background","(0) in school","","","",""
"No","2017","indirect migration background","(1a) inadequately completed","1","","",""
"No","2017","indirect migration background","(1b) general elementary school","17","","",""
"No","2017","indirect migration background","(1c) basic vocational qualification","20","","",""
"No","2017","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","2017","indirect migration background","(2a) intermediate vocational","29","","",""
"No","2017","indirect migration background","(2c_gen) general maturity certificate","24","","",""
"No","2017","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"No","2017","indirect migration background","(3a) lower tertiary education","5","","",""
"No","2017","indirect migration background","(3b) higher tertiary education","19","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","23","","",""
"Yes","2018","no migration background","(1b) general elementary school","133","0.723243634388397","0.659628212766574","0.78685905601022"
"Yes","2018","no migration background","(1c) basic vocational qualification","743","0.697181217857207","0.669790747659534","0.72457168805488"
"Yes","2018","no migration background","(2b) intermediate general qualification","130","0.776310909406517","0.714393366542162","0.838228452270872"
"Yes","2018","no migration background","(2a) intermediate vocational","1831","0.745284216371958","0.728211865460248","0.762356567283668"
"Yes","2018","no migration background","(2c_gen) general maturity certificate","166","0.679637655604067","0.621089579862846","0.738185731345288"
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","751","0.781742010829167","0.755854191782781","0.807629829875553"
"Yes","2018","no migration background","(3a) lower tertiary education","649","0.776478537456429","0.748553782111161","0.804403292801696"
