"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Bavaria","no migration background","1075","0.730374155751897","0.707924421597279","0.752823889906514"
"Yes","2012","Bavaria","direct migration background","118","0.726664696368983","0.65907122510417","0.794258167633797"
"Yes","2012","Bavaria","indirect migration background","82","0.807297580991699","0.734251068076452","0.880344093906945"
"Yes","2012","Berlin","no migration background","250","0.770772111248343","0.725557815312622","0.815986407184063"
"Yes","2012","Berlin","direct migration background","19","","",""
"Yes","2012","Berlin","indirect migration background","13","","",""
"Yes","2012","Brandenburg","no migration background","249","0.644872246210356","0.595161275651227","0.694583216769485"
"Yes","2012","Brandenburg","direct migration background","3","","",""
"Yes","2012","Brandenburg","indirect migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","141","0.633209716639103","0.568640740378647","0.697778692899559"
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Yes","2012","Saxony","no migration background","500","0.69516806408926","0.661682708204977","0.728653419973543"
"Yes","2012","Saxony","direct migration background","5","","",""
"Yes","2012","Saxony","indirect migration background","5","","",""
"Yes","2012","Saxony-Anhalt","no migration background","265","0.683243996655081","0.635518330572835","0.730969662737327"
"Yes","2012","Saxony-Anhalt","direct migration background","3","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","4","","",""
"Yes","2012","Thuringia","no migration background","248","0.607552671149767","0.558650137558545","0.656455204740989"
"Yes","2012","Thuringia","direct migration background","2","","",""
"Yes","2012","Thuringia","indirect migration background","7","","",""
"No","2012","Schleswig-Holstein","no migration background","90","0.240228533404992","0.194950367891019","0.285506698918964"
"No","2012","Schleswig-Holstein","direct migration background","12","","",""
"No","2012","Schleswig-Holstein","indirect migration background","2","","",""
"No","2012","Hamburg","no migration background","20","","",""
"No","2012","Hamburg","direct migration background","6","","",""
"No","2012","Hamburg","indirect migration background","2","","",""
"No","2012","Lower Saxony","no migration background","213","0.27329217223143","0.242900710917736","0.303683633545124"
"No","2012","Lower Saxony","direct migration background","20","","",""
"No","2012","Lower Saxony","indirect migration background","12","","",""
"No","2012","Bremen","no migration background","12","","",""
"No","2012","Bremen","direct migration background","3","","",""
"No","2012","Bremen","indirect migration background","1","","",""
"No","2012","North Rhine-Westphalia","no migration background","426","0.275375146526567","0.252874026471977","0.297876266581158"
"No","2012","North Rhine-Westphalia","direct migration background","92","0.370693294646174","0.312867815670971","0.428518773621378"
"No","2012","North Rhine-Westphalia","indirect migration background","31","0.208471062369187","0.137259687164607","0.279682437573767"
"No","2012","Hesse","no migration background","171","0.283351906103587","0.247881326052369","0.318822486154805"
"No","2012","Hesse","direct migration background","36","0.29293458492396","0.207886043386111","0.377983126461808"
"No","2012","Hesse","indirect migration background","19","","",""
"No","2012","Rhineland-Palatinate,Saarland","no migration background","154","0.367865029153963","0.32365313196914","0.412076926338786"
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"No","2012","Baden-Württemberg","no migration background","250","0.218974128149678","0.19432143573635","0.243626820563005"
"No","2012","Baden-Württemberg","direct migration background","52","0.332827746306875","0.264178218556817","0.401477274056934"
"No","2012","Baden-Württemberg","indirect migration background","21","","",""
"No","2012","Bavaria","no migration background","426","0.269625844248103","0.247176110093486","0.292075578402721"
"No","2012","Bavaria","direct migration background","49","0.273335303631016","0.205741832366203","0.34092877489583"
"No","2012","Bavaria","indirect migration background","30","0.192702419008301","0.119655906093055","0.265748931923548"
"No","2012","Berlin","no migration background","82","0.229227888751657","0.184013592815937","0.274442184687378"
"No","2012","Berlin","direct migration background","7","","",""
"No","2012","Berlin","indirect migration background","6","","",""
"No","2012","Brandenburg","no migration background","107","0.355127753789644","0.305416783230515","0.404838724348773"
"No","2012","Brandenburg","direct migration background","2","","",""
"No","2012","Brandenburg","indirect migration background","1","","",""
"No","2012","Mecklenburg-Western Pomerania","no migration background","73","0.366790283360897","0.302221307100441","0.431359259621353"
"No","2012","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No","2012","Saxony","no migration background","226","0.30483193591074","0.271346580026457","0.338317291795023"
"No","2012","Saxony","direct migration background","2","","",""
"No","2012","Saxony","indirect migration background","1","","",""
"No","2012","Saxony-Anhalt","no migration background","100","0.316756003344919","0.269030337262673","0.364481669427165"
"No","2012","Saxony-Anhalt","direct migration background","2","","",""
"No","2012","Saxony-Anhalt","indirect migration background","1","","",""
"No","2012","Thuringia","no migration background","135","0.392447328850233","0.343544795259011","0.441349862441455"
"No","2012","Thuringia","direct migration background","","","",""
"No","2012","Thuringia","indirect migration background","","","",""
"Yes","2013","Schleswig-Holstein","no migration background","227","0.735041278019104","0.685432757674933","0.784649798363275"
"Yes","2013","Schleswig-Holstein","direct migration background","38","0.676176843822086","0.553619828698269","0.798733858945903"
"Yes","2013","Schleswig-Holstein","indirect migration background","19","","",""
"Yes","2013","Hamburg","no migration background","75","0.772917808848582","0.69039220917801","0.855443408519154"
"Yes","2013","Hamburg","direct migration background","31","0.623428558301672","0.481862587654796","0.764994528948547"
"Yes","2013","Hamburg","indirect migration background","14","","",""
"Yes","2013","Lower Saxony","no migration background","585","0.734955300342222","0.704504315111749","0.765406285572695"
"Yes","2013","Lower Saxony","direct migration background","145","0.64954765713894","0.586786405226695","0.712308909051185"
"Yes","2013","Lower Saxony","indirect migration background","33","0.660224806843168","0.523353968202446","0.797095645483889"
"Yes","2013","Bremen","no migration background","42","0.758943642031336","0.641554734250252","0.876332549812421"
"Yes","2013","Bremen","direct migration background","14","","",""
"Yes","2013","Bremen","indirect migration background","3","","",""
"Yes","2013","North Rhine-Westphalia","no migration background","1046","0.717144680783459","0.693914635291977","0.740374726274941"
"Yes","2013","North Rhine-Westphalia","direct migration background","348","0.697272692296869","0.657122167494665","0.737423217099073"
"Yes","2013","North Rhine-Westphalia","indirect migration background","143","0.755519916537323","0.695352030008274","0.815687803066371"
"Yes","2013","Hesse","no migration background","426","0.727945654700266","0.691697481726511","0.764193827674021"
"Yes","2013","Hesse","direct migration background","145","0.732812870455405","0.671942718862899","0.793683022047911"
"Yes","2013","Hesse","indirect migration background","56","0.721216191252509","0.621706060414149","0.82072632209087"
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","296","0.709922323171362","0.665671640098239","0.754173006244484"
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","91","0.656491306727364","0.577260896645976","0.735721716808752"
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","39","0.829258809635526","0.726985898365854","0.931531720905198"
"Yes","2013","Baden-Württemberg","no migration background","754","0.765005613125907","0.738752833951756","0.791258392300058"
"Yes","2013","Baden-Württemberg","direct migration background","255","0.79199875573234","0.748470619340586","0.835526892124093"
"Yes","2013","Baden-Württemberg","indirect migration background","132","0.826625772994838","0.769380426296596","0.88387111969308"
"Yes","2013","Bavaria","no migration background","980","0.718025405670623","0.693897492698426","0.74215331864282"
"Yes","2013","Bavaria","direct migration background","254","0.634116859331564","0.584634175320473","0.683599543342655"
"Yes","2013","Bavaria","indirect migration background","103","0.778526820012572","0.710705817529038","0.846347822496106"
"Yes","2013","Berlin","no migration background","246","0.794738373297605","0.750064949152566","0.839411797442644"
"Yes","2013","Berlin","direct migration background","29","","",""
"Yes","2013","Berlin","indirect migration background","14","","",""
"Yes","2013","Brandenburg","no migration background","231","0.642290254345527","0.58993609293581","0.694644415755243"
"Yes","2013","Brandenburg","direct migration background","20","","",""
"Yes","2013","Brandenburg","indirect migration background","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","142","0.692930914904623","0.629161405088454","0.756700424720792"
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","3","","",""
"Yes","2013","Saxony","no migration background","451","0.728341469590273","0.694198327480169","0.762484611700376"
"Yes","2013","Saxony","direct migration background","11","","",""
"Yes","2013","Saxony","indirect migration background","7","","",""
"Yes","2013","Saxony-Anhalt","no migration background","252","0.632017308042605","0.581202741703732","0.682831874381478"
"Yes","2013","Saxony-Anhalt","direct migration background","12","","",""
"Yes","2013","Saxony-Anhalt","indirect migration background","11","","",""
"Yes","2013","Thuringia","no migration background","239","0.765639233503312","0.720810592241867","0.810467874764756"
"Yes","2013","Thuringia","direct migration background","13","","",""
"Yes","2013","Thuringia","indirect migration background","4","","",""
"No","2013","Schleswig-Holstein","no migration background","77","0.264958721980896","0.215350201636725","0.314567242325067"
"No","2013","Schleswig-Holstein","direct migration background","18","","",""
"No","2013","Schleswig-Holstein","indirect migration background","3","","",""
"No","2013","Hamburg","no migration background","24","","",""
"No","2013","Hamburg","direct migration background","14","","",""
"No","2013","Hamburg","indirect migration background","3","","",""
"No","2013","Lower Saxony","no migration background","222","0.265044699657778","0.234593714427305","0.29549568488825"
"No","2013","Lower Saxony","direct migration background","77","0.35045234286106","0.287691090948815","0.413213594773305"
"No","2013","Lower Saxony","indirect migration background","13","","",""
"No","2013","Bremen","no migration background","9","","",""
"No","2013","Bremen","direct migration background","3","","",""
"No","2013","Bremen","indirect migration background","1","","",""
"No","2013","North Rhine-Westphalia","no migration background","398","0.282855319216541","0.259625273725059","0.306085364708023"
"No","2013","North Rhine-Westphalia","direct migration background","155","0.302727307703131","0.262576782900927","0.342877832505335"
"No","2013","North Rhine-Westphalia","indirect migration background","53","0.244480083462677","0.184312196933629","0.304647969991726"
"No","2013","Hesse","no migration background","153","0.272054345299734","0.235806172325979","0.308302518273489"
"No","2013","Hesse","direct migration background","58","0.267187129544595","0.206316977952089","0.328057281137101"
"No","2013","Hesse","indirect migration background","22","","",""
"No","2013","Rhineland-Palatinate,Saarland","no migration background","108","0.290077676828638","0.245826993755516","0.334328359901761"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","47","0.343508693272636","0.264278283191248","0.422739103354025"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"No","2013","Baden-Württemberg","no migration background","248","0.234994386874093","0.208741607699942","0.261247166048244"
"No","2013","Baden-Württemberg","direct migration background","79","0.20800124426766","0.164473107875907","0.251529380659414"
"No","2013","Baden-Württemberg","indirect migration background","36","0.173374227005162","0.11612888030692","0.230619573703404"
"No","2013","Bavaria","no migration background","356","0.281974594329377","0.257846681357181","0.306102507301574"
"No","2013","Bavaria","direct migration background","110","0.365883140668436","0.316400456657345","0.415365824679527"
"No","2013","Bavaria","indirect migration background","41","0.221473179987428","0.153652177503894","0.289294182470962"
"No","2013","Berlin","no migration background","68","0.205261626702395","0.160588202557356","0.249935050847434"
"No","2013","Berlin","direct migration background","13","","",""
"No","2013","Berlin","indirect migration background","9","","",""
"No","2013","Brandenburg","no migration background","91","0.357709745654473","0.305355584244757","0.41006390706419"
"No","2013","Brandenburg","direct migration background","9","","",""
"No","2013","Brandenburg","indirect migration background","1","","",""
"No","2013","Mecklenburg-Western Pomerania","no migration background","59","0.307069085095377","0.243299575279208","0.370838594911546"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No","2013","Saxony","no migration background","201","0.271658530409727","0.237515388299624","0.305801672519831"
"No","2013","Saxony","direct migration background","9","","",""
"No","2013","Saxony","indirect migration background","2","","",""
"No","2013","Saxony-Anhalt","no migration background","94","0.367982691957395","0.317168125618522","0.418797258296268"
"No","2013","Saxony-Anhalt","direct migration background","9","","",""
"No","2013","Saxony-Anhalt","indirect migration background","2","","",""
"No","2013","Thuringia","no migration background","104","0.234360766496689","0.189532125235244","0.279189407758133"
"No","2013","Thuringia","direct migration background","6","","",""
"No","2013","Thuringia","indirect migration background","4","","",""
"Yes","2014","Schleswig-Holstein","no migration background","185","0.740276099926116","0.685703446239305","0.794848753612927"
"Yes","2014","Schleswig-Holstein","direct migration background","36","0.662903139348784","0.537972449485952","0.787833829211616"
"Yes","2014","Schleswig-Holstein","indirect migration background","17","","",""
"Yes","2014","Hamburg","no migration background","58","0.726828588397772","0.629186576026686","0.824470600768859"
"Yes","2014","Hamburg","direct migration background","17","","",""
"Yes","2014","Hamburg","indirect migration background","13","","",""
"Yes","2014","Lower Saxony","no migration background","538","0.721620679365512","0.689734669693239","0.753506689037785"
"Yes","2014","Lower Saxony","direct migration background","108","0.686647685149356","0.613858103108819","0.759437267189892"
"Yes","2014","Lower Saxony","indirect migration background","31","0.84408681405797","0.731664356082768","0.956509272033172"
"Yes","2014","Bremen","no migration background","38","0.770862421739738","0.649410113791429","0.892314729688047"
"Yes","2014","Bremen","direct migration background","12","","",""
"Yes","2014","Bremen","indirect migration background","1","","",""
"Yes","2014","North Rhine-Westphalia","no migration background","983","0.746109314044745","0.722918082714183","0.769300545375306"
"Yes","2014","North Rhine-Westphalia","direct migration background","270","0.684340779607456","0.638506016287278","0.730175542927633"
"Yes","2014","North Rhine-Westphalia","indirect migration background","129","0.775576458951708","0.713045289578019","0.838107628325398"
"Yes","2014","Hesse","no migration background","405","0.704840549251233","0.666893729298879","0.742787369203588"
"Yes","2014","Hesse","direct migration background","96","0.780750297850278","0.712459195990278","0.849041399710278"
"Yes","2014","Hesse","indirect migration background","50","0.789822706917958","0.69000311067929","0.889642303156626"
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","278","0.716867908773592","0.671630291586938","0.762105525960245"
"Yes","2014","Rhineland-Palatinate,Saarland","direct migration background","82","0.689503880583242","0.606019826046235","0.772987935120249"
"Yes","2014","Rhineland-Palatinate,Saarland","indirect migration background","33","0.749675479927942","0.62960079986839","0.869750159987493"
"Yes","2014","Baden-Württemberg","no migration background","677","0.811078949979363","0.785303694978289","0.836854204980436"
"Yes","2014","Baden-Württemberg","direct migration background","191","0.759181228379578","0.706905579976152","0.811456876783004"
"Yes","2014","Baden-Württemberg","indirect migration background","96","0.693653987838337","0.613795576641745","0.773512399034929"
"Yes","2014","Bavaria","no migration background","957","0.708222628690998","0.683973736096565","0.732471521285431"
"Yes","2014","Bavaria","direct migration background","217","0.699246549052123","0.649157748655355","0.749335349448891"
"Yes","2014","Bavaria","indirect migration background","103","0.780590673852165","0.713461564668664","0.847719783035666"
"Yes","2014","Berlin","no migration background","235","0.758581134156947","0.710710902983985","0.806451365329908"
"Yes","2014","Berlin","direct migration background","28","","",""
"Yes","2014","Berlin","indirect migration background","14","","",""
"Yes","2014","Brandenburg","no migration background","207","0.664194457131147","0.610025781334107","0.718363132928187"
"Yes","2014","Brandenburg","direct migration background","17","","",""
"Yes","2014","Brandenburg","indirect migration background","1","","",""
"Yes","2014","Mecklenburg-Western Pomerania","no migration background","124","0.667791563670221","0.598206256330081","0.737376871010362"
"Yes","2014","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"Yes","2014","Mecklenburg-Western Pomerania","indirect migration background","3","","",""
"Yes","2014","Saxony","no migration background","406","0.672764478894619","0.635158296722027","0.710370661067211"
"Yes","2014","Saxony","direct migration background","14","","",""
"Yes","2014","Saxony","indirect migration background","10","","",""
"Yes","2014","Saxony-Anhalt","no migration background","220","0.7076251568876","0.656909683422877","0.758340630352324"
"Yes","2014","Saxony-Anhalt","direct migration background","8","","",""
"Yes","2014","Saxony-Anhalt","indirect migration background","9","","",""
"Yes","2014","Thuringia","no migration background","245","0.669671760158586","0.619678382829097","0.719665137488074"
"Yes","2014","Thuringia","direct migration background","16","","",""
"Yes","2014","Thuringia","indirect migration background","7","","",""
"No","2014","Schleswig-Holstein","no migration background","63","0.259723900073884","0.205151246387073","0.314296553760694"
"No","2014","Schleswig-Holstein","direct migration background","19","","",""
"No","2014","Schleswig-Holstein","indirect migration background","1","","",""
"No","2014","Hamburg","no migration background","22","","",""
"No","2014","Hamburg","direct migration background","13","","",""
"No","2014","Hamburg","indirect migration background","5","","",""
"No","2014","Lower Saxony","no migration background","221","0.278379320634488","0.246493310962215","0.310265330306761"
"No","2014","Lower Saxony","direct migration background","48","0.313352314850644","0.240562732810108","0.386141896891181"
"No","2014","Lower Saxony","indirect migration background","9","","",""
"No","2014","Bremen","no migration background","8","","",""
"No","2014","Bremen","direct migration background","4","","",""
"No","2014","Bremen","indirect migration background","2","","",""
"No","2014","North Rhine-Westphalia","no migration background","370","0.253890685955255","0.230699454624694","0.277081917285817"
"No","2014","North Rhine-Westphalia","direct migration background","125","0.315659220392544","0.269824457072367","0.361493983712722"
"No","2014","North Rhine-Westphalia","indirect migration background","42","0.224423541048292","0.161892371674602","0.286954710421981"
"No","2014","Hesse","no migration background","150","0.295159450748767","0.257212630796412","0.333106270701121"
"No","2014","Hesse","direct migration background","45","0.219249702149722","0.150958600289722","0.287540804009722"
"No","2014","Hesse","indirect migration background","14","","",""
"No","2014","Rhineland-Palatinate,Saarland","no migration background","103","0.283132091226409","0.237894474039755","0.328369708413063"
"No","2014","Rhineland-Palatinate,Saarland","direct migration background","36","0.310496119416758","0.227012064879751","0.393980173953765"
"No","2014","Rhineland-Palatinate,Saarland","indirect migration background","17","","",""
"No","2014","Baden-Württemberg","no migration background","209","0.188921050020637","0.163145795019564","0.21469630502171"
"No","2014","Baden-Württemberg","direct migration background","66","0.240818771620422","0.188543123216996","0.293094420023849"
"No","2014","Baden-Württemberg","indirect migration background","32","0.306346012161663","0.226487600965071","0.386204423358255"
"No","2014","Bavaria","no migration background","393","0.291777371309002","0.267528478714569","0.316026263903435"
"No","2014","Bavaria","direct migration background","105","0.300753450947877","0.250664650551109","0.350842251344645"
"No","2014","Bavaria","indirect migration background","43","0.219409326147835","0.152280216964334","0.286538435331336"
"No","2014","Berlin","no migration background","72","0.241418865843053","0.193548634670092","0.289289097016015"
"No","2014","Berlin","direct migration background","8","","",""
"No","2014","Berlin","indirect migration background","4","","",""
"No","2014","Brandenburg","no migration background","85","0.335805542868853","0.281636867071813","0.389974218665893"
"No","2014","Brandenburg","direct migration background","8","","",""
"No","2014","Brandenburg","indirect migration background","3","","",""
"No","2014","Mecklenburg-Western Pomerania","no migration background","52","0.332208436329779","0.262623128989638","0.401793743669919"
"No","2014","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No","2014","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2014","Saxony","no migration background","192","0.327235521105381","0.289629338932789","0.364841703277973"
"No","2014","Saxony","direct migration background","5","","",""
"No","2014","Saxony","indirect migration background","2","","",""
"No","2014","Saxony-Anhalt","no migration background","89","0.2923748431124","0.241659369647677","0.343090316577123"
"No","2014","Saxony-Anhalt","direct migration background","6","","",""
"No","2014","Saxony-Anhalt","indirect migration background","2","","",""
"No","2014","Thuringia","no migration background","95","0.330328239841414","0.280334862511926","0.380321617170903"
"No","2014","Thuringia","direct migration background","1","","",""
"No","2014","Thuringia","indirect migration background","2","","",""
"Yes","2015","Schleswig-Holstein","no migration background","198","0.77293807655162","0.722016021238633","0.823860131864608"
"Yes","2015","Schleswig-Holstein","direct migration background","28","","",""
"Yes","2015","Schleswig-Holstein","indirect migration background","19","","",""
"Yes","2015","Hamburg","no migration background","66","0.715669861916829","0.620331721273746","0.811008002559912"
"Yes","2015","Hamburg","direct migration background","21","","",""
"Yes","2015","Hamburg","indirect migration background","9","","",""
"Yes","2015","Lower Saxony","no migration background","516","0.736976364131705","0.704220238806781","0.76973248945663"
"Yes","2015","Lower Saxony","direct migration background","145","0.83805200138643","0.786211343721013","0.889892659051848"
"Yes","2015","Lower Saxony","indirect migration background","29","","",""
"Yes","2015","Bremen","no migration background","35","0.758483280385018","0.62415656538493","0.892809995385106"
"Yes","2015","Bremen","direct migration background","10","","",""
"Yes","2015","Bremen","indirect migration background","1","","",""
"Yes","2015","North Rhine-Westphalia","no migration background","950","0.774002187744709","0.75045603306105","0.797548342428368"
"Yes","2015","North Rhine-Westphalia","direct migration background","259","0.71983655946743","0.673575402841754","0.766097716093106"
"Yes","2015","North Rhine-Westphalia","indirect migration background","96","0.792775636298632","0.724149231657204","0.861402040940061"
"Yes","2015","Hesse","no migration background","395","0.72398736083507","0.685266670850345","0.762708050819794"
"Yes","2015","Hesse","direct migration background","112","0.691480021408191","0.623435537807566","0.759524505008815"
"Yes","2015","Hesse","indirect migration background","45","0.702596150252289","0.585955948791386","0.819236351713193"
"Yes","2015","Rhineland-Palatinate,Saarland","no migration background","259","0.743572871724162","0.6964605102154","0.790685233232924"
"Yes","2015","Rhineland-Palatinate,Saarland","direct migration background","91","0.70600049779177","0.626450784334043","0.785550211249496"
"Yes","2015","Rhineland-Palatinate,Saarland","indirect migration background","41","0.884150871376555","0.797988085660688","0.970313657092422"
"Yes","2015","Baden-Württemberg","no migration background","706","0.843691558358008","0.819307198317611","0.868075918398405"
"Yes","2015","Baden-Württemberg","direct migration background","260","0.852911409824208","0.814284649518305","0.89153817013011"
"Yes","2015","Baden-Württemberg","indirect migration background","90","0.705340330524161","0.622378408776743","0.78830225227158"
"Yes","2015","Bavaria","no migration background","1006","0.78148420100237","0.758933774596091","0.804034627408649"
"Yes","2015","Bavaria","direct migration background","271","0.733617032811718","0.688512224961934","0.778721840661503"
"Yes","2015","Bavaria","indirect migration background","89","0.738160902218416","0.658837770050402","0.817484034386429"
"Yes","2015","Berlin","no migration background","210","0.771528945356126","0.720883798727787","0.822174091984466"
"Yes","2015","Berlin","direct migration background","30","0.659387750112535","0.512522630200843","0.806252870024227"
"Yes","2015","Berlin","indirect migration background","18","","",""
"Yes","2015","Brandenburg","no migration background","216","0.705570200971024","0.653021720017265","0.758118681924783"
"Yes","2015","Brandenburg","direct migration background","15","","",""
"Yes","2015","Brandenburg","indirect migration background","3","","",""
"Yes","2015","Mecklenburg-Western Pomerania","no migration background","112","0.722378648336906","0.652550836952073","0.792206459721739"
"Yes","2015","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Yes","2015","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Yes","2015","Saxony","no migration background","402","0.719776045461478","0.682139846898527","0.757412244024428"
"Yes","2015","Saxony","direct migration background","15","","",""
"Yes","2015","Saxony","indirect migration background","6","","",""
"Yes","2015","Saxony-Anhalt","no migration background","222","0.693881914582442","0.641289348500286","0.746474480664599"
"Yes","2015","Saxony-Anhalt","direct migration background","7","","",""
"Yes","2015","Saxony-Anhalt","indirect migration background","7","","",""
"Yes","2015","Thuringia","no migration background","229","0.771798205657167","0.724699433969815","0.81889697734452"
"Yes","2015","Thuringia","direct migration background","28","","",""
"Yes","2015","Thuringia","indirect migration background","6","","",""
"No","2015","Schleswig-Holstein","no migration background","62","0.22706192344838","0.176139868135392","0.277983978761367"
"No","2015","Schleswig-Holstein","direct migration background","13","","",""
"No","2015","Schleswig-Holstein","indirect migration background","5","","",""
"No","2015","Hamburg","no migration background","20","","",""
"No","2015","Hamburg","direct migration background","10","","",""
"No","2015","Hamburg","indirect migration background","2","","",""
"No","2015","Lower Saxony","no migration background","178","0.263023635868294","0.23026751054337","0.295779761193219"
"No","2015","Lower Saxony","direct migration background","49","0.16194799861357","0.110107340948152","0.213788656278988"
"No","2015","Lower Saxony","indirect migration background","17","","",""
"No","2015","Bremen","no migration background","4","","",""
"No","2015","Bremen","direct migration background","7","","",""
"No","2015","Bremen","indirect migration background","","","",""
"No","2015","North Rhine-Westphalia","no migration background","262","0.225997812255291","0.202451657571632","0.24954396693895"
"No","2015","North Rhine-Westphalia","direct migration background","103","0.28016344053257","0.233902283906894","0.326424597158246"
"No","2015","North Rhine-Westphalia","indirect migration background","38","0.207224363701368","0.138597959059939","0.275850768342796"
"No","2015","Hesse","no migration background","117","0.27601263916493","0.237291949180206","0.314733329149655"
"No","2015","Hesse","direct migration background","65","0.308519978591809","0.240475494991185","0.376564462192433"
"No","2015","Hesse","indirect migration background","14","","",""
"No","2015","Rhineland-Palatinate,Saarland","no migration background","71","0.256427128275838","0.209314766767076","0.3035394897846"
"No","2015","Rhineland-Palatinate,Saarland","direct migration background","35","0.29399950220823","0.214449788750504","0.373549215665957"
"No","2015","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"No","2015","Baden-Württemberg","no migration background","146","0.156308441641992","0.131924081601595","0.180692801682389"
"No","2015","Baden-Württemberg","direct migration background","63","0.147088590175792","0.10846182986989","0.185715350481695"
"No","2015","Baden-Württemberg","indirect migration background","26","","",""
"No","2015","Bavaria","no migration background","284","0.21851579899763","0.195965372591351","0.241066225403909"
"No","2015","Bavaria","direct migration background","98","0.266382967188282","0.221278159338497","0.311487775038066"
"No","2015","Bavaria","indirect migration background","29","","",""
"No","2015","Berlin","no migration background","54","0.228471054643874","0.177825908015534","0.279116201272213"
"No","2015","Berlin","direct migration background","10","","",""
"No","2015","Berlin","indirect migration background","4","","",""
"No","2015","Brandenburg","no migration background","73","0.294429799028976","0.241881318075217","0.346978279982735"
"No","2015","Brandenburg","direct migration background","5","","",""
"No","2015","Brandenburg","indirect migration background","4","","",""
"No","2015","Mecklenburg-Western Pomerania","no migration background","46","0.277621351663094","0.207793540278261","0.347449163047927"
"No","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2015","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No","2015","Saxony","no migration background","145","0.280223954538522","0.242587755975572","0.317860153101473"
"No","2015","Saxony","direct migration background","6","","",""
"No","2015","Saxony","indirect migration background","6","","",""
"No","2015","Saxony-Anhalt","no migration background","73","0.306118085417558","0.253525519335401","0.358710651499714"
"No","2015","Saxony-Anhalt","direct migration background","2","","",""
"No","2015","Saxony-Anhalt","indirect migration background","2","","",""
"No","2015","Thuringia","no migration background","76","0.228201794342833","0.18110302265548","0.275300566030185"
"No","2015","Thuringia","direct migration background","10","","",""
"No","2015","Thuringia","indirect migration background","","","",""
"Yes","2016","Schleswig-Holstein","no migration background","185","0.742915598735362","0.687625155439641","0.798206042031083"
"Yes","2016","Schleswig-Holstein","direct migration background","17","","",""
"Yes","2016","Schleswig-Holstein","indirect migration background","16","","",""
"Yes","2016","Hamburg","no migration background","67","0.749733030006971","0.658711620866598","0.840754439147344"
"Yes","2016","Hamburg","direct migration background","18","","",""
"Yes","2016","Hamburg","indirect migration background","8","","",""
"Yes","2016","Lower Saxony","no migration background","537","0.70933138791446","0.675884545843492","0.742778229985428"
"Yes","2016","Lower Saxony","direct migration background","135","0.762144801880184","0.699062993313906","0.825226610446463"
"Yes","2016","Lower Saxony","indirect migration background","36","0.939279043510241","0.867898396258837","1.01065969076164"
"Yes","2016","Bremen","no migration background","32","0.790794303408568","0.656043119996472","0.925545486820665"
"Yes","2016","Bremen","direct migration background","15","","",""
"Yes","2016","Bremen","indirect migration background","1","","",""
"Yes","2016","North Rhine-Westphalia","no migration background","916","0.809020387067579","0.786611897193723","0.831428876941436"
"Yes","2016","North Rhine-Westphalia","direct migration background","243","0.719403591239041","0.671716782876739","0.767090399601342"
"Yes","2016","North Rhine-Westphalia","indirect migration background","109","0.701667652429744","0.627706218199635","0.775629086659853"
"Yes","2016","Hesse","no migration background","375","0.803879485633593","0.767867535879985","0.839891435387201"
"Yes","2016","Hesse","direct migration background","106","0.78310855141477","0.717374285813219","0.848842817016322"
"Yes","2016","Hesse","indirect migration background","39","0.819445486215288","0.710629755932211","0.928261216498365"
"Yes","2016","Rhineland-Palatinate,Saarland","no migration background","270","0.751051212897812","0.705815200331358","0.796287225464266"
"Yes","2016","Rhineland-Palatinate,Saarland","direct migration background","87","0.593373117692134","0.505851087586307","0.68089514779796"
"Yes","2016","Rhineland-Palatinate,Saarland","indirect migration background","27","","",""
"Yes","2016","Baden-Württemberg","no migration background","664","0.791031061145598","0.763487315495217","0.81857480679598"
"Yes","2016","Baden-Württemberg","direct migration background","230","0.808912769387628","0.763663062448658","0.854162476326598"
