"plb0196_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2017","direct migration background","middle vocational","147","0.264787449365606","0.22771051694768","0.301864381783532","2"
"No","2017","direct migration background","vocational + Abi","65","0.286156016450975","0.223829120444743","0.348482912457207","2"
"No","2017","direct migration background","higher vocational","9","","","","2"
"No","2017","direct migration background","higher education","96","0.17015039193976","0.136033354962331","0.204267428917189","2"
"No","2017","indirect migration background","in school","","","","","2"
"No","2017","indirect migration background","inadequately","1","","","","2"
"No","2017","indirect migration background","general elemantary","24","","","","2"
"No","2017","indirect migration background","middle vocational","73","0.239739093451388","0.189280806402257","0.290197380500518","2"
"No","2017","indirect migration background","vocational + Abi","18","","","","2"
"No","2017","indirect migration background","higher vocational","5","","","","2"
"No","2017","indirect migration background","higher education","24","","","","2"
"Yes","2017","direct migration background","higher vocational","25","","","","1"
"Yes","2017","direct migration background","higher education","370","0.82984960806024","0.795732571082811","0.86396664503767","1"
"Yes","2017","indirect migration background","general elemantary","46","0.684584314456088","0.575727859588407","0.793440769323769","1"
"Yes","2017","indirect migration background","middle vocational","202","0.760260906548612","0.709802619499482","0.810719193597743","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","direct migration background","inadequately","48","0.786571075775521","0.691266327093193","0.881875824457849","1"
"Yes","2017","direct migration background","general elemantary","134","0.704143693076712","0.639414160613254","0.76887322554017","1"
"Yes","2017","direct migration background","middle vocational","397","0.735212550634394","0.698135618216468","0.77228948305232","1"
"Yes","2017","direct migration background","vocational + Abi","137","0.713843983549025","0.651517087542793","0.776170879555257","1"
"Yes","2017","indirect migration background","higher education","115","0.80502561471464","0.739163704828977","0.870887524600303","1"
"Yes","2017","no migration background","middle vocational","2591","0.737252918792449","0.722735933639189","0.751769903945709","1"
"Yes","2017","no migration background","general elemantary","265","0.691118022086208","0.643976098258618","0.738259945913798","1"
"Yes","2017","indirect migration background","higher vocational","26","","","","1"
"Yes","2017","indirect migration background","inadequately","6","","","","1"
"Yes","2017","no migration background","vocational + Abi","609","0.765419974787712","0.735834374028994","0.79500557554643","1"
"Yes","2017","no migration background","higher vocational","471","0.798739822311753","0.766550891179602","0.830928753443904","1"
"Yes","2017","indirect migration background","in school","2","","","","1"
"Yes","2017","indirect migration background","vocational + Abi","48","0.558362011727277","0.438559129527454","0.6781648939271","1"
"Yes","2017","no migration background","in school","2","","","","1"
"Yes","2017","no migration background","inadequately","14","","","","1"
"Yes","2017","no migration background","higher education","1820","0.812095733786205","0.79594042922398","0.82825103834843","1"
"No","2018","no migration background","in school","3","","","","2"
"No","2018","no migration background","inadequately","7","","","","2"
"No","2018","no migration background","general elemantary","99","0.251628826516556","0.206677211554567","0.296580441478545","2"
"No","2018","no migration background","middle vocational","1022","0.270131915324946","0.255574611286861","0.284689219363032","2"
"No","2018","no migration background","vocational + Abi","188","0.217922072570414","0.188931620546479","0.246912524594349","2"
"No","2018","no migration background","higher vocational","133","0.245914172943363","0.211283810459112","0.280544535427614","2"
"No","2018","no migration background","higher education","542","0.231412185853826","0.214116415877846","0.248707955829805","2"
"No","2018","direct migration background","in school","","","","","2"
"No","2018","direct migration background","inadequately","39","0.439503452465509","0.346327796598434","0.532679108332584","2"
"No","2018","direct migration background","general elemantary","83","0.282712671762714","0.22585896483394","0.339566378691487","2"
"No","2018","direct migration background","middle vocational","165","0.27635506190853","0.239960996570719","0.312749127246341","2"
"No","2018","direct migration background","vocational + Abi","65","0.22711306849935","0.172124210043076","0.282101926955625","2"
"No","2018","direct migration background","higher vocational","10","","","","2"
"No","2018","direct migration background","higher education","149","0.217593628849132","0.183141856544883","0.252045401153382","2"
"No","2018","indirect migration background","in school","","","","","2"
"No","2018","indirect migration background","inadequately","4","","","","2"
"No","2018","indirect migration background","general elemantary","25","","","","2"
"No","2018","indirect migration background","middle vocational","70","0.190237090331059","0.145823692364889","0.234650488297228","2"
"No","2018","indirect migration background","vocational + Abi","21","","","","2"
"No","2018","indirect migration background","higher vocational","4","","","","2"
"No","2018","indirect migration background","higher education","27","","","","2"
"Yes","2018","direct migration background","vocational + Abi","158","0.77288693150065","0.717898073044375","0.827875789956924","1"
"Yes","2018","direct migration background","higher vocational","27","","","","1"
"Yes","2018","direct migration background","higher education","402","0.782406371150868","0.747954598846618","0.816858143455117","1"
"Yes","2018","indirect migration background","general elemantary","44","0.715154822235554","0.60866011667802","0.821649527793088","1"
"Yes","2018","indirect migration background","higher education","125","0.812558030927109","0.750515870911819","0.874600190942399","1"
"Yes","2018","indirect migration background","higher vocational","26","","","","1"
"Yes","2018","direct migration background","general elemantary","158","0.717287328237286","0.660433621308513","0.77414103516606","1"
"Yes","2018","direct migration background","middle vocational","415","0.72364493809147","0.687250872753659","0.760039003429281","1"
"Yes","2018","indirect migration background","inadequately","4","","","","1"
"Yes","2018","indirect migration background","middle vocational","230","0.809762909668941","0.765349511702772","0.854176307635111","1"
"Yes","2018","direct migration background","in school","1","","","","1"
"Yes","2018","direct migration background","inadequately","70","0.560496547534491","0.467320891667416","0.653672203401566","1"
"Yes","2018","indirect migration background","vocational + Abi","50","0.795678501254704","0.701891044031356","0.889465958478052","1"
"Yes","2018","indirect migration background","in school","1","","","","1"
"Yes","2018","no migration background","middle vocational","2552","0.729868084675054","0.715310780636968","0.744425388713139","1"
"Yes","2018","no migration background","inadequately","12","","","","1"
"Yes","2018","no migration background","higher education","1742","0.768587814146174","0.751292044170195","0.785883584122154","1"
"Yes","2018","no migration background","higher vocational","461","0.754085827056637","0.719455464572386","0.788716189540888","1"
"Yes","2018","no migration background","vocational + Abi","591","0.782077927429586","0.753087475405651","0.811068379453521","1"
"Yes","2018","no migration background","general elemantary","259","0.748371173483444","0.703419558521455","0.793322788445432","1"
"Yes","2018","no migration background","in school","","","","","1"
"No","2019","no migration background","in school","1","","","","2"
"No","2019","no migration background","inadequately","7","","","","2"
"No","2019","no migration background","general elemantary","101","0.318321475084542","0.268062468898783","0.368580481270301","2"
"No","2019","no migration background","middle vocational","804","0.250438145785196","0.235291032316672","0.26558525925372","2"
"No","2019","no migration background","vocational + Abi","163","0.230488316442595","0.200387987779504","0.260588645105686","2"
"No","2019","no migration background","higher vocational","112","0.20033808777729","0.16676535162986","0.23391082392472","2"
"No","2019","no migration background","higher education","477","0.194311946527191","0.177973878185054","0.210650014869327","2"
"No","2019","direct migration background","in school","","","","","2"
"No","2019","direct migration background","inadequately","41","0.168660594908327","0.101941306921411","0.235379882895243","2"
"No","2019","direct migration background","general elemantary","51","0.213660942311798","0.154435723613","0.272886161010596","2"
"No","2019","direct migration background","middle vocational","145","0.297296774359227","0.256364921294214","0.33822862742424","2"
"No","2019","direct migration background","vocational + Abi","48","0.183936788476541","0.127956468139666","0.239917108813416","2"
"No","2019","direct migration background","higher vocational","5","","","","2"
"No","2019","direct migration background","higher education","104","0.196707768493768","0.160884512217048","0.232531024770488","2"
"No","2019","indirect migration background","in school","","","","","2"
"No","2019","indirect migration background","inadequately","3","","","","2"
"No","2019","indirect migration background","general elemantary","19","","","","2"
"No","2019","indirect migration background","middle vocational","74","0.30310994756139","0.246699411317706","0.359520483805074","2"
"No","2019","indirect migration background","vocational + Abi","16","","","","2"
"No","2019","indirect migration background","higher vocational","7","","","","2"
"No","2019","indirect migration background","higher education","30","0.218097002355717","0.153086498916329","0.283107505795106","2"
"Yes","2019","direct migration background","vocational + Abi","136","0.816063211523459","0.760082891186584","0.872043531860334","1"
"Yes","2019","direct migration background","higher vocational","28","","","","1"
"Yes","2019","direct migration background","higher education","369","0.803292231506232","0.767468975229512","0.839115487782952","1"
"Yes","2019","indirect migration background","general elemantary","46","0.792800093348124","0.694270194551315","0.891329992144933","1"
"Yes","2019","indirect migration background","higher education","125","0.781902997644283","0.716892494204894","0.846913501083671","1"
"Yes","2019","indirect migration background","vocational + Abi","48","0.823783413282579","0.730439067108236","0.917127759456922","1"
"Yes","2019","indirect migration background","higher vocational","26","","","","1"
"Yes","2019","direct migration background","in school","","","","","1"
"Yes","2019","direct migration background","inadequately","80","0.831339405091673","0.764620117104757","0.898058693078589","1"
"Yes","2019","direct migration background","middle vocational","334","0.702703225640773","0.66177137257576","0.743635078705786","1"
"Yes","2019","indirect migration background","middle vocational","181","0.69689005243861","0.640479516194926","0.753300588682294","1"
"Yes","2019","direct migration background","general elemantary","133","0.786339057688202","0.727113838989404","0.845564276387","1"
"Yes","2019","indirect migration background","inadequately","6","","","","1"
"Yes","2019","no migration background","general elemantary","229","0.681678524915458","0.631419518729699","0.731937531101217","1"
"Yes","2019","no migration background","middle vocational","2339","0.749561854214804","0.73441474074628","0.764708967683328","1"
"Yes","2019","indirect migration background","in school","1","","","","1"
"Yes","2019","no migration background","in school","7","","","","1"
"Yes","2019","no migration background","inadequately","16","","","","1"
"Yes","2019","no migration background","higher education","1776","0.805688053472809","0.789349985130673","0.822026121814945","1"
"Yes","2019","no migration background","higher vocational","434","0.79966191222271","0.76608917607528","0.833234648370139","1"
"Yes","2019","no migration background","vocational + Abi","589","0.769511683557405","0.739411354894314","0.799612012220496","1"
