"plh0206i04","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2016","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2016","in school","Urban Area","2","","","","6"
"6 on scale 1-7","2016","in school","Rural Area","","","","","6"
"6 on scale 1-7","2016","inadequately","Urban Area","87","0.144520233396365","0.122984120908153","0.166056345884577","6"
"6 on scale 1-7","2016","inadequately","Rural Area","30","0.0715771063109961","0.0493776059426771","0.0937766066793152","6"
"6 on scale 1-7","2016","general elemantary","Urban Area","54","0.175630090672283","0.144663412365263","0.206596768979303","6"
"6 on scale 1-7","2016","general elemantary","Rural Area","16","","","","6"
"6 on scale 1-7","2016","middle vocational","Urban Area","42","0.09395686654569","0.0697915339682774","0.118122199123103","6"
"6 on scale 1-7","2016","middle vocational","Rural Area","19","","","","6"
"6 on scale 1-7","2016","higher education","Urban Area","55","0.219694470190598","0.184772951987864","0.254615988393332","6"
"6 on scale 1-7","2016","higher education","Rural Area","15","","","","6"
"7 Strongly agree","2016","in school","Urban Area","21","","","","7"
"7 Strongly agree","2016","in school","Rural Area","5","","","","7"
"7 Strongly agree","2016","inadequately","Urban Area","888","0.734178502648441","0.70712060842724","0.761236396869641","7"
"7 Strongly agree","2016","inadequately","Rural Area","466","0.830638860397958","0.79833932931503","0.862938391480886","7"
"7 Strongly agree","2016","general elemantary","Urban Area","508","0.796152202797972","0.76336645029081","0.828937955305134","7"
"7 Strongly agree","2016","middle vocational","Rural Area","200","0.777830028366368","0.724680527266038","0.830979529466698","7"
"7 Strongly agree","2016","vocational + Abi","Urban Area","52","0.426921289736186","0.31571679564674","0.538125783825631","7"
"7 Strongly agree","2016","vocational + Abi","Rural Area","29","","","","7"
"7 Strongly agree","2016","general elemantary","Rural Area","224","0.723666837228796","0.66920603324016","0.778127641217432","7"
"7 Strongly agree","2016","middle vocational","Urban Area","495","0.7307649025263","0.694027473945271","0.76750233110733","7"
"7 Strongly agree","2016","higher vocational","Urban Area","1","","","","7"
"7 Strongly agree","2016","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2016","higher education","Urban Area","461","0.618671164855722","0.577704465764032","0.659637863947413","7"
"7 Strongly agree","2016","higher education","Rural Area","210","0.872782329346224","0.830179263636578","0.91538539505587","7"
"1 Strongly disagree","2017","in school","Urban Area","","","","","1"
"1 Strongly disagree","2017","in school","Rural Area","","","","","1"
"1 Strongly disagree","2017","inadequately","Urban Area","2","","","","1"
"1 Strongly disagree","2017","inadequately","Rural Area","1","","","","1"
"1 Strongly disagree","2017","general elemantary","Urban Area","1","","","","1"
"1 Strongly disagree","2017","general elemantary","Rural Area","2","","","","1"
"1 Strongly disagree","2017","middle vocational","Urban Area","1","","","","1"
"1 Strongly disagree","2017","middle vocational","Rural Area","1","","","","1"
"1 Strongly disagree","2017","vocational + Abi","Urban Area","1","","","","1"
"1 Strongly disagree","2017","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2017","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2017","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2017","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2017","higher education","Rural Area","","","","","1"
"2 on scale 1-7 ","2017","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","higher education","Urban Area","1","","","","2"
"2 on scale 1-7 ","2017","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","in school","Urban Area","1","","","","2"
"2 on scale 1-7 ","2017","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","inadequately","Urban Area","1","","","","2"
"2 on scale 1-7 ","2017","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","general elemantary","Rural Area","1","","","","2"
"2 on scale 1-7 ","2017","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","middle vocational","Rural Area","","","","","2"
"3 on scale 1-7 ","2017","in school","Urban Area","1","","","","3"
"3 on scale 1-7 ","2017","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","inadequately","Urban Area","2","","","","3"
"3 on scale 1-7 ","2017","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","general elemantary","Urban Area","1","","","","3"
"3 on scale 1-7 ","2017","general elemantary","Rural Area","1","","","","3"
"3 on scale 1-7 ","2017","middle vocational","Urban Area","4","","","","3"
"3 on scale 1-7 ","2017","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","higher education","Urban Area","1","","","","3"
"3 on scale 1-7 ","2017","higher education","Rural Area","2","","","","3"
"4 on scale 1-7","2017","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2017","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2017","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2017","higher education","Urban Area","4","","","","4"
"4 on scale 1-7","2017","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2017","in school","Urban Area","1","","","","4"
"4 on scale 1-7","2017","in school","Rural Area","","","","","4"
"4 on scale 1-7","2017","inadequately","Urban Area","14","","","","4"
"4 on scale 1-7","2017","inadequately","Rural Area","2","","","","4"
"4 on scale 1-7","2017","general elemantary","Urban Area","3","","","","4"
"4 on scale 1-7","2017","general elemantary","Rural Area","1","","","","4"
"4 on scale 1-7","2017","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2017","middle vocational","Urban Area","2","","","","4"
"4 on scale 1-7","2017","middle vocational","Rural Area","1","","","","4"
"5 on scale 1-7","2017","in school","Urban Area","2","","","","5"
"5 on scale 1-7","2017","in school","Rural Area","","","","","5"
"5 on scale 1-7","2017","inadequately","Urban Area","27","","","","5"
"5 on scale 1-7","2017","inadequately","Rural Area","6","","","","5"
"5 on scale 1-7","2017","higher education","Rural Area","3","","","","5"
"5 on scale 1-7","2017","general elemantary","Urban Area","13","","","","5"
"5 on scale 1-7","2017","general elemantary","Rural Area","3","","","","5"
"5 on scale 1-7","2017","middle vocational","Urban Area","11","","","","5"
"5 on scale 1-7","2017","middle vocational","Rural Area","2","","","","5"
"5 on scale 1-7","2017","vocational + Abi","Urban Area","2","","","","5"
"5 on scale 1-7","2017","vocational + Abi","Rural Area","2","","","","5"
"5 on scale 1-7","2017","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2017","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2017","higher education","Urban Area","8","","","","5"
"6 on scale 1-7","2017","vocational + Abi","Rural Area","3","","","","6"
"6 on scale 1-7","2017","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2017","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2017","higher education","Urban Area","43","0.121939276690796","0.0873106623366009","0.156567891044991","6"
"6 on scale 1-7","2017","higher education","Rural Area","12","","","","6"
"6 on scale 1-7","2017","in school","Urban Area","1","","","","6"
"6 on scale 1-7","2017","vocational + Abi","Urban Area","10","","","","6"
"6 on scale 1-7","2017","inadequately","Urban Area","94","0.11479084092798","0.0939068670416226","0.135674814814337","6"
"6 on scale 1-7","2017","inadequately","Rural Area","33","0.106469258010838","0.0722447150469461","0.140693800974729","6"
"6 on scale 1-7","2017","middle vocational","Urban Area","42","0.161066307723127","0.120013874580368","0.202118740865886","6"
"6 on scale 1-7","2017","in school","Rural Area","1","","","","6"
"6 on scale 1-7","2017","general elemantary","Urban Area","54","0.139741619772505","0.105063158318279","0.174420081226731","6"
"6 on scale 1-7","2017","general elemantary","Rural Area","14","","","","6"
"6 on scale 1-7","2017","middle vocational","Rural Area","9","","","","6"
"7 Strongly agree","2017","inadequately","Urban Area","755","0.839125559077089","0.815054590083422","0.863196528070757","7"
"7 Strongly agree","2017","inadequately","Rural Area","270","0.864099866511438","0.826075437198625","0.902124295824251","7"
"7 Strongly agree","2017","in school","Urban Area","8","","","","7"
"7 Strongly agree","2017","in school","Rural Area","5","","","","7"
"7 Strongly agree","2017","general elemantary","Urban Area","312","0.785125964409014","0.744044670008056","0.826207258809972","7"
"7 Strongly agree","2017","general elemantary","Rural Area","148","0.872244432449097","0.822064202032863","0.922424662865332","7"
"7 Strongly agree","2017","middle vocational","Urban Area","248","0.77121904309507","0.724308383311689","0.818129702878451","7"
"7 Strongly agree","2017","middle vocational","Rural Area","121","0.904783958358366","0.855087756363813","0.954480160352919","7"
"7 Strongly agree","2017","vocational + Abi","Urban Area","39","0.638632236446333","0.50806129317163","0.769203179721037","7"
"7 Strongly agree","2017","vocational + Abi","Rural Area","12","","","","7"
"7 Strongly agree","2017","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2017","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2017","higher education","Urban Area","286","0.827047378575208","0.78702252053934","0.867072236611076","7"
"7 Strongly agree","2017","higher education","Rural Area","88","0.871469753210015","0.80745467633717","0.935484830082861","7"
"1 Strongly disagree","2018","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2018","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2018","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2018","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2018","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2018","inadequately","Urban Area","2","","","","1"
"1 Strongly disagree","2018","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2018","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2018","general elemantary","Rural Area","1","","","","1"
"1 Strongly disagree","2018","in school","Urban Area","","","","","1"
"1 Strongly disagree","2018","in school","Rural Area","","","","","1"
"1 Strongly disagree","2018","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2018","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2018","vocational + Abi","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","inadequately","Urban Area","2","","","","2"
"2 on scale 1-7 ","2018","inadequately","Rural Area","1","","","","2"
"2 on scale 1-7 ","2018","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","higher education","Rural Area","","","","","2"
"3 on scale 1-7 ","2018","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","inadequately","Urban Area","1","","","","3"
"3 on scale 1-7 ","2018","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","general elemantary","Urban Area","1","","","","3"
"3 on scale 1-7 ","2018","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","higher education","Rural Area","","","","","3"
"4 on scale 1-7","2018","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2018","inadequately","Rural Area","2","","","","4"
"4 on scale 1-7","2018","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2018","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2018","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2018","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2018","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2018","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2018","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2018","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2018","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2018","in school","Urban Area","","","","","4"
"4 on scale 1-7","2018","in school","Rural Area","","","","","4"
"4 on scale 1-7","2018","middle vocational","Rural Area","","","","","4"
"5 on scale 1-7","2018","in school","Urban Area","","","","","5"
"5 on scale 1-7","2018","in school","Rural Area","","","","","5"
"5 on scale 1-7","2018","inadequately","Urban Area","4","","","","5"
"5 on scale 1-7","2018","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2018","general elemantary","Urban Area","3","","","","5"
"5 on scale 1-7","2018","general elemantary","Rural Area","1","","","","5"
"5 on scale 1-7","2018","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2018","middle vocational","Rural Area","1","","","","5"
"5 on scale 1-7","2018","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2018","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2018","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2018","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2018","higher education","Urban Area","2","","","","5"
"5 on scale 1-7","2018","higher education","Rural Area","","","","","5"
"6 on scale 1-7","2018","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2018","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2018","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2018","higher education","Urban Area","2","","","","6"
"6 on scale 1-7","2018","higher education","Rural Area","3","","","","6"
"6 on scale 1-7","2018","general elemantary","Urban Area","6","","","","6"
"6 on scale 1-7","2018","general elemantary","Rural Area","1","","","","6"
"6 on scale 1-7","2018","middle vocational","Urban Area","4","","","","6"
"6 on scale 1-7","2018","inadequately","Urban Area","15","","","","6"
"6 on scale 1-7","2018","inadequately","Rural Area","4","","","","6"
"6 on scale 1-7","2018","middle vocational","Rural Area","7","","","","6"
"6 on scale 1-7","2018","vocational + Abi","Urban Area","1","","","","6"
"6 on scale 1-7","2018","in school","Rural Area","2","","","","6"
"6 on scale 1-7","2018","in school","Urban Area","1","","","","6"
"7 Strongly agree","2018","in school","Urban Area","3","","","","7"
"7 Strongly agree","2018","in school","Rural Area","3","","","","7"
"7 Strongly agree","2018","inadequately","Urban Area","82","0.762179468208057","0.681130320166378","0.843228616249737","7"
"7 Strongly agree","2018","inadequately","Rural Area","47","0.895524256286578","0.813941640944082","0.977106871629074","7"
"7 Strongly agree","2018","vocational + Abi","Urban Area","4","","","","7"
"7 Strongly agree","2018","vocational + Abi","Rural Area","2","","","","7"
"7 Strongly agree","2018","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2018","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2018","higher education","Urban Area","27","","","","7"
"7 Strongly agree","2018","higher education","Rural Area","15","","","","7"
"7 Strongly agree","2018","general elemantary","Urban Area","53","0.907015695729404","0.835303992016076","0.978727399442732","7"
"7 Strongly agree","2018","general elemantary","Rural Area","33","0.96009200279931","0.896150441973379","1.02403356362524","7"
"7 Strongly agree","2018","middle vocational","Urban Area","27","","","","7"
"7 Strongly agree","2018","middle vocational","Rural Area","18","","","","7"
"1 Strongly disagree","2019","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2019","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2019","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2019","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2019","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2019","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2019","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2019","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2019","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2019","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2019","inadequately","Urban Area","2","","","","1"
"1 Strongly disagree","2019","in school","Rural Area","","","","","1"
"1 Strongly disagree","2019","in school","Urban Area","","","","","1"
"1 Strongly disagree","2019","inadequately","Rural Area","2","","","","1"
"2 on scale 1-7 ","2019","inadequately","Urban Area","1","","","","2"
"2 on scale 1-7 ","2019","inadequately","Rural Area","1","","","","2"
"2 on scale 1-7 ","2019","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","middle vocational","Urban Area","1","","","","2"
"2 on scale 1-7 ","2019","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","in school","Rural Area","","","","","2"
"3 on scale 1-7 ","2019","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","inadequately","Urban Area","1","","","","3"
"3 on scale 1-7 ","2019","inadequately","Rural Area","","","","","3"
"4 on scale 1-7","2019","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2019","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2019","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2019","in school","Rural Area","","","","","4"
"4 on scale 1-7","2019","inadequately","Urban Area","3","","","","4"
"4 on scale 1-7","2019","inadequately","Rural Area","3","","","","4"
"4 on scale 1-7","2019","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2019","higher education","Urban Area","1","","","","4"
"4 on scale 1-7","2019","higher education","Rural Area","1","","","","4"
"4 on scale 1-7","2019","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2019","middle vocational","Urban Area","1","","","","4"
"4 on scale 1-7","2019","in school","Urban Area","","","","","4"
"4 on scale 1-7","2019","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2019","middle vocational","Rural Area","","","","","4"
"5 on scale 1-7","2019","in school","Urban Area","","","","","5"
"5 on scale 1-7","2019","in school","Rural Area","","","","","5"
"5 on scale 1-7","2019","inadequately","Urban Area","5","","","","5"
"5 on scale 1-7","2019","inadequately","Rural Area","5","","","","5"
"5 on scale 1-7","2019","general elemantary","Urban Area","1","","","","5"
"5 on scale 1-7","2019","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2019","middle vocational","Urban Area","3","","","","5"
"5 on scale 1-7","2019","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2019","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2019","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2019","higher education","Rural Area","1","","","","5"
"5 on scale 1-7","2019","middle vocational","Rural Area","1","","","","5"
"5 on scale 1-7","2019","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2019","vocational + Abi","Rural Area","","","","","5"
"6 on scale 1-7","2019","general elemantary","Urban Area","5","","","","6"
"6 on scale 1-7","2019","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2019","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2019","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2019","higher education","Urban Area","3","","","","6"
"6 on scale 1-7","2019","higher education","Rural Area","1","","","","6"
"6 on scale 1-7","2019","in school","Urban Area","","","","","6"
"6 on scale 1-7","2019","in school","Rural Area","","","","","6"
"6 on scale 1-7","2019","inadequately","Urban Area","9","","","","6"
"6 on scale 1-7","2019","inadequately","Rural Area","7","","","","6"
"6 on scale 1-7","2019","general elemantary","Rural Area","2","","","","6"
"6 on scale 1-7","2019","middle vocational","Urban Area","1","","","","6"
"6 on scale 1-7","2019","middle vocational","Rural Area","2","","","","6"
"6 on scale 1-7","2019","vocational + Abi","Urban Area","","","","","6"
"7 Strongly agree","2019","in school","Urban Area","1","","","","7"
"7 Strongly agree","2019","in school","Rural Area","1","","","","7"
"7 Strongly agree","2019","inadequately","Urban Area","54","0.75067026901007","0.65275980667066","0.84858073134948","7"
"7 Strongly agree","2019","inadequately","Rural Area","39","0.675064624536921","0.553479110310543","0.796650138763298","7"
"7 Strongly agree","2019","general elemantary","Urban Area","28","","","","7"
"7 Strongly agree","2019","general elemantary","Rural Area","15","","","","7"
"7 Strongly agree","2019","middle vocational","Urban Area","18","","","","7"
"7 Strongly agree","2019","middle vocational","Rural Area","6","","","","7"
"7 Strongly agree","2019","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2019","vocational + Abi","Rural Area","1","","","","7"
"7 Strongly agree","2019","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2019","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2019","higher education","Urban Area","14","","","","7"
"7 Strongly agree","2019","higher education","Rural Area","5","","","","7"
