"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Too Expensive","2006","no migration background","vocational + Abi","9","","",""
"Too Expensive","2006","no migration background","higher vocational","13","","",""
"Too Expensive","2006","no migration background","higher education","24","","",""
"Too Expensive","2006","direct migration background","in school","","","",""
"Too Expensive","2006","direct migration background","inadequately","","","",""
"Too Expensive","2006","direct migration background","general elemantary","","","",""
"Too Expensive","2006","direct migration background","middle vocational","1","","",""
"Too Expensive","2006","direct migration background","vocational + Abi","","","",""
"Too Expensive","2006","direct migration background","higher vocational","","","",""
"Too Expensive","2006","direct migration background","higher education","","","",""
"Too Expensive","2006","indirect migration background","in school","","","",""
"Too Expensive","2006","indirect migration background","inadequately","","","",""
"Too Expensive","2006","indirect migration background","general elemantary","1","","",""
"Too Expensive","2006","indirect migration background","middle vocational","3","","",""
"Too Expensive","2006","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2006","indirect migration background","higher vocational","","","",""
"Too Expensive","2006","indirect migration background","higher education","1","","",""
"Very Inexpensive","2007","no migration background","in school","41","0.139829340986269","0.103650703586919","0.176007978385619"
"Very Inexpensive","2007","no migration background","inadequately","3","","",""
"Very Inexpensive","2007","no migration background","general elemantary","75","0.0925240368278813","0.0722019910322403","0.112846082623522"
"Very Inexpensive","2007","no migration background","middle vocational","496","0.0931254024429813","0.0850943622707484","0.101156442615214"
"Very Inexpensive","2007","no migration background","vocational + Abi","50","0.11213043205209","0.0841930064399316","0.140067857664248"
"Very Inexpensive","2007","no migration background","higher vocational","95","0.0986363045194144","0.078696544075126","0.118576064963703"
"Very Inexpensive","2007","no migration background","higher education","289","0.121328918770627","0.108460316952019","0.134197520589234"
"Very Inexpensive","2007","direct migration background","in school","3","","",""
"Very Inexpensive","2007","direct migration background","inadequately","","","",""
"Very Inexpensive","2007","direct migration background","general elemantary","6","","",""
"Very Inexpensive","2007","direct migration background","middle vocational","19","","",""
"Very Inexpensive","2007","direct migration background","vocational + Abi","5","","",""
"Very Inexpensive","2007","direct migration background","higher vocational","9","","",""
"Very Inexpensive","2007","direct migration background","higher education","18","","",""
"Very Inexpensive","2007","indirect migration background","in school","6","","",""
"Very Inexpensive","2007","indirect migration background","inadequately","","","",""
"Very Inexpensive","2007","indirect migration background","general elemantary","2","","",""
"Very Inexpensive","2007","indirect migration background","middle vocational","8","","",""
"Very Inexpensive","2007","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","2007","indirect migration background","higher vocational","","","",""
"Very Inexpensive","2007","indirect migration background","higher education","3","","",""
"Inexpensive","2007","no migration background","in school","77","0.220810575358889","0.17754004704329","0.264081103674488"
"Inexpensive","2007","no migration background","inadequately","7","","",""
"Inexpensive","2007","no migration background","general elemantary","273","0.34001695491468","0.306793924005254","0.373239985824106"
"Inexpensive","2007","no migration background","middle vocational","1549","0.317925347859986","0.305056412152748","0.330794283567225"
"Inexpensive","2007","no migration background","vocational + Abi","148","0.295477552983811","0.255079566895068","0.335875539072554"
"Inexpensive","2007","no migration background","higher vocational","247","0.286033705891623","0.255813392044078","0.316254019739168"
"Inexpensive","2007","no migration background","higher education","684","0.264136325158117","0.246760366244771","0.281512284071463"
"Inexpensive","2007","direct migration background","in school","1","","",""
"Inexpensive","2007","direct migration background","inadequately","7","","",""
"Inexpensive","2007","direct migration background","general elemantary","36","0.311564312218099","0.236949891061755","0.386178733374443"
"Inexpensive","2007","direct migration background","middle vocational","90","0.333120692094758","0.277414153949808","0.388827230239709"
"Inexpensive","2007","direct migration background","vocational + Abi","19","","",""
"Inexpensive","2007","direct migration background","higher vocational","18","","",""
"Inexpensive","2007","direct migration background","higher education","42","0.223728105487765","0.160140375312722","0.287315835662808"
"Inexpensive","2007","indirect migration background","in school","8","","",""
"Inexpensive","2007","indirect migration background","inadequately","","","",""
"Inexpensive","2007","indirect migration background","general elemantary","11","","",""
"Inexpensive","2007","indirect migration background","middle vocational","30","0.257069872275018","0.178878822462774","0.335260922087262"
"Inexpensive","2007","indirect migration background","vocational + Abi","6","","",""
"Inexpensive","2007","indirect migration background","higher vocational","4","","",""
"Inexpensive","2007","indirect migration background","higher education","13","","",""
"Reasonable","2007","no migration background","in school","198","0.534656605657361","0.482622872738471","0.586690338576251"
"Reasonable","2007","no migration background","inadequately","10","","",""
"Reasonable","2007","no migration background","general elemantary","371","0.490265419263392","0.455205553129387","0.525325285397397"
"Reasonable","2007","no migration background","middle vocational","2488","0.49183948542674","0.478023678598885","0.505655292254595"
"Reasonable","2007","no migration background","vocational + Abi","241","0.490538528228376","0.44627538144619","0.534801675010562"
"Reasonable","2007","no migration background","higher vocational","422","0.517818763538766","0.484403448966807","0.551234078110726"
"Reasonable","2007","no migration background","higher education","1249","0.50296195937606","0.483255962176567","0.522667956575554"
"Reasonable","2007","direct migration background","in school","4","","",""
"Reasonable","2007","direct migration background","inadequately","6","","",""
"Reasonable","2007","direct migration background","general elemantary","85","0.525533373820863","0.445084453738218","0.605982293903507"
"Reasonable","2007","direct migration background","middle vocational","133","0.46381450638993","0.404874329087893","0.522754683691968"
"Reasonable","2007","direct migration background","vocational + Abi","29","","",""
"Reasonable","2007","direct migration background","higher vocational","27","","",""
"Reasonable","2007","direct migration background","higher education","82","0.531299723030985","0.455157856516727","0.607441589545244"
"Reasonable","2007","indirect migration background","in school","21","","",""
"Reasonable","2007","indirect migration background","inadequately","2","","",""
"Reasonable","2007","indirect migration background","general elemantary","26","","",""
"Reasonable","2007","indirect migration background","middle vocational","69","0.551629681981762","0.462648184836303","0.640611179127221"
"Reasonable","2007","indirect migration background","vocational + Abi","6","","",""
"Reasonable","2007","indirect migration background","higher vocational","12","","",""
"Reasonable","2007","indirect migration background","higher education","20","","",""
"Slightly Expensive","2007","no migration background","in school","34","0.0994672939593298","0.0682460189303924","0.130688568988267"
"Slightly Expensive","2007","no migration background","inadequately","3","","",""
"Slightly Expensive","2007","no migration background","general elemantary","57","0.0710150259582979","0.0530013625347861","0.0890286893818097"
"Slightly Expensive","2007","no migration background","middle vocational","425","0.0848120767715021","0.0771128326932662","0.0925113208497379"
"Slightly Expensive","2007","no migration background","vocational + Abi","47","0.0977599847372279","0.0714638657722361","0.12405610370222"
"Slightly Expensive","2007","no migration background","higher vocational","80","0.0792961019161559","0.0612269645585882","0.0973652392737235"
"Slightly Expensive","2007","no migration background","higher education","226","0.0979557852791324","0.086240172991092","0.109671397567173"
"Slightly Expensive","2007","direct migration background","in school","1","","",""
"Slightly Expensive","2007","direct migration background","inadequately","2","","",""
"Slightly Expensive","2007","direct migration background","general elemantary","16","","",""
"Slightly Expensive","2007","direct migration background","middle vocational","25","","",""
"Slightly Expensive","2007","direct migration background","vocational + Abi","7","","",""
"Slightly Expensive","2007","direct migration background","higher vocational","4","","",""
"Slightly Expensive","2007","direct migration background","higher education","18","","",""
"Slightly Expensive","2007","indirect migration background","in school","5","","",""
"Slightly Expensive","2007","indirect migration background","inadequately","","","",""
"Slightly Expensive","2007","indirect migration background","general elemantary","9","","",""
"Slightly Expensive","2007","indirect migration background","middle vocational","8","","",""
"Slightly Expensive","2007","indirect migration background","vocational + Abi","3","","",""
"Slightly Expensive","2007","indirect migration background","higher vocational","3","","",""
"Slightly Expensive","2007","indirect migration background","higher education","4","","",""
"Too Expensive","2007","no migration background","in school","3","","",""
"Too Expensive","2007","no migration background","inadequately","1","","",""
"Too Expensive","2007","no migration background","general elemantary","5","","",""
"Too Expensive","2007","no migration background","middle vocational","72","0.0122976874987904","0.0092519753179927","0.0153433996795881"
"Too Expensive","2007","no migration background","vocational + Abi","4","","",""
"Too Expensive","2007","no migration background","higher vocational","15","","",""
"Too Expensive","2007","no migration background","higher education","25","","",""
"Too Expensive","2007","direct migration background","in school","","","",""
"Too Expensive","2007","direct migration background","inadequately","","","",""
"Too Expensive","2007","direct migration background","general elemantary","5","","",""
"Too Expensive","2007","direct migration background","middle vocational","8","","",""
"Too Expensive","2007","direct migration background","vocational + Abi","2","","",""
"Too Expensive","2007","direct migration background","higher vocational","","","",""
"Too Expensive","2007","direct migration background","higher education","5","","",""
"Too Expensive","2007","indirect migration background","in school","","","",""
"Too Expensive","2007","indirect migration background","inadequately","","","",""
"Too Expensive","2007","indirect migration background","general elemantary","1","","",""
"Too Expensive","2007","indirect migration background","middle vocational","5","","",""
"Too Expensive","2007","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2007","indirect migration background","higher vocational","","","",""
"Too Expensive","2007","indirect migration background","higher education","1","","",""
"Very Inexpensive","2008","no migration background","in school","41","0.154626097251242","0.11437913932559","0.194873055176893"
"Very Inexpensive","2008","no migration background","inadequately","4","","",""
"Very Inexpensive","2008","no migration background","general elemantary","78","0.100010475349685","0.0780199024826208","0.12200104821675"
"Very Inexpensive","2008","no migration background","middle vocational","515","0.106199509612962","0.0975170734814025","0.114881945744522"
"Very Inexpensive","2008","no migration background","vocational + Abi","62","0.185777810602873","0.150948191794017","0.220607429411728"
"Very Inexpensive","2008","no migration background","higher vocational","97","0.0950877458993047","0.0747736572271673","0.115401834571442"
"Very Inexpensive","2008","no migration background","higher education","303","0.14554743737016","0.131313585213803","0.159781289526517"
"Very Inexpensive","2008","direct migration background","in school","","","",""
"Very Inexpensive","2008","direct migration background","inadequately","","","",""
"Very Inexpensive","2008","direct migration background","general elemantary","","","",""
"Very Inexpensive","2008","direct migration background","middle vocational","17","","",""
"Very Inexpensive","2008","direct migration background","vocational + Abi","3","","",""
"Very Inexpensive","2008","direct migration background","higher vocational","9","","",""
"Very Inexpensive","2008","direct migration background","higher education","16","","",""
"Very Inexpensive","2008","indirect migration background","in school","5","","",""
"Very Inexpensive","2008","indirect migration background","inadequately","","","",""
"Very Inexpensive","2008","indirect migration background","general elemantary","3","","",""
"Very Inexpensive","2008","indirect migration background","middle vocational","7","","",""
"Very Inexpensive","2008","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","2008","indirect migration background","higher vocational","1","","",""
"Very Inexpensive","2008","indirect migration background","higher education","7","","",""
"Inexpensive","2008","no migration background","in school","80","0.249653753658726","0.201473714196173","0.297833793121279"
"Inexpensive","2008","no migration background","inadequately","7","","",""
"Inexpensive","2008","no migration background","general elemantary","231","0.33067472763641","0.296191001760183","0.365158453512637"
"Inexpensive","2008","no migration background","middle vocational","1396","0.278848329356222","0.266210939665616","0.291485719046828"
"Inexpensive","2008","no migration background","vocational + Abi","140","0.291575672587817","0.250874894613039","0.332276450562595"
"Inexpensive","2008","no migration background","higher vocational","225","0.265657643756623","0.23507026361941","0.296245023893836"
"Inexpensive","2008","no migration background","higher education","614","0.247699909562617","0.230276438770537","0.265123380354696"
"Inexpensive","2008","direct migration background","in school","2","","",""
"Inexpensive","2008","direct migration background","inadequately","6","","",""
"Inexpensive","2008","direct migration background","general elemantary","29","","",""
"Inexpensive","2008","direct migration background","middle vocational","74","0.279429853448335","0.225095815786604","0.333763891110065"
"Inexpensive","2008","direct migration background","vocational + Abi","10","","",""
"Inexpensive","2008","direct migration background","higher vocational","14","","",""
"Inexpensive","2008","direct migration background","higher education","51","0.322234452000104","0.248424748463673","0.396044155536534"
"Inexpensive","2008","indirect migration background","in school","18","","",""
"Inexpensive","2008","indirect migration background","inadequately","","","",""
"Inexpensive","2008","indirect migration background","general elemantary","9","","",""
"Inexpensive","2008","indirect migration background","middle vocational","37","0.255392127199413","0.175690583074722","0.335093671324104"
"Inexpensive","2008","indirect migration background","vocational + Abi","6","","",""
"Inexpensive","2008","indirect migration background","higher vocational","3","","",""
"Inexpensive","2008","indirect migration background","higher education","11","","",""
"Reasonable","2008","no migration background","in school","159","0.467826862404373","0.412282971891446","0.523370752917301"
"Reasonable","2008","no migration background","inadequately","11","","",""
"Reasonable","2008","no migration background","general elemantary","351","0.494775913672399","0.45812866556458","0.531423161780219"
"Reasonable","2008","no migration background","middle vocational","2437","0.503991800770551","0.489901631492604","0.518081970048498"
"Reasonable","2008","no migration background","vocational + Abi","230","0.435772754026554","0.391367189264641","0.480178318788467"
"Reasonable","2008","no migration background","higher vocational","391","0.505438048017596","0.470814134879683","0.540061961155509"
"Reasonable","2008","no migration background","higher education","1221","0.514488041275089","0.494315352016702","0.534660730533476"
"Reasonable","2008","direct migration background","in school","2","","",""
"Reasonable","2008","direct migration background","inadequately","3","","",""
"Reasonable","2008","direct migration background","general elemantary","86","0.651935831463649","0.571281485086204","0.732590177841095"
"Reasonable","2008","direct migration background","middle vocational","137","0.480944014842196","0.420444511530846","0.541443518153546"
"Reasonable","2008","direct migration background","vocational + Abi","43","0.620943809958275","0.504775241588149","0.737112378328401"
"Reasonable","2008","direct migration background","higher vocational","26","","",""
"Reasonable","2008","direct migration background","higher education","69","0.428626262030958","0.350465775060087","0.506786749001829"
"Reasonable","2008","indirect migration background","in school","25","","",""
"Reasonable","2008","indirect migration background","inadequately","1","","",""
"Reasonable","2008","indirect migration background","general elemantary","27","","",""
"Reasonable","2008","indirect migration background","middle vocational","59","0.635604811621072","0.547646056164991","0.723563567077153"
"Reasonable","2008","indirect migration background","vocational + Abi","6","","",""
"Reasonable","2008","indirect migration background","higher vocational","9","","",""
"Reasonable","2008","indirect migration background","higher education","23","","",""
"Slightly Expensive","2008","no migration background","in school","28","","",""
"Slightly Expensive","2008","no migration background","inadequately","1","","",""
"Slightly Expensive","2008","no migration background","general elemantary","51","0.0704460968798453","0.0516892070586954","0.0892029867009953"
"Slightly Expensive","2008","no migration background","middle vocational","411","0.0953621775042803","0.0870849384605133","0.103639416548047"
"Slightly Expensive","2008","no migration background","vocational + Abi","40","0.0666123238580025","0.0442823272059186","0.0889423205100865"
"Slightly Expensive","2008","no migration background","higher vocational","72","0.11139554699581","0.089607415342502","0.133183678649118"
"Slightly Expensive","2008","no migration background","higher education","201","0.0826133804152771","0.0715017551139766","0.0937250057165775"
"Slightly Expensive","2008","direct migration background","in school","1","","",""
"Slightly Expensive","2008","direct migration background","inadequately","4","","",""
"Slightly Expensive","2008","direct migration background","general elemantary","16","","",""
"Slightly Expensive","2008","direct migration background","middle vocational","31","0.170558905617411","0.125015298959332","0.216102512275489"
"Slightly Expensive","2008","direct migration background","vocational + Abi","10","","",""
"Slightly Expensive","2008","direct migration background","higher vocational","2","","",""
"Slightly Expensive","2008","direct migration background","higher education","17","","",""
"Slightly Expensive","2008","indirect migration background","in school","5","","",""
"Slightly Expensive","2008","indirect migration background","inadequately","","","",""
"Slightly Expensive","2008","indirect migration background","general elemantary","12","","",""
"Slightly Expensive","2008","indirect migration background","middle vocational","8","","",""
"Slightly Expensive","2008","indirect migration background","vocational + Abi","2","","",""
"Slightly Expensive","2008","indirect migration background","higher vocational","5","","",""
"Slightly Expensive","2008","indirect migration background","higher education","3","","",""
"Too Expensive","2008","no migration background","in school","2","","",""
"Too Expensive","2008","no migration background","inadequately","1","","",""
"Too Expensive","2008","no migration background","general elemantary","4","","",""
"Too Expensive","2008","no migration background","middle vocational","78","0.0155981827559843","0.0121061102457256","0.0190902552662431"
"Too Expensive","2008","no migration background","vocational + Abi","7","","",""
"Too Expensive","2008","no migration background","higher vocational","16","","",""
"Too Expensive","2008","no migration background","higher education","19","","",""
"Too Expensive","2008","direct migration background","in school","","","",""
"Too Expensive","2008","direct migration background","inadequately","","","",""
"Too Expensive","2008","direct migration background","general elemantary","3","","",""
"Too Expensive","2008","direct migration background","middle vocational","3","","",""
"Too Expensive","2008","direct migration background","vocational + Abi","1","","",""
"Too Expensive","2008","direct migration background","higher vocational","","","",""
"Too Expensive","2008","direct migration background","higher education","1","","",""
"Too Expensive","2008","indirect migration background","in school","","","",""
"Too Expensive","2008","indirect migration background","inadequately","","","",""
"Too Expensive","2008","indirect migration background","general elemantary","1","","",""
"Too Expensive","2008","indirect migration background","middle vocational","4","","",""
"Too Expensive","2008","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2008","indirect migration background","higher vocational","1","","",""
"Too Expensive","2008","indirect migration background","higher education","","","",""
"Very Inexpensive","2009","no migration background","in school","34","0.0947578246712309","0.0608144509858252","0.128701198356637"
"Very Inexpensive","2009","no migration background","inadequately","2","","",""
"Very Inexpensive","2009","no migration background","general elemantary","81","0.136634580663708","0.109836045826194","0.163433115501222"
"Very Inexpensive","2009","no migration background","middle vocational","529","0.126928582192791","0.117243117883741","0.136614046501841"
"Very Inexpensive","2009","no migration background","vocational + Abi","45","0.153034102981998","0.119621698154522","0.186446507809475"
"Very Inexpensive","2009","no migration background","higher vocational","78","0.0861572967297968","0.0664403324880229","0.105874260971571"
"Very Inexpensive","2009","no migration background","higher education","297","0.123165551853897","0.10965863298652","0.136672470721274"
"Very Inexpensive","2009","direct migration background","in school","1","","",""
"Very Inexpensive","2009","direct migration background","inadequately","","","",""
"Very Inexpensive","2009","direct migration background","general elemantary","2","","",""
"Very Inexpensive","2009","direct migration background","middle vocational","17","","",""
"Very Inexpensive","2009","direct migration background","vocational + Abi","3","","",""
"Very Inexpensive","2009","direct migration background","higher vocational","6","","",""
"Very Inexpensive","2009","direct migration background","higher education","19","","",""
"Very Inexpensive","2009","indirect migration background","in school","3","","",""
"Very Inexpensive","2009","indirect migration background","inadequately","","","",""
"Very Inexpensive","2009","indirect migration background","general elemantary","","","",""
"Very Inexpensive","2009","indirect migration background","middle vocational","9","","",""
"Very Inexpensive","2009","indirect migration background","vocational + Abi","2","","",""
"Very Inexpensive","2009","indirect migration background","higher vocational","","","",""
"Very Inexpensive","2009","indirect migration background","higher education","2","","",""
"Inexpensive","2009","no migration background","in school","71","0.239578141941518","0.190111097071218","0.289045186811817"
"Inexpensive","2009","no migration background","inadequately","7","","",""
"Inexpensive","2009","no migration background","general elemantary","192","0.312796392974979","0.276621521670481","0.348971264279478"
"Inexpensive","2009","no migration background","middle vocational","1362","0.295491203419268","0.282216301112566","0.30876610572597"
"Inexpensive","2009","no migration background","vocational + Abi","135","0.265290995263778","0.224317822254267","0.306264168273289"
"Inexpensive","2009","no migration background","higher vocational","242","0.319697156675217","0.286926977009352","0.352467336341082"
"Inexpensive","2009","no migration background","higher education","637","0.304450254685225","0.285536614197998","0.323363895172453"
"Inexpensive","2009","direct migration background","in school","4","","",""
"Inexpensive","2009","direct migration background","inadequately","1","","",""
"Inexpensive","2009","direct migration background","general elemantary","20","","",""
"Inexpensive","2009","direct migration background","middle vocational","71","0.308856234565931","0.248620216477547","0.369092252654316"
"Inexpensive","2009","direct migration background","vocational + Abi","16","","",""
"Inexpensive","2009","direct migration background","higher vocational","16","","",""
"Inexpensive","2009","direct migration background","higher education","40","0.26572105503687","0.19479619645959","0.33664591361415"
"Inexpensive","2009","indirect migration background","in school","16","","",""
"Inexpensive","2009","indirect migration background","inadequately","","","",""
"Inexpensive","2009","indirect migration background","general elemantary","9","","",""
"Inexpensive","2009","indirect migration background","middle vocational","20","","",""
"Inexpensive","2009","indirect migration background","vocational + Abi","3","","",""
"Inexpensive","2009","indirect migration background","higher vocational","3","","",""
"Inexpensive","2009","indirect migration background","higher education","15","","",""
"Reasonable","2009","no migration background","in school","160","0.551224286702422","0.493581639212816","0.608866934192028"
"Reasonable","2009","no migration background","inadequately","11","","",""
"Reasonable","2009","no migration background","general elemantary","310","0.494944858834541","0.455934385642116","0.533955332026965"
"Reasonable","2009","no migration background","middle vocational","2211","0.477458796506232","0.462926171566881","0.491991421445583"
"Reasonable","2009","no migration background","vocational + Abi","224","0.490418039203341","0.444023068721081","0.536813009685601"
"Reasonable","2009","no migration background","higher vocational","376","0.472646957486447","0.437565514084042","0.507728400888852"
"Reasonable","2009","no migration background","higher education","1138","0.484995492013696","0.464454225042357","0.505536758985035"
"Reasonable","2009","direct migration background","in school","5","","",""
"Reasonable","2009","direct migration background","inadequately","4","","",""
"Reasonable","2009","direct migration background","general elemantary","74","0.644816199267409","0.558100105770595","0.731532292764223"
"Reasonable","2009","direct migration background","middle vocational","109","0.397680699751504","0.333872789947977","0.461488609555032"
"Reasonable","2009","direct migration background","vocational + Abi","47","0.704776906058683","0.598675799642239","0.810878012475127"
"Reasonable","2009","direct migration background","higher vocational","18","","",""
"Reasonable","2009","direct migration background","higher education","76","0.529404116782166","0.44925981019499","0.609548423369343"
"Reasonable","2009","indirect migration background","in school","24","","",""
"Reasonable","2009","indirect migration background","inadequately","1","","",""
"Reasonable","2009","indirect migration background","general elemantary","23","","",""
"Reasonable","2009","indirect migration background","middle vocational","57","0.50286804708077","0.405357798494826","0.600378295666713"
"Reasonable","2009","indirect migration background","vocational + Abi","8","","",""
"Reasonable","2009","indirect migration background","higher vocational","7","","",""
"Reasonable","2009","indirect migration background","higher education","17","","",""
"Slightly Expensive","2009","no migration background","in school","18","","",""
"Slightly Expensive","2009","no migration background","inadequately","","","",""
"Slightly Expensive","2009","no migration background","general elemantary","40","0.045977156846261","0.0296359602823501","0.0623183534101718"
"Slightly Expensive","2009","no migration background","middle vocational","383","0.0867238188263508","0.0785356628387886","0.094911974813913"
"Slightly Expensive","2009","no migration background","vocational + Abi","35","0.0686365121704037","0.0451716574877614","0.0921013668530461"
"Slightly Expensive","2009","no migration background","higher vocational","73","0.103488625726613","0.0820852387145601","0.124892012738665"
"Slightly Expensive","2009","no migration background","higher education","186","0.0775383354426616","0.0665461192589144","0.0885305516264088"
"Slightly Expensive","2009","direct migration background","in school","1","","",""
"Slightly Expensive","2009","direct migration background","inadequately","3","","",""
"Slightly Expensive","2009","direct migration background","general elemantary","20","","",""
"Slightly Expensive","2009","direct migration background","middle vocational","27","","",""
"Slightly Expensive","2009","direct migration background","vocational + Abi","4","","",""
"Slightly Expensive","2009","direct migration background","higher vocational","6","","",""
"Slightly Expensive","2009","direct migration background","higher education","13","","",""
"Slightly Expensive","2009","indirect migration background","in school","6","","",""
"Slightly Expensive","2009","indirect migration background","inadequately","","","",""
"Slightly Expensive","2009","indirect migration background","general elemantary","8","","",""
"Slightly Expensive","2009","indirect migration background","middle vocational","12","","",""
"Slightly Expensive","2009","indirect migration background","vocational + Abi","3","","",""
"Slightly Expensive","2009","indirect migration background","higher vocational","3","","",""
"Slightly Expensive","2009","indirect migration background","higher education","5","","",""
"Too Expensive","2009","no migration background","in school","3","","",""
"Too Expensive","2009","no migration background","inadequately","","","",""
"Too Expensive","2009","no migration background","general elemantary","8","","",""
"Too Expensive","2009","no migration background","middle vocational","53","0.013397599055359","0.010052565970706","0.0167426321400121"
"Too Expensive","2009","no migration background","vocational + Abi","7","","",""
"Too Expensive","2009","no migration background","higher vocational","9","","",""
"Too Expensive","2009","no migration background","higher education","16","","",""
"Too Expensive","2009","direct migration background","in school","","","",""
"Too Expensive","2009","direct migration background","inadequately","1","","",""
"Too Expensive","2009","direct migration background","general elemantary","1","","",""
"Too Expensive","2009","direct migration background","middle vocational","2","","",""
"Too Expensive","2009","direct migration background","vocational + Abi","1","","",""
"Too Expensive","2009","direct migration background","higher vocational","","","",""
"Too Expensive","2009","direct migration background","higher education","1","","",""
"Too Expensive","2009","indirect migration background","in school","","","",""
"Too Expensive","2009","indirect migration background","inadequately","","","",""
"Too Expensive","2009","indirect migration background","general elemantary","2","","",""
"Too Expensive","2009","indirect migration background","middle vocational","3","","",""
"Too Expensive","2009","indirect migration background","vocational + Abi","1","","",""
"Too Expensive","2009","indirect migration background","higher vocational","1","","",""
"Too Expensive","2009","indirect migration background","higher education","1","","",""
"Very Inexpensive","2010","no migration background","in school","40","0.12469062516293","0.0900302652040957","0.159350985121764"
"Very Inexpensive","2010","no migration background","inadequately","","","",""
"Very Inexpensive","2010","no migration background","general elemantary","68","0.107230563757892","0.0840602584256657","0.130400869090119"
"Very Inexpensive","2010","no migration background","middle vocational","539","0.110023384337033","0.101588575710786","0.11845819296328"
"Very Inexpensive","2010","no migration background","vocational + Abi","56","0.115809241200054","0.0917225115640787","0.13989597083603"
"Very Inexpensive","2010","no migration background","higher vocational","75","0.0674122460076419","0.0512102533877414","0.0836142386275424"
"Very Inexpensive","2010","no migration background","higher education","294","0.107333790019874","0.0958108246061071","0.118856755433641"
"Very Inexpensive","2010","direct migration background","in school","1","","",""
"Very Inexpensive","2010","direct migration background","inadequately","3","","",""
"Very Inexpensive","2010","direct migration background","general elemantary","10","","",""
"Very Inexpensive","2010","direct migration background","middle vocational","19","","",""
"Very Inexpensive","2010","direct migration background","vocational + Abi","6","","",""
"Very Inexpensive","2010","direct migration background","higher vocational","10","","",""
"Very Inexpensive","2010","direct migration background","higher education","28","","",""
"Very Inexpensive","2010","indirect migration background","in school","2","","",""
"Very Inexpensive","2010","indirect migration background","inadequately","","","",""
"Very Inexpensive","2010","indirect migration background","general elemantary","1","","",""
"Very Inexpensive","2010","indirect migration background","middle vocational","14","","",""
"Very Inexpensive","2010","indirect migration background","vocational + Abi","4","","",""
"Very Inexpensive","2010","indirect migration background","higher vocational","","","",""
"Very Inexpensive","2010","indirect migration background","higher education","6","","",""
"Inexpensive","2010","no migration background","in school","96","0.275415264591618","0.228547528982302","0.322283000200934"
"Inexpensive","2010","no migration background","inadequately","6","","",""
"Inexpensive","2010","no migration background","general elemantary","205","0.306730438053156","0.272197597043085","0.341263279063227"
"Inexpensive","2010","no migration background","middle vocational","1521","0.285369860537252","0.273197125983912","0.297542595090591"
"Inexpensive","2010","no migration background","vocational + Abi","195","0.301622423662274","0.26707543479656","0.336169412527988"
"Inexpensive","2010","no migration background","higher vocational","277","0.297215986867105","0.267683419922391","0.326748553811819"
"Inexpensive","2010","no migration background","higher education","737","0.276352793026565","0.259705376256577","0.293000209796554"
"Inexpensive","2010","direct migration background","in school","","","",""
"Inexpensive","2010","direct migration background","inadequately","6","","",""
"Inexpensive","2010","direct migration background","general elemantary","32","0.158354878933302","0.103954081123717","0.212755676742887"
"Inexpensive","2010","direct migration background","middle vocational","85","0.228391685856383","0.18526600212672","0.271517369586046"
"Inexpensive","2010","direct migration background","vocational + Abi","21","","",""
"Inexpensive","2010","direct migration background","higher vocational","14","","",""
"Inexpensive","2010","direct migration background","higher education","53","0.23798209399308","0.181322565885117","0.294641622101043"
"Inexpensive","2010","indirect migration background","in school","25","","",""
"Inexpensive","2010","indirect migration background","inadequately","1","","",""
"Inexpensive","2010","indirect migration background","general elemantary","12","","",""
"Inexpensive","2010","indirect migration background","middle vocational","35","0.275281203554002","0.208335443325332","0.342226963782672"
"Inexpensive","2010","indirect migration background","vocational + Abi","13","","",""
"Inexpensive","2010","indirect migration background","higher vocational","5","","",""
"Inexpensive","2010","indirect migration background","higher education","18","","",""
"Reasonable","2010","no migration background","in school","184","0.535182562969816","0.482855355209741","0.58750977072989"
"Reasonable","2010","no migration background","inadequately","12","","",""
"Reasonable","2010","no migration background","general elemantary","340","0.496646526286779","0.45920418121724","0.534088871356318"
"Reasonable","2010","no migration background","middle vocational","2666","0.500286851803057","0.486809226795541","0.513764476810573"
"Reasonable","2010","no migration background","vocational + Abi","354","0.493667737539054","0.456034774204459","0.53130070087365"
"Reasonable","2010","no migration background","higher vocational","472","0.52631479101097","0.494050518520386","0.558579063501553"
"Reasonable","2010","no migration background","higher education","1447","0.519647583900076","0.501048741089165","0.538246426710987"
"Reasonable","2010","direct migration background","in school","7","","",""
"Reasonable","2010","direct migration background","inadequately","6","","",""
"Reasonable","2010","direct migration background","general elemantary","101","0.655106168462591","0.584275131914541","0.725937205010641"
"Reasonable","2010","direct migration background","middle vocational","197","0.531065543520173","0.479799767706084","0.582331319334262"
"Reasonable","2010","direct migration background","vocational + Abi","70","0.636855875027249","0.548577210137703","0.725134539916796"
"Reasonable","2010","direct migration background","higher vocational","30","0.45544605888903","0.326160627134256","0.584731490643804"
"Reasonable","2010","direct migration background","higher education","107","0.508840255682574","0.442325142029686","0.575355369335461"
"Reasonable","2010","indirect migration background","in school","35","0.588819005095419","0.473551605129203","0.704086405061634"
"Reasonable","2010","indirect migration background","inadequately","1","","",""
