"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2008","Hamburg","general elemantary","","","","","4"
"Slightly Expensive","2008","Hamburg","middle vocational","","","","","4"
"Slightly Expensive","2008","Hamburg","vocational + Abi","","","","","4"
"Slightly Expensive","2008","Hamburg","higher vocational","","","","","4"
"Slightly Expensive","2008","Hamburg","higher education","","","","","4"
"Slightly Expensive","2008","Lower Saxony","in school","8","","","","4"
"Slightly Expensive","2008","Bremen","in school","1","","","","4"
"Slightly Expensive","2008","Bremen","inadequately","","","","","4"
"Slightly Expensive","2008","Bremen","general elemantary","1","","","","4"
"Slightly Expensive","2008","Bremen","middle vocational","1","","","","4"
"Slightly Expensive","2008","Bremen","vocational + Abi","2","","","","4"
"Slightly Expensive","2008","Bremen","higher vocational","1","","","","4"
"Slightly Expensive","2008","Baden-Württemberg","middle vocational","52","0.0946783825231196","0.0726084196119917","0.116748345434247","4"
"Slightly Expensive","2008","Baden-Württemberg","vocational + Abi","11","","","","4"
"Slightly Expensive","2008","Baden-Württemberg","higher vocational","9","","","","4"
"Slightly Expensive","2008","Baden-Württemberg","higher education","17","","","","4"
"Slightly Expensive","2008","Bavaria","in school","3","","","","4"
"Slightly Expensive","2008","Bavaria","inadequately","1","","","","4"
"Slightly Expensive","2008","Berlin","inadequately","","","","","4"
"Slightly Expensive","2008","Berlin","general elemantary","","","","","4"
"Slightly Expensive","2008","Berlin","middle vocational","5","","","","4"
"Slightly Expensive","2008","Berlin","vocational + Abi","1","","","","4"
"Slightly Expensive","2008","Berlin","higher vocational","2","","","","4"
"Slightly Expensive","2008","Berlin","higher education","5","","","","4"
"Slightly Expensive","2008","Brandenburg","in school","1","","","","4"
"Slightly Expensive","2008","Brandenburg","higher vocational","3","","","","4"
"Slightly Expensive","2008","Brandenburg","higher education","10","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","in school","","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","general elemantary","","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","middle vocational","7","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","higher vocational","","","","","4"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","higher education","12","","","","4"
"Slightly Expensive","2008","Saxony","in school","4","","","","4"
"Slightly Expensive","2008","Saxony","inadequately","","","","","4"
"Slightly Expensive","2008","Saxony","general elemantary","3","","","","4"
"Slightly Expensive","2008","Saxony","middle vocational","23","","","","4"
"Slightly Expensive","2008","Saxony","vocational + Abi","1","","","","4"
"Slightly Expensive","2008","Saxony","higher vocational","5","","","","4"
"Slightly Expensive","2008","Saxony","higher education","17","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","in school","2","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","inadequately","","","","","4"
"Slightly Expensive","2008","Thuringia","general elemantary","4","","","","4"
"Slightly Expensive","2008","Thuringia","middle vocational","41","0.164638639688471","0.12150739442148","0.207769884955462","4"
"Slightly Expensive","2008","Thuringia","vocational + Abi","3","","","","4"
"Slightly Expensive","2008","Thuringia","higher vocational","6","","","","4"
"Slightly Expensive","2008","Thuringia","higher education","16","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","general elemantary","2","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","middle vocational","40","0.154158299276941","0.106550297266942","0.201766301286939","4"
"Slightly Expensive","2008","Saxony-Anhalt","vocational + Abi","1","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","higher vocational","7","","","","4"
"Slightly Expensive","2008","Saxony-Anhalt","higher education","19","","","","4"
"Slightly Expensive","2008","Thuringia","in school","","","","","4"
"Slightly Expensive","2008","Thuringia","inadequately","","","","","4"
"Too Expensive","2008","Thuringia","middle vocational","4","","","","5"
"Too Expensive","2008","Thuringia","vocational + Abi","1","","","","5"
"Too Expensive","2008","Thuringia","higher vocational","","","","","5"
"Too Expensive","2008","Thuringia","higher education","1","","","","5"
"Too Expensive","2008","Schleswig-Holstein","in school","","","","","5"
"Too Expensive","2008","Lower Saxony","in school","","","","","5"
"Too Expensive","2008","Lower Saxony","inadequately","","","","","5"
"Too Expensive","2008","Lower Saxony","general elemantary","","","","","5"
"Too Expensive","2008","Lower Saxony","middle vocational","6","","","","5"
"Too Expensive","2008","Lower Saxony","vocational + Abi","","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","general elemantary","1","","","","5"
"Too Expensive","2008","Bavaria","inadequately","","","","","5"
"Too Expensive","2008","Bavaria","general elemantary","2","","","","5"
"Too Expensive","2008","Bavaria","middle vocational","14","","","","5"
"Too Expensive","2008","Bavaria","vocational + Abi","1","","","","5"
"Too Expensive","2008","Bavaria","higher vocational","","","","","5"
"Too Expensive","2008","Saxony","middle vocational","8","","","","5"
"Too Expensive","2008","Saxony","vocational + Abi","","","","","5"
"Too Expensive","2008","Saxony","higher vocational","3","","","","5"
"Too Expensive","2008","Saxony","higher education","2","","","","5"
"Too Expensive","2008","Saxony-Anhalt","in school","","","","","5"
"Too Expensive","2008","Saxony-Anhalt","inadequately","1","","","","5"
"Too Expensive","2008","Saxony-Anhalt","general elemantary","","","","","5"
"Too Expensive","2008","Saxony-Anhalt","middle vocational","5","","","","5"
"Too Expensive","2008","Saxony-Anhalt","vocational + Abi","","","","","5"
"Too Expensive","2008","Saxony-Anhalt","higher vocational","1","","","","5"
"Too Expensive","2008","Saxony-Anhalt","higher education","1","","","","5"
"Too Expensive","2008","Thuringia","in school","","","","","5"
"Too Expensive","2008","Thuringia","inadequately","","","","","5"
"Too Expensive","2008","Thuringia","general elemantary","","","","","5"
"Too Expensive","2008","Schleswig-Holstein","inadequately","","","","","5"
"Too Expensive","2008","Schleswig-Holstein","general elemantary","","","","","5"
"Too Expensive","2008","Schleswig-Holstein","middle vocational","2","","","","5"
"Too Expensive","2008","Schleswig-Holstein","vocational + Abi","","","","","5"
"Too Expensive","2008","Schleswig-Holstein","higher vocational","","","","","5"
"Too Expensive","2008","Schleswig-Holstein","higher education","2","","","","5"
"Too Expensive","2008","Hamburg","in school","","","","","5"
"Too Expensive","2008","Hamburg","inadequately","","","","","5"
"Too Expensive","2008","Hamburg","general elemantary","","","","","5"
"Too Expensive","2008","Hamburg","middle vocational","","","","","5"
"Too Expensive","2008","Hamburg","vocational + Abi","","","","","5"
"Too Expensive","2008","Hamburg","higher vocational","","","","","5"
"Too Expensive","2008","Hamburg","higher education","","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","middle vocational","1","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","higher vocational","1","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","higher education","1","","","","5"
"Too Expensive","2008","Baden-Württemberg","in school","1","","","","5"
"Too Expensive","2008","Baden-Württemberg","inadequately","","","","","5"
"Too Expensive","2008","Baden-Württemberg","general elemantary","1","","","","5"
"Too Expensive","2008","Baden-Württemberg","middle vocational","9","","","","5"
"Too Expensive","2008","Baden-Württemberg","vocational + Abi","3","","","","5"
"Too Expensive","2008","Baden-Württemberg","higher vocational","4","","","","5"
"Too Expensive","2008","Baden-Württemberg","higher education","","","","","5"
"Too Expensive","2008","Bavaria","in school","","","","","5"
"Too Expensive","2008","Lower Saxony","higher vocational","2","","","","5"
"Too Expensive","2008","Lower Saxony","higher education","4","","","","5"
"Too Expensive","2008","Bremen","in school","","","","","5"
"Too Expensive","2008","Bremen","inadequately","","","","","5"
"Too Expensive","2008","Bremen","general elemantary","","","","","5"
"Too Expensive","2008","Bremen","middle vocational","","","","","5"
"Too Expensive","2008","Bremen","vocational + Abi","","","","","5"
"Too Expensive","2008","Bremen","higher vocational","","","","","5"
"Too Expensive","2008","Bremen","higher education","","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","in school","1","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","inadequately","","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","general elemantary","4","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","middle vocational","16","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","vocational + Abi","2","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","higher vocational","3","","","","5"
"Too Expensive","2008","North Rhine-Westphalia","higher education","4","","","","5"
"Too Expensive","2008","Hesse","in school","","","","","5"
"Too Expensive","2008","Hesse","inadequately","","","","","5"
"Too Expensive","2008","Hesse","general elemantary","","","","","5"
"Too Expensive","2008","Hesse","middle vocational","6","","","","5"
"Too Expensive","2008","Hesse","vocational + Abi","","","","","5"
"Too Expensive","2008","Hesse","higher vocational","1","","","","5"
"Too Expensive","2008","Hesse","higher education","","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Too Expensive","2008","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Too Expensive","2008","Bavaria","higher education","1","","","","5"
"Too Expensive","2008","Berlin","in school","","","","","5"
"Too Expensive","2008","Berlin","inadequately","","","","","5"
"Too Expensive","2008","Berlin","general elemantary","","","","","5"
"Too Expensive","2008","Berlin","middle vocational","2","","","","5"
"Too Expensive","2008","Berlin","vocational + Abi","","","","","5"
"Too Expensive","2008","Berlin","higher vocational","","","","","5"
"Too Expensive","2008","Berlin","higher education","","","","","5"
"Too Expensive","2008","Brandenburg","in school","","","","","5"
"Too Expensive","2008","Brandenburg","inadequately","","","","","5"
"Too Expensive","2008","Brandenburg","general elemantary","","","","","5"
"Too Expensive","2008","Brandenburg","middle vocational","8","","","","5"
"Too Expensive","2008","Brandenburg","vocational + Abi","1","","","","5"
"Too Expensive","2008","Brandenburg","higher vocational","1","","","","5"
"Too Expensive","2008","Brandenburg","higher education","3","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","in school","","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","middle vocational","4","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","higher vocational","1","","","","5"
"Too Expensive","2008","Mecklenburg-Western Pomerania","higher education","1","","","","5"
"Too Expensive","2008","Saxony","in school","","","","","5"
"Too Expensive","2008","Saxony","inadequately","","","","","5"
"Too Expensive","2008","Saxony","general elemantary","","","","","5"
"Very Inexpensive","2008","Lower Saxony","vocational + Abi","15","","","","1"
"Very Inexpensive","2008","Lower Saxony","higher vocational","8","","","","1"
"Very Inexpensive","2008","Lower Saxony","higher education","52","0.180570226382368","0.129508113028331","0.231632339736405","1"
"Very Inexpensive","2008","Bremen","in school","","","","","1"
"Very Inexpensive","2008","Bremen","inadequately","","","","","1"
"Very Inexpensive","2008","Bremen","general elemantary","1","","","","1"
"Very Inexpensive","2008","Bremen","middle vocational","6","","","","1"
"Very Inexpensive","2008","Bremen","vocational + Abi","","","","","1"
"Very Inexpensive","2008","Bremen","higher vocational","","","","","1"
"Very Inexpensive","2008","Bremen","higher education","5","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","in school","7","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","inadequately","","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","general elemantary","17","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","middle vocational","106","0.09212742895738","0.0739087310097285","0.110346126905031","1"
"Very Inexpensive","2008","North Rhine-Westphalia","vocational + Abi","19","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","higher vocational","21","","","","1"
"Very Inexpensive","2008","North Rhine-Westphalia","higher education","47","0.0977803145349484","0.072397657409179","0.123162971660718","1"
"Very Inexpensive","2008","Hesse","in school","6","","","","1"
"Very Inexpensive","2008","Hesse","inadequately","1","","","","1"
"Very Inexpensive","2008","Hesse","general elemantary","7","","","","1"
"Very Inexpensive","2008","Hesse","middle vocational","32","0.123844104870794","0.0889839434378395","0.158704266303748","1"
"Very Inexpensive","2008","Hesse","vocational + Abi","6","","","","1"
"Very Inexpensive","2008","Hesse","higher vocational","7","","","","1"
"Very Inexpensive","2008","Hesse","higher education","29","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","in school","2","","","","1"
"Very Inexpensive","2008","Bavaria","higher vocational","25","","","","1"
"Very Inexpensive","2008","Bavaria","higher education","56","0.167359210683951","0.128744345998637","0.205974075369266","1"
"Very Inexpensive","2008","Berlin","in school","","","","","1"
"Very Inexpensive","2008","Berlin","inadequately","","","","","1"
"Very Inexpensive","2008","Berlin","general elemantary","","","","","1"
"Very Inexpensive","2008","Berlin","middle vocational","2","","","","1"
"Very Inexpensive","2008","Berlin","vocational + Abi","","","","","1"
"Very Inexpensive","2008","Berlin","higher vocational","","","","","1"
"Very Inexpensive","2008","Berlin","higher education","8","","","","1"
"Very Inexpensive","2008","Brandenburg","in school","1","","","","1"
"Very Inexpensive","2008","Brandenburg","inadequately","","","","","1"
"Very Inexpensive","2008","Brandenburg","general elemantary","","","","","1"
"Very Inexpensive","2008","Brandenburg","middle vocational","8","","","","1"
"Very Inexpensive","2008","Brandenburg","vocational + Abi","1","","","","1"
"Very Inexpensive","2008","Brandenburg","higher vocational","3","","","","1"
"Very Inexpensive","2008","Brandenburg","higher education","9","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","in school","1","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","middle vocational","13","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","higher vocational","7","","","","1"
"Very Inexpensive","2008","Mecklenburg-Western Pomerania","higher education","14","","","","1"
"Very Inexpensive","2008","Saxony","in school","1","","","","1"
"Very Inexpensive","2008","Saxony","inadequately","","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","in school","1","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","inadequately","","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","general elemantary","5","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","middle vocational","26","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","vocational + Abi","7","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","higher vocational","3","","","","1"
"Very Inexpensive","2008","Schleswig-Holstein","higher education","23","","","","1"
"Very Inexpensive","2008","Hamburg","in school","","","","","1"
"Very Inexpensive","2008","Hamburg","inadequately","","","","","1"
"Very Inexpensive","2008","Hamburg","general elemantary","","","","","1"
"Very Inexpensive","2008","Hamburg","middle vocational","7","","","","1"
"Very Inexpensive","2008","Hamburg","vocational + Abi","","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","general elemantary","7","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","middle vocational","32","0.0833199282245913","0.0544079457871443","0.112231910662038","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","higher vocational","7","","","","1"
"Very Inexpensive","2008","Rhineland-Palatinate,Saarland","higher education","15","","","","1"
"Very Inexpensive","2008","Baden-Württemberg","in school","3","","","","1"
"Very Inexpensive","2008","Baden-Württemberg","inadequately","1","","","","1"
"Very Inexpensive","2008","Baden-Württemberg","general elemantary","3","","","","1"
"Very Inexpensive","2008","Baden-Württemberg","middle vocational","49","0.0757410758820852","0.0557959259995744","0.0956862257645961","1"
"Very Inexpensive","2008","Baden-Württemberg","vocational + Abi","4","","","","1"
"Very Inexpensive","2008","Baden-Württemberg","higher vocational","9","","","","1"
"Very Inexpensive","2008","Saxony","general elemantary","","","","","1"
"Very Inexpensive","2008","Saxony","middle vocational","19","","","","1"
"Very Inexpensive","2008","Saxony","vocational + Abi","3","","","","1"
"Very Inexpensive","2008","Saxony","higher vocational","5","","","","1"
"Very Inexpensive","2008","Saxony","higher education","10","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","in school","2","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","inadequately","1","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","general elemantary","","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","middle vocational","18","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","vocational + Abi","","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","higher vocational","5","","","","1"
"Very Inexpensive","2008","Saxony-Anhalt","higher education","5","","","","1"
"Very Inexpensive","2008","Thuringia","in school","","","","","1"
"Very Inexpensive","2008","Hamburg","higher vocational","3","","","","1"
"Very Inexpensive","2008","Hamburg","higher education","7","","","","1"
"Very Inexpensive","2008","Lower Saxony","in school","12","","","","1"
"Very Inexpensive","2008","Lower Saxony","inadequately","","","","","1"
"Very Inexpensive","2008","Lower Saxony","general elemantary","21","","","","1"
"Very Inexpensive","2008","Lower Saxony","middle vocational","108","0.146064584989895","0.11780554246112","0.17432362751867","1"
"Very Inexpensive","2008","Baden-Württemberg","higher education","37","0.170548878235598","0.128059079273562","0.213038677197633","1"
"Very Inexpensive","2008","Bavaria","in school","10","","","","1"
"Very Inexpensive","2008","Bavaria","inadequately","1","","","","1"
"Very Inexpensive","2008","Bavaria","general elemantary","17","","","","1"
"Very Inexpensive","2008","Bavaria","middle vocational","92","0.0877174936231458","0.0690590454848711","0.10637594176142","1"
"Very Inexpensive","2008","Bavaria","vocational + Abi","9","","","","1"
"Very Inexpensive","2008","Thuringia","inadequately","","","","","1"
"Very Inexpensive","2008","Thuringia","general elemantary","3","","","","1"
"Very Inexpensive","2008","Thuringia","middle vocational","21","","","","1"
"Very Inexpensive","2008","Thuringia","vocational + Abi","1","","","","1"
"Very Inexpensive","2008","Thuringia","higher vocational","4","","","","1"
"Very Inexpensive","2008","Thuringia","higher education","9","","","","1"
"Inexpensive","2009","Schleswig-Holstein","vocational + Abi","4","","","","2"
"Inexpensive","2009","Schleswig-Holstein","higher vocational","15","","","","2"
"Inexpensive","2009","Schleswig-Holstein","higher education","18","","","","2"
"Inexpensive","2009","Schleswig-Holstein","in school","5","","","","2"
"Inexpensive","2009","Schleswig-Holstein","inadequately","","","","","2"
"Inexpensive","2009","Schleswig-Holstein","general elemantary","9","","","","2"
"Inexpensive","2009","Schleswig-Holstein","middle vocational","79","0.455632875710559","0.379642325366056","0.531623426055063","2"
"Inexpensive","2009","Hamburg","in school","2","","","","2"
"Inexpensive","2009","Hamburg","inadequately","","","","","2"
"Inexpensive","2009","Hamburg","general elemantary","","","","","2"
"Inexpensive","2009","Hamburg","middle vocational","10","","","","2"
"Inexpensive","2009","Hamburg","vocational + Abi","1","","","","2"
"Inexpensive","2009","Hamburg","higher vocational","4","","","","2"
"Inexpensive","2009","Hamburg","higher education","19","","","","2"
"Inexpensive","2009","Lower Saxony","in school","7","","","","2"
"Inexpensive","2009","Lower Saxony","inadequately","","","","","2"
"Inexpensive","2009","Lower Saxony","general elemantary","32","0.325979718290479","0.232213964992503","0.419745471588455","2"
"Inexpensive","2009","Lower Saxony","middle vocational","168","0.338957591300488","0.299682397647775","0.378232784953201","2"
"Inexpensive","2009","Lower Saxony","vocational + Abi","19","","","","2"
"Inexpensive","2009","Lower Saxony","higher vocational","26","","","","2"
"Inexpensive","2009","Lower Saxony","higher education","54","0.258350131093898","0.199287788469728","0.317412473718068","2"
"Inexpensive","2009","Bremen","in school","","","","","2"
"Inexpensive","2009","Bremen","inadequately","","","","","2"
"Inexpensive","2009","Bremen","general elemantary","1","","","","2"
"Inexpensive","2009","Bremen","middle vocational","8","","","","2"
"Inexpensive","2009","Thuringia","general elemantary","3","","","","2"
"Inexpensive","2009","Thuringia","middle vocational","62","0.232055683107267","0.181420378120518","0.282690988094017","2"
"Inexpensive","2009","Thuringia","vocational + Abi","2","","","","2"
"Inexpensive","2009","Thuringia","higher vocational","4","","","","2"
"Inexpensive","2009","Thuringia","higher education","20","","","","2"
"Inexpensive","2009","North Rhine-Westphalia","general elemantary","35","0.259140333035797","0.186817735307675","0.331462930763918","2"
"Inexpensive","2009","North Rhine-Westphalia","middle vocational","253","0.279843465114602","0.250366669045236","0.309320261183968","2"
"Inexpensive","2009","North Rhine-Westphalia","vocational + Abi","46","0.269856419122664","0.200643038878933","0.339069799366394","2"
"Inexpensive","2009","North Rhine-Westphalia","higher vocational","36","0.283463976833383","0.211817597283965","0.355110356382802","2"
"Inexpensive","2009","North Rhine-Westphalia","higher education","122","0.281155196057019","0.241511399153494","0.320798992960543","2"
"Inexpensive","2009","Hesse","in school","9","","","","2"
"Inexpensive","2009","Hesse","inadequately","1","","","","2"
"Inexpensive","2009","Bavaria","higher vocational","45","0.433744832931354","0.350145184154293","0.517344481708416","2"
"Inexpensive","2009","Bavaria","higher education","108","0.394680025038687","0.343252167772509","0.446107882304865","2"
"Inexpensive","2009","Berlin","in school","1","","","","2"
"Inexpensive","2009","Berlin","inadequately","","","","","2"
"Inexpensive","2009","Berlin","general elemantary","","","","","2"
"Inexpensive","2009","Berlin","middle vocational","14","","","","2"
"Inexpensive","2009","Berlin","vocational + Abi","4","","","","2"
"Inexpensive","2009","Brandenburg","vocational + Abi","4","","","","2"
"Inexpensive","2009","Brandenburg","higher vocational","11","","","","2"
"Inexpensive","2009","Brandenburg","higher education","43","0.259511276401076","0.187155055457225","0.331867497344926","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","in school","3","","","","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","inadequately","2","","","","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","general elemantary","5","","","","2"
"Inexpensive","2009","Bremen","vocational + Abi","","","","","2"
"Inexpensive","2009","Bremen","higher vocational","1","","","","2"
"Inexpensive","2009","Bremen","higher education","7","","","","2"
"Inexpensive","2009","North Rhine-Westphalia","in school","21","","","","2"
"Inexpensive","2009","North Rhine-Westphalia","inadequately","","","","","2"
"Inexpensive","2009","Hesse","general elemantary","17","","","","2"
"Inexpensive","2009","Hesse","middle vocational","96","0.270959199528002","0.22210944357256","0.319808955483443","2"
"Inexpensive","2009","Hesse","vocational + Abi","15","","","","2"
"Inexpensive","2009","Hesse","higher vocational","18","","","","2"
"Inexpensive","2009","Hesse","higher education","66","0.36747448469571","0.299806474717345","0.435142494674076","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","in school","5","","","","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","inadequately","1","","","","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","general elemantary","24","","","","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","middle vocational","101","0.310944532337376","0.259746670873148","0.362142393801604","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","vocational + Abi","8","","","","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","higher vocational","19","","","","2"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","higher education","27","","","","2"
"Inexpensive","2009","Baden-Württemberg","in school","12","","","","2"
"Inexpensive","2009","Baden-Württemberg","inadequately","1","","","","2"
"Inexpensive","2009","Baden-Württemberg","general elemantary","32","0.302196339317561","0.229193875393486","0.375198803241636","2"
"Inexpensive","2009","Baden-Württemberg","middle vocational","153","0.199258315519233","0.167455452043481","0.231061178994985","2"
"Inexpensive","2009","Baden-Württemberg","vocational + Abi","13","","","","2"
"Inexpensive","2009","Baden-Württemberg","higher vocational","33","0.232805041356118","0.152728508161628","0.312881574550608","2"
"Inexpensive","2009","Berlin","higher education","23","","","","2"
"Inexpensive","2009","Brandenburg","in school","3","","","","2"
"Inexpensive","2009","Brandenburg","inadequately","","","","","2"
"Inexpensive","2009","Brandenburg","general elemantary","6","","","","2"
"Inexpensive","2009","Brandenburg","middle vocational","49","0.293371505748994","0.222822217334267","0.363920794163721","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","middle vocational","53","0.363664641391719","0.274573884978587","0.452755397804851","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","higher vocational","12","","","","2"
"Inexpensive","2009","Mecklenburg-Western Pomerania","higher education","31","0.348390109408965","0.248841889760691","0.447938329057239","2"
"Inexpensive","2009","Saxony","in school","3","","","","2"
"Inexpensive","2009","Saxony","inadequately","","","","","2"
"Inexpensive","2009","Saxony","general elemantary","11","","","","2"
"Inexpensive","2009","Saxony","middle vocational","103","0.307466050018011","0.257220835529334","0.357711264506688","2"
"Inexpensive","2009","Saxony","vocational + Abi","11","","","","2"
"Inexpensive","2009","Saxony","higher vocational","21","","","","2"
"Inexpensive","2009","Saxony","higher education","43","0.253367777185722","0.185762813464613","0.32097274090683","2"
"Inexpensive","2009","Saxony-Anhalt","in school","2","","","","2"
"Inexpensive","2009","Saxony-Anhalt","inadequately","","","","","2"
"Inexpensive","2009","Saxony-Anhalt","general elemantary","1","","","","2"
"Inexpensive","2009","Saxony-Anhalt","middle vocational","53","0.306300981490616","0.245250967496345","0.367350995484888","2"
"Inexpensive","2009","Saxony-Anhalt","vocational + Abi","1","","","","2"
"Inexpensive","2009","Saxony-Anhalt","higher vocational","11","","","","2"
"Inexpensive","2009","Saxony-Anhalt","higher education","21","","","","2"
"Inexpensive","2009","Thuringia","in school","1","","","","2"
"Inexpensive","2009","Thuringia","inadequately","","","","","2"
"Inexpensive","2009","Baden-Württemberg","higher education","90","0.361914459296588","0.306220576900914","0.417608341692263","2"
"Inexpensive","2009","Bavaria","in school","17","","","","2"
"Inexpensive","2009","Bavaria","inadequately","3","","","","2"
"Inexpensive","2009","Bavaria","general elemantary","45","0.337981686040687","0.259626876522748","0.416336495558626","2"
"Inexpensive","2009","Bavaria","middle vocational","251","0.306774322951234","0.275457880973264","0.338090764929204","2"
"Inexpensive","2009","Bavaria","vocational + Abi","24","","","","2"
"Inexpensive","2009","Berlin","higher vocational","5","","","","2"
"Reasonable","2009","Bremen","higher education","4","","","","3"
"Reasonable","2009","North Rhine-Westphalia","in school","49","0.573213910506073","0.464829558372378","0.681598262639767","3"
"Reasonable","2009","North Rhine-Westphalia","inadequately","2","","","","3"
"Reasonable","2009","North Rhine-Westphalia","general elemantary","70","0.497911394338722","0.415382742633184","0.58044004604426","3"
"Reasonable","2009","North Rhine-Westphalia","middle vocational","447","0.507025937621597","0.47419854705427","0.539853328188923","3"
"Reasonable","2009","North Rhine-Westphalia","vocational + Abi","88","0.559566722023026","0.4821587749527","0.636974669093352","3"
"Reasonable","2009","North Rhine-Westphalia","higher vocational","79","0.522685124554636","0.443279941386669","0.602090307722603","3"
"Reasonable","2009","North Rhine-Westphalia","higher education","266","0.518106918083942","0.474044364954079","0.562169471213805","3"
"Reasonable","2009","Hesse","in school","9","","","","3"
"Reasonable","2009","Hesse","inadequately","1","","","","3"
"Reasonable","2009","Hesse","general elemantary","27","","","","3"
"Reasonable","2009","Hesse","middle vocational","163","0.516638634931366","0.461714409837552","0.57156286002518","3"
"Reasonable","2009","Thuringia","general elemantary","19","","","","3"
"Reasonable","2009","Thuringia","middle vocational","140","0.54014517196004","0.480364872688251","0.599925471231828","3"
"Reasonable","2009","Thuringia","vocational + Abi","5","","","","3"
"Reasonable","2009","Thuringia","higher vocational","18","","","","3"
