"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"A little too big","2014","higher vocational","Rural Area","96","0.217036787576467","0.184948922931223","0.249124652221712","4"
"A little too big","2014","higher education","Urban Area","575","0.137191073533033","0.127190938693538","0.147191208372528","4"
"A little too big","2014","higher education","Rural Area","268","0.197576307259449","0.178598519253691","0.216554095265208","4"
"A little too small","2014","in school","Urban Area","126","0.176843287006785","0.146237998564988","0.207448575448583","2"
"A little too small","2014","in school","Rural Area","46","0.127638325234827","0.0890331098323829","0.166243540637271","2"
"A little too small","2014","inadequately","Urban Area","87","0.253863561928736","0.208967959912515","0.298759163944957","2"
"A little too small","2014","inadequately","Rural Area","20","","","","2"
"A little too small","2014","general elemantary","Urban Area","386","0.131765194825807","0.117527574674745","0.146002814976869","2"
"A little too small","2014","general elemantary","Rural Area","156","0.0977172073271941","0.0799588491504198","0.115475565503968","2"
"A little too small","2014","middle vocational","Urban Area","1213","0.128607112015682","0.121130341900669","0.136083882130695","2"
"A little too small","2014","middle vocational","Rural Area","593","0.102166728079914","0.0936779290522132","0.110655527107614","2"
"A little too small","2014","vocational + Abi","Urban Area","295","0.157096859741421","0.138681718705205","0.175512000777636","2"
"A little too small","2014","vocational + Abi","Rural Area","86","0.142896766381282","0.113833243133177","0.171960289629387","2"
"A little too small","2014","higher vocational","Urban Area","138","0.119656535377559","0.0991470464134412","0.140166024341677","2"
"A little too small","2014","higher vocational","Rural Area","86","0.125459292701876","0.0996756131971979","0.151242972206555","2"
"A little too small","2014","higher education","Urban Area","828","0.169473606915234","0.158568915772474","0.180378298057994","2"
"A little too small","2014","higher education","Rural Area","204","0.100743966703907","0.0863980768923923","0.115089856515422","2"
"Just right","2014","in school","Urban Area","409","0.706984039373635","0.670474078400805","0.743494000346466","3"
"Just right","2014","in school","Rural Area","205","0.735305372381149","0.684265030403976","0.786345714358321","3"
"Just right","2014","inadequately","Urban Area","225","0.617048050174704","0.566903224624361","0.667192875725047","3"
"Just right","2014","inadequately","Rural Area","100","0.722295392105959","0.649145142884517","0.795445641327402","3"
"Just right","2014","general elemantary","Urban Area","1479","0.72174051068139","0.702876502103202","0.740604519259578","3"
"Just right","2014","general elemantary","Rural Area","745","0.705768132699017","0.678514661389322","0.733021604008711","3"
"Just right","2014","middle vocational","Urban Area","5360","0.713251716872422","0.703151135882054","0.723352297862791","3"
"Just right","2014","middle vocational","Rural Area","3461","0.700913731651957","0.688080850188968","0.713746613114946","3"
"Just right","2014","vocational + Abi","Urban Area","1024","0.701937545120466","0.678789978923269","0.725085111317664","3"
"Just right","2014","vocational + Abi","Rural Area","410","0.727233538437333","0.690246213036662","0.764220863838003","3"
"Just right","2014","higher vocational","Urban Area","677","0.705628338874573","0.676828068731094","0.734428609018051","3"
"Just right","2014","higher vocational","Rural Area","426","0.617114154536295","0.579276790638914","0.654951518433677","3"
"Just right","2014","higher education","Urban Area","2961","0.652217292144991","0.638374115499947","0.666060468790035","3"
"Just right","2014","higher education","Rural Area","1160","0.664395734006947","0.64188946833246","0.686901999681433","3"
"Much too big","2014","in school","Urban Area","1","","","","5"
"Much too big","2014","in school","Rural Area","","","","","5"
"Much too big","2014","inadequately","Urban Area","1","","","","5"
"Much too big","2014","inadequately","Rural Area","1","","","","5"
"Much too big","2014","general elemantary","Urban Area","26","","","","5"
"Much too big","2014","general elemantary","Rural Area","17","","","","5"
"Much too big","2014","middle vocational","Urban Area","102","0.0188723153630297","0.0158331810976612","0.0219114496283982","5"
"Much too big","2014","middle vocational","Rural Area","76","0.0216481524282503","0.0175691720628015","0.025727132793699","5"
"Much too big","2014","vocational + Abi","Urban Area","13","","","","5"
"Much too big","2014","vocational + Abi","Rural Area","7","","","","5"
"Much too big","2014","higher vocational","Urban Area","9","","","","5"
"Much too big","2014","higher vocational","Rural Area","18","","","","5"
"Much too big","2014","higher education","Urban Area","71","0.019068258729318","0.0150930446140678","0.0230434728445681","5"
"Much too big","2014","higher education","Rural Area","43","0.0318805978130628","0.0235071565648698","0.0402540390612558","5"
"Much too small","2014","inadequately","Rural Area","16","","","","1"
"Much too small","2014","general elemantary","Urban Area","109","0.0274731694314081","0.0205926119052775","0.0343537269575387","1"
"Much too small","2014","general elemantary","Rural Area","40","0.0306292466865771","0.0203239840522491","0.0409345093209051","1"
"Much too small","2014","middle vocational","Urban Area","214","0.0176527438860711","0.0147116210873447","0.0205938666847975","1"
"Much too small","2014","in school","Urban Area","24","","","","1"
"Much too small","2014","in school","Rural Area","10","","","","1"
"Much too small","2014","inadequately","Urban Area","33","0.0618079431048867","0.0369673185180994","0.086648567691674","1"
"Much too small","2014","middle vocational","Rural Area","122","0.0174322801525725","0.0137640886036546","0.0211004717014904","1"
"Much too small","2014","vocational + Abi","Urban Area","59","0.0252217438950488","0.0172868169301248","0.0331566708599728","1"
"Much too small","2014","vocational + Abi","Rural Area","7","","","","1"
"Much too small","2014","higher vocational","Urban Area","7","","","","1"
"Much too small","2014","higher vocational","Rural Area","8","","","","1"
"Much too small","2014","higher education","Urban Area","112","0.0220497686774242","0.0177815564106057","0.0263179809442426","1"
"Much too small","2014","higher education","Rural Area","16","","","","1"
"A little too big","2015","in school","Urban Area","39","0.079435657372037","0.0563041858962365","0.102567128847837","4"
"A little too big","2015","in school","Rural Area","26","","","","4"
"A little too big","2015","inadequately","Urban Area","10","","","","4"
"A little too big","2015","inadequately","Rural Area","10","","","","4"
"A little too big","2015","general elemantary","Urban Area","149","0.105152454592639","0.0919698672768967","0.118335041908381","4"
"A little too big","2015","general elemantary","Rural Area","116","0.156246560243285","0.134168885645828","0.178324234840742","4"
"A little too big","2015","middle vocational","Urban Area","757","0.122419393535554","0.11498453484321","0.129854252227898","4"
"A little too big","2015","middle vocational","Rural Area","567","0.151520013244148","0.141350101024761","0.161689925463534","4"
"A little too big","2015","vocational + Abi","Urban Area","112","0.0988096836343439","0.0841329012611538","0.113486466007534","4"
"A little too big","2015","vocational + Abi","Rural Area","45","0.117847105833595","0.0915843557192532","0.144109855947936","4"
"A little too big","2015","higher vocational","Urban Area","116","0.15271538917186","0.129621546880833","0.175809231462886","4"
"A little too big","2015","higher vocational","Rural Area","93","0.204217406756868","0.172173910368533","0.236260903145202","4"
"A little too big","2015","higher education","Urban Area","614","0.1552741300149","0.14492676953356","0.165621490496239","4"
"A little too big","2015","higher education","Rural Area","253","0.164989899130848","0.147579829247116","0.182399969014581","4"
"A little too small","2015","in school","Urban Area","117","0.224716443924972","0.189012503231498","0.260420384618446","2"
"A little too small","2015","in school","Rural Area","38","0.148479445717058","0.104490660692409","0.192468230741707","2"
"A little too small","2015","inadequately","Urban Area","105","0.219125721794795","0.177859787981656","0.260391655607934","2"
"A little too small","2015","inadequately","Rural Area","25","","","","2"
"A little too small","2015","general elemantary","Urban Area","367","0.1329578727671","0.118366587367185","0.147549158167015","2"
"A little too small","2015","general elemantary","Rural Area","126","0.090982655215067","0.073496041930547","0.108469268499587","2"
"A little too small","2015","middle vocational","Urban Area","1138","0.109063896092632","0.101993107030722","0.116134685154542","2"
"A little too small","2015","middle vocational","Rural Area","585","0.0985245136107561","0.0900715205275141","0.106977506693998","2"
"A little too small","2015","vocational + Abi","Urban Area","312","0.158929421481947","0.140947288136323","0.176911554827572","2"
"A little too small","2015","vocational + Abi","Rural Area","103","0.152609527958705","0.123318040791858","0.181901015125551","2"
"A little too small","2015","higher vocational","Urban Area","143","0.130281941591535","0.108671109462979","0.151892773720092","2"
"A little too small","2015","higher vocational","Rural Area","60","0.0744938576235594","0.053622716897403","0.0953649983497157","2"
"A little too small","2015","higher education","Urban Area","827","0.166880593102547","0.156227427639112","0.177533758565981","2"
"A little too small","2015","higher education","Rural Area","185","0.0847004572200107","0.0716402378611242","0.0977606765788972","2"
"Just right","2015","in school","Urban Area","338","0.651188314536402","0.610420516814845","0.691956112257958","3"
"Just right","2015","in school","Rural Area","178","0.713253365531094","0.657305656221946","0.769201074840242","3"
"Just right","2015","inadequately","Urban Area","229","0.628573801913606","0.580371381830098","0.676776221997113","3"
"Just right","2015","inadequately","Rural Area","100","0.736588949653776","0.666332012627681","0.806845886679872","3"
"Just right","2015","general elemantary","Urban Area","1420","0.713336467457125","0.693903019524065","0.732769915390185","3"
"Just right","2015","general elemantary","Rural Area","743","0.716100003875608","0.68868364043729","0.743516367313925","3"
"Just right","2015","middle vocational","Urban Area","5233","0.732161034963947","0.722116165820631","0.742205904107264","3"
"Just right","2015","middle vocational","Rural Area","3443","0.712540998161852","0.699704271650638","0.725377724673066","3"
"Just right","2015","vocational + Abi","Urban Area","1068","0.678772005534637","0.655805681060577","0.701738330008696","3"
"Just right","2015","vocational + Abi","Rural Area","413","0.700425750346523","0.663114302551691","0.737737198141355","3"
"Just right","2015","higher vocational","Urban Area","650","0.695716900634832","0.666177932029729","0.725255869239934","3"
"Just right","2015","higher vocational","Rural Area","432","0.682368987822366","0.645363392854665","0.719374582790066","3"
"Just right","2015","higher education","Urban Area","3096","0.642296637185708","0.628601970538059","0.655991303833357","3"
"Just right","2015","higher education","Rural Area","1254","0.719678765943948","0.698610765731932","0.740746766155965","3"
"Much too big","2015","in school","Urban Area","1","","","","5"
"Much too big","2015","in school","Rural Area","1","","","","5"
"Much too big","2015","inadequately","Urban Area","","","","","5"
"Much too big","2015","inadequately","Rural Area","1","","","","5"
"Much too big","2015","general elemantary","Urban Area","21","","","","5"
"Much too big","2015","general elemantary","Rural Area","17","","","","5"
"Much too big","2015","middle vocational","Urban Area","105","0.0176129651253281","0.0146292205192524","0.0205967097314038","5"
"Much too big","2015","middle vocational","Rural Area","74","0.0231612132071095","0.0188948924606387","0.0274275339535803","5"
"Much too big","2015","vocational + Abi","Urban Area","24","","","","5"
"Much too big","2015","vocational + Abi","Rural Area","5","","","","5"
"Much too big","2015","higher vocational","Urban Area","9","","","","5"
"Much too big","2015","higher vocational","Rural Area","20","","","","5"
"Much too big","2015","higher education","Urban Area","71","0.0193752308646253","0.0154370378097216","0.0233134239195289","5"
"Much too big","2015","higher education","Rural Area","37","0.0242272862762632","0.0170153365341386","0.0314392360183877","5"
"Much too small","2015","in school","Urban Area","30","0.0443727090191136","0.0267581942856974","0.0619872237525298","1"
"Much too small","2015","in school","Rural Area","8","","","","1"
"Much too small","2015","inadequately","Urban Area","42","0.100477723534535","0.0704864233540966","0.130469023714973","1"
"Much too small","2015","inadequately","Rural Area","15","","","","1"
"Much too small","2015","general elemantary","Urban Area","123","0.0364486211428687","0.0283949403214131","0.0445023019643244","1"
"Much too small","2015","general elemantary","Rural Area","37","0.0173567045178154","0.00941576478592954","0.0252976442497012","1"
"Much too small","2015","middle vocational","Urban Area","233","0.0187427102825384","0.0156665302960746","0.0218188902690021","1"
"Much too small","2015","middle vocational","Rural Area","106","0.0142532617761346","0.0108912346888844","0.0176152888633848","1"
"Much too small","2015","vocational + Abi","Urban Area","72","0.039866163914388","0.0302435966972424","0.0494887311315336","1"
"Much too small","2015","vocational + Abi","Rural Area","13","","","","1"
"Much too small","2015","higher vocational","Urban Area","14","","","","1"
"Much too small","2015","higher vocational","Rural Area","3","","","","1"
"Much too small","2015","higher education","Urban Area","98","0.0161734088322204","0.0125694303418398","0.019777387322601","1"
"Much too small","2015","higher education","Rural Area","17","","","","1"
"A little too big","2016","in school","Urban Area","33","0.0765570325089482","0.0536377823891509","0.0994762826287455","4"
"A little too big","2016","in school","Rural Area","23","","","","4"
"A little too big","2016","inadequately","Urban Area","21","","","","4"
"A little too big","2016","inadequately","Rural Area","5","","","","4"
"A little too big","2016","general elemantary","Urban Area","124","0.0757484422010766","0.0646868868843508","0.0868099975178024","4"
"A little too big","2016","general elemantary","Rural Area","90","0.104453403075516","0.0864038802216499","0.122502925929383","4"
"A little too big","2016","middle vocational","Urban Area","675","0.11203771743965","0.104704672966407","0.119370761912893","4"
"A little too big","2016","middle vocational","Rural Area","538","0.159502662157084","0.148783414523252","0.170221909790916","4"
"A little too big","2016","vocational + Abi","Urban Area","122","0.0900720980143326","0.0757830092290428","0.104361186799622","4"
"A little too big","2016","vocational + Abi","Rural Area","41","0.117983793315624","0.0912658184061233","0.144701768225125","4"
"A little too big","2016","higher vocational","Urban Area","89","0.116775690712964","0.0951858043013101","0.138365577124617","4"
"A little too big","2016","higher vocational","Rural Area","97","0.236546104973035","0.201411971936871","0.271680238009198","4"
"A little too big","2016","higher education","Urban Area","603","0.164238267267375","0.153655279789731","0.17482125474502","4"
"A little too big","2016","higher education","Rural Area","266","0.18444254532231","0.166540277005244","0.202344813639377","4"
"A little too small","2016","in school","Urban Area","108","0.21025730459863","0.175131913006453","0.245382696190807","2"
"A little too small","2016","in school","Rural Area","35","0.179821973401792","0.129189703372262","0.230454243431322","2"
"A little too small","2016","inadequately","Urban Area","233","0.243657739693763","0.216930103397239","0.270385375990287","2"
"A little too small","2016","inadequately","Rural Area","100","0.092859872191844","0.0661916771471868","0.119528067236501","2"
"A little too small","2016","general elemantary","Rural Area","178","0.109719341948328","0.0912749050474645","0.128163778849192","2"
"A little too small","2016","middle vocational","Urban Area","1069","0.111115195991371","0.103808611638426","0.118421780344316","2"
"A little too small","2016","middle vocational","Rural Area","567","0.104602100544753","0.0956424637742788","0.113561737315228","2"
"A little too small","2016","vocational + Abi","Urban Area","282","0.144819465142317","0.127254460159634","0.162384470125","2"
"A little too small","2016","vocational + Abi","Rural Area","93","0.193914372527415","0.161169020321383","0.226659724733447","2"
"A little too small","2016","higher vocational","Urban Area","112","0.107494477180117","0.0866717715216594","0.128317182838575","2"
"A little too small","2016","higher vocational","Rural Area","50","0.0756113510020997","0.0537538385641973","0.0974688634400021","2"
"A little too small","2016","higher education","Urban Area","860","0.178946453667714","0.167997385678176","0.189895521657253","2"
"A little too small","2016","higher education","Rural Area","234","0.107689301486843","0.0933807866663066","0.121997816307379","2"
"A little too small","2016","general elemantary","Urban Area","392","0.147441906072311","0.132619909578288","0.162263902566334","2"
"Just right","2016","in school","Urban Area","351","0.685470964123087","0.645446297528003","0.725495630718171","3"
"Just right","2016","in school","Rural Area","155","0.611547594687462","0.547288294313635","0.675806895061289","3"
"Just right","2016","inadequately","Urban Area","568","0.625025103251223","0.594883864911687","0.655166341590758","3"
"Just right","2016","inadequately","Rural Area","294","0.827819838812394","0.793130033476775","0.862509644148013","3"
"Just right","2016","general elemantary","Urban Area","1511","0.736662433199106","0.718249417740414","0.755075448657798","3"
"Just right","2016","general elemantary","Rural Area","758","0.747722174155067","0.722090911289521","0.773353437020614","3"
"Just right","2016","middle vocational","Urban Area","5022","0.740729462767643","0.730540937503566","0.75091798803172","3"
"Just right","2016","middle vocational","Rural Area","3239","0.70563991003791","0.692297226167114","0.718982593908706","3"
"Just right","2016","vocational + Abi","Urban Area","1053","0.708441218997195","0.685757154267476","0.731125283726913","3"
"Just right","2016","vocational + Abi","Rural Area","408","0.674573252804547","0.635767576320579","0.713378929288515","3"
"Just right","2016","higher vocational","Urban Area","627","0.752267381650197","0.723246116561518","0.781288646738875","3"
"Just right","2016","higher vocational","Rural Area","396","0.657362859656287","0.61812550380288","0.696600215509694","3"
"Just right","2016","higher education","Urban Area","3044","0.62730139775295","0.613489706118415","0.641113089387486","3"
"Just right","2016","higher education","Rural Area","1209","0.667982600101883","0.646244918425247","0.689720281778519","3"
"Much too big","2016","in school","Urban Area","1","","","","5"
"Much too big","2016","in school","Rural Area","1","","","","5"
"Much too big","2016","inadequately","Urban Area","8","","","","5"
"Much too big","2016","inadequately","Rural Area","6","","","","5"
"Much too big","2016","general elemantary","Urban Area","17","","","","5"
"Much too big","2016","general elemantary","Rural Area","18","","","","5"
"Much too big","2016","middle vocational","Urban Area","98","0.0178576434133934","0.0147786821349735","0.0209366046918134","5"
"Much too big","2016","middle vocational","Rural Area","55","0.0201164785001115","0.0160061609937253","0.0242267960064978","5"
"Much too big","2016","vocational + Abi","Urban Area","11","","","","5"
"Much too big","2016","vocational + Abi","Rural Area","5","","","","5"
"Much too big","2016","higher vocational","Urban Area","11","","","","5"
"Much too big","2016","higher vocational","Rural Area","15","","","","5"
"Much too big","2016","higher education","Urban Area","54","0.0146813107498172","0.0112457262099095","0.0181168952897249","5"
"Much too big","2016","higher education","Rural Area","52","0.0331997510732325","0.0249301222274337","0.0414693799190312","5"
"Much too small","2016","general elemantary","Rural Area","59","0.00899770695049089","0.00342503360497086","0.0145703802960109","1"
"Much too small","2016","middle vocational","Urban Area","243","0.0182599803879425","0.0151471652190964","0.0213727955567886","1"
"Much too small","2016","middle vocational","Rural Area","83","0.0101388487601405","0.00720597326252581","0.0130717242577552","1"
"Much too small","2016","vocational + Abi","Urban Area","74","0.0398000338627329","0.030042760598286","0.0495573071271797","1"
"Much too small","2016","vocational + Abi","Rural Area","13","","","","1"
"Much too small","2016","in school","Urban Area","24","","","","1"
"Much too small","2016","higher vocational","Urban Area","11","","","","1"
"Much too small","2016","higher vocational","Rural Area","4","","","","1"
"Much too small","2016","higher education","Urban Area","147","0.0148325705621428","0.011379598233098","0.0182855428911875","1"
"Much too small","2016","higher education","Rural Area","42","0.00668580201573085","0.00292422199441561","0.0104473820370461","1"
"Much too small","2016","in school","Rural Area","7","","","","1"
"Much too small","2016","inadequately","Urban Area","161","0.0799099442393431","0.0630278295614979","0.0967920589171883","1"
"Much too small","2016","inadequately","Rural Area","50","0.0571897489953225","0.0358537178888665","0.0785257801017785","1"
"Much too small","2016","general elemantary","Urban Area","154","0.0289456863448848","0.0219368174908653","0.0359545551989042","1"
"A little too big","2017","in school","Urban Area","41","0.066800818345845","0.0464988525904396","0.0871027841012504","4"
"A little too big","2017","in school","Rural Area","18","","","","4"
"A little too big","2017","inadequately","Urban Area","24","","","","4"
"A little too big","2017","inadequately","Rural Area","17","","","","4"
"A little too big","2017","general elemantary","Urban Area","138","0.0866703150787168","0.0754023807685857","0.0979382493888479","4"
"A little too big","2017","general elemantary","Rural Area","126","0.134305640701389","0.115938839773597","0.152672441629181","4"
"A little too big","2017","middle vocational","Urban Area","785","0.116535587600393","0.109383150132656","0.12368802506813","4"
"A little too big","2017","middle vocational","Rural Area","598","0.155389960321517","0.145418910566238","0.165361010076796","4"
"A little too big","2017","vocational + Abi","Urban Area","130","0.0944510036901017","0.0804538147427338","0.10844819263747","4"
"A little too big","2017","vocational + Abi","Rural Area","50","0.109776247749419","0.0856883038770532","0.133864191621785","4"
"A little too big","2017","higher vocational","Urban Area","119","0.140687342714698","0.118021754537129","0.163352930892267","4"
"A little too big","2017","higher vocational","Rural Area","110","0.196815770262531","0.165940134547168","0.227691405977894","4"
"A little too big","2017","higher education","Urban Area","639","0.137955015377264","0.12861871699844","0.147291313756088","4"
"A little too big","2017","higher education","Rural Area","314","0.202980374420054","0.185504962695474","0.220455786144633","4"
"A little too small","2017","inadequately","Rural Area","135","0.138474081139501","0.111042056351599","0.165906105927403","2"
"A little too small","2017","in school","Urban Area","112","0.204422252546843","0.171630439960055","0.237214065133632","2"
"A little too small","2017","in school","Rural Area","39","0.16994376791156","0.121923946706781","0.217963589116339","2"
"A little too small","2017","inadequately","Urban Area","307","0.174939264433887","0.154475255989341","0.195403272878432","2"
"A little too small","2017","general elemantary","Rural Area","190","0.0688124581421398","0.0551774245244705","0.082447491759809","2"
"A little too small","2017","middle vocational","Rural Area","574","0.0968200335813698","0.0886810335876081","0.104959033575131","2"
"A little too small","2017","vocational + Abi","Urban Area","298","0.153027781184352","0.135797146172566","0.170258416196139","2"
"A little too small","2017","higher vocational","Urban Area","118","0.0952294703837699","0.0760948970187988","0.114364043748741","2"
"A little too small","2017","higher vocational","Rural Area","68","0.0817135787483881","0.0604412727430609","0.102985884753715","2"
"A little too small","2017","middle vocational","Urban Area","1161","0.11285107301935","0.105797951497413","0.119904194541287","2"
"A little too small","2017","general elemantary","Urban Area","437","0.121642126510956","0.10855111865982","0.134733134362092","2"
"A little too small","2017","vocational + Abi","Rural Area","92","0.121676698289099","0.0964867740517553","0.146866622526443","2"
"A little too small","2017","higher education","Urban Area","968","0.168349819466329","0.158219627349536","0.178480011583121","2"
"A little too small","2017","higher education","Rural Area","229","0.0967814654262324","0.0839357468992931","0.109627183953172","2"
"Just right","2017","inadequately","Rural Area","374","0.742639462217279","0.707917885861095","0.777361038573464","3"
"Just right","2017","general elemantary","Urban Area","1618","0.721749880984981","0.703802281390227","0.739697480579736","3"
"Just right","2017","general elemantary","Rural Area","921","0.743429310705082","0.719904428427828","0.766954192982337","3"
"Just right","2017","middle vocational","Urban Area","5415","0.733505228415865","0.723649784116157","0.743360672715572","3"
"Just right","2017","middle vocational","Rural Area","3702","0.71270191090694","0.700247545143705","0.725156276670175","3"
"Just right","2017","vocational + Abi","Urban Area","1159","0.692261856374891","0.670171260748395","0.714352452001388","3"
"Just right","2017","vocational + Abi","Rural Area","479","0.73495551078377","0.700947136989091","0.768963884578449","3"
"Just right","2017","higher vocational","Urban Area","651","0.747434822142829","0.719111951054852","0.775757693230805","3"
"Just right","2017","in school","Urban Area","404","0.698044615491681","0.660713324863384","0.735375906119979","3"
"Just right","2017","in school","Rural Area","167","0.628901704705755","0.567135626708194","0.690667782703316","3"
"Just right","2017","inadequately","Urban Area","757","0.694987584488973","0.670187601643473","0.719787567334473","3"
"Just right","2017","higher vocational","Rural Area","434","0.678253117117613","0.641976110177908","0.714530124057318","3"
"Just right","2017","higher education","Urban Area","3396","0.658768800292398","0.645932735844466","0.67160486474033","3"
"Just right","2017","higher education","Rural Area","1401","0.668160831099521","0.647702499473398","0.688619162725644","3"
"Much too big","2017","in school","Urban Area","1","","","","5"
"Much too big","2017","in school","Rural Area","2","","","","5"
"Much too big","2017","inadequately","Urban Area","2","","","","5"
"Much too big","2017","inadequately","Rural Area","1","","","","5"
"Much too big","2017","general elemantary","Urban Area","20","","","","5"
"Much too big","2017","general elemantary","Rural Area","21","","","","5"
"Much too big","2017","middle vocational","Urban Area","103","0.0170924696655209","0.014203193902575","0.0199817454284669","5"
"Much too big","2017","middle vocational","Rural Area","74","0.0219153621005908","0.0178857445440191","0.0259449796571624","5"
"Much too big","2017","vocational + Abi","Urban Area","22","","","","5"
"Much too big","2017","vocational + Abi","Rural Area","6","","","","5"
"Much too big","2017","higher vocational","Urban Area","8","","","","5"
"Much too big","2017","higher vocational","Rural Area","17","","","","5"
"Much too big","2017","higher education","Urban Area","75","0.0188740110609915","0.0151898763343842","0.0225581457875987","5"
"Much too big","2017","higher education","Rural Area","40","0.0187801399780252","0.0128822256250334","0.024678054331017","5"
"Much too small","2017","in school","Urban Area","23","","","","1"
"Much too small","2017","in school","Rural Area","9","","","","1"
"Much too small","2017","inadequately","Urban Area","234","0.114261733812796","0.0971258224436741","0.131397645181917","1"
"Much too small","2017","inadequately","Rural Area","82","0.0752161214381271","0.0542694491917886","0.0961627936844656","1"
"Much too small","2017","general elemantary","Urban Area","182","0.0508929570805869","0.0420909487934659","0.059694965367708","1"
"Much too small","2017","general elemantary","Rural Area","66","0.0231061365484216","0.0150134735224591","0.0311987995743841","1"
"Much too small","2017","middle vocational","Urban Area","267","0.0200156412988713","0.0168937010907753","0.0231375815069674","1"
"Much too small","2017","middle vocational","Rural Area","123","0.0131727330895822","0.0100346835004838","0.0163107826786805","1"
"Much too small","2017","vocational + Abi","Urban Area","68","0.0356745225764592","0.0267973949234674","0.044551650229451","1"
"Much too small","2017","vocational + Abi","Rural Area","20","","","","1"
"Much too small","2017","higher vocational","Urban Area","8","","","","1"
"Much too small","2017","higher vocational","Rural Area","8","","","","1"
"Much too small","2017","higher education","Urban Area","163","0.0160523538030181","0.0126498676349042","0.019454839971132","1"
"Much too small","2017","higher education","Rural Area","51","0.0132971890761677","0.00832051741307102","0.0182738607392643","1"
"A little too big","2018","in school","Urban Area","23","","","","4"
"A little too big","2018","in school","Rural Area","17","","","","4"
"A little too big","2018","inadequately","Urban Area","39","0.0605518320593011","0.0475667216698339","0.0735369424487684","4"
"A little too big","2018","inadequately","Rural Area","18","","","","4"
"A little too big","2018","general elemantary","Urban Area","141","0.0841024005855768","0.0727301155201754","0.0954746856509783","4"
"A little too big","2018","general elemantary","Rural Area","112","0.115648695067603","0.0979835175985897","0.133313872536616","4"
"A little too big","2018","middle vocational","Urban Area","711","0.110922378913758","0.103741584416883","0.118103173410632","4"
"A little too big","2018","middle vocational","Rural Area","580","0.164571451351297","0.154037858682368","0.175105044020226","4"
"A little too big","2018","vocational + Abi","Urban Area","119","0.114414549308709","0.0986641168468844","0.130164981770534","4"
"A little too big","2018","vocational + Abi","Rural Area","51","0.125058254873809","0.0992487803529807","0.150867729394638","4"
"A little too big","2018","higher vocational","Urban Area","107","0.139374224402968","0.115980980355696","0.16276746845024","4"
"A little too big","2018","higher vocational","Rural Area","115","0.245777982622266","0.211583145816686","0.279972819427846","4"
"A little too big","2018","higher education","Urban Area","652","0.153578601932641","0.143630662330127","0.163526541535154","4"
"A little too big","2018","higher education","Rural Area","303","0.191587754733396","0.173910495347282","0.209265014119511","4"
"A little too small","2018","vocational + Abi","Urban Area","283","0.130571856532147","0.113900219136167","0.147243493928128","2"
"A little too small","2018","vocational + Abi","Rural Area","101","0.136109316818641","0.109354207265889","0.162864426371393","2"
"A little too small","2018","higher vocational","Urban Area","115","0.11077080851683","0.0895719945481698","0.13196962248549","2"
"A little too small","2018","higher vocational","Rural Area","51","0.0701693838493581","0.0498825067971748","0.0904562609015413","2"
"A little too small","2018","higher education","Urban Area","859","0.157178699490565","0.14713626366957","0.167221135311561","2"
"A little too small","2018","higher education","Rural Area","226","0.0983996718376765","0.0850208313872103","0.111778512288143","2"
"A little too small","2018","general elemantary","Rural Area","183","0.0804098351185748","0.0653892458510418","0.0954304243861078","2"
"A little too small","2018","middle vocational","Urban Area","1094","0.116964853319441","0.109616166214162","0.124313540424719","2"
"A little too small","2018","inadequately","Rural Area","137","0.232887789147521","0.196903497070332","0.268872081224711","2"
"A little too small","2018","general elemantary","Urban Area","411","0.129705544177899","0.115938761412931","0.143472326942866","2"
"A little too small","2018","middle vocational","Rural Area","532","0.102055927408546","0.093456126929342","0.110655727887749","2"
"A little too small","2018","in school","Urban Area","99","0.185912047996742","0.151501088990077","0.220323007003407","2"
"A little too small","2018","inadequately","Urban Area","333","0.21609615129924","0.1936882849933","0.23850401760518","2"
"A little too small","2018","in school","Rural Area","27","","","","2"
"Just right","2018","in school","Urban Area","346","0.729298698915855","0.689997550964135","0.768599846867576","3"
"Just right","2018","in school","Rural Area","157","0.758208368590592","0.70002064822265","0.816396088958535","3"
"Just right","2018","inadequately","Urban Area","717","0.630644048538171","0.604367985707584","0.656920111368757","3"
"Just right","2018","inadequately","Rural Area","314","0.691455853263139","0.652132455081691","0.730779251444587","3"
"Just right","2018","vocational + Abi","Urban Area","1083","0.701798917357033","0.679163027392809","0.724434807321257","3"
"Just right","2018","vocational + Abi","Rural Area","462","0.726064981701685","0.691267730868998","0.760862232534372","3"
"Just right","2018","higher vocational","Urban Area","598","0.722865362552025","0.692633412775023","0.753097312329028","3"
"Just right","2018","higher vocational","Rural Area","424","0.658048795092286","0.620374029140547","0.695723561044025","3"
"Just right","2018","higher education","Urban Area","3327","0.661943451428445","0.648891375560501","0.67499552729639","3"
"Just right","2018","higher education","Rural Area","1302","0.670512866107679","0.649400475752687","0.691625256462671","3"
"Just right","2018","general elemantary","Urban Area","1522","0.732704196117441","0.714570743958444","0.750837648276438","3"
"Just right","2018","general elemantary","Rural Area","899","0.76464577276199","0.741212854722622","0.788078690801358","3"
"Just right","2018","middle vocational","Urban Area","5194","0.737335708225908","0.727272737193595","0.74739867925822","3"
"Just right","2018","middle vocational","Rural Area","3483","0.701176549091628","0.688172887933093","0.714180210250163","3"
"Much too big","2018","in school","Urban Area","2","","","","5"
"Much too big","2018","in school","Rural Area","3","","","","5"
