"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","2013","indirect migration background","in school","53","0.454990636127599","0.367694243838292","0.542287028416906"
"No worries","2013","indirect migration background","inadequately","28","","",""
"No worries","2013","indirect migration background","general elemantary","147","0.370192135627427","0.320104374821295","0.42027989643356"
"No worries","2013","indirect migration background","middle vocational","237","0.35162917831782","0.315201599437184","0.388056757198456"
"No worries","2013","indirect migration background","vocational + Abi","36","0.271860617296621","0.185937526952058","0.357783707641185"
"No worries","2013","indirect migration background","higher vocational","15","","",""
"No worries","2013","indirect migration background","higher education","88","0.39210229686328","0.331823751276385","0.452380842450176"
"Big worries","2014","no migration background","in school","58","0.19577787218176","0.149465892282372","0.242089852081149"
"Big worries","2014","no migration background","inadequately","46","0.273006534658984","0.207000925805149","0.33901214351282"
"Big worries","2014","no migration background","general elemantary","335","0.175487676065166","0.157416342585715","0.193559009544618"
"Big worries","2014","no migration background","middle vocational","2263","0.219698086554613","0.211605235886272","0.227790937222955"
"Big worries","2014","no migration background","vocational + Abi","265","0.21959082552223","0.197147946103997","0.242033704940463"
"Big worries","2014","no migration background","higher vocational","308","0.202410277602208","0.181563345147458","0.223257210056958"
"Big worries","2014","no migration background","higher education","974","0.200549623805648","0.189270191785612","0.211829055825684"
"Big worries","2014","direct migration background","in school","15","","",""
"Big worries","2014","direct migration background","inadequately","81","0.267114968704995","0.21482133953496","0.31940859787503"
"Big worries","2014","direct migration background","general elemantary","228","0.246466946712525","0.220071524771244","0.272862368653806"
"Big worries","2014","direct migration background","middle vocational","375","0.195153705539914","0.176611798215883","0.213695612863945"
"Big worries","2014","direct migration background","vocational + Abi","130","0.218630809216342","0.186096913599004","0.251164704833679"
"Big worries","2014","direct migration background","higher vocational","26","","",""
"Big worries","2014","direct migration background","higher education","194","0.167302995291818","0.145275977924392","0.189330012659244"
"Big worries","2014","indirect migration background","in school","27","","",""
"Big worries","2014","indirect migration background","inadequately","13","","",""
"Big worries","2014","indirect migration background","general elemantary","116","0.312944052538243","0.264776731234059","0.361111373842427"
"Big worries","2014","indirect migration background","middle vocational","200","0.248164306544554","0.216635205581452","0.279693407507656"
"Big worries","2014","indirect migration background","vocational + Abi","38","0.293791811472168","0.213941005784273","0.373642617160063"
"Big worries","2014","indirect migration background","higher vocational","23","","",""
"Big worries","2014","indirect migration background","higher education","51","0.170112321901894","0.125044143507593","0.215180500296196"
"Some worries","2014","no migration background","in school","148","0.42658481160826","0.368860225561258","0.484309397655263"
"Some worries","2014","no migration background","inadequately","69","0.34992047651996","0.279256676470008","0.420584276569912"
"Some worries","2014","no migration background","general elemantary","865","0.544907767080723","0.521249685554577","0.568565848606869"
"Some worries","2014","no migration background","middle vocational","5634","0.55274819946902","0.543029754704889","0.562466644233152"
"Some worries","2014","no migration background","vocational + Abi","762","0.567904578459329","0.541048795741144","0.594760361177514"
"Some worries","2014","no migration background","higher vocational","853","0.61355282720736","0.5882885340268","0.63881712038792"
"Some worries","2014","no migration background","higher education","2994","0.603614680436492","0.58983563198154","0.617393728891445"
"Some worries","2014","direct migration background","in school","27","","",""
"Some worries","2014","direct migration background","inadequately","112","0.446259278844921","0.387506473976296","0.505012083713546"
"Some worries","2014","direct migration background","general elemantary","487","0.444670401180192","0.414234046615466","0.475106755744918"
"Some worries","2014","direct migration background","middle vocational","850","0.470978672408808","0.447625453962968","0.494331890854647"
"Some worries","2014","direct migration background","vocational + Abi","313","0.504891286995203","0.46553614634095","0.544246427649457"
"Some worries","2014","direct migration background","higher vocational","59","0.591719015776418","0.498588171128392","0.684849860424443"
"Some worries","2014","direct migration background","higher education","597","0.555074000144105","0.525746187717176","0.584401812571035"
"Some worries","2014","indirect migration background","in school","43","0.380162379575026","0.285957903247455","0.474366855902597"
"Some worries","2014","indirect migration background","inadequately","12","","",""
"Some worries","2014","indirect migration background","general elemantary","142","0.406958607297042","0.355926827550599","0.457990387043486"
"Some worries","2014","indirect migration background","middle vocational","360","0.517307102154271","0.480832536114236","0.553781668194307"
"Some worries","2014","indirect migration background","vocational + Abi","66","0.564343899808181","0.477420460498588","0.651267339117774"
"Some worries","2014","indirect migration background","higher vocational","25","","",""
"Some worries","2014","indirect migration background","higher education","165","0.603562432158171","0.544889071818373","0.662235792497968"
"No worries","2014","no migration background","in school","76","0.377637316209979","0.321054734326273","0.434219898093685"
"No worries","2014","no migration background","inadequately","60","0.377072988821056","0.305267050803018","0.448878926839093"
"No worries","2014","no migration background","general elemantary","502","0.279604556854111","0.258282656264418","0.300926457443803"
"No worries","2014","no migration background","middle vocational","2158","0.227553713976366","0.219359012028457","0.235748415924275"
"No worries","2014","no migration background","vocational + Abi","280","0.212504596018441","0.190326795398728","0.234682396638154"
"No worries","2014","no migration background","higher vocational","266","0.184036895190432","0.163930981481885","0.20414280889898"
"No worries","2014","no migration background","higher education","873","0.19583569575786","0.184656800858443","0.207014590657277"
"No worries","2014","direct migration background","in school","18","","",""
"No worries","2014","direct migration background","inadequately","82","0.286625752450084","0.233181862410428","0.340069642489739"
"No worries","2014","direct migration background","general elemantary","309","0.308862652107283","0.280564179726014","0.337161124488551"
"No worries","2014","direct migration background","middle vocational","530","0.333867622051278","0.311803992641698","0.355931251460859"
"No worries","2014","direct migration background","vocational + Abi","177","0.276477903788455","0.241272578636639","0.311683228940272"
"No worries","2014","direct migration background","higher vocational","22","","",""
"No worries","2014","direct migration background","higher education","312","0.277623004564077","0.251194656773055","0.304051352355098"
"No worries","2014","indirect migration background","in school","32","0.35842051938436","0.265359100384154","0.451481938384565"
"No worries","2014","indirect migration background","inadequately","22","","",""
"No worries","2014","indirect migration background","general elemantary","98","0.280097340164715","0.233451333125659","0.326743347203771"
"No worries","2014","indirect migration background","middle vocational","161","0.234528591301174","0.203601231766995","0.265455950835354"
"No worries","2014","indirect migration background","vocational + Abi","21","","",""
"No worries","2014","indirect migration background","higher vocational","13","","",""
"No worries","2014","indirect migration background","higher education","51","0.226325245939935","0.176132821532376","0.276517670347494"
"Big worries","2015","no migration background","in school","84","0.37714176893539","0.312803886157598","0.441479651713181"
"Big worries","2015","no migration background","inadequately","49","0.30104330645841","0.230623648609605","0.371462964307215"
"Big worries","2015","no migration background","general elemantary","480","0.311840861554503","0.289070995260193","0.334610727848813"
"Big worries","2015","no migration background","middle vocational","3347","0.352032761219082","0.342439309952453","0.361626212485712"
"Big worries","2015","no migration background","vocational + Abi","460","0.356639568233011","0.32995687243521","0.383322264030813"
"Big worries","2015","no migration background","higher vocational","493","0.33321946654793","0.30825947431149","0.35817945878437"
"Big worries","2015","no migration background","higher education","1653","0.362306122402816","0.348537948382489","0.376074296423143"
"Big worries","2015","direct migration background","in school","21","","",""
"Big worries","2015","direct migration background","inadequately","71","0.246551909617455","0.199475751948804","0.293628067286107"
"Big worries","2015","direct migration background","general elemantary","264","0.271668224541111","0.244450083406765","0.298886365675457"
"Big worries","2015","direct migration background","middle vocational","460","0.27061936554391","0.250844399956685","0.290394331131135"
"Big worries","2015","direct migration background","vocational + Abi","178","0.266881277972812","0.236268191629956","0.297494364315668"
"Big worries","2015","direct migration background","higher vocational","35","0.333716074272926","0.241754661385169","0.425677487160684"
"Big worries","2015","direct migration background","higher education","318","0.272473873007455","0.249775349734904","0.295172396280006"
"Big worries","2015","indirect migration background","in school","32","0.242209555969468","0.158240689604376","0.32617842233456"
"Big worries","2015","indirect migration background","inadequately","16","","",""
"Big worries","2015","indirect migration background","general elemantary","104","0.317329387395289","0.266413147337087","0.36824562745349"
"Big worries","2015","indirect migration background","middle vocational","264","0.341310115017941","0.305776849843967","0.376843380191916"
"Big worries","2015","indirect migration background","vocational + Abi","45","0.429869390317079","0.34054654941614","0.519192231218019"
"Big worries","2015","indirect migration background","higher vocational","22","","",""
"Big worries","2015","indirect migration background","higher education","82","0.306276251609568","0.250567919058782","0.361984584160353"
"Some worries","2015","no migration background","in school","103","0.49389487571688","0.427527068076486","0.560262683357274"
"Some worries","2015","no migration background","inadequately","68","0.429220055499605","0.353234919615187","0.505205191384023"
"Some worries","2015","no migration background","general elemantary","781","0.506095675562596","0.481521030359719","0.530670320765473"
"Some worries","2015","no migration background","middle vocational","4817","0.503772103991119","0.493729081079392","0.513815126902845"
"Some worries","2015","no migration background","vocational + Abi","647","0.522258813493298","0.494434337162661","0.550083289823935"
"Some worries","2015","no migration background","higher vocational","707","0.526637442843279","0.500198710677997","0.553076175008561"
"Some worries","2015","no migration background","higher education","2533","0.521131695004428","0.506822533788737","0.535440856220119"
"Some worries","2015","direct migration background","in school","20","","",""
"Some worries","2015","direct migration background","inadequately","130","0.435588823911531","0.381431609061654","0.489746038761408"
"Some worries","2015","direct migration background","general elemantary","442","0.455699822285648","0.425225568617761","0.486174075953536"
"Some worries","2015","direct migration background","middle vocational","918","0.487478713633932","0.465230611557219","0.509726815710645"
"Some worries","2015","direct migration background","vocational + Abi","373","0.461927481132345","0.427423579034759","0.49643138322993"
"Some worries","2015","direct migration background","higher vocational","52","0.595287066133046","0.499562331869353","0.691011800396739"
"Some worries","2015","direct migration background","higher education","736","0.504601324339434","0.479111755602254","0.530090893076613"
"Some worries","2015","indirect migration background","in school","49","0.506718440684301","0.408729088633355","0.604707792735246"
"Some worries","2015","indirect migration background","inadequately","16","","",""
"Some worries","2015","indirect migration background","general elemantary","140","0.439248857341119","0.384956840063082","0.493540874619156"
"Some worries","2015","indirect migration background","middle vocational","302","0.486128248850024","0.448672124212914","0.523584373487133"
"Some worries","2015","indirect migration background","vocational + Abi","57","0.437949840512885","0.348432574174095","0.527467106851676"
"Some worries","2015","indirect migration background","higher vocational","25","","",""
"Some worries","2015","indirect migration background","higher education","149","0.508692335607164","0.448273189457946","0.569111481756382"
"No worries","2015","no migration background","in school","31","0.12896335534773","0.0844724524565749","0.173454258238885"
"No worries","2015","no migration background","inadequately","46","0.269736638041985","0.201602617827609","0.337870658256362"
"No worries","2015","no migration background","general elemantary","329","0.182063462882901","0.163095498191811","0.20103142757399"
"No worries","2015","no migration background","middle vocational","1357","0.144195134789799","0.137138957442438","0.15125131213716"
"No worries","2015","no migration background","vocational + Abi","131","0.121101618273691","0.102928390308844","0.139274846238538"
"No worries","2015","no migration background","higher vocational","170","0.140143090608791","0.121761345249365","0.158524835968217"
"No worries","2015","no migration background","higher education","496","0.116562182592756","0.107370411192756","0.125753953992756"
"No worries","2015","direct migration background","in school","17","","",""
"No worries","2015","direct migration background","inadequately","121","0.317859266471014","0.266999473791106","0.368719059150922"
"No worries","2015","direct migration background","general elemantary","320","0.272631953173241","0.245383622727957","0.299880283618526"
"No worries","2015","direct migration background","middle vocational","561","0.241901920822158","0.222841102449599","0.260962739194717"
"No worries","2015","direct migration background","vocational + Abi","251","0.271191240894843","0.240422797332743","0.301959684456943"
"No worries","2015","direct migration background","higher vocational","14","","",""
"No worries","2015","direct migration background","higher education","424","0.222924802653111","0.201705964847853","0.24414364045837"
"No worries","2015","indirect migration background","in school","19","","",""
"No worries","2015","indirect migration background","inadequately","6","","",""
"No worries","2015","indirect migration background","general elemantary","77","0.243421755263592","0.196475366135949","0.290368144391236"
"No worries","2015","indirect migration background","middle vocational","118","0.172561636132035","0.144243804742334","0.200879467521736"
"No worries","2015","indirect migration background","vocational + Abi","16","","",""
"No worries","2015","indirect migration background","higher vocational","12","","",""
"No worries","2015","indirect migration background","higher education","32","0.185031412783268","0.138100026389916","0.231962799176621"
"Big worries","2016","no migration background","in school","83","0.399395177392888","0.333153051841341","0.465637302944435"
"Big worries","2016","no migration background","inadequately","47","0.31430636931281","0.23685123765667","0.391761500968949"
"Big worries","2016","no migration background","general elemantary","619","0.404014466131957","0.379065359259607","0.428963573004308"
"Big worries","2016","no migration background","middle vocational","4214","0.474998394646318","0.464558292558568","0.485438496734068"
"Big worries","2016","no migration background","vocational + Abi","608","0.491715869366635","0.463227597424195","0.520204141309075"
"Big worries","2016","no migration background","higher vocational","615","0.479782604973942","0.452164419856311","0.507400790091573"
"Big worries","2016","no migration background","higher education","2420","0.545626462555788","0.53097743925472","0.560275485856856"
"Big worries","2016","direct migration background","in school","17","","",""
"Big worries","2016","direct migration background","inadequately","198","0.310886020904462","0.289473786371061","0.332298255437863"
"Big worries","2016","direct migration background","general elemantary","358","0.379081787144905","0.355405447227949","0.402758127061861"
"Big worries","2016","direct migration background","middle vocational","652","0.369966091111844","0.350462805337745","0.389469376885943"
"Big worries","2016","direct migration background","vocational + Abi","275","0.34132180158963","0.309141973119186","0.373501630060074"
"Big worries","2016","direct migration background","higher vocational","40","0.489214427525504","0.385939291561831","0.592489563489177"
"Big worries","2016","direct migration background","higher education","545","0.415536397163034","0.393873169120948","0.437199625205119"
"Big worries","2016","indirect migration background","in school","38","0.455988185375227","0.346159570531219","0.565816800219236"
"Big worries","2016","indirect migration background","inadequately","16","","",""
"Big worries","2016","indirect migration background","general elemantary","128","0.388744846912824","0.333675689383263","0.443814004442386"
"Big worries","2016","indirect migration background","middle vocational","345","0.487673726757962","0.448826723089433","0.526520730426492"
"Big worries","2016","indirect migration background","vocational + Abi","60","0.521042547852216","0.428524994008422","0.61356010169601"
"Big worries","2016","indirect migration background","higher vocational","31","0.339443900113814","0.22061501251104","0.458272787716588"
"Big worries","2016","indirect migration background","higher education","125","0.531296752694217","0.46776490589306","0.594828599495375"
"Some worries","2016","no migration background","in school","107","0.481791617243926","0.41421129156613","0.549371942921722"
"Some worries","2016","no migration background","inadequately","59","0.432383839191379","0.349728549858552","0.515039128524205"
"Some worries","2016","no migration background","general elemantary","649","0.461458069996865","0.436111770037936","0.486804369955794"
"Some worries","2016","no migration background","middle vocational","3611","0.407882220241157","0.39760797809418","0.418156462388135"
"Some worries","2016","no migration background","vocational + Abi","499","0.430063497897587","0.401851408816289","0.458275586978884"
"Some worries","2016","no migration background","higher vocational","523","0.434013327840836","0.406614304171161","0.461412351510511"
"Some worries","2016","no migration background","higher education","1768","0.392133962117262","0.377769955034206","0.406497969200318"
"Some worries","2016","direct migration background","in school","25","","",""
"Some worries","2016","direct migration background","inadequately","387","0.398184271367328","0.3755383663181","0.420830176416556"
"Some worries","2016","direct migration background","general elemantary","490","0.407656416550473","0.383675548870515","0.431637284230431"
"Some worries","2016","direct migration background","middle vocational","915","0.449722041837978","0.42962611656037","0.469817967115585"
"Some worries","2016","direct migration background","vocational + Abi","363","0.469904613861432","0.436032138742171","0.503777088980693"
"Some worries","2016","direct migration background","higher vocational","42","0.456963889626268","0.354048071104269","0.559879708148268"
"Some worries","2016","direct migration background","higher education","767","0.41228380726006","0.390645570510126","0.433922044009994"
"Some worries","2016","indirect migration background","in school","32","0.407762853239387","0.299398561418466","0.516127145060309"
"Some worries","2016","indirect migration background","inadequately","12","","",""
"Some worries","2016","indirect migration background","general elemantary","126","0.397922419581023","0.342626857708642","0.453217981453403"
"Some worries","2016","indirect migration background","middle vocational","216","0.404460037660425","0.366317217809798","0.442602857511052"
"Some worries","2016","indirect migration background","vocational + Abi","41","0.342276197322397","0.254404460930525","0.43014793371427"
"Some worries","2016","indirect migration background","higher vocational","24","","",""
"Some worries","2016","indirect migration background","higher education","93","0.368726631936629","0.307303083055212","0.430150180818046"
"No worries","2016","no migration background","in school","20","","",""
"No worries","2016","no migration background","inadequately","32","0.253309791495812","0.180748539976463","0.32587104301516"
"No worries","2016","no migration background","general elemantary","218","0.134527463871178","0.117178609189482","0.151876318552874"
"No worries","2016","no migration background","middle vocational","964","0.117119385112525","0.110396684959168","0.123842085265882"
"No worries","2016","no migration background","vocational + Abi","76","0.078220632735778","0.0629192783938828","0.0935219870776731"
"No worries","2016","no migration background","higher vocational","119","0.0862040671852218","0.0706884541037982","0.101719680266646"
"No worries","2016","no migration background","higher education","250","0.06223957532695","0.0551317998157909","0.0693473508381091"
"No worries","2016","direct migration background","in school","32","0.266263578147562","0.165556927583405","0.366970228711719"
"No worries","2016","direct migration background","inadequately","1210","0.290929707728211","0.269918329287372","0.311941086169049"
"No worries","2016","direct migration background","general elemantary","765","0.213261796304623","0.193272267420653","0.233251325188592"
"No worries","2016","direct migration background","middle vocational","787","0.180311867050178","0.164781513566395","0.195842220533962"
"No worries","2016","direct migration background","vocational + Abi","196","0.188773584548938","0.162214890320497","0.215332278777379"
"No worries","2016","direct migration background","higher vocational","8","","",""
"No worries","2016","direct migration background","higher education","676","0.172179795576907","0.155583964491174","0.188775626662639"
"No worries","2016","indirect migration background","in school","9","","",""
"No worries","2016","indirect migration background","inadequately","5","","",""
"No worries","2016","indirect migration background","general elemantary","47","0.213332733506153","0.16705318301899","0.259612283993316"
"No worries","2016","indirect migration background","middle vocational","75","0.107866235581612","0.0837573418502713","0.131975129312953"
"No worries","2016","indirect migration background","vocational + Abi","11","","",""
"No worries","2016","indirect migration background","higher vocational","6","","",""
"No worries","2016","indirect migration background","higher education","19","","",""
"Big worries","2017","no migration background","in school","129","0.395359206813711","0.338891975029343","0.451826438598078"
"Big worries","2017","no migration background","inadequately","70","0.38387011774182","0.310110587067078","0.457629648416561"
"Big worries","2017","no migration background","general elemantary","664","0.386465624362424","0.363222516839287","0.409708731885561"
"Big worries","2017","no migration background","middle vocational","4129","0.423049982316663","0.413262111405082","0.432837853228243"
"Big worries","2017","no migration background","vocational + Abi","609","0.440154445417331","0.414506395083175","0.465802495751487"
"Big worries","2017","no migration background","higher vocational","586","0.41234332418991","0.386474550172076","0.438212098207744"
"Big worries","2017","no migration background","higher education","2189","0.451423061547782","0.437718378047164","0.465127745048401"
"Big worries","2017","direct migration background","in school","13","","",""
"Big worries","2017","direct migration background","inadequately","231","0.312399835249747","0.293685093777907","0.331114576721586"
"Big worries","2017","direct migration background","general elemantary","307","0.363849553439221","0.341806924623378","0.385892182255064"
"Big worries","2017","direct migration background","middle vocational","616","0.361796194622344","0.342678967717898","0.380913421526789"
"Big worries","2017","direct migration background","vocational + Abi","216","0.324225509835445","0.291397310503965","0.357053709166925"
"Big worries","2017","direct migration background","higher vocational","35","0.416489531988943","0.315202518512137","0.51777654546575"
"Big worries","2017","direct migration background","higher education","465","0.328211303570409","0.308185301941421","0.348237305199397"
"Big worries","2017","indirect migration background","in school","36","0.435951462340101","0.331751929253811","0.540150995426391"
"Big worries","2017","indirect migration background","inadequately","22","","",""
"Big worries","2017","indirect migration background","general elemantary","125","0.487115436614053","0.428253578602545","0.54597729462556"
"Big worries","2017","indirect migration background","middle vocational","343","0.436770631330751","0.400516875434634","0.473024387226868"
"Big worries","2017","indirect migration background","vocational + Abi","61","0.498257366896885","0.412307782410212","0.584206951383558"
"Big worries","2017","indirect migration background","higher vocational","23","","",""
"Big worries","2017","indirect migration background","higher education","127","0.451154953799675","0.39317970610599","0.509130201493359"
"Some worries","2017","no migration background","in school","137","0.536276091087433","0.478682281166783","0.593869901008082"
"Some worries","2017","no migration background","inadequately","59","0.357337363775978","0.284656413719518","0.430018313832438"
"Some worries","2017","no migration background","general elemantary","784","0.46814182889454","0.444323792884597","0.491959864904484"
"Some worries","2017","no migration background","middle vocational","4572","0.458282506665007","0.448411160840026","0.468153852489989"
"Some worries","2017","no migration background","vocational + Abi","713","0.46354032821711","0.43777533717527","0.48930531925895"
"Some worries","2017","no migration background","higher vocational","667","0.488610003337131","0.46234110756788","0.514878899106383"
"Some worries","2017","no migration background","higher education","2547","0.478115142475208","0.464358515426155","0.49187176952426"
"Some worries","2017","direct migration background","in school","23","","",""
"Some worries","2017","direct migration background","inadequately","392","0.286887765465295","0.268623786191763","0.305151744738828"
"Some worries","2017","direct migration background","general elemantary","556","0.414942731567966","0.392368352338983","0.437517110796949"
"Some worries","2017","direct migration background","middle vocational","898","0.439743307750458","0.41999607028424","0.459490545216676"
"Some worries","2017","direct migration background","vocational + Abi","347","0.493738964648704","0.458675201296593","0.528802728000815"
"Some worries","2017","direct migration background","higher vocational","47","0.520802009996285","0.418160929643918","0.623443090348652"
"Some worries","2017","direct migration background","higher education","819","0.495158403620428","0.473835282352027","0.516481524888829"
"Some worries","2017","indirect migration background","in school","36","0.430590736874325","0.326542896574018","0.534638577174632"
"Some worries","2017","indirect migration background","inadequately","7","","",""
"Some worries","2017","indirect migration background","general elemantary","116","0.403574812129885","0.345798712346878","0.461350911912892"
"Some worries","2017","indirect migration background","middle vocational","287","0.461843332466737","0.425402746854943","0.498283918078531"
"Some worries","2017","indirect migration background","vocational + Abi","61","0.410424343220999","0.32586477775804","0.494983908683957"
"Some worries","2017","indirect migration background","higher vocational","29","","",""
"Some worries","2017","indirect migration background","higher education","132","0.465709550603009","0.407592823181549","0.523826278024468"
"No worries","2017","no migration background","in school","22","","",""
"No worries","2017","no migration background","inadequately","38","0.258792518482203","0.192366899337302","0.325218137627103"
"No worries","2017","no migration background","general elemantary","238","0.145392546743036","0.128566824480864","0.162218269005207"
"No worries","2017","no migration background","middle vocational","1086","0.11866751101833","0.112260446407625","0.125074575629035"
"No worries","2017","no migration background","vocational + Abi","117","0.0963052263655588","0.0810628209920374","0.11154763173908"
"No worries","2017","no migration background","higher vocational","138","0.0990466724729584","0.0833482642723391","0.114745080673578"
"No worries","2017","no migration background","higher education","329","0.07046179597701","0.0634137481503956","0.0775098438036244"
"No worries","2017","direct migration background","in school","20","","",""
"No worries","2017","direct migration background","inadequately","1733","0.400712399284958","0.38092473723107","0.420500061338846"
"No worries","2017","direct migration background","general elemantary","967","0.221207714992814","0.202191087417712","0.240224342567915"
"No worries","2017","direct migration background","middle vocational","913","0.198460497627198","0.182592844204621","0.214328151049776"
"No worries","2017","direct migration background","vocational + Abi","218","0.182035525515851","0.154973028175862","0.20909802285584"
"No worries","2017","direct migration background","higher vocational","9","","",""
"No worries","2017","direct migration background","higher education","828","0.176630292809163","0.160366150304408","0.192894435313917"
"No worries","2017","indirect migration background","in school","15","","",""
"No worries","2017","indirect migration background","inadequately","10","","",""
"No worries","2017","indirect migration background","general elemantary","36","0.109309751256062","0.0725645180206517","0.146054984491473"
"No worries","2017","indirect migration background","middle vocational","89","0.101386036202512","0.0793233037041467","0.123448768700877"
"No worries","2017","indirect migration background","vocational + Abi","8","","",""
"No worries","2017","indirect migration background","higher vocational","7","","",""
"No worries","2017","indirect migration background","higher education","24","","",""
"Big worries","2018","no migration background","in school","72","0.339109665189449","0.276266995205658","0.401952335173241"
"Big worries","2018","no migration background","inadequately","44","0.258808407271668","0.192181680275825","0.325435134267511"
"Big worries","2018","no migration background","general elemantary","547","0.329883601611582","0.307176757521918","0.352590445701245"
"Big worries","2018","no migration background","middle vocational","3318","0.355202494482646","0.345492691815276","0.364912297150015"
"Big worries","2018","no migration background","vocational + Abi","483","0.35374663259056","0.328656176614557","0.378837088566563"
"Big worries","2018","no migration background","higher vocational","451","0.336012287045277","0.310502149262489","0.361522424828065"
"Big worries","2018","no migration background","higher education","1666","0.333530876800344","0.320336568591372","0.346725185009315"
"Big worries","2018","direct migration background","in school","12","","",""
"Big worries","2018","direct migration background","inadequately","251","0.356512096968705","0.334785922593673","0.378238271343736"
"Big worries","2018","direct migration background","general elemantary","275","0.271617325069931","0.249608586240892","0.293626063898969"
"Big worries","2018","direct migration background","middle vocational","503","0.265587666929291","0.246871512007711","0.284303821850871"
"Big worries","2018","direct migration background","vocational + Abi","172","0.275333487177236","0.241956088519432","0.308710885835039"
"Big worries","2018","direct migration background","higher vocational","29","","",""
"Big worries","2018","direct migration background","higher education","369","0.285438388984945","0.264842019492272","0.306034758477619"
"Big worries","2018","indirect migration background","in school","29","","",""
"Big worries","2018","indirect migration background","inadequately","21","","",""
"Big worries","2018","indirect migration background","general elemantary","122","0.436121204421923","0.378446496462785","0.493795912381062"
"Big worries","2018","indirect migration background","middle vocational","252","0.344678923792152","0.309446385291493","0.379911462292811"
"Big worries","2018","indirect migration background","vocational + Abi","44","0.332449257368571","0.250517729103684","0.414380785633459"
"Big worries","2018","indirect migration background","higher vocational","18","","",""
"Big worries","2018","indirect migration background","higher education","90","0.351061128151549","0.294750960965181","0.407371295337916"
"Some worries","2018","no migration background","in school","121","0.564099132188702","0.498274047453412","0.629924216923992"
"Some worries","2018","no migration background","inadequately","79","0.465757641577092","0.389874867190629","0.541640415963555"
"Some worries","2018","no migration background","general elemantary","782","0.497596778723903","0.473449606523446","0.52174395092436"
"Some worries","2018","no migration background","middle vocational","4738","0.50019410574557","0.490049604552218","0.510338606938923"
"Some worries","2018","no migration background","vocational + Abi","771","0.536107852322377","0.509938342860758","0.562277361783997"
"Some worries","2018","no migration background","higher vocational","709","0.530634739109718","0.503681652034677","0.55758782618476"
"Some worries","2018","no migration background","higher education","2812","0.573426004936394","0.55958510064638","0.587266909226408"
"Some worries","2018","direct migration background","in school","26","","",""
"Some worries","2018","direct migration background","inadequately","456","0.297852933627635","0.277109009474024","0.318596857781247"
"Some worries","2018","direct migration background","general elemantary","524","0.498520619722989","0.473780333336556","0.523260906109421"
"Some worries","2018","direct migration background","middle vocational","905","0.543239649966593","0.522129922442796","0.564349377490391"
"Some worries","2018","direct migration background","vocational + Abi","347","0.560129371501327","0.523039056052012","0.597219686950641"
"Some worries","2018","direct migration background","higher vocational","37","0.44767694547737","0.336610805386872","0.558743085567869"
"Some worries","2018","direct migration background","higher education","832","0.537082139295731","0.514342322205442","0.559821956386021"
"Some worries","2018","indirect migration background","in school","40","0.368342446100597","0.266397524455052","0.470287367746142"
"Some worries","2018","indirect migration background","inadequately","11","","",""
"Some worries","2018","indirect migration background","general elemantary","110","0.407367042515393","0.350222499248521","0.464511585782266"
"Some worries","2018","indirect migration background","middle vocational","356","0.531700377028363","0.49470862583492","0.568692128221806"
"Some worries","2018","indirect migration background","vocational + Abi","70","0.556788378524735","0.470391732882218","0.643185024167252"
"Some worries","2018","indirect migration background","higher vocational","25","","",""
"Some worries","2018","indirect migration background","higher education","157","0.509391327371589","0.450413749345372","0.568368905397807"
"No worries","2018","no migration background","in school","25","","",""
"No worries","2018","no migration background","inadequately","43","0.27543395115124","0.207475765857302","0.343392136445178"
"No worries","2018","no migration background","general elemantary","318","0.172519619664516","0.154272286980476","0.190766952348555"
"No worries","2018","no migration background","middle vocational","1276","0.144603399771784","0.137467746521959","0.15173905302161"
"No worries","2018","no migration background","vocational + Abi","141","0.110145515087063","0.0937167888343024","0.126574241339823"
"No worries","2018","no migration background","higher vocational","157","0.133352973845004","0.114992762263742","0.151713185426267"
"No worries","2018","no migration background","higher education","427","0.0930431182632622","0.0849136145477856","0.101172621978739"
"No worries","2018","direct migration background","in school","17","","",""
"No worries","2018","direct migration background","inadequately","1160","0.34563496940366","0.324062750876874","0.367207187930446"
"No worries","2018","direct migration background","general elemantary","770","0.229862055207081","0.209043311307647","0.250680799106515"
"No worries","2018","direct migration background","middle vocational","731","0.191172683104116","0.174508519462589","0.207836846745642"
"No worries","2018","direct migration background","vocational + Abi","169","0.164537141321438","0.136832698546814","0.192241584096061"
"No worries","2018","direct migration background","higher vocational","11","","",""
"No worries","2018","direct migration background","higher education","646","0.177479471719323","0.160054901302562","0.194904042136085"
"No worries","2018","indirect migration background","in school","17","","",""
"No worries","2018","indirect migration background","inadequately","11","","",""
"No worries","2018","indirect migration background","general elemantary","52","0.156511753062683","0.114254436319554","0.198769069805813"
"No worries","2018","indirect migration background","middle vocational","91","0.123620699179485","0.0992200626000162","0.148021335758954"
"No worries","2018","indirect migration background","vocational + Abi","13","","",""
"No worries","2018","indirect migration background","higher vocational","9","","",""
"No worries","2018","indirect migration background","higher education","29","","",""
"Big worries","2019","no migration background","in school","84","0.357447349551841","0.291357797764306","0.423536901339376"
"Big worries","2019","no migration background","inadequately","45","0.292702078334409","0.219148548781219","0.3662556078876"
"Big worries","2019","no migration background","general elemantary","571","0.348139444623445","0.324522562102936","0.371756327143955"
"Big worries","2019","no migration background","middle vocational","3548","0.374652609851516","0.364752708869653","0.384552510833379"
