"pld0044","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Often","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Often","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Often","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Often","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Often","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Often","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Often","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Often","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Often","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Often","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Often","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Often","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Often","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Often","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Often","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Often","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Often","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"Often","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Often","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Often","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Often","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Often","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Often","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Often","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Often","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Sometimes","2017","1-pers.-HH","(0) in school","","","",""
"Sometimes","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"Sometimes","2017","1-pers.-HH","(1b) general elementary school","","","",""
"Sometimes","2017","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Sometimes","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Sometimes","2017","1-pers.-HH","(2a) intermediate vocational","","","",""
"Sometimes","2017","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"Sometimes","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"Sometimes","2017","(Married) couple without C. ","(0) in school","","","",""
"Sometimes","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Sometimes","2017","(Married) couple without C. ","(1b) general elementary school","","","",""
"Sometimes","2017","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Sometimes","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Sometimes","2017","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Sometimes","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Sometimes","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Sometimes","2017","Single parent ","(0) in school","","","",""
"Sometimes","2017","Single parent ","(1a) inadequately completed","","","",""
"Sometimes","2017","Single parent ","(1b) general elementary school","","","",""
"Sometimes","2017","Single parent ","(1c) basic vocational qualification","","","",""
"Sometimes","2017","Single parent ","(2b) intermediate general qualification","","","",""
"Sometimes","2017","Single parent ","(2a) intermediate vocational","","","",""
"Sometimes","2017","Single parent ","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","Single parent ","(3a) lower tertiary education","","","",""
"Sometimes","2017","Single parent ","(3b) higher tertiary education","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Sometimes","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Sometimes","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Sometimes","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Rarely","2017","1-pers.-HH","(0) in school","","","",""
"Rarely","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"Rarely","2017","1-pers.-HH","(1b) general elementary school","","","",""
"Rarely","2017","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Rarely","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Rarely","2017","1-pers.-HH","(2a) intermediate vocational","","","",""
"Rarely","2017","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"Rarely","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"Rarely","2017","(Married) couple without C. ","(0) in school","","","",""
"Rarely","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Rarely","2017","(Married) couple without C. ","(1b) general elementary school","","","",""
"Rarely","2017","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Rarely","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Rarely","2017","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Rarely","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Rarely","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Rarely","2017","Single parent ","(0) in school","","","",""
"Rarely","2017","Single parent ","(1a) inadequately completed","","","",""
"Rarely","2017","Single parent ","(1b) general elementary school","","","",""
"Rarely","2017","Single parent ","(1c) basic vocational qualification","","","",""
"Rarely","2017","Single parent ","(2b) intermediate general qualification","","","",""
"Rarely","2017","Single parent ","(2a) intermediate vocational","","","",""
"Rarely","2017","Single parent ","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","Single parent ","(3a) lower tertiary education","","","",""
"Rarely","2017","Single parent ","(3b) higher tertiary education","","","",""
"Rarely","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Rarely","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Rarely","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Rarely","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Rarely","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Rarely","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Rarely","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Rarely","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Rarely","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Rarely","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Rarely","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Rarely","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Rarely","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Rarely","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Rarely","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Rarely","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Never","2017","1-pers.-HH","(0) in school","","","",""
"Never","2017","1-pers.-HH","(1a) inadequately completed","","","",""
"Never","2017","1-pers.-HH","(1b) general elementary school","","","",""
"Never","2017","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Never","2017","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Never","2017","1-pers.-HH","(2a) intermediate vocational","","","",""
"Never","2017","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Never","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","1-pers.-HH","(3a) lower tertiary education","","","",""
"Never","2017","1-pers.-HH","(3b) higher tertiary education","","","",""
"Never","2017","(Married) couple without C. ","(0) in school","","","",""
"Never","2017","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Never","2017","(Married) couple without C. ","(1b) general elementary school","","","",""
"Never","2017","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Never","2017","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Never","2017","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Never","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Never","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Never","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Never","2017","Single parent ","(0) in school","","","",""
"Never","2017","Single parent ","(1a) inadequately completed","","","",""
"Never","2017","Single parent ","(1b) general elementary school","","","",""
"Never","2017","Single parent ","(1c) basic vocational qualification","","","",""
"Never","2017","Single parent ","(2b) intermediate general qualification","","","",""
"Never","2017","Single parent ","(2a) intermediate vocational","","","",""
"Never","2017","Single parent ","(2c_gen) general maturity certificate","","","",""
"Never","2017","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","Single parent ","(3a) lower tertiary education","","","",""
"Never","2017","Single parent ","(3b) higher tertiary education","","","",""
"Never","2017","Couple + C. LE 16 ","(0) in school","","","",""
"Never","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Never","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Never","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Never","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Never","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Never","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Never","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Never","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Never","2017","Couple + C. GT 16 ","(0) in school","","","",""
"Never","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Never","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Never","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Never","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Never","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Never","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Never","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Never","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Never","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"Never","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Never","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Never","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Never","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Never","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Never","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Never","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Never","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very often","2018","1-pers.-HH","(0) in school","","","",""
"Very often","2018","1-pers.-HH","(1a) inadequately completed","1","","",""
"Very often","2018","1-pers.-HH","(1b) general elementary school","5","","",""
"Very often","2018","1-pers.-HH","(1c) basic vocational qualification","5","","",""
"Very often","2018","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Very often","2018","1-pers.-HH","(2a) intermediate vocational","10","","",""
"Very often","2018","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Very often","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2018","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Very often","2018","1-pers.-HH","(3b) higher tertiary education","4","","",""
"Very often","2018","(Married) couple without C. ","(0) in school","","","",""
"Very often","2018","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Very often","2018","(Married) couple without C. ","(1b) general elementary school","2","","",""
"Very often","2018","(Married) couple without C. ","(1c) basic vocational qualification","4","","",""
"Very often","2018","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Very often","2018","(Married) couple without C. ","(2a) intermediate vocational","4","","",""
"Very often","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Very often","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2018","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Very often","2018","(Married) couple without C. ","(3b) higher tertiary education","7","","",""
"Very often","2018","Single parent ","(0) in school","1","","",""
"Very often","2018","Single parent ","(1a) inadequately completed","2","","",""
"Very often","2018","Single parent ","(1b) general elementary school","3","","",""
"Very often","2018","Single parent ","(1c) basic vocational qualification","2","","",""
"Very often","2018","Single parent ","(2b) intermediate general qualification","2","","",""
"Very often","2018","Single parent ","(2a) intermediate vocational","","","",""
"Very often","2018","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Very often","2018","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","Single parent ","(3a) lower tertiary education","","","",""
"Very often","2018","Single parent ","(3b) higher tertiary education","1","","",""
"Very often","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Very often","2018","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Very often","2018","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Very often","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"Very often","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Very often","2018","Couple + C. LE 16 ","(2a) intermediate vocational","2","","",""
"Very often","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"Very often","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Very often","2018","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Very often","2018","Couple + C. LE 16 ","(3b) higher tertiary education","3","","",""
"Very often","2018","Couple + C. GT 16 ","(0) in school","7","","",""
"Very often","2018","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very often","2018","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"Very often","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","6","","",""
"Very often","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"Very often","2018","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Very often","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","5","","",""
"Very often","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2018","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Very often","2018","Couple + C. GT 16 ","(3b) higher tertiary education","4","","",""
"Very often","2018","Couple + C. LE and GT 16","(0) in school","8","","",""
"Very often","2018","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very often","2018","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Very often","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"Very often","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"Very often","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"Very often","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Very often","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Very often","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Often","2018","1-pers.-HH","(0) in school","","","",""
"Often","2018","1-pers.-HH","(1a) inadequately completed","3","","",""
"Often","2018","1-pers.-HH","(1b) general elementary school","5","","",""
"Often","2018","1-pers.-HH","(1c) basic vocational qualification","25","","",""
"Often","2018","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Often","2018","1-pers.-HH","(2a) intermediate vocational","29","","",""
"Often","2018","1-pers.-HH","(2c_gen) general maturity certificate","35","0.140011669353525","0.0943659558807189","0.18565738282633"
"Often","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","29","","",""
"Often","2018","1-pers.-HH","(3a) lower tertiary education","15","","",""
"Often","2018","1-pers.-HH","(3b) higher tertiary education","53","0.062447818709022","0.0446995765358449","0.0801960608821991"
"Often","2018","(Married) couple without C. ","(0) in school","","","",""
"Often","2018","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Often","2018","(Married) couple without C. ","(1b) general elementary school","8","","",""
"Often","2018","(Married) couple without C. ","(1c) basic vocational qualification","33","0.0192774016780343","0.0132975492156064","0.0252572541404621"
"Often","2018","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Often","2018","(Married) couple without C. ","(2a) intermediate vocational","26","","",""
"Often","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Often","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","25","","",""
"Often","2018","(Married) couple without C. ","(3a) lower tertiary education","11","","",""
"Often","2018","(Married) couple without C. ","(3b) higher tertiary education","53","0.0446069583219592","0.0340824160660635","0.055131500577855"
"Often","2018","Single parent ","(0) in school","13","","",""
"Often","2018","Single parent ","(1a) inadequately completed","6","","",""
"Often","2018","Single parent ","(1b) general elementary school","11","","",""
"Often","2018","Single parent ","(1c) basic vocational qualification","14","","",""
"Often","2018","Single parent ","(2b) intermediate general qualification","11","","",""
"Often","2018","Single parent ","(2a) intermediate vocational","17","","",""
"Often","2018","Single parent ","(2c_gen) general maturity certificate","28","","",""
"Often","2018","Single parent ","(2c_voc) vocational maturity certificate","11","","",""
"Often","2018","Single parent ","(3a) lower tertiary education","5","","",""
"Often","2018","Single parent ","(3b) higher tertiary education","8","","",""
"Often","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2018","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"Often","2018","Couple + C. LE 16 ","(1b) general elementary school","23","","",""
"Often","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","16","","",""
"Often","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Often","2018","Couple + C. LE 16 ","(2a) intermediate vocational","30","0.0274570416944965","0.0185431728788422","0.0363709105101508"
"Often","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Often","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Often","2018","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"Often","2018","Couple + C. LE 16 ","(3b) higher tertiary education","44","0.0458125882453724","0.0343987716958769","0.0572264047948679"
"Often","2018","Couple + C. GT 16 ","(0) in school","28","","",""
"Often","2018","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Often","2018","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Often","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"Often","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Often","2018","Couple + C. GT 16 ","(2a) intermediate vocational","10","","",""
"Often","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","42","0.132127124377353","0.0946723387157563","0.169581910038949"
"Often","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Often","2018","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Often","2018","Couple + C. GT 16 ","(3b) higher tertiary education","14","","",""
"Often","2018","Couple + C. LE and GT 16","(0) in school","21","","",""
"Often","2018","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Often","2018","Couple + C. LE and GT 16","(1b) general elementary school","11","","",""
"Often","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","10","","",""
"Often","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Often","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"Often","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","35","0.118619089652713","0.0771017761145608","0.160136403190865"
"Often","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Often","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Often","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","7","","",""
"Sometimes","2018","1-pers.-HH","(0) in school","1","","",""
"Sometimes","2018","1-pers.-HH","(1a) inadequately completed","12","","",""
"Sometimes","2018","1-pers.-HH","(1b) general elementary school","45","0.136870926970149","0.102221531006118","0.171520322934179"
"Sometimes","2018","1-pers.-HH","(1c) basic vocational qualification","100","0.103352369527051","0.0838502736043266","0.122854465449775"
"Sometimes","2018","1-pers.-HH","(2b) intermediate general qualification","17","","",""
"Sometimes","2018","1-pers.-HH","(2a) intermediate vocational","135","0.156261140835504","0.132133326307373","0.180388955363635"
"Sometimes","2018","1-pers.-HH","(2c_gen) general maturity certificate","66","0.251727203686741","0.194636334130928","0.308818073242555"
"Sometimes","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","83","0.19585489092973","0.155362881340995","0.236346900518465"
"Sometimes","2018","1-pers.-HH","(3a) lower tertiary education","61","0.199089350382553","0.155809050259365","0.242369650505742"
"Sometimes","2018","1-pers.-HH","(3b) higher tertiary education","177","0.27844050776529","0.245562820068569","0.31131819546201"
"Sometimes","2018","(Married) couple without C. ","(0) in school","2","","",""
"Sometimes","2018","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Sometimes","2018","(Married) couple without C. ","(1b) general elementary school","56","0.138063373196911","0.106675202290323","0.169451544103499"
"Sometimes","2018","(Married) couple without C. ","(1c) basic vocational qualification","166","0.0934642824065002","0.0808050192686115","0.106123545544389"
"Sometimes","2018","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"Sometimes","2018","(Married) couple without C. ","(2a) intermediate vocational","196","0.109782794774228","0.0959073817830552","0.123658207765401"
"Sometimes","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","40","0.192457238718613","0.138091875267139","0.246822602170088"
"Sometimes","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","97","0.155721442100554","0.127889636552938","0.183553247648169"
"Sometimes","2018","(Married) couple without C. ","(3a) lower tertiary education","87","0.127799222868148","0.104171452024237","0.15142699371206"
"Sometimes","2018","(Married) couple without C. ","(3b) higher tertiary education","248","0.195830705557558","0.175599348656811","0.216062062458306"
"Sometimes","2018","Single parent ","(0) in school","27","","",""
"Sometimes","2018","Single parent ","(1a) inadequately completed","20","","",""
"Sometimes","2018","Single parent ","(1b) general elementary school","54","0.201701885210151","0.147939474426918","0.255464295993384"
"Sometimes","2018","Single parent ","(1c) basic vocational qualification","56","0.21263391953249","0.166863644044791","0.258404195020188"
"Sometimes","2018","Single parent ","(2b) intermediate general qualification","35","0.27841426179374","0.205459473833222","0.351369049754259"
"Sometimes","2018","Single parent ","(2a) intermediate vocational","73","0.190681672203136","0.155756052554825","0.225607291851447"
"Sometimes","2018","Single parent ","(2c_gen) general maturity certificate","66","0.324394808426365","0.261227801344704","0.387561815508027"
"Sometimes","2018","Single parent ","(2c_voc) vocational maturity certificate","43","0.162175259077008","0.112201290589034","0.212149227564981"
"Sometimes","2018","Single parent ","(3a) lower tertiary education","22","","",""
"Sometimes","2018","Single parent ","(3b) higher tertiary education","54","0.234075452230207","0.178124474442143","0.29002643001827"
"Sometimes","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2018","Couple + C. LE 16 ","(1a) inadequately completed","30","0.268906521624552","0.197712737190863","0.340100306058241"
