"pld0044","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2015","Other degree","(Married) couple without C. ","","","",""
"Very often","2015","Other degree","Single parent ","","","",""
"Very often","2015","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2015","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2015","no degree/no degree yet","Single parent ","","","",""
"Very often","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2015","lower secondary degree","1-pers.-HH","","","",""
"Often","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2015","lower secondary degree","Single parent ","","","",""
"Often","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2015","secondary school degree","1-pers.-HH","","","",""
"Often","2015","secondary school degree","(Married) couple without C. ","","","",""
"Often","2015","secondary school degree","Single parent ","","","",""
"Often","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2015","college entrance qualification","1-pers.-HH","","","",""
"Often","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2015","college entrance qualification","Single parent ","","","",""
"Often","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2015","Other degree","1-pers.-HH","","","",""
"Often","2015","Other degree","(Married) couple without C. ","","","",""
"Often","2015","Other degree","Single parent ","","","",""
"Often","2015","Other degree","Couple + C. LE 16 ","","","",""
"Often","2015","Other degree","Couple + C. GT 16 ","","","",""
"Often","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2015","no degree/no degree yet","Single parent ","","","",""
"Often","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2015","lower secondary degree","Single parent ","","","",""
"Sometimes","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2015","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2015","secondary school degree","Single parent ","","","",""
"Sometimes","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2015","college entrance qualification","Single parent ","","","",""
"Sometimes","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","Other degree","1-pers.-HH","","","",""
"Sometimes","2015","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2015","Other degree","Single parent ","","","",""
"Sometimes","2015","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2015","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2015","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2015","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2015","lower secondary degree","Single parent ","","","",""
"Rarely","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2015","secondary school degree","1-pers.-HH","","","",""
"Rarely","2015","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2015","secondary school degree","Single parent ","","","",""
"Rarely","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2015","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2015","college entrance qualification","Single parent ","","","",""
"Rarely","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2015","Other degree","1-pers.-HH","","","",""
"Rarely","2015","Other degree","(Married) couple without C. ","","","",""
"Rarely","2015","Other degree","Single parent ","","","",""
"Rarely","2015","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2015","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2015","no degree/no degree yet","Single parent ","","","",""
"Rarely","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2015","lower secondary degree","1-pers.-HH","","","",""
"Never","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2015","lower secondary degree","Single parent ","","","",""
"Never","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2015","secondary school degree","1-pers.-HH","","","",""
"Never","2015","secondary school degree","(Married) couple without C. ","","","",""
"Never","2015","secondary school degree","Single parent ","","","",""
"Never","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2015","college entrance qualification","1-pers.-HH","","","",""
"Never","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2015","college entrance qualification","Single parent ","","","",""
"Never","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2015","Other degree","1-pers.-HH","","","",""
"Never","2015","Other degree","(Married) couple without C. ","","","",""
"Never","2015","Other degree","Single parent ","","","",""
"Never","2015","Other degree","Couple + C. LE 16 ","","","",""
"Never","2015","Other degree","Couple + C. GT 16 ","","","",""
"Never","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2015","no degree/no degree yet","Single parent ","","","",""
"Never","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2016","lower secondary degree","1-pers.-HH","","","",""
"Very often","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2016","lower secondary degree","Single parent ","","","",""
"Very often","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2016","secondary school degree","1-pers.-HH","","","",""
"Very often","2016","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2016","secondary school degree","Single parent ","","","",""
"Very often","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2016","college entrance qualification","1-pers.-HH","","","",""
"Very often","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2016","college entrance qualification","Single parent ","","","",""
"Very often","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2016","Other degree","1-pers.-HH","","","",""
"Very often","2016","Other degree","(Married) couple without C. ","","","",""
"Very often","2016","Other degree","Single parent ","","","",""
"Very often","2016","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2016","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2016","no degree/no degree yet","Single parent ","","","",""
"Very often","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2016","lower secondary degree","1-pers.-HH","","","",""
"Often","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2016","lower secondary degree","Single parent ","","","",""
"Often","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2016","secondary school degree","1-pers.-HH","","","",""
"Often","2016","secondary school degree","(Married) couple without C. ","","","",""
"Often","2016","secondary school degree","Single parent ","","","",""
"Often","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2016","college entrance qualification","1-pers.-HH","","","",""
"Often","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2016","college entrance qualification","Single parent ","","","",""
"Often","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2016","Other degree","1-pers.-HH","","","",""
"Often","2016","Other degree","(Married) couple without C. ","","","",""
"Often","2016","Other degree","Single parent ","","","",""
"Often","2016","Other degree","Couple + C. LE 16 ","","","",""
"Often","2016","Other degree","Couple + C. GT 16 ","","","",""
"Often","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2016","no degree/no degree yet","Single parent ","","","",""
"Often","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2016","lower secondary degree","Single parent ","","","",""
"Sometimes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2016","secondary school degree","Single parent ","","","",""
"Sometimes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2016","college entrance qualification","Single parent ","","","",""
"Sometimes","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","Other degree","1-pers.-HH","","","",""
"Sometimes","2016","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2016","Other degree","Single parent ","","","",""
"Sometimes","2016","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2016","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2016","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2016","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2016","lower secondary degree","Single parent ","","","",""
"Rarely","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2016","secondary school degree","1-pers.-HH","","","",""
"Rarely","2016","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2016","secondary school degree","Single parent ","","","",""
"Rarely","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2016","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2016","college entrance qualification","Single parent ","","","",""
"Rarely","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Other degree","1-pers.-HH","","","",""
"Rarely","2016","Other degree","(Married) couple without C. ","","","",""
"Rarely","2016","Other degree","Single parent ","","","",""
"Rarely","2016","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2016","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2016","no degree/no degree yet","Single parent ","","","",""
"Rarely","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2016","lower secondary degree","1-pers.-HH","","","",""
"Never","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2016","lower secondary degree","Single parent ","","","",""
"Never","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2016","secondary school degree","1-pers.-HH","","","",""
"Never","2016","secondary school degree","(Married) couple without C. ","","","",""
"Never","2016","secondary school degree","Single parent ","","","",""
"Never","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2016","college entrance qualification","1-pers.-HH","","","",""
"Never","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2016","college entrance qualification","Single parent ","","","",""
"Never","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2016","Other degree","1-pers.-HH","","","",""
"Never","2016","Other degree","(Married) couple without C. ","","","",""
"Never","2016","Other degree","Single parent ","","","",""
"Never","2016","Other degree","Couple + C. LE 16 ","","","",""
"Never","2016","Other degree","Couple + C. GT 16 ","","","",""
"Never","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2016","no degree/no degree yet","Single parent ","","","",""
"Never","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2017","lower secondary degree","1-pers.-HH","","","",""
"Very often","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2017","lower secondary degree","Single parent ","","","",""
"Very often","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2017","secondary school degree","1-pers.-HH","","","",""
"Very often","2017","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2017","secondary school degree","Single parent ","","","",""
"Very often","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2017","college entrance qualification","1-pers.-HH","","","",""
"Very often","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2017","college entrance qualification","Single parent ","","","",""
"Very often","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2017","Other degree","1-pers.-HH","","","",""
"Very often","2017","Other degree","(Married) couple without C. ","","","",""
"Very often","2017","Other degree","Single parent ","","","",""
"Very often","2017","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2017","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2017","no degree/no degree yet","Single parent ","","","",""
"Very often","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2017","lower secondary degree","1-pers.-HH","","","",""
"Often","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2017","lower secondary degree","Single parent ","","","",""
"Often","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2017","secondary school degree","1-pers.-HH","","","",""
"Often","2017","secondary school degree","(Married) couple without C. ","","","",""
"Often","2017","secondary school degree","Single parent ","","","",""
"Often","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2017","college entrance qualification","1-pers.-HH","","","",""
"Often","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2017","college entrance qualification","Single parent ","","","",""
"Often","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2017","Other degree","1-pers.-HH","","","",""
"Often","2017","Other degree","(Married) couple without C. ","","","",""
"Often","2017","Other degree","Single parent ","","","",""
"Often","2017","Other degree","Couple + C. LE 16 ","","","",""
"Often","2017","Other degree","Couple + C. GT 16 ","","","",""
"Often","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2017","no degree/no degree yet","Single parent ","","","",""
"Often","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2017","lower secondary degree","Single parent ","","","",""
"Sometimes","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2017","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2017","secondary school degree","Single parent ","","","",""
"Sometimes","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2017","college entrance qualification","Single parent ","","","",""
"Sometimes","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","Other degree","1-pers.-HH","","","",""
"Sometimes","2017","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2017","Other degree","Single parent ","","","",""
"Sometimes","2017","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2017","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2017","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2017","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2017","lower secondary degree","Single parent ","","","",""
"Rarely","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2017","secondary school degree","1-pers.-HH","","","",""
"Rarely","2017","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2017","secondary school degree","Single parent ","","","",""
"Rarely","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2017","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2017","college entrance qualification","Single parent ","","","",""
"Rarely","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2017","Other degree","1-pers.-HH","","","",""
"Rarely","2017","Other degree","(Married) couple without C. ","","","",""
"Rarely","2017","Other degree","Single parent ","","","",""
"Rarely","2017","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2017","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2017","no degree/no degree yet","Single parent ","","","",""
"Rarely","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2017","lower secondary degree","1-pers.-HH","","","",""
"Never","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2017","lower secondary degree","Single parent ","","","",""
"Never","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2017","secondary school degree","1-pers.-HH","","","",""
"Never","2017","secondary school degree","(Married) couple without C. ","","","",""
"Never","2017","secondary school degree","Single parent ","","","",""
"Never","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2017","college entrance qualification","1-pers.-HH","","","",""
"Never","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2017","college entrance qualification","Single parent ","","","",""
"Never","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2017","Other degree","1-pers.-HH","","","",""
"Never","2017","Other degree","(Married) couple without C. ","","","",""
"Never","2017","Other degree","Single parent ","","","",""
"Never","2017","Other degree","Couple + C. LE 16 ","","","",""
"Never","2017","Other degree","Couple + C. GT 16 ","","","",""
"Never","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2017","no degree/no degree yet","Single parent ","","","",""
"Never","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2018","lower secondary degree","1-pers.-HH","6","","",""
"Very often","2018","lower secondary degree","(Married) couple without C. ","5","","",""
"Very often","2018","lower secondary degree","Single parent ","5","","",""
"Very often","2018","lower secondary degree","Couple + C. LE 16 ","10","","",""
"Very often","2018","lower secondary degree","Couple + C. GT 16 ","6","","",""
"Very often","2018","lower secondary degree","Couple + C. LE and GT 16","4","","",""
"Very often","2018","secondary school degree","1-pers.-HH","14","","",""
