"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2015","no migration background","(0) in school","","","",""
"Sometimes","2015","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2015","no migration background","(1b) general elementary school","","","",""
"Sometimes","2015","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2015","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2015","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2015","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2015","direct migration background","(0) in school","","","",""
"Sometimes","2015","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2015","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2015","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2015","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2015","indirect migration background","(0) in school","","","",""
"Sometimes","2015","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2015","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2015","no migration background","(0) in school","","","",""
"Rarely","2015","no migration background","(1a) inadequately completed","","","",""
"Rarely","2015","no migration background","(1b) general elementary school","","","",""
"Rarely","2015","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2015","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2015","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2015","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2015","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2015","direct migration background","(0) in school","","","",""
"Rarely","2015","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2015","direct migration background","(1b) general elementary school","","","",""
"Rarely","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2015","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2015","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2015","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2015","indirect migration background","(0) in school","","","",""
"Rarely","2015","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2015","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2015","no migration background","(0) in school","","","",""
"Never","2015","no migration background","(1a) inadequately completed","","","",""
"Never","2015","no migration background","(1b) general elementary school","","","",""
"Never","2015","no migration background","(1c) basic vocational qualification","","","",""
"Never","2015","no migration background","(2b) intermediate general qualification","","","",""
"Never","2015","no migration background","(2a) intermediate vocational","","","",""
"Never","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","no migration background","(3a) lower tertiary education","","","",""
"Never","2015","no migration background","(3b) higher tertiary education","","","",""
"Never","2015","direct migration background","(0) in school","","","",""
"Never","2015","direct migration background","(1a) inadequately completed","","","",""
"Never","2015","direct migration background","(1b) general elementary school","","","",""
"Never","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2015","direct migration background","(2a) intermediate vocational","","","",""
"Never","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","direct migration background","(3a) lower tertiary education","","","",""
"Never","2015","direct migration background","(3b) higher tertiary education","","","",""
"Never","2015","indirect migration background","(0) in school","","","",""
"Never","2015","indirect migration background","(1a) inadequately completed","","","",""
"Never","2015","indirect migration background","(1b) general elementary school","","","",""
"Never","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2016","no migration background","(0) in school","","","",""
"Very often","2016","no migration background","(1a) inadequately completed","","","",""
"Very often","2016","no migration background","(1b) general elementary school","","","",""
"Very often","2016","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","no migration background","(2a) intermediate vocational","","","",""
"Very often","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","no migration background","(3a) lower tertiary education","","","",""
"Very often","2016","no migration background","(3b) higher tertiary education","","","",""
"Very often","2016","direct migration background","(0) in school","","","",""
"Very often","2016","direct migration background","(1a) inadequately completed","","","",""
"Very often","2016","direct migration background","(1b) general elementary school","","","",""
"Very often","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2016","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2016","indirect migration background","(0) in school","","","",""
"Very often","2016","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2016","indirect migration background","(1b) general elementary school","","","",""
"Very often","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2016","no migration background","(0) in school","","","",""
"Often","2016","no migration background","(1a) inadequately completed","","","",""
"Often","2016","no migration background","(1b) general elementary school","","","",""
"Often","2016","no migration background","(1c) basic vocational qualification","","","",""
"Often","2016","no migration background","(2b) intermediate general qualification","","","",""
"Often","2016","no migration background","(2a) intermediate vocational","","","",""
"Often","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","no migration background","(3a) lower tertiary education","","","",""
"Often","2016","no migration background","(3b) higher tertiary education","","","",""
"Often","2016","direct migration background","(0) in school","","","",""
"Often","2016","direct migration background","(1a) inadequately completed","","","",""
"Often","2016","direct migration background","(1b) general elementary school","","","",""
"Often","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2016","direct migration background","(2a) intermediate vocational","","","",""
"Often","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","direct migration background","(3a) lower tertiary education","","","",""
"Often","2016","direct migration background","(3b) higher tertiary education","","","",""
"Often","2016","indirect migration background","(0) in school","","","",""
"Often","2016","indirect migration background","(1a) inadequately completed","","","",""
"Often","2016","indirect migration background","(1b) general elementary school","","","",""
"Often","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","no migration background","(0) in school","","","",""
"Sometimes","2016","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","no migration background","(1b) general elementary school","","","",""
"Sometimes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","direct migration background","(0) in school","","","",""
"Sometimes","2016","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","indirect migration background","(0) in school","","","",""
"Sometimes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","no migration background","(0) in school","","","",""
"Rarely","2016","no migration background","(1a) inadequately completed","","","",""
"Rarely","2016","no migration background","(1b) general elementary school","","","",""
"Rarely","2016","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","direct migration background","(0) in school","","","",""
"Rarely","2016","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2016","direct migration background","(1b) general elementary school","","","",""
"Rarely","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","indirect migration background","(0) in school","","","",""
"Rarely","2016","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2016","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2016","no migration background","(0) in school","","","",""
"Never","2016","no migration background","(1a) inadequately completed","","","",""
"Never","2016","no migration background","(1b) general elementary school","","","",""
"Never","2016","no migration background","(1c) basic vocational qualification","","","",""
"Never","2016","no migration background","(2b) intermediate general qualification","","","",""
"Never","2016","no migration background","(2a) intermediate vocational","","","",""
"Never","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","no migration background","(3a) lower tertiary education","","","",""
"Never","2016","no migration background","(3b) higher tertiary education","","","",""
"Never","2016","direct migration background","(0) in school","","","",""
"Never","2016","direct migration background","(1a) inadequately completed","","","",""
"Never","2016","direct migration background","(1b) general elementary school","","","",""
"Never","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2016","direct migration background","(2a) intermediate vocational","","","",""
"Never","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","direct migration background","(3a) lower tertiary education","","","",""
"Never","2016","direct migration background","(3b) higher tertiary education","","","",""
"Never","2016","indirect migration background","(0) in school","","","",""
"Never","2016","indirect migration background","(1a) inadequately completed","","","",""
"Never","2016","indirect migration background","(1b) general elementary school","","","",""
"Never","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2017","no migration background","(0) in school","","","",""
"Very often","2017","no migration background","(1a) inadequately completed","","","",""
"Very often","2017","no migration background","(1b) general elementary school","","","",""
"Very often","2017","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","no migration background","(2a) intermediate vocational","","","",""
"Very often","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","no migration background","(3a) lower tertiary education","","","",""
"Very often","2017","no migration background","(3b) higher tertiary education","","","",""
"Very often","2017","direct migration background","(0) in school","","","",""
"Very often","2017","direct migration background","(1a) inadequately completed","","","",""
"Very often","2017","direct migration background","(1b) general elementary school","","","",""
"Very often","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2017","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2017","indirect migration background","(0) in school","","","",""
"Very often","2017","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2017","indirect migration background","(1b) general elementary school","","","",""
"Very often","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2017","no migration background","(0) in school","","","",""
"Often","2017","no migration background","(1a) inadequately completed","","","",""
"Often","2017","no migration background","(1b) general elementary school","","","",""
"Often","2017","no migration background","(1c) basic vocational qualification","","","",""
"Often","2017","no migration background","(2b) intermediate general qualification","","","",""
"Often","2017","no migration background","(2a) intermediate vocational","","","",""
"Often","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","no migration background","(3a) lower tertiary education","","","",""
"Often","2017","no migration background","(3b) higher tertiary education","","","",""
"Often","2017","direct migration background","(0) in school","","","",""
"Often","2017","direct migration background","(1a) inadequately completed","","","",""
"Often","2017","direct migration background","(1b) general elementary school","","","",""
"Often","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2017","direct migration background","(2a) intermediate vocational","","","",""
"Often","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","direct migration background","(3a) lower tertiary education","","","",""
"Often","2017","direct migration background","(3b) higher tertiary education","","","",""
"Often","2017","indirect migration background","(0) in school","","","",""
"Often","2017","indirect migration background","(1a) inadequately completed","","","",""
"Often","2017","indirect migration background","(1b) general elementary school","","","",""
"Often","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","no migration background","(0) in school","","","",""
"Sometimes","2017","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","no migration background","(1b) general elementary school","","","",""
"Sometimes","2017","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","direct migration background","(0) in school","","","",""
"Sometimes","2017","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","indirect migration background","(0) in school","","","",""
"Sometimes","2017","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","no migration background","(0) in school","","","",""
"Rarely","2017","no migration background","(1a) inadequately completed","","","",""
"Rarely","2017","no migration background","(1b) general elementary school","","","",""
"Rarely","2017","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","direct migration background","(0) in school","","","",""
"Rarely","2017","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2017","direct migration background","(1b) general elementary school","","","",""
"Rarely","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","indirect migration background","(0) in school","","","",""
"Rarely","2017","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2017","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2017","no migration background","(0) in school","","","",""
"Never","2017","no migration background","(1a) inadequately completed","","","",""
"Never","2017","no migration background","(1b) general elementary school","","","",""
"Never","2017","no migration background","(1c) basic vocational qualification","","","",""
"Never","2017","no migration background","(2b) intermediate general qualification","","","",""
"Never","2017","no migration background","(2a) intermediate vocational","","","",""
"Never","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","no migration background","(3a) lower tertiary education","","","",""
"Never","2017","no migration background","(3b) higher tertiary education","","","",""
"Never","2017","direct migration background","(0) in school","","","",""
"Never","2017","direct migration background","(1a) inadequately completed","","","",""
"Never","2017","direct migration background","(1b) general elementary school","","","",""
"Never","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2017","direct migration background","(2a) intermediate vocational","","","",""
"Never","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","direct migration background","(3a) lower tertiary education","","","",""
"Never","2017","direct migration background","(3b) higher tertiary education","","","",""
"Never","2017","indirect migration background","(0) in school","","","",""
"Never","2017","indirect migration background","(1a) inadequately completed","","","",""
"Never","2017","indirect migration background","(1b) general elementary school","","","",""
"Never","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2018","no migration background","(0) in school","14","","",""
"Very often","2018","no migration background","(1a) inadequately completed","7","","",""
"Very often","2018","no migration background","(1b) general elementary school","6","","",""
"Very often","2018","no migration background","(1c) basic vocational qualification","16","","",""
"Very often","2018","no migration background","(2b) intermediate general qualification","11","","",""
"Very often","2018","no migration background","(2a) intermediate vocational","18","","",""
"Very often","2018","no migration background","(2c_gen) general maturity certificate","21","","",""
"Very often","2018","no migration background","(2c_voc) vocational maturity certificate","5","","",""
"Very often","2018","no migration background","(3a) lower tertiary education","5","","",""
"Very often","2018","no migration background","(3b) higher tertiary education","11","","",""
"Very often","2018","direct migration background","(0) in school","1","","",""
"Very often","2018","direct migration background","(1a) inadequately completed","6","","",""
"Very often","2018","direct migration background","(1b) general elementary school","19","","",""
"Very often","2018","direct migration background","(1c) basic vocational qualification","4","","",""
"Very often","2018","direct migration background","(2b) intermediate general qualification","1","","",""
"Very often","2018","direct migration background","(2a) intermediate vocational","1","","",""
"Very often","2018","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Very often","2018","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"Very often","2018","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2018","direct migration background","(3b) higher tertiary education","10","","",""
"Very often","2018","indirect migration background","(0) in school","2","","",""
"Very often","2018","indirect migration background","(1a) inadequately completed","1","","",""
"Very often","2018","indirect migration background","(1b) general elementary school","6","","",""
"Very often","2018","indirect migration background","(1c) basic vocational qualification","7","","",""
"Very often","2018","indirect migration background","(2b) intermediate general qualification","1","","",""
"Very often","2018","indirect migration background","(2a) intermediate vocational","2","","",""
"Very often","2018","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Very often","2018","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2018","indirect migration background","(3b) higher tertiary education","1","","",""
"Often","2018","no migration background","(0) in school","44","0.212696855503408","0.15874536070785","0.266648350298967"
"Often","2018","no migration background","(1a) inadequately completed","8","","",""
"Often","2018","no migration background","(1b) general elementary school","22","","",""
"Often","2018","no migration background","(1c) basic vocational qualification","66","0.018888504206291","0.0145945623835676","0.0231824460290144"
"Often","2018","no migration background","(2b) intermediate general qualification","30","0.0377646817949951","0.0224861697628336","0.0530431938271565"
"Often","2018","no migration background","(2a) intermediate vocational","93","0.0160408937421753","0.0126537907627988","0.0194279967215518"
"Often","2018","no migration background","(2c_gen) general maturity certificate","109","0.115178936957351","0.0939414811783784","0.136416392736323"
"Often","2018","no migration background","(2c_voc) vocational maturity certificate","60","0.0462792083821444","0.0365029005187684","0.0560555162455203"
"Often","2018","no migration background","(3a) lower tertiary education","37","0.0215787731976598","0.0148718005387841","0.0282857458565356"
"Often","2018","no migration background","(3b) higher tertiary education","107","0.0400928048691287","0.0331881010892749","0.0469975086489825"
"Often","2018","direct migration background","(0) in school","9","","",""
"Often","2018","direct migration background","(1a) inadequately completed","15","","",""
