"pld0044","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","lower secondary degree","middle vocational","","","",""
"Rarely","2015","lower secondary degree","vocational + Abi","","","",""
"Rarely","2015","lower secondary degree","higher vocational","","","",""
"Rarely","2015","lower secondary degree","higher education","","","",""
"Rarely","2015","secondary school degree","in school","","","",""
"Rarely","2015","secondary school degree","inadequately","","","",""
"Rarely","2015","secondary school degree","general elemantary","","","",""
"Rarely","2015","secondary school degree","middle vocational","","","",""
"Rarely","2015","secondary school degree","vocational + Abi","","","",""
"Rarely","2015","secondary school degree","higher vocational","","","",""
"Rarely","2015","secondary school degree","higher education","","","",""
"Rarely","2015","college entrance qualification","in school","","","",""
"Rarely","2015","college entrance qualification","inadequately","","","",""
"Rarely","2015","college entrance qualification","general elemantary","","","",""
"Rarely","2015","college entrance qualification","middle vocational","","","",""
"Rarely","2015","college entrance qualification","vocational + Abi","","","",""
"Rarely","2015","college entrance qualification","higher vocational","","","",""
"Rarely","2015","college entrance qualification","higher education","","","",""
"Rarely","2015","Other degree","in school","","","",""
"Rarely","2015","Other degree","inadequately","","","",""
"Rarely","2015","Other degree","general elemantary","","","",""
"Rarely","2015","Other degree","middle vocational","","","",""
"Rarely","2015","Other degree","vocational + Abi","","","",""
"Rarely","2015","Other degree","higher vocational","","","",""
"Rarely","2015","Other degree","higher education","","","",""
"Rarely","2015","no degree/no degree yet","in school","","","",""
"Rarely","2015","no degree/no degree yet","inadequately","","","",""
"Rarely","2015","no degree/no degree yet","general elemantary","","","",""
"Rarely","2015","no degree/no degree yet","middle vocational","","","",""
"Rarely","2015","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2015","no degree/no degree yet","higher vocational","","","",""
"Rarely","2015","no degree/no degree yet","higher education","","","",""
"Never","2015","lower secondary degree","in school","","","",""
"Never","2015","lower secondary degree","inadequately","","","",""
"Never","2015","lower secondary degree","general elemantary","","","",""
"Never","2015","lower secondary degree","middle vocational","","","",""
"Never","2015","lower secondary degree","vocational + Abi","","","",""
"Never","2015","lower secondary degree","higher vocational","","","",""
"Never","2015","lower secondary degree","higher education","","","",""
"Never","2015","secondary school degree","in school","","","",""
"Never","2015","secondary school degree","inadequately","","","",""
"Never","2015","secondary school degree","general elemantary","","","",""
"Never","2015","secondary school degree","middle vocational","","","",""
"Never","2015","secondary school degree","vocational + Abi","","","",""
"Never","2015","secondary school degree","higher vocational","","","",""
"Never","2015","secondary school degree","higher education","","","",""
"Never","2015","college entrance qualification","in school","","","",""
"Never","2015","college entrance qualification","inadequately","","","",""
"Never","2015","college entrance qualification","general elemantary","","","",""
"Never","2015","college entrance qualification","middle vocational","","","",""
"Never","2015","college entrance qualification","vocational + Abi","","","",""
"Never","2015","college entrance qualification","higher vocational","","","",""
"Never","2015","college entrance qualification","higher education","","","",""
"Never","2015","Other degree","in school","","","",""
"Never","2015","Other degree","inadequately","","","",""
"Never","2015","Other degree","general elemantary","","","",""
"Never","2015","Other degree","middle vocational","","","",""
"Never","2015","Other degree","vocational + Abi","","","",""
"Never","2015","Other degree","higher vocational","","","",""
"Never","2015","Other degree","higher education","","","",""
"Never","2015","no degree/no degree yet","in school","","","",""
"Never","2015","no degree/no degree yet","inadequately","","","",""
"Never","2015","no degree/no degree yet","general elemantary","","","",""
"Never","2015","no degree/no degree yet","middle vocational","","","",""
"Never","2015","no degree/no degree yet","vocational + Abi","","","",""
"Never","2015","no degree/no degree yet","higher vocational","","","",""
"Never","2015","no degree/no degree yet","higher education","","","",""
"Very often","2016","lower secondary degree","in school","","","",""
"Very often","2016","lower secondary degree","inadequately","","","",""
"Very often","2016","lower secondary degree","general elemantary","","","",""
"Very often","2016","lower secondary degree","middle vocational","","","",""
"Very often","2016","lower secondary degree","vocational + Abi","","","",""
"Very often","2016","lower secondary degree","higher vocational","","","",""
"Very often","2016","lower secondary degree","higher education","","","",""
"Very often","2016","secondary school degree","in school","","","",""
"Very often","2016","secondary school degree","inadequately","","","",""
"Very often","2016","secondary school degree","general elemantary","","","",""
"Very often","2016","secondary school degree","middle vocational","","","",""
"Very often","2016","secondary school degree","vocational + Abi","","","",""
"Very often","2016","secondary school degree","higher vocational","","","",""
"Very often","2016","secondary school degree","higher education","","","",""
"Very often","2016","college entrance qualification","in school","","","",""
"Very often","2016","college entrance qualification","inadequately","","","",""
"Very often","2016","college entrance qualification","general elemantary","","","",""
"Very often","2016","college entrance qualification","middle vocational","","","",""
"Very often","2016","college entrance qualification","vocational + Abi","","","",""
"Very often","2016","college entrance qualification","higher vocational","","","",""
"Very often","2016","college entrance qualification","higher education","","","",""
"Very often","2016","Other degree","in school","","","",""
"Very often","2016","Other degree","inadequately","","","",""
"Very often","2016","Other degree","general elemantary","","","",""
"Very often","2016","Other degree","middle vocational","","","",""
"Very often","2016","Other degree","vocational + Abi","","","",""
"Very often","2016","Other degree","higher vocational","","","",""
"Very often","2016","Other degree","higher education","","","",""
"Very often","2016","no degree/no degree yet","in school","","","",""
"Very often","2016","no degree/no degree yet","inadequately","","","",""
"Very often","2016","no degree/no degree yet","general elemantary","","","",""
"Very often","2016","no degree/no degree yet","middle vocational","","","",""
"Very often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2016","no degree/no degree yet","higher vocational","","","",""
"Very often","2016","no degree/no degree yet","higher education","","","",""
"Often","2016","lower secondary degree","in school","","","",""
"Often","2016","lower secondary degree","inadequately","","","",""
"Often","2016","lower secondary degree","general elemantary","","","",""
"Often","2016","lower secondary degree","middle vocational","","","",""
"Often","2016","lower secondary degree","vocational + Abi","","","",""
"Often","2016","lower secondary degree","higher vocational","","","",""
"Often","2016","lower secondary degree","higher education","","","",""
"Often","2016","secondary school degree","in school","","","",""
"Often","2016","secondary school degree","inadequately","","","",""
"Often","2016","secondary school degree","general elemantary","","","",""
"Often","2016","secondary school degree","middle vocational","","","",""
"Often","2016","secondary school degree","vocational + Abi","","","",""
"Often","2016","secondary school degree","higher vocational","","","",""
"Often","2016","secondary school degree","higher education","","","",""
"Often","2016","college entrance qualification","in school","","","",""
"Often","2016","college entrance qualification","inadequately","","","",""
"Often","2016","college entrance qualification","general elemantary","","","",""
"Often","2016","college entrance qualification","middle vocational","","","",""
"Often","2016","college entrance qualification","vocational + Abi","","","",""
"Often","2016","college entrance qualification","higher vocational","","","",""
"Often","2016","college entrance qualification","higher education","","","",""
"Often","2016","Other degree","in school","","","",""
"Often","2016","Other degree","inadequately","","","",""
"Often","2016","Other degree","general elemantary","","","",""
"Often","2016","Other degree","middle vocational","","","",""
"Often","2016","Other degree","vocational + Abi","","","",""
"Often","2016","Other degree","higher vocational","","","",""
"Often","2016","Other degree","higher education","","","",""
"Often","2016","no degree/no degree yet","in school","","","",""
"Often","2016","no degree/no degree yet","inadequately","","","",""
"Often","2016","no degree/no degree yet","general elemantary","","","",""
"Often","2016","no degree/no degree yet","middle vocational","","","",""
"Often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Often","2016","no degree/no degree yet","higher vocational","","","",""
"Often","2016","no degree/no degree yet","higher education","","","",""
"Sometimes","2016","lower secondary degree","in school","","","",""
"Sometimes","2016","lower secondary degree","inadequately","","","",""
"Sometimes","2016","lower secondary degree","general elemantary","","","",""
"Sometimes","2016","lower secondary degree","middle vocational","","","",""
"Sometimes","2016","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2016","lower secondary degree","higher vocational","","","",""
"Sometimes","2016","lower secondary degree","higher education","","","",""
"Sometimes","2016","secondary school degree","in school","","","",""
"Sometimes","2016","secondary school degree","inadequately","","","",""
"Sometimes","2016","secondary school degree","general elemantary","","","",""
"Sometimes","2016","secondary school degree","middle vocational","","","",""
"Sometimes","2016","secondary school degree","vocational + Abi","","","",""
"Sometimes","2016","secondary school degree","higher vocational","","","",""
"Sometimes","2016","secondary school degree","higher education","","","",""
"Sometimes","2016","college entrance qualification","in school","","","",""
"Sometimes","2016","college entrance qualification","inadequately","","","",""
"Sometimes","2016","college entrance qualification","general elemantary","","","",""
"Sometimes","2016","college entrance qualification","middle vocational","","","",""
"Sometimes","2016","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2016","college entrance qualification","higher vocational","","","",""
"Sometimes","2016","college entrance qualification","higher education","","","",""
"Sometimes","2016","Other degree","in school","","","",""
"Sometimes","2016","Other degree","inadequately","","","",""
"Sometimes","2016","Other degree","general elemantary","","","",""
"Sometimes","2016","Other degree","middle vocational","","","",""
"Sometimes","2016","Other degree","vocational + Abi","","","",""
"Sometimes","2016","Other degree","higher vocational","","","",""
"Sometimes","2016","Other degree","higher education","","","",""
"Sometimes","2016","no degree/no degree yet","in school","","","",""
"Sometimes","2016","no degree/no degree yet","inadequately","","","",""
"Sometimes","2016","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2016","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2016","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2016","no degree/no degree yet","higher education","","","",""
"Rarely","2016","lower secondary degree","in school","","","",""
"Rarely","2016","lower secondary degree","inadequately","","","",""
"Rarely","2016","lower secondary degree","general elemantary","","","",""
"Rarely","2016","lower secondary degree","middle vocational","","","",""
"Rarely","2016","lower secondary degree","vocational + Abi","","","",""
"Rarely","2016","lower secondary degree","higher vocational","","","",""
"Rarely","2016","lower secondary degree","higher education","","","",""
"Rarely","2016","secondary school degree","in school","","","",""
"Rarely","2016","secondary school degree","inadequately","","","",""
"Rarely","2016","secondary school degree","general elemantary","","","",""
"Rarely","2016","secondary school degree","middle vocational","","","",""
"Rarely","2016","secondary school degree","vocational + Abi","","","",""
"Rarely","2016","secondary school degree","higher vocational","","","",""
"Rarely","2016","secondary school degree","higher education","","","",""
"Rarely","2016","college entrance qualification","in school","","","",""
"Rarely","2016","college entrance qualification","inadequately","","","",""
"Rarely","2016","college entrance qualification","general elemantary","","","",""
"Rarely","2016","college entrance qualification","middle vocational","","","",""
"Rarely","2016","college entrance qualification","vocational + Abi","","","",""
"Rarely","2016","college entrance qualification","higher vocational","","","",""
"Rarely","2016","college entrance qualification","higher education","","","",""
"Rarely","2016","Other degree","in school","","","",""
"Rarely","2016","Other degree","inadequately","","","",""
"Rarely","2016","Other degree","general elemantary","","","",""
"Rarely","2016","Other degree","middle vocational","","","",""
"Rarely","2016","Other degree","vocational + Abi","","","",""
"Rarely","2016","Other degree","higher vocational","","","",""
"Rarely","2016","Other degree","higher education","","","",""
"Rarely","2016","no degree/no degree yet","in school","","","",""
"Rarely","2016","no degree/no degree yet","inadequately","","","",""
"Rarely","2016","no degree/no degree yet","general elemantary","","","",""
"Rarely","2016","no degree/no degree yet","middle vocational","","","",""
"Rarely","2016","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2016","no degree/no degree yet","higher vocational","","","",""
"Rarely","2016","no degree/no degree yet","higher education","","","",""
"Never","2016","lower secondary degree","in school","","","",""
"Never","2016","lower secondary degree","inadequately","","","",""
"Never","2016","lower secondary degree","general elemantary","","","",""
"Never","2016","lower secondary degree","middle vocational","","","",""
"Never","2016","lower secondary degree","vocational + Abi","","","",""
"Never","2016","lower secondary degree","higher vocational","","","",""
"Never","2016","lower secondary degree","higher education","","","",""
"Never","2016","secondary school degree","in school","","","",""
"Never","2016","secondary school degree","inadequately","","","",""
"Never","2016","secondary school degree","general elemantary","","","",""
"Never","2016","secondary school degree","middle vocational","","","",""
"Never","2016","secondary school degree","vocational + Abi","","","",""
"Never","2016","secondary school degree","higher vocational","","","",""
"Never","2016","secondary school degree","higher education","","","",""
"Never","2016","college entrance qualification","in school","","","",""
"Never","2016","college entrance qualification","inadequately","","","",""
"Never","2016","college entrance qualification","general elemantary","","","",""
"Never","2016","college entrance qualification","middle vocational","","","",""
"Never","2016","college entrance qualification","vocational + Abi","","","",""
"Never","2016","college entrance qualification","higher vocational","","","",""
"Never","2016","college entrance qualification","higher education","","","",""
"Never","2016","Other degree","in school","","","",""
"Never","2016","Other degree","inadequately","","","",""
"Never","2016","Other degree","general elemantary","","","",""
"Never","2016","Other degree","middle vocational","","","",""
"Never","2016","Other degree","vocational + Abi","","","",""
"Never","2016","Other degree","higher vocational","","","",""
"Never","2016","Other degree","higher education","","","",""
"Never","2016","no degree/no degree yet","in school","","","",""
"Never","2016","no degree/no degree yet","inadequately","","","",""
"Never","2016","no degree/no degree yet","general elemantary","","","",""
"Never","2016","no degree/no degree yet","middle vocational","","","",""
"Never","2016","no degree/no degree yet","vocational + Abi","","","",""
"Never","2016","no degree/no degree yet","higher vocational","","","",""
"Never","2016","no degree/no degree yet","higher education","","","",""
"Very often","2017","lower secondary degree","in school","","","",""
"Very often","2017","lower secondary degree","inadequately","","","",""
"Very often","2017","lower secondary degree","general elemantary","","","",""
"Very often","2017","lower secondary degree","middle vocational","","","",""
"Very often","2017","lower secondary degree","vocational + Abi","","","",""
"Very often","2017","lower secondary degree","higher vocational","","","",""
"Very often","2017","lower secondary degree","higher education","","","",""
"Very often","2017","secondary school degree","in school","","","",""
"Very often","2017","secondary school degree","inadequately","","","",""
"Very often","2017","secondary school degree","general elemantary","","","",""
"Very often","2017","secondary school degree","middle vocational","","","",""
"Very often","2017","secondary school degree","vocational + Abi","","","",""
"Very often","2017","secondary school degree","higher vocational","","","",""
"Very often","2017","secondary school degree","higher education","","","",""
"Very often","2017","college entrance qualification","in school","","","",""
"Very often","2017","college entrance qualification","inadequately","","","",""
"Very often","2017","college entrance qualification","general elemantary","","","",""
"Very often","2017","college entrance qualification","middle vocational","","","",""
"Very often","2017","college entrance qualification","vocational + Abi","","","",""
"Very often","2017","college entrance qualification","higher vocational","","","",""
"Very often","2017","college entrance qualification","higher education","","","",""
"Very often","2017","Other degree","in school","","","",""
"Very often","2017","Other degree","inadequately","","","",""
"Very often","2017","Other degree","general elemantary","","","",""
"Very often","2017","Other degree","middle vocational","","","",""
"Very often","2017","Other degree","vocational + Abi","","","",""
"Very often","2017","Other degree","higher vocational","","","",""
"Very often","2017","Other degree","higher education","","","",""
"Very often","2017","no degree/no degree yet","in school","","","",""
"Very often","2017","no degree/no degree yet","inadequately","","","",""
"Very often","2017","no degree/no degree yet","general elemantary","","","",""
"Very often","2017","no degree/no degree yet","middle vocational","","","",""
"Very often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2017","no degree/no degree yet","higher vocational","","","",""
"Very often","2017","no degree/no degree yet","higher education","","","",""
"Often","2017","lower secondary degree","in school","","","",""
"Often","2017","lower secondary degree","inadequately","","","",""
"Often","2017","lower secondary degree","general elemantary","","","",""
"Often","2017","lower secondary degree","middle vocational","","","",""
"Often","2017","lower secondary degree","vocational + Abi","","","",""
"Often","2017","lower secondary degree","higher vocational","","","",""
"Often","2017","lower secondary degree","higher education","","","",""
"Often","2017","secondary school degree","in school","","","",""
"Often","2017","secondary school degree","inadequately","","","",""
"Often","2017","secondary school degree","general elemantary","","","",""
"Often","2017","secondary school degree","middle vocational","","","",""
"Often","2017","secondary school degree","vocational + Abi","","","",""
"Often","2017","secondary school degree","higher vocational","","","",""
"Often","2017","secondary school degree","higher education","","","",""
"Often","2017","college entrance qualification","in school","","","",""
"Often","2017","college entrance qualification","inadequately","","","",""
"Often","2017","college entrance qualification","general elemantary","","","",""
"Often","2017","college entrance qualification","middle vocational","","","",""
"Often","2017","college entrance qualification","vocational + Abi","","","",""
"Often","2017","college entrance qualification","higher vocational","","","",""
"Often","2017","college entrance qualification","higher education","","","",""
"Often","2017","Other degree","in school","","","",""
"Often","2017","Other degree","inadequately","","","",""
"Often","2017","Other degree","general elemantary","","","",""
"Often","2017","Other degree","middle vocational","","","",""
"Often","2017","Other degree","vocational + Abi","","","",""
"Often","2017","Other degree","higher vocational","","","",""
"Often","2017","Other degree","higher education","","","",""
"Often","2017","no degree/no degree yet","in school","","","",""
"Often","2017","no degree/no degree yet","inadequately","","","",""
"Often","2017","no degree/no degree yet","general elemantary","","","",""
"Often","2017","no degree/no degree yet","middle vocational","","","",""
"Often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Often","2017","no degree/no degree yet","higher vocational","","","",""
"Often","2017","no degree/no degree yet","higher education","","","",""
"Sometimes","2017","lower secondary degree","in school","","","",""
"Sometimes","2017","lower secondary degree","inadequately","","","",""
"Sometimes","2017","lower secondary degree","general elemantary","","","",""
"Sometimes","2017","lower secondary degree","middle vocational","","","",""
"Sometimes","2017","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2017","lower secondary degree","higher vocational","","","",""
"Sometimes","2017","lower secondary degree","higher education","","","",""
"Sometimes","2017","secondary school degree","in school","","","",""
"Sometimes","2017","secondary school degree","inadequately","","","",""
"Sometimes","2017","secondary school degree","general elemantary","","","",""
"Sometimes","2017","secondary school degree","middle vocational","","","",""
"Sometimes","2017","secondary school degree","vocational + Abi","","","",""
"Sometimes","2017","secondary school degree","higher vocational","","","",""
"Sometimes","2017","secondary school degree","higher education","","","",""
"Sometimes","2017","college entrance qualification","in school","","","",""
"Sometimes","2017","college entrance qualification","inadequately","","","",""
"Sometimes","2017","college entrance qualification","general elemantary","","","",""
"Sometimes","2017","college entrance qualification","middle vocational","","","",""
"Sometimes","2017","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2017","college entrance qualification","higher vocational","","","",""
"Sometimes","2017","college entrance qualification","higher education","","","",""
"Sometimes","2017","Other degree","in school","","","",""
"Sometimes","2017","Other degree","inadequately","","","",""
"Sometimes","2017","Other degree","general elemantary","","","",""
"Sometimes","2017","Other degree","middle vocational","","","",""
"Sometimes","2017","Other degree","vocational + Abi","","","",""
"Sometimes","2017","Other degree","higher vocational","","","",""
"Sometimes","2017","Other degree","higher education","","","",""
"Sometimes","2017","no degree/no degree yet","in school","","","",""
"Sometimes","2017","no degree/no degree yet","inadequately","","","",""
"Sometimes","2017","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2017","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2017","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2017","no degree/no degree yet","higher education","","","",""
"Rarely","2017","lower secondary degree","in school","","","",""
"Rarely","2017","lower secondary degree","inadequately","","","",""
"Rarely","2017","lower secondary degree","general elemantary","","","",""
"Rarely","2017","lower secondary degree","middle vocational","","","",""
"Rarely","2017","lower secondary degree","vocational + Abi","","","",""
"Rarely","2017","lower secondary degree","higher vocational","","","",""
"Rarely","2017","lower secondary degree","higher education","","","",""
"Rarely","2017","secondary school degree","in school","","","",""
"Rarely","2017","secondary school degree","inadequately","","","",""
"Rarely","2017","secondary school degree","general elemantary","","","",""
"Rarely","2017","secondary school degree","middle vocational","","","",""
"Rarely","2017","secondary school degree","vocational + Abi","","","",""
"Rarely","2017","secondary school degree","higher vocational","","","",""
"Rarely","2017","secondary school degree","higher education","","","",""
"Rarely","2017","college entrance qualification","in school","","","",""
"Rarely","2017","college entrance qualification","inadequately","","","",""
"Rarely","2017","college entrance qualification","general elemantary","","","",""
"Rarely","2017","college entrance qualification","middle vocational","","","",""
"Rarely","2017","college entrance qualification","vocational + Abi","","","",""
"Rarely","2017","college entrance qualification","higher vocational","","","",""
"Rarely","2017","college entrance qualification","higher education","","","",""
"Rarely","2017","Other degree","in school","","","",""
"Rarely","2017","Other degree","inadequately","","","",""
"Rarely","2017","Other degree","general elemantary","","","",""
"Rarely","2017","Other degree","middle vocational","","","",""
"Rarely","2017","Other degree","vocational + Abi","","","",""
"Rarely","2017","Other degree","higher vocational","","","",""
"Rarely","2017","Other degree","higher education","","","",""
"Rarely","2017","no degree/no degree yet","in school","","","",""
"Rarely","2017","no degree/no degree yet","inadequately","","","",""
"Rarely","2017","no degree/no degree yet","general elemantary","","","",""
"Rarely","2017","no degree/no degree yet","middle vocational","","","",""
"Rarely","2017","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2017","no degree/no degree yet","higher vocational","","","",""
"Rarely","2017","no degree/no degree yet","higher education","","","",""
"Never","2017","lower secondary degree","in school","","","",""
"Never","2017","lower secondary degree","inadequately","","","",""
"Never","2017","lower secondary degree","general elemantary","","","",""
"Never","2017","lower secondary degree","middle vocational","","","",""
"Never","2017","lower secondary degree","vocational + Abi","","","",""
"Never","2017","lower secondary degree","higher vocational","","","",""
"Never","2017","lower secondary degree","higher education","","","",""
"Never","2017","secondary school degree","in school","","","",""
"Never","2017","secondary school degree","inadequately","","","",""
"Never","2017","secondary school degree","general elemantary","","","",""
"Never","2017","secondary school degree","middle vocational","","","",""
"Never","2017","secondary school degree","vocational + Abi","","","",""
"Never","2017","secondary school degree","higher vocational","","","",""
"Never","2017","secondary school degree","higher education","","","",""
"Never","2017","college entrance qualification","in school","","","",""
"Never","2017","college entrance qualification","inadequately","","","",""
"Never","2017","college entrance qualification","general elemantary","","","",""
"Never","2017","college entrance qualification","middle vocational","","","",""
"Never","2017","college entrance qualification","vocational + Abi","","","",""
"Never","2017","college entrance qualification","higher vocational","","","",""
"Never","2017","college entrance qualification","higher education","","","",""
"Never","2017","Other degree","in school","","","",""
"Never","2017","Other degree","inadequately","","","",""
"Never","2017","Other degree","general elemantary","","","",""
"Never","2017","Other degree","middle vocational","","","",""
"Never","2017","Other degree","vocational + Abi","","","",""
"Never","2017","Other degree","higher vocational","","","",""
"Never","2017","Other degree","higher education","","","",""
"Never","2017","no degree/no degree yet","in school","","","",""
"Never","2017","no degree/no degree yet","inadequately","","","",""
"Never","2017","no degree/no degree yet","general elemantary","","","",""
"Never","2017","no degree/no degree yet","middle vocational","","","",""
"Never","2017","no degree/no degree yet","vocational + Abi","","","",""
"Never","2017","no degree/no degree yet","higher vocational","","","",""
"Never","2017","no degree/no degree yet","higher education","","","",""
"Very often","2018","lower secondary degree","in school","","","",""
"Very often","2018","lower secondary degree","inadequately","","","",""
"Very often","2018","lower secondary degree","general elemantary","16","","",""
"Very often","2018","lower secondary degree","middle vocational","24","","",""
"Very often","2018","lower secondary degree","vocational + Abi","","","",""
"Very often","2018","lower secondary degree","higher vocational","1","","",""
"Very often","2018","lower secondary degree","higher education","","","",""
"Very often","2018","secondary school degree","in school","","","",""
"Very often","2018","secondary school degree","inadequately","","","",""
"Very often","2018","secondary school degree","general elemantary","13","","",""
"Very often","2018","secondary school degree","middle vocational","20","","",""
"Very often","2018","secondary school degree","vocational + Abi","","","",""
"Very often","2018","secondary school degree","higher vocational","1","","",""
"Very often","2018","secondary school degree","higher education","1","","",""
"Very often","2018","college entrance qualification","in school","","","",""
"Very often","2018","college entrance qualification","inadequately","","","",""
"Very often","2018","college entrance qualification","general elemantary","","","",""
"Very often","2018","college entrance qualification","middle vocational","29","","",""
"Very often","2018","college entrance qualification","vocational + Abi","6","","",""
"Very often","2018","college entrance qualification","higher vocational","2","","",""
"Very often","2018","college entrance qualification","higher education","18","","",""
"Very often","2018","Other degree","in school","","","",""
"Very often","2018","Other degree","inadequately","2","","",""
"Very often","2018","Other degree","general elemantary","13","","",""
"Very often","2018","Other degree","middle vocational","5","","",""
"Very often","2018","Other degree","vocational + Abi","9","","",""
"Very often","2018","Other degree","higher vocational","1","","",""
"Very often","2018","Other degree","higher education","8","","",""
"Very often","2018","no degree/no degree yet","in school","17","","",""
"Very often","2018","no degree/no degree yet","inadequately","11","","",""
"Very often","2018","no degree/no degree yet","general elemantary","","","",""
"Very often","2018","no degree/no degree yet","middle vocational","3","","",""
"Very often","2018","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2018","no degree/no degree yet","higher vocational","","","",""
"Very often","2018","no degree/no degree yet","higher education","","","",""
"Often","2018","lower secondary degree","in school","","","",""
"Often","2018","lower secondary degree","inadequately","","","",""
"Often","2018","lower secondary degree","general elemantary","61","0.0389438360603351","0.0286920675573633","0.049195604563307"
"Often","2018","lower secondary degree","middle vocational","79","0.0230702812990137","0.0183676566766628","0.0277729059213646"
"Often","2018","lower secondary degree","vocational + Abi","1","","",""
"Often","2018","lower secondary degree","higher vocational","4","","",""
"Often","2018","lower secondary degree","higher education","3","","",""
"Often","2018","secondary school degree","in school","","","",""
"Often","2018","secondary school degree","inadequately","","","",""
"Often","2018","secondary school degree","general elemantary","47","0.0515049422584819","0.0361408638399462","0.0668690206770177"
"Often","2018","secondary school degree","middle vocational","113","0.0215490122532214","0.0175762919563405","0.0255217325501023"
"Often","2018","secondary school degree","vocational + Abi","1","","",""
"Often","2018","secondary school degree","higher vocational","15","","",""
"Often","2018","secondary school degree","higher education","11","","",""
"Often","2018","college entrance qualification","in school","","","",""
"Often","2018","college entrance qualification","inadequately","","","",""
"Often","2018","college entrance qualification","general elemantary","","","",""
"Often","2018","college entrance qualification","middle vocational","151","0.121322246777626","0.102533226545737","0.140111267009515"
"Often","2018","college entrance qualification","vocational + Abi","63","0.0580942112168867","0.0466572587713634","0.06953116366241"
"Often","2018","college entrance qualification","higher vocational","9","","",""
"Often","2018","college entrance qualification","higher education","141","0.0399832525859614","0.0342468571183801","0.0457196480535428"
"Often","2018","Other degree","in school","","","",""
"Often","2018","Other degree","inadequately","2","","",""
"Often","2018","Other degree","general elemantary","18","","",""
"Often","2018","Other degree","middle vocational","48","0.0579486244151875","0.0427597703642479","0.0731374784661271"
"Often","2018","Other degree","vocational + Abi","33","0.0624602017630342","0.0409015321097994","0.0840188714162689"
"Often","2018","Other degree","higher vocational","1","","",""
"Often","2018","Other degree","higher education","64","0.0704684026284809","0.0542447575406482","0.0866920477163136"
"Often","2018","no degree/no degree yet","in school","62","0.18216794836347","0.141497581615466","0.222838315111474"
"Often","2018","no degree/no degree yet","inadequately","28","","",""
"Often","2018","no degree/no degree yet","general elemantary","","","",""
"Often","2018","no degree/no degree yet","middle vocational","1","","",""
"Often","2018","no degree/no degree yet","vocational + Abi","","","",""
"Often","2018","no degree/no degree yet","higher vocational","","","",""
"Often","2018","no degree/no degree yet","higher education","","","",""
"Sometimes","2018","lower secondary degree","in school","","","",""
"Sometimes","2018","lower secondary degree","inadequately","","","",""
"Sometimes","2018","lower secondary degree","general elemantary","237","0.154158535927717","0.135023322245622","0.173293749609813"
"Sometimes","2018","lower secondary degree","middle vocational","406","0.101282820752629","0.0918321719716592","0.110733469533598"
"Sometimes","2018","lower secondary degree","vocational + Abi","1","","",""
"Sometimes","2018","lower secondary degree","higher vocational","33","0.0848068505814441","0.0537440435112832","0.115869657651605"
"Sometimes","2018","lower secondary degree","higher education","4","","",""
"Sometimes","2018","secondary school degree","in school","","","",""
"Sometimes","2018","secondary school degree","inadequately","","","",""
"Sometimes","2018","secondary school degree","general elemantary","200","0.240339220758115","0.210637151707229","0.270041289809"
"Sometimes","2018","secondary school degree","middle vocational","670","0.14058249319109","0.131072669050512","0.150092317331669"
"Sometimes","2018","secondary school degree","vocational + Abi","2","","",""
"Sometimes","2018","secondary school degree","higher vocational","76","0.146333284859436","0.119450157695476","0.173216412023396"
"Sometimes","2018","secondary school degree","higher education","72","0.137286386093006","0.110391492496594","0.164181279689419"
"Sometimes","2018","college entrance qualification","in school","","","",""
"Sometimes","2018","college entrance qualification","inadequately","","","",""
"Sometimes","2018","college entrance qualification","general elemantary","","","",""
"Sometimes","2018","college entrance qualification","middle vocational","380","0.30124333445164","0.274841092822217","0.327645576081063"
"Sometimes","2018","college entrance qualification","vocational + Abi","279","0.180240989596926","0.161447387237304","0.199034591956549"
"Sometimes","2018","college entrance qualification","higher vocational","53","0.116108152480051","0.0852120293937255","0.147004275566376"
"Sometimes","2018","college entrance qualification","higher education","850","0.204624086510832","0.192812038231237","0.216436134790427"
"Sometimes","2018","Other degree","in school","","","",""
"Sometimes","2018","Other degree","inadequately","13","","",""
"Sometimes","2018","Other degree","general elemantary","74","0.169147588696158","0.136255408105869","0.202039769286447"
