"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2016","no migration background","general elemantary","163","0.09476014739327","0.080413609113434","0.109106685673106","4"
"Divorced","2016","no migration background","middle vocational","987","0.119380616125635","0.112607418172588","0.126153814078682","4"
"Divorced","2016","no migration background","higher vocational","126","0.113046696961575","0.0955278489612723","0.130565544961877","4"
"Divorced","2016","no migration background","higher education","367","0.0906610957535158","0.082216457072042","0.0991057344349895","4"
"Divorced","2016","direct migration background","inadequately","38","0.0780260611432026","0.0657374808753212","0.0903146414110841","4"
"Divorced","2016","direct migration background","general elemantary","60","0.0688940712237051","0.0565834975590283","0.0812046448883819","4"
"Divorced","2016","direct migration background","vocational + Abi","68","0.0925514125379826","0.0728119436728885","0.112290881403077","4"
"Divorced","2016","direct migration background","higher vocational","10","","","","4"
"Divorced","2016","indirect migration background","inadequately","1","","","","4"
"Divorced","2016","indirect migration background","middle vocational","35","0.04150086707745","0.026120869061029","0.056880865093871","4"
"Divorced","2016","indirect migration background","vocational + Abi","4","","","","4"
"Divorced","2016","direct migration background","higher education","89","0.0641442691914948","0.0533468905806163","0.0749416478023732","4"
"Divorced","2016","indirect migration background","general elemantary","12","","","","4"
"Divorced","2016","indirect migration background","higher vocational","3","","","","4"
"Divorced","2016","no migration background","vocational + Abi","137","0.0959840992476271","0.0791840395979503","0.112784158897304","4"
"Divorced","2016","direct migration background","in school","","","","","4"
"Divorced","2016","direct migration background","middle vocational","130","0.095506110448996","0.083640592581654","0.107371628316338","4"
"Divorced","2016","indirect migration background","higher education","8","","","","4"
"Divorced","2016","no migration background","inadequately","25","","","","4"
"Divorced","2016","no migration background","in school","","","","","4"
"Married","2016","no migration background","general elemantary","566","0.342504597223462","0.319259466765053","0.365749727681871","1"
"Married","2016","no migration background","middle vocational","5148","0.519010039485352","0.508572728462296","0.529447350508408","1"
"Married","2016","no migration background","vocational + Abi","648","0.440207311015681","0.411895648100725","0.468518973930637","1"
"Married","2016","no migration background","higher vocational","877","0.611691321636989","0.584727531643756","0.638655111630221","1"
"Married","2016","no migration background","higher education","2969","0.535235750934595","0.520566882332093","0.549904619537098","1"
"Married","2016","direct migration background","in school","6","","","","1"
"Married","2016","direct migration background","inadequately","1128","0.590645277526997","0.568116593880326","0.613173961173669","1"
"Married","2016","direct migration background","general elemantary","991","0.672229866980875","0.649414292360333","0.695045441601417","1"
"Married","2016","direct migration background","middle vocational","1531","0.615749305329996","0.596112194299009","0.635386416360983","1"
"Married","2016","direct migration background","vocational + Abi","563","0.636739014636939","0.603980588247557","0.669497441026321","1"
"Married","2016","direct migration background","higher vocational","66","0.54982736375436","0.447608719558297","0.652046007950424","1"
"Married","2016","direct migration background","higher education","1309","0.61271143009004","0.591243989071375","0.634178871108705","1"
"Married","2016","indirect migration background","in school","","","","","1"
"Married","2016","indirect migration background","inadequately","12","","","","1"
"Married","2016","indirect migration background","general elemantary","88","0.20150780559154","0.158163563198653","0.244852047984427","1"
"Married","2016","indirect migration background","middle vocational","251","0.267581464644779","0.233443351885305","0.301719577404254","1"
"Married","2016","indirect migration background","vocational + Abi","58","0.451413691240249","0.359661020398423","0.543166362082074","1"
"Married","2016","indirect migration background","higher vocational","41","0.56870870846942","0.444425213552974","0.692992203385866","1"
"Married","2016","indirect migration background","higher education","140","0.396164505645779","0.333763844711201","0.458565166580358","1"
"Married","2016","no migration background","inadequately","51","0.30869033822871","0.231335828295849","0.386044848161572","1"
"Married","2016","no migration background","in school","","","","","1"
"Married, but separated","2016","no migration background","general elemantary","42","0.0213556113330582","0.0142741826732653","0.0284370399928511","2"
"Married, but separated","2016","direct migration background","inadequately","154","0.0580747978017849","0.0473589975906805","0.0687905980128892","2"
"Married, but separated","2016","indirect migration background","in school","","","","","2"
"Married, but separated","2016","no migration background","in school","","","","","2"
"Married, but separated","2016","no migration background","inadequately","4","","","","2"
"Married, but separated","2016","no migration background","middle vocational","221","0.0205530558269187","0.0175891704856195","0.0235169411682179","2"
"Married, but separated","2016","no migration background","vocational + Abi","28","","","","2"
"Married, but separated","2016","no migration background","higher vocational","41","0.0363852994699889","0.0260257489326164","0.0467448500073615","2"
"Married, but separated","2016","direct migration background","general elemantary","113","0.0308849635526027","0.0224758729265389","0.0392940541786666","2"
"Married, but separated","2016","direct migration background","middle vocational","123","0.0324264865557971","0.0252755943254067","0.0395773787861874","2"
"Married, but separated","2016","direct migration background","vocational + Abi","33","0.0379957577724959","0.0249734195343646","0.0510180960106271","2"
"Married, but separated","2016","direct migration background","higher vocational","4","","","","2"
"Married, but separated","2016","indirect migration background","inadequately","1","","","","2"
"Married, but separated","2016","indirect migration background","general elemantary","9","","","","2"
"Married, but separated","2016","indirect migration background","middle vocational","14","","","","2"
"Married, but separated","2016","indirect migration background","vocational + Abi","6","","","","2"
"Married, but separated","2016","indirect migration background","higher vocational","1","","","","2"
"Married, but separated","2016","indirect migration background","higher education","8","","","","2"
"Married, but separated","2016","no migration background","higher education","92","0.0262390441306203","0.0215378532188973","0.0309402350423432","2"
"Married, but separated","2016","direct migration background","in school","1","","","","2"
"Married, but separated","2016","direct migration background","higher education","134","0.0635317659353984","0.0527825463163446","0.0742809855544521","2"
"Single","2016","indirect migration background","in school","159","1","1","1","3"
"Single","2016","indirect migration background","inadequately","19","","","","3"
"Single","2016","indirect migration background","general elemantary","216","0.712150227875121","0.663226572775854","0.761073882974389","3"
"Single","2016","indirect migration background","middle vocational","339","0.648042231565643","0.611214178168621","0.684870284962664","3"
"Single","2016","indirect migration background","vocational + Abi","45","0.490068262802805","0.397897500446586","0.582239025159025","3"
"Single","2016","indirect migration background","higher vocational","16","","","","3"
"Single","2016","indirect migration background","higher education","78","0.548421767590766","0.484930217331197","0.611913317850335","3"
"Single","2016","direct migration background","higher vocational","7","","","","3"
"Single","2016","no migration background","in school","489","1","1","1","3"
"Single","2016","no migration background","general elemantary","594","0.333947350090376","0.310845556131881","0.35704914404887","3"
"Single","2016","no migration background","middle vocational","1777","0.240475937248709","0.231548242722361","0.249403631775058","3"
"Single","2016","no migration background","vocational + Abi","333","0.388903135375194","0.361099672355935","0.416706598394453","3"
"Single","2016","no migration background","higher vocational","146","0.184936478058053","0.163456528961994","0.206416427154113","3"
"Single","2016","no migration background","higher education","826","0.295641453668121","0.282220379907737","0.309062527428506","3"
"Single","2016","direct migration background","in school","83","0.990006601721101","0.969457043974442","1.01055615946776","3"
"Single","2016","direct migration background","inadequately","454","0.212491385941094","0.193749173027376","0.231233598854813","3"
"Single","2016","direct migration background","general elemantary","431","0.165320163742983","0.147264614881547","0.183375712604419","3"
"Single","2016","direct migration background","middle vocational","522","0.206783453951571","0.190433291400038","0.223133616503103","3"
"Single","2016","direct migration background","vocational + Abi","141","0.195425871370906","0.168416966019414","0.222434776722399","3"
"Single","2016","direct migration background","higher education","421","0.235989428636153","0.217276967744808","0.254701889527499","3"
"Single","2016","no migration background","inadequately","53","0.368700561751928","0.287913389221299","0.449487734282558","3"
"Widowed","2016","no migration background","in school","","","","","5"
"Widowed","2016","no migration background","inadequately","4","","","","5"
"Widowed","2016","no migration background","general elemantary","236","0.207432293959835","0.187570942507443","0.227293645412227","5"
"Widowed","2016","no migration background","middle vocational","670","0.100580351313385","0.0942973015470391","0.106863401079732","5"
"Widowed","2016","no migration background","vocational + Abi","35","0.0561413713608768","0.043012780146518","0.0692699625752356","5"
"Widowed","2016","direct migration background","inadequately","56","0.0607624775869211","0.0498171692556986","0.0717077859181435","5"
"Widowed","2016","direct migration background","general elemantary","31","0.0626709344998345","0.0508903470414774","0.0744515219581917","5"
"Widowed","2016","direct migration background","middle vocational","51","0.0495346437136396","0.0407749087258844","0.0582943787013949","5"
"Widowed","2016","direct migration background","vocational + Abi","23","","","","5"
"Widowed","2016","direct migration background","higher vocational","4","","","","5"
"Widowed","2016","direct migration background","higher education","25","","","","5"
"Widowed","2016","indirect migration background","in school","","","","","5"
"Widowed","2016","indirect migration background","inadequately","","","","","5"
"Widowed","2016","indirect migration background","general elemantary","4","","","","5"
"Widowed","2016","indirect migration background","middle vocational","7","","","","5"
"Widowed","2016","indirect migration background","vocational + Abi","","","","","5"
"Widowed","2016","indirect migration background","higher vocational","","","","","5"
"Widowed","2016","indirect migration background","higher education","2","","","","5"
"Widowed","2016","no migration background","higher vocational","65","0.0539402038733944","0.0414421666610073","0.0664382410857816","5"
"Widowed","2016","no migration background","higher education","187","0.0522226555131472","0.0456794533019165","0.058765857724378","5"
"Widowed","2016","direct migration background","in school","","","","","5"
"Divorced","2017","indirect migration background","in school","","","","","4"
"Divorced","2017","indirect migration background","inadequately","3","","","","4"
"Divorced","2017","no migration background","general elemantary","180","0.0970795995044484","0.0834212504101355","0.110737948598761","4"
"Divorced","2017","no migration background","middle vocational","1089","0.12123840928679","0.114787892958129","0.12768892561545","4"
"Divorced","2017","no migration background","higher vocational","132","0.109079983779413","0.09270351114298","0.125456456415845","4"
"Divorced","2017","no migration background","higher education","409","0.0906148656855415","0.0827116572002455","0.0985180741708374","4"
"Divorced","2017","direct migration background","inadequately","53","0.122905346974772","0.109907091884678","0.135903602064866","4"
"Divorced","2017","direct migration background","general elemantary","72","0.0780105686969505","0.0659036923410781","0.0901174450528228","4"
"Divorced","2017","direct migration background","middle vocational","147","0.0970269829619714","0.0852703689933067","0.108783596930636","4"
"Divorced","2017","direct migration background","vocational + Abi","79","0.106718125780432","0.0851332191902719","0.128303032370591","4"
"Divorced","2017","direct migration background","higher vocational","8","","","","4"
"Divorced","2017","direct migration background","higher education","99","0.0674794962187739","0.0567887501088749","0.0781702423286728","4"
"Divorced","2017","indirect migration background","general elemantary","12","","","","4"
"Divorced","2017","indirect migration background","middle vocational","42","0.051541833494225","0.0354030988609221","0.0676805681275278","4"
"Divorced","2017","indirect migration background","vocational + Abi","6","","","","4"
"Divorced","2017","indirect migration background","higher vocational","4","","","","4"
"Divorced","2017","no migration background","vocational + Abi","163","0.108124445904355","0.0920629885603508","0.12418590324836","4"
"Divorced","2017","direct migration background","in school","1","","","","4"
"Divorced","2017","indirect migration background","higher education","10","","","","4"
"Divorced","2017","no migration background","inadequately","29","","","","4"
"Divorced","2017","no migration background","in school","","","","","4"
"Married","2017","no migration background","general elemantary","661","0.349748492191126","0.327748217807989","0.371748766574263","1"
"Married","2017","no migration background","middle vocational","5653","0.515723927104688","0.505847633835798","0.525600220373577","1"
"Married","2017","no migration background","vocational + Abi","775","0.435601827353717","0.409956484057898","0.461247170649537","1"
"Married","2017","no migration background","higher vocational","956","0.601694948077102","0.575977695906891","0.627412200247314","1"
"Married","2017","no migration background","higher education","3340","0.533222677863898","0.519487351984382","0.546958003743414","1"
"Married","2017","direct migration background","in school","7","","","","1"
"Married","2017","direct migration background","inadequately","1439","0.513440248104637","0.493652814033209","0.533227682176065","1"
"Married","2017","direct migration background","general elemantary","1135","0.640918067068736","0.61926145844731","0.662574675690162","1"
"Married","2017","direct migration background","middle vocational","1556","0.626219622009719","0.607003303278535","0.645435940740903","1"
"Married","2017","direct migration background","vocational + Abi","529","0.643895829951494","0.610419861188948","0.67737179871404","1"
"Married","2017","direct migration background","higher vocational","65","0.599662700024344","0.498436395542627","0.70088900450606","1"
"Married","2017","direct migration background","higher education","1395","0.634781203848837","0.614261008315477","0.655301399382197","1"
"Married","2017","indirect migration background","in school","4","","","","1"
"Married","2017","indirect migration background","inadequately","10","","","","1"
"Married","2017","indirect migration background","general elemantary","81","0.177956643038645","0.134458138059373","0.221455148017917","1"
"Married","2017","indirect migration background","middle vocational","271","0.280205305787072","0.247424248522899","0.312986363051245","1"
"Married","2017","indirect migration background","vocational + Abi","66","0.412749064022115","0.328117703568579","0.497380424475652","1"
"Married","2017","indirect migration background","higher vocational","41","0.454070810899005","0.327027432171921","0.581114189626088","1"
"Married","2017","indirect migration background","higher education","165","0.408313983421149","0.351148786945843","0.465479179896454","1"
"Married","2017","no migration background","inadequately","65","0.356443320972527","0.283584407803385","0.429302234141669","1"
"Married","2017","no migration background","in school","","","","","1"
"Married, but separated","2017","no migration background","general elemantary","47","0.0240009557555192","0.0169402444890903","0.0310616670219482","2"
"Married, but separated","2017","direct migration background","inadequately","182","0.0667861535935256","0.056902665615881","0.0766696415711703","2"
"Married, but separated","2017","indirect migration background","in school","","","","","2"
"Married, but separated","2017","indirect migration background","vocational + Abi","3","","","","2"
"Married, but separated","2017","no migration background","in school","","","","","2"
"Married, but separated","2017","no migration background","inadequately","4","","","","2"
"Married, but separated","2017","no migration background","middle vocational","237","0.0222045091874957","0.0192925623964578","0.0251164559785336","2"
"Married, but separated","2017","no migration background","vocational + Abi","28","","","","2"
"Married, but separated","2017","no migration background","higher vocational","40","0.0312697476306874","0.0221266766212469","0.0404128186401278","2"
"Married, but separated","2017","direct migration background","general elemantary","101","0.0365404152893815","0.0280701716237397","0.0450106589550234","2"
"Married, but separated","2017","direct migration background","middle vocational","124","0.0336585647588917","0.0264952884129861","0.0408218411047972","2"
"Married, but separated","2017","direct migration background","vocational + Abi","36","0.0384693619126537","0.025023895475878","0.0519148283494293","2"
"Married, but separated","2017","direct migration background","higher vocational","4","","","","2"
"Married, but separated","2017","indirect migration background","inadequately","3","","","","2"
"Married, but separated","2017","indirect migration background","general elemantary","8","","","","2"
"Married, but separated","2017","indirect migration background","middle vocational","17","","","","2"
"Married, but separated","2017","indirect migration background","higher vocational","1","","","","2"
"Married, but separated","2017","indirect migration background","higher education","13","","","","2"
"Married, but separated","2017","no migration background","higher education","110","0.0251375383015909","0.0208276815616509","0.0294473950415309","2"
"Married, but separated","2017","direct migration background","in school","","","","","2"
"Married, but separated","2017","direct migration background","higher education","149","0.0597081077111013","0.0496099789363893","0.0698062364858134","2"
"Single","2017","indirect migration background","in school","188","0.98763304294022","0.972000605157037","1.0032654807234","3"
"Single","2017","indirect migration background","inadequately","22","","","","3"
"Single","2017","indirect migration background","general elemantary","193","0.755119823454347","0.706214671012498","0.804024975896196","3"
"Single","2017","indirect migration background","middle vocational","383","0.617848916251713","0.582380716061758","0.653317116441668","3"
"Single","2017","indirect migration background","vocational + Abi","55","0.541975280915496","0.456328585084328","0.627621976746664","3"
"Single","2017","indirect migration background","higher vocational","13","","","","3"
"Single","2017","indirect migration background","higher education","94","0.52732704456945","0.469262727720191","0.58539136141871","3"
"Single","2017","no migration background","general elemantary","683","0.330614810688026","0.30891236440859","0.352317256967463","3"
"Single","2017","no migration background","vocational + Abi","432","0.385881514288627","0.360703356939167","0.411059671638088","3"
"Single","2017","no migration background","higher vocational","196","0.197737207951959","0.176813868664752","0.218660547239167","3"
"Single","2017","direct migration background","in school","79","0.992297450308126","0.973926710047676","1.01066819056858","3"
"Single","2017","direct migration background","inadequately","697","0.235991475315372","0.219181243779517","0.252801706851227","3"
"Single","2017","direct migration background","general elemantary","542","0.179617079514604","0.162288038316532","0.196946120712677","3"
"Single","2017","no migration background","in school","537","1","1","1","3"
"Single","2017","no migration background","middle vocational","2175","0.241169235954772","0.232715041175584","0.249623430733961","3"
"Single","2017","no migration background","inadequately","62","0.376008542628237","0.30232301036106","0.449694074895414","3"
"Single","2017","no migration background","higher education","1008","0.297567105361469","0.284980034745638","0.3101541759773","3"
"Single","2017","direct migration background","higher vocational","9","","","","3"
"Single","2017","direct migration background","higher education","439","0.216565701785241","0.199011178745371","0.234120224825111","3"
"Single","2017","direct migration background","vocational + Abi","117","0.149203406300574","0.124295394757658","0.17411141784349","3"
"Single","2017","direct migration background","middle vocational","560","0.206721479811564","0.190637102278645","0.222805857344483","3"
"Widowed","2017","no migration background","in school","","","","","5"
"Widowed","2017","no migration background","inadequately","6","","","","5"
"Widowed","2017","no migration background","general elemantary","234","0.19855614186088","0.180153180971052","0.216959102750707","5"
"Widowed","2017","no migration background","middle vocational","682","0.0996639184662548","0.0937440761654936","0.105583760767016","5"
"Widowed","2017","no migration background","vocational + Abi","38","0.0576850240929582","0.0456263250342968","0.0697437231516195","5"
"Widowed","2017","direct migration background","inadequately","80","0.0608767760116927","0.0514108403592504","0.0703427116641349","5"
"Widowed","2017","direct migration background","general elemantary","35","0.064913869430328","0.053791764954922","0.076035973905734","5"
"Widowed","2017","direct migration background","middle vocational","48","0.0363733504578539","0.0289372600234395","0.0438094408922683","5"
"Widowed","2017","direct migration background","vocational + Abi","25","","","","5"
"Widowed","2017","direct migration background","higher vocational","4","","","","5"
"Widowed","2017","direct migration background","higher education","33","0.021465490436047","0.0152888632858233","0.0276421175862706","5"
"Widowed","2017","indirect migration background","in school","","","","","5"
"Widowed","2017","indirect migration background","inadequately","","","","","5"
"Widowed","2017","indirect migration background","general elemantary","3","","","","5"
"Widowed","2017","indirect migration background","middle vocational","8","","","","5"
"Widowed","2017","indirect migration background","vocational + Abi","","","","","5"
"Widowed","2017","indirect migration background","higher vocational","","","","","5"
"Widowed","2017","indirect migration background","higher education","2","","","","5"
"Widowed","2017","no migration background","higher vocational","68","0.0602181125608381","0.0477211180742507","0.0727151070474256","5"
"Widowed","2017","no migration background","higher education","201","0.0534578127875005","0.0472647516356802","0.0596508739393209","5"
"Widowed","2017","direct migration background","in school","","","","","5"
"Divorced","2018","indirect migration background","in school","","","","","4"
"Divorced","2018","indirect migration background","inadequately","4","","","","4"
"Divorced","2018","no migration background","general elemantary","189","0.0961051728566605","0.0823158841919035","0.109894461521417","4"
"Divorced","2018","no migration background","middle vocational","1071","0.122602543049433","0.115959172081833","0.129245914017033","4"
"Divorced","2018","no migration background","higher vocational","123","0.112979191937378","0.0959080403724943","0.130050343502262","4"
"Divorced","2018","no migration background","higher education","404","0.0923019640461012","0.0841999439998797","0.100403984092323","4"
"Divorced","2018","direct migration background","inadequately","58","0.118143638196415","0.103839300239624","0.132447976153205","4"
"Divorced","2018","direct migration background","general elemantary","82","0.0981227331222191","0.0835601013502598","0.112685364894178","4"
"Divorced","2018","direct migration background","middle vocational","147","0.0999855075226926","0.0873113168456609","0.112659698199724","4"
"Divorced","2018","direct migration background","vocational + Abi","74","0.107254387047689","0.0841659284202386","0.130342845675139","4"
"Divorced","2018","direct migration background","higher vocational","10","","","","4"
"Divorced","2018","direct migration background","higher education","112","0.0661174442444183","0.0548034867765734","0.0774314017122631","4"
"Divorced","2018","indirect migration background","general elemantary","16","","","","4"
"Divorced","2018","indirect migration background","middle vocational","45","0.0581623460602711","0.0408363558495391","0.075488336271003","4"
"Divorced","2018","indirect migration background","vocational + Abi","6","","","","4"
"Divorced","2018","indirect migration background","higher vocational","5","","","","4"
"Divorced","2018","no migration background","vocational + Abi","151","0.102764086791452","0.0868068189785168","0.118721354604387","4"
"Divorced","2018","direct migration background","in school","","","","","4"
"Divorced","2018","indirect migration background","higher education","14","","","","4"
"Divorced","2018","no migration background","inadequately","32","0.233000359727798","0.168497050664068","0.297503668791529","4"
"Divorced","2018","no migration background","in school","","","","","4"
"Married","2018","no migration background","vocational + Abi","746","0.440263134212976","0.414175623384197","0.466350645041754","1"
"Married","2018","no migration background","higher vocational","895","0.596795469002227","0.57034263889205","0.623248299112403","1"
"Married","2018","no migration background","higher education","3193","0.544965856791481","0.531027108239733","0.55890460534323","1"
"Married","2018","no migration background","general elemantary","615","0.350542830463301","0.328219687897076","0.372865973029527","1"
"Married","2018","no migration background","middle vocational","5240","0.508793667158498","0.498667539305235","0.518919795011761","1"
"Married","2018","direct migration background","in school","3","","","","1"
"Married","2018","direct migration background","inadequately","1160","0.531067375307101","0.508952031192721","0.553182719421481","1"
"Married","2018","direct migration background","general elemantary","974","0.632298330609711","0.608694083734925","0.655902577484496","1"
"Married","2018","direct migration background","middle vocational","1391","0.62486285432867","0.604407154294252","0.645318554363087","1"
"Married","2018","direct migration background","vocational + Abi","462","0.624260588271992","0.588123772651781","0.660397403892203","1"
"Married","2018","direct migration background","higher vocational","53","0.579162738260766","0.468892039177875","0.689433437343656","1"
"Married","2018","direct migration background","higher education","1253","0.637677420495406","0.615791813268932","0.65956302772188","1"
"Married","2018","indirect migration background","in school","","","","","1"
"Married","2018","indirect migration background","inadequately","14","","","","1"
"Married","2018","indirect migration background","general elemantary","81","0.22931584059856","0.182442695425603","0.276188985771518","1"
"Married","2018","indirect migration background","middle vocational","265","0.313382979724611","0.279044262512373","0.347721696936849","1"
"Married","2018","indirect migration background","vocational + Abi","66","0.38965016466176","0.304835084191984","0.474465245131536","1"
"Married","2018","indirect migration background","higher vocational","32","0.420177224719811","0.287292810745241","0.553061638694382","1"
"Married","2018","indirect migration background","higher education","159","0.45882195961783","0.400034359609298","0.517609559626361","1"
"Married","2018","no migration background","in school","","","","","1"
"Married","2018","no migration background","inadequately","52","0.33656687142859","0.264466022383396","0.408667720473785","1"
"Married, but separated","2018","no migration background","general elemantary","44","0.0302754530743857","0.0222590591398462","0.0382918470089251","2"
"Married, but separated","2018","direct migration background","inadequately","141","0.0563350310239876","0.0461171262400125","0.0665529358079627","2"
"Married, but separated","2018","indirect migration background","in school","","","","","2"
"Married, but separated","2018","no migration background","vocational + Abi","32","0.0179530988336681","0.0109752693623612","0.024930928304975","2"
"Married, but separated","2018","indirect migration background","vocational + Abi","2","","","","2"
"Married, but separated","2018","no migration background","middle vocational","235","0.0238107930588656","0.020722670624403","0.0268989154933282","2"
"Married, but separated","2018","direct migration background","in school","1","","","","2"
"Married, but separated","2018","indirect migration background","higher education","9","","","","2"
"Married, but separated","2018","no migration background","in school","","","","","2"
"Married, but separated","2018","no migration background","inadequately","4","","","","2"
"Married, but separated","2018","no migration background","higher vocational","45","0.0393932930401527","0.0289031687748532","0.0498834173054522","2"
"Married, but separated","2018","no migration background","higher education","121","0.0248276716471202","0.0204722939233624","0.029183049370878","2"
"Married, but separated","2018","direct migration background","general elemantary","73","0.0389579032970447","0.0294857149898569","0.0484300916042325","2"
"Married, but separated","2018","direct migration background","middle vocational","101","0.0351006815891859","0.0273252280225483","0.0428761351558236","2"
"Married, but separated","2018","direct migration background","vocational + Abi","23","","","","2"
"Married, but separated","2018","direct migration background","higher vocational","3","","","","2"
"Married, but separated","2018","direct migration background","higher education","118","0.0543014972286916","0.0439835658720345","0.0646194285853487","2"
"Married, but separated","2018","indirect migration background","inadequately","2","","","","2"
"Married, but separated","2018","indirect migration background","general elemantary","6","","","","2"
"Married, but separated","2018","indirect migration background","middle vocational","17","","","","2"
"Married, but separated","2018","indirect migration background","higher vocational","2","","","","2"
"Single","2018","no migration background","middle vocational","2151","0.243662682093753","0.234967216238423","0.252358147949084","3"
"Single","2018","indirect migration background","in school","164","1","1","1","3"
"Single","2018","indirect migration background","inadequately","24","","","","3"
"Single","2018","indirect migration background","general elemantary","202","0.699667343896653","0.648556161036211","0.750778526757095","3"
"Single","2018","indirect migration background","middle vocational","366","0.586995546927501","0.550546695074578","0.623444398780423","3"
"Single","2018","indirect migration background","vocational + Abi","53","0.556737093784864","0.470339428977356","0.643134758592373","3"
"Single","2018","indirect migration background","higher vocational","14","","","","3"
"Single","2018","indirect migration background","higher education","92","0.485259669737108","0.426297324739151","0.544222014735064","3"
"Single","2018","no migration background","inadequately","69","0.363453970694163","0.290062475680783","0.436845465707543","3"
"Single","2018","no migration background","higher vocational","187","0.191569501952181","0.170347751088989","0.212791252815374","3"
"Single","2018","no migration background","higher education","990","0.284790553269126","0.272157842435782","0.297423264102471","3"
"Single","2018","direct migration background","in school","88","0.988590063203103","0.966887855424358","1.01029227098185","3"
"Single","2018","direct migration background","general elemantary","441","0.163201461782375","0.145110826901048","0.181292096663702","3"
"Single","2018","direct migration background","vocational + Abi","106","0.173505360911068","0.145250054901903","0.201760666920233","3"
"Single","2018","no migration background","in school","447","1","1","1","3"
"Single","2018","no migration background","vocational + Abi","427","0.388543273324082","0.362928702307875","0.414157844340289","3"
"Single","2018","direct migration background","inadequately","533","0.224752403733923","0.206253923384176","0.24325088408367","3"
"Single","2018","direct migration background","middle vocational","463","0.195912709849339","0.179143605695845","0.212681814002833","3"
"Single","2018","direct migration background","higher vocational","8","","","","3"
"Single","2018","no migration background","general elemantary","693","0.326029204358495","0.304098210070774","0.347960198646216","3"
"Single","2018","direct migration background","higher education","339","0.221558952741915","0.202649981675099","0.24046792380873","3"
"Widowed","2018","no migration background","in school","","","","","5"
"Widowed","2018","no migration background","inadequately","8","","","","5"
"Widowed","2018","no migration background","general elemantary","214","0.197047339247158","0.178437621388338","0.215657057105978","5"
"Widowed","2018","no migration background","middle vocational","666","0.10113031463945","0.0950232906564097","0.10723733862249","5"
"Widowed","2018","no migration background","vocational + Abi","35","0.0504764068378224","0.0389715393143042","0.0619812743613405","5"
"Widowed","2018","no migration background","higher vocational","71","0.059262544068061","0.0465298282585795","0.0719952598775424","5"
"Widowed","2018","no migration background","higher education","195","0.0531139542461711","0.0468366913127569","0.0593912171795852","5"
"Widowed","2018","direct migration background","in school","","","","","5"
"Widowed","2018","direct migration background","inadequately","64","0.0697015517385737","0.0584166953283101","0.0809864081488373","5"
"Widowed","2018","direct migration background","general elemantary","33","0.0674195711886504","0.0551446850772379","0.0796944573000629","5"
"Widowed","2018","direct migration background","middle vocational","50","0.0441382467101124","0.0354599990727484","0.0528164943474764","5"
"Widowed","2018","direct migration background","vocational + Abi","25","","","","5"
"Widowed","2018","direct migration background","higher vocational","3","","","","5"
"Widowed","2018","direct migration background","higher education","31","0.0203446852895693","0.0139167348608196","0.0267726357183191","5"
"Widowed","2018","indirect migration background","in school","","","","","5"
"Widowed","2018","indirect migration background","inadequately","","","","","5"
"Widowed","2018","indirect migration background","general elemantary","4","","","","5"
"Widowed","2018","indirect migration background","middle vocational","8","","","","5"
"Widowed","2018","indirect migration background","vocational + Abi","","","","","5"
"Widowed","2018","indirect migration background","higher vocational","","","","","5"
"Widowed","2018","indirect migration background","higher education","2","","","","5"
"Divorced","2019","indirect migration background","in school","","","","","4"
"Divorced","2019","direct migration background","general elemantary","72","0.0945032810748672","0.0789161539734236","0.110090408176311","4"
"Divorced","2019","indirect migration background","inadequately","4","","","","4"
"Divorced","2019","no migration background","general elemantary","183","0.10210311517564","0.0876245282155754","0.116581702135705","4"
"Divorced","2019","no migration background","middle vocational","1068","0.125116363535852","0.118359417049502","0.131873310022202","4"
"Divorced","2019","no migration background","higher vocational","152","0.120762930597942","0.104376324247452","0.137149536948432","4"
"Divorced","2019","no migration background","higher education","466","0.0887472619914041","0.0813057092332993","0.096188814749509","4"
"Divorced","2019","direct migration background","inadequately","56","0.133604920397325","0.117723433896796","0.149486406897854","4"
"Divorced","2019","direct migration background","middle vocational","125","0.0920008742856264","0.0787802962186389","0.105221452352614","4"
"Divorced","2019","direct migration background","vocational + Abi","62","0.106186198708642","0.0817383449712584","0.130634052446026","4"
"Divorced","2019","direct migration background","higher vocational","10","","","","4"
"Divorced","2019","direct migration background","higher education","118","0.0732886273029712","0.0608563007215979","0.0857209538843444","4"
"Divorced","2019","indirect migration background","general elemantary","13","","","","4"
"Divorced","2019","indirect migration background","middle vocational","45","0.0682102382443032","0.049049112598342","0.0873713638902644","4"
"Divorced","2019","indirect migration background","vocational + Abi","10","","","","4"
"Divorced","2019","indirect migration background","higher vocational","11","","","","4"
"Divorced","2019","no migration background","vocational + Abi","171","0.111001009301076","0.0951303876317742","0.126871630970378","4"
"Divorced","2019","direct migration background","in school","","","","","4"
"Divorced","2019","indirect migration background","higher education","20","","","","4"
"Divorced","2019","no migration background","in school","","","","","4"
"Divorced","2019","no migration background","inadequately","28","","","","4"
"Married","2019","direct migration background","inadequately","1096","0.548203722311442","0.524972917856852","0.571434526766033","1"
"Married","2019","direct migration background","general elemantary","832","0.61894265511929","0.593065318930033","0.644819991308548","1"
"Married","2019","direct migration background","middle vocational","1212","0.646657135913542","0.624792263258494","0.66852200856859","1"
"Married","2019","direct migration background","vocational + Abi","418","0.633859655715444","0.595629724069997","0.67208958736089","1"
