"erwst","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2012","66 and older","Full Time","40","0.614677304544493","0.498144936025354","0.731209673063633","1"
"Full-time","2012","66 and older","Part Time","16","","","","1"
"Full-time","2012","66 and older","Not Working","","","","","1"
"Full-time","2012","35-65 y.","Part Time","838","0.182553972542893","0.171937381193833","0.193170563891953","1"
"Full-time","2012","35-65 y.","Not Working","110","0.0359056984815643","0.0293498428079083","0.0424615541552203","1"
"Non-working","2012","16-34 y.","Not Working","2047","0.855716121002253","0.8417165679803","0.869715674024205","5"
"Non-working","2012","66 and older","Full Time","12","","","","5"
"Non-working","2012","16-34 y.","Full Time","99","0.0366613220407963","0.0291969690691281","0.0441256750124645","5"
"Non-working","2012","16-34 y.","Part Time","567","0.277361109310503","0.257919329302146","0.296802889318861","5"
"Non-working","2012","35-65 y.","Full Time","184","0.023943545890485","0.0205812014918171","0.027305890289153","5"
"Non-working","2012","35-65 y.","Not Working","2830","0.935818854721802","0.927183353237727","0.944454356205878","5"
"Non-working","2012","35-65 y.","Part Time","716","0.165568287635718","0.155353157770889","0.175783417500546","5"
"Non-working","2012","66 and older","Part Time","126","0.37981714752669","0.329043110684454","0.430591184368925","5"
"Non-working","2012","66 and older","Not Working","4839","0.999281696708416","0.998527223333236","1.0000361700836","5"
"Other","2012","16-34 y.","Full Time","388","0.148939275920518","0.134798165886128","0.163080385954908","6"
"Other","2012","16-34 y.","Part Time","616","0.315305318452247","0.295127848840862","0.335482788063632","6"
"Other","2012","16-34 y.","Not Working","263","0.0897100403295143","0.0783245743411583","0.10109550631787","6"
"Other","2012","35-65 y.","Full Time","55","0.00794060304381175","0.00598848500989452","0.00989272107772898","6"
"Other","2012","35-65 y.","Part Time","868","0.16990987486062","0.159588635573084","0.180231114148155","6"
"Other","2012","35-65 y.","Not Working","65","0.0123371989400489","0.00844763810259116","0.0162267597775067","6"
"Other","2012","66 and older","Full Time","5","","","","6"
"Other","2012","66 and older","Part Time","137","0.399562481381402","0.348321104101821","0.450803858660984","6"
"Other","2012","66 and older","Not Working","5","","","","6"
"Part-time","2012","16-34 y.","Not Working","52","0.0182527367759552","0.0129193355907254","0.023586137961185","2"
"Part-time","2012","35-65 y.","Not Working","89","0.0159382478565844","0.0115253954657686","0.0203511002474002","2"
"Part-time","2012","66 and older","Full Time","10","","","","2"
"Part-time","2012","66 and older","Part Time","72","0.174517173104226","0.134810121625094","0.214224224583358","2"
"Part-time","2012","16-34 y.","Full Time","115","0.0393265331145306","0.0316063191419925","0.0470467470870686","2"
"Part-time","2012","16-34 y.","Part Time","503","0.195520136937835","0.178297251540612","0.212743022335059","2"
"Part-time","2012","35-65 y.","Part Time","2664","0.48196786496077","0.468235437770709","0.495700292150831","2"
"Part-time","2012","66 and older","Not Working","","","","","2"
"Part-time","2012","35-65 y.","Full Time","448","0.0475955943511295","0.0429128055821516","0.0522783831201075","2"
"Full-time","2013","16-34 y.","Full Time","1613","0.765943052389144","0.748258322016797","0.783627782761491","1"
"Full-time","2013","16-34 y.","Part Time","303","0.18128721163098","0.163946045607112","0.198628377654848","1"
"Full-time","2013","16-34 y.","Not Working","760","0.178720998142875","0.16732410836073","0.190117887925019","1"
"Full-time","2013","35-65 y.","Full Time","6767","0.910926685374428","0.904467984389915","0.917385386358941","1"
"Full-time","2013","66 and older","Full Time","37","0.61551379252373","0.488100906020145","0.742926679027316","1"
"Full-time","2013","66 and older","Part Time","18","","","","1"
"Full-time","2013","66 and older","Not Working","7","","","","1"
"Full-time","2013","35-65 y.","Not Working","1396","0.16297943815173","0.153117352522572","0.172841523780887","1"
"Full-time","2013","35-65 y.","Part Time","780","0.190035458147148","0.179057169540528","0.201013746753768","1"
"Non-working","2013","16-34 y.","Not Working","2660","0.633811632094592","0.619480332561588","0.648142931627595","5"
"Non-working","2013","16-34 y.","Full Time","100","0.0410961969851922","0.0328047988138541","0.0493875951565303","5"
"Non-working","2013","16-34 y.","Part Time","480","0.262838234431101","0.243025035687622","0.282651433174581","5"
"Non-working","2013","66 and older","Full Time","10","","","","5"
"Non-working","2013","35-65 y.","Not Working","3237","0.751043344295475","0.739497420970791","0.762589267620159","5"
"Non-working","2013","35-65 y.","Full Time","174","0.0255746863542109","0.0219952957288565","0.0291540769795654","5"
"Non-working","2013","35-65 y.","Part Time","663","0.142262462631655","0.132487689451835","0.152037235811475","5"
"Non-working","2013","66 and older","Part Time","148","0.409116065454958","0.359681507981904","0.458550622928011","5"
"Non-working","2013","66 and older","Not Working","4654","0.997564768677324","0.99615176139901","0.998977775955637","5"
"Other","2013","16-34 y.","Full Time","393","0.15707451272082","0.141876497081077","0.172272528360564","6"
"Other","2013","16-34 y.","Part Time","642","0.34095121975398","0.31961419657266","0.362288242935299","6"
"Other","2013","16-34 y.","Not Working","679","0.137516815129299","0.127271945898774","0.147761684359823","6"
"Other","2013","35-65 y.","Full Time","55","0.00852169254501159","0.00643751746725247","0.0106058676227707","6"
"Other","2013","35-65 y.","Part Time","855","0.176279778726596","0.165616876396637","0.186942681056555","6"
"Other","2013","35-65 y.","Not Working","260","0.0345549421127093","0.0296779375236596","0.039431946701759","6"
"Other","2013","66 and older","Full Time","4","","","","6"
"Other","2013","66 and older","Part Time","148","0.408276290181981","0.358857414760098","0.457695165603865","6"
"Other","2013","66 and older","Not Working","10","","","","6"
"Part-time","2013","35-65 y.","Not Working","495","0.0514222754400855","0.0455250680161156","0.0573194828640555","2"
"Part-time","2013","66 and older","Full Time","5","","","","2"
"Part-time","2013","16-34 y.","Full Time","96","0.0358862379048437","0.0281171946263108","0.0436552811833765","2"
"Part-time","2013","16-34 y.","Part Time","471","0.214923334183938","0.196433767049339","0.233412901318538","2"
"Part-time","2013","16-34 y.","Not Working","242","0.0499505546332351","0.0434702345151235","0.0564308747513467","2"
"Part-time","2013","35-65 y.","Full Time","476","0.0549769357263497","0.0498087141087302","0.0601451573439692","2"
"Part-time","2013","35-65 y.","Part Time","2608","0.491422300494601","0.477433180162922","0.505411420826279","2"
"Part-time","2013","66 and older","Part Time","66","0.145255353670721","0.109827849207567","0.180682858133875","2"
"Part-time","2013","66 and older","Not Working","3","","","","2"
"Full-time","2014","16-34 y.","Full Time","1790","0.750464370434738","0.733419092300104","0.767509648569371","1"
"Full-time","2014","16-34 y.","Part Time","366","0.197865486115445","0.181017826585772","0.214713145645118","1"
"Full-time","2014","16-34 y.","Not Working","106","0.0463046344313947","0.038117741994409","0.0544915268683805","1"
"Full-time","2014","35-65 y.","Full Time","6980","0.924197988264566","0.918280726575882","0.93011524995325","1"
"Full-time","2014","66 and older","Full Time","50","0.624494501054436","0.519681869575328","0.729307132533544","1"
"Full-time","2014","66 and older","Part Time","11","","","","1"
"Full-time","2014","66 and older","Not Working","1","","","","1"
"Full-time","2014","35-65 y.","Part Time","809","0.171414264435531","0.160997264476509","0.181831264394553","1"
"Full-time","2014","35-65 y.","Not Working","131","0.0402085398669011","0.0330599263407336","0.0473571533930685","1"
"Non-working","2014","16-34 y.","Not Working","2025","0.81461253503515","0.799472818436202","0.829752251634099","5"
"Non-working","2014","66 and older","Full Time","12","","","","5"
"Non-working","2014","16-34 y.","Full Time","129","0.0411945271153794","0.0333664015378595","0.0490226526928993","5"
"Non-working","2014","16-34 y.","Part Time","566","0.258051504159888","0.239547273673925","0.27655573464585","5"
"Non-working","2014","35-65 y.","Not Working","2608","0.917341910892163","0.907321569342408","0.927362252441919","5"
"Non-working","2014","35-65 y.","Full Time","163","0.0174389190312699","0.0145124936118815","0.0203653444506584","5"
"Non-working","2014","35-65 y.","Part Time","664","0.146981521151775","0.137194262966691","0.156768779336859","5"
"Non-working","2014","66 and older","Not Working","4519","0.99754528914724","0.996104443223147","0.998986135071334","5"
"Non-working","2014","66 and older","Part Time","150","0.404115856789896","0.355844812111781","0.452386901468012","5"
"Other","2014","16-34 y.","Full Time","449","0.165865516859864","0.151214463108325","0.180516570611402","6"
"Other","2014","16-34 y.","Part Time","743","0.339063885356086","0.319044466729408","0.359083303982765","6"
"Other","2014","16-34 y.","Not Working","346","0.115457784899052","0.103007682846871","0.127907886951233","6"
"Other","2014","35-65 y.","Full Time","71","0.00668172088998309","0.00486040079273909","0.00850304098722708","6"
"Other","2014","35-65 y.","Part Time","929","0.188715936670826","0.177900570756071","0.199531302585581","6"
"Other","2014","35-65 y.","Not Working","66","0.018377874752463","0.0134902929447177","0.0232654565602083","6"
"Other","2014","66 and older","Full Time","7","","","","6"
"Other","2014","66 and older","Part Time","169","0.426892788426853","0.37823748520545","0.475548091648256","6"
"Other","2014","66 and older","Not Working","11","","","","6"
"Part-time","2014","35-65 y.","Not Working","96","0.0240716744884728","0.0184942160951536","0.0296491328817921","2"
"Part-time","2014","66 and older","Full Time","13","","","","2"
"Part-time","2014","16-34 y.","Full Time","108","0.042475585590019","0.0345319852372154","0.0504191859428227","2"
"Part-time","2014","16-34 y.","Part Time","473","0.205019124368581","0.187946256458317","0.222091992278846","2"
"Part-time","2014","16-34 y.","Not Working","54","0.0236250456344031","0.0177081124963373","0.029541978772469","2"
"Part-time","2014","35-65 y.","Full Time","472","0.0516813718141811","0.0467320914265996","0.0566306522017626","2"
"Part-time","2014","35-65 y.","Part Time","2626","0.492888277741869","0.479069280627767","0.50670727485597","2"
"Part-time","2014","66 and older","Part Time","67","0.152840429124053","0.117444397644629","0.188236460603477","2"
"Part-time","2014","66 and older","Not Working","","","","","2"
"Full-time","2015","16-34 y.","Full Time","1589","0.763029752250959","0.745277234996517","0.7807822695054","1"
"Full-time","2015","16-34 y.","Part Time","316","0.19787715905746","0.180171725613808","0.215582592501113","1"
"Full-time","2015","16-34 y.","Not Working","472","0.115389432287201","0.10420030294249","0.126578561631912","1"
"Full-time","2015","35-65 y.","Full Time","6518","0.91074677552641","0.904176711264406","0.917316839788414","1"
"Full-time","2015","66 and older","Part Time","11","","","","1"
"Full-time","2015","35-65 y.","Part Time","770","0.180377413824282","0.169458982383958","0.191295845264606","1"
"Full-time","2015","35-65 y.","Not Working","404","0.0593453432279174","0.0512398127360874","0.0674508737197474","1"
"Full-time","2015","66 and older","Full Time","49","0.59128825357853","0.487390286283115","0.695186220873944","1"
"Full-time","2015","66 and older","Not Working","","","","","1"
"Non-working","2015","16-34 y.","Not Working","2109","0.729998499847479","0.714450258021122","0.745546741673837","5"
"Non-working","2015","66 and older","Full Time","21","","","","5"
"Non-working","2015","16-34 y.","Full Time","105","0.0356381571236354","0.0278985320276184","0.0433777822196524","5"
"Non-working","2015","16-34 y.","Part Time","547","0.256780536821513","0.237365962330449","0.276195111312576","5"
"Non-working","2015","35-65 y.","Not Working","2577","0.881757742125272","0.870680439670742","0.892835044579802","5"
"Non-working","2015","35-65 y.","Part Time","623","0.140713923930417","0.130839775784886","0.150588072075949","5"
"Non-working","2015","66 and older","Not Working","4443","0.996173003901091","0.994359501489901","0.99798650631228","5"
"Non-working","2015","35-65 y.","Full Time","161","0.0215441083119081","0.0181983564598834","0.0248898601639328","5"
"Non-working","2015","66 and older","Part Time","173","0.381092825519857","0.335189726342895","0.42699592469682","5"
"Other","2015","16-34 y.","Full Time","407","0.160163785235709","0.144852143564756","0.175475426906663","6"
"Other","2015","16-34 y.","Part Time","638","0.327736948064726","0.306876645073604","0.348597251055849","6"
"Other","2015","16-34 y.","Not Working","439","0.128020706978908","0.116319506753816","0.139721907204","6"
"Other","2015","35-65 y.","Full Time","67","0.00873102231189143","0.00658720810177898","0.0108748365220039","6"
"Other","2015","35-65 y.","Part Time","792","0.172122037481873","0.161402806857375","0.182841268106371","6"
"Other","2015","35-65 y.","Not Working","132","0.0324851640660229","0.0264031927881859","0.0385671353438598","6"
"Other","2015","66 and older","Full Time","4","","","","6"
"Other","2015","66 and older","Part Time","176","0.447755117681828","0.40075488668772","0.494755348675936","6"
"Other","2015","66 and older","Not Working","9","","","","6"
"Part-time","2015","16-34 y.","Full Time","103","0.0411683053896965","0.0328737142803217","0.0494628964990714","2"
"Part-time","2015","16-34 y.","Part Time","444","0.217605356056301","0.199268029760956","0.235942682351645","2"
"Part-time","2015","16-34 y.","Not Working","112","0.026591360886412","0.0209568646315794","0.0322258571412447","2"
"Part-time","2015","35-65 y.","Not Working","151","0.0264117505807881","0.0209105273096935","0.0319129738518827","2"
"Part-time","2015","66 and older","Full Time","12","","","","2"
"Part-time","2015","66 and older","Not Working","1","","","","2"
"Part-time","2015","35-65 y.","Part Time","2579","0.506786624763428","0.492589767707983","0.520983481818874","2"
"Part-time","2015","35-65 y.","Full Time","488","0.0589780938497906","0.0535492909825342","0.064406896717047","2"
"Part-time","2015","66 and older","Part Time","70","0.148350166994103","0.114754101765731","0.181946232222475","2"
"Full-time","2016","16-34 y.","Full Time","1587","0.777696764286215","0.760063792813734","0.795329735758695","1"
"Full-time","2016","16-34 y.","Part Time","341","0.223322698364706","0.204790200192621","0.241855196536791","1"
"Full-time","2016","16-34 y.","Not Working","153","0.0291362637063919","0.0243243383337963","0.0339481890789875","1"
"Full-time","2016","35-65 y.","Full Time","6243","0.90487634041627","0.897986720755754","0.911765960076786","1"
"Full-time","2016","66 and older","Part Time","14","","","","1"
"Full-time","2016","35-65 y.","Part Time","803","0.192852254500359","0.181476794021982","0.204227714978736","1"
"Full-time","2016","35-65 y.","Not Working","104","0.0218885048941437","0.0174811817449341","0.0262958280433533","1"
"Full-time","2016","66 and older","Full Time","55","0.69699202043574","0.600975118105958","0.793008922765523","1"
"Full-time","2016","66 and older","Not Working","1","","","","1"
"Non-working","2016","16-34 y.","Not Working","4027","0.843318281595886","0.832918415812668","0.853718147379105","5"
"Non-working","2016","35-65 y.","Not Working","3842","0.923368695867073","0.915356282515989","0.931381109218158","5"
"Non-working","2016","66 and older","Full Time","15","","","","5"
"Non-working","2016","16-34 y.","Full Time","94","0.0329080040656424","0.0253425999314118","0.040473408199873","5"
"Non-working","2016","16-34 y.","Part Time","525","0.272964449004239","0.253141051303525","0.292787846704953","5"
"Non-working","2016","35-65 y.","Full Time","159","0.0202240534838562","0.0169184264986096","0.0235296804691028","5"
"Non-working","2016","35-65 y.","Part Time","543","0.128348956521105","0.118705169623065","0.137992743419144","5"
"Non-working","2016","66 and older","Part Time","155","0.358587676116158","0.312446318080856","0.40472903415146","5"
"Non-working","2016","66 and older","Not Working","4299","0.998634579274542","0.997531650102871","0.999737508446213","5"
"Other","2016","16-34 y.","Full Time","362","0.143268468973041","0.128410989044543","0.158125948901539","6"
"Other","2016","16-34 y.","Part Time","653","0.310713301912633","0.290119947304585","0.331306656520681","6"
"Other","2016","16-34 y.","Not Working","419","0.104269947589054","0.0955263338420041","0.113013561336104","6"
"Other","2016","35-65 y.","Full Time","50","0.00851268425382079","0.00635527170845182","0.0106700967991898","6"
"Other","2016","35-65 y.","Part Time","762","0.168729022570786","0.157930948279178","0.179527096862393","6"
"Other","2016","35-65 y.","Not Working","160","0.0300902253988575","0.0249444473179037","0.0352360034798112","6"
"Other","2016","66 and older","Full Time","6","","","","6"
"Other","2016","66 and older","Part Time","171","0.430734279614936","0.383092686355271","0.478375872874601","6"
"Other","2016","66 and older","Not Working","4","","","","6"
"Part-time","2016","16-34 y.","Full Time","93","0.0461267626751021","0.0372312847433896","0.0550222406068147","2"
"Part-time","2016","16-34 y.","Part Time","421","0.192999550718421","0.175438024220758","0.210561077216085","2"
"Part-time","2016","16-34 y.","Not Working","94","0.0232755071086678","0.0189617227732902","0.0275892914440454","2"
"Part-time","2016","35-65 y.","Not Working","128","0.0246525738399254","0.0199818577499916","0.0293232899298593","2"
"Part-time","2016","66 and older","Full Time","12","","","","2"
"Part-time","2016","35-65 y.","Full Time","514","0.0663869218460531","0.0605406220043698","0.0722332216877363","2"
"Part-time","2016","35-65 y.","Part Time","2513","0.510069766407751","0.49565651313748","0.524483019678021","2"
"Part-time","2016","66 and older","Not Working","2","","","","2"
"Part-time","2016","66 and older","Part Time","75","0.187466843597048","0.149917113281999","0.225016573912097","2"
"Full-time","2017","16-34 y.","Full Time","1844","0.778517897234871","0.76223084686992","0.794804947599822","1"
"Full-time","2017","16-34 y.","Part Time","438","0.218253964131871","0.200781828880838","0.235726099382904","1"
"Full-time","2017","16-34 y.","Not Working","248","0.0459904965242809","0.0404410998875447","0.0515398931610171","1"
"Full-time","2017","35-65 y.","Full Time","7105","0.911274213085981","0.904998809797188","0.917549616374773","1"
"Full-time","2017","66 and older","Part Time","22","","","","1"
"Full-time","2017","35-65 y.","Not Working","153","0.0261673570851524","0.0215652659481622","0.0307694482221425","1"
"Full-time","2017","66 and older","Full Time","60","0.7018932559252","0.607389673566166","0.796396838284233","1"
"Full-time","2017","35-65 y.","Part Time","887","0.1787285029301","0.168303207005091","0.189153798855109","1"
"Full-time","2017","66 and older","Not Working","","","","","1"
"Non-working","2017","16-34 y.","Not Working","4607","0.825136871989498","0.815073408261199","0.835200335717797","5"
"Non-working","2017","35-65 y.","Not Working","4174","0.91277317526374","0.90463851187885","0.92090783864863","5"
"Non-working","2017","16-34 y.","Full Time","111","0.0447074232131416","0.0366016053492088","0.0528132410770745","5"
"Non-working","2017","66 and older","Full Time","12","","","","5"
"Non-working","2017","35-65 y.","Part Time","614","0.139394208661278","0.129969398638691","0.148819018683866","5"
"Non-working","2017","66 and older","Not Working","4472","0.997836663450061","0.996476611510677","0.999196715389444","5"
"Non-working","2017","16-34 y.","Part Time","551","0.233640839135203","0.215742092349899","0.251539585920507","5"
"Non-working","2017","35-65 y.","Full Time","170","0.0194443975637953","0.0163970251669756","0.0224917699606149","5"
"Non-working","2017","66 and older","Part Time","190","0.340524188176157","0.299516732215308","0.381531644137006","5"
"Other","2017","16-34 y.","Full Time","453","0.150582964135722","0.136555239755934","0.164610688515511","6"
"Other","2017","16-34 y.","Part Time","651","0.308104157964413","0.288574204484471","0.327634111444354","6"
"Other","2017","16-34 y.","Not Working","488","0.104041448613646","0.0959526779624248","0.112130219264868","6"
"Other","2017","35-65 y.","Full Time","53","0.00803122590749578","0.00606138073544627","0.0100010710795453","6"
"Other","2017","35-65 y.","Part Time","809","0.164861637635717","0.154764759167122","0.174958516104313","6"
"Other","2017","35-65 y.","Not Working","175","0.0397960087857986","0.0341604805133299","0.0454315370582673","6"
"Other","2017","66 and older","Full Time","3","","","","6"
"Other","2017","66 and older","Part Time","216","0.478793942221141","0.435565612105745","0.522022272336536","6"
"Other","2017","66 and older","Not Working","8","","","","6"
"Part-time","2017","35-65 y.","Not Working","120","0.0212634588653092","0.0171045157752037","0.0254224019554147","2"
"Part-time","2017","16-34 y.","Full Time","89","0.0261917154162652","0.0199276321217665","0.0324557987107638","2"
"Part-time","2017","16-34 y.","Part Time","507","0.240001038768514","0.221935740814471","0.258066336722556","2"
"Part-time","2017","16-34 y.","Not Working","130","0.0248311828725751","0.020708556531175","0.0289538092139752","2"
"Part-time","2017","66 and older","Full Time","15","","","","2"
"Part-time","2017","35-65 y.","Part Time","2878","0.517015650772904","0.503417918649218","0.53061338289659","2"
"Part-time","2017","35-65 y.","Full Time","559","0.0612501634427284","0.0559581524972206","0.0665421743882362","2"
"Part-time","2017","66 and older","Part Time","85","0.138769188089311","0.108853726270624","0.168684649907997","2"
"Part-time","2017","66 and older","Not Working","3","","","","2"
"Full-time","2018","16-34 y.","Full Time","1821","0.806065116925324","0.79043153324149","0.821698700609159","1"
"Full-time","2018","16-34 y.","Part Time","430","0.177708282279321","0.162196649522357","0.193219915036284","1"
"Full-time","2018","16-34 y.","Not Working","273","0.0534166597494085","0.0465711843270623","0.0602621351717546","1"
"Full-time","2018","35-65 y.","Full Time","6725","0.909666601436271","0.903196681291427","0.916136521581115","1"
"Full-time","2018","66 and older","Part Time","16","","","","1"
"Full-time","2018","35-65 y.","Part Time","896","0.188822554234507","0.178030570363852","0.199614538105162","1"
"Full-time","2018","35-65 y.","Not Working","163","0.0204699459750391","0.0161051549927773","0.0248347369573008","1"
"Full-time","2018","66 and older","Full Time","57","0.64032508586731","0.5422611071281","0.738389064606521","1"
"Full-time","2018","66 and older","Not Working","","","","","1"
"Non-working","2018","35-65 y.","Not Working","3598","0.932902145517561","0.925190117778367","0.940614173256755","5"
"Non-working","2018","16-34 y.","Full Time","119","0.0360382802778068","0.0286684508570468","0.0434081096985668","5"
"Non-working","2018","16-34 y.","Part Time","639","0.259151056234307","0.241371044376605","0.276931068092009","5"
"Non-working","2018","16-34 y.","Not Working","3285","0.815795376461805","0.803994161892027","0.827596591031583","5"
"Non-working","2018","35-65 y.","Full Time","193","0.0227328410066379","0.0193687546927451","0.0260969273205307","5"
"Non-working","2018","35-65 y.","Part Time","592","0.125347841152867","0.116217383730827","0.134478298574906","5"
"Non-working","2018","66 and older","Full Time","16","","","","5"
"Non-working","2018","66 and older","Not Working","4467","0.996749633553883","0.995082891898868","0.998416375208899","5"
"Non-working","2018","66 and older","Part Time","179","0.298804802554948","0.259687538462856","0.337922066647039","5"
"Other","2018","16-34 y.","Full Time","416","0.125890016492291","0.112773328192669","0.139006704791913","6"
"Other","2018","16-34 y.","Part Time","728","0.319039920051772","0.300126326061659","0.337953514041884","6"
"Other","2018","16-34 y.","Not Working","439","0.0981460888906503","0.0890889626948135","0.107203215086487","6"
"Other","2018","35-65 y.","Full Time","70","0.00933580583215912","0.0071652410153441","0.0115063706489741","6"
"Other","2018","35-65 y.","Part Time","745","0.148611685104461","0.138803091475173","0.158420278733749","6"
"Other","2018","35-65 y.","Not Working","135","0.0270324924716121","0.0220334314933544","0.0320315534498699","6"
"Other","2018","66 and older","Full Time","6","","","","6"
"Other","2018","66 and older","Part Time","228","0.477902655457119","0.435215159199655","0.520590151714582","6"
"Other","2018","66 and older","Not Working","11","","","","6"
"Part-time","2018","16-34 y.","Full Time","101","0.0320065863045784","0.0250467120660376","0.0389664605431192","2"
"Part-time","2018","16-34 y.","Part Time","536","0.244100741434601","0.226670346371829","0.261531136497373","2"
"Part-time","2018","35-65 y.","Not Working","147","0.019595416035788","0.0153229744737265","0.0238678575978495","2"
"Part-time","2018","66 and older","Not Working","2","","","","2"
"Part-time","2018","35-65 y.","Part Time","2819","0.537217919508165","0.523468640263478","0.550967198752852","2"
"Part-time","2018","16-34 y.","Not Working","148","0.0326418748981362","0.0272322517293828","0.0380514980668896","2"
"Part-time","2018","35-65 y.","Full Time","553","0.0582647517249316","0.0529778530912508","0.0635516503586123","2"
"Part-time","2018","66 and older","Full Time","13","","","","2"
"Part-time","2018","66 and older","Part Time","103","0.176177075247788","0.143619889792368","0.208734260703208","2"
"Full-time","2019","16-34 y.","Full Time","1721","0.781416374756151","0.764763439752712","0.798069309759591","1"
"Full-time","2019","16-34 y.","Part Time","479","0.236630148049538","0.218756190572897","0.254504105526178","1"
"Full-time","2019","16-34 y.","Not Working","215","0.0504123707652419","0.0429519356662445","0.0578728058642394","1"
"Full-time","2019","35-65 y.","Full Time","7427","0.899602609310165","0.893127055765097","0.906078162855234","1"
"Full-time","2019","66 and older","Part Time","38","0.0323467404692666","0.0183185184767128","0.0463749624618205","1"
"Full-time","2019","35-65 y.","Part Time","947","0.180400368266423","0.169718671818006","0.19108206471484","1"
"Full-time","2019","35-65 y.","Not Working","297","0.0739286586366867","0.065645283752202","0.0822120335211713","1"
"Full-time","2019","66 and older","Full Time","168","0.663206400855034","0.601860303912111","0.724552497797957","1"
"Full-time","2019","66 and older","Not Working","12","","","","1"
"Non-working","2019","35-65 y.","Not Working","3196","0.84541141192348","0.833966790014265","0.856856033832696","5"
"Non-working","2019","16-34 y.","Full Time","126","0.0454369347165529","0.0370452811488342","0.0538285882842715","5"
"Non-working","2019","16-34 y.","Part Time","549","0.229752396499584","0.212060948367798","0.247443844631371","5"
"Non-working","2019","16-34 y.","Not Working","2567","0.797107292326925","0.783394696301469","0.810819888352382","5"
"Non-working","2019","35-65 y.","Full Time","182","0.0245000605559278","0.0211689615947149","0.0278311595171406","5"
"Non-working","2019","35-65 y.","Part Time","569","0.128385551363642","0.119092872467126","0.137678230260159","5"
"Non-working","2019","66 and older","Full Time","21","","","","5"
"Non-working","2019","66 and older","Not Working","4378","0.986965891657155","0.983632721865575","0.990299061448736","5"
"Non-working","2019","66 and older","Part Time","223","0.46488045921349","0.425332549250877","0.504428369176104","5"
"Other","2019","16-34 y.","Full Time","391","0.129661977270789","0.116125956271268","0.14319799827031","6"
"Other","2019","16-34 y.","Part Time","634","0.246221096925327","0.228103407923457","0.264338785927198","6"
"Other","2019","16-34 y.","Not Working","420","0.127453490372669","0.11608250158885","0.138824479156488","6"
"Other","2019","35-65 y.","Full Time","82","0.0108418359160743","0.00861045035876304","0.0130732214733856","6"
"Other","2019","35-65 y.","Part Time","652","0.142008466635091","0.132311871448821","0.151705061821361","6"
"Other","2019","35-65 y.","Not Working","181","0.0355082273877358","0.0296496463548196","0.0413668084206521","6"
"Other","2019","66 and older","Full Time","10","","","","6"
"Other","2019","66 and older","Part Time","207","0.336193808419666","0.2987359459454","0.373651670893931","6"
"Other","2019","66 and older","Not Working","47","0.00942883872158511","0.00658871247427277","0.0122689649688975","6"
"Part-time","2019","16-34 y.","Full Time","128","0.0434847132565068","0.0352669243007885","0.051702502212225","2"
"Part-time","2019","16-34 y.","Part Time","510","0.287396358525551","0.268364428610143","0.306428288440958","2"
"Part-time","2019","35-65 y.","Not Working","159","0.0451517020520971","0.0385784099212601","0.0517249941829341","2"
"Part-time","2019","35-65 y.","Full Time","583","0.0650554942178326","0.059741449069223","0.0703695393664422","2"
"Part-time","2019","35-65 y.","Part Time","2810","0.549205613734844","0.535383407189965","0.563027820279723","2"
"Part-time","2019","66 and older","Not Working","11","","","","2"
"Part-time","2019","16-34 y.","Not Working","102","0.0250268465351636","0.0197005239507126","0.0303531691196146","2"
"Part-time","2019","66 and older","Full Time","29","","","","2"
"Part-time","2019","66 and older","Part Time","143","0.166578991897577","0.13703495599406","0.196123027801094","2"
