"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2014","lower secondary degree","no migration background","5066","0.889263830158803","0.881260671386635","0.897266988930972"
"Very low transfer dependency","2014","lower secondary degree","direct migration background","410","0.8080536364521","0.776194127388127","0.839913145516073"
"Very low transfer dependency","2014","lower secondary degree","indirect migration background","288","0.673449738339377","0.629279295320843","0.717620181357912"
"Very low transfer dependency","2014","secondary school degree","no migration background","5826","0.902045940094039","0.894919782557745","0.909172097630333"
"Very low transfer dependency","2014","secondary school degree","direct migration background","320","0.840067560852517","0.805137182071041","0.874997939633992"
"Very low transfer dependency","2014","secondary school degree","indirect migration background","354","0.797036800758611","0.760558257421442","0.833515344095779"
"Very low transfer dependency","2014","college entrance qualification","no migration background","5902","0.933624814454312","0.927519293852076","0.939730335056547"
"Very low transfer dependency","2014","college entrance qualification","direct migration background","365","0.812990100147027","0.777663642413245","0.848316557880808"
"Very low transfer dependency","2014","college entrance qualification","indirect migration background","481","0.853018797144842","0.823692024197063","0.88234557009262"
"Very low transfer dependency","2014","Other degree","no migration background","124","0.7557256017482","0.69313201371729","0.81831918977911"
"Very low transfer dependency","2014","Other degree","direct migration background","2131","0.76221869805247","0.747037663181208","0.777399732923731"
"Very low transfer dependency","2014","Other degree","indirect migration background","39","0.627402829766748","0.509863171046283","0.744942488487213"
"Very low transfer dependency","2014","no degree/no degree yet","no migration background","566","0.758802929534445","0.728487209533763","0.789118649535127"
"Very low transfer dependency","2014","no degree/no degree yet","direct migration background","186","0.541496805834722","0.494124692640379","0.588868919029066"
"Very low transfer dependency","2014","no degree/no degree yet","indirect migration background","149","0.650537752736265","0.590089253118445","0.710986252354085"
"Low transfer dependency","2014","lower secondary degree","no migration background","378","0.049409391886886","0.0438822211078586","0.0549365626659135"
"Low transfer dependency","2014","lower secondary degree","direct migration background","87","0.105911087419877","0.0810173497526292","0.130804825087124"
"Low transfer dependency","2014","lower secondary degree","indirect migration background","60","0.12705030163621","0.0956823180023611","0.15841828527006"
"Low transfer dependency","2014","secondary school degree","no migration background","449","0.0464874398814502","0.0414401192482829","0.0515347605146176"
"Low transfer dependency","2014","secondary school degree","direct migration background","61","0.0881333873269029","0.0611178384396404","0.115148936214165"
"Low transfer dependency","2014","secondary school degree","indirect migration background","57","0.0795999164444842","0.0550508895672106","0.104148943321758"
"Low transfer dependency","2014","college entrance qualification","no migration background","295","0.0395277930350683","0.0347488999051774","0.0443066861649592"
"Low transfer dependency","2014","college entrance qualification","direct migration background","49","0.103536367504868","0.0759345319294815","0.131138203080254"
"Low transfer dependency","2014","college entrance qualification","indirect migration background","39","0.0622020927153852","0.0421983525247124","0.0822058329060579"
"Low transfer dependency","2014","Other degree","no migration background","24","","",""
"Low transfer dependency","2014","Other degree","direct migration background","353","0.0889308143006082","0.0787806156505088","0.0990810129507077"
"Low transfer dependency","2014","Other degree","indirect migration background","9","","",""
"Low transfer dependency","2014","no degree/no degree yet","no migration background","79","0.0983187167426813","0.0772197104519138","0.119417723033449"
"Low transfer dependency","2014","no degree/no degree yet","direct migration background","83","0.158207038429101","0.123511856310533","0.192902220547669"
"Low transfer dependency","2014","no degree/no degree yet","indirect migration background","34","0.116844808718288","0.076118751735899","0.157570865700678"
"High transfer dependency","2014","lower secondary degree","no migration background","199","0.0257319693276136","0.0216938689690882","0.0297700696861391"
"High transfer dependency","2014","lower secondary degree","direct migration background","43","0.0358235579310761","0.0207889655861788","0.0508581502759735"
"High transfer dependency","2014","lower secondary degree","indirect migration background","39","0.0641145691423087","0.0410421118814414","0.087187026403176"
"High transfer dependency","2014","secondary school degree","no migration background","202","0.0223361898486728","0.0187935321940846","0.0258788475032611"
"High transfer dependency","2014","secondary school degree","direct migration background","26","","",""
"High transfer dependency","2014","secondary school degree","indirect migration background","29","","",""
"High transfer dependency","2014","college entrance qualification","no migration background","97","0.0138902512359202","0.0110197924836104","0.0167607099882301"
"High transfer dependency","2014","college entrance qualification","direct migration background","35","0.0538572037547757","0.0334056923522545","0.074308715157297"
"High transfer dependency","2014","college entrance qualification","indirect migration background","21","","",""
"High transfer dependency","2014","Other degree","no migration background","10","","",""
"High transfer dependency","2014","Other degree","direct migration background","223","0.0581346184752038","0.0497904212810706","0.0664788156693371"
"High transfer dependency","2014","Other degree","indirect migration background","3","","",""
"High transfer dependency","2014","no degree/no degree yet","no migration background","55","0.067843036641173","0.0500227560970657","0.0856633171852803"
"High transfer dependency","2014","no degree/no degree yet","direct migration background","50","0.0927574477189098","0.0651777357065485","0.120337159731271"
"High transfer dependency","2014","no degree/no degree yet","indirect migration background","22","","",""
"Very high transfer dependency","2014","lower secondary degree","no migration background","263","0.0355948086266969","0.0308695621101293","0.0403200551432646"
"Very high transfer dependency","2014","lower secondary degree","direct migration background","47","0.0502117181969472","0.0325454432466916","0.0678779931472029"
"Very high transfer dependency","2014","lower secondary degree","indirect migration background","46","0.135385390882103","0.103159767358677","0.16761101440553"
"Very high transfer dependency","2014","secondary school degree","no migration background","207","0.0291304301758381","0.0250987714371583","0.033162088914518"
"Very high transfer dependency","2014","secondary school degree","direct migration background","16","","",""
"Very high transfer dependency","2014","secondary school degree","indirect migration background","27","","",""
"Very high transfer dependency","2014","college entrance qualification","no migration background","92","0.0129571412746997","0.0101834620328136","0.0157308205165859"
"Very high transfer dependency","2014","college entrance qualification","direct migration background","19","","",""
"Very high transfer dependency","2014","college entrance qualification","indirect migration background","19","","",""
"Very high transfer dependency","2014","Other degree","no migration background","23","","",""
"Very high transfer dependency","2014","Other degree","direct migration background","314","0.0907158691717183","0.0804743550722355","0.100957383271201"
"Very high transfer dependency","2014","Other degree","indirect migration background","14","","",""
"Very high transfer dependency","2014","no degree/no degree yet","no migration background","65","0.0750353170817004","0.056366671540864","0.0937039626225368"
"Very high transfer dependency","2014","no degree/no degree yet","direct migration background","106","0.207538708017267","0.168982686898606","0.246094729135928"
"Very high transfer dependency","2014","no degree/no degree yet","indirect migration background","34","0.164101219542914","0.117146214594948","0.21105622449088"
"Very low transfer dependency","2015","lower secondary degree","no migration background","4750","0.894800271617126","0.886674086075295","0.902926457158957"
"Very low transfer dependency","2015","lower secondary degree","direct migration background","389","0.799987536053525","0.766435265899016","0.833539806208035"
"Very low transfer dependency","2015","lower secondary degree","indirect migration background","264","0.638988962224228","0.591683921961837","0.686294002486619"
"Very low transfer dependency","2015","secondary school degree","no migration background","5645","0.912044902311997","0.905103735505367","0.918986069118628"
"Very low transfer dependency","2015","secondary school degree","direct migration background","320","0.847522061940876","0.812683080586822","0.882361043294931"
"Very low transfer dependency","2015","secondary school degree","indirect migration background","346","0.798306374456422","0.760940331148722","0.835672417764122"
"Very low transfer dependency","2015","college entrance qualification","no migration background","5779","0.931686926542787","0.925416318640538","0.937957534445036"
"Very low transfer dependency","2015","college entrance qualification","direct migration background","359","0.842323945808585","0.808763985755617","0.875883905861553"
"Very low transfer dependency","2015","college entrance qualification","indirect migration background","458","0.858128049467553","0.828753395012077","0.88750270392303"
"Very low transfer dependency","2015","Other degree","no migration background","123","0.752801750320326","0.687955236062456","0.817648264578196"
"Very low transfer dependency","2015","Other degree","direct migration background","2824","0.787335837928891","0.774400327626477","0.800271348231304"
"Very low transfer dependency","2015","Other degree","indirect migration background","40","0.76549885126395","0.664048057681387","0.866949644846513"
"Very low transfer dependency","2015","no degree/no degree yet","no migration background","499","0.737858272425345","0.704704779023746","0.771011765826943"
"Very low transfer dependency","2015","no degree/no degree yet","direct migration background","197","0.514619549278051","0.469626730688188","0.559612367867914"
"Very low transfer dependency","2015","no degree/no degree yet","indirect migration background","120","0.60777101601182","0.540440453875991","0.675101578147649"
"Low transfer dependency","2015","lower secondary degree","no migration background","323","0.0453104820066984","0.0398018115880286","0.0508191524253683"
"Low transfer dependency","2015","lower secondary degree","direct migration background","77","0.103425180165438","0.0778829872026637","0.128967373128212"
"Low transfer dependency","2015","lower secondary degree","indirect migration background","51","0.118397440769458","0.0865768618465367","0.150218019692379"
"Low transfer dependency","2015","secondary school degree","no migration background","375","0.0372272916700324","0.0325876283177899","0.0418669550222748"
"Low transfer dependency","2015","secondary school degree","direct migration background","41","0.0708450802993307","0.0459802585146774","0.0957099020839839"
"Low transfer dependency","2015","secondary school degree","indirect migration background","41","0.0703496928074298","0.0465354301594885","0.094163955455371"
"Low transfer dependency","2015","college entrance qualification","no migration background","283","0.0431162078400568","0.038067588695798","0.0481648269843157"
"Low transfer dependency","2015","college entrance qualification","direct migration background","44","0.0940639405481131","0.0671820785395688","0.120945802556657"
"Low transfer dependency","2015","college entrance qualification","indirect migration background","36","0.0481552100348084","0.030131127931957","0.0661792921376598"
"Low transfer dependency","2015","Other degree","no migration background","15","","",""
"Low transfer dependency","2015","Other degree","direct migration background","366","0.0754158973335295","0.0670683082220784","0.0837634864449805"
"Low transfer dependency","2015","Other degree","indirect migration background","7","","",""
"Low transfer dependency","2015","no degree/no degree yet","no migration background","66","0.0896820000031857","0.0681430786427394","0.111220921363632"
"Low transfer dependency","2015","no degree/no degree yet","direct migration background","73","0.161856231957471","0.128698646841334","0.195013817073609"
"Low transfer dependency","2015","no degree/no degree yet","indirect migration background","26","","",""
"High transfer dependency","2015","lower secondary degree","no migration background","177","0.0223424903616253","0.0184279972678193","0.0262569834554312"
"High transfer dependency","2015","lower secondary degree","direct migration background","36","0.0364302356858822","0.0207148753965391","0.0521455959752252"
"High transfer dependency","2015","lower secondary degree","indirect migration background","36","0.0935360517588885","0.0648569672905931","0.122215136227184"
"High transfer dependency","2015","secondary school degree","no migration background","166","0.0183538735406728","0.0150643332532899","0.0216434138280557"
"High transfer dependency","2015","secondary school degree","direct migration background","27","","",""
"High transfer dependency","2015","secondary school degree","indirect migration background","27","","",""
"High transfer dependency","2015","college entrance qualification","no migration background","88","0.0124505204335858","0.00969441443014034","0.0152066264370312"
"High transfer dependency","2015","college entrance qualification","direct migration background","24","","",""
"High transfer dependency","2015","college entrance qualification","indirect migration background","25","","",""
"High transfer dependency","2015","Other degree","no migration background","7","","",""
"High transfer dependency","2015","Other degree","direct migration background","249","0.0539406911616312","0.0467994477456828","0.0610819345775796"
"High transfer dependency","2015","Other degree","indirect migration background","10","","",""
"High transfer dependency","2015","no degree/no degree yet","no migration background","49","0.0977233680673111","0.0753390529383927","0.120107683196229"
"High transfer dependency","2015","no degree/no degree yet","direct migration background","61","0.122421982048036","0.0929145448410411","0.151929419255031"
"High transfer dependency","2015","no degree/no degree yet","indirect migration background","23","","",""
"Very high transfer dependency","2015","lower secondary degree","no migration background","226","0.0375467560145505","0.0325118380148477","0.0425816740142534"
"Very high transfer dependency","2015","lower secondary degree","direct migration background","44","0.0601570480951547","0.0402125701591387","0.0801015260311707"
"Very high transfer dependency","2015","lower secondary degree","indirect migration background","45","0.149077545247426","0.113998189664549","0.184156900830304"
"Very high transfer dependency","2015","secondary school degree","no migration background","210","0.0323739324772976","0.0280363737130041","0.0367114912415911"
"Very high transfer dependency","2015","secondary school degree","direct migration background","21","","",""
"Very high transfer dependency","2015","secondary school degree","indirect migration background","29","","",""
"Very high transfer dependency","2015","college entrance qualification","no migration background","68","0.0127463451835704","0.00995810652099839","0.0155345838461424"
"Very high transfer dependency","2015","college entrance qualification","direct migration background","26","","",""
"Very high transfer dependency","2015","college entrance qualification","indirect migration background","23","","",""
"Very high transfer dependency","2015","Other degree","no migration background","25","","",""
"Very high transfer dependency","2015","Other degree","direct migration background","405","0.0833075735759484","0.07457161701537","0.0920435301365268"
"Very high transfer dependency","2015","Other degree","indirect migration background","10","","",""
"Very high transfer dependency","2015","no degree/no degree yet","no migration background","62","0.0747363595041587","0.0549131732865853","0.0945595457217322"
"Very high transfer dependency","2015","no degree/no degree yet","direct migration background","143","0.201102236716441","0.165018378034485","0.237186095398398"
"Very high transfer dependency","2015","no degree/no degree yet","indirect migration background","33","0.124948212796284","0.0793493188326328","0.170547106759934"
"Very low transfer dependency","2016","lower secondary degree","no migration background","4377","0.899229076371018","0.890917589904568","0.907540562837468"
"Very low transfer dependency","2016","lower secondary degree","direct migration background","343","0.813688254005427","0.778599603808565","0.848776904202289"
"Very low transfer dependency","2016","lower secondary degree","indirect migration background","235","0.642818362522604","0.593320603192354","0.692316121852854"
"Very low transfer dependency","2016","secondary school degree","no migration background","5246","0.90197844653514","0.89440919628308","0.909547696787201"
"Very low transfer dependency","2016","secondary school degree","direct migration background","266","0.813221698599764","0.771916688965679","0.854526708233849"
"Very low transfer dependency","2016","secondary school degree","indirect migration background","315","0.791859248174851","0.752705294623331","0.831013201726372"
"Very low transfer dependency","2016","college entrance qualification","no migration background","5489","0.935050381635248","0.928735883349987","0.941364879920509"
"Very low transfer dependency","2016","college entrance qualification","direct migration background","335","0.84837778204201","0.814036449314807","0.882719114769213"
"Very low transfer dependency","2016","college entrance qualification","indirect migration background","438","0.867199573042733","0.8379471340141","0.896452012071365"
"Very low transfer dependency","2016","Other degree","no migration background","103","0.7676776461338","0.699868245796511","0.83548704647109"
"Very low transfer dependency","2016","Other degree","direct migration background","2230","0.783757043549711","0.769210960711921","0.798303126387501"
"Very low transfer dependency","2016","Other degree","indirect migration background","32","0.663794213730533","0.540064673109847","0.787523754351219"
"Very low transfer dependency","2016","no degree/no degree yet","no migration background","493","0.777194669903603","0.745030651691168","0.809358688116037"
"Very low transfer dependency","2016","no degree/no degree yet","direct migration background","158","0.552613233134995","0.501673137541529","0.60355332872846"
"Very low transfer dependency","2016","no degree/no degree yet","indirect migration background","105","0.588806425261739","0.517320288575247","0.660292561948231"
"Low transfer dependency","2016","lower secondary degree","no migration background","312","0.0462639224211882","0.0404641461205287","0.0520636987218476"
"Low transfer dependency","2016","lower secondary degree","direct migration background","56","0.0823056897779875","0.0575382298131517","0.107073149742823"
"Low transfer dependency","2016","lower secondary degree","indirect migration background","48","0.144793434812859","0.108443236123774","0.181143633501944"
"Low transfer dependency","2016","secondary school degree","no migration background","355","0.0495578958517452","0.0440331378903374","0.0550826538131529"
"Low transfer dependency","2016","secondary school degree","direct migration background","42","0.0948957324427938","0.0638352865946914","0.125956178290896"
"Low transfer dependency","2016","secondary school degree","indirect migration background","58","0.108807998362073","0.0787756622508238","0.138840334473322"
"Low transfer dependency","2016","college entrance qualification","no migration background","239","0.0394613792802061","0.0344728033362318","0.0444499552241803"
"Low transfer dependency","2016","college entrance qualification","direct migration background","45","0.0896710953898753","0.0623142205609593","0.117027970218791"
"Low transfer dependency","2016","college entrance qualification","indirect migration background","39","0.0592587390929738","0.0389064098848279","0.0796110683011196"
"Low transfer dependency","2016","Other degree","no migration background","19","","",""
"Low transfer dependency","2016","Other degree","direct migration background","360","0.0909551028385691","0.0807951768529015","0.101115028824237"
"Low transfer dependency","2016","Other degree","indirect migration background","9","","",""
"Low transfer dependency","2016","no degree/no degree yet","no migration background","56","0.0788001138223923","0.0579752118971706","0.0996250157476139"
"Low transfer dependency","2016","no degree/no degree yet","direct migration background","62","0.150684363961057","0.114034176295829","0.187334551626286"
"Low transfer dependency","2016","no degree/no degree yet","indirect migration background","28","","",""
"High transfer dependency","2016","lower secondary degree","no migration background","147","0.0232824379019116","0.0191187838595311","0.027446091944292"
"High transfer dependency","2016","lower secondary degree","direct migration background","21","","",""
"High transfer dependency","2016","lower secondary degree","indirect migration background","42","0.101008121623561","0.0698800030419535","0.132136240205169"
"High transfer dependency","2016","secondary school degree","no migration background","149","0.0203623983814604","0.0167670483214178","0.0239577484415031"
"High transfer dependency","2016","secondary school degree","direct migration background","8","","",""
"High transfer dependency","2016","secondary school degree","indirect migration background","22","","",""
"High transfer dependency","2016","college entrance qualification","no migration background","56","0.0122056203695445","0.00939212473032982","0.0150191160087591"
"High transfer dependency","2016","college entrance qualification","direct migration background","17","","",""
"High transfer dependency","2016","college entrance qualification","indirect migration background","22","","",""
"High transfer dependency","2016","Other degree","no migration background","7","","",""
"High transfer dependency","2016","Other degree","direct migration background","184","0.0454267740864879","0.0380690259739724","0.0527845221990035"
"High transfer dependency","2016","Other degree","indirect migration background","4","","",""
"High transfer dependency","2016","no degree/no degree yet","no migration background","39","0.0621732078957955","0.043509172032175","0.080837243759416"
"High transfer dependency","2016","no degree/no degree yet","direct migration background","45","0.107854316085401","0.0760750251933944","0.139633606977407"
"High transfer dependency","2016","no degree/no degree yet","indirect migration background","21","","",""
"Very high transfer dependency","2016","lower secondary degree","no migration background","203","0.0312245633058821","0.0264224140106578","0.0360267126011065"
"Very high transfer dependency","2016","lower secondary degree","direct migration background","53","0.0730624621473411","0.0496099209572737","0.0965150033374085"
"Very high transfer dependency","2016","lower secondary degree","indirect migration background","35","0.111380081040976","0.078881931900804","0.143878230181147"
"Very high transfer dependency","2016","secondary school degree","no migration background","178","0.028101259231654","0.0238943088104264","0.0323082096528817"
"Very high transfer dependency","2016","secondary school degree","direct migration background","26","","",""
"Very high transfer dependency","2016","secondary school degree","indirect migration background","18","","",""
"Very high transfer dependency","2016","college entrance qualification","no migration background","67","0.0132826187150015","0.0103492187377181","0.0162160186922849"
"Very high transfer dependency","2016","college entrance qualification","direct migration background","22","","",""
"Very high transfer dependency","2016","college entrance qualification","indirect migration background","18","","",""
"Very high transfer dependency","2016","Other degree","no migration background","20","","",""
"Very high transfer dependency","2016","Other degree","direct migration background","303","0.0798610795252318","0.0702829957415986","0.0894391633088651"
"Very high transfer dependency","2016","Other degree","indirect migration background","11","","",""
"Very high transfer dependency","2016","no degree/no degree yet","no migration background","55","0.0818320083782096","0.0606452124273007","0.103018804329118"
"Very high transfer dependency","2016","no degree/no degree yet","direct migration background","101","0.188848086818547","0.148750804212792","0.228945369424302"
"Very high transfer dependency","2016","no degree/no degree yet","indirect migration background","28","","",""
"Very low transfer dependency","2017","lower secondary degree","no migration background","4567","0.899152546997077","0.891029454163749","0.907275639830405"
"Very low transfer dependency","2017","lower secondary degree","direct migration background","333","0.804592054355017","0.768474646396567","0.840709462313466"
"Very low transfer dependency","2017","lower secondary degree","indirect migration background","245","0.668811436167475","0.619853463476478","0.717769408858471"
"Very low transfer dependency","2017","secondary school degree","no migration background","6135","0.918774414953313","0.912307056810937","0.92524177309569"
"Very low transfer dependency","2017","secondary school degree","direct migration background","273","0.797021857062513","0.755588172171569","0.838455541953457"
"Very low transfer dependency","2017","secondary school degree","indirect migration background","339","0.813568283851161","0.776800592654688","0.850335975047634"
"Very low transfer dependency","2017","college entrance qualification","no migration background","6475","0.943431029980506","0.9379718218726","0.948890238088412"
"Very low transfer dependency","2017","college entrance qualification","direct migration background","353","0.89528497964231","0.866243462964932","0.924326496319689"
"Very low transfer dependency","2017","college entrance qualification","indirect migration background","524","0.875162438947578","0.848996590215038","0.901328287680117"
"Very low transfer dependency","2017","Other degree","no migration background","120","0.742733227323111","0.675831944894301","0.80963450975192"
"Very low transfer dependency","2017","Other degree","direct migration background","2182","0.762291243491627","0.749173114904512","0.775409372078742"
"Very low transfer dependency","2017","Other degree","indirect migration background","31","0.776335163526717","0.658452223956837","0.894218103096596"
"Very low transfer dependency","2017","no degree/no degree yet","no migration background","569","0.781712548470382","0.751848935500071","0.811576161440694"
"Very low transfer dependency","2017","no degree/no degree yet","direct migration background","190","0.497429395711641","0.468147219868083","0.5267115715552"
"Very low transfer dependency","2017","no degree/no degree yet","indirect migration background","137","0.643928595638139","0.580940423110684","0.706916768165594"
"Low transfer dependency","2017","lower secondary degree","no migration background","327","0.0425198636691909","0.0370769295436876","0.0479627977946942"
"Low transfer dependency","2017","lower secondary degree","direct migration background","53","0.0963039267394457","0.0694324959794769","0.123175357499415"
"Low transfer dependency","2017","lower secondary degree","indirect migration background","43","0.13128793018044","0.0961574372941935","0.166418423066687"
"Low transfer dependency","2017","secondary school degree","no migration background","380","0.040210846212149","0.035559961585438","0.04486173083886"
"Low transfer dependency","2017","secondary school degree","direct migration background","40","0.0791724748101735","0.0513580513453393","0.106986898275008"
"Low transfer dependency","2017","secondary school degree","indirect migration background","46","0.0768727742163677","0.0517234388047634","0.102022109627972"
"Low transfer dependency","2017","college entrance qualification","no migration background","251","0.03283063972631","0.0286197257074148","0.0370415537452052"
"Low transfer dependency","2017","college entrance qualification","direct migration background","26","","",""
"Low transfer dependency","2017","college entrance qualification","indirect migration background","47","0.0641720490401866","0.0447726260186897","0.0835714720616834"
"Low transfer dependency","2017","Other degree","no migration background","16","","",""
"Low transfer dependency","2017","Other degree","direct migration background","368","0.0921863333103566","0.0832713515903759","0.101101315030337"
"Low transfer dependency","2017","Other degree","indirect migration background","7","","",""
"Low transfer dependency","2017","no degree/no degree yet","no migration background","72","0.083842502244922","0.0638060139440716","0.103878990545772"
"Low transfer dependency","2017","no degree/no degree yet","direct migration background","77","0.11584678027096","0.0971035331990306","0.13459002734289"
"Low transfer dependency","2017","no degree/no degree yet","indirect migration background","33","0.107380846187028","0.0666551876480259","0.14810650472603"
"High transfer dependency","2017","lower secondary degree","no migration background","184","0.024894818348918","0.0206918852896031","0.0290977514082329"
"High transfer dependency","2017","lower secondary degree","direct migration background","30","0.0435181272595882","0.0249344751710913","0.0621017793480851"
"High transfer dependency","2017","lower secondary degree","indirect migration background","29","","",""
"High transfer dependency","2017","secondary school degree","no migration background","171","0.017470266617928","0.0143685747002373","0.0205719585356187"
"High transfer dependency","2017","secondary school degree","direct migration background","17","","",""
"High transfer dependency","2017","secondary school degree","indirect migration background","15","","",""
"High transfer dependency","2017","college entrance qualification","no migration background","82","0.0125311610508834","0.00990245035675981","0.015159871745007"
"High transfer dependency","2017","college entrance qualification","direct migration background","16","","",""
"High transfer dependency","2017","college entrance qualification","indirect migration background","24","","",""
"High transfer dependency","2017","Other degree","no migration background","8","","",""
"High transfer dependency","2017","Other degree","direct migration background","288","0.0589409812947546","0.051683165531038","0.0661987970584713"
"High transfer dependency","2017","Other degree","indirect migration background","3","","",""
"High transfer dependency","2017","no degree/no degree yet","no migration background","35","0.0315428554335162","0.0189072769993053","0.044178433867727"
"High transfer dependency","2017","no degree/no degree yet","direct migration background","96","0.109705767955895","0.0914028391465006","0.12800869676529"
"High transfer dependency","2017","no degree/no degree yet","indirect migration background","22","","",""
"Very high transfer dependency","2017","lower secondary degree","no migration background","201","0.0334327709848141","0.0285835220398561","0.038282019929772"
"Very high transfer dependency","2017","lower secondary degree","direct migration background","47","0.0555858916459491","0.0347159556629519","0.0764558276289464"
"Very high transfer dependency","2017","lower secondary degree","indirect migration background","38","0.12116033033648","0.0872158655853508","0.155104795087609"
"Very high transfer dependency","2017","secondary school degree","no migration background","168","0.0235444722166094","0.0199548664441692","0.0271340779890496"
"Very high transfer dependency","2017","secondary school degree","direct migration background","32","0.093643529526454","0.0636324088826664","0.123654650170242"
"Very high transfer dependency","2017","secondary school degree","indirect migration background","31","0.0784532805620375","0.0530684839017361","0.103838077222339"
"Very high transfer dependency","2017","college entrance qualification","no migration background","71","0.0112071692423003","0.0087195376939546","0.0136948007906461"
"Very high transfer dependency","2017","college entrance qualification","direct migration background","32","0.0451413030928521","0.0254492610935361","0.064833345092168"
"Very high transfer dependency","2017","college entrance qualification","indirect migration background","18","","",""
"Very high transfer dependency","2017","Other degree","no migration background","20","","",""
"Very high transfer dependency","2017","Other degree","direct migration background","1207","0.0865814419032617","0.0779150933775955","0.0952477904289279"
"Very high transfer dependency","2017","Other degree","indirect migration background","7","","",""
"Very high transfer dependency","2017","no degree/no degree yet","no migration background","59","0.10290209385118","0.0809368287628804","0.124867358939479"
"Very high transfer dependency","2017","no degree/no degree yet","direct migration background","757","0.277018056061503","0.250808670244248","0.303227441878759"
"Very high transfer dependency","2017","no degree/no degree yet","indirect migration background","30","0.128440472702961","0.0844284752911479","0.172452470114774"
"Very low transfer dependency","2018","lower secondary degree","no migration background","4274","0.894172054043919","0.885603404955262","0.902740703132576"
"Very low transfer dependency","2018","lower secondary degree","direct migration background","314","0.827730026690718","0.792763038070238","0.862697015311198"
"Very low transfer dependency","2018","lower secondary degree","indirect migration background","246","0.728227477591486","0.682144250799676","0.774310704383297"
"Very low transfer dependency","2018","secondary school degree","no migration background","5855","0.927964636856232","0.921685072969903","0.934244200742561"
"Very low transfer dependency","2018","secondary school degree","direct migration background","253","0.787215260374197","0.743902284618182","0.830528236130212"
"Very low transfer dependency","2018","secondary school degree","indirect migration background","345","0.838545855651393","0.803727564540605","0.873364146762181"
"Very low transfer dependency","2018","college entrance qualification","no migration background","6269","0.942959669544782","0.93739809919135","0.948521239898215"
"Very low transfer dependency","2018","college entrance qualification","direct migration background","332","0.897241910439439","0.867992931695185","0.926490889183693"
"Very low transfer dependency","2018","college entrance qualification","indirect migration background","475","0.875799280453155","0.848747591518111","0.902850969388199"
"Very low transfer dependency","2018","Other degree","no migration background","110","0.772586770453602","0.707228425829144","0.83794511507806"
"Very low transfer dependency","2018","Other degree","direct migration background","2095","0.769076841873821","0.756754351345401","0.781399332402241"
"Very low transfer dependency","2018","Other degree","indirect migration background","33","0.869946556257795","0.773783916425168","0.966109196090421"
"Very low transfer dependency","2018","no degree/no degree yet","no migration background","475","0.781344185200094","0.74896524480977","0.813723125590417"
"Very low transfer dependency","2018","no degree/no degree yet","direct migration background","210","0.402597118351863","0.378869027962242","0.426325208741484"
"Very low transfer dependency","2018","no degree/no degree yet","indirect migration background","122","0.600558109203507","0.533015671876237","0.668100546530777"
"Low transfer dependency","2018","lower secondary degree","no migration background","296","0.0496241411782201","0.0435749706487401","0.0556733117077002"
"Low transfer dependency","2018","lower secondary degree","direct migration background","48","0.092208105654091","0.0654172376741564","0.118998973634026"
"Low transfer dependency","2018","lower secondary degree","indirect migration background","46","0.0880799512032329","0.0587221522306464","0.117437750175819"
"Low transfer dependency","2018","secondary school degree","no migration background","347","0.0366122259544259","0.0320507590589848","0.0411736928498671"
"Low transfer dependency","2018","secondary school degree","direct migration background","38","0.0935162026055751","0.062703876505971","0.124328528705179"
"Low transfer dependency","2018","secondary school degree","indirect migration background","40","0.0573759925344331","0.0353693495016251","0.0793826355672411"
"Low transfer dependency","2018","college entrance qualification","no migration background","250","0.0308422197563471","0.0266962138476611","0.034988225665033"
"Low transfer dependency","2018","college entrance qualification","direct migration background","31","0.0470932838710238","0.0266875319692043","0.0674990357728434"
"Low transfer dependency","2018","college entrance qualification","indirect migration background","45","0.0517771720008144","0.0336030096525792","0.0699513343490495"
"Low transfer dependency","2018","Other degree","no migration background","17","","",""
"Low transfer dependency","2018","Other degree","direct migration background","387","0.0719893619144712","0.0644316467329402","0.0795470770960022"
"Low transfer dependency","2018","Other degree","indirect migration background","4","","",""
"Low transfer dependency","2018","no degree/no degree yet","no migration background","61","0.0733768446428254","0.052950436054416","0.0938032532312348"
"Low transfer dependency","2018","no degree/no degree yet","direct migration background","115","0.139085448779392","0.1223431660076","0.155827731551184"
"Low transfer dependency","2018","no degree/no degree yet","indirect migration background","29","","",""
"High transfer dependency","2018","lower secondary degree","no migration background","179","0.0266963526086518","0.0222062964982553","0.0311864087190483"
"High transfer dependency","2018","lower secondary degree","direct migration background","33","0.0284280460669491","0.0130387032531894","0.0438173888807089"
"High transfer dependency","2018","lower secondary degree","indirect migration background","35","0.0840970273231203","0.0553481007094558","0.112845953936785"
"High transfer dependency","2018","secondary school degree","no migration background","152","0.0156451128835181","0.0126310237135201","0.0186592020535161"
"High transfer dependency","2018","secondary school degree","direct migration background","20","","",""
"High transfer dependency","2018","secondary school degree","indirect migration background","23","","",""
"High transfer dependency","2018","college entrance qualification","no migration background","84","0.0109697511260385","0.00847192022310068","0.0134675820289764"
"High transfer dependency","2018","college entrance qualification","direct migration background","18","","",""
"High transfer dependency","2018","college entrance qualification","indirect migration background","37","0.0496582179305938","0.0318399488238047","0.0674764870373829"
"High transfer dependency","2018","Other degree","no migration background","11","","",""
