"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2012","Employed","higher vocational","1200","0.973619926624918","0.964864213090597","0.982375640159239","0"
"Very low transfer dependency","2012","Not Employed","inadequately","79","0.510888802272748","0.443599324882162","0.578178279663335","0"
"Very low transfer dependency","2012","Not Employed","general elemantary","1106","0.778585807776153","0.7583798875035","0.798791728048805","0"
"Very low transfer dependency","2012","Employed","middle vocational","7269","0.8984763053146","0.892073382590827","0.904879228038374","0"
"Very low transfer dependency","2012","Employed","vocational + Abi","1363","0.93246184693522","0.919924117121276","0.944999576749163","0"
"High transfer dependency","2013","Not Employed","vocational + Abi","55","0.0363308410524374","0.0243051976167894","0.0483564844880853","2"
"High transfer dependency","2013","Not Employed","higher vocational","13","","","","2"
"High transfer dependency","2013","Not Employed","higher education","71","0.0211418444036141","0.0154731954717145","0.0268104933355137","2"
"High transfer dependency","2013","Employed","in school","4","","","","2"
"High transfer dependency","2013","Employed","higher education","49","0.0105484047252869","0.00752149057797729","0.0135753188725965","2"
"High transfer dependency","2013","Not Employed","middle vocational","296","0.0337514967181271","0.0292204042542585","0.0382825891819957","2"
"High transfer dependency","2013","Employed","inadequately","19","","","","2"
"High transfer dependency","2013","Employed","higher vocational","7","","","","2"
"High transfer dependency","2013","Not Employed","in school","82","0.0626477794314258","0.0473106870091165","0.0779848718537352","2"
"High transfer dependency","2013","Employed","general elemantary","109","0.057082829476335","0.0441957966882251","0.0699698622644449","2"
"High transfer dependency","2013","Employed","middle vocational","310","0.0242030470079392","0.0208346253639317","0.0275714686519467","2"
"High transfer dependency","2013","Not Employed","inadequately","69","0.0900479078116935","0.064332661295031","0.115763154328356","2"
"High transfer dependency","2013","Not Employed","general elemantary","204","0.0441124458989701","0.0361030202783764","0.0521218715195639","2"
"High transfer dependency","2013","Employed","vocational + Abi","29","","","","2"
"Low transfer dependency","2013","Not Employed","in school","93","0.0638735417654016","0.0483972628994529","0.0793498206313503","1"
"Low transfer dependency","2013","Not Employed","inadequately","75","0.180061454176435","0.145543452704692","0.214579455648178","1"
"Low transfer dependency","2013","Not Employed","general elemantary","311","0.0940402744114854","0.0826553857067387","0.105425163116232","1"
"Low transfer dependency","2013","Not Employed","middle vocational","468","0.0512838925024389","0.0457494915800917","0.056818293424786","1"
"Low transfer dependency","2013","Not Employed","vocational + Abi","112","0.0932511004683241","0.0745624854316002","0.111939715505048","1"
"Low transfer dependency","2013","Not Employed","higher vocational","27","","","","1"
"Low transfer dependency","2013","Not Employed","higher education","116","0.0354480601173233","0.0281617560738893","0.0427343641607572","1"
"Low transfer dependency","2013","Employed","in school","9","","","","1"
"Low transfer dependency","2013","Employed","inadequately","32","0.208297642818995","0.142426558915039","0.274168726722952","1"
"Low transfer dependency","2013","Employed","general elemantary","152","0.0710419501042616","0.0567721166734254","0.0853117835350978","1"
"Low transfer dependency","2013","Employed","middle vocational","683","0.0576112150964804","0.0525040456120795","0.0627183845808813","1"
"Low transfer dependency","2013","Employed","vocational + Abi","110","0.050198971211646","0.0388657842202762","0.0615321582030157","1"
"Low transfer dependency","2013","Employed","higher vocational","54","0.0348055848047559","0.0244396504294475","0.0451715191800642","1"
"Low transfer dependency","2013","Employed","higher education","165","0.0262423588377441","0.0215060904043523","0.0309786272711359","1"
"Very high transfer dependency","2013","Not Employed","in school","92","0.065579274372537","0.0499120045761125","0.0812465441689616","3"
"Very high transfer dependency","2013","Not Employed","inadequately","140","0.26014831104686","0.220736403550835","0.299560218542884","3"
"Very high transfer dependency","2013","Not Employed","general elemantary","358","0.108409515990483","0.0962830622378054","0.12053596974316","3"
"Very high transfer dependency","2013","Not Employed","middle vocational","522","0.0674702902733939","0.0611766833172902","0.0737638972294976","3"
"Very high transfer dependency","2013","Not Employed","vocational + Abi","81","0.0828643776259904","0.0651466780177799","0.100582077234201","3"
"Very high transfer dependency","2013","Employed","middle vocational","140","0.0115112915608756","0.00917321040505218","0.0138493727166989","3"
"Very high transfer dependency","2013","Employed","vocational + Abi","21","","","","3"
"Very high transfer dependency","2013","Employed","higher vocational","4","","","","3"
"Very high transfer dependency","2013","Employed","higher education","23","","","","3"
"Very high transfer dependency","2013","Not Employed","higher vocational","15","","","","3"
"Very high transfer dependency","2013","Not Employed","higher education","103","0.0334822930574903","0.0263936885354284","0.0405708975795522","3"
"Very high transfer dependency","2013","Employed","in school","2","","","","3"
"Very high transfer dependency","2013","Employed","inadequately","18","","","","3"
"Very high transfer dependency","2013","Employed","general elemantary","70","0.0310189623964197","0.0213887761238984","0.0406491486689411","3"
"Very low transfer dependency","2013","Not Employed","vocational + Abi","682","0.787553680853248","0.761264848007931","0.813842513698565","0"
"Very low transfer dependency","2013","Not Employed","higher vocational","471","0.912753387217107","0.8886373340223","0.936869440411914","0"
"Very low transfer dependency","2013","Not Employed","higher education","2184","0.909927802421572","0.898646815643435","0.921208789199709","0"
"Very low transfer dependency","2013","Employed","in school","88","0.893203388619529","0.833557104057822","0.952849673181236","0"
"Very low transfer dependency","2013","Not Employed","middle vocational","4816","0.84749432050604","0.838473970352072","0.856514670660008","0"
"Very low transfer dependency","2013","Employed","higher education","4139","0.960039581870441","0.954236362126069","0.965842801614813","0"
"Very low transfer dependency","2013","Not Employed","in school","692","0.807899404430636","0.782965988199418","0.832832820661853","0"
"Very low transfer dependency","2013","Not Employed","inadequately","192","0.469742326965012","0.424907247597069","0.514577406332955","0"
"Very low transfer dependency","2013","Not Employed","general elemantary","1652","0.753437763699062","0.736626344715185","0.770249182682939","0"
"Very low transfer dependency","2013","Employed","inadequately","77","0.62395459830773","0.545382509438526","0.702526687176934","0"
"Very low transfer dependency","2013","Employed","middle vocational","6863","0.906674446334705","0.900298602463104","0.913050290206306","0"
"Very low transfer dependency","2013","Employed","general elemantary","914","0.840856258022984","0.820536474427683","0.861176041618285","0"
"Very low transfer dependency","2013","Employed","vocational + Abi","1266","0.92831400117416","0.914924852963114","0.941703149385206","0"
"Very low transfer dependency","2013","Employed","higher vocational","1136","0.961925557598658","0.951102147974887","0.972748967222428","0"
"High transfer dependency","2014","Not Employed","vocational + Abi","26","","","","2"
"High transfer dependency","2014","Not Employed","higher vocational","6","","","","2"
"High transfer dependency","2014","Not Employed","higher education","28","","","","2"
"High transfer dependency","2014","Employed","in school","5","","","","2"
"High transfer dependency","2014","Employed","higher education","65","0.0132768431876267","0.00998067860289445","0.016573007772359","2"
"High transfer dependency","2014","Employed","inadequately","25","","","","2"
"High transfer dependency","2014","Not Employed","middle vocational","207","0.0378799640992078","0.0323034249626402","0.0434565032357754","2"
"High transfer dependency","2014","Employed","higher vocational","20","","","","2"
"High transfer dependency","2014","Employed","middle vocational","283","0.0261823536943394","0.0226859563361523","0.0296787510525265","2"
"High transfer dependency","2014","Not Employed","in school","50","0.0425989637681101","0.0285871902342339","0.0566107373019864","2"
"High transfer dependency","2014","Not Employed","inadequately","40","0.110954053129888","0.0738334150321127","0.148074691227662","2"
"High transfer dependency","2014","Employed","general elemantary","124","0.0478247255750017","0.037332422289024","0.0583170288609793","2"
"High transfer dependency","2014","Employed","vocational + Abi","50","0.0201521967911442","0.013328369000131","0.0269760245821574","2"
"High transfer dependency","2014","Not Employed","general elemantary","140","0.0480417815526509","0.03759244866559","0.0584911144397119","2"
"Low transfer dependency","2014","Not Employed","in school","79","0.0709213528621205","0.053111456572882","0.0887312491513591","1"
"Low transfer dependency","2014","Not Employed","inadequately","54","0.178900373701831","0.133601719951989","0.224199027451674","1"
"Low transfer dependency","2014","Not Employed","general elemantary","181","0.0697240651620547","0.0572798557103229","0.0821682746137864","1"
"Low transfer dependency","2014","Not Employed","middle vocational","315","0.0538759296875665","0.0472808996158423","0.0604709597592908","1"
"Low transfer dependency","2014","Not Employed","vocational + Abi","49","0.0589191341316976","0.0359576974493426","0.0818805708140525","1"
"Low transfer dependency","2014","Not Employed","higher vocational","24","","","","1"
"Low transfer dependency","2014","Not Employed","higher education","66","0.0198287400927552","0.0129415151249521","0.0267159650605583","1"
"Low transfer dependency","2014","Employed","in school","7","","","","1"
"Low transfer dependency","2014","Employed","inadequately","56","0.253933087424205","0.196417536113591","0.311448638734819","1"
"Low transfer dependency","2014","Employed","general elemantary","221","0.0993739768552225","0.0846645848082006","0.114083368902245","1"
"Low transfer dependency","2014","Employed","middle vocational","669","0.0629697023801573","0.057650821577856","0.0682885831824586","1"
"Low transfer dependency","2014","Employed","vocational + Abi","118","0.0508219722895625","0.0401563267935076","0.0614876177856173","1"
"Low transfer dependency","2014","Employed","higher vocational","56","0.0354360295264785","0.0247039542406776","0.0461681048122794","1"
"Low transfer dependency","2014","Employed","higher education","189","0.0336654525198059","0.0284712390150127","0.0388596660245992","1"
"Very high transfer dependency","2014","Not Employed","in school","75","0.0868027104749456","0.0672685120224568","0.106336908927434","3"
"Very high transfer dependency","2014","Not Employed","inadequately","100","0.287603523681284","0.234105255095385","0.341101792267183","3"
"Very high transfer dependency","2014","Not Employed","general elemantary","257","0.12054105362682","0.104631963353622","0.136450143900017","3"
"Very high transfer dependency","2014","Not Employed","middle vocational","387","0.0740134178615964","0.066366209517321","0.0816606262058719","3"
"Very high transfer dependency","2014","Not Employed","vocational + Abi","68","0.132358527225394","0.0993136971529308","0.165403357297857","3"
"Very high transfer dependency","2014","Employed","middle vocational","143","0.012395482756823","0.00997277585051998","0.014818189663126","3"
"Very high transfer dependency","2014","Employed","vocational + Abi","20","","","","3"
"Very high transfer dependency","2014","Employed","higher vocational","6","","","","3"
"Very high transfer dependency","2014","Employed","higher education","29","","","","3"
"Very high transfer dependency","2014","Not Employed","higher vocational","9","","","","3"
"Very high transfer dependency","2014","Not Employed","higher education","86","0.0442032166928363","0.0340487891159801","0.0543576442696924","3"
"Very high transfer dependency","2014","Employed","in school","6","","","","3"
"Very high transfer dependency","2014","Employed","inadequately","28","","","","3"
"Very high transfer dependency","2014","Employed","general elemantary","90","0.0400145278097403","0.0303778504027564","0.0496512052167242","3"
"Very low transfer dependency","2014","Not Employed","vocational + Abi","261","0.787898121693782","0.748035606453499","0.827760636934065","0"
"Very low transfer dependency","2014","Not Employed","higher vocational","415","0.903527158269827","0.876369438301167","0.930684878238487","0"
"Very low transfer dependency","2014","Not Employed","higher education","1394","0.926514804798445","0.913624243312176","0.939405366284714","0"
"Very low transfer dependency","2014","Employed","in school","61","0.842436197600255","0.762096298599837","0.922776096600674","0"
"Very low transfer dependency","2014","Not Employed","in school","594","0.799676972894824","0.771907388650548","0.827446557139099","0"
"Very low transfer dependency","2014","Not Employed","inadequately","81","0.422542049486997","0.364160328384266","0.480923770589729","0"
"Very low transfer dependency","2014","Not Employed","middle vocational","3593","0.834230688351629","0.823367920615647","0.845093456087611","0"
"Very low transfer dependency","2014","Employed","higher education","4349","0.947891259113997","0.941490988094481","0.954291530133512","0"
"Very low transfer dependency","2014","Employed","higher vocational","1058","0.950134819245153","0.937499477837402","0.962770160652905","0"
"Very low transfer dependency","2014","Not Employed","general elemantary","1031","0.761693099658475","0.740875608517861","0.782510590799089","0"
"Very low transfer dependency","2014","Employed","vocational + Abi","1441","0.9225707637555","0.909591804160061","0.935549723350939","0"
"Very low transfer dependency","2014","Employed","middle vocational","6917","0.89845246116868","0.891838526920788","0.905066395416573","0"
"Very low transfer dependency","2014","Employed","inadequately","111","0.549959706206266","0.484219980753269","0.615699431659262","0"
"Very low transfer dependency","2014","Employed","general elemantary","1154","0.812786769760035","0.793607029403068","0.831966510117003","0"
"High transfer dependency","2015","Not Employed","vocational + Abi","41","0.0515086250403632","0.0330194050290431","0.0699978450516832","2"
"High transfer dependency","2015","Not Employed","higher vocational","7","","","","2"
"High transfer dependency","2015","Not Employed","higher education","43","0.0207837003462203","0.0145870076792557","0.0269803930131849","2"
"High transfer dependency","2015","Employed","in school","5","","","","2"
"High transfer dependency","2015","Employed","higher education","55","0.0120750736323009","0.00884491544748581","0.0153052318171159","2"
"High transfer dependency","2015","Employed","inadequately","23","","","","2"
"High transfer dependency","2015","Not Employed","middle vocational","210","0.0263601255672448","0.0217540117205604","0.0309662394139292","2"
"High transfer dependency","2015","Employed","higher vocational","12","","","","2"
"High transfer dependency","2015","Not Employed","inadequately","50","0.12129159865555","0.0874265477767177","0.155156649534382","2"
"High transfer dependency","2015","Not Employed","general elemantary","126","0.0417875906524501","0.0323827192556325","0.0511924620492676","2"
"High transfer dependency","2015","Employed","middle vocational","248","0.023519123426288","0.0200919060829365","0.0269463407696394","2"
"High transfer dependency","2015","Not Employed","in school","46","0.0700569027692731","0.0510670319715114","0.0890467735670349","2"
"High transfer dependency","2015","Employed","general elemantary","114","0.0734989317090412","0.0594902750277568","0.0875075883903255","2"
"High transfer dependency","2015","Employed","vocational + Abi","39","0.0178128606791546","0.0113478532840275","0.0242778680742817","2"
"Low transfer dependency","2015","Not Employed","in school","64","0.0664972272671906","0.0479607189502237","0.0850337355841575","1"
"Low transfer dependency","2015","Employed","vocational + Abi","98","0.0434381680752904","0.0334750025989587","0.0534013335516221","1"
"Low transfer dependency","2015","Employed","higher vocational","39","0.0305344616919419","0.0203344814164932","0.0407344419673905","1"
"Low transfer dependency","2015","Employed","higher education","175","0.0435271082074187","0.0374927211150099","0.0495614952998275","1"
"Low transfer dependency","2015","Not Employed","inadequately","55","0.19105328586498","0.150272912626685","0.231833659103274","1"
"Low transfer dependency","2015","Not Employed","general elemantary","194","0.0695400192956596","0.0575846071379104","0.0814954314534087","1"
"Low transfer dependency","2015","Not Employed","middle vocational","335","0.0567970523035177","0.0501423715174415","0.063451733089594","1"
"Low transfer dependency","2015","Not Employed","vocational + Abi","63","0.0666042383250582","0.0457475301714465","0.0874609464786699","1"
"Low transfer dependency","2015","Not Employed","higher vocational","20","","","","1"
"Low transfer dependency","2015","Not Employed","higher education","80","0.0247504350405154","0.0180019155689273","0.0314989545121036","1"
"Low transfer dependency","2015","Employed","in school","7","","","","1"
"Low transfer dependency","2015","Employed","inadequately","34","0.209416871121184","0.147519293747146","0.271314448495223","1"
"Low transfer dependency","2015","Employed","general elemantary","165","0.0825649581294275","0.0677902618849514","0.0973396543739035","1"
"Low transfer dependency","2015","Employed","middle vocational","521","0.0467313996152619","0.0419581818506132","0.0515046173799107","1"
"Very high transfer dependency","2015","Not Employed","in school","90","0.0833546004381448","0.0627893584386569","0.103919842437633","3"
"Very high transfer dependency","2015","Not Employed","inadequately","142","0.293060148947599","0.24584475713466","0.340275540760538","3"
"Very high transfer dependency","2015","Not Employed","general elemantary","296","0.120588484780817","0.105282992835144","0.135893976726489","3"
"Very high transfer dependency","2015","Not Employed","middle vocational","409","0.0780858792083706","0.0703716375316372","0.0858001208851039","3"
"Very high transfer dependency","2015","Not Employed","vocational + Abi","81","0.118141701039097","0.0911417527877469","0.145141649290447","3"
"Very high transfer dependency","2015","Not Employed","higher vocational","9","","","","3"
"Very high transfer dependency","2015","Not Employed","higher education","121","0.0441860430069282","0.0352593943122159","0.0531126917016406","3"
"Very high transfer dependency","2015","Employed","in school","","","","","3"
"Very high transfer dependency","2015","Employed","inadequately","9","","","","3"
"Very high transfer dependency","2015","Employed","general elemantary","55","0.0287913981383776","0.0198146166451614","0.0377681796315938","3"
"Very high transfer dependency","2015","Employed","middle vocational","121","0.014626861828828","0.0119118286015224","0.0173418950561336","3"
"Very high transfer dependency","2015","Employed","vocational + Abi","21","","","","3"
"Very high transfer dependency","2015","Employed","higher vocational","6","","","","3"
"Very high transfer dependency","2015","Employed","higher education","24","","","","3"
"Very low transfer dependency","2015","Not Employed","vocational + Abi","364","0.763745435595482","0.728212888808295","0.799277982382668","0"
"Very low transfer dependency","2015","Not Employed","higher vocational","401","0.928914120597259","0.904821345580448","0.953006895614071","0"
"Very low transfer dependency","2015","Not Employed","higher education","1792","0.910279821606336","0.897866393701489","0.922693249511184","0"
"Very low transfer dependency","2015","Employed","in school","62","0.867031137457914","0.789669695650202","0.944392579265627","0"
"Very low transfer dependency","2015","Not Employed","middle vocational","3693","0.838756942920867","0.828183404916362","0.849330480925372","0"
"Very low transfer dependency","2015","Employed","higher education","4138","0.939478061534916","0.932425990770038","0.946530132299794","0"
"Very low transfer dependency","2015","Employed","inadequately","100","0.639416994050304","0.566372285314683","0.712461702785926","0"
"Very low transfer dependency","2015","Employed","higher vocational","1036","0.957472665131693","0.945509797823592","0.969435532439795","0"
"Very low transfer dependency","2015","Not Employed","general elemantary","1123","0.768083905271074","0.748247266853966","0.787920543688181","0"
"Very low transfer dependency","2015","Employed","middle vocational","6621","0.915122615129622","0.908819795931931","0.921425434327313","0"
"Very low transfer dependency","2015","Not Employed","in school","494","0.780091269525391","0.749276260432078","0.810906278618705","0"
"Very low transfer dependency","2015","Employed","general elemantary","999","0.815144712023154","0.794306218786134","0.835983205260174","0"
"Very low transfer dependency","2015","Employed","vocational + Abi","1450","0.929690241649806","0.917193925395779","0.942186557903832","0"
"Very low transfer dependency","2015","Not Employed","inadequately","110","0.394594966531872","0.343894405249991","0.445295527813752","0"
"High transfer dependency","2016","Employed","in school","6","","","","2"
"High transfer dependency","2016","Not Employed","vocational + Abi","22","","","","2"
"High transfer dependency","2016","Not Employed","higher vocational","11","","","","2"
"High transfer dependency","2016","Not Employed","higher education","18","","","","2"
"High transfer dependency","2016","Employed","higher education","47","0.0105561404193761","0.0075322716493392","0.0135800091894129","2"
"High transfer dependency","2016","Employed","inadequately","24","","","","2"
"High transfer dependency","2016","Not Employed","in school","38","0.0473378116039381","0.0308595533801893","0.0638160698276869","2"
"High transfer dependency","2016","Not Employed","middle vocational","161","0.0332527067068398","0.0276219813690111","0.0388834320446685","2"
"High transfer dependency","2016","Not Employed","inadequately","30","0.132007904409559","0.0880700828205478","0.17594572599857","2"
"High transfer dependency","2016","Not Employed","general elemantary","105","0.0376183288009551","0.0276157009412945","0.0476209566606157","2"
"High transfer dependency","2016","Employed","higher vocational","9","","","","2"
"High transfer dependency","2016","Employed","vocational + Abi","27","","","","2"
"High transfer dependency","2016","Employed","general elemantary","110","0.0794144774269571","0.0648116445428496","0.0940173103110646","2"
"High transfer dependency","2016","Employed","middle vocational","186","0.0189119994914637","0.0157420246398057","0.0220819743431218","2"
"Low transfer dependency","2016","Not Employed","higher education","70","0.0350717861274517","0.0258023125338168","0.0443412597210866","1"
"Low transfer dependency","2016","Employed","in school","7","","","","1"
"Low transfer dependency","2016","Employed","inadequately","41","0.133239494941642","0.0833160971575414","0.183162892725742","1"
"Low transfer dependency","2016","Employed","general elemantary","172","0.0899708385958908","0.0745170935721697","0.105424583619612","1"
"Low transfer dependency","2016","Employed","middle vocational","558","0.0588122340335772","0.0533369697583609","0.0642874983087934","1"
"Low transfer dependency","2016","Not Employed","middle vocational","276","0.0623685570432269","0.0547741601611844","0.0699629539252694","1"
"Low transfer dependency","2016","Not Employed","in school","61","0.0755738216782329","0.0550641096925752","0.0960835336638906","1"
"Low transfer dependency","2016","Not Employed","inadequately","27","","","","1"
"Low transfer dependency","2016","Not Employed","general elemantary","154","0.0743480274949299","0.0605569156115259","0.0881391393783339","1"
"Low transfer dependency","2016","Employed","vocational + Abi","113","0.0520114109585293","0.0412548207454622","0.0627680011715963","1"
"Low transfer dependency","2016","Not Employed","vocational + Abi","57","0.0929098769265718","0.0636442149203657","0.122175538932778","1"
"Low transfer dependency","2016","Not Employed","higher vocational","16","","","","1"
"Low transfer dependency","2016","Employed","higher vocational","35","0.0210425976879961","0.0121379981344117","0.0299471972415804","1"
"Low transfer dependency","2016","Employed","higher education","175","0.0341417991837836","0.0287688260478327","0.0395147723197345","1"
"Very high transfer dependency","2016","Not Employed","in school","57","0.057418820617553","0.0393668645660552","0.0754707766690508","3"
"Very high transfer dependency","2016","Not Employed","inadequately","96","0.277632255575271","0.219502994689279","0.335761516461263","3"
"Very high transfer dependency","2016","Not Employed","general elemantary","236","0.115276538470007","0.0984879212811634","0.13206515565885","3"
"Very high transfer dependency","2016","Not Employed","middle vocational","350","0.0734470835014931","0.0652545778189222","0.0816395891840639","3"
"Very high transfer dependency","2016","Not Employed","vocational + Abi","69","0.124437017476138","0.0911618167652201","0.157712218187056","3"
"Very high transfer dependency","2016","Not Employed","higher vocational","8","","","","3"
"Very high transfer dependency","2016","Not Employed","higher education","91","0.0467476150481197","0.0361107828804591","0.0573844472157804","3"
"Very high transfer dependency","2016","Employed","in school","1","","","","3"
"Very high transfer dependency","2016","Employed","inadequately","27","","","","3"
"Very high transfer dependency","2016","Employed","general elemantary","51","0.0244882463518838","0.0161408641392969","0.0328356285644708","3"
"Very high transfer dependency","2016","Employed","middle vocational","115","0.0122306528580469","0.00967274024511375","0.0147885654709801","3"
"Very high transfer dependency","2016","Employed","vocational + Abi","24","","","","3"
"Very high transfer dependency","2016","Employed","higher vocational","5","","","","3"
"Very high transfer dependency","2016","Employed","higher education","25","","","","3"
"Very low transfer dependency","2016","Not Employed","vocational + Abi","230","0.751971407441591","0.708434885675225","0.795507929207958","0"
"Very low transfer dependency","2016","Not Employed","higher vocational","375","0.880437521093506","0.849032225226811","0.911842816960201","0"
"Very low transfer dependency","2016","Not Employed","higher education","1334","0.902484435151431","0.88753635363179","0.917432516671072","0"
"Very low transfer dependency","2016","Not Employed","middle vocational","3108","0.83093165274844","0.81916079354191","0.842702511954971","0"
"Very low transfer dependency","2016","Employed","in school","56","0.873268590918099","0.795336716346927","0.95120046548927","0"
"Very low transfer dependency","2016","Employed","inadequately","86","0.570771544431549","0.498058303965977","0.64348478489712","0"
"Very low transfer dependency","2016","Employed","higher education","4141","0.948500950996086","0.941961620733307","0.955040281258866","0"
"Very low transfer dependency","2016","Employed","general elemantary","984","0.806126437625268","0.784775542811538","0.827477332438998","0"
"Very low transfer dependency","2016","Not Employed","general elemantary","895","0.772757105234108","0.750727467734279","0.794786742733937","0"
"Very low transfer dependency","2016","Not Employed","inadequately","75","0.437407976471188","0.373017624067471","0.501798328874906","0"
"Very low transfer dependency","2016","Employed","higher vocational","949","0.967623991890297","0.956642842888762","0.978605140891832","0"
"Very low transfer dependency","2016","Not Employed","in school","482","0.819669546100276","0.789836905961023","0.849502186239529","0"
"Very low transfer dependency","2016","Employed","vocational + Abi","1473","0.922643412915864","0.909701772032772","0.935585053798956","0"
"Very low transfer dependency","2016","Employed","middle vocational","6234","0.910045113616912","0.903386605218917","0.916703622014908","0"
"High transfer dependency","2017","Employed","in school","6","","","","2"
"High transfer dependency","2017","Not Employed","vocational + Abi","31","0.0648814863416338","0.0415730484891305","0.0881899241941372","2"
"High transfer dependency","2017","Not Employed","higher vocational","10","","","","2"
"High transfer dependency","2017","Not Employed","higher education","47","0.0179274354929087","0.01199696263705","0.0238579083487674","2"
"High transfer dependency","2017","Employed","higher education","55","0.00874914824804531","0.00616604370969863","0.011332252786392","2"
"High transfer dependency","2017","Not Employed","in school","43","0.044059646921552","0.0289638925601778","0.0591554012829262","2"
"High transfer dependency","2017","Employed","inadequately","29","","","","2"
"High transfer dependency","2017","Not Employed","middle vocational","189","0.0306888858549853","0.0255705660574895","0.0358072056524811","2"
"High transfer dependency","2017","Not Employed","inadequately","71","0.103489330266263","0.0842312977032126","0.122747362829313","2"
"High transfer dependency","2017","Employed","general elemantary","119","0.0504676004874097","0.0393073974376178","0.0616278035372016","2"
"High transfer dependency","2017","Employed","higher vocational","7","","","","2"
"High transfer dependency","2017","Not Employed","general elemantary","141","0.0513099794065047","0.0410863286124624","0.0615336302005469","2"
"High transfer dependency","2017","Employed","middle vocational","247","0.0227222388664351","0.0194643544265717","0.0259801233062985","2"
"High transfer dependency","2017","Employed","vocational + Abi","41","0.0220719247265784","0.0153388288500727","0.028805020603084","2"
"Low transfer dependency","2017","Not Employed","in school","63","0.0704782708128676","0.0516514794410303","0.0893050621847049","1"
"Low transfer dependency","2017","Not Employed","inadequately","48","0.111610526263013","0.0917019282679312","0.131519124258094","1"
"Low transfer dependency","2017","Not Employed","general elemantary","163","0.0671140506398845","0.0555192330050585","0.0787088682747105","1"
"Low transfer dependency","2017","Not Employed","middle vocational","284","0.053707430714862","0.047017291366559","0.060397570063165","1"
"Low transfer dependency","2017","Not Employed","vocational + Abi","42","0.0748716489772091","0.0499670737285241","0.0997762242258942","1"
"Low transfer dependency","2017","Employed","middle vocational","532","0.0441129486859996","0.0396235575937298","0.0486023397782695","1"
"Low transfer dependency","2017","Employed","vocational + Abi","101","0.0420497021419266","0.0328516855510472","0.0512477187328061","1"
"Low transfer dependency","2017","Employed","higher vocational","37","0.0196791819750316","0.0115301949321955","0.0278281690178677","1"
"Low transfer dependency","2017","Employed","higher education","178","0.0296094716849723","0.024907760892744","0.0343111824772006","1"
"Low transfer dependency","2017","Employed","inadequately","41","0.110604678429181","0.0714905386511054","0.149718818207256","1"
"Low transfer dependency","2017","Employed","general elemantary","197","0.119728264355616","0.103177517502318","0.136279011208914","1"
"Low transfer dependency","2017","Not Employed","higher vocational","14","","","","1"
"Low transfer dependency","2017","Not Employed","higher education","97","0.054579990168127","0.0444271495070654","0.0647328308291885","1"
"Low transfer dependency","2017","Employed","in school","10","","","","1"
"Very high transfer dependency","2017","Not Employed","in school","52","0.0467695864171208","0.0312385790182","0.0623005938160416","3"
"Very high transfer dependency","2017","Not Employed","inadequately","749","0.4037407175583","0.372719756465743","0.434761678650858","3"
"Very high transfer dependency","2017","Not Employed","general elemantary","568","0.136603162610223","0.120689192993092","0.152517132227353","3"
"Very high transfer dependency","2017","Not Employed","middle vocational","602","0.0711439202533101","0.0635152582976845","0.0787725822089357","3"
"Very high transfer dependency","2017","Not Employed","vocational + Abi","110","0.152092527440195","0.118110630787514","0.186074424092877","3"
"Very high transfer dependency","2017","Not Employed","higher vocational","7","","","","3"
"Very high transfer dependency","2017","Not Employed","higher education","401","0.0497290174208249","0.0400130260155817","0.0594450088260682","3"
"Very high transfer dependency","2017","Employed","in school","2","","","","3"
"Very high transfer dependency","2017","Employed","inadequately","44","0.161700260969112","0.115785255511056","0.207615266427168","3"
"Very high transfer dependency","2017","Employed","general elemantary","61","0.0189982241831311","0.012038335799741","0.0259581125665211","3"
"Very high transfer dependency","2017","Employed","middle vocational","122","0.0122858974745895","0.00987754428377649","0.0146942506654025","3"
"Very high transfer dependency","2017","Employed","vocational + Abi","21","","","","3"
"Very high transfer dependency","2017","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2017","Employed","higher education","20","","","","3"
"Very low transfer dependency","2017","Not Employed","vocational + Abi","246","0.708154337240962","0.665135365410944","0.751173309070979","0"
"Very low transfer dependency","2017","Not Employed","higher vocational","392","0.922931308043334","0.897515636423028","0.948346979663639","0"
"Very low transfer dependency","2017","Not Employed","higher education","1378","0.877763556918139","0.863123337900631","0.892403775935648","0"
"Very low transfer dependency","2017","Employed","in school","65","0.715013741782653","0.617900556581681","0.812126926983625","0"
"Very low transfer dependency","2017","Employed","higher education","4740","0.960016954270267","0.954582640676823","0.965451267863712","0"
"Very low transfer dependency","2017","Not Employed","middle vocational","3287","0.844459763176843","0.833704621915942","0.855214904437743","0"
"Very low transfer dependency","2017","Employed","higher vocational","1069","0.971687677711817","0.961956462259822","0.981418893163813","0"
"Very low transfer dependency","2017","Employed","middle vocational","7136","0.920878914972976","0.914977604163311","0.92678022578264","0"
"Very low transfer dependency","2017","Not Employed","in school","552","0.83869249584846","0.811637493183004","0.865747498513915","0"
"Very low transfer dependency","2017","Employed","inadequately","133","0.64819551586441","0.58864256155167","0.70774847017715","0"
"Very low transfer dependency","2017","Employed","general elemantary","1101","0.810805910973844","0.790838437834141","0.830773384113546","0"
"Very low transfer dependency","2017","Not Employed","inadequately","93","0.381159425912424","0.350453010609618","0.411865841215231","0"
"Very low transfer dependency","2017","Not Employed","general elemantary","917","0.744972807343388","0.724774899973166","0.76517071471361","0"
