"transab_cat2","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2011","35-65 y.","no degree/no degree yet","23","","",""
"High transfer dependency","2011","66 and older","lower secondary degree","25","","",""
"High transfer dependency","2011","66 and older","secondary school degree","7","","",""
"High transfer dependency","2011","66 and older","college entrance qualification","2","","",""
"High transfer dependency","2011","66 and older","Other degree","5","","",""
"High transfer dependency","2011","66 and older","no degree/no degree yet","5","","",""
"Very high transfer dependency","2011","16-34 y.","lower secondary degree","192","0.121690697709484","0.102941654868801","0.140439740550166"
"Very high transfer dependency","2011","16-34 y.","secondary school degree","146","0.0418562183734777","0.0330992564892248","0.0506131802577307"
"Very high transfer dependency","2011","16-34 y.","college entrance qualification","93","0.0325334410318963","0.0249455440652135","0.040121337998579"
"Very high transfer dependency","2011","16-34 y.","Other degree","71","0.133681292652064","0.0986248398073709","0.168737745496757"
"Very high transfer dependency","2011","16-34 y.","no degree/no degree yet","105","0.0717139848934162","0.05579390145934","0.0876340683274925"
"Very high transfer dependency","2011","35-65 y.","lower secondary degree","264","0.0492145124933776","0.0425639388450261","0.0558650861417291"
"Very high transfer dependency","2011","35-65 y.","secondary school degree","226","0.0326647836980817","0.0280420133821404","0.0372875540140231"
"Very high transfer dependency","2011","35-65 y.","college entrance qualification","70","0.0133574665170415","0.0101372048124613","0.0165777282216217"
"Very high transfer dependency","2011","35-65 y.","Other degree","142","0.0785945855827228","0.0635434037749118","0.0936457673905339"
"Very high transfer dependency","2011","35-65 y.","no degree/no degree yet","51","0.204346126039975","0.151063938617016","0.257628313462933"
"Very high transfer dependency","2011","66 and older","lower secondary degree","2","","",""
"Very high transfer dependency","2011","66 and older","secondary school degree","2","","",""
"Very high transfer dependency","2011","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","2011","66 and older","Other degree","5","","",""
"Very high transfer dependency","2011","66 and older","no degree/no degree yet","2","","",""
"Very low transfer dependency","2012","16-34 y.","lower secondary degree","648","0.726046742870857","0.699509625407059","0.752583860334655"
"Very low transfer dependency","2012","16-34 y.","secondary school degree","1370","0.83320370766878","0.816165417129461","0.850241998208099"
"Very low transfer dependency","2012","16-34 y.","college entrance qualification","1610","0.858038111712179","0.842684625319993","0.873391598104365"
"Very low transfer dependency","2012","16-34 y.","Other degree","186","0.72573356592613","0.676851670577169","0.774615461275091"
"Very low transfer dependency","2012","16-34 y.","no degree/no degree yet","745","0.785808913769689","0.760802754456026","0.810815073083353"
"Very low transfer dependency","2012","35-65 y.","lower secondary degree","3166","0.850884373546389","0.839802724443826","0.861966022648952"
"Very low transfer dependency","2012","35-65 y.","secondary school degree","4720","0.890055824516992","0.8818823940931","0.898229254940883"
"Very low transfer dependency","2012","35-65 y.","college entrance qualification","4489","0.945593493484835","0.939223173199564","0.951963813770107"
"Very low transfer dependency","2012","35-65 y.","Other degree","870","0.781964220008515","0.75895401087028","0.804974429146749"
"Very low transfer dependency","2012","35-65 y.","no degree/no degree yet","109","0.558465290993463","0.492089550535693","0.624841031451232"
"Very low transfer dependency","2012","66 and older","lower secondary degree","2800","0.972928223159087","0.967005120708734","0.97885132560944"
"Very low transfer dependency","2012","66 and older","secondary school degree","980","0.969353216249292","0.958707697345351","0.979998735153234"
"Very low transfer dependency","2012","66 and older","college entrance qualification","942","0.982819894428074","0.974578583702469","0.991061205153679"
"Very low transfer dependency","2012","66 and older","Other degree","254","0.859304953513416","0.818505058017928","0.900104849008903"
"Very low transfer dependency","2012","66 and older","no degree/no degree yet","72","0.869893431002711","0.796173361610102","0.94361350039532"
"Low transfer dependency","2012","16-34 y.","lower secondary degree","164","0.101350794678211","0.0833934591101383","0.119308130246284"
"Low transfer dependency","2012","16-34 y.","secondary school degree","225","0.0804984151288265","0.0680639493211062","0.0929328809365468"
"Low transfer dependency","2012","16-34 y.","college entrance qualification","217","0.0787170362987938","0.0668702999605565","0.0905637726370311"
"Low transfer dependency","2012","16-34 y.","Other degree","48","0.0855252386990769","0.0548840145901346","0.116166462808019"
"Low transfer dependency","2012","16-34 y.","no degree/no degree yet","120","0.0938398763499372","0.0760659241263878","0.111613828573487"
"Low transfer dependency","2012","35-65 y.","lower secondary degree","350","0.0605598116174846","0.0531392911583244","0.0679803320766449"
"Low transfer dependency","2012","35-65 y.","secondary school degree","476","0.0515548495867816","0.0457772092168512","0.057332489956712"
"Low transfer dependency","2012","35-65 y.","college entrance qualification","255","0.0353806550761936","0.0301921227263846","0.0405691874260026"
"Low transfer dependency","2012","35-65 y.","Other degree","157","0.0906544581959982","0.0746543729872921","0.106654543404704"
"Low transfer dependency","2012","35-65 y.","no degree/no degree yet","34","0.149495278988329","0.101832323963512","0.197158234013146"
"Low transfer dependency","2012","66 and older","lower secondary degree","66","0.0185550007010735","0.0136299133921785","0.0234800880099684"
"Low transfer dependency","2012","66 and older","secondary school degree","14","","",""
"Low transfer dependency","2012","66 and older","college entrance qualification","11","","",""
"Low transfer dependency","2012","66 and older","Other degree","11","","",""
"Low transfer dependency","2012","66 and older","no degree/no degree yet","1","","",""
"High transfer dependency","2012","16-34 y.","lower secondary degree","121","0.0764334706433147","0.0606242993626827","0.0922426419239466"
"High transfer dependency","2012","16-34 y.","secondary school degree","126","0.0419844321340199","0.0328182675422756","0.0511505967257643"
"High transfer dependency","2012","16-34 y.","college entrance qualification","80","0.035115049572689","0.0270175255569251","0.0432125735884528"
"High transfer dependency","2012","16-34 y.","Other degree","33","0.0832566939917508","0.0529871027428682","0.113526285240633"
"High transfer dependency","2012","16-34 y.","no degree/no degree yet","79","0.0604841506245579","0.0459543160350582","0.0750139852140577"
"High transfer dependency","2012","35-65 y.","lower secondary degree","197","0.0365903456046778","0.0307492233734283","0.0424314678359274"
"High transfer dependency","2012","35-65 y.","secondary school degree","201","0.0206077018953952","0.0168957464278434","0.0243196573629469"
"High transfer dependency","2012","35-65 y.","college entrance qualification","64","0.00850800566396099","0.00592846664500431","0.0110875446829177"
"High transfer dependency","2012","35-65 y.","Other degree","84","0.0522523190506236","0.0398511567493638","0.0646534813518834"
"High transfer dependency","2012","35-65 y.","no degree/no degree yet","33","0.0999220787214646","0.0598354396765631","0.140008717766366"
"High transfer dependency","2012","66 and older","lower secondary degree","17","","",""
"High transfer dependency","2012","66 and older","secondary school degree","9","","",""
"High transfer dependency","2012","66 and older","college entrance qualification","1","","",""
"High transfer dependency","2012","66 and older","Other degree","11","","",""
"High transfer dependency","2012","66 and older","no degree/no degree yet","5","","",""
"Very high transfer dependency","2012","16-34 y.","lower secondary degree","152","0.0961689918076174","0.078626375204676","0.113711608410559"
"Very high transfer dependency","2012","16-34 y.","secondary school degree","118","0.0443134450683731","0.0349079270038235","0.0537189631329228"
"Very high transfer dependency","2012","16-34 y.","college entrance qualification","78","0.0281298024163386","0.0208561036922024","0.0354035011404748"
"Very high transfer dependency","2012","16-34 y.","Other degree","53","0.105484501383043","0.0718285893516529","0.139140413414432"
"Very high transfer dependency","2012","16-34 y.","no degree/no degree yet","90","0.0598670592558154","0.0454067886803679","0.0743273298312629"
"Very high transfer dependency","2012","35-65 y.","lower secondary degree","256","0.0519654692314485","0.0450602567600027","0.0588706817028942"
"Very high transfer dependency","2012","35-65 y.","secondary school degree","230","0.0377816240008318","0.0327998185032187","0.0427634294984449"
"Very high transfer dependency","2012","35-65 y.","college entrance qualification","62","0.0105178457750102","0.00765267183399634","0.013383019716024"
"Very high transfer dependency","2012","35-65 y.","Other degree","126","0.0751290027448635","0.0604394817717893","0.0898185237179377"
"Very high transfer dependency","2012","35-65 y.","no degree/no degree yet","39","0.192117351296744","0.139456691446419","0.244778011147069"
"Very high transfer dependency","2012","66 and older","lower secondary degree","1","","",""
"Very high transfer dependency","2012","66 and older","secondary school degree","4","","",""
"Very high transfer dependency","2012","66 and older","college entrance qualification","1","","",""
"Very high transfer dependency","2012","66 and older","Other degree","3","","",""
"Very high transfer dependency","2012","66 and older","no degree/no degree yet","2","","",""
"Very low transfer dependency","2013","16-34 y.","lower secondary degree","842","0.711668322171458","0.687432551735931","0.735904092606985"
"Very low transfer dependency","2013","16-34 y.","secondary school degree","1547","0.821246003364845","0.804736562669176","0.837755444060514"
"Very low transfer dependency","2013","16-34 y.","college entrance qualification","1831","0.855776406579795","0.841185365068122","0.870367448091468"
"Very low transfer dependency","2013","16-34 y.","Other degree","553","0.731698757291247","0.701072243253645","0.762325271328849"
"Very low transfer dependency","2013","16-34 y.","no degree/no degree yet","839","0.761800047212655","0.738213526142851","0.785386568282459"
"Very low transfer dependency","2013","35-65 y.","lower secondary degree","2967","0.840362449672922","0.828634905131773","0.85208999421407"
"Very low transfer dependency","2013","35-65 y.","secondary school degree","4630","0.894940289696554","0.886770244602112","0.903110334790996"
"Very low transfer dependency","2013","35-65 y.","college entrance qualification","4509","0.945817125020837","0.939454584438522","0.952179665603153"
"Very low transfer dependency","2013","35-65 y.","Other degree","2124","0.758659695169164","0.743317191740303","0.774002198598024"
"Very low transfer dependency","2013","35-65 y.","no degree/no degree yet","192","0.520434591857308","0.472077167087779","0.568792016626837"
"Very low transfer dependency","2013","66 and older","lower secondary degree","2601","0.967866168783817","0.961199292934866","0.974533044632768"
"Very low transfer dependency","2013","66 and older","secondary school degree","979","0.976124390332565","0.96670479327669","0.98554398738844"
"Very low transfer dependency","2013","66 and older","college entrance qualification","961","0.988643348385506","0.98197173028172","0.995314966489292"
"Very low transfer dependency","2013","66 and older","Other degree","266","0.912048215856298","0.880671524321101","0.943424907391495"
"Very low transfer dependency","2013","66 and older","no degree/no degree yet","79","0.848876364157846","0.774464616403154","0.923288111912537"
"Low transfer dependency","2013","16-34 y.","lower secondary degree","200","0.112039397221046","0.0951639976944394","0.128914796747653"
"Low transfer dependency","2013","16-34 y.","secondary school degree","247","0.0888999057312322","0.0766367698154343","0.10116304164703"
"Low transfer dependency","2013","16-34 y.","college entrance qualification","216","0.0771286054475089","0.0660479279643819","0.0882092829306359"
"Low transfer dependency","2013","16-34 y.","Other degree","108","0.109190198784792","0.087632401274054","0.130747996295529"
"Low transfer dependency","2013","16-34 y.","no degree/no degree yet","139","0.0814849047832501","0.0663369400358524","0.0966328695306478"
"Low transfer dependency","2013","35-65 y.","lower secondary degree","321","0.0665491491859669","0.0585687755325039","0.07452952283943"
"Low transfer dependency","2013","35-65 y.","secondary school degree","385","0.0470073638428177","0.041367910020559","0.0526468176650765"
"Low transfer dependency","2013","35-65 y.","college entrance qualification","232","0.0336087576040726","0.0285435333439335","0.0386739818642116"
"Low transfer dependency","2013","35-65 y.","Other degree","350","0.0956082730579081","0.085064796864082","0.106151749251734"
"Low transfer dependency","2013","35-65 y.","no degree/no degree yet","64","0.145993968794849","0.111815382998979","0.180172554590719"
"Low transfer dependency","2013","66 and older","lower secondary degree","67","0.0229263263187357","0.0172683079961212","0.0285843446413503"
"Low transfer dependency","2013","66 and older","secondary school degree","18","","",""
"Low transfer dependency","2013","66 and older","college entrance qualification","4","","",""
"Low transfer dependency","2013","66 and older","Other degree","20","","",""
"Low transfer dependency","2013","66 and older","no degree/no degree yet","8","","",""
"High transfer dependency","2013","16-34 y.","lower secondary degree","124","0.0667046032395676","0.0533552785094009","0.0800539279697343"
"High transfer dependency","2013","16-34 y.","secondary school degree","153","0.0395601807662648","0.0311610941872876","0.0479592673452421"
"High transfer dependency","2013","16-34 y.","college entrance qualification","101","0.0397321818387817","0.0316196693773964","0.047844694300167"
"High transfer dependency","2013","16-34 y.","Other degree","47","0.0484235231255791","0.0335857028113174","0.0632613434398408"
"High transfer dependency","2013","16-34 y.","no degree/no degree yet","123","0.0661971165798186","0.0524307383606928","0.0799634947989444"
"High transfer dependency","2013","35-65 y.","lower secondary degree","204","0.0409410051414745","0.0345963480283587","0.0472856622545902"
"High transfer dependency","2013","35-65 y.","secondary school degree","194","0.0233061135846061","0.0192861373275851","0.0273260898416272"
"High transfer dependency","2013","35-65 y.","college entrance qualification","58","0.00637790537472529","0.00414049518271237","0.00861531556673821"
"High transfer dependency","2013","35-65 y.","Other degree","211","0.0489272099935383","0.041192573666155","0.0566618463209216"
"High transfer dependency","2013","35-65 y.","no degree/no degree yet","56","0.117533110760428","0.0863596163320876","0.148706605188768"
"High transfer dependency","2013","66 and older","lower secondary degree","16","","",""
"High transfer dependency","2013","66 and older","secondary school degree","7","","",""
"High transfer dependency","2013","66 and older","college entrance qualification","2","","",""
"High transfer dependency","2013","66 and older","Other degree","12","","",""
"High transfer dependency","2013","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","2013","16-34 y.","lower secondary degree","176","0.109587677367928","0.0928749135756777","0.126300441160179"
"Very high transfer dependency","2013","16-34 y.","secondary school degree","122","0.0502939101376583","0.0408767456143316","0.0597110746609849"
"Very high transfer dependency","2013","16-34 y.","college entrance qualification","79","0.0273628061339141","0.0205872689069951","0.0341383433608331"
"Very high transfer dependency","2013","16-34 y.","Other degree","96","0.110687520798382","0.0890006650870425","0.132374376509722"
"Very high transfer dependency","2013","16-34 y.","no degree/no degree yet","152","0.0905179314242762","0.0746311128389643","0.106404750009588"
"Very high transfer dependency","2013","35-65 y.","lower secondary degree","255","0.052147395999637","0.0450288226957854","0.0592659693034886"
"Very high transfer dependency","2013","35-65 y.","secondary school degree","202","0.0347462328760226","0.0298666360550314","0.0396258296970138"
"Very high transfer dependency","2013","35-65 y.","college entrance qualification","64","0.0141962120003647","0.0108713208218955","0.017521103178834"
"Very high transfer dependency","2013","35-65 y.","Other degree","303","0.09680482177939","0.086202594876263","0.107407048682517"
"Very high transfer dependency","2013","35-65 y.","no degree/no degree yet","98","0.216038328587415","0.176202946964852","0.255873710209979"
"Very high transfer dependency","2013","66 and older","lower secondary degree","4","","",""
"Very high transfer dependency","2013","66 and older","secondary school degree","5","","",""
"Very high transfer dependency","2013","66 and older","college entrance qualification","2","","",""
"Very high transfer dependency","2013","66 and older","Other degree","15","","",""
"Very high transfer dependency","2013","66 and older","no degree/no degree yet","1","","",""
"Very low transfer dependency","2014","16-34 y.","lower secondary degree","661","0.672529876513449","0.644721152439594","0.700338600587304"
"Very low transfer dependency","2014","16-34 y.","secondary school degree","1283","0.826433476716515","0.80837663998017","0.844490313452861"
"Very low transfer dependency","2014","16-34 y.","college entrance qualification","1658","0.844574097648225","0.828731051024089","0.860417144272362"
"Very low transfer dependency","2014","16-34 y.","Other degree","382","0.643940152576705","0.60500478504346","0.68287552010995"
"Very low transfer dependency","2014","16-34 y.","no degree/no degree yet","690","0.726463534529051","0.699066589415245","0.753860479642856"
"Very low transfer dependency","2014","35-65 y.","lower secondary degree","2593","0.837079969814555","0.824358202226781","0.84980173740233"
"Very low transfer dependency","2014","35-65 y.","secondary school degree","4218","0.892573668102533","0.883876837336231","0.901270498868834"
"Very low transfer dependency","2014","35-65 y.","college entrance qualification","4138","0.946904001689265","0.940315286123297","0.953492717255233"
"Very low transfer dependency","2014","35-65 y.","Other degree","1649","0.752866599558088","0.735504307728595","0.77022889138758"
"Very low transfer dependency","2014","35-65 y.","no degree/no degree yet","154","0.505245939768812","0.452179860542677","0.558312018994948"
"Very low transfer dependency","2014","66 and older","lower secondary degree","2510","0.965789120784877","0.958795490299955","0.972782751269799"
"Very low transfer dependency","2014","66 and older","secondary school degree","999","0.984701376312947","0.977146844280517","0.992255908345376"
"Very low transfer dependency","2014","66 and older","college entrance qualification","952","0.995352717147321","0.991041427500713","0.999664006793929"
"Very low transfer dependency","2014","66 and older","Other degree","263","0.897717878046536","0.864255051989082","0.93118070410399"
"Very low transfer dependency","2014","66 and older","no degree/no degree yet","57","0.86675051386203","0.787701083991723","0.945799943732337"
"Low transfer dependency","2014","16-34 y.","lower secondary degree","186","0.139609957882574","0.119072564789565","0.160147350975584"
"Low transfer dependency","2014","16-34 y.","secondary school degree","219","0.0882060709827258","0.0746852729499863","0.101726869015465"
"Low transfer dependency","2014","16-34 y.","college entrance qualification","179","0.0827656203722189","0.0707173897439441","0.0948138510004937"
"Low transfer dependency","2014","16-34 y.","Other degree","77","0.12341881984408","0.0966735619112065","0.150164077776954"
"Low transfer dependency","2014","16-34 y.","no degree/no degree yet","118","0.0947799420093265","0.0767778524419863","0.112782031576667"
"Low transfer dependency","2014","35-65 y.","lower secondary degree","277","0.0661093123349627","0.0575496608246296","0.0746689638452958"
"Low transfer dependency","2014","35-65 y.","secondary school degree","340","0.0492178178012895","0.0431422719227389","0.0552933636798401"
"Low transfer dependency","2014","35-65 y.","college entrance qualification","201","0.0338221867022573","0.028510331112357","0.0391340422921576"
"Low transfer dependency","2014","35-65 y.","Other degree","290","0.0903008386220759","0.0787642580644153","0.101837419179737"
"Low transfer dependency","2014","35-65 y.","no degree/no degree yet","68","0.197362744964116","0.155118928516982","0.239606561411251"
"Low transfer dependency","2014","66 and older","lower secondary degree","62","0.0245255691494128","0.0185744738873184","0.0304766644115072"
"Low transfer dependency","2014","66 and older","secondary school degree","8","","",""
"Low transfer dependency","2014","66 and older","college entrance qualification","3","","",""
"Low transfer dependency","2014","66 and older","Other degree","19","","",""
"Low transfer dependency","2014","66 and older","no degree/no degree yet","10","","",""
"High transfer dependency","2014","16-34 y.","lower secondary degree","108","0.0718410479415051","0.0565394446499882","0.0871426512330221"
"High transfer dependency","2014","16-34 y.","secondary school degree","110","0.0434806985816463","0.0337577080185146","0.053203689144778"
"High transfer dependency","2014","16-34 y.","college entrance qualification","101","0.0413626503798321","0.0326552307414764","0.0500700700181877"
"High transfer dependency","2014","16-34 y.","Other degree","43","0.0743133720157017","0.0529865814555581","0.0956401625758453"
"High transfer dependency","2014","16-34 y.","no degree/no degree yet","86","0.071517619570935","0.0556803257780202","0.0873549133638497"
"High transfer dependency","2014","35-65 y.","lower secondary degree","156","0.0373943717553757","0.0308584919000711","0.0439302516106803"
"High transfer dependency","2014","35-65 y.","secondary school degree","142","0.0226190592264164","0.0184431330519299","0.0267949854009028"
"High transfer dependency","2014","35-65 y.","college entrance qualification","51","0.006803263780354","0.00438784084917464","0.00921868671153336"
"High transfer dependency","2014","35-65 y.","Other degree","180","0.0599525357919046","0.0503968693022428","0.0695082022815664"
"High transfer dependency","2014","35-65 y.","no degree/no degree yet","38","0.0836944427876007","0.0543017501699088","0.113087135405293"
"High transfer dependency","2014","66 and older","lower secondary degree","17","","",""
"High transfer dependency","2014","66 and older","secondary school degree","5","","",""
"High transfer dependency","2014","66 and older","college entrance qualification","1","","",""
"High transfer dependency","2014","66 and older","Other degree","13","","",""
"High transfer dependency","2014","66 and older","no degree/no degree yet","3","","",""
"Very high transfer dependency","2014","16-34 y.","lower secondary degree","139","0.116019117662471","0.0970422012122946","0.134996034112648"
"Very high transfer dependency","2014","16-34 y.","secondary school degree","78","0.0418797537191124","0.0323294582744977","0.0514300491637271"
"Very high transfer dependency","2014","16-34 y.","college entrance qualification","71","0.0312976315997235","0.0236836987806392","0.0389115644188078"
"Very high transfer dependency","2014","16-34 y.","Other degree","79","0.158327655563513","0.128644508482134","0.188010802644893"
"Very high transfer dependency","2014","16-34 y.","no degree/no degree yet","123","0.107238903890688","0.0882223671824345","0.126255440598941"
"Very high transfer dependency","2014","35-65 y.","lower secondary degree","211","0.0594163460951061","0.0512725212363648","0.0675601709538473"
"Very high transfer dependency","2014","35-65 y.","secondary school degree","170","0.0355894548697612","0.030386198152398","0.0407927115871245"
"Very high transfer dependency","2014","35-65 y.","college entrance qualification","59","0.0124705478281239","0.00920966883672147","0.0157314268195263"
"Very high transfer dependency","2014","35-65 y.","Other degree","252","0.0968800260279319","0.0849738537814547","0.108786198274409"
"Very high transfer dependency","2014","35-65 y.","no degree/no degree yet","81","0.21369687247947","0.170189286596304","0.257204458362637"
"Very high transfer dependency","2014","66 and older","lower secondary degree","6","","",""
"Very high transfer dependency","2014","66 and older","secondary school degree","2","","",""
"Very high transfer dependency","2014","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","2014","66 and older","Other degree","20","","",""
"Very high transfer dependency","2014","66 and older","no degree/no degree yet","1","","",""
"Very low transfer dependency","2015","16-34 y.","lower secondary degree","579","0.662096311217763","0.63208182219106","0.692110800244466"
"Very low transfer dependency","2015","16-34 y.","secondary school degree","1200","0.862643864365531","0.845356135597375","0.879931593133688"
"Very low transfer dependency","2015","16-34 y.","college entrance qualification","1589","0.854069959554541","0.838299229472362","0.86984068963672"
"Very low transfer dependency","2015","16-34 y.","Other degree","817","0.765201661229982","0.740443729684006","0.789959592775957"
"Very low transfer dependency","2015","16-34 y.","no degree/no degree yet","598","0.699600641382242","0.669993745533142","0.729207537231343"
"Very low transfer dependency","2015","35-65 y.","lower secondary degree","2393","0.840500395674418","0.827301285855443","0.853699505493392"
"Very low transfer dependency","2015","35-65 y.","secondary school degree","4089","0.894118394689594","0.885310703830128","0.90292608554906"
"Very low transfer dependency","2015","35-65 y.","college entrance qualification","4035","0.941748409745745","0.934755125435535","0.948741694055955"
"Very low transfer dependency","2015","35-65 y.","Other degree","1914","0.760523565690469","0.744216515932499","0.776830615448439"
"Very low transfer dependency","2015","35-65 y.","no degree/no degree yet","165","0.508088692178004","0.457148521381876","0.559028862974133"
"Very low transfer dependency","2015","66 and older","lower secondary degree","2431","0.967932525115513","0.961037446085238","0.974827604145788"
"Very low transfer dependency","2015","66 and older","secondary school degree","1022","0.983802071590146","0.976118868434091","0.991485274746201"
"Very low transfer dependency","2015","66 and older","college entrance qualification","972","0.989591545709319","0.983234170369453","0.995948921049184"
"Very low transfer dependency","2015","66 and older","Other degree","256","0.891787388964401","0.857961814012445","0.925612963916357"
"Very low transfer dependency","2015","66 and older","no degree/no degree yet","53","0.827690420563477","0.732920209215804","0.92246063191115"
"Low transfer dependency","2015","16-34 y.","lower secondary degree","143","0.0912594317732566","0.0729854687410847","0.109533394805428"
"Low transfer dependency","2015","16-34 y.","secondary school degree","154","0.0624058917158957","0.0502575116425551","0.0745542717892363"
"Low transfer dependency","2015","16-34 y.","college entrance qualification","171","0.0791671451801772","0.0671058035328692","0.0912284868274851"
"Low transfer dependency","2015","16-34 y.","Other degree","101","0.0772586000951709","0.0616633509916817","0.0928538491986601"
"Low transfer dependency","2015","16-34 y.","no degree/no degree yet","99","0.0985693896293254","0.079318293601921","0.11782048565673"
"Low transfer dependency","2015","35-65 y.","lower secondary degree","247","0.069306032913722","0.0601504743325484","0.0784615914948957"
"Low transfer dependency","2015","35-65 y.","secondary school degree","296","0.0432751875749266","0.0374505717244039","0.0490998034254492"
"Low transfer dependency","2015","35-65 y.","college entrance qualification","189","0.039567008910839","0.0337465129894589","0.045387504832219"
"Low transfer dependency","2015","35-65 y.","Other degree","257","0.0849033215469719","0.0742524904677055","0.0955541526262382"
"Low transfer dependency","2015","35-65 y.","no degree/no degree yet","60","0.173526705723674","0.13493936921243","0.212114042234918"
"Low transfer dependency","2015","66 and older","lower secondary degree","61","0.0256746150120659","0.0194846484371847","0.031864581586947"
"Low transfer dependency","2015","66 and older","secondary school degree","7","","",""
"Low transfer dependency","2015","66 and older","college entrance qualification","3","","",""
"Low transfer dependency","2015","66 and older","Other degree","30","0.0509174963884288","0.026980972022904","0.0748540207539535"
"Low transfer dependency","2015","66 and older","no degree/no degree yet","6","","",""
"High transfer dependency","2015","16-34 y.","lower secondary degree","102","0.0990653554444801","0.080107838688042","0.118022872200918"
"High transfer dependency","2015","16-34 y.","secondary school degree","83","0.0354948464349528","0.0262023358085884","0.0447873570613172"
"High transfer dependency","2015","16-34 y.","college entrance qualification","97","0.0384184333304463","0.029832339817353","0.0470045268435396"
"High transfer dependency","2015","16-34 y.","Other degree","89","0.0665470030971574","0.0519894167764435","0.0811045894178712"
"High transfer dependency","2015","16-34 y.","no degree/no degree yet","83","0.103953037107514","0.0842423277957326","0.123663746419296"
"High transfer dependency","2015","35-65 y.","lower secondary degree","135","0.0309983364992091","0.0247505334365865","0.0372461395618318"
"High transfer dependency","2015","35-65 y.","secondary school degree","132","0.0200302753053006","0.0160197239845661","0.0240408266260351"
"High transfer dependency","2015","35-65 y.","college entrance qualification","36","0.00651722199585435","0.00411467842324416","0.00891976556846454"
"High transfer dependency","2015","35-65 y.","Other degree","165","0.0571466226611277","0.0482770022904864","0.066016243031769"
"High transfer dependency","2015","35-65 y.","no degree/no degree yet","48","0.119050383721312","0.0860523422414282","0.152048425201196"
"High transfer dependency","2015","66 and older","lower secondary degree","12","","",""
"High transfer dependency","2015","66 and older","secondary school degree","5","","",""
"High transfer dependency","2015","66 and older","college entrance qualification","4","","",""
"High transfer dependency","2015","66 and older","Other degree","12","","",""
"High transfer dependency","2015","66 and older","no degree/no degree yet","2","","",""
"Very high transfer dependency","2015","16-34 y.","lower secondary degree","130","0.1475789015645","0.125072133490117","0.170085669638884"
"Very high transfer dependency","2015","16-34 y.","secondary school degree","86","0.0394553974836204","0.0296782960960414","0.0492324988711993"
"Very high transfer dependency","2015","16-34 y.","college entrance qualification","68","0.0283444619348355","0.0209309669544179","0.0357579569152531"
"Very high transfer dependency","2015","16-34 y.","Other degree","119","0.0909927355776902","0.0741944123483515","0.107791058807029"
"Very high transfer dependency","2015","16-34 y.","no degree/no degree yet","141","0.097876931880918","0.0786862085802739","0.117067655181562"
"Very high transfer dependency","2015","35-65 y.","lower secondary degree","181","0.0591952349126511","0.0506879886527251","0.067702481172577"
"Very high transfer dependency","2015","35-65 y.","secondary school degree","171","0.0425761424301789","0.0367966517576054","0.0483556331027524"
"Very high transfer dependency","2015","35-65 y.","college entrance qualification","49","0.0121673593475619","0.00889395467935302","0.0154407640157709"
"Very high transfer dependency","2015","35-65 y.","Other degree","295","0.0974264901014313","0.0860955097374333","0.108757470465429"
"Very high transfer dependency","2015","35-65 y.","no degree/no degree yet","97","0.19933421837701","0.158627715645502","0.240040721108517"
"Very high transfer dependency","2015","66 and older","lower secondary degree","4","","",""
"Very high transfer dependency","2015","66 and older","secondary school degree","3","","",""
"Very high transfer dependency","2015","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","2015","66 and older","Other degree","26","","",""
"Very high transfer dependency","2015","66 and older","no degree/no degree yet","","","",""
"Very low transfer dependency","2016","16-34 y.","lower secondary degree","499","0.657959327199076","0.625724538494153","0.690194115904"
"Very low transfer dependency","2016","16-34 y.","secondary school degree","1019","0.808261514902756","0.787016536723055","0.829506493082457"
"Very low transfer dependency","2016","16-34 y.","college entrance qualification","1446","0.845573044166099","0.828535250988023","0.862610837344176"
"Very low transfer dependency","2016","16-34 y.","Other degree","483","0.71381852682724","0.680666227841756","0.746970825812725"
"Very low transfer dependency","2016","16-34 y.","no degree/no degree yet","570","0.751602511724721","0.72186494870985","0.781340074739592"
"Very low transfer dependency","2016","35-65 y.","lower secondary degree","2185","0.853619507381729","0.84027624841541","0.866962766348048"
"Very low transfer dependency","2016","35-65 y.","secondary school degree","3775","0.894787733047506","0.885631829256269","0.903943636838743"
"Very low transfer dependency","2016","35-65 y.","college entrance qualification","3845","0.952896556619507","0.946394156539907","0.959398956699107"
"Very low transfer dependency","2016","35-65 y.","Other degree","1651","0.777185240039909","0.760074130252845","0.794296349826973"
"Very low transfer dependency","2016","35-65 y.","no degree/no degree yet","134","0.511658213364912","0.457060799217381","0.566255627512443"
"Very low transfer dependency","2016","66 and older","lower secondary degree","2271","0.967747795750808","0.960595753301035","0.974899838200581"
"Very low transfer dependency","2016","66 and older","secondary school degree","1033","0.981060335168896","0.972815396209838","0.989305274127953"
"Very low transfer dependency","2016","66 and older","college entrance qualification","971","0.989456840726435","0.98306542011725","0.99584826133562"
"Very low transfer dependency","2016","66 and older","Other degree","231","0.86346038822834","0.824344537804924","0.902576238651757"
"Very low transfer dependency","2016","66 and older","no degree/no degree yet","52","0.792941030921871","0.688660901024093","0.89722116081965"
"Low transfer dependency","2016","16-34 y.","lower secondary degree","124","0.123643873782987","0.101276600554765","0.146011147011209"
