"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2014","(1a) inadequately completed","Female","129","0.539825377290985","0.483705752631326","0.595945001950645"
"Very low transfer dependency","2014","(1b) general elementary school","Male","588","0.720700958382834","0.691566887329885","0.749835029435784"
"Very low transfer dependency","2014","(1b) general elementary school","Female","993","0.801605323184747","0.7813224176443","0.821888228725194"
"Very low transfer dependency","2014","(1c) basic vocational qualification","Male","2708","0.887626326414413","0.876533654618871","0.898718998209956"
"Very low transfer dependency","2014","(1c) basic vocational qualification","Female","2272","0.889689054895924","0.877909423565177","0.901468686226671"
"Very low transfer dependency","2014","(2b) intermediate general qualification","Male","279","0.811017817487677","0.771287749981891","0.850747884993463"
"Very low transfer dependency","2014","(2b) intermediate general qualification","Female","344","0.798368069659895","0.762915577210486","0.833820562109304"
"Very low transfer dependency","2014","(2a) intermediate vocational","Male","2127","0.904864662166131","0.89312636184788","0.916602962484382"
"Very low transfer dependency","2014","(2a) intermediate vocational","Female","3122","0.896589875761029","0.886702137751483","0.906477613770575"
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","Male","512","0.757549619838698","0.725385410450582","0.789713829226815"
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","Female","581","0.741214427617247","0.710299882242657","0.772128972991837"
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","Male","883","0.904719890633978","0.886666472962212","0.922773308305744"
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","Female","1247","0.903876726440137","0.888854549177427","0.918898903702846"
"Very low transfer dependency","2014","(3a) lower tertiary education","Male","1022","0.969164470303234","0.958752700447451","0.979576240159017"
"Very low transfer dependency","2014","(3a) lower tertiary education","Female","915","0.948763782399287","0.934945748835291","0.962581815963283"
"Very low transfer dependency","2014","(3b) higher tertiary education","Male","1889","0.940146733750735","0.929845379437101","0.950448088064369"
"Very low transfer dependency","2014","(3b) higher tertiary education","Female","1917","0.923187851466668","0.911884311146859","0.934491391786477"
"Low transfer dependency","2014","(0) in school","Male","45","0.0954484437068299","0.0677403080019401","0.12315657941172"
"Low transfer dependency","2014","(0) in school","Female","41","0.0397699394939078","0.0218140259085891","0.0577258530792266"
"Low transfer dependency","2014","(1a) inadequately completed","Male","51","0.218941198117817","0.165843494241142","0.272038901994492"
"Low transfer dependency","2014","(1a) inadequately completed","Female","59","0.148271260563046","0.108257818006072","0.188284703120021"
"Low transfer dependency","2014","(1b) general elementary school","Male","126","0.0969743215526569","0.0777581296341082","0.116190513471206"
"Low transfer dependency","2014","(1b) general elementary school","Female","197","0.086281906234008","0.0720011619551112","0.100562650512905"
"Low transfer dependency","2014","(1c) basic vocational qualification","Male","212","0.0526111805783302","0.0447698107348945","0.0604525504217659"
"Low transfer dependency","2014","(1c) basic vocational qualification","Female","179","0.0511999433351693","0.042912408575235","0.0594874780951037"
"Low transfer dependency","2014","(2b) intermediate general qualification","Male","40","0.0822867971538425","0.0543991262791481","0.110174468028537"
"Low transfer dependency","2014","(2b) intermediate general qualification","Female","55","0.0591774874882047","0.0383278911473908","0.0800270838290187"
"Low transfer dependency","2014","(2a) intermediate vocational","Male","162","0.0413936257477662","0.0334241572034544","0.0493630942920781"
"Low transfer dependency","2014","(2a) intermediate vocational","Female","285","0.0563020283723731","0.0488169381963163","0.0637871185484299"
"Low transfer dependency","2014","(2c_gen) general maturity certificate","Male","73","0.0968673134459373","0.0746689830245382","0.119065643867336"
"Low transfer dependency","2014","(2c_gen) general maturity certificate","Female","92","0.135044180999724","0.110919820924296","0.159168541075151"
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","Male","81","0.0513190987814961","0.0377515676635632","0.064886629899429"
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","Female","111","0.0512989613899282","0.0400559415192386","0.0625419812606179"
"Low transfer dependency","2014","(3a) lower tertiary education","Male","24","","",""
"Low transfer dependency","2014","(3a) lower tertiary education","Female","43","0.0347516326822572","0.0232731149868293","0.0462301503776852"
"Low transfer dependency","2014","(3b) higher tertiary education","Male","74","0.0251148189091181","0.0183197426279069","0.0319098951903293"
"Low transfer dependency","2014","(3b) higher tertiary education","Female","114","0.039859628021581","0.0315556062868839","0.048163649756278"
"High transfer dependency","2014","(0) in school","Male","32","0.0614818923816557","0.0388301737220128","0.0841336110412985"
"High transfer dependency","2014","(0) in school","Female","25","","",""
"High transfer dependency","2014","(1a) inadequately completed","Male","29","","",""
"High transfer dependency","2014","(1a) inadequately completed","Female","41","0.118060971999972","0.0817281413295188","0.154393802670424"
"High transfer dependency","2014","(1b) general elementary school","Male","75","0.0541963655714187","0.0394944314087461","0.0688982997340912"
"High transfer dependency","2014","(1b) general elementary school","Female","118","0.0447673247054974","0.0342496430909464","0.0552850063200485"
"High transfer dependency","2014","(1c) basic vocational qualification","Male","96","0.0287761410202417","0.0229044291693603","0.0346478528711231"
"High transfer dependency","2014","(1c) basic vocational qualification","Female","123","0.0253260325434938","0.0194183583587941","0.0312337067281934"
"High transfer dependency","2014","(2b) intermediate general qualification","Male","29","","",""
"High transfer dependency","2014","(2b) intermediate general qualification","Female","52","0.0674434224790456","0.0452832602787913","0.0896035846792999"
"High transfer dependency","2014","(2a) intermediate vocational","Male","55","0.0218735550811203","0.0160216178709457","0.027725492291295"
"High transfer dependency","2014","(2a) intermediate vocational","Female","113","0.0227936620446572","0.0179472683011092","0.0276400557882052"
"High transfer dependency","2014","(2c_gen) general maturity certificate","Male","46","0.0642189534616893","0.0458207830164524","0.0826171239069262"
"High transfer dependency","2014","(2c_gen) general maturity certificate","Female","51","0.0602931052860565","0.0434914939308686","0.0770947166412444"
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","Male","22","","",""
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","Female","61","0.020654358911207","0.0134060305208931","0.0279026873015209"
"High transfer dependency","2014","(3a) lower tertiary education","Male","5","","",""
"High transfer dependency","2014","(3a) lower tertiary education","Female","13","","",""
"High transfer dependency","2014","(3b) higher tertiary education","Male","32","0.0170483001347461","0.0114267096322077","0.0226698906372846"
"High transfer dependency","2014","(3b) higher tertiary education","Female","43","0.01352371156404","0.00862089363090593","0.0184265294971741"
"Very high transfer dependency","2014","(0) in school","Male","45","0.107172337355657","0.0780026759700252","0.136341998741288"
"Very high transfer dependency","2014","(0) in school","Female","37","0.060291263165924","0.0384203852433252","0.0821621410885229"
"Very high transfer dependency","2014","(1a) inadequately completed","Male","49","0.156111434853375","0.109506700236136","0.202716169470613"
"Very high transfer dependency","2014","(1a) inadequately completed","Female","74","0.193842390145997","0.149332027384246","0.238352752907748"
"Very high transfer dependency","2014","(1b) general elementary school","Male","122","0.12812835449309","0.106424453287096","0.149832255699085"
"Very high transfer dependency","2014","(1b) general elementary school","Female","177","0.0673454458757476","0.0545986982249027","0.0800921935265925"
"Very high transfer dependency","2014","(1c) basic vocational qualification","Male","98","0.0309863519870147","0.0249002537404648","0.0370724502335647"
"Very high transfer dependency","2014","(1c) basic vocational qualification","Female","143","0.0337849692254127","0.0269913386001577","0.0405785998506678"
"Very high transfer dependency","2014","(2b) intermediate general qualification","Male","25","","",""
"Very high transfer dependency","2014","(2b) intermediate general qualification","Female","41","0.0750110203728546","0.0517356631287619","0.0982863776169473"
"Very high transfer dependency","2014","(2a) intermediate vocational","Male","56","0.0318681570049824","0.0248408618205151","0.0388954521894498"
"Very high transfer dependency","2014","(2a) intermediate vocational","Female","123","0.0243144338219407","0.0193128733260865","0.0293159943177948"
"Very high transfer dependency","2014","(2c_gen) general maturity certificate","Male","51","0.0813641132536751","0.060845686648299","0.101882539859051"
"Very high transfer dependency","2014","(2c_gen) general maturity certificate","Female","47","0.0634482860969726","0.0462416200019525","0.0806549521919926"
"Very high transfer dependency","2014","(2c_voc) vocational maturity certificate","Male","30","0.0298136980555216","0.0193559847727562","0.0402714113382871"
"Very high transfer dependency","2014","(2c_voc) vocational maturity certificate","Female","60","0.024169953258728","0.0163430673638416","0.0319968391536143"
"Very high transfer dependency","2014","(3a) lower tertiary education","Male","8","","",""
"Very high transfer dependency","2014","(3a) lower tertiary education","Female","7","","",""
"Very high transfer dependency","2014","(3b) higher tertiary education","Male","42","0.0176901472054008","0.0119655814271481","0.0234147129836534"
"Very high transfer dependency","2014","(3b) higher tertiary education","Female","58","0.0234288089477109","0.0170081211886595","0.0298494967067623"
"Very low transfer dependency","2015","(0) in school","Male","245","0.736145139330847","0.6901045331271","0.782185745534594"
"Very low transfer dependency","2015","(0) in school","Female","314","0.836741239668513","0.801393855488394","0.872088623848631"
"Very low transfer dependency","2015","(1a) inadequately completed","Male","117","0.546687399168053","0.48383700621573","0.609537792120376"
"Very low transfer dependency","2015","(1a) inadequately completed","Female","134","0.495843094616767","0.442142268229866","0.549543921003668"
"Very low transfer dependency","2015","(1b) general elementary school","Male","583","0.705721838637322","0.676080285061369","0.735363392213275"
"Very low transfer dependency","2015","(1b) general elementary school","Female","950","0.809763586925786","0.789160008726072","0.8303671651255"
"Very low transfer dependency","2015","(1c) basic vocational qualification","Male","2615","0.89716989118927","0.886264595345054","0.908075187033486"
"Very low transfer dependency","2015","(1c) basic vocational qualification","Female","2177","0.895052806373746","0.883208153077894","0.906897459669599"
"Very low transfer dependency","2015","(2b) intermediate general qualification","Male","276","0.849166813547691","0.812248704391226","0.886084922704157"
"Very low transfer dependency","2015","(2b) intermediate general qualification","Female","337","0.802839841650384","0.766947554867406","0.838732128433363"
"Very low transfer dependency","2015","(2a) intermediate vocational","Male","2071","0.913237883137955","0.901746570106487","0.924729196169423"
"Very low transfer dependency","2015","(2a) intermediate vocational","Female","3030","0.90724710569048","0.897606377621748","0.916887833759212"
"Very low transfer dependency","2015","(2c_gen) general maturity certificate","Male","545","0.790489493141892","0.760512890103742","0.820466096180042"
"Very low transfer dependency","2015","(2c_gen) general maturity certificate","Female","655","0.821124566542995","0.795643472236962","0.846605660849028"
"Very low transfer dependency","2015","(2c_voc) vocational maturity certificate","Male","925","0.903673066599328","0.885994960390618","0.921351172808038"
"Very low transfer dependency","2015","(2c_voc) vocational maturity certificate","Female","1301","0.899231427676672","0.884128222739517","0.914334632613827"
"Very low transfer dependency","2015","(3a) lower tertiary education","Male","976","0.958311881579196","0.946009514063292","0.9706142490951"
"Very low transfer dependency","2015","(3a) lower tertiary education","Female","877","0.927811984513453","0.911250120582619","0.944373848444288"
"Very low transfer dependency","2015","(3b) higher tertiary education","Male","2023","0.930575394052315","0.919930078787871","0.941220709316759"
"Very low transfer dependency","2015","(3b) higher tertiary education","Female","2054","0.91660442887055","0.905270709702457","0.927938148038644"
"Low transfer dependency","2015","(0) in school","Male","35","0.0763757030238044","0.0486295968249849","0.104121809222624"
"Low transfer dependency","2015","(0) in school","Female","36","0.0540080611655432","0.0323910096736372","0.0756251126574491"
"Low transfer dependency","2015","(1a) inadequately completed","Male","33","0.161939801948293","0.115428983777548","0.208450620119039"
"Low transfer dependency","2015","(1a) inadequately completed","Female","61","0.186046061073725","0.144249925551934","0.227842196595516"
"Low transfer dependency","2015","(1b) general elementary school","Male","112","0.0767584403275179","0.0594433041860674","0.0940735764689684"
"Low transfer dependency","2015","(1b) general elementary school","Female","179","0.0919668180096822","0.0767969031298676","0.107136732889497"
"Low transfer dependency","2015","(1c) basic vocational qualification","Male","191","0.0504940184395363","0.0426324576196959","0.0583555792593767"
"Low transfer dependency","2015","(1c) basic vocational qualification","Female","152","0.0438270594368928","0.0359156839043138","0.0517384349694717"
"Low transfer dependency","2015","(2b) intermediate general qualification","Male","28","","",""
"Low transfer dependency","2015","(2b) intermediate general qualification","Female","52","0.0529234435266302","0.0327261265165016","0.0731207605367587"
"Low transfer dependency","2015","(2a) intermediate vocational","Male","126","0.0342121544208318","0.0267914743920058","0.0416328344496579"
"Low transfer dependency","2015","(2a) intermediate vocational","Female","230","0.043409695514237","0.0366373413865046","0.0501820496419693"
"Low transfer dependency","2015","(2c_gen) general maturity certificate","Male","67","0.0923679551296577","0.0710401071210224","0.113695803138293"
"Low transfer dependency","2015","(2c_gen) general maturity certificate","Female","90","0.0867030155719122","0.0679935528540694","0.105412478289755"
"Low transfer dependency","2015","(2c_voc) vocational maturity certificate","Male","78","0.0418819336680749","0.029879230134902","0.0538846372012478"
"Low transfer dependency","2015","(2c_voc) vocational maturity certificate","Female","105","0.0566522524169413","0.045053391965284","0.0682511128685986"
"Low transfer dependency","2015","(3a) lower tertiary education","Male","22","","",""
"Low transfer dependency","2015","(3a) lower tertiary education","Female","43","0.0559552611408312","0.0412469291708044","0.070663593110858"
"Low transfer dependency","2015","(3b) higher tertiary education","Male","73","0.0338847769091669","0.0263069826182379","0.0414625712000959"
"Low transfer dependency","2015","(3b) higher tertiary education","Female","117","0.0395929289023981","0.0315992542636911","0.0475866035411051"
"High transfer dependency","2015","(0) in school","Male","27","","",""
"High transfer dependency","2015","(0) in school","Female","24","","",""
"High transfer dependency","2015","(1a) inadequately completed","Male","30","0.126593610799187","0.0846125270596832","0.168574694538691"
"High transfer dependency","2015","(1a) inadequately completed","Female","52","0.156605808795953","0.117571615317864","0.195640002274042"
"High transfer dependency","2015","(1b) general elementary school","Male","80","0.0812280551910613","0.0634590932551359","0.0989970171269867"
"High transfer dependency","2015","(1b) general elementary school","Female","106","0.0415227684395471","0.0310502591267142","0.0519952777523799"
"High transfer dependency","2015","(1c) basic vocational qualification","Male","69","0.0151982374527012","0.0108057454410923","0.0195907294643101"
"High transfer dependency","2015","(1c) basic vocational qualification","Female","118","0.0250663101607962","0.0190248021935885","0.0311078181280039"
"High transfer dependency","2015","(2b) intermediate general qualification","Male","27","","",""
"High transfer dependency","2015","(2b) intermediate general qualification","Female","34","0.0608711314566987","0.0393013684051413","0.0824408945082562"
"High transfer dependency","2015","(2a) intermediate vocational","Male","42","0.0148637948685898","0.00992381000916032","0.0198037797280193"
"High transfer dependency","2015","(2a) intermediate vocational","Female","109","0.0215295863607766","0.0167059451787069","0.0263532275428463"
"High transfer dependency","2015","(2c_gen) general maturity certificate","Male","54","0.0508266504920249","0.0346477138139313","0.0670055871701185"
"High transfer dependency","2015","(2c_gen) general maturity certificate","Female","56","0.047021576906378","0.0329472274082746","0.0610959264044815"
"High transfer dependency","2015","(2c_voc) vocational maturity certificate","Male","24","","",""
"High transfer dependency","2015","(2c_voc) vocational maturity certificate","Female","59","0.0267204839199437","0.0186293055485255","0.034811662291362"
"High transfer dependency","2015","(3a) lower tertiary education","Male","10","","",""
"High transfer dependency","2015","(3a) lower tertiary education","Female","9","","",""
"High transfer dependency","2015","(3b) higher tertiary education","Male","36","0.0169730870068585","0.0115631880168163","0.0223829859969008"
"High transfer dependency","2015","(3b) higher tertiary education","Female","43","0.0203965253079087","0.0146020618184712","0.0261909887973462"
"Very high transfer dependency","2015","(0) in school","Male","45","0.0926607536595442","0.0623700388830179","0.12295146843607"
"Very high transfer dependency","2015","(0) in school","Female","46","0.0603064047350161","0.0375397983904917","0.0830730110795406"
"Very high transfer dependency","2015","(1a) inadequately completed","Male","61","0.164779188084467","0.117941936489951","0.211616439678982"
"Very high transfer dependency","2015","(1a) inadequately completed","Female","86","0.161505035513556","0.121980275880243","0.201029795146869"
"Very high transfer dependency","2015","(1b) general elementary school","Male","133","0.136291665844099","0.113975305171454","0.158608026516744"
"Very high transfer dependency","2015","(1b) general elementary school","Female","159","0.0567468266249847","0.0446017116180767","0.0688919416318926"
"Very high transfer dependency","2015","(1c) basic vocational qualification","Male","105","0.0371378529184925","0.0303484683059671","0.0439272375310178"
"Very high transfer dependency","2015","(1c) basic vocational qualification","Female","125","0.0360538240285647","0.0288491444846777","0.0432585035724517"
"Very high transfer dependency","2015","(2b) intermediate general qualification","Male","30","0.0640386775872364","0.0387838377407786","0.0892935174336941"
"Very high transfer dependency","2015","(2b) intermediate general qualification","Female","49","0.0833655833662867","0.0584271844151059","0.108303982317468"
"Very high transfer dependency","2015","(2a) intermediate vocational","Male","66","0.0376861675726234","0.0299118553577528","0.045460479787494"
"Very high transfer dependency","2015","(2a) intermediate vocational","Female","109","0.0278136124345063","0.0223486551785348","0.0332785696904778"
"Very high transfer dependency","2015","(2c_gen) general maturity certificate","Male","42","0.0663159012364253","0.0479868374963932","0.0846449649764575"
"Very high transfer dependency","2015","(2c_gen) general maturity certificate","Female","68","0.0451508409787148","0.0313457742658732","0.0589559076915565"
"Very high transfer dependency","2015","(2c_voc) vocational maturity certificate","Male","43","0.0399895231747917","0.0282495446803361","0.0517295016692474"
"Very high transfer dependency","2015","(2c_voc) vocational maturity certificate","Female","61","0.0173958359864428","0.0108361541326452","0.0239555178402405"
"Very high transfer dependency","2015","(3a) lower tertiary education","Male","6","","",""
"Very high transfer dependency","2015","(3a) lower tertiary education","Female","9","","",""
"Very high transfer dependency","2015","(3b) higher tertiary education","Male","58","0.0185667420316596","0.0129131525449058","0.0242203315184133"
"Very high transfer dependency","2015","(3b) higher tertiary education","Female","72","0.023406116919143","0.0172084010422171","0.0296038327960689"
"Very low transfer dependency","2016","(0) in school","Male","263","0.788232454151088","0.744017617272674","0.832447291029503"
"Very low transfer dependency","2016","(0) in school","Female","275","0.856739027158716","0.821514553197105","0.891963501120326"
"Very low transfer dependency","2016","(1a) inadequately completed","Male","99","0.544369621136799","0.476850275468431","0.611888966805168"
"Very low transfer dependency","2016","(1a) inadequately completed","Female","116","0.536497798616407","0.477126941558621","0.595868655674194"
"Very low transfer dependency","2016","(1b) general elementary school","Male","497","0.713088444779603","0.681160819235077","0.74501607032413"
"Very low transfer dependency","2016","(1b) general elementary school","Female","834","0.82217210378033","0.800556012229028","0.843788195331631"
"Very low transfer dependency","2016","(1c) basic vocational qualification","Male","2378","0.890579848724404","0.878833354172283","0.902326343276525"
"Very low transfer dependency","2016","(1c) basic vocational qualification","Female","1989","0.906518110427595","0.894748390094066","0.918287830761123"
"Very low transfer dependency","2016","(2b) intermediate general qualification","Male","236","0.81775007210128","0.775714248195204","0.859785896007357"
"Very low transfer dependency","2016","(2b) intermediate general qualification","Female","327","0.764115902668485","0.725318904371631","0.802912900965338"
"Very low transfer dependency","2016","(2a) intermediate vocational","Male","1896","0.891274742157773","0.877982848869454","0.904566635446091"
"Very low transfer dependency","2016","(2a) intermediate vocational","Female","2802","0.906503771269822","0.896418511051378","0.916589031488265"
"Very low transfer dependency","2016","(2c_gen) general maturity certificate","Male","436","0.779903028481003","0.745860697129132","0.813945359832875"
"Very low transfer dependency","2016","(2c_gen) general maturity certificate","Female","530","0.787695213630617","0.757401112774228","0.817989314487006"
"Very low transfer dependency","2016","(2c_voc) vocational maturity certificate","Male","866","0.899808393669694","0.881114405927845","0.918502381411543"
"Very low transfer dependency","2016","(2c_voc) vocational maturity certificate","Female","1234","0.905088024955014","0.889955130068696","0.920220919841332"
"Very low transfer dependency","2016","(3a) lower tertiary education","Male","906","0.959970095835241","0.947471727651914","0.972468464018569"
"Very low transfer dependency","2016","(3a) lower tertiary education","Female","834","0.959720402363949","0.946744764272165","0.972696040455734"
"Very low transfer dependency","2016","(3b) higher tertiary education","Male","1844","0.937912483826636","0.927296722719765","0.948528244933507"
"Very low transfer dependency","2016","(3b) higher tertiary education","Female","1891","0.909669602235341","0.89737717422466","0.921962030246022"
"Low transfer dependency","2016","(0) in school","Male","27","","",""
"Low transfer dependency","2016","(0) in school","Female","41","0.0469087412049327","0.0256493694986755","0.06816811291119"
"Low transfer dependency","2016","(1a) inadequately completed","Male","33","0.0946714710265306","0.0549808756348602","0.134362066418201"
"Low transfer dependency","2016","(1a) inadequately completed","Female","45","0.164717423328635","0.120555301974826","0.208879544682443"
"Low transfer dependency","2016","(1b) general elementary school","Male","98","0.0958708607313001","0.0750892383807201","0.11665248308188"
"Low transfer dependency","2016","(1b) general elementary school","Female","136","0.0734913201540208","0.0587397371343283","0.0882429031737134"
"Low transfer dependency","2016","(1c) basic vocational qualification","Male","168","0.0569815713987227","0.0482588802578965","0.0657042625395488"
"Low transfer dependency","2016","(1c) basic vocational qualification","Female","170","0.0433254012969171","0.0350941174460899","0.0515566851477443"
"Low transfer dependency","2016","(2b) intermediate general qualification","Male","42","0.0602361961247084","0.0343293997225999","0.0861429925268168"
"Low transfer dependency","2016","(2b) intermediate general qualification","Female","59","0.102655132291609","0.0749194278769331","0.130390836706285"
"Low transfer dependency","2016","(2a) intermediate vocational","Male","126","0.0554269361618871","0.0456569479895727","0.0651969243342015"
"Low transfer dependency","2016","(2a) intermediate vocational","Female","215","0.0512479414665859","0.0436092348148419","0.05888664811833"
"Low transfer dependency","2016","(2c_gen) general maturity certificate","Male","66","0.110917662363471","0.0851150722652114","0.136720252461731"
"Low transfer dependency","2016","(2c_gen) general maturity certificate","Female","86","0.113749028749855","0.0902282724796026","0.137269785020107"
"Low transfer dependency","2016","(2c_voc) vocational maturity certificate","Male","73","0.0522774672301908","0.0384191934714633","0.0661357409889183"
"Low transfer dependency","2016","(2c_voc) vocational maturity certificate","Female","107","0.0499683754151861","0.0387188876774521","0.0612178631529201"
"Low transfer dependency","2016","(3a) lower tertiary education","Male","33","0.0349452957306827","0.0232367619609872","0.0466538295003781"
"Low transfer dependency","2016","(3a) lower tertiary education","Female","35","0.0260914112633525","0.015571267334598","0.0366115551921069"
"Low transfer dependency","2016","(3b) higher tertiary education","Male","67","0.0224229000472499","0.0159097777091941","0.0289360223853058"
"Low transfer dependency","2016","(3b) higher tertiary education","Female","110","0.0506906040903101","0.0412837048083337","0.0600975033722866"
"High transfer dependency","2016","(0) in school","Male","19","","",""
"High transfer dependency","2016","(0) in school","Female","25","","",""
"High transfer dependency","2016","(1a) inadequately completed","Male","22","","",""
"High transfer dependency","2016","(1a) inadequately completed","Female","39","0.133885114068993","0.0933419775752826","0.174428250562703"
"High transfer dependency","2016","(1b) general elementary school","Male","71","0.0761089256624864","0.0573913721468693","0.0948264791781036"
"High transfer dependency","2016","(1b) general elementary school","Female","102","0.0465854091823963","0.0346712962774356","0.0584995220873571"
"High transfer dependency","2016","(1c) basic vocational qualification","Male","62","0.0198792511682793","0.0146267882359854","0.0251317141005731"
"High transfer dependency","2016","(1c) basic vocational qualification","Female","86","0.0237946913586107","0.0176326475671707","0.0299567351500506"
"High transfer dependency","2016","(2b) intermediate general qualification","Male","20","","",""
"High transfer dependency","2016","(2b) intermediate general qualification","Female","28","","",""
"High transfer dependency","2016","(2a) intermediate vocational","Male","38","0.0164945090297072","0.0110560743807301","0.0219329436786843"
"High transfer dependency","2016","(2a) intermediate vocational","Female","86","0.0196180435373122","0.014813736489714","0.0244223505849104"
"High transfer dependency","2016","(2c_gen) general maturity certificate","Male","26","","",""
"High transfer dependency","2016","(2c_gen) general maturity certificate","Female","42","0.0487325594611571","0.0327825847872659","0.0646825341350483"
"High transfer dependency","2016","(2c_voc) vocational maturity certificate","Male","19","","",""
"High transfer dependency","2016","(2c_voc) vocational maturity certificate","Female","36","0.0184992216169843","0.0115419629195817","0.0254564803143869"
"High transfer dependency","2016","(3a) lower tertiary education","Male","2","","",""
"High transfer dependency","2016","(3a) lower tertiary education","Female","8","","",""
"High transfer dependency","2016","(3b) higher tertiary education","Male","27","","",""
"High transfer dependency","2016","(3b) higher tertiary education","Female","28","","",""
"Very high transfer dependency","2016","(0) in school","Male","19","","",""
"Very high transfer dependency","2016","(0) in school","Female","39","0.0613706646115977","0.0372391952080149","0.0855021340151805"
"Very high transfer dependency","2016","(1a) inadequately completed","Male","55","0.256560221113012","0.197350569453953","0.315769872772072"
"Very high transfer dependency","2016","(1a) inadequately completed","Female","71","0.164899663985965","0.120717939800939","0.209081388170992"
"Very high transfer dependency","2016","(1b) general elementary school","Male","105","0.11493176882661","0.0924189786583267","0.137444558994894"
"Very high transfer dependency","2016","(1b) general elementary school","Female","130","0.0577511668832533","0.0445637710190957","0.0709385627474108"
"Very high transfer dependency","2016","(1c) basic vocational qualification","Male","105","0.032559328708594","0.0258809185826547","0.0392377388345333"
"Very high transfer dependency","2016","(1c) basic vocational qualification","Female","105","0.0263617969168772","0.0198844006300299","0.0328391932037246"
"Very high transfer dependency","2016","(2b) intermediate general qualification","Male","26","","",""
"Very high transfer dependency","2016","(2b) intermediate general qualification","Female","46","0.0698417550262254","0.0465498415993972","0.0931336684530535"
"Very high transfer dependency","2016","(2a) intermediate vocational","Male","47","0.0368038126506329","0.0287644872741366","0.0448431380271292"
"Very high transfer dependency","2016","(2a) intermediate vocational","Female","98","0.0226302437262802","0.0174782026413331","0.0277822848112273"
"Very high transfer dependency","2016","(2c_gen) general maturity certificate","Male","41","0.0551087453697545","0.0363590966961409","0.0738583940433681"
"Very high transfer dependency","2016","(2c_gen) general maturity certificate","Female","42","0.049823198158371","0.0337049780063376","0.0659414183104045"
"Very high transfer dependency","2016","(2c_voc) vocational maturity certificate","Male","33","0.0331772659486252","0.0220264926157186","0.0443280392815317"
"Very high transfer dependency","2016","(2c_voc) vocational maturity certificate","Female","64","0.0264443780128159","0.0181599378883704","0.0347288181372614"
"Very high transfer dependency","2016","(3a) lower tertiary education","Male","4","","",""
"Very high transfer dependency","2016","(3a) lower tertiary education","Female","5","","",""
"Very high transfer dependency","2016","(3b) higher tertiary education","Male","47","0.0266593144877678","0.0195729291720486","0.0337456998034871"
"Very high transfer dependency","2016","(3b) higher tertiary education","Female","60","0.0220984034062895","0.0157945385031629","0.0284022683094162"
"Very low transfer dependency","2017","(0) in school","Male","290","0.795115301362308","0.754209763440291","0.836020839284325"
"Very low transfer dependency","2017","(0) in school","Female","328","0.858020984732103","0.824720320199583","0.891321649264624"
"Very low transfer dependency","2017","(1a) inadequately completed","Male","144","0.5425567303527","0.505276616339118","0.579836844366283"
"Very low transfer dependency","2017","(1a) inadequately completed","Female","129","0.498563993983242","0.458422533056673","0.538705454909811"
"Very low transfer dependency","2017","(1b) general elementary school","Male","523","0.67597567437055","0.64789417950776","0.704057169233339"
"Very low transfer dependency","2017","(1b) general elementary school","Female","882","0.813367345290413","0.792743646996772","0.833991043584053"
"Very low transfer dependency","2017","(1c) basic vocational qualification","Male","2455","0.896118561089278","0.884861596471401","0.907375525707156"
"Very low transfer dependency","2017","(1c) basic vocational qualification","Female","2045","0.910237020711981","0.898782065903879","0.921691975520084"
"Very low transfer dependency","2017","(2b) intermediate general qualification","Male","269","0.814470236718126","0.774315087408014","0.854625386028237"
"Very low transfer dependency","2017","(2b) intermediate general qualification","Female","367","0.789446770241275","0.754572043028434","0.824321497454116"
"Very low transfer dependency","2017","(2a) intermediate vocational","Male","2274","0.917418495344588","0.906611643104607","0.928225347584569"
"Very low transfer dependency","2017","(2a) intermediate vocational","Female","3216","0.916460407230274","0.907448081929346","0.925472732531201"
"Very low transfer dependency","2017","(2c_gen) general maturity certificate","Male","564","0.807968933249181","0.782017608400243","0.833920258098118"
"Very low transfer dependency","2017","(2c_gen) general maturity certificate","Female","639","0.836848796425316","0.812880821528562","0.860816771322069"
"Very low transfer dependency","2017","(2c_voc) vocational maturity certificate","Male","958","0.896563506233171","0.87864054596916","0.914486466497183"
"Very low transfer dependency","2017","(2c_voc) vocational maturity certificate","Female","1382","0.897093881548486","0.88219220340788","0.911995559689091"
"Very low transfer dependency","2017","(3a) lower tertiary education","Male","1021","0.974351831453098","0.96479003435094","0.983913628555256"
"Very low transfer dependency","2017","(3a) lower tertiary education","Female","942","0.95163198885224","0.938287956141795","0.964976021562685"
"Very low transfer dependency","2017","(3b) higher tertiary education","Male","2085","0.935100448960887","0.925389227977815","0.944811669943959"
"Very low transfer dependency","2017","(3b) higher tertiary education","Female","2070","0.915939947677768","0.904841037433053","0.927038857922483"
"Low transfer dependency","2017","(0) in school","Male","35","0.0819273758915379","0.0541324621233121","0.109722289659764"
"Low transfer dependency","2017","(0) in school","Female","38","0.0626144346472156","0.0394997364060687","0.0857291328883625"
