"transab_cat2","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2019","35-65 y.","Not Employed","1636","0.210482281910845","0.197038345312789","0.223926218508902","3"
"Very high transfer dependency","2019","35-65 y.","Employed","190","0.0065834635273251","0.0052019232213717","0.00796500383327849","3"
"Very high transfer dependency","2019","66 and older","Not Employed","69","0.00898119254128452","0.00619959661252629","0.0117627884700427","3"
"Very high transfer dependency","2019","66 and older","Employed","3","","","","3"
"Very low transfer dependency","2019","16-34 y.","Not Employed","1185","0.609372523829967","0.591910978081375","0.626834069578559","0"
"Very low transfer dependency","2019","35-65 y.","Not Employed","1372","0.598467578557682","0.582300990713945","0.614634166401419","0"
"Very low transfer dependency","2019","16-34 y.","Employed","3610","0.876746186979848","0.867108339740903","0.886384034218793","0"
"Very low transfer dependency","2019","35-65 y.","Employed","12063","0.936993029159043","0.932842216517818","0.941143841800269","0"
"Very low transfer dependency","2019","66 and older","Not Employed","4166","0.953722681897293","0.947528538758287","0.959916825036298","0"
"Very low transfer dependency","2019","66 and older","Employed","824","0.969375313391865","0.957709691764476","0.981040935019254","0"
