"transab_cat2","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2010","66 and older","Part Time","","","",""
"Very high transfer dependency","2010","66 and older","Not Working","7","","",""
"Very low transfer dependency","2011","16-34 y.","Full Time","2129","0.927658974888613","0.917473731788884","0.937844217988343"
"Very low transfer dependency","2011","16-34 y.","Part Time","1443","0.734157211370362","0.715504952672532","0.752809470068193"
"Very low transfer dependency","2011","16-34 y.","Not Working","1420","0.625219619519644","0.606627353534904","0.643811885504385"
"Very low transfer dependency","2011","35-65 y.","Full Time","7452","0.967000929385357","0.963093585257702","0.970908273513012"
"Very low transfer dependency","2011","35-65 y.","Part Time","3965","0.819936105681585","0.809367807275971","0.830504404087199"
"Very low transfer dependency","2011","35-65 y.","Not Working","1970","0.673335817658957","0.656999308771609","0.689672326546306"
"Very low transfer dependency","2011","66 and older","Full Time","63","1","1","1"
"Very low transfer dependency","2011","66 and older","Part Time","314","0.972761065201528","0.955009159603113","0.990512970799943"
"Very low transfer dependency","2011","66 and older","Not Working","4647","0.956115477899752","0.95032790942031","0.961903046379194"
"Low transfer dependency","2011","16-34 y.","Full Time","266","0.0499443452608644","0.0413798340895578","0.0585088564321709"
"Low transfer dependency","2011","16-34 y.","Part Time","385","0.149746477644692","0.134681205495037","0.164811749794347"
"Low transfer dependency","2011","16-34 y.","Not Working","412","0.106687983575353","0.0948306526008596","0.118545314549847"
"Low transfer dependency","2011","35-65 y.","Full Time","513","0.0279252646084181","0.0243214218108191","0.0315291074060171"
"Low transfer dependency","2011","35-65 y.","Part Time","587","0.0877232889671088","0.0799425205410444","0.0955040573931731"
"Low transfer dependency","2011","35-65 y.","Not Working","381","0.0911546646266818","0.0811286790428311","0.101180650210533"
"Low transfer dependency","2011","66 and older","Full Time","","","",""
"Low transfer dependency","2011","66 and older","Part Time","8","","",""
"Low transfer dependency","2011","66 and older","Not Working","108","0.0261737419017974","0.0216628862505666","0.0306845975530282"
"High transfer dependency","2011","16-34 y.","Full Time","71","0.0199445668103476","0.0144476075433919","0.0254415260773033"
"High transfer dependency","2011","16-34 y.","Part Time","210","0.0773514492966372","0.0660722873230672","0.0886306112702072"
"High transfer dependency","2011","16-34 y.","Not Working","249","0.0922034843160521","0.0810914001203454","0.103315568511759"
"High transfer dependency","2011","35-65 y.","Full Time","57","0.00476797951568509","0.00326121035522607","0.00627474867614411"
"High transfer dependency","2011","35-65 y.","Part Time","349","0.0630172459457276","0.0563338490739026","0.0697006428175526"
"High transfer dependency","2011","35-65 y.","Not Working","225","0.0623586219700108","0.0539357679720021","0.0707814759680195"
"High transfer dependency","2011","66 and older","Full Time","","","",""
"High transfer dependency","2011","66 and older","Part Time","1","","",""
"High transfer dependency","2011","66 and older","Not Working","45","0.0122960813174415","0.00918234355706611","0.0154098190778168"
"Very high transfer dependency","2011","16-34 y.","Full Time","19","","",""
"Very high transfer dependency","2011","16-34 y.","Part Time","117","0.0387448616883081","0.0305968649145928","0.0468928584620234"
"Very high transfer dependency","2011","16-34 y.","Not Working","523","0.17588891258895","0.161265803778647","0.190512021399253"
"Very high transfer dependency","2011","35-65 y.","Full Time","7","","",""
"Very high transfer dependency","2011","35-65 y.","Part Time","177","0.0293233594055784","0.0246830611725318","0.033963657638625"
"Very high transfer dependency","2011","35-65 y.","Not Working","590","0.17315089574435","0.159970812987365","0.186330978501335"
"Very high transfer dependency","2011","66 and older","Full Time","","","",""
"Very high transfer dependency","2011","66 and older","Part Time","","","",""
"Very high transfer dependency","2011","66 and older","Not Working","12","","",""
"Very low transfer dependency","2012","16-34 y.","Full Time","2159","0.938557003104105","0.928989316737678","0.948124689470532"
"Very low transfer dependency","2012","16-34 y.","Part Time","1405","0.756464474027833","0.73770979944634","0.775219148609325"
"Very low transfer dependency","2012","16-34 y.","Not Working","1395","0.64813481711052","0.628977146354152","0.667292487866888"
"Very low transfer dependency","2012","35-65 y.","Full Time","7436","0.970050902128063","0.966294699746071","0.973807104510055"
"Very low transfer dependency","2012","35-65 y.","Part Time","4026","0.831664511671906","0.821337717202797","0.841991306141015"
"Very low transfer dependency","2012","35-65 y.","Not Working","1959","0.675644020040601","0.659046571175963","0.692241468905238"
"Very low transfer dependency","2012","66 and older","Full Time","67","1","1","1"
"Very low transfer dependency","2012","66 and older","Part Time","341","0.974447576220214","0.957916186684791","0.990978965755637"
"Very low transfer dependency","2012","66 and older","Not Working","4679","0.961200397872484","0.955755869059702","0.966644926685266"
"Low transfer dependency","2012","16-34 y.","Full Time","183","0.0445233611356852","0.0363057721460891","0.0527409501252813"
"Low transfer dependency","2012","16-34 y.","Part Time","311","0.131625208766958","0.116852598407762","0.146397819126155"
"Low transfer dependency","2012","16-34 y.","Not Working","343","0.113014488531431","0.100313216830333","0.12571576023253"
"Low transfer dependency","2012","35-65 y.","Full Time","407","0.0258891765557335","0.0223895383239362","0.0293888147875308"
"Low transfer dependency","2012","35-65 y.","Part Time","532","0.0883901757313346","0.0805556970335152","0.096224654429154"
"Low transfer dependency","2012","35-65 y.","Not Working","346","0.0925144614551846","0.0822414899123721","0.102787432997997"
"Low transfer dependency","2012","66 and older","Full Time","","","",""
"Low transfer dependency","2012","66 and older","Part Time","7","","",""
"Low transfer dependency","2012","66 and older","Not Working","98","0.0188855678366621","0.0150479250346878","0.0227232106386363"
"High transfer dependency","2012","16-34 y.","Full Time","68","0.0154884792320333","0.0105685914365514","0.0204083670275152"
"High transfer dependency","2012","16-34 y.","Part Time","194","0.0761350002397387","0.0645464118736665","0.0877235886058108"
"High transfer dependency","2012","16-34 y.","Not Working","227","0.0834235747001302","0.0723305336363674","0.094516615763893"
"High transfer dependency","2012","35-65 y.","Full Time","56","0.0035594682467988","0.00224703234147651","0.00487190415212108"
"High transfer dependency","2012","35-65 y.","Part Time","303","0.0450769469424823","0.0393507663234843","0.0508031275614802"
"High transfer dependency","2012","35-65 y.","Not Working","224","0.0663838412705173","0.0575573766355568","0.0752103059054778"
"High transfer dependency","2012","66 and older","Full Time","","","",""
"High transfer dependency","2012","66 and older","Part Time","2","","",""
"High transfer dependency","2012","66 and older","Not Working","44","0.0159393656524181","0.0124084597841321","0.0194702715207041"
"Very high transfer dependency","2012","16-34 y.","Full Time","10","","",""
"Very high transfer dependency","2012","16-34 y.","Part Time","102","0.0357753169654705","0.0276598227913947","0.0438908111395463"
"Very high transfer dependency","2012","16-34 y.","Not Working","422","0.155427119657918","0.14089249413492","0.169961745180917"
"Very high transfer dependency","2012","35-65 y.","Full Time","11","","",""
"Very high transfer dependency","2012","35-65 y.","Part Time","182","0.034868365654277","0.0298053102692605","0.0399314210392935"
"Very high transfer dependency","2012","35-65 y.","Not Working","527","0.165457677233697","0.152283028012757","0.178632326454638"
"Very high transfer dependency","2012","66 and older","Full Time","","","",""
"Very high transfer dependency","2012","66 and older","Part Time","","","",""
"Very high transfer dependency","2012","66 and older","Not Working","12","","",""
"Very low transfer dependency","2013","16-34 y.","Full Time","1948","0.939116540319728","0.92909503166464","0.949138048974816"
"Very low transfer dependency","2013","16-34 y.","Part Time","1357","0.771695423497179","0.75267625752931","0.790714589465048"
"Very low transfer dependency","2013","16-34 y.","Not Working","2760","0.683738728543584","0.669777955573988","0.697699501513181"
"Very low transfer dependency","2013","35-65 y.","Full Time","7033","0.972012896463633","0.968262573450174","0.975763219477092"
"Very low transfer dependency","2013","35-65 y.","Part Time","3942","0.851019068738837","0.841004235086022","0.861033902391653"
"Very low transfer dependency","2013","35-65 y.","Not Working","3575","0.678589617460402","0.666047205359618","0.691132029561187"
"Very low transfer dependency","2013","66 and older","Full Time","56","1","1","1"
"Very low transfer dependency","2013","66 and older","Part Time","372","0.973064086863026","0.956786393379362","0.98934178034669"
"Very low transfer dependency","2013","66 and older","Not Working","4486","0.964979020934985","0.959704308337406","0.970253733532563"
"Low transfer dependency","2013","16-34 y.","Full Time","181","0.0436951722111577","0.0351279782132488","0.0522623662090665"
"Low transfer dependency","2013","16-34 y.","Part Time","260","0.129818974324342","0.114589493841967","0.145048454806717"
"Low transfer dependency","2013","16-34 y.","Not Working","541","0.109791343778144","0.100405543142085","0.119177144414203"
"Low transfer dependency","2013","35-65 y.","Full Time","320","0.0226135059978043","0.0192330849186771","0.0259939270769316"
"Low transfer dependency","2013","35-65 y.","Part Time","470","0.0793964077985351","0.0717923482115277","0.0870004673855424"
"Low transfer dependency","2013","35-65 y.","Not Working","583","0.102449706323258","0.0943058094494805","0.110593603197035"
"Low transfer dependency","2013","66 and older","Full Time","","","",""
"Low transfer dependency","2013","66 and older","Part Time","4","","",""
"Low transfer dependency","2013","66 and older","Not Working","118","0.0229464988630748","0.0186502135782784","0.0272427841478711"
"High transfer dependency","2013","16-34 y.","Full Time","48","0.0134221224439981","0.00859931431649998","0.0182449305714962"
"High transfer dependency","2013","16-34 y.","Part Time","154","0.0624961779897805","0.0515282535467567","0.0734641024328042"
"High transfer dependency","2013","16-34 y.","Not Working","396","0.0769563568711208","0.068954795581489","0.0849579181607527"
"High transfer dependency","2013","35-65 y.","Full Time","63","0.00399356812106849","0.0025595147852423","0.00542762145689468"
"High transfer dependency","2013","35-65 y.","Part Time","280","0.0443474340499032","0.03855724137783","0.0501376267219764"
"High transfer dependency","2013","35-65 y.","Not Working","401","0.0624885633914447","0.0559882234761668","0.0689889033067225"
"High transfer dependency","2013","66 and older","Full Time","","","",""
"High transfer dependency","2013","66 and older","Part Time","3","","",""
"High transfer dependency","2013","66 and older","Not Working","35","0.00700510030486681","0.00461202474261385","0.00939817586711977"
"Very high transfer dependency","2013","16-34 y.","Full Time","10","","",""
"Very high transfer dependency","2013","16-34 y.","Part Time","100","0.0359894241886982","0.0275494805666238","0.0444293678107726"
"Very high transfer dependency","2013","16-34 y.","Not Working","565","0.129513570807151","0.119433118725761","0.13959402288854"
"Very high transfer dependency","2013","35-65 y.","Full Time","14","","",""
"Very high transfer dependency","2013","35-65 y.","Part Time","164","0.0252370894127245","0.0208256747414525","0.0296485040839965"
"Very high transfer dependency","2013","35-65 y.","Not Working","767","0.156472112824895","0.146715126284451","0.16622909936534"
"Very high transfer dependency","2013","66 and older","Full Time","","","",""
"Very high transfer dependency","2013","66 and older","Part Time","1","","",""
"Very high transfer dependency","2013","66 and older","Not Working","27","","",""
"Very low transfer dependency","2014","16-34 y.","Full Time","2180","0.923982383621677","0.913513676832003","0.934451090411352"
"Very low transfer dependency","2014","16-34 y.","Part Time","1483","0.728375430889642","0.709392119557753","0.747358742221531"
"Very low transfer dependency","2014","16-34 y.","Not Working","1484","0.618907879243747","0.599900934349144","0.63791482413835"
"Very low transfer dependency","2014","35-65 y.","Full Time","7241","0.972328512978727","0.968652091407494","0.97600493454996"
"Very low transfer dependency","2014","35-65 y.","Part Time","3990","0.836806330562518","0.826528324588317","0.847084336536718"
"Very low transfer dependency","2014","35-65 y.","Not Working","1657","0.620522836984705","0.602729201967468","0.638316472001943"
"Very low transfer dependency","2014","66 and older","Full Time","82","1","1","1"
"Very low transfer dependency","2014","66 and older","Part Time","381","0.961754537996259","0.94286494606964","0.980644129922877"
"Very low transfer dependency","2014","66 and older","Not Working","4352","0.967308144868357","0.96212108310953","0.972495206627184"
"Low transfer dependency","2014","16-34 y.","Full Time","198","0.0545737887277971","0.0456013616225842","0.0635462158330101"
"Low transfer dependency","2014","16-34 y.","Part Time","318","0.144496026885992","0.129490585683644","0.159501468088341"
"Low transfer dependency","2014","16-34 y.","Not Working","354","0.118468677883317","0.105821169678329","0.131116186088305"
"Low transfer dependency","2014","35-65 y.","Full Time","334","0.021996164915038","0.0187088121668759","0.0252835176632001"
"Low transfer dependency","2014","35-65 y.","Part Time","504","0.0906945003843486","0.0827073820533177","0.0986816187153795"
"Low transfer dependency","2014","35-65 y.","Not Working","367","0.107828209544557","0.0964549902959992","0.119201428793115"
"Low transfer dependency","2014","66 and older","Full Time","","","",""
"Low transfer dependency","2014","66 and older","Part Time","9","","",""
"Low transfer dependency","2014","66 and older","Not Working","99","0.0192824811234505","0.0152712966292257","0.0232936656176754"
"High transfer dependency","2014","16-34 y.","Full Time","68","0.0167438781342213","0.0116755418399702","0.0218122144284724"
"High transfer dependency","2014","16-34 y.","Part Time","191","0.0797849031424198","0.0682207232432361","0.0913490830416036"
"High transfer dependency","2014","16-34 y.","Not Working","253","0.0853697721968112","0.0744337555814337","0.0963057888121887"
"High transfer dependency","2014","35-65 y.","Full Time","59","0.00454780011155984","0.0030397581179199","0.00605584210519978"
"High transfer dependency","2014","35-65 y.","Part Time","283","0.0452766663523087","0.0394940986876765","0.0510592340169408"
"High transfer dependency","2014","35-65 y.","Not Working","243","0.0678614358541423","0.0586390193714433","0.0770838523368413"
"High transfer dependency","2014","66 and older","Full Time","","","",""
"High transfer dependency","2014","66 and older","Part Time","4","","",""
"High transfer dependency","2014","66 and older","Not Working","36","0.00902351297282329","0.00626523067471773","0.0117817952709288"
"Very high transfer dependency","2014","16-34 y.","Full Time","16","","",""
"Very high transfer dependency","2014","16-34 y.","Part Time","117","0.0473436390819461","0.0382798716066492","0.0564074065572431"
"Very high transfer dependency","2014","16-34 y.","Not Working","417","0.177253670676125","0.162308016795462","0.192199324556788"
"Very high transfer dependency","2014","35-65 y.","Full Time","13","","",""
"Very high transfer dependency","2014","35-65 y.","Part Time","189","0.0272225027008252","0.0226964926288928","0.0317485127727576"
"Very high transfer dependency","2014","35-65 y.","Not Working","590","0.203787517616595","0.189016981758936","0.218558053474255"
"Very high transfer dependency","2014","66 and older","Full Time","","","",""
"Very high transfer dependency","2014","66 and older","Part Time","2","","",""
"Very high transfer dependency","2014","66 and older","Not Working","28","","",""
"Very low transfer dependency","2015","16-34 y.","Full Time","1984","0.944440886540994","0.9348339080645","0.954047865017488"
"Very low transfer dependency","2015","16-34 y.","Part Time","1389","0.752340314061159","0.733037561900764","0.771643066221553"
"Very low transfer dependency","2015","16-34 y.","Not Working","1945","0.6536503533172","0.636865795636397","0.670434910998003"
"Very low transfer dependency","2015","35-65 y.","Full Time","6861","0.973149330535437","0.969413990199519","0.976884670871354"
"Very low transfer dependency","2015","35-65 y.","Part Time","3939","0.846251354294642","0.835958769333887","0.856543939255398"
"Very low transfer dependency","2015","35-65 y.","Not Working","1926","0.616762199478754","0.599985406199532","0.633538992757975"
"Very low transfer dependency","2015","66 and older","Full Time","86","1","1","1"
"Very low transfer dependency","2015","66 and older","Part Time","415","0.965291854219866","0.947971192810031","0.982612515629701"
"Very low transfer dependency","2015","66 and older","Not Working","4268","0.966085439875026","0.960760002219895","0.971410877530158"
"Low transfer dependency","2015","16-34 y.","Full Time","133","0.0337630679018272","0.0261880346817734","0.0413381011218809"
"Low transfer dependency","2015","16-34 y.","Part Time","252","0.121287357403237","0.106688609369784","0.13588610543669"
"Low transfer dependency","2015","16-34 y.","Not Working","364","0.101747857780282","0.0910833321033634","0.112412383457201"
"Low transfer dependency","2015","35-65 y.","Full Time","286","0.0231125091387946","0.0196402774486912","0.026584740828898"
"Low transfer dependency","2015","35-65 y.","Part Time","398","0.079146096427474","0.0714427533627177","0.0868494394922302"
"Low transfer dependency","2015","35-65 y.","Not Working","382","0.113373767167713","0.102433133245018","0.124314401090409"
"Low transfer dependency","2015","66 and older","Full Time","","","",""
"Low transfer dependency","2015","66 and older","Part Time","7","","",""
"Low transfer dependency","2015","66 and older","Not Working","105","0.021362418312454","0.0171084858126284","0.0256163508122796"
"High transfer dependency","2015","16-34 y.","Full Time","51","0.0165174683022288","0.0111721097688667","0.0218628268355908"
"High transfer dependency","2015","16-34 y.","Part Time","196","0.0896443296743819","0.076869610217622","0.102419049131142"
"High transfer dependency","2015","16-34 y.","Not Working","257","0.0737392626504685","0.0645200082495453","0.0829585170513916"
"High transfer dependency","2015","35-65 y.","Full Time","40","0.00263526062592212","0.00145057896388169","0.00381994228796255"
"High transfer dependency","2015","35-65 y.","Part Time","236","0.0433128636495888","0.0375043831040493","0.0491213441951282"
"High transfer dependency","2015","35-65 y.","Not Working","250","0.0616131547280831","0.0533157249027367","0.0699105845534296"
"High transfer dependency","2015","66 and older","Full Time","","","",""
"High transfer dependency","2015","66 and older","Part Time","5","","",""
"High transfer dependency","2015","66 and older","Not Working","31","0.00718606530382213","0.00470102204092577","0.0096711085667185"
"Very high transfer dependency","2015","16-34 y.","Full Time","16","","",""
"Very high transfer dependency","2015","16-34 y.","Part Time","84","0.0367279988612225","0.0283168075648836","0.0451391901575613"
"Very high transfer dependency","2015","16-34 y.","Not Working","521","0.170862526252049","0.157585021672143","0.184140030831955"
"Very high transfer dependency","2015","35-65 y.","Full Time","7","","",""
"Very high transfer dependency","2015","35-65 y.","Part Time","145","0.0312896856282948","0.0263218560996509","0.0362575151569387"
"Very high transfer dependency","2015","35-65 y.","Not Working","668","0.20825087862545","0.194238781927307","0.222262975323593"
"Very high transfer dependency","2015","66 and older","Full Time","","","",""
"Very high transfer dependency","2015","66 and older","Part Time","2","","",""
"Very high transfer dependency","2015","66 and older","Not Working","34","0.00536607650869777","0.00321669006206292","0.00751546295533262"
"Very low transfer dependency","2016","16-34 y.","Full Time","1902","0.926171765424024","0.915038062653761","0.937305468194288"
"Very low transfer dependency","2016","16-34 y.","Part Time","1398","0.741847855427372","0.722175682926109","0.761520027928636"
"Very low transfer dependency","2016","16-34 y.","Not Working","1228","0.616177442890416","0.595347988344679","0.637006897436152"
"Very low transfer dependency","2016","35-65 y.","Full Time","6602","0.973842497870343","0.970084781732799","0.977600214007887"
"Very low transfer dependency","2016","35-65 y.","Part Time","3783","0.85814027261111","0.848025615077948","0.868254930144273"
"Very low transfer dependency","2016","35-65 y.","Not Working","1311","0.602630759454358","0.582820413579708","0.622441105329007"
"Very low transfer dependency","2016","66 and older","Full Time","88","1","1","1"
"Very low transfer dependency","2016","66 and older","Part Time","408","0.953405952480707","0.933127809014392","0.973684095947021"
"Very low transfer dependency","2016","66 and older","Not Working","4096","0.963588715499521","0.957967871680057","0.969209559318985"
"Low transfer dependency","2016","16-34 y.","Full Time","159","0.048776064071058","0.0396048385285103","0.0579472896136058"
"Low transfer dependency","2016","16-34 y.","Part Time","281","0.158996614363775","0.142558581552571","0.17543464717498"
"Low transfer dependency","2016","16-34 y.","Not Working","299","0.126748325255623","0.112498793917997","0.140997856593249"
"Low transfer dependency","2016","35-65 y.","Full Time","279","0.0220195870664452","0.0185645625191477","0.0254746116137428"
"Low transfer dependency","2016","35-65 y.","Part Time","426","0.0696859861565899","0.0623047349313959","0.0770672373817838"
"Low transfer dependency","2016","35-65 y.","Not Working","303","0.125236788757341","0.111837538329042","0.138636039185639"
"Low transfer dependency","2016","66 and older","Full Time","","","",""
"Low transfer dependency","2016","66 and older","Part Time","3","","",""
"Low transfer dependency","2016","66 and older","Not Working","94","0.0218094617222894","0.0174264577143865","0.0261924657301923"
"High transfer dependency","2016","16-34 y.","Full Time","47","0.0210735900772182","0.0149581614874783","0.0271890186669581"
"High transfer dependency","2016","16-34 y.","Part Time","130","0.0662948318944218","0.0551107136307933","0.0774789501580503"
"High transfer dependency","2016","16-34 y.","Not Working","169","0.0765336597156692","0.0651469951266304","0.0879203243047079"
"High transfer dependency","2016","35-65 y.","Full Time","41","0.00310375504988489","0.00179412035058771","0.00441338974918208"
"High transfer dependency","2016","35-65 y.","Part Time","212","0.0412716018616718","0.0355050534968773","0.0470381502264664"
"High transfer dependency","2016","35-65 y.","Not Working","194","0.0705629803008285","0.0601956310690079","0.080930329532649"
"High transfer dependency","2016","66 and older","Full Time","","","",""
"High transfer dependency","2016","66 and older","Part Time","2","","",""
"High transfer dependency","2016","66 and older","Not Working","41","0.00858419489845409","0.00581588076975852","0.0113525090271497"
"Very high transfer dependency","2016","16-34 y.","Full Time","11","","",""
"Very high transfer dependency","2016","16-34 y.","Part Time","92","0.0328606983144304","0.0248468716836616","0.0408745249451993"
"Very high transfer dependency","2016","16-34 y.","Not Working","398","0.180540572138292","0.164066123539678","0.197015020736906"
"Very high transfer dependency","2016","35-65 y.","Full Time","8","","",""
"Very high transfer dependency","2016","35-65 y.","Part Time","150","0.0309021393706281","0.0258854111810702","0.035918867560186"
"Very high transfer dependency","2016","35-65 y.","Not Working","536","0.201569471487473","0.185328940183028","0.217810002791919"
"Very high transfer dependency","2016","66 and older","Full Time","","","",""
"Very high transfer dependency","2016","66 and older","Part Time","2","","",""
"Very high transfer dependency","2016","66 and older","Not Working","35","0.00601762787973511","0.00369681743267006","0.00833843832680017"
"Very low transfer dependency","2017","16-34 y.","Full Time","2234","0.937805029070667","0.928296105575535","0.947313952565799"
"Very low transfer dependency","2017","16-34 y.","Part Time","1535","0.768108764699881","0.750006355770484","0.786211173629279"
"Very low transfer dependency","2017","16-34 y.","Not Working","1395","0.602802305726001","0.585997634369572","0.61960697708243"
"Very low transfer dependency","2017","35-65 y.","Full Time","7529","0.97543161292503","0.972007090623208","0.978856135226852"
"Very low transfer dependency","2017","35-65 y.","Part Time","4296","0.871380505031458","0.862208690374835","0.880552319688081"
"Very low transfer dependency","2017","35-65 y.","Not Working","1380","0.582156118642097","0.565361732678872","0.598950504605322"
"Very low transfer dependency","2017","66 and older","Full Time","90","1","1","1"
"Very low transfer dependency","2017","66 and older","Part Time","500","0.955454114323299","0.937584226467449","0.973324002179149"
"Very low transfer dependency","2017","66 and older","Not Working","4239","0.96389007611444","0.958396270752666","0.969383881476215"
"Low transfer dependency","2017","16-34 y.","Full Time","175","0.042262931674971","0.0343415598703762","0.0501843034795659"
"Low transfer dependency","2017","16-34 y.","Part Time","290","0.12927310269222","0.114882535546147","0.143663669838292"
"Low transfer dependency","2017","16-34 y.","Not Working","328","0.115803530273637","0.104814117162621","0.126792943384654"
"Low transfer dependency","2017","35-65 y.","Full Time","264","0.0199928821820038","0.0168964214203907","0.023089342943617"
"Low transfer dependency","2017","35-65 y.","Part Time","401","0.0616049273940711","0.055017762507461","0.0681920922806812"
"Low transfer dependency","2017","35-65 y.","Not Working","320","0.106334839362591","0.0958379027070015","0.11683177601818"
"Low transfer dependency","2017","66 and older","Full Time","","","",""
"Low transfer dependency","2017","66 and older","Part Time","6","","",""
"Low transfer dependency","2017","66 and older","Not Working","100","0.0227231820248371","0.0183349498225114","0.0271114142271628"
"High transfer dependency","2017","16-34 y.","Full Time","52","0.0143118771103267","0.00963543566306703","0.0189883185575864"
"High transfer dependency","2017","16-34 y.","Part Time","162","0.0662923455545028","0.0556209800254418","0.0769637110835638"
"High transfer dependency","2017","16-34 y.","Not Working","249","0.0794841637892527","0.0701946036910118","0.0887737238874936"
"High transfer dependency","2017","35-65 y.","Full Time","53","0.00444215448568256","0.00297105060459241","0.00591325836677271"
"High transfer dependency","2017","35-65 y.","Part Time","258","0.0400722516290455","0.0346989762814247","0.0454455269766663"
"High transfer dependency","2017","35-65 y.","Not Working","280","0.0883042977067904","0.0786426044036513","0.0979659910099294"
"High transfer dependency","2017","66 and older","Full Time","","","",""
"High transfer dependency","2017","66 and older","Part Time","6","","",""
"High transfer dependency","2017","66 and older","Not Working","39","0.00604121894892822","0.00375933946715452","0.00832309843070191"
"Very high transfer dependency","2017","16-34 y.","Full Time","17","","",""
"Very high transfer dependency","2017","16-34 y.","Part Time","101","0.0363257870533959","0.0283005941743323","0.0443509799324596"
"Very high transfer dependency","2017","16-34 y.","Not Working","1285","0.201910000211109","0.18812381651927","0.215696183902947"
"Very high transfer dependency","2017","35-65 y.","Full Time","4","","",""
"Very high transfer dependency","2017","35-65 y.","Part Time","163","0.0269423159454254","0.0225063857248548","0.031378246165996"
"Very high transfer dependency","2017","35-65 y.","Not Working","1333","0.223204744288522","0.209025849954274","0.23738363862277"
"Very high transfer dependency","2017","66 and older","Full Time","","","",""
"Very high transfer dependency","2017","66 and older","Part Time","","","",""
"Very high transfer dependency","2017","66 and older","Not Working","52","0.00734552291179441","0.00483099396440908","0.00986005185917974"
"Very low transfer dependency","2018","16-34 y.","Full Time","2202","0.945148548151881","0.936101203474711","0.954195892829051"
"Very low transfer dependency","2018","16-34 y.","Part Time","1640","0.78752126625307","0.770781851725684","0.804260680780455"
"Very low transfer dependency","2018","16-34 y.","Not Working","1263","0.615937069927264","0.599971379991583","0.631902759862945"
"Very low transfer dependency","2018","35-65 y.","Full Time","7165","0.97295070673643","0.969274815784302","0.976626597688557"
"Very low transfer dependency","2018","35-65 y.","Part Time","4091","0.866569708577528","0.857134091487697","0.876005325667358"
"Very low transfer dependency","2018","35-65 y.","Not Working","1207","0.546392828167865","0.530032251409222","0.562753404926508"
"Very low transfer dependency","2018","66 and older","Full Time","90","0.976457768945713","0.945476106434315","1.00743943145711"
"Very low transfer dependency","2018","66 and older","Part Time","513","0.957004860269703","0.939669935030757","0.974339785508648"
"Very low transfer dependency","2018","66 and older","Not Working","4209","0.958727947445246","0.952884808133287","0.964571086757206"
"Low transfer dependency","2018","16-34 y.","Full Time","153","0.0393146409373944","0.0315923745427942","0.0470369073319945"
"Low transfer dependency","2018","16-34 y.","Part Time","304","0.113693716701389","0.100703645536454","0.126683787866325"
"Low transfer dependency","2018","16-34 y.","Not Working","315","0.098645012932386","0.0888567906344201","0.108433235230352"
"Low transfer dependency","2018","35-65 y.","Full Time","238","0.0196696320065224","0.0165231620842168","0.022816101928828"
"Low transfer dependency","2018","35-65 y.","Part Time","442","0.0700560748357535","0.0629734763825616","0.0771386732889454"
"Low transfer dependency","2018","35-65 y.","Not Working","304","0.118069553373773","0.107465002337121","0.128674104410425"
"Low transfer dependency","2018","66 and older","Full Time","1","","",""
"Low transfer dependency","2018","66 and older","Part Time","5","","",""
"Low transfer dependency","2018","66 and older","Not Working","124","0.0229171688859517","0.0185215838435137","0.0273127539283896"
"High transfer dependency","2018","16-34 y.","Full Time","59","0.012378154562166","0.00798475875713318","0.0167715503671988"
"High transfer dependency","2018","16-34 y.","Part Time","216","0.0674862720626358","0.0572206157465716","0.0777519283786999"
"High transfer dependency","2018","16-34 y.","Not Working","343","0.0676419569583765","0.0593983407092107","0.0758855732075424"
"High transfer dependency","2018","35-65 y.","Full Time","63","0.00580077820691218","0.00408002305390524","0.00752153335991912"
"High transfer dependency","2018","35-65 y.","Part Time","295","0.0370126133855234","0.0317738773785607","0.0422513493924862"
"High transfer dependency","2018","35-65 y.","Not Working","302","0.0903916934523668","0.0809685103788923","0.0998148765258414"
"High transfer dependency","2018","66 and older","Full Time","1","","",""
"High transfer dependency","2018","66 and older","Part Time","6","","",""
"High transfer dependency","2018","66 and older","Not Working","53","0.01054229238105","0.00754218596640969","0.0135423987956903"
"Very high transfer dependency","2018","16-34 y.","Full Time","19","","",""
"Very high transfer dependency","2018","16-34 y.","Part Time","134","0.0312987449829052","0.0241733363238349","0.0384241536419755"
"Very high transfer dependency","2018","16-34 y.","Not Working","1644","0.217775960181974","0.204227533297325","0.231324387066622"
"Very high transfer dependency","2018","35-65 y.","Full Time","16","","",""
"Very high transfer dependency","2018","35-65 y.","Part Time","161","0.0263616032011953","0.0219160471058132","0.0308071592965773"
"Very high transfer dependency","2018","35-65 y.","Not Working","1744","0.245145925005995","0.231009161276537","0.259282688735454"
"Very high transfer dependency","2018","66 and older","Full Time","","","",""
"Very high transfer dependency","2018","66 and older","Part Time","2","","",""
"Very high transfer dependency","2018","66 and older","Not Working","66","0.00781259128775198","0.00522637453059032","0.0103988080449136"
"Very low transfer dependency","2019","16-34 y.","Full Time","2102","0.938724528854866","0.9290112231297","0.948437834580032"
"Very low transfer dependency","2019","16-34 y.","Part Time","1508","0.793238906967184","0.776028118792166","0.810449695142203"
"Very low transfer dependency","2019","16-34 y.","Not Working","1185","0.609372523829967","0.591910978081375","0.626834069578559"
"Very low transfer dependency","2019","35-65 y.","Full Time","7918","0.973323077343648","0.9698432320777","0.976802922609595"
