"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2011","Employed","Other degree","55","0.0296527353457571","0.0195734528605553","0.0397320178309589"
"Very high transfer dependency","2011","Employed","no degree/no degree yet","17","","",""
"Very low transfer dependency","2012","Not Employed","lower secondary degree","3470","0.881976894007386","0.872176195956376","0.891777592058396"
"Very low transfer dependency","2012","Not Employed","secondary school degree","1710","0.817727840920344","0.801894790223295","0.833560891617393"
"Very low transfer dependency","2012","Not Employed","college entrance qualification","1543","0.868804687597621","0.853365880190034","0.884243495005209"
"Very low transfer dependency","2012","Not Employed","Other degree","443","0.698591852733812","0.665027743887649","0.732155961579974"
"Very low transfer dependency","2012","Not Employed","no degree/no degree yet","730","0.752182467454312","0.725955363136129","0.778409571772494"
"Very low transfer dependency","2012","Employed","lower secondary degree","3144","0.89624396458304","0.886516281363037","0.905971647803044"
"Very low transfer dependency","2012","Employed","secondary school degree","5360","0.91688384303815","0.910006230002696","0.923761456073604"
"Very low transfer dependency","2012","Employed","college entrance qualification","5498","0.939916770898853","0.933890159819485","0.945943381978221"
"Very low transfer dependency","2012","Employed","Other degree","867","0.848095329538394","0.827055845341513","0.869134813735275"
"Very low transfer dependency","2012","Employed","no degree/no degree yet","196","0.748751769388124","0.698659318164979","0.798844220611269"
"Low transfer dependency","2012","Not Employed","lower secondary degree","232","0.0394667131857938","0.0335522330813285","0.0453811932902591"
"Low transfer dependency","2012","Not Employed","secondary school degree","195","0.050819871350737","0.0418126436724251","0.0598270990290488"
"Low transfer dependency","2012","Not Employed","college entrance qualification","140","0.0613858406156636","0.0504091564762969","0.0723625247550302"
"Low transfer dependency","2012","Not Employed","Other degree","76","0.0795277711310411","0.0597375512523548","0.0993179910097275"
"Low transfer dependency","2012","Not Employed","no degree/no degree yet","114","0.0864814592913526","0.0694071590479596","0.103555759534746"
"Low transfer dependency","2012","Employed","lower secondary degree","348","0.0571241110587373","0.0497207896290344","0.0645274324884403"
"Low transfer dependency","2012","Employed","secondary school degree","520","0.0518563571301888","0.0463320741036406","0.057380640156737"
"Low transfer dependency","2012","Employed","college entrance qualification","343","0.0416732136341001","0.0366052073638172","0.0467412199043831"
"Low transfer dependency","2012","Employed","Other degree","140","0.0828667321931503","0.0667070238070692","0.0990264405792314"
"Low transfer dependency","2012","Employed","no degree/no degree yet","41","0.113952341162219","0.0772543734309289","0.15065030889351"
"High transfer dependency","2012","Not Employed","lower secondary degree","155","0.028356466584523","0.0233142160025897","0.0333987171664563"
"High transfer dependency","2012","Not Employed","secondary school degree","110","0.0356654533492129","0.0280597780904944","0.0432711286079313"
"High transfer dependency","2012","Not Employed","college entrance qualification","58","0.0234135537404115","0.0164987075019568","0.0303283999788661"
"High transfer dependency","2012","Not Employed","Other degree","63","0.10056398892094","0.0785655303737175","0.122562447468163"
"High transfer dependency","2012","Not Employed","no degree/no degree yet","84","0.0659882229881975","0.0509071542623636","0.0810692917140313"
"High transfer dependency","2012","Employed","lower secondary degree","180","0.0297988682245661","0.02437485941377","0.0352228770353623"
"High transfer dependency","2012","Employed","secondary school degree","226","0.0202653773039306","0.016754873689478","0.0237758809183832"
"High transfer dependency","2012","Employed","college entrance qualification","87","0.0138561968642192","0.0108917478781774","0.0168206458502611"
"High transfer dependency","2012","Employed","Other degree","65","0.0387901373982066","0.0274714267605606","0.0501088480358525"
"High transfer dependency","2012","Employed","no degree/no degree yet","33","0.075148375963414","0.0447011536258682","0.10559559830096"
"Very high transfer dependency","2012","Not Employed","lower secondary degree","306","0.050199926222297","0.0435668876240632","0.0568329648205308"
"Very high transfer dependency","2012","Not Employed","secondary school degree","269","0.0957868343797062","0.0837173597916562","0.107856308967756"
"Very high transfer dependency","2012","Not Employed","college entrance qualification","96","0.0463959180463035","0.0367771943422509","0.0560146417503561"
"Very high transfer dependency","2012","Not Employed","Other degree","136","0.121316387214207","0.097434872625873","0.145197901802541"
"Very high transfer dependency","2012","Not Employed","no degree/no degree yet","113","0.0953478502661383","0.0775068586582437","0.113188841874033"
"Very high transfer dependency","2012","Employed","lower secondary degree","103","0.0168330561336563","0.0127292698743652","0.0209368423929473"
"Very high transfer dependency","2012","Employed","secondary school degree","83","0.0109944225277307","0.00839651653488013","0.0135923285205812"
"Very high transfer dependency","2012","Employed","college entrance qualification","45","0.00455381860282767","0.00284636626485908","0.00626127094079625"
"Very high transfer dependency","2012","Employed","Other degree","46","0.0302478008702492","0.0202084766860279","0.0402871250544704"
"Very high transfer dependency","2012","Employed","no degree/no degree yet","18","","",""
"Very low transfer dependency","2013","Not Employed","lower secondary degree","3495","0.869536822213153","0.859490786047684","0.879582858378621"
"Very low transfer dependency","2013","Not Employed","secondary school degree","2059","0.821704332750726","0.807207571452329","0.836201094049122"
"Very low transfer dependency","2013","Not Employed","college entrance qualification","1965","0.867470232773384","0.853676095968503","0.881264369578265"
"Very low transfer dependency","2013","Not Employed","Other degree","2179","0.743211248129999","0.727862518641787","0.758559977618211"
"Very low transfer dependency","2013","Not Employed","no degree/no degree yet","925","0.703754207571916","0.680460344948407","0.727048070195426"
"Very low transfer dependency","2013","Employed","lower secondary degree","2915","0.898301572497267","0.888228985922994","0.90837415907154"
"Very low transfer dependency","2013","Employed","secondary school degree","5097","0.92370660346869","0.916881124192192","0.930532082745189"
"Very low transfer dependency","2013","Employed","college entrance qualification","5336","0.945119529674596","0.939226751403983","0.951012307945209"
"Very low transfer dependency","2013","Employed","Other degree","764","0.857552185778025","0.835813582309309","0.87929078924674"
"Very low transfer dependency","2013","Employed","no degree/no degree yet","185","0.755791032445514","0.705106526081349","0.806475538809679"
"Low transfer dependency","2013","Not Employed","lower secondary degree","289","0.0484988208597298","0.0420914918174069","0.0549061499020528"
"Low transfer dependency","2013","Not Employed","secondary school degree","231","0.0590669667528827","0.0501381379297818","0.0679957955759836"
"Low transfer dependency","2013","Not Employed","college entrance qualification","150","0.0567404892802906","0.0473286900270051","0.0661522885335761"
"Low transfer dependency","2013","Not Employed","Other degree","353","0.0920121046752653","0.0818568502454659","0.102167359105065"
"Low transfer dependency","2013","Not Employed","no degree/no degree yet","170","0.096252471903398","0.0812060089797627","0.111298934827033"
"Low transfer dependency","2013","Employed","lower secondary degree","299","0.0583646561065508","0.0505521719236347","0.0661771402894669"
"Low transfer dependency","2013","Employed","secondary school degree","419","0.0464241876560447","0.0410144971035119","0.0518338782085774"
"Low transfer dependency","2013","Employed","college entrance qualification","302","0.0378545680878644","0.0329166108137279","0.0427925253620009"
"Low transfer dependency","2013","Employed","Other degree","125","0.0800963080461641","0.0632132584290557","0.0969793576632724"
"Low transfer dependency","2013","Employed","no degree/no degree yet","41","0.125342749861859","0.0862800632552941","0.164405436468423"
"High transfer dependency","2013","Not Employed","lower secondary degree","176","0.0268417403514386","0.0220211098532919","0.0316623708495854"
"High transfer dependency","2013","Not Employed","secondary school degree","154","0.0348234770390889","0.0278799161930984","0.0417670378850793"
"High transfer dependency","2013","Not Employed","college entrance qualification","93","0.0334688804691679","0.0261517797288304","0.0407859812095054"
"High transfer dependency","2013","Not Employed","Other degree","213","0.0492751236005788","0.0416706424651773","0.0568796047359804"
"High transfer dependency","2013","Not Employed","no degree/no degree yet","151","0.0738156024475261","0.0604764656354585","0.0871547392595937"
"High transfer dependency","2013","Employed","lower secondary degree","168","0.0307707796027939","0.025015647336016","0.0365259118695718"
"High transfer dependency","2013","Employed","secondary school degree","200","0.0190547216482479","0.0155395515251559","0.02256989177134"
"High transfer dependency","2013","Employed","college entrance qualification","68","0.0104765217139571","0.00784207493523702","0.0131109684926771"
"High transfer dependency","2013","Employed","Other degree","57","0.0371911998713788","0.0254215488126098","0.0489608509301477"
"High transfer dependency","2013","Employed","no degree/no degree yet","29","","",""
"Very high transfer dependency","2013","Not Employed","lower secondary degree","358","0.0551226165756786","0.0483155591996887","0.0619296739516685"
"Very high transfer dependency","2013","Not Employed","secondary school degree","234","0.0844052234573027","0.0738764175482818","0.0949340293663236"
"Very high transfer dependency","2013","Not Employed","college entrance qualification","113","0.0423203974771573","0.0341301785913101","0.0505106163630045"
"Very high transfer dependency","2013","Not Employed","Other degree","367","0.115501523594157","0.104271757820906","0.126731289367408"
"Very high transfer dependency","2013","Not Employed","no degree/no degree yet","230","0.12617771807716","0.109237936581392","0.143117499572927"
"Very high transfer dependency","2013","Employed","lower secondary degree","77","0.0125629917933886","0.00885128169806278","0.0162747018887143"
"Very high transfer dependency","2013","Employed","secondary school degree","95","0.0108144872270169","0.00815520462095649","0.0134737698330772"
"Very high transfer dependency","2013","Employed","college entrance qualification","32","0.00654938052358277","0.00446229102199566","0.00863647002516989"
"Very high transfer dependency","2013","Employed","Other degree","47","0.0251603063044323","0.0154194299421053","0.0349011826667594"
"Very high transfer dependency","2013","Employed","no degree/no degree yet","21","","",""
"Very low transfer dependency","2014","Not Employed","lower secondary degree","2946","0.866756053190143","0.855619243282565","0.877892863097722"
"Very low transfer dependency","2014","Not Employed","secondary school degree","1643","0.825933211304825","0.809716272901735","0.842150149707915"
"Very low transfer dependency","2014","Not Employed","college entrance qualification","1494","0.881689231141473","0.866465521192427","0.896912941090518"
"Very low transfer dependency","2014","Not Employed","Other degree","553","0.650022513163327","0.621403797841416","0.678641228485239"
"Very low transfer dependency","2014","Not Employed","no degree/no degree yet","692","0.693867300619921","0.666430938829959","0.721303662409883"
"Very low transfer dependency","2014","Employed","lower secondary degree","2818","0.887647932839014","0.876952424665129","0.8983434410129"
"Very low transfer dependency","2014","Employed","secondary school degree","4857","0.923706913268707","0.916674483807891","0.930739342729523"
"Very low transfer dependency","2014","Employed","college entrance qualification","5254","0.933482188939083","0.92700472730904","0.939959650569127"
"Very low transfer dependency","2014","Employed","Other degree","1741","0.828179367146995","0.812416449339852","0.843942284954139"
"Very low transfer dependency","2014","Employed","no degree/no degree yet","209","0.640830588110462","0.590206194765052","0.691454981455871"
"Low transfer dependency","2014","Not Employed","lower secondary degree","229","0.0481305842893567","0.0411162271517506","0.0551449414269629"
"Low transfer dependency","2014","Not Employed","secondary school degree","168","0.0516156421087057","0.0421528063565484","0.0610784778608629"
"Low transfer dependency","2014","Not Employed","college entrance qualification","92","0.0395398338984691","0.0303542304294249","0.0487254373675133"
"Low transfer dependency","2014","Not Employed","Other degree","140","0.0912074993001728","0.0739326796156912","0.108482318984654"
"Low transfer dependency","2014","Not Employed","no degree/no degree yet","132","0.0968266889237376","0.0792224790195467","0.114430898827928"
"Low transfer dependency","2014","Employed","lower secondary degree","296","0.0655133604478578","0.0571333993228445","0.0738933215728711"
"Low transfer dependency","2014","Employed","secondary school degree","399","0.0487416003390862","0.0430373990956167","0.0544458015825556"
"Low transfer dependency","2014","Employed","college entrance qualification","291","0.0467215057358781","0.0412355642673708","0.0522074472043855"
"Low transfer dependency","2014","Employed","Other degree","246","0.086584869611755","0.0748334088480379","0.0983363303754721"
"Low transfer dependency","2014","Employed","no degree/no degree yet","64","0.181999550839855","0.141284922695024","0.222714178984685"
"High transfer dependency","2014","Not Employed","lower secondary degree","134","0.0258095254889947","0.0206131494638364","0.0310059015141531"
"High transfer dependency","2014","Not Employed","secondary school degree","108","0.0406479406382382","0.0322020253035957","0.0490938559728807"
"High transfer dependency","2014","Not Employed","college entrance qualification","52","0.0270978885397383","0.0194445153023213","0.0347512617771552"
"High transfer dependency","2014","Not Employed","Other degree","110","0.0587706273884066","0.0446584580030427","0.0728827967737704"
"High transfer dependency","2014","Not Employed","no degree/no degree yet","90","0.0672219876922764","0.0523153987730555","0.0821285766114973"
"High transfer dependency","2014","Employed","lower secondary degree","147","0.0303847607526432","0.0245715222131116","0.0361979992921748"
"High transfer dependency","2014","Employed","secondary school degree","149","0.0177085389965661","0.0142146649479835","0.0212024130451486"
"High transfer dependency","2014","Employed","college entrance qualification","101","0.0141793014081805","0.0111059710922696","0.0172526317240913"
"High transfer dependency","2014","Employed","Other degree","126","0.0548266355112351","0.0453142753417951","0.0643389956806751"
"High transfer dependency","2014","Employed","no degree/no degree yet","37","0.098412714704062","0.0669810025481179","0.129844426860006"
"Very high transfer dependency","2014","Not Employed","lower secondary degree","268","0.0593038370315052","0.0515635920929833","0.0670440819700271"
"Very high transfer dependency","2014","Not Employed","secondary school degree","181","0.0818032059482309","0.0700814819308498","0.0935249299656119"
"Very high transfer dependency","2014","Not Employed","college entrance qualification","91","0.0516730464203201","0.0412387859267151","0.0621073069139251"
"Very high transfer dependency","2014","Not Employed","Other degree","264","0.199999360148093","0.175998580394073","0.224000139902113"
"Very high transfer dependency","2014","Not Employed","no degree/no degree yet","170","0.142084022764065","0.121300055477003","0.162867990051127"
"Very high transfer dependency","2014","Employed","lower secondary degree","88","0.0164539459604846","0.0121454776722983","0.0207624142486708"
"Very high transfer dependency","2014","Employed","secondary school degree","69","0.00984294739564092","0.00722771480866856","0.0124581799826133"
"Very high transfer dependency","2014","Employed","college entrance qualification","39","0.00561700391685827","0.00367427562645707","0.00755973220725948"
"Very high transfer dependency","2014","Employed","Other degree","87","0.0304091277300148","0.0232339445785571","0.0375843108814724"
"Very high transfer dependency","2014","Employed","no degree/no degree yet","35","0.0787571463456217","0.0503341018266289","0.107180190864615"
"Very low transfer dependency","2015","Not Employed","lower secondary degree","2799","0.865121231390587","0.853601866116646","0.876640596664528"
"Very low transfer dependency","2015","Not Employed","secondary school degree","1601","0.831015808943063","0.814734340731553","0.847297277154572"
"Very low transfer dependency","2015","Not Employed","college entrance qualification","1504","0.880915900906187","0.865754084086513","0.896077717725862"
"Very low transfer dependency","2015","Not Employed","Other degree","1405","0.716228781220143","0.697225425260143","0.735232137180143"
"Very low transfer dependency","2015","Not Employed","no degree/no degree yet","624","0.652223836539192","0.623687091068182","0.680760582010202"
"Very low transfer dependency","2015","Employed","lower secondary degree","2604","0.896121226495621","0.885275513989089","0.906966939002153"
"Very low transfer dependency","2015","Employed","secondary school degree","4710","0.934946793370003","0.92825207932944","0.941641507410567"
"Very low transfer dependency","2015","Employed","college entrance qualification","5092","0.934600774882961","0.928043081004908","0.941158468761014"
"Very low transfer dependency","2015","Employed","Other degree","1582","0.847735710761265","0.831661121948311","0.863810299574219"
"Very low transfer dependency","2015","Employed","no degree/no degree yet","192","0.659614080451623","0.604310367581468","0.714917793321779"
"Low transfer dependency","2015","Not Employed","lower secondary degree","205","0.0493256260787165","0.0420231445812157","0.0566281075762173"
"Low transfer dependency","2015","Not Employed","secondary school degree","152","0.0513749031243603","0.0417833552836791","0.0609664509650414"
"Low transfer dependency","2015","Not Employed","college entrance qualification","107","0.0436656576689955","0.0340996216525966","0.0532316936853944"
"Low transfer dependency","2015","Not Employed","Other degree","223","0.0802788342521666","0.068825053504084","0.0917326150002492"
"Low transfer dependency","2015","Not Employed","no degree/no degree yet","122","0.111684674026409","0.0928118639200952","0.130557484132723"
"Low transfer dependency","2015","Employed","lower secondary degree","246","0.0551252480587005","0.0470123933238237","0.0632381027935772"
"Low transfer dependency","2015","Employed","secondary school degree","305","0.0354289220517167","0.0304106949007289","0.0404471492027045"
"Low transfer dependency","2015","Employed","college entrance qualification","256","0.0475626914085523","0.041917181419629","0.0532082013974756"
"Low transfer dependency","2015","Employed","Other degree","165","0.0749238735677512","0.0631448456417849","0.0867029014937174"
"Low transfer dependency","2015","Employed","no degree/no degree yet","43","0.142696186126858","0.101873921126139","0.183518451127577"
"High transfer dependency","2015","Not Employed","lower secondary degree","113","0.019057683595918","0.0144468966018877","0.0236684705899483"
"High transfer dependency","2015","Not Employed","secondary school degree","86","0.0295351204138459","0.0221794007601854","0.0368908400675065"
"High transfer dependency","2015","Not Employed","college entrance qualification","58","0.0271667449489025","0.019556561257852","0.034776928639953"
"High transfer dependency","2015","Not Employed","Other degree","162","0.059400015598838","0.0494364218996507","0.0693636092980252"
"High transfer dependency","2015","Not Employed","no degree/no degree yet","98","0.0868241351896054","0.0699526370809236","0.103695633298287"
"High transfer dependency","2015","Employed","lower secondary degree","136","0.0348997621648205","0.0283758404016845","0.0414236839279566"
"High transfer dependency","2015","Employed","secondary school degree","134","0.0174321071733496","0.0138793914623656","0.0209848228843336"
"High transfer dependency","2015","Employed","college entrance qualification","79","0.0130126481879928","0.0100066382819273","0.0160186580940583"
"High transfer dependency","2015","Employed","Other degree","104","0.0448539699517015","0.0355932247557175","0.0541147151476856"
"High transfer dependency","2015","Employed","no degree/no degree yet","35","0.164192040899627","0.120955311108931","0.207428770690323"
"Very high transfer dependency","2015","Not Employed","lower secondary degree","261","0.0664954589347784","0.0580936562157109","0.0748972616538459"
"Very high transfer dependency","2015","Not Employed","secondary school degree","196","0.0880741675187312","0.0757609963475271","0.100387338689935"
"Very high transfer dependency","2015","Not Employed","college entrance qualification","84","0.0482516964759145","0.0382199977170759","0.0582833952347531"
"Very high transfer dependency","2015","Not Employed","Other degree","372","0.144092368928853","0.129289217351742","0.158895520505963"
"Very high transfer dependency","2015","Not Employed","no degree/no degree yet","226","0.149267354244794","0.127915521000157","0.170619187489431"
"Very high transfer dependency","2015","Employed","lower secondary degree","54","0.0138537632808575","0.00969881290346638","0.0180087136582487"
"Very high transfer dependency","2015","Employed","secondary school degree","64","0.0121921774049304","0.00921310474548986","0.015171250064371"
"Very high transfer dependency","2015","Employed","college entrance qualification","33","0.00482388552049393","0.00298607709632568","0.00666169394466218"
"Very high transfer dependency","2015","Employed","Other degree","68","0.0324864457192823","0.0245543082553168","0.0404185831832477"
"Very high transfer dependency","2015","Employed","no degree/no degree yet","12","","",""
"Very low transfer dependency","2016","Not Employed","lower secondary degree","2530","0.865494988586014","0.853368323244232","0.877621653927796"
"Very low transfer dependency","2016","Not Employed","secondary school degree","1523","0.823831409516585","0.806746415928621","0.840916403104548"
"Very low transfer dependency","2016","Not Employed","college entrance qualification","1354","0.876684752761269","0.860405153560195","0.892964351962344"
"Very low transfer dependency","2016","Not Employed","Other degree","489","0.657365803485015","0.627787800257638","0.686943806712393"
"Very low transfer dependency","2016","Not Employed","no degree/no degree yet","570","0.688990241772848","0.658526739964802","0.719453743580894"
"Very low transfer dependency","2016","Employed","lower secondary degree","2425","0.900719338360976","0.889703812579165","0.911734864142788"
"Very low transfer dependency","2016","Employed","secondary school degree","4304","0.923085078977247","0.915525831937247","0.930644326017248"
"Very low transfer dependency","2016","Employed","college entrance qualification","4908","0.940510360067234","0.934093607373496","0.946927112760973"
"Very low transfer dependency","2016","Employed","Other degree","1876","0.848854907928658","0.834194035309332","0.863515780547985"
"Very low transfer dependency","2016","Employed","no degree/no degree yet","186","0.681931865109722","0.629578829023983","0.734284901195462"
"Low transfer dependency","2016","Not Employed","lower secondary degree","183","0.0527635583141603","0.0448177859691587","0.060709330659162"
"Low transfer dependency","2016","Not Employed","secondary school degree","135","0.0649880814750952","0.0539331300425195","0.0760430329076708"
"Low transfer dependency","2016","Not Employed","college entrance qualification","99","0.0515265236055468","0.0405808722865581","0.0624721749245355"
"Low transfer dependency","2016","Not Employed","Other degree","143","0.09758683343221","0.0790920917528877","0.116081575111532"
"Low transfer dependency","2016","Not Employed","no degree/no degree yet","93","0.101852367684812","0.0819481226106092","0.121756612759015"
"Low transfer dependency","2016","Employed","lower secondary degree","233","0.0535819262704034","0.0452866886655349","0.0618771638752718"
"Low transfer dependency","2016","Employed","secondary school degree","320","0.0495751482770199","0.0434170973439997","0.0557331992100401"
"Low transfer dependency","2016","Employed","college entrance qualification","224","0.041330202368926","0.0359303594291129","0.0467300453087392"
"Low transfer dependency","2016","Employed","Other degree","245","0.0882780963461787","0.0766661842997604","0.0998900083925971"
"Low transfer dependency","2016","Employed","no degree/no degree yet","53","0.10242514087958","0.0683411905299042","0.136509091229256"
"High transfer dependency","2016","Not Employed","lower secondary degree","102","0.0239734739518673","0.0185367638364275","0.029410184067307"
"High transfer dependency","2016","Not Employed","secondary school degree","87","0.0310328890213685","0.023256158864623","0.0388096191781141"
"High transfer dependency","2016","Not Employed","college entrance qualification","36","0.0265091590844282","0.0185553071260148","0.0344630110428417"
"High transfer dependency","2016","Not Employed","Other degree","89","0.065365481544027","0.0499610709475747","0.0807698921404792"
"High transfer dependency","2016","Not Employed","no degree/no degree yet","68","0.0725343112829108","0.0554653555147109","0.0896032670511106"
"High transfer dependency","2016","Employed","lower secondary degree","108","0.0312838577195523","0.0248712219128174","0.0376964935262873"
"High transfer dependency","2016","Employed","secondary school degree","92","0.0179437178627641","0.0141777485318393","0.021709687193689"
"High transfer dependency","2016","Employed","college entrance qualification","59","0.0124853024524426","0.0094731000032655","0.0154975049016197"
"High transfer dependency","2016","Employed","Other degree","106","0.035060067235217","0.0275316691477188","0.0425884653227152"
"High transfer dependency","2016","Employed","no degree/no degree yet","37","0.117684572950392","0.0814616907521731","0.15390745514861"
"Very high transfer dependency","2016","Not Employed","lower secondary degree","226","0.0577679791479586","0.0494759198685484","0.0660600384273688"
"Very high transfer dependency","2016","Not Employed","secondary school degree","165","0.0801476199869518","0.0679707465882662","0.0923244933856374"
"Very high transfer dependency","2016","Not Employed","college entrance qualification","78","0.0452795645487556","0.0349851222692253","0.0555740068282859"
"Very high transfer dependency","2016","Not Employed","Other degree","268","0.179681881538748","0.155754606566349","0.203609156511147"
"Very high transfer dependency","2016","Not Employed","no degree/no degree yet","156","0.136623079259429","0.114020992721855","0.159225165797004"
"Very high transfer dependency","2016","Employed","lower secondary degree","65","0.0144148776490681","0.0100242085679178","0.0188055467302184"
"Very high transfer dependency","2016","Employed","secondary school degree","57","0.00939605488296852","0.00665905251664902","0.012133057249288"
"Very high transfer dependency","2016","Employed","college entrance qualification","29","","",""
"Very high transfer dependency","2016","Employed","Other degree","66","0.0278069284899456","0.0210771799874162","0.0345366769924751"
"Very high transfer dependency","2016","Employed","no degree/no degree yet","28","","",""
"Very low transfer dependency","2017","Not Employed","lower secondary degree","2510","0.865699406518219","0.853538466529104","0.877860346507334"
"Very low transfer dependency","2017","Not Employed","secondary school degree","1661","0.839315202526081","0.823544414455085","0.855085990597078"
"Very low transfer dependency","2017","Not Employed","college entrance qualification","1507","0.876187856858337","0.860787086475072","0.891588627241601"
"Very low transfer dependency","2017","Not Employed","Other degree","492","0.601826700848568","0.580110693642573","0.623542708054563"
"Very low transfer dependency","2017","Not Employed","no degree/no degree yet","662","0.667675695339362","0.645250972925407","0.690100417753317"
"Very low transfer dependency","2017","Employed","lower secondary degree","2635","0.901543824895403","0.891016955266439","0.912070694524368"
"Very low transfer dependency","2017","Employed","secondary school degree","5086","0.937681046389971","0.931329314245244","0.944032778534698"
"Very low transfer dependency","2017","Employed","college entrance qualification","5845","0.953581836725022","0.948328802805828","0.958834870644215"
"Very low transfer dependency","2017","Employed","Other degree","1841","0.85027524892091","0.835709286183536","0.864841211658284"
"Very low transfer dependency","2017","Employed","no degree/no degree yet","234","0.674029683188407","0.627024586739038","0.721034779637776"
"Low transfer dependency","2017","Not Employed","lower secondary degree","166","0.043102468476171","0.0358593029836681","0.0503456339686738"
"Low transfer dependency","2017","Not Employed","secondary school degree","155","0.0531820147217257","0.0435455197641717","0.0628185096792796"
"Low transfer dependency","2017","Not Employed","college entrance qualification","100","0.0481389555314917","0.038129802747432","0.0581481083155515"
"Low transfer dependency","2017","Not Employed","Other degree","164","0.117344521722875","0.103067579418201","0.131621464027549"
"Low transfer dependency","2017","Not Employed","no degree/no degree yet","115","0.0874310889480103","0.0739839770688707","0.10087820082715"
"Low transfer dependency","2017","Employed","lower secondary degree","257","0.0585612467224785","0.0502649259460948","0.0668575674988623"
"Low transfer dependency","2017","Employed","secondary school degree","311","0.0395640733813325","0.0344420774601646","0.0446860693025005"
"Low transfer dependency","2017","Employed","college entrance qualification","224","0.0313359796874888","0.0269859174864596","0.035686041888518"
"Low transfer dependency","2017","Employed","Other degree","227","0.0782710414803895","0.0673058858881838","0.0892361970725952"
"Low transfer dependency","2017","Employed","no degree/no degree yet","67","0.123603736540167","0.0905985289963812","0.156608944083953"
"High transfer dependency","2017","Not Employed","lower secondary degree","121","0.0292848062312539","0.0232715222995956","0.0352980901629122"
"High transfer dependency","2017","Not Employed","secondary school degree","85","0.026209268648335","0.0193486429533833","0.0330698943432867"
"High transfer dependency","2017","Not Employed","college entrance qualification","54","0.0281651590555753","0.0204291931554157","0.0359011249557349"
"High transfer dependency","2017","Not Employed","Other degree","147","0.0718495704391346","0.0603936640190011","0.0833054768592682"
"High transfer dependency","2017","Not Employed","no degree/no degree yet","119","0.0668704602654874","0.0549785570779138","0.078762363453061"
"High transfer dependency","2017","Employed","lower secondary degree","122","0.02787415665974","0.0220578612593604","0.0336904520601195"
"High transfer dependency","2017","Employed","secondary school degree","118","0.0154907078000099","0.0122458171121019","0.018735598487918"
"High transfer dependency","2017","Employed","college entrance qualification","68","0.0114032701001903","0.00875225907184019","0.0140542811285404"
"High transfer dependency","2017","Employed","Other degree","152","0.0493741758222851","0.0405297965165262","0.058218555128044"
"High transfer dependency","2017","Employed","no degree/no degree yet","34","0.0730836058953415","0.0469832352438479","0.0991839765468351"
"Very high transfer dependency","2017","Not Employed","lower secondary degree","223","0.0619133187743559","0.0533180760240917","0.07050856152462"
"Very high transfer dependency","2017","Not Employed","secondary school degree","182","0.0812935141038581","0.0695575223431017","0.0930295058646145"
"Very high transfer dependency","2017","Not Employed","college entrance qualification","96","0.0475080285545961","0.0375613890862939","0.0574546680228982"
"Very high transfer dependency","2017","Not Employed","Other degree","1149","0.208979206989422","0.19094264857785","0.227015765400993"
"Very high transfer dependency","2017","Not Employed","no degree/no degree yet","799","0.178022755447141","0.159811876959676","0.196233633934605"
"Very high transfer dependency","2017","Employed","lower secondary degree","63","0.0120207717223783","0.0081702070255088","0.0158713364192477"
"Very high transfer dependency","2017","Employed","secondary school degree","49","0.0072641724286865","0.00503283911005839","0.00949550574731461"
"Very high transfer dependency","2017","Employed","college entrance qualification","25","","",""
"Very high transfer dependency","2017","Employed","Other degree","85","0.0220795337764159","0.0160808033871912","0.0280782641656405"
"Very high transfer dependency","2017","Employed","no degree/no degree yet","47","0.129282974376085","0.0956375821549804","0.162928366597189"
"Very low transfer dependency","2018","Not Employed","lower secondary degree","2373","0.869499793075183","0.857220753846724","0.881778832303642"
"Very low transfer dependency","2018","Not Employed","secondary school degree","1636","0.871229484897403","0.856583026528358","0.885875943266448"
"Very low transfer dependency","2018","Not Employed","college entrance qualification","1459","0.869884183931939","0.853943063289757","0.885825304574121"
"Very low transfer dependency","2018","Not Employed","Other degree","445","0.603301029391567","0.5835970106493","0.623005048133834"
"Very low transfer dependency","2018","Not Employed","no degree/no degree yet","565","0.592822034881116","0.571343514264171","0.61430055549806"
"Very low transfer dependency","2018","Employed","lower secondary degree","2461","0.895632847056864","0.88443957853064","0.906826115583088"
"Very low transfer dependency","2018","Employed","secondary school degree","4817","0.93629157787982","0.929700736769732","0.942882418989908"
"Very low transfer dependency","2018","Employed","college entrance qualification","5617","0.954678735494651","0.949395216053864","0.959962254935438"
"Very low transfer dependency","2018","Employed","Other degree","1793","0.864442237948941","0.850542701548875","0.878341774349006"
"Very low transfer dependency","2018","Employed","no degree/no degree yet","242","0.672582960024035","0.629652522230715","0.715513397817354"
"Low transfer dependency","2018","Not Employed","lower secondary degree","171","0.0520084145904697","0.043914416568007","0.0601024126129323"
"Low transfer dependency","2018","Not Employed","secondary school degree","121","0.0401644660166689","0.0315787299588265","0.0487502020745114"
"Low transfer dependency","2018","Not Employed","college entrance qualification","94","0.0450605302966264","0.0352315343157437","0.0548895262775091"
"Low transfer dependency","2018","Not Employed","Other degree","171","0.0839387030397367","0.0727700541885975","0.0951073518908758"
"Low transfer dependency","2018","Not Employed","no degree/no degree yet","131","0.089670416631115","0.0771800845735572","0.102160748688673"
"Low transfer dependency","2018","Employed","lower secondary degree","219","0.0572270966246508","0.0487232699399128","0.0657309233093889"
