"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2012","Rhineland-Palatinate,Saarland","Rural Area","11","","","","3"
"Very high transfer dependency","2012","Baden-Württemberg","Urban Area","63","0.016258857633021","0.0117408155183621","0.0207768997476798","3"
"Very high transfer dependency","2012","Baden-Württemberg","Rural Area","9","","","","3"
"Very high transfer dependency","2012","Bavaria","Urban Area","35","0.0248016022869197","0.0178031696837433","0.0318000348900961","3"
"Very high transfer dependency","2012","Bavaria","Rural Area","42","0.0103973445030608","0.00645178694214858","0.0143429020639731","3"
"Very high transfer dependency","2012","Berlin","Urban Area","96","0.0758448388051754","0.0598692334300425","0.0918204441803082","3"
"Very high transfer dependency","2012","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2012","Brandenburg","Urban Area","7","","","","3"
"Very high transfer dependency","2012","Brandenburg","Rural Area","66","0.0724654532243704","0.0565629397040445","0.0883679667446962","3"
"Very high transfer dependency","2012","Mecklenburg-Western Pomerania","Urban Area","8","","","","3"
"Very high transfer dependency","2012","Mecklenburg-Western Pomerania","Rural Area","54","0.0556254096682631","0.0370842113885535","0.0741666079479727","3"
"Very high transfer dependency","2012","Saxony","Urban Area","70","0.0687614366193969","0.0526702068837055","0.0848526663550883","3"
"Very high transfer dependency","2012","Saxony","Rural Area","52","0.0403764252531497","0.0276083013205724","0.0531445491857269","3"
"Very high transfer dependency","2012","Saxony-Anhalt","Urban Area","28","","","","3"
"Very high transfer dependency","2012","Saxony-Anhalt","Rural Area","61","0.0737420103529617","0.0547832415241117","0.0927007791818118","3"
"Very high transfer dependency","2012","Thuringia","Urban Area","34","0.113770589335543","0.0800188066871437","0.147522371983942","3"
"Very high transfer dependency","2012","Thuringia","Rural Area","24","","","","3"
"Very low transfer dependency","2012","Schleswig-Holstein","Urban Area","249","0.877705691753811","0.839998284473872","0.91541309903375","0"
"Very low transfer dependency","2012","Schleswig-Holstein","Rural Area","538","0.857999823688609","0.832343092041924","0.883656555335295","0"
"Very low transfer dependency","2012","Hamburg","Urban Area","384","0.892602971809166","0.863771187247247","0.921434756371085","0"
"Very low transfer dependency","2012","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2012","Lower Saxony","Urban Area","974","0.900981105487329","0.883800088802902","0.918162122171756","0"
"Very low transfer dependency","2012","Lower Saxony","Rural Area","1209","0.872835535808241","0.855781381099486","0.889889690516996","0"
"Very low transfer dependency","2012","Bremen","Urban Area","143","0.787337896436904","0.730197847442262","0.844477945431545","0"
"Very low transfer dependency","2012","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2012","North Rhine-Westphalia","Urban Area","4557","0.877084746360254","0.868396265289256","0.885773227431252","0"
"Very low transfer dependency","2012","North Rhine-Westphalia","Rural Area","131","0.909515087216795","0.863909365076606","0.955120809356984","0"
"Very low transfer dependency","2012","Hesse","Urban Area","1321","0.875569780712701","0.858992760974385","0.892146800451017","0"
"Very low transfer dependency","2012","Hesse","Rural Area","345","0.883547425966093","0.852611540980435","0.914483310951751","0"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","Urban Area","1029","0.901538976971444","0.88461123478133","0.918466719161559","0"
"Very low transfer dependency","2012","Rhineland-Palatinate,Saarland","Rural Area","364","0.944730555282435","0.922612206900223","0.966848903664647","0"
"Very low transfer dependency","2012","Baden-Württemberg","Rural Area","332","0.910479230344447","0.881924411838749","0.939034048850146","0"
"Very low transfer dependency","2012","Bavaria","Urban Area","1724","0.928453824269807","0.916855699065733","0.940051949473882","0"
"Very low transfer dependency","2012","Baden-Württemberg","Urban Area","2696","0.934440399736212","0.925598231069543","0.943282568402882","0"
"Very low transfer dependency","2012","Bavaria","Rural Area","2277","0.923996229345495","0.913688348030288","0.934304110660701","0"
"Very low transfer dependency","2012","Berlin","Urban Area","800","0.797033941579359","0.772763818529997","0.821304064628721","0"
"Very low transfer dependency","2012","Brandenburg","Urban Area","64","0.906725788263364","0.845262237915629","0.968189338611099","0"
"Very low transfer dependency","2012","Brandenburg","Rural Area","778","0.826707845929253","0.803491134694834","0.849924557163673","0"
"Very low transfer dependency","2012","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","Urban Area","30","0.515037626952069","0.387512552300489","0.64256270160365","0"
"Very low transfer dependency","2012","Saxony","Rural Area","712","0.825536520296744","0.800919634400069","0.850153406193418","0"
"Very low transfer dependency","2012","Mecklenburg-Western Pomerania","Rural Area","425","0.803571986558539","0.771432188268358","0.835711784848721","0"
"Very low transfer dependency","2012","Saxony","Urban Area","726","0.817168609005994","0.792589422349819","0.84174779566217","0"
"Very low transfer dependency","2012","Saxony-Anhalt","Urban Area","239","0.805909874867666","0.762024910239442","0.849794839495889","0"
"Very low transfer dependency","2012","Saxony-Anhalt","Rural Area","546","0.811052024583682","0.782654391812959","0.839449657354405","0"
"Very low transfer dependency","2012","Thuringia","Rural Area","634","0.860921386783976","0.836206277963137","0.885636495604814","0"
"Very low transfer dependency","2012","Thuringia","Urban Area","240","0.727663418151111","0.680345362064034","0.774981474238188","0"
"High transfer dependency","2013","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2013","Lower Saxony","Urban Area","68","0.0326047303609751","0.0230814373208499","0.0421280234011003","2"
"High transfer dependency","2013","Schleswig-Holstein","Urban Area","27","","","","2"
"High transfer dependency","2013","Schleswig-Holstein","Rural Area","43","0.0304759713984434","0.0181657674151965","0.0427861753816903","2"
"High transfer dependency","2013","Hamburg","Urban Area","30","0.0294883017561852","0.0155514351352209","0.0434251683771496","2"
"High transfer dependency","2013","Lower Saxony","Rural Area","84","0.041301842222156","0.0315819642847233","0.0510217201595888","2"
"High transfer dependency","2013","Bremen","Urban Area","28","","","","2"
"High transfer dependency","2013","Bremen","Rural Area","","","","","2"
"High transfer dependency","2013","North Rhine-Westphalia","Urban Area","309","0.0274087094103302","0.0233951336361425","0.0314222851845179","2"
"High transfer dependency","2013","North Rhine-Westphalia","Rural Area","2","","","","2"
"High transfer dependency","2013","Hesse","Urban Area","77","0.0252706654944215","0.0180838629304491","0.0324574680583939","2"
"High transfer dependency","2013","Hesse","Rural Area","19","","","","2"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","43","0.0192411409977536","0.0119241033471818","0.0265581786483255","2"
"High transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","9","","","","2"
"High transfer dependency","2013","Baden-Württemberg","Urban Area","99","0.0160379257518205","0.0118339102385585","0.0202419412650826","2"
"High transfer dependency","2013","Bavaria","Urban Area","46","0.00904780631691622","0.00510451170762065","0.0129911009262118","2"
"High transfer dependency","2013","Baden-Württemberg","Rural Area","13","","","","2"
"High transfer dependency","2013","Bavaria","Rural Area","71","0.0201241547107556","0.0148900202759987","0.0253582891455126","2"
"High transfer dependency","2013","Berlin","Urban Area","91","0.049571460514392","0.0371499424096924","0.0619929786190916","2"
"High transfer dependency","2013","Berlin","Rural Area","","","","","2"
"High transfer dependency","2013","Brandenburg","Urban Area","5","","","","2"
"High transfer dependency","2013","Brandenburg","Rural Area","58","0.0366985375616006","0.0253421712108569","0.0480549039123443","2"
"High transfer dependency","2013","Saxony","Urban Area","48","0.0412651929683492","0.0284124635427046","0.0541179223939939","2"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","5","","","","2"
"High transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","31","0.0373624743427696","0.021262184474271","0.0534627642112683","2"
"High transfer dependency","2013","Saxony-Anhalt","Urban Area","31","0.0948504923071018","0.0636134651370983","0.126087519477105","2"
"High transfer dependency","2013","Saxony","Rural Area","31","0.0373155428059659","0.0247500583735571","0.0498810272383746","2"
"High transfer dependency","2013","Saxony-Anhalt","Rural Area","47","0.0498660211972774","0.034214791412332","0.0655172509822228","2"
"High transfer dependency","2013","Thuringia","Urban Area","30","0.0697935457135951","0.0422609316273309","0.0973261597998594","2"
"High transfer dependency","2013","Thuringia","Rural Area","35","0.0379424034867144","0.0241017847278442","0.0517830222455846","2"
"Low transfer dependency","2013","Schleswig-Holstein","Rural Area","76","0.0846070200448897","0.0646767046950146","0.104537335394765","1"
"Low transfer dependency","2013","Hamburg","Urban Area","40","0.033909516640806","0.0189984202705957","0.0488206130110164","1"
"Low transfer dependency","2013","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2013","Lower Saxony","Urban Area","100","0.0447294073171039","0.0336452000544832","0.0558136145797245","1"
"Low transfer dependency","2013","Lower Saxony","Rural Area","115","0.0536992443915329","0.0426880651093447","0.0647104236737211","1"
"Low transfer dependency","2013","Bremen","Urban Area","22","","","","1"
"Low transfer dependency","2013","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2013","North Rhine-Westphalia","Urban Area","573","0.0554866495793735","0.0498590876017137","0.0611142115570332","1"
"Low transfer dependency","2013","North Rhine-Westphalia","Rural Area","14","","","","1"
"Low transfer dependency","2013","Hesse","Urban Area","141","0.0533172710359914","0.0430294940869694","0.0636050479850135","1"
"Low transfer dependency","2013","Hesse","Rural Area","35","0.0576444762306622","0.0345721546353298","0.0807167978259947","1"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","100","0.056297854718517","0.044020574934456","0.0685751345025781","1"
"Low transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","30","0.036970972239867","0.0195565149384094","0.0543854295413246","1"
"Low transfer dependency","2013","Baden-Württemberg","Urban Area","215","0.0437967842186347","0.0369482561074555","0.0506453123298138","1"
"Low transfer dependency","2013","Schleswig-Holstein","Urban Area","25","","","","1"
"Low transfer dependency","2013","Bavaria","Urban Area","135","0.0432963378323894","0.034820638819162","0.0517720368456169","1"
"Low transfer dependency","2013","Baden-Württemberg","Rural Area","33","0.0629975590139725","0.0395657786781043","0.0864293393498407","1"
"Low transfer dependency","2013","Bavaria","Rural Area","192","0.0547984432561603","0.0463154944161426","0.063281392096178","1"
"Low transfer dependency","2013","Berlin","Urban Area","110","0.0773880902052646","0.0620967455238984","0.0926794348866308","1"
"Low transfer dependency","2013","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","10","","","","1"
"Low transfer dependency","2013","Brandenburg","Urban Area","9","","","","1"
"Low transfer dependency","2013","Brandenburg","Rural Area","101","0.0497212448516146","0.0365922822217152","0.0628502074815139","1"
"Low transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","73","0.10062266203964","0.0750836932147038","0.126161630864576","1"
"Low transfer dependency","2013","Saxony","Urban Area","70","0.0543281147223098","0.0396815176776731","0.0689747117669465","1"
"Low transfer dependency","2013","Saxony","Rural Area","88","0.0682162980971236","0.0515017744690354","0.0849308217252119","1"
"Low transfer dependency","2013","Saxony-Anhalt","Rural Area","49","0.0621218460950795","0.0447658689024527","0.0794778232877062","1"
"Low transfer dependency","2013","Saxony-Anhalt","Urban Area","37","0.0927019232089214","0.0617840858609623","0.123619760556881","1"
"Low transfer dependency","2013","Thuringia","Rural Area","53","0.0613653732728281","0.043979259134822","0.0787514874108341","1"
"Low transfer dependency","2013","Thuringia","Urban Area","31","0.0891534309517721","0.0583611552945963","0.119945706608948","1"
"Very high transfer dependency","2013","Schleswig-Holstein","Urban Area","35","0.0584559612180141","0.0329500330259919","0.0839618894100363","3"
"Very high transfer dependency","2013","Schleswig-Holstein","Rural Area","35","0.0306763273652807","0.0183270008469538","0.0430256538836075","3"
"Very high transfer dependency","2013","Hamburg","Urban Area","31","0.0492656699669906","0.0314360675034693","0.0670952724305119","3"
"Very high transfer dependency","2013","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2013","Lower Saxony","Urban Area","76","0.0256272623166713","0.0171538462642148","0.0341006783691278","3"
"Very high transfer dependency","2013","Lower Saxony","Rural Area","107","0.0463198532155893","0.0360534075943501","0.0565862988368285","3"
"Very high transfer dependency","2013","Bremen","Urban Area","35","0.106822082877624","0.0680648567086917","0.145579309046556","3"
"Very high transfer dependency","2013","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2013","North Rhine-Westphalia","Urban Area","378","0.0435464375787159","0.0385295976305234","0.0485632775269083","3"
"Very high transfer dependency","2013","North Rhine-Westphalia","Rural Area","6","","","","3"
"Very high transfer dependency","2013","Hesse","Urban Area","76","0.0306338699910767","0.0227429033133985","0.0385248366687549","3"
"Very high transfer dependency","2013","Hesse","Rural Area","16","","","","3"
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","55","0.0313794478195457","0.0220932432384897","0.0406656524006016","3"
"Very high transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","9","","","","3"
"Very high transfer dependency","2013","Baden-Württemberg","Urban Area","99","0.0222210121587497","0.0172881009357167","0.0271539233817827","3"
"Very high transfer dependency","2013","Baden-Württemberg","Rural Area","5","","","","3"
"Very high transfer dependency","2013","Bavaria","Urban Area","66","0.0270629943777713","0.0203054094823423","0.0338205792732003","3"
"Very high transfer dependency","2013","Bavaria","Rural Area","63","0.0165215656186907","0.0117703083873875","0.0212728228499938","3"
"Very high transfer dependency","2013","Berlin","Urban Area","106","0.0812029569492524","0.06557166763341","0.0968342462650948","3"
"Very high transfer dependency","2013","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2013","Brandenburg","Urban Area","5","","","","3"
"Very high transfer dependency","2013","Brandenburg","Rural Area","110","0.0947330827877722","0.0770453134816508","0.112420852093894","3"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","10","","","","3"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","34","0.0416319148748619","0.0246743357840118","0.0585894939657121","3"
"Very high transfer dependency","2013","Saxony","Urban Area","75","0.0633041726715627","0.0475690679066726","0.0790392774364528","3"
"Very high transfer dependency","2013","Saxony","Rural Area","48","0.0350146224392966","0.0228281653154075","0.0472010795631857","3"
"Very high transfer dependency","2013","Saxony-Anhalt","Urban Area","37","0.0660443814303293","0.0395672580676783","0.0925215047929803","3"
"Very high transfer dependency","2013","Saxony-Anhalt","Rural Area","77","0.0798020663032649","0.060317022820012","0.0992871097865178","3"
"Very high transfer dependency","2013","Thuringia","Urban Area","26","","","","3"
"Very high transfer dependency","2013","Thuringia","Rural Area","28","","","","3"
"Very low transfer dependency","2013","Schleswig-Holstein","Urban Area","238","0.849474294085191","0.81059782018986","0.888350767980521","0"
"Very low transfer dependency","2013","Schleswig-Holstein","Rural Area","595","0.854240681191386","0.828970085928552","0.87951127645422","0"
"Very low transfer dependency","2013","Hamburg","Urban Area","465","0.887336511636018","0.861288435750222","0.913384587521814","0"
"Very low transfer dependency","2013","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2013","Lower Saxony","Urban Area","1092","0.89703860000525","0.880742351180874","0.913334848829625","0"
"Very low transfer dependency","2013","Lower Saxony","Rural Area","1304","0.858679060170722","0.841663202367601","0.875694917973843","0"
"Very low transfer dependency","2013","Bremen","Urban Area","159","0.677849533053617","0.61921557512691","0.736483490980323","0"
"Very low transfer dependency","2013","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2013","North Rhine-Westphalia","Urban Area","5097","0.87355820343158","0.865388369334433","0.881728037528728","0"
"Very low transfer dependency","2013","North Rhine-Westphalia","Rural Area","111","0.908477987713772","0.859472777651536","0.957483197776008","0"
"Very low transfer dependency","2013","Hesse","Urban Area","1538","0.89077819347851","0.876495016333532","0.905061370623488","0"
"Very low transfer dependency","2013","Hesse","Rural Area","322","0.890528844698127","0.859620275333837","0.921437414062416","0"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","Urban Area","1156","0.893081556464184","0.876622284054765","0.909540828873602","0"
"Very low transfer dependency","2013","Bavaria","Urban Area","1968","0.920592861472923","0.909333213820895","0.931852509124951","0"
"Very low transfer dependency","2013","Bavaria","Rural Area","2439","0.908555836414394","0.897812125095307","0.91929954773348","0"
"Very low transfer dependency","2013","Berlin","Urban Area","866","0.791837492331091","0.768603792667199","0.815071191994983","0"
"Very low transfer dependency","2013","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2013","Brandenburg","Urban Area","73","0.924064059849396","0.869935196914204","0.978192922784588","0"
"Very low transfer dependency","2013","Brandenburg","Rural Area","784","0.818847134799013","0.795584552317136","0.84210971728089","0"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","Urban Area","50","0.733201417999115","0.633104463062979","0.833298372935252","0"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","Rural Area","395","0.820382948742729","0.787794282962001","0.852971614523456","0"
"Very low transfer dependency","2013","Saxony","Urban Area","727","0.841102519637778","0.817479405426356","0.8647256338492","0"
"Very low transfer dependency","2013","Saxony","Rural Area","707","0.859453536657614","0.836411888694852","0.882495184620376","0"
"Very low transfer dependency","2013","Baden-Württemberg","Urban Area","3017","0.917944277870795","0.90875960640264","0.92712894933895","0"
"Very low transfer dependency","2013","Baden-Württemberg","Rural Area","362","0.919428102888507","0.893178438994786","0.945677766782228","0"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","Rural Area","403","0.947927910506779","0.927423373002153","0.968432448011405","0"
"Very low transfer dependency","2013","Saxony-Anhalt","Rural Area","570","0.808210066404378","0.779900793426567","0.836519339382189","0"
"Very low transfer dependency","2013","Saxony-Anhalt","Urban Area","233","0.746403203053647","0.700021320693674","0.792785085413621","0"
"Very low transfer dependency","2013","Thuringia","Rural Area","616","0.86558974837646","0.840880200460236","0.890299296292684","0"
"Very low transfer dependency","2013","Thuringia","Urban Area","242","0.784646772962009","0.740228370937909","0.829065174986109","0"
"High transfer dependency","2014","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2014","Lower Saxony","Urban Area","54","0.0260665020596182","0.0169638930367734","0.035169111082463","2"
"High transfer dependency","2014","Schleswig-Holstein","Urban Area","12","","","","2"
"High transfer dependency","2014","Schleswig-Holstein","Rural Area","40","0.0546397869601808","0.0373398513900052","0.0719397225303564","2"
"High transfer dependency","2014","Hamburg","Urban Area","21","","","","2"
"High transfer dependency","2014","Lower Saxony","Rural Area","92","0.0344899775853309","0.0251359369132157","0.043844018257446","2"
"High transfer dependency","2014","Bremen","Urban Area","22","","","","2"
"High transfer dependency","2014","Bremen","Rural Area","","","","","2"
"High transfer dependency","2014","North Rhine-Westphalia","Urban Area","238","0.0253519303397684","0.0212426030876615","0.0294612575918752","2"
"High transfer dependency","2014","North Rhine-Westphalia","Rural Area","5","","","","2"
"High transfer dependency","2014","Hesse","Urban Area","52","0.0250113343447719","0.0173113868824045","0.0327112818071392","2"
"High transfer dependency","2014","Hesse","Rural Area","15","","","","2"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","45","0.0236096189749698","0.0151107899738672","0.0321084479760724","2"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","7","","","","2"
"High transfer dependency","2014","Baden-Württemberg","Urban Area","72","0.016724349500905","0.0120746996930631","0.0213739993087468","2"
"High transfer dependency","2014","Baden-Württemberg","Rural Area","7","","","","2"
"High transfer dependency","2014","Bavaria","Urban Area","44","0.0127697326103263","0.00786974169751823","0.0176697235231343","2"
"High transfer dependency","2014","Bavaria","Rural Area","53","0.0163328508806561","0.0113301258010426","0.0213355759602696","2"
"High transfer dependency","2014","Berlin","Urban Area","68","0.0632984821416381","0.0482814308498661","0.0783155334334101","2"
"High transfer dependency","2014","Berlin","Rural Area","","","","","2"
"High transfer dependency","2014","Brandenburg","Urban Area","3","","","","2"
"High transfer dependency","2014","Brandenburg","Rural Area","59","0.0504037443923808","0.0365282871903392","0.0642792015944224","2"
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","25","","","","2"
"High transfer dependency","2014","Saxony","Urban Area","59","0.0681866568685205","0.0511203227760835","0.0852529909609574","2"
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","9","","","","2"
"High transfer dependency","2014","Saxony","Rural Area","27","","","","2"
"High transfer dependency","2014","Thuringia","Rural Area","34","0.0291074140893","0.0166540560191503","0.0415607721594498","2"
"High transfer dependency","2014","Saxony-Anhalt","Urban Area","25","","","","2"
"High transfer dependency","2014","Saxony-Anhalt","Rural Area","39","0.0614265343712591","0.0431495950651145","0.0797034736774036","2"
"High transfer dependency","2014","Thuringia","Urban Area","10","","","","2"
"Low transfer dependency","2014","Schleswig-Holstein","Rural Area","88","0.076690369535261","0.0564352213520412","0.0969455177184809","1"
"Low transfer dependency","2014","Hamburg","Urban Area","27","","","","1"
"Low transfer dependency","2014","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2014","Lower Saxony","Urban Area","83","0.0556717718263876","0.0425727499534314","0.0687707936993437","1"
"Low transfer dependency","2014","Lower Saxony","Rural Area","141","0.0772925572011554","0.0636034458996435","0.0909816685026673","1"
"Low transfer dependency","2014","Bremen","Urban Area","17","","","","1"
"Low transfer dependency","2014","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2014","North Rhine-Westphalia","Urban Area","480","0.0611452134538893","0.0548816462211627","0.0674087806866159","1"
"Low transfer dependency","2014","North Rhine-Westphalia","Rural Area","10","","","","1"
"Low transfer dependency","2014","Hesse","Urban Area","113","0.0455999800625328","0.0353134927727228","0.0558864673523427","1"
"Low transfer dependency","2014","Schleswig-Holstein","Urban Area","22","","","","1"
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","33","0.0399749519228768","0.0208248838663984","0.0591250199793552","1"
"Low transfer dependency","2014","Baden-Württemberg","Urban Area","163","0.0384447854729423","0.0314734847113398","0.0454160862345448","1"
"Low transfer dependency","2014","Hesse","Rural Area","23","","","","1"
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","88","0.0578094630478795","0.0447455977806322","0.0708733283151268","1"
"Low transfer dependency","2014","Baden-Württemberg","Rural Area","34","0.0597713721394318","0.0355176494879395","0.0840250947909241","1"
"Low transfer dependency","2014","Bavaria","Urban Area","113","0.0416735250718521","0.032952209444481","0.0503948406992232","1"
"Low transfer dependency","2014","Bavaria","Rural Area","168","0.0554587000937236","0.0464253909356809","0.0644920092517663","1"
"Low transfer dependency","2014","Berlin","Urban Area","98","0.101548294551595","0.0829200860668232","0.120176503036367","1"
"Low transfer dependency","2014","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2014","Brandenburg","Rural Area","94","0.06438546198029","0.0488190401873191","0.079951883773261","1"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Low transfer dependency","2014","Brandenburg","Urban Area","9","","","","1"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","54","0.0691571784638599","0.04687332829483","0.0914410286328897","1"
"Low transfer dependency","2014","Saxony","Urban Area","63","0.0540245648842376","0.038718566962663","0.0693305628058121","1"
"Low transfer dependency","2014","Saxony","Rural Area","59","0.049466784064372","0.0343363956599486","0.0645971724687955","1"
"Low transfer dependency","2014","Saxony-Anhalt","Urban Area","44","0.101259601480867","0.0679455039456257","0.134573699016108","1"
"Low transfer dependency","2014","Saxony-Anhalt","Rural Area","63","0.0628873140359976","0.044408727061669","0.0813659010103261","1"
"Low transfer dependency","2014","Thuringia","Rural Area","56","0.0771348243944394","0.0573699778107797","0.096899670978099","1"
"Low transfer dependency","2014","Thuringia","Urban Area","36","0.10264182162853","0.0691269236065482","0.136156719650512","1"
"Very high transfer dependency","2014","Schleswig-Holstein","Urban Area","29","","","","3"
"Very high transfer dependency","2014","Schleswig-Holstein","Rural Area","36","0.0346340657518088","0.0207156741941035","0.048552457309514","3"
"Very high transfer dependency","2014","Hamburg","Urban Area","16","","","","3"
"Very high transfer dependency","2014","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2014","Lower Saxony","Urban Area","75","0.0364184387597583","0.0257164433100779","0.0471204342094387","3"
"Very high transfer dependency","2014","Lower Saxony","Rural Area","61","0.0379642920389228","0.0281680918047315","0.0477604922731141","3"
"Very high transfer dependency","2014","Bremen","Urban Area","33","0.0834038056596337","0.0460969349493145","0.120710676369953","3"
"Very high transfer dependency","2014","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2014","North Rhine-Westphalia","Urban Area","333","0.0436001149572371","0.0382617916432482","0.048938438271226","3"
"Very high transfer dependency","2014","North Rhine-Westphalia","Rural Area","3","","","","3"
"Very high transfer dependency","2014","Hesse","Urban Area","90","0.0612026485027062","0.0493833804141234","0.0730219165912891","3"
"Very high transfer dependency","2014","Hesse","Rural Area","11","","","","3"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","62","0.0410778187668763","0.0299682238069044","0.0521874137268481","3"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Rural Area","16","","","","3"
"Very high transfer dependency","2014","Baden-Württemberg","Urban Area","82","0.022551213674822","0.017168020668767","0.027934406680877","3"
"Very high transfer dependency","2014","Baden-Württemberg","Rural Area","5","","","","3"
"Very high transfer dependency","2014","Bavaria","Urban Area","53","0.0239309646963516","0.0172611232102106","0.0306008061824925","3"
"Very high transfer dependency","2014","Bavaria","Rural Area","65","0.020419320287615","0.0148372885550788","0.0260013520201512","3"
"Very high transfer dependency","2014","Berlin","Urban Area","76","0.0672942811985649","0.0518435583179018","0.0827450040792279","3"
"Very high transfer dependency","2014","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2014","Brandenburg","Urban Area","4","","","","3"
"Very high transfer dependency","2014","Brandenburg","Rural Area","65","0.0719382331674252","0.0555506567618916","0.0883258095729589","3"
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Urban Area","7","","","","3"
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Rural Area","34","0.0606093617862784","0.0396524932524966","0.0815662303200602","3"
"Very high transfer dependency","2014","Saxony","Urban Area","53","0.0606272087458282","0.0444695341662295","0.0767848833254269","3"
"Very high transfer dependency","2014","Saxony","Rural Area","32","0.0388819860409944","0.0253932216771737","0.0523707504048152","3"
"Very high transfer dependency","2014","Saxony-Anhalt","Urban Area","30","0.102583451332405","0.0690769945916838","0.136089908073127","3"
"Very high transfer dependency","2014","Saxony-Anhalt","Rural Area","46","0.0741948640388084","0.0542450872285195","0.0941446408490972","3"
"Very high transfer dependency","2014","Thuringia","Urban Area","27","","","","3"
"Very high transfer dependency","2014","Thuringia","Rural Area","28","","","","3"
"Very low transfer dependency","2014","Schleswig-Holstein","Urban Area","217","0.848261816985355","0.806239356815373","0.890284277155337","0"
"Very low transfer dependency","2014","Schleswig-Holstein","Rural Area","499","0.834035777752749","0.805715930612941","0.862355624892558","0"
"Very low transfer dependency","2014","Hamburg","Urban Area","388","0.883907951020779","0.854376578495615","0.913439323545942","0"
"Very low transfer dependency","2014","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2014","Lower Saxony","Urban Area","965","0.881843287354236","0.863402274691345","0.900284300017127","0"
"Very low transfer dependency","2014","Lower Saxony","Rural Area","1168","0.850253173174591","0.831962598553671","0.868543747795511","0"
"Very low transfer dependency","2014","Bremen","Urban Area","139","0.671973976677538","0.608625344772746","0.73532260858233","0"
"Very low transfer dependency","2014","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2014","North Rhine-Westphalia","Urban Area","4570","0.869902741249105","0.861108250003146","0.878697232495064","0"
"Very low transfer dependency","2014","North Rhine-Westphalia","Rural Area","102","0.916875357360866","0.867480980167419","0.966269734554312","0"
"Very low transfer dependency","2014","Hesse","Urban Area","1325","0.868186037089989","0.851505629654918","0.884866444525061","0"
"Very low transfer dependency","2014","Hesse","Rural Area","295","0.905342156363728","0.874406912439655","0.936277400287802","0"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","Urban Area","1031","0.877503099210274","0.859150831493071","0.895855366927478","0"
