"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2014","Part Time","vocational + Abi","590","0.847283216135678","0.821044826393623","0.873521605877732"
"Very low transfer dependency","2014","Part Time","higher vocational","314","0.897635761697645","0.866235679819416","0.929035843575874"
"Very low transfer dependency","2014","Part Time","higher education","1479","0.877402289320675","0.861691032562541","0.893113546078809"
"Very low transfer dependency","2014","Not Working","in school","594","0.799676972894824","0.771907388650548","0.827446557139099"
"Very low transfer dependency","2014","Not Working","inadequately","81","0.422542049486997","0.364160328384266","0.480923770589729"
"Very low transfer dependency","2014","Not Working","general elemantary","1031","0.761693099658475","0.740875608517861","0.782510590799089"
"Very low transfer dependency","2014","Not Working","middle vocational","3593","0.834230688351629","0.823367920615647","0.845093456087611"
"Very low transfer dependency","2014","Not Working","vocational + Abi","261","0.787898121693782","0.748035606453499","0.827760636934065"
"Very low transfer dependency","2014","Not Working","higher vocational","415","0.903527158269827","0.876369438301167","0.930684878238487"
"Very low transfer dependency","2014","Not Working","higher education","1394","0.926514804798445","0.913624243312176","0.939405366284714"
"Low transfer dependency","2014","Full Time","in school","1","","",""
"Low transfer dependency","2014","Full Time","inadequately","23","","",""
"Low transfer dependency","2014","Full Time","general elemantary","94","0.0731793777866351","0.0548558356629405","0.0915029199103297"
"Low transfer dependency","2014","Full Time","middle vocational","253","0.0308391145230314","0.0257913232759289","0.035886905770134"
"Low transfer dependency","2014","Full Time","vocational + Abi","45","0.0295026290120904","0.018490482314145","0.0405147757100358"
"Low transfer dependency","2014","Full Time","higher vocational","32","0.0253959316769009","0.0143693499819226","0.0364225133718791"
"Low transfer dependency","2014","Full Time","higher education","70","0.0127603158602162","0.00871557203417388","0.0168050596862585"
"Low transfer dependency","2014","Part Time","in school","6","","",""
"Low transfer dependency","2014","Part Time","inadequately","33","0.265406806131268","0.190081552372553","0.340732059889984"
"Low transfer dependency","2014","Part Time","general elemantary","127","0.126628178440656","0.10376863323053","0.149487723650781"
"Low transfer dependency","2014","Part Time","middle vocational","416","0.110668892088621","0.100284366564086","0.121053417613157"
"Low transfer dependency","2014","Part Time","vocational + Abi","73","0.0876787054658007","0.0670486468138438","0.108308764117758"
"Low transfer dependency","2014","Part Time","higher vocational","24","","",""
"Low transfer dependency","2014","Part Time","higher education","119","0.0755148552677525","0.0628576876962841","0.088172022839221"
"Low transfer dependency","2014","Not Working","in school","79","0.0709213528621205","0.053111456572882","0.0887312491513591"
"Low transfer dependency","2014","Not Working","inadequately","54","0.178900373701831","0.133601719951989","0.224199027451674"
"Low transfer dependency","2014","Not Working","general elemantary","181","0.0697240651620547","0.0572798557103229","0.0821682746137864"
"Low transfer dependency","2014","Not Working","middle vocational","315","0.0538759296875665","0.0472808996158423","0.0604709597592908"
"Low transfer dependency","2014","Not Working","vocational + Abi","49","0.0589191341316976","0.0359576974493426","0.0818805708140525"
"Low transfer dependency","2014","Not Working","higher vocational","24","","",""
"Low transfer dependency","2014","Not Working","higher education","66","0.0198287400927552","0.0129415151249521","0.0267159650605583"
"High transfer dependency","2014","Full Time","in school","2","","",""
"High transfer dependency","2014","Full Time","inadequately","4","","",""
"High transfer dependency","2014","Full Time","general elemantary","38","0.0334691472234593","0.0208145765758117","0.0461237178711069"
"High transfer dependency","2014","Full Time","middle vocational","40","0.00582406077131768","0.00360230114543373","0.00804582039720162"
"High transfer dependency","2014","Full Time","vocational + Abi","10","","",""
"High transfer dependency","2014","Full Time","higher vocational","6","","",""
"High transfer dependency","2014","Full Time","higher education","15","","",""
"High transfer dependency","2014","Part Time","in school","3","","",""
"High transfer dependency","2014","Part Time","inadequately","21","","",""
"High transfer dependency","2014","Part Time","general elemantary","86","0.0627610040514914","0.0460895709252206","0.0794324371777622"
"High transfer dependency","2014","Part Time","middle vocational","243","0.0564050835302744","0.0487685888290937","0.0640415782314551"
"High transfer dependency","2014","Part Time","vocational + Abi","40","0.0482962980077664","0.0326580789315869","0.0639345170839459"
"High transfer dependency","2014","Part Time","higher vocational","14","","",""
"High transfer dependency","2014","Part Time","higher education","50","0.0322550567492486","0.0237915620859449","0.0407185514125524"
"High transfer dependency","2014","Not Working","in school","50","0.0425989637681101","0.0285871902342339","0.0566107373019864"
"High transfer dependency","2014","Not Working","inadequately","40","0.110954053129888","0.0738334150321127","0.148074691227662"
"High transfer dependency","2014","Not Working","general elemantary","140","0.0480417815526509","0.03759244866559","0.0584911144397119"
"High transfer dependency","2014","Not Working","middle vocational","207","0.0378799640992078","0.0323034249626402","0.0434565032357754"
"High transfer dependency","2014","Not Working","vocational + Abi","26","","",""
"High transfer dependency","2014","Not Working","higher vocational","6","","",""
"High transfer dependency","2014","Not Working","higher education","28","","",""
"Very high transfer dependency","2014","Full Time","in school","","","",""
"Very high transfer dependency","2014","Full Time","inadequately","2","","",""
"Very high transfer dependency","2014","Full Time","general elemantary","7","","",""
"Very high transfer dependency","2014","Full Time","middle vocational","11","","",""
"Very high transfer dependency","2014","Full Time","vocational + Abi","1","","",""
"Very high transfer dependency","2014","Full Time","higher vocational","","","",""
"Very high transfer dependency","2014","Full Time","higher education","3","","",""
"Very high transfer dependency","2014","Part Time","in school","6","","",""
"Very high transfer dependency","2014","Part Time","inadequately","26","","",""
"Very high transfer dependency","2014","Part Time","general elemantary","83","0.0745987750933519","0.0565381115776214","0.0926594386090824"
"Very high transfer dependency","2014","Part Time","middle vocational","132","0.0284694226893569","0.0229643925336439","0.03397445284507"
"Very high transfer dependency","2014","Part Time","vocational + Abi","19","","",""
"Very high transfer dependency","2014","Part Time","higher vocational","6","","",""
"Very high transfer dependency","2014","Part Time","higher education","26","","",""
"Very high transfer dependency","2014","Not Working","in school","75","0.0868027104749456","0.0672685120224568","0.106336908927434"
"Very high transfer dependency","2014","Not Working","inadequately","100","0.287603523681284","0.234105255095385","0.341101792267183"
"Very high transfer dependency","2014","Not Working","general elemantary","257","0.12054105362682","0.104631963353622","0.136450143900017"
"Very high transfer dependency","2014","Not Working","middle vocational","387","0.0740134178615964","0.066366209517321","0.0816606262058719"
"Very high transfer dependency","2014","Not Working","vocational + Abi","68","0.132358527225394","0.0993136971529308","0.165403357297857"
"Very high transfer dependency","2014","Not Working","higher vocational","9","","",""
"Very high transfer dependency","2014","Not Working","higher education","86","0.0442032166928363","0.0340487891159801","0.0543576442696924"
"Very low transfer dependency","2015","Full Time","in school","1","","",""
"Very low transfer dependency","2015","Full Time","inadequately","56","0.778730044185848","0.686609715362741","0.870850373008956"
"Very low transfer dependency","2015","Full Time","general elemantary","552","0.895305573836049","0.871894958406283","0.918716189265816"
"Very low transfer dependency","2015","Full Time","middle vocational","3909","0.969970532674064","0.964783022837856","0.975158042510273"
"Very low transfer dependency","2015","Full Time","vocational + Abi","845","0.977654923163317","0.967933601127934","0.987376245198699"
"Very low transfer dependency","2015","Full Time","higher vocational","725","0.981088228498704","0.971339732949484","0.990836724047925"
"Very low transfer dependency","2015","Full Time","higher education","2711","0.977839671140835","0.972366667406187","0.983312674875483"
"Very low transfer dependency","2015","Part Time","in school","61","0.870280807044728","0.792671525197708","0.947890088891748"
"Very low transfer dependency","2015","Part Time","inadequately","44","0.499135545117237","0.394669269865388","0.603601820369086"
"Very low transfer dependency","2015","Part Time","general elemantary","447","0.729149497923075","0.695649262729395","0.762649733116755"
"Very low transfer dependency","2015","Part Time","middle vocational","2712","0.836501425896012","0.823983809401271","0.849019042390753"
"Very low transfer dependency","2015","Part Time","vocational + Abi","605","0.847628073394629","0.821377609157471","0.873878537631787"
"Very low transfer dependency","2015","Part Time","higher vocational","311","0.893200200523062","0.860514284875658","0.925886116170465"
"Very low transfer dependency","2015","Part Time","higher education","1427","0.862637739255755","0.845838916444562","0.879436562066947"
"Very low transfer dependency","2015","Not Working","in school","494","0.780091269525391","0.749276260432078","0.810906278618705"
"Very low transfer dependency","2015","Not Working","inadequately","110","0.394594966531872","0.343894405249991","0.445295527813752"
"Very low transfer dependency","2015","Not Working","general elemantary","1123","0.768083905271074","0.748247266853966","0.787920543688181"
"Very low transfer dependency","2015","Not Working","middle vocational","3693","0.838756942920867","0.828183404916362","0.849330480925372"
"Very low transfer dependency","2015","Not Working","vocational + Abi","364","0.763745435595482","0.728212888808295","0.799277982382668"
"Very low transfer dependency","2015","Not Working","higher vocational","401","0.928914120597259","0.904821345580448","0.953006895614071"
"Very low transfer dependency","2015","Not Working","higher education","1792","0.910279821606336","0.897866393701489","0.922693249511184"
"Low transfer dependency","2015","Full Time","in school","1","","",""
"Low transfer dependency","2015","Full Time","inadequately","14","","",""
"Low transfer dependency","2015","Full Time","general elemantary","71","0.0590275281371205","0.0410064336452492","0.0770486226289919"
"Low transfer dependency","2015","Full Time","middle vocational","205","0.0247881481319675","0.0200623259629695","0.0295139703009656"
"Low transfer dependency","2015","Full Time","vocational + Abi","37","0.0210713994037232","0.0116250543296159","0.0305177444778306"
"Low transfer dependency","2015","Full Time","higher vocational","20","","",""
"Low transfer dependency","2015","Full Time","higher education","60","0.02026499603011","0.0150262011846754","0.0255037908755447"
"Low transfer dependency","2015","Part Time","in school","6","","",""
"Low transfer dependency","2015","Part Time","inadequately","20","","",""
"Low transfer dependency","2015","Part Time","general elemantary","94","0.107815514146135","0.0844356111076954","0.131195417184574"
"Low transfer dependency","2015","Part Time","middle vocational","316","0.0781857301442358","0.0690988086542009","0.0872726516342706"
"Low transfer dependency","2015","Part Time","vocational + Abi","61","0.0817051903119277","0.06169746434171","0.101712916282146"
"Low transfer dependency","2015","Part Time","higher vocational","19","","",""
"Low transfer dependency","2015","Part Time","higher education","115","0.0901223427390435","0.0761477666057439","0.104096918872343"
"Low transfer dependency","2015","Not Working","in school","64","0.0664972272671906","0.0479607189502237","0.0850337355841575"
"Low transfer dependency","2015","Not Working","inadequately","55","0.19105328586498","0.150272912626685","0.231833659103274"
"Low transfer dependency","2015","Not Working","general elemantary","194","0.0695400192956596","0.0575846071379104","0.0814954314534087"
"Low transfer dependency","2015","Not Working","middle vocational","335","0.0567970523035177","0.0501423715174415","0.063451733089594"
"Low transfer dependency","2015","Not Working","vocational + Abi","63","0.0666042383250582","0.0457475301714465","0.0874609464786699"
"Low transfer dependency","2015","Not Working","higher vocational","20","","",""
"Low transfer dependency","2015","Not Working","higher education","80","0.0247504350405154","0.0180019155689273","0.0314989545121036"
"High transfer dependency","2015","Full Time","in school","","","",""
"High transfer dependency","2015","Full Time","inadequately","8","","",""
"High transfer dependency","2015","Full Time","general elemantary","27","","",""
"High transfer dependency","2015","Full Time","middle vocational","36","0.00409882283433543","0.00215684823613229","0.00604079743253856"
"High transfer dependency","2015","Full Time","vocational + Abi","3","","",""
"High transfer dependency","2015","Full Time","higher vocational","5","","",""
"High transfer dependency","2015","Full Time","higher education","7","","",""
"High transfer dependency","2015","Part Time","in school","5","","",""
"High transfer dependency","2015","Part Time","inadequately","15","","",""
"High transfer dependency","2015","Part Time","general elemantary","87","0.109684083121659","0.0861271571860727","0.133241009057246"
"High transfer dependency","2015","Part Time","middle vocational","212","0.0513569556753669","0.0438858932783752","0.0588280180723587"
"High transfer dependency","2015","Part Time","vocational + Abi","36","0.0480060638952706","0.0323908843107205","0.0636212434798206"
"High transfer dependency","2015","Part Time","higher vocational","7","","",""
"High transfer dependency","2015","Part Time","higher education","48","0.0342927273897882","0.0254118745862434","0.043173580193333"
"High transfer dependency","2015","Not Working","in school","46","0.0700569027692731","0.0510670319715114","0.0890467735670349"
"High transfer dependency","2015","Not Working","inadequately","50","0.12129159865555","0.0874265477767177","0.155156649534382"
"High transfer dependency","2015","Not Working","general elemantary","126","0.0417875906524501","0.0323827192556325","0.0511924620492676"
"High transfer dependency","2015","Not Working","middle vocational","210","0.0263601255672448","0.0217540117205604","0.0309662394139292"
"High transfer dependency","2015","Not Working","vocational + Abi","41","0.0515086250403632","0.0330194050290431","0.0699978450516832"
"High transfer dependency","2015","Not Working","higher vocational","7","","",""
"High transfer dependency","2015","Not Working","higher education","43","0.0207837003462203","0.0145870076792557","0.0269803930131849"
"Very high transfer dependency","2015","Full Time","in school","","","",""
"Very high transfer dependency","2015","Full Time","inadequately","","","",""
"Very high transfer dependency","2015","Full Time","general elemantary","7","","",""
"Very high transfer dependency","2015","Full Time","middle vocational","8","","",""
"Very high transfer dependency","2015","Full Time","vocational + Abi","3","","",""
"Very high transfer dependency","2015","Full Time","higher vocational","","","",""
"Very high transfer dependency","2015","Full Time","higher education","1","","",""
"Very high transfer dependency","2015","Part Time","in school","","","",""
"Very high transfer dependency","2015","Part Time","inadequately","9","","",""
"Very high transfer dependency","2015","Part Time","general elemantary","48","0.0533509048091306","0.036409861615546","0.0702919480027153"
"Very high transfer dependency","2015","Part Time","middle vocational","113","0.0339558882843851","0.0278255090535486","0.0400862675152216"
"Very high transfer dependency","2015","Part Time","vocational + Abi","18","","",""
"Very high transfer dependency","2015","Part Time","higher vocational","6","","",""
"Very high transfer dependency","2015","Part Time","higher education","23","","",""
"Very high transfer dependency","2015","Not Working","in school","90","0.0833546004381448","0.0627893584386569","0.103919842437633"
"Very high transfer dependency","2015","Not Working","inadequately","142","0.293060148947599","0.24584475713466","0.340275540760538"
"Very high transfer dependency","2015","Not Working","general elemantary","296","0.120588484780817","0.105282992835144","0.135893976726489"
"Very high transfer dependency","2015","Not Working","middle vocational","409","0.0780858792083706","0.0703716375316372","0.0858001208851039"
"Very high transfer dependency","2015","Not Working","vocational + Abi","81","0.118141701039097","0.0911417527877469","0.145141649290447"
"Very high transfer dependency","2015","Not Working","higher vocational","9","","",""
"Very high transfer dependency","2015","Not Working","higher education","121","0.0441860430069282","0.0352593943122159","0.0531126917016406"
"Very low transfer dependency","2016","Full Time","in school","1","","",""
"Very low transfer dependency","2016","Full Time","inadequately","46","0.732080756852132","0.630486745017815","0.83367476868645"
"Very low transfer dependency","2016","Full Time","general elemantary","545","0.899860549306897","0.876401361241938","0.923319737371856"
"Very low transfer dependency","2016","Full Time","middle vocational","3680","0.963251210263658","0.95737718005464","0.969125240472676"
"Very low transfer dependency","2016","Full Time","vocational + Abi","881","0.965428749967916","0.953680913580763","0.977176586355069"
"Very low transfer dependency","2016","Full Time","higher vocational","687","0.976351465005397","0.965182356689618","0.987520573321175"
"Very low transfer dependency","2016","Full Time","higher education","2646","0.981068483128879","0.975941220802112","0.986195745455646"
"Very low transfer dependency","2016","Part Time","in school","55","0.872623631443654","0.793958646804646","0.951288616082661"
"Very low transfer dependency","2016","Part Time","inadequately","40","0.425418079202609","0.330851562780428","0.519984595624789"
"Very low transfer dependency","2016","Part Time","general elemantary","439","0.714517354627006","0.680769193110925","0.748265516143087"
"Very low transfer dependency","2016","Part Time","middle vocational","2554","0.833383376218199","0.820374596246226","0.846392156190172"
"Very low transfer dependency","2016","Part Time","vocational + Abi","592","0.846522201606952","0.81997165790967","0.873072745304234"
"Very low transfer dependency","2016","Part Time","higher vocational","262","0.937531278936754","0.909533000190343","0.965529557683165"
"Very low transfer dependency","2016","Part Time","higher education","1495","0.887157095610532","0.872000287329575","0.90231390389149"
"Very low transfer dependency","2016","Not Working","in school","482","0.819669546100276","0.789836905961023","0.849502186239529"
"Very low transfer dependency","2016","Not Working","inadequately","75","0.437407976471188","0.373017624067471","0.501798328874906"
"Very low transfer dependency","2016","Not Working","general elemantary","895","0.772757105234108","0.750727467734279","0.794786742733937"
"Very low transfer dependency","2016","Not Working","middle vocational","3108","0.83093165274844","0.81916079354191","0.842702511954971"
"Very low transfer dependency","2016","Not Working","vocational + Abi","230","0.751971407441591","0.708434885675225","0.795507929207958"
"Very low transfer dependency","2016","Not Working","higher vocational","375","0.880437521093506","0.849032225226811","0.911842816960201"
"Very low transfer dependency","2016","Not Working","higher education","1334","0.902484435151431","0.88753635363179","0.917432516671072"
"Low transfer dependency","2016","Full Time","in school","","","",""
"Low transfer dependency","2016","Full Time","inadequately","19","","",""
"Low transfer dependency","2016","Full Time","general elemantary","66","0.0611947048305395","0.042463424836817","0.079925984824262"
"Low transfer dependency","2016","Full Time","middle vocational","215","0.0306570145553503","0.0252749544989948","0.0360390746117058"
"Low transfer dependency","2016","Full Time","vocational + Abi","40","0.0279237854430313","0.0173293568407527","0.0385182140453098"
"Low transfer dependency","2016","Full Time","higher vocational","19","","",""
"Low transfer dependency","2016","Full Time","higher education","57","0.015645820983715","0.0109768836759344","0.0203147582914956"
"Low transfer dependency","2016","Part Time","in school","7","","",""
"Low transfer dependency","2016","Part Time","inadequately","22","","",""
"Low transfer dependency","2016","Part Time","general elemantary","106","0.118094593962912","0.0939800039308112","0.142209183995013"
"Low transfer dependency","2016","Part Time","middle vocational","343","0.0993795407535855","0.0889353598983092","0.109823721608862"
"Low transfer dependency","2016","Part Time","vocational + Abi","73","0.0948667291149448","0.073282095055995","0.116451363173895"
"Low transfer dependency","2016","Part Time","higher vocational","16","","",""
"Low transfer dependency","2016","Part Time","higher education","118","0.0689806260034835","0.0568407768850418","0.0811204751219251"
"Low transfer dependency","2016","Not Working","in school","61","0.0755738216782329","0.0550641096925752","0.0960835336638906"
"Low transfer dependency","2016","Not Working","inadequately","27","","",""
"Low transfer dependency","2016","Not Working","general elemantary","154","0.0743480274949299","0.0605569156115259","0.0881391393783339"
"Low transfer dependency","2016","Not Working","middle vocational","276","0.0623685570432269","0.0547741601611844","0.0699629539252694"
"Low transfer dependency","2016","Not Working","vocational + Abi","57","0.0929098769265718","0.0636442149203657","0.122175538932778"
"Low transfer dependency","2016","Not Working","higher vocational","16","","",""
"Low transfer dependency","2016","Not Working","higher education","70","0.0350717861274517","0.0258023125338168","0.0443412597210866"
"High transfer dependency","2016","Full Time","in school","","","",""
"High transfer dependency","2016","Full Time","inadequately","8","","",""
"High transfer dependency","2016","Full Time","general elemantary","15","","",""
"High transfer dependency","2016","Full Time","middle vocational","38","0.0052996478474462","0.00303284100111511","0.0075664546937773"
"High transfer dependency","2016","Full Time","vocational + Abi","7","","",""
"High transfer dependency","2016","Full Time","higher vocational","4","","",""
"High transfer dependency","2016","Full Time","higher education","8","","",""
"High transfer dependency","2016","Part Time","in school","6","","",""
"High transfer dependency","2016","Part Time","inadequately","16","","",""
"High transfer dependency","2016","Part Time","general elemantary","95","0.121281065852471","0.0968874957039222","0.145674636001019"
"High transfer dependency","2016","Part Time","middle vocational","148","0.0385252880595217","0.0318064083310262","0.0452441677880171"
"High transfer dependency","2016","Part Time","vocational + Abi","20","","",""
"High transfer dependency","2016","Part Time","higher vocational","5","","",""
"High transfer dependency","2016","Part Time","higher education","39","0.027273386418913","0.0194708591312344","0.0350759137065916"
"High transfer dependency","2016","Not Working","in school","38","0.0473378116039381","0.0308595533801893","0.0638160698276869"
"High transfer dependency","2016","Not Working","inadequately","30","0.132007904409559","0.0880700828205478","0.17594572599857"
"High transfer dependency","2016","Not Working","general elemantary","105","0.0376183288009551","0.0276157009412945","0.0476209566606157"
"High transfer dependency","2016","Not Working","middle vocational","161","0.0332527067068398","0.0276219813690111","0.0388834320446685"
"High transfer dependency","2016","Not Working","vocational + Abi","22","","",""
"High transfer dependency","2016","Not Working","higher vocational","11","","",""
"High transfer dependency","2016","Not Working","higher education","18","","",""
"Very high transfer dependency","2016","Full Time","in school","","","",""
"Very high transfer dependency","2016","Full Time","inadequately","","","",""
"Very high transfer dependency","2016","Full Time","general elemantary","3","","",""
"Very high transfer dependency","2016","Full Time","middle vocational","8","","",""
"Very high transfer dependency","2016","Full Time","vocational + Abi","1","","",""
"Very high transfer dependency","2016","Full Time","higher vocational","1","","",""
"Very high transfer dependency","2016","Full Time","higher education","3","","",""
"Very high transfer dependency","2016","Part Time","in school","1","","",""
"Very high transfer dependency","2016","Part Time","inadequately","27","","",""
"Very high transfer dependency","2016","Part Time","general elemantary","48","0.0461069855576114","0.0304363333975429","0.0617776377176798"
"Very high transfer dependency","2016","Part Time","middle vocational","107","0.0287117949686938","0.0228819203307667","0.0345416696066209"
"Very high transfer dependency","2016","Part Time","vocational + Abi","23","","",""
"Very high transfer dependency","2016","Part Time","higher vocational","4","","",""
"Very high transfer dependency","2016","Part Time","higher education","22","","",""
"Very high transfer dependency","2016","Not Working","in school","57","0.057418820617553","0.0393668645660552","0.0754707766690508"
"Very high transfer dependency","2016","Not Working","inadequately","96","0.277632255575271","0.219502994689279","0.335761516461263"
"Very high transfer dependency","2016","Not Working","general elemantary","236","0.115276538470007","0.0984879212811634","0.13206515565885"
"Very high transfer dependency","2016","Not Working","middle vocational","350","0.0734470835014931","0.0652545778189222","0.0816395891840639"
"Very high transfer dependency","2016","Not Working","vocational + Abi","69","0.124437017476138","0.0911618167652201","0.157712218187056"
"Very high transfer dependency","2016","Not Working","higher vocational","8","","",""
"Very high transfer dependency","2016","Not Working","higher education","91","0.0467476150481197","0.0361107828804591","0.0573844472157804"
"Very low transfer dependency","2017","Full Time","in school","2","","",""
"Very low transfer dependency","2017","Full Time","inadequately","69","0.787733742721296","0.705935743646864","0.869531741795729"
"Very low transfer dependency","2017","Full Time","general elemantary","611","0.865550723953983","0.840736238359296","0.890365209548671"
"Very low transfer dependency","2017","Full Time","middle vocational","4246","0.968143266803305","0.963022377221281","0.97326415638533"
"Very low transfer dependency","2017","Full Time","vocational + Abi","964","0.97538790477819","0.965799185577912","0.984976623978468"
"Very low transfer dependency","2017","Full Time","higher vocational","781","0.984528063991459","0.975970284698676","0.993085843284241"
"Very low transfer dependency","2017","Full Time","higher education","3042","0.987159520279116","0.983203918253281","0.99111512230495"
"Very low transfer dependency","2017","Part Time","in school","63","0.703734243758367","0.604296639562838","0.803171847953897"
"Very low transfer dependency","2017","Part Time","inadequately","64","0.527846039854003","0.448220008694571","0.607472071013435"
"Very low transfer dependency","2017","Part Time","general elemantary","490","0.752647313503878","0.721808813586953","0.783485813420803"
"Very low transfer dependency","2017","Part Time","middle vocational","2890","0.851007810918626","0.839242945019183","0.862772676818069"
"Very low transfer dependency","2017","Part Time","vocational + Abi","702","0.853158249373941","0.829020451775543","0.87729604697234"
"Very low transfer dependency","2017","Part Time","higher vocational","288","0.932833493962625","0.905278716741127","0.960388271184123"
"Very low transfer dependency","2017","Part Time","higher education","1698","0.909347258816904","0.896372208679211","0.922322308954597"
"Very low transfer dependency","2017","Not Working","in school","552","0.83869249584846","0.811637493183004","0.865747498513915"
"Very low transfer dependency","2017","Not Working","inadequately","93","0.381159425912424","0.350453010609618","0.411865841215231"
"Very low transfer dependency","2017","Not Working","general elemantary","917","0.744972807343388","0.724774899973166","0.76517071471361"
"Very low transfer dependency","2017","Not Working","middle vocational","3287","0.844459763176843","0.833704621915942","0.855214904437743"
"Very low transfer dependency","2017","Not Working","vocational + Abi","246","0.708154337240962","0.665135365410944","0.751173309070979"
"Very low transfer dependency","2017","Not Working","higher vocational","392","0.922931308043334","0.897515636423028","0.948346979663639"
"Very low transfer dependency","2017","Not Working","higher education","1378","0.877763556918139","0.863123337900631","0.892403775935648"
"Low transfer dependency","2017","Full Time","in school","","","",""
"Low transfer dependency","2017","Full Time","inadequately","16","","",""
"Low transfer dependency","2017","Full Time","general elemantary","84","0.0988860322191255","0.0771721680347045","0.120599896403547"
"Low transfer dependency","2017","Full Time","middle vocational","215","0.0245555164193272","0.0200426675231647","0.0290683653154897"
"Low transfer dependency","2017","Full Time","vocational + Abi","34","0.0216374911070141","0.0126331699467214","0.0306418122673068"
"Low transfer dependency","2017","Full Time","higher vocational","15","","",""
"Low transfer dependency","2017","Full Time","higher education","59","0.011808095917325","0.00801285911450361","0.0156033327201465"
"Low transfer dependency","2017","Part Time","in school","10","","",""
"Low transfer dependency","2017","Part Time","inadequately","25","","",""
"Low transfer dependency","2017","Part Time","general elemantary","113","0.141870179236966","0.116932201860908","0.166808156613024"
"Low transfer dependency","2017","Part Time","middle vocational","317","0.0730247888366072","0.0644285658462083","0.0816210118270061"
"Low transfer dependency","2017","Part Time","vocational + Abi","67","0.0742936444713191","0.0564094031391475","0.0921778858034907"
"Low transfer dependency","2017","Part Time","higher vocational","22","","",""
"Low transfer dependency","2017","Part Time","higher education","119","0.0628410492927603","0.0518741959443533","0.0738079026411673"
"Low transfer dependency","2017","Not Working","in school","63","0.0704782708128676","0.0516514794410303","0.0893050621847049"
"Low transfer dependency","2017","Not Working","inadequately","48","0.111610526263013","0.0917019282679312","0.131519124258094"
"Low transfer dependency","2017","Not Working","general elemantary","163","0.0671140506398845","0.0555192330050585","0.0787088682747105"
"Low transfer dependency","2017","Not Working","middle vocational","284","0.053707430714862","0.047017291366559","0.060397570063165"
"Low transfer dependency","2017","Not Working","vocational + Abi","42","0.0748716489772091","0.0499670737285241","0.0997762242258942"
"Low transfer dependency","2017","Not Working","higher vocational","14","","",""
"Low transfer dependency","2017","Not Working","higher education","97","0.054579990168127","0.0444271495070654","0.0647328308291885"
"High transfer dependency","2017","Full Time","in school","","","",""
"High transfer dependency","2017","Full Time","inadequately","8","","",""
"High transfer dependency","2017","Full Time","general elemantary","26","","",""
"High transfer dependency","2017","Full Time","middle vocational","49","0.00666249015370339","0.00429034267788527","0.00903463762952152"
"High transfer dependency","2017","Full Time","vocational + Abi","4","","",""
"High transfer dependency","2017","Full Time","higher vocational","2","","",""
"High transfer dependency","2017","Full Time","higher education","10","","",""
"High transfer dependency","2017","Part Time","in school","6","","",""
"High transfer dependency","2017","Part Time","inadequately","21","","",""
"High transfer dependency","2017","Part Time","general elemantary","93","0.0690302282518924","0.0509115457279048","0.0871489107758801"
"High transfer dependency","2017","Part Time","middle vocational","198","0.0464634376756808","0.0395089874673593","0.0534178878840022"
"High transfer dependency","2017","Part Time","vocational + Abi","37","0.0528359556208885","0.0375801392586462","0.0680917719831308"
"High transfer dependency","2017","Part Time","higher vocational","5","","",""
"High transfer dependency","2017","Part Time","higher education","45","0.0232632341051743","0.0164511891307807","0.0300752790795679"
"High transfer dependency","2017","Not Working","in school","43","0.044059646921552","0.0289638925601778","0.0591554012829262"
"High transfer dependency","2017","Not Working","inadequately","71","0.103489330266263","0.0842312977032126","0.122747362829313"
"High transfer dependency","2017","Not Working","general elemantary","141","0.0513099794065047","0.0410863286124624","0.0615336302005469"
"High transfer dependency","2017","Not Working","middle vocational","189","0.0306888858549853","0.0255705660574895","0.0358072056524811"
"High transfer dependency","2017","Not Working","vocational + Abi","31","0.0648814863416338","0.0415730484891305","0.0881899241941372"
"High transfer dependency","2017","Not Working","higher vocational","10","","",""
"High transfer dependency","2017","Not Working","higher education","47","0.0179274354929087","0.01199696263705","0.0238579083487674"
"Very high transfer dependency","2017","Full Time","in school","","","",""
"Very high transfer dependency","2017","Full Time","inadequately","3","","",""
"Very high transfer dependency","2017","Full Time","general elemantary","5","","",""
"Very high transfer dependency","2017","Full Time","middle vocational","8","","",""
"Very high transfer dependency","2017","Full Time","vocational + Abi","1","","",""
"Very high transfer dependency","2017","Full Time","higher vocational","1","","",""
"Very high transfer dependency","2017","Full Time","higher education","1","","",""
"Very high transfer dependency","2017","Part Time","in school","2","","",""
"Very high transfer dependency","2017","Part Time","inadequately","41","0.246948428435243","0.178166379258995","0.315730477611492"
"Very high transfer dependency","2017","Part Time","general elemantary","56","0.0364522790072637","0.023057420579199","0.0498471374353284"
"Very high transfer dependency","2017","Part Time","middle vocational","114","0.0295039625690862","0.0239131425053951","0.0350947826327773"
"Very high transfer dependency","2017","Part Time","vocational + Abi","20","","",""
"Very high transfer dependency","2017","Part Time","higher vocational","2","","",""
"Very high transfer dependency","2017","Part Time","higher education","19","","",""
"Very high transfer dependency","2017","Not Working","in school","52","0.0467695864171208","0.0312385790182","0.0623005938160416"
"Very high transfer dependency","2017","Not Working","inadequately","749","0.4037407175583","0.372719756465743","0.434761678650858"
"Very high transfer dependency","2017","Not Working","general elemantary","568","0.136603162610223","0.120689192993092","0.152517132227353"
