"transab_cat2","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2007","secondary school degree","Male","2276","0.874792331756064","0.86199954972428","0.887585113787848"
"High transfer dependency","2008","college entrance qualification","Female","38","0.0275072381992857","0.0210610539337367","0.0339534224648347"
"High transfer dependency","2008","college entrance qualification","Male","21","","",""
"High transfer dependency","2008","lower secondary degree","Female","65","0.0187071373932587","0.0140935329034313","0.023320741883086"
"High transfer dependency","2008","lower secondary degree","Male","73","0.0263458028314122","0.0207774181072479","0.0319141875555766"
"High transfer dependency","2008","no degree/no degree yet","Female","13","","",""
"High transfer dependency","2008","no degree/no degree yet","Male","10","","",""
"High transfer dependency","2008","Other degree","Female","20","","",""
"High transfer dependency","2008","Other degree","Male","17","","",""
"High transfer dependency","2008","secondary school degree","Female","70","0.0269383868670209","0.0214211541427924","0.0324556195912495"
"High transfer dependency","2008","secondary school degree","Male","42","0.0223459467304","0.0164968163914087","0.0281950770693914"
"Low transfer dependency","2008","college entrance qualification","Female","110","0.0411916638683605","0.0333590520981015","0.0490242756386195"
"Low transfer dependency","2008","college entrance qualification","Male","84","0.0316032814081936","0.024948886479524","0.0382576763368633"
"Low transfer dependency","2008","lower secondary degree","Female","155","0.0482672225506857","0.0409689338180936","0.0555655112832777"
"Low transfer dependency","2008","lower secondary degree","Male","175","0.0609953663541083","0.052674789539085","0.0693159431691315"
"Low transfer dependency","2008","no degree/no degree yet","Female","29","","",""
"Low transfer dependency","2008","no degree/no degree yet","Male","28","","",""
"Low transfer dependency","2008","Other degree","Female","49","0.122915305069864","0.0942499998205528","0.151580610319176"
"Low transfer dependency","2008","Other degree","Male","40","0.101960211477337","0.0735243352115811","0.130396087743092"
"Low transfer dependency","2008","secondary school degree","Female","194","0.0620785229224559","0.053855731609749","0.0703013142351628"
"Low transfer dependency","2008","secondary school degree","Male","142","0.0482121291924497","0.0397350243239202","0.0566892340609792"
"Very high transfer dependency","2008","college entrance qualification","Female","42","0.0288265184024567","0.0222320386868099","0.0354209981181035"
"Very high transfer dependency","2008","college entrance qualification","Male","29","","",""
"Very high transfer dependency","2008","lower secondary degree","Female","127","0.0423899041573014","0.035529290738387","0.0492505175762159"
"Very high transfer dependency","2008","lower secondary degree","Male","96","0.0352166878744674","0.0288081303037276","0.0416252454452071"
"Very high transfer dependency","2008","no degree/no degree yet","Female","24","","",""
"Very high transfer dependency","2008","no degree/no degree yet","Male","21","","",""
"Very high transfer dependency","2008","Other degree","Female","33","0.0930478131160835","0.0676861281152419","0.118409498116925"
"Very high transfer dependency","2008","Other degree","Male","34","0.100227348936049","0.0720069610762081","0.128447736795889"
"Very high transfer dependency","2008","secondary school degree","Female","115","0.0421543609297838","0.0353068243875128","0.0490018974720548"
"Very high transfer dependency","2008","secondary school degree","Male","53","0.0289755517631977","0.0223376586242247","0.0356134449021706"
"Very low transfer dependency","2008","college entrance qualification","Female","2283","0.902474579529897","0.890781943330205","0.914167215729589"
"Very low transfer dependency","2008","college entrance qualification","Male","2521","0.941370041787396","0.932433781557766","0.950306302017027"
"Very low transfer dependency","2008","lower secondary degree","Female","2966","0.890635735898754","0.880008381857566","0.901263089939943"
"Very low transfer dependency","2008","lower secondary degree","Male","2834","0.877442142940012","0.866040932321189","0.888843353558835"
"Very low transfer dependency","2008","no degree/no degree yet","Female","316","0.773962565031116","0.732018881070236","0.815906248991995"
"Very low transfer dependency","2008","no degree/no degree yet","Male","302","0.781609902768139","0.738990634653437","0.824229170882842"
"Very low transfer dependency","2008","Other degree","Female","402","0.744705689182658","0.706638945574708","0.782772432790609"
"Very low transfer dependency","2008","Other degree","Male","344","0.73936294801232","0.698110437718481","0.780615458306158"
"Very low transfer dependency","2008","secondary school degree","Female","2929","0.868828729280739","0.857324652011921","0.880332806549558"
"Very low transfer dependency","2008","secondary school degree","Male","2216","0.900466372313952","0.888619110588297","0.912313634039607"
"High transfer dependency","2009","college entrance qualification","Female","29","","",""
"High transfer dependency","2009","college entrance qualification","Male","18","","",""
"High transfer dependency","2009","lower secondary degree","Female","61","0.0216910092808115","0.0165015777889928","0.0268804407726303"
"High transfer dependency","2009","lower secondary degree","Male","50","0.0181695614428886","0.0133317044860175","0.0230074183997596"
"High transfer dependency","2009","no degree/no degree yet","Female","9","","",""
"High transfer dependency","2009","no degree/no degree yet","Male","11","","",""
"High transfer dependency","2009","Other degree","Female","21","","",""
"High transfer dependency","2009","Other degree","Male","15","","",""
"High transfer dependency","2009","secondary school degree","Female","65","0.0238311459769913","0.0184903888287117","0.0291719031252709"
"High transfer dependency","2009","secondary school degree","Male","30","0.0109923552523917","0.00673025356185237","0.015254456942931"
"Low transfer dependency","2009","college entrance qualification","Female","101","0.0527951861284874","0.0437977591052223","0.0617926131517524"
"Low transfer dependency","2009","college entrance qualification","Male","79","0.0361973550653879","0.0289091272124479","0.0434855829183279"
"Low transfer dependency","2009","lower secondary degree","Female","164","0.0496329955186814","0.0418959919178279","0.057369999119535"
"Low transfer dependency","2009","lower secondary degree","Male","163","0.0549900480009557","0.0467330382915313","0.0632470577103801"
"Low transfer dependency","2009","no degree/no degree yet","Female","36","0.152403759447993","0.113207991230285","0.191599527665702"
"Low transfer dependency","2009","no degree/no degree yet","Male","25","","",""
"Low transfer dependency","2009","Other degree","Female","42","0.106335685238004","0.0774001465762469","0.135271223899761"
"Low transfer dependency","2009","Other degree","Male","32","0.0929971803349184","0.0635236007629343","0.122470759906902"
"Low transfer dependency","2009","secondary school degree","Female","174","0.0610820334060431","0.0526963500103007","0.0694677168017855"
"Low transfer dependency","2009","secondary school degree","Male","129","0.0590921217160148","0.049453455308062","0.0687307881239677"
"Very high transfer dependency","2009","college entrance qualification","Female","29","","",""
"Very high transfer dependency","2009","college entrance qualification","Male","26","","",""
"Very high transfer dependency","2009","lower secondary degree","Female","79","0.0252496188669662","0.0196608519061392","0.0308383858277932"
"Very high transfer dependency","2009","lower secondary degree","Male","82","0.0398652817049377","0.0327788752180475","0.0469516881918278"
"Very high transfer dependency","2009","no degree/no degree yet","Female","17","","",""
"Very high transfer dependency","2009","no degree/no degree yet","Male","14","","",""
"Very high transfer dependency","2009","Other degree","Female","22","","",""
"Very high transfer dependency","2009","Other degree","Male","28","","",""
"Very high transfer dependency","2009","secondary school degree","Female","105","0.0474343889480617","0.0399911493671523","0.0548776285289712"
"Very high transfer dependency","2009","secondary school degree","Male","47","0.0271595855676616","0.0205151059005401","0.0338040652347831"
"Very low transfer dependency","2009","college entrance qualification","Female","2214","0.919747344697818","0.908816261529222","0.930678427866415"
"Very low transfer dependency","2009","college entrance qualification","Male","2400","0.943080964646845","0.934040459019059","0.952121470274631"
"Very low transfer dependency","2009","lower secondary degree","Female","2723","0.903426376333541","0.892903910427085","0.913948842239997"
"Very low transfer dependency","2009","lower secondary degree","Male","2633","0.886975108851218","0.875506643158371","0.898443574544065"
"Very low transfer dependency","2009","no degree/no degree yet","Female","261","0.753256379202204","0.706240863328251","0.800271895076157"
"Very low transfer dependency","2009","no degree/no degree yet","Male","306","0.79542565518934","0.753522331310764","0.837328979067916"
"Very low transfer dependency","2009","Other degree","Female","351","0.78317309855823","0.744492756244881","0.821853440871578"
"Very low transfer dependency","2009","Other degree","Male","298","0.742924743278787","0.698574477616991","0.787275008940583"
"Very low transfer dependency","2009","secondary school degree","Female","2789","0.867652431668904","0.855786583940366","0.879518279397442"
"Very low transfer dependency","2009","secondary school degree","Male","2093","0.902755937463932","0.890644510095054","0.914867364832809"
"High transfer dependency","2010","college entrance qualification","Female","101","0.0235980380466609","0.0185770990307154","0.0286189770626063"
"High transfer dependency","2010","college entrance qualification","Male","46","0.0187886238787265","0.0141241639315612","0.0234530838258918"
"High transfer dependency","2010","lower secondary degree","Female","164","0.0231402375249881","0.0181549907928334","0.0281254842571428"
"High transfer dependency","2010","lower secondary degree","Male","112","0.0208561613778044","0.0160170443565011","0.0256952783991078"
"High transfer dependency","2010","no degree/no degree yet","Female","41","0.0451366935957991","0.0276590080541061","0.0626143791374922"
"High transfer dependency","2010","no degree/no degree yet","Male","29","","",""
"High transfer dependency","2010","Other degree","Female","64","0.0445288258433285","0.0306785727344006","0.0583790789522565"
"High transfer dependency","2010","Other degree","Male","49","0.049601810559398","0.0336536845293301","0.0655499365894659"
"High transfer dependency","2010","secondary school degree","Female","235","0.034051640740972","0.0287426777540261","0.039360603727918"
"High transfer dependency","2010","secondary school degree","Male","74","0.0143161049631547","0.010022897792302","0.0186093121340073"
"Low transfer dependency","2010","college entrance qualification","Female","264","0.0377663466745257","0.0314607609406171","0.0440719324084344"
"Low transfer dependency","2010","college entrance qualification","Male","175","0.0307422877489642","0.0248122109361514","0.0366723645617771"
"Low transfer dependency","2010","lower secondary degree","Female","304","0.0552277098274921","0.0476536499977354","0.0628017696572488"
"Low transfer dependency","2010","lower secondary degree","Male","295","0.0546843660139577","0.0469851642916866","0.0623835677362288"
"Low transfer dependency","2010","no degree/no degree yet","Female","78","0.104887381014142","0.0790915865255243","0.130683175502759"
"Low transfer dependency","2010","no degree/no degree yet","Male","58","0.114489682250231","0.0868827830902232","0.142096581410238"
"Low transfer dependency","2010","Other degree","Female","121","0.121696021725608","0.0997432728592053","0.14364877059201"
"Low transfer dependency","2010","Other degree","Male","117","0.135769244665889","0.110608490534657","0.16092999879712"
"Low transfer dependency","2010","secondary school degree","Female","442","0.0553891497069891","0.0486933487422805","0.0620849506716978"
"Low transfer dependency","2010","secondary school degree","Male","288","0.06243699948166","0.053692764476586","0.071181234486734"
"Very high transfer dependency","2010","college entrance qualification","Female","74","0.0191665323276457","0.0146312733946013","0.02370179126069"
"Very high transfer dependency","2010","college entrance qualification","Male","37","0.0136413337180289","0.00965642439275285","0.017626243043305"
"Very high transfer dependency","2010","lower secondary degree","Female","252","0.0322015045932949","0.0263479834130338","0.0380550257735561"
"Very high transfer dependency","2010","lower secondary degree","Male","158","0.0449096756142211","0.0378964490474585","0.0519229021809838"
"Very high transfer dependency","2010","no degree/no degree yet","Female","94","0.1306460113576","0.102273691264619","0.159018331450582"
"Very high transfer dependency","2010","no degree/no degree yet","Male","64","0.107884520056227","0.0809860396669315","0.134783000445523"
"Very high transfer dependency","2010","Other degree","Female","103","0.0773535217625903","0.0594150267838496","0.0952920167413309"
"Very high transfer dependency","2010","Other degree","Male","99","0.119413897554485","0.0955950116278559","0.143232783481115"
"Very high transfer dependency","2010","secondary school degree","Female","239","0.0308898723468041","0.025825118482612","0.0359546262109962"
"Very high transfer dependency","2010","secondary school degree","Male","96","0.0341697325585665","0.0276041725627929","0.0407352925543401"
"Very low transfer dependency","2010","college entrance qualification","Female","3072","0.919469082951168","0.91046825285205","0.928469913050285"
"Very low transfer dependency","2010","college entrance qualification","Male","2997","0.93682775465428","0.928470461708297","0.945185047600264"
"Very low transfer dependency","2010","lower secondary degree","Female","2774","0.889430548054225","0.879032298409418","0.899828797699031"
"Very low transfer dependency","2010","lower secondary degree","Male","2785","0.879549796994017","0.868527815639749","0.890571778348284"
"Very low transfer dependency","2010","no degree/no degree yet","Female","329","0.719329914032459","0.681502158628986","0.757157669435931"
"Very low transfer dependency","2010","no degree/no degree yet","Male","360","0.746677533230755","0.708968878665555","0.784386187795954"
"Very low transfer dependency","2010","Other degree","Female","564","0.756421630668473","0.727599265069145","0.785243996267802"
"Very low transfer dependency","2010","Other degree","Male","447","0.695215047220228","0.661403547306646","0.72902654713381"
"Very low transfer dependency","2010","secondary school degree","Female","3567","0.879669337205235","0.870145507899815","0.889193166510655"
"Very low transfer dependency","2010","secondary school degree","Male","2483","0.889077162996619","0.877727556857592","0.900426769135646"
"High transfer dependency","2011","college entrance qualification","Female","117","0.02434908218475","0.0196535058590904","0.0290446585104097"
"High transfer dependency","2011","college entrance qualification","Male","59","0.0187413545679922","0.0144136810926705","0.0230690280433139"
"High transfer dependency","2011","lower secondary degree","Female","224","0.0295412712171784","0.024424257489062","0.0346582849452948"
"High transfer dependency","2011","lower secondary degree","Male","135","0.0309689755848143","0.0255734623931222","0.0363644887765065"
"High transfer dependency","2011","no degree/no degree yet","Female","55","0.0732526779206205","0.0535969728303106","0.0929083830109303"
"High transfer dependency","2011","no degree/no degree yet","Male","45","0.0735309385136103","0.0531981590058692","0.0938637180213515"
"High transfer dependency","2011","Other degree","Female","68","0.056827146710164","0.0427567937232737","0.0708974996970543"
"High transfer dependency","2011","Other degree","Male","66","0.0611342375264267","0.0446660114942068","0.0776024635586466"
"High transfer dependency","2011","secondary school degree","Female","265","0.030828459818546","0.0261447447873353","0.0355121748497567"
"High transfer dependency","2011","secondary school degree","Male","108","0.02482554100698","0.0196070702176302","0.0300440117963299"
"Low transfer dependency","2011","college entrance qualification","Female","335","0.048666724460635","0.0421115722560195","0.0552218766652505"
"Low transfer dependency","2011","college entrance qualification","Male","217","0.0347474229573669","0.0289029677537876","0.0405918781609463"
"Low transfer dependency","2011","lower secondary degree","Female","350","0.0505204228165437","0.0439014627790392","0.0571393828540481"
"Low transfer dependency","2011","lower secondary degree","Male","355","0.0554082892689758","0.0482828780396222","0.0625337004983294"
"Low transfer dependency","2011","no degree/no degree yet","Female","91","0.0988026184617158","0.0762918462986838","0.121313390624748"
"Low transfer dependency","2011","no degree/no degree yet","Male","87","0.0804462452152688","0.0592583563517324","0.101634134078805"
"Low transfer dependency","2011","Other degree","Female","153","0.0986575407797933","0.0805340655296693","0.116781016029917"
"Low transfer dependency","2011","Other degree","Male","118","0.114260680295737","0.0923929261231364","0.136128434468337"
"Low transfer dependency","2011","secondary school degree","Female","517","0.0585906250305914","0.0522268099962322","0.0649544400649506"
"Low transfer dependency","2011","secondary school degree","Male","316","0.0515777518762019","0.044159786398157","0.0589957173542468"
"Very high transfer dependency","2011","college entrance qualification","Female","103","0.0222429066573223","0.0177501630475682","0.0267356502670764"
"Very high transfer dependency","2011","college entrance qualification","Male","60","0.0136590341134829","0.00995490787364816","0.0173631603533177"
"Very high transfer dependency","2011","lower secondary degree","Female","288","0.0311638912164509","0.0259126199294194","0.0364151625034823"
"Very high transfer dependency","2011","lower secondary degree","Male","170","0.0423371102290481","0.0360656678991915","0.0486085525589048"
"Very high transfer dependency","2011","no degree/no degree yet","Female","97","0.120278718200832","0.0957393628632502","0.144818073538413"
"Very high transfer dependency","2011","no degree/no degree yet","Male","61","0.0721715288737241","0.0520128049927916","0.0923302527546565"
"Very high transfer dependency","2011","Other degree","Female","118","0.0686703099344923","0.0533005300027966","0.084040089866188"
"Very high transfer dependency","2011","Other degree","Male","100","0.0913404445673765","0.0715372626181165","0.111143626516637"
"Very high transfer dependency","2011","secondary school degree","Female","272","0.0330992593871719","0.0282517985624489","0.0379467202118949"
"Very high transfer dependency","2011","secondary school degree","Male","102","0.0272937187444186","0.021828910177521","0.0327585273113161"
"Very low transfer dependency","2011","college entrance qualification","Female","3584","0.904741286697293","0.895797633758237","0.913684939636348"
"Very low transfer dependency","2011","college entrance qualification","Male","3436","0.932852188361158","0.924865171558693","0.940839205163623"
"Very low transfer dependency","2011","lower secondary degree","Female","3344","0.888774414749827","0.879272490176175","0.898276339323479"
"Very low transfer dependency","2011","lower secondary degree","Male","3300","0.871285624917162","0.860855384988188","0.881715864846136"
"Very low transfer dependency","2011","no degree/no degree yet","Female","432","0.707665985416832","0.673353668804328","0.741978302029336"
"Very low transfer dependency","2011","no degree/no degree yet","Male","440","0.773851287397397","0.741262211130648","0.806440363664146"
"Very low transfer dependency","2011","Other degree","Female","701","0.77584500257555","0.750499954593221","0.80119005055788"
"Very low transfer dependency","2011","Other degree","Male","529","0.73326463761046","0.702864644383648","0.763664630837272"
"Very low transfer dependency","2011","secondary school degree","Female","4178","0.877481655763691","0.868597139107969","0.886366172419412"
"Very low transfer dependency","2011","secondary school degree","Male","2889","0.8963029883724","0.886077989243382","0.906527987501417"
"High transfer dependency","2012","college entrance qualification","Female","89","0.0157454283578959","0.0119339533674593","0.0195569033483325"
"High transfer dependency","2012","college entrance qualification","Male","56","0.0166166564128343","0.0125044268470726","0.020728885978596"
"High transfer dependency","2012","lower secondary degree","Female","213","0.02848766733129","0.0233678823567755","0.0336074523058045"
"High transfer dependency","2012","lower secondary degree","Male","122","0.0295430634148897","0.0242166334240337","0.0348694934057457"
"High transfer dependency","2012","no degree/no degree yet","Female","72","0.0763043534464453","0.0566933024863575","0.0959154044065331"
"High transfer dependency","2012","no degree/no degree yet","Male","45","0.0596966582408268","0.0411221603636046","0.0782711561180489"
"High transfer dependency","2012","Other degree","Female","73","0.0647597311541027","0.0497156505621778","0.0798038117460276"
"High transfer dependency","2012","Other degree","Male","55","0.0615492751316984","0.0449778591609626","0.0781206911024342"
"High transfer dependency","2012","secondary school degree","Female","234","0.0285765473953833","0.0239935070586691","0.0331595877320975"
"High transfer dependency","2012","secondary school degree","Male","102","0.0195543356471657","0.0148974288277745","0.024211242466557"
"Low transfer dependency","2012","college entrance qualification","Female","302","0.0559803670962275","0.0489420229497613","0.0630187112426936"
"Low transfer dependency","2012","college entrance qualification","Male","181","0.0376235148929489","0.0315021778620043","0.0437448519238935"
"Low transfer dependency","2012","lower secondary degree","Female","286","0.0436887032272491","0.0373982297153172","0.049979176739181"
"Low transfer dependency","2012","lower secondary degree","Male","294","0.0512715335999079","0.0443336110828151","0.0582094561170007"
"Low transfer dependency","2012","no degree/no degree yet","Female","84","0.0884137877257183","0.067442715613093","0.109384859838344"
"Low transfer dependency","2012","no degree/no degree yet","Male","71","0.0987205652967132","0.0753353361469046","0.122105794446522"
"Low transfer dependency","2012","Other degree","Female","109","0.0743395660817499","0.0583038855688067","0.090375246594693"
"Low transfer dependency","2012","Other degree","Male","107","0.0900778614468528","0.0703375700183683","0.109818152875337"
"Low transfer dependency","2012","secondary school degree","Female","456","0.0578547373205326","0.0514326987923969","0.0642767758486683"
"Low transfer dependency","2012","secondary school degree","Male","259","0.0440138707211591","0.0371148916497806","0.0509128497925376"
"Very high transfer dependency","2012","college entrance qualification","Female","90","0.0177271589039627","0.0136870064720978","0.0217673113358276"
"Very high transfer dependency","2012","college entrance qualification","Male","51","0.0120509978772819","0.00854087050786799","0.0155611252466958"
"Very high transfer dependency","2012","lower secondary degree","Female","253","0.0333001329319098","0.0277784949305519","0.0388217709332678"
"Very high transfer dependency","2012","lower secondary degree","Male","156","0.0371730207758849","0.0312217682577908","0.0431242732939791"
"Very high transfer dependency","2012","no degree/no degree yet","Female","78","0.107982691871429","0.0850568402699273","0.130908543472931"
"Very high transfer dependency","2012","no degree/no degree yet","Male","53","0.064501059382798","0.0452429718569055","0.0837591469086905"
"Very high transfer dependency","2012","Other degree","Female","102","0.057621565571962","0.0433767533009584","0.0718663778429655"
"Very high transfer dependency","2012","Other degree","Male","80","0.0767297210671533","0.0583774993228994","0.0950819428114073"
"Very high transfer dependency","2012","secondary school degree","Female","246","0.0334041032162465","0.0284613731715449","0.038346833260948"
"Very high transfer dependency","2012","secondary school degree","Male","106","0.0351760379193266","0.0289800330400134","0.0413720427986399"
"Very low transfer dependency","2012","college entrance qualification","Female","3617","0.910547045641914","0.901809073554453","0.919285017729375"
"Very low transfer dependency","2012","college entrance qualification","Male","3424","0.933708830816935","0.925705372640809","0.941712288993061"
"Very low transfer dependency","2012","lower secondary degree","Female","3304","0.894523496509551","0.885070426886706","0.903976566132396"
"Very low transfer dependency","2012","lower secondary degree","Male","3310","0.882012382209317","0.871864489127313","0.892160275291322"
"Very low transfer dependency","2012","no degree/no degree yet","Female","470","0.727299166956407","0.694401769730522","0.760196564182292"
"Very low transfer dependency","2012","no degree/no degree yet","Male","456","0.777081717079662","0.744451927549744","0.80971150660958"
"Very low transfer dependency","2012","Other degree","Female","744","0.803279137192185","0.778978929374031","0.82757934501034"
"Very low transfer dependency","2012","Other degree","Male","566","0.771643142354295","0.742699199625134","0.800587085083456"
"Very low transfer dependency","2012","secondary school degree","Female","4141","0.880164612067838","0.871231166325682","0.889098057809994"
"Very low transfer dependency","2012","secondary school degree","Male","2929","0.901255755712349","0.891222447094066","0.911289064330632"
"High transfer dependency","2013","college entrance qualification","Female","99","0.0173668050501619","0.0134193470747767","0.0213142630255471"
"High transfer dependency","2013","college entrance qualification","Male","62","0.0165548499514269","0.0125254289316187","0.0205842709712351"
"High transfer dependency","2013","lower secondary degree","Female","194","0.0259624937362612","0.0210064413355958","0.0309185461369266"
"High transfer dependency","2013","lower secondary degree","Male","150","0.0311145694714467","0.0256100316465668","0.0366191072963266"
"High transfer dependency","2013","no degree/no degree yet","Female","97","0.0724399853285219","0.0556442999694574","0.0892356706875865"
"High transfer dependency","2013","no degree/no degree yet","Male","83","0.0741885758259737","0.0564338018952605","0.0919433497566868"
"High transfer dependency","2013","Other degree","Female","158","0.0472207473487516","0.0384700052329505","0.0559714894645527"
"High transfer dependency","2013","Other degree","Male","112","0.0434586220859377","0.0341628179510625","0.0527544262208128"
"High transfer dependency","2013","secondary school degree","Female","252","0.0283627357254411","0.0237981682224177","0.0329273032284646"
"High transfer dependency","2013","secondary school degree","Male","102","0.0184485654483478","0.0139306704861243","0.0229664604105713"
"Low transfer dependency","2013","college entrance qualification","Female","280","0.0527052281065255","0.0459532464479877","0.0594572097650633"
"Low transfer dependency","2013","college entrance qualification","Male","172","0.0344377402435164","0.0286791998708955","0.0401962806161372"
"Low transfer dependency","2013","lower secondary degree","Female","317","0.0503145743650895","0.0435019940510625","0.0571271546791165"
"Low transfer dependency","2013","lower secondary degree","Male","271","0.0550285790928671","0.0477991128160101","0.0622580453697242"
"Low transfer dependency","2013","no degree/no degree yet","Female","119","0.108264794768569","0.0881322288930485","0.12839736064409"
"Low transfer dependency","2013","no degree/no degree yet","Male","92","0.0951505511811771","0.075272253987471","0.115028848374883"
"Low transfer dependency","2013","Other degree","Female","259","0.0831763151376582","0.0717836571002413","0.0945689731750751"
"Low transfer dependency","2013","Other degree","Male","219","0.0935076319362023","0.080233604438993","0.106781659433412"
"Low transfer dependency","2013","secondary school degree","Female","406","0.0553162554150918","0.0490307080788782","0.0616018027513053"
"Low transfer dependency","2013","secondary school degree","Male","244","0.0441730317215643","0.0372743431265274","0.0510717203166012"
"Very high transfer dependency","2013","college entrance qualification","Female","91","0.0200466417186432","0.0158113302711888","0.0242819531660975"
"Very high transfer dependency","2013","college entrance qualification","Male","54","0.0134645493317757","0.00982491954430016","0.0171041791192512"
"Very high transfer dependency","2013","lower secondary degree","Female","266","0.037343802405652","0.0314347244304003","0.0432528803809037"
"Very high transfer dependency","2013","lower secondary degree","Male","169","0.0373347763953171","0.0313244623002208","0.0433450904904133"
"Very high transfer dependency","2013","no degree/no degree yet","Female","136","0.11180634569378","0.0913878095330804","0.132224881854479"
"Very high transfer dependency","2013","no degree/no degree yet","Male","115","0.110222624931265","0.0890067270669926","0.131438522795538"
"Very high transfer dependency","2013","Other degree","Female","226","0.0725582474001043","0.0618561468924781","0.0832603479077304"
"Very high transfer dependency","2013","Other degree","Male","188","0.101306666337778","0.0875497251738405","0.115063607501716"
"Very high transfer dependency","2013","secondary school degree","Female","227","0.0329514694449226","0.0280431251183486","0.0378598137714966"
"Very high transfer dependency","2013","secondary school degree","Male","102","0.0342943675908119","0.0281844960482777","0.0404042391333462"
"Very low transfer dependency","2013","college entrance qualification","Female","3737","0.909881325124669","0.901228426626587","0.918534223622752"
"Very low transfer dependency","2013","college entrance qualification","Male","3564","0.935542860473281","0.927788029960035","0.943297690986526"
"Very low transfer dependency","2013","lower secondary degree","Female","3178","0.886379129492997","0.876488733868567","0.896269525117427"
"Very low transfer dependency","2013","lower secondary degree","Male","3232","0.876522075040369","0.866092206368032","0.886951943712706"
"Very low transfer dependency","2013","no degree/no degree yet","Female","563","0.707488874209129","0.678012874336944","0.736964874081314"
"Very low transfer dependency","2013","no degree/no degree yet","Male","547","0.720438248061584","0.690034815427691","0.750841680695477"
"Very low transfer dependency","2013","Other degree","Female","1614","0.797044690113486","0.780451730466818","0.813637649760154"
"Very low transfer dependency","2013","Other degree","Male","1329","0.761727079640082","0.742303281814338","0.781150877465825"
"Very low transfer dependency","2013","secondary school degree","Female","4196","0.883369539414544","0.874543808163522","0.892195270665567"
"Very low transfer dependency","2013","secondary school degree","Male","2960","0.903084035239276","0.893151501657329","0.913016568821223"
"High transfer dependency","2014","college entrance qualification","Female","96","0.0194959623374655","0.0151246692051987","0.0238672554697322"
"High transfer dependency","2014","college entrance qualification","Male","57","0.0152292706919945","0.0112126549623948","0.0192458864215943"
"High transfer dependency","2014","lower secondary degree","Female","169","0.0275328052652053","0.022125724148705","0.0329398863817056"
"High transfer dependency","2014","lower secondary degree","Male","112","0.0281395455331535","0.0225874261875825","0.0336916648787245"
"High transfer dependency","2014","no degree/no degree yet","Female","66","0.075765933100786","0.0569648124266746","0.0945670537748973"
"High transfer dependency","2014","no degree/no degree yet","Male","61","0.0742435017586519","0.0543625364186888","0.0941244670986151"
"High transfer dependency","2014","Other degree","Female","131","0.0486558702934101","0.0386750686479531","0.0586366719388671"
"High transfer dependency","2014","Other degree","Male","105","0.0643251827448881","0.0518347647018112","0.076815600787965"
"High transfer dependency","2014","secondary school degree","Female","172","0.0269887552132812","0.0222450894809539","0.0317324209456084"
"High transfer dependency","2014","secondary school degree","Male","85","0.0213679906581854","0.0162701044241396","0.0264658768922311"
"Low transfer dependency","2014","college entrance qualification","Female","225","0.0533006648648524","0.046198589966713","0.0604027397629918"
"Low transfer dependency","2014","college entrance qualification","Male","158","0.0372961291340903","0.0310812683470522","0.0435109899211285"
"Low transfer dependency","2014","lower secondary degree","Female","286","0.0590808964952657","0.0512897771879051","0.0668720158026263"
"Low transfer dependency","2014","lower secondary degree","Male","239","0.0524625866133986","0.0449770777126449","0.0599480955141524"
"Low transfer dependency","2014","no degree/no degree yet","Female","100","0.092930428081187","0.0723025274440125","0.113558328718362"
"Low transfer dependency","2014","no degree/no degree yet","Male","96","0.145631954923234","0.118882761091249","0.172381148755219"
"Low transfer dependency","2014","Other degree","Female","202","0.082185122393733","0.0694441336932535","0.0949261110942125"
"Low transfer dependency","2014","Other degree","Male","184","0.0947791174775545","0.0798663721410332","0.109691862814076"
"Low transfer dependency","2014","secondary school degree","Female","359","0.0542670267684473","0.0476354622231683","0.0608985913137263"
"Low transfer dependency","2014","secondary school degree","Male","208","0.0438827425059116","0.0366616809393712","0.0511038040724521"
"Very high transfer dependency","2014","college entrance qualification","Female","79","0.0186165202771921","0.01434304176972","0.0228899987846642"
"Very high transfer dependency","2014","college entrance qualification","Male","51","0.0148822790808042","0.0109109858649426","0.0188535722966659"
"Very high transfer dependency","2014","lower secondary degree","Female","220","0.0380593714705358","0.0317366345276589","0.0443821084134127"
"Very high transfer dependency","2014","lower secondary degree","Male","136","0.0427228446797403","0.0359331971938864","0.0495124921655943"
"Very high transfer dependency","2014","no degree/no degree yet","Female","111","0.125712922302309","0.102158483935666","0.149267360668952"
"Very high transfer dependency","2014","no degree/no degree yet","Male","94","0.126766237133757","0.101535675453165","0.151996798814348"
"Very high transfer dependency","2014","Other degree","Female","190","0.0818338924085212","0.0691177256680716","0.0945500591489707"
"Very high transfer dependency","2014","Other degree","Male","161","0.110237310273303","0.0942922785151914","0.126182342031414"
"Very high transfer dependency","2014","secondary school degree","Female","166","0.0279807109414786","0.0231531191995544","0.0328083026834028"
"Very high transfer dependency","2014","secondary school degree","Male","84","0.0346978197826696","0.0282460134043793","0.0411496261609599"
"Very low transfer dependency","2014","college entrance qualification","Female","3443","0.90858685252049","0.899475130661745","0.917698574379235"
"Very low transfer dependency","2014","college entrance qualification","Male","3305","0.932592321093111","0.924368876511281","0.940815765674941"
"Very low transfer dependency","2014","lower secondary degree","Female","2843","0.875326926768993","0.864410722589657","0.886243130948329"
