"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2010","1-pers.-HH","higher education","8","","","","2"
"High transfer dependency","2010","1-pers.-HH","middle vocational","36","0.0241594209451644","0.0161506948636628","0.032168147026666","2"
"High transfer dependency","2010","1-pers.-HH","vocational + Abi","7","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","inadequately","","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","general elemantary","4","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","middle vocational","42","0.0131792756611084","0.00927588261201485","0.017082668710202","2"
"High transfer dependency","2010","(Married) couple without C. ","vocational + Abi","2","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","higher vocational","3","","","","2"
"High transfer dependency","2010","(Married) couple without C. ","higher education","6","","","","2"
"High transfer dependency","2010","Single parent ","in school","19","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","middle vocational","21","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","higher vocational","2","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","higher education","","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","in school","7","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","in school","3","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","inadequately","","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","general elemantary","14","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","middle vocational","18","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"High transfer dependency","2010","Couple + C. GT 16 ","general elemantary","6","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","inadequately","6","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"High transfer dependency","2010","Couple + C. LE and GT 16","higher education","","","","","2"
"Low transfer dependency","2010","1-pers.-HH","in school","","","","","1"
"Low transfer dependency","2010","1-pers.-HH","inadequately","3","","","","1"
"Low transfer dependency","2010","1-pers.-HH","general elemantary","24","","","","1"
"Low transfer dependency","2010","1-pers.-HH","middle vocational","64","0.0418719562666574","0.0314246543772733","0.0523192581560415","1"
"Low transfer dependency","2010","1-pers.-HH","vocational + Abi","2","","","","1"
"Low transfer dependency","2010","1-pers.-HH","higher vocational","3","","","","1"
"Low transfer dependency","2010","1-pers.-HH","higher education","5","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","in school","","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","inadequately","9","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","general elemantary","14","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","middle vocational","110","0.0403891008041203","0.0336506965648199","0.0471275050434207","1"
"Low transfer dependency","2010","(Married) couple without C. ","vocational + Abi","6","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","higher vocational","10","","","","1"
"Low transfer dependency","2010","(Married) couple without C. ","higher education","24","","","","1"
"Low transfer dependency","2010","Single parent ","in school","26","","","","1"
"Low transfer dependency","2010","Single parent ","inadequately","8","","","","1"
"Low transfer dependency","2010","Single parent ","general elemantary","60","0.168151046600174","0.129991172550959","0.206310920649388","1"
"Low transfer dependency","2010","Single parent ","middle vocational","139","0.123297113276526","0.103787961459419","0.142806265093634","1"
"Low transfer dependency","2010","Single parent ","vocational + Abi","22","","","","1"
"Low transfer dependency","2010","Single parent ","higher vocational","11","","","","1"
"Low transfer dependency","2010","Single parent ","higher education","33","0.0855319033267687","0.0556280743757823","0.115435732277755","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","in school","1","","","","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","inadequately","25","","","","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","general elemantary","122","0.171725932206852","0.141943325366402","0.201508539047301","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","middle vocational","627","0.106904989703662","0.0968351708950686","0.116974808512256","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","vocational + Abi","109","0.0782492731358323","0.0598562532438901","0.0966422930277745","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","higher vocational","60","0.0585708815191054","0.0380702369323097","0.0790715261059012","1"
"Low transfer dependency","2010","Couple + C. LE 16 ","higher education","194","0.0737207441938651","0.0619923496060707","0.0854491387816595","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","in school","7","","","","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","inadequately","9","","","","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","general elemantary","29","","","","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","middle vocational","82","0.0586811663647545","0.0464569321722108","0.0709054005572982","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","vocational + Abi","5","","","","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","higher vocational","12","","","","1"
"Low transfer dependency","2010","Couple + C. GT 16 ","higher education","12","","","","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","in school","45","0.107533209830134","0.0730478643574765","0.142018555302792","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","inadequately","6","","","","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","general elemantary","59","0.182024171568201","0.134940209110612","0.22910813402579","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","middle vocational","103","0.087580294060681","0.0659152416213295","0.109245346500032","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","vocational + Abi","16","","","","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","higher vocational","15","","","","1"
"Low transfer dependency","2010","Couple + C. LE and GT 16","higher education","17","","","","1"
"Very high transfer dependency","2010","1-pers.-HH","in school","","","","","3"
"Very high transfer dependency","2010","1-pers.-HH","inadequately","9","","","","3"
"Very high transfer dependency","2010","1-pers.-HH","general elemantary","25","","","","3"
"Very high transfer dependency","2010","1-pers.-HH","middle vocational","90","0.0688762574849667","0.0556672795866602","0.0820852353832733","3"
"Very high transfer dependency","2010","1-pers.-HH","vocational + Abi","11","","","","3"
"Very high transfer dependency","2010","1-pers.-HH","higher vocational","8","","","","3"
"Very high transfer dependency","2010","1-pers.-HH","higher education","12","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","in school","","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","inadequately","4","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","general elemantary","7","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","middle vocational","29","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","vocational + Abi","","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","higher vocational","1","","","","3"
"Very high transfer dependency","2010","(Married) couple without C. ","higher education","2","","","","3"
"Very high transfer dependency","2010","Single parent ","in school","26","","","","3"
"Very high transfer dependency","2010","Single parent ","inadequately","31","0.418650141013155","0.284561859194865","0.552738422831445","3"
"Very high transfer dependency","2010","Single parent ","general elemantary","117","0.162950102251203","0.125267759071852","0.200632445430554","3"
"Very high transfer dependency","2010","Single parent ","middle vocational","198","0.107489952352564","0.0891107691033854","0.125869135601743","3"
"Very high transfer dependency","2010","Single parent ","vocational + Abi","25","","","","3"
"Very high transfer dependency","2010","Single parent ","higher vocational","4","","","","3"
"Very high transfer dependency","2010","Single parent ","higher education","20","","","","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","inadequately","50","0.233810474376665","0.167392461408457","0.300228487344872","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","general elemantary","125","0.142754787074507","0.115129575711783","0.170379998437231","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","middle vocational","205","0.0419341558073501","0.0354020160561254","0.0484662955585748","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","vocational + Abi","37","0.0334132174418544","0.0211052676857312","0.0457211671979777","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","higher vocational","6","","","","3"
"Very high transfer dependency","2010","Couple + C. LE 16 ","higher education","30","0.0123480484487044","0.00739156260627757","0.0173045342911313","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","in school","8","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","inadequately","2","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","general elemantary","14","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","middle vocational","24","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","higher vocational","","","","","3"
"Very high transfer dependency","2010","Couple + C. GT 16 ","higher education","5","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","in school","20","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","inadequately","11","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","general elemantary","27","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","middle vocational","28","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","vocational + Abi","5","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","higher vocational","1","","","","3"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","higher education","3","","","","3"
"Very low transfer dependency","2010","1-pers.-HH","in school","","","","","0"
"Very low transfer dependency","2010","1-pers.-HH","inadequately","9","","","","0"
"Very low transfer dependency","2010","Single parent ","general elemantary","115","0.481745542908342","0.430763728990632","0.532727356826052","0"
"Very low transfer dependency","2010","Single parent ","middle vocational","594","0.657538875547986","0.629380858197199","0.685696892898773","0"
"Very low transfer dependency","2010","Single parent ","vocational + Abi","117","0.673543321183816","0.606335033018847","0.740751609348786","0"
"Very low transfer dependency","2010","Single parent ","higher vocational","55","0.672515790653913","0.572157126248929","0.772874455058896","0"
"Very low transfer dependency","2010","Single parent ","higher education","267","0.820223735581218","0.779164506143946","0.86128296501849","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","in school","2","","","","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","inadequately","51","0.389892012904614","0.313356796170184","0.466427229639044","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","general elemantary","285","0.58013742091811","0.541163261299175","0.619111580537044","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","middle vocational","2602","0.81424907775254","0.801574953407169","0.82692320209791","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","vocational + Abi","637","0.859770316108043","0.835990015454316","0.88355061676177","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","higher vocational","430","0.931060394234454","0.908941870006048","0.953178918462859","0"
"Very low transfer dependency","2010","Single parent ","inadequately","7","","","","0"
"Very low transfer dependency","2010","Couple + C. LE 16 ","higher education","1652","0.90081038407501","0.887394399794494","0.914226368355527","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","in school","187","0.928097805270261","0.892735619055518","0.963459991485003","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","inadequately","11","","","","0"
"Very low transfer dependency","2010","1-pers.-HH","general elemantary","319","0.799565431128128","0.759047638726705","0.840083223529551","0"
"Very low transfer dependency","2010","1-pers.-HH","middle vocational","1222","0.865092365303211","0.847273491738307","0.882911238868116","0"
"Very low transfer dependency","2010","1-pers.-HH","vocational + Abi","110","0.846817884747486","0.784905795902612","0.908729973592361","0"
"Very low transfer dependency","2010","1-pers.-HH","higher vocational","168","0.896993664306188","0.852710824860014","0.941276503752361","0"
"Very low transfer dependency","2010","1-pers.-HH","higher education","568","0.955611516578966","0.93903487354233","0.972188159615603","0"
"Very low transfer dependency","2010","(Married) couple without C. ","in school","4","","","","0"
"Very low transfer dependency","2010","(Married) couple without C. ","inadequately","32","0.636788577132043","0.4962747005496","0.777302453714487","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","higher education","519","0.94244551738737","0.922728855007656","0.962162179767084","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","in school","238","0.812144980196044","0.768664390189636","0.855625570202452","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","higher education","214","0.857818456942607","0.813071916149026","0.902564997736187","0"
"Very low transfer dependency","2010","(Married) couple without C. ","general elemantary","443","0.935574148938913","0.913331098164317","0.957817199713509","0"
"Very low transfer dependency","2010","(Married) couple without C. ","middle vocational","3098","0.938762671672622","0.930556069019071","0.946969274326173","0"
"Very low transfer dependency","2010","(Married) couple without C. ","vocational + Abi","283","0.977600432371135","0.960598350360061","0.994602514382208","0"
"Very low transfer dependency","2010","(Married) couple without C. ","higher vocational","488","0.971135544082296","0.956489584031801","0.985781504132792","0"
"Very low transfer dependency","2010","(Married) couple without C. ","higher education","1674","0.968150106518254","0.959817441587954","0.976482771448554","0"
"Very low transfer dependency","2010","Single parent ","in school","97","0.661827502981172","0.590289798927945","0.733365207034399","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","general elemantary","279","0.856878306973498","0.818979680040654","0.894776933906343","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","middle vocational","1293","0.907718287120833","0.892664794125463","0.922771780116203","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","vocational + Abi","140","0.951941397228897","0.917364971214943","0.986517823242852","0"
"Very low transfer dependency","2010","Couple + C. GT 16 ","higher vocational","189","0.969362785730868","0.945656261684341","0.993069309777395","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","inadequately","8","","","","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","general elemantary","158","0.705956522324084","0.650361873555817","0.761551171092352","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","middle vocational","505","0.865508347864137","0.839360104900557","0.891656590827718","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","vocational + Abi","78","0.841666587086549","0.770472531380897","0.9128606427922","0"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","higher vocational","94","0.944067224102405","0.901318687871026","0.986815760333785","0"
"High transfer dependency","2011","1-pers.-HH","in school","1","","","","2"
"High transfer dependency","2011","Single parent ","inadequately","9","","","","2"
"High transfer dependency","2011","Single parent ","general elemantary","97","0.165450273607651","0.131456325850182","0.19944422136512","2"
"High transfer dependency","2011","Single parent ","middle vocational","190","0.112362871127226","0.0954787833773568","0.129246958877095","2"
"High transfer dependency","2011","Single parent ","vocational + Abi","19","","","","2"
"High transfer dependency","2011","Single parent ","higher vocational","10","","","","2"
"High transfer dependency","2011","Single parent ","higher education","19","","","","2"
"High transfer dependency","2011","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","2011","Couple + C. LE 16 ","inadequately","29","","","","2"
"High transfer dependency","2011","Couple + C. LE 16 ","general elemantary","70","0.103148730130153","0.0777065645129675","0.128590895747338","2"
"High transfer dependency","2011","Couple + C. LE 16 ","middle vocational","179","0.0345844517243141","0.028632061458652","0.0405368419899763","2"
"High transfer dependency","2011","1-pers.-HH","inadequately","5","","","","2"
"High transfer dependency","2011","1-pers.-HH","general elemantary","23","","","","2"
"High transfer dependency","2011","Single parent ","in school","21","","","","2"
"High transfer dependency","2011","Couple + C. LE 16 ","vocational + Abi","34","0.0224240623137484","0.0123635794588136","0.0324845451686831","2"
"High transfer dependency","2011","Couple + C. LE 16 ","higher vocational","8","","","","2"
"High transfer dependency","2011","Couple + C. LE 16 ","higher education","37","0.0106825367747012","0.00621490210370138","0.015150171445701","2"
"High transfer dependency","2011","1-pers.-HH","higher vocational","7","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","higher education","10","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","in school","4","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","inadequately","1","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","general elemantary","10","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","higher vocational","","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","higher education","6","","","","2"
"High transfer dependency","2011","1-pers.-HH","middle vocational","75","0.0471663969869758","0.0374535302635963","0.0568792637103553","2"
"High transfer dependency","2011","1-pers.-HH","vocational + Abi","9","","","","2"
"High transfer dependency","2011","1-pers.-HH","higher education","11","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","inadequately","3","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","general elemantary","13","","","","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","in school","21","","","","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","inadequately","10","","","","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","general elemantary","40","0.0859732015578538","0.0569756131541224","0.114970789961585","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","middle vocational","45","0.0388921611273725","0.0259855698847285","0.0517987523700166","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","vocational + Abi","6","","","","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","higher vocational","","","","","2"
"High transfer dependency","2011","Couple + C. LE and GT 16","higher education","10","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","vocational + Abi","3","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","higher vocational","5","","","","2"
"High transfer dependency","2011","Couple + C. GT 16 ","middle vocational","28","","","","2"
"High transfer dependency","2011","(Married) couple without C. ","middle vocational","49","0.0124300806886418","0.00910805837596964","0.0157521030013139","2"
"Low transfer dependency","2011","1-pers.-HH","in school","2","","","","1"
"Low transfer dependency","2011","1-pers.-HH","inadequately","5","","","","1"
"Low transfer dependency","2011","1-pers.-HH","general elemantary","26","","","","1"
"Low transfer dependency","2011","1-pers.-HH","middle vocational","88","0.0475612383346874","0.0378098230129383","0.0573126536564365","1"
"Low transfer dependency","2011","1-pers.-HH","vocational + Abi","9","","","","1"
"Low transfer dependency","2011","1-pers.-HH","higher vocational","7","","","","1"
"Low transfer dependency","2011","1-pers.-HH","higher education","13","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","in school","","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","inadequately","4","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","general elemantary","24","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","middle vocational","145","0.0335175917042249","0.0281210563759294","0.0389141270325205","1"
"Low transfer dependency","2011","(Married) couple without C. ","vocational + Abi","16","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","higher vocational","17","","","","1"
"Low transfer dependency","2011","(Married) couple without C. ","higher education","30","0.023270753852457","0.0167140517627801","0.0298274559421339","1"
"Low transfer dependency","2011","Single parent ","in school","39","0.143556335848371","0.0983392380870271","0.188773433609715","1"
"Low transfer dependency","2011","Single parent ","inadequately","9","","","","1"
"Low transfer dependency","2011","Single parent ","general elemantary","63","0.159459912474451","0.125967477382308","0.192952347566594","1"
"Low transfer dependency","2011","Single parent ","middle vocational","190","0.132339636867319","0.114223386871825","0.150455886862813","1"
"Low transfer dependency","2011","Single parent ","vocational + Abi","35","0.114256913963201","0.0743407950070469","0.154173032919354","1"
"Low transfer dependency","2011","Single parent ","higher vocational","12","","","","1"
"Low transfer dependency","2011","Single parent ","higher education","40","0.0849795995442766","0.0585616604241877","0.111397538664366","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","in school","","","","","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","inadequately","28","","","","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","general elemantary","129","0.19003320354679","0.157215342519935","0.222851064573644","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","middle vocational","690","0.125764517208287","0.114962942235364","0.13656609218121","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","vocational + Abi","132","0.0990886178554164","0.0787865932341474","0.119390642476685","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","higher vocational","62","0.0418485472986871","0.0252041539839513","0.0584929406134229","1"
"Low transfer dependency","2011","Couple + C. LE 16 ","higher education","233","0.0720540164759755","0.060816688353771","0.0832913445981799","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","in school","10","","","","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","inadequately","7","","","","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","general elemantary","34","0.088483534008792","0.0591060664163068","0.117861001601277","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","middle vocational","84","0.0544017900468459","0.0433639884907306","0.0654395916029613","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","vocational + Abi","8","","","","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","higher vocational","8","","","","1"
"Low transfer dependency","2011","Couple + C. GT 16 ","higher education","12","","","","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","in school","57","0.0943921402758401","0.0648789998515193","0.123905280700161","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","inadequately","11","","","","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","general elemantary","60","0.0993949067294158","0.0684456565707098","0.130344156888122","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","middle vocational","123","0.0693516265705089","0.0523920269553449","0.0863112261856728","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","vocational + Abi","21","","","","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","higher vocational","11","","","","1"
"Low transfer dependency","2011","Couple + C. LE and GT 16","higher education","19","","","","1"
"Very high transfer dependency","2011","1-pers.-HH","in school","2","","","","3"
"Very high transfer dependency","2011","1-pers.-HH","inadequately","13","","","","3"
"Very high transfer dependency","2011","1-pers.-HH","general elemantary","40","0.108795662149827","0.0814749350075716","0.136116389292081","3"
"Very high transfer dependency","2011","1-pers.-HH","middle vocational","120","0.0584087384184901","0.047664078630657","0.0691533982063233","3"
"Very high transfer dependency","2011","1-pers.-HH","vocational + Abi","21","","","","3"
"Very high transfer dependency","2011","1-pers.-HH","higher vocational","7","","","","3"
"Very high transfer dependency","2011","1-pers.-HH","higher education","18","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","in school","","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","inadequately","6","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","general elemantary","18","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","middle vocational","57","0.0117255063453589","0.00849785778365179","0.014953154907066","3"
"Very high transfer dependency","2011","(Married) couple without C. ","vocational + Abi","3","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","higher vocational","2","","","","3"
"Very high transfer dependency","2011","(Married) couple without C. ","higher education","3","","","","3"
"Very high transfer dependency","2011","Single parent ","in school","34","0.136337353643723","0.0920865054744354","0.18058820181301","3"
"Very high transfer dependency","2011","Single parent ","inadequately","26","","","","3"
"Very high transfer dependency","2011","Single parent ","general elemantary","132","0.182275192671819","0.14695613419302","0.217594251150619","3"
"Very high transfer dependency","2011","Single parent ","middle vocational","249","0.121336977902438","0.103880516257632","0.138793439547244","3"
"Very high transfer dependency","2011","Single parent ","vocational + Abi","31","0.129597301692232","0.0874556773065105","0.171738926077953","3"
"Very high transfer dependency","2011","Single parent ","higher vocational","7","","","","3"
"Very high transfer dependency","2011","Single parent ","higher education","26","","","","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","inadequately","44","0.227480827117922","0.156766365452973","0.298195288782872","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","general elemantary","106","0.150266071333757","0.120375524213122","0.180156618454393","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","middle vocational","187","0.0385198631273188","0.0322507467540206","0.0447889795006169","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","vocational + Abi","33","0.0311198514990258","0.0193209869712911","0.0429187160267606","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","higher vocational","3","","","","3"
"Very high transfer dependency","2011","Couple + C. LE 16 ","higher education","39","0.0118012950134313","0.00710819736579951","0.0164943926610631","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","in school","2","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","inadequately","3","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","general elemantary","8","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","middle vocational","12","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","vocational + Abi","1","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","higher vocational","3","","","","3"
"Very high transfer dependency","2011","Couple + C. GT 16 ","higher education","5","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","in school","16","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","inadequately","10","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","general elemantary","26","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","middle vocational","36","0.0260162145636475","0.0153896624979575","0.0366427666293375","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","higher vocational","2","","","","3"
"Very high transfer dependency","2011","Couple + C. LE and GT 16","higher education","3","","","","3"
"Very low transfer dependency","2011","1-pers.-HH","in school","1","","","","0"
"Very low transfer dependency","2011","1-pers.-HH","inadequately","25","","","","0"
"Very low transfer dependency","2011","1-pers.-HH","general elemantary","410","0.79795883196266","0.762729208901891","0.833188455023428","0"
"Very low transfer dependency","2011","1-pers.-HH","middle vocational","1547","0.846863626259847","0.830364214327618","0.863363038192076","0"
"Very low transfer dependency","2011","Single parent ","general elemantary","167","0.492814621246078","0.447077702525491","0.538551539966665","0"
"Very low transfer dependency","2011","Single parent ","middle vocational","715","0.633960514103017","0.608206583003357","0.659714445202678","0"
"Very low transfer dependency","2011","Single parent ","vocational + Abi","159","0.706813265090809","0.649694648265448","0.763931881916169","0"
"Very low transfer dependency","2011","Single parent ","higher vocational","72","0.693064200852278","0.603114875596834","0.783013526107722","0"
"Very low transfer dependency","2011","Single parent ","higher education","343","0.80671646714896","0.769306778378715","0.844126155919204","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","in school","","","","","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","inadequately","34","0.314137581801357","0.235837961130905","0.392437202471808","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","general elemantary","244","0.5565519949893","0.514995764783605","0.598108225194996","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","middle vocational","2564","0.80113116794008","0.788128604497849","0.814133731382311","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","vocational + Abi","633","0.847367468331809","0.822930581637003","0.871804355026616","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","higher vocational","483","0.946916539309897","0.928280820002108","0.965552258617686","0"
"Very low transfer dependency","2011","Couple + C. LE 16 ","higher education","1725","0.905462151735892","0.892747319797674","0.918176983674111","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","in school","236","0.940164013024513","0.910879981757611","0.969448044291415","0"
"Very low transfer dependency","2011","Couple + C. GT 16 ","inadequately","19","","","","0"
"Very low transfer dependency","2011","1-pers.-HH","higher vocational","190","0.896255588156789","0.855111716359206","0.937399459954371","0"
"Very low transfer dependency","2011","1-pers.-HH","higher education","706","0.952870366441696","0.937683742667857","0.968056990215534","0"
"Very low transfer dependency","2011","(Married) couple without C. ","in school","","","","","0"
"Very low transfer dependency","2011","Single parent ","inadequately","15","","","","0"
"Very low transfer dependency","2011","(Married) couple without C. ","inadequately","57","0.800897128916345","0.707350918083958","0.894443339748732","0"
"Very low transfer dependency","2011","(Married) couple without C. ","middle vocational","4022","0.942326821261774","0.935336946970507","0.949316695553041","0"
