"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2011","16-34 y.","higher education","88","0.0534515068471293","0.0388532136298429","0.0680498000644157"
"Low transfer dependency","2011","35-65 y.","in school","","","",""
"Low transfer dependency","2011","35-65 y.","inadequately","42","0.190725064163005","0.135008627007458","0.246441501318552"
"Low transfer dependency","2011","35-65 y.","general elemantary","140","0.090829561747718","0.0739622092980303","0.107696914197406"
"Low transfer dependency","2011","35-65 y.","middle vocational","810","0.0601573890910601","0.0549852657210433","0.0653295124610769"
"Low transfer dependency","2011","35-65 y.","vocational + Abi","125","0.0541198897420914","0.041607226120942","0.0666325533632407"
"Low transfer dependency","2011","35-65 y.","higher vocational","82","0.0246445338255244","0.016151069420629","0.0331379982304198"
"Low transfer dependency","2011","35-65 y.","higher education","259","0.0377799259159224","0.0319992361452273","0.0435606156866174"
"Low transfer dependency","2011","66 and older","in school","","","",""
"Low transfer dependency","2011","66 and older","inadequately","3","","",""
"Low transfer dependency","2011","66 and older","general elemantary","31","0.0420972237098894","0.0285092544955873","0.0556851929241915"
"Low transfer dependency","2011","66 and older","middle vocational","60","0.0230427653269453","0.0173537783547956","0.028731752299095"
"Low transfer dependency","2011","66 and older","vocational + Abi","5","","",""
"Low transfer dependency","2011","66 and older","higher vocational","13","","",""
"Low transfer dependency","2011","66 and older","higher education","3","","",""
"High transfer dependency","2011","16-34 y.","in school","47","0.0517613094815931","0.037148652072968","0.0663739668902182"
"High transfer dependency","2011","16-34 y.","inadequately","32","0.205294304512806","0.140438840626647","0.270149768398966"
"High transfer dependency","2011","16-34 y.","general elemantary","140","0.0908351511352491","0.0737593167902134","0.107910985480285"
"High transfer dependency","2011","16-34 y.","middle vocational","208","0.051890737610944","0.043960248565105","0.0598212266567831"
"High transfer dependency","2011","16-34 y.","vocational + Abi","29","","",""
"High transfer dependency","2011","16-34 y.","higher vocational","6","","",""
"High transfer dependency","2011","16-34 y.","higher education","28","","",""
"High transfer dependency","2011","35-65 y.","in school","","","",""
"High transfer dependency","2011","35-65 y.","inadequately","22","","",""
"High transfer dependency","2011","35-65 y.","general elemantary","108","0.0573927011324755","0.0437404462147721","0.0710449560501788"
"High transfer dependency","2011","35-65 y.","middle vocational","363","0.0358992806329337","0.0318525816819801","0.0399459795838874"
"High transfer dependency","2011","35-65 y.","vocational + Abi","42","0.0187433561409153","0.0112432353977322","0.0262434768840984"
"High transfer dependency","2011","35-65 y.","higher vocational","23","","",""
"High transfer dependency","2011","35-65 y.","higher education","61","0.0130555581007121","0.00961399307864473","0.0164971231227794"
"High transfer dependency","2011","66 and older","in school","","","",""
"High transfer dependency","2011","66 and older","inadequately","4","","",""
"High transfer dependency","2011","66 and older","general elemantary","16","","",""
"High transfer dependency","2011","66 and older","middle vocational","15","","",""
"High transfer dependency","2011","66 and older","vocational + Abi","3","","",""
"High transfer dependency","2011","66 and older","higher vocational","1","","",""
"High transfer dependency","2011","66 and older","higher education","5","","",""
"Very high transfer dependency","2011","16-34 y.","in school","57","0.046811525928175","0.0328788822792163","0.0607441695771338"
"Very high transfer dependency","2011","16-34 y.","inadequately","56","0.26059479156165","0.19011265262844","0.331076930494859"
"Very high transfer dependency","2011","16-34 y.","general elemantary","184","0.13555118951727","0.115211002094241","0.155891376940298"
"Very high transfer dependency","2011","16-34 y.","middle vocational","245","0.0469995259659892","0.0394326058345738","0.0545664460974046"
"Very high transfer dependency","2011","16-34 y.","vocational + Abi","42","0.0553148277954854","0.0370542642171199","0.073575391373851"
"Very high transfer dependency","2011","16-34 y.","higher vocational","2","","",""
"Very high transfer dependency","2011","16-34 y.","higher education","27","","",""
"Very high transfer dependency","2011","35-65 y.","in school","","","",""
"Very high transfer dependency","2011","35-65 y.","inadequately","47","0.210305927776804","0.152511415454702","0.268100440098906"
"Very high transfer dependency","2011","35-65 y.","general elemantary","156","0.105246031628028","0.0872338905996377","0.123258172656418"
"Very high transfer dependency","2011","35-65 y.","middle vocational","421","0.0406876557825848","0.0363902321169623","0.0449850794482073"
"Very high transfer dependency","2011","35-65 y.","vocational + Abi","51","0.0363901869450326","0.0260340920412922","0.046746281848773"
"Very high transfer dependency","2011","35-65 y.","higher vocational","20","","",""
"Very high transfer dependency","2011","35-65 y.","higher education","64","0.0137444128509153","0.0102144532127987","0.0172743724890318"
"Very high transfer dependency","2011","66 and older","in school","","","",""
"Very high transfer dependency","2011","66 and older","inadequately","2","","",""
"Very high transfer dependency","2011","66 and older","general elemantary","","","",""
"Very high transfer dependency","2011","66 and older","middle vocational","3","","",""
"Very high transfer dependency","2011","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2011","66 and older","higher vocational","2","","",""
"Very high transfer dependency","2011","66 and older","higher education","4","","",""
"Very low transfer dependency","2012","16-34 y.","in school","707","0.833690881867338","0.80941782731584","0.857963936418835"
"Very low transfer dependency","2012","16-34 y.","inadequately","38","0.44297266723055","0.360689539605065","0.525255794856036"
"Very low transfer dependency","2012","16-34 y.","general elemantary","602","0.695163217847595","0.667345769018086","0.722980666677103"
"Very low transfer dependency","2012","16-34 y.","middle vocational","2057","0.808021620579792","0.793386133535617","0.822657107623968"
"Very low transfer dependency","2012","16-34 y.","vocational + Abi","432","0.906511023921382","0.881750058307896","0.931271989534868"
"Very low transfer dependency","2012","16-34 y.","higher vocational","142","0.949084549756476","0.915744434142977","0.982424665369974"
"Very low transfer dependency","2012","16-34 y.","higher education","739","0.899818066798604","0.879890149741165","0.919745983856043"
"Very low transfer dependency","2012","35-65 y.","in school","","","",""
"Very low transfer dependency","2012","35-65 y.","inadequately","81","0.459942244433236","0.388317452628628","0.531567036237844"
"Very low transfer dependency","2012","35-65 y.","general elemantary","706","0.748788619706012","0.723170119324854","0.774407120087169"
"Very low transfer dependency","2012","35-65 y.","middle vocational","6544","0.865688021674344","0.858220146994159","0.87315589635453"
"Very low transfer dependency","2012","35-65 y.","vocational + Abi","1109","0.900116257501976","0.883829324682745","0.916403190321207"
"Very low transfer dependency","2012","35-65 y.","higher vocational","1164","0.952739727048161","0.941060241479901","0.964419212616421"
"Very low transfer dependency","2012","35-65 y.","higher education","3803","0.934734552856441","0.92719165889591","0.942277446816971"
"Very low transfer dependency","2012","66 and older","in school","","","",""
"Very low transfer dependency","2012","66 and older","inadequately","47","0.822042089409825","0.720960416128503","0.923123762691148"
"Very low transfer dependency","2012","66 and older","general elemantary","777","0.943552211578194","0.927746553806766","0.959357869349622"
"Very low transfer dependency","2012","66 and older","middle vocational","2634","0.973409939274739","0.967344913917357","0.979474964632121"
"Very low transfer dependency","2012","66 and older","vocational + Abi","117","0.949206396619668","0.91024334036364","0.988169452875695"
"Very low transfer dependency","2012","66 and older","higher vocational","360","0.945663499164537","0.922751218772637","0.968575779556436"
"Very low transfer dependency","2012","66 and older","higher education","1133","0.979104041613367","0.970840694463413","0.987367388763321"
"Low transfer dependency","2012","16-34 y.","in school","94","0.0863057183012211","0.068000112117889","0.104611324484553"
"Low transfer dependency","2012","16-34 y.","inadequately","33","0.175465536633217","0.112459176094099","0.238471897172335"
"Low transfer dependency","2012","16-34 y.","general elemantary","160","0.105027995677753","0.0865013205915658","0.123554670763941"
"Low transfer dependency","2012","16-34 y.","middle vocational","353","0.0986557274933154","0.0875748020799776","0.109736652906653"
"Low transfer dependency","2012","16-34 y.","vocational + Abi","45","0.029868197908315","0.0153897932233323","0.0443466025932976"
"Low transfer dependency","2012","16-34 y.","higher vocational","18","","",""
"Low transfer dependency","2012","16-34 y.","higher education","87","0.0640058268828878","0.0477602111130766","0.080251442652699"
"Low transfer dependency","2012","35-65 y.","in school","","","",""
"Low transfer dependency","2012","35-65 y.","inadequately","36","0.189683210333256","0.133341051533536","0.246025369132976"
"Low transfer dependency","2012","35-65 y.","general elemantary","134","0.0744535524852675","0.0589476784020075","0.0899594265685275"
"Low transfer dependency","2012","35-65 y.","middle vocational","732","0.06198944235701","0.0567083754190893","0.0672705092949306"
"Low transfer dependency","2012","35-65 y.","vocational + Abi","104","0.0522095784600641","0.0401266042103147","0.0642925527098134"
"Low transfer dependency","2012","35-65 y.","higher vocational","67","0.0270096965412754","0.01808686748621","0.0359325255963408"
"Low transfer dependency","2012","35-65 y.","higher education","205","0.0374004302165221","0.0316059654612752","0.0431948949717691"
"Low transfer dependency","2012","66 and older","in school","","","",""
"Low transfer dependency","2012","66 and older","inadequately","1","","",""
"Low transfer dependency","2012","66 and older","general elemantary","31","0.0352671078941765","0.0226344537477413","0.0478997620406118"
"Low transfer dependency","2012","66 and older","middle vocational","46","0.0144972520984972","0.00999119351713972","0.0190033106798547"
"Low transfer dependency","2012","66 and older","vocational + Abi","4","","",""
"Low transfer dependency","2012","66 and older","higher vocational","10","","",""
"Low transfer dependency","2012","66 and older","higher education","12","","",""
"High transfer dependency","2012","16-34 y.","in school","54","0.0424619842580146","0.0293175459982179","0.0556064225178114"
"High transfer dependency","2012","16-34 y.","inadequately","23","","",""
"High transfer dependency","2012","16-34 y.","general elemantary","128","0.0844264763418668","0.0676258232003387","0.101227129483395"
"High transfer dependency","2012","16-34 y.","middle vocational","189","0.0508181236578121","0.0426569323255648","0.0589793149900593"
"High transfer dependency","2012","16-34 y.","vocational + Abi","23","","",""
"High transfer dependency","2012","16-34 y.","higher vocational","2","","",""
"High transfer dependency","2012","16-34 y.","higher education","26","","",""
"High transfer dependency","2012","35-65 y.","in school","","","",""
"High transfer dependency","2012","35-65 y.","inadequately","27","","",""
"High transfer dependency","2012","35-65 y.","general elemantary","104","0.0681333063685024","0.0532496011896896","0.0830170115473151"
"High transfer dependency","2012","35-65 y.","middle vocational","334","0.0285407653562959","0.0248940317251905","0.0321874989874012"
"High transfer dependency","2012","35-65 y.","vocational + Abi","42","0.0174985744932389","0.010376434124641","0.0246207148618367"
"High transfer dependency","2012","35-65 y.","higher vocational","26","","",""
"High transfer dependency","2012","35-65 y.","higher education","49","0.0134406206319654","0.00992401658541442","0.0169572246785164"
"High transfer dependency","2012","66 and older","in school","","","",""
"High transfer dependency","2012","66 and older","inadequately","5","","",""
"High transfer dependency","2012","66 and older","general elemantary","10","","",""
"High transfer dependency","2012","66 and older","middle vocational","21","","",""
"High transfer dependency","2012","66 and older","vocational + Abi","1","","",""
"High transfer dependency","2012","66 and older","higher vocational","4","","",""
"High transfer dependency","2012","66 and older","higher education","2","","",""
"Very high transfer dependency","2012","16-34 y.","in school","49","0.0375414155734266","0.025150305262456","0.0499325258843972"
"Very high transfer dependency","2012","16-34 y.","inadequately","46","0.240051366615185","0.169301066939796","0.310801666290575"
"Very high transfer dependency","2012","16-34 y.","general elemantary","162","0.115382310132785","0.0960765171023185","0.134688103163252"
"Very high transfer dependency","2012","16-34 y.","middle vocational","183","0.0425045282690801","0.0350080809586746","0.0500009755794855"
"Very high transfer dependency","2012","16-34 y.","vocational + Abi","31","0.0366302385387812","0.0206524301331058","0.0526080469444566"
"Very high transfer dependency","2012","16-34 y.","higher vocational","5","","",""
"Very high transfer dependency","2012","16-34 y.","higher education","20","","",""
"Very high transfer dependency","2012","35-65 y.","in school","","","",""
"Very high transfer dependency","2012","35-65 y.","inadequately","42","0.250925333501507","0.188619827309954","0.313230839693061"
"Very high transfer dependency","2012","35-65 y.","general elemantary","157","0.108624521440218","0.090244385847804","0.127004657032633"
"Very high transfer dependency","2012","35-65 y.","middle vocational","399","0.0437817706123499","0.0393006759931339","0.0482628652315658"
"Very high transfer dependency","2012","35-65 y.","vocational + Abi","47","0.0301755895447207","0.0208834219045189","0.0394677571849224"
"Very high transfer dependency","2012","35-65 y.","higher vocational","11","","",""
"Very high transfer dependency","2012","35-65 y.","higher education","62","0.0144243962950718","0.0107831840862793","0.0180656085038643"
"Very high transfer dependency","2012","66 and older","in school","","","",""
"Very high transfer dependency","2012","66 and older","inadequately","2","","",""
"Very high transfer dependency","2012","66 and older","general elemantary","1","","",""
"Very high transfer dependency","2012","66 and older","middle vocational","2","","",""
"Very high transfer dependency","2012","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2012","66 and older","higher vocational","2","","",""
"Very high transfer dependency","2012","66 and older","higher education","4","","",""
"Very low transfer dependency","2013","16-34 y.","in school","779","0.819386575068301","0.796238768999659","0.842534381136944"
"Very low transfer dependency","2013","16-34 y.","inadequately","57","0.380905929675101","0.313939122195601","0.4478727371546"
"Very low transfer dependency","2013","16-34 y.","general elemantary","916","0.67907748413237","0.655685765294604","0.702469202970136"
"Very low transfer dependency","2013","16-34 y.","middle vocational","2434","0.801934216081885","0.788198472217832","0.815669959945937"
"Very low transfer dependency","2013","16-34 y.","vocational + Abi","498","0.894730626991416","0.870315953791946","0.919145300190885"
"Very low transfer dependency","2013","16-34 y.","higher vocational","138","0.936174293097864","0.897815762318872","0.974532823876856"
"Very low transfer dependency","2013","16-34 y.","higher education","959","0.899987395410784","0.88232994886181","0.917644841959757"
"Very low transfer dependency","2013","35-65 y.","in school","1","","",""
"Very low transfer dependency","2013","35-65 y.","inadequately","158","0.462558911644436","0.410838384552996","0.514279438735876"
"Very low transfer dependency","2013","35-65 y.","general elemantary","951","0.731686349884744","0.709120358292815","0.754252341476673"
"Very low transfer dependency","2013","35-65 y.","middle vocational","6721","0.865089711278867","0.857725483185564","0.87245393937217"
"Very low transfer dependency","2013","35-65 y.","vocational + Abi","1328","0.860784577809337","0.843927530842708","0.877641624775966"
"Very low transfer dependency","2013","35-65 y.","higher vocational","1126","0.932535324632766","0.918437497953257","0.946633151312275"
"Very low transfer dependency","2013","35-65 y.","higher education","4208","0.943100179781343","0.936378818845624","0.949821540717063"
"Very low transfer dependency","2013","66 and older","in school","","","",""
"Very low transfer dependency","2013","66 and older","inadequately","54","0.812399193089347","0.715998554904371","0.908799831274324"
"Very low transfer dependency","2013","66 and older","general elemantary","699","0.929227725677431","0.910983734273574","0.947471717081287"
"Very low transfer dependency","2013","66 and older","middle vocational","2524","0.975932644623416","0.97003829049732","0.981826998749512"
"Very low transfer dependency","2013","66 and older","vocational + Abi","122","0.971656041696593","0.943018234307234","1.00029384908595"
"Very low transfer dependency","2013","66 and older","higher vocational","343","0.978690727325081","0.963668270495999","0.993713184154162"
"Very low transfer dependency","2013","66 and older","higher education","1156","0.982676836195133","0.975226181928449","0.990127490461816"
"Low transfer dependency","2013","16-34 y.","in school","102","0.0663850652316959","0.0514051454593318","0.0813649850040599"
"Low transfer dependency","2013","16-34 y.","inadequately","40","0.220841107840902","0.163637241852199","0.278044973829604"
"Low transfer dependency","2013","16-34 y.","general elemantary","230","0.115699672422464","0.0996720784010211","0.131727266443907"
"Low transfer dependency","2013","16-34 y.","middle vocational","396","0.0957570282540259","0.0856154397744307","0.105898616733621"
"Low transfer dependency","2013","16-34 y.","vocational + Abi","62","0.0694071466048724","0.0491892627549742","0.0896250304547707"
"Low transfer dependency","2013","16-34 y.","higher vocational","12","","",""
"Low transfer dependency","2013","16-34 y.","higher education","88","0.0616838873888036","0.04752455513419","0.0758432196434172"
"Low transfer dependency","2013","35-65 y.","in school","","","",""
"Low transfer dependency","2013","35-65 y.","inadequately","59","0.173523809639673","0.134240443645202","0.212807175634145"
"Low transfer dependency","2013","35-65 y.","general elemantary","187","0.0938284246051836","0.0789778591055362","0.108678990104831"
"Low transfer dependency","2013","35-65 y.","middle vocational","709","0.0591820365428478","0.0540955034353164","0.0642685696503792"
"Low transfer dependency","2013","35-65 y.","vocational + Abi","156","0.0697074243832699","0.0573069048895093","0.0821079438770305"
"Low transfer dependency","2013","35-65 y.","higher vocational","61","0.0449071560983269","0.0332669176872889","0.0565473945093648"
"Low transfer dependency","2013","35-65 y.","higher education","187","0.0278231519840211","0.0230511715112897","0.0325951324567524"
"Low transfer dependency","2013","66 and older","in school","","","",""
"Low transfer dependency","2013","66 and older","inadequately","8","","",""
"Low transfer dependency","2013","66 and older","general elemantary","46","0.0518445520259841","0.0360713982063657","0.0676177058456024"
"Low transfer dependency","2013","66 and older","middle vocational","46","0.0137405239182792","0.00926329441521624","0.0182177534213421"
"Low transfer dependency","2013","66 and older","vocational + Abi","4","","",""
"Low transfer dependency","2013","66 and older","higher vocational","8","","",""
"Low transfer dependency","2013","66 and older","higher education","6","","",""
"High transfer dependency","2013","16-34 y.","in school","86","0.0555969616179585","0.0418091730220409","0.069384750213876"
"High transfer dependency","2013","16-34 y.","inadequately","38","0.10563989138455","0.0632519242131867","0.148027858555914"
"High transfer dependency","2013","16-34 y.","general elemantary","172","0.0753789256588066","0.0621504670977764","0.0886073842198367"
"High transfer dependency","2013","16-34 y.","middle vocational","202","0.0512951948874775","0.0436922476701436","0.0588981421048114"
"High transfer dependency","2013","16-34 y.","vocational + Abi","17","","",""
"High transfer dependency","2013","16-34 y.","higher vocational","2","","",""
"High transfer dependency","2013","16-34 y.","higher education","38","0.0257266042338505","0.0164087916157221","0.0350444168519789"
"High transfer dependency","2013","35-65 y.","in school","","","",""
"High transfer dependency","2013","35-65 y.","inadequately","50","0.123798760600437","0.0896343397567881","0.157963181444086"
"High transfer dependency","2013","35-65 y.","general elemantary","132","0.0647437437722527","0.052211328502303","0.0772761590422024"
"High transfer dependency","2013","35-65 y.","middle vocational","384","0.0296906649395686","0.026031860570572","0.0333494693085653"
"High transfer dependency","2013","35-65 y.","vocational + Abi","66","0.0209174325787023","0.0139486898484387","0.0278861753089659"
"High transfer dependency","2013","35-65 y.","higher vocational","16","","",""
"High transfer dependency","2013","35-65 y.","higher education","76","0.013008888733426","0.00972113274907192","0.0162966447177801"
"High transfer dependency","2013","66 and older","in school","","","",""
"High transfer dependency","2013","66 and older","inadequately","","","",""
"High transfer dependency","2013","66 and older","general elemantary","9","","",""
"High transfer dependency","2013","66 and older","middle vocational","20","","",""
"High transfer dependency","2013","66 and older","vocational + Abi","1","","",""
"High transfer dependency","2013","66 and older","higher vocational","2","","",""
"High transfer dependency","2013","66 and older","higher education","6","","",""
"Very high transfer dependency","2013","16-34 y.","in school","94","0.0586313980820444","0.044495110274124","0.0727676858899647"
"Very high transfer dependency","2013","16-34 y.","inadequately","67","0.292613071099447","0.229872598931378","0.355353543267517"
"Very high transfer dependency","2013","16-34 y.","general elemantary","212","0.12984391778636","0.113001215921949","0.14668661965077"
"Very high transfer dependency","2013","16-34 y.","middle vocational","202","0.0510135607766118","0.0434303887921147","0.058596732761109"
"Very high transfer dependency","2013","16-34 y.","vocational + Abi","30","0.0249032631337071","0.01250657357108","0.0372999526963343"
"Very high transfer dependency","2013","16-34 y.","higher vocational","4","","",""
"Very high transfer dependency","2013","16-34 y.","higher education","24","","",""
"Very high transfer dependency","2013","35-65 y.","in school","","","",""
"Very high transfer dependency","2013","35-65 y.","inadequately","90","0.240118518115453","0.19580872312322","0.284428313107687"
"Very high transfer dependency","2013","35-65 y.","general elemantary","211","0.10974148173782","0.0938225455970194","0.12566041787862"
"Very high transfer dependency","2013","35-65 y.","middle vocational","453","0.0460375872387166","0.0415201093942307","0.0505550650832025"
"Very high transfer dependency","2013","35-65 y.","vocational + Abi","70","0.0485905652286907","0.0381204783308725","0.0590606521265089"
"Very high transfer dependency","2013","35-65 y.","higher vocational","13","","",""
"Very high transfer dependency","2013","35-65 y.","higher education","92","0.0160677795012096","0.0124195396793705","0.0197160193230487"
"Very high transfer dependency","2013","66 and older","in school","","","",""
"Very high transfer dependency","2013","66 and older","inadequately","1","","",""
"Very high transfer dependency","2013","66 and older","general elemantary","5","","",""
"Very high transfer dependency","2013","66 and older","middle vocational","7","","",""
"Very high transfer dependency","2013","66 and older","vocational + Abi","2","","",""
"Very high transfer dependency","2013","66 and older","higher vocational","2","","",""
"Very high transfer dependency","2013","66 and older","higher education","10","","",""
"Very low transfer dependency","2014","16-34 y.","in school","655","0.803281957993782","0.776972954585539","0.829590961402026"
"Very low transfer dependency","2014","16-34 y.","inadequately","36","0.290275168652408","0.219945585575926","0.360604751728891"
"Very low transfer dependency","2014","16-34 y.","general elemantary","766","0.682996938512455","0.657565629588014","0.708428247436897"
"Very low transfer dependency","2014","16-34 y.","middle vocational","2045","0.771472497441246","0.755628798579009","0.787316196303484"
"Very low transfer dependency","2014","16-34 y.","vocational + Abi","408","0.895612648803908","0.868704036538935","0.922521261068881"
"Very low transfer dependency","2014","16-34 y.","higher vocational","112","0.896290571356548","0.844081498863299","0.948499643849796"
"Very low transfer dependency","2014","16-34 y.","higher education","823","0.899426415788869","0.880250462203625","0.918602369374114"
"Very low transfer dependency","2014","35-65 y.","in school","","","",""
"Very low transfer dependency","2014","35-65 y.","inadequately","119","0.45024869399503","0.392789277299097","0.507708110690964"
"Very low transfer dependency","2014","35-65 y.","general elemantary","770","0.727498506367362","0.702462765450723","0.752534247284001"
"Very low transfer dependency","2014","35-65 y.","middle vocational","5958","0.860389620094431","0.852402958661144","0.868376281527718"
"Very low transfer dependency","2014","35-65 y.","vocational + Abi","1174","0.882234796351241","0.86538649911017","0.899083093592312"
"Very low transfer dependency","2014","35-65 y.","higher vocational","1029","0.927074136295818","0.911846338441902","0.942301934149735"
"Very low transfer dependency","2014","35-65 y.","higher education","3767","0.93971355877051","0.932420867156031","0.947006250384988"
"Very low transfer dependency","2014","66 and older","in school","","","",""
"Very low transfer dependency","2014","66 and older","inadequately","37","0.882177591426156","0.79000726591664","0.974347916935672"
"Very low transfer dependency","2014","66 and older","general elemantary","649","0.943727090696956","0.92661887971666","0.960835301677252"
"Very low transfer dependency","2014","66 and older","middle vocational","2507","0.971783141303171","0.965395963823629","0.978170318782712"
"Very low transfer dependency","2014","66 and older","vocational + Abi","120","0.956933934055455","0.922170632041804","0.991697236069105"
"Very low transfer dependency","2014","66 and older","higher vocational","332","0.966059535335024","0.94689660730035","0.985222463369698"
"Very low transfer dependency","2014","66 and older","higher education","1153","0.988334377354436","0.982179112451892","0.994489642256981"
"Low transfer dependency","2014","16-34 y.","in school","86","0.0695302365340841","0.0526962769494882","0.08636419611868"
"Low transfer dependency","2014","16-34 y.","inadequately","39","0.25627330478857","0.188626627497605","0.323919982079535"
"Low transfer dependency","2014","16-34 y.","general elemantary","212","0.121104091612097","0.103273090123219","0.138935093100976"
"Low transfer dependency","2014","16-34 y.","middle vocational","332","0.113193230954308","0.101238168580878","0.125148293327738"
"Low transfer dependency","2014","16-34 y.","vocational + Abi","47","0.0662215563504467","0.0443374474899627","0.0881056652109307"
"Low transfer dependency","2014","16-34 y.","higher vocational","12","","",""
"Low transfer dependency","2014","16-34 y.","higher education","67","0.0534488735778633","0.0391080694666379","0.0677896776890888"
"Low transfer dependency","2014","35-65 y.","in school","","","",""
"Low transfer dependency","2014","35-65 y.","inadequately","63","0.23694029204881","0.187832481938413","0.286048102159207"
"Low transfer dependency","2014","35-65 y.","general elemantary","157","0.0889515630566849","0.0729446539932531","0.104958472120117"
"Low transfer dependency","2014","35-65 y.","middle vocational","606","0.0604875144226987","0.05499409212284","0.0659809367225574"
"Low transfer dependency","2014","35-65 y.","vocational + Abi","114","0.0509399414891059","0.0394469919537786","0.0624328910244332"
"Low transfer dependency","2014","35-65 y.","higher vocational","60","0.045370837872931","0.0331824903676176","0.0575591853782444"
"Low transfer dependency","2014","35-65 y.","higher education","186","0.0325850493313072","0.0271450873150631","0.0380250113475512"
"Low transfer dependency","2014","66 and older","in school","","","",""
"Low transfer dependency","2014","66 and older","inadequately","8","","",""
"Low transfer dependency","2014","66 and older","general elemantary","33","0.0418281022874291","0.0269657518490621","0.0566904527257961"
"Low transfer dependency","2014","66 and older","middle vocational","46","0.0168431612033384","0.0118796023361947","0.0218067200704821"
"Low transfer dependency","2014","66 and older","vocational + Abi","6","","",""
"Low transfer dependency","2014","66 and older","higher vocational","8","","",""
"Low transfer dependency","2014","66 and older","higher education","2","","",""
"High transfer dependency","2014","16-34 y.","in school","55","0.0419093305766291","0.0286473935422883","0.0551712676109698"
"High transfer dependency","2014","16-34 y.","inadequately","33","0.208274673725841","0.145353965847605","0.271195381604078"
"High transfer dependency","2014","16-34 y.","general elemantary","145","0.0714440652120337","0.0573669157762978","0.0855212146477695"
"High transfer dependency","2014","16-34 y.","middle vocational","170","0.0582492034900028","0.0494114860531278","0.0670869209268777"
"High transfer dependency","2014","16-34 y.","vocational + Abi","20","","",""
"High transfer dependency","2014","16-34 y.","higher vocational","4","","",""
"High transfer dependency","2014","16-34 y.","higher education","30","0.027283604577374","0.0168969382966927","0.0376702708580552"
"High transfer dependency","2014","35-65 y.","in school","","","",""
"High transfer dependency","2014","35-65 y.","inadequately","31","0.0756588219230772","0.0451167999828353","0.106200843863319"
"High transfer dependency","2014","35-65 y.","general elemantary","110","0.0636124586183493","0.049889149178774","0.0773357680579247"
"High transfer dependency","2014","35-65 y.","middle vocational","298","0.0312188810761324","0.0272113182589806","0.0352264438932841"
"High transfer dependency","2014","35-65 y.","vocational + Abi","54","0.0236048908980168","0.0156694835175736","0.03154029827846"
"High transfer dependency","2014","35-65 y.","higher vocational","20","","",""
"High transfer dependency","2014","35-65 y.","higher education","60","0.0107534870613677","0.0075933406733635","0.0139136334493719"
"High transfer dependency","2014","66 and older","in school","","","",""
"High transfer dependency","2014","66 and older","inadequately","1","","",""
"High transfer dependency","2014","66 and older","general elemantary","9","","",""
"High transfer dependency","2014","66 and older","middle vocational","22","","",""
"High transfer dependency","2014","66 and older","vocational + Abi","2","","",""
"High transfer dependency","2014","66 and older","higher vocational","2","","",""
"High transfer dependency","2014","66 and older","higher education","3","","",""
"Very high transfer dependency","2014","16-34 y.","in school","81","0.0852784748955044","0.0667937727779922","0.103763177013017"
"Very high transfer dependency","2014","16-34 y.","inadequately","52","0.24517685283318","0.17851913547354","0.31183457019282"
"Very high transfer dependency","2014","16-34 y.","general elemantary","163","0.124454904663413","0.106413395023365","0.142496414303462"
"Very high transfer dependency","2014","16-34 y.","middle vocational","151","0.0570850681144431","0.0483307033793751","0.0658394328495111"
"Very high transfer dependency","2014","16-34 y.","vocational + Abi","21","","",""
"Very high transfer dependency","2014","16-34 y.","higher vocational","3","","",""
"Very high transfer dependency","2014","16-34 y.","higher education","25","","",""
"Very high transfer dependency","2014","35-65 y.","in school","","","",""
"Very high transfer dependency","2014","35-65 y.","inadequately","75","0.237152192033083","0.188029249915931","0.286275134150234"
"Very high transfer dependency","2014","35-65 y.","general elemantary","178","0.119937471957604","0.101669339068757","0.13820560484645"
"Very high transfer dependency","2014","35-65 y.","middle vocational","372","0.0479039844067378","0.042982625582519","0.0528253432309566"
"Very high transfer dependency","2014","35-65 y.","vocational + Abi","64","0.043220371261636","0.0325910474589715","0.0538496950643004"
"Very high transfer dependency","2014","35-65 y.","higher vocational","11","","",""
"Very high transfer dependency","2014","35-65 y.","higher education","79","0.0169479048368155","0.0129930863696296","0.0209027233040014"
"Very high transfer dependency","2014","66 and older","in school","","","",""
"Very high transfer dependency","2014","66 and older","inadequately","1","","",""
"Very high transfer dependency","2014","66 and older","general elemantary","6","","",""
"Very high transfer dependency","2014","66 and older","middle vocational","7","","",""
"Very high transfer dependency","2014","66 and older","vocational + Abi","3","","",""
"Very high transfer dependency","2014","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2014","66 and older","higher education","11","","",""
"Very low transfer dependency","2015","16-34 y.","in school","556","0.788247565292205","0.759353210161363","0.817141920423047"
"Very low transfer dependency","2015","16-34 y.","inadequately","48","0.328124900216772","0.259341214579417","0.396908585854127"
"Very low transfer dependency","2015","16-34 y.","general elemantary","756","0.68409024933807","0.658350117259794","0.709830381416345"
"Very low transfer dependency","2015","16-34 y.","middle vocational","2020","0.814734496751328","0.799852246512166","0.82961674699049"
"Very low transfer dependency","2015","16-34 y.","vocational + Abi","451","0.880834181608421","0.853608950761972","0.908059412454871"
"Very low transfer dependency","2015","16-34 y.","higher vocational","116","0.966498021112882","0.934953146941815","0.99804289528395"
