"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2016","Berlin","Other degree","80","0.728165246208249","0.645769167597038","0.810561324819461"
"Very low transfer dependency","2016","Berlin","no degree/no degree yet","18","","",""
"Very low transfer dependency","2016","Brandenburg","lower secondary degree","168","0.828254682848047","0.776243490686723","0.880265875009371"
"Very low transfer dependency","2016","Brandenburg","secondary school degree","326","0.904237840485838","0.874612265345418","0.933863415626258"
"Very low transfer dependency","2016","Brandenburg","college entrance qualification","219","0.941319129159026","0.911522587683298","0.971115670634754"
"Very low transfer dependency","2016","Brandenburg","Other degree","45","0.665056471912147","0.561633228143147","0.768479715681147"
"Very low transfer dependency","2016","Brandenburg","no degree/no degree yet","20","","",""
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","lower secondary degree","74","0.82677445823081","0.749443450944807","0.904105465516813"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","secondary school degree","196","0.809920944509568","0.761573193364798","0.858268695654339"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","college entrance qualification","113","0.908676451233674","0.858575928530077","0.958776973937272"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","Other degree","8","","",""
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","15","","",""
"Very low transfer dependency","2016","Saxony","lower secondary degree","210","0.815924465085383","0.769612312831758","0.862236617339008"
"Very low transfer dependency","2016","Saxony","secondary school degree","595","0.88845908126912","0.864936244442482","0.911981918095759"
"Very low transfer dependency","2016","Saxony","college entrance qualification","335","0.859096960025415","0.824252801837801","0.893941118213029"
"Very low transfer dependency","2016","Saxony","Other degree","32","0.814128758998386","0.707367017233314","0.920890500763458"
"Very low transfer dependency","2016","Saxony","no degree/no degree yet","34","0.764758405066235","0.642187226448512","0.887329583683958"
"Very low transfer dependency","2016","Saxony-Anhalt","lower secondary degree","130","0.804478735059268","0.746215798054984","0.862741672063552"
"Very low transfer dependency","2016","Saxony-Anhalt","secondary school degree","297","0.821366626746255","0.782389397595718","0.860343855896792"
"Very low transfer dependency","2016","Saxony-Anhalt","college entrance qualification","172","0.848050491517302","0.797008008208427","0.899092974826177"
"Very low transfer dependency","2016","Saxony-Anhalt","Other degree","19","","",""
"Very low transfer dependency","2016","Saxony-Anhalt","no degree/no degree yet","18","","",""
"Very low transfer dependency","2016","Thuringia","lower secondary degree","184","0.829036023143523","0.778945308154423","0.879126738132623"
"Very low transfer dependency","2016","Thuringia","secondary school degree","335","0.847479436285164","0.811934265828278","0.88302460674205"
"Very low transfer dependency","2016","Thuringia","college entrance qualification","165","0.904723348256147","0.862866325773095","0.946580370739199"
"Very low transfer dependency","2016","Thuringia","Other degree","43","0.715611970279401","0.609931794863103","0.8212921456957"
"Very low transfer dependency","2016","Thuringia","no degree/no degree yet","14","","",""
"Low transfer dependency","2016","Schleswig-Holstein","lower secondary degree","27","","",""
"Low transfer dependency","2016","Schleswig-Holstein","secondary school degree","19","","",""
"Low transfer dependency","2016","Schleswig-Holstein","college entrance qualification","10","","",""
"Low transfer dependency","2016","Schleswig-Holstein","Other degree","9","","",""
"Low transfer dependency","2016","Schleswig-Holstein","no degree/no degree yet","7","","",""
"Low transfer dependency","2016","Hamburg","lower secondary degree","2","","",""
"Low transfer dependency","2016","Hamburg","secondary school degree","3","","",""
"Low transfer dependency","2016","Hamburg","college entrance qualification","6","","",""
"Low transfer dependency","2016","Hamburg","Other degree","11","","",""
"Low transfer dependency","2016","Hamburg","no degree/no degree yet","4","","",""
"Low transfer dependency","2016","Lower Saxony","lower secondary degree","48","0.0535095009212687","0.0352572997391758","0.0717617021033617"
"Low transfer dependency","2016","Lower Saxony","secondary school degree","43","0.0675994399515102","0.0484022254273876","0.0867966544756328"
"Low transfer dependency","2016","Lower Saxony","college entrance qualification","27","","",""
"Low transfer dependency","2016","Lower Saxony","Other degree","43","0.199096769114891","0.153137700263901","0.245055837965881"
"Low transfer dependency","2016","Lower Saxony","no degree/no degree yet","26","","",""
"Low transfer dependency","2016","Bremen","lower secondary degree","3","","",""
"Low transfer dependency","2016","Bremen","secondary school degree","2","","",""
"Low transfer dependency","2016","Bremen","college entrance qualification","4","","",""
"Low transfer dependency","2016","Bremen","Other degree","4","","",""
"Low transfer dependency","2016","Bremen","no degree/no degree yet","1","","",""
"Low transfer dependency","2016","North Rhine-Westphalia","lower secondary degree","83","0.0536067752160369","0.0409573701686267","0.066256180263447"
"Low transfer dependency","2016","North Rhine-Westphalia","secondary school degree","61","0.0341386306039356","0.0230113069441857","0.0452659542636855"
"Low transfer dependency","2016","North Rhine-Westphalia","college entrance qualification","84","0.0514532608181841","0.0406114065198606","0.0622951151165077"
"Low transfer dependency","2016","North Rhine-Westphalia","Other degree","92","0.0934419816741333","0.0730166267656894","0.113867336582577"
"Low transfer dependency","2016","North Rhine-Westphalia","no degree/no degree yet","55","0.114853927386567","0.0817793440722858","0.147928510700847"
"Low transfer dependency","2016","Hesse","lower secondary degree","20","","",""
"Low transfer dependency","2016","Hesse","secondary school degree","25","","",""
"Low transfer dependency","2016","Hesse","college entrance qualification","22","","",""
"Low transfer dependency","2016","Hesse","Other degree","25","","",""
"Low transfer dependency","2016","Hesse","no degree/no degree yet","7","","",""
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","lower secondary degree","37","0.0754913479391779","0.051607558047213","0.0993751378311429"
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","secondary school degree","20","","",""
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","college entrance qualification","11","","",""
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","Other degree","40","0.0929917889894895","0.058156423531136","0.127827154447843"
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","10","","",""
"Low transfer dependency","2016","Baden-Württemberg","lower secondary degree","39","0.0300682813869234","0.0173810063393789","0.0427555564344679"
"Low transfer dependency","2016","Baden-Württemberg","secondary school degree","33","0.0330616926467932","0.019768857651114","0.0463545276424723"
"Low transfer dependency","2016","Baden-Württemberg","college entrance qualification","20","","",""
"Low transfer dependency","2016","Baden-Württemberg","Other degree","41","0.0617618223801965","0.040022087731744","0.083501557028649"
"Low transfer dependency","2016","Baden-Württemberg","no degree/no degree yet","6","","",""
"Low transfer dependency","2016","Bavaria","lower secondary degree","66","0.0384476768995497","0.0274303389131391","0.0494650148859604"
"Low transfer dependency","2016","Bavaria","secondary school degree","45","0.0390909314076168","0.0268308986744594","0.0513509641407742"
"Low transfer dependency","2016","Bavaria","college entrance qualification","34","0.0210962716987633","0.0118304283896696","0.030362115007857"
"Low transfer dependency","2016","Bavaria","Other degree","65","0.085991112128384","0.0641167496903258","0.107865474566442"
"Low transfer dependency","2016","Bavaria","no degree/no degree yet","14","","",""
"Low transfer dependency","2016","Berlin","lower secondary degree","13","","",""
"Low transfer dependency","2016","Berlin","secondary school degree","22","","",""
"Low transfer dependency","2016","Berlin","college entrance qualification","21","","",""
"Low transfer dependency","2016","Berlin","Other degree","17","","",""
"Low transfer dependency","2016","Berlin","no degree/no degree yet","3","","",""
"Low transfer dependency","2016","Brandenburg","lower secondary degree","12","","",""
"Low transfer dependency","2016","Brandenburg","secondary school degree","31","0.0581283134604101","0.0345714091291786","0.0816852177916416"
"Low transfer dependency","2016","Brandenburg","college entrance qualification","18","","",""
"Low transfer dependency","2016","Brandenburg","Other degree","12","","",""
"Low transfer dependency","2016","Brandenburg","no degree/no degree yet","7","","",""
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","lower secondary degree","11","","",""
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","secondary school degree","25","","",""
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","college entrance qualification","9","","",""
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Low transfer dependency","2016","Saxony","lower secondary degree","19","","",""
"Low transfer dependency","2016","Saxony","secondary school degree","48","0.062709298303982","0.0445935200179592","0.0808250765900049"
"Low transfer dependency","2016","Saxony","college entrance qualification","32","0.0882553245385613","0.0598463354444865","0.116664313632636"
"Low transfer dependency","2016","Saxony","Other degree","5","","",""
"Low transfer dependency","2016","Saxony","no degree/no degree yet","","","",""
"Low transfer dependency","2016","Saxony-Anhalt","lower secondary degree","23","","",""
"Low transfer dependency","2016","Saxony-Anhalt","secondary school degree","45","0.101112061559971","0.070434884333682","0.13178923878626"
"Low transfer dependency","2016","Saxony-Anhalt","college entrance qualification","9","","",""
"Low transfer dependency","2016","Saxony-Anhalt","Other degree","10","","",""
"Low transfer dependency","2016","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Low transfer dependency","2016","Thuringia","lower secondary degree","13","","",""
"Low transfer dependency","2016","Thuringia","secondary school degree","33","0.0721339705120971","0.0465561007167385","0.0977118403074556"
"Low transfer dependency","2016","Thuringia","college entrance qualification","16","","",""
"Low transfer dependency","2016","Thuringia","Other degree","10","","",""
"Low transfer dependency","2016","Thuringia","no degree/no degree yet","2","","",""
"High transfer dependency","2016","Schleswig-Holstein","lower secondary degree","12","","",""
"High transfer dependency","2016","Schleswig-Holstein","secondary school degree","9","","",""
"High transfer dependency","2016","Schleswig-Holstein","college entrance qualification","2","","",""
"High transfer dependency","2016","Schleswig-Holstein","Other degree","7","","",""
"High transfer dependency","2016","Schleswig-Holstein","no degree/no degree yet","1","","",""
"High transfer dependency","2016","Hamburg","lower secondary degree","2","","",""
"High transfer dependency","2016","Hamburg","secondary school degree","1","","",""
"High transfer dependency","2016","Hamburg","college entrance qualification","","","",""
"High transfer dependency","2016","Hamburg","Other degree","5","","",""
"High transfer dependency","2016","Hamburg","no degree/no degree yet","1","","",""
"High transfer dependency","2016","Lower Saxony","lower secondary degree","18","","",""
"High transfer dependency","2016","Lower Saxony","secondary school degree","19","","",""
"High transfer dependency","2016","Lower Saxony","college entrance qualification","18","","",""
"High transfer dependency","2016","Lower Saxony","Other degree","20","","",""
"High transfer dependency","2016","Lower Saxony","no degree/no degree yet","6","","",""
"High transfer dependency","2016","Bremen","lower secondary degree","2","","",""
"High transfer dependency","2016","Bremen","secondary school degree","1","","",""
"High transfer dependency","2016","Bremen","college entrance qualification","3","","",""
"High transfer dependency","2016","Bremen","Other degree","3","","",""
"High transfer dependency","2016","Bremen","no degree/no degree yet","3","","",""
"High transfer dependency","2016","North Rhine-Westphalia","lower secondary degree","66","0.0441250470311616","0.0325913755130815","0.0556587185492416"
"High transfer dependency","2016","North Rhine-Westphalia","secondary school degree","31","0.015416484673965","0.0078667927145952","0.0229661766333348"
"High transfer dependency","2016","North Rhine-Westphalia","college entrance qualification","21","","",""
"High transfer dependency","2016","North Rhine-Westphalia","Other degree","59","0.0408459912301917","0.0269554335346033","0.0547365489257802"
"High transfer dependency","2016","North Rhine-Westphalia","no degree/no degree yet","40","0.0895959082214669","0.059969761347367","0.119222055095567"
"High transfer dependency","2016","Hesse","lower secondary degree","7","","",""
"High transfer dependency","2016","Hesse","secondary school degree","9","","",""
"High transfer dependency","2016","Hesse","college entrance qualification","8","","",""
"High transfer dependency","2016","Hesse","Other degree","16","","",""
"High transfer dependency","2016","Hesse","no degree/no degree yet","10","","",""
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","lower secondary degree","21","","",""
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","secondary school degree","5","","",""
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","Other degree","13","","",""
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","5","","",""
"High transfer dependency","2016","Baden-Württemberg","lower secondary degree","17","","",""
"High transfer dependency","2016","Baden-Württemberg","secondary school degree","6","","",""
"High transfer dependency","2016","Baden-Württemberg","college entrance qualification","7","","",""
"High transfer dependency","2016","Baden-Württemberg","Other degree","15","","",""
"High transfer dependency","2016","Baden-Württemberg","no degree/no degree yet","10","","",""
"High transfer dependency","2016","Bavaria","lower secondary degree","14","","",""
"High transfer dependency","2016","Bavaria","secondary school degree","14","","",""
"High transfer dependency","2016","Bavaria","college entrance qualification","9","","",""
"High transfer dependency","2016","Bavaria","Other degree","26","","",""
"High transfer dependency","2016","Bavaria","no degree/no degree yet","8","","",""
"High transfer dependency","2016","Berlin","lower secondary degree","9","","",""
"High transfer dependency","2016","Berlin","secondary school degree","15","","",""
"High transfer dependency","2016","Berlin","college entrance qualification","7","","",""
"High transfer dependency","2016","Berlin","Other degree","5","","",""
"High transfer dependency","2016","Berlin","no degree/no degree yet","7","","",""
"High transfer dependency","2016","Brandenburg","lower secondary degree","6","","",""
"High transfer dependency","2016","Brandenburg","secondary school degree","4","","",""
"High transfer dependency","2016","Brandenburg","college entrance qualification","","","",""
"High transfer dependency","2016","Brandenburg","Other degree","4","","",""
"High transfer dependency","2016","Brandenburg","no degree/no degree yet","1","","",""
"High transfer dependency","2016","Mecklenburg-Western Pomerania","lower secondary degree","2","","",""
"High transfer dependency","2016","Mecklenburg-Western Pomerania","secondary school degree","19","","",""
"High transfer dependency","2016","Mecklenburg-Western Pomerania","college entrance qualification","2","","",""
"High transfer dependency","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"High transfer dependency","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"High transfer dependency","2016","Saxony","lower secondary degree","18","","",""
"High transfer dependency","2016","Saxony","secondary school degree","20","","",""
"High transfer dependency","2016","Saxony","college entrance qualification","5","","",""
"High transfer dependency","2016","Saxony","Other degree","6","","",""
"High transfer dependency","2016","Saxony","no degree/no degree yet","5","","",""
"High transfer dependency","2016","Saxony-Anhalt","lower secondary degree","4","","",""
"High transfer dependency","2016","Saxony-Anhalt","secondary school degree","10","","",""
"High transfer dependency","2016","Saxony-Anhalt","college entrance qualification","4","","",""
"High transfer dependency","2016","Saxony-Anhalt","Other degree","6","","",""
"High transfer dependency","2016","Saxony-Anhalt","no degree/no degree yet","5","","",""
"High transfer dependency","2016","Thuringia","lower secondary degree","12","","",""
"High transfer dependency","2016","Thuringia","secondary school degree","16","","",""
"High transfer dependency","2016","Thuringia","college entrance qualification","7","","",""
"High transfer dependency","2016","Thuringia","Other degree","10","","",""
"High transfer dependency","2016","Thuringia","no degree/no degree yet","","","",""
"Very high transfer dependency","2016","Schleswig-Holstein","lower secondary degree","13","","",""
"Very high transfer dependency","2016","Schleswig-Holstein","secondary school degree","10","","",""
"Very high transfer dependency","2016","Schleswig-Holstein","college entrance qualification","3","","",""
"Very high transfer dependency","2016","Schleswig-Holstein","Other degree","16","","",""
"Very high transfer dependency","2016","Schleswig-Holstein","no degree/no degree yet","13","","",""
"Very high transfer dependency","2016","Hamburg","lower secondary degree","","","",""
"Very high transfer dependency","2016","Hamburg","secondary school degree","2","","",""
"Very high transfer dependency","2016","Hamburg","college entrance qualification","","","",""
"Very high transfer dependency","2016","Hamburg","Other degree","7","","",""
"Very high transfer dependency","2016","Hamburg","no degree/no degree yet","2","","",""
"Very high transfer dependency","2016","Lower Saxony","lower secondary degree","37","0.0524818163717686","0.0343959268865734","0.0705677058569639"
"Very high transfer dependency","2016","Lower Saxony","secondary school degree","26","","",""
"Very high transfer dependency","2016","Lower Saxony","college entrance qualification","13","","",""
"Very high transfer dependency","2016","Lower Saxony","Other degree","34","0.0794193764004366","0.0482991145025675","0.110539638298306"
"Very high transfer dependency","2016","Lower Saxony","no degree/no degree yet","26","","",""
"Very high transfer dependency","2016","Bremen","lower secondary degree","7","","",""
"Very high transfer dependency","2016","Bremen","secondary school degree","5","","",""
"Very high transfer dependency","2016","Bremen","college entrance qualification","2","","",""
"Very high transfer dependency","2016","Bremen","Other degree","9","","",""
"Very high transfer dependency","2016","Bremen","no degree/no degree yet","7","","",""
"Very high transfer dependency","2016","North Rhine-Westphalia","lower secondary degree","80","0.0318943094893122","0.0220260074066309","0.0417626115719934"
"Very high transfer dependency","2016","North Rhine-Westphalia","secondary school degree","43","0.0437447174100008","0.0312115741039194","0.0562778607160822"
"Very high transfer dependency","2016","North Rhine-Westphalia","college entrance qualification","24","","",""
"Very high transfer dependency","2016","North Rhine-Westphalia","Other degree","110","0.12749621530117","0.104089897579352","0.150902533022988"
"Very high transfer dependency","2016","North Rhine-Westphalia","no degree/no degree yet","69","0.133729292776702","0.0984228412161814","0.169035744337222"
"Very high transfer dependency","2016","Hesse","lower secondary degree","23","","",""
"Very high transfer dependency","2016","Hesse","secondary school degree","16","","",""
"Very high transfer dependency","2016","Hesse","college entrance qualification","7","","",""
"Very high transfer dependency","2016","Hesse","Other degree","21","","",""
"Very high transfer dependency","2016","Hesse","no degree/no degree yet","10","","",""
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","lower secondary degree","8","","",""
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","secondary school degree","8","","",""
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","college entrance qualification","6","","",""
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"Very high transfer dependency","2016","Baden-Württemberg","lower secondary degree","18","","",""
"Very high transfer dependency","2016","Baden-Württemberg","secondary school degree","7","","",""
"Very high transfer dependency","2016","Baden-Württemberg","college entrance qualification","9","","",""
"Very high transfer dependency","2016","Baden-Württemberg","Other degree","26","","",""
"Very high transfer dependency","2016","Baden-Württemberg","no degree/no degree yet","7","","",""
"Very high transfer dependency","2016","Bavaria","lower secondary degree","20","","",""
"Very high transfer dependency","2016","Bavaria","secondary school degree","9","","",""
"Very high transfer dependency","2016","Bavaria","college entrance qualification","10","","",""
"Very high transfer dependency","2016","Bavaria","Other degree","33","0.0415657914016608","0.0259924217785074","0.0571391610248142"
"Very high transfer dependency","2016","Bavaria","no degree/no degree yet","13","","",""
"Very high transfer dependency","2016","Berlin","lower secondary degree","13","","",""
"Very high transfer dependency","2016","Berlin","secondary school degree","12","","",""
"Very high transfer dependency","2016","Berlin","college entrance qualification","11","","",""
"Very high transfer dependency","2016","Berlin","Other degree","10","","",""
"Very high transfer dependency","2016","Berlin","no degree/no degree yet","7","","",""
"Very high transfer dependency","2016","Brandenburg","lower secondary degree","16","","",""
"Very high transfer dependency","2016","Brandenburg","secondary school degree","18","","",""
"Very high transfer dependency","2016","Brandenburg","college entrance qualification","2","","",""
"Very high transfer dependency","2016","Brandenburg","Other degree","19","","",""
"Very high transfer dependency","2016","Brandenburg","no degree/no degree yet","4","","",""
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","lower secondary degree","5","","",""
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","secondary school degree","13","","",""
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","college entrance qualification","3","","",""
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","Other degree","5","","",""
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Very high transfer dependency","2016","Saxony","lower secondary degree","22","","",""
"Very high transfer dependency","2016","Saxony","secondary school degree","25","","",""
"Very high transfer dependency","2016","Saxony","college entrance qualification","11","","",""
"Very high transfer dependency","2016","Saxony","Other degree","8","","",""
"Very high transfer dependency","2016","Saxony","no degree/no degree yet","7","","",""
"Very high transfer dependency","2016","Saxony-Anhalt","lower secondary degree","21","","",""
"Very high transfer dependency","2016","Saxony-Anhalt","secondary school degree","19","","",""
"Very high transfer dependency","2016","Saxony-Anhalt","college entrance qualification","5","","",""
"Very high transfer dependency","2016","Saxony-Anhalt","Other degree","10","","",""
"Very high transfer dependency","2016","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Very high transfer dependency","2016","Thuringia","lower secondary degree","8","","",""
"Very high transfer dependency","2016","Thuringia","secondary school degree","9","","",""
"Very high transfer dependency","2016","Thuringia","college entrance qualification","1","","",""
"Very high transfer dependency","2016","Thuringia","Other degree","7","","",""
"Very high transfer dependency","2016","Thuringia","no degree/no degree yet","2","","",""
"Very low transfer dependency","2017","Schleswig-Holstein","lower secondary degree","189","0.907115734023755","0.869764364933505","0.944467103114005"
"Very low transfer dependency","2017","Schleswig-Holstein","secondary school degree","227","0.888799137898449","0.851776778204325","0.925821497592574"
"Very low transfer dependency","2017","Schleswig-Holstein","college entrance qualification","256","0.948742258389266","0.922535247128394","0.974949269650138"
"Very low transfer dependency","2017","Schleswig-Holstein","Other degree","60","0.736283929217571","0.668428978003882","0.804138880431259"
"Very low transfer dependency","2017","Schleswig-Holstein","no degree/no degree yet","25","","",""
"Very low transfer dependency","2017","Hamburg","lower secondary degree","62","0.905443649850603","0.83640383637563","0.974483463325576"
"Very low transfer dependency","2017","Hamburg","secondary school degree","81","0.921758161128348","0.865964982077076","0.977551340179621"
"Very low transfer dependency","2017","Hamburg","college entrance qualification","185","0.977936569946254","0.957424625270071","0.998448514622437"
"Very low transfer dependency","2017","Hamburg","Other degree","44","0.6934048570465","0.597070139157553","0.789739574935448"
"Very low transfer dependency","2017","Hamburg","no degree/no degree yet","15","","",""
"Very low transfer dependency","2017","Lower Saxony","lower secondary degree","513","0.884251325450967","0.859068867393276","0.909433783508658"
"Very low transfer dependency","2017","Lower Saxony","secondary school degree","713","0.93619709102006","0.919292907379481","0.953101274660639"
"Very low transfer dependency","2017","Lower Saxony","college entrance qualification","733","0.933197068959145","0.915819223153987","0.950574914764304"
"Very low transfer dependency","2017","Lower Saxony","Other degree","195","0.691810472775457","0.645445703006429","0.738175242544485"
"Very low transfer dependency","2017","Lower Saxony","no degree/no degree yet","94","0.700280596399105","0.640285250966325","0.760275941831885"
"Very low transfer dependency","2017","Bremen","lower secondary degree","29","","",""
"Very low transfer dependency","2017","Bremen","secondary school degree","42","0.843144526754018","0.744301219001723","0.941987834506312"
"Very low transfer dependency","2017","Bremen","college entrance qualification","59","0.906769524705103","0.837148871023882","0.976390178386325"
"Very low transfer dependency","2017","Bremen","Other degree","18","","",""
"Very low transfer dependency","2017","Bremen","no degree/no degree yet","6","","",""
"Very low transfer dependency","2017","North Rhine-Westphalia","lower secondary degree","1060","0.887789734613705","0.870525913254045","0.905053555973365"
"Very low transfer dependency","2017","North Rhine-Westphalia","secondary school degree","1029","0.923279654877096","0.908100588889733","0.938458720864458"
"Very low transfer dependency","2017","North Rhine-Westphalia","college entrance qualification","1717","0.941025779995014","0.930276440750358","0.951775119239671"
"Very low transfer dependency","2017","North Rhine-Westphalia","Other degree","510","0.722447368804479","0.693464644582628","0.75143009302633"
"Very low transfer dependency","2017","North Rhine-Westphalia","no degree/no degree yet","230","0.627137824081185","0.584709734175274","0.669565913987097"
"Very low transfer dependency","2017","Hesse","lower secondary degree","281","0.837674545218928","0.799152642274939","0.876196448162917"
"Very low transfer dependency","2017","Hesse","secondary school degree","383","0.886102777311625","0.856418917712287","0.915786636910964"
"Very low transfer dependency","2017","Hesse","college entrance qualification","566","0.943118138743449","0.924569816687565","0.961666460799332"
"Very low transfer dependency","2017","Hesse","Other degree","202","0.751386719052229","0.707873380493524","0.794900057610935"
"Very low transfer dependency","2017","Hesse","no degree/no degree yet","83","0.813182689140899","0.756084255293596","0.870281122988203"
"Very low transfer dependency","2017","Rhineland-Palatinate,Saarland","lower secondary degree","423","0.909240790294204","0.883461336604814","0.935020243983594"
"Very low transfer dependency","2017","Rhineland-Palatinate,Saarland","secondary school degree","286","0.926710525518844","0.898066939869777","0.955354111167912"
"Very low transfer dependency","2017","Rhineland-Palatinate,Saarland","college entrance qualification","351","0.929277010927576","0.903330118118838","0.955223903736314"
"Very low transfer dependency","2017","Rhineland-Palatinate,Saarland","Other degree","192","0.765905095144172","0.720289057949164","0.81152113233918"
"Very low transfer dependency","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","56","0.858016155561896","0.790610447220423","0.92542186390337"
"Very low transfer dependency","2017","Baden-Württemberg","lower secondary degree","616","0.932706325206321","0.913917599655226","0.951495050757415"
"Very low transfer dependency","2017","Baden-Württemberg","secondary school degree","701","0.949748760812441","0.934124269811428","0.965373251813454"
"Very low transfer dependency","2017","Baden-Württemberg","college entrance qualification","945","0.957117530947523","0.944516792596716","0.969718269298331"
"Very low transfer dependency","2017","Baden-Württemberg","Other degree","354","0.858080960663901","0.830227837522437","0.885934083805364"
"Very low transfer dependency","2017","Baden-Württemberg","no degree/no degree yet","95","0.712235931015926","0.65459856302656","0.769873299005293"
"Very low transfer dependency","2017","Bavaria","lower secondary degree","1107","0.916866701629748","0.901387338295275","0.93234606496422"
"Very low transfer dependency","2017","Bavaria","secondary school degree","1000","0.941843632388523","0.927813968136036","0.955873296641009"
"Very low transfer dependency","2017","Bavaria","college entrance qualification","1029","0.954455172929531","0.942060627154503","0.96684971870456"
"Very low transfer dependency","2017","Bavaria","Other degree","511","0.838696724386831","0.812512630169497","0.864880818604165"
"Very low transfer dependency","2017","Bavaria","no degree/no degree yet","145","0.674955319932577","0.6223890434545","0.727521596410654"
"Very low transfer dependency","2017","Berlin","lower secondary degree","106","0.689930292278365","0.615414296388575","0.764446288168156"
"Very low transfer dependency","2017","Berlin","secondary school degree","232","0.824007220349035","0.779402377945049","0.868612062753022"
"Very low transfer dependency","2017","Berlin","college entrance qualification","352","0.854593878318886","0.820091650464174","0.889096106173597"
"Very low transfer dependency","2017","Berlin","Other degree","78","0.62706351732077","0.553499193178247","0.700627841463292"
"Very low transfer dependency","2017","Berlin","no degree/no degree yet","24","","",""
"Very low transfer dependency","2017","Brandenburg","lower secondary degree","158","0.823413508539771","0.770828719134773","0.87599829794477"
"Very low transfer dependency","2017","Brandenburg","secondary school degree","377","0.858024656037636","0.825449601989442","0.89059971008583"
"Very low transfer dependency","2017","Brandenburg","college entrance qualification","247","0.921714088453915","0.889553749801553","0.953874427106276"
"Very low transfer dependency","2017","Brandenburg","Other degree","54","0.636374623694943","0.553363411783065","0.719385835606822"
"Very low transfer dependency","2017","Brandenburg","no degree/no degree yet","23","","",""
"Very low transfer dependency","2017","Mecklenburg-Western Pomerania","lower secondary degree","82","0.861384859110304","0.793995495311633","0.928774222908975"
"Very low transfer dependency","2017","Mecklenburg-Western Pomerania","secondary school degree","228","0.828008521233709","0.784196173152704","0.871820869314714"
"Very low transfer dependency","2017","Mecklenburg-Western Pomerania","college entrance qualification","125","0.936272614645681","0.894914579076509","0.977630650214853"
"Very low transfer dependency","2017","Mecklenburg-Western Pomerania","Other degree","12","","",""
"Very low transfer dependency","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","16","","",""
"Very low transfer dependency","2017","Saxony","lower secondary degree","223","0.814685594056584","0.769255405394232","0.860115782718937"
"Very low transfer dependency","2017","Saxony","secondary school degree","703","0.902691189408592","0.882089150141456","0.923293228675728"
"Very low transfer dependency","2017","Saxony","college entrance qualification","396","0.895968781435479","0.867538935282177","0.924398627588781"
"Very low transfer dependency","2017","Saxony","Other degree","32","0.738138665323714","0.645755437784683","0.830521892862746"
"Very low transfer dependency","2017","Saxony","no degree/no degree yet","45","0.676680118923185","0.580045052396167","0.773315185450204"
"Very low transfer dependency","2017","Saxony-Anhalt","lower secondary degree","127","0.784494017839887","0.724593126237554","0.844394909442219"
"Very low transfer dependency","2017","Saxony-Anhalt","secondary school degree","345","0.833313884182716","0.797670620122418","0.868957148243015"
"Very low transfer dependency","2017","Saxony-Anhalt","college entrance qualification","195","0.862202262274119","0.817558994875107","0.906845529673131"
"Very low transfer dependency","2017","Saxony-Anhalt","Other degree","21","","",""
"Very low transfer dependency","2017","Saxony-Anhalt","no degree/no degree yet","19","","",""
"Very low transfer dependency","2017","Thuringia","lower secondary degree","169","0.836840768366842","0.786134663788188","0.887546872945495"
