"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2015","direct migration background","higher education","1233","0.864120910276843","0.846639821276744","0.881601999276942","0"
"Very low transfer dependency","2015","indirect migration background","in school","105","0.667805227223705","0.597416166201856","0.738194288245553","0"
"Very low transfer dependency","2015","indirect migration background","inadequately","18","","","","0"
"Very low transfer dependency","2015","indirect migration background","general elemantary","213","0.63291491940293","0.582345099019595","0.683484739786265","0"
"Very low transfer dependency","2015","indirect migration background","higher education","236","0.9071178615233","0.872037167319647","0.942198555726953","0"
"Very low transfer dependency","2015","no migration background","inadequately","60","0.469198652566276","0.392111937466592","0.54628536766596","0"
"Very low transfer dependency","2015","indirect migration background","higher vocational","50","0.857866333692809","0.768000959732055","0.947731707653563","0"
"Very low transfer dependency","2015","direct migration background","inadequately","132","0.506659792722599","0.452221178364441","0.561098407080756","0"
"Very low transfer dependency","2015","direct migration background","middle vocational","1404","0.77415826404982","0.755508474608747","0.792808053490893","0"
"Very low transfer dependency","2015","indirect migration background","middle vocational","534","0.767377357646618","0.735852435096755","0.798902280196481","0"
"Very low transfer dependency","2015","indirect migration background","vocational + Abi","102","0.882660562863188","0.824594022795636","0.940727102930741","0"
"Very low transfer dependency","2015","direct migration background","general elemantary","644","0.759321059226785","0.733352102992445","0.785290015461124","0"
"Very low transfer dependency","2015","no migration background","in school","416","0.86055165118316","0.830126791857469","0.89097651050885","0"
"High transfer dependency","2016","no migration background","in school","17","","","","2"
"High transfer dependency","2016","no migration background","inadequately","22","","","","2"
"High transfer dependency","2016","no migration background","general elemantary","100","0.0552095589587613","0.0439587819297523","0.0664603359877703","2"
"High transfer dependency","2016","no migration background","middle vocational","215","0.0190336254506952","0.016175777001617","0.0218914738997734","2"
"High transfer dependency","2016","no migration background","vocational + Abi","12","","","","2"
"High transfer dependency","2016","no migration background","higher vocational","12","","","","2"
"High transfer dependency","2016","no migration background","higher education","25","","","","2"
"High transfer dependency","2016","direct migration background","in school","11","","","","2"
"High transfer dependency","2016","direct migration background","inadequately","26","","","","2"
"High transfer dependency","2016","direct migration background","general elemantary","75","0.0458689731371465","0.0313359797694982","0.0604019665047949","2"
"High transfer dependency","2016","direct migration background","middle vocational","91","0.0473508472195254","0.036851744374039","0.0578499500650118","2"
"High transfer dependency","2016","direct migration background","vocational + Abi","36","0.0429653367390415","0.0282352486067073","0.0576954248713757","2"
"High transfer dependency","2016","direct migration background","higher vocational","6","","","","2"
"High transfer dependency","2016","direct migration background","higher education","35","0.0236995126790273","0.0152091153669676","0.032189909991087","2"
"High transfer dependency","2016","indirect migration background","higher education","5","","","","2"
"High transfer dependency","2016","indirect migration background","general elemantary","40","0.0983049714783982","0.0660847332225103","0.130525209734286","2"
"High transfer dependency","2016","indirect migration background","higher vocational","2","","","","2"
"High transfer dependency","2016","indirect migration background","in school","16","","","","2"
"High transfer dependency","2016","indirect migration background","middle vocational","41","0.0682551090720271","0.0486251427456733","0.0878850753983808","2"
"High transfer dependency","2016","indirect migration background","vocational + Abi","1","","","","2"
"High transfer dependency","2016","indirect migration background","inadequately","6","","","","2"
"Low transfer dependency","2016","no migration background","in school","35","0.0681660139263008","0.0458050046105148","0.0905270232420867","1"
"Low transfer dependency","2016","no migration background","inadequately","20","","","","1"
"Low transfer dependency","2016","no migration background","general elemantary","156","0.0708005542935902","0.0581654033792419","0.0834357052079384","1"
"Low transfer dependency","2016","no migration background","middle vocational","553","0.0508556516327048","0.0462606346649857","0.0554506686004238","1"
"Low transfer dependency","2016","no migration background","higher vocational","44","0.0287435632260909","0.0195031683892209","0.037983958062961","1"
"Low transfer dependency","2016","no migration background","higher education","127","0.0278756107773984","0.0230291876255329","0.0327220339292639","1"
"Low transfer dependency","2016","no migration background","vocational + Abi","67","0.0435622982766018","0.0318911686265625","0.055233427926641","1"
"Low transfer dependency","2016","direct migration background","vocational + Abi","93","0.106712662236541","0.0842848987437016","0.12914042572938","1"
"Low transfer dependency","2016","direct migration background","higher vocational","4","","","","1"
"Low transfer dependency","2016","direct migration background","higher education","109","0.066691768627293","0.0527661268824844","0.0806174103721017","1"
"Low transfer dependency","2016","indirect migration background","in school","23","","","","1"
"Low transfer dependency","2016","direct migration background","middle vocational","207","0.104736992510829","0.0895997353315146","0.119874249690144","1"
"Low transfer dependency","2016","indirect migration background","higher education","9","","","","1"
"Low transfer dependency","2016","direct migration background","general elemantary","104","0.0890836535647782","0.0692943816894782","0.108872925440078","1"
"Low transfer dependency","2016","indirect migration background","inadequately","4","","","","1"
"Low transfer dependency","2016","direct migration background","in school","10","","","","1"
"Low transfer dependency","2016","direct migration background","inadequately","44","0.16602149327257","0.118945221960035","0.213097764585105","1"
"Low transfer dependency","2016","indirect migration background","general elemantary","66","0.140281553498804","0.102698715224879","0.177864391772729","1"
"Low transfer dependency","2016","indirect migration background","middle vocational","74","0.126876255140906","0.100968395386157","0.152784114895655","1"
"Low transfer dependency","2016","indirect migration background","higher vocational","3","","","","1"
"Low transfer dependency","2016","indirect migration background","vocational + Abi","10","","","","1"
"Very high transfer dependency","2016","no migration background","in school","21","","","","3"
"Very high transfer dependency","2016","no migration background","inadequately","40","0.211031072957055","0.141684432913355","0.280377713000754","3"
"Very high transfer dependency","2016","no migration background","general elemantary","141","0.0634527363022408","0.0514439902535441","0.0754614823509375","3"
"Very high transfer dependency","2016","direct migration background","middle vocational","158","0.0799946309823121","0.0665840553207839","0.0934052066438402","3"
"Very high transfer dependency","2016","direct migration background","vocational + Abi","65","0.0662691086106967","0.048199496521797","0.0843387206995965","3"
"Very high transfer dependency","2016","indirect migration background","higher vocational","2","","","","3"
"Very high transfer dependency","2016","indirect migration background","higher education","3","","","","3"
"Very high transfer dependency","2016","no migration background","middle vocational","271","0.0285687024790075","0.0250845056715946","0.0320528992864204","3"
"Very high transfer dependency","2016","no migration background","vocational + Abi","25","","","","3"
"Very high transfer dependency","2016","no migration background","higher vocational","7","","","","3"
"Very high transfer dependency","2016","no migration background","higher education","30","0.00926038946224129","0.00644043169250335","0.0120803472319792","3"
"Very high transfer dependency","2016","direct migration background","in school","15","","","","3"
"Very high transfer dependency","2016","direct migration background","inadequately","71","0.197626911247323","0.147247430292358","0.248006392202288","3"
"Very high transfer dependency","2016","direct migration background","general elemantary","113","0.0862985082827475","0.0667912888852049","0.10580572768029","3"
"Very high transfer dependency","2016","direct migration background","higher vocational","4","","","","3"
"Very high transfer dependency","2016","direct migration background","higher education","83","0.0636015748283498","0.0499798900909621","0.0772232595657375","3"
"Very high transfer dependency","2016","indirect migration background","in school","22","","","","3"
"Very high transfer dependency","2016","indirect migration background","inadequately","12","","","","3"
"Very high transfer dependency","2016","indirect migration background","general elemantary","33","0.116100980306945","0.0814328485326385","0.150769112081251","3"
"Very high transfer dependency","2016","indirect migration background","middle vocational","36","0.0597658527868677","0.0413136579225283","0.0782180476512071","3"
"Very high transfer dependency","2016","indirect migration background","vocational + Abi","3","","","","3"
"Very low transfer dependency","2016","no migration background","general elemantary","1186","0.810537150445408","0.791232758411293","0.829841542479522","0"
"Very low transfer dependency","2016","no migration background","middle vocational","7743","0.901542020437593","0.895310847261964","0.907773193613221","0"
"Very low transfer dependency","2016","no migration background","vocational + Abi","1071","0.923650278082935","0.90846626147251","0.93883429469336","0"
"Very low transfer dependency","2016","no migration background","higher vocational","1193","0.95612455565859","0.944797389499925","0.967451721817256","0"
"Very low transfer dependency","2016","no migration background","higher education","4250","0.954650322217815","0.948524597451232","0.960776046984398","0"
"Very low transfer dependency","2016","no migration background","inadequately","51","0.465457024925311","0.380684839694293","0.550229210156328","0"
"Very low transfer dependency","2016","direct migration background","in school","28","","","","0"
"Very low transfer dependency","2016","direct migration background","vocational + Abi","534","0.784052892413721","0.754162695390297","0.813943089437144","0"
"Very low transfer dependency","2016","direct migration background","higher vocational","77","0.780468304356811","0.695422352530917","0.865514256182705","0"
"Very low transfer dependency","2016","direct migration background","higher education","1006","0.84600714386533","0.825860446862815","0.866153840867845","0"
"Very low transfer dependency","2016","indirect migration background","in school","95","0.673163741610561","0.599558072547953","0.746769410673169","0"
"Very low transfer dependency","2016","indirect migration background","inadequately","11","","","","0"
"Very low transfer dependency","2016","indirect migration background","general elemantary","189","0.645312494715853","0.593537608746561","0.697087380685146","0"
"Very low transfer dependency","2016","indirect migration background","higher education","219","0.922342331959001","0.888197079125953","0.95648758479205","0"
"Very low transfer dependency","2016","indirect migration background","middle vocational","483","0.745102783000199","0.711179794765384","0.779025771235014","0"
"Very low transfer dependency","2016","indirect migration background","higher vocational","54","0.814190142776715","0.716583254322459","0.911797031230972","0"
"Very low transfer dependency","2016","indirect migration background","vocational + Abi","98","0.943791010710857","0.901135034450195","0.986446986971519","0"
"Very low transfer dependency","2016","no migration background","in school","415","0.888067285832657","0.860094247954346","0.916040323710969","0"
"Very low transfer dependency","2016","direct migration background","inadequately","99","0.535675879852419","0.472579544190057","0.598772215514781","0"
"Very low transfer dependency","2016","direct migration background","middle vocational","1116","0.767917529287333","0.747048594570748","0.788786464003919","0"
"Very low transfer dependency","2016","direct migration background","general elemantary","504","0.778748865015328","0.749912997326785","0.80758473270387","0"
"High transfer dependency","2017","no migration background","general elemantary","123","0.0448636681354093","0.0352579301043435","0.0544694061664752","2"
"High transfer dependency","2017","no migration background","middle vocational","261","0.0204739894928036","0.0176709222481716","0.0232770567374355","2"
"High transfer dependency","2017","no migration background","vocational + Abi","17","","","","2"
"High transfer dependency","2017","no migration background","higher vocational","11","","","","2"
"High transfer dependency","2017","no migration background","higher education","39","0.00823206804290006","0.00574368133565972","0.0107204547501404","2"
"High transfer dependency","2017","direct migration background","in school","13","","","","2"
"High transfer dependency","2017","direct migration background","inadequately","77","0.115458609406877","0.0956811789693061","0.135236039844447","2"
"High transfer dependency","2017","direct migration background","general elemantary","113","0.0628923866727371","0.049087474698465","0.0766972986470091","2"
"High transfer dependency","2017","direct migration background","middle vocational","136","0.055047652319414","0.0447407526540551","0.0653545519847728","2"
"High transfer dependency","2017","direct migration background","vocational + Abi","50","0.0814102745553071","0.0611665936302749","0.101653955480339","2"
"High transfer dependency","2017","direct migration background","higher vocational","3","","","","2"
"High transfer dependency","2017","direct migration background","higher education","60","0.0227034693861331","0.0153329870144867","0.0300739517577794","2"
"High transfer dependency","2017","indirect migration background","higher education","3","","","","2"
"High transfer dependency","2017","no migration background","in school","18","","","","2"
"High transfer dependency","2017","no migration background","inadequately","20","","","","2"
"High transfer dependency","2017","indirect migration background","general elemantary","24","","","","2"
"High transfer dependency","2017","indirect migration background","higher vocational","3","","","","2"
"High transfer dependency","2017","indirect migration background","in school","18","","","","2"
"High transfer dependency","2017","indirect migration background","inadequately","3","","","","2"
"High transfer dependency","2017","indirect migration background","middle vocational","39","0.0503990675553795","0.0343413008845456","0.0664568342262135","2"
"High transfer dependency","2017","indirect migration background","vocational + Abi","5","","","","2"
"Low transfer dependency","2017","no migration background","general elemantary","196","0.0811485498968447","0.0684774679304103","0.0938196318632792","1"
"Low transfer dependency","2017","no migration background","middle vocational","554","0.0392464261968892","0.0354028954978651","0.0430899568959134","1"
"Low transfer dependency","2017","no migration background","vocational + Abi","59","0.0359713888310843","0.0263163162852078","0.0456264613769608","1"
"Low transfer dependency","2017","no migration background","higher vocational","43","0.0166895438883714","0.00995257517070678","0.0234265126060361","1"
"Low transfer dependency","2017","no migration background","higher education","141","0.0282526939137441","0.0236895415402452","0.032815846287243","1"
"Low transfer dependency","2017","no migration background","in school","38","0.0632686386618745","0.0427356112801759","0.0838016660435732","1"
"Low transfer dependency","2017","no migration background","inadequately","27","","","","1"
"Low transfer dependency","2017","direct migration background","vocational + Abi","72","0.0835056964606989","0.0630265421573998","0.103984850763998","1"
"Low transfer dependency","2017","direct migration background","higher vocational","7","","","","1"
"Low transfer dependency","2017","direct migration background","middle vocational","193","0.089741482098712","0.0768253437595832","0.102657620437841","1"
"Low transfer dependency","2017","direct migration background","higher education","115","0.0682215060595019","0.0557461309810204","0.0806968811379835","1"
"Low transfer dependency","2017","indirect migration background","higher education","19","","","","1"
"Low transfer dependency","2017","direct migration background","general elemantary","115","0.106759336612389","0.0891992341101667","0.12431943911461","1"
"Low transfer dependency","2017","indirect migration background","in school","27","","","","1"
"Low transfer dependency","2017","indirect migration background","general elemantary","49","0.126896721014368","0.0889132111925113","0.164880230836225","1"
"Low transfer dependency","2017","indirect migration background","higher vocational","1","","","","1"
"Low transfer dependency","2017","direct migration background","in school","8","","","","1"
"Low transfer dependency","2017","direct migration background","inadequately","58","0.104385092201751","0.0854626354609171","0.123307548942584","1"
"Low transfer dependency","2017","indirect migration background","middle vocational","69","0.099219743588106","0.0772759451439849","0.121163542032227","1"
"Low transfer dependency","2017","indirect migration background","inadequately","4","","","","1"
"Low transfer dependency","2017","indirect migration background","vocational + Abi","12","","","","1"
"Very high transfer dependency","2017","no migration background","in school","17","","","","3"
"Very high transfer dependency","2017","no migration background","inadequately","48","0.296772952536037","0.227897465873464","0.365648439198611","3"
"Very high transfer dependency","2017","no migration background","general elemantary","136","0.0617145632589597","0.0505481940408636","0.0728809324770558","3"
"Very high transfer dependency","2017","no migration background","middle vocational","269","0.0272037721904702","0.0239838172401516","0.0304237271407889","3"
"Very high transfer dependency","2017","no migration background","vocational + Abi","27","","","","3"
"Very high transfer dependency","2017","no migration background","higher vocational","8","","","","3"
"Very high transfer dependency","2017","no migration background","higher education","22","","","","3"
"Very high transfer dependency","2017","direct migration background","in school","16","","","","3"
"Very high transfer dependency","2017","direct migration background","inadequately","731","0.313882097545556","0.285162372801697","0.342601822289416","3"
"Very high transfer dependency","2017","direct migration background","general elemantary","451","0.105701407822809","0.0882181834944824","0.123184632151137","3"
"Very high transfer dependency","2017","direct migration background","middle vocational","411","0.0801311035447455","0.0678618759623816","0.0924003311271093","3"
"Very high transfer dependency","2017","direct migration background","vocational + Abi","102","0.0696502650938311","0.0508062437269359","0.0884942864607262","3"
"Very high transfer dependency","2017","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2017","indirect migration background","higher education","1","","","","3"
"Very high transfer dependency","2017","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","2017","direct migration background","higher education","398","0.0666031712268645","0.0542659533707468","0.0789403890829822","3"
"Very high transfer dependency","2017","indirect migration background","in school","21","","","","3"
"Very high transfer dependency","2017","indirect migration background","inadequately","14","","","","3"
"Very high transfer dependency","2017","indirect migration background","general elemantary","42","0.181546852975424","0.13755944644358","0.225534259507269","3"
"Very high transfer dependency","2017","indirect migration background","middle vocational","44","0.0579705661991098","0.0408175959854481","0.0751235364127715","3"
"Very high transfer dependency","2017","indirect migration background","vocational + Abi","2","","","","3"
"Very low transfer dependency","2017","no migration background","general elemantary","1329","0.812273218708786","0.794152940964285","0.830393496453287","0"
"Very low transfer dependency","2017","no migration background","middle vocational","8721","0.913075812119837","0.907499487702512","0.918652136537162","0"
"Very low transfer dependency","2017","no migration background","vocational + Abi","1326","0.927115870134019","0.913638179887187","0.940593560380851","0"
"Very low transfer dependency","2017","no migration background","higher vocational","1327","0.969630908253916","0.960606554831656","0.978655261676176","0"
"Very low transfer dependency","2017","no migration background","higher education","4863","0.958909996709945","0.953443420874125","0.964376572545764","0"
"Very low transfer dependency","2017","direct migration background","vocational + Abi","477","0.765433763890163","0.734066572104787","0.796800955675539","0"
"Very low transfer dependency","2017","direct migration background","higher vocational","79","0.831428840994798","0.754510205047678","0.908347476941917","0"
"Very low transfer dependency","2017","direct migration background","higher education","996","0.842471853327501","0.824446100938486","0.860497605716516","0"
"Very low transfer dependency","2017","indirect migration background","in school","124","0.688223549531593","0.622358092557226","0.754089006505961","0"
"Very low transfer dependency","2017","indirect migration background","inadequately","15","","","","0"
"Very low transfer dependency","2017","indirect migration background","general elemantary","180","0.628918692784239","0.573791119726034","0.684046265842443","0"
"Very low transfer dependency","2017","indirect migration background","higher education","259","0.912410307317512","0.879415535478445","0.945405079156579","0"
"Very low transfer dependency","2017","indirect migration background","middle vocational","561","0.792410622657405","0.762640471920632","0.822180773394177","0"
"Very low transfer dependency","2017","indirect migration background","higher vocational","55","0.902581627364602","0.826918242679414","0.97824501204979","0"
"Very low transfer dependency","2017","no migration background","inadequately","74","0.518018312496713","0.442684046000271","0.593352578993155","0"
"Very low transfer dependency","2017","direct migration background","in school","26","","","","0"
"Very low transfer dependency","2017","direct migration background","middle vocational","1141","0.775079762037128","0.756211097685414","0.793948426388843","0"
"Very low transfer dependency","2017","no migration background","in school","467","0.892759022281475","0.866661533626796","0.918856510936155","0"
"Very low transfer dependency","2017","indirect migration background","vocational + Abi","109","0.886648568309035","0.831728335481788","0.941568801136282","0"
"Very low transfer dependency","2017","direct migration background","general elemantary","509","0.724646868892065","0.699246028220345","0.750047709563785","0"
"Very low transfer dependency","2017","direct migration background","inadequately","137","0.466274200845816","0.435401301585271","0.497147100106361","0"
"High transfer dependency","2018","direct migration background","vocational + Abi","35","0.0396124454213897","0.024754519628246","0.0544703712145333","2"
"High transfer dependency","2018","direct migration background","higher vocational","3","","","","2"
"High transfer dependency","2018","direct migration background","higher education","99","0.0303068441516978","0.0222310157912055","0.0383826725121901","2"
"High transfer dependency","2018","indirect migration background","higher education","10","","","","2"
"High transfer dependency","2018","no migration background","general elemantary","134","0.0507773864316162","0.0404558959904356","0.0610988768727968","2"
"High transfer dependency","2018","no migration background","middle vocational","238","0.0195133512874585","0.01670319801714","0.0223235045577769","2"
"High transfer dependency","2018","no migration background","vocational + Abi","22","","","","2"
"High transfer dependency","2018","no migration background","higher vocational","8","","","","2"
"High transfer dependency","2018","no migration background","higher education","31","0.00665769046590201","0.00438046706458726","0.00893491386721676","2"
"High transfer dependency","2018","direct migration background","in school","15","","","","2"
"High transfer dependency","2018","direct migration background","inadequately","163","0.125891278750798","0.109274721630042","0.142507835871554","2"
"High transfer dependency","2018","direct migration background","general elemantary","152","0.0594722083498487","0.0470075651858471","0.0719368515138502","2"
"High transfer dependency","2018","direct migration background","middle vocational","175","0.0602523778383398","0.0498159524705501","0.0706888032061295","2"
"High transfer dependency","2018","indirect migration background","higher vocational","1","","","","2"
"High transfer dependency","2018","no migration background","in school","11","","","","2"
"High transfer dependency","2018","indirect migration background","in school","21","","","","2"
"High transfer dependency","2018","indirect migration background","inadequately","11","","","","2"
"High transfer dependency","2018","indirect migration background","general elemantary","36","0.104768067247096","0.0701703781409314","0.13936575635326","2"
"High transfer dependency","2018","indirect migration background","middle vocational","48","0.0549963607950188","0.0380475432142754","0.0719451783757621","2"
"High transfer dependency","2018","no migration background","inadequately","30","0.15589614475642","0.100712589537646","0.211079699975195","2"
"High transfer dependency","2018","indirect migration background","vocational + Abi","6","","","","2"
"Low transfer dependency","2018","no migration background","general elemantary","162","0.0715156160775343","0.0594009639190848","0.0836302682359839","1"
"Low transfer dependency","2018","no migration background","middle vocational","534","0.0436951572044297","0.0395421941774394","0.0478481202314201","1"
"Low transfer dependency","2018","no migration background","vocational + Abi","73","0.0388115689463082","0.0286248079009484","0.0489983299916679","1"
"Low transfer dependency","2018","no migration background","higher vocational","39","0.0250613448210327","0.0166129141290413","0.0335097755130241","1"
"Low transfer dependency","2018","no migration background","higher education","116","0.0224863026520585","0.0183347091554741","0.0266378961486429","1"
"Low transfer dependency","2018","no migration background","in school","36","0.0498239201966824","0.0293299954561727","0.070317844937192","1"
"Low transfer dependency","2018","no migration background","inadequately","29","","","","1"
"Low transfer dependency","2018","direct migration background","vocational + Abi","77","0.0794751200643351","0.0588710765602324","0.100079163568438","1"
"Low transfer dependency","2018","direct migration background","higher vocational","5","","","","1"
"Low transfer dependency","2018","direct migration background","middle vocational","177","0.0783920237943882","0.0666032642571937","0.0901807833315827","1"
"Low transfer dependency","2018","direct migration background","higher education","120","0.0455914480839226","0.035764731933145","0.0554181642347003","1"
"Low transfer dependency","2018","indirect migration background","higher education","17","","","","1"
"Low transfer dependency","2018","indirect migration background","inadequately","9","","","","1"
"Low transfer dependency","2018","indirect migration background","in school","23","","","","1"
"Low transfer dependency","2018","direct migration background","general elemantary","144","0.111608632040721","0.0950132192827268","0.128204044798716","1"
"Low transfer dependency","2018","indirect migration background","general elemantary","52","0.093173272176763","0.0603355765413529","0.126010967812173","1"
"Low transfer dependency","2018","indirect migration background","higher vocational","1","","","","1"
"Low transfer dependency","2018","direct migration background","in school","8","","","","1"
"Low transfer dependency","2018","indirect migration background","vocational + Abi","15","","","","1"
"Low transfer dependency","2018","indirect migration background","middle vocational","52","0.05976287057146","0.042139453787717","0.077386287355203","1"
"Low transfer dependency","2018","direct migration background","inadequately","94","0.129835150556259","0.112998433772301","0.146671867340216","1"
"Very high transfer dependency","2018","no migration background","in school","13","","","","3"
"Very high transfer dependency","2018","no migration background","inadequately","48","0.271900631423503","0.2042153120807","0.339585950766307","3"
"Very high transfer dependency","2018","no migration background","general elemantary","130","0.0534421521626067","0.0428681655833318","0.0640161387418817","3"
"Very high transfer dependency","2018","no migration background","middle vocational","261","0.0236554539121486","0.0205679292923591","0.026742978531938","3"
"Very high transfer dependency","2018","no migration background","vocational + Abi","23","","","","3"
"Very high transfer dependency","2018","no migration background","higher vocational","11","","","","3"
"Very high transfer dependency","2018","no migration background","higher education","28","","","","3"
"Very high transfer dependency","2018","direct migration background","in school","23","","","","3"
"Very high transfer dependency","2018","direct migration background","inadequately","1119","0.368943019301873","0.344773142760106","0.393112895843639","3"
"Very high transfer dependency","2018","direct migration background","general elemantary","602","0.116217335013549","0.0993267303698751","0.133107939657223","3"
"Very high transfer dependency","2018","direct migration background","middle vocational","568","0.0885165167562962","0.076058594451896","0.100974439060696","3"
"Very high transfer dependency","2018","direct migration background","vocational + Abi","109","0.0673746816871992","0.0482796202469356","0.0864697431274628","3"
"Very high transfer dependency","2018","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","2018","direct migration background","higher education","525","0.0806331295078157","0.0678068488136739","0.0934594102019574","3"
"Very high transfer dependency","2018","indirect migration background","in school","13","","","","3"
"Very high transfer dependency","2018","indirect migration background","inadequately","8","","","","3"
"Very high transfer dependency","2018","indirect migration background","general elemantary","30","0.116621834705568","0.0803618089523606","0.152881860458776","3"
"Very high transfer dependency","2018","indirect migration background","middle vocational","35","0.0586097499198648","0.0411464838523625","0.0760730159873671","3"
"Very high transfer dependency","2018","indirect migration background","vocational + Abi","3","","","","3"
"Very high transfer dependency","2018","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2018","indirect migration background","higher education","3","","","","3"
"Very low transfer dependency","2018","direct migration background","vocational + Abi","441","0.813537752827076","0.783868718641308","0.843206787012844","0"
"Very low transfer dependency","2018","direct migration background","higher vocational","67","0.851192188121015","0.77169909272342","0.93068528351861","0"
"Very low transfer dependency","2018","direct migration background","higher education","987","0.843468578256564","0.826351297411492","0.860585859101636","0"
"Very low transfer dependency","2018","indirect migration background","in school","107","0.625088080422486","0.550997772476604","0.699178388368368","0"
"Very low transfer dependency","2018","indirect migration background","inadequately","15","","","","0"
"Very low transfer dependency","2018","indirect migration background","general elemantary","183","0.685436825870573","0.632979940677859","0.737893711063287","0"
"Very low transfer dependency","2018","indirect migration background","middle vocational","560","0.826631018713656","0.798486279020664","0.854775758406649","0"
"Very low transfer dependency","2018","indirect migration background","higher education","242","0.922036575913149","0.890173832519635","0.953899319306663","0"
"Very low transfer dependency","2018","no migration background","middle vocational","8274","0.913136037595963","0.907414262361054","0.918857812830872","0"
"Very low transfer dependency","2018","no migration background","general elemantary","1312","0.824264845328243","0.80637173178591","0.842157958870576","0"
"Very low transfer dependency","2018","no migration background","vocational + Abi","1263","0.928626039587947","0.915047859065963","0.942204220109931","0"
"Very low transfer dependency","2018","no migration background","higher vocational","1257","0.960758125417086","0.95026349568937","0.971252755144802","0"
"Very low transfer dependency","2018","no migration background","higher education","4724","0.961654800524997","0.956277559864567","0.967032041185427","0"
"Very low transfer dependency","2018","direct migration background","middle vocational","1077","0.772839081610976","0.754462259795195","0.791215903426756","0"
"Very low transfer dependency","2018","indirect migration background","higher vocational","49","0.93481995274288","0.867073848638565","1.00256605684719","0"
"Very low transfer dependency","2018","direct migration background","general elemantary","485","0.712701824595881","0.688853527674384","0.736550121517378","0"
"Very low transfer dependency","2018","indirect migration background","vocational + Abi","102","0.875602167010967","0.817975614368663","0.933228719653271","0"
"Very low transfer dependency","2018","direct migration background","inadequately","155","0.37533055139107","0.351076036822039","0.399585065960102","0"
"Very low transfer dependency","2018","direct migration background","in school","32","0.473522802757602","0.362717378396053","0.584328227119151","0"
"Very low transfer dependency","2018","no migration background","inadequately","59","0.435526022424378","0.360099677242725","0.510952367606031","0"
"Very low transfer dependency","2018","no migration background","in school","373","0.904217004314949","0.876497549412415","0.931936459217482","0"
"High transfer dependency","2019","no migration background","in school","16","","","","2"
"High transfer dependency","2019","no migration background","inadequately","20","","","","2"
"High transfer dependency","2019","no migration background","general elemantary","106","0.0473111488333113","0.0371470618674448","0.0574752357991778","2"
"High transfer dependency","2019","no migration background","middle vocational","197","0.0185334880541318","0.0157746931095506","0.0212922829987131","2"
"High transfer dependency","2019","no migration background","vocational + Abi","23","","","","2"
"High transfer dependency","2019","no migration background","higher vocational","10","","","","2"
"High transfer dependency","2019","no migration background","higher education","32","0.00676068814864197","0.00461388195510582","0.00890749434217813","2"
"High transfer dependency","2019","direct migration background","in school","9","","","","2"
"High transfer dependency","2019","direct migration background","inadequately","139","0.10650233403542","0.0908705492112748","0.122134118859566","2"
"High transfer dependency","2019","direct migration background","general elemantary","139","0.0605330154323039","0.0472060138019055","0.0738600170627023","2"
"High transfer dependency","2019","direct migration background","middle vocational","140","0.0504222103581364","0.0401673582794209","0.060677062436852","2"
"High transfer dependency","2019","direct migration background","vocational + Abi","45","0.053445800312686","0.0353275283893083","0.0715640722360638","2"
"High transfer dependency","2019","direct migration background","higher vocational","2","","","","2"
"High transfer dependency","2019","direct migration background","higher education","99","0.030729022904806","0.0223067775831186","0.0391512682264934","2"
"High transfer dependency","2019","indirect migration background","higher education","4","","","","2"
"High transfer dependency","2019","indirect migration background","inadequately","11","","","","2"
"High transfer dependency","2019","indirect migration background","higher vocational","1","","","","2"
"High transfer dependency","2019","indirect migration background","general elemantary","21","","","","2"
"High transfer dependency","2019","indirect migration background","in school","14","","","","2"
"High transfer dependency","2019","indirect migration background","vocational + Abi","4","","","","2"
"High transfer dependency","2019","indirect migration background","middle vocational","36","0.0558236427127793","0.0383482488105741","0.0732990366149845","2"
"Low transfer dependency","2019","no migration background","in school","21","","","","1"
"Low transfer dependency","2019","no migration background","inadequately","26","","","","1"
"Low transfer dependency","2019","no migration background","general elemantary","175","0.0773676670706768","0.0645766473177009","0.0901586868236526","1"
"Low transfer dependency","2019","no migration background","middle vocational","480","0.0428927028908244","0.038748174508205","0.0470372312734438","1"
"Low transfer dependency","2019","no migration background","vocational + Abi","60","0.0370449364085782","0.0274932388626483","0.046596633954508","1"
"Low transfer dependency","2019","no migration background","higher vocational","33","0.0209226976907619","0.0137251171158724","0.0281202782656514","1"
"Low transfer dependency","2019","no migration background","higher education","131","0.027985383884579","0.0236645012539806","0.0323062665151774","1"
"Low transfer dependency","2019","direct migration background","vocational + Abi","56","0.0806722103340311","0.0587348479235154","0.102609572744547","1"
"Low transfer dependency","2019","direct migration background","higher vocational","","","","","1"
"Low transfer dependency","2019","direct migration background","higher education","93","0.0418660784388261","0.0320920149263952","0.051640141951257","1"
"Low transfer dependency","2019","direct migration background","middle vocational","145","0.0896310709840388","0.0762438265676604","0.103018315400417","1"
"Low transfer dependency","2019","indirect migration background","in school","21","","","","1"
"Low transfer dependency","2019","indirect migration background","higher education","13","","","","1"
"Low transfer dependency","2019","indirect migration background","inadequately","6","","","","1"
"Low transfer dependency","2019","direct migration background","in school","7","","","","1"
