"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2011","general elemantary","Urban Area","1329","0.790318734363078","0.772319759650498","0.808317709075658","0"
"Very low transfer dependency","2011","general elemantary","Rural Area","759","0.792090959717665","0.767854763800025","0.816327155635305","0"
"Very low transfer dependency","2011","middle vocational","Urban Area","6880","0.880861699233728","0.873907473203649","0.887815925263807","0"
"Very low transfer dependency","2011","middle vocational","Rural Area","4316","0.867548600343095","0.858557207923533","0.876539992762657","0"
"Very low transfer dependency","2011","higher education","Rural Area","1568","0.944608045294277","0.933791572135891","0.955424518452663","0"
"Very low transfer dependency","2011","inadequately","Rural Area","51","0.621667345092204","0.536307584149092","0.707027106035316","0"
"Very low transfer dependency","2011","vocational + Abi","Urban Area","1186","0.8786194158874","0.861787290636053","0.895451541138746","0"
"Very low transfer dependency","2011","higher education","Urban Area","4080","0.94111757902149","0.934215853470444","0.948019304572535","0"
"Very low transfer dependency","2011","in school","Rural Area","199","0.796583436102467","0.74874550028755","0.844421371917383","0"
"Very low transfer dependency","2011","higher vocational","Urban Area","1010","0.934115385578889","0.919521233463919","0.948709537693858","0"
"Very low transfer dependency","2011","higher vocational","Rural Area","672","0.93550139549789","0.91785081463165","0.953151976364131","0"
"Very low transfer dependency","2011","in school","Urban Area","470","0.832537008280808","0.802930398292118","0.862143618269497","0"
"Very low transfer dependency","2011","inadequately","Urban Area","115","0.525178358297873","0.466371650098398","0.583985066497347","0"
"Very low transfer dependency","2011","vocational + Abi","Rural Area","409","0.866426280965267","0.837733177216137","0.895119384714397","0"
"High transfer dependency","2012","general elemantary","Urban Area","154","0.0519365965823669","0.0419877397294112","0.0618854534353226","2"
"High transfer dependency","2012","general elemantary","Rural Area","88","0.0627048582748932","0.0481174150974927","0.0772923014522937","2"
"High transfer dependency","2012","middle vocational","Urban Area","298","0.0261350267715043","0.0226503936880778","0.0296196598549308","2"
"High transfer dependency","2012","inadequately","Rural Area","22","","","","2"
"High transfer dependency","2012","middle vocational","Rural Area","246","0.033785413177656","0.0289850926801594","0.0385857336751526","2"
"High transfer dependency","2012","higher education","Rural Area","16","","","","2"
"High transfer dependency","2012","vocational + Abi","Urban Area","41","0.0156415855823463","0.00916026086632831","0.0221229102983644","2"
"High transfer dependency","2012","higher education","Urban Area","61","0.0151217392128536","0.0115154275388764","0.0187280508868307","2"
"High transfer dependency","2012","vocational + Abi","Rural Area","25","","","","2"
"High transfer dependency","2012","higher vocational","Urban Area","20","","","","2"
"High transfer dependency","2012","inadequately","Urban Area","33","0.101701227235958","0.0648907278781745","0.138511726593742","2"
"High transfer dependency","2012","in school","Rural Area","21","","","","2"
"High transfer dependency","2012","higher vocational","Rural Area","12","","","","2"
"High transfer dependency","2012","in school","Urban Area","33","0.0375386224681659","0.0225647686965156","0.0525124762398162","2"
"Low transfer dependency","2012","in school","Urban Area","66","0.0950011355409624","0.071902241756295","0.11810002932563","1"
"Low transfer dependency","2012","in school","Rural Area","28","","","","1"
"Low transfer dependency","2012","inadequately","Urban Area","49","0.136869993533993","0.0950108401969746","0.178729146871012","1"
"Low transfer dependency","2012","inadequately","Rural Area","21","","","","1"
"Low transfer dependency","2012","general elemantary","Urban Area","198","0.0656045405711629","0.0545038484806961","0.0767052326616297","1"
"Low transfer dependency","2012","general elemantary","Rural Area","127","0.0771061530512883","0.0610548315957739","0.0931574745068026","1"
"Low transfer dependency","2012","middle vocational","Urban Area","624","0.0553595217234517","0.0503646349452365","0.0603544085016669","1"
"Low transfer dependency","2012","middle vocational","Rural Area","507","0.0613949884992916","0.0550171030052716","0.0677728739933117","1"
"Low transfer dependency","2012","vocational + Abi","Urban Area","98","0.0450542689770772","0.0342198884931395","0.0558886494610149","1"
"Low transfer dependency","2012","vocational + Abi","Rural Area","55","0.0414691479007857","0.0247613185175568","0.0581769772840146","1"
"Low transfer dependency","2012","higher vocational","Urban Area","51","0.0183360279626844","0.0103084914892897","0.0263635644360791","1"
"Low transfer dependency","2012","higher vocational","Rural Area","44","0.036220385569751","0.0227405277124866","0.0497002434270155","1"
"Low transfer dependency","2012","higher education","Urban Area","200","0.0347715010325647","0.0293577547613827","0.0401852473037466","1"
"Low transfer dependency","2012","higher education","Rural Area","104","0.0425106736794708","0.0330392478678762","0.0519820994910654","1"
"Very high transfer dependency","2012","in school","Urban Area","41","0.0439749022780356","0.0278223983687122","0.0601274061873589","3"
"Very high transfer dependency","2012","in school","Rural Area","8","","","","3"
"Very high transfer dependency","2012","inadequately","Urban Area","63","0.231512387826018","0.180143074340295","0.282881701311741","3"
"Very high transfer dependency","2012","inadequately","Rural Area","27","","","","3"
"Very high transfer dependency","2012","general elemantary","Urban Area","227","0.078718684682847","0.0666446395886837","0.0907927297770102","3"
"Very high transfer dependency","2012","general elemantary","Rural Area","93","0.0595565179454571","0.045316143843936","0.0737968920469783","3"
"Very high transfer dependency","2012","middle vocational","Urban Area","341","0.0325581088809898","0.0286816227196774","0.0364345950423023","3"
"Very high transfer dependency","2012","middle vocational","Rural Area","243","0.0324757004316219","0.0277661546153768","0.0371852462478671","3"
"Very high transfer dependency","2012","vocational + Abi","Urban Area","57","0.0321899001233938","0.022970521453816","0.0414092787929716","3"
"Very high transfer dependency","2012","vocational + Abi","Rural Area","21","","","","3"
"Very high transfer dependency","2012","higher vocational","Urban Area","12","","","","3"
"Very high transfer dependency","2012","higher vocational","Rural Area","6","","","","3"
"Very high transfer dependency","2012","higher education","Urban Area","66","0.0131767981256505","0.00980706325425833","0.0165465329970426","3"
"Very high transfer dependency","2012","higher education","Rural Area","20","","","","3"
"Very low transfer dependency","2012","middle vocational","Rural Area","4446","0.87234389789143","0.863477780530757","0.881210015252104","0"
"Very low transfer dependency","2012","general elemantary","Urban Area","1332","0.803740178163623","0.785933156500982","0.821547199826264","0"
"Very low transfer dependency","2012","general elemantary","Rural Area","753","0.800632470728361","0.776592484628802","0.824672456827921","0"
"Very low transfer dependency","2012","middle vocational","Urban Area","6789","0.885947342624054","0.879004251468582","0.892890433779527","0"
"Very low transfer dependency","2012","higher education","Rural Area","1603","0.939607930097751","0.928424817652163","0.95079104254334","0"
"Very low transfer dependency","2012","vocational + Abi","Urban Area","1212","0.907114245317183","0.891952391181314","0.922276099453052","0"
"Very low transfer dependency","2012","inadequately","Rural Area","52","0.60928310961662","0.52270485266959","0.69586136656365","0"
"Very low transfer dependency","2012","higher education","Urban Area","4072","0.936929961628931","0.929746459558505","0.944113463699358","0"
"Very low transfer dependency","2012","higher vocational","Rural Area","676","0.951283102418491","0.935751559071173","0.96681464576581","0"
"Very low transfer dependency","2012","vocational + Abi","Rural Area","446","0.908570258866491","0.884416905722712","0.932723612010269","0"
"Very low transfer dependency","2012","in school","Urban Area","479","0.823485339712836","0.793450792224603","0.853519887201069","0"
"Very low transfer dependency","2012","in school","Rural Area","228","0.862762237238791","0.822813041562847","0.902711432914735","0"
"Very low transfer dependency","2012","inadequately","Urban Area","114","0.52991639140403","0.469132368529941","0.59070041427812","0"
"Very low transfer dependency","2012","higher vocational","Urban Area","990","0.950149016091997","0.937126918111882","0.963171114072112","0"
"High transfer dependency","2013","general elemantary","Urban Area","216","0.0507461865393869","0.0422623960726413","0.0592299770061325","2"
"High transfer dependency","2013","general elemantary","Rural Area","97","0.0442272829997094","0.0325897494976336","0.0558648165017853","2"
"High transfer dependency","2013","middle vocational","Urban Area","390","0.026624767251206","0.023235179643336","0.030014354859076","2"
"High transfer dependency","2013","middle vocational","Rural Area","216","0.0314070444368502","0.0267692400601447","0.0360448488135557","2"
"High transfer dependency","2013","higher education","Rural Area","26","","","","2"
"High transfer dependency","2013","inadequately","Rural Area","25","","","","2"
"High transfer dependency","2013","vocational + Abi","Urban Area","58","0.0142735031970204","0.00869693896748088","0.0198500674265598","2"
"High transfer dependency","2013","higher education","Urban Area","94","0.0136420906448541","0.010435122987486","0.0168490583022222","2"
"High transfer dependency","2013","in school","Urban Area","62","0.0605618511579379","0.0430045143575932","0.0781191879582825","2"
"High transfer dependency","2013","in school","Rural Area","24","","","","2"
"High transfer dependency","2013","inadequately","Urban Area","63","0.0899550675969927","0.0634013766304995","0.116508758563486","2"
"High transfer dependency","2013","vocational + Abi","Rural Area","26","","","","2"
"High transfer dependency","2013","higher vocational","Urban Area","13","","","","2"
"High transfer dependency","2013","higher vocational","Rural Area","7","","","","2"
"Low transfer dependency","2013","in school","Urban Area","69","0.0688048705622545","0.050173066327464","0.0874366747970451","1"
"Low transfer dependency","2013","in school","Rural Area","33","0.0605282353431453","0.035652174482306","0.0854042962039847","1"
"Low transfer dependency","2013","inadequately","Urban Area","78","0.17781505176541","0.142329653578905","0.213300449951915","1"
"Low transfer dependency","2013","inadequately","Rural Area","29","","","","1"
"Low transfer dependency","2013","general elemantary","Urban Area","339","0.0842730650659165","0.0735350392959277","0.0950110908359053","1"
"Low transfer dependency","2013","general elemantary","Rural Area","124","0.0894800274023711","0.0733235643413977","0.105636490463345","1"
"Low transfer dependency","2013","middle vocational","Urban Area","681","0.0531490366327034","0.0484256628065493","0.0578724104588574","1"
"Low transfer dependency","2013","middle vocational","Rural Area","470","0.0578667192311641","0.0516580454500512","0.064075393012277","1"
"Low transfer dependency","2013","vocational + Abi","Urban Area","155","0.0658443001385202","0.0541844778312953","0.0775041224457451","1"
"Low transfer dependency","2013","vocational + Abi","Rural Area","67","0.0588406333256562","0.0402872077203309","0.0773940589309815","1"
"Low transfer dependency","2013","higher vocational","Urban Area","38","0.028426727532571","0.018369887089498","0.0384835679756439","1"
"Low transfer dependency","2013","higher vocational","Rural Area","43","0.0503937447858619","0.0339275463985816","0.0668599431731422","1"
"Low transfer dependency","2013","higher education","Urban Area","216","0.0294374387432573","0.0247644081246146","0.0341104693619","1"
"Low transfer dependency","2013","higher education","Rural Area","65","0.0289256102211628","0.021234249338325","0.0366169711040007","1"
"Very high transfer dependency","2013","in school","Urban Area","60","0.0565790329161282","0.0395729028856983","0.0735851629465582","3"
"Very high transfer dependency","2013","in school","Rural Area","34","0.0634387794473374","0.0380111289571555","0.0888664299375192","3"
"Very high transfer dependency","2013","inadequately","Urban Area","120","0.231275554820259","0.1921436603863","0.270407449254219","3"
"Very high transfer dependency","2013","inadequately","Rural Area","38","0.134979812974185","0.0844974948246367","0.185462131123732","3"
"Very high transfer dependency","2013","general elemantary","Urban Area","300","0.0838203162474775","0.0731085267694228","0.0945321057255322","3"
"Very high transfer dependency","2013","higher vocational","Urban Area","13","","","","3"
"Very high transfer dependency","2013","higher vocational","Rural Area","6","","","","3"
"Very high transfer dependency","2013","higher education","Urban Area","104","0.0145132875173389","0.0112069656087298","0.017819609425948","3"
"Very high transfer dependency","2013","higher education","Rural Area","22","","","","3"
"Very high transfer dependency","2013","general elemantary","Rural Area","128","0.0749900394600029","0.0600822416070961","0.0898978373129098","3"
"Very high transfer dependency","2013","middle vocational","Urban Area","398","0.0350778020665851","0.03120410064673","0.0389515034864403","3"
"Very high transfer dependency","2013","middle vocational","Rural Area","264","0.0372317110441187","0.0321973353165819","0.0422660867716555","3"
"Very high transfer dependency","2013","vocational + Abi","Urban Area","73","0.0394948644209667","0.0303380721022663","0.048651656739667","3"
"Very high transfer dependency","2013","vocational + Abi","Rural Area","29","","","","3"
"Very low transfer dependency","2013","middle vocational","Rural Area","4483","0.873494525287867","0.864655324637846","0.882333725937888","0"
"Very low transfer dependency","2013","general elemantary","Urban Area","1716","0.781160432147219","0.765178470083567","0.797142394210871","0"
"Very low transfer dependency","2013","general elemantary","Rural Area","850","0.791302650137917","0.76830050832207","0.814304791953763","0"
"Very low transfer dependency","2013","middle vocational","Urban Area","7196","0.885148394049506","0.878435027095076","0.891861761003935","0"
"Very low transfer dependency","2013","higher education","Rural Area","1711","0.94616274931761","0.935805127884281","0.956520370750938","0"
"Very low transfer dependency","2013","vocational + Abi","Urban Area","1452","0.880387332243493","0.865131051013538","0.895643613473447","0"
"Very low transfer dependency","2013","inadequately","Rural Area","84","0.545533306076904","0.47197132394419","0.619095288209618","0"
"Very low transfer dependency","2013","vocational + Abi","Rural Area","496","0.889388363790756","0.864659737957444","0.914116989624068","0"
"Very low transfer dependency","2013","in school","Urban Area","518","0.814054245363679","0.785416107208516","0.842692383518843","0"
"Very low transfer dependency","2013","higher education","Urban Area","4612","0.94240718309455","0.935966375835805","0.948847990353294","0"
"Very low transfer dependency","2013","in school","Rural Area","262","0.832340614688381","0.793371080325186","0.871310149051576","0"
"Very low transfer dependency","2013","inadequately","Urban Area","185","0.500954325817338","0.454550918097551","0.547357733537125","0"
"Very low transfer dependency","2013","higher vocational","Urban Area","985","0.948983386612115","0.935668254970158","0.962298518254071","0"
"Very low transfer dependency","2013","higher vocational","Rural Area","622","0.939481833917423","0.921533658025573","0.957430009809273","0"
"High transfer dependency","2014","general elemantary","Urban Area","177","0.0506930457082136","0.0413856451000403","0.060000446316387","2"
"High transfer dependency","2014","general elemantary","Rural Area","87","0.04231839032667","0.0302220939001792","0.0544146867531609","2"
"High transfer dependency","2014","middle vocational","Urban Area","295","0.0301463418351234","0.0263159261482416","0.0339767575220052","2"
"High transfer dependency","2014","middle vocational","Rural Area","195","0.0322678304766738","0.0272991952522246","0.0372364657011229","2"
"High transfer dependency","2014","higher education","Rural Area","14","","","","2"
"High transfer dependency","2014","vocational + Abi","Urban Area","49","0.017759678918876","0.0110443835412729","0.0244749742964792","2"
"High transfer dependency","2014","inadequately","Rural Area","18","","","","2"
"High transfer dependency","2014","higher education","Urban Area","79","0.0137902038767588","0.0103926933131885","0.0171877144403291","2"
"High transfer dependency","2014","higher vocational","Urban Area","14","","","","2"
"High transfer dependency","2014","in school","Urban Area","35","0.0446859636373956","0.0280424168590975","0.0613295104156936","2"
"High transfer dependency","2014","in school","Rural Area","20","","","","2"
"High transfer dependency","2014","vocational + Abi","Rural Area","27","","","","2"
"High transfer dependency","2014","higher vocational","Rural Area","12","","","","2"
"High transfer dependency","2014","inadequately","Urban Area","47","0.108119274108748","0.075725191281767","0.140513356935729","2"
"Low transfer dependency","2014","in school","Urban Area","50","0.0591487099802766","0.0401457887293099","0.0781516312312434","1"
"Low transfer dependency","2014","in school","Rural Area","36","0.0925457544773755","0.0589010839602169","0.126190424994534","1"
"Low transfer dependency","2014","inadequately","Urban Area","78","0.198428174637354","0.156824314395267","0.24003203487944","1"
"Low transfer dependency","2014","inadequately","Rural Area","32","0.248304967135391","0.177246233624006","0.319363700646776","1"
"Low transfer dependency","2014","general elemantary","Urban Area","260","0.0825224517658854","0.0708480491330364","0.0941968543987343","1"
"Low transfer dependency","2014","general elemantary","Rural Area","142","0.0849551816194983","0.0682021504535848","0.101708212785412","1"
"Low transfer dependency","2014","middle vocational","Urban Area","569","0.0577557624238375","0.052529936978277","0.062981587869398","1"
"Low transfer dependency","2014","middle vocational","Rural Area","415","0.06214610430788","0.0553579893325146","0.0689342192832454","1"
"Low transfer dependency","2014","vocational + Abi","Urban Area","113","0.0508539937358427","0.0396836192959562","0.0620243681757293","1"
"Low transfer dependency","2014","vocational + Abi","Rural Area","54","0.0579135230387352","0.0383390623504905","0.07748798372698","1"
"Low transfer dependency","2014","higher vocational","Urban Area","51","0.0447630902854496","0.0316892861237948","0.0578368944471044","1"
"Low transfer dependency","2014","higher vocational","Rural Area","29","","","","1"
"Low transfer dependency","2014","higher education","Urban Area","177","0.0315941404623898","0.0264982182172658","0.0366900627075137","1"
"Low transfer dependency","2014","higher education","Rural Area","78","0.0250237058427303","0.0175546399403307","0.0324927717451298","1"
"Very high transfer dependency","2014","in school","Urban Area","67","0.105908754110956","0.0811206056497216","0.130696902572191","3"
"Very high transfer dependency","2014","in school","Rural Area","14","","","","3"
"Very high transfer dependency","2014","inadequately","Urban Area","98","0.224439218792905","0.180916298063895","0.267962139521916","3"
"Very high transfer dependency","2014","inadequately","Rural Area","30","0.135001432880098","0.0787956758223262","0.19120718993787","3"
"Very high transfer dependency","2014","general elemantary","Urban Area","255","0.0901547159211479","0.0780032441509814","0.102306187691314","3"
"Very high transfer dependency","2014","higher vocational","Urban Area","9","","","","3"
"Very high transfer dependency","2014","higher vocational","Rural Area","6","","","","3"
"Very high transfer dependency","2014","higher education","Urban Area","93","0.0153468980497863","0.0117655811924747","0.0189282149070979","3"
"Very high transfer dependency","2014","higher education","Rural Area","22","","","","3"
"Very high transfer dependency","2014","general elemantary","Rural Area","92","0.0702344885277249","0.0548798638446255","0.0855891132108242","3"
"Very high transfer dependency","2014","middle vocational","Urban Area","338","0.0390785274566803","0.0347375399316022","0.0434195149817585","3"
"Very high transfer dependency","2014","middle vocational","Rural Area","192","0.0338186302555316","0.0287360765337054","0.0389011839773577","3"
"Very high transfer dependency","2014","vocational + Abi","Urban Area","71","0.0363103258599801","0.0267994095033188","0.0458212422166414","3"
"Very high transfer dependency","2014","vocational + Abi","Rural Area","17","","","","3"
"Very low transfer dependency","2014","general elemantary","Urban Area","1442","0.776629786604753","0.758958403806461","0.794301169403045","0"
"Very low transfer dependency","2014","general elemantary","Rural Area","743","0.802491939526107","0.778570350295547","0.826413528756666","0"
"Very low transfer dependency","2014","middle vocational","Urban Area","6453","0.873019368284359","0.865560787901803","0.880477948666914","0"
"Very low transfer dependency","2014","middle vocational","Rural Area","4057","0.871767434959915","0.862366433347211","0.881168436572618","0"
"Very low transfer dependency","2014","inadequately","Rural Area","62","0.502638080794929","0.420400963534429","0.584875198055428","0"
"Very low transfer dependency","2014","higher education","Rural Area","1566","0.951307957914812","0.941016355282365","0.961599560547259","0"
"Very low transfer dependency","2014","in school","Urban Area","440","0.790256572271371","0.757460980150883","0.82305216439186","0"
"Very low transfer dependency","2014","in school","Rural Area","215","0.832158828582963","0.7887699900717","0.875547667094227","0"
"Very low transfer dependency","2014","inadequately","Urban Area","130","0.469013332460993","0.416954414053782","0.521072250868203","0"
"Very low transfer dependency","2014","higher education","Urban Area","4177","0.939268757611065","0.932310638842554","0.946226876379576","0"
"Very low transfer dependency","2014","vocational + Abi","Urban Area","1253","0.895076001485301","0.879494616467326","0.910657386503277","0"
"Very low transfer dependency","2014","higher vocational","Urban Area","887","0.931832715256233","0.915898034324362","0.947767396188104","0"
"Very low transfer dependency","2014","vocational + Abi","Rural Area","449","0.893149775809896","0.867261430457441","0.919038121162352","0"
"Very low transfer dependency","2014","higher vocational","Rural Area","586","0.940433756859225","0.921995899712275","0.958871614006176","0"
"High transfer dependency","2015","general elemantary","Urban Area","174","0.0658125756922248","0.0550816617209673","0.0765434896634823","2"
"High transfer dependency","2015","general elemantary","Rural Area","66","0.0342340070172555","0.0230807928423625","0.0453872211921485","2"
"High transfer dependency","2015","middle vocational","Urban Area","273","0.0240483429870736","0.0205641828256942","0.027532503148453","2"
"High transfer dependency","2015","middle vocational","Rural Area","185","0.0257967309197491","0.0212794328803183","0.0303140289591799","2"
"High transfer dependency","2015","higher education","Rural Area","25","","","","2"
"High transfer dependency","2015","vocational + Abi","Urban Area","62","0.0268782390158769","0.0189087798554062","0.0348476981763476","2"
"High transfer dependency","2015","inadequately","Rural Area","22","","","","2"
"High transfer dependency","2015","higher education","Urban Area","73","0.0153170329443963","0.0118041326076823","0.0188299332811102","2"
"High transfer dependency","2015","in school","Rural Area","16","","","","2"
"High transfer dependency","2015","higher vocational","Urban Area","11","","","","2"
"High transfer dependency","2015","in school","Urban Area","35","0.0791995475181284","0.0559663746246647","0.102432720411592","2"
"High transfer dependency","2015","inadequately","Urban Area","51","0.10817090479391","0.0769011456855168","0.139440663902303","2"
"High transfer dependency","2015","vocational + Abi","Rural Area","18","","","","2"
"High transfer dependency","2015","higher vocational","Rural Area","8","","","","2"
"Low transfer dependency","2015","in school","Urban Area","41","0.0455331986494064","0.0275978879008191","0.0634685093979936","1"
"Low transfer dependency","2015","in school","Rural Area","30","0.105659713180094","0.0674780775792885","0.1438413487809","1"
"Low transfer dependency","2015","inadequately","Urban Area","64","0.196214178132666","0.15623223938304","0.236196116882293","1"
"Low transfer dependency","2015","inadequately","Rural Area","25","","","","1"
"Low transfer dependency","2015","general elemantary","Urban Area","237","0.0710837318580734","0.059962864643996","0.0822045990721508","1"
"Low transfer dependency","2015","general elemantary","Rural Area","122","0.0834680774499307","0.0665024774600736","0.100433677439788","1"
"Low transfer dependency","2015","middle vocational","Urban Area","505","0.0507425600235826","0.0457511922469225","0.0557339278002427","1"
"Low transfer dependency","2015","middle vocational","Rural Area","351","0.0508996730081907","0.0446366331629829","0.0571627128533986","1"
"Low transfer dependency","2015","vocational + Abi","Urban Area","106","0.0370006266599319","0.0276989252676505","0.0463023280522133","1"
"Low transfer dependency","2015","vocational + Abi","Rural Area","55","0.089697419828603","0.0663414970415152","0.113053342615691","1"
"Low transfer dependency","2015","higher vocational","Urban Area","36","0.0444581273055341","0.0311900293857553","0.0577262252253129","1"
"Low transfer dependency","2015","higher vocational","Rural Area","23","","","","1"
"Low transfer dependency","2015","higher education","Urban Area","187","0.0393963267034803","0.0338317737530092","0.0449608796539514","1"
"Low transfer dependency","2015","higher education","Rural Area","68","0.034038862102496","0.0255016483833268","0.0425760758216651","1"
"Very high transfer dependency","2015","in school","Urban Area","72","0.0994942493531743","0.0737425052981565","0.125245993408192","3"
"Very high transfer dependency","2015","in school","Rural Area","18","","","","3"
"Very high transfer dependency","2015","inadequately","Urban Area","117","0.203539915114449","0.163004438067587","0.24407539216131","3"
"Very high transfer dependency","2015","inadequately","Rural Area","34","0.15398790982899","0.0950359236418359","0.212939896016145","3"
"Very high transfer dependency","2015","general elemantary","Urban Area","249","0.0814190414571763","0.0695835315662353","0.0932545513481173","3"
"Very high transfer dependency","2015","general elemantary","Rural Area","102","0.0803047361303106","0.0636350364884827","0.0969744357721384","3"
"Very high transfer dependency","2015","middle vocational","Urban Area","348","0.0407194632225896","0.0362246130726169","0.0452143133725624","3"
"Very high transfer dependency","2015","middle vocational","Rural Area","182","0.0394370654081825","0.0338909765357554","0.0449831542806095","3"
"Very high transfer dependency","2015","vocational + Abi","Urban Area","73","0.0345092668796751","0.0255145650161046","0.0435039687432456","3"
"Very high transfer dependency","2015","vocational + Abi","Rural Area","29","","","","3"
"Very high transfer dependency","2015","higher vocational","Urban Area","10","","","","3"
"Very high transfer dependency","2015","higher vocational","Rural Area","5","","","","3"
"Very high transfer dependency","2015","higher education","Urban Area","117","0.0186037510176142","0.0147387220889529","0.0224687799462754","3"
"Very high transfer dependency","2015","higher education","Rural Area","28","","","","3"
"Very low transfer dependency","2015","general elemantary","Urban Area","1391","0.781684650992525","0.763806475818514","0.799562826166537","0"
"Very low transfer dependency","2015","general elemantary","Rural Area","731","0.801993179402503","0.777549834684122","0.826436524120884","0"
"Very low transfer dependency","2015","middle vocational","Urban Area","6301","0.884489633766754","0.877220239349102","0.891759028184407","0"
"Very low transfer dependency","2015","middle vocational","Rural Area","4013","0.883866530663878","0.874737100695614","0.892995960632141","0"
"Very low transfer dependency","2015","inadequately","Rural Area","63","0.478084368541509","0.396497686958666","0.559671050124353","0"
"Very low transfer dependency","2015","in school","Urban Area","371","0.775773004479291","0.739891082926097","0.811654926032485","0"
"Very low transfer dependency","2015","vocational + Abi","Urban Area","1341","0.901611867444516","0.886935248454092","0.91628848643494","0"
"Very low transfer dependency","2015","in school","Rural Area","185","0.81437328340389","0.766080702316028","0.862665864491752","0"
"Very low transfer dependency","2015","higher education","Urban Area","4318","0.926682889334509","0.919227015755053","0.934138762913965","0"
"Very low transfer dependency","2015","vocational + Abi","Rural Area","473","0.861626520746045","0.833403718796336","0.889849322695754","0"
"Very low transfer dependency","2015","higher education","Rural Area","1612","0.944733049296801","0.933974935951355","0.955491162642247","0"
"Very low transfer dependency","2015","inadequately","Urban Area","147","0.492075001958975","0.441743031704097","0.542406972213853","0"
"Very low transfer dependency","2015","higher vocational","Rural Area","567","0.967719623600344","0.953612661358806","0.981826585841883","0"
"Very low transfer dependency","2015","higher vocational","Urban Area","870","0.938204209701962","0.922704043392788","0.953704376011136","0"
"High transfer dependency","2016","middle vocational","Rural Area","106","0.0150910554605514","0.0114597566181736","0.0187223543029291","2"
"High transfer dependency","2016","general elemantary","Urban Area","166","0.0703673664145656","0.0584352614488446","0.0822994713802867","2"
"High transfer dependency","2016","general elemantary","Rural Area","49","0.0278500997195822","0.0173425214214195","0.0383576780177449","2"
"High transfer dependency","2016","middle vocational","Urban Area","241","0.0294689247317191","0.0254067082571305","0.0335311412063076","2"
"High transfer dependency","2016","higher education","Rural Area","11","","","","2"
"High transfer dependency","2016","vocational + Abi","Urban Area","41","0.019972794842785","0.0128570011106456","0.0270885885749244","2"
"High transfer dependency","2016","inadequately","Rural Area","10","","","","2"
"High transfer dependency","2016","higher education","Urban Area","54","0.0138237354798214","0.0103220810400886","0.0173253899195543","2"
"High transfer dependency","2016","in school","Rural Area","4","","","","2"
"High transfer dependency","2016","inadequately","Urban Area","44","0.143717388452623","0.102773719437737","0.184661057467509","2"
"High transfer dependency","2016","vocational + Abi","Rural Area","8","","","","2"
"High transfer dependency","2016","in school","Urban Area","40","0.0673471054995775","0.0452016290515942","0.0894925819475608","2"
"High transfer dependency","2016","higher vocational","Rural Area","5","","","","2"
"High transfer dependency","2016","higher vocational","Urban Area","15","","","","2"
"Low transfer dependency","2016","in school","Urban Area","46","0.0539060001487287","0.0339510228612396","0.0738609774362178","1"
"Low transfer dependency","2016","middle vocational","Urban Area","448","0.0520907660455892","0.0467532407693373","0.0574282913218411","1"
"Low transfer dependency","2016","middle vocational","Rural Area","386","0.0748255567545617","0.066988717568029","0.0826623959410944","1"
"Low transfer dependency","2016","vocational + Abi","Urban Area","117","0.0564536467040116","0.0447151499297672","0.0681921434782559","1"
"Low transfer dependency","2016","vocational + Abi","Rural Area","53","0.0749684462189467","0.0525488552580335","0.0973880371798599","1"
"Low transfer dependency","2016","higher vocational","Urban Area","25","","","","1"
"Low transfer dependency","2016","higher vocational","Rural Area","26","","","","1"
"Low transfer dependency","2016","higher education","Urban Area","188","0.0345928279213086","0.0291121838456191","0.0400734719969982","1"
"Low transfer dependency","2016","higher education","Rural Area","57","0.0337806130751969","0.0250100813057914","0.0425511448446025","1"
"Low transfer dependency","2016","inadequately","Rural Area","26","","","","1"
"Low transfer dependency","2016","general elemantary","Urban Area","209","0.0812772536187271","0.0685289475763398","0.0940255596611143","1"
"Low transfer dependency","2016","general elemantary","Rural Area","117","0.0819382852248094","0.0644236130300124","0.0994529574196063","1"
"Low transfer dependency","2016","in school","Rural Area","22","","","","1"
"Low transfer dependency","2016","inadequately","Urban Area","42","0.143737063970245","0.102791062803914","0.184683065136575","1"
"Very high transfer dependency","2016","in school","Urban Area","44","0.0574620017150493","0.0368981080778956","0.078025895352203","3"
"Very high transfer dependency","2016","in school","Rural Area","14","","","","3"
"Very high transfer dependency","2016","inadequately","Urban Area","88","0.221743125137372","0.173257823506362","0.270228426768382","3"
"Very high transfer dependency","2016","inadequately","Rural Area","35","0.200552932224689","0.13007606135219","0.271029803097187","3"
"Very high transfer dependency","2016","general elemantary","Urban Area","197","0.0805703254001596","0.0678726987525574","0.0932679520477618","3"
"Very high transfer dependency","2016","general elemantary","Rural Area","90","0.0593981454379267","0.0443038794878887","0.0744924113879648","3"
"Very high transfer dependency","2016","middle vocational","Urban Area","305","0.0365784472016596","0.0320692730677267","0.0410876213355925","3"
"Very high transfer dependency","2016","middle vocational","Rural Area","160","0.0335426386477382","0.0281798077383947","0.0389054695570817","3"
"Very high transfer dependency","2016","vocational + Abi","Urban Area","69","0.0381604687451496","0.0284163397239283","0.0479045977663709","3"
"Very high transfer dependency","2016","vocational + Abi","Rural Area","24","","","","3"
"Very high transfer dependency","2016","higher vocational","Urban Area","9","","","","3"
"Very high transfer dependency","2016","higher vocational","Rural Area","4","","","","3"
