"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2011","middle vocational","West Germany","352","0.0258676146841289","0.0228219011943925","0.0289133281738654"
"High transfer dependency","2011","middle vocational","East Germany","234","0.057092314998134","0.0492483210645158","0.0649363089317521"
"High transfer dependency","2011","vocational + Abi","West Germany","53","0.0218366032221181","0.0148830719046023","0.0287901345396339"
"High transfer dependency","2011","vocational + Abi","East Germany","21","","",""
"High transfer dependency","2011","higher vocational","West Germany","23","","",""
"High transfer dependency","2011","higher vocational","East Germany","7","","",""
"High transfer dependency","2011","higher education","West Germany","63","0.01310723465318","0.00983226363693282","0.0163822056694271"
"High transfer dependency","2011","higher education","East Germany","31","0.0132282735410599","0.00754782649146846","0.0189087205906514"
"Very high transfer dependency","2011","in school","West Germany","46","0.0447069601261791","0.0301478950300306","0.0592660252223276"
"Very high transfer dependency","2011","in school","East Germany","11","","",""
"Very high transfer dependency","2011","inadequately","West Germany","88","0.193648006335771","0.152425956364469","0.234870056307072"
"Very high transfer dependency","2011","inadequately","East Germany","17","","",""
"Very high transfer dependency","2011","general elemantary","West Germany","254","0.0641807363176309","0.0548179850372394","0.0735434875980224"
"Very high transfer dependency","2011","general elemantary","East Germany","86","0.161262819897523","0.125663948049678","0.196861691745367"
"Very high transfer dependency","2011","middle vocational","West Germany","394","0.0253215616748092","0.0223073219642599","0.0283358013853584"
"Very high transfer dependency","2011","middle vocational","East Germany","275","0.0594620205229416","0.0514669585465342","0.0674570824993491"
"Very high transfer dependency","2011","vocational + Abi","West Germany","64","0.0294614247379206","0.0214161580786055","0.0375066913972358"
"Very high transfer dependency","2011","vocational + Abi","East Germany","29","","",""
"Very high transfer dependency","2011","higher vocational","West Germany","18","","",""
"Very high transfer dependency","2011","higher vocational","East Germany","6","","",""
"Very high transfer dependency","2011","higher education","West Germany","70","0.0115153870398232","0.00844324587720678","0.0145875282024396"
"Very high transfer dependency","2011","higher education","East Germany","25","","",""
"Very low transfer dependency","2012","in school","West Germany","631","0.843526504873276","0.818256367770002","0.868796641976549"
"Very low transfer dependency","2012","in school","East Germany","76","0.734683352388527","0.652177624799393","0.817189079977662"
"Very low transfer dependency","2012","inadequately","West Germany","154","0.566934985603317","0.513635596865916","0.620234374340719"
"Very low transfer dependency","2012","inadequately","East Germany","12","","",""
"Very low transfer dependency","2012","general elemantary","West Germany","1875","0.821959763135877","0.807207106012576","0.836712420259177"
"Very low transfer dependency","2012","general elemantary","East Germany","210","0.639118639426007","0.591393604170758","0.686843674681256"
"Very low transfer dependency","2012","middle vocational","West Germany","8823","0.903212626479429","0.897474734637763","0.908950518321094"
"Very low transfer dependency","2012","middle vocational","East Germany","2412","0.789013426938153","0.775080065610948","0.802946788265358"
"Very low transfer dependency","2012","vocational + Abi","West Germany","1444","0.916874105075775","0.903581507487065","0.930166702664484"
"Very low transfer dependency","2012","vocational + Abi","East Germany","214","0.836682419163813","0.794712633643118","0.878652204684509"
"Very low transfer dependency","2012","higher vocational","West Germany","1238","0.952507280248344","0.94108524092646","0.963929319570227"
"Very low transfer dependency","2012","higher vocational","East Germany","428","0.944203136416458","0.923648114349908","0.964758158483008"
"Very low transfer dependency","2012","higher education","West Germany","4305","0.941708800043682","0.934944785243956","0.948472814843409"
"Very low transfer dependency","2012","higher education","East Germany","1370","0.92079978655813","0.90728146432","0.93431810879626"
"Low transfer dependency","2012","in school","West Germany","76","0.0817580851546211","0.0626998907797483","0.100816279529494"
"Low transfer dependency","2012","in school","East Germany","18","","",""
"Low transfer dependency","2012","inadequately","West Germany","61","0.136530778974157","0.0995975087195931","0.173464049228721"
"Low transfer dependency","2012","inadequately","East Germany","9","","",""
"Low transfer dependency","2012","general elemantary","West Germany","266","0.0649812212445911","0.0554753924283275","0.0744870500608547"
"Low transfer dependency","2012","general elemantary","East Germany","59","0.107598996116325","0.0768056115923521","0.138392380640297"
"Low transfer dependency","2012","middle vocational","West Germany","731","0.0494514631869146","0.0452439573506423","0.053658969023187"
"Low transfer dependency","2012","middle vocational","East Germany","400","0.0910647619148205","0.0812398663607351","0.100889657468906"
"Low transfer dependency","2012","vocational + Abi","West Germany","112","0.0412245722638742","0.0316521166019448","0.0507970279258036"
"Low transfer dependency","2012","vocational + Abi","East Germany","41","0.0662152141004285","0.0379831748163978","0.0944472533844592"
"Low transfer dependency","2012","higher vocational","West Germany","62","0.0219197359566927","0.0140565076471004","0.0297829642662851"
"Low transfer dependency","2012","higher vocational","East Germany","33","0.0338400133703703","0.0176472816371242","0.0500327451036163"
"Low transfer dependency","2012","higher education","West Germany","188","0.0339792489792213","0.0287487291532983","0.0392097688051442"
"Low transfer dependency","2012","higher education","East Germany","116","0.0473745813177387","0.036740235261145","0.0580089273743325"
"High transfer dependency","2012","in school","West Germany","45","0.0401649826580348","0.0265078374584079","0.0538221278576618"
"High transfer dependency","2012","in school","East Germany","9","","",""
"High transfer dependency","2012","inadequately","West Germany","46","0.105054134098339","0.0720716010701206","0.138036667126557"
"High transfer dependency","2012","inadequately","East Germany","9","","",""
"High transfer dependency","2012","general elemantary","West Germany","201","0.0530005372177638","0.0443607929038198","0.0616402815317078"
"High transfer dependency","2012","general elemantary","East Germany","41","0.077264183054867","0.0507302830509305","0.103798083058804"
"High transfer dependency","2012","middle vocational","West Germany","335","0.0247002858332142","0.021688195147761","0.0277123765186674"
"High transfer dependency","2012","middle vocational","East Germany","209","0.0461636873604881","0.0389977424488006","0.0533296322721756"
"High transfer dependency","2012","vocational + Abi","West Germany","43","0.0138300498256543","0.00820696556146147","0.0194531340898472"
"High transfer dependency","2012","vocational + Abi","East Germany","23","","",""
"High transfer dependency","2012","higher vocational","West Germany","19","","",""
"High transfer dependency","2012","higher vocational","East Germany","13","","",""
"High transfer dependency","2012","higher education","West Germany","55","0.0134477888599308","0.0101224935869173","0.0167730841329444"
"High transfer dependency","2012","higher education","East Germany","22","","",""
"Very high transfer dependency","2012","in school","West Germany","42","0.0345504273140683","0.0218467530732844","0.0472541015548522"
"Very high transfer dependency","2012","in school","East Germany","7","","",""
"Very high transfer dependency","2012","inadequately","West Germany","71","0.191480101324187","0.149156147691728","0.233804054956646"
"Very high transfer dependency","2012","inadequately","East Germany","19","","",""
"Very high transfer dependency","2012","general elemantary","West Germany","241","0.0600584784017684","0.0508957783912904","0.0692211784122464"
"Very high transfer dependency","2012","general elemantary","East Germany","79","0.176018181402801","0.138172975742641","0.213863387062962"
"Very high transfer dependency","2012","middle vocational","West Germany","311","0.0226356245004427","0.0197491182773563","0.0255221307235291"
"Very high transfer dependency","2012","middle vocational","East Germany","273","0.0737581237865385","0.0648321947449682","0.0826840528281088"
"Very high transfer dependency","2012","vocational + Abi","West Germany","58","0.0280712728346968","0.0201181974539094","0.0360243482154843"
"Very high transfer dependency","2012","vocational + Abi","East Germany","20","","",""
"Very high transfer dependency","2012","higher vocational","West Germany","13","","",""
"Very high transfer dependency","2012","higher vocational","East Germany","5","","",""
"Very high transfer dependency","2012","higher education","West Germany","61","0.0108641621171658","0.00787140946455082","0.0138569147697807"
"Very high transfer dependency","2012","higher education","East Germany","25","","",""
"Very low transfer dependency","2013","in school","West Germany","685","0.830438625529","0.806111419804258","0.854765831253743"
"Very low transfer dependency","2013","in school","East Germany","95","0.72766366410279","0.655944474624562","0.799382853581017"
"Very low transfer dependency","2013","inadequately","West Germany","252","0.527864327911989","0.486479919486255","0.569248736337723"
"Very low transfer dependency","2013","inadequately","East Germany","17","","",""
"Very low transfer dependency","2013","general elemantary","West Germany","2338","0.801656222982081","0.78814519179716","0.815167254167002"
"Very low transfer dependency","2013","general elemantary","East Germany","228","0.633286882590386","0.587416894065106","0.679156871115665"
"Very low transfer dependency","2013","middle vocational","West Germany","9324","0.898085781878033","0.892414586904497","0.903756976851569"
"Very low transfer dependency","2013","middle vocational","East Germany","2355","0.811881370657656","0.798268339869204","0.825494401446107"
"Very low transfer dependency","2013","vocational + Abi","West Germany","1715","0.885317392142105","0.871500442147997","0.899134342136212"
"Very low transfer dependency","2013","vocational + Abi","East Germany","233","0.860084038940966","0.821653188391554","0.898514889490378"
"Very low transfer dependency","2013","higher vocational","West Germany","1208","0.953297646934388","0.941783364508486","0.964811929360289"
"Very low transfer dependency","2013","higher vocational","East Germany","399","0.921027868534518","0.89574183624976","0.946313900819276"
"Very low transfer dependency","2013","higher education","West Germany","4903","0.945773615426152","0.939674989066862","0.951872241785442"
"Very low transfer dependency","2013","higher education","East Germany","1420","0.933500790186867","0.921109174079869","0.945892406293864"
"Low transfer dependency","2013","in school","West Germany","86","0.0658616898562203","0.0497812834887326","0.081942096223708"
"Low transfer dependency","2013","in school","East Germany","16","","",""
"Low transfer dependency","2013","inadequately","West Germany","92","0.176193637201868","0.144610892588279","0.207776381815457"
"Low transfer dependency","2013","inadequately","East Germany","15","","",""
"Low transfer dependency","2013","general elemantary","West Germany","414","0.0853660022988236","0.0758981545640824","0.0948338500335649"
"Low transfer dependency","2013","general elemantary","East Germany","49","0.0906450361660024","0.0633172848507637","0.117972787481241"
"Low transfer dependency","2013","middle vocational","West Germany","822","0.0502784433026551","0.0461821849613242","0.054374701643986"
"Low transfer dependency","2013","middle vocational","East Germany","329","0.0732860542531877","0.0642083473792965","0.0823637611270789"
"Low transfer dependency","2013","vocational + Abi","West Germany","179","0.0630642931294928","0.0525238087502454","0.0736047775087402"
"Low transfer dependency","2013","vocational + Abi","East Germany","43","0.0733170409844943","0.0444405794163503","0.102193502552638"
"Low transfer dependency","2013","higher vocational","West Germany","54","0.0313874754372303","0.0218725263460902","0.0409024245283704"
"Low transfer dependency","2013","higher vocational","East Germany","27","","",""
"Low transfer dependency","2013","higher education","West Germany","205","0.0271629417903098","0.0227852865202455","0.031540597060374"
"Low transfer dependency","2013","higher education","East Germany","76","0.0379778136676054","0.0284713304290896","0.0474842969061213"
"High transfer dependency","2013","in school","West Germany","71","0.0506722020857436","0.0364532372187434","0.0648911669527437"
"High transfer dependency","2013","in school","East Germany","15","","",""
"High transfer dependency","2013","inadequately","West Germany","78","0.0910526673117309","0.067204342223124","0.114900992400338"
"High transfer dependency","2013","inadequately","East Germany","10","","",""
"High transfer dependency","2013","general elemantary","West Germany","264","0.0459308356530475","0.038837880303142","0.0530237910029531"
"High transfer dependency","2013","general elemantary","East Germany","49","0.0728504125566921","0.0481128972922636","0.0975879278211205"
"High transfer dependency","2013","middle vocational","West Germany","405","0.0235600360098297","0.0207168254236889","0.0264032465959705"
"High transfer dependency","2013","middle vocational","East Germany","201","0.0476604991268422","0.0402394069154605","0.0550815913382238"
"High transfer dependency","2013","vocational + Abi","West Germany","66","0.0138294411755112","0.00876545816635554","0.0188934241846668"
"High transfer dependency","2013","vocational + Abi","East Germany","18","","",""
"High transfer dependency","2013","higher vocational","West Germany","13","","",""
"High transfer dependency","2013","higher vocational","East Germany","7","","",""
"High transfer dependency","2013","higher education","West Germany","91","0.014270241159615","0.0110762942363672","0.0174641880828628"
"High transfer dependency","2013","higher education","East Germany","29","","",""
"Very high transfer dependency","2013","in school","West Germany","72","0.0530274825290358","0.0384998720914782","0.0675550929665934"
"Very high transfer dependency","2013","in school","East Germany","22","","",""
"Very high transfer dependency","2013","inadequately","West Germany","137","0.204889367574412","0.171430157894347","0.238348577254478"
"Very high transfer dependency","2013","inadequately","East Germany","21","","",""
"Very high transfer dependency","2013","general elemantary","West Germany","330","0.067046939066048","0.0585726261296337","0.0755212520024622"
"Very high transfer dependency","2013","general elemantary","East Germany","98","0.20321766868692","0.16491617220652","0.24151916516732"
"Very high transfer dependency","2013","middle vocational","West Germany","381","0.0280757388094821","0.0249791746144707","0.0311723030044935"
"Very high transfer dependency","2013","middle vocational","East Germany","281","0.0671720759623144","0.0584526520948003","0.0758914998298286"
"Very high transfer dependency","2013","vocational + Abi","West Germany","83","0.0377888735528912","0.0295202909739973","0.0460574561317851"
"Very high transfer dependency","2013","vocational + Abi","East Germany","19","","",""
"Very high transfer dependency","2013","higher vocational","West Germany","15","","",""
"Very high transfer dependency","2013","higher vocational","East Germany","4","","",""
"Very high transfer dependency","2013","higher education","West Germany","98","0.0127932016239229","0.00976679836780274","0.015819604880043"
"Very high transfer dependency","2013","higher education","East Germany","28","","",""
"Very low transfer dependency","2014","in school","West Germany","570","0.796081362067021","0.767455211476802","0.82470751265724"
"Very low transfer dependency","2014","in school","East Germany","85","0.871970017597982","0.811166918528939","0.932773116667025"
"Very low transfer dependency","2014","inadequately","West Germany","182","0.507727704745509","0.461014476544036","0.554440932946982"
"Very low transfer dependency","2014","inadequately","East Germany","10","","",""
"Very low transfer dependency","2014","general elemantary","West Germany","1977","0.803904544393831","0.789213919688516","0.818595169099147"
"Very low transfer dependency","2014","general elemantary","East Germany","208","0.636217539366891","0.588593223013187","0.683841855720594"
"Very low transfer dependency","2014","middle vocational","West Germany","8311","0.88979842984696","0.883557136968951","0.89603972272497"
"Very low transfer dependency","2014","middle vocational","East Germany","2199","0.800577171512788","0.785892226256525","0.81526211676905"
"Very low transfer dependency","2014","vocational + Abi","West Germany","1479","0.903313835452422","0.889415919559773","0.917211751345071"
"Very low transfer dependency","2014","vocational + Abi","East Germany","223","0.832614796570695","0.790086025827456","0.875143567313933"
"Very low transfer dependency","2014","higher vocational","West Germany","1103","0.936722342903338","0.92287222831557","0.950572457491106"
"Very low transfer dependency","2014","higher vocational","East Germany","370","0.929137166774644","0.904208442222407","0.954065891326882"
"Very low transfer dependency","2014","higher education","West Germany","4427","0.944138155306301","0.937618172010425","0.950658138602176"
"Very low transfer dependency","2014","higher education","East Germany","1316","0.934149697982613","0.921339555230299","0.946959840734927"
"Low transfer dependency","2014","in school","West Germany","74","0.0734694148658767","0.0549324369219107","0.0920063928098427"
"Low transfer dependency","2014","in school","East Germany","12","","",""
"Low transfer dependency","2014","inadequately","West Germany","94","0.201623636338409","0.164135287731598","0.23911198494522"
"Low transfer dependency","2014","inadequately","East Germany","16","","",""
"Low transfer dependency","2014","general elemantary","West Germany","346","0.0807088942857223","0.0706304967327372","0.0907872918387075"
"Low transfer dependency","2014","general elemantary","East Germany","56","0.104037296055032","0.0738138102790116","0.134260781831052"
"Low transfer dependency","2014","middle vocational","West Germany","702","0.0544824355879482","0.0499586927192946","0.0590061784566018"
"Low transfer dependency","2014","middle vocational","East Germany","282","0.0794719898928995","0.0695314758621014","0.0894125039236975"
"Low transfer dependency","2014","vocational + Abi","West Germany","127","0.04589789308104","0.0360568307121445","0.0557389554499356"
"Low transfer dependency","2014","vocational + Abi","East Germany","40","0.0996430560404206","0.0655211632500702","0.133764948830771"
"Low transfer dependency","2014","higher vocational","West Germany","58","0.045346540094835","0.0335101931903624","0.0571828869993076"
"Low transfer dependency","2014","higher vocational","East Germany","22","","",""
"Low transfer dependency","2014","higher education","West Germany","178","0.0302011478102564","0.0253424081511515","0.0350598874693613"
"Low transfer dependency","2014","higher education","East Germany","77","0.0290993096014882","0.0204177931507591","0.0377808260522173"
"High transfer dependency","2014","in school","West Germany","45","0.0421960459279","0.027912700028716","0.056479391827084"
"High transfer dependency","2014","in school","East Germany","10","","",""
"High transfer dependency","2014","inadequately","West Germany","54","0.0983994221310022","0.0705686588446429","0.126230185417361"
"High transfer dependency","2014","inadequately","East Germany","11","","",""
"High transfer dependency","2014","general elemantary","West Germany","207","0.0449454447067036","0.0372795793191392","0.052611310094268"
"High transfer dependency","2014","general elemantary","East Germany","57","0.0717040747689219","0.0461641156536059","0.0972440338842379"
"High transfer dependency","2014","middle vocational","West Germany","318","0.0250653242656261","0.021949598136995","0.0281810503942571"
"High transfer dependency","2014","middle vocational","East Germany","172","0.0552703077072586","0.0468721694746971","0.0636684459398201"
"High transfer dependency","2014","vocational + Abi","West Germany","56","0.0188529803168993","0.0124570277642257","0.0252489328695729"
"High transfer dependency","2014","vocational + Abi","East Germany","20","","",""
"High transfer dependency","2014","higher vocational","West Germany","15","","",""
"High transfer dependency","2014","higher vocational","East Germany","11","","",""
"High transfer dependency","2014","higher education","West Germany","67","0.0103904827155708","0.00751162059224473","0.0132693448388968"
"High transfer dependency","2014","higher education","East Germany","26","","",""
"Very high transfer dependency","2014","in school","West Germany","72","0.0882531771392026","0.0680993250703829","0.108407029208022"
"Very high transfer dependency","2014","in school","East Germany","9","","",""
"Very high transfer dependency","2014","inadequately","West Germany","110","0.19224923678508","0.155428476348598","0.229069997221562"
"Very high transfer dependency","2014","inadequately","East Germany","18","","",""
"Very high transfer dependency","2014","general elemantary","West Germany","276","0.0704411166137427","0.0609731694361298","0.0799090637913556"
"Very high transfer dependency","2014","general elemantary","East Germany","71","0.188041089809156","0.149360021217843","0.226722158400468"
"Very high transfer dependency","2014","middle vocational","West Germany","339","0.0306538102994656","0.0272180999710876","0.0340895206278436"
"Very high transfer dependency","2014","middle vocational","East Germany","191","0.0646805308870541","0.0556409130556036","0.0737201487185046"
"Very high transfer dependency","2014","vocational + Abi","West Germany","75","0.0319352911496389","0.0236666181783927","0.040203964120885"
"Very high transfer dependency","2014","vocational + Abi","East Germany","13","","",""
"Very high transfer dependency","2014","higher vocational","West Germany","11","","",""
"Very high transfer dependency","2014","higher vocational","East Germany","4","","",""
"Very high transfer dependency","2014","higher education","West Germany","94","0.015270214167872","0.0117888282091796","0.0187516001265645"
"Very high transfer dependency","2014","higher education","East Germany","21","","",""
"Very low transfer dependency","2015","in school","West Germany","474","0.790574890710946","0.7591974356866","0.821952345735292"
"Very low transfer dependency","2015","in school","East Germany","82","0.772390776143949","0.697989284261074","0.846792268026824"
"Very low transfer dependency","2015","inadequately","West Germany","200","0.486741175343493","0.441649710142805","0.531832640544181"
"Very low transfer dependency","2015","inadequately","East Germany","10","","",""
"Very low transfer dependency","2015","general elemantary","West Germany","1911","0.804537459440448","0.789571225747283","0.819503693133613"
"Very low transfer dependency","2015","general elemantary","East Germany","211","0.663881627394547","0.616071058849929","0.711692195939164"
"Very low transfer dependency","2015","middle vocational","West Germany","8180","0.901241472092329","0.895217799152522","0.907265145032136"
"Very low transfer dependency","2015","middle vocational","East Germany","2134","0.814893286781567","0.800337661036914","0.829448912526219"
"Very low transfer dependency","2015","vocational + Abi","West Germany","1593","0.904378026770362","0.891042397710534","0.917713655830189"
"Very low transfer dependency","2015","vocational + Abi","East Germany","221","0.802611453493817","0.756722006865707","0.848500900121926"
"Very low transfer dependency","2015","higher vocational","West Germany","1068","0.942108934055308","0.928504477069119","0.955713391041496"
"Very low transfer dependency","2015","higher vocational","East Germany","369","0.968740744382531","0.951644541854553","0.985836946910509"
"Very low transfer dependency","2015","higher education","West Germany","4632","0.935020036487991","0.928191207445964","0.941848865530019"
"Very low transfer dependency","2015","higher education","East Germany","1298","0.913647673524823","0.899053750923071","0.928241596126575"
"Low transfer dependency","2015","in school","West Germany","57","0.0640974574142122","0.04521025882042","0.0829846560080045"
"Low transfer dependency","2015","in school","East Germany","14","","",""
"Low transfer dependency","2015","inadequately","West Germany","78","0.199052252359138","0.16303067453048","0.235073830187795"
"Low transfer dependency","2015","inadequately","East Germany","11","","",""
"Low transfer dependency","2015","general elemantary","West Germany","308","0.0740647189199432","0.0641813814784559","0.0839480563614305"
"Low transfer dependency","2015","general elemantary","East Germany","51","0.0834928151959943","0.0554949481743872","0.111490682217601"
"Low transfer dependency","2015","middle vocational","West Germany","585","0.0437154239638718","0.0395871888995853","0.0478436590281583"
"Low transfer dependency","2015","middle vocational","East Germany","271","0.0797494545822611","0.0695966429609277","0.0899022662035945"
"Low transfer dependency","2015","vocational + Abi","West Germany","129","0.0414965530161905","0.0324525123601525","0.0505405936722285"
"Low transfer dependency","2015","vocational + Abi","East Germany","32","0.103919414207457","0.0687373717245862","0.139101456690327"
"Low transfer dependency","2015","higher vocational","West Germany","41","0.0396717260385688","0.0283013380708166","0.0510421140063209"
"Low transfer dependency","2015","higher vocational","East Germany","18","","",""
"Low transfer dependency","2015","higher education","West Germany","181","0.0343341368558742","0.0292895853965091","0.0393786883152392"
"Low transfer dependency","2015","higher education","East Germany","74","0.0545815581262513","0.0427788779108847","0.0663842383416179"
"High transfer dependency","2015","in school","West Germany","42","0.0698456587126677","0.0501903871072114","0.0895009303181239"
"High transfer dependency","2015","in school","East Germany","9","","",""
"High transfer dependency","2015","inadequately","West Germany","62","0.122440779078428","0.0928689388704091","0.152012619286447"
"High transfer dependency","2015","inadequately","East Germany","11","","",""
"High transfer dependency","2015","general elemantary","West Germany","196","0.0534162896434355","0.0449298800284557","0.0619026992584153"
"High transfer dependency","2015","general elemantary","East Germany","44","0.0710470264090259","0.0450452945912849","0.0970487582267669"
"High transfer dependency","2015","middle vocational","West Germany","299","0.0202917627341431","0.0174449312314188","0.0231385942368675"
"High transfer dependency","2015","middle vocational","East Germany","159","0.0425509497034294","0.0349864207262265","0.0501154786806322"
"High transfer dependency","2015","vocational + Abi","West Germany","66","0.0228697871013771","0.0160907667631063","0.0296488074396479"
"High transfer dependency","2015","vocational + Abi","East Germany","14","","",""
"High transfer dependency","2015","higher vocational","West Germany","13","","",""
"High transfer dependency","2015","higher vocational","East Germany","6","","",""
"High transfer dependency","2015","higher education","West Germany","74","0.0153399699795735","0.011935092730901","0.0187448472282461"
"High transfer dependency","2015","higher education","East Germany","24","","",""
"Very high transfer dependency","2015","in school","West Germany","73","0.0754819931621738","0.0551110470954684","0.0958529392288792"
"Very high transfer dependency","2015","in school","East Germany","17","","",""
"Very high transfer dependency","2015","inadequately","West Germany","132","0.191765793218941","0.156249202075096","0.227282384362786"
"Very high transfer dependency","2015","inadequately","East Germany","19","","",""
"Very high transfer dependency","2015","general elemantary","West Germany","282","0.0679815319961734","0.0584817125644395","0.0774813514279074"
"Very high transfer dependency","2015","general elemantary","East Germany","69","0.181578531000433","0.142561590354429","0.220595471646438"
"Very high transfer dependency","2015","middle vocational","West Germany","359","0.0347513412096557","0.0310534095214071","0.0384492728979044"
"Very high transfer dependency","2015","middle vocational","East Germany","171","0.0628063089327428","0.053713758064004","0.0718988598014816"
"Very high transfer dependency","2015","vocational + Abi","West Germany","80","0.0312556331120706","0.0233646993048135","0.0391465669193277"
"Very high transfer dependency","2015","vocational + Abi","East Germany","22","","",""
"Very high transfer dependency","2015","higher vocational","West Germany","10","","",""
"Very high transfer dependency","2015","higher vocational","East Germany","5","","",""
"Very high transfer dependency","2015","higher education","West Germany","118","0.0153058566765609","0.0119047085344311","0.0187070048186908"
"Very high transfer dependency","2015","higher education","East Germany","27","","",""
"Very low transfer dependency","2016","in school","West Germany","456","0.81979105703947","0.789036305441121","0.850545808637818"
"Very low transfer dependency","2016","in school","East Germany","82","0.853895167260058","0.787280359060029","0.920509975460087"
"Very low transfer dependency","2016","inadequately","West Germany","147","0.490127629958478","0.438488112833052","0.541767147083904"
"Very low transfer dependency","2016","inadequately","East Germany","14","","",""
"Very low transfer dependency","2016","general elemantary","West Germany","1682","0.799426478006181","0.783284735338338","0.815568220674025"
"Very low transfer dependency","2016","general elemantary","East Germany","197","0.691211614848347","0.642319702694668","0.740103527002026"
"Very low transfer dependency","2016","middle vocational","West Germany","7322","0.897763958719782","0.891300191718107","0.904227725721456"
"Very low transfer dependency","2016","middle vocational","East Germany","2020","0.807050324124326","0.791731144513954","0.822369503734698"
"Very low transfer dependency","2016","vocational + Abi","West Germany","1482","0.892125543765865","0.877557665197571","0.906693422334159"
"Very low transfer dependency","2016","vocational + Abi","East Germany","221","0.849384353985686","0.806956219149188","0.891812488822184"
"Very low transfer dependency","2016","higher vocational","West Germany","983","0.933215656136118","0.918050354035736","0.948380958236499"
"Very low transfer dependency","2016","higher vocational","East Germany","341","0.961824317270081","0.942219791480843","0.981428843059319"
"Very low transfer dependency","2016","higher education","West Germany","4226","0.936633297073608","0.929559190716223","0.943707403430993"
"Very low transfer dependency","2016","higher education","East Germany","1249","0.933782890319106","0.920493807285081","0.947071973353131"
"Low transfer dependency","2016","in school","West Germany","59","0.0773840009040261","0.0560039592758694","0.0987640425321829"
"Low transfer dependency","2016","in school","East Germany","9","","",""
"Low transfer dependency","2016","inadequately","West Germany","64","0.153072394308873","0.115878776609257","0.190266012008489"
"Low transfer dependency","2016","inadequately","East Germany","4","","",""
"Low transfer dependency","2016","general elemantary","West Germany","274","0.0793594049662318","0.068463366775304","0.0902554431571596"
"Low transfer dependency","2016","general elemantary","East Germany","52","0.0995500451170731","0.0678652026712599","0.131234887562886"
"Low transfer dependency","2016","middle vocational","West Germany","572","0.0511426026978935","0.0464426392066919","0.0558425661890951"
"Low transfer dependency","2016","middle vocational","East Germany","262","0.0971400004859953","0.0856433208352138","0.108636680136777"
"Low transfer dependency","2016","vocational + Abi","West Germany","142","0.0568352142221271","0.0459627858537454","0.0677076425905088"
"Low transfer dependency","2016","vocational + Abi","East Germany","28","","",""
"Low transfer dependency","2016","higher vocational","West Germany","32","0.0340040247150241","0.0229943231645116","0.0450137262655367"
"Low transfer dependency","2016","higher vocational","East Germany","19","","",""
"Low transfer dependency","2016","higher education","West Germany","184","0.0336970356323555","0.028457307693287","0.0389367635714239"
"Low transfer dependency","2016","higher education","East Germany","61","0.0373780763116555","0.0272407530344874","0.0475153995888237"
"High transfer dependency","2016","in school","West Germany","37","0.0492656097321288","0.0319485562299947","0.0665826632342628"
"High transfer dependency","2016","in school","East Germany","7","","",""
"High transfer dependency","2016","inadequately","West Germany","43","0.138641953197882","0.102944598681094","0.17433930771467"
"High transfer dependency","2016","inadequately","East Germany","11","","",""
"High transfer dependency","2016","general elemantary","West Germany","175","0.0542134890451979","0.0450855108932857","0.06334146719711"
"High transfer dependency","2016","general elemantary","East Germany","40","0.078009294791849","0.0496276553592823","0.106390934224416"
"High transfer dependency","2016","middle vocational","West Germany","235","0.0214265956663147","0.0183371832411843","0.0245160080914451"
"High transfer dependency","2016","middle vocational","East Germany","112","0.0363994798730495","0.0291290636388586","0.0436698961072404"
"High transfer dependency","2016","vocational + Abi","West Germany","44","0.0173161259013974","0.0111904178067551","0.0234418339960397"
"High transfer dependency","2016","vocational + Abi","East Germany","5","","",""
"High transfer dependency","2016","higher vocational","West Germany","14","","",""
"High transfer dependency","2016","higher vocational","East Germany","6","","",""
"High transfer dependency","2016","higher education","West Germany","52","0.0134491666421804","0.0101044167024844","0.0167939165818764"
"High transfer dependency","2016","higher education","East Germany","13","","",""
"Very high transfer dependency","2016","in school","West Germany","48","0.0535593323243754","0.03554422973292","0.0715744349158307"
"Very high transfer dependency","2016","in school","East Germany","10","","",""
"Very high transfer dependency","2016","inadequately","West Germany","106","0.218158022534767","0.175495952245464","0.26082009282407"
"Very high transfer dependency","2016","inadequately","East Germany","17","","",""
"Very high transfer dependency","2016","general elemantary","West Germany","233","0.067000627982389","0.0569219291666635","0.0770793267981146"
"Very high transfer dependency","2016","general elemantary","East Germany","54","0.131229045242731","0.095496112492492","0.16696197799297"
"Very high transfer dependency","2016","middle vocational","West Germany","310","0.02966684291601","0.0260469251934765","0.0332867606385435"
"Very high transfer dependency","2016","middle vocational","East Germany","155","0.0594101955166292","0.0502333420398528","0.0685870489934055"
"Very high transfer dependency","2016","vocational + Abi","West Germany","74","0.0337231161106103","0.0252461848857122","0.0422000473355083"
"Very high transfer dependency","2016","vocational + Abi","East Germany","19","","",""
"Very high transfer dependency","2016","higher vocational","West Germany","12","","",""
"Very high transfer dependency","2016","higher vocational","East Germany","1","","",""
"Very high transfer dependency","2016","higher education","West Germany","94","0.0162205006518561","0.0125524337785169","0.0198885675251954"
"Very high transfer dependency","2016","higher education","East Germany","22","","",""
"Very low transfer dependency","2017","in school","West Germany","514","0.823205086765958","0.794078185137694","0.852331988394223"
"Very low transfer dependency","2017","in school","East Germany","103","0.851636425337458","0.79145167679465","0.911821173880266"
"Very low transfer dependency","2017","inadequately","West Germany","206","0.498156022207429","0.467426580826427","0.528885463588431"
