"pli0089","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Daily","2012","Baden-Württemberg","West Germany","","","","","1"
"Daily","2012","Baden-Württemberg","East Germany","","","","","1"
"Daily","2012","Bavaria","West Germany","","","","","1"
"Daily","2012","Bavaria","East Germany","","","","","1"
"Daily","2012","Berlin","West Germany","","","","","1"
"Daily","2012","Berlin","East Germany","","","","","1"
"Daily","2012","Brandenburg","West Germany","","","","","1"
"Daily","2012","Brandenburg","East Germany","","","","","1"
"Daily","2012","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2012","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2012","Saxony","West Germany","","","","","1"
"Daily","2012","Saxony","East Germany","","","","","1"
"Daily","2012","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2012","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2012","Thuringia","West Germany","","","","","1"
"Daily","2012","Thuringia","East Germany","","","","","1"
"Daily","2012","Hamburg","West Germany","","","","","1"
"Daily","2012","Hamburg","East Germany","","","","","1"
"Daily","2012","Lower Saxony","West Germany","","","","","1"
"Daily","2012","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2012","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2012","Lower Saxony","East Germany","","","","","1"
"Daily","2012","Bremen","East Germany","","","","","1"
"Daily","2012","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2012","Bremen","West Germany","","","","","1"
"Min 1x per month","2012","Saxony","East Germany","","","","","3"
"Min 1x per month","2012","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","2012","Saxony","West Germany","","","","","3"
"Min 1x per month","2012","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2012","Hesse","West Germany","","","","","3"
"Min 1x per month","2012","Hesse","East Germany","","","","","3"
"Min 1x per month","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2012","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","2012","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2012","Bavaria","West Germany","","","","","3"
"Min 1x per month","2012","Bavaria","East Germany","","","","","3"
"Min 1x per month","2012","Berlin","West Germany","","","","","3"
"Min 1x per month","2012","Berlin","East Germany","","","","","3"
"Min 1x per month","2012","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2012","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2012","Brandenburg","East Germany","","","","","3"
"Min 1x per month","2012","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","2012","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2012","Hamburg","West Germany","","","","","3"
"Min 1x per month","2012","Hamburg","East Germany","","","","","3"
"Min 1x per month","2012","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","2012","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2012","Bremen","West Germany","","","","","3"
"Min 1x per month","2012","Bremen","East Germany","","","","","3"
"Min 1x per month","2012","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","2012","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2012","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","2012","Thuringia","West Germany","","","","","3"
"Min 1x per month","2012","Thuringia","East Germany","","","","","3"
"Min 1x per week","2012","Hesse","West Germany","","","","","2"
"Min 1x per week","2012","Hesse","East Germany","","","","","2"
"Min 1x per week","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","2012","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2012","Bremen","East Germany","","","","","2"
"Min 1x per week","2012","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2012","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","2012","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2012","Bavaria","West Germany","","","","","2"
"Min 1x per week","2012","Bavaria","East Germany","","","","","2"
"Min 1x per week","2012","Berlin","West Germany","","","","","2"
"Min 1x per week","2012","Berlin","East Germany","","","","","2"
"Min 1x per week","2012","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2012","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2012","Hamburg","West Germany","","","","","2"
"Min 1x per week","2012","Hamburg","East Germany","","","","","2"
"Min 1x per week","2012","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","2012","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2012","Bremen","West Germany","","","","","2"
"Min 1x per week","2012","Brandenburg","East Germany","","","","","2"
"Min 1x per week","2012","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2012","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","2012","Saxony","West Germany","","","","","2"
"Min 1x per week","2012","Saxony","East Germany","","","","","2"
"Min 1x per week","2012","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2012","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","2012","Thuringia","West Germany","","","","","2"
"Min 1x per week","2012","Thuringia","East Germany","","","","","2"
"Min 1x per week","2012","Schleswig-Holstein","West Germany","","","","","2"
"Never","2012","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2012","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","2012","Schleswig-Holstein","East Germany","","","","","5"
"Never","2012","Hamburg","West Germany","","","","","5"
"Never","2012","North Rhine-Westphalia","West Germany","","","","","5"
"Never","2012","Saxony","West Germany","","","","","5"
"Never","2012","Thuringia","West Germany","","","","","5"
"Never","2012","Thuringia","East Germany","","","","","5"
"Never","2012","Hamburg","East Germany","","","","","5"
"Never","2012","Lower Saxony","West Germany","","","","","5"
"Never","2012","Lower Saxony","East Germany","","","","","5"
"Never","2012","Bremen","West Germany","","","","","5"
"Never","2012","Bremen","East Germany","","","","","5"
"Never","2012","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2012","Hesse","West Germany","","","","","5"
"Never","2012","Hesse","East Germany","","","","","5"
"Never","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2012","Baden-Württemberg","West Germany","","","","","5"
"Never","2012","Baden-Württemberg","East Germany","","","","","5"
"Never","2012","Bavaria","West Germany","","","","","5"
"Never","2012","Bavaria","East Germany","","","","","5"
"Never","2012","Berlin","West Germany","","","","","5"
"Never","2012","Berlin","East Germany","","","","","5"
"Never","2012","Brandenburg","West Germany","","","","","5"
"Never","2012","Brandenburg","East Germany","","","","","5"
"Never","2012","Saxony","East Germany","","","","","5"
"Never","2012","Saxony-Anhalt","West Germany","","","","","5"
"Never","2012","Saxony-Anhalt","East Germany","","","","","5"
"Never","2012","Schleswig-Holstein","West Germany","","","","","5"
"Rarely","2012","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2012","Hesse","West Germany","","","","","4"
"Rarely","2012","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2012","Saxony","East Germany","","","","","4"
"Rarely","2012","Saxony","West Germany","","","","","4"
"Rarely","2012","Bavaria","West Germany","","","","","4"
"Rarely","2012","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","2012","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2012","Bavaria","East Germany","","","","","4"
"Rarely","2012","Hesse","East Germany","","","","","4"
"Rarely","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2012","Baden-Württemberg","West Germany","","","","","4"
"Rarely","2012","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2012","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","2012","Thuringia","West Germany","","","","","4"
"Rarely","2012","Thuringia","East Germany","","","","","4"
"Rarely","2012","Berlin","West Germany","","","","","4"
"Rarely","2012","Berlin","East Germany","","","","","4"
"Rarely","2012","Brandenburg","West Germany","","","","","4"
"Rarely","2012","Brandenburg","East Germany","","","","","4"
"Rarely","2012","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","2012","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2012","Hamburg","West Germany","","","","","4"
"Rarely","2012","Hamburg","East Germany","","","","","4"
"Rarely","2012","Lower Saxony","West Germany","","","","","4"
"Rarely","2012","Lower Saxony","East Germany","","","","","4"
"Rarely","2012","Bremen","West Germany","","","","","4"
"Rarely","2012","Bremen","East Germany","","","","","4"
"Rarely","2012","North Rhine-Westphalia","West Germany","","","","","4"
"Daily","2013","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2013","Hesse","West Germany","","","","","1"
"Daily","2013","Hesse","East Germany","","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","West Germany","1","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2013","Baden-Württemberg","West Germany","3","","","","1"
"Daily","2013","Baden-Württemberg","East Germany","","","","","1"
"Daily","2013","Bavaria","West Germany","10","","","","1"
"Daily","2013","Bavaria","East Germany","","","","","1"
"Daily","2013","Berlin","West Germany","3","","","","1"
"Daily","2013","Berlin","East Germany","","","","","1"
"Daily","2013","Brandenburg","West Germany","","","","","1"
"Daily","2013","Brandenburg","East Germany","1","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","East Germany","1","","","","1"
"Daily","2013","Saxony","West Germany","","","","","1"
"Daily","2013","Saxony","East Germany","3","","","","1"
"Daily","2013","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2013","Saxony-Anhalt","East Germany","1","","","","1"
"Daily","2013","Thuringia","West Germany","","","","","1"
"Daily","2013","Thuringia","East Germany","1","","","","1"
"Daily","2013","Lower Saxony","West Germany","4","","","","1"
"Daily","2013","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2013","Hamburg","West Germany","","","","","1"
"Daily","2013","Hamburg","East Germany","","","","","1"
"Daily","2013","North Rhine-Westphalia","West Germany","16","","","","1"
"Daily","2013","Bremen","East Germany","","","","","1"
"Daily","2013","Schleswig-Holstein","West Germany","1","","","","1"
"Daily","2013","Lower Saxony","East Germany","","","","","1"
"Daily","2013","Bremen","West Germany","","","","","1"
"Min 1x per month","2013","Saxony","West Germany","","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","East Germany","57","0.0989774591172395","0.0748602848297124","0.123094633404767","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2013","Saxony","East Germany","131","0.0720658649039022","0.0598019949964861","0.0843297348113183","3"
"Min 1x per month","2013","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2013","Hesse","West Germany","168","0.0927694693523189","0.0791850085563663","0.106353930148271","3"
"Min 1x per month","2013","Hesse","East Germany","","","","","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","West Germany","144","0.0997222213267386","0.0841048612497695","0.115339581403708","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2013","Baden-Württemberg","West Germany","302","0.0933568104627157","0.0829565358314569","0.103757085093975","3"
"Min 1x per month","2013","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2013","Bavaria","West Germany","434","0.0878164917265023","0.0790641085079272","0.0965688749450773","3"
"Min 1x per month","2013","Bavaria","East Germany","","","","","3"
"Min 1x per month","2013","Berlin","West Germany","35","0.0517428529875468","0.0331118419081516","0.070373864066942","3"
"Min 1x per month","2013","Berlin","East Germany","28","","","","3"
"Min 1x per month","2013","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2013","Brandenburg","East Germany","76","0.0874419787474473","0.0701318417113737","0.104752115783521","3"
"Min 1x per month","2013","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","East Germany","73","0.092418164757805","0.074135851686227","0.110700477829383","3"
"Min 1x per month","2013","Thuringia","West Germany","","","","","3"
"Min 1x per month","2013","Thuringia","East Germany","71","0.0743572132578383","0.0580805235831903","0.0906339029324863","3"
"Min 1x per month","2013","Schleswig-Holstein","West Germany","85","0.0935114416188027","0.0745217568498288","0.112501126387777","3"
"Min 1x per month","2013","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2013","Hamburg","West Germany","39","0.0912346383483474","0.0631568323820833","0.119312444314611","3"
"Min 1x per month","2013","Hamburg","East Germany","","","","","3"
"Min 1x per month","2013","Lower Saxony","West Germany","274","0.109759985149559","0.0973847912943148","0.122135179004802","3"
"Min 1x per month","2013","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2013","Bremen","West Germany","18","","","","3"
"Min 1x per month","2013","Bremen","East Germany","","","","","3"
"Min 1x per month","2013","North Rhine-Westphalia","West Germany","510","0.101588003983059","0.0932934628320893","0.109882545134029","3"
"Min 1x per week","2013","Hesse","West Germany","122","0.0584097375055808","0.0474284149919433","0.0693910600192184","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","West Germany","89","0.0663922724656193","0.0534155692529276","0.079368975678311","2"
"Min 1x per week","2013","Hesse","East Germany","","","","","2"
"Min 1x per week","2013","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2013","Hamburg","West Germany","15","","","","2"
"Min 1x per week","2013","Hamburg","East Germany","","","","","2"
"Min 1x per week","2013","Lower Saxony","West Germany","170","0.0711938539298831","0.0610135621110876","0.0813741457486786","2"
"Min 1x per week","2013","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2013","Bremen","East Germany","","","","","2"
"Min 1x per week","2013","North Rhine-Westphalia","West Germany","364","0.0644782115003717","0.0577349993094768","0.0712214236912667","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2013","Baden-Württemberg","West Germany","206","0.0567057670515652","0.0484379509674838","0.0649735831356466","2"
"Min 1x per week","2013","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2013","Bavaria","West Germany","305","0.0661711586524922","0.0584840116496855","0.0738583056552989","2"
"Min 1x per week","2013","Bavaria","East Germany","","","","","2"
"Min 1x per week","2013","Berlin","West Germany","19","","","","2"
"Min 1x per week","2013","Berlin","East Germany","7","","","","2"
"Min 1x per week","2013","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","East Germany","22","","","","2"
"Min 1x per week","2013","Saxony","West Germany","","","","","2"
"Min 1x per week","2013","Saxony","East Germany","97","0.0672037852598926","0.0553298572073226","0.0790777133124626","2"
"Min 1x per week","2013","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2013","Thuringia","West Germany","","","","","2"
"Min 1x per week","2013","Thuringia","East Germany","57","0.0531798449017927","0.0392582144687714","0.0671014753348139","2"
"Min 1x per week","2013","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2013","Bremen","West Germany","14","","","","2"
"Min 1x per week","2013","Brandenburg","East Germany","30","0.0253732224282851","0.0157367683282069","0.0350096765283633","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2013","Saxony-Anhalt","East Germany","42","0.0336064832386565","0.0222302598383189","0.0449827066389941","2"
"Min 1x per week","2013","Schleswig-Holstein","West Germany","57","0.0521708091835508","0.0376669677814453","0.0666746505856563","2"
"Never","2013","North Rhine-Westphalia","West Germany","2740","0.538110863692572","0.524422922358494","0.55179880502665","5"
"Never","2013","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2013","Mecklenburg-Western Pomerania","East Germany","339","0.579430628713324","0.539563956221752","0.619297301204897","5"
"Never","2013","Thuringia","West Germany","","","","","5"
"Never","2013","Thuringia","East Germany","572","0.552332215949914","0.521481806748713","0.583182625151114","5"
"Never","2013","Schleswig-Holstein","East Germany","","","","","5"
"Never","2013","Hamburg","West Germany","242","0.576975159446546","0.52880047245024","0.625149846442852","5"
"Never","2013","Hamburg","East Germany","","","","","5"
"Never","2013","Lower Saxony","West Germany","1198","0.492059755714681","0.472267665106981","0.511851846322382","5"
"Never","2013","Lower Saxony","East Germany","","","","","5"
"Never","2013","Bremen","West Germany","85","0.539911890001972","0.467897194229992","0.611926585773952","5"
"Never","2013","Bremen","East Germany","","","","","5"
"Never","2013","Saxony","West Germany","","","","","5"
"Never","2013","Saxony","East Germany","992","0.543507350131517","0.51988496405073","0.567129736212303","5"
"Never","2013","Saxony-Anhalt","West Germany","","","","","5"
"Never","2013","Saxony-Anhalt","East Germany","587","0.60633184217417","0.575490738859406","0.637172945488934","5"
"Never","2013","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2013","Hesse","West Germany","916","0.536970262771315","0.513621675968185","0.560318849574444","5"
"Never","2013","Hesse","East Germany","","","","","5"
"Never","2013","Rhineland-Palatinate,Saarland","West Germany","779","0.543222683057889","0.51725910163138","0.569186264484399","5"
"Never","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2013","Baden-Württemberg","West Germany","1563","0.560101955413574","0.542357480065339","0.577846430761809","5"
"Never","2013","Baden-Württemberg","East Germany","","","","","5"
"Never","2013","Bavaria","West Germany","2053","0.543871911564209","0.528469493800118","0.559274329328299","5"
"Never","2013","Bavaria","East Germany","","","","","5"
"Never","2013","Berlin","West Germany","317","0.635779437048863","0.595304736380274","0.676254137717451","5"
"Never","2013","Berlin","East Germany","285","0.696833682502758","0.653984553542924","0.739682811462592","5"
"Never","2013","Brandenburg","West Germany","","","","","5"
"Never","2013","Brandenburg","East Germany","597","0.60070745292616","0.570695974768434","0.630718931083887","5"
"Never","2013","Schleswig-Holstein","West Germany","474","0.516702019577609","0.484108460545955","0.549295578609264","5"
"Rarely","2013","Mecklenburg-Western Pomerania","East Germany","170","0.289814803432094","0.25317640055684","0.326453206307349","4"
"Rarely","2013","Saxony","West Germany","","","","","4"
"Rarely","2013","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2013","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2013","Saxony","East Germany","485","0.313197060013079","0.291201801585856","0.335192318440302","4"
"Rarely","2013","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2013","Hesse","West Germany","546","0.311850530370786","0.290158726285276","0.333542334456295","4"
"Rarely","2013","Hesse","East Germany","","","","","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","West Germany","401","0.290601881304244","0.266936276207868","0.314267486400621","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2013","Baden-Württemberg","West Germany","932","0.28793181252119","0.271745078882212","0.304118546160169","4"
"Rarely","2013","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2013","Bavaria","West Germany","1215","0.298293912635196","0.284145849390116","0.312441975880275","4"
"Rarely","2013","Bavaria","East Germany","","","","","4"
"Rarely","2013","Saxony-Anhalt","East Germany","261","0.267441445446389","0.239500242381217","0.295382648511561","4"
"Rarely","2013","Thuringia","West Germany","","","","","4"
"Rarely","2013","Thuringia","East Germany","297","0.30894300385148","0.280276222310612","0.337609785392348","4"
"Rarely","2013","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2013","Berlin","West Germany","169","0.278811303856538","0.241095113375001","0.316527494338076","4"
"Rarely","2013","Berlin","East Germany","122","0.223320924081143","0.184494940452256","0.26214690771003","4"
"Rarely","2013","Brandenburg","West Germany","","","","","4"
"Rarely","2013","Brandenburg","East Germany","319","0.284831604372727","0.257174384694077","0.312488824051377","4"
"Rarely","2013","Schleswig-Holstein","West Germany","286","0.337517185745459","0.306675403274714","0.368358968216204","4"
"Rarely","2013","Hamburg","West Germany","108","0.300761790505121","0.256043899269953","0.345479681740289","4"
"Rarely","2013","Hamburg","East Germany","","","","","4"
"Rarely","2013","Lower Saxony","West Germany","805","0.326252666950787","0.307691640049122","0.344813693852451","4"
"Rarely","2013","Lower Saxony","East Germany","","","","","4"
"Rarely","2013","Bremen","West Germany","67","0.334284487843919","0.26612259692874","0.402446378759098","4"
"Rarely","2013","Bremen","East Germany","","","","","4"
"Rarely","2013","North Rhine-Westphalia","West Germany","1466","0.293103999945194","0.280606532443649","0.305601467446739","4"
"Daily","2014","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2014","Hesse","West Germany","","","","","1"
"Daily","2014","Hesse","East Germany","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2014","Baden-Württemberg","West Germany","","","","","1"
"Daily","2014","Baden-Württemberg","East Germany","","","","","1"
"Daily","2014","Bavaria","West Germany","","","","","1"
"Daily","2014","Bavaria","East Germany","","","","","1"
"Daily","2014","Berlin","West Germany","","","","","1"
"Daily","2014","Berlin","East Germany","","","","","1"
"Daily","2014","Brandenburg","West Germany","","","","","1"
"Daily","2014","Brandenburg","East Germany","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2014","Saxony","West Germany","","","","","1"
"Daily","2014","Saxony","East Germany","","","","","1"
"Daily","2014","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2014","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2014","Thuringia","West Germany","","","","","1"
"Daily","2014","Thuringia","East Germany","","","","","1"
"Daily","2014","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2014","Hamburg","West Germany","","","","","1"
"Daily","2014","Hamburg","East Germany","","","","","1"
"Daily","2014","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2014","Lower Saxony","West Germany","","","","","1"
"Daily","2014","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2014","Bremen","West Germany","","","","","1"
"Daily","2014","Bremen","East Germany","","","","","1"
"Daily","2014","Lower Saxony","East Germany","","","","","1"
"Min 1x per month","2014","Saxony","West Germany","","","","","3"
"Min 1x per month","2014","Saxony","East Germany","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2014","Hesse","West Germany","","","","","3"
"Min 1x per month","2014","Hesse","East Germany","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2014","Bavaria","West Germany","","","","","3"
"Min 1x per month","2014","Bavaria","East Germany","","","","","3"
"Min 1x per month","2014","Berlin","West Germany","","","","","3"
"Min 1x per month","2014","Berlin","East Germany","","","","","3"
"Min 1x per month","2014","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2014","Brandenburg","East Germany","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2014","Hamburg","West Germany","","","","","3"
"Min 1x per month","2014","Hamburg","East Germany","","","","","3"
"Min 1x per month","2014","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","2014","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2014","Bremen","West Germany","","","","","3"
"Min 1x per month","2014","Bremen","East Germany","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","2014","Thuringia","West Germany","","","","","3"
"Min 1x per month","2014","Thuringia","East Germany","","","","","3"
"Min 1x per week","2014","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2014","Hesse","West Germany","","","","","2"
"Min 1x per week","2014","Hesse","East Germany","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","2014","Hamburg","West Germany","","","","","2"
"Min 1x per week","2014","Hamburg","East Germany","","","","","2"
"Min 1x per week","2014","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","2014","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","2014","Saxony","West Germany","","","","","2"
"Min 1x per week","2014","Saxony","East Germany","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2014","Bremen","West Germany","","","","","2"
"Min 1x per week","2014","Bremen","East Germany","","","","","2"
"Min 1x per week","2014","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2014","Bavaria","West Germany","","","","","2"
"Min 1x per week","2014","Bavaria","East Germany","","","","","2"
"Min 1x per week","2014","Berlin","West Germany","","","","","2"
"Min 1x per week","2014","Berlin","East Germany","","","","","2"
"Min 1x per week","2014","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2014","Brandenburg","East Germany","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","2014","Thuringia","West Germany","","","","","2"
"Min 1x per week","2014","Thuringia","East Germany","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","West Germany","","","","","2"
"Never","2014","North Rhine-Westphalia","West Germany","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","2014","Schleswig-Holstein","East Germany","","","","","5"
"Never","2014","Hamburg","West Germany","","","","","5"
"Never","2014","Hamburg","East Germany","","","","","5"
"Never","2014","Lower Saxony","West Germany","","","","","5"
"Never","2014","Lower Saxony","East Germany","","","","","5"
"Never","2014","Bremen","West Germany","","","","","5"
"Never","2014","Bremen","East Germany","","","","","5"
"Never","2014","Saxony","West Germany","","","","","5"
"Never","2014","Saxony","East Germany","","","","","5"
"Never","2014","Saxony-Anhalt","West Germany","","","","","5"
"Never","2014","Saxony-Anhalt","East Germany","","","","","5"
"Never","2014","Thuringia","West Germany","","","","","5"
"Never","2014","Thuringia","East Germany","","","","","5"
"Never","2014","Schleswig-Holstein","West Germany","","","","","5"
"Never","2014","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2014","Hesse","West Germany","","","","","5"
"Never","2014","Hesse","East Germany","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2014","Baden-Württemberg","West Germany","","","","","5"
"Never","2014","Baden-Württemberg","East Germany","","","","","5"
"Never","2014","Bavaria","West Germany","","","","","5"
"Never","2014","Bavaria","East Germany","","","","","5"
"Never","2014","Berlin","West Germany","","","","","5"
"Never","2014","Berlin","East Germany","","","","","5"
"Never","2014","Brandenburg","West Germany","","","","","5"
"Never","2014","Brandenburg","East Germany","","","","","5"
"Rarely","2014","Mecklenburg-Western Pomerania","East Germany","","","","","4"
