"pli0089","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Never","2012","general elemantary","Male","","","",""
"Never","2012","general elemantary","Female","","","",""
"Never","2012","middle vocational","Male","","","",""
"Never","2012","middle vocational","Female","","","",""
"Never","2012","vocational + Abi","Male","","","",""
"Never","2012","vocational + Abi","Female","","","",""
"Never","2012","higher vocational","Male","","","",""
"Never","2012","higher vocational","Female","","","",""
"Never","2012","higher education","Male","","","",""
"Never","2012","higher education","Female","","","",""
"Daily","2013","in school","Male","4","","",""
"Daily","2013","in school","Female","","","",""
"Daily","2013","inadequately","Male","1","","",""
"Daily","2013","inadequately","Female","","","",""
"Daily","2013","general elemantary","Male","4","","",""
"Daily","2013","general elemantary","Female","1","","",""
"Daily","2013","middle vocational","Male","9","","",""
"Daily","2013","middle vocational","Female","15","","",""
"Daily","2013","vocational + Abi","Male","","","",""
"Daily","2013","vocational + Abi","Female","2","","",""
"Daily","2013","higher vocational","Male","1","","",""
"Daily","2013","higher vocational","Female","1","","",""
"Daily","2013","higher education","Male","3","","",""
"Daily","2013","higher education","Female","4","","",""
"Min 1x per week","2013","in school","Male","38","0.172628432944513","0.121875078725482","0.223381787163545"
"Min 1x per week","2013","in school","Female","22","","",""
"Min 1x per week","2013","inadequately","Male","7","","",""
"Min 1x per week","2013","inadequately","Female","9","","",""
"Min 1x per week","2013","general elemantary","Male","90","0.107819316091916","0.0872100199765614","0.128428612207272"
"Min 1x per week","2013","general elemantary","Female","63","0.0403584377888896","0.0310633560008566","0.0496535195769225"
"Min 1x per week","2013","middle vocational","Male","454","0.0846150423550852","0.0772329845180645","0.0919971001921059"
"Min 1x per week","2013","middle vocational","Female","365","0.0365087180891848","0.03209647678845","0.0409209593899196"
"Min 1x per week","2013","vocational + Abi","Male","44","0.0816185622846179","0.0599098778966008","0.103327246672635"
"Min 1x per week","2013","vocational + Abi","Female","67","0.0518751043398627","0.0391237212402774","0.064626487439448"
"Min 1x per week","2013","higher vocational","Male","72","0.0576596032054337","0.0434311238648584","0.071888082546009"
"Min 1x per week","2013","higher vocational","Female","31","0.0447970478143175","0.0287708451951936","0.0608232504334414"
"Min 1x per week","2013","higher education","Male","175","0.0556565046880087","0.047412851246774","0.0639001581292434"
"Min 1x per week","2013","higher education","Female","132","0.0316781783128168","0.0252447225876917","0.0381116340379419"
"Min 1x per month","2013","in school","Male","38","0.203726979510104","0.149637405263209","0.257816553756999"
"Min 1x per month","2013","in school","Female","44","0.166260967496537","0.118248688646386","0.214273246346688"
"Min 1x per month","2013","inadequately","Male","9","","",""
"Min 1x per month","2013","inadequately","Female","6","","",""
"Min 1x per month","2013","general elemantary","Male","87","0.0975656175506206","0.0778484430370751","0.117282792064166"
"Min 1x per month","2013","general elemantary","Female","83","0.0402992959835482","0.0310107410530371","0.0495878509140594"
"Min 1x per month","2013","middle vocational","Male","681","0.123829139147714","0.115092234432155","0.132566043863272"
"Min 1x per month","2013","middle vocational","Female","483","0.06322831682806","0.0575028651135143","0.0689537685426057"
"Min 1x per month","2013","vocational + Abi","Male","103","0.196661744520985","0.165145340881192","0.228178148160778"
"Min 1x per month","2013","vocational + Abi","Female","101","0.0778322026887523","0.0624283391063074","0.0932360662711972"
"Min 1x per month","2013","higher vocational","Male","115","0.109917087944509","0.0908244209824994","0.129009754906519"
"Min 1x per month","2013","higher vocational","Female","48","0.0486206355665939","0.0319579390869245","0.0652833320462633"
"Min 1x per month","2013","higher education","Male","372","0.118127954078425","0.106522132373752","0.129733775783097"
"Min 1x per month","2013","higher education","Female","214","0.0638775771099251","0.0548951252386905","0.0728600289811598"
"Rarely","2013","in school","Male","65","0.266754418743221","0.207360931180926","0.326147906305516"
"Rarely","2013","in school","Female","83","0.470409207062642","0.406044140776388","0.534774273348897"
"Rarely","2013","inadequately","Male","22","","",""
"Rarely","2013","inadequately","Female","13","","",""
"Rarely","2013","general elemantary","Male","224","0.257727237738851","0.228663572241181","0.286790903236522"
"Rarely","2013","general elemantary","Female","273","0.135700405351242","0.119525034570455","0.151875776132028"
"Rarely","2013","middle vocational","Male","1720","0.311792916417484","0.299505955948363","0.324079876886604"
"Rarely","2013","middle vocational","Female","1795","0.264804066346221","0.254423980580143","0.275184152112298"
"Rarely","2013","vocational + Abi","Male","235","0.355177513200514","0.317231137344312","0.393123889056717"
"Rarely","2013","vocational + Abi","Female","384","0.305304600660903","0.278825153554488","0.331784047767318"
"Rarely","2013","higher vocational","Male","402","0.402901011754354","0.372961748775922","0.432840274732786"
"Rarely","2013","higher vocational","Female","178","0.279105360177656","0.244353497234622","0.313857223120691"
"Rarely","2013","higher education","Male","1198","0.424656585135626","0.406882826836771","0.442430343434481"
"Rarely","2013","higher education","Female","910","0.307630901004938","0.29067822841312","0.324583573596755"
"Never","2013","in school","Male","68","0.311172857618469","0.248998075905393","0.373347639331546"
"Never","2013","in school","Female","82","0.230523891590719","0.176211660656382","0.284836122525055"
"Never","2013","inadequately","Male","99","0.685696572581276","0.608241637258873","0.76315150790368"
"Never","2013","inadequately","Female","162","0.839844589000044","0.78769611997621","0.891993058023877"
"Never","2013","general elemantary","Male","465","0.5349490787068","0.501805840270823","0.568092317142778"
"Never","2013","general elemantary","Female","1302","0.783591376789263","0.764141644744037","0.803041108834489"
"Never","2013","middle vocational","Male","2596","0.476794513804797","0.463546415590443","0.490042612019151"
"Never","2013","middle vocational","Female","4283","0.633846457924687","0.622513044731212","0.645179871118163"
"Never","2013","vocational + Abi","Male","229","0.366542179993883","0.328334706889911","0.404749653097854"
"Never","2013","vocational + Abi","Female","608","0.563388442480539","0.534871917089547","0.591904967871532"
"Never","2013","higher vocational","Male","441","0.421874330692869","0.39172890400419","0.452019757381549"
"Never","2013","higher vocational","Female","382","0.626263943573025","0.588782241216911","0.663745645929139"
"Never","2013","higher education","Male","1223","0.400223243668394","0.38260580637275","0.417840680964039"
"Never","2013","higher education","Female","1587","0.595317303818119","0.577287710616156","0.613346897020081"
"Daily","2014","in school","Male","","","",""
"Daily","2014","in school","Female","","","",""
"Daily","2014","inadequately","Male","","","",""
"Daily","2014","inadequately","Female","","","",""
"Daily","2014","general elemantary","Male","","","",""
"Daily","2014","general elemantary","Female","","","",""
"Daily","2014","middle vocational","Male","","","",""
"Daily","2014","middle vocational","Female","","","",""
"Daily","2014","vocational + Abi","Male","","","",""
"Daily","2014","vocational + Abi","Female","","","",""
"Daily","2014","higher vocational","Male","","","",""
"Daily","2014","higher vocational","Female","","","",""
"Daily","2014","higher education","Male","","","",""
"Daily","2014","higher education","Female","","","",""
"Min 1x per week","2014","in school","Male","","","",""
"Min 1x per week","2014","in school","Female","","","",""
"Min 1x per week","2014","inadequately","Male","","","",""
"Min 1x per week","2014","inadequately","Female","","","",""
"Min 1x per week","2014","general elemantary","Male","","","",""
"Min 1x per week","2014","general elemantary","Female","","","",""
"Min 1x per week","2014","middle vocational","Male","","","",""
"Min 1x per week","2014","middle vocational","Female","","","",""
"Min 1x per week","2014","vocational + Abi","Male","","","",""
"Min 1x per week","2014","vocational + Abi","Female","","","",""
"Min 1x per week","2014","higher vocational","Male","","","",""
"Min 1x per week","2014","higher vocational","Female","","","",""
"Min 1x per week","2014","higher education","Male","","","",""
"Min 1x per week","2014","higher education","Female","","","",""
"Min 1x per month","2014","in school","Male","","","",""
"Min 1x per month","2014","in school","Female","","","",""
"Min 1x per month","2014","inadequately","Male","","","",""
"Min 1x per month","2014","inadequately","Female","","","",""
"Min 1x per month","2014","general elemantary","Male","","","",""
"Min 1x per month","2014","general elemantary","Female","","","",""
"Min 1x per month","2014","middle vocational","Male","","","",""
"Min 1x per month","2014","middle vocational","Female","","","",""
"Min 1x per month","2014","vocational + Abi","Male","","","",""
"Min 1x per month","2014","vocational + Abi","Female","","","",""
"Min 1x per month","2014","higher vocational","Male","","","",""
"Min 1x per month","2014","higher vocational","Female","","","",""
"Min 1x per month","2014","higher education","Male","","","",""
"Min 1x per month","2014","higher education","Female","","","",""
"Rarely","2014","in school","Male","","","",""
"Rarely","2014","in school","Female","","","",""
"Rarely","2014","inadequately","Male","","","",""
"Rarely","2014","inadequately","Female","","","",""
"Rarely","2014","general elemantary","Male","","","",""
"Rarely","2014","general elemantary","Female","","","",""
"Rarely","2014","middle vocational","Male","","","",""
"Rarely","2014","middle vocational","Female","","","",""
"Rarely","2014","vocational + Abi","Male","","","",""
"Rarely","2014","vocational + Abi","Female","","","",""
"Rarely","2014","higher vocational","Male","","","",""
"Rarely","2014","higher vocational","Female","","","",""
"Rarely","2014","higher education","Male","","","",""
"Rarely","2014","higher education","Female","","","",""
"Never","2014","in school","Male","","","",""
"Never","2014","in school","Female","","","",""
"Never","2014","inadequately","Male","","","",""
"Never","2014","inadequately","Female","","","",""
"Never","2014","general elemantary","Male","","","",""
"Never","2014","general elemantary","Female","","","",""
"Never","2014","middle vocational","Male","","","",""
"Never","2014","middle vocational","Female","","","",""
"Never","2014","vocational + Abi","Male","","","",""
"Never","2014","vocational + Abi","Female","","","",""
"Never","2014","higher vocational","Male","","","",""
"Never","2014","higher vocational","Female","","","",""
"Never","2014","higher education","Male","","","",""
"Never","2014","higher education","Female","","","",""
"Daily","2015","in school","Male","","","",""
"Daily","2015","in school","Female","","","",""
"Daily","2015","inadequately","Male","","","",""
"Daily","2015","inadequately","Female","","","",""
"Daily","2015","general elemantary","Male","","","",""
"Daily","2015","general elemantary","Female","","","",""
"Daily","2015","middle vocational","Male","","","",""
"Daily","2015","middle vocational","Female","","","",""
"Daily","2015","vocational + Abi","Male","","","",""
"Daily","2015","vocational + Abi","Female","","","",""
"Daily","2015","higher vocational","Male","","","",""
"Daily","2015","higher vocational","Female","","","",""
"Daily","2015","higher education","Male","","","",""
"Daily","2015","higher education","Female","","","",""
"Min 1x per week","2015","in school","Male","","","",""
"Min 1x per week","2015","in school","Female","","","",""
"Min 1x per week","2015","inadequately","Male","","","",""
"Min 1x per week","2015","inadequately","Female","","","",""
"Min 1x per week","2015","general elemantary","Male","","","",""
"Min 1x per week","2015","general elemantary","Female","","","",""
"Min 1x per week","2015","middle vocational","Male","","","",""
"Min 1x per week","2015","middle vocational","Female","","","",""
"Min 1x per week","2015","vocational + Abi","Male","","","",""
"Min 1x per week","2015","vocational + Abi","Female","","","",""
"Min 1x per week","2015","higher vocational","Male","","","",""
"Min 1x per week","2015","higher vocational","Female","","","",""
"Min 1x per week","2015","higher education","Male","","","",""
"Min 1x per week","2015","higher education","Female","","","",""
"Min 1x per month","2015","in school","Male","","","",""
"Min 1x per month","2015","in school","Female","","","",""
"Min 1x per month","2015","inadequately","Male","","","",""
"Min 1x per month","2015","inadequately","Female","","","",""
"Min 1x per month","2015","general elemantary","Male","","","",""
"Min 1x per month","2015","general elemantary","Female","","","",""
"Min 1x per month","2015","middle vocational","Male","","","",""
"Min 1x per month","2015","middle vocational","Female","","","",""
"Min 1x per month","2015","vocational + Abi","Male","","","",""
"Min 1x per month","2015","vocational + Abi","Female","","","",""
"Min 1x per month","2015","higher vocational","Male","","","",""
"Min 1x per month","2015","higher vocational","Female","","","",""
"Min 1x per month","2015","higher education","Male","","","",""
"Min 1x per month","2015","higher education","Female","","","",""
"Rarely","2015","in school","Male","","","",""
"Rarely","2015","in school","Female","","","",""
"Rarely","2015","inadequately","Male","","","",""
"Rarely","2015","inadequately","Female","","","",""
"Rarely","2015","general elemantary","Male","","","",""
"Rarely","2015","general elemantary","Female","","","",""
"Rarely","2015","middle vocational","Male","","","",""
"Rarely","2015","middle vocational","Female","","","",""
"Rarely","2015","vocational + Abi","Male","","","",""
"Rarely","2015","vocational + Abi","Female","","","",""
"Rarely","2015","higher vocational","Male","","","",""
"Rarely","2015","higher vocational","Female","","","",""
"Rarely","2015","higher education","Male","","","",""
"Rarely","2015","higher education","Female","","","",""
"Never","2015","in school","Male","","","",""
"Never","2015","in school","Female","","","",""
"Never","2015","inadequately","Male","","","",""
"Never","2015","inadequately","Female","","","",""
"Never","2015","general elemantary","Male","","","",""
"Never","2015","general elemantary","Female","","","",""
"Never","2015","middle vocational","Male","","","",""
"Never","2015","middle vocational","Female","","","",""
"Never","2015","vocational + Abi","Male","","","",""
"Never","2015","vocational + Abi","Female","","","",""
"Never","2015","higher vocational","Male","","","",""
"Never","2015","higher vocational","Female","","","",""
"Never","2015","higher education","Male","","","",""
"Never","2015","higher education","Female","","","",""
"Daily","2016","in school","Male","","","",""
"Daily","2016","in school","Female","","","",""
"Daily","2016","inadequately","Male","","","",""
"Daily","2016","inadequately","Female","","","",""
"Daily","2016","general elemantary","Male","","","",""
"Daily","2016","general elemantary","Female","","","",""
"Daily","2016","middle vocational","Male","","","",""
"Daily","2016","middle vocational","Female","","","",""
"Daily","2016","vocational + Abi","Male","","","",""
"Daily","2016","vocational + Abi","Female","","","",""
"Daily","2016","higher vocational","Male","","","",""
"Daily","2016","higher vocational","Female","","","",""
"Daily","2016","higher education","Male","","","",""
"Daily","2016","higher education","Female","","","",""
"Min 1x per week","2016","in school","Male","","","",""
"Min 1x per week","2016","in school","Female","","","",""
"Min 1x per week","2016","inadequately","Male","","","",""
"Min 1x per week","2016","inadequately","Female","","","",""
"Min 1x per week","2016","general elemantary","Male","","","",""
"Min 1x per week","2016","general elemantary","Female","","","",""
"Min 1x per week","2016","middle vocational","Male","","","",""
"Min 1x per week","2016","middle vocational","Female","","","",""
"Min 1x per week","2016","vocational + Abi","Male","","","",""
"Min 1x per week","2016","vocational + Abi","Female","","","",""
"Min 1x per week","2016","higher vocational","Male","","","",""
"Min 1x per week","2016","higher vocational","Female","","","",""
"Min 1x per week","2016","higher education","Male","","","",""
"Min 1x per week","2016","higher education","Female","","","",""
"Min 1x per month","2016","in school","Male","","","",""
"Min 1x per month","2016","in school","Female","","","",""
"Min 1x per month","2016","inadequately","Male","","","",""
"Min 1x per month","2016","inadequately","Female","","","",""
"Min 1x per month","2016","general elemantary","Male","","","",""
"Min 1x per month","2016","general elemantary","Female","","","",""
"Min 1x per month","2016","middle vocational","Male","","","",""
"Min 1x per month","2016","middle vocational","Female","","","",""
"Min 1x per month","2016","vocational + Abi","Male","","","",""
"Min 1x per month","2016","vocational + Abi","Female","","","",""
"Min 1x per month","2016","higher vocational","Male","","","",""
"Min 1x per month","2016","higher vocational","Female","","","",""
"Min 1x per month","2016","higher education","Male","","","",""
"Min 1x per month","2016","higher education","Female","","","",""
"Rarely","2016","in school","Male","","","",""
"Rarely","2016","in school","Female","","","",""
"Rarely","2016","inadequately","Male","","","",""
"Rarely","2016","inadequately","Female","","","",""
"Rarely","2016","general elemantary","Male","","","",""
"Rarely","2016","general elemantary","Female","","","",""
"Rarely","2016","middle vocational","Male","","","",""
"Rarely","2016","middle vocational","Female","","","",""
"Rarely","2016","vocational + Abi","Male","","","",""
"Rarely","2016","vocational + Abi","Female","","","",""
"Rarely","2016","higher vocational","Male","","","",""
"Rarely","2016","higher vocational","Female","","","",""
"Rarely","2016","higher education","Male","","","",""
"Rarely","2016","higher education","Female","","","",""
"Never","2016","in school","Male","","","",""
"Never","2016","in school","Female","","","",""
"Never","2016","inadequately","Male","","","",""
"Never","2016","inadequately","Female","","","",""
"Never","2016","general elemantary","Male","","","",""
"Never","2016","general elemantary","Female","","","",""
"Never","2016","middle vocational","Male","","","",""
"Never","2016","middle vocational","Female","","","",""
"Never","2016","vocational + Abi","Male","","","",""
"Never","2016","vocational + Abi","Female","","","",""
"Never","2016","higher vocational","Male","","","",""
"Never","2016","higher vocational","Female","","","",""
"Never","2016","higher education","Male","","","",""
"Never","2016","higher education","Female","","","",""
"Daily","2017","in school","Male","1","","",""
"Daily","2017","in school","Female","","","",""
"Daily","2017","inadequately","Male","15","","",""
"Daily","2017","inadequately","Female","","","",""
"Daily","2017","general elemantary","Male","10","","",""
"Daily","2017","general elemantary","Female","3","","",""
"Daily","2017","middle vocational","Male","11","","",""
"Daily","2017","middle vocational","Female","","","",""
"Daily","2017","vocational + Abi","Male","1","","",""
"Daily","2017","vocational + Abi","Female","","","",""
"Daily","2017","higher vocational","Male","","","",""
"Daily","2017","higher vocational","Female","","","",""
"Daily","2017","higher education","Male","7","","",""
"Daily","2017","higher education","Female","2","","",""
"Min 1x per week","2017","in school","Male","2","","",""
"Min 1x per week","2017","in school","Female","1","","",""
"Min 1x per week","2017","inadequately","Male","100","0.0933951204923568","0.0770534832241186","0.109736757760595"
"Min 1x per week","2017","inadequately","Female","15","","",""
"Min 1x per week","2017","general elemantary","Male","58","0.0945299223699402","0.0726208238924745","0.116439020847406"
"Min 1x per week","2017","general elemantary","Female","11","","",""
"Min 1x per week","2017","middle vocational","Male","43","0.0922688129186328","0.067536694686358","0.117000931150908"
"Min 1x per week","2017","middle vocational","Female","13","","",""
"Min 1x per week","2017","vocational + Abi","Male","4","","",""
"Min 1x per week","2017","vocational + Abi","Female","2","","",""
"Min 1x per week","2017","higher vocational","Male","","","",""
"Min 1x per week","2017","higher vocational","Female","","","",""
"Min 1x per week","2017","higher education","Male","45","0.0575782699315232","0.0391077365349126","0.0760488033281339"
"Min 1x per week","2017","higher education","Female","8","","",""
"Min 1x per month","2017","in school","Male","1","","",""
"Min 1x per month","2017","in school","Female","","","",""
"Min 1x per month","2017","inadequately","Male","79","0.0834127146594336","0.0678842867965656","0.0989411425223017"
"Min 1x per month","2017","inadequately","Female","18","","",""
"Min 1x per month","2017","general elemantary","Male","67","0.0963209373834702","0.0742271451530519","0.118414729613888"
"Min 1x per month","2017","general elemantary","Female","6","","",""
"Min 1x per month","2017","middle vocational","Male","44","0.0627561902784022","0.042030462250581","0.0834819183062233"
"Min 1x per month","2017","middle vocational","Female","11","","",""
"Min 1x per month","2017","vocational + Abi","Male","5","","",""
"Min 1x per month","2017","vocational + Abi","Female","1","","",""
"Min 1x per month","2017","higher vocational","Male","","","",""
"Min 1x per month","2017","higher vocational","Female","","","",""
"Min 1x per month","2017","higher education","Male","53","0.102433668783075","0.0783910302876527","0.126476307278498"
"Min 1x per month","2017","higher education","Female","5","","",""
"Rarely","2017","in school","Male","4","","",""
"Rarely","2017","in school","Female","","","",""
"Rarely","2017","inadequately","Male","182","0.170276942705108","0.149167880082575","0.19138600532764"
"Rarely","2017","inadequately","Female","66","0.0448210579988067","0.031551450578563","0.0580906654190504"
"Rarely","2017","general elemantary","Male","138","0.198266335115388","0.168409597278028","0.228123072952748"
"Rarely","2017","general elemantary","Female","42","0.0871194768445255","0.0595518320379362","0.114687121651115"
"Rarely","2017","middle vocational","Male","114","0.226143123949823","0.190393026046023","0.261893221853624"
"Rarely","2017","middle vocational","Female","33","0.111591282058101","0.0792008815656253","0.143981682550577"
"Rarely","2017","vocational + Abi","Male","20","","",""
"Rarely","2017","vocational + Abi","Female","7","","",""
"Rarely","2017","higher vocational","Male","","","",""
"Rarely","2017","higher vocational","Female","","","",""
"Rarely","2017","higher education","Male","150","0.251195378873299","0.216806535692887","0.285584222053711"
"Rarely","2017","higher education","Female","35","0.107220782373693","0.0732155260341313","0.141226038713254"
"Never","2017","in school","Male","9","","",""
"Never","2017","in school","Female","4","","",""
"Never","2017","inadequately","Male","842","0.643188052678947","0.61628428369993","0.670091821657964"
"Never","2017","inadequately","Female","835","0.931555542781778","0.915361765129858","0.947749320433697"
"Never","2017","general elemantary","Male","412","0.594259802465098","0.557487993049012","0.631031611881185"
"Never","2017","general elemantary","Female","340","0.862445543679395","0.828775921883437","0.896115165475353"
"Never","2017","middle vocational","Male","314","0.603548283933184","0.561745386966868","0.6453511808995"
"Never","2017","middle vocational","Female","306","0.831595978673552","0.793098951138377","0.870093006208728"
"Never","2017","vocational + Abi","Male","49","0.595514533493916","0.487288388634617","0.703740678353215"
"Never","2017","vocational + Abi","Female","45","0.838156452416542","0.740819669692858","0.935493235140227"
"Never","2017","higher vocational","Male","","","",""
"Never","2017","higher vocational","Female","","","",""
"Never","2017","higher education","Male","356","0.574370252903781","0.535165434902942","0.61357507090462"
"Never","2017","higher education","Female","268","0.867946911490103","0.83073727788577","0.905156545094435"
"Daily","2018","in school","Male","","","",""
"Daily","2018","in school","Female","","","",""
"Daily","2018","inadequately","Male","13","","",""
"Daily","2018","inadequately","Female","2","","",""
"Daily","2018","general elemantary","Male","7","","",""
"Daily","2018","general elemantary","Female","2","","",""
"Daily","2018","middle vocational","Male","6","","",""
"Daily","2018","middle vocational","Female","","","",""
"Daily","2018","vocational + Abi","Male","1","","",""
"Daily","2018","vocational + Abi","Female","","","",""
"Daily","2018","higher vocational","Male","","","",""
"Daily","2018","higher vocational","Female","","","",""
"Daily","2018","higher education","Male","4","","",""
"Daily","2018","higher education","Female","","","",""
"Min 1x per week","2018","in school","Male","1","","",""
"Min 1x per week","2018","in school","Female","","","",""
"Min 1x per week","2018","inadequately","Male","93","0.128710175812406","0.1059826150027","0.151437736622113"
"Min 1x per week","2018","inadequately","Female","17","","",""
"Min 1x per week","2018","general elemantary","Male","57","0.098020500000491","0.0712242321075062","0.124816767893476"
"Min 1x per week","2018","general elemantary","Female","8","","",""
"Min 1x per week","2018","middle vocational","Male","44","0.105970753405017","0.0764281382106733","0.13551336859936"
"Min 1x per week","2018","middle vocational","Female","3","","",""
"Min 1x per week","2018","vocational + Abi","Male","4","","",""
"Min 1x per week","2018","vocational + Abi","Female","2","","",""
"Min 1x per week","2018","higher vocational","Male","","","",""
"Min 1x per week","2018","higher vocational","Female","","","",""
"Min 1x per week","2018","higher education","Male","50","0.11552023726521","0.0858878039442229","0.145152670586196"
"Min 1x per week","2018","higher education","Female","6","","",""
"Min 1x per month","2018","in school","Male","1","","",""
"Min 1x per month","2018","in school","Female","","","",""
"Min 1x per month","2018","inadequately","Male","90","0.114623079185801","0.0930026057510338","0.136243552620567"
"Min 1x per month","2018","inadequately","Female","26","","",""
"Min 1x per month","2018","general elemantary","Male","57","0.160859511468041","0.127749583836783","0.193969439099298"
"Min 1x per month","2018","general elemantary","Female","10","","",""
"Min 1x per month","2018","middle vocational","Male","52","0.0948369827079791","0.0667158811807713","0.122958084235187"
"Min 1x per month","2018","middle vocational","Female","8","","",""
"Min 1x per month","2018","vocational + Abi","Male","8","","",""
"Min 1x per month","2018","vocational + Abi","Female","3","","",""
"Min 1x per month","2018","higher vocational","Male","","","",""
"Min 1x per month","2018","higher vocational","Female","","","",""
"Min 1x per month","2018","higher education","Male","49","0.117407154066262","0.0875655742263141","0.147248733906209"
"Min 1x per month","2018","higher education","Female","11","","",""
"Rarely","2018","in school","Male","1","","",""
"Rarely","2018","in school","Female","","","",""
"Rarely","2018","inadequately","Male","163","0.215396791824628","0.187496437367692","0.243297146281565"
"Rarely","2018","inadequately","Female","80","0.112001227600787","0.0870766327696977","0.136925822431877"
"Rarely","2018","general elemantary","Male","109","0.244389600162602","0.20566313618162","0.283116064143583"
"Rarely","2018","general elemantary","Female","38","0.143253560247649","0.10123208195099","0.185275038544309"
"Rarely","2018","middle vocational","Male","99","0.292126504889166","0.24848061320438","0.335772396573953"
"Rarely","2018","middle vocational","Female","38","0.104012034857622","0.0654701939588446","0.142553875756399"
"Rarely","2018","vocational + Abi","Male","9","","",""
"Rarely","2018","vocational + Abi","Female","5","","",""
"Rarely","2018","higher vocational","Male","","","",""
"Rarely","2018","higher vocational","Female","","","",""
"Rarely","2018","higher education","Male","121","0.300398475019147","0.257900467892801","0.342896482145493"
"Rarely","2018","higher education","Female","32","0.128161913512631","0.0831655340363233","0.173158292988938"
"Never","2018","in school","Male","1","","",""
"Never","2018","in school","Female","1","","",""
"Never","2018","inadequately","Male","475","0.524426027742669","0.490532542937547","0.55831951254779"
"Never","2018","inadequately","Female","490","0.834199882853626","0.804807282346707","0.863592483360546"
"Never","2018","general elemantary","Male","243","0.489544881922236","0.444495113876675","0.534594649967797"
"Never","2018","general elemantary","Female","209","0.791606157463797","0.742888153828477","0.840324161099118"
"Never","2018","middle vocational","Male","216","0.498110922738748","0.450121340623539","0.546100504853957"
"Never","2018","middle vocational","Female","192","0.862077135195605","0.818542915195087","0.905611355196123"
"Never","2018","vocational + Abi","Male","28","","",""
"Never","2018","vocational + Abi","Female","26","","",""
"Never","2018","higher vocational","Male","","","",""
"Never","2018","higher vocational","Female","","","",""
"Never","2018","higher education","Male","223","0.452233883942624","0.4060943226337","0.498373445251548"
"Never","2018","higher education","Female","163","0.810664048735308","0.757926837519233","0.863401259951383"
"Daily","2019","in school","Male","1","","",""
"Daily","2019","in school","Female","1","","",""
"Daily","2019","inadequately","Male","12","","",""
"Daily","2019","inadequately","Female","2","","",""
"Daily","2019","general elemantary","Male","7","","",""
"Daily","2019","general elemantary","Female","4","","",""
"Daily","2019","middle vocational","Male","25","","",""
"Daily","2019","middle vocational","Female","6","","",""
"Daily","2019","vocational + Abi","Male","2","","",""
"Daily","2019","vocational + Abi","Female","4","","",""
"Daily","2019","higher vocational","Male","","","",""
"Daily","2019","higher vocational","Female","","","",""
"Daily","2019","higher education","Male","11","","",""
"Daily","2019","higher education","Female","4","","",""
"Min 1x per week","2019","in school","Male","21","","",""
"Min 1x per week","2019","in school","Female","13","","",""
"Min 1x per week","2019","inadequately","Male","119","0.0979992064158296","0.0791427038530156","0.116855708978644"
"Min 1x per week","2019","inadequately","Female","12","","",""
"Min 1x per week","2019","general elemantary","Male","137","0.0861824667277336","0.0716929031750435","0.100672030280424"
"Min 1x per week","2019","general elemantary","Female","66","0.02986798118375","0.0217209399659381","0.0380150224015619"
"Min 1x per week","2019","middle vocational","Male","433","0.0711421316750575","0.064288378026993","0.077995885323122"
"Min 1x per week","2019","middle vocational","Female","319","0.0426584324497491","0.037653562584438","0.0476633023150602"
"Min 1x per week","2019","vocational + Abi","Male","69","0.0549289014450436","0.0399094297674621","0.0699483731226252"
"Min 1x per week","2019","vocational + Abi","Female","83","0.0498728803484056","0.0383544283153246","0.0613913323814866"
"Min 1x per week","2019","higher vocational","Male","96","0.0702278883092821","0.0549739574619443","0.08548181915662"
"Min 1x per week","2019","higher vocational","Female","29","","",""
"Min 1x per week","2019","higher education","Male","269","0.0494510071718402","0.0427770864644372","0.0561249278792433"
"Min 1x per week","2019","higher education","Female","134","0.0260587680809554","0.0208122988640358","0.031305237297875"
"Min 1x per month","2019","in school","Male","34","0.175327679434859","0.117828797284667","0.232826561585052"
"Min 1x per month","2019","in school","Female","20","","",""
"Min 1x per month","2019","inadequately","Male","96","0.123595691946444","0.102721949348942","0.144469434543946"
"Min 1x per month","2019","inadequately","Female","26","","",""
"Min 1x per month","2019","general elemantary","Male","144","0.111291985844542","0.0950541706315966","0.127529801057488"
"Min 1x per month","2019","general elemantary","Female","60","0.0412421898911894","0.0317250407332073","0.0507593390491715"
"Min 1x per month","2019","middle vocational","Male","713","0.135714092019371","0.126582813082595","0.144845370956147"
"Min 1x per month","2019","middle vocational","Female","442","0.0626569139855932","0.0566549874430363","0.0686588405281501"
"Min 1x per month","2019","vocational + Abi","Male","136","0.173224458403288","0.148277340773075","0.198171576033501"
"Min 1x per month","2019","vocational + Abi","Female","115","0.080621189217402","0.0662152067980849","0.0950271716367191"
"Min 1x per month","2019","higher vocational","Male","151","0.118106620467144","0.0988409612880181","0.137372279646269"
"Min 1x per month","2019","higher vocational","Female","50","0.07248110098076","0.0515060601479584","0.0934561418135617"
"Min 1x per month","2019","higher education","Male","571","0.141799054330464","0.131060708646226","0.152537400014703"
"Min 1x per month","2019","higher education","Female","304","0.0701471306914463","0.0617363581924645","0.0785579031904281"
"Rarely","2019","in school","Male","56","0.361704571534493","0.289046926741925","0.43436221632706"
"Rarely","2019","in school","Female","56","0.295928364938427","0.225854509926847","0.366002219950007"
"Rarely","2019","inadequately","Male","181","0.153989701047522","0.131097894447469","0.176881507647575"
"Rarely","2019","inadequately","Female","86","0.0876168995456774","0.0679877498498441","0.107246049241511"
